"","AIZ.Open","AIZ.High","AIZ.Low","AIZ.Close","AIZ.Volume","AIZ.Adjusted"
"458",96.650002,98.099998,95.839996,96.230003,510200,90.44062
"459",95.540001,96.910004,93.919998,95.849998,450400,90.083488
"460",96.690002,97.330002,94.389999,95.239998,481300,89.510162
"461",95.800003,96.910004,94.919998,96.769997,402400,90.948135
"462",97.610001,99.230003,97.019997,97.209999,553500,91.361664
"463",97.709999,98.239998,96.779999,97.099998,487300,91.258278
"464",97.75,99.029999,95.489998,96.650002,352600,90.835342
"465",96.93,98.660004,96.25,96.970001,495400,91.136101
"466",97.080002,98.720001,96.709999,98.139999,485900,92.235703
"467",97.5,102.800003,97.5,102.370003,960600,96.211235
"468",101.919998,104.080002,101.919998,103.300003,554200,97.085281
"469",102.949997,105.190002,102.480003,104.779999,471200,98.476227
"470",105,105.370003,103.32,103.730003,589300,97.489403
"471",103.559998,104.5,103.07,103.209999,535000,97.000694
"472",103.589996,104.099998,99.690002,99.93,480400,93.918015
"473",99.25,100.43,98.610001,99.980003,460200,93.965012
"474",99.330002,100.239998,98.800003,99.900002,479900,93.889816
"475",99.610001,100.639999,98.68,99.370003,379400,93.391701
"476",98.68,99.160004,96.370003,97.029999,553800,91.192497
"477",97.220001,99.190002,96.550003,98.129997,415500,92.226311
"478",97.059998,98.099998,96.980003,97.339996,156000,92.046646
"479",98.019997,99.360001,97.370003,99.199997,548400,93.805489
"480",98.559998,99.370003,97.160004,97.980003,535800,92.651833
"481",98.139999,99.290001,97.080002,98.190002,539600,92.850426
"482",97.849998,98.57,96.839996,97.800003,487900,92.481636
"483",97.599998,98.120003,97.169998,97.239998,450000,91.952103
"484",98.209999,98.209999,96.519997,97.300003,505200,92.00882
"485",97.160004,97.480003,95.139999,95.410004,700600,90.221603
"486",93.75,94.040001,89.57,92.230003,984800,87.214539
"487",92.379997,93.860001,90.32,91.029999,456900,86.079788
"488",91.110001,91.110001,88.860001,90.650002,403700,85.720459
"489",91.699997,92.940002,89.540001,90.010002,348300,85.115242
"490",91.110001,91.5,89.900002,90.389999,325200,85.474594
"491",90.389999,91.129997,89.529999,89.970001,444200,85.077446
"492",89.370003,90.370003,89.089996,90.260002,529600,85.351654
"493",90,91.269997,89.470001,90,634800,85.105789
"494",90.040001,91.290001,88.730003,88.830002,457700,83.999428
"495",88.910004,90.760002,88.050003,88.400002,342400,83.592804
"496",87.040001,88.040001,85.760002,86.709999,585600,81.994705
"497",86.489998,88.629997,85.059998,85.290001,652100,80.651917
"498",84.699997,84.82,82.470001,82.650002,299000,78.155495
"499",83.099998,87.169998,82.309998,87.07,362800,82.335121
"500",85.790001,88.029999,84.839996,87.919998,405700,83.138901
"501",88.360001,89.239998,87.580002,88.160004,347600,83.365852
"502",88.629997,89.540001,88.239998,89.440002,287500,84.576248
"503",88.309998,90.529999,88.309998,90.099998,496200,85.200356
"504",89.559998,90.290001,88.480003,88.660004,349200,83.838669
"505",89.470001,90.599998,89.440002,90.449997,309800,85.531326
"506",90.089996,91.790001,90.010002,90.809998,277200,85.871742
"507",91.43,91.82,90.239998,90.919998,364100,85.975761
"508",91.459999,92.209999,90.940002,91.480003,312300,86.505318
"509",91.379997,92.639999,91.230003,92.5,222200,87.469856
"510",91.900002,93.260002,91.900002,92.580002,210100,87.545502
"511",92.010002,93.760002,91.720001,93.599998,386500,88.51004
"512",93.370003,94.550003,93.370003,94.5,284100,89.361092
"513",94.82,95.5,94.360001,94.410004,390100,89.275978
"514",93.93,95.489998,93.93,95.449997,723100,90.259415
"515",95.839996,96.800003,95.43,96.379997,598400,91.138847
"516",96.139999,96.82,94.620003,95.010002,218100,89.843353
"517",95.389999,96.019997,94.230003,95.580002,166600,90.382347
"518",95.610001,96.529999,95.419998,96.349998,347200,91.110474
"519",96.93,97.519997,95,95.239998,419700,90.060844
"520",94.470001,94.889999,93.510002,94.449997,536100,89.313789
"521",94.610001,95.099998,94.139999,94.940002,256700,89.777161
"522",95.059998,96.160004,94.830002,95.580002,410600,90.382347
"523",95.089996,96.650002,94.510002,96.389999,653200,91.148315
"524",96.919998,97.489998,96.029999,97.169998,486700,91.885887
"525",97.290001,98.129997,96.739998,98,522200,92.670761
"526",98.040001,98.160004,97.129997,98.080002,608100,92.746414
"527",97.629997,98.300003,97.120003,97.910004,499300,92.58564
"528",97.489998,97.790001,95.949997,97.309998,458300,92.018265
"529",97.040001,97.639999,95.889999,97.129997,279300,91.848053
"530",97.230003,97.629997,96.309998,97.510002,296200,92.207405
"531",98.239998,99.230003,98.019997,98.739998,434000,93.370514
"532",98.300003,102.809998,96.620003,97.910004,1478300,92.58564
"533",97.589996,97.839996,96.080002,97.129997,546900,91.848053
"534",97.959999,99.080002,97.800003,98.209999,543400,92.869331
"535",98.190002,98.43,97.510002,98.239998,419200,92.897705
"536",98.370003,99.550003,98.010002,98.830002,550300,93.455612
"537",99.019997,99.199997,97.709999,98.169998,567500,92.831512
"538",98.089996,98.629997,97.639999,98.339996,240700,93.56411
"539",98.800003,99.959999,98.120003,99.059998,444100,94.249161
"540",98.849998,100.290001,98.82,99.43,564300,94.601181
"541",99.269997,100.879997,99.099998,100.870003,503200,95.97126
"542",101,103.279999,101,102.989998,602600,97.988289
"543",103.739998,104.309998,102.599998,104.139999,461500,99.082443
"544",104.669998,104.93,103.220001,103.779999,470100,98.739937
"545",103.550003,104.129997,102.43,103.209999,665200,98.197609
"546",102.800003,103.209999,101.07,101.169998,557400,96.256676
"547",101.010002,101.190002,99.620003,100.349998,428000,95.476494
"548",99.639999,100.330002,99.339996,99.959999,374800,95.105446
"549",100.419998,101.199997,100.010002,100.82,337300,95.923668
"550",101.160004,101.360001,100.419998,101.010002,420800,96.104454
"551",101.290001,102.040001,101.110001,101.279999,508700,96.361336
"552",97.25,99.720001,96.620003,98.199997,1114900,93.430923
"553",98.080002,99.150002,97.599998,98.730003,1838000,93.935181
"554",98.800003,100.650002,98.699997,99.699997,778900,94.85807
"555",98.550003,98.940002,96.910004,97,6017000,92.289192
"556",96.900002,97.379997,94.43,94.580002,1833900,89.986732
"557",94.419998,96.529999,94.419998,95.879997,1693200,91.223595
"558",95.449997,95.839996,94.540001,94.559998,776200,89.96769
"559",94.459999,95.860001,94.25,94.559998,1149100,89.96769
"560",94.980003,96,94.330002,95.370003,672000,90.738358
"561",95.370003,96.360001,94.970001,94.989998,624100,90.376808
"562",95.040001,95.580002,94,94.769997,694700,90.167496
"563",95.089996,95.410004,94.389999,94.910004,709100,90.300697
"564",95.330002,96.360001,95.330002,96.150002,537100,91.480476
"565",96.290001,96.290001,94.949997,95.449997,471900,90.814461
"566",96.25,96.43,94.769997,95.449997,444700,90.814461
"567",95.419998,96.040001,95.279999,95.910004,465200,91.252144
"568",95.889999,96.400002,95.300003,95.870003,428100,91.214073
"569",95.989998,96.089996,94.980003,95.43,335700,90.795448
"570",94.830002,95.040001,93.889999,94.309998,507000,89.729828
"571",94.529999,94.720001,93.699997,94.470001,524800,89.882072
"572",94.720001,95.68,94.330002,95.440002,360000,90.804962
"573",96.360001,96.989998,95.379997,95.839996,460900,91.185516
"574",95.830002,96.449997,94.82,94.940002,340200,90.329239
"575",95.43,96.029999,94.870003,95.220001,499100,90.595642
"576",95.489998,95.489998,94.029999,94.059998,584200,89.491974
"577",94,94.699997,93.169998,93.230003,383400,88.702301
"578",92.870003,93.129997,91.839996,91.989998,646400,87.522507
"579",92.07,93.190002,91.839996,93.059998,993900,88.540535
"580",92.959999,93.599998,92.529999,92.849998,965500,88.340736
"581",92.559998,92.910004,91.900002,92.309998,368800,87.826965
"582",92.309998,93.550003,92.309998,93.510002,300900,88.968689
"583",93.779999,94.769997,93.620003,94.349998,415500,89.767883
"584",94.459999,95.080002,94.190002,95,559600,90.38633
"585",95.050003,95.379997,94.040001,94.129997,384200,89.558578
"586",94.349998,95.040001,93.370003,94.419998,393100,89.834496
"587",94.730003,95,93.940002,94.580002,330500,89.986732
"588",93.139999,94.209999,92.910004,93.959999,474200,89.396828
"589",96.68,98.980003,95.760002,96.18,1331000,91.50901
"590",95.910004,97.629997,95.760002,96.209999,522900,91.537552
"591",95.519997,96.010002,94.629997,95.620003,604500,90.976219
"592",95.370003,97.269997,94.690002,97.199997,450600,92.479485
"593",96.160004,96.279999,94.309998,94.669998,798100,90.07235
"594",94.629997,96.510002,94.589996,95.769997,451600,91.118927
"595",95.360001,95.980003,95.019997,95.650002,344100,91.004753
"596",96,96.959999,96,96.209999,321300,91.537552
"597",95.339996,96.230003,94.730003,94.739998,462400,90.138947
"598",94.68,96.150002,94.449997,96.080002,771500,91.413879
"599",97,100.959999,96.839996,99.650002,1004500,94.810486
"600",99.199997,100.32,98.989998,100.260002,697700,95.390877
"601",99.660004,100.220001,98.849998,100.209999,1167000,95.343307
"602",99.949997,101.18,99.809998,100.849998,915700,96.53019
"603",100.760002,101.510002,100.650002,100.669998,818100,96.357895
"604",100.650002,101.029999,99.709999,100.889999,1032200,96.568466
"605",101.220001,102,100.449997,100.800003,404900,96.482323
"606",100.080002,100.440002,99.349998,99.959999,697000,95.678314
"607",100.019997,101.669998,100,101.57,484800,97.219345
"608",102.449997,103.739998,101.940002,103.709999,822600,99.26767
"609",103.360001,104.419998,102.279999,104.019997,596600,99.5644
"610",104.269997,105,104.18,104.379997,445800,99.908966
"611",104.199997,105,104.099998,104.339996,298400,99.870697
"612",104.239998,104.529999,103.440002,103.470001,471700,99.037964
"613",104,104.470001,103.290001,104,679900,99.54525
"614",104,104.199997,103.559998,103.989998,432700,99.535667
"615",104.510002,105.239998,103.989998,105.050003,643300,100.550293
"616",105.309998,106.75,104.57,106.120003,975600,101.574448
"617",106.32,107.459999,106.120003,106.769997,573200,102.196602
"618",106.769997,108,106.43,107.389999,540200,102.790047
"619",107.860001,108.400002,107.309998,107.610001,534600,103.000633
"620",107.849998,108.099998,106.639999,107.709999,387900,103.096336
"621",107.769997,107.839996,106.57,106.889999,874600,102.311462
"622",106.959999,107.120003,105.760002,105.889999,393600,101.354294
"623",105.720001,106.489998,105.25,106.010002,662300,101.469162
"624",106.199997,106.199997,102.720001,102.75,781700,98.348808
"625",102.889999,104.540001,102.839996,104.360001,856000,99.889824
"626",104.779999,106.440002,104.779999,106.379997,639200,101.823311
"627",106.970001,109.050003,106.730003,108.989998,628300,104.32151
"628",109.110001,109.629997,108.300003,108.82,678900,104.158806
"629",109.209999,110,109.019997,109.940002,283700,105.23082
"630",109.860001,110.120003,109.410004,110.120003,410000,105.403122
"631",109.830002,110.580002,109.57,110.480003,436700,105.747696
"632",110.029999,110.760002,109.839996,110.68,411600,105.939117
"633",110.949997,111,109.870003,110.010002,308400,105.297829
"634",110.330002,110.620003,109.580002,110.099998,247200,105.38398
"635",110.510002,111.620003,110.059998,111.589996,329500,106.81015
"636",111.970001,112.269997,111.18,112.220001,283800,107.41317
"637",112.209999,112.760002,111.800003,112.059998,367200,107.260017
"638",112,112.080002,110.849998,111.699997,375500,106.915428
"639",111.529999,112.419998,111.339996,111.980003,340000,107.183441
"640",112.32,112.5,110.989998,111.160004,274300,106.398567
"641",111.190002,111.839996,110.970001,111.540001,256300,106.762291
"642",111.690002,112.68,111.440002,112.5,544200,107.681168
"643",112.43,113.919998,112.209999,113.800003,422200,108.925468
"644",113.809998,114.330002,113.25,113.360001,333700,108.504333
"645",113.25,114.730003,112.82,114.419998,389100,109.518921
"646",114.440002,114.709999,112.82,113.419998,395700,108.56176
"647",112.959999,114.919998,112.82,114.610001,446300,109.700798
"648",114.559998,115.349998,112.669998,113.360001,519700,108.504333
"649",113.269997,113.589996,111.300003,111.75,506400,106.963295
"650",111.349998,112.160004,111,111.080002,374900,106.321991
"651",109.720001,110,107.309998,108.139999,534200,103.507919
"652",108.510002,110.080002,108.169998,109.629997,562300,104.934097
"653",110.910004,118.379997,110.589996,117.889999,1041100,112.840286
"654",118.360001,119.760002,116.18,119.459999,694900,114.343033
"655",118.809998,120.589996,118.620003,119.839996,807400,114.706757
"656",119.269997,122.379997,119.07,120.760002,511000,115.587357
"657",120.120003,122.910004,120.120003,122.529999,714100,117.281532
"658",121.150002,122.410004,119.699997,120.419998,675300,115.26194
"659",121.080002,121.739998,119.510002,121.019997,722500,115.836212
"660",121.260002,125.089996,121.260002,124.529999,2189400,119.195869
"661",125.660004,125.870003,119.510002,123.790001,574000,118.487572
"662",123.080002,123.800003,121.75,122.720001,529400,117.463409
"663",122.889999,123.82,122.080002,123.669998,388700,118.372711
"664",123.849998,124.410004,122.870003,123.760002,442900,118.458847
"665",122.760002,123.370003,118.879997,119.43,584500,114.871231
"666",120.150002,121.900002,119.93,121.870003,464700,117.218102
"667",122.290001,122.860001,120.639999,120.860001,466400,116.246651
"668",120.690002,121.980003,120.169998,121.050003,529400,116.42939
"669",122.120003,122.489998,121.510002,121.940002,387500,117.285423
"670",122.82,123.220001,121.370003,123,507100,118.304955
"671",122.389999,123.400002,121.93,123.209999,406300,118.50695
"672",124.290001,124.330002,123.580002,123.800003,421500,119.074432
"673",124.720001,125.07,123.309998,123.849998,447800,119.12252
"674",123.949997,125.32,123.860001,124.410004,472400,119.66114
"675",125,125.580002,124.239998,124.639999,629500,119.882362
"676",124.809998,125.059998,123.599998,123.75,689100,119.026344
"677",123.639999,124.879997,122.230003,124.440002,890000,119.689995
"678",124.480003,126.480003,124.480003,125.599998,433900,120.805725
"679",125.629997,125.800003,124.610001,125,433100,120.22863
"680",124.260002,125.730003,124.260002,125.599998,580200,120.805725
"681",125.760002,127.099998,125.5,127.029999,529400,122.181145
"682",126.18,127.760002,125.800003,127.5,491400,122.633194
"683",127.309998,127.639999,126.129997,126.230003,580600,121.411674
"684",126.419998,127.18,125.779999,126.639999,641400,121.80603
"685",126.370003,127.260002,125.809998,125.839996,361200,121.036552
"686",126.080002,127.300003,126.080002,126.610001,491700,121.777168
"687",126.449997,127.489998,126.029999,126.699997,451600,121.863731
"688",126.82,127.300003,125.849998,126.800003,316600,121.959923
"689",127.25,127.25,125.360001,125.470001,312400,120.680695
"690",125.989998,126.5,125.139999,125.82,377100,121.017319
"691",126.419998,126.419998,123.739998,123.809998,393700,119.084038
"692",122.970001,123.459999,121.25,122.029999,333000,117.371994
"693",122.029999,123.730003,121.760002,123.699997,412600,118.978233
"694",123.699997,126.790001,123.699997,126.790001,370300,121.950302
"695",126.190002,126.32,125.089996,125.360001,282100,120.574875
"696",124.470001,124.669998,123.239998,123.32,358900,118.612755
"697",124.389999,125.529999,124.190002,124.800003,415400,120.03627
"698",125.120003,126.669998,125.120003,125.540001,292300,120.748024
"699",126.32,126.830002,125.650002,125.779999,328300,120.978844
"700",125.25,125.870003,125.129997,125.709999,265100,120.911522
"701",126.050003,126.470001,125.120003,125.459999,351700,120.671074
"702",125.379997,125.769997,124.459999,125.449997,301900,120.661446
"703",126.099998,126.400002,125.029999,125.940002,255500,121.132744
"704",125.480003,126.410004,125.290001,125.669998,291000,120.873047
"705",126.669998,127.589996,126.360001,127.559998,345500,122.690903
"706",127.43,127.43,125.889999,126.239998,330500,121.421303
"707",125.860001,127.199997,125.699997,126.529999,338500,121.700226
"708",127,127.93,125.43,126.360001,435200,121.536713
"709",125.959999,126.040001,124.910004,125.57,260000,120.776863
"710",126.099998,126.449997,124.550003,125.309998,470500,120.526794
"711",124.93,126.690002,124.93,126.379997,264300,121.555946
"712",126.129997,126.470001,125.239998,125.870003,246500,121.065422
"713",125.309998,126.160004,124.309998,126.07,397100,121.257774
"714",127.019997,127.889999,125.410004,127.699997,279400,122.825546
"715",128.059998,128.880005,126.099998,126.629997,364200,121.796402
"716",126.870003,127.879997,124.639999,126.18,680800,121.363586
"717",125.410004,127.940002,124.5,127.550003,630200,122.681297
"718",127.57,128.360001,127.050003,127.480003,413900,122.613968
"719",127.32,131.039993,127.32,130.070007,659700,125.105095
"720",128.979996,129.850006,128.179993,129.080002,411500,124.152885
"721",128.929993,131.059998,128.649994,130.610001,485300,125.624489
"722",130.220001,131.429993,129.610001,131.300003,422900,126.28817
"723",131.360001,132.229996,130.940002,132.020004,346800,126.980682
"724",132.529999,132.639999,131.429993,132.089996,586100,127.047997
"725",131.729996,132.919998,131.729996,132.669998,366200,127.605865
"726",132.619995,133.699997,132.039993,132.279999,419400,127.230736
"727",132.009995,133.009995,131.529999,132.460007,372800,127.403877
"728",132.990005,133.970001,132.089996,132.289993,500500,127.240349
"729",131.649994,132.080002,129.940002,131.820007,506800,127.395004
"730",132.690002,133.240005,131.75,132.25,251200,127.810547
"731",132.389999,133.669998,131.550003,133.550003,593400,129.066925
"732",133.910004,134.25,132.889999,133.300003,377100,128.825317
"733",133.25,133.639999,132.779999,132.869995,202900,128.409744
"734",133.440002,133.580002,131.610001,131.710007,407800,127.288704
"735",130.589996,130.770004,128.080002,128.5,538600,124.18644
"736",127.940002,129.800003,127.940002,129.100006,350900,124.766312
"737",129.100006,130.75,128.850006,130.410004,341100,126.032326
"738",131.229996,131.660004,130.589996,131.580002,391800,127.163048
"739",131.520004,131.740005,130.889999,130.929993,242300,126.534866
"740",130.580002,130.759995,129.889999,130.039993,276900,125.674744
"741",129.940002,130.539993,129.399994,130.270004,287500,125.897018
"742",130.380005,131.470001,130.220001,130.440002,385800,126.061317
"743",129.770004,130.699997,129.509995,130.149994,399500,125.781044
"744",130.520004,130.839996,129.529999,130.419998,441900,126.041977
"745",130.490005,132.350006,130.490005,131.679993,418900,127.259674
"746",131.860001,132.490005,131.259995,131.669998,375500,127.250031
"747",131.190002,131.75,130.490005,131.600006,445100,127.182381
"748",132.110001,132.860001,131,131.259995,715400,126.853775
"749",130.960007,131.169998,127.870003,127.940002,531500,123.645241
"750",128.309998,129.110001,128.119995,129.029999,96800,124.698654
"751",129.360001,129.649994,128.669998,129.070007,199800,124.737312
"752",129.369995,129.699997,128.070007,129.660004,248300,125.307503
"753",129.990005,130.899994,129.449997,130.800003,222400,126.409225
"754",130.440002,131.550003,129.979996,131.080002,264500,126.67984
"755",131.520004,132.389999,131.149994,132.360001,332800,127.916862
"756",131.009995,133.050003,131.009995,132.990005,280300,128.525726
"757",132.289993,133.110001,131.910004,133.110001,234700,128.641678
"758",133,133.179993,132.179993,132.210007,254700,127.771904
"759",132.419998,133.839996,132.419998,132.710007,265100,128.255127
"760",133.059998,134.729996,132.860001,134.639999,281600,130.120316
"761",134.509995,134.889999,132.339996,132.440002,324000,127.994179
"762",132.740005,132.979996,131.600006,132.470001,326500,128.023163
"763",132.149994,132.199997,129.710007,130,496300,125.63607
"764",129.929993,131.660004,129.929993,130.729996,484200,126.341583
"765",131.440002,132.289993,130.970001,131.570007,466500,127.153389
"766",131.789993,133.800003,131.429993,133.770004,458000,129.279541
"767",133.309998,133.570007,131.429993,131.529999,376200,127.114716
"768",132.020004,132.240005,130.960007,131.289993,260600,126.88279
"769",130.529999,130.529999,128.520004,130.330002,410100,125.955009
"770",130.339996,130.419998,128.289993,129.179993,338000,124.843613
"771",127.550003,128.350006,126.879997,128,433900,123.703217
"772",128.570007,130.020004,128.509995,129.490005,296300,125.143219
"773",130.270004,131.039993,129.75,130.169998,278500,125.800362
"774",129.139999,131.600006,128.899994,131.509995,282700,127.095406
"775",130.949997,132.800003,130.050003,130.559998,383500,126.177284
"776",131.619995,133.470001,131.25,132.75,487700,128.293762
"777",133.899994,135.089996,133.660004,134.320007,319900,129.811081
"778",135.210007,136.869995,135.210007,136.830002,335900,132.236816
"779",137.330002,137.830002,136.179993,136.289993,276500,131.714935
"780",135.740005,136.860001,135.410004,136.360001,234200,131.782593
"781",135.899994,137.139999,135.679993,137.110001,318000,132.507416
"782",137.460007,140.029999,137.460007,139.610001,507700,134.923508
"783",137,139.589996,132.550003,136.690002,748500,132.101517
"784",136.690002,140.820007,136.690002,140.339996,384700,135.628998
"785",140.440002,142.559998,140.300003,142.520004,298200,137.735809
"786",141.940002,142.610001,141.199997,141.800003,361800,137.039978
"787",142.110001,142.169998,140.5,140.679993,372400,135.95755
"788",140.539993,142.330002,140.490005,141.570007,499000,136.817688
"789",140.589996,141.580002,139.380005,140.100006,431100,136.002274
"790",137.259995,139.119995,136.440002,137.240005,508000,133.225922
"791",137.020004,137.860001,133.690002,133.860001,639500,129.944794
"792",134.429993,135.589996,132.020004,132.509995,520500,128.634247
"793",131.029999,132.529999,126.839996,126.889999,956000,123.178635
"794",124.050003,125.589996,117.93,120.589996,1207400,117.062904
"795",120.800003,127.949997,120.610001,127.889999,553200,124.149384
"796",127.370003,129.649994,122.879997,123.25,553100,119.645103
"797",125.260002,126.959999,122.75,126.849998,533400,123.139801
"798",123.150002,123.919998,118.790001,120.800003,445500,117.266769
"799",116.160004,120.300003,115.910004,119.690002,468300,116.189232
"800",113,115.5,107.739998,109.050003,723300,105.860435
"801",112.669998,114.010002,108.870003,113.889999,499000,110.558876
"802",110.690002,111.93,107.089996,108.379997,449500,105.210037
"803",100.150002,104.279999,95.370003,96.610001,716500,93.784302
"804",102.349998,104.720001,97.57,104.529999,573700,101.472633
"805",93,100.150002,83.330002,83.900002,968800,81.446037
"806",86.480003,94.860001,83.730003,92.5,1063700,89.794495
"807",86.32,90.300003,79.099998,80.410004,868600,78.058113
"808",79.660004,85.470001,76.269997,83.440002,883900,80.999496
"809",83.389999,93.860001,80.260002,91.050003,1082600,88.386909
"810",91.599998,98.019997,88.459999,93.18,793500,90.454605
"811",97.230003,100.57,94.68,98.120003,695700,95.25013
"812",96.889999,103.580002,96.330002,99.639999,597400,96.725662
"813",99.169998,106.050003,98.870003,105.349998,477500,102.268661
"814",102.120003,108.309998,101.099998,104.699997,409400,101.637657
"815",104.550003,108.660004,99.5,107.330002,358700,104.19075
"816",106.360001,106.440002,102.32,104.089996,754200,101.045509
"817",100.5,103.290001,100.209999,102.120003,578600,99.133133
"818",100.989998,104.959999,98.809998,100.059998,609500,97.133369
"819",98.879997,100.870003,97.559998,98.75,288300,95.861687
"820",102.809998,104.669998,99.870003,103.93,527200,100.89019
"821",107.099998,110.629997,103.849998,104.089996,420800,101.045509
"822",105.110001,107.519997,103.839996,106.720001,310900,103.598587
"823",108.260002,114.739998,107,112.389999,353700,109.102737
"824",111.809998,112,108.489998,108.57,320900,105.394463
"825",110.900002,112.610001,106.150002,107.690002,377900,104.540215
"826",105.099998,105.739998,100.870003,101.410004,365200,98.443893
"827",101.019997,102.589996,99.470001,100.580002,471900,97.638168
"828",104.080002,106.099998,103.349998,105.809998,468200,102.715195
"829",103.75,104.769997,101.18,103.019997,468800,100.006805
"830",100.75,103.910004,100.5,101.150002,405600,98.191498
"831",104.080002,104.900002,100.349998,103,684800,99.987381
"832",103.5,104.190002,100.790001,101.25,416800,98.288574
"833",103,105.449997,101.330002,104.650002,445000,101.589142
"834",105.089996,109.779999,105.089996,108.370003,528900,105.200333
"835",110.629997,112.559998,109.470001,109.580002,429700,106.374931
"836",112,112.290001,109.660004,109.730003,300200,106.520546
"837",107.089996,109.330002,106.089996,106.239998,375600,103.132614
"838",104.339996,105.419998,101.519997,102.32,440500,99.327278
"839",102.129997,102.290001,98.690002,100,450800,97.075142
"840",101.050003,103.660004,101.019997,102.089996,721400,99.103996
"841",104.919998,105.5,97.349998,97.919998,850900,95.055969
"842",98.68,102.529999,98.260002,98.589996,520900,95.706367
"843",100.93,101.419998,97.889999,98.800003,521900,95.91024
"844",97.699997,99.129997,95.470001,98.400002,477900,95.521927
"845",98.449997,98.849998,93.089996,93.099998,536700,90.376953
"846",92.260002,92.419998,86.779999,87.760002,1018700,85.19313
"847",86.389999,89.300003,83.889999,89.050003,669700,86.445412
"848",88.010002,91.18,86.75,91.110001,1931200,88.44516
"849",94.889999,99.160004,94.699997,98.290001,719200,95.415146
"850",97.849998,100.410004,97.279999,97.980003,781200,95.114212
"851",99.68,101.830002,98.57,100.93,560500,97.977936
"852",100.709999,102.589996,100.25,101.080002,559900,98.123535
"853",100.860001,101.879997,99.309998,101.370003,453500,99.022232
"854",104.940002,105.660004,102.449997,102.830002,397800,100.448425
"855",107.080002,107.110001,103.269997,104.370003,370500,101.952751
"856",105.290001,106.129997,103.449997,103.489998,398900,101.093147
"857",102.330002,103.370003,101.699997,102.580002,451500,100.204216
"858",103.18,103.709999,102.5,103.059998,324400,100.673096
"859",103.889999,105.080002,103.029999,104.139999,370100,101.728088
"860",106.300003,108.910004,106.129997,108.339996,539000,105.830803
"861",107.959999,110.419998,106.239998,110.389999,473600,107.833328
"862",116.269997,116.269997,112.410004,114.879997,608400,112.219337
"863",116,117.459999,115.139999,117.410004,491100,114.69075
"864",114.769997,117.400002,114.150002,116.699997,408400,113.997192
"865",116.019997,117.82,114.440002,114.440002,638900,111.789536
"866",109.980003,110.900002,104.339996,104.809998,527900,102.382561
"867",109.25,109.75,104.459999,107.029999,331600,104.551147
"868",103.239998,107.849998,103.239998,107.120003,499000,104.639069
"869",111.709999,111.709999,106.620003,108.519997,360100,106.00663
"870",107.989998,108.379997,105.959999,106.040001,341400,103.584076
"871",105.040001,107.559998,104.389999,107.029999,332600,104.551147
"872",109.620003,109.620003,105.480003,106.279999,891600,103.81852
"873",105.68,106.089996,104.25,105.18,695200,102.743996
"874",106.779999,107.400002,104.330002,104.860001,395100,102.431412
"875",103.839996,103.839996,100.529999,100.68,672400,98.348228
"876",100.019997,100.839996,98.010002,100.300003,648200,97.97702
"877",98.889999,99.830002,97.669998,99.209999,868000,96.912262
"878",100.529999,101.32,99.360001,100.599998,313000,98.270073
"879",100.019997,103.879997,100.019997,103.290001,365900,100.897766
"880",102.949997,103.489998,100.480003,101.07,360400,98.729187
"881",103.099998,103.970001,100.379997,100.5,375400,98.172394
"882",103.110001,104.169998,100.839996,102.260002,593600,99.89164
"883",101.220001,102.010002,99,99.419998,435100,97.117401
"884",99.459999,101.150002,98.830002,100.739998,434800,98.406822
"885",100.290001,100.790001,96.720001,97.559998,463300,95.300476
"886",98.32,100.709999,97.970001,100.370003,301400,98.045395
"887",101.300003,101.739998,99.599998,100.169998,518500,97.850029
"888",100.580002,102,100.209999,101.529999,278600,99.178528
"889",103.709999,104.199997,102.07,103.849998,265100,101.444794
"890",103.599998,106.400002,103.43,105.07,345400,102.636559
"891",105.43,105.510002,103.949997,104.169998,397300,101.757393
"892",103.889999,104.559998,102.650002,103.209999,237000,100.819618
"893",103.339996,105.169998,103.339996,104.699997,263600,102.275108
"894",104.379997,106.080002,104.379997,105.93,216900,103.476631
"895",105.580002,108.300003,105.580002,107.349998,352700,104.863739
"896",107.720001,107.949997,106.309998,106.790001,296200,104.316711
"897",106.139999,106.440002,104.68,105.669998,327400,103.222649
"898",105.120003,106.559998,105.080002,105.980003,317400,103.525482
"899",105.970001,107.900002,105.690002,107.580002,353600,105.088409
"900",105.459999,106.199997,104.199997,105.279999,383900,102.841675
"901",105.199997,107.540001,105.139999,107.470001,408500,104.980965
"902",107.839996,108.379997,106.75,107.290001,352700,104.80513
"903",106.639999,108.269997,106.489998,107.150002,427400,104.668365
"904",114.800003,124.809998,112.410004,122.309998,1147300,119.477264
"905",121.559998,122.110001,117.949997,118.870003,501300,116.116936
"906",118.449997,122.309998,118.410004,122.209999,428400,119.37957
"907",123.110001,124.559998,121.489998,124.199997,341500,121.323486
"908",126.43,127.910004,124.480003,124.959999,493400,122.065895
"909",126.370003,128.490005,123.559998,124.470001,292000,121.587227
"910",123.919998,125,123,124.440002,322400,121.557922
"911",123.239998,125.870003,123.239998,125.07,216100,122.173347
"912",125.120003,125.75,123.730003,124.57,320300,121.684921
"913",124.480003,125.309998,123.370003,123.610001,315700,120.747147
"914",124.199997,125.25,123.209999,123.540001,251400,120.678772
"915",122.230003,123.379997,121.919998,122.029999,264300,119.203735
"916",121.959999,122.660004,120.480003,120.639999,251900,117.84594
"917",120.699997,123.860001,120.650002,123.68,217400,120.815529
