"","SHW.Open","SHW.High","SHW.Low","SHW.Close","SHW.Volume","SHW.Adjusted"
"121",119.333336,119.866669,119.063332,119.660004,1820700,115.248787
"122",119.779999,120.51667,119.059998,119.386665,1411500,114.985527
"123",120.029999,120.856667,119.993332,120.34333,1529700,115.906937
"124",120.290001,120.703331,117.470001,117.546669,2106900,113.213356
"125",117.903336,118.243332,116.856667,116.986664,2954700,112.673981
"126",117.93,118.623337,117.136665,117.743332,920400,113.402771
"127",117.833336,118.003334,116.620003,117.026665,2367300,112.712524
"128",116.466667,116.956665,115.626663,116.610001,2074200,112.311218
"129",116.559998,117.783333,116.003334,117.34333,1700100,113.017532
"130",117.253334,117.800003,116.923332,117.309998,1211700,112.985413
"131",117.333336,117.956665,116.73333,117.756668,1650000,113.415619
"132",118.333336,119.033333,117.58667,118.653336,1802400,114.279228
"133",118.900002,119.26667,118.309998,118.383331,1138500,114.019173
"134",118.453331,119.080002,118.313332,118.823334,1357500,114.44297
"135",119.216667,120.423332,119,119.800003,1483200,115.383614
"136",119.58667,119.853333,118.873337,119.389999,1838400,114.988739
"137",119.830002,120.283333,119.303329,119.90667,1861800,115.486359
"138",117.363335,119.199997,112.59333,116.926666,9246300,112.616234
"139",116.669998,117.809998,115.763336,117.389999,2723400,113.062462
"140",117.246666,117.769997,116.68,117.216667,1761900,112.895515
"141",117.696671,117.976669,116.643333,117.40667,1503600,113.078514
"142",117.596664,118.010002,116.676666,116.866669,1252800,112.558426
"143",116.876663,117.080002,114.480003,115.193336,2633700,110.946785
"144",115.193336,115.243332,113.66333,114.126663,2364300,109.919418
"145",114.150002,114.276665,112.383331,112.423332,2665500,108.278908
"146",112.383331,113.376663,111.440002,112.363335,3249900,108.2211
"147",112.466667,113.153336,111.786667,112.356667,2301900,108.214676
"148",112.786667,112.786667,110.559998,111.34333,2553600,107.238708
"149",111.796669,112.339996,111.243332,111.690002,1574700,107.572594
"150",111.946671,112.66333,111.246666,111.463333,1357500,107.354286
"151",111.383331,111.91333,110.493332,110.833336,1654200,106.747513
"152",110.313332,112.613335,110.183334,111.893333,2286600,107.768425
"153",111.543335,111.853333,110.333336,110.68,2422500,106.599823
"154",110.493332,111.403336,110.203331,110.626663,1527000,106.548454
"155",111.426666,112.613335,110.996666,112.503334,1887300,108.355949
"156",112.466667,112.466667,110.833336,110.856667,1785600,106.769974
"157",110.806664,111.510002,110.416664,111.143333,1671300,107.320366
"158",110.900002,111.256668,109.773331,109.853333,1394700,106.074745
"159",109.743332,110.223335,109.026665,109.65667,1661400,105.88485
"160",109.666664,110.426666,108.893333,109.873337,2089500,106.094063
"161",110.386665,113.099998,110.386665,113.010002,2601000,109.122826
"162",112.363335,112.716667,111.099998,111.923332,1548000,108.07354
"163",112.273331,112.283333,111.443336,111.853333,1330800,108.005959
"164",112.256668,113.353333,111.553329,113.053329,1588500,109.164673
"165",112.606667,114.150002,112.566666,112.973335,1443600,109.087448
"166",112.393333,112.576668,111.046669,111.046669,1727700,107.227036
"167",111.043335,113.099998,110.870003,112.666664,2228100,108.791306
"168",113.296669,113.760002,112.786667,113.089996,2238600,109.200081
"169",113.40667,115.213333,112.959999,114.540001,2123100,110.600212
"170",114.403336,116.436668,114.18,114.993332,1884000,111.037933
"171",115.046669,115.559998,113.873337,114.32,1536300,110.387787
"172",114.196671,114.32,112.556664,113.183334,1576800,109.290215
"173",113.316666,115.089996,112.089996,114.849998,2180700,110.899544
"174",115.529999,115.84333,114.566666,115.839996,1894200,111.855484
"175",116.166664,117.463333,116.066666,116.783333,1691700,112.76638
"176",116.753334,117.293335,115.366669,115.639999,1109100,111.662384
"177",115.633331,116.019997,114.923332,115.513336,1436400,111.540062
"178",115.423332,115.423332,113.556664,113.660004,2881500,109.750496
"179",113.846664,113.846664,112.816666,113.23333,1946700,109.338486
"180",113.73333,114.720001,113.256668,114.246666,2140500,110.316963
"181",114.573334,115.949997,114.196671,115.68,2290200,111.700996
"182",115.763336,117.223335,115.633331,116.536667,2082300,112.528198
"183",116.696671,116.773331,114.693336,116.58667,1710600,112.576469
"184",115.800003,117.643333,115.739998,117.333336,1562100,113.29747
"185",118.333336,120,116.993332,117.379997,2572500,113.342514
"186",117.363335,117.803329,115.290001,116.613335,1722600,112.602234
"187",116.083336,119.206665,116,119.013336,3196200,114.919678
"188",119.003334,121.326668,118.84333,119.346664,2349900,115.241531
"189",119.279999,119.90667,118.5,119.809998,2297100,115.688934
"190",124.916664,125.746666,122.486664,124.790001,6070500,120.497643
"191",125,125.556664,123.743332,124.723335,2115000,120.433273
"192",126.686668,127,125.459999,126.633331,2491500,122.27758
"193",126.349998,127.879997,126,127.823334,2153400,123.426643
"194",127.666664,127.830002,126.5,127.333336,1712100,122.953484
"195",127.373337,127.776665,126.493332,127.15667,1315500,122.782906
"196",126.730003,127.916664,126.533333,127.68,1389300,123.288246
"197",127.353333,128.330002,127.063332,127.856667,1328400,123.458824
"198",128.490005,129.056671,127.91333,128.613327,2194500,124.189476
"199",128.833328,128.883331,127.610001,128.023331,1422300,123.619759
"200",128.186661,128.333328,127.139999,127.559998,1557000,123.172363
"201",127.940002,128.41333,127.529999,128.029999,1360800,123.626198
"202",127.839996,129.240005,127.660004,129.190002,1151700,124.746307
"203",129.830002,130.199997,129.116669,129.899994,1587600,125.431862
"204",130.029999,130.106674,128.41333,128.860001,2357100,124.42765
"205",127.486664,131.366669,127.456665,129.636673,2487300,125.177589
"206",130.039993,131.136673,128.539993,130.846664,2174700,126.345985
"207",131.206665,132.740005,130.606674,132.166672,1793400,127.62056
"208",132.179993,132.66333,130.970001,132.429993,1804800,127.87484
"209",132.376663,132.676666,131.233337,131.416672,1234800,126.896393
"210",131.446671,132.440002,131.403336,131.71666,1335300,127.18605
"211",130.883331,132.063339,130.476669,131.92334,1125900,127.385597
"212",132.309998,132.309998,130.296661,130.703339,1535700,126.207558
"213",131.066666,132.706665,130.666672,132.369995,1021500,127.816902
"214",131.660004,132.57666,131.119995,131.313339,1134600,126.796585
"215",131.553329,132.013336,131.116669,131.33667,971700,126.819122
"216",131.553329,132.133331,130.503326,131.83667,1121700,127.301918
"217",131.610001,131.610001,128.300003,129.009995,1343700,124.572495
"218",128.839996,130.059998,128.839996,129.820007,750300,125.354637
"219",129.176666,130.25,128.943329,129.903336,909600,125.435081
"220",129.746674,130.070007,128.903336,129.710007,814200,125.248421
"221",128.839996,129.16333,128.036667,128.653336,1002600,124.228104
"222",128.360001,129.613327,128.126663,129.343338,1526100,125.170021
"223",128.816666,129.436661,128.536667,128.993332,968100,124.831314
"224",128.839996,129.846664,128.753326,129.229996,676800,125.060326
"225",129.643326,130.080002,129.100006,130.043335,1046400,125.847435
"226",130.253326,130.57666,129.623337,130.186661,977400,125.986122
"227",130.666672,131.636673,130.646667,131.343338,444600,127.105507
"228",131.333328,131.666672,129.970001,130.070007,1518600,125.873245
"229",130.713333,132.550003,130.470001,132.513336,1762200,128.237717
"230",132.546661,132.990005,130.853333,131.320007,1395300,127.082893
"231",131.380005,134.103333,131.273331,133.139999,2121300,128.844193
"232",133.296661,133.91333,130.419998,131.690002,1964400,127.440964
"233",132.416672,136.886673,132.416672,135.643326,2682300,131.266739
"234",135.376663,136.373337,134.446671,135.183334,1683600,130.821548
"235",134.306671,134.960007,133.119995,133.729996,1116900,129.415131
"236",133.676666,135.536667,133.676666,135.490005,1127700,131.118347
"237",135.490005,137.993332,135.33667,136.28334,1727400,131.886093
"238",136.096664,136.630005,135.153336,135.919998,938700,131.534485
"239",136.25,136.616669,135.440002,135.67334,1066800,131.295822
"240",135.806671,136.186661,135.119995,135.149994,1518600,130.789337
"241",135.75,136.223328,132.666672,133.410004,1335900,129.105499
"242",134.139999,135.139999,133.513336,134.606674,2597700,130.263535
"243",135.176666,136.240005,135.17334,136.050003,1209300,131.660324
"244",136.666672,137.976669,136.366669,137.289993,1263600,132.86026
"245",137.649994,138.32666,137.096664,138.113327,1122900,133.657028
"246",138.583328,138.583328,137.046661,137.176666,1255500,132.750595
"247",137.666672,137.906662,136.973328,137.696671,1208700,133.25383
"248",137.253326,137.876663,137.056671,137.130005,548400,132.705383
"249",137.543335,137.566666,136.463333,136.733337,1040100,132.321564
"250",137.026672,137.723328,136,137.690002,920400,133.247391
"251",137.933334,138.566666,136.463333,136.679993,1086600,132.269958
"252",136.863327,137.926666,136.58667,137.899994,1099500,133.450592
"253",138.203339,138.589996,137.399994,138.453339,1014600,133.986099
"254",139.323334,140.546661,137.666672,137.699997,1669500,133.25705
"255",138.789993,140.66333,138.410004,140.553329,1619100,136.018311
"256",140.529999,141.529999,140.346664,141.333328,1276200,136.773132
"257",141.470001,142.443329,141.233337,141.403336,1569600,136.840897
"258",140.639999,140.996674,139.603333,139.843338,1050600,135.331223
"259",140.196671,141.803329,140.156662,141.786667,898200,137.211868
"260",142.526672,144.633331,141.429993,144.279999,3062100,139.624741
"261",144.766663,145.050003,140.813339,141.289993,2764500,136.731186
"262",142.136673,143.643326,140.839996,142.313339,2194500,137.721542
"263",142.330002,144.490005,142.006668,143.58667,1922100,138.953796
"264",143.820007,144.46666,143.003326,143.600006,1959600,138.966675
"265",143.333328,143.593338,141.036667,142.393326,1710900,137.798935
"266",142.333328,143.070007,141.28334,143.070007,2137800,138.453827
"267",143.446671,144.653336,142.28334,143.126663,2255100,138.508636
"268",139.683334,143.636673,138.669998,141.553329,4416900,136.986053
"269",141.566666,141.92334,139.440002,141.226669,2871900,136.669952
"270",141.266663,142.436661,139.816666,140.263336,2216400,135.737686
"271",139.880005,140.723328,138.53334,140.453339,1974900,135.921555
"272",140.649994,140.779999,138.83667,139.036667,2184600,134.550598
"273",138.259995,138.919998,136.130005,137.376663,2628900,132.944168
"274",137.300003,137.926666,134.153336,134.376663,1980600,130.040955
"275",133.333328,135.573334,131.073334,131.07666,3576900,126.847427
"276",129.333328,135.346664,127.963333,135,3170400,130.64418
"277",135.236664,137,134.210007,134.493332,2379000,130.15387
"278",134.583328,134.956665,129.123337,129.21666,2378400,125.047424
"279",130.456665,134.166672,127.16333,132.953339,3061800,128.663544
"280",133.936661,135.526672,131.866669,134.563339,1611900,130.221588
"281",134.036667,135.759995,133.486664,135.253326,1312200,130.889328
"282",134.333328,136.050003,133.803329,135.220001,2192400,130.857101
"283",136.166672,136.339996,133.366669,133.696671,2195700,129.382904
"284",133.429993,134.916672,132.470001,134.100006,2297400,129.773224
"285",133.779999,134.100006,131.610001,132.223328,1653900,127.9571
"286",132.696671,135.153336,132.223328,132.376663,1595100,128.105469
"287",133.139999,133.903336,132.003326,132.960007,1615200,128.669998
"288",133.136673,133.526672,131.57666,132.733337,1811700,128.728195
"289",133.526672,135,133.080002,134.733337,1518300,130.667816
"290",134.78334,135.16333,133.080002,133.136673,1485300,129.119324
"291",133.726669,136.526672,133.376663,133.860001,2775000,129.820862
"292",133.860001,134.059998,131.143326,132.169998,2257800,128.181839
"293",131.713333,131.960007,129.91333,130.080002,2024700,126.154892
"294",129.293335,131.66333,129.133331,131.03334,2588100,127.079475
"295",131.026672,135.199997,130.320007,133.676666,1613400,129.643036
"296",132.16333,136.436661,131.820007,135.933334,1932600,131.831635
"297",136.08667,136.33667,133.856674,134.78334,1563900,130.716339
"298",135.869995,140.483337,134.869995,140.386673,2475000,136.150604
"299",140.333328,140.410004,138.03334,138.416672,1304700,134.240021
"300",139.149994,139.596664,136.753326,137.92334,1264500,133.761581
"301",138.503326,138.503326,135.863327,136.339996,1375200,132.226013
"302",136.786667,137.130005,135.566666,136.756668,1085700,132.630096
"303",136.600006,137.039993,135.78334,136.343338,2133000,132.229218
"304",136.193329,136.463333,134.196671,135.110001,1116900,131.033142
"305",135.513336,136.479996,134.83667,135.303329,1030800,131.220627
"306",135.106674,136.633331,134.893326,135.07666,1165500,131.000778
"307",134.136673,134.316666,130.940002,131.03334,1689600,127.079475
"308",131.496674,132.006668,129.21666,129.473328,1775400,125.566536
"309",130.839996,132.119995,129.633331,131.643326,1351500,127.671043
"310",132.013336,132.846664,129.573334,130.240005,1401300,126.310074
"311",130.649994,130.976669,128.229996,128.416672,1791900,124.541763
"312",129.323334,131.816666,129.046661,130.706665,1682700,126.76265
"313",130.399994,131.320007,126.046669,127.293335,1836600,123.452324
"314",127.916664,131.713333,127.446671,131.006668,2206200,127.053612
"315",129.193329,132.373337,128.649994,132.153336,1799400,128.16568
"316",132.770004,134.046661,131.369995,132.273331,1773900,128.282074
"317",131.149994,132.229996,128.266663,128.570007,2106300,124.690468
"318",129.613327,131.83667,128.860001,129.706665,1454700,125.792831
"319",130.883331,131.383331,129.106674,129.389999,2121900,125.48571
"320",128.479996,130.119995,128.380005,129.543335,1772100,125.634445
"321",130.093338,130.809998,128.633331,128.883331,1501500,124.994347
"322",129.363327,130.276672,128.119995,128.476669,1736700,124.59993
"323",129.243332,129.833328,128.713333,129.303329,2132700,125.401657
"324",130.116669,133.25,129.743332,132.806671,2817900,128.799301
"325",132.666672,134.736664,132.403336,133.626663,1866300,129.594574
"326",133.570007,134.800003,131.720001,132.063339,1991400,128.078384
"327",132.526672,132.526672,130.070007,130.796661,1930500,126.849922
"328",130.649994,130.666672,129.023331,129.236664,2231100,125.337013
"329",127.203331,129.256668,122.120003,123.026665,7386300,119.314392
"330",122.650002,125.626663,121.786667,124.239998,3668400,120.491119
"331",124.453331,124.773331,121.963333,123.756668,3774000,120.022385
"332",123.756668,125.603333,123.096664,125.046669,2651700,121.27346
"333",125.003334,126.57,122.519997,122.553329,2572500,118.855339
"334",121.363335,124.693336,120.786667,124.606667,3220200,120.846725
"335",124.75,124.773331,123.580002,123.709999,2925000,119.977119
"336",123.620003,124.239998,121.893333,123.416664,2064900,119.692642
"337",123.066666,127.056664,122.660004,125.84333,1836900,122.046066
"338",125.916664,126.683334,125.146667,126.216667,1585800,122.408142
"339",125.650002,127.629997,125.513336,125.980003,1476600,122.178612
"340",126.616669,127.459999,125.113335,126.936668,1536900,123.106422
"341",127.123337,127.666664,126.113335,126.816666,1753800,122.990028
"342",126.480003,128.406662,126.480003,127.029999,1656300,123.196922
"343",127.376663,128.32666,127.176666,128.193329,1833600,124.325157
"344",127.846664,128.210007,126.246666,126.550003,2072700,122.731422
"345",126.550003,127.583336,125.693336,127.040001,2276700,123.206635
"346",126.279999,127.519997,126.076668,126.743332,1168500,123.196907
"347",126.709999,129.596664,126.383331,129.190002,2303100,125.575127
"348",129.666672,131.436661,129.309998,130.263336,1965900,126.618423
"349",130.360001,130.839996,125.006668,125.323334,3249000,121.816643
"350",125.333336,128.166672,125.269997,128.166672,3694800,124.580437
"351",127.696671,129.190002,126.103333,128.82666,3125700,125.221931
"352",128.683334,131.03334,128.57666,130.75,2874000,127.091454
"353",129.703339,130.463333,128.600006,129.323334,3083700,125.70472
"354",129.479996,130,127.083336,128.416672,2177700,124.823425
"355",128.523331,128.993332,126.323334,126.416664,4695900,122.879387
"356",127.226669,129.559998,127.056664,128.666672,2011800,125.066444
"357",129.016663,129.383331,127.666664,128.949997,1275000,125.341835
"358",128.979996,130.546661,128.493332,130.143326,1653000,126.50177
"359",130.169998,131.906662,128.426666,131.856674,1890300,128.167206
"360",131.789993,132.75,131.169998,131.693329,1420800,128.008408
"361",132.013336,132.733337,131.21666,132.683334,1461000,128.970718
"362",132.526672,133.259995,131.78334,132.839996,1243800,129.122986
"363",133.333328,134.376663,132.800003,134.146667,2345100,130.393082
"364",134,134.256668,131.67334,132.050003,2662800,128.355118
"365",132.536667,134.080002,131.763336,133.733337,1346100,129.991318
"366",132.809998,134.509995,132.619995,134.036667,2874300,130.286148
"367",133.333328,133.333328,132.443329,132.779999,1652700,129.064651
"368",131.929993,132.906662,131.403336,132.536667,1642800,128.82814
"369",132.546661,133.330002,131.490005,132.633331,1168500,128.922104
"370",131.893326,132.993332,131.589996,131.793335,1761900,128.105606
"371",132.33667,132.96666,131.589996,132.043335,1559400,128.348633
"372",131.910004,132.393326,130.156662,131.649994,2217900,127.96627
"373",132.25,134.190002,131.949997,133.596664,1832100,129.858475
"374",133.666672,135.566666,132.5,132.839996,1968900,129.122986
"375",132.936661,135.729996,132.67334,134.956665,2249700,131.180405
"376",135.199997,137.643326,135.199997,135.856674,2359500,132.055252
"377",135.25,135.949997,134.493332,135.58667,1366800,131.792816
"378",135.669998,137.619995,133.393326,135.643326,1140300,131.84787
"379",135.733337,136.713333,134.67334,136.619995,1324200,132.797226
"380",136.503326,138.126663,135.893326,137.860001,1236900,134.002563
"381",138.333328,139.493332,138.013336,138.389999,1350300,134.517715
"382",138.279999,139.736664,137.566666,139.626663,1502400,135.719772
"383",138.740005,139.330002,138.080002,138.426666,1579200,134.553329
"384",139.089996,139.153336,137.116669,138.026672,1948500,134.164536
"385",138.183334,140.929993,138.036667,139.463333,1618800,135.56102
"386",139.463333,139.916672,138.503326,138.949997,1567800,135.062027
"387",138.886673,141.666672,138.53334,141.453339,1525200,137.495331
"388",141.453339,143.946671,141.453339,142.176666,1725300,138.198395
"389",141.666672,143.070007,141.119995,143.026672,1721400,139.024628
"390",141.883331,142.520004,140.773331,142.039993,1792800,138.065536
"391",141.973328,142.330002,139.110001,140.523331,2668800,136.591324
"392",141.333328,145,139.333328,143.259995,4554000,139.251419
"393",143.679993,146.136673,142.33667,145.763336,2673600,141.684692
"394",146.660004,149.896667,144.399994,149.676666,3939300,145.488541
"395",149.666672,150.276672,147.596664,147.92334,2482800,143.784271
"396",147.813339,148.25,146.220001,146.759995,1597200,142.653488
"397",146.666672,148.153336,146.226669,146.910004,2122500,142.799301
"398",146.270004,147.029999,144.816666,146.083328,1675500,141.995743
"399",145.960007,146.990005,145.17334,146.123337,1701300,142.034653
"400",147.070007,148.460007,146.559998,147.626663,1577100,143.495911
"401",147.380005,148.593338,147.133331,148.143326,1311000,143.998108
"402",148,148.643326,146.820007,148.029999,1051500,143.887955
"403",148.136673,149.220001,147.686661,147.886673,984900,143.748627
"404",148.186661,148.456665,147.289993,148.016663,1293600,143.874985
"405",147.809998,148.303329,146.563339,147.66333,1521900,143.531509
"406",148.133331,148.960007,144.399994,145.050003,2430000,140.991364
"407",145,146.806671,144.626663,145.446671,1872000,141.376907
"408",145.213333,146.57666,144.426666,146.206665,1744500,142.115646
"409",147.113327,147.710007,145.850006,147.449997,1742700,143.605743
"410",147.666672,148.320007,147.036667,147.796661,1217700,143.94339
"411",147.979996,148.289993,146.873337,148.020004,1272300,144.160889
"412",148.333328,149.666672,148.036667,148.266663,1893600,144.401138
"413",148.333328,148.630005,146.296661,146.360001,1323300,142.544189
"414",146.443329,146.986664,145.089996,146.606674,1540500,142.784409
"415",146.660004,149.636673,146.523331,149.130005,1879500,145.241943
"416",149.516663,152.473328,149.083328,151.679993,2661000,147.725464
"417",151.793335,152.96666,150.563339,150.873337,2238600,146.939835
"418",150.546661,152.483337,150.206665,152.143326,1209900,148.176712
"419",151.976669,152.883331,151.399994,152.073334,1422000,148.108536
"420",151.58667,153,150.990005,151.860001,1313100,147.900772
"421",151.403336,153.316666,151.153336,153.116669,1287900,149.124664
"422",152.66333,153.996674,152.66333,153.886673,1689000,149.874603
"423",154,154.983337,153.253326,154.130005,1284600,150.111588
"424",153.356674,155.25,153.17334,154.17334,1641900,150.153824
"425",155,156.070007,154.546661,155.669998,995400,151.611435
"426",155.669998,156.960007,154.456665,156.476669,1944900,152.397064
"427",156.643326,156.916672,155,156.050003,1412400,151.981552
"428",156.346664,157.210007,155.863327,156.623337,1080000,152.539902
"429",156.619995,156.636673,155.566666,155.993332,1174800,151.926331
"430",154.646667,156.653336,154.470001,156.490005,1796400,152.410034
"431",156.636673,158.210007,156.256668,157.660004,994500,153.549591
"432",157.5,159.406662,157.213333,158.346664,1989300,154.218323
"433",158.723328,159.820007,158.179993,159.32666,1494900,155.172775
"434",159.880005,159.880005,155.863327,156.653336,5647500,152.569122
"435",155.743332,156.57666,154.243332,155.53334,2667600,151.478348
"436",156.113327,156.113327,153.116669,153.866669,2160000,149.855133
"437",153.720001,154.190002,152.360001,152.703339,1619700,148.722137
"438",153.203339,153.350006,151.309998,151.839996,1935300,147.881256
"439",151.803329,152.666672,151.203339,151.736664,2406900,147.780655
