"","FLT.Open","FLT.High","FLT.Low","FLT.Close","FLT.Volume","FLT.Adjusted"
"148",153.869995,157.399994,150.029999,154.179993,1373400,154.179993
"149",155.309998,155.309998,143.820007,145.259995,2365200,145.259995
"150",145.380005,146.100006,141.880005,142.460007,1529000,142.460007
"151",141.960007,144.229996,140,142.410004,1578100,142.410004
"152",142.179993,142.399994,139.710007,140.229996,1353900,140.229996
"153",139.729996,141.089996,138.429993,138.740005,1055700,138.740005
"154",138.820007,140.270004,138.470001,139.320007,735500,139.320007
"155",140.110001,143.380005,139.899994,141.779999,931600,141.779999
"156",141.570007,144.350006,141.570007,143.220001,788400,143.220001
"157",143.460007,145,142.520004,143.410004,1321000,143.410004
"158",143.089996,144.869995,141.860001,142.020004,612800,142.020004
"159",141.440002,143.460007,141.130005,142.690002,668200,142.690002
"160",142.5,144.029999,141.979996,143.25,970200,143.25
"161",144.179993,144.320007,142.300003,142.309998,796200,142.309998
"162",142,142.649994,141.070007,142.149994,1165000,142.149994
"163",142.419998,142.779999,141.440002,142.449997,568800,142.449997
"164",142.860001,143.889999,142.320007,142.429993,568000,142.429993
"165",142.729996,143.75,142.25,143.059998,389300,143.059998
"166",142.169998,143.210007,141.199997,142.75,680700,142.75
"167",142.690002,144,142.300003,143.169998,627600,143.169998
"168",143.649994,144.839996,143.419998,143.770004,903400,143.770004
"169",143.800003,145.070007,143.580002,143.919998,899000,143.919998
"170",143.059998,143.800003,139.800003,141.289993,858200,141.289993
"171",141.669998,141.919998,139.470001,140.360001,801000,140.360001
"172",140.5,143.190002,140.389999,142.009995,580000,142.009995
"173",141.820007,145.550003,141.820007,144.350006,917200,144.350006
"174",145.440002,147.699997,144.350006,146.100006,1644400,146.100006
"175",146.039993,146.899994,144.270004,144.929993,1422600,144.929993
"176",143.899994,145.509995,143.160004,144.759995,1265900,144.759995
"177",144.369995,145.380005,143.009995,144.009995,897100,144.009995
"178",144.520004,146.070007,144.119995,145.020004,1298900,145.020004
"179",145.309998,151.270004,145.270004,151.210007,1467100,151.210007
"180",151.289993,154.580002,151.179993,153.259995,1947600,153.259995
"181",153.029999,153.289993,150.490005,151,1404900,151
"182",151.860001,152.309998,150.130005,150.639999,767600,150.639999
"183",150.330002,153.869995,149.720001,153.669998,781700,153.669998
"184",153.410004,155.580002,152.440002,155.330002,1367300,155.330002
"185",155.669998,155.669998,154.160004,154.720001,629900,154.720001
"186",155.210007,155.470001,152.130005,154.289993,666600,154.289993
"187",154.25,155.089996,153.679993,154.699997,365000,154.699997
"188",155,155.589996,154.539993,154.770004,475100,154.770004
"189",155.389999,155.800003,153.449997,154.759995,677100,154.759995
"190",154.860001,156,154.660004,155,671600,155
"191",155.369995,158.529999,154.839996,158.389999,537500,158.389999
"192",158.320007,158.940002,156.350006,157.740005,762100,157.740005
"193",158.179993,160.880005,157.509995,160.759995,656600,160.759995
"194",160.789993,163.509995,159.910004,162.160004,529700,162.160004
"195",163.070007,164.679993,160.800003,161.550003,818700,161.550003
"196",162.009995,162.220001,160.149994,161.570007,455100,161.570007
"197",160.919998,161.559998,160,160.350006,587000,160.350006
"198",160.460007,161.809998,159.850006,160.619995,615200,160.619995
"199",161.029999,161.210007,160.009995,160.690002,653500,160.690002
"200",160.720001,162.779999,160.360001,162.639999,503400,162.639999
"201",163.869995,166.229996,163.869995,165.960007,1118200,165.960007
"202",165.210007,165.210007,162.830002,164.039993,651600,164.039993
"203",165,165.779999,162.779999,164.679993,539700,164.679993
"204",164.690002,165.050003,164.100006,164.669998,414500,164.669998
"205",164.720001,166.270004,163.470001,163.830002,640000,163.830002
"206",163.410004,165.789993,163.009995,164.399994,1069200,164.399994
"207",164.839996,165.610001,163.649994,164.139999,746800,164.139999
"208",164.699997,166.039993,163.119995,165.369995,798100,165.369995
"209",165.259995,165.300003,163.240005,163.699997,1036400,163.699997
"210",164.270004,165.699997,163.389999,165.270004,1587900,165.270004
"211",166.5,167.820007,164.009995,164.309998,1435400,164.309998
"212",168.5,183.610001,168.5,182.309998,3265300,182.309998
"213",182.509995,182.910004,174.960007,178.800003,1217500,178.800003
"214",178.669998,181.139999,177.789993,179.860001,927400,179.860001
"215",179.300003,179.320007,176.039993,177,820300,177
"216",177,177.960007,175.679993,175.949997,1010300,175.949997
"217",175.339996,177.179993,174.710007,177,822900,177
"218",176.110001,180.589996,176.110001,180.550003,970500,180.550003
"219",179.259995,181.899994,178.660004,181.419998,903100,181.419998
"220",181,181.25,178.570007,178.679993,528900,178.679993
"221",176.210007,177.440002,174.309998,176.479996,759000,176.479996
"222",176.529999,179.699997,176.399994,178.649994,754600,178.649994
"223",179,179.940002,178.009995,178.690002,1060000,178.690002
"224",178.479996,179.240005,176.960007,178.729996,664400,178.729996
"225",179.410004,182.830002,178.800003,179.919998,676100,179.919998
"226",180,180,178.039993,178.639999,318100,178.639999
"227",179.630005,180.240005,178.410004,180.179993,140200,180.179993
"228",179.660004,180.199997,178.130005,178.570007,385700,178.570007
"229",178.679993,181.289993,178.679993,180.130005,721900,180.130005
"230",180.669998,181.339996,177.710007,179.520004,494600,179.520004
"231",180.389999,184.059998,180.389999,181.869995,811100,181.869995
"232",181.970001,182.910004,180,180.839996,900300,180.839996
"233",182.880005,186.039993,180.949997,183.600006,1227300,183.600006
"234",183.990005,184.789993,182.039993,183.869995,660100,183.869995
"235",183.770004,185.509995,182.320007,184.479996,709100,184.479996
"236",184.860001,188.850006,184.800003,185.720001,970000,185.720001
"237",185.800003,187.130005,184.289993,186.429993,559400,186.429993
"238",187.270004,189.309998,185.75,189.130005,826000,189.130005
"239",188.619995,191,187.929993,189.289993,648800,189.289993
"240",189.550003,192.509995,189.309998,189.729996,595000,189.729996
"241",189.5,190.100006,187.419998,188.5,497300,188.5
"242",189.139999,190.259995,188.210007,190.110001,725900,190.110001
"243",191.320007,192.240005,190.410004,190.679993,592900,190.679993
"244",190.210007,190.380005,188.360001,188.860001,599500,188.860001
"245",189.5,190.570007,188.970001,190.169998,401900,190.169998
"246",190.330002,191.710007,189.339996,191.179993,480200,191.179993
"247",191.929993,191.929993,189.520004,190.460007,333700,190.460007
"248",190.130005,191.699997,189.169998,191.339996,347200,191.339996
"249",191.470001,192.240005,190.949997,191.429993,368800,191.429993
"250",191.949997,194,189.740005,193.380005,422400,193.380005
"251",194.509995,194.509995,191.789993,192.429993,535100,192.429993
"252",192.800003,196.220001,191.529999,193.869995,908600,193.869995
"253",194.860001,196.179993,192.779999,194.960007,943400,194.960007
"254",196.240005,197.029999,194.289993,195.460007,969800,195.460007
"255",196.039993,197.029999,194.669998,197,465300,197
"256",197.360001,198.860001,195.479996,197.160004,619900,197.160004
"257",197.279999,197.860001,196.449997,196.910004,398700,196.910004
"258",199.320007,201.399994,196.149994,200.910004,563300,200.910004
"259",201.380005,203.589996,200,202.580002,471100,202.580002
"260",202.789993,203.850006,202.369995,203.270004,353400,203.270004
"261",205.020004,206.199997,200.520004,201.800003,349000,201.800003
"262",203.25,204.270004,202.050003,203.399994,493500,203.399994
"263",203.800003,205.059998,202.399994,203.25,454900,203.25
"264",204.25,207.029999,203.669998,206.649994,457200,206.649994
"265",207.559998,207.960007,205.009995,206.770004,492900,206.770004
"266",206.690002,209.179993,205.580002,208.850006,457200,208.850006
"267",209.690002,210.580002,207.529999,207.830002,317600,207.830002
"268",209.899994,213.740005,208.429993,212.119995,514800,212.119995
"269",212.5,213.009995,211.300003,212.029999,365200,212.029999
"270",211.949997,212.970001,209.690002,210,550500,210
"271",209.190002,210.960007,207.550003,209.589996,365600,209.589996
"272",210.039993,212.539993,209.789993,212.5,385000,212.5
"273",211.729996,212.960007,209.970001,211.25,588900,211.25
"274",209.990005,211.220001,207,207.509995,362600,207.509995
"275",206.699997,209.490005,199.460007,200.339996,707500,200.339996
"276",196.809998,205.720001,196.119995,203.449997,775800,203.449997
"277",203.399994,208.259995,200.919998,203.320007,810600,203.320007
"278",203.979996,204.759995,194.589996,194.610001,1208900,194.610001
"279",192.399994,198.009995,182.5,189.919998,1637200,189.919998
"280",191.940002,193.710007,189.460007,192.690002,813300,192.690002
"281",192.899994,194.559998,190.389999,194.199997,723900,194.199997
"282",193.339996,195.589996,191.100006,194.770004,714100,194.770004
"283",196.369995,196.729996,194.339996,196.360001,610300,196.360001
"284",195,200.509995,193.979996,198.600006,692800,198.600006
"285",197.940002,201.639999,197.869995,199.449997,820800,199.449997
"286",199.020004,207.169998,199.020004,203.639999,758800,203.639999
"287",203.639999,205.300003,202.889999,204.070007,492400,204.070007
"288",204.529999,207.119995,203.25,206.179993,519100,206.179993
"289",206.559998,206.740005,202.75,203.960007,547100,203.960007
"290",204.330002,204.970001,200.880005,201.320007,598200,201.320007
"291",202.410004,203.919998,199.830002,199.929993,510000,199.929993
"292",200.110001,201.369995,197.289993,199.75,859100,199.75
"293",198.380005,201.699997,196.899994,201.449997,527800,201.449997
"294",201,205.539993,199.779999,203.699997,471300,203.699997
"295",204.240005,204.550003,202.259995,203.419998,394400,203.419998
"296",200.869995,205.940002,200.830002,205.160004,394000,205.160004
"297",206.309998,207.520004,204.649994,206.520004,362200,206.520004
"298",207.639999,210.940002,206.820007,209.399994,388800,209.399994
"299",209.429993,210.210007,208.240005,208.690002,283700,208.690002
"300",210,210,206.210007,207.800003,357200,207.800003
"301",208.830002,208.919998,206.320007,207.899994,431200,207.899994
"302",208,208.889999,205.979996,206.779999,281700,206.779999
"303",206.690002,209.089996,205.589996,209.009995,336700,209.009995
"304",208.300003,208.300003,202.830002,205.130005,393000,205.130005
"305",205.490005,209.899994,203.649994,208.289993,372300,208.289993
"306",210.410004,211.869995,208.369995,208.639999,496700,208.639999
"307",205.789993,208.779999,202.809998,202.839996,576900,202.839996
"308",202.529999,204.389999,198.029999,198.229996,576900,198.229996
"309",200.539993,202.690002,198.740005,202.190002,447800,202.190002
"310",203.440002,203.899994,197.990005,198.610001,431900,198.610001
"311",198,198.529999,194.169998,196.630005,412700,196.630005
"312",197.600006,202.800003,196.880005,202.5,625200,202.5
"313",201.929993,202.399994,195.979996,198.160004,476600,198.160004
"314",199.089996,200.270004,196.839996,199.130005,386800,199.130005
"315",195.580002,199.910004,194.199997,199.210007,408200,199.210007
"316",200.639999,202.610001,199.899994,200.210007,277800,200.210007
"317",199.289993,200.449997,195.380005,196.339996,272900,196.339996
"318",198.199997,199.899994,196.490005,196.490005,215600,196.490005
"319",198.639999,200.729996,198.160004,200.190002,307600,200.190002
"320",198.789993,202,198.789993,200.070007,303000,200.070007
"321",201.130005,202,200.440002,200.679993,310600,200.679993
"322",202.160004,203.199997,199.460007,200.979996,345300,200.979996
"323",202.889999,203.399994,201.580002,202.830002,452800,202.830002
"324",204.720001,209.220001,203.839996,209.050003,1038700,209.050003
"325",209.759995,212.490005,208.309998,210.889999,755700,210.889999
"326",210.389999,211.949997,209.460007,209.690002,356100,209.690002
"327",209.710007,210.279999,206.679993,208.949997,890600,208.949997
"328",209.610001,211.970001,204.529999,206.389999,460400,206.389999
"329",207.880005,209.25,203.949997,205.759995,496700,205.759995
"330",205.919998,206.160004,200.440002,201.289993,497000,201.289993
"331",202.710007,206.589996,202.369995,206.059998,469900,206.059998
"332",206.970001,208.339996,206.449997,207.729996,545200,207.729996
"333",208.460007,208.800003,205.770004,207.279999,499200,207.279999
"334",207.070007,210.449997,206.110001,210.350006,456600,210.350006
"335",210.460007,213.259995,209.539993,210.470001,785400,210.470001
"336",209.039993,212.490005,208,210.440002,879300,210.440002
"337",203.490005,204.210007,196.809998,200.039993,2021200,200.039993
"338",200.039993,204.690002,199.449997,203.070007,1179700,203.070007
"339",202.660004,203.860001,202.350006,203.25,572400,203.25
"340",204.820007,206.289993,203.75,204.110001,488900,204.110001
"341",205.070007,205.979996,203.850006,204.240005,562700,204.240005
"342",204.089996,204.429993,201.949997,202.580002,748700,202.580002
"343",202.779999,203.389999,201.429993,202.300003,426200,202.300003
"344",202.169998,202.240005,200.649994,202.199997,446700,202.199997
"345",202.399994,204.289993,201.779999,203.330002,356000,203.330002
"346",203.490005,206.869995,202.669998,205.5,518400,205.5
"347",204.990005,206,203.990005,204.470001,664700,204.470001
"348",205.600006,206.580002,202.160004,203.529999,497900,203.529999
"349",203.600006,204.070007,199.300003,199.580002,623400,199.580002
"350",198.179993,200.610001,198.179993,200.600006,334800,200.600006
"351",200.449997,203.199997,199.850006,202.360001,668700,202.360001
"352",202.339996,204.639999,201.729996,202.119995,839400,202.119995
"353",201.050003,201.220001,192.399994,199.960007,2073600,199.960007
"354",200.490005,202.919998,199.199997,201.330002,994600,201.330002
"355",201.139999,203.490005,199.190002,199.350006,676500,199.350006
"356",200.029999,202.240005,199.460007,200.679993,731400,200.679993
"357",201.660004,202.449997,196.720001,202.240005,1107000,202.240005
"358",202.360001,204.410004,201.960007,204.160004,529200,204.160004
"359",204.580002,207.710007,203.550003,207.509995,594300,207.509995
"360",207.080002,207.080002,199.429993,200.149994,956600,200.149994
"361",200.139999,203.229996,199.899994,202.5,550400,202.5
"362",201.949997,203.550003,200.529999,202.809998,702700,202.809998
"363",204,205.199997,202.550003,204.979996,416400,204.979996
"364",207.020004,209.880005,205.5,207.660004,670100,207.660004
"365",207.710007,208.419998,205.220001,205.529999,394400,205.529999
"366",204.919998,207.419998,200.869995,207.089996,702500,207.089996
"367",215.559998,221.350006,213.690002,220.440002,4550400,220.440002
"368",218.570007,222.880005,218.570007,220.080002,19807400,220.080002
"369",218.619995,221.940002,217.539993,221.720001,2612500,221.720001
"370",221.179993,222.919998,218.339996,218.820007,1418400,218.820007
"371",219.089996,219.529999,214.809998,216.309998,1582200,216.309998
"372",215.110001,215.110001,210.199997,210.979996,1301300,210.979996
"373",210.559998,212.020004,209.490005,210.649994,1502500,210.649994
"374",210.770004,212.240005,208.110001,208.410004,1282000,208.410004
"375",207.75,211.080002,207.270004,210.919998,668600,210.919998
"376",211.490005,212.639999,210.110001,210.649994,726300,210.649994
"377",209.699997,212.710007,209.130005,212.559998,441300,212.559998
"378",214.080002,214.990005,212.699997,214.199997,354400,214.199997
"379",214.639999,215.410004,212.270004,214.169998,784600,214.169998
"380",214.279999,217.949997,214.080002,216.789993,589700,216.789993
"381",216.570007,219.190002,216.570007,218.539993,645600,218.539993
"382",220.720001,220.720001,218.660004,219.429993,563700,219.429993
"383",218.740005,219.690002,218.300003,219.229996,476200,219.229996
"384",220.889999,221.410004,219.589996,220.5,934400,220.5
"385",220.509995,221.089996,218.029999,220.229996,647300,220.229996
"386",220.5,220.990005,215.970001,216.179993,622300,216.179993
"387",215.369995,217.130005,214.169998,216.220001,1355700,216.220001
"388",216.910004,218.149994,215.229996,217.889999,860500,217.889999
"389",218.080002,219.160004,217.190002,218,450100,218
"390",219.25,220.660004,218.580002,219.089996,607300,219.089996
"391",219.410004,219.5,217.320007,219.289993,741200,219.289993
"392",220.009995,221.580002,218.889999,221.509995,744700,221.509995
"393",220.669998,225.919998,219.520004,225.550003,764200,225.550003
"394",225.389999,225.389999,222.559998,223.910004,653900,223.910004
"395",224.059998,224.520004,219.300003,220.820007,597400,220.820007
"396",220.089996,220.839996,214.820007,216.75,764000,216.75
"397",217.509995,220.979996,215.449997,217,698100,217
"398",216.119995,218.860001,214.779999,218.229996,860000,218.229996
"399",217.729996,222.839996,215.550003,221.570007,1185400,221.570007
"400",219.350006,219.350006,210.639999,216.059998,1681600,216.059998
"401",215.020004,217.699997,213.800003,216.850006,559700,216.850006
"402",217.600006,218.679993,216.460007,217.559998,455000,217.559998
"403",217.660004,218.460007,216.059998,217.720001,369100,217.720001
"404",217.720001,219.020004,215.729996,215.899994,585000,215.899994
"405",215,218.550003,215,217.529999,448100,217.529999
"406",217.229996,218.839996,214.699997,214.820007,470300,214.820007
"407",215.979996,216.440002,214.429993,215.199997,379400,215.199997
"408",214.270004,215.380005,211.389999,212.619995,523000,212.619995
"409",213.630005,215.039993,212.089996,214.050003,505900,214.050003
"410",214.470001,215.279999,212.850006,214.190002,380300,214.190002
"411",215.020004,215.910004,213.369995,215.149994,288900,215.149994
"412",216.070007,217.179993,215.589996,216.009995,351400,216.009995
"413",215.320007,217.960007,215.320007,217.570007,315400,217.570007
"414",217.690002,219.059998,215.699997,216.110001,405700,216.110001
"415",216.130005,218.399994,216.119995,218.089996,297700,218.089996
"416",219.25,221.059998,219.220001,219.419998,452500,219.419998
"417",219.940002,220.610001,216.399994,216.600006,354200,216.600006
"418",216.190002,217.080002,214.770004,216.529999,438400,216.529999
"419",216.600006,216.600006,214.240005,214.309998,436000,214.309998
"420",214.009995,214.960007,213.320007,213.740005,852200,213.740005
"421",214.050003,215.529999,213.020004,215.309998,595200,215.309998
"422",215.199997,215.869995,211.899994,214.830002,438300,214.830002
"423",215.059998,217.160004,214.830002,216.179993,513900,216.179993
"424",215.100006,216.509995,213.259995,214.860001,379100,214.860001
"425",215.860001,218.050003,215.220001,217.610001,349100,217.610001
"426",216.449997,218.210007,215.970001,217.210007,406800,217.210007
"427",217.339996,221.580002,217.229996,221.009995,407700,221.009995
"428",221,222.5,220.869995,221.639999,494900,221.639999
"429",221.929993,222.789993,219.050003,221.080002,324300,221.080002
"430",221.199997,221.199997,218.550003,218.75,313800,218.75
"431",218.050003,222.029999,217.490005,221.009995,329800,221.009995
"432",221.199997,221.199997,219.330002,219.929993,270300,219.929993
"433",220.470001,222.399994,220.110001,222.179993,347000,222.179993
"434",223.759995,227.149994,221.899994,222.279999,1059100,222.279999
"435",221.080002,222.779999,219.350006,222,437200,222
"436",222.139999,226.529999,220.589996,225.690002,459800,225.690002
"437",226.770004,227.100006,224.699997,225.130005,477600,225.130005
"438",225.639999,228.039993,225.639999,227.419998,444500,227.419998
"439",227.160004,230.130005,226.949997,227.839996,884900,227.839996
"440",229.020004,230.240005,225.619995,226.039993,485400,226.039993
"441",226.139999,226.139999,223.550003,224.639999,627200,224.639999
"442",225.270004,227.179993,224.419998,226.100006,559100,226.100006
"443",225.330002,225.330002,219.470001,220.970001,605900,220.970001
"444",220.089996,221.75,215.860001,218.449997,458900,218.449997
"445",218.690002,219.660004,213.979996,216.809998,533900,216.809998
"446",215.910004,217.149994,213.809998,215.160004,442000,215.160004
"447",214.690002,215.160004,204.860001,205.279999,746600,205.279999
"448",204.279999,207.880005,199.610001,200.600006,703800,200.600006
"449",205.179993,208.979996,204.380005,208.259995,732000,208.259995
"450",208,209.649994,207.199997,208.559998,600900,208.559998
"451",209.259995,214.149994,208.259995,213.889999,414000,213.889999
"452",213.789993,214.399994,211.639999,212.889999,473500,212.889999
"453",212.210007,213,205.509995,206.729996,599900,206.729996
"454",207.570007,209.380005,202.479996,204.089996,841500,204.089996
"455",204.990005,205.449997,202.059998,203.550003,457600,203.550003
"456",200.399994,202.389999,197.149994,201.339996,721600,201.339996
