"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"44",132.389999,132.820007,131.679993,132.179993,810000,117.985611
"45",133.130005,133.949997,132.440002,132.559998,648200,118.324814
"46",133.080002,133.869995,132.520004,132.720001,879300,118.467621
"47",133.559998,133.559998,131.080002,132.100006,1289000,117.91423
"48",132.5,132.910004,131.729996,132.589996,861700,118.351578
"49",131.869995,132.520004,130.220001,132.410004,830000,118.19091
"50",133.220001,134.869995,132.669998,133.669998,839800,119.315598
"51",134.119995,134.960007,133.720001,134.600006,1022900,120.145744
"52",134.690002,134.720001,131.279999,131.710007,2034500,117.566116
"53",131.039993,131.509995,129.639999,130.490005,1009300,116.477097
"54",131.279999,131.279999,125.629997,125.870003,1507900,112.353241
"55",125,126.040001,122.32,125.209999,1516500,111.764114
"56",124.690002,127.18,124.389999,125.660004,864900,112.165779
"57",126.080002,126.809998,124.639999,125.260002,981800,111.808739
"58",122.529999,125.360001,121.300003,125.279999,1289200,111.826591
"59",124.720001,129.440002,124.720001,128.360001,1224200,114.575829
"60",127.580002,128.369995,126.830002,127.400002,744300,113.718933
"61",127.25,129.869995,126.910004,129.660004,696500,115.736244
"62",128.960007,130.830002,128.850006,129.679993,1152300,115.754089
"63",129.940002,130.279999,127.690002,129.570007,982900,115.655891
"64",128.759995,129.820007,128.699997,128.899994,743800,115.057838
"65",130,131.630005,127.82,128.020004,1017000,114.272354
"66",127.739998,129.990005,126.93,129.710007,678400,115.780884
"67",128.529999,130.440002,128.070007,129.300003,808300,115.414902
"68",129.220001,130.449997,128.610001,129.369995,576500,115.477371
"69",128.5,129.470001,127.459999,129.300003,1003700,115.414902
"70",129,129.059998,126.989998,127.540001,908000,113.843895
"71",126.720001,128.770004,126.190002,126.230003,895000,112.674568
"72",126.459999,127.849998,126.040001,127.75,1119300,114.031349
"73",126.519997,127.230003,125.82,126.610001,1222400,113.013748
"74",128,128.479996,126.410004,126.900002,1237600,113.272614
"75",127.870003,129.740005,126.860001,129.570007,1360800,115.655891
"76",129.779999,130.429993,128.039993,128.440002,937200,114.647247
"77",132.199997,132.880005,131.119995,131.860001,1432600,117.699982
"78",131.850006,132.199997,128.169998,130.880005,2065700,116.825218
"79",130.619995,131.259995,128.960007,129,1304100,115.147095
"80",128.589996,129.539993,127.239998,128.460007,1314500,114.665108
"81",128.410004,129.380005,127.769997,127.849998,1219100,114.120598
"82",128.919998,129.460007,127.709999,128.809998,1089900,114.977509
"83",129.610001,129.679993,128.440002,129.110001,827100,115.2453
"84",128.300003,129.330002,128.199997,129.020004,629300,115.164986
"85",129.059998,129.380005,127.559998,128.100006,829600,115.084122
"86",128.360001,128.889999,127.400002,128.820007,755500,115.73098
"87",128.800003,129.080002,127.949997,128.380005,629100,115.335648
"88",128.470001,129.880005,128.240005,128.910004,683900,115.811806
"89",128.600006,129.160004,127.760002,129.089996,505000,115.973518
"90",128.339996,128.949997,126.510002,127.589996,786300,114.625931
"91",126.839996,127.480003,125.559998,126.129997,799400,113.31427
"92",126.739998,128.779999,126.540001,128.770004,877600,115.68602
"93",128.729996,130.130005,128.550003,129.919998,963100,116.71917
"94",129.919998,129.919998,122.800003,123.339996,1886400,110.807739
"95",123.25,125.639999,123.010002,124.419998,2229500,111.778015
"96",124.900002,126.779999,124.629997,125.830002,1571300,113.044746
"97",126.550003,126.919998,124.860001,125.110001,780200,112.397919
"98",123.779999,124.620003,121.559998,122.980003,1881000,110.484329
"99",123,123.639999,121.059998,121.809998,1394600,109.433212
"100",122.370003,123.029999,121.860001,122.610001,965400,110.151932
"101",122.290001,123,122.010002,122.300003,643300,109.873444
"102",121.900002,122.470001,121.099998,121.099998,893900,108.795349
"103",121.080002,121.330002,118.839996,120.790001,2325700,108.516853
"104",121.660004,123.220001,121.089996,123.129997,1699100,110.619095
"105",122.110001,123.269997,120.800003,122.669998,1560000,110.205826
"106",122.589996,123.889999,122.099998,122.209999,699200,109.792564
"107",121.059998,121.889999,120.110001,120.919998,701400,108.633636
"108",121.599998,122.610001,121.209999,121.949997,832700,109.55899
"109",121.949997,124.82,121.790001,123.260002,767300,110.735886
"110",124.139999,126.57,123.800003,126.489998,740500,113.637711
"111",126.309998,128,126.309998,127.43,1076800,114.482193
"112",128.039993,128.360001,126.809998,127.25,851900,114.320473
"113",125.970001,127.879997,125.230003,127.830002,973900,114.841545
"114",127,129.770004,126.970001,129.610001,1750600,116.440674
"115",129.929993,130.399994,129.179993,130.350006,1338000,117.105499
"116",131,133.020004,130.479996,132.119995,1132200,118.695648
"117",131.460007,132.100006,130.669998,130.679993,548600,117.401932
"118",130.720001,130.820007,128.020004,128.240005,879000,115.209885
"119",128.050003,128.059998,126.25,126.349998,1190400,113.511917
"120",127.160004,127.160004,125.279999,125.550003,2733900,112.793205
"121",125.959999,127.25,125.07,126.190002,880000,113.368187
"122",126.800003,127.459999,125.720001,125.790001,956500,113.00882
"123",127.010002,129.289993,126.980003,128.410004,906100,115.362602
"124",130.470001,131.270004,127.220001,128.020004,901000,115.01223
"125",128.649994,129.059998,127.139999,127.290001,833500,114.356407
"126",128.539993,131.490005,128.059998,130.139999,539400,116.916817
"127",130.389999,131.669998,129.25,131.130005,895500,117.806244
"128",130.949997,131.449997,128.880005,129.149994,797400,116.027405
"129",129.270004,131.699997,128.970001,131.309998,634100,117.967941
"130",131.139999,133.5,130.529999,132.850006,696600,119.351486
"131",133.139999,133.220001,130.559998,131.440002,784000,118.08474
"132",131.630005,133.630005,131.580002,133.309998,991500,119.764732
"133",133.710007,134.479996,133.050003,134.190002,669800,120.555321
"134",132.460007,135.470001,132.410004,134.740005,804900,121.049438
"135",134.550003,135.630005,134.309998,134.720001,715700,121.031479
"136",133.839996,134.619995,133.020004,134.570007,1278300,120.896706
"137",134.910004,136.630005,134.690002,136.039993,1141900,122.217339
"138",136.309998,137.369995,135.789993,136.789993,754000,122.891144
"139",136.660004,137.389999,136.080002,136.339996,840500,122.486862
"140",136.240005,137.699997,136.130005,137.559998,697500,123.582909
"141",139.440002,139.910004,138.149994,138.839996,1060900,124.732819
"142",142.509995,145.880005,140,144.649994,2653400,129.952499
"143",145.220001,145.220001,142.169998,142.5,1216000,128.020935
"144",142.460007,144.960007,141.240005,144.449997,1240400,129.772797
"145",144.740005,145.369995,143.580002,144.880005,1362400,130.159119
"146",145.570007,146.229996,144.669998,145.919998,1189600,131.093445
"147",145.770004,147.190002,145.100006,145.520004,1468000,130.7341
"148",144.720001,147.029999,144.720001,146.25,919500,132.143631
"149",148.050003,148.75,147.360001,147.839996,923100,133.580292
"150",147.720001,148.509995,147.259995,147.289993,1234500,133.083313
"151",147,149.990005,146.699997,148.800003,943300,134.447708
"152",147.589996,148.130005,146.429993,147.949997,964100,133.679657
"153",146.899994,147.429993,143.5,143.789993,1427200,129.920914
"154",144.410004,145.100006,143.039993,143.360001,1009700,129.532425
"155",145.339996,146.330002,144.839996,145.139999,723900,131.140747
"156",146.270004,147.020004,144.429993,144.899994,730200,130.923874
"157",145.729996,146.330002,143.100006,143.360001,810900,129.532425
"158",142.880005,143.360001,138.539993,138.740005,1569000,125.35804
"159",138.630005,139.690002,137.800003,138.800003,1793800,125.412231
"160",138.75,138.75,136.970001,137.460007,820100,124.201492
"161",138.130005,139.240005,137.979996,138.789993,759300,125.403175
"162",137.660004,139.940002,136.729996,138.509995,1411000,125.1502
"163",139.100006,139.839996,138.309998,138.399994,1066500,125.050789
"164",139.240005,139.589996,138.100006,138.610001,1730500,125.240555
"165",139.070007,139.429993,136.929993,137.75,1644400,124.463493
"166",136.110001,138.070007,134.850006,137.380005,1508400,124.129204
"167",137.429993,138.050003,137.050003,137.199997,763900,123.96653
"168",137.940002,138.770004,137.429993,138.509995,863900,125.1502
"169",138.720001,140.240005,138.710007,139.820007,706700,126.333847
"170",138.610001,139.509995,135.309998,135.669998,945200,122.584114
"171",136.440002,136.449997,134.369995,135.100006,979600,122.069107
"172",135.199997,135.289993,131.199997,132.160004,1046700,119.412674
"173",132.160004,133.520004,131.600006,132.770004,841400,119.96386
"174",134.929993,136.729996,134.229996,136.539993,1089000,123.370216
"175",137.559998,138.110001,136.240005,137.639999,837600,124.364082
"176",137.070007,138.080002,136.740005,137.660004,740100,124.382187
"177",137.600006,139.279999,137.600006,139.009995,1280800,125.601952
"178",138.970001,140.369995,138.889999,139.860001,1808200,126.36998
"179",140.259995,141.020004,139.119995,140.860001,1504400,127.273491
"180",141.139999,141.809998,140.419998,141.229996,1767100,127.607819
"181",141.639999,142.559998,139.350006,141.490005,776100,127.842743
"182",141.639999,142.610001,140.970001,142.119995,720200,128.412018
"183",141.559998,143.649994,141.559998,142.919998,526100,129.134827
"184",142.330002,143.429993,142.089996,143.149994,721500,129.342651
"185",143.529999,144.720001,143.210007,144.350006,997200,130.42691
"186",146.240005,148.5,146.009995,147.910004,927700,133.643524
"187",147.770004,148.460007,146.720001,147.75,680600,133.498978
"188",147.75,149.190002,147.75,148.509995,701400,134.185623
"189",148.279999,149.410004,147.789993,148.669998,837400,134.330231
"190",149.220001,150.25,148.440002,149.449997,537200,135.034988
"191",149.75,151.029999,149.110001,149.869995,753900,135.414459
"192",150.089996,151.509995,149.679993,150.550003,1022200,136.028885
"193",150.690002,151.979996,149.520004,150.990005,580800,136.426468
"194",151.119995,151.399994,150.110001,150.630005,668600,136.101181
"195",150.899994,151.639999,150.600006,151.25,852500,136.661362
"196",151.389999,151.970001,150.470001,151.830002,518600,137.185425
"197",152,153.279999,151.770004,152.580002,733600,137.863098
"198",152.550003,153.75,152.070007,152.910004,736000,138.161285
"199",153.550003,153.990005,153.009995,153.389999,578100,138.59494
"200",153.539993,153.539993,152.169998,152.350006,592900,137.655289
"201",152.559998,153.460007,152.399994,152.740005,504500,138.00769
"202",151.419998,152.710007,150.460007,152.449997,585800,137.745636
"203",153.699997,154.309998,153.009995,154.119995,793900,139.254547
"204",154.289993,154.75,153.899994,154.179993,745900,139.308762
"205",154.979996,155.259995,153.5,153.970001,1459400,139.119034
"206",156.149994,159.570007,154.240005,157.059998,1418700,141.91098
"207",158.070007,163.039993,157.539993,162.800003,1514500,147.097351
"208",162.399994,162.570007,160.179993,160.619995,736600,145.127609
"209",160.369995,160.770004,157.949997,158.300003,894900,143.031372
"210",158.360001,158.869995,156.539993,156.539993,624500,141.441101
"211",157.720001,158.619995,156.729996,157.380005,567400,142.200119
"212",157.660004,160.580002,157.660004,160.559998,1225600,145.07338
"213",159.550003,160.690002,159.110001,159.589996,755400,144.946243
"214",159.279999,161.270004,159.279999,160.649994,596000,145.908936
"215",160.75,161.979996,158.789993,159.229996,675700,144.619263
"216",158.919998,160.100006,158.380005,159.990005,511900,145.309525
"217",158.910004,160.25,157.570007,159.050003,662900,144.455795
"218",158.929993,159.649994,157.089996,157.220001,580100,142.793671
"219",156.050003,157.770004,155.529999,157.320007,580500,142.884506
"220",156.179993,157.330002,155.070007,157.110001,686300,142.693832
"221",155.880005,158.75,155.270004,157.389999,768600,142.94812
"222",158.509995,158.919998,156.710007,157.080002,800800,142.66655
"223",156.559998,158.839996,156.559998,158.279999,640400,143.756439
"224",158.360001,160.690002,157.800003,160.649994,792700,145.908936
"225",161.220001,161.449997,158.960007,159.759995,529200,145.100647
"226",159.949997,160.889999,158.960007,159.580002,438400,144.937134
"227",160.399994,160.399994,159.059998,159.559998,181300,144.918991
"228",159.970001,161.259995,159.029999,159.25,1133700,144.637405
"229",159.929993,162.369995,159.320007,161.75,1335900,146.908066
"230",162.990005,166.039993,162.910004,163.559998,950400,148.551956
"231",164.309998,166.139999,162.979996,163.229996,1538600,148.252197
"232",163.320007,164.130005,157.729996,162.470001,1098500,147.561966
"233",165.059998,166.990005,164.929993,165.550003,1030100,150.359329
"234",165.490005,166.309998,163.899994,164.360001,980000,149.278519
"235",163.929993,166.460007,163.929993,164.770004,649500,149.650909
"236",164.169998,168.289993,164,167.600006,804000,152.221252
"237",168.190002,169.940002,167.389999,169.860001,886200,154.273895
"238",169.449997,170.350006,167.660004,167.779999,738000,152.384705
"239",168.229996,169.610001,167.929993,168.600006,831900,153.129486
"240",168.059998,168.369995,166.419998,166.419998,846600,151.149521
"241",166.919998,167.619995,165.070007,165.449997,649200,150.268539
"242",166.729996,169.029999,165.660004,167.929993,1335600,152.52095
"243",169.490005,171.089996,169.100006,170.020004,882600,154.419205
"244",171,171.949997,170.179993,171.330002,863800,155.608994
"245",173.020004,173.619995,170.630005,171.100006,768400,155.400116
"246",171.649994,173.220001,171.339996,171.699997,824700,155.945023
"247",172.630005,172.630005,170.410004,171.509995,426400,155.77243
"248",171.800003,172.509995,170.919998,171.100006,415000,155.400116
"249",171.429993,171.470001,170.630005,170.940002,539300,155.254776
"250",171.160004,171.860001,170.75,171.610001,443700,155.863312
"251",171.759995,172.419998,169.399994,169.470001,619700,153.919678
"252",170.639999,170.720001,168.850006,169.910004,812400,154.31926
"253",169.949997,170.190002,168.669998,169.070007,798700,153.556366
"254",169.740005,171.410004,169.600006,169.690002,870200,154.119492
"255",170.320007,170.479996,169.649994,170.270004,819200,154.646255
"256",170.380005,172.270004,169.229996,172,1006300,156.217514
"257",172.970001,176.169998,172.889999,174.080002,1639400,158.106628
"258",173.919998,176.080002,173.440002,175.830002,901900,159.696091
"259",176.619995,179.410004,176.330002,178.979996,726800,162.557007
"260",179.639999,182.369995,178.75,182.039993,1153200,165.336243
"261",183.589996,183.899994,176.889999,177.309998,1618500,161.040253
"262",177.470001,179.270004,175.660004,178.470001,1202400,162.093857
"263",178.5,180.899994,177.229996,177.570007,752500,161.276428
"264",178.009995,180.419998,177.039993,178.809998,1246700,162.402634
"265",178.899994,179.289993,176.809998,177.940002,1131800,161.612457
"266",177.270004,178.759995,176.270004,178.309998,1142100,161.948517
"267",179.289993,180.520004,177.220001,180.309998,1537100,163.764984
"268",179.410004,180.339996,172.410004,173.130005,1920100,157.243805
"269",173.770004,179.929993,172.699997,179.839996,1487300,163.33812
"270",179.539993,180.990005,177.080002,177.449997,887700,161.167435
"271",175.990005,176.869995,171.839996,172.009995,1190600,156.226563
"272",172.669998,173.789993,167.440002,168.699997,1458800,153.220306
"273",168.610001,171.169998,168.220001,171.080002,1172500,155.381912
"274",169.990005,171.050003,166.800003,167.5,1095400,152.130417
"275",165.770004,167.619995,159.830002,160.389999,1739300,145.672852
"276",154.520004,161.839996,154.029999,160.559998,1900200,145.827225
"277",159.330002,164.339996,159,160.110001,1313200,145.418503
"278",160.100006,160.899994,152.449997,152.5,1608300,138.506775
"279",154.779999,155.639999,148.619995,153.880005,1484600,139.760162
"280",155.639999,158.100006,154.75,155.910004,1079000,141.603882
"281",154.779999,157.479996,153.619995,156.619995,1544600,142.248764
"282",155.490005,160.839996,154.529999,160.550003,1068600,145.81813
"283",161.589996,161.75,157.410004,159,909800,145.160812
"284",158.149994,160.880005,158.080002,159.809998,769800,145.900314
"285",158.570007,160.949997,157.649994,158.759995,771900,144.941696
"286",159.050003,163.880005,158.490005,159.380005,988000,145.507767
"287",160.630005,161.179993,157.729996,158.009995,784200,144.257004
"288",158.889999,160.410004,158.509995,160.279999,771000,146.329376
"289",161.279999,162.669998,160.449997,162.320007,662500,148.191849
"290",162.240005,163.850006,159.710007,159.770004,1005400,145.8638
"291",160.119995,161.380005,156.360001,156.440002,1211300,142.823654
"292",156.330002,157.190002,152.339996,153.660004,1309400,140.285629
"293",151.350006,152.100006,147.899994,150.910004,1661200,137.774963
"294",149.559998,156.059998,148,155.619995,1318200,142.075012
"295",156.320007,156.509995,154.020004,155.570007,645900,142.029358
"296",153.929993,156.089996,153.669998,155.740005,886100,142.18454
"297",156.410004,156.699997,154.309998,156.410004,737300,142.796234
"298",158.009995,161.580002,157.119995,161.110001,815900,147.087158
"299",160.899994,161.160004,159.389999,159.880005,682300,145.964249
"300",160.839996,161.520004,158.350006,158.910004,1175000,145.078659
"301",159.990005,159.990005,156.580002,157.009995,559900,143.344009
"302",157.320007,157.589996,155.039993,155.389999,815700,141.865021
"303",155.550003,158.610001,155.190002,157.100006,1525900,143.426208
"304",156.789993,157.690002,154.830002,156.039993,582000,142.45845
"305",156.910004,158,156.529999,157.139999,912900,143.462708
"306",157.289993,159.949997,154.910004,157.860001,699000,144.120026
"307",155.800003,156.479996,150.899994,151.059998,1123600,137.911896
"308",151.179993,151.380005,144.550003,144.889999,1063500,132.278946
"309",147.770004,149.949997,146.5,149.550003,1242500,136.53334
"310",150.009995,151.539993,146.149994,147.309998,950500,134.488281
"311",147.789993,148.279999,145,146.960007,1268100,134.168732
"312",147.580002,149.699997,147.110001,147.940002,1074500,135.063446
"313",147.589996,148.330002,140.100006,142.669998,1248100,130.252167
"314",143.759995,145.059998,142.110001,144.699997,1157500,132.105453
"315",141.649994,146.070007,141.649994,145.699997,918000,133.018463
"316",146.639999,146.949997,145.179993,145.970001,1026100,133.264938
"317",143.720001,144.720001,140.190002,141.309998,763100,129.010559
"318",142.320007,144.729996,141.25,141.380005,608000,129.074463
"319",143.369995,145.160004,143.179993,144.289993,707900,131.731171
"320",142.779999,142.779999,140.740005,141.369995,640600,129.065292
"321",142.199997,144.479996,141.919998,143.529999,868200,131.037308
"322",144.860001,145.029999,141.020004,141.630005,715900,129.302689
"323",143.050003,145.210007,141.660004,143.589996,980000,131.092087
"324",144.899994,146.389999,143.720001,144.070007,1578800,131.530319
"325",144.399994,146.320007,144.380005,144.619995,893100,132.03241
"326",144.710007,146.820007,144.710007,145.580002,1240200,132.908859
"327",146,146.119995,143.320007,143.690002,1387900,131.183395
"328",144.100006,147.470001,143.699997,145.490005,1332300,132.826736
"329",149.009995,152.570007,141.360001,142.660004,1852300,130.243042
"330",141.710007,143,140.110001,141.440002,1227500,129.129211
"331",141.660004,143.550003,140.190002,142.179993,1473000,129.804825
"332",142.059998,143.380005,141.490005,141.740005,858700,129.403137
"333",142.100006,143.5,140.190002,140.210007,835400,128.006317
"334",140.050003,140.919998,138.149994,139.050003,1153000,126.94722
"335",137.570007,138.509995,132.589996,132.990005,2192900,121.414688
"336",132.380005,133.639999,129.869995,131.490005,1589700,120.045258
"337",130.570007,135.550003,130.570007,134.570007,1126200,123.703888
"338",134.830002,135.529999,133.110001,134.100006,1437400,123.271828
"339",133.770004,135.169998,133.039993,134.309998,1639800,123.464867
"340",135.149994,135.259995,133.660004,134.240005,1410700,123.400536
"341",134.210007,136.639999,133.740005,135.509995,1064100,124.567978
"342",136.25,138.880005,136.25,137.070007,943800,126.002029
"343",137.610001,139.720001,137.600006,138.960007,1512500,127.73941
"344",138.270004,139.320007,137.720001,138.160004,1226600,127.003998
"345",138.059998,140.880005,138.059998,139.910004,1006700,128.612686
"346",139.669998,142.190002,139.149994,141.449997,1382500,130.028336
"347",141.350006,141.699997,140.300003,141.009995,1026900,129.623871
"348",142.149994,143.690002,142.089996,142.490005,991900,130.984375
"349",142.75,145.210007,142.610001,144.240005,1039400,132.593079
"350",142.990005,143.440002,140.210007,142.169998,982900,130.690186
"351",141.509995,143.009995,140.559998,142.619995,780300,131.103867
"352",141.820007,143.169998,141.460007,142.229996,960500,130.745346
"353",140.100006,140.279999,135.419998,136.270004,976300,125.266617
"354",138,140.210007,137.559998,139.509995,978000,128.24501
"355",140.210007,140.210007,138.050003,138.630005,1894000,127.436043
"356",140.970001,141.520004,139.669998,140.25,979500,128.925247
"357",140.910004,141.309998,139.589996,140.300003,813900,128.971207
"358",139.869995,140.490005,137.850006,139.660004,1116200,128.382889
"359",140.309998,142.380005,140.029999,142,1054600,130.533936
"360",142.009995,143.740005,141.100006,142.070007,854100,130.598251
"361",141.979996,142.850006,141.339996,142.630005,559600,131.113083
"362",145.570007,150.990005,145.300003,147.460007,1780700,135.553024
"363",147.460007,147.610001,146.240005,146.869995,1167700,135.010666
"364",146.929993,147.470001,146.029999,146.160004,756100,134.358047
"365",147.039993,148.300003,145.830002,147.649994,874800,135.727692
"366",147.119995,147.960007,144.800003,147.330002,1427000,135.433533
"367",146.619995,149.160004,144.899994,148.75,1472200,136.738922
"368",146.600006,148.919998,145.649994,148.300003,1112700,136.325226
"369",148.490005,149,146.669998,146.949997,991200,135.084229
"370",146.740005,147.75,145.990005,146.449997,786500,134.624603
"371",148,148.820007,146.360001,146.360001,2649300,134.541885
"372",145.710007,145.800003,143.149994,144.770004,1004000,133.080276
"373",144.350006,145,141.440002,141.729996,1161800,130.285736
"374",141.759995,142.460007,138.279999,138.360001,906800,127.187859
"375",138.300003,139.240005,136.809998,138.490005,1028000,127.307365
"376",139.520004,143.009995,139.380005,139.880005,1301300,128.585144
"377",138.619995,141.179993,138.190002,140.869995,721400,129.495178
"378",141.449997,141.979996,138.979996,139.240005,337400,127.996796
"379",140.639999,141.539993,139.929993,140.970001,996700,129.587097
"380",140.440002,142.410004,139.869995,141.679993,988600,130.239792
"381",142.529999,146.110001,141.740005,145.759995,1217600,133.990311
"382",146,146.369995,144.039993,144.830002,799200,133.135406
"383",138.199997,144.050003,138.199997,142.889999,794900,131.352081
"384",144.130005,144.229996,141.100006,142.270004,755700,130.782166
"385",142.149994,143.679993,141.759995,142.009995,845100,130.543137
"386",142.339996,142.789993,141.440002,142.240005,906200,130.754562
"387",142.199997,143.809998,141.360001,142.960007,845500,131.416428
"388",142.809998,145.589996,142.740005,145.210007,1039800,133.484741
"389",144.479996,144.979996,141.130005,141.270004,897900,129.862869
"390",140.779999,141.039993,139.339996,139.529999,1587900,128.263367
"391",139.339996,143.169998,139.339996,143.020004,1055700,131.471558
"392",144.289993,144.289993,142.029999,142.460007,1132700,130.956818
"393",144.470001,149.25,142.520004,145.25,1785400,133.521469
"394",146.25,149.149994,146.25,148.429993,1400200,136.444733
"395",148.440002,150.669998,148.149994,148.75,828800,136.738922
"396",148.970001,150,146.740005,146.970001,655700,135.102646
"397",147.809998,147.860001,145.110001,145.669998,904700,133.907578
"398",146.240005,147.020004,142.559998,142.880005,1325600,131.34288
"399",141.449997,142.050003,138.919998,140.229996,1121900,128.906876
"400",139.649994,141.380005,139.470001,140.860001,798100,130.322403
"401",140.75,141.429993,139.449997,140.449997,629200,129.943054
"402",140.759995,143.289993,140.089996,140.770004,866800,130.239151
"403",140.660004,141.839996,140.259995,141.460007,1115900,130.877518
"404",141.369995,141.740005,139.529999,139.660004,602700,129.212173
"405",137.770004,137.940002,134.169998,137.119995,1150100,126.862175
"406",137.240005,137.820007,136.169998,136.270004,753700,126.075775
"407",136.539993,138.970001,136.539993,138.660004,666100,128.286987
"408",137.270004,138.070007,136.490005,137.259995,751500,126.991707
"409",138.350006,139.550003,138.119995,138.710007,563500,128.333237
"410",138.440002,139.770004,137.800003,139.470001,737700,129.036392
"411",139.339996,141.559998,139.330002,141.179993,702400,130.618423
"412",140.490005,142.800003,140.110001,141.880005,753600,131.266098
"413",141.860001,142.380005,140.919998,140.960007,560700,130.414917
"414",141.029999,141.289993,138.710007,138.990005,423000,128.5923
"415",139.589996,141.589996,139.490005,141.25,696200,130.683212
"416",142.410004,144.809998,142.330002,144.199997,753000,133.412521
"417",144.5,145.389999,143.509995,144.009995,617900,133.23674
"418",144.210007,144.600006,142.660004,143.809998,560800,133.051727
"419",143.229996,143.610001,141.910004,142.029999,583800,131.404831
"420",141.490005,142.470001,140.970001,141.960007,645800,131.340134
"421",141.679993,143.169998,140.970001,143.119995,851900,132.413315
"422",142.979996,145.380005,142.979996,143.919998,626500,133.153503
"423",143.929993,144.479996,142.289993,143.190002,647500,132.478104
"424",143.119995,144.190002,141.600006,142.479996,852200,131.821198
"425",143.440002,143.990005,142.289993,143.169998,592400,132.45961
"426",142.240005,143.259995,141.050003,142.729996,685900,132.052505
"427",142.509995,142.570007,140.940002,141.410004,640100,130.831268
"428",142.210007,143.970001,142.110001,143.369995,536300,132.644638
"429",143.550003,147.520004,143.550003,147.470001,840900,136.437912
"430",147.380005,147.380005,143.839996,144.080002,844600,133.301514
"431",144.380005,146.330002,143.729996,146.009995,782400,135.087143
"432",146.25,149.240005,146.110001,148.429993,806000,137.326111
"433",149.919998,151.009995,148.75,149.419998,793300,138.24205
"434",149.449997,150.149994,149.089996,149.990005,1319300,138.769394
"435",149.570007,149.929993,148.169998,148.720001,690900,137.594391
"436",148.880005,149.639999,147.619995,148.039993,622200,136.965271
"437",148.229996,149.179993,146.369995,146.649994,678600,135.67923
"438",147.279999,149.960007,146.25,148.990005,807500,137.844208
"439",147.740005,149.509995,146.539993,147.660004,1317000,136.613708
"440",149.229996,150.520004,148.259995,148.830002,790400,137.696152
"441",148.929993,149.839996,147.020004,148.75,708600,137.622177
"442",149.610001,152.089996,149.160004,150.490005,920300,139.231995
"443",150.350006,152.190002,150.300003,151.970001,912400,140.601257
"444",152.199997,153.149994,149.240005,149.75,683000,138.547348
"445",149,151.339996,147.759995,151.020004,492600,139.722382
"446",150.309998,150.369995,147.610001,149.020004,772700,137.871948
"447",149,149.190002,143.440002,143.539993,935200,132.801926
"448",142.449997,143.75,135.130005,135.380005,1466100,125.252373
