"","SPGI.Open","SPGI.High","SPGI.Low","SPGI.Close","SPGI.Volume","SPGI.Adjusted"
"447",188.119995,188.119995,182.169998,182.169998,2092100,177.299362
"448",181.289993,185.050003,178.860001,180.029999,2010700,175.216583
"449",183.309998,187.050003,183.080002,186.470001,2266700,181.48439
"450",186.070007,186.089996,183.550003,184.220001,1370500,179.294556
"451",186.100006,190.080002,184.960007,189.889999,1275800,184.812958
"452",188.979996,191.630005,188.139999,190.630005,1119200,185.533173
"453",189.699997,190.720001,186.539993,186.919998,1309200,181.922379
"454",187.369995,190.149994,187.130005,188.339996,1161700,183.304413
"455",188.990005,191,187.550003,188.929993,1568500,183.878616
"456",182.350006,185.169998,181.300003,183.850006,1899400,178.934433
"457",184.289993,186.089996,176.919998,177.809998,2198000,173.055923
"458",180.479996,180.690002,170.75,177.169998,3652000,172.433044
"459",171.520004,173.550003,166.110001,171.410004,3146600,166.827057
"460",172.919998,176.089996,170.289993,172.25,2852000,167.644608
"461",172.940002,176.699997,172.600006,176.610001,2255600,171.888031
"462",178.449997,184.759995,178.449997,182.320007,2926200,177.445343
"463",182.259995,183.369995,181.190002,182.770004,1807800,177.883301
"464",188.009995,188.490005,181.509995,182.979996,1590800,178.087677
"465",183.440002,184.279999,181.850006,183.210007,1137500,178.311569
"466",182.479996,185.869995,182.479996,183.449997,1887600,178.54512
"467",184.869995,187.410004,184.869995,186.720001,2208200,181.727707
"468",186.580002,188.25,185.179993,188.160004,1524700,183.129196
"469",187.210007,187.880005,184.210007,186.270004,1327800,181.289734
"470",186.419998,186.419998,182.009995,182.210007,1597500,177.338318
"471",181.990005,182.399994,179.300003,180.070007,1924800,175.255524
"472",182.369995,184.139999,177.320007,179.080002,1915100,174.291992
"473",178.399994,181.669998,176.699997,181.100006,1618700,176.257965
"474",180.160004,183.149994,179.759995,181.330002,1100700,176.481827
"475",181.080002,181.610001,176.889999,177.279999,1494100,172.5401
"476",175.25,176.600006,173.119995,175.5,2151000,170.807709
"477",177.630005,179.580002,176.619995,177.639999,1396900,172.890488
"478",176,176.509995,174.75,174.75,558000,170.077759
"479",177.259995,177.929993,175.179993,177.399994,1362400,172.656891
"480",176.190002,177.130005,174.830002,177.039993,968800,172.793518
"481",177.279999,183.240005,176.679993,183.190002,2178100,178.796021
"482",182.880005,183.289993,180.25,180.350006,1053900,176.024124
"483",180.270004,183.160004,179.699997,182.860001,2376100,178.473938
"484",185.740005,186.309998,183.300003,185.199997,1447600,180.757797
"485",184.580002,184.710007,177.380005,177.619995,2417600,173.359634
"486",174.479996,175.639999,170.850006,173.490005,3663500,169.32869
"487",175.279999,175.619995,168.190002,169.139999,2728400,165.083023
"488",169.110001,170.229996,166.050003,169.119995,2256800,165.063492
"489",170.809998,171.169998,166.229996,166.800003,1848500,162.799164
"490",169.470001,171.160004,168.520004,169.149994,2106200,165.092773
"491",169.770004,170.589996,169.050003,169.539993,1765100,165.473434
"492",167.720001,169.529999,166.279999,166.619995,1813100,162.623444
"493",166.389999,167.389999,165.139999,166.289993,2424500,162.301361
"494",167.449997,169.690002,166.169998,167.990005,1906100,163.960587
"495",167.729996,170.690002,164.919998,167.009995,2527200,163.004105
"496",166.289993,167.25,164.490005,165.559998,2970900,161.588867
"497",165.559998,168.539993,161.600006,161.600006,3928900,157.723877
"498",160.800003,160.919998,158.479996,159,2034000,155.186249
"499",159.479996,164.960007,156.679993,164.919998,1992400,160.964233
"500",163.009995,169.169998,161.970001,169.139999,1572700,165.083023
"501",169.509995,170.600006,166.419998,168.300003,1135300,164.263168
"502",169.119995,170.720001,168.410004,169.940002,944800,165.863846
"503",169.270004,171.270004,167,169.850006,1362200,165.775986
"504",169.289993,169.399994,163.990005,164.369995,1569500,160.427444
"505",167.029999,172.919998,166.639999,172.259995,1946800,168.128189
"506",171.910004,175.320007,171.910004,173.639999,1820500,169.475067
"507",174.759995,175.25,173.050003,175.229996,1426700,171.026962
"508",175.139999,176.289993,173.279999,173.660004,1280100,169.494583
"509",173.419998,177.300003,172.899994,177.149994,1406100,172.900879
"510",176.910004,177.720001,175.169998,175.979996,1018800,171.758957
"511",174.330002,177.580002,174.009995,177.020004,1396900,172.774017
"512",176.419998,181.770004,176.119995,181.619995,1455000,177.263702
"513",182.399994,185.740005,182,185,1995300,180.562592
"514",183.740005,186,183.350006,185.320007,1178600,180.874969
"515",186.509995,188.809998,185.610001,188.639999,1424200,184.115326
"516",187.929993,188.470001,186.259995,187.289993,4011400,182.797668
"517",187.539993,188.720001,186.759995,187.600006,2519300,183.10025
"518",187.5,189.559998,187.220001,188.570007,1684800,184.046982
"519",189.889999,190.559998,188.520004,189.309998,1070800,184.769211
"520",188.070007,188.350006,185.080002,188.160004,1763800,183.646805
"521",187.729996,188.130005,185.759995,186.350006,1220800,181.880203
"522",186.990005,189.399994,185.589996,189.009995,1215600,184.476395
"523",188.639999,191.850006,187.520004,191.649994,1624000,187.053085
"524",192.100006,195.160004,191.160004,193.830002,1147300,189.180817
"525",194.089996,194.889999,192.110001,194.410004,1502700,189.746902
"526",194.600006,195.580002,193.899994,194.899994,1420700,190.225128
"527",194.720001,195.089996,192.850006,192.949997,1721300,188.321915
"528",191,197.029999,187.309998,195,2398500,190.322723
"529",189.770004,193.720001,189.210007,193.589996,1845200,188.946579
"530",193.729996,195.470001,192.839996,194.130005,1519900,189.473587
"531",195.740005,196.309998,194.679993,195.25,1136700,190.566757
"532",196,197.800003,195.330002,197.179993,1410900,192.450439
"533",195.949997,196.740005,194.809998,195.869995,1033000,191.171875
"534",197.460007,198.990005,196.610001,198.320007,1106800,193.56311
"535",197.889999,198.309998,197.350006,197.649994,1013600,192.909164
"536",198.139999,198.460007,197.119995,198.020004,1266900,193.270294
"537",197.520004,198.539993,197,198.149994,1100000,193.397202
"538",199.149994,202,198.899994,201.880005,987600,197.03772
"539",202.970001,204.270004,201.539993,201.940002,1166800,197.654358
"540",201.5,202.619995,201.020004,201.479996,1054000,197.204102
"541",201.119995,202.289993,200.240005,201.720001,1054900,197.438995
"542",201.899994,202.979996,200.210007,200.369995,1329900,196.117676
"543",202.130005,203.490005,201.380005,201.839996,1098400,197.556473
"544",202.979996,203.490005,198.380005,199.889999,1019100,195.647842
"545",200.389999,200.929993,197.889999,197.960007,938400,193.75882
"546",198.020004,198.699997,196.110001,197.320007,890100,193.132401
"547",196.550003,196.919998,194.949997,196.479996,1103000,192.310211
"548",195.039993,196.600006,194.990005,196.330002,664400,192.163422
"549",197.139999,198.639999,196.630005,197.240005,856100,193.054092
"550",197.800003,198.410004,197.179993,197.5,1050400,193.308594
"551",196.869995,200.139999,196.610001,199.699997,1115500,195.461899
"552",199.789993,201.649994,198.979996,201.600006,1424000,197.321579
"553",201.649994,203.259995,200.389999,203.179993,2047700,198.868011
"554",203.440002,206.729996,203.440002,205.720001,1778400,201.354141
"555",207.410004,208.710007,206.320007,207.860001,2051000,203.44873
"556",206.860001,208.080002,204.740005,206.279999,1534800,201.902237
"557",205.320007,210.539993,204.520004,209.770004,1275600,205.318207
"558",207.320007,208.809998,205.220001,205.490005,882700,201.129044
"559",206.029999,206.089996,203.860001,205.009995,760900,200.659195
"560",206.149994,206.809998,204.630005,206.130005,815000,201.755432
"561",205.800003,206.660004,204.240005,205.179993,1095800,200.825607
"562",205.880005,207.919998,205.5,207.660004,716400,203.25296
"563",208.990005,211.270004,208.080002,210.550003,1400200,206.08165
"564",212.020004,213.619995,211.330002,212.899994,1136000,208.38179
"565",213.009995,213.5,210.160004,213.220001,719900,208.694962
"566",214.5,214.929993,213,213.600006,896400,209.06691
"567",214.009995,214.270004,212.460007,212.649994,605200,208.13707
"568",213.600006,214.990005,213.070007,214.529999,743500,209.977188
"569",214.289993,214.5,212.699997,213.649994,634300,209.11586
"570",212.419998,215.25,212.009995,214.809998,990100,210.251221
"571",215.360001,215.699997,212.429993,212.679993,850200,208.166428
"572",214.139999,214.139999,212.649994,213.130005,1403700,208.606903
"573",214.699997,214.929993,213.220001,214.929993,793100,210.368668
"574",215.429993,216.529999,214.570007,216.470001,667100,211.875992
"575",217.149994,217.940002,216.720001,216.949997,607400,212.345779
"576",217.669998,217.669998,214.300003,215.389999,716500,210.818924
"577",215.070007,217.550003,214.080002,217.199997,758700,212.5905
"578",216.419998,217.770004,216.059998,217.160004,872900,212.551361
"579",216.990005,218.050003,215.899994,217.990005,1059000,213.363739
"580",216.179993,219.199997,216.179993,218.380005,861500,213.745438
"581",217.880005,219.860001,216.679993,219.199997,651000,214.548065
"582",219.199997,220.300003,217.539993,220.270004,565000,215.595367
"583",220.179993,220.919998,219.470001,219.699997,1016100,215.037445
"584",220,220.869995,218.690002,220.660004,1066200,215.977081
"585",220.990005,222,219.300003,219.449997,1113900,214.79274
"586",215.990005,219.809998,212.740005,217.169998,1373400,212.561157
"587",217.029999,218.610001,215.419998,217.880005,1129000,213.256104
"588",214.440002,220.039993,213.589996,219.610001,973100,214.949326
"589",217.570007,217.570007,212.589996,214.600006,1078600,210.0457
"590",213.369995,216.669998,213.350006,214.729996,1242100,210.172928
"591",212.580002,213.740005,210.5,213.119995,1331300,208.597092
"592",212.389999,214.679993,209.410004,214.330002,900200,209.781418
"593",211.169998,211.690002,205.929993,208.679993,1538200,204.251312
"594",209.270004,214.619995,209.270004,211.830002,1117600,207.334473
"595",210.669998,213.339996,209.850006,211.720001,1232500,207.226791
"596",212.880005,216.389999,208.720001,215.289993,885300,210.721024
"597",213.229996,215.309998,212.509995,212.940002,1686700,208.420914
"598",211.919998,213.360001,210.600006,211.830002,1067500,207.334473
"599",216.580002,217.220001,213.740005,216.929993,1696800,212.326218
"600",216.770004,220.339996,216.710007,217.600006,1288300,212.981995
"601",216.160004,216.470001,212.570007,213.990005,1046500,209.448639
"602",215.330002,215.330002,211.889999,214.330002,1275500,209.781418
"603",214.369995,217.300003,214.110001,214.520004,1593600,210.527267
"604",214.229996,217.960007,214.190002,216.539993,1237900,212.509644
"605",216.550003,219.630005,216.210007,217.160004,733800,213.118149
"606",215.770004,215.869995,213.289993,213.880005,1095500,209.899185
"607",214.389999,216.029999,211.350006,212.970001,849800,209.006119
"608",215.380005,215.740005,210.490005,214.830002,1254200,210.831497
"609",216.360001,220.889999,216.169998,220.270004,1313000,216.170258
"610",221.380005,222.449997,220.369995,222.009995,763700,217.877869
"611",222.5,225.220001,222.039993,224.669998,948900,220.488358
"612",225.899994,227.639999,225.050003,227.130005,834000,222.902557
"613",228.679993,229,221.369995,222.690002,839600,218.545212
"614",222.729996,224.5,222.119995,224.199997,530500,220.027069
"615",224.630005,225.520004,222.880005,224.449997,559700,220.272446
"616",224.639999,225.699997,222.220001,224.899994,717900,220.71405
"617",225.229996,225.839996,223.949997,224.169998,823100,219.997665
"618",225.279999,227.070007,225,226.229996,796200,222.019287
"619",227.050003,231.25,226.369995,230.570007,1130400,226.278549
"620",232.520004,235.580002,230.380005,231.279999,1339900,226.975311
"621",230.860001,231.179993,228.580002,228.699997,1519500,224.443314
"622",228.940002,230,228.479996,228.850006,799300,224.590546
"623",229.660004,230.699997,227.889999,227.979996,1152300,223.73674
"624",228.550003,229.220001,225.380005,226.399994,918900,222.186142
"625",226.929993,227.809998,225.679993,226.990005,666800,222.765167
"626",227.889999,229.440002,227.070007,227.789993,1813500,223.550293
"627",230.589996,233.300003,229.770004,232.259995,950300,227.937073
"628",231.970001,235.669998,231.970001,234.979996,914500,230.60643
"629",236.220001,238.179993,234.779999,238.139999,868500,233.707642
"630",238.649994,238.990005,234.740005,237,775100,232.588837
"631",235.179993,235.539993,231.020004,232.389999,740600,228.064667
"632",230.440002,231.880005,229.789993,231.479996,1065200,227.171585
"633",233.210007,236,233.210007,234.759995,916400,230.390549
"634",235.470001,238.559998,234.5,238.440002,720400,234.002045
"635",239.479996,241.289993,238.009995,241.259995,1338400,236.769547
"636",240.949997,241.919998,239.759995,240.889999,565100,236.406464
"637",239.690002,240.940002,239.059998,240.029999,606800,235.562454
"638",240.070007,241.759995,239.710007,240.419998,1011600,235.945206
"639",240.619995,242.410004,239.860001,241.110001,865300,236.62236
"640",242.089996,242.800003,239.610001,239.929993,1279400,235.464279
"641",240.520004,242.449997,239.710007,241.460007,989700,236.965851
"642",242.110001,243.940002,240.529999,243.419998,997100,238.889359
"643",242.309998,243.240005,238.860001,243.089996,1059300,238.565491
"644",242.720001,243,240.759995,242.350006,894700,237.839294
"645",243.039993,244.529999,242.520004,244.350006,760700,239.802048
"646",244.380005,244.979996,242.979996,243.300003,677200,238.771606
"647",242.740005,242.740005,241.149994,241.929993,856400,237.427094
"648",242.550003,248.710007,242.050003,244.949997,2239600,240.390869
"649",252.660004,262.829987,252.210007,257.220001,2297300,252.43251
"650",256.950012,258.130005,252.679993,253.949997,1335200,249.223373
"651",251.369995,251.369995,242.240005,244.179993,1736900,239.635208
"652",245.339996,247.050003,242.529999,245.820007,2488700,241.244675
"653",244,250.339996,241.850006,248.679993,1435900,244.051453
"654",251.75,258.589996,251.149994,257.779999,1746900,252.982117
"655",256.839996,258.019989,253.160004,256.190002,1337200,251.421677
"656",254.619995,255.660004,251.600006,254.100006,794000,249.370575
"657",255.119995,259.089996,252.490005,258.369995,1013900,253.561081
"658",253.080002,256.320007,247.889999,248.610001,1339000,243.982742
"659",250.779999,254.070007,248.880005,253.169998,919200,248.45787
"660",254.619995,257.670013,254,256.679993,2637800,251.902573
"661",259.369995,261.609985,258.359985,260.679993,1321900,255.828079
"662",259.690002,263.170013,259,261.23999,1013400,256.377686
"663",262.619995,265.630005,262.26001,264.619995,1133600,259.694763
"664",265.320007,266.220001,260.869995,263.320007,1059000,258.418976
"665",262.01001,263.190002,255.440002,257.040009,1381500,252.255844
"666",258.769989,259.98999,255.360001,257.200012,1327300,252.973862
"667",259.019989,259.399994,255.800003,257.26001,1025100,253.032898
"668",256.98999,258.950012,254.339996,258.720001,1030800,254.468887
"669",261.130005,262.290009,259.480011,260.75,1102600,256.465546
"670",262.75,262.839996,259.579987,260.190002,1452300,255.914749
"671",259.440002,261.290009,258.130005,258.670013,1283000,254.419754
"672",260.440002,260.619995,256.910004,259.200012,1491100,254.94101
"673",262.320007,265.48999,260.670013,264.829987,1185300,260.478485
"674",265.519989,268.549988,264.959991,267.75,1112600,263.350525
"675",268.929993,269.570007,259.579987,260.76001,1089700,256.475372
"676",259.179993,260.859985,250.850006,252.350006,2095700,248.203583
"677",253,253.679993,249.210007,252,1426200,247.859283
"678",253.690002,257.290009,251.149994,251.880005,1285400,247.741272
"679",252.119995,252.910004,249.059998,250.070007,1361600,245.961044
"680",248.690002,251.419998,247.610001,249.5,1152700,245.40036
"681",250,256.980011,249.759995,256.119995,1464600,251.911606
"682",257.109985,257.980011,250.75,254.690002,1225900,250.505081
"683",255.509995,257.459991,254.979996,256.730011,1123000,252.511612
"684",256.119995,258.01001,252.089996,252.779999,1412500,248.626495
"685",252.789993,254.479996,251.860001,252.460007,889800,248.311737
"686",253.509995,255.600006,250.660004,251.779999,1036300,247.642899
"687",252.009995,255.360001,250.429993,254.580002,925500,250.396942
"688",253.869995,257.130005,253.059998,256,941900,251.793579
"689",257.339996,258.459991,243.039993,246.350006,2070100,242.302155
"690",246.429993,249.270004,244.279999,244.979996,2656700,240.954636
"691",244.699997,245.029999,242.059998,242.850006,2480700,238.859665
"692",241.190002,241.899994,235.75,236.440002,1302100,232.554993
"693",236.440002,239.710007,233.490005,239.619995,1219100,235.682724
"694",240.610001,245.179993,240.580002,244.440002,1238600,240.423508
"695",243.399994,247.270004,243.399994,245.580002,1108500,241.5448
"696",243.589996,245.330002,239.639999,241.850006,1044900,237.876114
"697",245.130005,249.550003,244,248.789993,1248300,244.702042
"698",247.889999,252.080002,247.770004,250.970001,1137500,246.846237
"699",255.059998,256.029999,252.649994,252.990005,1301400,248.833038
"700",252.399994,253.779999,251.119995,251.369995,629700,247.239655
"701",253.75,256.100006,252.520004,253.449997,886400,249.285492
"702",252.899994,252.899994,248.380005,252.300003,723600,248.154373
"703",253.119995,254.149994,252.360001,253,1077700,248.842865
"704",251.910004,253.039993,249.080002,250.479996,1011600,246.364273
"705",252.070007,252.070007,249.25,251.419998,878800,247.288818
"706",251.309998,253.270004,245.960007,246.179993,980900,242.134933
"707",245.639999,246.869995,241.350006,243.910004,1443600,239.902252
"708",245.580002,250.139999,244.020004,248.399994,1085600,244.318436
"709",247.949997,250.059998,247.789993,249.270004,800400,245.174164
"710",249.669998,250.240005,246.899994,248.589996,1262000,244.505325
"711",254.600006,258.25,252.100006,256.220001,1325100,252.009979
"712",256.309998,257.290009,251,254.649994,1145000,250.465744
"713",254.559998,259.179993,254.559998,257.98999,1203500,253.750885
"714",260.01001,261.380005,257.869995,258.799988,1074400,254.547546
"715",260.230011,260.549988,255.330002,256.339996,1116100,252.127991
"716",255.960007,256.579987,249.080002,251.190002,966900,247.062607
"717",251.089996,254.149994,250.429993,253.389999,1297800,249.226456
"718",254.850006,256.119995,252.220001,255.589996,1125200,251.390305
"719",255,256.5,253.320007,255.300003,645400,251.105103
"720",253.660004,257.079987,252.369995,255.070007,498700,250.878876
"721",255.720001,257.130005,254.419998,255.130005,613800,250.937881
"722",255.070007,259.670013,254.570007,258.619995,643500,254.370529
"723",258.230011,260.190002,257.230011,260,463800,255.727844
"724",261.600006,262.970001,259.829987,262.890015,831600,258.570374
"725",263.200012,265.339996,262.109985,264.079987,847200,259.740784
"726",265.570007,270.450012,265.519989,267.869995,1231800,263.468536
"727",267.700012,272.649994,266.690002,268.100006,1157800,263.694763
"728",268.200012,269.950012,263.839996,264.390015,1002200,260.045746
"729",268.850006,269.23999,263.899994,265.209991,916100,260.852234
"730",264.769989,267.790009,264.75,265.850006,1235000,262.044891
"731",266.529999,267.329987,265.059998,266.899994,2973100,263.079895
"732",266.910004,267.869995,262.540009,265.5,1231600,261.699982
"733",264.410004,267.100006,264.079987,264.649994,1037700,260.862091
"734",265.209991,266.649994,261.359985,262.190002,1952000,258.437286
"735",260.049988,264.029999,259.450012,264,1317200,260.221405
"736",263.690002,268.980011,263.350006,268.459991,1008500,264.617554
"737",269.559998,272.140015,268.73999,271.540009,1523500,267.653503
"738",273.619995,275.75,272.01001,274.380005,1544500,270.45285
"739",275.190002,275.190002,271.920013,272.059998,1096800,268.166077
"740",271.959991,273.540009,270.809998,271.660004,971200,267.77179
"741",272.75,273.700012,271.209991,272.149994,1267000,268.254761
"742",272.089996,272.579987,270.200012,270.290009,1779500,266.421417
"743",269.079987,271.480011,268.190002,271.200012,1468700,267.318329
"744",273.320007,273.980011,271.25,272.609985,1172800,268.70813
"745",274.029999,274.029999,271.559998,271.559998,1667500,267.673187
"746",272.339996,272.570007,268.899994,269.450012,1603900,265.593384
"747",268.959991,272.519989,268.779999,272.480011,1570200,268.580017
"748",272.5,273.910004,270.5,271.660004,1695100,267.77179
"749",272.920013,273.440002,270.899994,271.369995,1054400,267.48587
"750",271.839996,273.049988,271.049988,272.5,363000,268.599792
"751",273.329987,274.329987,272.429993,273.559998,450300,269.644592
"752",274.440002,274.859985,272.390015,274.290009,688800,270.364136
"753",274.380005,274.73999,271.01001,271.940002,539000,268.047791
"754",271.51001,273.299988,270.850006,273.049988,638900,269.141815
"755",274.570007,277.899994,273.720001,277.839996,1092300,273.863342
"756",274.549988,278.200012,274.029999,276.910004,576800,272.946625
"757",275.600006,279.070007,274.769989,279.040009,875100,275.046112
"758",283.119995,286.690002,280.970001,280.980011,1253700,276.958374
"759",281.929993,286.809998,281.130005,285.01001,1004500,280.930634
"760",285.679993,290.899994,285.679993,289.579987,1316100,285.435242
"761",290.640015,290.910004,288.089996,288.940002,834500,284.804474
"762",288.76001,294.26001,288.440002,294.23999,961700,290.028534
"763",293.850006,294.26001,289.899994,290.170013,1249100,286.016846
"764",290,296.149994,290,294.380005,1066200,290.166595
"765",296.190002,298.200012,294.019989,298.190002,789500,293.922058
"766",299.420013,299.440002,295.410004,296.790009,2246600,292.542084
"767",294.76001,297.589996,294.01001,296.200012,1423500,291.960541
"768",298.899994,299.589996,296.880005,297.420013,956300,293.163086
"769",294.390015,297.940002,294.390015,297.190002,813400,292.936371
"770",298.670013,299.140015,293.320007,294.829987,835800,290.610107
"771",291,293.929993,290.01001,293.130005,919400,288.934448
"772",294.089996,298.429993,293.399994,297.279999,882400,293.025085
"773",298.920013,300.709991,297.01001,297.309998,760100,293.054657
"774",296.640015,300.100006,295.290009,299.859985,913900,295.568146
"775",298.51001,299.890015,292.670013,293.730011,1209700,289.525909
"776",294.649994,297.369995,294.279999,295.670013,1002300,291.438171
"777",298.970001,300.890015,297.809998,297.920013,1308000,293.655914
"778",299.570007,300.359985,291.660004,294.769989,1324200,290.550964
"779",296.980011,298.890015,292.269989,295.519989,1975100,291.290222
"780",297.109985,297.619995,294.73999,295.480011,1401600,291.250824
"781",294.429993,296.790009,293.73999,296.559998,1089000,292.315369
"782",297.179993,298.079987,292.579987,294.119995,1397500,289.910309
"783",295.350006,304.140015,294.679993,303.829987,1288000,299.481293
"784",301.920013,303.820007,297.600006,301.350006,1107700,297.036835
"785",301.730011,307.700012,300.549988,307.649994,979300,303.246643
"786",306.929993,308.929993,304.279999,306.73999,1047000,302.349701
"787",308.140015,312.940002,307.179993,311.160004,1341100,306.70639
"788",310.089996,310.369995,300.519989,303.410004,1898500,299.067383
"789",301.420013,301.880005,291.649994,293.25,2066700,289.052734
"790",284.809998,292.730011,283.320007,290.899994,2006000,286.736359
"791",291.25,292.820007,280.950012,282.630005,1439400,279.227905
"792",283.720001,289.339996,281.350006,282.769989,1460500,279.36615
"793",276.850006,277.380005,267.149994,267.149994,2298200,263.934235
"794",260.220001,265.920013,257,265.910004,2900400,262.709137
"795",271.049988,291.269989,269.220001,289.309998,3140800,285.827454
"796",289.829987,297.640015,277.660004,280.140015,2691800,276.767914
"797",285.029999,296.23999,281.929993,296.059998,1468300,292.496185
"798",289.299988,289.480011,274.959991,278.420013,1824800,275.068573
"799",268.890015,272.309998,264,271.059998,2513700,267.79715
"800",249.839996,258.779999,241.949997,242.509995,3947500,239.590805
"801",252.509995,259.429993,245.679993,259.170013,3059300,256.050323
"802",250.910004,254.770004,237.229996,240.360001,3389000,237.46669
"803",224.229996,231.389999,213.669998,221.460007,4659900,218.794205
"804",237.729996,249.919998,225.679993,248.100006,3394400,245.113556
"805",222.610001,232.320007,209.690002,222.160004,3119400,219.485779
"806",228.619995,231.289993,220.149994,227.660004,3205300,224.919571
"807",212.899994,218.520004,186.059998,193.080002,4235700,190.755814
"808",192.789993,211.919998,186.740005,207.779999,3203500,205.278854
"809",211.009995,215,205.110001,208.789993,3558500,206.276703
"810",202.830002,212.029999,191.320007,192.050003,2605100,189.73822
"811",202.779999,219.399994,199.899994,218.660004,2755800,216.027924
"812",220.130005,234.699997,217.330002,227.190002,2045300,224.455231
"813",231.529999,246.550003,230.410004,244.949997,2884200,242.001419
"814",239.080002,246.529999,236.770004,239.75,2924900,236.864044
"815",241.410004,248.630005,239.009995,246.990005,2529500,244.016891
"816",243.949997,248.179993,240.490005,245.050003,3805600,242.100235
"817",233.960007,239.440002,233.410004,234.330002,3457900,231.509277
"818",233.339996,241.699997,230.110001,241.339996,1735600,238.434906
"819",238.330002,241.479996,236.020004,238.800003,2217600,235.925461
"820",248.229996,257.299988,243.960007,255.830002,2129200,252.750473
"821",264.859985,265.23999,255.740005,256.059998,1678600,252.977692
"822",259.5,262.089996,255.229996,261.51001,1326200,258.362091
"823",262.950012,284.880005,262.950012,283.549988,2740500,280.13678
"824",279.5,280.410004,267.369995,268.440002,2900400,265.20871
"825",275.600006,278.98999,271.25,277.339996,2588700,274.001526
"826",270.200012,274.920013,267.140015,273.25,1594000,269.960754
"827",274.179993,276.149994,270.890015,274.549988,1265100,271.245117
"828",282.679993,286.619995,278.290009,282.589996,2667700,279.188324
"829",277.850006,280.670013,276.48999,279.170013,1512900,275.80954
"830",271.25,273.549988,265.920013,267.230011,1856200,264.013245
"831",272.709991,277.399994,269.399994,276.01001,1112200,272.687561
"832",276.790009,281.299988,276.029999,279.559998,1699400,276.194794
"833",282.609985,284.529999,280.380005,283.940002,1124500,280.522095
"834",286.459991,292.049988,285.190002,291.190002,1289700,287.684814
"835",300,308.410004,292.51001,295.829987,2048000,292.268982
"836",303.26001,303.790009,293.420013,294.420013,1757100,290.875946
"837",289.269989,295.100006,288.51001,292.880005,1916400,289.354492
"838",287.670013,289.029999,284.089996,286.059998,1152000,282.616547
"839",283.299988,288.130005,281.070007,285.769989,1187800,282.330109
"840",289.619995,298.559998,288.329987,295.410004,1049700,291.854034
"841",294.820007,297.440002,288.920013,289.359985,881000,285.876892
"842",294.549988,297.769989,292.920013,295.579987,1282600,292.021973
"843",300,300,295.779999,297.649994,852000,294.067078
"844",294.040009,303.279999,292.649994,300.679993,1206000,297.060577
"845",304.959991,307.170013,299.209991,299.209991,1303600,295.608307
"846",297.73999,302.480011,291.98999,294.399994,1642500,290.856201
"847",291.410004,300.26001,290.079987,300.119995,1253700,296.507324
"848",298.390015,304.630005,297.329987,303.140015,1960800,299.490967
"849",311.049988,316.26001,310.619995,311.630005,1773000,307.878815
"850",311.76001,317.290009,310.670013,311.089996,1237700,307.345306
"851",315.359985,317.070007,312.380005,314,801200,310.220245
"852",314.290009,316.809998,309.230011,310.76001,725200,307.019257
"853",310.940002,312.630005,307.519989,311.859985,621500,308.106018
"854",318.26001,318.890015,311.200012,312.339996,1695300,309.244598
"855",316.890015,316.890015,308.140015,315.429993,1182900,312.303986
"856",317.769989,323.519989,314.799988,318.799988,1928600,315.640594
"857",320.619995,326,318.359985,325.019989,1935800,321.79895
"858",326.049988,329.570007,323.369995,327.299988,892300,324.056335
"859",325.820007,327.820007,323.309998,327.369995,1280200,324.125671
"860",330.119995,334.640015,326.619995,333.380005,1058900,330.07608
"861",331.100006,333.600006,324.339996,327.390015,1209100,324.145477
"862",332.480011,334.660004,329.630005,333.369995,1522200,330.066193
"863",330.880005,333.079987,325.890015,331.980011,1116800,328.689972
"864",329.23999,330.859985,326.670013,327.609985,966600,324.363251
"865",328.980011,334.089996,326.119995,331.179993,1136400,327.897919
"866",325,326.179993,306.5,307.029999,1663500,303.987213
"867",314.410004,318.220001,310,316.910004,1168700,313.769379
"868",310,320.899994,308.109985,319.649994,998000,316.482147
"869",330,330,319.059998,324.929993,912800,321.709808
"870",326.619995,329.579987,325.149994,326.320007,896700,323.08609
"871",324.540009,327.769989,323.320007,326.809998,726300,323.571198
"872",332.269989,333,321.279999,323.730011,1932700,320.521759
"873",323.709991,326.929993,320.769989,326.359985,1330400,323.125671
"874",329.549988,332.540009,327.01001,328.559998,890000,325.303894
"875",324.549988,326.440002,316.399994,317.970001,1298200,314.818817
"876",318.380005,328.25,316,327.820007,1051900,324.571228
"877",324.899994,327.929993,321.140015,321.600006,2563800,318.412872
"878",325.149994,325.149994,318.23999,321.290009,1298200,318.105896
"879",321.609985,330.579987,320.420013,329.480011,1823400,326.214752
"880",330.420013,336.130005,328.690002,334.519989,963200,331.204773
"881",338.350006,339.290009,332.600006,333.25,707900,329.947388
"882",338.600006,344.049988,337.600006,341.019989,1296500,337.640381
"883",339.390015,345.619995,339.390015,341.190002,836800,337.808685
"884",345.390015,354.75,345.390015,354.320007,1121200,350.808563
"885",353.940002,356.790009,349.440002,352.720001,1126400,349.224426
"886",353.019989,354.339996,348.529999,351.809998,821000,348.323456
"887",353.019989,356.459991,344.25,346.089996,919700,342.660156
"888",344.929993,351.809998,343.850006,351.640015,724500,348.155182
"889",357.070007,357.070007,350.230011,354.799988,613100,351.283813
"890",353.079987,354.660004,346.850006,349.51001,624600,346.046234
"891",351.470001,355.089996,349.609985,354.690002,577800,351.174927
"892",352.600006,359.309998,352.600006,358.089996,597700,354.541199
