"","TSLA.Open","TSLA.High","TSLA.Low","TSLA.Close","TSLA.Volume","TSLA.Adjusted"
"46",49.526001,49.731998,48.599998,48.98,19396500,48.98
"47",49.242001,49.299999,48.599998,48.737999,15331500,48.737999
"48",48.964001,49.369999,48.556,49.234001,15113000,49.234001
"49",49.222,51.624001,49.203999,51.599998,37992000,51.599998
"50",51.400002,52.200001,50.854,51.146,26654000,51.146
"51",52.48,53.150002,51.812,52.41,35661000,52.41
"52",52.799999,53.066002,52.240002,52.299999,32487500,52.299999
"53",52.119999,52.91,51.764,52.383999,18071500,52.383999
"54",52.566002,52.959999,50.048,50.136002,34543000,50.136002
"55",50.312,51.014,50.102001,51.001999,20296500,51.001999
"56",51.077999,51.534,50.66,50.956001,16601000,50.956001
"57",51.139999,52.778,51.001999,52.632,28236500,52.632
"58",52.119999,54.113998,51.950001,54.043999,31154000,54.043999
"59",55.403999,56.136002,55,55.490002,39938000,55.490002
"60",55.667999,55.919998,55.108002,55.476002,18381000,55.476002
"61",55.608002,56.400002,55.442001,55.584,20742000,55.584
"62",55.745998,55.936001,55.264,55.66,16473000,55.66
"63",57.380001,59.799999,56.916,59.703999,69443000,59.703999
"64",59.377998,60.962002,58.905998,60.740002,50673000,60.740002
"65",60.408001,60.976002,58.84,59,39404500,59
"66",59.375999,60.388,58.82,59.740002,27603000,59.740002
"67",59.5,60.537998,59.43,60.507999,22898000,60.507999
"68",61.830002,62.745998,61.742001,62.478001,38322500,62.478001
"69",62.675999,62.694,61.099998,61.742001,28623000,61.742001
"70",61.268002,61.689999,59.264,59.368,30253500,59.368
"71",59.34,61.478001,59.060001,60.799999,46423000,60.799999
"72",60.540001,60.799999,59.736,60.287998,20693500,60.287998
"73",59.939999,60.167999,59.580002,60.049999,15178500,60.049999
"74",60.492001,61.324001,60.422001,61.104,19490000,61.104
"75",61.301998,61.830002,60.046001,60.501999,30747000,60.501999
"76",60.400002,61.279999,60.084,61.119999,22549000,61.119999
"77",61.844002,62.110001,61.203999,61.605999,25417500,61.605999
"78",61.599998,62.796001,61.172001,62.757999,33688500,62.757999
"79",62.473999,62.900002,61.799999,62.034,23475000,62.034
"80",62.338001,62.618,61.5,61.726002,17343000,61.726002
"81",61.966,62.959999,61.599998,62.813999,22527500,62.813999
"82",62.976002,65.449997,62.962002,64.566002,44148000,64.566002
"83",64.800003,65.531998,63.312,63.778,26914000,63.778
"84",63.534,64.306,62.09,62.203999,35667000,62.203999
"85",61.487999,61.554001,58.152,59.091999,70760000,59.091999
"86",59.599998,61.709999,59.360001,61.669998,40886500,61.669998
"87",62.18,62.757999,61.164001,61.438,35032500,61.438
"88",61.875999,64.398003,61.82,64.251999,48382500,64.251999
"89",64.311996,65.099998,63.624001,65.043999,28708000,65.043999
"90",64.68,65.199997,63.919998,64.620003,23769000,64.620003
"91",65.096001,65.400002,64.306,64.961998,20608000,64.961998
"92",63.675999,64.040001,62.506001,63.175999,38110000,63.175999
"93",63.518002,64.012001,63.028,63.402,20762500,63.402
"94",62.877998,62.925999,61.099998,61.222,33559500,61.222
"95",61.400002,62.787998,61.062,62.612,28269000,62.612
"96",63.099998,63.299999,62.040001,62.166,23438000,62.166
"97",62.560001,62.874001,61.360001,62.07,21646000,62.07
"98",62.091999,62.146,60.695999,60.771999,21592000,60.771999
"99",61.301998,62.200001,61.080002,62.043999,25166500,62.043999
"100",62.203999,63.394001,61.562,63.366001,25070000,63.366001
"101",63.456001,65.098,63.262001,65.028,39011000,65.028
"102",65.199997,67.255997,65.152,67.019997,38914500,67.019997
"103",67.538002,68.578003,67.031998,68.202003,49817000,68.202003
"104",68.800003,68.975998,67.458,68.073997,38040000,68.073997
"105",67.954002,68.575996,67.185997,67.970001,27951000,67.970001
"106",67.699997,69.688004,66.842003,69.463997,33922000,69.463997
"107",68.940002,71.898003,67.994003,70.57,55434000,70.57
"108",71.267998,72.099998,71.028,71.93,46990000,71.93
"109",72.75,74.379997,72.043999,74,45307500,74
"110",74.884003,75.374001,70.959999,71.463997,86307000,71.463997
"111",71.598,72.900002,70.124001,71.802002,52588500,71.802002
"112",73.524002,75.199997,73.321999,75.190002,59039500,75.190002
"113",76.218002,76.849998,75.262001,76.132004,64092000,76.132004
"114",74.5,75.092003,73.297997,75.068001,52132500,75.068001
"115",75.596001,75.601997,74.019997,74.279999,33655000,74.279999
"116",75,75.339996,73.559998,73.959999,32746500,73.959999
"117",75.334,75.776001,73.945999,74.447998,37193500,74.447998
"118",74.870003,75.398003,73.603996,75.279999,24616000,75.279999
"119",75.598,77,74.713997,76.522003,37649000,76.522003
"120",76.489998,77.398003,75.870003,76.690002,32229000,76.690002
"121",77.337997,77.389999,74.620003,75.498001,33020500,75.498001
"122",75.279999,75.279999,72.403999,72.473999,34982000,72.473999
"123",73.335999,74.348,72.503998,74.248001,31512500,74.248001
"124",74.122002,74.199997,70.82,72.150002,41105000,72.150002
"125",72.741997,73.353996,71.924004,72.321999,29242500,72.321999
"126",74.047997,74.269997,70.300003,70.524002,31527000,70.524002
"127",69.440002,69.447998,65.265999,65.417999,85233500,65.417999
"128",63.452,64.157997,61.259998,61.765999,96622500,61.765999
"129",62.700001,63.400002,61.476002,62.644001,70884500,62.644001
"130",62.580002,63.588001,60.625999,63.209999,69104500,63.209999
"131",63.200001,65.456001,62.860001,65.444,57797000,65.444
"132",66.080002,66.620003,64.900002,65.903999,51730500,65.903999
"133",66.022003,66.32,63.993999,64.681999,42972500,64.681999
"134",64.638,65.683998,64.244003,65.556,28126000,65.556
"135",65.108002,65.419998,62.689999,63.914001,49384500,63.914001
"136",63.5,65.825996,63.132,65.648003,31868500,65.648003
"137",65.646004,66.330002,64.643997,65.052002,31785000,65.052002
"138",65.379997,66.043999,64.839996,65.984001,25831000,65.984001
"139",65.891998,66.251999,65.160004,65.68,24508000,65.68
"140",66.047997,68.68,66.001999,68.503998,43185500,68.503998
"141",69,69.120003,66.830002,67.919998,34946000,67.919998
"142",68.071999,69.099998,67.624001,68.769997,24104000,68.769997
"143",69.199997,69.5,65.258003,66.891998,41512000,66.891998
"144",67.377998,67.919998,66.501999,67.014,24402000,67.014
"145",67.099998,68.297997,64.208,64.694,42675500,64.694
"146",64.599998,64.889999,63.226002,63.914001,41515500,63.914001
"147",63.787998,65.424004,62.243999,65.178001,65457500,65.178001
"148",69.066002,70,68.629997,69.417999,67675000,69.417999
"149",69.400002,71.454002,68.660004,71.382004,46344500,71.382004
"150",71.470001,71.896004,70.550003,71.033997,31622500,71.033997
"151",71.505997,73.716003,71.480003,73.043999,37249000,73.043999
"152",72.199997,74,71.790001,72.706001,34460500,72.706001
"153",72.32,73.330002,70.931999,71.080002,35464500,71.080002
"154",71.393997,72.251999,70.723999,71.573997,21829000,71.573997
"155",72.926003,73.531998,72.519997,72.760002,22596000,72.760002
"156",73.040001,73.098,71.874001,72.466003,15425500,72.466003
"157",72.599998,73.300003,72.503998,72.582001,17069000,72.582001
"158",72.241997,72.660004,70.318001,70.384003,25138500,70.384003
"159",70.582001,70.800003,69.160004,69.491997,27041000,69.491997
"160",69.164001,69.164001,66.370003,67.571999,32477000,67.571999
"161",68.225998,68.447998,67.473999,68.269997,21610000,68.269997
"162",67.797997,70.697998,67.660004,70.554001,24772500,70.554001
"163",70.503998,71.332001,69.947998,70.585999,22923500,70.585999
"164",70.848,71.138,69.459999,69.610001,17420000,69.610001
"165",69.456001,69.470001,67.944,69.132004,18820000,69.132004
"166",67.896004,69.809998,67.75,69.472,20368500,69.472
"167",69.933998,70.694,69.400002,70.636002,17064500,70.636002
"168",70.709999,71.688004,70.564003,71.18,20364000,71.18
"169",71.223999,71.517998,70.737999,71.080002,15247500,71.080002
"170",70.760002,71.098,69.178001,69.917999,19175500,69.917999
"171",69.900002,70.195999,68.311996,68.905998,20457000,68.905998
"172",69.195999,70.496002,68.690002,70.122002,21196000,70.122002
"173",69.797997,69.956001,68.459999,68.68,16317500,68.68
"174",70.269997,72.741997,70,72.737999,38335500,72.737999
"175",72.898003,73.751999,72.080002,72.550003,29864500,72.550003
"176",72.764,73.613998,71.917999,73.246002,20926000,73.246002
"177",72.865997,75.592003,72.526001,75.528,36012500,75.528
"178",74.902,76,74.540001,75.961998,27102500,75.961998
"179",76.050003,77.921997,75.536003,77,35940000,77
"180",76,76.477997,74.713997,75.019997,32259500,75.019997
"181",74.599998,75.650002,74.213997,74.781998,24595500,74.781998
"182",74.980003,75.365997,72.902,73.295998,23091000,73.295998
"183",73.297997,73.980003,70.176003,70.218002,40797000,70.218002
"184",70.629997,71.494003,68.575996,68.998001,38029500,68.998001
"185",70.185997,70.248001,68.18,69.050003,35781500,69.050003
"186",69.980003,70.297997,68.099998,68.194,30301500,68.194
"187",67.975998,68.550003,67.080002,67.919998,26598000,67.919998
"188",68.372002,68.935997,67.720001,68.220001,25535500,68.220001
"189",68.503998,68.739998,67.101997,68.306,26434000,68.306
"190",67.18,69.709999,66.255997,69.627998,50768000,69.627998
"191",70.25,71.723999,69.919998,71.001999,40817500,71.001999
"192",71.199997,71.487999,70.269997,71.066002,20858500,71.066002
"193",70.620003,72.019997,70.449997,71.375999,21487500,71.375999
"194",69.93,70.349998,68.533997,68.587997,37468500,68.587997
"195",69.360001,71.125999,69.106003,71.117996,34892500,71.117996
"196",70.778,71.519997,70.230003,70.919998,22504000,70.919998
"197",70.589996,71.956001,70.528,71.136002,20435000,71.136002
"198",71.396004,71.697998,70.736,71.113998,17702500,71.113998
"199",70.751999,70.896004,69.431999,70.120003,26877500,70.120003
"200",70.181999,71.244003,70.014,71.150002,16466500,71.150002
"201",71.194,72.599998,70.825996,71.93,24695500,71.93
"202",71.112,71.43,69.639999,70.362,25309000,70.362
"203",70.538002,70.910004,68.867996,69.019997,24652000,69.019997
"204",69.975998,69.989998,67.25,67.403999,28736500,67.403999
"205",67.760002,68.559998,67.232002,67.468002,22458500,67.468002
"206",67.339996,67.5,64.711998,65.167999,42970500,65.167999
"207",65.556,66.045998,64.639999,65.234001,25117500,65.234001
"208",63.950001,64.917999,63.332001,64.174004,34898500,64.174004
"209",63.835999,64.755997,63.450001,64.015999,21272000,64.015999
"210",64.045998,66.389999,64.036003,66.306,28361500,66.306
"211",66.449997,66.522003,64.052002,64.216003,42286500,64.216003
"212",60.026001,61.737999,58.526001,59.852001,98957000,59.852001
"213",59.900002,61.25,59.026001,61.217999,44470000,61.217999
"214",61.400002,61.5,59.801998,60.556,32430000,60.556
"215",60.203999,61.299999,60.006001,61.209999,26471500,61.209999
"216",61.099998,61.377998,60.259998,60.877998,23626500,60.877998
"217",60.5,60.891998,59.259998,60.598,27235500,60.598
"218",60.5,61.672001,60.369999,60.598,23127000,60.598
"219",60.026001,63.360001,59.821999,63.080002,37924500,63.080002
"220",63,63.27,61.380001,61.740002,28380500,61.740002
"221",61.202,62.498001,60.299999,62.259998,29893500,62.259998
"222",62.798,63.627998,62.259998,62.5,29110500,62.5
"223",65.134003,65.334,62.630001,63.009998,68675500,63.009998
"224",62.757999,63.099998,60.950001,61.748001,41238500,61.748001
"225",62.172001,63.646,61.742001,63.562,36306500,63.562
"226",63.354,63.484001,62.368,62.52,24588000,62.52
"227",62.757999,63.282001,62.200001,63.110001,16220500,63.110001
"228",62.650002,63.467999,61.902,63.362,22779500,63.362
"229",63.271999,64,62.784,63.509998,24747500,63.509998
"230",63.459999,63.599998,60.245998,61.507999,43837000,61.507999
"231",61.712002,62.139999,60.908001,61.77,21758000,61.77
"232",61.088001,62.063999,61.009998,61.306,21464500,61.306
"233",61.299999,61.653999,60.122002,61.040001,29175500,61.040001
"234",60.400002,61.599998,60.200001,60.740002,23232500,60.740002
"235",60.02,62.678001,60,62.652,35976500,62.652
"236",62.400002,63.726002,62.209999,62.248001,23903000,62.248001
"237",62.919998,63.396,62.251999,63.026001,17342500,63.026001
"238",62.925999,65.802002,62.75,65.781998,39690000,65.781998
"239",66.089996,68.288002,66.005997,68.206001,43666000,68.206001
"240",68.185997,68.844002,67.300003,67.806,31107500,67.806
"241",68.202003,69.487999,67.379997,67.578003,28999500,67.578003
"242",68.407997,68.779999,67.152,68.690002,34666000,68.690002
"243",68.980003,69.346001,67.515999,67.774002,27381000,67.774002
"244",68.052002,68.297997,66.059998,66.220001,34125000,66.220001
"245",66.538002,66.620003,65.008003,65.795998,29769000,65.795998
"246",65.917999,66.748001,65.442001,66.332001,21926000,66.332001
"247",65.902,66.183998,64.963997,65.040001,21079000,65.040001
"248",64.765999,64.788002,63.316002,63.458,21892000,63.458
"249",63.200001,63.535999,62.150002,62.327999,23560500,62.327999
"250",62.349998,63.164001,61.908001,63.071999,21581500,63.071999
"251",63.236,63.282001,62,62.27,18886000,62.27
"252",62.400002,64.421997,62.200001,64.106003,21761000,64.106003
"253",64.199997,65.050003,63.110001,63.450001,22607500,63.450001
"254",62.574001,63.709999,61.136002,62.924,49731500,62.924
"255",63.324001,63.448002,62.400002,63.316002,22956000,63.316002
"256",63.200001,67.403999,63.099998,67.281998,49297000,67.281998
"257",67.031998,67.760002,65.480003,66.737999,35733000,66.737999
"258",66.440002,67.400002,66,66.959999,21549500,66.959999
"259",67.047997,68.961998,66.652,67.589996,33227500,67.589996
"260",67.725998,68.082001,66.734001,67.244003,24125500,67.244003
"261",67.508003,69,66.959999,68.012001,32371500,68.012001
"262",68.094002,69.800003,67.949997,69.431999,35517500,69.431999
"263",69.134003,70.459999,68.748001,68.914001,28429000,68.914001
"264",69,70.117996,68.519997,70.003998,24441500,70.003998
"265",69.879997,71.566002,69.839996,70.311996,31052000,70.311996
"266",72,72.099998,70.199997,70.557999,27327000,70.557999
"267",70.916,70.949997,68.704002,69.178001,26437500,69.178001
"268",69.653999,69.839996,67.279999,67.528,33701500,67.528
"269",68.300003,68.800003,67.141998,68.57,22697000,68.57
"270",67.970001,70.169998,67.655998,69.905998,23735500,69.905998
"271",69.028,69.653999,68.433998,69.164001,23588500,69.164001
"272",69.501999,71.237999,69.038002,70.862,31070500,70.862
"273",70.199997,71.931999,69.725998,69.849998,20988500,69.849998
"274",69.688004,70.389999,68.101997,68.75,18524000,68.75
"275",67.594002,68.893997,66.599998,66.625999,22320500,66.625999
"276",65.042,67.244003,64.699997,66.793999,25442000,66.793999
"277",67.797997,69.199997,67.132004,69,34846000,69
"278",68.662003,69.723999,62.919998,63.046001,51573000,63.046001
"279",63.986,64.195999,58.952,62.084,64668500,62.084
"280",63.226002,63.616001,61.25,63.146,31139000,63.146
"281",63.004002,64.837997,62.501999,64.732002,22801000,64.732002
"282",64.167999,65.234001,63.703999,64.461998,19753500,64.461998
"283",64.900002,66.823997,64.480003,66.814003,29564500,66.814003
"284",66.5,68.624001,66.328003,67.098,28213000,67.098
"285",66.893997,68.167999,66.300003,66.954002,20047000,66.954002
"286",67.206001,67.938004,66.634003,66.660004,16098000,66.660004
"287",67.106003,69.487999,66.949997,69.234001,34849000,69.234001
"288",69.566002,70.998001,69.419998,70.410004,29087000,70.410004
"289",70.699997,71.800003,70.472,71.484001,21700000,71.484001
"290",71.25,71.998001,70.001999,70.197998,23987000,70.197998
"291",70.514,71.047997,68.444,68.612,30348500,68.612
"292",69.001999,69.734001,66.014,66.185997,34428000,66.185997
"293",65.396004,67.043999,64.594002,67.024002,25464000,67.024002
"294",66.477997,67.550003,65.858002,66.669998,19119000,66.669998
"295",66.75,67.274002,65.405998,65.639999,21428500,65.639999
"296",65.087997,66.5,64.348,66.459999,25036500,66.459999
"297",66.571999,66.660004,65.253998,65.82,17831000,65.82
"298",64.82,65.697998,64.473999,65.433998,27534000,65.433998
"299",65.722,69.442001,65.300003,69.101997,41320000,69.101997
"300",65.722,69.442001,65.300003,68.367996,29829000,68.367996
"301",67.351997,67.961998,64.786003,65.325996,39837000,65.325996
"302",65.875999,66.57,64.220001,65.120003,32824000,65.120003
"303",64.585999,65.480003,63.813999,64.269997,30586500,64.269997
"304",63.299999,64.150002,61.933998,62.712002,37421500,62.712002
"305",62.973999,63.25,61.751999,62.110001,23821500,62.110001
"306",62.049999,64.487999,62.037998,63.306,29792000,63.306
"307",62.778,63.764,61.636002,61.82,24699000,61.82
"308",62.25,62.25,60.09,60.307999,33274500,60.307999
"309",61.467999,61.518002,58.271999,60.835999,41876000,60.835999
"310",60.799999,60.854,55.436001,55.835999,69360000,55.835999
"311",52.916,53.736,50.419998,51.556,105007000,51.556
"312",51.298,54.192001,49.641998,53.226002,75853500,53.226002
"313",51.251999,52.066002,48.917999,50.495998,80570000,50.495998
"314",53.964001,54.669998,50.897999,53.506001,94222000,53.506001
"315",50.556,57.674,50.400002,57.388,99483500,57.388
"316",57.868,61.251999,57.639999,61.144001,95605500,61.144001
"317",60.200001,61.855999,59.099998,59.860001,67601500,59.860001
"318",60.074001,61.900002,57.841999,57.931999,51249000,57.931999
"319",59.793999,61.419998,58.736,60.939999,54949000,60.939999
"320",60.147999,61.796001,59.931999,60.186001,37414500,60.186001
"321",60.464001,60.790001,58.736,58.816002,38044000,58.816002
"322",60.720001,60.790001,59.195999,60.068001,36636000,60.068001
"323",59.799999,59.931999,57.801998,58.242001,31692500,58.242001
"324",57.773998,58.433998,56.501999,57.537998,3.5e+07,57.537998
"325",58.216,60.048,57.632,58.669998,32788500,58.669998
"326",58.216,60.202,57.709999,60.015999,30453000,60.015999
"327",59.034,59.995998,57.950001,58.048,28139500,58.048
"328",58.257999,58.324001,56.466,56.674,24467000,56.674
"329",57,57.417999,55.692001,56.692001,28426500,56.692001
"330",56.700001,57.032001,55.450001,56.138,20068000,56.138
"331",55.75,57.158001,55.299999,57.096001,21780000,57.096001
"332",57.074001,58.894001,56.765999,58.816002,21823000,58.816002
"333",58.722,59.745998,58.5,58.779999,21141000,58.779999
"334",58.702,60.164001,58.644001,59.984001,23128000,59.984001
"335",59.714001,61.369999,59.556,60.23,44852000,60.23
"336",55.757999,57.608002,55.046001,56.889999,86760500,56.889999
"337",56.599998,59.372002,55.903999,58.818001,42847000,58.818001
"338",59.5,61.192001,59.034,60.554001,43391000,60.554001
"339",60.16,61.549999,59.799999,60.394001,29650000,60.394001
"340",60.082001,61.402,60.009998,61.369999,28637000,61.369999
"341",61.5,62.598,60.821999,61.004002,28258000,61.004002
"342",61.540001,61.776001,59.816002,60.212002,23398000,60.212002
"343",60.664001,60.987999,58.324001,58.394001,36434000,58.394001
"344",57.001999,57.391998,56.099998,56.835999,47596000,56.835999
"345",56.765999,57.762001,56.312,57.296001,28370000,57.296001
"346",57.18,57.838001,56.793999,56.908001,22103000,56.908001
"347",56.93,56.93,54.799999,55.363998,36259500,55.363998
"348",56.265999,58.298,56.259998,56.897999,45913000,56.897999
"349",57.551998,57.599998,54.683998,55.001999,44729000,55.001999
"350",55.551998,55.981998,54.799999,55.813999,29925500,55.813999
"351",55.68,56.222,54.978001,55.57,20883500,55.57
"352",55.526001,55.928001,55.122002,55.77,19375500,55.77
"353",55.702,57.299999,55.23,56.751999,28333000,56.751999
"354",56.658001,59.001999,56.32,58.344002,37448500,58.344002
"355",57.442001,58.074001,56.585999,56.945999,29598500,56.945999
"356",57.172001,58.389999,56.768002,58.363998,27122000,58.363998
"357",58.868,59.799999,58.709999,59.348,23989000,59.348
"358",59.540001,59.560001,57.348,58.226002,29976000,58.226002
"359",60.099998,64.433998,59.495998,63.900002,93836500,63.900002
"360",63.23,66,62.716,63.217999,71726500,63.217999
"361",63.799999,64.896004,63.43,63.532001,41026000,63.532001
"362",64.501999,66.931999,64.5,66.419998,65917500,66.419998
"363",68.940002,70.994003,67.599998,68.554001,111737000,68.554001
"364",69.342003,69.440002,67.959999,68.956001,47349000,68.956001
"365",69.526001,71.75,69.32,71.543999,54905000,71.543999
"366",70.767998,72.933998,70.25,71.634003,54241500,71.634003
"367",71.080002,74.746002,70.900002,74.166,60366000,74.166
"368",73.031998,74,69.25,70.510002,63809500,70.510002
"369",71.608002,72.875999,70.400002,72.444,41918500,72.444
"370",72.400002,73.241997,69.253998,69.501999,39835500,69.501999
"371",70.307999,70.449997,66.400002,66.725998,51330500,66.725998
"372",66.024002,67.694,65.5,66.601997,34656500,66.601997
"373",67.209999,68.709999,65.160004,68.400002,37262500,68.400002
"374",69,70.157997,67.900002,68.900002,41668500,68.900002
"375",69.732002,71.403999,69.222,69.986,41990000,69.986
"376",70.666,70.772003,68.482002,68.589996,32462000,68.589996
"377",72.014,72.956001,65.970001,67.014,93799000,67.014
"378",66.349998,66.498001,61.938,62.172001,61413000,62.172001
"379",62.751999,62.877998,59.243999,61.832001,87382000,61.832001
"380",60.990002,62.414001,60.400002,61.779999,44327500,61.779999
"381",62.397999,63.703999,61.599998,63.702,37984000,63.702
"382",64.912003,65.536003,63.84,64.494003,47357500,64.494003
"383",63.16,64.388,63.014,63.792,24420500,63.792
"384",64.286003,64.646004,62.554001,63.341999,28606000,63.341999
"385",63.116001,63.916,61.849998,63.773998,29349000,63.773998
"386",62.341999,63.032001,61.25,62.02,39093500,62.02
"387",61.762001,64.947998,61.700001,64.538002,34981000,64.538002
"388",65,65.099998,63.25,64.769997,28121000,64.769997
"389",63.265999,64.708,62.801998,64.045998,29576500,64.045998
"390",64.246002,64.648003,62.341999,62.716,25811000,62.716
"391",60.368,61.099998,58.571999,60.639999,54964500,60.639999
"392",60.883999,61.543999,58.509998,59.486,47954000,59.486
"393",59.348,61.924,58.900002,61.748001,35377000,61.748001
"394",60.970001,62.139999,60.728001,61.330002,23152500,61.330002
"395",61.450001,61.537998,59.068001,59.436001,28516500,59.436001
"396",59.18,59.220001,57.226002,58.034,34070500,58.034
"397",58.450001,59.664001,57.813999,59.627998,25384500,59.627998
"398",59.598,60.599998,58.599998,60.167999,50647000,60.167999
"399",65.688004,69.998001,64.632004,69.907997,116075000,69.907997
"400",69.561996,71,68.505997,69.634003,68282500,69.634003
"401",69.092003,70.996002,68.363998,68.398003,42821500,68.398003
"402",68.767998,77.491997,67.830002,75.914001,154379000,75.914001
"403",73.818001,76.528,73.424004,74.068001,122856000,74.068001
"404",73.110001,73.402,69.146004,70.489998,85919000,70.489998
"405",70.800003,72,69.199997,71.098,57760000,71.098
"406",72.225998,72.638,69.804001,71.281998,52319500,71.281998
"407",71.690002,71.839996,69.419998,69.528,34932000,69.528
"408",68.382004,68.898003,66.428001,67.737999,45506500,67.737999
"409",67.982002,68.456001,66.764,67.089996,30320000,67.089996
"410",64.699997,65.353996,60.706001,61.099998,94793000,61.099998
"411",58.34,61.700001,57.639999,61.688,87011500,61.688
"412",62.122002,64.958,61.799999,64.379997,65861000,64.379997
"413",64.174004,64.776001,62.933998,64.328003,29730000,64.328003
"414",63.827999,65.463997,63.619999,64.019997,25736500,64.019997
"415",64.139999,64.769997,63.880001,64.564003,18013000,64.564003
"416",63.599998,64.487999,61.762001,63.854,65396500,63.854
"417",63.681999,63.776001,62.237999,62.372002,38245500,62.372002
"418",62.054001,62.369999,60.737999,61.001999,37237000,61.001999
"419",60.452,60.919998,59.543999,60.630001,36083500,60.630001
"420",60.400002,61.062,59.720001,60.332001,26875500,60.332001
"421",59.388,59.638,57.599998,57.790001,41752500,57.790001
"422",57.009998,57.355999,55.436001,56.147999,38604000,56.147999
"423",56.959999,58.234001,55.776001,56.189999,37404000,56.189999
"424",52.02,53.669998,50.450001,52.647999,112459500,52.647999
"425",54.652,57.206001,54.200001,57.099998,71417500,57.099998
"426",55.894001,56.400002,54.709999,55.888,45850000,55.888
"427",56.287998,58.5,55.73,58.108002,50077000,58.108002
"428",57.604,59,57.035999,57.891998,31701500,57.891998
"429",57.751999,59.466,57.304001,59.040001,33828000,59.040001
"430",58.007999,60.174,57.625999,58.967999,34438000,58.967999
"431",59.338001,60.528,55.099998,56.992001,82737500,56.992001
"432",56.102001,60,56.099998,59.804001,41474500,59.804001
"433",60.712002,61.195999,58.666,59.666,36747000,59.666
"434",59.540001,60.116001,59.074001,59.82,25252500,59.82
"435",59.695999,60.599998,58.716,59.936001,24215000,59.936001
"436",60,60.919998,59.299999,60.198002,22408500,60.198002
"437",60.382,62.778,60.222,61.916,39216000,61.916
"438",62.580002,62.992001,61.382,61.504002,42545500,61.504002
"439",54.051998,55.599998,52.112,52.953999,168248500,52.953999
"440",61.153999,62.287998,60.209999,62.139999,108888000,62.139999
"441",62.790001,63.368,59.830002,60.203999,58717500,60.203999
"442",60.666,60.919998,58.313999,58.959999,39975000,58.959999
"443",58.790001,58.799999,55.534,56.366001,49071000,56.366001
"444",54.93,54.976002,52,52.389999,89722500,52.389999
"445",52.903999,53.551998,49.799999,50.112,67363500,50.112
"446",51.049999,53.354,50.66,52.560001,60303000,52.560001
"447",52.922001,53.102001,49.554001,51.375999,64076500,51.375999
"448",51.506001,52.450001,49.806,50.445999,40838500,50.445999
"449",52.200001,52.397999,50.402,51.756001,36007000,51.756001
"450",51.812,52.655998,50.908001,51.917999,3.1e+07,51.917999
"451",53.139999,55.476002,52.448002,55.318001,47632000,55.318001
