"","EQR.Open","EQR.High","EQR.Low","EQR.Close","EQR.Volume","EQR.Adjusted"
"477",69.449997,70.269997,69.080002,69.5,1327800,62.74025
"478",69.470001,69.540001,68.739998,69.110001,377800,62.388187
"479",69.449997,69.550003,68.690002,69.449997,1558300,62.695107
"480",69.480003,69.970001,68.959999,69.849998,1859600,63.056206
"481",69.68,70.410004,69.599998,70.220001,1730300,63.390228
"482",69.989998,70.580002,69.32,70.269997,1975800,63.43536
"483",70.610001,71.290001,70.18,71.25,2534500,64.320045
"484",71.5,71.889999,71.199997,71.879997,2157900,64.888763
"485",71.739998,71.93,70.589996,70.760002,2057100,63.877697
"486",70.449997,72.75,69.589996,72.650002,2593000,65.583878
"487",72.389999,72.620003,71.32,71.669998,2114200,64.699188
"488",71.900002,71.940002,70.480003,71.510002,1795500,64.554749
"489",71.839996,72.099998,71.379997,71.419998,1262700,64.473503
"490",71.790001,71.989998,69.400002,69.5,1795000,62.74025
"491",69.629997,70.589996,69.629997,70.019997,1936300,63.209667
"492",69.860001,70.169998,69.580002,69.940002,1732600,63.137444
"493",70.139999,70.419998,67.57,67.739998,2097900,61.151421
"494",68.209999,69,67.809998,68.32,1783000,61.675018
"495",68.650002,69.370003,67.879997,68.230003,1539900,61.593781
"496",68.349998,68.919998,67.540001,68.120003,1777700,61.494484
"497",68.120003,70.059998,67.220001,67.239998,3744100,60.700062
"498",67.239998,67.440002,63.68,63.68,731500,57.48632
"499",63.84,65.419998,63.169998,65.419998,1606400,59.057079
"500",65.059998,66.059998,63.939999,66.059998,1850100,59.634834
"501",66.68,67.080002,65.410004,66.239998,1398800,59.797333
"502",65.779999,66.019997,64.739998,66.010002,1266000,60.079483
"503",65.419998,65.43,63.41,63.759998,1300000,58.03162
"504",63.669998,65.059998,63.669998,64.160004,1744700,58.395687
"505",64.330002,65.199997,64.160004,64.559998,1462500,58.75975
"506",64.769997,65.559998,64.660004,65.099998,1792200,59.251228
"507",65.330002,66.410004,65.190002,66.32,2047900,60.361626
"508",66.489998,66.519997,65.68,66.32,1119500,60.361626
"509",66.550003,67.550003,66.120003,67.410004,1211900,61.353699
"510",67.300003,67.779999,67.110001,67.550003,1606100,61.481125
"511",67.269997,67.910004,66.959999,67.629997,1590400,61.553925
"512",67.760002,68.709999,67.699997,68.459999,1354900,62.309353
"513",68.330002,69.190002,67.800003,69.080002,1911000,62.873665
"514",69.019997,69.940002,69.019997,69.910004,2684300,63.629097
"515",70.169998,70.32,69.5,70.120003,1741900,63.820221
"516",70.080002,70.43,69.639999,70.400002,1858000,64.075058
"517",70.139999,70.599998,69.949997,70.339996,2299100,64.020447
"518",70.32,70.580002,69.610001,70.349998,919900,64.029549
"519",70.470001,70.879997,70.290001,70.669998,2190700,64.320808
"520",70.379997,71.730003,70.379997,71.720001,1647200,65.276466
"521",71.43,72.379997,71.43,72.370003,1966700,65.868073
"522",72.089996,72.68,71.610001,72,2494600,65.531319
"523",71.400002,72.669998,71,72.559998,2403900,66.040993
"524",72.790001,72.940002,70.779999,72.019997,1528400,65.549522
"525",71.620003,72.809998,71.410004,72.790001,1518800,66.250343
"526",72.330002,73,71.830002,72.949997,1334100,66.395981
"527",72.82,73.010002,72.440002,73,1192300,66.441467
"528",72.860001,73.629997,72.459999,73.540001,1470000,66.932968
"529",73.290001,73.839996,73.160004,73.440002,1695300,66.841949
"530",73.480003,73.849998,73.190002,73.459999,1587600,66.860146
"531",73.400002,73.400002,72.360001,72.540001,2018300,66.022804
"532",72.279999,73.370003,72.129997,73.290001,1246800,66.705414
"533",73.360001,73.470001,72.830002,73.120003,1037100,66.55069
"534",73.720001,73.739998,72.970001,73.209999,1968900,66.632622
"535",73.07,73.580002,73.040001,73.529999,1393500,66.923859
"536",73.419998,73.449997,71.870003,72.68,1888900,66.15023
"537",72.279999,73.900002,72.059998,73.860001,1487600,67.22422
"538",74,74.43,73.559998,74.230003,1395400,67.560989
"539",74.370003,74.459999,73.400002,73.5,1292000,66.896545
"540",73.730003,73.900002,73.230003,73.720001,1004800,67.096786
"541",73.269997,73.639999,72.870003,73.330002,1123100,66.741821
"542",73.239998,74.68,73.059998,73.690002,2830700,67.069481
"543",73.650002,73.68,72.639999,73.5,1374700,66.896545
"544",73.720001,74.120003,73.209999,73.980003,1805200,67.333435
"545",73.919998,74.459999,73.830002,73.93,1278600,67.287918
"546",74.010002,74.18,73.529999,73.550003,1065000,66.942062
"547",73.660004,74.199997,73.169998,73.43,1422000,66.832848
"548",73.449997,73.980003,73.120003,73.639999,957100,67.023979
"549",73.889999,74.540001,73.459999,74.440002,1271000,67.752098
"550",74.5,75.169998,74.360001,75.050003,1622300,68.307304
"551",75.129997,75.650002,74.879997,74.910004,1201500,68.179878
"552",74.839996,75.059998,74.540001,75.059998,1321400,68.316399
"553",75.059998,75.25,74.449997,74.760002,2416000,68.043365
"554",74.849998,75.129997,73.540001,73.980003,1361700,67.333435
"555",73.910004,74.150002,73.25,73.5,1441900,66.896545
"556",73.459999,74.139999,72.779999,73.620003,1208700,67.005775
"557",73.370003,74.919998,73.32,74.790001,1159500,68.070656
"558",74.510002,75.709999,74.400002,74.400002,1484800,68.233902
"559",74.57,74.849998,74.150002,74.470001,803900,68.298111
"560",74.739998,75.18,74.559998,75.139999,1177200,68.912575
"561",75.550003,75.550003,74.449997,74.980003,1152600,68.765839
"562",75.300003,75.660004,74.809998,75.629997,1015800,69.361969
"563",75.489998,75.690002,75.040001,75.32,1995900,69.07766
"564",75.029999,75.32,73.739998,74.980003,1465200,68.765839
"565",75.089996,75.879997,74.230003,75.690002,1665400,69.416992
"566",75.449997,75.75,74.889999,75.389999,1282900,69.141861
"567",75.57,75.57,74.790001,75.279999,762400,69.04097
"568",75.25,75.75,75.029999,75.610001,761400,69.343628
"569",75.5,75.830002,75.07,75.559998,831600,69.297768
"570",75.690002,75.800003,75.129997,75.389999,877200,69.141861
"571",75.75,76.389999,75.419998,76.349998,1746000,70.022301
"572",76.489998,76.919998,76.230003,76.690002,1926900,70.334114
"573",76.5,77.459999,75.919998,77.449997,1659300,71.031128
"574",77.540001,77.639999,76.949997,77.599998,1791400,71.168686
"575",77.589996,77.589996,75.339996,75.730003,1732800,69.453674
"576",75.709999,75.849998,74.040001,74.290001,2010000,68.133018
"577",74.260002,75.18,73.910004,75.07,1584600,68.848381
"578",74.699997,74.830002,73.290001,74.169998,1543500,68.022957
"579",74.470001,75.129997,74.190002,74.959999,1009400,68.747505
"580",75.239998,75.839996,74.760002,75.470001,1230800,69.215225
"581",75.099998,76.190002,74.949997,75.970001,769100,69.673782
"582",76.370003,76.580002,75.860001,76.199997,836800,69.88472
"583",75.949997,76.470001,75.190002,75.300003,693400,69.059311
"584",75.410004,76.68,75.080002,76.419998,1516700,70.086479
"585",76.260002,77.690002,76.260002,76.519997,1244500,70.1782
"586",76.519997,77.449997,75.879997,76.400002,907100,70.068153
"587",76.550003,76.769997,75.849998,76.589996,1862300,70.242401
"588",76.43,76.650002,75.900002,76.209999,928800,69.893898
"589",76.010002,76.199997,74.290001,74.769997,841300,68.573235
"590",74.870003,75.519997,74.379997,74.440002,802700,68.270584
"591",74.389999,74.870003,73.849998,74.82,770800,68.61908
"592",74.720001,76.120003,74.720001,75.830002,819800,69.545403
"593",75.330002,76,75,75.839996,979700,69.554558
"594",75.900002,76.309998,75.660004,75.809998,807900,69.527031
"595",75.919998,76.589996,75.809998,76.190002,555000,69.875549
"596",75.669998,77.059998,75.669998,76.809998,945200,70.444168
"597",76.5,76.989998,76.160004,76.620003,1174000,70.269913
"598",76.580002,76.849998,75.309998,75.75,799300,69.472023
"599",76,76.800003,76,76.360001,776000,70.031464
"600",76.339996,76.800003,76.019997,76.639999,561700,70.288254
"601",76.510002,77.120003,76.339996,77.110001,897400,70.719299
"602",77.379997,77.639999,77.110001,77.190002,779900,70.792671
"603",77.57,77.830002,76.209999,76.209999,1721900,69.893898
"604",76.419998,76.599998,75.290001,75.669998,1793200,69.398643
"605",75.800003,76.239998,75.589996,75.82,1178900,69.536224
"606",76.209999,77.279999,75.540001,76.57,1676500,70.22406
"607",76.75,77.169998,75.650002,76.239998,1524600,69.921402
"608",76.139999,76.209999,74.730003,75.480003,1633300,69.22438
"609",76.089996,77.370003,75.489998,77.25,1872700,70.847702
"610",77.349998,78,77.050003,77.790001,906900,71.342941
"611",78.099998,78.540001,77.790001,77.980003,738900,71.517204
"612",78.050003,78.050003,76.93,77.830002,1159800,71.379631
"613",77.949997,78.029999,77.07,77.800003,726800,71.352127
"614",77.830002,78.330002,77.18,77.650002,998900,71.214554
"615",77.540001,77.93,77.389999,77.93,1126000,71.471329
"616",78,78.519997,77.800003,78.260002,1153500,71.773987
"617",78.489998,79.150002,78.309998,78.669998,958000,72.150009
"618",79.199997,79.309998,77.389999,78.050003,1450000,71.58139
"619",77.699997,78.720001,77.510002,78.43,1065200,71.929901
"620",78.669998,79.470001,78.650002,78.830002,1250600,72.296753
"621",79.040001,79.160004,77.489998,78.029999,2764100,71.563057
"622",78.339996,78.449997,77.709999,78.269997,794300,71.783157
"623",78.360001,78.760002,76.839996,76.910004,956000,70.535881
"624",76.839996,76.910004,75.040001,75.650002,1558100,69.38031
"625",75.57,76.480003,75.260002,75.610001,876300,69.868217
"626",75.68,76.660004,75.629997,75.919998,1934500,70.154663
"627",76.370003,76.410004,74.830002,76.139999,891700,70.357956
"628",76.349998,77.720001,76.349998,77.43,1266400,71.550011
"629",77.709999,78.57,77.610001,78.339996,530100,72.3909
"630",77.889999,78.150002,76.629997,77.919998,639500,72.0028
"631",78.050003,78.900002,78,78.830002,802200,72.843689
"632",78.75,79.470001,78.440002,79.32,1084200,73.296471
"633",79.449997,79.870003,79.07,79.57,1202800,73.527481
"634",79.830002,79.849998,78.629997,79.290001,1554300,73.268753
"635",79.440002,79.440002,78.730003,78.849998,939400,72.862167
"636",79,79.589996,78.550003,79.129997,794400,73.120895
"637",78.959999,79.18,78.57,78.849998,732900,72.862167
"638",78.980003,79.300003,77.830002,78.639999,1138100,72.668114
"639",78.559998,78.849998,77.739998,78.589996,711300,72.62191
"640",78.779999,79.080002,76.93,77.150002,1212600,71.291267
"641",77.199997,77.470001,76.760002,76.879997,1318100,71.041763
"642",76.889999,77.989998,76.379997,77.959999,984600,72.039749
"643",78.110001,78.18,77.370003,77.43,1443900,71.550011
"644",77.809998,78.239998,77.260002,78.099998,1505500,72.169121
"645",78.230003,78.699997,78.059998,78.559998,1289900,72.594193
"646",78.75,80.07,78.739998,79.610001,1482000,73.564461
"647",79.550003,80.620003,79.209999,79.540001,1768000,73.499771
"648",79.93,81.879997,78.830002,78.889999,2469100,72.899124
"649",78.82,79.980003,77.5,79.580002,2317100,73.536736
"650",79.610001,81.099998,79.379997,80.480003,1551500,74.368378
"651",80.480003,80.540001,77.480003,78.18,1572800,72.243042
"652",78.330002,79.400002,77.730003,79.139999,1296700,73.13015
"653",79.040001,80.43,77.919998,79.779999,1150300,73.721535
"654",79.900002,80.93,79.019997,80.839996,1331800,74.70105
"655",80.769997,81.440002,80.050003,81.269997,1939500,75.098396
"656",81.190002,81.739998,80.739998,81.220001,833900,75.0522
"657",81.110001,81.190002,79.550003,80.889999,1339600,74.747253
"658",81.050003,81.160004,79.790001,79.82,916900,73.758507
"659",80.110001,81.379997,79.910004,81.150002,1282500,74.987518
"660",81.360001,81.989998,79.910004,81.639999,1098000,75.4403
"661",82,82.910004,81.529999,82.769997,1036600,76.484482
"662",82.949997,83.110001,82.279999,82.440002,1068200,76.17955
"663",82.400002,82.860001,82.010002,82.629997,625600,76.355118
"664",82.720001,83.080002,82.18,83,830300,76.697021
"665",82.959999,83.800003,82.529999,82.75,2343300,76.466003
"666",83.190002,83.610001,82.480003,83.610001,1728100,77.260696
"667",83.989998,84.230003,83.540001,83.779999,1933200,77.417786
"668",83.849998,84.050003,83.339996,83.629997,1749600,77.279182
"669",83.849998,84.410004,83.489998,84.269997,874600,77.870567
"670",84.5,84.93,84.029999,84.760002,1510100,78.32338
"671",84.639999,85.849998,84.620003,85.790001,1565100,79.275146
"672",86.209999,86.360001,85.610001,86.290001,1364900,79.737183
"673",86.120003,86.370003,85.470001,85.989998,1234900,79.459969
"674",86.25,87.089996,86.089996,86.849998,1614800,80.254646
"675",86.519997,86.529999,85,85.110001,2185100,78.646774
"676",84.709999,84.82,83.019997,84.459999,1585800,78.046143
"677",84.25,84.779999,83.360001,84.769997,1486100,78.332611
"678",85.599998,86.080002,84.32,85.360001,1374900,78.8778
"679",85.050003,85.440002,84.07,84.550003,1549800,78.129318
"680",84.519997,85.269997,84.150002,85.050003,1507600,78.591347
"681",85.290001,86.139999,84.849998,85.870003,1659000,79.349068
"682",85.860001,85.949997,84.699997,85.269997,1848700,78.79464
"683",85.25,85.860001,85.25,85.510002,1247500,79.016411
"684",85.809998,85.809998,84.93,85.169998,7515200,78.702225
"685",84.470001,85.800003,84.239998,85.230003,1519200,78.757683
"686",85.43,86.32,85.160004,85.470001,1272500,78.979454
"687",85.599998,86.300003,85.489998,86.089996,966600,79.552353
"688",86.43,87.169998,86.300003,86.760002,999400,80.171486
"689",86.440002,86.599998,85.550003,86.25,1108900,80.225441
"690",86.129997,86.720001,86.129997,86.260002,1469200,80.234734
"691",86.110001,86.559998,85.279999,86.169998,995000,80.151031
"692",86.150002,86.610001,84.900002,86.099998,1468600,80.085907
"693",85.949997,87.239998,85.82,87.080002,1429900,80.997459
"694",87.080002,87.610001,87,87.470001,1567200,81.360214
"695",87.059998,88.080002,87.050003,87.760002,1428000,81.629967
"696",87.690002,88.330002,87.129997,87.550003,1943600,81.434639
"697",87.730003,88.389999,87.339996,87.580002,1275700,81.46254
"698",87.290001,88.379997,87.089996,88.160004,1055400,82.002029
"699",88.129997,88.489998,87.050003,87.629997,1298700,81.509041
"700",87.43,87.919998,87.150002,87.580002,1310500,81.46254
"701",87.580002,87.949997,87.139999,87.559998,1988300,81.443932
"702",87.629997,88.050003,86.82,88.019997,1139000,81.871788
"703",87.669998,88.239998,87.57,87.75,1902900,81.620667
"704",87.620003,88.459999,87.389999,88.370003,1640400,82.197357
"705",88.110001,88.75,87.720001,88.720001,1327900,82.522919
"706",89.110001,89.120003,88.169998,88.440002,1356600,82.262466
"707",88.300003,88.650002,85.940002,87.839996,2968200,81.704369
"708",87.849998,88.120003,86.889999,87.580002,1195400,81.46254
"709",87.379997,87.809998,87.010002,87.68,931800,81.55555
"710",87.580002,87.650002,87.029999,87.449997,1244500,81.341599
"711",87.199997,87.93,87.010002,87.57,1571200,81.453239
"712",87.949997,88.900002,87.610001,88.849998,1125000,82.643814
"713",88.940002,89.550003,88.519997,88.660004,1453100,82.467102
"714",88.669998,89.199997,87.510002,88.139999,1270400,81.983421
"715",87.870003,87.940002,86.739998,87.029999,1279700,80.950958
"716",86.470001,86.470001,83.900002,84.809998,2275400,78.886017
"717",85.029999,85.779999,85.029999,85.580002,1237800,79.602242
"718",85.120003,85.169998,83.650002,84.07,2025900,78.197716
"719",83.830002,84.440002,83.769997,83.980003,978300,78.113998
"720",84.110001,84.620003,83.669998,84.160004,856700,78.281441
"721",84.260002,85.040001,83.279999,83.410004,1435600,77.583817
"722",83.769997,84.989998,83.769997,84.870003,1375600,78.941833
"723",85.199997,85.809998,84.889999,85.779999,1309500,79.788261
"724",85.800003,86.5,85.57,86.459999,1412300,80.420769
"725",86.68,87.610001,86.540001,86.989998,927000,80.913742
"726",87.089996,87.349998,86.470001,87.07,982800,80.988167
"727",87.07,87.57,86.629997,86.660004,954000,80.606796
"728",86.32,86.400002,84.870003,85.050003,1969300,79.109261
"729",85.230003,85.470001,84.32,84.790001,2695100,78.867416
"730",85.029999,85.709999,84.339996,84.519997,1808100,78.61628
"731",84.730003,85.739998,84.580002,85.370003,3606600,79.406898
"732",85.190002,85.93,84.919998,85.629997,1316400,79.648743
"733",85.769997,86.279999,85.07,85.099998,762900,79.155762
"734",84.860001,85.150002,83.410004,83.5,2634400,77.667534
"735",83.620003,84.360001,83.519997,83.849998,1802400,77.993065
"736",83.360001,84.800003,83.360001,84.25,1985200,78.365128
"737",84.059998,84.589996,83.730003,84.540001,1489000,78.63488
"738",84.540001,85.040001,84.169998,84.440002,1223800,78.541862
"739",84.540001,84.690002,83.860001,84.550003,1066400,78.644173
"740",84.849998,84.989998,83.879997,84.139999,1096700,78.262825
"741",84.150002,84.43,82.410004,82.68,1376700,76.9048
"742",82.599998,83,81.269997,81.779999,2147400,76.067665
"743",81.940002,82.43,80.550003,81.010002,1762300,75.351448
"744",81.190002,81.639999,80.389999,81.5,1991900,75.807213
"745",81.779999,81.879997,80.029999,80.110001,1603800,74.514313
"746",79.480003,80.620003,79.220001,80.290001,2775400,74.681747
"747",80.360001,80.540001,80.029999,80.360001,2198600,74.746857
"748",79.470001,80.779999,79.019997,80.300003,5480000,74.691048
"749",80.720001,80.720001,79.559998,79.709999,1087000,74.14225
"750",79.839996,80.419998,79.660004,80.379997,409400,74.76545
"751",80.589996,80.650002,80.199997,80.589996,833900,74.960793
"752",80.940002,81.160004,80.599998,80.949997,1008400,75.295639
"753",80.699997,81.160004,80.5,80.720001,1166000,75.081711
"754",80.290001,80.919998,80.050003,80.919998,1265600,75.801117
"755",81.32,81.480003,79.349998,79.769997,1797800,74.723869
"756",79.449997,80.919998,79.410004,80.800003,1326500,75.688728
"757",80.639999,81.449997,80.169998,81.029999,1764300,75.904167
"758",79.860001,80.860001,79.510002,79.830002,1194800,74.780067
"759",79.919998,80.449997,79.639999,80,2388900,74.939316
"760",79.93,80.489998,79.769997,80.410004,892800,75.323387
"761",80.580002,81.300003,80.160004,81.260002,1291000,76.119614
"762",81.059998,82.309998,81.059998,82.279999,1397500,77.075081
"763",81.889999,82,80.68,81.160004,1223500,76.025948
"764",81.629997,82.25,81.239998,82.07,1228100,76.87838
"765",82.190002,82.529999,81.629997,82.510002,1021600,77.290535
"766",82.449997,82.790001,81.989998,82.5,1797400,77.281181
"767",82.940002,83.32,82.379997,83.300003,1577300,78.030571
"768",83.629997,83.779999,82.099998,82.389999,1427400,77.178123
"769",82.419998,83.110001,82.050003,83.080002,1308500,77.824478
"770",83.25,83.279999,82.269997,82.760002,1117900,77.524742
"771",82.449997,83.010002,82.120003,82.339996,1198900,77.13131
"772",82.480003,83.07,82.230003,82.720001,1473500,77.487267
"773",86.199997,87.529999,81.209999,82.269997,2311000,77.06572
"774",81.959999,83.989998,81.830002,83.970001,1820300,78.65818
"775",83.989998,84.239998,82.879997,83.080002,1514200,77.824478
"776",83.349998,83.870003,82.660004,82.839996,1560500,77.599655
"777",83,83.989998,82.959999,83.639999,815100,78.34906
"778",83.559998,84.209999,83.029999,83.309998,976500,78.03994
"779",83.519997,84.040001,83.470001,83.870003,1141500,78.564507
"780",84.120003,84.449997,83.82,84.199997,1517500,78.873634
"781",84.739998,84.970001,84.339996,84.940002,1477800,79.566833
"782",84.849998,85.290001,84.5,84.790001,1265200,79.426315
"783",84.650002,85.269997,84.230003,84.790001,1418200,79.426315
"784",84.620003,85.419998,84.620003,85.220001,1202500,79.829117
"785",85.57,86.459999,85.449997,86.459999,939200,80.990669
"786",86.68,86.860001,85.440002,86.269997,879800,80.812691
"787",86.190002,86.269997,85.330002,85.339996,1068500,79.941521
"788",85.400002,86.470001,85.080002,86.400002,1023800,80.934464
"789",86.18,87.139999,86.099998,87.010002,1517400,81.50589
"790",86.370003,87.190002,85.730003,85.790001,1059000,80.36306
"791",86.040001,86.209999,83.389999,83.510002,1270500,78.22728
"792",83.919998,84.580002,83.349998,83.360001,1997300,78.086777
"793",82.400002,83.370003,78.449997,78.459999,2179500,73.496735
"794",77.160004,77.160004,73.300003,75.099998,3257500,70.349281
"795",75.559998,79.099998,75.230003,79.07,2325400,74.068153
"796",79.089996,81.07,78,78.559998,2805400,73.590408
"797",79.690002,81.18,78.830002,81.029999,2379500,75.904167
"798",79.919998,80.459999,78.220001,79.370003,1623600,74.34919
"799",77.300003,78.199997,75.330002,77.639999,2233500,72.728615
"800",73.150002,75.580002,73.099998,74.470001,3436000,69.75914
"801",76.150002,79.93,75.129997,79.93,4259800,74.873749
"802",78.010002,78.029999,74.669998,75.099998,3700900,70.349281
"803",70.360001,75.93,68.300003,70.010002,5119200,65.581284
"804",74,74.220001,69.290001,73.610001,4670800,68.953537
"805",68.57,68.839996,61.099998,61.16,4111800,57.291115
"806",63.060001,66.879997,60.849998,66.459999,3220800,62.25584
"807",62.200001,64.709999,58.610001,60.869999,3663700,57.019459
"808",60.5,62.93,59.009998,60.610001,3510900,56.775906
"809",60.290001,61.209999,54.619999,55.290001,3495100,52.312893
"810",55.290001,55.400002,49.619999,51.389999,3682000,48.622887
"811",53.09,54.450001,50.639999,52.150002,3835100,49.341969
"812",51.68,57.880001,50.18,54.57,3843900,51.631657
"813",54.57,59.380001,53.34,59.23,3252400,56.040741
"814",57.279999,64.43,57.009998,62.68,2830600,59.304974
"815",63.490002,63.889999,59.34,62.580002,3550300,59.210361
"816",61.709999,62.52,59.040001,61.709999,5240400,58.387203
"817",59.07,59.959999,54.880001,57.700001,2907300,54.593124
"818",56.259998,58.060001,53.240002,54.57,3175700,51.631657
"819",53.970001,55.419998,52.790001,54.259998,2757900,51.338356
"820",57.099998,60.470001,56.48,60.110001,2530800,56.87336
"821",62.549999,63.75,60.59,60.68,2742400,57.412666
"822",61.330002,65.790001,60.66,65.25,3264600,61.736591
"823",66.269997,70.610001,66.269997,69.419998,3806000,65.68206
"824",68.620003,68.940002,66.139999,66.5,1482700,62.919285
"825",68.269997,69.889999,67.860001,68.919998,1580600,65.208977
"826",66.860001,67.970001,65.059998,65.989998,2252300,62.436752
"827",66.089996,67.059998,64.57,65.230003,2300400,61.717674
"828",66.839996,70.150002,66.330002,69.790001,1790400,66.03215
"829",68.510002,69.279999,65.540001,65.610001,2056000,62.077209
"830",63.549999,65.459999,63.52,63.810001,2757700,60.374134
"831",64.970001,66.129997,64.599998,65.660004,1703500,62.124523
"832",65.830002,65.93,63.279999,63.810001,1989100,60.374134
"833",62.02,64.580002,61.150002,63.990002,2210600,60.544437
"834",64.849998,65.709999,64.150002,65.300003,1375600,61.783901
"835",67.07,67.489998,64.360001,64.870003,1962100,61.377056
"836",65.690002,67.080002,64.550003,65.82,2047000,62.275906
"837",65.089996,65.220001,63.560001,65.059998,1843100,61.55682
"838",63.34,64.089996,62.060001,62.310001,2073100,58.954899
"839",61.560001,62.549999,60.150002,62.5,2262600,59.134666
"840",63.209999,63.560001,62.040001,62.41,2763300,59.049511
"841",62.669998,63.41,60.82,61.02,2807300,57.734356
"842",61.880001,64.099998,61.16,63.049999,5138300,59.655052
"843",64.220001,65.07,63.200001,64.220001,2169300,60.762058
"844",64.660004,64.660004,62.27,63.509998,2387200,60.090279
"845",63.849998,64.040001,59.610001,60.110001,3823600,56.87336
"846",59.619999,60.189999,58.459999,58.619999,3524500,55.463589
"847",57.52,57.869999,55.799999,57.52,3291300,54.422821
"848",57.080002,57.330002,55.490002,57.130001,5298400,54.053814
"849",59.240002,61.27,59.220001,60.459999,2779600,57.204514
"850",59.959999,60.330002,57.700001,57.720001,3056400,54.612045
"851",58.5,59.470001,57.669998,58.93,3141400,55.756901
"852",58.709999,59.599998,57.889999,57.93,2463200,54.810741
"853",58.02,58.259998,56.790001,57.400002,2835300,54.309277
"854",59.470001,61.209999,58.93,60.27,3796700,57.024742
"855",62.299999,62.389999,59.389999,60.130001,4037600,56.892284
"856",61.25,61.279999,59.57,60.869999,4583200,57.592434
"857",60.400002,60.990002,59.619999,60.560001,5723700,57.299129
"858",60.540001,61.610001,59.799999,61.099998,3035300,57.810051
"859",61.689999,61.830002,60.310001,60.459999,3076700,57.204514
"860",61.189999,62.310001,60.959999,61.630001,6278700,58.31152
"861",61.200001,62.220001,60.049999,61.66,3720700,58.339897
"862",64.330002,66.720001,64.330002,66.400002,4172300,62.824677
"863",67.550003,68.510002,66.389999,68.169998,3252400,64.499367
"864",65.68,66.379997,65,65.389999,2145300,61.869057
"865",65.07,65.660004,63.639999,64.620003,2025300,61.140522
"866",61.619999,62.779999,61.110001,61.66,2959500,58.339897
"867",63.810001,63.91,60.869999,63.57,4423900,60.147053
"868",61.259998,64.209999,61.080002,63.34,2981500,59.929443
"869",65.699997,66.43,64.07,64.690002,2406800,61.206749
"870",65.029999,65.459999,62.459999,62.52,1665400,59.153587
"871",61.790001,62.619999,61.279999,61.939999,3533600,58.60482
"872",62.259998,62.52,59.560001,59.580002,6981700,56.926086
"873",59.549999,59.91,58.889999,59.290001,2840500,56.649002
"874",59.950001,59.950001,58.360001,58.77,2805900,56.152168
"875",57.970001,58.349998,56.650002,57.48,4946900,54.919624
"876",57.119999,58.48,56.869999,58.400002,3591200,55.798645
"877",58.189999,58.610001,56.779999,57,3305400,54.461002
"878",57.16,57.700001,56.310001,57.669998,2309600,55.101158
"879",57.799999,58.98,57.349998,58.82,3317000,56.199936
"880",58.939999,60.939999,58.549999,60.830002,1901600,58.120407
"881",61.68,62.189999,60.200001,60.59,1509500,57.891094
"882",61.82,62.029999,59.360001,59.59,3345900,56.935638
"883",58.560001,59.080002,57.52,57.59,1762800,55.024731
"884",57.669998,57.830002,57.139999,57.48,3393400,54.919624
"885",57.310001,57.610001,56.32,56.709999,2638000,54.183926
"886",56.599998,57.5,56.490002,56.700001,3866600,54.174374
"887",57.110001,57.450001,56.470001,57.02,1679900,54.480118
"888",56.900002,58.049999,56.599998,57.02,1745800,54.480118
"889",58.009998,58.419998,57.32,57.720001,2094600,55.148933
"890",57.290001,57.700001,56.900002,57.220001,1733900,54.671207
"891",57.279999,57.5,56.689999,56.98,2035900,54.441895
"892",56.5,56.799999,55.040001,55.169998,3426100,52.712524
"893",55.279999,55.849998,54.459999,54.57,2954900,52.139244
"894",54.18,55.889999,53.790001,55.700001,2916900,53.218914
"895",55.439999,55.919998,54.07,54.830002,2014500,52.387665
"896",54.740002,54.970001,53.830002,54.34,3184900,51.919498
"897",54.080002,54.080002,52.720001,53.330002,2045700,50.954483
"898",53.09,55.060001,53.080002,54.66,2456400,52.225243
"899",54.259998,54.830002,52.669998,53.59,3319300,51.202904
"900",52.799999,54.02,52.689999,53.950001,2100900,51.546867
"901",53.810001,53.990002,52.580002,53.630001,2452200,51.241119
"902",52.619999,53,52.150002,52.330002,2292600,49.999027
"903",52.349998,53.700001,51.689999,53.459999,4036200,51.078693
"904",54.279999,54.32,53.18,53.32,2921000,50.944931
"905",53.150002,54.040001,53.150002,53.639999,2047600,51.250675
"906",53.32,55.5,53.32,55.189999,3007100,52.731628
"907",55.279999,55.970001,54.849998,55.360001,2269200,52.894062
"908",55.98,56.279999,54.48,54.75,2467400,52.311234
"909",54.959999,55.279999,54.07,54.82,2303300,52.378109
"910",54.419998,54.900002,53.330002,53.509998,1841300,51.126465
"911",53.59,55.080002,53.029999,54.389999,2100100,51.967266
"912",54.419998,55.400002,54.040001,55.389999,2656200,52.922718
"913",55.459999,55.549999,54.450001,55.369999,2148200,52.903614
"914",55.290001,55.290001,53.939999,54.150002,2642800,51.737961
"915",54.040001,55.509998,53.919998,55.25,1570600,52.78896
"916",55.369999,55.57,53.779999,54.689999,1969300,52.253899
"917",54.599998,56.02,53.959999,55.91,2327200,53.419556
"918",55.869999,56.580002,55.68,56.560001,1784300,54.040611
"919",56.209999,56.209999,54.630001,54.919998,1703500,52.473656
"920",55.040001,56.779999,55.040001,56.630001,1802800,54.107487
"921",56.959999,57.060001,56.09,57.029999,1711600,54.48967
"922",56.759998,56.880001,56.009998,56.450001,2143500,53.935509
"923",56.68,56.830002,55.759998,56.779999,2320300,54.250805
"924",56.810001,57.759998,56.360001,57.689999,2137200,55.12027
"925",57.91,59.099998,57.040001,57.400002,1990800,54.843189
