"","UAL.Open","UAL.High","UAL.Low","UAL.Close","UAL.Volume","UAL.Adjusted"
"449",81.309998,81.470001,79.330002,80.18,2870700,80.18
"450",80.400002,81.949997,80.099998,81.339996,3512600,81.339996
"451",81.599998,84.209999,81.230003,83.519997,4965800,83.519997
"452",88.019997,89.480003,86.160004,88.489998,10329500,88.489998
"453",89,89.610001,86.519997,87.089996,4979800,87.089996
"454",87.260002,88.830002,87.019997,87.43,4582700,87.43
"455",87.839996,89.230003,87.339996,88.610001,3820100,88.610001
"456",87.019997,87.610001,84.440002,86.330002,5809000,86.330002
"457",86.07,86.709999,81.919998,82.190002,5220800,82.190002
"458",82.690002,86.269997,82.480003,85.599998,4328600,85.599998
"459",84.099998,85.580002,82.839996,84.629997,3364300,84.629997
"460",85.980003,86.949997,83.919998,84.989998,3902000,84.989998
"461",84.379997,86.25,84.379997,85.849998,4363200,85.849998
"462",87.25,87.699997,85.370003,85.510002,3796500,85.510002
"463",85.620003,88.470001,85.620003,88.040001,3398900,88.040001
"464",88.470001,90.279999,88.010002,88.68,3335900,88.68
"465",88.980003,89.82,88.279999,89.470001,2735500,89.470001
"466",90,90.25,88.830002,89.639999,2187400,89.639999
"467",90.220001,92.330002,89.650002,92.160004,3792200,92.160004
"468",92.089996,92.849998,91.529999,92.559998,2460300,92.559998
"469",92.410004,93.599998,91.739998,92.349998,4254100,92.349998
"470",92.360001,92.690002,91.029999,91.199997,2903200,91.199997
"471",91.629997,93.379997,91.629997,92.599998,3696600,92.599998
"472",93.029999,93.470001,91.379997,91.790001,2387000,91.790001
"473",91.400002,92.660004,89.019997,91.980003,3691500,91.980003
"474",91.839996,92.599998,90.07,92.260002,2837900,92.260002
"475",92.32,92.949997,91.160004,92.089996,2684600,92.089996
"476",91.199997,92.790001,90.449997,91.769997,3232500,91.769997
"477",91.919998,93.379997,91.82,92.860001,3771600,92.860001
"478",93.269997,95.080002,92.790001,94.839996,2688700,94.839996
"479",95.559998,95.809998,91.730003,91.75,4244700,91.75
"480",92.370003,94.190002,92.129997,93.379997,4035900,93.379997
"481",94.110001,94.720001,93.419998,94.480003,3438600,94.480003
"482",94.040001,95.449997,94.029999,95.07,3617700,95.07
"483",94.900002,96.800003,94.900002,96.699997,4034100,96.699997
"484",97.669998,97.849998,95.959999,96.459999,2800600,96.459999
"485",95.029999,95.529999,90.540001,91.940002,5576500,91.940002
"486",90.940002,93.230003,90.169998,93.029999,3766800,93.029999
"487",92.239998,92.650002,87.610001,88.230003,5052600,88.230003
"488",88.050003,89.870003,87.07,88.550003,3089500,88.550003
"489",89.489998,89.650002,87.529999,88.139999,4525100,88.139999
"490",88.919998,90.300003,88.349998,89.629997,2868500,89.629997
"491",89.629997,90.150002,86.230003,87.480003,3776400,87.480003
"492",86.580002,89.849998,86.580002,87.739998,2800700,87.739998
"493",87.879997,88.150002,85.919998,86.209999,4051900,86.209999
"494",87.169998,88.879997,87.169998,87.800003,3276800,87.800003
"495",87.779999,88.690002,85.389999,86.370003,2715100,86.370003
"496",86.279999,86.889999,83.260002,84.410004,3966500,84.410004
"497",84.040001,85.5,81.25,81.470001,10687300,81.470001
"498",80.910004,81.260002,79.050003,79.120003,3338600,79.120003
"499",79.849998,83.980003,79.849998,83.800003,5253400,83.800003
"500",82.82,83.510002,79.440002,83.040001,4128500,83.040001
"501",83.540001,84.739998,82.629997,83.169998,2257400,83.169998
"502",83.739998,84.610001,82.919998,83.730003,2663700,83.730003
"503",81.690002,84.290001,81.410004,84.18,2973400,84.18
"504",83.260002,83.260002,78.379997,80,6426200,80
"505",80.879997,83.949997,80.769997,82.68,3808300,82.68
"506",82.57,83.919998,81.449997,83.230003,2653000,83.230003
"507",83.300003,84.620003,81.889999,82.379997,3910000,82.379997
"508",81.230003,83.919998,81.230003,83.760002,5332600,83.760002
"509",80.730003,81.790001,77.389999,81.370003,7376200,81.370003
"510",80.68,80.970001,79.230003,80.07,4325300,80.07
"511",79.279999,80.389999,78.68,79.910004,3951200,79.910004
"512",80.589996,82.099998,80,81.199997,5971900,81.199997
"513",86.849998,87.75,85.559998,86.360001,10840600,86.360001
"514",86.650002,87.260002,85.529999,86.739998,3571300,86.739998
"515",87.139999,87.190002,85.550003,85.589996,3797600,85.589996
"516",85.370003,85.410004,82.889999,83.339996,3776300,83.339996
"517",83.699997,84.959999,82.629997,82.879997,3916500,82.879997
"518",84.5,85.690002,83.720001,84.029999,4740300,84.029999
"519",84.699997,85.169998,83.550003,84.139999,4745100,84.139999
"520",83.169998,85.199997,83.099998,84.599998,2762400,84.599998
"521",84.699997,85.760002,84.599998,85.669998,2273900,85.669998
"522",85.900002,87.970001,85.550003,87.470001,2541300,87.470001
"523",87.559998,88.150002,86.790001,87.269997,3762700,87.269997
"524",87.209999,88.57,87.169998,87.489998,1824200,87.489998
"525",87.470001,88.629997,87.279999,88.620003,2377400,88.620003
"526",88.720001,89.82,88.620003,89.459999,3083700,89.459999
"527",89.139999,89.879997,88.410004,89.75,2205400,89.75
"528",89.330002,89.839996,87.669998,87.860001,3165300,87.860001
"529",87.339996,88.190002,86.660004,88.169998,2197500,88.169998
"530",88.860001,89.449997,88.169998,89.150002,2348900,89.150002
"531",89.889999,90.269997,87.879997,87.970001,2798500,87.970001
"532",88.279999,88.900002,87.940002,88.580002,3680100,88.580002
"533",88.269997,88.739998,87.5,88.150002,1482600,88.150002
"534",89.349998,89.349998,88.110001,88.309998,2230300,88.309998
"535",87.870003,89.82,87.82,89.239998,2224200,89.239998
"536",88.279999,89.239998,87.290001,88.5,3151000,88.5
"537",88.370003,89.449997,88.25,88.839996,2132500,88.839996
"538",88.940002,89.650002,88.650002,89.43,1907600,89.43
"539",90.050003,90.599998,89.379997,89.580002,2395000,89.580002
"540",89.57,90.93,89.040001,89.529999,4089400,89.529999
"541",88.919998,89.260002,86.839996,87.599998,2466700,87.599998
"542",87.900002,88.699997,87.220001,87.809998,2300000,87.809998
"543",88.459999,88.620003,85.370003,86.919998,3699400,86.919998
"544",87.099998,87.239998,83.269997,84.309998,4094500,84.309998
"545",84.639999,85.720001,83.82,85.050003,2848200,85.050003
"546",84.889999,85.68,84.269997,84.330002,2544100,84.330002
"547",83.980003,84.199997,81.949997,82.610001,4565700,82.610001
"548",81.989998,82.900002,81.620003,82.400002,2316800,82.400002
"549",81.940002,82.529999,81.739998,82.379997,5140500,82.379997
"550",82.669998,82.910004,79.589996,79.849998,6055300,79.849998
"551",80.5,81.400002,79.879997,81.209999,3450300,81.209999
"552",81.199997,82.059998,81.089996,81.489998,1816200,81.489998
"553",81.760002,82.480003,81.379997,81.690002,4860300,81.690002
"554",81.389999,81.739998,80.5,80.730003,2780200,80.730003
"555",80.93,81.860001,80.75,81.339996,2390400,81.339996
"556",81.18,81.400002,79.790001,79.830002,4660700,79.830002
"557",80.290001,81.459999,79.690002,81,2330500,81
"558",80.639999,80.769997,78.75,79.629997,3160000,79.629997
"559",79.68,80.010002,78.089996,78.120003,4731400,78.120003
"560",78.459999,78.82,77.019997,77.489998,3061400,77.489998
"561",77.540001,79.57,77.5,78.529999,2371500,78.529999
"562",78.989998,79.290001,77.779999,78.599998,1563100,78.599998
"563",79.050003,80.050003,78.580002,79.779999,2449900,79.779999
"564",80.209999,81.690002,79.559998,80.870003,2723200,80.870003
"565",83.190002,85.099998,82.339996,82.769997,3795100,82.769997
"566",83.25,84.919998,83.099998,84.199997,4047800,84.199997
"567",84.510002,85.269997,83.540001,84.639999,1748400,84.639999
"568",84.949997,85.75,84.519997,84.910004,3018100,84.910004
"569",84.599998,85.120003,83.800003,84.580002,1853000,84.580002
"570",84.089996,84.639999,83.459999,84.25,2016700,84.25
"571",85.330002,85.550003,83.610001,84.519997,3547300,84.519997
"572",84.559998,86.419998,84.559998,85.75,2570200,85.75
"573",86.190002,86.5,85.300003,85.489998,4507500,85.489998
"574",85.309998,85.43,84.080002,84.519997,2324200,84.519997
"575",84.809998,85.669998,84.389999,85.169998,3747800,85.169998
"576",87.940002,89.730003,87.290001,89.239998,6963700,89.239998
"577",89.669998,89.809998,87.459999,88.279999,3508300,88.279999
"578",87.769997,88.550003,87.150002,87.559998,2060600,87.559998
"579",87.489998,88.5,87.260002,87.970001,2220800,87.970001
"580",88.099998,88.959999,87.610001,88.029999,2049900,88.029999
"581",87.57,89.150002,86.669998,86.860001,2152800,86.860001
"582",86.559998,88.43,86.489998,87.940002,1544900,87.940002
"583",88.019997,89.879997,88.019997,89.610001,2561900,89.610001
"584",89.660004,90.160004,88.639999,88.860001,2688200,88.860001
"585",89.059998,89.709999,87.779999,87.940002,2239600,87.940002
"586",88.059998,89.290001,88.010002,88.309998,1868600,88.309998
"587",88.5,89.059998,88.269997,88.5,1165000,88.5
"588",87.139999,88.029999,86.519997,87.790001,1620400,87.790001
"589",86.75,86.760002,84.620003,85.68,2400000,85.68
"590",85.25,86.089996,84.25,84.639999,1900500,84.639999
"591",83.839996,84.150002,81.809998,84.120003,2329000,84.120003
"592",83.5,85.190002,80.989998,84.790001,2841900,84.790001
"593",83.029999,83.190002,81.440002,82.07,3908100,82.07
"594",82.260002,83.769997,81.93,83.449997,1928500,83.449997
"595",82.400002,83.269997,81.330002,82.349998,2371000,82.349998
"596",82.419998,83.650002,82.050003,82.580002,1803300,82.580002
"597",82.129997,82.470001,81.230003,81.5,2857900,81.5
"598",81.389999,82.480003,81,81.739998,2355600,81.739998
"599",82.5,83.370003,82.419998,82.970001,2162600,82.970001
"600",82.400002,83,81.699997,81.879997,1505800,81.879997
"601",81.300003,81.959999,79.769997,80.910004,2231100,80.910004
"602",81.25,81.75,80.470001,80.790001,2266300,80.790001
"603",80.5,80.790001,79.660004,79.900002,2242100,79.900002
"604",79.5,79.529999,78.099998,79.25,3133100,79.25
"605",79.290001,80.400002,79.040001,79.470001,1528900,79.470001
"606",78.519997,79.519997,77.400002,77.650002,3553800,77.650002
"607",77.379997,78.730003,77.349998,77.720001,2065200,77.720001
"608",78.860001,80.669998,78.550003,80.519997,3026500,80.519997
"609",80.940002,81.980003,80.489998,81.849998,2002500,81.849998
"610",83.139999,84.010002,81.93,82.959999,2390200,82.959999
"611",83.089996,84.849998,83.089996,83.269997,1475700,83.269997
"612",83.620003,84.540001,82.57,82.669998,1697800,82.669998
"613",83.339996,83.779999,82.07,82.769997,1894400,82.769997
"614",82.860001,84.290001,82.839996,83.790001,1999800,83.790001
"615",84.050003,87.739998,84.050003,87.110001,3864900,87.110001
"616",87.07,87.910004,86.010002,87.120003,1652500,87.120003
"617",87.269997,87.559998,86.309998,86.769997,1820600,86.769997
"618",87.419998,88.660004,87.110001,87.400002,1694100,87.400002
"619",87.760002,88.879997,87.139999,88.660004,2091600,88.660004
"620",89.32,89.410004,85.889999,87.139999,3261900,87.139999
"621",86.309998,88.160004,86.309998,86.720001,2461900,86.720001
"622",86.779999,87.110001,86.059998,86.550003,1507800,86.550003
"623",86.629997,87.230003,84.809998,85.059998,2480900,85.059998
"624",85.379997,85.809998,84.75,85.330002,2034700,85.330002
"625",85.650002,86.860001,85.129997,86.43,1394800,86.43
"626",86.660004,87.739998,86.660004,87.550003,3025400,87.550003
"627",88.839996,89.720001,87.769997,88.449997,4016500,88.449997
"628",89.209999,90,87.949997,88.870003,2237200,88.870003
"629",89.139999,91.080002,89.139999,90.669998,1647100,90.669998
"630",90.389999,90.949997,89.07,90.589996,3227300,90.589996
"631",90.160004,91.480003,90.099998,90.669998,2514600,90.669998
"632",90.379997,90.93,89.209999,89.459999,3912800,89.459999
"633",90.309998,91.07,88.919998,89.510002,2395300,89.510002
"634",89.510002,90.599998,89,89.480003,2262300,89.480003
"635",89.699997,91.519997,89.629997,91.230003,2894800,91.230003
"636",91.599998,92.43,91.150002,91.32,2388300,91.32
"637",91.809998,94.5,91.800003,93.919998,4706100,93.919998
"638",94.029999,95.25,92.339996,94.779999,6019500,94.779999
"639",94.32,95.480003,93.879997,95.279999,3299800,95.279999
"640",95.379997,96.029999,93.540001,93.830002,3360700,93.830002
"641",94.07,95.059998,93.769997,93.830002,2305100,93.830002
"642",94.139999,94.980003,93.75,94.93,2105100,94.93
"643",94.910004,95.459999,94.239998,95.110001,2344400,95.110001
"644",94.190002,95.110001,92.959999,93.93,3196100,93.93
"645",94.019997,94.440002,93.230003,93.360001,1684800,93.360001
"646",93.440002,94.050003,93.129997,93.440002,1957100,93.440002
"647",92.830002,93.970001,92.480003,93.93,1717200,93.93
"648",93.559998,93.82,91.480003,91.910004,2125300,91.910004
"649",92.029999,93.040001,89.730003,90.489998,2518700,90.489998
"650",90.010002,90.25,88.830002,89.43,2281800,89.43
"651",88.879997,88.879997,84.800003,85.589996,3721800,85.589996
"652",85.910004,86.57,84.970001,85.459999,2369900,85.459999
"653",84.720001,86.959999,84.029999,86.480003,2380100,86.480003
"654",86.709999,87.980003,86.589996,87.629997,1419900,87.629997
"655",87.459999,87.830002,86.099998,86.980003,2078700,86.980003
"656",86.239998,86.239998,83.949997,84.709999,2185000,84.709999
"657",84.150002,86.279999,83.529999,84.559998,2662800,84.559998
"658",83.050003,83.580002,80.779999,81.949997,3250500,81.949997
"659",82.040001,82.230003,80.830002,81.620003,3225800,81.620003
"660",82.25,83.309998,81.839996,82.940002,2260500,82.940002
"661",84.019997,84.93,83.809998,83.889999,2268800,83.889999
"662",83.650002,84.43,83.209999,84.029999,1495000,84.029999
"663",84.669998,85.669998,84.629997,85.290001,1672600,85.290001
"664",85.300003,85.870003,84.690002,85.559998,1310100,85.559998
"665",85.059998,85.650002,82.220001,82.529999,3674600,82.529999
"666",83.419998,83.629997,82.449997,83.580002,1851400,83.580002
"667",84.279999,84.709999,81.75,81.940002,2213800,81.940002
"668",81.519997,82.989998,81.169998,82.449997,2299500,82.449997
"669",83.230003,85.129997,83.230003,84.690002,4085100,84.690002
"670",85.199997,85.68,84.089996,84.309998,1928900,84.309998
"671",83.639999,83.760002,82.25,83.150002,2350100,83.150002
"672",83,84.860001,83,83.910004,2737800,83.910004
"673",84.690002,86.870003,84.690002,85.839996,2968900,85.839996
"674",86.370003,87.440002,86.199997,86.300003,2345100,86.300003
"675",86.489998,87.730003,85.910004,87.330002,2123100,87.330002
"676",87.199997,87.790001,86.610001,87.559998,1711700,87.559998
"677",87.620003,88.870003,87.169998,88.379997,2431500,88.379997
"678",88.68,89.830002,88.550003,89.379997,2724700,89.379997
"679",90.410004,91.839996,89.75,91.349998,3000700,91.349998
"680",88.300003,90.129997,88.169998,88.760002,3438200,88.760002
"681",89.379997,91.260002,88.790001,89.980003,3553500,89.980003
"682",89.699997,90.290001,88.940002,90.230003,2153000,90.230003
"683",90.349998,90.620003,89.18,89.419998,2348800,89.419998
"684",89.470001,90.050003,88.919998,89.089996,2654900,89.089996
"685",88.620003,88.879997,87.419998,88.209999,3082500,88.209999
"686",88.970001,89.199997,87.510002,88.300003,1545100,88.300003
"687",88.239998,89.879997,88.239998,89.169998,1729500,89.169998
"688",89.379997,89.550003,87.769997,88.449997,1282400,88.449997
"689",88.849998,90.300003,87.82,88.139999,1654400,88.139999
"690",88.400002,88.980003,87.910004,88.410004,1939400,88.410004
"691",89.150002,90.190002,87.230003,87.839996,2419800,87.839996
"692",86,86.849998,82.059998,83.690002,4212200,83.690002
"693",83.610001,83.610001,80.870003,83.269997,2727000,83.269997
"694",83.529999,84.470001,83.120003,84.290001,1936000,84.290001
"695",83.610001,85.260002,83.610001,84.849998,2083900,84.849998
"696",84.25,86.120003,83.900002,84.690002,2548000,84.690002
"697",85.739998,87.510002,85.730003,86.459999,3124200,86.459999
"698",85.389999,87.760002,84.730003,87.339996,2701100,87.339996
"699",88.519997,89.129997,87.120003,87.150002,2455700,87.150002
"700",87.110001,87.150002,86.239998,86.970001,3421900,86.970001
"701",87.279999,88.660004,86.68,87.879997,4348500,87.879997
"702",89.349998,90.839996,88.220001,89.699997,6780700,89.699997
"703",90.199997,90.410004,88.93,89.459999,2482000,89.459999
"704",89.43,90.760002,89.330002,90.089996,2722400,90.089996
"705",90.489998,91.5,90.489998,90.779999,2045100,90.779999
"706",90.68,91.050003,89.620003,89.709999,1997000,89.709999
"707",89.650002,90.169998,88.949997,89.900002,1640600,89.900002
"708",90.589996,91.510002,89.220001,89.809998,2283500,89.809998
"709",89.68,91.839996,89.669998,91.639999,2218500,91.639999
"710",91.830002,92.800003,91.779999,92.190002,1841000,92.190002
"711",91.879997,92.379997,90.900002,91.029999,1552500,91.029999
"712",91.050003,91.889999,90.410004,91.669998,1694800,91.669998
"713",91.120003,91.400002,90.410004,90.839996,1997500,90.839996
"714",91.650002,92.519997,91.290001,91.650002,2248300,91.650002
"715",92.309998,92.959999,92.029999,92.389999,1905900,92.389999
"716",92.629997,93.620003,92.459999,93.120003,2624000,93.120003
"717",93.419998,93.599998,92.580002,93.339996,1179300,93.339996
"718",94,95.160004,93.559998,93.800003,3014100,93.800003
"719",93.809998,93.860001,92.610001,93.440002,914900,93.440002
"720",92.849998,93.82,92.669998,93.529999,1127100,93.529999
"721",93.440002,93.879997,92.660004,92.720001,1542000,92.720001
"722",92.620003,92.980003,92.040001,92.419998,1822600,92.419998
"723",92.75,92.949997,91.900002,92.519997,1051800,92.519997
"724",93,93.5,92.32,92.510002,1552700,92.510002
"725",92.449997,92.790001,91.449997,92.769997,1808700,92.769997
"726",93.129997,93.720001,92.419998,93.290001,1606400,93.290001
"727",92.75,93.459999,90.849998,91.699997,3133900,91.699997
"728",91.879997,92.110001,90.769997,90.970001,1630900,90.970001
"729",91.099998,91.940002,90.940002,91.779999,1440400,91.779999
"730",92.110001,93.129997,91.550003,92.519997,1941700,92.519997
"731",92.480003,92.919998,92.019997,92.760002,2042400,92.760002
"732",93.059998,93.669998,92.769997,93.050003,1602200,93.050003
"733",92.800003,93.489998,92.510002,92.800003,905800,92.800003
"734",93,93.620003,91.440002,91.629997,1941600,91.629997
"735",90.599998,90.779999,88.5,88.870003,3352800,88.870003
"736",89.160004,89.809998,88.129997,88.169998,2072400,88.169998
"737",89.099998,89.330002,87.599998,87.860001,1959700,87.860001
"738",88.790001,89.5,88.550003,88.580002,1485300,88.580002
"739",88.489998,88.580002,87.300003,87.610001,2160900,87.610001
"740",87.580002,87.919998,86.360001,86.510002,1994800,86.510002
"741",86.470001,87.150002,86.080002,87.019997,2418200,87.019997
"742",87.699997,89.900002,87.32,88.470001,2903600,88.470001
"743",88.199997,89.43,87.419998,87.580002,1972800,87.580002
"744",87.949997,89.459999,87.949997,88.629997,2090200,88.629997
"745",88.57,89.989998,88.349998,89.360001,2218400,89.360001
"746",89.5,89.980003,88.360001,88.839996,1876900,88.839996
"747",89.279999,89.779999,89.050003,89.220001,2172500,89.220001
"748",89.370003,89.900002,89.050003,89.279999,3025900,89.279999
"749",89.720001,90.099998,89.279999,89.440002,1905900,89.440002
"750",89.459999,89.629997,88.660004,89.150002,771100,89.150002
"751",89.300003,89.720001,88.800003,89.260002,1039700,89.260002
"752",89.309998,89.389999,88.010002,88.370003,1402100,88.370003
"753",88.510002,88.860001,87.510002,87.959999,1799900,87.959999
"754",87.709999,88.459999,87.709999,88.089996,2073700,88.089996
"755",89.57,90.57,89.110001,89.739998,2769800,89.739998
"756",86.800003,88.160004,86.260002,87.900002,3562900,87.900002
"757",86.720001,88.07,86.650002,87.699997,2652700,87.699997
"758",87.410004,88.160004,86.739998,86.769997,2581300,86.769997
"759",86.900002,88.449997,86.300003,87.300003,4152500,87.300003
"760",87.720001,88.720001,87.5,87.949997,2252200,87.949997
"761",88.040001,88.260002,86.970001,87.309998,2035700,87.309998
"762",87.309998,87.669998,86.699997,86.889999,2707600,86.889999
"763",88.169998,89.639999,87.709999,87.849998,3243500,87.849998
"764",87.610001,88.800003,87.25,88.290001,1878900,88.290001
"765",88.790001,89.720001,88.779999,89.540001,2427500,89.540001
"766",89.800003,90.099998,88.959999,89.699997,4221100,89.699997
"767",87.879997,88,84.57,85.790001,9546700,85.790001
"768",86.75,87.57,83.150002,83.339996,8453200,83.339996
"769",83,85.169998,81.059998,84.879997,6194300,84.879997
"770",84.309998,84.730003,80.279999,81.900002,6869800,81.900002
"771",78,78.459999,76.550003,77.629997,8671300,77.629997
"772",78.25,78.470001,77,77.050003,7575600,77.050003
"773",77.400002,77.489998,75.010002,75.209999,5508200,75.209999
"774",74.660004,77.980003,74.440002,77.75,5900400,77.75
"775",77.169998,77.290001,74.519997,74.800003,5196600,74.800003
"776",75.489998,77.120003,74.879997,74.910004,3950600,74.910004
"777",76.639999,79.529999,76.5,78.889999,6423900,78.889999
"778",80.760002,82.360001,80.050003,81.849998,6993700,81.849998
"779",82.400002,82.720001,79.790001,80.5,5218800,80.5
"780",80,80.239998,78.650002,79.480003,3129700,79.480003
"781",78.949997,79.610001,77.779999,79.470001,3492700,79.470001
"782",80.019997,81.449997,79.940002,80.529999,2763600,80.529999
"783",81.080002,82.599998,81,82.199997,2907100,82.199997
"784",81,81.739998,80.370003,80.989998,2998800,80.989998
"785",81.019997,81.440002,79.400002,79.550003,3119700,79.550003
"786",79,80.629997,78.650002,80.239998,4183400,80.239998
"787",80.940002,80.940002,79.190002,79.419998,3350300,79.419998
"788",79.300003,81.669998,79.300003,79.910004,2893900,79.910004
"789",79.400002,79.400002,77.32,78.010002,4541400,78.010002
"790",75.080002,76.019997,73.650002,75.470001,6332900,75.470001
"791",75.760002,76.18,70.32,70.57,8076200,70.57
"792",71.75,71.910004,65.889999,66.529999,9363900,66.529999
"793",62.900002,69.019997,61.200001,64.940002,10257100,64.940002
"794",62.849998,64.879997,60.830002,61.59,9930600,61.59
"795",61.130001,61.27,57.040001,61.259998,13015200,61.259998
"796",63.139999,63.529999,57.959999,58.290001,9208800,58.290001
"797",59.509998,59.740002,56.32,59.470001,10671200,59.470001
"798",57.110001,57.16,50.93,51.59,13974700,51.59
"799",48.610001,56,48.259998,52.099998,16492200,52.099998
"800",49.59,50.990002,45.919998,46.779999,12307600,46.779999
"801",51,54.330002,46.619999,52.560001,15642900,52.560001
"802",50.529999,51.23,48.049999,49.34,10899400,49.34
"803",42.77,44.310001,37.009998,37.080002,19423600,37.080002
"804",41.330002,42.490002,34,41.639999,24135300,41.639999
"805",34.34,39.369999,30.379999,35.470001,28259500,35.470001
"806",36.490002,38.139999,30.049999,30.67,21078900,30.67
"807",28.809999,28.969999,17.799999,21.379999,35372700,21.379999
"808",21.34,23.99,18.09,21.280001,31611200,21.280001
"809",23.370001,30.74,22.200001,24.5,37408000,24.5
"810",25.969999,26.6,23.370001,26.25,25585800,26.25
"811",31.99,34.150002,30.01,33,31502500,33
"812",38,39.470001,33.290001,36.599998,32988800,36.599998
"813",38.380001,39.779999,34.529999,35.549999,29563600,35.549999
"814",35.02,35.200001,32.029999,32.84,18379600,32.84
"815",30.690001,31.799999,28,30.16,18386400,30.16
"816",31.309999,33.599998,30.58,31.549999,16568800,31.549999
"817",29.51,29.690001,25.360001,25.65,27541600,25.65
"818",25.24,26.09,23,23.42,25212800,23.42
"819",24.219999,24.940001,21.559999,22.889999,28350300,22.889999
"820",23.9,24.799999,21.799999,24.02,32386700,24.02
"821",28.200001,28.690001,23.719999,24.48,43809300,24.48
"822",25.65,27.540001,24.51,27.51,32657700,27.51
"823",29.92,34.040001,29.57,31.5,54118500,31.5
"824",32.630001,32.700001,27.59,28.91,36493700,28.91
"825",30.52,32.209999,30.379999,30.9,28650600,30.9
"826",31.969999,32.599998,29.879999,31.860001,46775200,31.860001
"827",30.35,30.49,27.92,28.209999,44795600,28.209999
"828",29.9,30.110001,28.860001,29.08,26829600,29.08
"829",27.93,28.67,26.690001,27.790001,37042200,27.790001
"830",27.01,28.360001,26.76,27.879999,28293200,27.879999
"831",27.299999,27.66,25.01,25.879999,90534500,25.879999
"832",26,26.559999,25.66,25.719999,35812500,25.719999
"833",25.92,26.15,24.67,25.559999,34826700,25.559999
"834",25.99,26.34,24.870001,25,35980000,25
"835",25.860001,28.43,25.5,27.84,59812100,27.84
"836",29.58,31.84,29.49,31.209999,52643500,31.209999
"837",29.66,31.07,28.32,29.58,44896800,29.58
"838",28.1,29.25,26.129999,26.620001,47710300,26.620001
"839",23.91,25.559999,22.76,25.26,63152400,25.26
"840",26.040001,26.35,23.98,24.120001,35651700,24.120001
"841",23.959999,24.35,22.389999,22.91,43355300,22.91
"842",22.959999,24.450001,22.450001,22.75,44179300,22.75
"843",23.58,25.440001,23.32,25.42,54883500,25.42
"844",24.5,24.639999,23.459999,23.969999,47485800,23.969999
"845",23.950001,24.459999,22.74,22.76,40420900,22.76
"846",22.51,22.639999,20.33,20.709999,59007900,20.709999
"847",19.719999,20.43,18.18,20.299999,74107800,20.299999
"848",19.67,20.959999,19.280001,19.92,39808000,19.92
"849",21.790001,24.26,21.459999,24.129999,72649600,24.129999
"850",25.620001,25.67,23.33,23.68,81388000,23.68
"851",24.379999,25.389999,24.299999,24.91,56272000,24.91
"852",25.09,26.58,25,25.84,53737300,25.84
"853",26.379999,26.58,24.67,25.4,45062100,25.4
"854",27.48,29.879999,27.450001,29.540001,88220700,29.540001
"855",32.25,32.75,28.540001,30.690001,89323200,30.690001
"856",30,30,28.530001,28.889999,57057500,28.889999
"857",27.110001,28.879999,26.65,28.040001,64242000,28.040001
"858",28.190001,30.290001,27.950001,29.459999,57268700,29.459999
"859",30.120001,30.92,29.309999,29.91,47473400,29.91
"860",30.75,33.900002,30.389999,33.650002,85543700,33.650002
"861",35.77,39.849998,34.139999,39.099998,142812800,39.099998
"862",48.950001,48.950001,41.259998,42.41,135585100,42.41
"863",45.860001,48.849998,44.57,48.689999,89957300,48.689999
"864",45,46.099998,41.5,44.639999,79612800,44.639999
"865",42.040001,42.599998,38.299999,39.720001,105254900,39.720001
"866",33.259998,36.380001,32.220001,33.32,104768800,33.32
"867",37.509998,39.68,36.150002,39.66,98882600,39.66
"868",36.040001,39.869999,35.509998,39,102434800,39
"869",42.509998,42.75,39.52,40.209999,71155200,40.209999
"870",39.09,39.77,38.220001,39.25,60125900,39.25
"871",37.650002,40.200001,37.5,39.34,64927100,39.34
"872",39.939999,40.259998,35.759998,36.84,101013900,36.84
"873",35.18,37.099998,35,36.540001,65256600,36.540001
"874",36.560001,36.880001,34.369999,36.080002,63531800,36.080002
"875",34.68,35.23,32.619999,33.07,65450800,33.07
"876",31.35,34.759998,31.030001,34.689999,72479500,34.689999
"877",34.5,34.610001,32,32.889999,58993300,32.889999
"878",33.200001,35.5,31.809999,35.27,64905800,35.27
"879",34.599998,35.360001,33.23,34.610001,54406400,34.610001
"880",36.919998,38.369999,34.029999,34.450001,87861300,34.450001
"881",35.880001,36.080002,33.950001,34.139999,53576600,34.139999
"882",34.759998,35.41,33.52,35.209999,46540300,35.209999
"883",34.07,34.119999,32.380001,32.549999,47337600,32.549999
"884",31.620001,33.029999,31.32,32.529999,55863900,32.529999
"885",32,32.490002,29.959999,30.17,53324000,30.17
"886",29.379999,32.900002,29.23,32.669998,80475500,32.669998
"887",33.23,33.369999,31.01,31.76,56573000,31.76
"888",30.700001,32.32,30.42,31.74,44172200,31.74
"889",34.130001,36.779999,33.16,36.369999,84741900,36.369999
"890",34.599998,35.380001,33.880001,34.490002,53333200,34.490002
"891",34.27,34.98,33.48,33.919998,37397500,33.919998
"892",33.900002,34.389999,32.18,32.330002,36534200,32.330002
"893",32.639999,33.779999,32.459999,33.07,45726100,33.07
"894",32.82,33.259998,31.629999,31.67,48195800,31.67
"895",31.35,35.130001,30.950001,33.23,82254200,33.23
"896",32.880001,33.689999,32.470001,32.880001,38446600,32.880001
"897",32.889999,33.66,32.049999,32.419998,33062600,32.419998
"898",32.27,34.040001,32.27,33.459999,41625400,33.459999
"899",33.610001,34.150002,32.220001,32.57,31122800,32.57
"900",32.029999,32.279999,31.549999,31.74,31536800,31.74
