"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"81",162.169998,163,160.220001,160.800003,2074900,148.474258
"82",161.289993,161.289993,157.970001,158.929993,1632100,146.747543
"83",159.050003,159.850006,158.229996,159.389999,1486900,147.172318
"84",158.490005,159.809998,158.309998,159.649994,993900,147.412415
"85",160.029999,160.279999,157.919998,159.789993,1149900,147.541656
"86",160.029999,160.5,157.789993,159.199997,1542200,146.996857
"87",158.820007,159.529999,158.240005,159.289993,746800,147.692276
"88",159.449997,159.869995,158.619995,159.25,509400,147.655182
"89",159.360001,159.789993,158.410004,159.169998,874100,147.581039
"90",158.559998,159.470001,157.300003,159.029999,638400,147.451233
"91",158.369995,158.75,156.199997,156.679993,826900,145.272278
"92",157.289993,157.669998,155.550003,156.529999,1181100,145.13324
"93",156.949997,157.080002,155.130005,156.470001,713000,145.077621
"94",156.470001,156.470001,152.800003,152.910004,1213800,141.776779
"95",152.729996,153.259995,151.169998,152.289993,1816900,141.201935
"96",153.470001,158.279999,153.070007,157.210007,1598400,145.763748
"97",158.009995,158.729996,156.820007,157.960007,1070800,146.459122
"98",158.169998,158.75,156.899994,158.050003,983800,146.542587
"99",158.309998,160.270004,157.850006,159.520004,1023100,147.905579
"100",159.860001,160.490005,158.360001,159.039993,847400,147.460495
"101",159.039993,159.610001,158.550003,159.259995,504700,147.66449
"102",158.380005,159.639999,158.070007,159.330002,637000,147.72937
"103",159.360001,159.429993,156.860001,157.470001,1408000,146.004791
"104",158.240005,159.949997,157.399994,159.389999,993800,147.785004
"105",159.119995,161.240005,158.889999,160.240005,739900,148.573135
"106",160.110001,160.110001,157,157.080002,1191900,145.643188
"107",156.119995,156.770004,154.679993,155.789993,945300,144.447083
"108",156.25,156.25,152.100006,152.679993,1609700,141.563538
"109",152.679993,155.339996,152.009995,154.529999,1784300,143.278839
"110",155.119995,158.169998,155.119995,157.039993,926000,145.60611
"111",157.089996,158.119995,156.320007,157.130005,848100,145.689545
"112",157.029999,158.570007,156.720001,158.449997,717400,146.913452
"113",158.669998,158.669998,156.380005,157.089996,847800,145.652466
"114",155.710007,159.5,155.210007,159.360001,1157100,147.757187
"115",159.850006,162.630005,159.100006,162.610001,1812300,150.770554
"116",163.600006,165.169998,162.880005,164.350006,774900,152.383881
"117",163.320007,164.220001,162.789993,163.529999,1120200,151.623566
"118",162.809998,162.940002,157.899994,158.110001,1584100,146.598206
"119",158.380005,158.639999,157,157.399994,1240800,145.93988
"120",157.139999,159.800003,156.919998,159.630005,3954700,148.007553
"121",159.639999,160.149994,156.380005,157.070007,1164900,145.633926
"122",157.160004,157.600006,156.100006,156.220001,883300,144.845825
"123",157.440002,158.389999,156.729996,158.009995,1052300,146.505447
"124",158.529999,158.529999,155.559998,157.050003,1462700,145.615372
"125",157.830002,162.399994,157.75,159.820007,1474400,148.183701
"126",160.570007,162.039993,159.580002,161.220001,484800,149.481781
"127",161.059998,162.309998,160.490005,161.139999,896600,149.407608
"128",160,161.300003,159.130005,159.449997,790800,147.840591
"129",159.710007,161.330002,159.369995,160.899994,973800,149.185059
"130",160.350006,164.089996,159.369995,163.350006,799100,151.45668
"131",163.649994,163.679993,161.419998,163.119995,1225300,151.243408
"132",164.259995,165.559998,163.660004,163.800003,850000,151.873932
"133",163.729996,165.119995,163.460007,164.839996,934800,152.838196
"134",165.220001,165.460007,164.210007,165.059998,676500,153.04216
"135",164.960007,166.839996,164.669998,165.970001,1146700,153.885925
"136",165.679993,166.050003,164.389999,165.259995,550700,153.2276
"137",166.059998,166.850006,164.460007,166.759995,556000,154.618408
"138",166.759995,167.119995,165.720001,165.960007,656400,153.876633
"139",164.919998,165.089996,162.559998,164.539993,1057400,152.560059
"140",164.550003,164.899994,162.429993,164.399994,763800,152.430222
"141",166.020004,167.5,163.759995,165.979996,1079700,153.895187
"142",165.669998,165.820007,163.270004,164.660004,788400,152.671295
"143",165.039993,166,163.679993,164.070007,1060300,152.124283
"144",163.869995,165.490005,163.240005,164.75,745800,152.754745
"145",165.720001,166.5,164.910004,165.979996,690700,153.895187
"146",166.119995,166.940002,162.929993,164.520004,1159200,152.541504
"147",163.990005,165.309998,162.869995,164.300003,1435800,152.337509
"148",161.899994,166.710007,160.740005,165.320007,1353300,153.283295
"149",166.130005,166.130005,163.639999,164.220001,918900,152.263306
"150",163.789993,163.960007,161.720001,162.389999,1313800,150.566574
"151",162.080002,163.309998,161.039993,161.639999,933700,149.87117
"152",160.949997,161.660004,160.339996,161.020004,811200,149.29631
"153",160.149994,160.259995,155.580002,155.759995,1662500,144.419296
"154",155.610001,157.949997,155.039993,157.020004,1013800,145.58757
"155",158,159.320007,157.910004,158.259995,843400,146.737259
"156",158.5,158.990005,157.740005,158.190002,936500,146.672363
"157",158.580002,159.429993,158.449997,158.789993,627400,147.228699
"158",158.360001,159.179993,155.570007,155.570007,1057000,144.243103
"159",154.789993,156.559998,153.649994,155.149994,867100,143.853729
"160",155.399994,155.440002,154.490005,155.149994,682600,143.853729
"161",156.050003,159.309998,155.809998,159.130005,795300,147.543945
"162",158.330002,159.289993,157.559998,157.559998,1478900,146.088257
"163",157.369995,157.759995,156.5,156.570007,587100,145.780991
"164",157.360001,157.820007,156.850006,157.300003,621100,146.460678
"165",157.729996,158.529999,157.279999,158.410004,656600,147.494186
"166",157.5,159.580002,157.410004,159.199997,772200,148.229721
"167",159.110001,160.800003,158.990005,160.460007,821200,149.402924
"168",161.050003,161.75,160.169998,160.889999,864200,149.803284
"169",161.630005,163.759995,161.429993,162.830002,1099900,151.609619
"170",162.570007,162.990005,159.649994,159.759995,1043700,148.751175
"171",160.910004,161.679993,159.759995,160.070007,976700,149.03981
"172",160.339996,160.339996,157.029999,158.860001,993600,147.913177
"173",158.429993,161.759995,158.429993,161.330002,686700,150.212967
"174",162.039993,165.089996,161.699997,165.089996,886000,153.713852
"175",165.320007,166.529999,165.039993,166.509995,1084600,155.036011
"176",166.169998,168.699997,165.100006,167.949997,849900,156.376785
"177",167.5,168.229996,166.970001,167.919998,756400,156.348892
"178",167.850006,170.669998,167.389999,169.690002,1142300,157.996902
"179",170.490005,173.809998,170.100006,173.630005,1726100,161.665405
"180",174.160004,176.619995,173.5,176.089996,2046500,163.955872
"181",176.369995,177.600006,175.539993,176.289993,969400,164.142105
"182",175.740005,176.839996,175.25,175.910004,683800,163.7883
"183",175.580002,177.610001,175.580002,177.110001,741600,164.905624
"184",176.860001,177.5,175.169998,176.880005,717800,164.691467
"185",177.059998,177.190002,171.5,173.970001,1858000,161.981964
"186",175.039993,176.240005,174.199997,175.520004,922200,163.425171
"187",174.779999,176.080002,174.070007,175.820007,691500,163.704529
"188",175.820007,176.160004,174.75,175.020004,659800,162.959625
"189",172,176.160004,170.660004,176.160004,1155500,164.021072
"190",176,177.479996,175.830002,177.149994,590000,164.942825
"191",177.240005,178.130005,176.940002,177.529999,603400,165.296646
"192",177.600006,178.389999,177.039993,177.259995,790400,165.045303
"193",177.229996,177.990005,176.830002,177.179993,951000,164.970779
"194",177.610001,178,176.800003,177.330002,435000,165.110428
"195",178.029999,178.5,176.419998,177.5,609300,165.268738
"196",177.520004,177.809998,176.910004,177.559998,533600,165.3246
"197",177.429993,180.190002,177.429993,180.080002,793300,167.670944
"198",181.179993,181.940002,180.039993,180.399994,679400,167.968918
"199",180.889999,181.509995,180.240005,181.410004,500800,168.909286
"200",180.899994,181.970001,180.660004,181.460007,606800,168.955887
"201",182.160004,182.410004,181.279999,181.660004,471600,169.142059
"202",181.009995,182.029999,180.139999,182.009995,521800,169.467896
"203",182.75,184.559998,182.190002,184.5,450700,171.786346
"204",184.580002,184.759995,182.740005,182.869995,588100,170.268677
"205",184.339996,185.520004,183.789993,184.460007,738200,171.7491
"206",183.639999,184.190002,181.460007,183.679993,967500,171.022858
"207",185,185.470001,184.190002,184.830002,567600,172.093658
"208",184.529999,184.770004,183.270004,183.880005,574300,171.209106
"209",183.350006,183.539993,181.580002,181.940002,572800,169.402786
"210",182.539993,183.929993,181.899994,182.610001,874500,170.026627
"211",184.660004,184.660004,181.740005,181.990005,842000,169.449356
"212",184.100006,189.830002,184.100006,187.119995,1698200,174.225815
"213",188.169998,188.169998,184.949997,185.380005,840800,172.605728
"214",185.559998,185.580002,184.009995,184.619995,917700,171.898102
"215",184.960007,186.139999,184.490005,185.470001,525800,172.689529
"216",184.649994,185.240005,183.589996,184.869995,425300,172.130844
"217",183.309998,183.570007,180.639999,182.339996,649000,170.383499
"218",182,182.690002,181.490005,182.229996,409500,170.280701
"219",181.410004,181.759995,179.949997,181.300003,545500,169.411667
"220",180.990005,180.990005,179.380005,179.669998,678900,167.88858
"221",178.910004,180,177.740005,179.729996,982000,167.944626
"222",180.169998,182.710007,179.720001,182.300003,849300,170.346115
"223",181.270004,182.520004,180.559998,182.339996,641200,170.383499
"224",183.039993,183.559998,182.369995,182.899994,529600,170.906799
"225",183.229996,184.759995,183.210007,184.289993,518100,172.205627
"226",184.630005,185.550003,184.279999,184.610001,540700,172.504608
"227",184.880005,185.100006,182.860001,183.279999,211800,171.261856
"228",183.259995,184.029999,182.839996,183.809998,435400,171.757095
"229",184.419998,185.869995,183.580002,185.729996,541400,173.551224
"230",185.779999,186.539993,183.839996,184.320007,672700,172.233627
"231",185.339996,188.139999,184.839996,187.490005,779000,175.195801
"232",187.490005,188.429993,183.649994,187.050003,718800,174.784622
"233",189.110001,190,185.630005,185.850006,757200,173.663345
"234",185.399994,185.529999,183.410004,184.309998,717200,172.224304
"235",186.410004,187.089996,183.360001,186.330002,960100,174.111816
"236",185.940002,191.380005,185.880005,191.330002,1102700,178.783997
"237",192.410004,193.009995,191.25,192.979996,1082800,180.325806
"238",193.179993,193.490005,191.220001,191.940002,667100,179.353989
"239",191.850006,192.880005,191.649994,191.860001,705000,179.279236
"240",191.550003,195.300003,191.5,194.710007,959000,181.942368
"241",194.490005,195.830002,191.619995,191.699997,753700,179.12973
"242",193.050003,195.330002,191.820007,194.259995,1057900,181.521881
"243",194.869995,198.529999,194.869995,198.130005,1279800,185.138092
"244",199.960007,199.990005,197.009995,198.070007,949600,185.082016
"245",199.259995,199.630005,198.350006,199.059998,744800,186.007095
"246",199.449997,200.039993,197.369995,199.690002,788600,186.595795
"247",200.240005,200.240005,198.380005,199.25,614300,186.184662
"248",199.130005,199.380005,198.429993,198.940002,445200,185.894989
"249",199.080002,199.210007,198.080002,198.910004,357000,185.866943
"250",199.619995,199.619995,197.910004,199.210007,565000,186.147278
"251",200.429993,200.820007,199.070007,199.580002,655300,186.492996
"252",200.100006,200.610001,198.389999,199.880005,855400,186.773361
"253",199.679993,201.600006,198.699997,201.509995,650600,188.296463
"254",201.429993,204.050003,201.059998,202.429993,823000,189.156113
"255",203.009995,204.830002,202.710007,203.809998,721600,190.445618
"256",203.809998,206.410004,203.669998,205.550003,974700,192.071564
"257",205.960007,207.940002,205.600006,207.320007,728500,193.72551
"258",207.039993,207.350006,205.759995,206.610001,993700,193.062012
"259",206.880005,208.399994,206.75,208.350006,1043100,194.687958
"260",208.960007,210.350006,208.360001,210.039993,862600,196.267136
"261",211.149994,212.800003,208.529999,209.910004,1237800,196.14566
"262",211.350006,211.880005,209.910004,210.800003,821200,196.977325
"263",211.509995,212.220001,210.110001,210.539993,859700,196.73436
"264",210.800003,211.979996,210,210.940002,902500,197.108139
"265",209.970001,210.559998,207.440002,210.229996,835700,196.444656
"266",210.440002,210.669998,208.529999,209.330002,940500,195.603668
"267",210.220001,211.449997,207.669998,208.830002,842400,195.136475
"268",210.160004,210.160004,205.809998,207.509995,960600,193.903015
"269",207.789993,209.710007,206.75,209.660004,1162700,195.912064
"270",209.100006,210.279999,206.240005,206.470001,578500,192.931213
"271",205.029999,205.529999,202.699997,204.649994,992600,191.23053
"272",205.529999,207.220001,200.639999,201.419998,1544700,188.212357
"273",195.789993,198.199997,192.5,193.470001,3058500,180.783676
"274",193.119995,193.440002,187.139999,190.639999,2002500,178.139252
"275",188.160004,190.869995,180.740005,182,1771600,170.065796
"276",180.309998,188.059998,177.770004,186.919998,2991500,174.663177
"277",186.259995,188.330002,183.169998,183.309998,1506600,171.289871
"278",182.509995,182.509995,174.5,174.509995,1520800,163.656158
"279",177.059998,178.580002,168.440002,176.889999,2086400,165.888138
"280",178.669998,182.75,177.839996,180.979996,1529100,169.72377
"281",179.830002,180.830002,178.759995,179.830002,1077300,168.645248
"282",179.110001,184.190002,178.610001,183.889999,1152300,172.452759
"283",185.259995,186.820007,183.080002,184.630005,920100,173.146729
"284",184.350006,186.300003,183.149994,183.220001,869200,171.824463
"285",182,183.710007,180.429993,181.610001,893100,170.314575
"286",181.720001,184.720001,181.259995,181.300003,687900,170.023865
"287",182.470001,185.220001,181.880005,183.919998,848200,172.480881
"288",184.850006,185.389999,181.220001,183.570007,722700,172.152695
"289",184.619995,186.199997,183.429993,185.550003,860400,174.009521
"290",185.440002,186.110001,181.860001,181.889999,721100,170.577133
"291",182.789993,184.080002,178.429993,178.470001,983400,167.369858
"292",178.5,181.320007,175.649994,177.300003,1830500,166.272644
"293",176.309998,176.830002,173.179993,175.550003,1354100,164.631485
"294",174.490005,178.080002,172.800003,177.119995,1026500,166.103836
"295",178,180.610001,177.5,177.839996,1174000,166.779037
"296",175.860001,177.5,175.029999,176.389999,1223000,165.419235
"297",178.850006,181.270004,177.669998,181.160004,1417900,169.892578
"298",182.789993,187.860001,182.080002,186.580002,1315800,174.975464
"299",187.240005,187.240005,181.419998,182.360001,1039700,171.017914
"300",182.800003,184.479996,181.309998,181.860001,823300,170.549026
"301",183.009995,183.309998,179.039993,179.460007,861600,168.298279
"302",179.839996,181.570007,178.910004,180.080002,677600,168.8797
"303",180.130005,183.809998,179.860001,182.710007,1181300,171.346161
"304",182.520004,182.820007,179.830002,181.899994,781000,170.586548
"305",182.669998,184.770004,180.25,180.389999,1312700,169.170456
"306",180.5,183.820007,180.110001,181.75,972900,170.445847
"307",180.139999,180.610001,175.770004,175.869995,1144600,164.93158
"308",176.309998,176.949997,169,169.240005,1433400,158.713928
"309",172.960007,174.630005,169.949997,174.619995,1071500,163.759338
"310",174.660004,175.639999,169.779999,170.360001,1430800,159.764267
"311",170.559998,171.100006,167.5,168.149994,1083900,157.691742
"312",168.690002,173.399994,168.600006,171.029999,1291000,160.392609
"313",170.020004,170.910004,163.809998,166.580002,1162100,156.219391
"314",166.770004,168.850006,166.080002,168.759995,955900,158.263779
"315",165.369995,171.25,164.679993,170.949997,1433500,160.317581
"316",171.919998,173.970001,170.869995,172.179993,810900,161.471054
"317",170.279999,171.399994,165.389999,167.440002,1392100,157.025879
"318",168.270004,170.550003,167,167.229996,960900,156.828949
"319",170.179993,173.100006,170,172.410004,1540500,161.686783
"320",170.509995,171.770004,169.800003,170.360001,759100,159.764267
"321",171.690002,173.399994,171.300003,172.559998,731700,161.827438
"322",173.809998,173.880005,171.320007,172.479996,886500,161.752411
"323",173.880005,174.679993,172.589996,174.520004,961800,163.665543
"324",175.820007,176.990005,175.059998,175.850006,879800,164.912827
"325",176.990005,179.360001,176.679993,178.460007,1156700,167.360474
"326",178.330002,178.600006,174.789993,176.179993,928200,165.222275
"327",176.889999,179.479996,175.600006,176.389999,1575200,165.419235
"328",176.380005,177.460007,171.720001,171.960007,1138200,161.264771
"329",172.929993,174.949997,160.869995,163.350006,2573900,153.190292
"330",163.320007,168.889999,162.029999,168.270004,1824600,157.80426
"331",165.320007,166.5,154.199997,162.550003,4111800,152.440033
"332",161.479996,166.100006,161.449997,164.380005,2795800,154.156174
"333",164.929993,165.910004,163.520004,164.619995,2173700,154.381271
"334",163.889999,168.449997,163.070007,167.970001,1663500,157.522949
"335",167.770004,169.690002,167.529999,167.820007,1682700,157.382278
"336",167.190002,168.899994,164.490005,168.369995,1294500,157.898071
"337",167.229996,171.660004,166.520004,170.949997,1113100,160.317581
"338",170,170.800003,167.399994,170.509995,910200,159.904953
"339",170.289993,171.539993,170.169998,171.110001,749600,160.467636
"340",171.380005,174.729996,170.779999,174.539993,1150200,164.41452
"341",174.759995,175.080002,173.600006,174.25,1354300,164.141373
"342",174.350006,177.110001,173.949997,175.119995,734600,164.960907
"343",175.770004,176.600006,174.479996,176.429993,939100,166.194901
"344",175.679993,177.020004,174.910004,176.660004,835000,166.411575
"345",176.460007,177.979996,176.020004,176.869995,985600,166.60939
"346",177.039993,179.639999,177.039993,178.320007,890000,167.975266
"347",177.929993,179.740005,177.720001,179.089996,906700,168.700607
"348",180.179993,183.910004,180.110001,182.429993,927000,171.846832
"349",182.199997,183.270004,177.899994,178.220001,1003500,167.881073
"350",177.479996,177.880005,174.690002,177.839996,1178200,167.523117
"351",177.100006,178.860001,175.389999,177.479996,792800,167.184006
"352",176.690002,177.740005,175.789993,177.130005,645200,166.85434
"353",175.080002,175.539993,171.300003,172.729996,756400,162.709534
"354",173.729996,176.070007,173.729996,175.199997,630700,165.03627
"355",174.679993,175.479996,170.059998,170.899994,1000300,160.985703
"356",172.279999,174.639999,172.169998,172.710007,893600,162.69075
"357",173.699997,174.460007,172.009995,172.229996,652800,162.238525
"358",172.139999,173.649994,172.050003,173.070007,819300,163.029831
"359",173.820007,174.179993,172.369995,174.179993,779400,164.075439
"360",174.600006,175.720001,173.800003,175.479996,498000,165.299988
"361",175.479996,175.960007,174.149994,174.710007,485800,164.574692
"362",174.759995,176.330002,174.360001,174.5,1321500,164.376892
"363",175.050003,175.479996,172.869995,174.169998,855100,164.066025
"364",173.960007,174.220001,172,172.139999,1233500,162.153793
"365",173.059998,174.429993,171.029999,171.910004,768200,161.937119
"366",171.279999,171.399994,168.080002,170.919998,1171500,161.004562
"367",169.119995,170.440002,168.029999,169.550003,1215200,159.714035
"368",167.350006,167.479996,163.050003,163.610001,1192900,154.118668
"369",164.100006,165.039993,162.139999,164.470001,1020100,154.928772
"370",162.660004,162.660004,157.460007,158.5,1758800,149.305069
"371",160.020004,160.490005,156.509995,157.380005,2775600,148.250076
"372",156.880005,157,153.5,155.759995,1607500,146.72403
"373",156.119995,157.630005,155.770004,155.830002,1060800,146.789948
"374",157.380005,158.029999,153.919998,153.960007,1360700,145.028458
"375",154.009995,155.800003,152.470001,154.830002,1202600,145.847977
"376",155.949997,158.479996,155.720001,155.850006,797300,146.808792
"377",154.880005,156.5,153.860001,156.089996,778800,147.034866
"378",156.509995,158.759995,156.339996,156.809998,762900,147.71312
"379",157.740005,158.050003,156.139999,157.080002,852300,147.967453
"380",156.860001,157.699997,155.369995,156.820007,757500,147.722534
"381",157.699997,160.309998,157.699997,159.789993,950900,150.520233
"382",160.100006,160.729996,158.639999,160.029999,1053900,150.746307
"383",158.449997,158.990005,157.169998,157.960007,986100,148.796402
"384",158.300003,159.190002,156.729996,158.600006,767800,149.399261
"385",158.179993,162.25,158.179993,161.509995,1495600,152.140411
"386",159.889999,160.320007,157.059998,157.699997,1229900,148.551468
"387",156.919998,159.080002,156.759995,158.75,1453600,149.540573
"388",159.080002,162.899994,158.259995,162.100006,1604600,152.696243
"389",161.050003,165.320007,160.970001,165.080002,1298000,155.503372
"390",163.940002,164.789993,163.050003,163.470001,998500,153.986755
"391",162.550003,163.919998,158.860001,159.770004,1535400,150.501389
"392",161.360001,163.490005,159.990005,161.729996,1283800,152.347656
"393",161.889999,163.490005,160.050003,163.149994,1340200,153.685318
"394",163.699997,166.270004,163.139999,165.179993,948100,155.597565
"395",165.520004,165.660004,163.740005,164.419998,1308100,154.881638
"396",164.279999,166.380005,163.240005,163.509995,1050600,154.024429
"397",164.419998,169.309998,163.580002,169.050003,1189500,159.243027
"398",167.759995,167.990005,164.820007,165.660004,1453600,156.049698
"399",158.399994,172.600006,157.320007,171.570007,2425500,161.616898
"400",172.029999,172.580002,170.630005,172.509995,1308400,162.502319
"401",174.509995,175.770004,172,174.300003,1509900,164.188461
"402",174.509995,175.75,174.070007,174.089996,1164600,163.990646
"403",173.949997,174.110001,171.820007,172.779999,726600,162.756653
"404",172.559998,173.740005,170.880005,170.990005,1100200,161.070511
"405",170.050003,170.050003,167.610001,168,871700,158.253967
"406",168.020004,169.169998,166.25,167.279999,1733700,157.575714
"407",166.770004,167.789993,166.110001,166.210007,901400,156.56781
"408",165.050003,166.910004,163.699997,166.490005,955000,156.831543
"409",167.309998,168.899994,167.100006,168.240005,943200,158.480026
"410",168.360001,169.669998,167.800003,169.570007,791800,159.732895
"411",169.539993,171.240005,169.080002,170.100006,920900,160.232132
"412",170.449997,172.589996,170.179993,172.070007,1817100,162.087891
"413",171.740005,172.029999,170.300003,170.679993,632600,160.778488
"414",170.550003,170.550003,168.679993,169.080002,602600,159.271332
"415",169.729996,171.720001,168.649994,171.529999,1505800,161.579178
"416",171.839996,175.089996,171.710007,174.660004,1229700,165.259842
"417",175.520004,175.979996,174.470001,175.139999,754300,165.713989
"418",175.389999,175.919998,173.990005,175.809998,699600,166.347931
"419",175.979996,176.100006,174.529999,175.089996,983200,165.666687
"420",174.490005,176.240005,173.75,175.600006,841100,166.149231
"421",175.210007,175.669998,173.880005,174.740005,660600,165.33551
"422",174.029999,177.160004,174.009995,176.559998,763900,167.057541
"423",177.770004,179,176.880005,177.830002,844300,168.259216
"424",177.5,178.289993,176.350006,177.720001,656800,168.155121
"425",178.839996,181.020004,177.919998,180.320007,580700,170.615204
"426",179.479996,180.699997,178.679993,180.199997,616700,170.501648
"427",180.350006,183.710007,179.419998,183.350006,1138000,173.482132
"428",184.440002,186.5,183.929993,184.679993,795100,174.740494
"429",185.619995,187.309998,182.449997,187.149994,748600,177.077591
"430",187.449997,188.770004,187.119995,187.449997,680500,177.361481
"431",187.440002,189.899994,186.100006,188.889999,1010400,178.723969
"432",189.149994,191.729996,188.110001,190.479996,1781900,180.228363
"433",192.009995,193.190002,189.679993,190.509995,900600,180.256775
"434",191.039993,192.240005,190.100006,190.580002,1084800,180.322998
"435",191.410004,191.410004,187.789993,189.639999,1533000,179.433594
"436",189.660004,190.199997,187.570007,188.270004,924600,178.137329
"437",187.529999,188.270004,186.429993,186.779999,680400,176.727493
"438",187.779999,187.779999,185.830002,186.5,766900,176.46257
"439",185.929993,185.929993,183.210007,183.929993,1767400,174.030899
"440",185.360001,186.649994,184.139999,184.869995,990700,174.920288
"441",184.649994,185.199997,183.679993,184.860001,1226200,174.910873
"442",185.440002,187.240005,184.759995,185.399994,1414600,175.421783
"443",185.350006,185.630005,183.660004,184.970001,816400,175.014923
"444",185.229996,185.419998,180.770004,182.369995,883300,172.55484
"445",181.289993,182.110001,179.139999,181.470001,1037000,171.703339
"446",180.800003,181.139999,178.080002,178.360001,682600,168.760666
"447",177.940002,177.970001,172,172.130005,1036700,162.865967
"448",171.240005,172.490005,164.779999,165.600006,1971900,156.687424
"449",168.160004,169.809998,164.369995,167.300003,1130800,158.295929
"450",163.800003,166.25,162.940002,163.529999,1612500,154.728851
"451",164.600006,165.940002,163.089996,165.100006,1664700,156.214355
"452",165.130005,165.649994,161.410004,162.539993,1245300,153.792114
"453",160.710007,161.949997,158.320007,159.330002,1373900,150.754868
"454",158.800003,160.429993,156.779999,157.869995,1216800,149.373474
"455",158.529999,158.929993,156.649994,157.449997,1179100,148.976044
"456",154.419998,154.419998,150.080002,152.029999,1937000,143.847763
"457",152.929993,154.130005,146.330002,146.5,1925000,138.615372
"458",148.289993,148.580002,145.880005,146.699997,1630200,138.804611
"459",144.929993,147.320007,144.029999,145.460007,1833200,137.631332
"460",148,149.759995,143,145.220001,1796100,137.404297
"461",145.160004,148.869995,144.570007,148.309998,2261300,140.327972
"462",150.710007,153.149994,149.889999,151.630005,1822900,143.469269
"463",151.949997,159.529999,150.220001,159.350006,1954300,150.773788
"464",161.649994,163.679993,159.869995,161.649994,2272700,152.950012
"465",162.25,165.029999,161.169998,164.100006,1664200,155.268173
"466",163.559998,167.630005,163.320007,167.169998,1486300,158.172913
"467",167.089996,171.190002,167.089996,171.029999,1756000,161.82518
"468",170,172.130005,169.009995,171,1699500,162.518967
"469",169.660004,170.949997,164.910004,167.330002,1952500,159.030975
"470",167.110001,168.029999,164.789993,165.050003,1608800,156.86409
"471",165.600006,167.699997,163.279999,164.440002,1162700,156.284332
"472",165.729996,167.350006,163.949997,166.720001,1986100,158.451263
"473",164.929993,171.009995,164.389999,169.940002,1034200,161.511536
"474",169.740005,171.639999,168.770004,171.309998,1136200,162.813599
"475",170.440002,171.080002,167.009995,167.570007,1144800,159.259094
"476",164.699997,166.839996,163.300003,163.710007,1053300,155.590546
"477",164.460007,166.929993,163.789993,164.470001,798500,156.312851
"478",162.300003,165.360001,162.300003,163.539993,367900,155.428955
"479",164.929993,167.839996,164.580002,166.289993,692600,158.042542
"480",165.320007,165.970001,163.360001,164.320007,740000,156.170303
"481",164.940002,169.289993,163.550003,168.919998,1592200,160.54213
"482",168.589996,169.449997,167.429993,168.899994,1018300,160.523132
"483",168.600006,172.600006,167.539993,172.039993,1187900,163.507401
"484",176.279999,179.210007,173.339996,175.179993,1425600,166.491653
"485",174.309998,175.100006,166.169998,166.470001,1243000,158.213623
"486",162.429993,163.570007,156.940002,163.320007,1185700,155.219879
"487",163.729996,165.309998,156.199997,157.039993,951500,149.251312
"488",157.240005,158.229996,152.75,156.300003,926200,148.548019
"489",158.960007,159.240005,152.860001,153.830002,861200,146.200531
"490",156.380005,159.619995,155.820007,155.929993,913100,148.196411
"491",156.830002,157.679993,154.039993,154.369995,683400,146.71376
"492",152.199997,155.210007,150.479996,151.020004,1015200,143.529892
"493",150.5,153.880005,148.710007,149.850006,1006400,142.417938
"494",150.740005,152.649994,147.309998,148.699997,1008200,141.324997
"495",149.009995,152.919998,146.039993,147.639999,1746600,140.317535
"496",146.25,148.410004,142.860001,145.869995,1405100,138.63533
"497",145.75,149.25,145.429993,145.580002,2070300,138.359741
"498",144.360001,144.729996,140.820007,141.110001,677500,134.11142
"499",142.130005,148.229996,140.869995,148.169998,926400,140.821259
"500",145.119995,149.960007,143.830002,149.960007,749700,142.522476
"501",150.860001,151.240005,147.860001,148.25,760800,140.897263
"502",149.009995,150.5,146.960007,149.139999,830700,141.743149
"503",146.770004,150.600006,145.589996,150.389999,1097600,142.931168
"504",149.380005,149.559998,143.800003,144.839996,1281800,137.656418
"505",148.410004,151.429993,147.770004,151.330002,956900,143.82457
"506",150.850006,153.820007,149.449997,151.880005,922400,144.347244
"507",153.360001,155.229996,152.470001,155.050003,1086500,147.360046
"508",155.660004,157.600006,155.339996,156.25,1050700,148.500534
"509",155.360001,158.539993,154.880005,157.960007,723500,150.125717
"510",156.460007,158.009995,155.880005,157.979996,957000,150.144699
"511",156.380005,157.660004,155.380005,156.169998,720300,148.4245
"512",156.520004,156.869995,153.699997,154.399994,979400,146.742279
"513",154.490005,156.449997,153.960007,155.820007,847400,148.091858
"514",154.850006,160.929993,154.850006,159.520004,712600,151.608353
"515",160.410004,164.169998,160.059998,162.490005,1200200,154.431046
"516",160.779999,161.369995,157.100006,158.350006,756500,150.496384
"517",159.130005,160.020004,155.830002,156.809998,908800,149.03273
"518",156.660004,159.070007,155.690002,158.070007,789700,150.23027
"519",159.380005,161.639999,159.380005,160.990005,1103900,153.005432
"520",158.240005,159.369995,155.190002,157.660004,859000,149.840576
"521",158.149994,162.649994,157.630005,162.119995,817100,154.079391
"522",163.75,166.110001,161.800003,165,1254700,156.816544
"523",163.5,166.399994,160.240005,164.809998,1850800,156.636002
"524",164.419998,166.75,163.300003,164.389999,1287600,156.236801
"525",164.809998,165.690002,163.229996,165.490005,690300,157.282242
"526",166.410004,166.410004,164.399994,166.210007,828200,157.966553
"527",165.990005,167.199997,165.679993,166,572700,157.766953
"528",164.199997,164.419998,160.910004,162.309998,737200,154.969452
"529",161.259995,162.690002,160.119995,162.089996,717700,154.759369
