"","VFC.Open","VFC.High","VFC.Low","VFC.Close","VFC.Volume","VFC.Adjusted"
"99",49.830509,49.887005,49.40678,49.764595,2247298,44.490467
"100",50.169491,50.310734,49.77401,50.084747,3734629,44.776699
"101",50.160076,50.838039,49.971752,50.574387,2433467,45.214439
"102",50.489643,51.054615,50.489643,50.640301,2574925,45.273365
"103",50.71563,51.016949,50.480225,50.659134,3680467,45.290211
"104",50.809792,51.101696,50.169491,50.517891,3595826,45.163933
"105",50.951035,51.393597,50.59322,51.167606,2706401,45.744785
"106",51.242939,51.403011,50.828625,51.129944,2350737,45.711117
"107",51.045197,51.195858,50.376648,50.583805,3150848,45.222858
"108",50.320152,50.668549,50.160076,50.517891,1898537,45.519821
"109",50.517891,50.960453,50.47081,50.47081,1962045,45.477398
"110",50.564972,52.128059,50.442562,52.099812,3322892,46.945229
"111",52.128059,53.418079,52.118645,52.617702,4675986,47.411884
"112",52.589455,52.787193,51.902073,52.749531,1960664,47.530666
"113",52.721279,53.248589,52.344631,53.220341,2086511,47.954899
"114",52.956684,52.966103,52.344631,52.82486,1947071,47.598545
"115",52.711864,53.079098,52.146893,53.041431,5444237,47.793694
"116",53.17326,53.606403,52.900188,53.512241,2116035,48.217918
"117",53.210922,53.23917,51.327682,51.685497,3666236,46.571907
"118",51.694916,52.071564,51.478344,51.996235,1710139,46.851906
"119",52.071564,52.919022,51.88324,52.561207,2252821,47.360981
"120",52.52354,53.201508,52.212807,53.135593,6336211,47.87854
"121",53.352165,53.917137,53.041431,53.785313,1586947,48.46397
"122",53.672318,53.945385,53.446327,53.531075,1444108,48.234894
"123",53.785313,54.124294,53.672318,53.700565,2003675,48.387619
"124",53.775894,54.133709,53.276836,53.606403,2196959,48.302765
"125",53.973637,54.783428,53.672318,54.237289,3005566,48.871231
"126",54.077213,54.783428,54.011299,54.322033,1755698,48.947598
"127",54.340866,54.340866,53.559322,53.983051,2080033,48.642155
"128",53.81356,53.81356,52.796612,52.853107,1927955,47.624001
"129",52.834274,53.512241,52.589455,53.389832,2335019,48.107616
"130",53.248589,53.408665,52.862522,53.229755,2361145,47.963375
"131",53.097927,53.11676,52.288136,52.467045,2853806,47.276131
"132",52.64595,52.99435,52.438793,52.64595,1655233,47.437332
"133",52.853107,53.229755,52.561207,52.749531,2492302,47.530666
"134",52.796612,52.871941,52.514126,52.749531,3216798,47.530666
"135",52.608288,53.531075,52.570621,52.919022,5629556,47.683388
"136",52.909603,53.210922,52.269302,52.664783,4696695,47.454311
"137",52.655369,53.248589,52.514126,53.248589,2268963,47.980354
"138",53.502827,54.519775,53.267422,54.340866,2756209,48.964565
"139",54.331451,55.3484,54.331451,55.22599,3504919,49.762115
"140",56.035782,56.035782,54.585686,55.442562,3920479,49.95726
"141",55.71563,57.749531,55.480225,57.485874,4569467,51.798412
"142",57.617702,57.636536,56.591335,57.316383,2423165,51.645691
"143",57.504707,57.608288,56.807911,57.259888,2086830,51.594788
"144",57.749531,58.46516,57.532955,58.23917,2111999,52.47718
"145",58.23917,58.568737,58.050846,58.559322,2880250,52.765659
"146",58.408665,58.992466,58.032017,58.870056,2249741,53.045658
"147",58.794727,59.350281,58.540489,59.086628,2743252,53.240795
"148",59.077213,59.858757,58.964218,59.538605,1738813,53.648056
"149",59.585686,60.009415,59.218456,59.519775,1497420,53.631088
"150",59.52919,59.792843,59.265537,59.265537,1773009,53.402004
"151",59.821091,60.22599,58.898304,58.954803,3707761,53.122013
"152",58.559322,59.133709,56.506592,58.653484,2564411,52.85051
"153",57.76836,58.323917,57.636536,57.664783,2630786,51.959621
"154",57.401131,58.427494,57.128059,57.984936,1602133,52.2481
"155",58.512241,59.821091,58.352165,59.792843,3759055,53.877144
"156",59.717514,60.357815,59.227871,60.169491,4297914,54.216534
"157",60.273071,60.499058,59.839924,60.169491,2501860,54.216534
"158",59.896423,60.357815,59.303204,59.40678,2385252,53.529282
"159",59.096046,59.199623,58.314503,59.11488,2805910,53.266247
"160",59.209042,59.585686,58.992466,59.274952,2195048,53.410488
"161",59.52919,59.613937,59.05838,59.416195,1417770,53.537758
"162",59.190208,59.303204,58.832394,58.945385,1752406,53.113533
"163",59.679848,60.047081,59.161961,59.265537,1726281,53.402004
"164",59.340866,60.131828,59.303204,59.717514,1422549,53.809261
"165",59.726929,59.783428,59.199623,59.52919,1344067,53.639576
"166",59.05838,59.519775,58.747646,59.378532,1087063,53.503819
"167",59.237289,59.350281,58.738232,58.888889,1470764,53.062626
"168",59.124294,59.322033,58.945385,59.199623,2460760,53.342613
"169",59.322033,59.952919,59.11488,59.868172,1727662,53.945019
"170",59.839924,60.461395,59.585686,60.216572,2069732,54.258953
"171",60.357815,60.743877,59.020718,59.670433,2531277,53.766838
"172",59.679848,59.708099,59.011299,59.218456,2006649,53.715591
"173",58.983051,59.18079,58.286251,58.832394,1996772,53.365414
"174",59.096046,59.689266,59.001884,59.661018,1483295,54.117039
"175",59.613937,59.896423,59.256123,59.416195,2102123,53.894962
"176",59.453861,59.632767,59.237289,59.397362,2103503,53.877872
"177",59.218456,59.359699,58.182674,58.700565,3069923,53.245827
"178",58.804142,59.331451,58.446327,58.785313,4304392,53.322712
"179",58.832394,59.133709,58.248589,58.531075,3126634,53.092091
"180",58.672318,58.766479,58.267422,58.521656,2595847,53.083549
"181",58.568737,58.568737,58.032017,58.502827,1703342,53.066467
"182",58.512241,58.681732,58.220341,58.23917,1274506,52.827309
"183",58.286251,58.625237,57.966103,58.568737,1530342,53.126244
"184",58.286251,58.917137,58.032017,58.088512,1733503,52.690639
"185",58.229755,59.359699,58.11676,59.124294,2593404,53.63018
"186",58.841808,59.444443,58.352165,59.369114,2179330,53.852249
"187",59.133709,59.830509,59.011299,59.792843,2292008,54.23661
"188",59.87759,60.263653,59.764595,59.858757,2634079,54.296398
"189",59.830509,59.990585,59.161961,59.990585,2214695,54.41597
"190",60.423729,60.838039,59.962334,60.338982,3125997,54.731991
"191",60.480225,61.167606,60.367233,61.120525,2008879,55.44091
"192",61.205273,61.487759,60.866291,60.951035,1903635,55.287174
"193",60.932201,61.873821,60.659134,61.817326,2414245,56.072964
"194",61.789078,61.873821,60.489643,60.649719,1546697,55.013847
"195",60.762711,61.497173,60.706215,60.743877,1566450,55.099266
"196",60.612053,60.903954,60.433144,60.59322,1863916,54.962612
"197",60.612053,60.81921,60.263653,60.677967,2006224,55.039494
"198",60.734463,60.913372,60.094162,60.150658,2447379,54.56118
"199",60.282486,60.499058,59.971752,60.3484,1690810,54.740543
"200",60.442562,61.054615,60.301319,60.81921,1812834,55.167599
"201",60.903954,61.440678,60.856873,61.271187,2549437,55.577576
"202",61.06403,61.723164,61.026363,61.53484,1877722,55.816738
"203",62.080978,63.060265,61.892654,62.504707,4898369,56.696472
"204",64.067795,67.749527,63.983051,65.866287,9649226,59.745678
"205",66.902069,67.165726,65.885124,67.071564,3794101,60.838947
"206",67.222221,67.476463,66.41243,67.090393,3047409,60.856045
"207",67.090393,67.325798,66.242935,66.384178,2967865,60.215446
"208",66.111115,66.854988,65.781548,66.760826,2418068,60.557095
"209",66.252357,66.290016,65.517891,65.828629,2220005,59.711517
"210",65.574387,65.894539,65.141243,65.583801,3001849,59.489429
"211",65.602638,66.290016,64.952919,66.054611,2585014,59.9165
"212",66.403015,66.487762,65.263657,65.828629,2324081,59.711517
"213",65.847458,66.054611,65.160072,65.414314,2643637,59.335701
"214",65.527306,65.960449,65,65.037666,1869439,58.994061
"215",65,65.084747,64.359695,64.670433,1643339,58.660942
"216",64.651604,65.527306,64.472694,65.433144,1396530,59.352779
"217",65.24482,65.753296,65.094162,65.310738,1638241,59.241749
"218",65.22599,65.979286,65.037666,65.564972,1729042,59.472363
"219",65.593224,66.148773,65.442558,65.602638,1333129,59.506542
"220",65.357819,66.16761,65.188324,65.838043,1036193,59.720066
"221",65.743881,66.129944,65.480225,65.564972,1743273,59.472363
"222",65.706215,66.299438,65.376648,65.988701,2940997,59.856709
"223",66.431259,67.090393,66.431259,66.676086,1961195,60.480228
"224",66.685501,67.956688,66.384178,67.749527,1846712,61.453915
"225",67.919022,68.427498,67.542374,68.352165,2212677,62.000561
"226",68.088509,69.114876,67.975517,69.067795,2978591,62.649677
"227",69.209038,69.736343,69.190208,69.576271,1345129,63.110916
"228",69.679848,70.499062,69.133713,69.152542,2409147,62.726566
"229",69.359695,70.348396,69.256119,69.698685,2345852,63.221973
"230",69.830505,70.489639,69.491524,69.802261,2138656,63.315895
"231",69.849342,70.06591,68.653481,68.700562,4236849,62.316578
"232",68.691147,68.691147,66.770248,67.598869,3767870,61.317249
"233",68.173256,68.380417,67.043312,67.062149,4563945,60.830406
"234",67.212807,67.297554,66.233521,66.280602,3408595,60.121494
"235",67.617699,67.919022,66.384178,67.495293,2413820,61.223297
"236",67.485878,68.36158,67.391716,67.711861,1815277,61.816463
"237",67.815445,69.077209,67.740112,69.067795,2409678,63.054325
"238",69.28437,69.613937,68.154427,68.36158,2847753,62.409611
"239",68.399246,68.672318,68.154427,68.29567,2475947,62.349434
"240",68.512238,69.199623,68.314499,68.794724,1201759,62.805046
"241",69.209038,69.557442,68.879471,69.067795,2231687,63.054325
"242",69.576271,70.169495,69.274956,70.06591,4251505,63.965553
"243",70.489639,70.856873,69.604523,69.811676,2247723,63.733444
"244",70.028252,70.4049,69.256119,69.538605,1626878,63.484142
"245",69.896423,70.329567,69.708099,70.056496,2745907,63.956955
"246",70.24482,70.621468,69.679848,69.896423,1743167,63.81081
"247",69.821091,70.018829,69.161957,69.557442,2024172,63.501354
"248",69.416199,70.301315,69.369118,70.254234,905036,64.137466
"249",70.461395,70.527306,70.112991,70.169495,1120835,64.06012
"250",70.197739,70.197739,69.887009,69.952919,1013360,63.862392
"251",69.915253,70.414314,69.670433,69.679848,1529917,63.613083
"252",70.075333,70.216576,69.397362,70.075333,1819312,63.97414
"253",70.197739,70.24482,69.406776,69.472694,1776620,63.423985
"254",69.783424,71.082863,69.576271,71.054611,2663071,64.868164
"255",71.18644,71.713745,70.932205,71.280602,2221385,65.074478
"256",71.440681,74.105461,71.440681,72.843689,3212550,66.501472
"257",72.570618,72.768364,71.516006,71.685501,3154883,65.444138
"258",71.572502,71.920906,71.224106,71.676086,2719145,65.435532
"259",71.751411,72.740112,71.666664,72.683617,2477115,66.355347
"260",72.843689,73.493408,72.740112,73.258003,2141735,66.87973
"261",73.436913,73.446327,72.156311,72.203392,2427626,65.916924
"262",72.702446,73.700562,72.514122,73.578156,1643551,67.172012
"263",73.775894,74.726929,73.662903,73.851227,2324399,67.421295
"264",74.28437,75.188324,74.039551,75.131828,2681444,68.590401
"265",75.094162,75.998116,74.764595,75.725044,2279052,69.131958
"266",75.555557,76.271187,75.160072,76.148773,2752173,69.518799
"267",76.431259,77.306969,76.045197,76.242935,2329178,69.604767
"268",76.534843,76.676086,75.828629,76.214691,2292221,69.578979
"269",76.63842,76.817329,76.101692,76.807907,2044987,70.120552
"270",76.63842,77.853104,76.63842,77.730698,2778192,70.962982
"271",77.485878,78.107346,76.892654,77.184555,2258237,70.464394
"272",77.325798,77.82486,76.026367,76.403015,3927807,69.750908
"273",75.677963,76.534843,74.05838,75.913368,3243879,69.303871
"274",75.866287,76.610168,75.094162,75.22599,3391922,68.676361
"275",75.53672,76.958572,74.039551,74.039551,4928848,67.593224
"276",72.66478,75.235405,71.958572,74.726929,4306091,68.220749
"277",74.821091,76.723167,74.435028,75.772125,3811518,69.17495
"278",75.640305,76.421844,74.133713,74.152542,3502157,67.696365
"279",74.905838,75.659134,72.542374,74.689262,3833608,68.186348
"280",75.734467,76.977402,75.433144,75.988701,4289843,69.372665
"281",75.998116,77.382301,75.677963,77.316383,2395022,70.584755
"282",76.88324,78.851227,76.534843,78.804146,3085216,71.942978
"283",79.077209,79.453857,78.446327,79.039551,3600286,72.157883
"284",68.276833,74.143127,68.276833,70.282486,10637629,64.163261
"285",70.310738,70.4049,68.493408,69.274956,4571060,63.243443
"286",69.548019,71.440681,69.435028,70.150658,3657528,64.042915
"287",70.291901,71.111115,70.056496,70.819206,3573524,64.653267
"288",71.120529,71.365349,69.830505,71.327682,2570677,65.117462
"289",71.252357,71.86441,70.649719,71.610168,2158727,65.375351
"290",71.930321,72.316383,70.527306,70.527306,2426351,64.386765
"291",70.734467,70.979286,70.207153,70.216576,2784776,64.103096
"292",70.141243,70.527306,68.785309,69.397362,2429431,63.355209
"293",68.775894,69.397362,68.352165,69.227875,3277332,63.200478
"294",69.011299,69.971748,68.201508,69.274956,4667065,63.243443
"295",69.698685,69.77401,68.681732,69.143127,3195983,63.123112
"296",68.418076,69.453857,67.871941,69.209038,3152122,63.183277
"297",68.870056,69.444443,68.201508,68.549904,2698754,62.975674
"298",69.039551,69.896423,68.615822,69.293785,2451733,63.659061
"299",69.378532,69.604523,68.747643,68.935966,2592873,63.330322
"300",69.359695,70.056496,69.048965,69.180794,2068988,63.555252
"301",69.698685,70.743881,69.698685,70.386063,2529365,64.662506
"302",70.612053,70.922791,70.178909,70.357819,2731039,64.636559
"303",70.348396,72.080978,70.348396,71.054611,6806995,65.276695
"304",70.668549,70.838043,69.265533,69.802261,2075148,64.126175
"305",70,70.734467,69.75518,70.583801,1825047,64.84417
"306",70.593224,70.922791,70.047081,70.263657,2032031,64.550064
"307",70,70,68.097931,68.163841,2674222,62.620995
"308",68.578156,69.670433,68.154427,68.182671,3321936,62.638283
"309",69.12429,70.367233,68.888885,70.273071,2281495,64.558708
"310",70.555557,70.800377,69.152542,69.425613,2172321,63.780159
"311",69.670433,70.301315,69.067795,69.369118,2249635,63.728264
"312",69.971748,70.734467,69.689262,69.792847,3263951,64.117538
"313",69.538605,69.971748,68.041428,68.851227,1735627,63.252495
"314",69.114876,69.971748,68.747643,69.93409,1930928,64.247299
"315",69.359695,71.86441,69.28437,71.741997,1960452,65.908188
"316",71.873825,73.079094,71.685501,72.966103,4449886,67.032753
"317",72.514122,73.36158,71.139359,71.854988,2489328,66.011978
"318",72.241058,72.617699,71.63842,71.676086,2346277,65.847641
"319",72.325798,73.531075,72.090393,73.370995,2109026,67.404716
"320",72.796608,73.672318,72.730698,73.013184,2065802,67.076004
"321",73.239174,73.794724,73.013184,73.173256,1630913,67.223053
"322",73.512238,74.180794,72.35405,72.711861,1683058,66.799194
"323",73.022598,73.615822,72.551788,73.370995,2321213,67.404716
"324",73.822975,74.340866,73.644066,74.048965,1293304,68.027557
"325",74.143127,74.444443,73.389832,73.483994,1205476,67.50853
"326",73.540489,73.662903,72.58004,73.239174,1366157,67.283607
"327",73.267418,73.455742,72.448212,72.975517,1581743,67.041405
"328",73.276833,73.766479,73.069679,73.540489,1554449,67.56044
"329",73.870056,74.312614,73.126175,73.465157,2655743,67.491234
"330",73.549904,74.369118,73.13559,74.048965,1933159,68.027557
"331",74.030128,75.451981,73.276833,75.169495,1648861,69.056976
"332",75.329567,76.94915,75.282486,76.082863,2142160,69.896072
"333",76.41243,77.146896,75.951035,76.148773,3935560,69.956627
"334",75.677963,76.177025,74.651604,75.753296,2058050,69.593307
"335",75.367233,75.828629,74.604523,75.018829,2411271,68.918549
"336",74.877586,74.877586,73.596985,73.879471,3963915,67.871841
"337",73.455742,73.81356,69.585686,71.817329,4966549,65.977371
"338",71.807907,72.561203,71.271187,72.005653,2580129,66.150383
"339",72.241058,73.455742,71.939735,72.768364,2116247,66.851105
"340",72.796608,73.747643,72.485878,73.568741,2362313,67.586395
"341",73.898308,73.898308,72.561203,73.418076,1864341,67.447968
"342",73.399246,73.719398,73.022598,73.389832,1556998,67.422035
"343",73.559319,73.559319,72.768364,73.05085,1541705,67.110611
"344",72.655365,74.199623,72.448212,73.99247,2094901,67.975662
"345",74.274956,75.094162,74.048965,74.93409,2024066,68.840721
"346",74.510361,75.630882,74.510361,75.291901,1992949,69.169434
"347",74.717514,75.499062,74.717514,75.395477,1989976,69.26458
"348",75.894539,76.629005,75.546143,76.195854,2367835,69.99987
"349",76.47834,76.600754,75.668549,75.734467,1714918,69.576004
"350",75.668549,76.779663,75.668549,76.534843,1709820,70.311295
"351",76.516006,77.702446,76.290016,77.410545,3646589,71.115784
"352",77.410545,78.088509,76.817329,76.94915,1260700,70.691902
"353",76.468925,77.222221,76.318268,76.572502,1890572,70.345894
"354",76.70433,77.10923,76.525421,76.977402,1814533,70.717873
"355",77.099815,77.250473,76.365349,76.421844,4475374,70.207489
"356",76.807907,77.10923,76.00753,76.581924,2229775,70.354561
"357",77.212807,78.154427,76.789078,78.11676,2864639,71.764587
"358",78.163841,78.653481,77.33522,78.399246,2679214,72.024078
"359",78.559319,79.566856,78.399246,79.218452,2637265,72.77668
"360",79.171371,79.623352,78.568741,78.625237,2289035,72.62883
"361",78.662903,79.12429,78.436913,78.785309,2145983,72.776688
"362",78.926552,79.199623,78.248589,78.446327,1970435,72.463554
"363",78.596985,79.557442,78.36158,79.538605,2038721,73.472527
"364",79.256119,79.5951,78.691147,78.775894,1959496,72.767967
"365",78.99247,79.566856,78.794724,79.12429,1648224,73.089813
"366",78.596985,79.519775,78.436913,79.453857,2966485,73.394234
"367",78.860641,80.178909,78.531075,79.482109,1667128,73.420349
"368",78.83239,79.133713,77.683617,78.578156,2155329,72.585335
"369",79.161957,79.161957,78.060265,78.333336,1755805,72.359184
"370",78.267418,78.512238,77.843689,78.097931,1622311,72.141731
"371",78.239174,78.323914,76.760826,76.817329,1818781,70.958786
"372",76.958572,76.958572,76.082863,76.468925,2545083,70.636963
"373",76.751411,78.52166,76.751411,77.222221,2291796,71.332809
"374",77.156311,77.975517,76.431259,76.440681,1524713,70.61087
"375",76.732582,77.316383,76.18644,76.826744,1380919,70.967506
"376",77.749527,78.229752,76.760826,76.760826,1816232,70.906593
"377",76.073448,76.779663,75.762711,76.487762,1450692,70.654358
"378",76.544258,77.41996,76.450096,76.732582,721735,70.880508
"379",77.146896,77.17514,75.94162,76.534843,1379432,70.697845
"380",76.468925,77.080978,76.158195,76.751411,1177758,70.897903
"381",77.316383,78.097931,77.10923,77.542374,1650879,71.628532
"382",77.523537,78.418076,77.269302,78.248589,2051784,72.280891
"383",77.843689,78.917137,77.071564,78.455742,1731803,72.472267
"384",79.096046,79.435028,78.276833,78.81356,1825259,72.80278
"385",79.915253,80.979286,79.548019,79.887009,1757291,73.794365
"386",81.63842,83.794724,81.374763,83.615822,4579025,77.238785
"387",83.192093,84.020714,82.862526,83.342751,2409253,76.986549
"388",83.389832,83.766479,82.636536,83.069679,2220748,76.734291
"389",83.163841,84.369118,82.984932,84.030128,3359106,77.621506
"390",86.629005,88.05085,85.6968,87.514122,4651879,80.83979
"391",87.909607,88.041428,86.563087,86.88324,3036683,80.257019
"392",87.099815,87.41996,86.064034,86.139359,2230412,79.569862
"393",85.847458,87.071564,85.169495,87.005653,2596590,80.370094
"394",87.099815,88.954803,86.930321,88.323914,2595316,81.587807
"395",87.984932,88.418076,86.47834,86.600754,2602431,79.996071
"396",86.619583,86.619583,85.856873,86.252357,2028526,79.67424
"397",86.836159,87.024483,85.951035,86.694916,2694931,80.083054
"398",85.913368,86.544258,85.593224,85.969872,1921795,79.413315
"399",86.092278,87.297554,85.517891,86.723167,3486227,80.109154
"400",86.88324,87.41996,86.450096,87.043312,2779254,80.404892
"401",87.193977,88.29567,86.563087,88.239174,2838195,81.509552
"402",88.276833,88.709984,87.871941,88.418076,2620697,81.674789
"403",88.653481,89.312614,88.436913,89.086632,1345342,82.292366
"404",89.218452,90.357819,89.152542,89.971748,1593425,83.10997
"405",89.792847,91.337097,89.689262,90.668549,2928465,83.753639
"406",90.395477,90.414314,85.94162,87.401131,5637308,80.735413
"407",87.730698,88.888885,87.193977,88.502823,2988680,81.753082
"408",87.514122,87.966103,86.694916,86.939735,2361782,80.309204
"409",86.967987,87.128059,85.659134,85.809792,3391285,79.265442
"410",85.781548,86.629005,85.6968,86.280602,1785965,79.70034
"411",86.647835,87.570618,86.337097,87.438797,2833416,80.770203
"412",87.438797,88.11676,86.770248,86.939735,1789045,80.309204
"413",86.676086,87.222221,86.299438,86.346519,1816339,79.761246
"414",86.299438,86.723167,85.687386,85.988701,1671482,79.43071
"415",85.885124,86.47834,85.790962,86.41243,2004525,79.822121
"416",86.854988,87.316383,86.468925,87.156311,1475649,80.509262
"417",87.570618,88.239174,87.156311,88.126175,1910219,81.405159
"418",87.758942,88.126175,87.156311,87.815445,1610204,81.118126
"419",87.64595,87.64595,85.527306,85.894539,1661605,79.343719
"420",86.195854,86.86441,85.969872,86.751411,1940062,80.135254
"421",86.506592,86.94915,85.998116,86.516006,1791806,79.917793
"422",86.101692,86.41243,84.971748,85.772125,3926108,79.230637
"423",85.903954,86.497177,85.781548,85.960449,2760669,79.40461
"424",85.160072,85.649719,84.105461,84.227875,2284256,78.198204
"425",84.28437,85.122414,84.28437,84.821091,3175274,78.748955
"426",84.849342,85.329567,84.604523,84.745766,3776897,78.679016
"427",84.425613,84.93409,84.077209,84.416199,2013977,78.373039
"428",84.830505,86.214691,84.623352,85.885124,2377075,79.736816
"429",87.542374,87.542374,85.451981,85.847458,2318665,79.701836
"430",85.687386,86.16761,85.414314,85.828629,2219155,79.684349
"431",86.854988,87.288139,86.544258,86.94915,1872837,80.724663
"432",86.807907,86.939735,85.885124,86.365349,1498057,80.182663
"433",86.280602,87.015068,86.016953,86.497177,1580575,80.305046
"434",86.770248,87.410545,86.497177,86.854988,3484953,80.637253
"435",86.70433,86.854988,85.574387,85.913368,1758672,79.763039
