"","AAP.Open","AAP.High","AAP.Low","AAP.Close","AAP.Volume","AAP.Adjusted"
"789",141.619995,142.130005,139.869995,140.610001,791800,137.963547
"790",137.419998,140.839996,136.559998,139.910004,1199400,137.276703
"791",140.779999,140.779999,136.139999,137.600006,1565700,135.010193
"792",138.949997,138.949997,134.080002,134.539993,1164800,132.007782
"793",133.160004,138.110001,129.630005,134.130005,997000,131.605499
"794",131.289993,132.979996,127.849998,132.979996,1909200,130.477127
"795",133.449997,133.449997,128.039993,132.990005,1403000,130.486954
"796",131.520004,135.660004,128.919998,130.330002,1241000,127.877022
"797",131.220001,133.029999,128.070007,132.899994,861300,130.398636
"798",129.190002,129.770004,126,126.919998,1157100,124.531197
"799",123.809998,128.479996,121.510002,127.910004,1207800,125.502571
"800",119.93,132.190002,119.440002,130.360001,1736700,127.906471
"801",133.740005,137.350006,129.940002,135.199997,1322500,132.655365
"802",132.470001,132.800003,123.410004,125.620003,2077500,123.255676
"803",118.400002,120.330002,109.019997,109.169998,1721300,107.11528
"804",114.080002,115.309998,105.150002,113.690002,1251600,111.550209
"805",102.830002,107.489998,93.879997,95.25,1416100,93.457275
"806",97.150002,101.919998,92.639999,100.25,1475700,98.363159
"807",92.629997,94.459999,78.559998,88.739998,1649400,87.069794
"808",86.480003,89.419998,81.620003,85.970001,1185000,84.59024
"809",86.489998,89,73.739998,75.029999,1548500,73.825813
"810",74.970001,79.940002,71.330002,78.5,1476000,77.24012
"811",82.709999,87.610001,81.419998,86.379997,1668300,84.99366
"812",87.330002,96.610001,85.07,90.370003,1173700,88.91964
"813",91.419998,97.650002,90.580002,97.120003,1713800,95.561302
"814",93.099998,100.209999,91.400002,95.599998,761500,94.065681
"815",94.410004,97.870003,89.860001,96.5,1046400,94.951241
"816",95.559998,97.379997,92.900002,93.32,1268600,91.822281
"817",89.629997,92.699997,87.120003,89.169998,1163400,87.738876
"818",87.709999,89.889999,81.940002,88.410004,3036900,86.991081
"819",86.139999,86.910004,82.730003,84.650002,1148400,83.291435
"820",89.440002,98.300003,88.529999,95.809998,1378300,94.272316
"821",102.230003,103.720001,97.480003,99.440002,1255800,97.844055
"822",101.830002,103.949997,98.959999,102.519997,680900,100.874626
"823",104.620003,108.809998,103.339996,106.860001,1137200,105.144974
"824",109.019997,110.050003,103.599998,110,1175500,108.234581
"825",111.239998,116.330002,111.139999,115.389999,922500,113.538071
"826",110.949997,112.949997,108.889999,111.989998,835100,110.19265
"827",112.839996,118.220001,110.959999,117.529999,1139500,115.643723
"828",121.5,123.400002,115.639999,118.860001,949600,116.952377
"829",116.830002,117.980003,115.080002,115.400002,941400,113.547905
"830",115.470001,117.199997,112.970001,113.510002,777900,111.68824
"831",115.07,116.339996,112.410004,113.019997,751200,111.2061
"832",114.5,118.379997,112.800003,113.389999,895300,111.57016
"833",115.150002,118.300003,114,117.589996,1011400,115.702759
"834",118.489998,121.089996,117.470001,118.949997,774400,117.040932
"835",121.510002,123.239998,119.940002,120.970001,776000,119.028519
"836",123.830002,126.790001,123,124.910004,938400,122.905281
"837",123.330002,123.419998,118.779999,120.910004,750000,118.969482
"838",118.019997,119.389999,115.970001,116.589996,501700,114.718811
"839",115.43,120.410004,115,120.110001,460300,118.18232
"840",121.889999,123.589996,121,121.190002,440100,119.244987
"841",121.809998,122.940002,119.57,121.160004,683800,119.215477
"842",122.5,124.910004,118.940002,119.610001,904500,117.690346
"843",121.900002,125.709999,121.129997,124.849998,911500,122.846237
"844",124.110001,126.389999,123,125.940002,851200,123.918747
"845",126.699997,126.940002,124.010002,124.5,1010600,122.501862
"846",123.760002,125.050003,118.68,119.239998,1178700,117.326279
"847",117.779999,121.260002,116.760002,121.129997,1385500,119.185951
"848",119.910004,127.029999,118.730003,126.059998,1307700,124.036827
"849",130.610001,132.889999,128.160004,131.110001,1806600,129.005783
"850",140.339996,141.800003,135.25,135.820007,3755600,133.640198
"851",138.229996,140.160004,135.039993,135.720001,1216300,133.541794
"852",135.570007,136.020004,130.070007,134.789993,1512800,132.626724
"853",133.289993,134.210007,131.389999,133.479996,682600,131.337723
"854",137.619995,138.669998,134.589996,135.580002,813400,133.404037
"855",137.5,141.779999,136.309998,141.710007,815200,139.435669
"856",142.389999,142.479996,138,138.440002,1069900,136.218124
"857",137.699997,140.809998,136.5,139.320007,1324300,137.08403
"858",139.559998,140.630005,138.490005,139.789993,841000,137.546448
"859",141.210007,141.350006,138.929993,139.490005,540300,137.251282
"860",139.759995,144.630005,139.759995,142.320007,519300,140.035873
"861",141.080002,142.690002,140.589996,142.199997,498400,139.917786
"862",145.070007,149.160004,144.559998,146.100006,929300,143.755203
"863",146.279999,149.240005,145.080002,146.350006,920500,144.001175
"864",145.220001,145.710007,142.330002,144.210007,717100,141.895538
"865",144.320007,144.320007,140.369995,140.380005,864900,138.127014
"866",136.710007,138.830002,131.600006,133.130005,943000,130.993378
"867",137.050003,137.289993,131.309998,135.729996,682700,133.551605
"868",131.160004,139.389999,130.330002,137.850006,1074000,135.637619
"869",143.039993,144.009995,138.240005,142.660004,1018900,140.370407
"870",144.110001,150.029999,142.740005,148.639999,1382700,146.254425
"871",147.399994,148.839996,145.619995,147.710007,588200,145.584229
"872",150.470001,150.570007,144.779999,144.899994,1042900,142.814651
"873",145.110001,152.270004,144.529999,151.600006,1790600,149.418228
"874",152.509995,153.470001,149.779999,149.970001,1210300,147.811691
"875",148.559998,148.809998,142.759995,143,1073200,140.942001
"876",141.850006,143.490005,140.070007,142.910004,920600,140.853302
"877",142.970001,143.869995,139.589996,139.990005,1079400,137.975342
"878",141.490005,143.660004,138.759995,142.75,676500,140.695587
"879",142.429993,143.360001,140.429993,142.449997,746100,140.399918
"880",142.360001,143.669998,139.669998,141.949997,709500,139.907104
"881",144.240005,145.610001,140.300003,141.839996,467000,139.798676
"882",144.149994,144.309998,138.25,138.960007,841300,136.960159
"883",137.919998,138.960007,136.470001,136.679993,799000,134.712952
"884",136.289993,136.960007,132.929993,136.449997,1361200,134.486267
"885",135.679993,136.809998,132.320007,133.75,543000,131.82515
"886",133.309998,134.779999,131.899994,134.449997,614900,132.515045
"887",135.220001,139.5,134.050003,135.130005,1064000,133.185257
"888",134.970001,139.580002,133.539993,138.580002,1069800,136.585602
"889",140.800003,143.970001,140.220001,143.679993,912000,141.612213
"890",143.470001,147.559998,142.979996,145.350006,941400,143.258179
"891",146.199997,146.220001,143.029999,144.860001,386500,142.775223
"892",145.199997,145.660004,142.970001,144.899994,417700,142.814651
"893",145.380005,148.080002,145.029999,147.380005,756100,145.258972
"894",146.899994,150.070007,146.899994,149.399994,493800,147.249893
"895",150,150.889999,146.979996,148.369995,762500,146.234711
"896",148.229996,149.770004,147.080002,147.270004,755800,145.150543
"897",147.389999,147.880005,146,146.830002,771300,144.716888
"898",147.059998,148.059998,145.949997,146.190002,808500,144.08609
"899",146.610001,148.809998,146.130005,148.210007,1249400,146.077026
"900",154.110001,154.770004,148.729996,152.869995,1350800,150.669952
"901",152.660004,153.350006,147.550003,150.139999,829000,147.979248
"902",151.539993,153.089996,149.710007,152.550003,498300,150.354553
"903",152.169998,152.940002,150.350006,152.789993,4e+05,150.591095
"904",153.229996,154.139999,151.139999,151.720001,845300,149.536514
"905",150.949997,152.789993,150.600006,151.830002,396400,149.644943
"906",150.910004,153.210007,150.779999,151.970001,1424500,149.782913
"907",152.5,154.220001,151.949997,153.320007,595500,151.113495
"908",155,155.440002,151.789993,151.940002,764800,149.753342
"909",153.580002,156,153.449997,154.279999,681500,152.059647
"910",154.470001,156.869995,153.800003,155.990005,686300,153.745041
"911",155.110001,159.309998,155.110001,158.660004,1130300,156.376633
"912",160.080002,161.479996,158.979996,161,2043400,158.682953
"913",170.5,170.5,159.720001,162.850006,2563500,160.506332
"914",163.169998,163.839996,158.929993,160.809998,1289500,158.495682
"915",159.300003,160.020004,157.059998,157.440002,1080200,155.174194
"916",157.050003,158.320007,155.570007,156.110001,697100,153.863312
"917",156.979996,157.970001,154.520004,157.139999,636500,154.87851
"918",157.259995,157.259995,153.960007,156.059998,525200,153.814041
"919",155.770004,157.580002,155.449997,156.479996,575600,154.227997
"920",156.949997,156.949997,154.539993,154.720001,473200,152.493347
"921",155.380005,155.589996,153.130005,154.770004,611600,152.542618
"922",154.770004,158.740005,151.509995,156.309998,1242100,154.06044
"923",155.779999,157.779999,154.429993,156.389999,634800,154.139297
"924",156.440002,159.559998,155.539993,158.100006,635600,155.824692
"925",158,158.550003,154.309998,155.179993,591100,152.946701
"926",155.889999,156.009995,150.759995,153.75,589100,151.537292
"927",152.649994,154.690002,150.839996,151.729996,1198000,149.546356
"928",152.619995,155.679993,152.619995,154.350006,715900,152.128662
"929",154.649994,155.720001,153.100006,153.559998,418700,151.350037
"930",154.470001,155.320007,153.080002,154.589996,493900,152.365204
"931",156.899994,158.919998,156.130005,157.309998,785900,155.046036
"932",157.910004,158.410004,156.509995,156.880005,496800,154.622253
"933",157.029999,157.110001,154.300003,154.639999,512800,152.414505
"934",152.559998,154.949997,152,154.759995,630700,152.779739
"935",154.380005,155.970001,152.539993,153.880005,717100,151.911011
"936",151.009995,151.75,147.610001,148.429993,854800,146.530746
"937",148.990005,152.460007,146.419998,150.110001,1244900,148.189255
"938",150.570007,150.940002,146.300003,146.449997,618900,144.57608
"939",144.520004,148.839996,142.460007,146.710007,1115900,144.832764
"940",146.330002,150.399994,146.259995,149.410004,778600,147.498215
"941",150.880005,154.169998,150.009995,153.389999,726400,151.427277
"942",153.889999,153.889999,151.660004,151.710007,610400,149.768799
"943",151.479996,154.869995,151.449997,153.5,546700,151.535873
"944",153.559998,156.259995,153.199997,154.850006,649700,152.868607
"945",152.240005,156.350006,151.660004,155.5,487300,153.510284
"946",155.740005,158.160004,154.919998,155.860001,556700,153.865662
"947",160.259995,160.779999,155.059998,155.160004,837200,153.174637
"948",155.619995,158.5,155.279999,156.809998,1065700,154.803528
"949",157.800003,158.5,155.119995,157.660004,404400,155.642654
"950",158.580002,158.580002,155.070007,155.320007,840400,153.332611
"951",155.509995,156.389999,153.630005,156.25,720400,154.250687
"952",155.610001,158.080002,155.220001,157.380005,753400,155.366226
"953",158.160004,159.179993,154.789993,156.580002,581800,154.576462
"954",154.979996,157.910004,154.080002,157.520004,697300,155.50444
"955",157.520004,157.610001,154.830002,154.990005,477200,153.006805
"956",156.110001,157.350006,152.770004,153.25,603800,151.289078
"957",154.679993,154.979996,152.690002,153.020004,614400,151.062027
"958",155.990005,157.699997,153.880005,154.380005,884500,152.404617
"959",153.839996,154.070007,150.820007,152.929993,621800,150.97316
"960",153.419998,155.169998,151.779999,154.720001,543600,152.74028
"961",152.710007,152.960007,149.350006,151.210007,619000,149.275192
"962",150.470001,151.910004,150,150.410004,775600,148.485428
"963",147.419998,150.070007,146.149994,146.380005,687900,144.506989
"964",145.729996,147.520004,144.229996,146,719900,144.131836
"965",144.869995,147.410004,144.600006,147.279999,822000,145.395447
"966",149.490005,152.470001,148.759995,151.380005,1010900,149.443008
"967",153.479996,158.119995,152.679993,157.429993,847600,155.415588
"968",158.369995,159.550003,154.860001,155.529999,791900,153.539902
"969",157.779999,158.839996,155.279999,156.429993,544200,154.428391
"970",156.050003,157.539993,154.320007,156.380005,725600,154.379028
"971",161.589996,164.080002,156.330002,156.630005,1877600,154.625839
"972",153.25,158.860001,150.699997,155.419998,1716600,153.43132
"973",156.779999,158.800003,153.210007,156.520004,1132700,154.517227
"974",156.720001,156.720001,151.5,153.059998,1091700,151.101501
"975",152.990005,154.839996,152.130005,154,1073800,152.029465
"976",155.5,156.059998,150.320007,151.059998,1306200,149.127106
"977",149.919998,150.699997,147.649994,149.300003,1073200,147.389618
"978",148.929993,151.830002,147.979996,148.100006,881600,146.204987
"979",147.539993,147.539993,144.070007,146.080002,1706700,144.210831
"980",145.910004,147.089996,143.880005,144.330002,1334400,142.4832
"981",142.990005,146.860001,142.589996,145.559998,1087700,143.697479
"982",147.130005,150.440002,146.190002,149.830002,1109400,147.912827
"983",150.440002,150.610001,147.300003,149.399994,795200,147.488327
"984",150.240005,150.649994,148.309998,149.929993,460500,148.011551
"985",149.330002,150.309998,147.369995,147.699997,1521500,145.810089
"986",149.070007,153.179993,147.570007,152.610001,1258300,150.657257
"987",151.179993,151.449997,147.5,148.449997,1279900,146.550476
"988",148.639999,151.059998,148.309998,150.139999,646200,148.218872
"989",149.960007,152.820007,149.960007,152.470001,607700,150.519058
"990",151.610001,153.720001,151,153.679993,985900,151.713562
"991",152.690002,153.059998,148.960007,152.779999,1135300,150.825073
"992",152.990005,158.419998,152.509995,157.949997,1275300,155.92894
"993",156.25,158.619995,154.559998,158.220001,841400,156.195465
"994",158.020004,160.899994,156.429993,157.660004,906900,155.642654
"995",158.610001,161.330002,157.300003,157.559998,961800,155.543915
"996",157.899994,159.940002,156.110001,159.839996,1050400,157.794754
"997",159.949997,161.929993,158.309998,161.320007,1242600,159.255829
"998",162.050003,163.699997,160,160.339996,1347800,158.534027
"999",159.970001,161.039993,158.759995,159.990005,1478300,158.187988
"1000",158.440002,160.580002,156.690002,160.490005,1075200,158.682358
"1001",160.419998,161.179993,158.679993,159.399994,780400,157.604614
"1002",158.679993,160.460007,158.410004,159.289993,606500,157.49585
"1003",159.860001,160.979996,158.929993,160.679993,308000,158.870193
"1004",161.309998,162.639999,158.270004,158.800003,863300,157.011383
"1005",159.130005,159.419998,156.190002,156.690002,704300,154.92514
"1006",156.639999,159.699997,156.639999,157.660004,599600,155.884232
"1007",157.070007,157.669998,155.520004,157.509995,621000,155.735901
