"","GRMN.Open","GRMN.High","GRMN.Low","GRMN.Close","GRMN.Volume","GRMN.Adjusted"
"461",61.759998,63.18,61.580002,63.049999,1758000,58.60223
"462",63.73,66.660004,63.07,66.160004,3126100,61.492847
"463",66.68,67.949997,66.519997,67.419998,1878300,62.663956
"464",67.940002,67.940002,65.830002,66.150002,1339300,61.483551
"465",66.080002,66.25,64.5,64.849998,1434100,60.275253
"466",64.769997,65.230003,64.230003,64.559998,1256500,60.005707
"467",64.870003,65.790001,64.650002,65.739998,1107100,61.102459
"468",65.610001,66.739998,65.57,66.580002,1032200,61.883217
"469",66.449997,66.709999,65.620003,66.110001,970400,61.446373
"470",66.010002,66.129997,65.480003,65.650002,730200,61.018822
"471",65.300003,66.059998,64.029999,64.980003,942200,60.396088
"472",65.68,66,64.07,64.209999,886500,59.680408
"473",63.77,65.400002,63,65.220001,958600,60.619156
"474",64.889999,65.900002,63.049999,65.480003,815900,60.860813
"475",65.239998,65.709999,64.18,64.839996,841300,60.265953
"476",64.209999,64.82,63.709999,64.379997,981700,59.838409
"477",64.82,65.400002,64.309998,65.120003,1181800,60.526211
"478",64.779999,65.57,64.709999,64.989998,476800,60.405373
"479",65.419998,65.910004,65.260002,65.870003,805500,61.223305
"480",65.699997,65.739998,65.220001,65.360001,949000,60.749283
"481",65.5,66.459999,65.230003,66.379997,732800,61.697315
"482",66.300003,66.620003,65.769997,65.980003,703300,61.325542
"483",65.870003,66.720001,65.82,66.660004,1792400,61.957573
"484",67.309998,68.599998,66.800003,68.57,1179900,63.732841
"485",68.709999,68.709999,66.18,66.400002,1368300,61.715912
"486",66.099998,66.099998,63.720001,65.029999,1759800,60.442551
"487",65.040001,65.400002,64.470001,64.68,982500,60.117241
"488",64.739998,65.080002,63.450001,64.93,849600,60.349617
"489",65.75,66.269997,65.139999,65.389999,866400,60.777153
"490",66.089996,66.739998,65.720001,66.269997,871500,61.595081
"491",65.790001,66.57,65.660004,66.099998,694300,61.932377
"492",65.82,66.029999,64.830002,65.139999,652100,61.032906
"493",64.230003,64.900002,62.91,63.110001,1135200,59.130909
"494",63.400002,64.209999,63.23,63.560001,1067300,59.552528
"495",63.450001,64.260002,62.07,62.18,1562300,58.259537
"496",61.990002,62.619999,61.119999,62.119999,1112700,58.203323
"497",62.369999,63.400002,61.209999,61.330002,1487400,57.463135
"498",61.169998,61.560001,60.290001,60.549999,587300,56.732315
"499",61.110001,62.25,59.98,62.200001,899100,58.278275
"500",61.57,62.970001,61.009998,62.959999,694000,58.99036
"501",63,63.490002,62.529999,62.82,560500,58.859188
"502",63.040001,63.650002,62.669998,63.32,688100,59.32766
"503",62.200001,63.07,61.580002,62.52,844100,58.578106
"504",62.310001,62.400002,61.18,61.389999,855700,57.519348
"505",62.009998,64.040001,61.5,63.720001,903300,59.702446
"506",63.709999,64.580002,63.52,64.18,877200,60.133442
"507",64.75,64.989998,63.990002,64.779999,802400,60.695606
"508",64.809998,66.040001,64.5,65.68,956500,61.538864
"509",65.209999,66.059998,65,66.050003,546500,61.885536
"510",65.639999,66.599998,65.339996,66.57,628000,62.372749
"511",66.419998,66.629997,65.010002,65.760002,790700,61.613823
"512",65.870003,66.349998,65.839996,66.260002,567200,62.082291
"513",66.230003,66.949997,66.089996,66.68,795800,62.475803
"514",66.919998,67.349998,66.459999,67.040001,835700,62.81311
"515",67.449997,68.459999,66.980003,67.900002,996200,63.618889
"516",67.769997,68.18,66.900002,67.389999,648900,63.141048
"517",67.540001,67.809998,66.629997,67.639999,961600,63.375294
"518",67.629997,68.160004,67.32,68.019997,649400,63.731319
"519",68.400002,68.809998,68.160004,68.580002,759900,64.25602
"520",68.059998,68.089996,67.050003,67.629997,1215500,63.36591
"521",67.790001,68.870003,67.510002,68.68,944800,64.349716
"522",68.849998,69.349998,68.220001,69.099998,785600,64.74324
"523",69.139999,69.550003,68.010002,69.18,2594300,64.818192
"524",69.540001,69.580002,68.870003,69.339996,825700,64.968102
"525",69.230003,69.57,68.910004,69.57,676700,65.183601
"526",69.699997,70,69.440002,69.639999,828200,65.249191
"527",69.599998,70.160004,69.290001,69.769997,756800,65.370987
"528",69.050003,69.589996,69.040001,69.580002,794300,65.19297
"529",69.440002,70.459999,69.440002,70.260002,867300,65.830093
"530",70.110001,70.769997,70.059998,70.550003,710700,66.101822
"531",70.669998,71.760002,70.57,71.550003,893900,67.038765
"532",71.760002,71.800003,71.019997,71.400002,629900,66.898232
"533",71.239998,71.68,71.089996,71.389999,443900,66.88884
"534",71.519997,71.889999,71.07,71.620003,1446900,67.10434
"535",71.830002,71.830002,70.860001,70.970001,1293600,66.495323
"536",75.839996,83.300003,75.5,83.059998,8418700,77.823051
"537",82.290001,83.25,81.110001,82.419998,3144200,77.223412
"538",82.580002,83.690002,81.940002,83.07,1304300,77.832436
"539",83,84.830002,82.900002,83.550003,1751400,78.282158
"540",82.93,84.199997,82.879997,83.650002,1058200,78.375854
"541",83.300003,84.379997,83.279999,84.169998,1049200,78.863068
"542",84.080002,84.809998,83.800003,83.970001,1424400,78.675682
"543",84.040001,85.5,84.029999,84.690002,1031100,79.350281
"544",84.879997,84.900002,83.910004,84.739998,1174100,79.397125
"545",84.419998,84.830002,83.849998,83.970001,1142000,78.675682
"546",84.089996,84.290001,83.330002,83.489998,904300,78.225929
"547",83.529999,83.660004,82.510002,83.010002,1579600,77.776199
"548",82.510002,83.449997,82.290001,82.68,1107000,77.467018
"549",82.760002,83.879997,82.599998,83.860001,1162100,78.572601
"550",83.790001,84.550003,83.360001,84.529999,1314100,79.200356
"551",84.709999,84.860001,83.68,83.940002,1452800,78.647583
"552",83.559998,84.169998,82.459999,83.040001,1313100,78.298691
"553",83.099998,83.870003,82.790001,83.25,2808700,78.496712
"554",83.309998,84.089996,83.059998,83.949997,1505100,79.156731
"555",84.239998,84.489998,83.470001,83.68,1252600,78.902153
"556",83.849998,84.959999,83.589996,84.220001,835000,79.411316
"557",83.720001,84.730003,83.629997,84.589996,673000,79.760193
"558",84.220001,84.57,83.330002,83.580002,976100,78.807869
"559",83.480003,84.300003,83.220001,84.139999,879100,79.335884
"560",84.449997,85.300003,84.400002,85.220001,1599400,80.354218
"561",85.300003,86.699997,85.040001,85.889999,1805800,80.98597
"562",85.900002,86.43,85.209999,85.610001,779900,80.721947
"563",85.879997,86.449997,85.290001,86.349998,1320700,81.419693
"564",86.699997,88.029999,86.660004,87.879997,1190800,82.862335
"565",87.709999,88.389999,87.260002,88.25,1081300,83.21122
"566",88.699997,89.099998,88.18,88.559998,1275800,83.503517
"567",88.410004,88.449997,87.529999,88.199997,862100,83.16407
"568",88.519997,88.519997,88.010002,88.169998,660600,83.135773
"569",88.169998,89.190002,87.800003,89.099998,903500,84.012695
"570",88.760002,89.330002,88.040001,88.230003,807900,83.192368
"571",88.480003,89.080002,88.050003,88.800003,856900,83.72982
"572",89.160004,89.160004,88.209999,89.010002,952800,83.927834
"573",89.309998,89.720001,88.860001,88.949997,674500,83.871262
"574",89.07,89.089996,88.129997,88.660004,851700,83.597816
"575",88.980003,88.980003,87.480003,87.769997,946500,82.758621
"576",88.129997,88.379997,85.82,86.190002,1233600,81.268829
"577",85.919998,87.040001,85.470001,86.529999,1682600,81.589432
"578",86.449997,86.610001,85.839996,86.07,548400,81.155678
"579",86.139999,87.050003,85.949997,86.940002,919600,81.976013
"580",87.139999,87.540001,86.510002,86.620003,721000,81.674294
"581",86.5,86.5,85.260002,85.709999,803800,80.816238
"582",85.389999,86.050003,85.160004,85.800003,830400,80.901108
"583",85.879997,86.07,84.919998,85.459999,770700,80.580521
"584",85.089996,86.470001,85.089996,85.739998,1498200,80.844528
"585",82,83.199997,78.910004,80.059998,3911000,75.488838
"586",80.139999,80.239998,77.690002,78.760002,1692400,74.263069
"587",79.260002,79.629997,78.470001,79.550003,949900,75.00795
"588",78.510002,79.510002,78.019997,79.309998,790500,74.78167
"589",78.559998,79.199997,77.809998,78.370003,1510900,73.895332
"590",78.400002,79.160004,78.139999,78.68,859000,74.187622
"591",78.050003,78.940002,77.309998,78.559998,972300,74.074486
"592",78.190002,79.559998,77.760002,79.309998,961300,74.78167
"593",78.110001,78.489998,76.739998,77.279999,1120500,72.867554
"594",77.349998,78.449997,76.919998,77.989998,974800,73.537025
"595",77.699997,79.290001,77.410004,79.029999,832200,74.517654
"596",78.949997,80.080002,78.940002,79.410004,897800,74.875954
"597",78.900002,79.199997,77.93,78.139999,2753600,73.678459
"598",77.809998,78.150002,77.040001,77.260002,1454000,72.848709
"599",77.400002,78.25,77.260002,77.699997,993500,73.263588
"600",77.190002,78.099998,76.629997,77.230003,1076000,72.820427
"601",76.449997,77.32,76.080002,77.300003,1008900,72.886421
"602",77.690002,78.25,77.550003,77.650002,889600,73.216446
"603",77.769997,77.870003,76.660004,76.860001,2018700,72.471558
"604",76.870003,77.260002,76.139999,76.379997,929500,72.018951
"605",76.519997,77.440002,76.519997,77.239998,605300,72.829849
"606",76.650002,76.910004,76.029999,76.480003,967400,72.113258
"607",76.470001,77.519997,76.190002,76.690002,841200,72.311272
"608",77.480003,78.32,76.779999,78.290001,672000,73.819893
"609",78.900002,79.309998,77.959999,78.459999,1013100,73.980186
"610",78.419998,78.949997,77.910004,78.370003,948200,73.895332
"611",79.059998,79.300003,78.199997,78.949997,756200,74.442215
"612",79.529999,80.800003,79.529999,80.169998,1118900,75.592552
"613",80.599998,81.239998,80.040001,80.209999,818600,75.630272
"614",80.400002,80.940002,80.190002,80.68,999400,76.073441
"615",80.900002,81.169998,80.019997,80.489998,815100,75.894287
"616",79.93,80.730003,79.779999,79.790001,641700,75.770836
"617",79.949997,80.400002,79.910004,79.959999,948700,75.932289
"618",80.690002,81.339996,80.43,80.849998,1487800,76.777451
"619",80.900002,81.730003,80.57,81.620003,618400,77.508659
"620",82.010002,82.739998,81.040001,81.739998,785100,77.622597
"621",81.669998,81.959999,81.010002,81.209999,1852100,77.119308
"622",81.419998,81.730003,81.160004,81.32,579600,77.223763
"623",81.480003,81.540001,80.019997,80.190002,875000,76.150703
"624",80.279999,80.949997,80.209999,80.230003,638100,76.18869
"625",80.5,80.769997,80,80.269997,562900,76.226662
"626",80.080002,80.120003,79.470001,79.800003,2479100,75.780334
"627",80.400002,80.830002,78.919998,79.889999,1423300,75.865807
"628",79.540001,80.120003,79.5,80.029999,777200,75.998764
"629",80,80.559998,79.800003,80.559998,536300,76.502045
"630",80.18,80.480003,78.510002,79.75,703700,75.732857
"631",79.400002,79.889999,78.919998,79.449997,748600,75.44796
"632",79,79.57,77.5,79.139999,811900,75.153587
"633",79.300003,79.540001,78.389999,78.739998,884200,74.773727
"634",78.940002,79.18,78.57,78.989998,852800,75.011139
"635",79.379997,79.970001,79.239998,79.790001,771100,75.770836
"636",79.650002,80,79.209999,79.830002,1059800,75.80883
"637",79.650002,81.32,79.459999,81.059998,1322800,76.976868
"638",81.120003,81.82,80.980003,81.120003,858500,77.033844
"639",80.970001,82.5,80,82,1001500,77.86953
"640",81.550003,81.730003,80.760002,81.080002,1984600,76.995857
"641",81.07,81.279999,80.279999,80.82,936700,76.748962
"642",81,81.150002,79.830002,80.370003,1038700,76.321625
"643",80.099998,80.209999,79.059998,79.489998,1155300,75.485954
"644",79.379997,79.779999,78.43,78.540001,1091600,74.583809
"645",78.510002,79.160004,78.25,78.290001,1151000,74.34639
"646",78.160004,78.949997,78.099998,78.620003,1220800,74.659775
"647",78.239998,78.580002,76.400002,76.599998,1885500,72.741524
"648",83.25,83.949997,77.519997,78.589996,4002200,74.631287
"649",78.32,78.82,76.190002,76.739998,1856700,72.874474
"650",76.870003,77.510002,75.080002,75.690002,1076300,71.877365
"651",75,75.57,74.290001,75.349998,1798900,71.554489
"652",75.580002,76.709999,75.389999,76.650002,1459400,72.789001
"653",76.029999,77.43,75.220001,77.260002,1273600,73.368279
"654",77.440002,78.720001,77.269997,78.650002,1484300,74.688263
"655",78.57,79.43,78.129997,79.040001,1034300,75.058624
"656",78.580002,78.790001,77.339996,77.800003,1621900,73.881088
"657",77.800003,79.639999,77.800003,79.089996,1221300,75.106102
"658",78.480003,78.529999,76.470001,76.510002,1101100,72.656052
"659",76.620003,77,76.059998,76.779999,805500,72.91246
"660",77.139999,77.989998,76.68,77.169998,626800,73.282806
"661",78.019997,78.839996,77.669998,78.190002,1423000,74.251442
"662",78.489998,78.830002,77.830002,78.699997,835000,74.735748
"663",79.300003,80.279999,79.279999,80.120003,907800,76.084229
"664",80.410004,80.919998,80.050003,80.279999,754600,76.236153
"665",79.959999,80.330002,78.190002,78.360001,1341400,74.412872
"666",78.910004,79.610001,78.43,78.959999,1029200,74.982651
"667",79.239998,80.040001,79.239998,79.809998,870600,75.789841
"668",79.709999,80.379997,79.080002,80.349998,840200,76.302635
"669",81.019997,81.269997,80.5,80.919998,648400,76.84391
"670",81.449997,81.860001,80.940002,81.57,945800,77.461182
"671",81.139999,81.459999,80.580002,81.209999,855600,77.119308
"672",81.290001,82.720001,81.199997,82.550003,1129200,78.391823
"673",83.709999,83.879997,82.370003,83.050003,919300,78.866615
"674",83.110001,83.970001,82.82,83.459999,872400,79.255974
"675",83.989998,85.970001,83.760002,85.139999,1527600,80.851341
"676",85.309998,85.309998,83.650002,83.910004,1152700,79.683304
"677",83.82,84.459999,83.540001,84.160004,1217500,79.920723
"678",84.800003,86.25,84.510002,85.519997,1025900,81.212212
"679",85.290001,85.75,84.800003,85.339996,599800,81.585052
"680",85.349998,85.720001,84.620003,85.07,728800,81.326935
"681",85.059998,85.519997,84.580002,85.209999,708800,81.46077
"682",84.860001,85.970001,84.860001,85.93,722600,82.149101
"683",86,86.290001,85.43,85.489998,620100,81.728439
"684",85.779999,85.910004,84.599998,85.029999,4620900,81.288681
"685",85,85.269997,84.379997,84.480003,658200,80.762894
"686",84.589996,85,83.57,83.800003,760000,80.112816
"687",83.669998,84.379997,82.589996,84.209999,1055800,80.504768
"688",84.25,84.639999,83.68,84.360001,734400,80.648163
"689",84.830002,85.5,84.440002,84.809998,697800,81.078369
"690",84.769997,85.089996,84.330002,84.690002,723000,80.963638
"691",85.190002,85.32,84.040001,84.489998,772700,80.772446
"692",84.089996,84.199997,82.269997,82.900002,679900,79.252403
"693",83.019997,83.629997,82.360001,83.620003,709400,79.940735
"694",83.43,85.019997,83.43,84.970001,532700,81.231339
"695",84.510002,84.989998,84.050003,84.639999,500400,80.91584
"696",84.360001,84.360001,82.919998,83.290001,522700,79.625259
"697",83.620003,84.82,83.43,84.610001,646600,80.887169
"698",84.400002,85.669998,83.900002,85.610001,711500,81.84317
"699",86.529999,87.910004,85.980003,87.080002,872600,83.248497
"700",86.970001,86.970001,86.18,86.620003,457000,82.808739
"701",86.949997,87.269997,85.019997,86.300003,634100,82.502808
"702",86.370003,87.400002,86.169998,87.209999,721100,83.372772
"703",87.410004,87.690002,86.879997,87.489998,665000,83.64045
"704",87.059998,87.610001,86.690002,87.459999,834700,83.611763
"705",87.580002,87.779999,86.790001,87.059998,675600,83.229355
"706",86.949997,87.849998,86.690002,87.419998,537800,83.573532
"707",87.32,87.489998,86.309998,86.57,534700,82.760933
"708",86.550003,86.830002,86.089996,86.389999,450300,82.588844
"709",86.300003,87.68,86.300003,87.230003,469200,83.391899
"710",87.269997,88.150002,86.839996,87.650002,705300,83.793396
"711",87.410004,88.339996,87.410004,87.910004,912300,84.041985
"712",93.849998,96.440002,91.269997,96.349998,2894300,92.110603
"713",95.25,95.800003,92.959999,93.75,1664300,89.625008
"714",93.809998,95.690002,93.300003,94.459999,1597400,90.303764
"715",95.220001,95.900002,93.349998,94.230003,1447900,90.0839
"716",94.019997,94.580002,91.330002,93.290001,1768000,89.185249
"717",93.410004,93.900002,92.769997,93.220001,1370300,89.118324
"718",93.739998,95,93.050003,94.959999,1558500,90.781769
"719",95,96,94.739998,95.889999,1076100,91.670853
"720",96.080002,97.599998,95.870003,96.800003,1071900,92.540817
"721",96.989998,97.290001,95.599998,96.110001,1199500,91.881172
"722",95.900002,96.669998,95.07,95.889999,614400,91.670853
"723",95.730003,97.040001,95.650002,96.75,946000,92.493011
"724",96.599998,96.730003,95.559998,95.650002,939600,91.441414
"725",95.300003,96.18,95,96.099998,1211000,91.871605
"726",96.279999,97.18,95.489998,96.919998,756700,92.655525
"727",96.620003,97.080002,96.290001,96.879997,801900,92.617294
"728",97.029999,98.760002,96.870003,98.080002,1473400,93.764481
"729",98.099998,98.43,96.459999,97.199997,733200,92.92321
"730",97.940002,98.32,97.339996,97.660004,679600,93.362968
"731",97.769997,98.32,97.230003,98.290001,1162600,93.965256
"732",98.669998,98.669998,97.800003,98.139999,571800,93.821854
"733",97.949997,98.309998,97.400002,97.690002,524900,93.391647
"734",98.199997,98.440002,96.169998,96.919998,948200,92.655525
"735",96.129997,96.919998,95.980003,96.489998,1086500,92.244453
"736",96.639999,97.080002,96.190002,96.25,856300,92.015007
"737",96.309998,96.580002,95.199997,95.599998,913000,91.393616
"738",96.120003,96.68,95.889999,96.519997,725100,92.273125
"739",96.839996,97.489998,96.510002,97,749600,92.73201
"740",97.209999,98.010002,96.650002,96.709999,891000,92.454773
"741",97.099998,97.879997,97.099998,97.589996,905100,93.296059
"742",97.489998,98.75,97.120003,97.779999,859500,93.477684
"743",97.279999,97.690002,96.5,97.43,530500,93.68924
"744",97.599998,98.169998,97.300003,97.790001,856700,94.035423
"745",97.480003,98,96.550003,97.879997,737300,94.121964
"746",97.849998,98.209999,97.169998,97.470001,910700,93.727715
"747",97.559998,98.169998,97.230003,97.639999,971800,93.891182
"748",98.220001,98.839996,97.529999,98.68,2049000,94.891258
"749",98.650002,99.260002,98.209999,98.589996,486000,94.804695
"750",98.589996,98.690002,97.959999,98.440002,164100,94.660477
"751",98.449997,98.599998,97.860001,98.07,666200,94.304672
"752",98.010002,98.580002,97.629997,98.519997,482600,94.737396
"753",98.470001,98.629997,97.629997,97.949997,429500,94.189278
"754",97.690002,97.970001,97.459999,97.559998,794500,93.81424
"755",97.620003,98.470001,97.379997,98.339996,828000,94.564301
"756",97.269997,98.169998,97.269997,97.709999,503800,93.958481
"757",97.400002,98.059998,96.760002,97.690002,686200,93.939262
"758",97.75,98.050003,97.220001,97.540001,781200,93.795021
"759",97.470001,98.029999,96.959999,97,1080000,93.275749
"760",97.669998,97.790001,96.879997,97.400002,750100,93.6604
"761",97.529999,97.580002,96.410004,96.5,387800,92.794945
"762",96.970001,97.599998,96.699997,97.589996,559500,93.843102
"763",97.400002,97.620003,96.910004,97.290001,788800,93.554611
"764",97.82,97.870003,96.959999,97.190002,736400,93.458458
"765",97.75,98.730003,97.639999,98.470001,699800,94.689308
"766",98.400002,99.239998,98.059998,99.040001,1855000,95.237434
"767",99.150002,101.150002,98.959999,100.589996,1115200,96.727913
"768",100.970001,101.309998,100.080002,100.220001,502800,96.372124
"769",100.110001,100.809998,99.639999,100.559998,500200,96.699059
"770",100.620003,100.970001,99.150002,99.589996,423400,95.766312
"771",98.260002,99.120003,97.510002,98.43,923700,94.650848
"772",99.739998,102.419998,99.019997,101.919998,826100,98.006851
"773",102.349998,102.349998,100.510002,100.529999,568100,96.670219
"774",99.870003,100.169998,98.18,99.32,516500,95.506683
"775",98.970001,99.199997,96.839996,96.949997,618600,93.227676
"776",97.519997,98.910004,97.400002,98.120003,702700,94.352753
"777",99.290001,99.75,98.709999,98.849998,585300,95.054718
"778",99.209999,99.980003,97.699997,98.040001,775800,94.275826
"779",98.459999,98.730003,97.779999,97.849998,615500,94.093124
"780",97.669998,97.980003,95.919998,96.199997,734400,92.50647
"781",96.019997,98.099998,95.849998,97.709999,591100,93.958481
"782",97.580002,98.260002,97.389999,98.040001,463400,94.275826
"783",98.099998,99,96.940002,97.809998,391300,94.054657
"784",97.550003,98.5,97.199997,98.300003,474400,94.525841
"785",98.139999,98.449997,97.57,98.18,373900,94.410454
"786",98.440002,98.720001,96.839996,97.120003,1222700,93.391151
"787",103.870003,105.580002,101.779999,103.669998,2959100,99.689644
"788",103.5,103.949997,98.410004,99.809998,1307800,95.977852
"789",99.330002,99.620003,96.5,96.580002,944000,92.87188
"790",94.470001,95.699997,92.82,95.360001,1044300,91.698708
"791",95.459999,96.540001,91.230003,92,1183700,88.46772
"792",91.449997,93.540001,90.32,90.379997,970800,86.90992
"793",89.589996,91.260002,88.510002,89.279999,1346200,85.852158
"794",87.730003,88.860001,85.440002,88.389999,2043500,84.99633
"795",90,93.550003,89.400002,93.470001,1475000,89.881279
"796",93.610001,94.940002,89.389999,90.07,1399600,86.611832
"797",91.43,93.519997,90.099998,93.410004,881600,89.823593
"798",91.129997,91.440002,87.129997,89.379997,1512800,85.948303
"799",86.830002,87.980003,84.959999,87.519997,1114700,84.159721
"800",81.839996,83.660004,79.559998,81.160004,1173800,78.043922
"801",83.360001,84.779999,81.029999,84.419998,1289400,81.178749
"802",82.349998,83.040001,79.470001,80.510002,1103500,77.418877
"803",75.949997,77.860001,72.379997,72.879997,1602900,70.081825
"804",75.07,77.720001,73.25,77.339996,1430200,74.956825
"805",69,73.5,67.5,70.849998,1940400,68.666809
"806",71.730003,75.730003,70.650002,73.93,1600300,71.651901
"807",70.389999,71.959999,65.620003,71.709999,1270500,69.500313
"808",71.389999,73.529999,68.839996,70.110001,1091200,67.949608
"809",70.849998,70.849998,65.709999,66.029999,1709000,63.995338
"810",65.910004,65.910004,61.040001,63.630001,1658400,61.669292
"811",66.639999,70.809998,65.220001,70.370003,1219900,68.201607
"812",70.449997,73.790001,66.470001,71.709999,1551400,69.500313
"813",72.160004,74.949997,71.080002,74.230003,1469500,71.942657
"814",72.040001,76.18,70.260002,73.529999,1260700,71.264236
"815",73.870003,77.230003,72.410004,76.690002,1117700,74.326859
"816",76.040001,76.980003,74.57,74.959999,1023300,72.650177
"817",71.989998,74.480003,70.209999,71.410004,1244300,69.209564
"818",70.910004,73.660004,70.629997,73.459999,1345900,71.196381
"819",73.349998,74.099998,70.650002,71.559998,1112400,69.354935
"820",74.349998,76.18,74.110001,75.440002,1387900,73.115372
"821",77.519997,78.480003,73.629997,74.230003,1484200,71.942657
"822",74.690002,77.730003,74.050003,77.360001,1106100,74.976212
"823",78.769997,79.739998,77.610001,78.650002,1327000,76.226456
"824",78.57,78.57,76.839996,77.82,1060200,75.422035
"825",79.220001,82.410004,78.919998,81.989998,1030300,79.463539
"826",79.940002,80.410004,77.650002,77.93,1090000,75.528656
"827",78.129997,79.080002,77.32,78.660004,1122200,76.23616
"828",80.980003,83.25,80.519997,82.110001,2604900,79.579849
"829",81.410004,81.739998,79.529999,80.050003,863600,77.583321
"830",78.57,79.459999,77.730003,78.040001,913100,75.635262
"831",79.57,79.949997,78.510002,78.959999,622700,76.526901
"832",78.669998,80.529999,78.669998,79.300003,661300,76.856438
"833",79.730003,80.349998,78.379997,78.919998,719200,76.488136
"834",78.779999,81.25,78.290001,80.739998,994100,78.25206
"835",82.269997,83.970001,81.699997,83.400002,1092000,80.830093
"836",86.050003,87.5,82.610001,82.910004,1778600,80.355202
"837",82.25,82.360001,79.620003,81.160004,1527400,78.659119
"838",79.739998,81.160004,79.220001,79.809998,1089200,77.350716
"839",79.110001,80.059998,78.760002,79.720001,1029600,77.263489
"840",80.18,81.790001,79.910004,80.760002,1014400,78.271439
"841",81.290001,81.75,78.639999,78.730003,813400,76.303993
"842",79.269997,80.18,77.980003,78.040001,950000,75.635262
"843",79.5,81.480003,78.510002,81.339996,1063900,78.833565
"844",80.480003,81.720001,80,80.830002,722200,78.339294
"845",81.029999,81.68,79.419998,79.419998,643600,76.972725
"846",78.980003,79.260002,77.010002,78.169998,968900,75.761253
"847",77.349998,77.650002,76.019997,77.300003,1062800,74.918068
"848",77.300003,79.300003,76.510002,78.029999,2454700,75.625572
"849",80.139999,82.330002,79.639999,81.889999,877200,79.366615
"850",82.050003,83.209999,81.57,82.050003,960100,79.521698
"851",82.82,84.059998,82.419998,83.870003,962500,81.285614
"852",83.870003,84.900002,83.589996,84.199997,774100,81.605446
"853",83.860001,84.489998,83.629997,83.889999,688800,81.304993
"854",85.209999,87.489998,85.209999,86.629997,946000,83.960564
"855",87.5,88.629997,86.650002,88.129997,1061700,85.414345
"856",89.510002,91.43,88.459999,90.910004,2095300,88.108681
"857",90.68,91.129997,89.639999,90.169998,2731700,87.391479
"858",90.389999,91.919998,89.800003,90.540001,951200,87.750076
"859",90.849998,92.550003,90.5,92.440002,1003100,89.591537
"860",93.489998,96.510002,92.639999,95.720001,1356900,92.770462
"861",95.379997,95.43,92.870003,93.269997,1226700,90.395943
"862",95.629997,97.279999,94.169998,96.529999,1116700,93.555504
"863",96.620003,99.339996,96.620003,99.300003,1100200,96.240143
"864",98.129997,98.910004,97.139999,98.129997,830000,95.106201
"865",98.540001,98.540001,96.330002,96.940002,868500,93.952866
"866",94.769997,94.870003,91.300003,91.419998,928200,88.602966
"867",92.629997,93.5,90.120003,91.669998,627000,89.442062
"868",91.699997,94.010002,90.599998,93.57,951400,91.295891
"869",95.57,95.959999,92.779999,95.07,1059000,92.75943
"870",95.809998,96.519997,94.980003,95.970001,838900,93.637558
"871",95.230003,95.980003,94.419998,95.18,729900,92.86676
"872",96.739998,98.339996,94.809998,98.339996,3615800,95.949951
"873",97.230003,98.699997,96,97.529999,1463900,95.159637
"874",98.209999,98.949997,97.709999,97.730003,928700,95.35479
"875",96.730003,97.230003,94.309998,95.290001,765700,92.974083
"876",94.730003,96.32,94.059998,96.230003,591500,93.891235
"877",96,96.360001,94.379997,94.860001,872100,92.554527
"878",94.900002,96.230003,94.57,96.150002,1559000,93.813187
"879",96.669998,98.07,96.18,97.5,1003500,95.130379
"880",98.010002,98.639999,97.040001,97.129997,780000,94.769363
"881",98.059998,98.790001,97.139999,97.529999,577700,95.159637
"882",98.800003,99.449997,98.209999,99.080002,819600,96.671959
"883",98.019997,99.550003,97.900002,98.720001,580800,96.320717
"884",99.029999,99.349998,97.360001,98.18,547900,95.793846
"885",98.25,98.489998,96.050003,96.919998,758100,94.564461
"886",96.629997,97.139999,95.269997,97.089996,779500,94.730331
"887",97.75,98.639999,96.360001,96.489998,809900,94.144913
"888",95.779999,97.959999,95.330002,97.839996,724000,95.462097
"889",97.830002,99.790001,97.830002,99.449997,785600,97.032967
"890",99.400002,101.410004,99.190002,101.040001,1257000,98.584335
"891",100.900002,101,99.129997,100.419998,1191900,97.979401
"892",100.400002,100.43,99.449997,100.199997,648800,97.76474
"893",100,100.779999,99.75,99.809998,693900,97.384216
"894",99.82,101.459999,99.790001,101.349998,768800,98.886803
"895",101.410004,102.400002,99.5,100.199997,687700,97.76474
"896",97,99.220001,96.18,96.739998,1806700,94.38884
"897",94.839996,100.709999,94.510002,100.290001,1657200,97.852562
"898",100.650002,100.68,98.669998,99.360001,1548100,96.945175
"899",103.120003,103.989998,95.019997,98.779999,1807000,96.379257
"900",97.580002,100.529999,97.089996,100.010002,1160700,97.579361
"901",100.010002,100.160004,97.080002,98.589996,983600,96.193878
"902",99.120003,100.519997,98.699997,99.970001,951700,97.540344
"903",99.699997,100.099998,99.18,99.940002,829300,97.511063
"904",100.389999,102.620003,100.120003,102.360001,938800,99.872253
"905",102.089996,102.620003,100.980003,102.330002,592000,99.842995
"906",102.290001,102.480003,101.449997,101.889999,681200,99.413673
"907",101.779999,102.300003,101.529999,102.110001,805500,99.628334
"908",102.459999,103.440002,101.309998,101.5,871000,99.03315
"909",101.82,103.550003,101.43,103.279999,619900,100.769897
"910",103.239998,104.910004,102.760002,104.620003,987200,102.077332
"911",104.43,104.68,103.669998,104.279999,607900,101.745583
"912",104.639999,104.970001,104.050003,104.480003,558300,101.940727
"913",104.720001,104.720001,103.620003,104.220001,669800,101.687042
"914",104.599998,105.5,103.900002,103.989998,790600,101.462631
