"","NDAQ.Open","NDAQ.High","NDAQ.Low","NDAQ.Close","NDAQ.Volume","NDAQ.Adjusted"
"36",71.43,71.730003,71.169998,71.449997,547300,65.690704
"37",71.080002,71.790001,71.050003,71.449997,871800,65.690704
"38",71.57,71.57,70.919998,71.150002,767200,65.414894
"39",71.18,71.330002,70.690002,71.110001,1356000,65.378105
"40",72,72.519997,71.809998,72.18,1293700,66.36187
"41",72.18,72.339996,71.150002,71.25,892900,65.506828
"42",71.209999,71.580002,70.68,71.089996,1104100,65.359718
"43",70.809998,71.559998,70.629997,71.360001,877400,65.607964
"44",71.440002,71.440002,70.730003,70.93,738700,65.212624
"45",70.989998,71.330002,70.660004,70.730003,827200,65.028748
"46",71.040001,71.269997,70.709999,71.080002,720800,65.350525
"47",71.309998,71.57,70.269997,70.959999,1085200,65.240219
"48",70.879997,71.019997,70.43,70.779999,1056200,65.074715
"49",70.650002,70.940002,70.510002,70.709999,691500,65.010361
"50",70.690002,70.910004,70.360001,70.82,956000,65.407494
"51",70.779999,71.260002,70.370003,71.160004,1099200,65.721504
"52",71.120003,71.459999,70.849998,70.879997,1551600,65.462898
"53",70.650002,71.029999,70.540001,70.769997,632600,65.361313
"54",71.050003,71.209999,69.690002,69.739998,1142600,64.410034
"55",69.809998,69.959999,69.389999,69.699997,712700,64.3731
"56",69.769997,70.220001,69.610001,69.730003,839900,64.400803
"57",69.919998,70.540001,69.68,69.849998,844700,64.511612
"58",69.269997,69.400002,68.790001,69.010002,525900,63.735802
"59",68.980003,69.389999,68.599998,69.139999,969400,63.8559
"60",68.970001,69.010002,68.43,68.669998,601100,63.421799
"61",68.699997,69.510002,68.519997,69.389999,895000,64.086777
"62",69.169998,69.639999,68.879997,69.449997,900500,64.142189
"63",69.279999,69.599998,68.830002,68.910004,677800,63.643467
"64",68.830002,68.940002,68.07,68.629997,8e+05,63.384857
"65",69.019997,69.900002,68.550003,69.089996,799700,63.809715
"66",69.040001,69.639999,68.720001,69.129997,538200,63.846664
"67",68.769997,69.580002,68.739998,69.220001,822300,63.929775
"68",69.279999,69.709999,69.110001,69.360001,676600,64.05909
"69",69.07,69.330002,68.510002,69,701700,63.726585
"70",68.900002,68.910004,68.43,68.68,685800,63.431061
"71",68.580002,68.690002,67.919998,68.110001,783400,62.904613
"72",68.230003,69.099998,68.089996,69.080002,597400,63.800468
"73",68.809998,69.239998,68.43,69.099998,1041700,63.818943
"74",69.419998,69.639999,69.07,69.169998,488600,63.883591
"75",69.580002,70.209999,69.129997,70.120003,685000,64.760994
"76",69.970001,70.300003,69.660004,69.910004,833600,64.567039
"77",70.830002,70.989998,70.110001,70.449997,1117200,65.065773
"78",70.879997,70.970001,70.440002,70.529999,760500,65.139648
"79",70.220001,70.540001,68.93,69.540001,1873500,64.225327
"80",69.419998,69.519997,68.279999,68.669998,1561200,63.421799
"81",68.650002,69.019997,68.360001,68.870003,1026800,63.606533
"82",69.239998,69.239998,68.43,68.440002,626700,63.209385
"83",68.449997,68.639999,68.019997,68.360001,570500,63.13549
"84",68.339996,68.529999,67.279999,67.809998,1213500,62.627533
"85",68.099998,68.099998,67.300003,67.959999,850000,62.766071
"86",67.959999,68.07,67.529999,67.910004,579100,62.719906
"87",67.900002,68.029999,66.739998,67.029999,982800,61.907139
"88",67.18,67.400002,66.730003,66.75,1186400,61.648548
"89",66.660004,66.82,65.980003,66.75,984100,61.648548
"90",66.75,67.330002,66.279999,67.199997,1359900,62.064152
"91",67.010002,67.730003,66.970001,67.550003,1067700,62.387417
"92",67.440002,68.07,67.440002,67.769997,839600,62.59058
"93",67.75,67.839996,67.25,67.370003,766800,62.221176
"94",66.769997,67.220001,66.620003,66.730003,827400,61.630077
"95",66.739998,66.93,65.980003,66.739998,1411900,61.639313
"96",66.790001,67.510002,66.610001,67.440002,937500,62.285824
"97",67.699997,67.989998,67.370003,67.910004,685300,62.719906
"98",67.970001,68.139999,67.68,67.93,427500,62.73835
"99",68.160004,68.32,67.660004,67.669998,542500,62.498249
"100",67.669998,68.330002,67.620003,68.190002,411400,62.978516
"101",68.150002,68.300003,67.540001,67.580002,561600,62.415108
"102",67.480003,67.709999,67.199997,67.419998,618900,62.267342
"103",67.68,68.059998,67.290001,67.650002,1148300,62.479774
"104",68.050003,68.129997,67.379997,67.870003,699400,62.682949
"105",68.019997,68.019997,67.370003,67.5,521800,62.341232
"106",67.510002,68.480003,67.510002,67.870003,605100,62.682949
"107",67.720001,68.32,67.5,68.260002,630000,63.043148
"108",68.540001,69.650002,68.349998,69.599998,857500,64.280731
"109",69.610001,70.489998,69.610001,70.209999,977000,64.844116
"110",70.809998,70.809998,70.279999,70.540001,1120700,65.148888
"111",70.459999,70.879997,70.309998,70.400002,1020100,65.019608
"112",70.480003,71.93,70.480003,71.489998,932600,66.026283
"113",71.040001,71.419998,70.860001,71.050003,1438800,65.970581
"114",70.870003,71.050003,70.550003,70.949997,1296300,65.877731
"115",70.540001,71.190002,70.540001,71.160004,1309300,66.072708
"116",71.410004,71.449997,70.970001,71.139999,861100,66.054146
"117",70.949997,71.040001,70.169998,70.269997,875500,65.246346
"118",70.400002,70.43,69.57,69.760002,628300,64.772797
"119",69.760002,69.870003,69.449997,69.529999,418900,64.559242
"120",69.669998,69.959999,69.580002,69.860001,898000,64.865662
"121",69.93,70.379997,69.809998,70.300003,818800,65.274216
"122",70.370003,70.970001,70.300003,70.68,582500,65.627029
"123",70.940002,71.839996,70.790001,71.629997,691800,66.509117
"124",72,72.139999,71.25,71.540001,764300,66.425568
"125",71.580002,71.959999,71.480003,71.489998,660200,66.379112
"126",71.510002,72.279999,71.489998,71.650002,473300,66.527702
"127",71.690002,72.139999,71.540001,71.68,927300,66.555534
"128",71.540001,71.669998,71.160004,71.260002,629100,66.165581
"129",71.400002,71.779999,70.940002,71.629997,612500,66.509117
"130",71.519997,71.830002,71.32,71.339996,462000,66.239853
"131",71.300003,71.790001,71,71.199997,980100,66.109856
"132",71.169998,71.519997,70.93,71.330002,556600,66.230545
"133",71.5,71.879997,71.269997,71.540001,640900,66.425568
"134",71.309998,71.68,70.660004,71.059998,508600,65.979866
"135",71.019997,71.800003,70.730003,71.489998,902100,66.379112
"136",71.360001,71.790001,71.07,71.699997,562200,66.57412
"137",71.699997,71.879997,71.400002,71.809998,526400,66.676247
"138",71.82,72.150002,71.709999,72.019997,590600,66.871239
"139",71.949997,72.790001,71.949997,72.739998,846300,67.539742
"140",72.389999,72.769997,72.389999,72.639999,485600,67.446915
"141",73.029999,73.349998,72.57,72.739998,780900,67.539742
"142",69.760002,74.529999,69.519997,74.449997,987600,69.127518
"143",74.5,75.230003,73.699997,74.330002,1269000,69.016083
"144",74.32,74.739998,74.110001,74.370003,518300,69.053238
"145",74.449997,74.650002,74.269997,74.370003,646700,69.053238
"146",74.43,74.82,74.110001,74.779999,708500,69.433907
"147",74.760002,74.919998,74.379997,74.669998,388100,69.331757
"148",74.589996,75.269997,74.529999,75.089996,558200,69.721764
"149",75.5,75.68,74.940002,75.110001,771500,69.740334
"150",75.269997,75.559998,74.980003,75.010002,483800,69.647476
"151",75.089996,75.389999,74.970001,75.25,420500,69.870316
"152",74.839996,76.279999,74.68,76.25,577700,70.798843
"153",76.029999,76.790001,75.589996,75.919998,750700,70.492409
"154",76.160004,76.379997,75.410004,75.5,673600,70.10244
"155",75.959999,76.910004,75.940002,76.800003,706500,71.309509
"156",77.089996,77.199997,76.830002,77,782600,71.495209
"157",77.300003,77.75,77.029999,77.120003,601700,71.606636
"158",77.050003,77.440002,76.190002,76.279999,560100,70.826691
"159",76.129997,76.199997,74.620003,74.910004,1542000,69.554626
"160",74.900002,75.440002,74.669998,75.290001,942500,69.907463
"161",75.580002,76.669998,75.419998,76.440002,693800,70.97525
"162",76.129997,76.129997,75.610001,75.690002,690200,70.278862
"163",75.900002,75.900002,74.910004,74.940002,854600,69.582474
"164",75.25,76.150002,75.25,75.75,560400,70.334579
"165",76,76.150002,75.379997,75.629997,546200,70.223145
"166",75.129997,75.379997,74.870003,75.209999,766300,69.833183
"167",75.150002,75.529999,75.050003,75.080002,585800,69.712479
"168",75.169998,75.760002,75.169998,75.379997,586700,69.991013
"169",75.480003,75.690002,75.190002,75.370003,550400,69.981758
"170",75.370003,75.370003,73.699997,74.379997,1049900,69.062508
"171",74.639999,75.080002,74.150002,74.190002,799500,68.886101
"172",74.220001,74.349998,73.349998,73.720001,1098100,68.449692
"173",73.75,74.75,73.75,74.349998,842800,69.034653
"174",74.639999,75.160004,74.059998,74.169998,1443700,68.867531
"175",73.900002,75.040001,73.769997,75.029999,536400,69.666046
"176",74.910004,75.089996,74.5,74.739998,644900,69.396774
"177",74.339996,74.739998,74.300003,74.699997,1198300,69.714066
"178",74.730003,75.199997,74.410004,74.75,1423300,69.760765
"179",74.809998,75.279999,74.610001,75.089996,973700,70.078041
"180",75.279999,76.440002,75.269997,76.32,882400,71.225967
"181",75.889999,76.889999,75.660004,76.739998,1076600,71.617935
"182",76.830002,76.830002,75.379997,76.099998,846300,71.020638
"183",76.080002,76.669998,75.910004,76.419998,473800,71.319252
"184",76.43,77.150002,75.900002,77.120003,886300,71.972572
"185",77.470001,77.5,76.330002,76.370003,519600,71.272614
"186",76.860001,77.459999,76.699997,77.129997,577800,71.98188
"187",77.099998,78.309998,76.980003,77.629997,699900,72.448517
"188",77.57,77.830002,77.010002,77.57,572700,72.392525
"189",77.669998,77.82,77.150002,77.790001,693100,72.597847
"190",77.620003,78,77.150002,77.75,856900,72.560501
"191",77.540001,77.650002,77.110001,77.57,678600,72.392525
"192",77.730003,78.07,77.419998,77.650002,708200,72.467194
"193",77.730003,77.849998,73.709999,73.900002,2600800,68.967476
"194",73.5,75.300003,73.43,74.5,2026200,69.527428
"195",74.339996,74.790001,73.639999,74.559998,1245300,69.583435
"196",74.660004,75.690002,74.379997,75.629997,1368500,70.582008
"197",75.709999,75.75,74.720001,74.910004,1308300,69.910072
"198",74.800003,74.949997,74.099998,74.339996,1148700,69.37812
"199",74.339996,74.5,73.75,74.110001,912400,69.163437
"200",74.190002,74.910004,73.980003,74.709999,981600,69.723419
"201",74.68,74.919998,74.190002,74.599998,1691900,69.620743
"202",73.93,74.040001,72.410004,72.940002,1995200,68.071541
"203",73.019997,73.470001,72.199997,72.919998,1934100,68.052879
"204",72.879997,73.580002,72.629997,73.489998,1300500,68.584854
"205",73.75,73.940002,73.239998,73.449997,1325500,68.547523
"206",72.709999,73.620003,72.349998,72.440002,1951100,67.604942
"207",72.610001,72.870003,72.010002,72.290001,1463800,67.464943
"208",72.660004,72.660004,71.769997,72.339996,1321500,67.511597
"209",72.290001,73.129997,72.059998,72.400002,1894900,67.567604
"210",72.400002,72.839996,71.949997,72.650002,1027600,67.800911
"211",73.019997,73.019997,72.360001,72.410004,725100,67.576942
"212",72.339996,73.43,72.07,73.169998,1063900,68.286194
"213",73.089996,73.139999,72.330002,72.400002,686500,67.567604
"214",72.220001,72.459999,71.830002,71.970001,627300,67.16629
"215",71.800003,72.769997,71.650002,72.019997,1211200,67.212975
"216",72.120003,72.910004,71.949997,72.739998,633600,67.884895
"217",72.559998,73.790001,72.150002,73.730003,1001400,68.80883
"218",73.449997,73.760002,72.949997,73.57,1196000,68.6595
"219",73.639999,75.889999,73.32,75.410004,1349600,70.376671
"220",75.309998,76.010002,75.029999,75.970001,1073100,70.899315
"221",75.93,76.440002,75.650002,75.93,1292300,70.861992
"222",76,76.239998,75.790001,75.970001,901300,70.899315
"223",76,76.18,75.760002,75.949997,1043800,70.880646
"224",75.949997,77.150002,75.949997,76.889999,1048000,71.757912
"225",77.129997,77.360001,76.93,77.239998,769000,72.084549
"226",77.370003,77.370003,76.970001,77.169998,746600,72.019218
"227",77.300003,77.43,77.080002,77.25,236600,72.093887
"228",77.480003,77.739998,77.080002,77.230003,405600,72.075226
"229",77.449997,78.419998,77.080002,78.339996,980300,73.111115
"230",78.550003,79.68,78.309998,78.559998,1347500,73.316437
"231",78.980003,79.849998,78.699997,79.160004,1094800,73.876404
"232",79.459999,79.720001,78.75,79.260002,752200,73.969719
"233",80,80,78.690002,78.93,1146600,73.661751
"234",78.900002,79.139999,78.209999,78.510002,842000,73.269783
"235",78.739998,79.169998,78.129997,78.32,686000,73.092453
"236",78.379997,78.540001,76.760002,77.790001,1103900,72.597847
"237",77.940002,78.809998,77.480003,78.779999,667500,73.521767
"238",79.199997,80.139999,78.989998,79.220001,907700,73.932388
"239",79.209999,79.629997,78.839996,79.269997,703400,73.97905
"240",79.260002,79.5,78.129997,78.209999,695400,72.989807
"241",78.099998,78.489998,77.360001,77.470001,567200,72.652191
"242",77.940002,78.110001,77.32,77.510002,1337500,72.689713
"243",77.849998,77.900002,76.849998,76.970001,772100,72.183289
"244",77.07,77.32,76.010002,76.110001,1047700,71.37677
"245",76.379997,76.720001,74.949997,75.050003,861900,70.38269
"246",75.290001,75.709999,75.129997,75.400002,799500,70.71093
"247",75.610001,76.129997,75.349998,76.089996,796500,71.357994
"248",76.25,76.25,75.839996,76.129997,520700,71.395515
"249",76.18,76.830002,76.029999,76.339996,662800,71.592468
"250",76.349998,76.739998,76.300003,76.669998,469800,71.901939
"251",76.800003,77.169998,76.599998,76.830002,923300,72.052002
"252",77.150002,77.32,76.470001,76.739998,1129000,71.967575
"253",76.639999,77.870003,76.580002,77.660004,1013700,72.830376
"254",77.639999,78.959999,77.540001,78.690002,980900,73.796333
"255",79.010002,79.550003,78.699997,79.209999,933500,74.283981
"256",79.260002,80.529999,79.199997,79.959999,848200,74.98735
"257",80.150002,80.75,80.089996,80.169998,603900,75.184273
"258",80.400002,81.379997,80.139999,81.230003,929500,76.178337
"259",81.300003,81.300003,79.959999,80.459999,726600,75.456261
"260",80.709999,81.550003,80.260002,81.43,923400,76.365921
"261",81.879997,82.150002,80.230003,80.419998,718800,75.418739
"262",80.830002,80.830002,80.32,80.459999,681100,75.456261
"263",80.199997,80.239998,78.900002,79.830002,1722800,74.865425
"264",79.959999,80.339996,79.830002,80.07,675600,75.0905
"265",80.400002,80.660004,80.110001,80.629997,812800,75.615677
"266",80.690002,80.849998,79.790001,80.209999,477100,75.221802
"267",80.519997,81.32,79.93,81.169998,799300,76.122101
"268",81.279999,81.849998,80.849998,81.18,730800,76.131477
"269",81.400002,81.400002,80.769997,81.360001,502900,76.300278
"270",81.360001,82.339996,81.260002,81.650002,1568100,76.572227
"271",81.489998,82.220001,81.370003,81.849998,1486000,76.759789
"272",82.050003,83.290001,80.529999,80.910004,1800700,75.878273
"273",80.309998,82.160004,80.150002,81.370003,1277900,76.309647
"274",81.040001,81.800003,80.279999,80.339996,1496000,75.343697
"275",79.589996,80.980003,77.199997,77.470001,2095700,72.652191
"276",74.910004,78.010002,72.980003,77.720001,2973800,72.886642
"277",77.519997,78.650002,77.239998,77.269997,1454100,72.464622
"278",77.169998,77.93,74.800003,75.209999,1653500,70.532745
"279",75.220001,76.660004,73.830002,76.110001,1677700,71.37677
"280",77.050003,78.139999,77.040001,77.559998,1139400,72.73658
"281",77.379997,78.660004,77.059998,78.5,855200,73.618134
"282",78.199997,79.860001,77.900002,79.760002,1245900,74.799774
"283",80.440002,80.68,78.599998,80.379997,876800,75.381218
"284",79.919998,80.300003,78.860001,79.019997,1073300,74.105804
"285",78.849998,80.440002,78.550003,78.800003,1158800,73.899483
"286",79.059998,80.660004,78.839996,79.120003,895500,74.199585
"287",79.32,79.660004,77.959999,78.199997,490600,73.3368
"288",78.660004,80.5,78.519997,80.480003,1438800,75.475006
"289",81.080002,81.720001,80.660004,81.660004,1130000,76.581612
"290",81.739998,82.540001,81.230003,81.690002,1047300,76.609764
"291",82.129997,82.709999,80.739998,80.75,706400,75.72821
"292",81,81,79.220001,79.599998,660200,74.649734
"293",79.279999,80.779999,79.050003,80.589996,461200,75.578148
"294",80.190002,81.940002,79.989998,81.769997,541300,76.684784
"295",82.57,84.470001,82.040001,83.910004,1232700,78.691704
"296",83.050003,84.110001,83.029999,83.949997,555000,78.72921
"297",84.220001,85.010002,83.639999,84.860001,629000,79.582626
"298",85.410004,86.669998,85.089996,86.529999,680500,81.148766
"299",86.720001,87,85.18,85.889999,829200,80.548538
"300",86.470001,86.470001,85.019997,85.25,478800,79.948364
"301",85.599998,85.639999,84.099998,84.370003,548600,79.123077
"302",84.360001,84.360001,83.540001,84.080002,658100,79.20787
"303",84.190002,84.489998,83.559998,83.970001,1210400,79.104248
"304",83.919998,84.199997,82.860001,83.620003,490900,78.774544
"305",84.010002,84.739998,83.730003,84.150002,908800,79.273804
"306",84.120003,84.889999,83.989998,84.209999,544500,79.330338
"307",83.610001,84.129997,81.919998,82.019997,684700,77.267227
"308",82.209999,82.650002,80.620003,80.720001,720300,76.042572
"309",81.940002,83.709999,81.769997,83.5,850100,78.661476
"310",83.709999,84.459999,81.389999,81.919998,1379800,77.173042
"311",81.940002,84.730003,81.940002,83.489998,1489300,78.652069
"312",84.370003,86.610001,84.019997,86.220001,1436000,81.223862
"313",86.220001,86.410004,84.459999,85.529999,1627600,80.573845
"314",85.580002,86.709999,85.099998,86.650002,1639100,81.628944
"315",85.410004,86.400002,85.139999,86.220001,1274200,81.223862
"316",86.5,86.940002,86.010002,86.309998,1058100,81.308655
"317",85.900002,86.190002,84.489998,85.199997,936000,80.262978
"318",85.459999,86.660004,84.959999,85.290001,599400,80.347763
"319",86.139999,86.410004,85.029999,85.949997,795000,80.969498
"320",85.330002,86.220001,85.160004,85.75,762700,80.781097
"321",85.559998,87.029999,85.559998,86.620003,828600,81.600693
"322",86.82,86.93,85.690002,85.93,566400,80.950661
"323",86.5,86.980003,85.809998,85.980003,773800,80.997787
"324",86.480003,86.839996,85.769997,85.900002,1326500,80.922424
"325",86.349998,86.349998,85.599998,85.650002,853300,80.686913
"326",85.940002,87.230003,85.730003,86.940002,670100,81.902145
"327",87,87.660004,86.75,87.419998,1032800,82.354324
"328",87.419998,87.589996,86.389999,86.949997,767600,81.91156
"329",87.32,87.660004,85.849998,86.25,1758800,81.252144
"330",86.32,87.970001,85.870003,87.790001,1097400,82.702896
"331",88.349998,88.68,87.419998,88.160004,1368600,83.051445
"332",88.32,88.949997,87.75,88.800003,1017600,83.654366
"333",88.900002,89.760002,88.32,88.32,860300,83.202187
"334",88.010002,89.059998,87.959999,89.010002,687700,83.852219
"335",88.510002,89.300003,87.5,87.910004,1345600,82.815933
"336",87.650002,88.18,84.959999,86.010002,1750000,81.026062
"337",85.769997,88.129997,85.580002,87.699997,1015300,82.618111
"338",87.720001,88.980003,87.599998,88.660004,1025800,83.522484
"339",88.720001,89.110001,88.239998,88.360001,916600,83.239876
"340",88.510002,90.330002,88.040001,90.089996,640100,84.869606
"341",90.110001,90.959999,89.790001,90.370003,722400,85.133385
"342",90.370003,90.889999,90.160004,90.540001,599100,85.293541
"343",90.800003,91.209999,90.040001,90.400002,801000,85.161644
"344",90.059998,90.970001,89.75,89.949997,805700,84.737724
"345",89.949997,90.709999,89.379997,90.239998,763100,85.010902
"346",89.970001,90.709999,89.690002,90.57,510000,85.321793
"347",90.400002,90.610001,90.019997,90.07,994300,84.850777
"348",90.32,91.360001,90.32,91.209999,475600,85.924713
"349",91.220001,91.940002,90.5,91.510002,979000,86.207344
"350",91.059998,91.93,90.75,91.889999,661600,86.565308
"351",91.769997,92.720001,91.080002,92.610001,1393400,87.243584
"352",92.419998,92.900002,92.07,92.779999,1082500,87.403732
"353",92.230003,92.879997,91.610001,92.199997,902500,86.857338
"354",92.870003,94.330002,92.769997,93.440002,1407500,88.02549
"355",93.290001,93.980003,91.650002,91.860001,1274800,86.537033
"356",92.639999,93.019997,91.849998,92.089996,1598600,86.753716
"357",92.5,93.410004,92.330002,93.110001,1577200,87.714615
"358",93.209999,93.690002,92.82,93.300003,963500,87.893608
"359",93.480003,94.919998,93.339996,94.870003,1166000,89.372635
"360",94.739998,95.709999,94.709999,95.230003,1272200,89.711769
"361",95.260002,95.389999,92.769997,95.129997,904800,89.617569
"362",95.279999,95.589996,95.029999,95.110001,516800,89.598717
"363",95.370003,95.599998,94.739998,95.32,646500,89.796562
"364",95.400002,96.190002,95.199997,95.309998,688200,89.78714
"365",95.389999,95.790001,94.650002,94.769997,493800,89.692482
"366",94.57,95.099998,94.010002,94.919998,853900,89.83445
"367",94.400002,94.860001,94.120003,94.209999,749200,89.162483
"368",93.669998,94.07,93.209999,93.989998,876400,88.954269
"369",94.309998,94.669998,93.82,93.889999,1059700,88.859642
"370",94.110001,94.68,93.169998,94.129997,1055700,89.086784
"371",94.370003,94.510002,93.169998,93.599998,1424500,88.585167
"372",93.139999,93.629997,91.099998,91.870003,1222400,86.947861
"373",91.709999,92.290001,91.239998,91.650002,840500,86.739655
"374",91.900002,92.690002,91.050003,91.120003,926900,86.238045
"375",91.089996,91.849998,90.660004,91.550003,831300,86.64502
"376",91.839996,92.57,91.239998,91.269997,868700,86.38002
"377",91.290001,92.470001,90.800003,91.669998,573500,86.758583
"378",92.919998,92.919998,89.989998,90.139999,505300,85.310562
"379",90.32,90.879997,89.760002,90.330002,616700,85.490372
"380",90.360001,90.709999,89.699997,90.110001,791700,85.282166
"381",90.400002,91.529999,90.400002,91.18,733700,86.29483
"382",90.779999,91.440002,90.629997,90.760002,820800,85.897324
"383",90.309998,91.57,90.309998,91.379997,731200,86.484116
"384",91.940002,93.57,91.830002,93.370003,1184400,88.3675
"385",93.230003,93.519997,92.669998,93.110001,608700,88.121429
"386",93.160004,94.410004,93.160004,93.889999,493100,88.859642
"387",93.550003,94.5,93.32,94.449997,789200,89.389633
"388",94.519997,95.650002,94.400002,95.589996,528500,90.468552
"389",95.139999,95.879997,94.900002,95,574900,89.910164
"390",94.730003,95.080002,94.300003,95,484900,89.910164
"391",94.800003,95.550003,94.75,95.510002,763800,90.392853
"392",95.660004,95.660004,95.050003,95.230003,1219000,90.127846
"393",94,94.290001,92.309998,94.110001,1204700,89.067848
"394",94.07,94.610001,93.870003,94.059998,911100,89.020515
"395",94.339996,95.889999,94.339996,95.68,1246800,90.553734
"396",95.760002,95.82,92.330002,92.510002,1274200,87.553589
"397",93.07,93.540001,90.57,91.400002,1316900,86.503044
"398",91.610001,92.93,91.360001,91.389999,849000,86.493576
"399",90.900002,92.18,90.580002,91.75,736800,86.834282
"400",91.75,91.970001,90.93,91.489998,605800,86.588219
"401",91.400002,92.010002,91.309998,91.940002,478400,87.014122
"402",92.330002,93.57,92.18,93.349998,748300,88.348572
"403",93.470001,93.620003,92.809998,92.959999,499100,87.979469
"404",93,93.620003,92.639999,92.82,438900,87.846962
"405",92.209999,93.589996,91.639999,92.120003,897800,87.184471
"406",92.239998,93.349998,91.5,92,579200,87.0709
"407",92.220001,92.730003,92.18,92.559998,882000,87.600899
"408",92.07,93.059998,91.82,92.099998,603600,87.165543
"409",92.989998,93.199997,92.199997,92.690002,437500,87.723938
"410",92.690002,93.120003,92.220001,93.040001,570500,88.055183
"411",92.900002,93.360001,92.800003,93.160004,412800,88.168747
"412",93.190002,93.360001,92.419998,92.529999,631400,87.57251
"413",92.220001,92.989998,91.910004,92.860001,465600,87.884811
"414",92.839996,93.559998,92.839996,93.309998,539400,88.310707
"415",93.349998,94.959999,93.239998,94.730003,698200,89.654633
"416",94.830002,95.769997,94.830002,95.019997,683300,89.929085
"417",95.169998,95.93,94.989998,95.099998,508000,90.004814
"418",95.059998,95.389999,94.529999,94.849998,505000,89.768219
"419",94.709999,94.809998,94.290001,94.5,460500,89.436943
"420",94.419998,95.559998,93.989998,95.440002,806900,90.326599
"421",95.510002,96.760002,95.470001,96.739998,1062800,91.556931
"422",96.580002,96.839996,94.25,94.5,941800,89.436943
"423",94.419998,94.980003,92.970001,93.080002,751700,88.093025
"424",93.07,93.699997,92.800003,93.150002,559300,88.159264
"425",93.360001,94.099998,93.190002,93.400002,469700,88.395889
"426",93.139999,94.160004,92.800003,93.760002,480800,88.736595
"427",93.82,94.139999,91.339996,91.519997,824800,86.616623
"428",91.760002,91.959999,90.900002,91.849998,655700,87.348892
"429",91.529999,91.93,90.660004,90.730003,507400,86.283775
"430",90.75,90.75,88.989998,89.120003,1029100,84.75267
"431",89.129997,90.129997,89.129997,90.089996,834900,85.675125
"432",89.68,90.300003,88.93,89.970001,859500,85.56102
"433",90.339996,90.809998,89.330002,89.849998,873700,85.446899
"434",90.120003,90.760002,89.669998,90.550003,1322200,86.112595
"435",90.300003,90.339996,89.739998,89.889999,715400,85.48494
"436",90.010002,90.080002,87.639999,87.68,1284900,83.383232
"437",87.550003,88.089996,85.839996,85.919998,1381400,81.70948
"438",86.209999,86.779999,86.07,86.449997,1114100,82.213509
"439",86.220001,86.580002,85.730003,85.800003,998800,81.595367
"440",86.410004,87.360001,85.879997,87.129997,1008900,82.860184
"441",87.059998,87.129997,85.440002,85.919998,1209900,81.70948
"442",86.43,86.480003,85.309998,85.760002,903900,81.55732
"443",85.669998,86.900002,85.400002,85.830002,932900,81.623909
"444",86.029999,86.459999,85.18,85.529999,602000,81.3386
"445",85.43,85.550003,84.129997,84.940002,606900,80.777512
"446",84.699997,84.989998,83.410004,84.449997,658400,80.311531
"447",84.239998,84.660004,81.860001,81.970001,946800,77.953064
"448",81.589996,82.290001,78.970001,79.650002,2049100,75.74675
"449",82.879997,82.879997,79.089996,80.019997,1242400,76.09861
"450",79.910004,80.68,79.790001,80.010002,1048400,76.089111
"451",80.709999,82.269997,80.389999,81.93,808300,77.915009
"452",81.160004,81.360001,79.309998,80.629997,2256200,76.678711
