"","ATVI.Open","ATVI.High","ATVI.Low","ATVI.Close","ATVI.Volume","ATVI.Adjusted"
"448",73.800003,75.639999,73.230003,73.849998,7930100,72.432098
"449",78.400002,80.25,76.550003,77.919998,12696800,76.423965
"450",75.540001,76.699997,74.050003,75.669998,11517500,74.217163
"451",76.480003,78.980003,76.260002,78.730003,7187400,77.218407
"452",77.349998,78.529999,76.959999,78.300003,5319100,76.796661
"453",73.970001,74.580002,71.220001,71.809998,20153400,70.431267
"454",72.199997,72.760002,69.529999,69.75,10771800,68.410828
"455",70.099998,70.949997,69.32,69.779999,5976700,68.440239
"456",67.790001,69.389999,66.709999,68.980003,6850900,67.655609
"457",69.129997,70.089996,67.239998,67.25,11245600,65.958824
"458",68.019997,70.730003,67.660004,70.32,7177000,68.969879
"459",68.25,70.209999,67.589996,68.839996,6536300,67.518288
"460",70.339996,70.339996,63.400002,65.220001,11058200,63.967793
"461",65.690002,67.5,65.339996,67.480003,9243400,66.18441
"462",68.669998,70.139999,68.120003,69.050003,7562000,67.724266
"463",69.480003,69.730003,67.949997,69.32,5083500,67.989082
"464",69.949997,70.290001,68.379997,68.989998,6102000,67.665413
"465",68,68.300003,64,64.339996,16399200,63.104691
"466",64.32,65.980003,63.669998,64.25,9428700,63.016422
"467",65.260002,66.599998,64.989998,65.089996,12766300,63.84029
"468",65.370003,65.400002,62.349998,62.790001,14529700,61.584457
"469",55,56.919998,53.5,55.009998,34543400,53.953823
"470",55,55.599998,53.810001,53.889999,12803100,52.855331
"471",54.200001,54.98,52.389999,52.549999,10335700,51.541058
"472",53.189999,53.490002,51.369999,51.599998,9099300,50.609295
"473",51.41,53.68,51.029999,53.560001,12304900,52.531666
"474",53.060001,53.099998,50.860001,50.939999,10695700,49.961967
"475",50.810001,50.869999,48.889999,49.139999,13063100,48.196526
"476",47.77,49.91,46.830002,49.259998,13801500,48.31422
"477",50.040001,51.209999,49.860001,50.849998,10184700,49.873695
"478",50.459999,51,49.720001,50.049999,5128300,49.089058
"479",50.689999,51.02,49.990002,50.91,9295600,49.932545
"480",50.610001,50.82,49.799999,50.75,7794700,49.775616
"481",51.099998,51.209999,49.98,51.02,8479500,50.040432
"482",50.639999,52.91,50.599998,52.560001,9367200,51.550869
"483",52.529999,52.549999,49.259998,49.880001,14511900,48.922321
"484",51,51.439999,46.450001,46.599998,30816800,45.705296
"485",46.66,48.400002,46.34,46.52,22495700,45.626831
"486",46.25,48.310001,45.5,48.150002,18516900,47.225536
"487",47.869999,48.77,47.200001,47.23,18277400,46.323196
"488",47.23,48.369999,46.669998,47.880001,10970400,46.96072
"489",48.57,48.860001,47.720001,48.200001,12474100,47.274574
"490",49.049999,50.220001,48.419998,48.450001,11453600,47.519775
"491",48.75,49.259998,47.720001,48.509998,7755200,47.578621
"492",47.470001,48.450001,46.970001,47.75,7161400,46.833214
"493",47.599998,48.419998,46.639999,47.080002,10065000,46.176083
"494",47.75,47.849998,46.779999,47.32,8776100,46.411472
"495",47.330002,48.119999,45.860001,46.330002,8362900,45.440479
"496",46.18,47.73,45.93,47.049999,9849400,46.146652
"497",47.619999,47.959999,44.959999,45.849998,19308900,44.969692
"498",45.349998,46.290001,43.919998,43.990002,6869900,43.145409
"499",44.43,46.450001,43.709999,46.419998,12028600,45.528751
"500",45.709999,47.060001,45.209999,47.040001,7529400,46.136848
"501",47.32,47.59,46.099998,46.799999,5783800,45.901455
"502",47.040001,47.32,46.009998,46.57,7789600,45.675869
"503",45.25,47.509998,45.139999,47.029999,7245700,46.127037
"504",46.439999,46.650002,45,45.360001,8266400,44.489101
"505",46,47.549999,45.130001,47.169998,9081900,46.264351
"506",47.240002,49.080002,47.09,48.5,9112100,47.568817
"507",49.07,51.110001,49,49.970001,12428700,49.010593
"508",50.369999,51.41,49.91,50.830002,7768800,49.854084
"509",50.5,51.490002,50.09,51.349998,6416900,50.364094
"510",46.380001,46.84,44.470001,46.540001,35424600,45.646446
"511",46.07,47.68,45.82,47.290001,10183300,46.38205
"512",47.330002,47.889999,46.619999,46.84,8190900,45.940689
"513",46.759998,47.380001,45.860001,47.130001,9299800,46.225121
"514",46.950001,47.630001,46.41,47.380001,7828700,46.470322
"515",47.889999,49.32,47.84,48.650002,10563500,47.715935
"516",48.169998,48.169998,46.82,47.060001,8415900,46.156464
"517",47.32,47.439999,45.630001,46.02,8951300,45.136433
"518",45.939999,47.400002,45.889999,47.27,6007000,46.362427
"519",47.860001,48.389999,47.09,47.799999,6175400,46.882256
"520",47,47.220001,45.959999,46.740002,8807100,45.842606
"521",46.360001,46.470001,45.23,45.73,7722300,44.852001
"522",46.18,46.32,45.5,46.310001,8679600,45.420868
"523",46.459999,47.490002,45.98,47.240002,10060300,46.333012
"524",47.189999,47.490002,45.509998,46.009998,16662300,45.126617
"525",46.32,47.029999,46.07,46.779999,10635000,45.881836
"526",46.93,48.09,46.610001,47.84,8673300,46.921486
"527",45,45,42.529999,43,34619600,42.174412
"528",43.209999,44.330002,43.049999,43.959999,17457000,43.115982
"529",43.779999,43.93,42.880001,43.41,19275200,42.576542
"530",43.799999,43.799999,39.849998,40.110001,44932400,39.339901
"531",40.34,42.240002,40.110001,41.669998,33515100,40.869946
"532",42.93,45.330002,42.84,44.57,51708900,43.714272
"533",44.09,46.59,43.790001,45.43,22540100,44.557758
"534",45.470001,45.599998,44.139999,44.599998,17152500,43.743694
"535",44.450001,44.790001,43.5,44.48,17261600,43.625999
"536",44.669998,45.560001,42.48,42.779999,21193200,41.958637
"537",42.700001,42.860001,41.669998,41.900002,16645300,41.095535
"538",42,42.25,41.25,41.5,13074700,40.703213
"539",41.82,42.209999,41,41.959999,12317100,41.154381
"540",41.82,42.68,41.720001,42.080002,9194200,41.272079
"541",42.060001,42.360001,41.610001,41.790001,8494200,40.987648
"542",41.779999,42.349998,41.669998,42.139999,12255200,41.330925
"543",42.599998,43.18,42.18,42.84,9422400,42.017483
"544",43.060001,43.25,41.310001,41.790001,12128500,40.987648
"545",41.84,42,41.049999,41.880001,7536600,41.075916
"546",41.950001,42.860001,41.860001,42.560001,12535200,41.742863
"547",42.43,42.470001,41.18,41.419998,10470600,40.624744
"548",41.009998,42.119999,40.889999,42.029999,8735200,41.223034
"549",42.23,43.099998,41.990002,42.919998,9451100,42.095947
"550",43.07,43.150002,42.560001,42.630001,6474800,41.81152
"551",42.830002,43.950001,42.57,43.700001,7774200,42.860973
"552",43.73,43.93,43.23,43.32,7324700,42.48827
"553",44.02,45.110001,43.91,44.630001,20494100,43.773117
"554",44.93,45.16,44.119999,44.970001,11344600,44.106594
"555",45.610001,47.299999,45.290001,46.419998,16098900,45.528751
"556",46.369999,47.09,46.130001,46.16,14270400,45.273743
"557",46.080002,48.830002,45.900002,48.599998,13972900,47.666893
"558",48.310001,48.450001,46.279999,46.869999,11117700,45.970108
"559",46.75,47.549999,46.419998,46.98,6976900,46.077995
"560",47.279999,47.880001,45.959999,46.43,9712000,45.538559
"561",46.290001,46.290001,45.240002,45.52,7813600,45.004673
"562",45.34,45.709999,44.869999,45.619999,8347800,45.103535
"563",46.18,46.369999,45.009998,45.529999,6643600,45.014557
"564",46.5,47.310001,46.16,47.119999,9233400,46.586555
"565",47.419998,47.779999,46.200001,47.459999,9697700,46.922707
"566",47.75,48.599998,47.400002,47.650002,9741800,47.110558
"567",47.68,47.82,46.580002,46.959999,6941800,46.428368
"568",47.080002,47.540001,46.68,47.290001,5976900,46.754635
"569",47.23,47.630001,46.369999,47.57,5563800,47.031464
"570",47.189999,47.650002,46.849998,47.009998,5090900,46.477802
"571",47.34,47.959999,47.150002,47.860001,3548000,47.31818
"572",48.060001,48.240002,46.860001,47.169998,5198500,46.63599
"573",47.400002,47.68,46.939999,47.279999,3802100,46.744743
"574",47.27,47.57,45.639999,45.75,7343500,45.232067
"575",45.950001,45.950001,44.740002,45.060001,9742200,44.549881
"576",45.169998,45.34,43.959999,44.98,6663100,44.470783
"577",45.18,45.59,44.650002,45.310001,4582700,44.797047
"578",45.240002,45.529999,44.700001,45.34,4229300,44.82671
"579",45.599998,46.759998,45.470001,46.509998,6263400,45.983459
"580",46.450001,46.889999,46.040001,46.75,5327800,46.220745
"581",46.66,47.459999,46.139999,47.41,7637100,46.873276
"582",47.48,48.48,47.299999,48.150002,6233200,47.604897
"583",48.43,48.98,48.220001,48.400002,7098200,47.85207
"584",48.41,48.650002,47.779999,48.209999,6906400,47.664215
"585",48.349998,49.560001,48.240002,48.560001,9474500,48.010258
"586",48.779999,49.830002,48.720001,49.549999,13565600,48.989048
"587",48.200001,48.669998,46.16,47.150002,25671000,46.616219
"588",46.029999,48.200001,46,48.16,10300500,47.614784
"589",47.709999,47.970001,46.349998,46.68,7918500,46.151539
"590",47.049999,47.32,46.400002,46.82,9392500,46.289951
"591",46.139999,47.040001,45.700001,46.639999,7115400,46.111988
"592",46.560001,46.630001,43.52,46.02,5415400,45.499008
"593",44.73,45.130001,43.169998,43.41,9803000,42.91856
"594",43.700001,45.18,43.380001,44.700001,7171500,44.193954
"595",44.490002,46.52,44.43,46.279999,6965600,45.756065
"596",46.27,47.32,45.82,47.290001,5798700,46.754635
"597",46.810001,47.369999,46.299999,46.389999,4280800,45.864822
"598",45.650002,45.650002,43.330002,43.610001,9204200,43.116295
"599",43.970001,44.060001,43.400002,43.450001,8279600,42.958103
"600",42.939999,43.639999,42.830002,42.91,7222900,42.424217
"601",42.43,42.790001,41.950001,42.189999,7390000,41.712368
"602",42.459999,42.779999,41.84,42.290001,5076100,41.811237
"603",43.759998,44.700001,43.279999,43.509998,12150000,43.017426
"604",43.200001,44.16,42.84,43.990002,9134300,43.491993
"605",44.040001,44.48,43.16,43.560001,5552900,43.06686
"606",43.110001,43.779999,43.009998,43.369999,5978700,42.879009
"607",43.32,43.389999,42.099998,42.380001,6711100,41.900219
"608",42.98,43.639999,42.25,43.610001,7621500,43.116295
"609",43.77,44.68,43.490002,44.52,5768800,44.015995
"610",44.150002,44.740002,43.700001,44.080002,4699000,43.580975
"611",44.279999,45.630001,44.060001,45.380001,6785800,44.866261
"612",45.77,46.470001,45.200001,46.009998,6405400,45.48912
"613",46.490002,47.060001,46.189999,46.700001,6679700,46.171314
"614",46.459999,46.529999,44.970001,45.09,6155400,44.579536
"615",45.450001,46.110001,45.080002,46.049999,6204700,45.528671
"616",45.799999,45.959999,45.119999,45.619999,4629400,45.103535
"617",45.700001,45.950001,45,45.07,7710000,44.559769
"618",45.549999,46.48,45.330002,45.77,6839000,45.251842
"619",45.77,45.77,44.59,45.330002,5441900,44.816822
"620",45.990002,46.330002,45.450001,45.669998,4574600,45.152973
"621",45.529999,45.939999,45.189999,45.91,7895500,45.390255
"622",45.639999,47.209999,45.639999,47.150002,7299700,46.616219
"623",47.07,47.490002,45.66,46.200001,8688600,45.676971
"624",46.360001,47.470001,46.209999,46.73,5328700,46.20097
"625",47.09,47.57,46.52,47.279999,6918600,46.744743
"626",47.5,47.73,46.560001,47.200001,15179000,46.665653
"627",47.880001,48.459999,47.209999,47.5,5122000,46.962254
"628",47.959999,48.82,47.689999,47.98,6682700,47.436821
"629",48.049999,48.790001,47.73,48.66,4024700,48.109123
"630",48.330002,48.349998,46.639999,48.150002,6379600,47.604897
"631",47.799999,47.91,46.23,46.470001,7680700,45.94392
"632",46.169998,46.709999,45.73,46.369999,4349600,45.845047
"633",46.900002,47.369999,46.57,46.84,4476200,46.309727
"634",46.919998,47.580002,46.43,47.34,5206200,46.804066
"635",47.630001,47.669998,47.040001,47.200001,3707600,46.665653
"636",47.259998,47.849998,46.880001,47.66,4361700,47.120441
"637",47.610001,47.66,46.66,46.990002,4876700,46.458031
"638",46.919998,47.32,46.43,46.68,4791100,46.151539
"639",46.450001,46.5,45.490002,45.720001,8157700,45.202408
"640",46,46.110001,45.09,45.139999,5514600,44.628975
"641",45.330002,45.599998,44.810001,45.57,3771800,45.054104
"642",45.82,45.93,45.290001,45.919998,3774300,45.400143
"643",45.709999,46.990002,45.689999,46.860001,3664200,46.329502
"644",47.360001,47.400002,46.360001,47.189999,4354000,46.655762
"645",47.48,48.23,47.16,47.990002,5839700,47.446709
"646",48,48.529999,47.080002,48.450001,4750900,47.901501
"647",48.099998,48.360001,47.5,48.290001,4905000,47.743313
"648",48.790001,49.93,48.380001,48.740002,8712300,48.188221
"649",48.93,51.240002,48.810001,50.189999,10901800,49.621799
"650",49.799999,51.349998,48.650002,49.02,9745000,48.46505
"651",47.869999,47.950001,45.52,46.099998,10855100,45.578102
"652",47.450001,47.59,46.380001,46.59,7171500,46.062557
"653",46.110001,48.23,46.099998,48.099998,7468500,47.555462
"654",48.41,49.57,47.91,49.330002,8935900,48.771542
"655",48.759998,49.09,47.110001,48.060001,10794000,47.515915
"656",47.73,48.349998,46.950001,47.080002,6292100,46.547012
"657",46.990002,48.369999,46.470001,48.130001,5225600,47.585125
"658",47.09,47.27,45,45.259998,9156200,44.747612
"659",45.529999,45.73,44.91,45.509998,6008900,44.994781
"660",45.939999,47.169998,45.790001,46.66,5767400,46.131763
"661",47.549999,48.299999,47.279999,47.919998,5522700,47.377499
"662",47.669998,49.040001,47.5,48.799999,5831300,48.24754
"663",49.099998,49.540001,48.709999,49.040001,4001800,48.484825
"664",49.290001,49.290001,48.330002,49.080002,4001800,48.524368
"665",48.599998,49.380001,47.16,47.330002,7125400,46.794182
"666",47.990002,48.700001,47.529999,48.689999,5194400,48.138783
"667",50.5,52.220001,49.959999,51.09,18223400,50.511612
"668",50.630001,50.939999,49.540001,50.209999,7232300,49.641575
"669",51,51.43,50.259998,50.959999,6268700,50.383083
"670",51.290001,51.41,50.169998,50.599998,5891500,50.027161
"671",50.48,51.57,50.43,51.060001,6268900,50.481956
"672",52.060001,53.610001,52.009998,53.5,9988100,52.894333
"673",55.150002,56.599998,53.77,54.580002,11780000,53.962105
"674",54.669998,55.009998,54.259998,54.580002,7034000,53.962105
"675",55.25,55.549999,54.200001,55.189999,9138700,54.565197
"676",54.75,56.150002,54.279999,56.029999,8427500,55.395687
"677",56.540001,56.77,54.41,54.91,9687300,54.288364
"678",56.459999,57.52,55.139999,55.450001,10921200,54.822258
"679",55.639999,56.02,55.32,55.950001,6401800,55.316593
"680",55.18,55.939999,55.169998,55.779999,6471300,55.148518
"681",55.5,55.720001,54.77,55.349998,6972100,54.723385
"682",55.209999,55.23,54.130001,55.119999,5433300,54.495991
"683",55.43,55.560001,54.709999,55.009998,4565200,54.387234
"684",55.040001,55.48,54.52,54.759998,7364900,54.140064
"685",54.470001,54.740002,53.669998,54.18,4502800,53.566631
"686",54.610001,54.630001,53.41,53.959999,8098400,53.349121
"687",53.889999,55.040001,53.580002,54.939999,5150700,54.318027
"688",54.720001,55.07,54.16,54.220001,6563300,53.606178
"689",54.209999,54.720001,52.049999,52.330002,7800800,51.737579
"690",52.599998,53,52.310001,52.919998,7128800,52.320896
"691",53.34,53.549999,52.240002,52.900002,9229100,52.301125
"692",51.900002,52.540001,50.25,52.25,13468300,51.658482
"693",52.189999,54.77,52.07,54.07,14558300,53.457874
"694",54.75,55.490002,54.549999,55.439999,8761100,54.812366
"695",55.060001,55.889999,54.560001,55.41,6538100,54.782707
"696",54.75,55.299999,54.099998,54.130001,7182300,53.517197
"697",53.759998,54.75,53.200001,53.43,9050700,52.825123
"698",52.93,53.84,51.450001,53.689999,8700900,53.082176
"699",54.349998,55.380001,54.150002,54.82,8627100,54.199387
"700",54.349998,55.200001,54.009998,55.009998,5936000,54.387234
"701",55.150002,55.599998,54.16,55.560001,6826700,54.931011
"702",55.400002,55.939999,55.139999,55.59,5725700,54.96067
"703",56,56.459999,55.509998,55.59,5837200,54.96067
"704",55.66,55.689999,53.380001,54.540001,8530400,53.922558
"705",55.25,55.82,54.73,55.509998,5925300,54.881573
"706",55.669998,55.720001,54.490002,54.52,4353500,53.902782
"707",54.560001,55.330002,54.349998,54.799999,3341000,54.179611
"708",55.18,55.740002,54.619999,55.439999,5649100,54.812366
"709",56.209999,56.279999,55.02,55.259998,6320200,54.634403
"710",55.990002,56.18,54.209999,54.560001,7507600,53.942329
"711",54.470001,54.630001,53.619999,54,5680000,53.388668
"712",55.25,55.950001,54.41,55.869999,8537500,55.237499
"713",55.93,56.07,54.740002,56.029999,6621600,55.395687
"714",56.209999,57.43,55.459999,55.82,10202900,55.188065
"715",55.560001,56.009998,54.169998,55.709999,10345300,55.079308
"716",55.799999,56.27,55.009998,55.540001,5036300,54.911236
"717",55.779999,56.59,55.470001,56.360001,6239400,55.721954
"718",56.75,56.82,54.349998,54.549999,12512300,53.932442
"719",53.5,54.84,52.650002,54.299999,15898300,53.685272
"720",53.849998,53.93,52.240002,52.52,6826300,51.925423
"721",52.700001,53.049999,51.689999,51.950001,12564600,51.361877
"722",51.599998,52.630001,51.459999,52.330002,11542500,51.737579
"723",52.32,52.98,52.099998,52.700001,7185700,52.10339
"724",53.150002,53.709999,52.700001,53.439999,5326900,52.835007
"725",53.43,53.450001,52.27,52.73,6442300,52.133045
"726",53.099998,53.380001,52.48,53.279999,5092500,52.676819
"727",53.240002,54.189999,53.150002,54.09,7421100,53.47765
"728",53.950001,54.290001,53.310001,53.689999,3960300,53.082176
"729",53.77,53.900002,52.59,53.040001,4583000,52.439537
"730",53.23,53.759998,53.02,53.73,4125800,53.121727
"731",53.93,54.23,53.560001,54.169998,4226700,53.556744
"732",54.330002,54.560001,53.900002,54.48,3635800,53.863235
"733",54.130001,55.18,54.009998,54.830002,2393300,54.209274
"734",54.93,54.98,53.360001,54.23,4635900,53.616066
"735",53.610001,54.610001,53.52,54.59,5346500,53.971992
"736",54.75,54.869999,53.759998,53.880001,4752200,53.270031
"737",54.09,55.040001,53.740002,54.990002,5272400,54.367462
"738",55.119999,55.419998,54.799999,55.209999,5051500,54.584972
"739",55.119999,55.400002,54.369999,54.389999,4545500,53.774254
"740",54.459999,55.990002,54.099998,55.939999,4686000,55.306705
"741",55.939999,56.98,55.939999,56.48,5575400,55.840591
"742",56.599998,58.810001,56.48,58.560001,9011900,57.897049
"743",58.5,58.740002,57.790001,58.650002,5756500,57.986031
"744",59.23,59.34,58.57,58.610001,4575300,57.94648
"745",58.700001,58.740002,58.099998,58.259998,4387600,57.600441
"746",58.34,59.119999,57.959999,59.02,6679400,58.351841
"747",58.709999,59.23,58.529999,59.130001,4382200,58.460594
"748",59.400002,59.709999,58.790001,59.220001,8964500,58.549576
"749",59.599998,59.75,58.830002,58.889999,4395800,58.223309
"750",58.779999,59.029999,58.52,58.810001,1562900,58.144215
"751",58.810001,59.27,58.709999,58.889999,2325500,58.223309
"752",59.209999,59.59,58.779999,59.189999,3386200,58.519913
"753",59.349998,59.549999,58.619999,58.880001,3028500,58.213425
"754",58.720001,59.470001,58.650002,59.419998,3437800,58.747311
"755",59.91,60.049999,58.560001,58.650002,5189400,57.986031
"756",58.029999,58.93,57.650002,58.669998,4466300,58.005798
"757",58.470001,59.869999,58.439999,59.740002,4910800,59.06369
"758",59.689999,60.41,59.209999,60.34,4920300,59.656895
"759",60,60.889999,59.849998,59.880001,5021500,59.202103
"760",60.240002,60.43,58.860001,59.34,7766600,58.668217
"761",59.759998,59.759998,58.73,58.950001,4424300,58.282631
"762",59.119999,59.580002,58.82,59.240002,4529600,58.569351
"763",59.580002,60.580002,58.91,60.049999,7310500,59.370178
"764",60.049999,60.450001,59.279999,59.639999,5703200,58.964821
"765",60,60.450001,59.720001,60.43,7185600,59.745876
"766",60.610001,61.279999,60.439999,61.240002,8752800,60.546707
"767",61,61.639999,60.810001,61.419998,6914100,60.724667
"768",61.650002,61.900002,60.240002,60.32,6110200,59.637119
"769",60.32,60.549999,60.060001,60.130001,5297200,59.449276
"770",60.220001,60.349998,58.950001,59.400002,7688800,58.727539
"771",58.189999,58.689999,57.779999,58.32,6420000,57.659763
"772",58.790001,60.369999,58.610001,60.029999,5644300,59.350403
"773",60.490002,60.57,59.900002,60.400002,4338900,59.716217
"774",59.919998,60.900002,59.919998,60.889999,5287100,60.200668
"775",60.200001,60.299999,58.349998,58.48,8184200,57.817951
"776",58.639999,58.900002,58.09,58.209999,4825200,57.551006
"777",58.860001,59.380001,57.369999,59.209999,6653700,58.539684
"778",60.139999,60.139999,58.439999,58.849998,5985900,58.183762
"779",59.189999,60.639999,59,60.259998,9591500,59.577801
"780",61.330002,62.84,60.380001,61.529999,12936000,60.833424
"781",61.419998,61.950001,60.77,61.630001,5279300,60.932289
"782",61.93,61.93,60.580002,61.189999,5350300,60.497269
"783",61.5,63.119999,61.439999,62.799999,5244200,62.089043
"784",62.25,62.939999,62,62.59,3642400,61.881424
"785",62.689999,63.540001,62.310001,63.52,4242400,62.800896
"786",63.360001,64.120003,63.259998,63.740002,5317900,63.018402
"787",64,64.43,63.790001,64.370003,4865900,63.641273
"788",64.019997,64.529999,62.93,64,4219700,63.275459
"789",63.82,63.93,63.07,63.380001,3476700,62.662479
"790",61.209999,63.200001,61.009998,62.310001,6102000,61.604595
"791",61.799999,62.02,59.310001,59.509998,10451800,58.836292
"792",59.740002,60.5,58.959999,59.369999,8272700,58.697872
"793",57.799999,60.290001,57.52,58.330002,9014200,57.669655
"794",56.290001,58.18,55.919998,58.130001,10456000,57.471912
"795",58.299999,60.650002,57.91,60.59,9483100,59.904064
"796",60.560001,61.82,58.139999,58.75,9825900,58.084892
"797",60,62.59,59.59,62.549999,7306400,61.841877
"798",60.779999,62.299999,60.34,61.52,6978500,60.823536
"799",59.650002,60.880001,58.360001,59.970001,9745200,59.291084
"800",56.599998,59.119999,55.400002,57.349998,13169500,56.700741
"801",59.450001,61.119999,57.93,60.709999,15378100,60.022705
"802",58.75,60.459999,58.400002,59.330002,10530100,58.658333
"803",55.099998,57.490002,52.830002,54.560001,11644200,53.942329
"804",57,59.049999,53.099998,59.040001,9943000,58.371616
"805",53.110001,57.07,52.48,52.759998,10456800,52.162704
"806",53.66,57,50.509998,56.16,10799600,55.524216
"807",53,58.220001,52.049999,55.59,14550100,54.96067
"808",55.619999,58.16,53.720001,54.130001,10151200,53.517197
"809",55.25,55.599998,51.380001,52.049999,12916100,51.460743
"810",52.810001,57.66,52.330002,56.470001,19601600,55.830708
"811",58.34,61.25,53.82,54.43,14885500,53.813805
"812",55.009998,55.709999,52.52,52.869999,11194700,52.271461
"813",53.060001,57.779999,53.060001,57.720001,9991800,57.066555
"814",56.549999,58.630001,55.759998,56.959999,8513700,56.315159
"815",58.34,59.75,57.509998,58.470001,9311300,57.808067
"816",58.040001,60.099998,57.830002,59.48,10128800,58.806629
"817",58,59.610001,57.060001,57.5,7315500,56.849045
"818",58.27,61.09,58.009998,60.779999,8032900,60.091911
"819",61.259998,61.720001,58.77,59.98,7150300,59.300972
"820",61.130001,62.400002,60.099998,61.599998,10077400,60.90263
"821",62.529999,62.549999,58.119999,59.869999,14929000,59.192215
"822",60.360001,61.5,59.91,61.07,7420300,60.378632
"823",61.279999,61.799999,59.549999,60.459999,8404800,59.775536
"824",60.32,63,60.02,62.75,8054700,62.039612
"825",63.98,64,62.720001,63.279999,7156400,62.975079
"826",62.630001,66.059998,62.25,65.709999,9411300,65.393372
"827",66.449997,68.32,65.550003,68.050003,11276000,67.722099
"828",66.5,67,64.889999,66.879997,10942300,66.557732
"829",66.620003,67.150002,65.959999,66.5,5110200,66.179565
"830",66.239998,67.040001,64.970001,65.720001,7782700,65.403328
"831",66.699997,67.120003,64.730003,66.980003,6687200,66.657257
"832",66.980003,67.580002,65.82,65.879997,5900200,65.562553
"833",66.07,66.879997,65.800003,66.650002,7314300,66.328842
"834",67.400002,67.769997,66.510002,67.059998,6135300,66.736862
"835",67,67.330002,63.720001,63.860001,7912200,63.552288
"836",64.150002,65.199997,62.34,64.790001,8572600,64.477806
"837",64.82,65.459999,63.41,63.73,9895100,63.422913
"838",63.139999,64.940002,62.849998,64.720001,5103500,64.408142
"839",65.330002,66.889999,65.230003,66.699997,7778100,66.378601
"840",67.669998,69.629997,66.970001,68.529999,15461900,68.199783
"841",74,74.800003,71.029999,72.870003,21709500,72.518875
"842",72.309998,73.650002,71.120003,73.099998,8649600,72.747765
"843",73.18,74,72.510002,73.139999,6087000,72.787567
"844",73.059998,75.970001,72.599998,75.459999,9285200,75.09639
"845",75.269997,75.489998,71.949997,72.25,8921000,71.901855
"846",72.510002,75.010002,71.970001,73.669998,8807700,73.315018
"847",73.120003,73.900002,71.610001,72.959999,6749100,72.608437
"848",72.620003,74,72.290001,73.919998,5854200,73.563812
"849",73.860001,74.68,72.449997,72.879997,8492000,72.528824
"850",72.900002,74.440002,72.720001,73.029999,5509700,72.678101
"851",73.540001,74.540001,73.239998,73.779999,6231100,73.424484
"852",74.360001,74.489998,72.440002,72.470001,9522900,72.120804
"853",73.010002,73.160004,72.199997,73.080002,5161400,72.727859
"854",73.370003,73.489998,69.610001,70,11628600,69.662704
"855",69.290001,70.339996,66.589996,70.150002,13218600,69.811981
"856",70,71.730003,69.400002,70.220001,7899000,69.881645
"857",70.660004,72.209999,69.82,71.980003,11408600,71.633163
"858",72.190002,73.580002,71.720001,72.989998,4930700,72.63829
"859",72.779999,73.040001,71.089996,72.980003,6518500,72.628342
"860",72.389999,72.629997,69.669998,69.919998,10519800,69.583084
"861",69.5,71.099998,69.099998,69.809998,7630000,69.473618
"862",67.989998,69.589996,67.400002,69.43,8620300,69.095451
"863",68.489998,70.769997,68.330002,70.730003,6941400,70.389183
"864",71.279999,72.160004,70.230003,72,6245200,71.653061
"865",72.379997,74.239998,72.309998,73.82,9106800,73.464294
"866",72.870003,74.349998,71.019997,71.279999,7808000,70.936531
"867",71.5,73.209999,70.25,71.68,5921400,71.334602
"868",71.480003,73.550003,71.269997,73.190002,6492100,72.837334
"869",74,74.190002,72.230003,73,6359000,72.648247
"870",73.690002,76.480003,73.309998,75.529999,12763600,75.166054
"871",75.989998,76.370003,74.889999,76.010002,7270400,75.643745
"872",76.18,76.75,75.089996,76.580002,10388500,76.210999
"873",76.669998,77.199997,75.870003,76.120003,5243100,75.753212
"874",76.730003,77.629997,76.220001,76.449997,4472200,76.081619
"875",76.459999,77.169998,74.43,75.580002,7744700,75.215813
"876",76.610001,76.769997,74.459999,76.209999,6157300,75.842773
"877",76.540001,76.839996,74.650002,76.400002,11572500,76.03186
"878",75.82,76.519997,74.93,75.5,5099400,75.1362
"879",75.690002,76.43,75.419998,75.900002,6535400,75.534271
"880",75.449997,78.230003,74.970001,78.029999,10187400,77.654007
"881",78.860001,79.110001,77.050003,77.510002,5169300,77.136513
"882",78.459999,79.440002,78.050003,78.669998,6041800,78.290924
"883",79,80.379997,78.389999,78.5,6038800,78.121742
"884",79.059998,79.349998,77.970001,79.279999,4863400,78.89798
"885",79.93,80.75,78.82,80.639999,6005700,80.251434
"886",80.720001,81.529999,79.629997,81.269997,6071100,80.878395
"887",82.010002,82.050003,77.519997,77.949997,7437600,77.574387
"888",76.809998,79.889999,76.209999,79.769997,4875300,79.38562
"889",78.519997,79.580002,77.459999,79.150002,6994300,78.768616
"890",78.879997,79.480003,77.870003,79.370003,4950100,78.987556
"891",79.410004,79.849998,77.949997,78.639999,6241500,78.26107
"892",79.07,81.370003,78.68,81.160004,5556400,80.768929
"893",81.650002,81.830002,79.620003,80.760002,5495800,80.370857
"894",80.970001,81.379997,80.419998,81.099998,2937400,80.709213
"895",81.489998,82.669998,79.379997,79.610001,5963000,79.226395
"896",79.32,80.75,78.120003,79.989998,4371200,79.604561
"897",80.599998,81.800003,80.589996,81.629997,3777200,81.236656
"898",81.370003,81.860001,80.589996,80.720001,3637100,80.331047
"899",81.260002,81.440002,80.620003,81.199997,2957200,80.808731
"900",80.599998,82.019997,79.910004,81.699997,4034000,81.30632
"901",82.809998,83.449997,81.760002,82.629997,8922500,82.231842
