"","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"445",145.009995,145.009995,140.179993,141.889999,11637300,139.017761
"446",141.460007,143.289993,141.119995,142.309998,10798000,139.429245
"447",142.570007,142.690002,135.210007,135.520004,15450100,132.776703
"448",134.089996,137.240005,132.259995,133.729996,15657200,131.022949
"449",138.479996,140.979996,137.429993,140.059998,12993300,137.224808
"450",139.899994,140.059998,137.220001,137.229996,7953000,134.452072
"451",138.710007,142.139999,138.679993,141.740005,11059500,138.870819
"452",142.339996,142.860001,140.729996,142.449997,9170600,139.566422
"453",142.460007,142.460007,137.949997,139.289993,10222600,136.470383
"454",139.899994,142.190002,139.380005,140.080002,8696900,137.244415
"455",140.970001,141.539993,139.509995,140.639999,6099500,137.79306
"456",136.889999,140.039993,135.589996,139.119995,10736100,136.303818
"457",139.699997,140.179993,134,134.259995,13849600,131.542221
"458",135.449997,140.899994,132.5,140.520004,14985900,137.675476
"459",137.979996,139.869995,136.059998,137.740005,12034900,134.951782
"460",139.610001,141.509995,132.270004,134.330002,12768200,131.610794
"461",133.080002,134.860001,129.789993,132.759995,15107600,130.072571
"462",134.990005,139.119995,134.990005,137.850006,13205300,135.05954
"463",139,140.869995,137.490005,140.830002,16024000,137.979218
"464",141.110001,141.449997,137.850006,139.779999,17063100,136.95047
"465",139.800003,140.210007,138.070007,139.800003,6280000,136.970093
"466",139.800003,140.910004,139.720001,140.789993,4732700,137.940018
"467",142.339996,144.899994,142.320007,144.779999,20502100,141.849258
"468",144.600006,145.460007,143.649994,145.229996,5927400,142.290146
"469",144.199997,144.570007,142.360001,143.929993,8339800,141.016449
"470",143.419998,143.639999,139.169998,139.720001,11335100,136.891724
"471",140.350006,141.899994,139.009995,139.720001,6287000,136.891724
"472",142.020004,142.600006,138.410004,139.490005,6613900,136.666367
"473",138.850006,141.910004,137.929993,141.839996,8565000,139.218277
"474",140.419998,141.839996,139.919998,140.179993,8628000,137.588974
"475",140.470001,140.570007,134.25,134.759995,16253000,132.269135
"476",130.309998,134.529999,129.539993,133.369995,12720200,130.904831
"477",134.360001,135.779999,133.630005,134.419998,7416300,131.93544
"478",132.589996,134.25,132.490005,132.869995,3676000,130.414108
"479",134.600006,136.520004,134.25,135.940002,9144600,133.427353
"480",135.279999,136.309998,134.119995,135.910004,7877900,133.397934
"481",137.070007,141.539993,136.869995,141.380005,11265100,138.7668
"482",140.690002,140.699997,138.710007,139.100006,8751500,136.528946
"483",139.009995,142.259995,138.630005,141.710007,11362800,139.090714
"484",145,145.720001,143.850006,145,11285600,142.31987
"485",143.130005,144.350006,138.5,138.639999,13988900,136.077438
"486",135.039993,141.110001,133.479996,141.050003,16391900,138.442917
"487",140.820007,142.130005,135.990005,137.110001,14007700,134.575699
"488",136.25,138.270004,134.860001,137.880005,15744300,135.331451
"489",139.940002,140.050003,135.919998,136.809998,12466300,134.281235
"490",139.300003,140.880005,137.75,137.800003,10387200,135.25296
"491",138.300003,139.130005,136.149994,137.539993,8780900,134.997742
"492",135.690002,136.720001,134.550003,135.089996,9351200,132.593048
"493",134.210007,134.429993,130.690002,131.399994,11796200,128.971237
"494",132.289993,134.169998,131.800003,132.660004,12761900,130.207977
"495",132.929993,135.869995,129.520004,131.259995,13819000,128.833862
"496",130.160004,132.009995,127.150002,128.759995,18091700,126.380051
"497",127.18,130.330002,122.949997,124.260002,25448600,121.963234
"498",122.080002,125.209999,121.599998,121.730003,8617700,119.479996
"499",123.019997,130.240005,123,130.229996,13499500,127.822876
"500",127.989998,132.009995,126.519997,132.009995,10883000,129.569962
"501",133.080002,133.619995,129.660004,130.940002,7381300,128.519775
"502",131.679993,132.440002,130.229996,131.940002,7976000,129.501282
"503",130,133.740005,129.600006,132.919998,8788000,130.463181
"504",131.210007,131.279999,127.879997,128.130005,9428300,125.761696
"505",130.440002,134.589996,130.130005,133.649994,11065800,131.179672
"506",134.449997,137.169998,134.039993,136.059998,12928000,133.54512
"507",137.970001,138.190002,135.960007,136.800003,9243000,134.271423
"508",138.300003,139.479996,137.619995,138.410004,9987600,135.8517
"509",136.809998,138.820007,136.360001,138.669998,12514900,136.106873
"510",137.75,138.600006,137.410004,138.059998,5860100,135.508194
"511",136.990005,138.130005,136.649994,137.100006,8666700,134.565903
"512",136.960007,137.720001,135.25,137.339996,7594900,134.801468
"513",138.399994,138.869995,137.070007,137.339996,7258000,134.801468
"514",136.970001,137.910004,136.589996,137.279999,5864900,134.742554
"515",138.309998,138.600006,136.639999,138.5,10263500,135.940018
"516",137.899994,139.520004,136.979996,138.050003,8102300,135.498367
"517",138.770004,138.979996,136.149994,137.009995,5465800,134.477554
"518",137.110001,138.320007,136.520004,137.699997,4924800,135.1548
"519",139,139.899994,137.699997,138.669998,9756300,136.106873
"520",137.509995,137.509995,134.809998,135.990005,9857200,133.476456
"521",136.589996,136.690002,134.110001,135,7457700,132.504715
"522",136.100006,137.899994,135.509995,137.600006,8078100,135.056656
"523",134.389999,135.729996,133.300003,135.009995,20095700,132.514526
"524",135.389999,140.350006,135.259995,140.149994,13248300,137.55954
"525",139.789993,141.520004,139.179993,141.5,11882700,138.884552
"526",142,142.949997,141.830002,142.529999,8455700,139.895538
"527",141.960007,142.419998,141.050003,141.490005,6146900,138.874741
"528",139.919998,141.059998,139.210007,140.169998,10675300,137.579147
"529",138.690002,140.399994,138.520004,140.380005,5950700,137.785263
"530",141.259995,142.289993,140.449997,140.800003,7600100,138.19751
"531",141.789993,142.800003,141.25,141.990005,6090000,139.365509
"532",142.889999,144.699997,142.869995,143.490005,6885600,140.837769
"533",142.979996,143.479996,142.399994,143.160004,6314000,140.75914
"534",144.550003,144.910004,143.820007,144.910004,6536000,142.479797
"535",144.419998,144.880005,144.020004,144.440002,8406700,142.01767
"536",144.350006,144.839996,143.520004,144.729996,5283100,142.302826
"537",144.350006,145.029999,143.179993,144,8573400,141.585037
"538",144.419998,146.279999,144.419998,145.869995,9680800,143.423676
"539",146.910004,147.199997,145.809998,146.059998,9731200,143.610489
"540",145.199997,147.399994,145.020004,147.039993,7332500,144.574081
"541",146.5,147.490005,145.919998,147.220001,9731200,144.751053
"542",147.259995,148.820007,147.229996,148.119995,6250200,145.635956
"543",149.460007,149.929993,148.380005,149.470001,7016800,146.963333
"544",150.070007,150.190002,146.949997,147.960007,6979700,145.478622
"545",148,149.289993,147.830002,147.949997,9678600,145.468781
"546",148,148.520004,147.419998,147.809998,8186400,145.331146
"547",147.259995,147.809998,146.039993,146.830002,8761700,144.367599
"548",145.440002,147.479996,144.5,147.350006,5168100,144.878906
"549",148.110001,150.970001,148.020004,150.669998,9361500,148.143204
"550",151,153.139999,150.869995,151.729996,9465100,149.185425
"551",152.300003,154.039993,152.039993,152.470001,8308900,149.912994
"552",152.559998,154.690002,152.300003,154.199997,9364900,151.613983
"553",153.720001,156.820007,153.360001,155.460007,20162000,152.85289
"554",155.919998,156.410004,154.419998,154.960007,9689400,152.361252
"555",155.949997,155.949997,154.139999,154.589996,9236100,151.997437
"556",154.339996,154.869995,152.710007,153.75,6391400,151.17157
"557",153.320007,156.679993,153.309998,155.800003,7027100,153.187164
"558",154.990005,155.679993,152.850006,153.070007,8119800,150.502945
"559",152.360001,154.059998,151.539993,153.029999,7568000,150.463623
"560",153.770004,155.600006,153.770004,155.300003,15594400,152.695557
"561",155.470001,155.860001,153.360001,154.220001,12253800,151.633667
"562",154.929993,155.080002,153.610001,154.669998,16902200,152.076096
"563",155.729996,156.289993,154.929993,156.190002,12164400,153.570602
"564",157.529999,157.729996,156.550003,157.259995,6420100,154.622681
"565",157.660004,158.149994,156.75,157.779999,6215100,155.133957
"566",158.550003,159.110001,157.850006,158.460007,8209300,155.802567
"567",158.529999,158.690002,156.529999,157.639999,5100200,154.996292
"568",158,158.630005,157.229996,157.649994,4178300,155.006119
"569",157.550003,157.850006,156.320007,157.75,5604700,155.104462
"570",156.559998,157.990005,156.470001,157.490005,6364100,154.848831
"571",157.990005,158.779999,157.520004,158.559998,3918600,155.900833
"572",159.110001,159.300003,157.440002,157.860001,5771400,155.212601
"573",158.710007,159.639999,157.860001,159.639999,6745100,156.962753
"574",159.830002,160.479996,159.190002,160.440002,8142800,157.749329
"575",161.039993,161.100006,159.550003,160.229996,6021400,157.542862
"576",160.869995,161.070007,160.309998,160.440002,4609100,157.749329
"577",160.929993,161.100006,159,160.160004,7859400,157.47406
"578",159.199997,160.479996,159.070007,160.399994,4602600,157.709961
"579",161,161.880005,159.869995,161.660004,6522900,158.948914
"580",161.75,162.029999,160.649994,161.490005,7376500,158.781723
"581",160.520004,161.600006,158.550003,161.020004,8862500,158.319626
"582",161.259995,163.029999,160.399994,162.929993,7525400,160.197571
"583",163.210007,164.5,163.100006,164.149994,10003600,161.39711
"584",164.979996,165.699997,163.919998,164.429993,6432700,161.67244
"585",165.539993,165.740005,162.75,162.789993,5248100,160.059906
"586",162.100006,163.080002,160.429993,161.119995,6054900,158.417938
"587",162.300003,162.740005,161.179993,162.039993,4317500,159.32251
"588",158.210007,162.649994,158.199997,162.279999,10442400,159.558502
"589",160.949997,161.779999,158.679993,160.210007,6413600,157.523209
"590",159.770004,161.699997,159.520004,160.759995,5445900,158.063965
"591",158.860001,159.850006,157.169998,159.809998,6813700,157.129883
"592",158.860001,161.399994,157.270004,160.710007,5192500,158.014832
"593",157.190002,158.720001,156.419998,157.330002,9730000,154.691498
"594",158.100006,161.520004,157.940002,160.210007,9756700,157.523209
"595",159.320007,163.160004,159.100006,162.789993,7547000,160.059906
"596",163.449997,165.600006,162.860001,164.869995,9745500,162.354385
"597",163.289993,165.199997,163.199997,164.089996,4582500,161.586258
"598",163.350006,164.740005,162.330002,163.470001,4747400,160.975739
"599",164.580002,164.860001,163.190002,163.860001,9095700,161.359787
"600",163.600006,165.630005,163.449997,164.240005,5416400,161.733994
"601",163.5,164.25,160.820007,161.509995,6138000,159.045639
"602",162.75,163.410004,161.720001,162.639999,4105600,160.158386
"603",163.399994,165.770004,163.330002,163.710007,10202300,161.212097
"604",163.300003,163.5,161.479996,162.729996,6456000,160.247025
"605",162.800003,163.5,161.940002,162.759995,4750600,160.27655
"606",160.910004,162.130005,160.559998,161.330002,5079000,158.868393
"607",161.539993,162.830002,156.75,158.600006,8034600,156.180054
"608",160.289993,162.369995,158.649994,162.330002,6684800,159.853149
"609",163.5,165.399994,162.690002,165.389999,7769300,162.86644
"610",165.880005,167.399994,164.940002,166.919998,13738500,164.373093
"611",168,171.610001,167.800003,170.050003,10528800,167.455338
"612",171.839996,172.020004,170.509995,170.820007,7565900,168.213608
"613",171.949997,172.179993,168.419998,170.309998,6082900,167.711365
"614",170.380005,171.619995,169.699997,171.589996,6772000,168.971832
"615",172.139999,172.199997,168.720001,169.350006,6901400,166.765991
"616",169.770004,170.639999,168.839996,169.660004,4999900,167.071304
"617",169.729996,170.419998,169.029999,169.559998,6410200,166.972824
"618",170.649994,170.669998,167.550003,169.279999,6969300,166.697067
"619",169.389999,171.199997,169.210007,170.690002,6323900,168.085587
"620",172.509995,173.940002,171.75,173.740005,11474100,171.08905
"621",173.270004,174.809998,173.160004,173.440002,11728200,170.793625
"622",174.600006,174.729996,172.720001,173.850006,5554900,171.197342
"623",174.809998,174.940002,170.589996,171.279999,9899900,168.66658
"624",171.389999,172.389999,170.820007,171.059998,7129900,168.449921
"625",172.119995,172.399994,170.320007,171.229996,5873400,168.617355
"626",171.960007,173.550003,170.520004,173.550003,8442700,170.901932
"627",175.330002,175.539993,172.740005,173.940002,6103200,171.28598
"628",174.100006,175.320007,173.300003,175.279999,5238100,172.605545
"629",176,176.990005,175.720001,176.869995,4066600,174.17128
"630",175.860001,177.029999,174.509995,176.660004,5840400,173.964508
"631",176.300003,176.610001,175.399994,176.190002,6720300,173.501648
"632",175.429993,177.889999,175.300003,177.729996,4894300,175.018158
"633",178.580002,180.259995,178.580002,179.309998,5110600,176.57402
"634",180.119995,180.940002,179.460007,180.740005,6986600,177.982224
"635",181.350006,181.350006,178.919998,180.330002,7196700,177.578476
"636",180.559998,181.070007,179.940002,180.570007,4490400,177.814835
"637",180.369995,180.880005,178.729996,179.309998,6800200,176.57402
"638",179.559998,180.210007,179.009995,179.149994,3994200,176.416473
"639",178.630005,180.619995,178.580002,180.529999,4736300,177.775421
"640",181.839996,181.839996,179.139999,179.240005,5327100,176.505112
"641",179.639999,180.979996,179.139999,180.570007,4862100,177.814835
"642",180.889999,181.270004,179.059998,180.899994,7193000,178.139786
"643",180.789993,183.429993,179.25,183.330002,8169300,180.532715
"644",183.869995,183.990005,181.300003,181.589996,6085800,178.81929
"645",182.410004,183.820007,182.210007,183.690002,5056300,180.887222
"646",183.889999,184.070007,182.729996,183.210007,4621800,180.414551
"647",182.539993,183.380005,181.270004,181.529999,5236600,178.760162
"648",181.789993,182.050003,176.059998,178,7981200,175.284058
"649",179.190002,182.399994,178.169998,179.169998,8417300,176.436157
"650",178,178.270004,174.690002,177.419998,8264600,174.712891
"651",172.009995,173.5,166.979996,168.860001,16858300,166.283493
"652",171.789993,172.949997,170.130005,172.479996,10281300,169.848267
"653",171.5,175.729996,170.339996,175.320007,8292800,172.644928
"654",177.460007,179.949997,176.570007,179.899994,7602800,177.155029
"655",179.669998,180.100006,177.850006,179.050003,5373700,176.318024
"656",177.440002,178.649994,175.600006,176.339996,7394400,173.649353
"657",174.389999,178.919998,174.210007,178.610001,6667700,175.884735
"658",176.240005,177.25,173.160004,173.509995,7293500,170.862534
"659",174.259995,177.020004,173.520004,176.270004,6698000,173.830902
"660",178,178.75,177.199997,178.229996,8312200,175.763779
"661",180.419998,180.419998,178.119995,179.740005,5285000,177.252899
"662",179.429993,180.630005,178.490005,179.240005,3793600,176.759811
"663",180.690002,181.690002,180.240005,180.940002,3695900,178.436295
"664",181.949997,182.330002,178.610001,180.089996,6659900,177.598038
"665",179.550003,180.5,174.240005,175.229996,7051900,172.805283
"666",176.410004,177.669998,175.350006,177.589996,7754400,175.132614
"667",178.320007,179.190002,176.940002,178.380005,4022100,175.911713
"668",176.990005,178.990005,176.029999,178.669998,4401900,176.197678
"669",180.399994,181.389999,179.309998,181.169998,4679200,178.663116
"670",181.990005,182.179993,179.669998,180.820007,4061200,178.317932
"671",180.520004,181.25,179.100006,179.199997,4644000,176.720337
"672",180.899994,182.199997,180.050003,181.770004,4154800,179.254791
"673",183.729996,185.679993,183.380005,184.729996,6386800,182.173813
"674",184.740005,186.710007,184.550003,185.740005,7990900,183.169861
"675",186.919998,187.050003,179.509995,181.550003,7290500,179.037842
"676",179.410004,179.699997,173.809998,176.350006,15255200,173.90979
"677",177.399994,177.929993,174.449997,174.979996,9113600,172.558746
"678",176.850006,179.410004,176.679993,177.979996,7748800,175.517227
"679",178.649994,178.770004,176.020004,177.270004,6103200,174.817078
"680",176.169998,177.199997,175.509995,176.110001,4253600,173.673111
"681",176.830002,178.259995,175.039993,176.449997,5924700,174.008408
"682",177.089996,177.179993,172.830002,175.289993,9542500,172.864456
"683",176.199997,177.410004,175.610001,175.960007,6964500,173.525192
"684",177.399994,177.630005,173.949997,174.059998,12820400,171.651459
"685",172.899994,175.25,172.789993,174.910004,8803500,172.4897
"686",176.110001,177.199997,173.399994,174.479996,10039900,172.065659
"687",173.800003,175.669998,172.389999,175.279999,7797300,172.854584
"688",175.649994,176.449997,174.610001,175.649994,10419000,173.219467
"689",176.699997,176.830002,172.360001,174,9212600,171.592316
"690",174.169998,175.449997,172.009995,172.009995,16464000,169.629837
"691",173.020004,174.820007,172.820007,174.289993,8146200,171.878281
"692",172.639999,172.940002,168.589996,169.830002,10596200,167.480011
"693",169.910004,173.139999,168.630005,172.869995,7242800,170.477936
"694",174.679993,176.520004,174.440002,175.979996,6027600,173.544907
"695",174.660004,175.690002,173.800003,174.899994,5248300,172.479828
"696",173.570007,174.639999,171.880005,172.419998,5336500,170.03418
"697",174.110001,175.990005,173.639999,174.880005,6277300,172.460129
"698",173.889999,175.899994,173.589996,174.880005,4762400,172.460129
"699",176.869995,179.199997,176.850006,177.059998,8754400,174.60994
"700",177.380005,178.410004,177.110001,177.360001,7240900,174.905807
"701",178.130005,179.429993,177.550003,178.75,4400200,176.276566
"702",177.919998,178.259995,176.270004,177.869995,6509000,175.408737
"703",178.889999,179.190002,177.5,177.940002,4887900,175.477798
"704",177.899994,178.199997,174.550003,175.710007,6311900,173.278625
"705",176,176.729996,174.610001,176.429993,4898200,173.988663
"706",177,177.789993,170.779999,170.860001,10094700,168.495743
"707",170.990005,172.169998,170.179993,171.320007,7122300,168.949387
"708",173.419998,176.869995,173.399994,176.160004,7872600,173.722412
"709",174.929993,179.149994,173.5,177.850006,10130100,175.389023
"710",178.929993,180.179993,178.350006,179.839996,10086500,177.351486
"711",179.800003,180,177.369995,177.630005,7572800,175.172073
"712",177.789993,179.419998,176.389999,179.25,5374800,176.769669
"713",179.25,179.699997,178.009995,178.860001,6830800,176.385025
"714",180.130005,181.320007,179.559998,180.929993,7000200,178.426422
"715",182.080002,182.399994,178.809998,178.949997,7154800,176.473801
"716",179.070007,179.559998,175.179993,176.369995,7447500,173.929504
"717",176.369995,178.190002,176.139999,176.770004,6992500,174.32399
"718",177.350006,180.649994,176.850006,178.429993,7227200,175.960999
"719",178.380005,179.449997,177.800003,178.970001,3894100,176.493515
"720",178.5,180.360001,178.199997,179.539993,3617300,177.055634
"721",179.940002,181.059998,178.880005,179.740005,6118700,177.252899
"722",179.399994,180.880005,177.899994,179.410004,6138300,176.92746
"723",179,179.770004,178.059998,179.75,9811000,177.559662
"724",180.029999,180.679993,179.080002,179.770004,7808800,177.579422
"725",179.570007,180.320007,178.979996,179.660004,7173700,177.470764
"726",180.389999,182.979996,180.199997,182.770004,8549900,180.542847
"727",182.309998,183.220001,180.350006,181.660004,6040500,179.446396
"728",181.169998,181.809998,179.320007,179.889999,5112200,177.697922
"729",180.130005,180.470001,178.350006,179.470001,6865600,177.283066
"730",180.399994,181.350006,180.110001,180.970001,5457800,178.764786
"731",181.460007,182.919998,181.210007,182.550003,7079000,180.325546
"732",183,184.539993,182.259995,184.369995,11452700,182.123367
"733",183.929993,184.850006,183.360001,184.509995,3139100,182.261642
"734",184.240005,184.369995,179.869995,181.789993,6883200,179.574783
"735",179.899994,182.139999,179.660004,181.899994,4543300,179.683426
"736",182.660004,182.660004,180.470001,180.600006,10650400,178.399292
"737",181.25,182.029999,180.070007,181.889999,4638600,179.673569
"738",182.740005,183.279999,181.339996,182.169998,14526700,179.950134
"739",181.899994,183.259995,181.300003,182.919998,10233100,180.691025
"740",182.550003,183.149994,181.899994,182.259995,8625700,180.039078
"741",183.070007,183.080002,181.190002,182.009995,7138800,179.792099
"742",181.660004,183.330002,180.830002,182.639999,11192100,180.414429
"743",182.5,185.520004,182.039993,185.139999,8558100,182.883957
"744",186.330002,186.820007,185.770004,186.240005,8249900,183.970551
"745",186.5,186.779999,184.100006,185.520004,10208700,183.259354
"746",185.520004,186.440002,184.899994,184.899994,8968500,182.646881
"747",184.5,186.580002,184.5,186.539993,5854200,184.266907
"748",187.600006,188.169998,186.300003,188,11259500,185.709137
"749",188.149994,188.410004,187,187.080002,5831700,184.800308
"750",187.100006,188.020004,186.910004,187.570007,2420900,185.284348
"751",187.889999,189.179993,187.699997,189.160004,5237000,186.854996
"752",189.740005,189.889999,188.470001,189.389999,5448600,187.082169
"753",189.309998,189.479996,187.119995,187.830002,4833600,185.541199
"754",187.059998,188,186.539993,187.899994,5273000,185.610321
"755",189,191.139999,188.720001,191.119995,8733000,188.791077
"756",188.410004,190.960007,187.919998,189.600006,4899700,187.289612
"757",188,189.210007,187.160004,189.190002,10109500,186.884598
"758",189.589996,190.100006,188.600006,188.690002,4392300,186.390717
"759",189.490005,192.5,188.800003,191.919998,5712000,189.58136
"760",193,193.919998,192.520004,193.25,6748000,190.895142
"761",193.5,194.570007,193.110001,193.770004,6586400,191.408813
"762",194.440002,195.600006,194.279999,195.330002,11290500,192.949829
"763",196.740005,196.949997,195.139999,196.050003,6236500,193.661026
"764",197,200.149994,196.320007,199.800003,10831100,197.365326
"765",201,201.5,199.779999,200.949997,9983700,198.501312
"766",201.759995,204.75,199.979996,204.699997,12518900,202.205612
"767",204.130005,208.389999,203.800003,207.289993,14861700,204.764069
"768",207.509995,210.130005,207.289993,207.899994,8065000,205.366638
"769",207.899994,208.399994,205.300003,206.520004,8520800,204.003433
"770",207.419998,207.990005,204.210007,205,7812900,202.501953
"771",200,203.330002,199.100006,201.690002,7198900,199.2323
"772",202.389999,203.839996,201.779999,202.850006,7215700,200.378159
"773",204.300003,205.919998,202.509995,204.860001,7041700,202.363663
"774",204,208.5,203.320007,208.210007,8571900,205.672852
"775",201.490005,203.979996,198.259995,198.970001,16699600,196.545441
"776",199.940002,202.259995,199.850006,200.809998,10885900,198.363037
"777",203.5,204.919998,202.229996,203.559998,10205900,201.079498
"778",205.5,205.600006,199.949997,202.809998,8672400,200.338638
"779",203.050003,204.630005,202.479996,203.039993,7001200,200.565857
"780",201.979996,203.830002,201.089996,202.740005,5691100,200.269516
"781",201.970001,206.130005,201.860001,205.990005,6239500,203.479919
"782",207.5,207.669998,203.639999,203.940002,10231900,201.45488
"783",205,208.149994,205,207.440002,7355800,204.912231
"784",206.619995,208.470001,206.050003,207.399994,9495300,205.169403
"785",208.289993,210.779999,208.009995,210.289993,6548800,208.028336
"786",210,211.5,209.360001,211.199997,7651500,208.928574
"787",212.520004,214.169998,211.720001,213.309998,5927500,211.015854
"788",212.130005,213.690002,208.279999,211.449997,8531900,209.175873
"789",209.899994,210.220001,207.419998,208.809998,9231500,206.56427
"790",197.889999,203.770004,194.009995,198.789993,13316800,196.652023
"791",198.789993,199.889999,187.720001,188.399994,18539000,186.373764
"792",190,193.509995,187.029999,187.210007,14214700,185.196579
"793",182.119995,186.339996,180,180.009995,17536600,178.07399
"794",173.789993,182.330002,172.979996,181.759995,22659000,179.805191
"795",186.320007,192.440002,183.100006,192.330002,17434500,190.261505
"796",193.199997,194.039993,184.5,185.729996,15226400,183.732483
"797",190.360001,194.490005,186.169998,194.289993,10789100,192.200409
"798",191.240005,191.919998,185.639999,186.960007,10106900,184.94928
"799",183.539993,185.990005,179.979996,184.360001,15183200,182.377243
"800",171.210007,179.570007,168.309998,171.130005,20486400,169.28952
"801",179.470001,182.610001,171.880005,182.600006,16119400,180.636154
"802",177.649994,178.729996,170.199997,172.949997,14598200,171.089951
"803",158.5,172,156.990005,160.080002,27467700,158.358337
"804",168.720001,176.320007,162.210007,175.830002,19948900,173.93898
"805",151.139999,165.309998,147.979996,152.009995,23692000,150.375122
"806",155.75,163.699997,149.25,157.889999,22298000,156.19191
"807",148.460007,150.679993,139.800003,148.479996,22787500,146.883087
"808",146.919998,157.25,141.470001,152.25,19362800,150.612579
"809",154.820007,158.259995,145.669998,146.830002,18692100,145.250854
"810",141.330002,143.350006,133.929993,135.740005,30344100,134.280136
"811",144.839996,155.25,143.580002,154.529999,24488300,152.868057
"812",159.320007,168.179993,153.580002,161.779999,20619600,160.04007
"813",162.080002,169.529999,161.789993,168.880005,17062900,167.063721
"814",161.080002,167.100006,158.149994,161.559998,14950700,159.822449
"815",161.039993,165.869995,160.690002,165.570007,15714500,163.789322
"816",166.429993,168.190002,160.539993,161.119995,20613100,159.387177
"817",156.320007,158.070007,151.419998,153.110001,12595200,151.463333
"818",152.529999,158.350006,151.289993,157.389999,14051100,155.697296
"819",155.559998,157.720001,150.600006,151.850006,11994700,150.216858
"820",160.020004,170.729996,158.25,169.440002,16479100,167.617706
"821",177.759995,178.800003,168.100006,168.589996,15379000,166.77681
"822",171.009995,176,167.929993,174.940002,11146500,173.058517
"823",176.270004,177.190002,172.850006,173.690002,12231800,171.821991
"824",172.259995,172.320007,166.149994,168.990005,14043700,167.172531
"825",173.089996,175.429993,170.830002,174.619995,9980500,172.741974
"826",168.699997,169.360001,164.949997,165.960007,12118700,164.17511
"827",167.110001,168,159.800003,162.419998,20308200,160.673203
"828",169.649994,170.990005,164.949997,169.539993,15375800,167.716614
"829",167.330002,167.429993,163.199997,164.220001,10505200,162.453827
"830",162,162.570007,159.149994,160.529999,10562100,158.803513
"831",164.660004,167.699997,162.919998,166.589996,14502500,164.798325
"832",167.880005,170.410004,166.210007,166.380005,11411300,164.590591
"833",168.440002,168.75,164.009995,167.320007,8391400,165.520508
"834",168.649994,172.350006,168.550003,171.759995,9903300,169.91275
"835",175,175.009995,170.380005,171.25,8614400,169.408218
"836",176.850006,182.25,176.100006,181.789993,12862800,179.834854
"837",181.779999,181.830002,177.660004,178.720001,11331600,176.797897
"838",174.449997,179.639999,174.270004,175.570007,10109600,173.681763
"839",172.949997,176.940002,171.720001,176.149994,9386200,174.255524
"840",179.089996,181.100006,178.259995,178.440002,13513000,176.520905
"841",179.720001,180.509995,177.880005,178.779999,8540500,176.857239
"842",181.75,184.979996,181.710007,182.720001,9262200,180.754852
"843",185.029999,185.75,183.619995,185.089996,6470100,183.099365
"844",183.869995,184.619995,181.429993,183.559998,8683100,181.585815
"845",183.559998,183.990005,179.369995,179.470001,8219700,177.53981
"846",178.5,181.089996,175.039993,177.089996,13377100,175.478745
"847",175.940002,181.050003,173.820007,180.899994,9695100,179.254074
"848",179.979996,184.139999,178.869995,183.490005,10785900,181.820511
"849",188,192.830002,187.470001,191.380005,11802200,189.638718
"850",191.139999,194.5,189.229996,189.360001,7446800,187.6371
"851",193,194.990005,192.410004,193.860001,9545600,192.096161
"852",193.5,193.619995,190.020004,190.619995,11338100,188.88562
"853",191,191.369995,189.229996,190.860001,5807600,189.123474
"854",195.800003,196.270004,192.759995,193.220001,9662200,191.46199
"855",194.309998,194.309998,188.520004,192.820007,7650300,191.065628
"856",193.539993,198.289993,192.710007,194.259995,8352200,192.492508
"857",194.5,196.740005,193.279999,195.240005,10211900,193.463623
"858",194.710007,195.880005,193.520004,194.350006,6011300,192.581726
"859",195.940002,197.520004,194.919998,196.360001,8462100,194.57341
"860",198,198.139999,195.570007,196.869995,8879400,195.078766
"861",195.979996,196.460007,193.119995,193.639999,7829800,191.878174
"862",196.199997,199.770004,195.479996,199.610001,8561200,197.793839
"863",199.580002,199.960007,197.130005,199.600006,7628100,197.783936
"864",198.360001,201.669998,198.240005,199.080002,6892300,197.268661
"865",199.899994,202.179993,198.949997,200.479996,8405300,198.655914
"866",195.139999,196.360001,188.75,188.880005,11974600,187.161499
"867",194.210007,195,187.850006,192.259995,11706300,190.510727
"868",187,192.479996,186.210007,191.759995,6752700,190.015274
"869",196.860001,198.380005,191.800003,192.880005,11057200,191.125061
"870",193.660004,195.369995,193.059998,193.559998,5968900,191.798889
"871",192.600006,194.25,192.110001,193.910004,5803200,192.145706
"872",196.889999,197.100006,191.369995,192.199997,11483300,190.451248
"873",191.990005,196.360001,191.289993,194.960007,6674500,193.186157
"874",196.25,200.149994,195.820007,197.970001,9866800,196.168762
"875",197.020004,197.479996,190.690002,191.410004,9453100,189.668442
"876",191.100006,194.240005,189.899994,193.979996,9936600,192.215057
"877",193.100006,194.130005,189.080002,189.270004,11836000,187.547913
"878",189.910004,191.449997,187.300003,191.380005,8020400,189.638718
"879",191.490005,193.75,190.160004,193.169998,9040100,191.41243
"880",193.850006,195.350006,192.660004,193.779999,6394100,192.016876
"881",196,197.919998,195,195.669998,6299300,193.889679
"882",198.729996,199.179993,195.679993,197.759995,7292200,195.960663
"883",196.809998,198.899994,193.809998,194.199997,7660100,192.43306
"884",195.080002,195.520004,193.119995,195.070007,8368000,193.295166
"885",195,195.490005,189.949997,192.210007,8548200,190.461166
"886",191.649994,192.820007,189.440002,192.550003,7674200,190.79808
"887",193.610001,195.190002,188.699997,189.020004,8564100,187.300201
"888",189.5,193.470001,187.179993,193.330002,8003900,191.570984
