"","PSX.Open","PSX.High","PSX.Low","PSX.Close","PSX.Volume","PSX.Adjusted"
"445",117.900002,118.470001,117.07,118.139999,2306300,102.47168
"446",118.089996,119.139999,117.110001,117.68,2263600,102.072685
"447",117.75,118.099998,112.940002,113.050003,2576500,98.056725
"448",112.5,112.599998,109.160004,109.459999,3565200,94.942848
"449",110.870003,111.330002,107.900002,109.459999,3078200,94.942848
"450",109.449997,109.510002,107.199997,107.209999,2670600,92.991257
"451",108.190002,109.93,107.949997,109.860001,2644000,95.289795
"452",109.940002,110.650002,108.419998,108.779999,2214700,94.353043
"453",108.010002,110.089996,107.709999,109.120003,1841100,94.647942
"454",105.620003,106.860001,102.080002,102.769997,4013500,89.140106
"455",103.260002,103.800003,101.099998,103.150002,4927100,89.469727
"456",101.089996,101.389999,97.93,99.800003,3292200,86.563995
"457",99.989998,99.989998,95.050003,95.300003,3379100,82.660835
"458",96.760002,99.660004,96.559998,98.489998,4015800,85.42775
"459",101.449997,103.790001,95.300003,99.449997,5267700,86.260429
"460",100.209999,102.029999,97.290001,98.519997,2752000,85.453758
"461",99.379997,102.25,99.370003,102.059998,2554400,88.524269
"462",103.120003,104.599998,102.410004,102.82,2688200,89.183487
"463",102.639999,103.349998,101.199997,102.5,2147700,88.905922
"464",103.050003,103.57,98.529999,99.010002,2726700,85.878792
"465",100.199997,101.150002,99.639999,100.519997,2226600,87.188515
"466",100.519997,100.959999,99.599998,100.879997,2185200,87.500771
"467",102.18,103.480003,101.379997,103.120003,4212300,89.443687
"468",102.739998,103.07,97.889999,98.669998,2989400,85.58387
"469",97.839996,100.339996,97.290001,99.739998,2096700,86.511971
"470",100.389999,100.93,97.519997,97.669998,1677300,84.716492
"471",97.290001,98.239998,94.669998,94.800003,2990200,82.227135
"472",96.480003,97.559998,94.349998,95.599998,2933400,82.921028
"473",95,96.400002,94.57,96.230003,2618000,83.467476
"474",96.290001,97.779999,95.839996,96.610001,3468800,84.499565
"475",96.129997,96.610001,93.720001,94.900002,1987200,83.003922
"476",93.459999,94.440002,92.080002,92.540001,4553500,80.939751
"477",93.190002,94.480003,92.019997,93.650002,2447400,81.910614
"478",91.690002,91.989998,88.989998,89,2169900,77.843506
"479",90.389999,92.190002,90.230003,92.07,3324200,80.528679
"480",91.699997,91.93,90.709999,91.260002,2675900,79.820206
"481",91.82,92.730003,90,92.629997,3525700,81.018471
"482",93,93.830002,92.360001,92.68,2290800,81.062195
"483",92.239998,93.610001,91.580002,93.519997,4393700,81.796913
"484",93.830002,95.949997,90.510002,92.089996,5780700,80.546165
"485",92.629997,93.849998,91.230003,91.400002,3191800,79.942657
"486",89.800003,92.68,89.07,92.599998,4165300,80.992233
"487",93.389999,95.010002,89.879997,90.349998,3880700,79.024277
"488",89.5,90.470001,86.620003,88.839996,2610800,77.703552
"489",89.68,90.620003,87.419998,88.419998,2535900,77.336205
"490",89.839996,90.879997,88.970001,89.25,2570700,78.062164
"491",89.209999,89.860001,87.620003,88.830002,3040700,77.694824
"492",88.32,90.080002,86.470001,86.830002,2867100,75.945526
"493",86.82,87,84.870003,85.860001,4396800,75.097107
"494",86.309998,87.209999,84.290001,84.730003,2708700,74.108772
"495",85.269997,88.199997,84.160004,85.160004,3893400,74.484863
"496",84.379997,86.440002,82.339996,82.779999,4929700,72.403191
"497",82.459999,84,81.639999,82.379997,5015200,72.053337
"498",81.589996,81.75,78.440002,78.5,2322100,68.659737
"499",79.010002,84.25,78.93,84.199997,3493300,73.645203
"500",82.949997,85.870003,82.699997,85.82,2737800,75.062134
"501",86.25,86.879997,84.470001,84.959999,2248900,74.309944
"502",85.43,86.260002,84.610001,86.150002,2580600,75.350777
"503",85.32,88.440002,85,88.120003,3147800,77.073822
"504",88.18,88.459999,85.099998,86.900002,3182000,76.006744
"505",88.449997,91.150002,87.949997,90.839996,3307200,79.45285
"506",90.610001,92.459999,89.559998,91.470001,3474000,80.003883
"507",92.290001,92.57,90.169998,91.389999,2357300,79.933914
"508",92.300003,92.589996,90.32,91.989998,2588600,80.458702
"509",91.75,92.989998,90.370003,92.940002,2323700,81.289612
"510",92.25,93.690002,91.870003,92.690002,2102600,81.070961
"511",91.790001,93.150002,91.32,92.830002,2178600,81.193405
"512",93.459999,93.730003,91.940002,92.449997,1953500,80.861031
"513",92.120003,93.370003,91.860001,92.989998,2316100,81.333344
"514",92.540001,94.129997,92.309998,93.419998,3069200,81.709442
"515",94.32,95.760002,92.900002,95.300003,4014900,83.35379
"516",94.610001,95.400002,92.82,93,4733500,81.342072
"517",93.290001,93.790001,92.209999,92.629997,2542400,81.018471
"518",92.5,93.029999,91.330002,91.330002,3194000,79.881432
"519",92.25,93.620003,91.610001,93.019997,2044800,81.359581
"520",92,93.050003,91.910004,92.5,2349500,80.90477
"521",92.730003,93.690002,91.889999,93.349998,2056500,81.648216
"522",94.040001,95.25,93.650002,94.529999,3093300,82.680298
"523",96.099998,96.599998,95.07,95.410004,4044500,83.449997
"524",95.57,95.949997,93.410004,94.209999,2618100,82.400414
"525",93.800003,94.760002,93.209999,94.760002,2758500,82.88147
"526",94.760002,95.540001,94.400002,95.169998,2849300,83.240074
"527",94.650002,95.440002,94.339996,94.419998,3127800,82.584091
"528",94.410004,95.209999,91.360001,91.739998,5291500,80.240028
"529",94.919998,95.169998,91.720001,93.519997,4248400,81.796913
"530",92.989998,95.349998,92.870003,94.230003,4229500,82.417915
"531",95.25,95.489998,93.910004,94,2486000,82.216736
"532",94.269997,96.330002,94.089996,96.120003,2627100,84.070992
"533",95.57,96.230003,95.089996,95.650002,2701500,83.659904
"534",96,96.75,95.209999,95.989998,2647300,84.665413
"535",95.440002,96.959999,95.389999,96.75,2108000,85.335754
"536",96.75,98.129997,96.07,97.449997,3586900,85.953163
"537",97.279999,98.269997,96.400002,96.809998,2054000,85.388687
"538",97.779999,98.099998,97,97.360001,2102500,85.873779
"539",97.150002,97.699997,97.010002,97.290001,1661000,85.81205
"540",97.330002,98.290001,97.18,97.839996,2274400,86.29715
"541",98.099998,98.839996,97.330002,97.639999,1881900,86.12075
"542",97.93,98.059998,95.940002,96.360001,2351200,84.99176
"543",96.82,97.860001,96.459999,97.480003,2879000,85.979637
"544",98.410004,98.410004,95.650002,97.279999,2386200,85.80323
"545",97.470001,97.889999,96.82,97.459999,2511900,85.96199
"546",97.459999,98.760002,97.040001,97.599998,2644600,86.085472
"547",97.580002,97.709999,95.889999,96.449997,3638000,85.071144
"548",95.260002,95.449997,93.839996,94.309998,3334100,83.183624
"549",95.139999,96.800003,94.82,96.669998,2257400,85.26519
"550",97.040001,98.239998,96.75,97.389999,2362600,85.900238
"551",98.050003,98.349998,97.379997,98.080002,2294500,86.508835
"552",98.25,98.669998,97.650002,98.470001,1663000,86.852837
"553",98,99.800003,97.900002,98.519997,3785800,86.896927
"554",98.599998,99.269997,97.75,98.720001,2530800,87.073334
"555",99.290001,100.410004,98.559998,98.889999,2932600,87.223274
"556",98.639999,99.309998,97.849998,98.18,3292600,86.597046
"557",98.040001,99.139999,97.870003,98.550003,2124000,86.923409
"558",97.720001,97.980003,95.480003,95.980003,1856900,84.656601
"559",95.760002,95.970001,94.93,95.860001,1357500,84.550751
"560",96.660004,98.309998,96.660004,98.019997,2284700,86.455917
"561",97.75,98.290001,96.970001,97.269997,1657400,85.794403
"562",96.809998,97.269997,95.160004,95.669998,2524800,84.383163
"563",96.610001,96.910004,94.480003,95.169998,2900400,83.942146
"564",96.010002,96.290001,94.660004,95.07,2635300,83.853951
"565",95.339996,95.779999,93.870003,94.519997,2594800,83.368828
"566",94.959999,96.370003,94.830002,95.040001,2096100,83.827499
"567",95.559998,96.870003,94.57,96.860001,2146800,85.432762
"568",96.839996,98.120003,96.330002,97.790001,2705200,86.253067
"569",97.879997,98.860001,97.209999,98.300003,2332400,86.702896
"570",97.639999,98.239998,96.959999,97.370003,2352800,85.882607
"571",97.900002,99.339996,97.639999,98.610001,1792100,86.976318
"572",98.769997,99.660004,98.160004,98.510002,1486200,86.888107
"573",99.559998,99.730003,96.959999,97.169998,2223700,85.7062
"574",96.839996,97.160004,96.040001,96.239998,1934400,84.88591
"575",96.150002,96.360001,94.620003,95.980003,1829600,84.656601
"576",96.660004,97.209999,95.940002,96.459999,1591600,85.079964
"577",96.459999,96.75,94.849998,95.419998,2400100,84.162651
"578",96.190002,97.379997,95.830002,97.139999,1927300,85.679741
"579",97.379997,97.919998,96.589996,97.400002,2461000,85.909058
"580",97.360001,97.360001,94.040001,94.279999,2974100,83.15715
"581",94.150002,96.040001,93.529999,95.220001,2745400,83.986252
"582",94.849998,95.529999,94,94.919998,2091500,83.721642
"583",95.25,95.919998,94.879997,95.360001,2651200,84.109734
"584",95.5,96.639999,93.650002,94.269997,3303300,83.148331
"585",94.25,94.889999,91.779999,91.839996,3350700,81.00502
"586",91.75,91.959999,88.870003,89.099998,3708800,78.588272
"587",89.889999,90.57,89.529999,89.559998,2811100,78.994011
"588",88.32,88.699997,86.980003,87.029999,3427500,76.762482
"589",86.400002,86.660004,84.849998,86.550003,3421700,76.339119
"590",86.669998,87,85.480003,85.900002,3095300,75.7658
"591",85.459999,86.059998,83.720001,85.75,3393700,75.633492
"592",85.760002,87.120003,84.550003,86.650002,3094900,76.427307
"593",85.599998,86.610001,84.730003,85.790001,3065600,75.668785
"594",86.139999,87.400002,86.050003,86.919998,2450300,76.665459
"595",86.709999,87.650002,86.150002,87.300003,2059900,77.000633
"596",87.5,88.769997,87.5,88.300003,2645700,77.882668
"597",86.559998,86.739998,84.720001,84.809998,2562400,75.574684
"598",84.629997,85.669998,84.300003,84.519997,2106500,75.316254
"599",84.699997,86.599998,84.68,86.160004,2722600,76.777679
"600",85.730003,86.290001,85.300003,85.599998,2111600,76.278664
"601",84.300003,84.349998,82.010002,82.269997,3020000,73.311279
"602",83.010002,83.720001,82.239998,82.940002,2661600,73.908325
"603",82.93,83.260002,82.360001,82.519997,3105100,73.534058
"604",81.760002,82.790001,81.550003,82.75,2232000,73.739014
"605",82.419998,83.019997,81.330002,82.059998,2449600,73.124153
"606",80.739998,81.769997,80.239998,80.800003,2785000,72.00135
"607",80.919998,82.269997,80.599998,82.199997,3144800,73.248901
"608",83.169998,84.239998,83.129997,84.120003,2781800,74.959824
"609",84.669998,84.879997,82.800003,84.830002,3097000,75.592506
"610",84.769997,85.949997,83.919998,84.900002,2837200,75.654884
"611",85.349998,85.940002,84.480003,85.519997,2623700,76.207375
"612",85.800003,86.769997,85.669998,85.900002,3026700,76.545998
"613",86.559998,87.190002,84.709999,84.709999,2736700,75.485588
"614",84.339996,85.410004,82.940002,83.25,3232800,74.184578
"615",84.089996,85.739998,84.019997,85.239998,3029700,75.95787
"616",85.220001,85.879997,84.599998,85.589996,1830500,76.269745
"617",85.489998,86.489998,85.489998,85.910004,2003400,76.554909
"618",86.339996,87.709999,86.339996,86.800003,2336600,77.347992
"619",86.919998,87.980003,86.349998,87.599998,2901700,78.060867
"620",89.07,91.279999,88.599998,90.830002,4082600,80.939148
"621",91.400002,91.919998,90,90.580002,6129800,80.716377
"622",90.360001,91.239998,89.339996,89.760002,2360800,79.985657
"623",89.419998,90.599998,89.059998,89.830002,3343800,80.04805
"624",91,93.510002,90.529999,92.760002,3816200,82.658989
"625",92.660004,92.949997,91.540001,91.75,2086400,81.758972
"626",92.129997,93.639999,92.010002,93.540001,4442600,83.354034
"627",94.860001,95.330002,93.620003,94.059998,2668700,83.817421
"628",93.720001,96.150002,93.059998,95.720001,4112200,85.296646
"629",96,97.040001,95.860001,97.019997,2035500,86.455093
"630",96.68,97.349998,95.68,96.800003,1956000,86.259048
"631",96.550003,98.540001,96.550003,96.959999,3044500,86.401627
"632",96.989998,98.339996,96.589996,97.720001,2369900,87.078857
"633",98.220001,98.959999,97.510002,98.110001,1954600,87.426407
"634",98.660004,99.650002,97.959999,99.589996,2446600,88.745232
"635",99.25,100.650002,99.25,100.330002,1842400,89.404655
"636",100.349998,101.150002,99.389999,101.010002,3089500,90.010612
"637",101,101.769997,99.809998,101.379997,2625600,90.340324
"638",101.389999,102.040001,100.279999,100.790001,2254400,89.81456
"639",100.199997,101.93,99.830002,101.919998,2468000,90.821503
"640",102.330002,102.870003,101.800003,101.959999,3972900,90.857155
"641",102.610001,103.150002,101.529999,102.550003,1966800,91.382912
"642",103,103.260002,101.980003,102.32,1873800,91.177956
"643",102.040001,102.82,101.360001,102.419998,2924400,91.267052
"644",102.709999,102.839996,99.980003,101.57,3649000,90.509613
"645",102.349998,102.639999,100.470001,102.32,2267300,91.177956
"646",101.910004,103.220001,101.330002,102.809998,2275200,91.614594
"647",102.360001,103.650002,101.589996,103.610001,1465900,92.327469
"648",103.629997,104.459999,101.480003,102.559998,2415900,91.391823
"649",101.949997,103.599998,101.410004,101.989998,2153200,90.883888
"650",101.760002,101.900002,99.43,99.519997,2075600,88.682846
"651",97.900002,98.349998,94.989998,95.639999,3034800,85.225365
"652",96.559998,97.540001,96.040001,97.410004,2164500,86.802635
"653",95.629997,97.730003,95.059998,97.330002,2349800,86.731339
"654",98.309998,100.739998,97.879997,100.709999,2311900,89.743286
"655",100.529999,100.959999,99.559998,100.440002,2005600,89.50267
"656",100.07,100.139999,97.809998,98.309998,1967400,87.604622
"657",97.919998,101.150002,97.099998,99.739998,2267800,88.878899
"658",97.610001,98.699997,97.129997,97.529999,2529800,86.909546
"659",97.919998,98.449997,96.379997,97.470001,2089900,86.856094
"660",98.040001,99.099998,97.669998,98.830002,2118400,88.067993
"661",99.290001,99.720001,98.099998,98.760002,2747900,88.814415
"662",98.800003,99.690002,98.059998,98.68,1904500,88.742455
"663",99.610001,100,98.279999,99.300003,1988300,89.300026
"664",99.25,99.93,98.209999,98.459999,1946100,88.544609
"665",97.480003,98.870003,94.730003,95.18,3305100,85.594925
"666",96.029999,96.400002,95.099998,96.309998,1568100,86.611137
"667",96.980003,97.489998,94.349998,94.519997,2586000,85.001381
"668",94.540001,96.860001,94.540001,96.169998,2318100,86.485229
"669",97.110001,98.459999,97.040001,98.120003,2372500,88.238853
"670",98.669998,99.75,98.129997,98.629997,1932500,88.697502
"671",97.279999,99.610001,97.029999,99.470001,2140100,89.452919
"672",100.339996,100.610001,99.110001,99.690002,1664100,89.650757
"673",100.599998,101.5,99.75,99.800003,2668700,89.749672
"674",100.129997,101.379997,99.419998,100.910004,2117500,90.747894
"675",101.550003,102.739998,101.010002,102.169998,2396100,91.880997
"676",102.419998,103.910004,102.25,102.959999,2367200,92.591446
"677",103.290001,104.220001,102.099998,102.470001,1924500,92.150803
"678",101.440002,102.610001,100.699997,102.190002,1868500,91.898979
"679",102.93,103.43,102.089996,102.769997,1688400,92.420578
"680",102.110001,105,102.019997,104.029999,4654400,93.553688
"681",103.730003,103.93,101.959999,102.199997,2464500,91.907982
"682",101.650002,103.150002,101.150002,102.989998,1814700,92.618423
"683",103.470001,103.989998,102.589996,103.080002,1332700,92.699364
"684",103.419998,104.040001,102.870003,103.269997,9381800,92.870224
"685",103.010002,104.82,103.010002,104.260002,2413000,93.760544
"686",104.199997,104.389999,102.330002,103.620003,2599700,93.18499
"687",103.389999,105.519997,102.900002,105.059998,3043400,94.479965
"688",104.629997,105.050003,103.110001,104.559998,1762600,94.030312
"689",104.809998,105.480003,102.980003,103.660004,2297000,93.220963
"690",103.400002,103.949997,102.339996,102.400002,1801600,92.087845
"691",103.160004,103.510002,100.830002,101.029999,1897900,90.855804
"692",100.400002,100.459999,97.199997,98.239998,2066700,88.346756
"693",97.760002,98.889999,96.949997,98.870003,1639800,88.91333
"694",99.269997,100.980003,99.209999,100.860001,2097300,90.702919
"695",101.260002,102.25,100.730003,101.360001,2377200,91.152565
"696",100.879997,101.550003,100.389999,100.82,1904300,90.666946
"697",101.959999,103.57,101.760002,102.709999,1827300,92.366608
"698",103.620003,106.709999,103.449997,106.599998,3782100,95.864876
"699",107,108.199997,106.419998,106.529999,2388900,95.801933
"700",106,107.190002,105.779999,106.650002,1409000,95.909843
"701",106.5,108.120003,106.160004,107.300003,1606400,96.494392
"702",106.790001,107.769997,105.940002,106.260002,1865400,95.559128
"703",107,107.260002,106.389999,107.209999,1767600,96.413437
"704",107,107.980003,106.709999,107.199997,3015900,96.404457
"705",108,108.57,107.57,108.199997,1638800,97.303749
"706",108.690002,109.830002,108.07,108.769997,1571400,97.816345
"707",108.769997,109.199997,108.330002,109,2329600,98.023193
"708",109.510002,110.970001,109.18,110.629997,3471800,99.489037
"709",112.230003,117,111.900002,114.419998,6245900,102.897369
"710",115,118.919998,115,117.25,4706800,105.442375
"711",116.489998,119.779999,116.349998,118.959999,3838400,106.980171
"712",119.220001,119.220001,116.160004,116.449997,2286700,104.722923
"713",116.650002,117.239998,114.900002,116.82,3940600,105.055679
"714",117.629997,118.589996,117.400002,118.400002,2248800,106.47657
"715",119.470001,119.559998,117.610001,118.540001,2031600,106.602486
"716",119,119.889999,117.839996,118.919998,2268900,106.944199
"717",119.18,119.389999,117.760002,118.419998,2130300,106.49456
"718",119.150002,119.790001,118.400002,119.57,2386400,107.52874
"719",118.889999,119.919998,118.099998,119.699997,1577600,107.645645
"720",118.650002,119.82,118.349998,118.410004,1634300,106.485565
"721",118.860001,119.57,117.559998,118.099998,2178400,106.206787
"722",117.349998,118.919998,117.120003,118.43,1542200,106.503532
"723",118.650002,119.580002,118.379997,119.440002,1507500,107.41185
"724",119.209999,119.209999,117.82,118.360001,1636700,107.248734
"725",118.150002,118.669998,117.529999,118.650002,1365000,107.511505
"726",117.860001,118.959999,117.029999,117.419998,2781500,106.396965
"727",117.269997,117.269997,114.440002,116.059998,4337000,105.16465
"728",116.360001,118.68,115.900002,118.370003,2401300,107.257797
"729",118.879997,118.919998,116.199997,116.629997,2261000,105.681129
"730",117,117,115.169998,115.419998,2758900,104.584717
"731",115.529999,115.760002,114.050003,114.330002,4118100,103.597046
"732",114.93,115.32,114.040001,114.690002,2290500,103.923264
"733",114.419998,115.139999,114.169998,114.720001,1105700,103.950447
"734",114.870003,116.059998,114.059998,114.330002,2418300,103.597046
"735",113.68,113.68,112.419998,112.75,4128900,102.165375
"736",113.540001,114,112.43,112.57,2128900,102.002274
"737",112.779999,113.209999,112.169998,112.540001,1688600,101.975098
"738",113.059998,114.32,112.949997,113.559998,2142600,102.899338
"739",113.199997,113.279999,111.849998,111.959999,1585300,101.449547
"740",112.300003,112.57,111.690002,111.93,2215800,101.422356
"741",111.940002,112.650002,111.480003,112.209999,1652500,101.676079
"742",112.129997,113.970001,111.919998,113.730003,1618800,103.053383
"743",113.879997,114.660004,112.699997,112.989998,1621900,102.382843
"744",113.139999,114.629997,112.790001,114.139999,2097700,103.424889
"745",114.160004,114.949997,112.709999,113.029999,2672000,102.41909
"746",113.290001,113.940002,112.589996,113.040001,3074800,102.428154
"747",113.410004,113.620003,112.489998,112.809998,1850500,102.219742
"748",113.790001,114.150002,112.849998,113.349998,4666900,102.709045
"749",113.400002,113.669998,112.209999,112.669998,1937500,102.092888
"750",112.650002,113.239998,112.589996,113.199997,1190800,102.573128
"751",112.57,113.199997,111.849998,112.059998,1147700,101.540161
"752",112.410004,112.410004,110.529999,110.599998,1427500,100.217216
"753",110.5,111.25,110.129997,110.370003,1712000,100.008804
"754",110.220001,111.410004,110.040001,111.410004,1695900,100.951187
"755",112.080002,113.18,111.379997,112.199997,1607900,101.667007
"756",111.25,112.419998,108.190002,108.489998,2236900,98.30529
"757",108.239998,108.440002,107.209999,107.809998,3917100,97.689125
"758",107.129997,108.220001,106.739998,108.139999,2687900,97.988159
"759",108.32,108.440002,103.809998,104.099998,3452600,94.327415
"760",103.379997,105.669998,102.220001,105.620003,3127700,95.70472
"761",105.639999,106.75,104.809998,104.870003,1910700,95.025131
"762",104.919998,106.019997,104.540001,105.300003,2243100,95.414757
"763",105.269997,106.660004,104.989998,106.379997,2753400,96.393379
"764",105.57,105.709999,104.120003,104.889999,2386300,95.043243
"765",105.559998,105.669998,103.650002,103.790001,2568200,94.046509
"766",103.790001,103.949997,102.519997,103.309998,2782000,93.611572
"767",102.5,102.989998,101.910004,102.339996,2102000,92.732643
"768",102.800003,102.989998,101.57,101.860001,2505400,92.297707
"769",101.489998,102.129997,100,102.080002,3520300,92.497047
"770",101.900002,101.989998,99.370003,100.32,2120500,90.902267
"771",98.269997,98.349998,96.620003,96.919998,2472800,87.821449
"772",97.449997,97.900002,96.610001,96.690002,2926900,87.613052
"773",97.18,98.910004,95.550003,95.800003,2395600,86.806602
"774",95.230003,96.550003,94.5,96.410004,2610400,87.359337
"775",94.900002,94.93,90.209999,91.370003,6451000,82.792465
"776",91.290001,91.379997,88.440002,88.970001,4306800,80.617775
"777",90.57,90.860001,88.279999,88.720001,3427900,80.391243
"778",90.370003,93.290001,90.309998,92.639999,3100700,83.943237
"779",92.989998,93.07,90.050003,90.220001,2606100,81.750427
"780",89.970001,90.489998,89.260002,90.330002,2481500,81.850105
"781",89.860001,91.040001,89.620003,90.260002,2171400,81.786667
"782",90.940002,90.980003,89.550003,90.269997,2682900,81.795738
"783",91.589996,92.300003,90.449997,91.139999,2361400,82.584053
"784",91,91.470001,90.169998,90.339996,2727700,81.859146
"785",89.519997,90.230003,88.610001,89.470001,2254900,81.88662
"786",88.709999,89.099998,87.07,88,4542600,80.541222
"787",88.5,88.730003,86.720001,88.360001,2441800,80.870705
"788",88.510002,90.290001,88.410004,90.190002,2905900,82.545593
"789",89.519997,90.160004,88.690002,89.25,2406900,81.685265
"790",86.620003,87.879997,85.93,86.559998,3732700,79.223267
"791",86.830002,87.300003,82.269997,82.809998,4211800,75.791107
"792",83.099998,83.739998,80.279999,80.330002,4156400,73.521317
"793",78.699997,78.739998,74.239998,74.260002,6900500,67.965797
"794",71.699997,75.370003,71.389999,74.860001,7137800,68.514946
"795",75.269997,75.449997,72.220001,75.110001,5279400,68.743759
"796",75.459999,77.580002,72.099998,72.860001,5710300,66.684464
"797",74.019997,74.769997,72.419998,74.629997,4201800,68.304443
"798",72.150002,73.82,71.529999,71.980003,5724800,65.879051
"799",70,71.160004,68.019997,69.300003,6374400,63.426208
"800",62.650002,69.099998,60.200001,62.09,7993800,56.827316
"801",65.949997,66.870003,60.290001,63.360001,7047200,57.989677
"802",61.040001,61.669998,54.119999,55.150002,8448500,50.475548
"803",51.02,51.209999,44.810001,46.400002,11492100,42.467186
"804",50.709999,54.41,46.650002,54.360001,6997200,49.752506
"805",46.77,57.59,45.32,48.27,7192800,44.178684
"806",49.080002,50.73,45.959999,46.669998,6274500,42.714298
"807",44.84,46.93,40.040001,42.970001,6970800,39.327911
"808",43.25,46.639999,41.810001,45.68,4936100,41.808212
"809",47.189999,50.959999,45.360001,48.349998,7605100,44.251907
"810",47.689999,48,41.41,42.09,6075800,38.522491
"811",45.75,46.32,42.400002,45.580002,5476000,41.71669
"812",46.189999,52.900002,43.66,50.5,6516900,46.219673
"813",51.400002,56.740002,51.060001,54.389999,6014400,49.779961
"814",52.080002,54.34,50.049999,52.32,4191500,47.885406
"815",50.669998,54.93,48.689999,54.16,5207900,49.569458
"816",55.709999,56.5,52.049999,53.650002,4743800,49.102688
"817",51.470001,51.849998,49.040001,49.509998,4142800,45.313583
"818",51.5,56.099998,50.060001,51.720001,5169000,47.336269
"819",53,53.349998,50.34,51.619999,3587300,47.244743
"820",54.09,57.93,53.439999,57.419998,5347800,52.553146
"821",60.169998,61.560001,58.009998,58.630001,5281100,53.660583
"822",59.619999,64.199997,59.389999,63.700001,3754800,58.300861
"823",67.110001,67.440002,59.400002,61.52,5316800,56.305637
"824",63.099998,63.799999,60.98,61.560001,3438100,56.342239
"825",61.810001,62.41,60.080002,61.07,3496900,55.893776
"826",58.310001,58.400002,55.060001,56.470001,4093100,51.683666
"827",55.970001,56.389999,53.16,53.529999,4363300,48.992855
"828",54.950001,59.689999,54.639999,59.529999,5601700,54.484299
"829",57,60.279999,56.509998,58.119999,3468500,53.19381
"830",55.509998,58,54.41,56.799999,3287100,51.985691
"831",59.669998,59.869999,57.349998,58.18,3071800,53.248726
"832",60.07,60.639999,58.360001,59.970001,3419800,54.887009
"833",61,61.619999,59.529999,60.529999,3399900,55.399544
"834",60.650002,64.129997,60.169998,63.490002,3234300,58.108662
"835",65.150002,67.669998,64.230003,67.339996,3851900,61.632328
"836",70,73.800003,69.5,73.5,5191400,67.270226
"837",73.510002,75.629997,72.010002,73.169998,5993400,66.968185
"838",70.550003,71.370003,65.260002,66.360001,6626600,60.735405
"839",66.010002,74.410004,65.699997,73.480003,7575800,67.251923
"840",75.5,76.769997,73.910004,75.199997,6934400,68.826134
"841",75.82,76.290001,71.82,71.910004,5972000,65.814987
"842",73.790001,75.629997,72.529999,73.309998,3586900,67.096321
"843",74.629997,77.440002,73.779999,77.059998,3275800,70.528481
"844",76.160004,77.739998,75.849998,76.669998,3441800,70.171539
"845",77.120003,77.370003,73.489998,73.529999,3117400,67.297684
"846",73,73.360001,70.519997,71.029999,3687400,65.009575
"847",69.599998,72.790001,67.870003,71.75,3159700,65.668556
"848",70.470001,71.900002,69.129997,70.93,2830600,65.742691
"849",75,77.739998,74.739998,76.279999,4530900,70.701439
"850",76,76.809998,74.110001,75.220001,3736700,69.718964
"851",76.809998,79.110001,76.650002,78.25,3501500,72.527359
"852",78.650002,79.099998,76.82,77.089996,2299500,71.452202
"853",76.339996,76.839996,75.150002,76.459999,2036100,70.868271
"854",79.160004,79.919998,78.459999,78.970001,2747400,73.19471
"855",80,81.919998,79.110001,81.730003,3328100,75.752861
"856",81.919998,82.029999,78.199997,78.559998,4129200,72.81469
"857",78.330002,79.300003,77.080002,78.260002,4305200,72.536644
"858",78.029999,78.970001,76.309998,78.830002,2470200,73.064949
"859",79.639999,81.730003,79.080002,81.57,3151900,75.604553
"860",82.849998,84.360001,82.639999,83.730003,2562400,77.606598
"861",82.559998,83.639999,81.68,83.129997,2586300,77.050484
"862",86.769997,88.459999,86.150002,87.400002,3767300,81.008202
"863",88.559998,89.790001,87.389999,89.730003,3355700,83.167816
"864",86.559998,86.910004,85.129997,85.669998,3809900,79.404716
"865",85.050003,87.019997,83.410004,84.330002,3201700,78.162727
"866",78.010002,79.849998,74.959999,75,4387200,69.515053
"867",77.730003,79.660004,75.32,77.260002,3025700,71.609764
"868",73.43,76.589996,72.599998,75.599998,4308900,70.071159
"869",78.900002,78.949997,75.18,77.040001,3419100,71.405853
"870",77.040001,77.269997,72.839996,72.879997,3665500,67.550087
"871",72.510002,76.669998,72.099998,76.239998,3760200,70.664368
"872",78,78.410004,74.610001,74.699997,7484400,69.236992
"873",74.099998,74.839996,72.900002,74.400002,2455400,68.958939
"874",74.75,75.459999,74.169998,74.699997,2749700,69.236992
"875",73.5,73.720001,69.32,69.989998,3560200,64.871437
"876",69.419998,71.459999,68.889999,70.07,2655200,64.945602
"877",69.730003,69.75,67.959999,68.07,3797700,63.091858
"878",68.839996,69.760002,67.82,68.660004,2364900,63.638702
"879",68.019997,72.349998,67.260002,71.900002,3502500,66.641754
"880",71.769997,73.349998,68.830002,69.110001,2251700,64.055801
"881",70.269997,70.980003,68.279999,68.419998,2624100,63.416256
"882",69.610001,69.949997,66.279999,68.089996,3592400,63.11039
"883",67.190002,67.25,64.480003,64.610001,3120400,59.884892
"884",64.68,65.559998,63.639999,63.98,3798000,59.300968
"885",64,64.330002,58.919998,58.98,6096200,54.666634
"886",58.73,61.119999,58.720001,61.060001,4247900,56.594521
"887",61.34,61.77,59.5,60.27,3481400,55.862289
"888",59.630001,62.209999,59.400002,61.959999,3423300,57.428696
"889",63.970001,65.720001,62.700001,65.459999,3635500,60.672726
"890",65.07,66.120003,63.869999,64.870003,1857300,60.125885
"891",65.309998,66.160004,63.59,63.84,2122100,59.171204
