"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"453",71.620003,73.18,71.510002,72.589996,7800900,66.21122
"454",72.669998,73.900002,72.260002,72.489998,5658000,66.12001
"455",72.610001,72.769997,71.260002,72.050003,5385700,65.718689
"456",70.540001,70.589996,68.209999,69.220001,7502000,63.137371
"457",69.699997,70.019997,65,65.690002,9260000,59.917568
"458",67.879997,68.690002,66.540001,68.019997,8727300,62.042812
"459",66.959999,69.07,66.669998,68.480003,8193800,62.462406
"460",69.18,69.709999,66.220001,67.349998,6853100,61.43169
"461",67.18,69.709999,66.860001,69.519997,6506900,63.411007
"462",70.389999,71.82,69.75,69.900002,6591400,63.75761
"463",70.199997,70.949997,68.489998,69.580002,7826500,63.465736
"464",69.690002,70.25,67.379997,67.839996,5725200,61.878632
"465",68.690002,69.5,68.25,69.029999,4955500,62.964062
"466",69.349998,69.57,68.25,69.5,6150200,63.392761
"467",70.739998,71.260002,69.25,70.029999,6585500,63.876183
"468",69.760002,70.309998,66.669998,66.910004,9826900,61.03035
"469",65.730003,67.209999,64.790001,66.730003,9190700,60.866173
"470",67.589996,68.07,65.139999,65.139999,6766600,59.415894
"471",64.779999,65.580002,62.599998,63.720001,11213800,58.120674
"472",64.82,66.010002,63.52,64.120003,9708500,58.485527
"473",63.580002,65.290001,63.25,65.209999,7782600,59.479744
"474",65.589996,66.440002,65.379997,66.120003,7993600,60.309776
"475",65.370003,66.730003,65.029999,66.440002,7793900,60.601669
"476",65.559998,65.559998,63.220001,63.990002,7453900,58.366947
"477",64.410004,66.150002,64.220001,65.480003,6392600,59.726017
"478",62.880001,63.93,62.41,63.799999,5361000,58.193642
"479",64.699997,65.599998,64.529999,64.699997,6355100,59.014553
"480",64.730003,65.599998,64.150002,65.279999,6116400,59.543594
"481",65.110001,66.629997,65.089996,66.349998,5602100,60.519558
"482",66.459999,67.510002,66.209999,66.870003,4606000,60.99387
"483",66.029999,66.940002,65.43,66.18,7175400,60.364517
"484",68.099998,69.260002,67.559998,69.110001,7497100,63.037025
"485",69.43,69.720001,66.790001,66.919998,7532200,61.039478
"486",64.919998,66.610001,64.309998,66.610001,8412000,60.756718
"487",68.239998,69.120003,65.809998,65.910004,8095500,60.11824
"488",65.089996,65.790001,63.299999,65.199997,8750900,59.470627
"489",66.139999,66.75,64.730003,65.440002,5569200,59.689529
"490",66.050003,67.059998,65.220001,65.269997,5544900,59.534466
"491",65.120003,67.080002,64.889999,66.129997,6417200,60.318897
"492",66.120003,66.290001,64.309998,64.550003,6445900,58.877747
"493",64.57,64.839996,62.689999,63.119999,7018300,57.573399
"494",63.029999,63.619999,61.470001,61.91,6806200,56.469727
"495",62.560001,63.759998,60.82,61.279999,7699800,55.895084
"496",60.27,61.720001,59.669998,60,8372900,54.72757
"497",59.209999,60.970001,58.810001,59.799999,15043600,54.545139
"498",58.830002,59.68,57.009998,57.009998,3842800,52.000309
"499",57.68,61.529999,56.75,61.5,7263900,56.095764
"500",60.630001,62.240002,59.450001,62.23,6131000,56.761608
"501",62.75,62.869999,61.150002,61.669998,5053700,56.250813
"502",62.130001,62.73,61.689999,62.349998,5290800,56.871059
"503",60.689999,63.849998,60.43,63.380001,5735400,57.810555
"504",63.540001,63.709999,61.66,62.18,4727300,56.715992
"505",63.080002,63.91,62.66,63.75,7700100,58.148033
"506",63.91,64.269997,62.689999,63.470001,6272200,57.892643
"507",64.209999,64.580002,63.459999,64.32,5774900,58.667946
"508",65.07,66.75,64.599998,66.449997,8350300,60.610767
"509",65.870003,68.010002,65.43,67.940002,8811100,61.969856
"510",67.279999,67.339996,65.790001,66.389999,6018300,60.556057
"511",65.620003,66.32,65.330002,65.610001,4972000,59.844601
"512",66.040001,66.779999,65.760002,66.029999,4504100,60.227692
"513",65.739998,66.269997,65.489998,65.660004,5402300,59.890205
"514",65.059998,67.169998,65.010002,67.059998,5997400,61.167183
"515",67.639999,68.309998,67.169998,67.900002,6073800,61.933365
"516",67,67.239998,65.580002,65.75,6915500,59.97229
"517",66.220001,66.459999,65.150002,65.860001,5938700,60.072624
"518",65.970001,66.730003,65.449997,66.120003,5789900,60.309776
"519",66.650002,67.610001,66.519997,66.989998,4504500,61.103313
"520",65.870003,65.870003,64.879997,65.349998,5942800,59.607441
"521",66.209999,66.290001,65.25,65.300003,5308800,59.56184
"522",65.800003,66.099998,65.110001,65.690002,8087400,59.917568
"523",66.540001,68.309998,65.900002,67.690002,9927700,61.741829
"524",68.339996,69.449997,68.099998,68.68,7486400,62.644806
"525",68.190002,70.010002,68.190002,69.93,5593100,63.784969
"526",69.650002,69.959999,69.110001,69.260002,4483900,63.173851
"527",68.660004,69.550003,68.510002,69.110001,4071300,63.037025
"528",68.370003,68.830002,67.25,67.480003,6230300,61.550274
"529",66.800003,67.080002,65.260002,66.260002,6554900,60.711887
"530",65.580002,67.07,65.580002,66.739998,5200400,61.151688
"531",68.010002,68.300003,67.239998,67.449997,3958000,61.80225
"532",67.709999,68.830002,67.639999,67.779999,5839800,62.10461
"533",67.5,69.690002,67.5,69.099998,5442800,63.314091
"534",69.940002,70.32,69.480003,70.18,5173500,64.303658
"535",69.519997,70.010002,69.18,69.489998,5189600,63.671421
"536",69.459999,70.75,69.449997,70.650002,5837100,64.734299
"537",70.239998,70.839996,69.93,70.239998,5984300,64.358635
"538",70.849998,71.010002,69.870003,69.970001,5225500,64.111244
"539",69.660004,70.010002,69.230003,69.25,5160900,63.45153
"540",69.099998,69.529999,68.739998,68.919998,4689900,63.149147
"541",69.290001,70.339996,68.760002,69.220001,5355700,63.424042
"542",69.150002,69.190002,67.660004,67.849998,8154300,62.168755
"543",68.089996,69.110001,68.089996,68.93,7372600,63.158321
"544",69.599998,70.059998,68.730003,69.900002,6625800,64.047096
"545",70,70.059998,68.519997,69.010002,7635500,63.231621
"546",68.610001,68.639999,67.940002,68.290001,7296300,62.571907
"547",68.360001,68.400002,67.550003,67.949997,6964300,62.26038
"548",66.699997,66.699997,64.910004,65.43,8068800,59.951378
"549",66.199997,66.339996,65.339996,65.870003,8703500,60.354549
"550",66.169998,66.419998,65.150002,65.629997,11790200,60.13464
"551",66.089996,67.360001,66.029999,67.349998,8324800,61.710613
"552",67.279999,67.860001,66.970001,67.019997,7315500,61.408241
"553",66.559998,67.93,66.529999,67.589996,16733200,61.930523
"554",67.879997,68.300003,67.300003,67.610001,7712200,61.948849
"555",68.139999,68.5,67.099998,67.349998,6456400,61.710613
"556",67.389999,68.160004,66.669998,67.540001,7117300,61.884705
"557",67.730003,68.279999,67.260002,68.139999,5580900,62.434471
"558",67.459999,67.75,65.389999,66.07,5182100,60.537788
"559",66.040001,67.489998,65.519997,67.07,8070000,61.45406
"560",67.970001,69.599998,67.910004,68.559998,7245200,62.819305
"561",68.300003,69.080002,67.580002,67.910004,5015600,62.223724
"562",67.400002,67.610001,66.760002,67.379997,5122100,61.738098
"563",68.279999,68.540001,66.580002,66.739998,6810900,61.151688
"564",67.489998,68.120003,67.309998,67.690002,5309000,62.022163
"565",67.589996,67.830002,66.089996,66.349998,5833000,60.794342
"566",66.809998,66.959999,65.169998,65.510002,5490800,60.024681
"567",65.57,65.769997,64.970001,65.160004,6397900,59.703995
"568",65.510002,66.190002,65.260002,66.120003,8337800,60.583607
"569",66.510002,67.519997,66.190002,66.550003,5705200,60.977615
"570",66.209999,66.279999,65.449997,65.699997,4707300,60.198769
"571",66.080002,67.18,66.029999,66.970001,6629000,61.362431
"572",66.639999,67.599998,65.720001,66.370003,9486900,60.812675
"573",67.559998,68.220001,67.25,67.370003,9913100,61.728947
"574",67.059998,67.230003,66.209999,66.339996,7284800,60.785187
"575",66.760002,66.910004,65.839996,65.839996,7790500,60.327049
"576",66.489998,67,65.779999,65.779999,7907100,60.272079
"577",65.940002,66.389999,65.519997,65.900002,6033400,60.38203
"578",66.699997,67.300003,66.330002,66.959999,9061600,61.353283
"579",66.989998,67.419998,66.43,66.449997,8133500,60.885963
"580",67,67,64.690002,64.699997,7624600,59.282501
"581",64.629997,64.650002,63.93,63.970001,7305000,58.613632
"582",63.580002,63.650002,62.080002,62.779999,9216800,57.52327
"583",62.77,63.119999,62.360001,62.650002,6769300,57.404156
"584",63.549999,63.970001,62.549999,63.119999,9358300,57.834805
"585",63.73,64.529999,62.669998,62.669998,12032000,57.422482
"586",62.200001,63.310001,61.279999,61.290001,12614200,56.158039
"587",61.900002,62.880001,61.52,62.009998,6883800,56.817749
"588",61.25,62.349998,60.98,61.880001,7402400,56.698635
"589",61.16,61.34,60.299999,61,6452200,55.892323
"590",61.040001,62.139999,60.959999,61.43,4809000,56.28632
"591",60.830002,61.830002,60.650002,61.540001,7799800,56.387108
"592",61.27,62.279999,60.470001,61.919998,6411500,57.017872
"593",61.490002,61.91,60.82,61.189999,6280300,56.345665
"594",61.490002,62.889999,61.439999,62.32,5259000,57.386208
"595",62,62.32,61.299999,62.040001,6316300,57.128372
"596",62.599998,63.130001,62.5,62.57,5312500,57.616413
"597",61.970001,62.57,61.82,62.099998,4906100,57.18362
"598",62.029999,62.560001,61.880001,62.450001,4794800,57.505917
"599",62.700001,63.959999,62.689999,63.619999,5855300,58.583279
"600",63.07,63.709999,62.740002,63.049999,5156300,58.058411
"601",61.84,61.970001,59.220001,59.5,8896800,54.789467
"602",60.02,60.41,58.93,59.880001,6070700,55.139374
"603",60.029999,60.639999,59.779999,60.049999,5685800,55.295914
"604",59.290001,60.349998,58.939999,60.139999,6828300,55.378792
"605",60.07,60.310001,58.599998,58.950001,5817900,54.283001
"606",58.049999,59.400002,57.82,58.959999,6939500,54.292213
"607",59.07,60.200001,59.02,59.419998,6541500,54.715794
"608",59.869999,60,58.959999,59.099998,7260500,54.421124
"609",59.209999,59.299999,56.98,57.080002,11839200,52.56105
"610",57.380001,58.529999,57.290001,58.200001,7370600,53.592381
"611",58.310001,59.310001,58.150002,58.959999,5893000,54.292213
"612",59.330002,59.689999,58.790001,59.259998,5268400,54.568455
"613",59.689999,59.869999,58.66,58.73,5280300,54.080418
"614",58.169998,58.610001,57.880001,58.549999,5677400,53.914669
"615",59.349998,59.619999,58.860001,59.060001,5174200,54.384293
"616",59.060001,59.389999,58.689999,58.82,3590500,54.163292
"617",58.349998,59.110001,58.279999,59.009998,4575000,54.338249
"618",59.43,60.220001,59.209999,59.830002,4980000,55.093338
"619",59.75,60.290001,59.389999,59.650002,4469100,54.927589
"620",60.73,61.200001,60.400002,60.700001,9437900,55.894459
"621",60.700001,60.990002,60.27,60.330002,9147100,55.553749
"622",60.32,60.779999,60.27,60.52,3701800,55.728706
"623",60.299999,60.880001,59.759998,59.77,5024000,55.038086
"624",60.830002,63.299999,60.82,62.75,9509900,57.782166
"625",62.580002,62.860001,60.880001,61.27,6004700,56.419331
"626",61.27,61.689999,60.68,61,6108800,56.170708
"627",62,62.810001,61.709999,62.25,6272200,57.321747
"628",62.23,62.330002,59.91,60.099998,8132300,55.341961
"629",60.52,60.759998,59.990002,60.5,4881900,55.710293
"630",60.189999,60.580002,59.59,59.900002,4584300,55.157795
"631",59.799999,60.549999,59.75,59.889999,7176000,55.148586
"632",59.98,60.18,59,59.889999,6057000,55.148586
"633",60.48,61.27,60.25,61.209999,5983900,56.364079
"634",61.049999,61.470001,60.759998,61.459999,4194600,56.594292
"635",61.450001,61.959999,61.279999,61.759998,4806300,56.870537
"636",61.849998,61.91,60.580002,60.650002,5051000,55.848419
"637",60.650002,60.830002,59.57,59.75,6011300,55.019669
"638",60.110001,60.540001,59.77,59.779999,7055900,55.047291
"639",60.060001,60.439999,59.790001,60.32,5711600,55.544544
"640",59.93,60.580002,59.360001,60.330002,5136000,55.836079
"641",60.459999,60.950001,59.970001,60.439999,3320500,55.937885
"642",60.34,60.459999,59.84,60.279999,4431900,55.789803
"643",60.130001,60.720001,59.889999,60.080002,4405000,55.604702
"644",60.59,60.599998,58.900002,59.040001,5019300,54.642178
"645",58.900002,59.360001,58.439999,58.75,6704100,54.373768
"646",58.689999,58.810001,57.48,58.189999,6597500,53.855484
"647",57.099998,59.860001,57.02,59.509998,5927800,55.07716
"648",59.48,59.740002,58.380001,59.080002,8268500,54.679188
"649",58.080002,60.279999,57.889999,58.799999,7924200,54.420048
"650",58.939999,59.310001,56.32,56.470001,7697700,52.263603
"651",55.549999,55.709999,54.23,54.68,7474600,50.606945
"652",55.02,55.029999,53.919998,54.23,6166900,50.190468
"653",53.279999,53.720001,52.299999,53.32,9289600,49.348255
"654",53.779999,55.09,53.299999,55.07,7444800,50.967892
"655",54.959999,55.470001,53.98,54.009998,5391700,49.986847
"656",53.790001,53.93,52.849998,53.119999,4726100,49.163147
"657",52.84,54.830002,52.439999,53.869999,6461800,49.857273
"658",52.459999,52.860001,51.509998,51.779999,7851800,47.922958
"659",51.400002,52.009998,50.59,50.91,6069800,47.117767
"660",51.049999,51.799999,50.799999,51.470001,5273200,47.636055
"661",52.57,54.299999,52.459999,53.939999,9315400,49.922054
"662",53.509998,53.599998,52.650002,52.709999,5297700,48.783688
"663",53.330002,53.669998,52.389999,52.630001,6044600,48.709648
"664",52.91,53.349998,52.23,52.259998,4316200,48.36721
"665",51.650002,52.189999,50.130001,50.419998,7133400,46.664257
"666",51.049999,51.709999,50.689999,51.369999,4989100,47.543503
"667",51.73,51.849998,50.52,50.98,5342100,47.182556
"668",51.41,52.240002,51.25,51.950001,4880300,48.080296
"669",52.310001,52.950001,52.209999,52.290001,6401900,48.39497
"670",52.360001,52.939999,51.619999,52.18,5131500,48.293163
"671",51.049999,52.119999,50.740002,52.040001,5142300,48.163593
"672",52.790001,53.48,52.599998,53.299999,5803100,49.329739
"673",53.59,54.240002,53.290001,53.439999,6014500,49.459309
"674",53.080002,53.790001,52.68,53.630001,4635000,49.635159
"675",54.200001,55.049999,53.869999,54.970001,6176800,50.875343
"676",55.540001,57.490002,55.389999,56.32,8567700,52.124783
"677",56.73,57.48,56.290001,57.200001,7940300,52.939228
"678",55.990002,56.970001,55.580002,56.349998,5712300,52.152542
"679",56.98,57.700001,56.869999,57.34,7885300,53.068802
"680",61.450001,63.150002,60.509998,62.529999,17898000,57.872204
"681",62.470001,63.220001,60.200001,61.220001,13487100,56.659782
"682",60,60.369999,59.27,60.009998,7412500,55.539913
"683",60.48,60.689999,59.75,59.970001,6270700,55.502895
"684",60.25,61.220001,60.130001,60.82,18124800,56.289574
"685",60,60.669998,59.860001,60.18,6729300,55.69725
"686",59.990002,60.060001,58.349998,59.299999,9370200,54.882801
"687",58.459999,59.5,58.299999,59.48,5788200,55.049393
"688",59.060001,59.130001,57.290001,57.68,6655400,53.383472
"689",57.060001,58.34,56.959999,57.900002,4329300,53.58709
"690",57.57,57.91,56.689999,56.98,5923700,52.735615
"691",57.5,57.700001,55.029999,55.150002,6329000,51.041935
"692",54.790001,55.040001,53,53.07,6135600,49.116867
"693",52.790001,53.810001,52.299999,53.66,4238200,49.662922
"694",53.529999,53.990002,52.700001,53.5,5148300,49.514839
"695",54.150002,55.630001,53.799999,54.599998,8158600,50.532902
"696",53.900002,55.380001,53.73,53.900002,6968700,49.885048
"697",54.59,55.349998,54.290001,54.939999,5632100,50.847572
"698",55,56.009998,55,55.880001,5426500,51.717564
"699",56.48,56.990002,56.200001,56.43,6810600,52.226585
"700",55.830002,56.450001,55.639999,56.130001,4402900,51.948936
"701",55.790001,56.490002,55.41,55.950001,6226000,51.782345
"702",55.43,55.740002,54.560001,54.610001,5190700,50.924431
"703",54.759998,54.860001,53.98,54.529999,4364300,50.849831
"704",54.66,54.880001,53.950001,53.950001,5160400,50.308971
"705",54.25,56.110001,54.080002,55.959999,6734100,52.183323
"706",55.939999,57.650002,55.93,56.540001,6187300,52.724178
"707",56.619999,56.82,55.57,56.25,5252400,52.453754
"708",56.57,56.900002,55.73,56.16,4552100,52.369827
"709",56.09,56.700001,55.59,56.349998,3046000,52.546997
"710",56.48,56.950001,54.860001,55.68,7574600,51.922218
"711",55.799999,57.970001,54.389999,57.09,8699200,53.237061
"712",57.439999,57.459999,54.950001,55.040001,7907800,51.325413
"713",54.869999,55.200001,54.130001,55.200001,6346400,51.474613
"714",55.650002,57.490002,55.470001,57.150002,6483600,53.293015
"715",57.759998,58.57,57.209999,58,5667900,54.085644
"716",58.619999,59.330002,58.360001,58.509998,7545200,54.561222
"717",58.25,59.080002,57.349998,57.630001,5464900,53.74062
"718",58.299999,59.630001,58.299999,59.540001,9492200,55.521713
"719",58.889999,59.299999,57.919998,59.16,4769000,55.167355
"720",58.66,59.240002,58.299999,58.91,3716200,54.934231
"721",58.98,59.450001,57.939999,58.23,4939900,54.300121
"722",57.84,58.02,57.220001,57.560001,4644200,53.675339
"723",57.759998,58.049999,56.959999,57.25,3971200,53.386265
"724",57.560001,58.290001,57.549999,58.25,4261900,54.318771
"725",57.700001,57.779999,56.389999,56.700001,5793300,52.873383
"726",56.830002,57.529999,56.299999,57.169998,6588000,53.311653
"727",57.099998,59.549999,56.919998,59.360001,10097500,55.353859
"728",59.549999,60.549999,59.400002,60.209999,10527300,56.146488
"729",60.490002,61.389999,59.639999,59.900002,6575300,55.857418
"730",60,61.16,59.209999,61.049999,7721200,56.929802
"731",60.799999,61.360001,60.07,60.110001,8151100,56.053246
"732",60.349998,60.48,59.27,60.34,5998400,56.267719
"733",59.610001,60.299999,59.43,59.939999,2707100,55.894711
"734",60.240002,61.299999,60.02,60.369999,7171500,56.295692
"735",59.740002,59.91,58.610001,58.889999,6110000,54.915577
"736",59.360001,61.049999,59.18,60.630001,8036700,56.538155
"737",61,61.27,59.439999,59.84,5047000,55.801468
"738",60.310001,62.130001,60.130001,61.970001,8311100,57.787712
"739",61.580002,62.220001,61.380001,61.830002,5256500,57.657166
"740",61.84,62.009998,61.330002,61.759998,4630200,57.591885
"741",61.369999,61.84,61.029999,61.68,3959200,57.517288
"742",61.490002,62.950001,61.369999,62.59,5162700,58.365871
"743",63.450001,64.07,62.490002,62.700001,6965000,58.468456
"744",63.049999,63.57,62.529999,62.82,5590000,58.580349
"745",62.900002,63.779999,62.900002,63.52,6211100,59.233105
"746",63.470001,63.959999,63.150002,63.200001,5598400,58.9347
"747",62.98,63.369999,62.91,63.189999,5197100,58.925373
"748",63.93,64.019997,63.23,63.720001,11008000,59.419613
"749",63.669998,64.830002,63.459999,64.599998,7019800,60.240211
"750",64.760002,65.510002,64.610001,64.669998,3188400,60.305496
"751",65.089996,65.739998,64.849998,65,4835200,60.61322
"752",65.199997,65.629997,64.610001,64.980003,5414300,60.594574
"753",65.07,65.25,64.529999,64.610001,3665200,60.249546
"754",64.150002,65.169998,63.900002,65.029999,3639800,60.641201
"755",65.279999,65.68,64.849998,65.459999,4122800,61.042175
"756",67.040001,67.129997,65.07,65.699997,6333200,61.265976
"757",66.279999,66.940002,65.879997,66.480003,8823800,61.99334
"758",66.440002,66.489998,65.739998,66.480003,5974800,61.99334
"759",66.449997,66.629997,64.519997,64.940002,6470100,60.557278
"760",64.57,66.150002,64.290001,66.07,6005100,61.611004
"761",65.860001,66.199997,65.330002,65.419998,7233100,61.004875
"762",65.360001,65.510002,64.879997,65.129997,3675300,60.734444
"763",65.220001,65.330002,64.660004,65.139999,6119400,60.743774
"764",65,65.330002,64.440002,65,3933300,60.61322
"765",65.389999,65.610001,64.760002,65.07,4315200,60.678501
"766",65.279999,65.43,64.839996,65.07,4765500,60.678501
"767",64.57,64.849998,63.939999,64.029999,6974000,59.708683
"768",63.799999,63.799999,62.830002,63.009998,6755800,58.757523
"769",62.009998,63.360001,61.619999,63.139999,6199900,58.87875
"770",62.700001,62.700001,62.049999,62.619999,5689500,58.393841
"771",61.369999,61.830002,60.84,61.040001,7321100,56.920479
"772",61.610001,61.68,60.900002,61.18,4824700,57.051029
"773",61.59,61.68,60.27,60.490002,4102500,56.407604
"774",59.75,60.990002,59.59,60.889999,6931500,56.780602
"775",60,60.41,59.119999,59.43,7673000,55.419136
"776",59.41,60.34,58.860001,59.18,7015300,55.186008
"777",58.93,59.82,56.43,56.490002,13403000,52.677563
"778",57.279999,58.950001,56.82,58.779999,12891800,54.813004
"779",59.07,59.07,57.93,58.41,5901700,54.467979
"780",57.810001,58.369999,57.560001,57.990002,5081800,54.076317
"781",57.459999,58.139999,57.209999,57.869999,6756300,53.964417
"782",58.849998,59.009998,58.209999,58.709999,6143000,54.74773
"783",59.900002,61.150002,59.540001,59.759998,5906800,55.726856
"784",59.09,59.450001,58.599998,58.82,5995600,55.238522
"785",58.869999,59.099998,58.18,58.619999,4204500,55.050701
"786",58.41,58.57,57.709999,58.299999,3937800,54.750187
"787",58.75,59.360001,58.68,59.259998,5267400,55.651733
"788",59.25,59.549999,58.580002,58.880001,5755000,55.294876
"789",58.32,58.610001,57.77,58.439999,5216300,54.88166
"790",56.150002,56.939999,55.990002,56.380001,10350200,52.947094
"791",56.52,56.689999,53.540001,53.830002,10447900,50.552364
"792",54.02,54.25,51.110001,51.169998,11646700,48.054325
"793",49.599998,49.610001,47.130001,47.130001,14676100,44.260315
"794",45.419998,48.439999,45.119999,48.419998,16558800,45.471767
"795",49.32,49.380001,46.880001,49.23,10672800,46.232441
"796",49.529999,51.490002,47.450001,48.119999,11785400,45.190033
"797",48.75,49.549999,47.740002,49.43,8924200,46.420269
"798",47.98,48.639999,46.779999,47.700001,9603800,44.795612
"799",45.98,46.490002,44.68,45.330002,14504800,42.56992
"800",33.950001,36.200001,32,34.07,29828600,31.99552
"801",36.639999,37.419998,33,34.880001,20337700,32.756203
"802",33.59,33.950001,31.51,32.560001,18460700,30.577465
"803",30.34,31.41,27.82,28.200001,16581700,26.482941
"804",30.6,31.74,27.59,31.379999,17506900,29.469313
"805",27.49,31.15,25.91,26.08,13774100,24.49202
"806",26.360001,26.85,24.389999,26.25,18692900,24.651672
"807",24.25,25.6,20.84,22.67,17039700,21.289654
"808",23.129999,25.99,21,25.59,15655100,24.031858
"809",27.059999,28.389999,25.889999,26.84,23790200,25.205746
"810",26.75,26.969999,23.35,24.549999,16239400,23.05518
"811",26.450001,30.870001,26.450001,30.74,16724400,28.86828
"812",31.23,32.560001,29.49,30.940001,14295900,29.056103
"813",31.120001,32.459999,30.4,32.09,13576900,30.136082
"814",30.120001,30.27,28.799999,29.25,10647200,27.469004
"815",28.51,30.139999,27.52,29.290001,11089600,27.506571
"816",30.030001,31.92,29.709999,30.799999,13481100,28.924629
"817",29.32,30.530001,28.83,29.620001,11101400,27.816477
"818",31.25,35.419998,30.709999,33.860001,14693200,31.798311
"819",34.610001,34.98,31.610001,32.91,11505000,30.906153
"820",33.48,33.799999,31.790001,32.799999,13532900,30.802851
"821",34.880001,35.939999,33.02,33.27,11704200,31.244234
"822",34.049999,35.889999,33.869999,35.68,8171100,33.507492
"823",37.93,37.98,33.290001,34.73,14176800,32.615337
"824",35.939999,35.98,33.77,34.299999,10222000,32.211514
"825",34.369999,34.470001,33.669998,34.080002,11082200,32.004913
"826",32.169998,33,30.73,32.200001,11354700,30.239386
"827",31.84,32.23,30.52,31.07,13220600,29.178188
"828",31.98,35.369999,31.85,35.259998,13162600,33.113064
"829",32.470001,35.669998,32.400002,34.57,13226400,32.465076
"830",32.950001,34.130001,32.610001,33.189999,13639500,31.169102
"831",35.200001,35.529999,34.540001,34.98,12048400,32.850113
"832",36.610001,37.200001,35.369999,36.18,9849600,33.977043
"833",36.970001,37.299999,35.779999,36.09,8683900,33.892529
"834",35.869999,37.41,34.68,37.150002,8302500,34.887989
"835",37.889999,38.990002,37.560001,38.48,9445700,36.137005
"836",40.07,42.549999,39.639999,42.209999,12958100,39.639881
"837",42.580002,43.580002,40.84,42.099998,11760700,39.536579
"838",40.540001,41.299999,38.709999,39.139999,9256700,36.756817
"839",38.619999,40.400002,38.150002,40.360001,12515600,37.902534
"840",43.099998,43.57,40.66,40.919998,10096700,38.428432
"841",41.09,41.830002,39.82,40.490002,8213000,38.02462
"842",42,43.349998,41.91,42.419998,9520700,39.837093
"843",43.119999,43.349998,42.060001,43.080002,6974200,40.861485
"844",42.23,43.279999,42.080002,42.27,7076800,40.093197
"845",42.619999,43.150002,41.529999,41.580002,7375900,39.438732
"846",41.02,41.18,39.540001,39.889999,7666400,37.835762
"847",38.93,40.459999,37.779999,39.93,6718700,37.873703
"848",39.869999,41.549999,39.720001,40.869999,7242300,38.765293
"849",43.450001,44.610001,43.169998,43.599998,9047300,41.354702
"850",43.700001,43.880001,42.610001,42.669998,6126300,40.472595
"851",43.59,44.799999,43.299999,44.150002,7203000,41.876381
"852",44.389999,44.869999,43.619999,43.720001,6646000,41.468529
"853",42.91,43.360001,42.299999,43.279999,4674000,41.051182
"854",44.810001,45.119999,43.5,43.669998,7702600,41.421097
"855",44.34,44.68,42.959999,44.669998,5768100,42.369598
"856",44.720001,44.720001,42.779999,43.009998,5871500,40.795082
"857",42.610001,42.779999,41.669998,42.18,10172200,40.007828
"858",42.259998,43.700001,41.639999,43.389999,6344300,41.155518
"859",44.02,44.689999,43.700001,44.200001,5858300,41.923805
"860",45.110001,45.23,44.02,45.119999,8024200,42.796429
"861",44.68,45.130001,44.18,44.709999,5577000,42.407543
"862",47.389999,48.779999,47.029999,48.59,11578800,46.087727
"863",50.209999,50.790001,48.810001,50.310001,10242200,47.719158
"864",48.25,49.189999,47.880001,48.630001,8203600,46.125671
"865",48.040001,48.290001,45.869999,45.91,7882300,43.54575
"866",42.080002,44.25,41.799999,42.119999,8435200,39.95092
"867",45.310001,45.41,42.110001,43.73,8928400,41.478008
"868",41.07,43.91,40.849998,43.349998,7992100,41.117577
"869",45.299999,45.68,43.599998,45.110001,6932400,42.786945
"870",44.990002,45.099998,43.91,44.02,5967200,41.753075
"871",43.529999,44.84,43.18,44.450001,7293700,42.160934
"872",45.900002,45.900002,43.380001,43.700001,13702800,41.449554
"873",43.240002,43.98,42.66,43.560001,5009100,41.316769
"874",44.119999,44.529999,43.59,43.810001,4962200,41.55389
"875",43,43.169998,40.93,40.990002,7137200,38.879112
"876",40.66,42.119999,40.509998,42.060001,5981000,39.894012
"877",41.57,41.619999,40.16,40.349998,8399400,38.272068
"878",40.400002,41.349998,39.919998,41.299999,5764800,39.173145
"879",40.869999,42.34,40.279999,42.02,6313900,39.856068
"880",42.349998,42.830002,40.68,40.740002,5600000,38.641991
"881",41.82,42.509998,41.580002,41.779999,4775000,39.628426
"882",42.630001,42.869999,41.360001,41.630001,5825100,39.486153
"883",41.150002,41.630001,40.57,40.639999,5995100,38.547138
"884",40.580002,41.57,40.299999,41.040001,4896800,38.92654
"885",40.66,40.889999,38.290001,38.349998,9189500,36.375065
"886",38.360001,39.82,38.220001,39.689999,9218300,37.646061
"887",40.130001,40.509998,39,39.66,5887000,37.617603
"888",39.439999,41.34,39.27,41.310001,4953500,39.182636
"889",42.189999,42.419998,41.049999,41.619999,5777100,39.476669
"890",41.290001,42.060001,40.66,41.59,4655700,39.448215
"891",41.349998,41.669998,39.779999,39.959999,6699300,38.288818
"892",39.959999,40.34,39.240002,39.330002,6407600,37.685169
"893",40.099998,42.080002,40,41.66,7950900,39.917725
"894",41.07,41.25,40.32,40.889999,5158400,39.179924
"895",40.529999,41.130001,40.23,40.459999,5953500,38.76791
"896",40.740002,41.360001,40.16,40.279999,5202600,38.595432
"897",39.919998,40.48,39.439999,39.77,5312400,38.106766
"898",39.57,39.959999,38.799999,38.959999,6188300,37.330639
"899",38.970001,39.939999,38.599998,39.939999,6305200,38.26965
"900",38.119999,38.470001,35.900002,37.639999,13421000,36.065842
"901",37.049999,37.599998,36.709999,37.389999,7719900,35.826298
"902",37.27,37.389999,36.689999,36.709999,8064700,35.174736
"903",36.66,38.07,36.470001,37.639999,5808100,36.065842
"904",38.5,38.689999,37.709999,38.02,7315000,36.429955
