"","BXP.Open","BXP.High","BXP.Low","BXP.Close","BXP.Volume","BXP.Adjusted"
"94",120.720001,121.559998,120.199997,120.440002,754600,103.89415
"95",120.669998,122.580002,119.580002,120.269997,948100,103.747513
"96",120.230003,122.019997,119.540001,121.010002,665000,104.385857
"97",120.980003,121.889999,120.809998,121.029999,918400,104.403091
"98",121.370003,123.169998,120.949997,121.839996,867800,105.101814
"99",121.910004,122.330002,121.43,121.870003,606100,105.127708
"100",122.139999,122.699997,121.669998,122,503800,105.239838
"101",121.690002,122,120.739998,121.349998,400800,104.679131
"102",121.300003,121.809998,120.82,120.82,417700,104.221947
"103",121.110001,121.720001,120.779999,121.32,833600,104.653259
"104",120.919998,122.080002,120.519997,121.75,617100,105.024193
"105",122.5,122.830002,121.82,122.360001,598700,105.550392
"106",122.239998,122.650002,121.260002,122.239998,412700,105.446877
"107",122.18,122.18,120.220001,120.93,514400,104.316833
"108",121.099998,121.889999,121.099998,121.730003,714300,105.006935
"109",121.730003,122.610001,120.870003,122.599998,489800,105.757423
"110",122.349998,125.699997,122.080002,125.239998,889500,108.034729
"111",125.18,127.139999,125.099998,127.110001,811200,109.647842
"112",126.519997,127.839996,125.459999,126.82,657900,109.397675
"113",127.300003,127.779999,126.029999,126.620003,550100,109.225159
"114",125.900002,127.589996,125.900002,127.279999,599300,109.794487
"115",127.540001,128.039993,125.639999,126.120003,934000,108.793839
"116",126,126.279999,124.720001,125.830002,528800,108.543678
"117",125.699997,126.379997,124.349998,125.959999,482500,108.655823
"118",125.980003,126.43,124.360001,125.120003,409500,107.931213
"119",124.879997,125.849998,124.199997,124.839996,530600,107.689674
"120",124.809998,126.260002,124.75,125.57,776900,108.319397
"121",126.110001,126.510002,125.389999,125.730003,612400,108.457436
"122",125.419998,125.870003,123.639999,123.75,834000,106.74942
"123",123.709999,123.870003,122.790001,123.389999,560300,107.087898
"124",122.910004,123.800003,122.339996,123.18,643700,106.905647
"125",123.5,124.019997,122.629997,123.019997,580200,106.766777
"126",123.599998,125.080002,123.43,124.949997,298200,108.441795
"127",125.029999,125.089996,122.610001,122.989998,649000,106.740738
"128",122.510002,122.889999,119.919998,119.970001,626800,104.119766
"129",119.970001,120.809998,119.599998,120.129997,472700,104.258606
"130",120.139999,121,117.709999,117.980003,805000,102.392662
"131",117.870003,118.18,116.769997,117.699997,692300,102.149658
"132",118.059998,119.540001,118.059998,119.25,512800,103.494881
"133",119.589996,121.010002,119.260002,120.370003,607300,104.466904
"134",120.849998,122.379997,120.720001,121.699997,502100,105.621178
"135",121.690002,122.410004,121.040001,121.559998,655700,105.499664
"136",121.480003,121.93,118.879997,119.139999,832100,103.399399
"137",119.099998,120.629997,118.870003,120.360001,765600,104.458214
"138",120.300003,120.580002,118.75,118.809998,510700,103.112976
"139",118.599998,119.279999,118.279999,118.910004,401900,103.199791
"140",119.089996,119.540001,118.379997,119.010002,490200,103.286568
"141",119.5,119.5,118.330002,119.269997,514200,103.51223
"142",119.360001,120.43,118.769997,120.370003,410200,104.466904
"143",120.150002,121.449997,118.720001,121.209999,595200,105.195923
"144",121.239998,122.459999,120.709999,122.330002,701300,106.167946
"145",122.32,122.769997,119.919998,120.910004,1046700,104.93557
"146",121.220001,122.629997,120.860001,121.870003,595100,105.76873
"147",122.989998,125,121.129997,121.830002,886600,105.734001
"148",121.849998,123.82,121.849998,123.709999,694100,107.365639
"149",123.699997,124.699997,123.330002,124.220001,765400,107.808243
"150",124.209999,124.209999,122.510002,122.75,422300,106.532448
"151",122.510002,123.470001,122.139999,122.959999,662700,106.714714
"152",122.800003,122.800003,121.419998,121.669998,503700,105.595154
"153",121.190002,121.470001,120.470001,121.269997,555200,105.248001
"154",120.949997,121.5,119.019997,120.050003,564800,104.189178
"155",120.43,122.790001,120.43,122.510002,670200,106.324142
"156",122.349998,122.68,120.440002,122.43,749900,106.25473
"157",122.480003,123.110001,121.489998,122.029999,668400,105.907593
"158",121.279999,121.879997,120.610001,121.059998,744700,105.065735
"159",120.730003,120.75,118.300003,119.830002,866200,103.99826
"160",119.940002,121.760002,119.370003,120.769997,474900,104.814041
"161",120.769997,120.959999,119.349998,119.620003,631300,103.815994
"162",119.529999,121.650002,119.349998,121.050003,433600,105.057053
"163",121.260002,122.309998,119.769997,119.889999,1021800,104.050316
"164",120.379997,122.010002,119.559998,121.459999,526000,105.41288
"165",121.800003,122.239998,119.32,120.25,630200,104.36274
"166",120.220001,120.559998,118.889999,119.5,482700,103.71183
"167",119.230003,120.480003,118.220001,120.190002,409900,104.310699
"168",120.459999,121.269997,120.050003,120.599998,829200,104.666512
"169",120.93,122.050003,120.370003,121.300003,513800,105.274002
"170",121.300003,121.980003,119.690002,120.370003,531100,104.466904
"171",120.940002,121.889999,120.629997,120.93,410900,104.952904
"172",121.169998,121.480003,119.790001,120.910004,485300,104.93557
"173",120.620003,120.93,119.949997,120.169998,444100,104.293297
"174",120.830002,121.370003,120.260002,120.709999,555200,104.761978
"175",120.699997,121.589996,119.709999,120.199997,414100,104.319351
"176",120,120.379997,119.339996,119.959999,518600,104.111076
"177",119.93,122.370003,119.599998,122.330002,510200,106.167946
"178",122.68,122.68,120.610001,122.400002,832700,106.228706
"179",122.160004,122.730003,121.099998,121.68,813600,105.603828
"180",121.589996,121.629997,119.470001,119.639999,813200,103.833336
"181",120.019997,120.839996,119.889999,120.779999,630800,104.822723
"182",120.660004,123.690002,120.660004,122.839996,1011400,106.610558
"183",122.669998,123.75,121.660004,121.68,466700,105.603828
"184",121.339996,123.480003,121.139999,122.629997,459700,106.428307
"185",122.690002,124.120003,122.5,123.75,612900,107.400345
"186",123.5,123.809998,122.5,122.82,458600,106.593201
"187",122.160004,122.93,121.919998,122.769997,537500,107.20446
"188",122.400002,123.349998,122.290001,122.879997,705900,107.300499
"189",122.93,123.309998,121.769997,121.93,662000,106.470947
"190",121.739998,122.599998,120.720001,122.360001,849400,106.846436
"191",121.82,123.889999,121.82,123.699997,831300,108.016556
"192",123.879997,126.040001,123.879997,125.059998,737500,109.204102
"193",124.949997,126.940002,124.419998,126.919998,1226000,110.828316
"194",126.629997,127.279999,126.400002,127.169998,738700,111.046585
"195",127.07,127.980003,126.510002,127.099998,474200,110.985474
"196",127,128.729996,127,128.279999,602500,112.015862
"197",128.100006,128.479996,127.25,128,542400,111.771362
"198",128.300003,128.990005,127.199997,128.289993,502700,112.02459
"199",128.309998,128.720001,127.769997,128.380005,409100,112.103188
"200",128.160004,128.729996,127.93,128.059998,506800,111.823753
"201",128.119995,128.649994,126.660004,126.669998,497200,110.609985
"202",126.559998,126.589996,123.459999,123.629997,909400,107.955429
"203",123.870003,123.93,121.989998,122.93,687700,107.34417
"204",123.32,123.68,122.339996,122.879997,413300,107.300499
"205",122.599998,123.040001,121.370003,121.419998,452200,106.02562
"206",121.470001,122.18,120.25,121.489998,563900,106.086723
"207",122.25,122.25,120.400002,121.279999,409600,105.903366
"208",121.089996,121.839996,120.559998,121.230003,452100,105.859718
"209",121.089996,121.809998,120.309998,120.809998,393000,105.492943
"210",120.5,121.519997,119.919998,121.18,577400,105.81604
"211",121.239998,122.739998,121.080002,121.980003,614900,106.51461
"212",122,123.690002,121.440002,122.769997,682600,107.20446
"213",122.07,122.129997,119.739998,120.68,1067600,105.379433
"214",120.959999,123.790001,120.959999,123.43,639900,107.780777
"215",123.519997,124.620003,123.07,124.190002,563200,108.444412
"216",124.080002,125.25,123.910004,124.739998,620900,108.924683
"217",124.620003,126.129997,124.099998,126.010002,752400,110.033669
"218",125.099998,126.650002,125.089996,125.849998,566900,109.893951
"219",126.190002,126.370003,125.290001,125.93,386700,109.963806
"220",125.720001,126.410004,124.18,124.779999,542700,108.959602
"221",124.849998,125.019997,123.940002,124.150002,409300,108.409492
"222",123.889999,125.739998,123.839996,125.18,604200,109.308899
"223",124.559998,125.489998,124.540001,125.040001,360000,109.186646
"224",125.25,125.389999,124.419998,124.57,473500,108.776253
"225",125.120003,125.43,124.43,125.199997,480400,109.326363
"226",124.68,125.589996,124.57,125,351400,109.151718
"227",125.410004,125.75,125,125.160004,134900,109.291435
"228",125.489998,126.029999,124.970001,125.230003,351500,109.35257
"229",125.449997,125.68,124.150002,124.690002,400700,108.881027
"230",124.730003,125.400002,124.18,125.050003,534300,109.195374
"231",125.480003,126.269997,124.599998,125.379997,1001400,109.483559
"232",125.93,127.129997,125.339996,127.129997,780800,111.01165
"233",127.080002,128.320007,126.849998,127.839996,1802200,111.631653
"234",128.190002,128.520004,125.410004,125.489998,549100,109.579597
"235",125.830002,126.139999,124.480003,125.410004,1411500,109.509743
"236",125.029999,125.379997,123.800003,123.949997,836700,108.234833
"237",124.370003,125.029999,123.290001,124.660004,518500,108.854836
"238",124.459999,125.160004,124.269997,125.050003,511300,109.195374
"239",125.589996,126.529999,124.709999,126.18,499300,110.182114
"240",126.370003,127.040001,125.809998,126.370003,761200,110.34803
"241",126.379997,127.139999,125.849998,126.709999,608300,110.64492
"242",127.260002,129.779999,127.089996,129.410004,2158100,113.002594
"243",129.449997,132,129.449997,130.960007,1882500,114.356079
"244",130.880005,130.880005,128.330002,128.839996,925100,112.504852
"245",128.720001,128.830002,127.690002,127.849998,1903200,111.640388
"246",127.849998,128.419998,126.709999,126.940002,702500,110.845772
"247",127.300003,127.760002,126.769997,127.339996,382100,111.195023
"248",127.690002,128.589996,126.940002,128.490005,330900,112.199234
"249",128.949997,129.339996,128,129.089996,544500,112.72316
"250",128.059998,128.880005,127.669998,128.839996,457100,113.206421
"251",129.100006,130.419998,129.029999,130.029999,650600,114.252022
"252",130.389999,130.389999,128.889999,129.279999,690000,113.593048
"253",129.570007,129.800003,128.729996,129.350006,570600,113.654556
"254",129,129,126.459999,126.480003,2079000,111.132797
"255",126.830002,127.970001,126.519997,127.860001,860900,112.345352
"256",127.540001,128,125.82,126.739998,724300,111.361229
"257",126.050003,126.400002,125.220001,125.400002,598900,110.183838
"258",124.980003,124.980003,123.620003,124.650002,582600,109.524849
"259",124.910004,125.150002,123.730003,123.860001,447800,108.830719
"260",123.989998,124.269997,122.230003,122.330002,636800,107.486374
"261",122.739998,124.540001,121.440002,121.559998,825900,106.809792
"262",122.330002,122.599998,120.860001,122.5,844400,107.635742
"263",122.07,122.309998,120.68,121.18,1080900,106.475899
"264",121.660004,122.309998,120.889999,121.949997,1061300,107.152481
"265",121.949997,123.68,121.699997,123.470001,1067100,108.488022
"266",123.620003,124.290001,123.279999,124.150002,1083200,109.085518
"267",124.080002,124.629997,122.889999,123.239998,603800,108.285927
"268",123.120003,123.620003,121.5,122.68,846400,107.793892
"269",123.209999,123.620003,121.839996,122.970001,559200,108.048721
"270",122.370003,122.629997,121.199997,121.339996,604200,106.616478
"271",120.889999,121.739998,119.360001,119.419998,1106800,104.929459
"272",119.970001,125.370003,119.970001,123.709999,2001100,108.698898
"273",123.589996,123.879997,119.129997,119.190002,1020500,104.727371
"274",118.089996,119.589996,117.339996,119.339996,978000,104.859154
"275",118.5,120.720001,114.599998,114.739998,1051900,100.817322
"276",112.949997,115.660004,111.870003,115.32,1732000,101.326942
"277",114.959999,116.970001,114.959999,115.339996,928000,101.344536
"278",114.989998,116.470001,112.050003,112.089996,1134900,98.488884
"279",113.099998,116.379997,111.82,115.349998,941500,101.353317
"280",115.589996,115.82,111.57,115.139999,829200,101.168793
"281",115.059998,116.669998,114.050003,116.190002,736600,102.091393
"282",115.669998,115.669998,113.32,115.459999,1006300,101.449974
"283",116.510002,118.5,116.43,117.400002,1062300,103.154572
"284",117.449997,120.190002,117.449997,119.639999,911600,105.122757
"285",119.489998,121.169998,119.099998,119.389999,934200,104.903091
"286",119,119.580002,115.849998,115.849998,1040700,101.792656
"287",116.489998,119.919998,116.269997,118.470001,897800,104.094742
"288",118.610001,120.989998,118.349998,120.970001,652300,106.291382
"289",121.410004,121.910004,119.870003,121.43,687700,106.695572
"290",121.910004,122.230003,119.199997,119.510002,979300,105.008537
"291",119.980003,120.709999,118.839996,118.870003,1065000,104.446198
"292",117.870003,119.699997,117.080002,118,962700,103.681763
"293",118,119.150002,117.160004,118.93,639900,104.498932
"294",119.269997,121.809998,118.919998,121.360001,503100,106.634041
"295",121.099998,122.25,120.309998,122.099998,495400,107.284271
"296",121.699997,122.849998,121.110001,122.739998,655800,107.846588
"297",123.099998,123.339996,121.459999,122.309998,522600,107.468765
"298",122.449997,123.760002,121.440002,123.620003,674900,108.619835
"299",123.300003,125.919998,123.300003,125.559998,886400,110.324425
"300",125.809998,126.389999,124.730003,125.260002,718200,110.060822
"301",125.660004,125.75,124.300003,125.589996,560000,110.350777
"302",125.839996,126.120003,124.660004,125.910004,682300,110.631958
"303",125.709999,127.309998,124.809998,127.160004,887100,111.730286
"304",127.300003,127.419998,125.57,126.279999,441100,110.957069
"305",126.529999,127.540001,125.379997,125.669998,679000,110.421089
"306",125.510002,126.029999,123.5,124.349998,766300,109.261261
"307",123.989998,125.620003,122.470001,122.580002,660000,107.706009
"308",122.050003,122.629997,117.940002,118.43,1198400,104.059586
"309",119.779999,120.139999,118.709999,119.870003,821100,105.324867
"310",119.970001,123.010002,118.730003,120.870003,677700,106.203514
"311",120.849998,123.790001,119.809998,123.400002,759900,109.148941
"312",123.800003,124.470001,122.339996,123.220001,640400,108.989716
"313",123.440002,123.730003,120.309998,121.459999,750400,107.432976
"314",121.459999,122.980003,120.199997,122.190002,863800,108.078682
"315",120.989998,123.379997,120.989998,122.919998,871100,108.724373
"316",123.059998,123.18,121.440002,122.269997,578100,108.149452
"317",122.230003,122.989998,120.290001,120.959999,597900,106.99073
"318",121.160004,121.470001,120.029999,120.120003,661800,106.247734
"319",120.75,121.989998,120.120003,121.449997,712400,107.424141
"320",121.089996,122.150002,120.879997,120.949997,611400,106.98188
"321",121.419998,121.419998,118.290001,118.830002,952300,105.106728
"322",118.860001,119.970001,118.339996,119.900002,544200,106.053146
"323",120.360001,121.209999,119.370003,120.519997,539400,106.601532
"324",121.18,122.489998,120.18,121.620003,740200,107.574524
"325",122.07,122.300003,120.550003,120.839996,431300,106.884598
"326",120.559998,120.739998,118.230003,119.339996,637200,105.557816
"327",119.879997,119.970001,118.300003,118.75,520600,105.035957
"328",118.860001,119.07,117.57,118.559998,506600,104.867882
"329",118.68,119.129997,117.540001,118.440002,943900,104.761749
"330",118.650002,119.07,116.43,118.32,1410300,104.655617
"331",118.510002,120.739998,118.400002,120.57,903300,106.645782
"332",120.25,123.129997,120.25,122.449997,606100,108.308655
"333",122.660004,123.290001,121.32,121.410004,635600,107.388763
"334",121.699997,122.959999,120.860001,122.669998,673700,108.503258
"335",121.830002,122.389999,118.68,120.809998,884200,106.858055
"336",120.440002,122.330002,120.360001,121.82,537900,107.751411
"337",121.610001,124.489998,121.589996,124.040001,563400,109.715027
"338",124.540001,124.900002,123.769997,124.150002,451700,109.812332
"339",124,124,121.889999,122.769997,1057600,108.591698
"340",122.639999,124.400002,122.360001,124.25,485300,109.900795
"341",124.660004,125.18,123.82,124.870003,499600,110.449188
"342",125.110001,125.300003,123.989998,124.379997,539700,110.015762
"343",124.010002,124.339996,122.279999,122.440002,536000,108.299828
"344",121.589996,122.029999,118.699997,119,1095200,105.25708
"345",119.400002,119.889999,116.660004,117.120003,1091100,103.5942
"346",116.839996,117.900002,116.68,117.239998,767800,103.700356
"347",117.220001,117.870003,116.440002,117.089996,1877300,103.567657
"348",117.739998,118.779999,116,118.190002,777400,104.540627
"349",118.370003,119.529999,117.639999,119.239998,753200,105.469353
"350",119.239998,120.919998,118.879997,119.970001,735100,106.115059
"351",120.199997,120.349998,118.779999,119.489998,787900,105.690498
"352",119.639999,119.980003,119.370003,119.589996,605300,105.778946
"353",119.129997,119.980003,118.449997,119.400002,704400,105.610893
"354",119.489998,122.519997,119.080002,122.129997,598700,108.025612
"355",121.169998,122.290001,121.110001,121.769997,1007600,107.707184
"356",122.120003,122.660004,121.410004,121.5,581900,107.468376
"357",121.989998,123.589996,121.580002,123.57,564800,109.299316
"358",123.809998,124.129997,122.07,122.120003,652000,108.016777
"359",122.120003,123.019997,121.629997,122.610001,442200,108.45018
"360",122.760002,123.089996,121.18,122.379997,653700,108.24675
"361",122.669998,122.809998,122.089996,122.650002,502900,108.485565
"362",122.910004,123.059998,122.010002,122.309998,395200,108.184822
"363",122.050003,122.849998,121.379997,122.07,612800,107.972542
"364",122.279999,122.620003,119.709999,119.800003,646600,105.964691
"365",120.089996,120.760002,119.459999,119.879997,590200,106.035454
"366",120.279999,121.120003,119.769997,120.080002,1132400,106.212364
"367",119.709999,120.150002,117.980003,118.870003,986400,105.142105
"368",118.639999,119.559998,118.510002,118.779999,731300,105.062492
"369",118.93,121.330002,118.68,121.230003,613400,107.229553
"370",121.690002,122.480003,120.779999,122.370003,1214200,108.2379
"371",123.769997,125.889999,122.400002,125.599998,1479500,111.094872
"372",125.489998,125.760002,123.629997,125.169998,731800,110.714539
"373",125.410004,125.459999,124.099998,124.57,925400,110.18383
"374",124.769997,125.459999,123.830002,124.239998,510600,109.891937
"375",123.709999,125.309998,123.5,124.940002,541000,111.22731
"376",124.580002,126.190002,123.559998,125.419998,818200,111.65461
"377",125.260002,125.550003,123.260002,124.690002,688900,111.004738
"378",124.589996,126.080002,123.989998,124.580002,397200,110.906822
"379",124.669998,126.169998,124.279999,126.07,719800,112.233276
"380",126.300003,126.910004,125.839996,126.300003,478000,112.438034
"381",126.370003,126.720001,125.080002,126.040001,574500,112.206581
"382",126,126.489998,125.5,125.849998,555400,112.03743
"383",125.800003,126.400002,125.480003,125.940002,439400,112.117554
"384",126.18,127.080002,125.510002,126.959999,538500,113.025597
"385",127.25,128.130005,126.870003,127.32,625700,113.346077
"386",126.809998,127.370003,125.830002,126.93,677500,112.998901
"387",127.089996,127.220001,125.239998,125.669998,686500,111.877182
"388",125.449997,126.419998,124.68,125.169998,469700,111.43206
"389",125.080002,127.419998,124.779999,126.800003,509500,112.883156
"390",126.349998,126.559998,125.050003,125.190002,379200,111.449867
"391",124.980003,125.059998,123.330002,124.220001,364100,110.586327
"392",124.230003,125.260002,123.290001,124.68,537800,110.995842
"393",124.949997,125.489998,124.379997,124.870003,467700,111.165001
"394",125.209999,125.910004,124.389999,124.519997,622400,110.853394
"395",124.959999,125.269997,122.589996,122.870003,442900,109.384499
"396",122.629997,123,121.760002,122.07,482200,108.672302
"397",122.919998,125.790001,121.989998,125.529999,1031800,111.752556
"398",122.349998,130.020004,122.349998,129.839996,1011900,115.5895
"399",129.119995,130.520004,128.240005,128.899994,1066800,114.75267
"400",128.529999,129.740005,127.699997,129.100006,685000,114.930725
"401",129.160004,130.080002,129.009995,129.570007,674800,115.349144
"402",129.860001,130.050003,128.740005,129.740005,680800,115.500496
"403",129.860001,130.009995,128.740005,129.660004,488200,115.429268
"404",129.649994,129.759995,128.970001,129.309998,890800,115.117683
"405",128.929993,129.960007,128.610001,128.940002,875200,114.7883
"406",129.320007,130.080002,129.130005,129.490005,819900,115.277901
"407",129.789993,130.529999,128.880005,129.789993,1241500,115.544998
"408",129.919998,131.309998,129.419998,130.679993,605800,116.337296
"409",130.720001,132.089996,130.509995,131.630005,738800,117.183044
"410",131.869995,132.610001,131.419998,132.149994,755100,117.645988
"411",132.600006,132.820007,131.550003,131.600006,625500,117.156342
"412",131.240005,131.520004,129.789993,129.800003,653400,115.553894
"413",130.330002,130.509995,129.009995,129.270004,708600,115.082062
"414",129.600006,129.660004,128.350006,128.610001,530000,114.494499
"415",128.389999,129.419998,127.959999,129.039993,803800,114.877304
"416",129.139999,129.350006,127.699997,128.630005,573900,114.512314
"417",128.770004,130.990005,128.300003,130.820007,769000,116.46196
"418",131.080002,131.130005,130.5,130.630005,472800,116.292801
"419",131.009995,131.020004,130.059998,130.259995,448400,115.963417
"420",130.669998,130.970001,130.160004,130.449997,477700,116.132561
"421",130.089996,131.139999,128.460007,129.130005,596100,114.957451
"422",128.710007,131.380005,128.419998,131.050003,1097100,116.666702
"423",131.399994,131.399994,129.880005,129.889999,1405000,115.634026
"424",129,129.5,128.539993,128.619995,463900,114.503403
"425",129.270004,130.289993,128.440002,128.529999,479000,114.423279
"426",127.830002,128.970001,127.830002,127.919998,571100,113.880234
"427",128.149994,128.690002,127.489998,127.5,534000,113.50634
"428",128.059998,128.059998,127.139999,127.540001,628800,113.541939
"429",127.239998,127.480003,125.300003,125.959999,656500,112.135345
"430",126.379997,127.050003,125.540001,127.010002,502600,113.070122
"431",126.790001,127.730003,126.07,126.139999,478000,112.295586
"432",126.400002,126.419998,124.110001,124.25,532600,110.613029
"433",124.349998,125.93,123.849998,125.669998,585300,111.877182
"434",125.529999,127.239998,125.110001,126.860001,1250800,112.936584
"435",126.489998,126.730003,122.730003,123.550003,560100,109.989876
"436",123.610001,124.639999,122.919998,123.989998,593000,110.381577
"437",124.290001,124.400002,121.25,121.379997,1003700,108.058029
"438",120.620003,121.790001,120.620003,120.720001,780200,108.318245
"439",121,123.160004,121,123.089996,1166100,110.444756
"440",122.970001,123.669998,120.910004,120.959999,826800,108.533585
"441",120.989998,121.849998,120.730003,120.800003,713400,108.390022
"442",120.989998,121.949997,119.339996,120.150002,772600,107.806808
"443",119.360001,120.07,118.519997,119.160004,575200,106.91851
"444",119.980003,120.080002,118.599998,118.860001,634900,106.649315
"445",118.940002,120.489998,118.940002,119.760002,784300,107.456871
"446",119.800003,120.559998,118.919998,120.309998,792700,107.950356
"447",120.139999,121.019997,118.860001,119.059998,620300,106.828758
"448",119.459999,119.459999,114.32,114.370003,1043200,102.620598
"449",115.279999,116.07,113.980003,114.699997,780500,102.916695
"450",115.550003,117.199997,115.5,115.980003,837300,104.065193
"451",116.150002,118.400002,115.879997,118.019997,682700,105.895599
"452",117.870003,118.120003,116.529999,117.519997,600700,105.446983
"453",117.550003,118.650002,116.209999,116.480003,758000,104.513809
"454",116.769997,117.589996,116.690002,116.949997,815600,104.935539
"455",117.349998,117.779999,114.900002,115.010002,552300,103.194839
