"","FTNT.Open","FTNT.High","FTNT.Low","FTNT.Close","FTNT.Volume","FTNT.Adjusted"
"460",80.269997,80.989998,76.019997,77.540001,2093100,77.540001
"461",77.279999,79.459999,76.889999,78.949997,1983500,78.949997
"462",81.059998,82.839996,80.769997,82.18,2119100,82.18
"463",82.199997,84,79.68,83.690002,2360600,83.690002
"464",81.68,81.720001,71.540001,72.559998,5926500,72.559998
"465",73.010002,75.220001,71.690002,74.870003,2900000,74.870003
"466",74.57,75.639999,73.519997,74.75,1929000,74.75
"467",75.910004,78.68,75.620003,77.860001,2935200,77.860001
"468",78.059998,79.489998,77.279999,77.910004,2292100,77.910004
"469",76.889999,77.220001,73.959999,74.730003,2234900,74.730003
"470",74.389999,75.360001,72.650002,73.739998,1715300,73.739998
"471",73.82,75.040001,72.800003,73.480003,1355400,73.480003
"472",74.699997,75.43,73.019997,73.339996,1875000,73.339996
"473",72.510002,73.150002,71.599998,72.75,1735100,72.75
"474",72.379997,73.660004,71.529999,73.449997,2219800,73.449997
"475",73.129997,73.349998,67.529999,67.779999,2884100,67.779999
"476",65.769997,68.589996,64.650002,67.040001,3384800,67.040001
"477",67.639999,69.279999,67.540001,68.540001,3579300,68.540001
"478",67.639999,69.019997,67.639999,67.959999,852700,67.959999
"479",69.209999,71.07,68.629997,70.839996,1816100,70.839996
"480",70.589996,71.199997,69.860001,70.699997,1857300,70.699997
"481",71.25,73.790001,71.25,73.519997,1622500,73.519997
"482",73.07,74.400002,72.139999,73.900002,1483300,73.900002
"483",73.949997,75.07,72.660004,73.839996,3121600,73.839996
"484",76.230003,77.18,74.360001,75.110001,2262300,75.110001
"485",75.480003,76.389999,72.440002,73.379997,2287400,73.379997
"486",71.620003,75.470001,70.339996,75.440002,2273700,75.440002
"487",74.809998,75.5,71.190002,71.610001,1843200,71.610001
"488",72.040001,74.949997,72.040001,74.699997,1441200,74.699997
"489",75.970001,76.279999,74,74.440002,3499400,74.440002
"490",76,76.349998,74.629997,75.190002,1439700,75.190002
"491",75.940002,76.349998,73.629997,74.510002,1141000,74.510002
"492",73.040001,74.529999,72.129997,72.910004,2238400,72.910004
"493",72.339996,72.5,67.860001,68.239998,2946600,68.239998
"494",68.650002,71.419998,68.650002,70.07,3158300,70.07
"495",70.720001,72.459999,69.459999,70.019997,2422600,70.019997
"496",69.400002,70.720001,67.160004,69.870003,3487000,69.870003
"497",70.209999,70.82,65.099998,65.839996,4143200,65.839996
"498",65,67,64.410004,65.510002,1094300,65.510002
"499",66.029999,68.660004,65.959999,68.57,2792800,68.57
"500",67.660004,70.410004,67.07,70.389999,1606000,70.389999
"501",70.75,71.660004,69.150002,70.339996,1081600,70.339996
"502",71.07,71.559998,69.970001,70.43,1109100,70.43
"503",68.580002,70.68,68.040001,69.68,1550000,69.68
"504",68.800003,69.330002,66.959999,67.57,2058500,67.57
"505",65.790001,67.879997,65.059998,66.910004,4211900,66.910004
"506",66.82,70.510002,66.82,70.089996,4210300,70.089996
"507",70.790001,71.860001,70.309998,71.550003,2409100,71.550003
"508",72,73.470001,71.699997,73.080002,1737700,73.080002
"509",72.260002,73.269997,70.190002,73.209999,1516300,73.209999
"510",72.989998,73.379997,72.25,73.269997,1299500,73.269997
"511",72.620003,72.839996,71.900002,72.260002,1162400,72.260002
"512",72.540001,75.290001,72.540001,74.629997,1958500,74.629997
"513",74.599998,75,71.720001,72.339996,1427700,72.339996
"514",71.940002,73.32,71.610001,72.650002,1084500,72.650002
"515",72.360001,72.5,69.860001,70.5,3630900,70.5
"516",69,70.5,68.150002,69.849998,3558900,69.849998
"517",70.290001,72.68,69.220001,71.480003,2994600,71.480003
"518",71.559998,73.019997,71.470001,72.519997,1565500,72.519997
"519",73.139999,73.93,73,73.589996,1456900,73.589996
"520",73.029999,74.160004,72.269997,73.720001,1242800,73.720001
"521",73.949997,74.5,72.779999,73.209999,1490400,73.209999
"522",73.919998,75.199997,73.290001,75.160004,1760400,75.160004
"523",75.25,77.57,75.25,76.57,2270100,76.57
"524",76.690002,79.260002,76.690002,78.900002,2489500,78.900002
"525",79.529999,80.559998,78.959999,80.139999,2764400,80.139999
"526",80.25,82.260002,80.139999,81.970001,2774500,81.970001
"527",82,82.300003,80.040001,81.220001,2788700,81.220001
"528",81,81.080002,76.360001,79.360001,4959700,79.360001
"529",78.639999,81.639999,78.400002,81.019997,2335800,81.019997
"530",81.379997,82.239998,80.82,81.690002,1786100,81.690002
"531",82.169998,83.290001,81.980003,83.129997,2101500,83.129997
"532",83.370003,83.720001,82.120003,82.419998,1280800,82.419998
"533",82.099998,83.629997,81.940002,83.190002,1144300,83.190002
"534",83.349998,83.5,82.580002,83.110001,1397200,83.110001
"535",83.019997,84.260002,82.980003,83.93,1439300,83.93
"536",84.129997,84.25,82.940002,83.870003,1271400,83.870003
"537",83.690002,84.800003,83.150002,84.489998,1469200,84.489998
"538",84.980003,86.830002,84.730003,86.790001,1681100,86.790001
"539",87.459999,88.599998,86.849998,87.059998,1554900,87.059998
"540",86.760002,87.300003,86.080002,86.980003,1159100,86.980003
"541",87.480003,88.389999,87.120003,87.900002,1205600,87.900002
"542",87.830002,88.540001,86.669998,86.790001,2066600,86.790001
"543",87.410004,87.900002,85.669998,86.93,1467600,86.93
"544",87.199997,87.370003,82.360001,83.82,1843700,83.82
"545",83.510002,84.269997,83.199997,83.620003,1203100,83.620003
"546",83.730003,84.269997,82.510002,82.900002,1226200,82.900002
"547",82.910004,83.910004,82.389999,82.480003,2002200,82.480003
"548",81.639999,81.68,79.660004,80.669998,1848000,80.669998
"549",81.309998,82.629997,81.150002,82.559998,1428800,82.559998
"550",82.650002,83,81.629997,82.400002,1285100,82.400002
"551",82.660004,84.440002,82.660004,83.660004,1426700,83.660004
"552",83.620003,84.660004,83.5,84.379997,1017500,84.379997
"553",84.480003,84.669998,83.230003,83.260002,3791300,83.260002
"554",83.410004,84.559998,82.980003,84.510002,1670200,84.510002
"555",84.949997,85.400002,83.669998,85.32,1803700,85.32
"556",85.989998,86.949997,84.510002,85.599998,1388200,85.599998
"557",85.529999,88.339996,85.459999,88.300003,1520300,88.300003
"558",88,88.18,85.120003,85.190002,1321000,85.190002
"559",84.580002,85.580002,83.510002,85.019997,865000,85.019997
"560",85.889999,86.360001,84.529999,84.839996,980400,84.839996
"561",84.769997,84.889999,80.830002,81.830002,1980900,81.830002
"562",82.169998,82.959999,81.629997,82.349998,917100,82.349998
"563",82.919998,84.029999,82.260002,83.970001,1339500,83.970001
"564",84.589996,85.93,83.269997,85.220001,1221400,85.220001
"565",85.379997,85.900002,84.269997,85.629997,1924300,85.629997
"566",86.110001,87.940002,86.080002,87.489998,1632800,87.489998
"567",87.809998,87.849998,82.440002,83.5,3227400,83.5
"568",83.93,85.050003,83.470001,84.110001,1138600,84.110001
"569",84.089996,86.849998,83.309998,86.080002,1622200,86.080002
"570",85.470001,87.440002,85.339996,87.309998,1800500,87.309998
"571",87.599998,89.970001,87.379997,89.620003,2780100,89.620003
"572",90,90.870003,89.019997,89.68,2030200,89.68
"573",90.300003,92.910004,90.019997,92.709999,2505300,92.709999
"574",92.849998,95.589996,92.800003,95.220001,2523200,95.220001
"575",95.949997,96.959999,93.440002,94.050003,2184400,94.050003
"576",94.370003,94.959999,91.559998,92.370003,1777600,92.370003
"577",89.860001,91.120003,88.209999,91.080002,2208900,91.080002
"578",90.839996,91.940002,90.610001,91.57,1244500,91.57
"579",91.800003,92.129997,90.279999,91.989998,1793200,91.989998
"580",92.449997,93.209999,92.040001,92.260002,1385000,92.260002
"581",92.82,93.379997,91.349998,92.900002,1411200,92.900002
"582",93,93.389999,91.400002,93.019997,1191100,93.019997
"583",93.5,94.190002,92.75,93.029999,1314600,93.029999
"584",93.019997,93.760002,92.599998,93.419998,1266100,93.419998
"585",93.639999,93.639999,91.790001,91.889999,1517600,91.889999
"586",91.82,92.620003,90.489998,91.510002,2159400,91.510002
"587",86.050003,86.68,82.800003,85.959999,4383200,85.959999
"588",83.650002,85.199997,82.849998,85.010002,2356200,85.010002
"589",84,84.150002,80.730003,81.779999,3097000,81.779999
"590",81.589996,82.220001,80.889999,81.650002,1492200,81.650002
"591",80.25,82.260002,79.75,81.809998,1448700,81.809998
"592",81.260002,83.220001,80.339996,82.900002,1738500,82.900002
"593",80.75,81.760002,79.419998,79.489998,1921800,79.489998
"594",80.019997,81.660004,80,81.199997,1388500,81.199997
"595",80.769997,82.25,80.5,81.050003,1113900,81.050003
"596",81.110001,83.580002,81.110001,83.239998,1271100,83.239998
"597",82.360001,84.07,81.779999,82.620003,1273900,82.620003
"598",81.620003,82.059998,80.690002,81.349998,882600,81.349998
"599",82.440002,82.970001,81.949997,82.559998,915300,82.559998
"600",81.970001,82.620003,81.529999,81.959999,737900,81.959999
"601",80.650002,80.720001,76.720001,77.489998,2720200,77.489998
"602",78.199997,78.900002,77.260002,77.739998,1522700,77.739998
"603",77.870003,79.300003,77.040001,77.239998,1760300,77.239998
"604",76.610001,77.379997,75.050003,75.82,1729700,75.82
"605",75.800003,76.43,75.110001,76.050003,1418600,76.050003
"606",75,75.25,72.239998,72.480003,2543500,72.480003
"607",72.32,72.849998,68.870003,69.650002,2633500,69.650002
"608",70.709999,72.5,70.389999,72.470001,1695400,72.470001
"609",73.480003,73.75,71.599998,73.150002,1356000,73.150002
"610",73.470001,73.910004,72.43,73.589996,1192700,73.589996
"611",73.75,74.610001,73.489998,73.82,1192800,73.82
"612",74.410004,75.639999,74.349998,74.68,1348600,74.68
"613",75.18,76.160004,74.699997,75.980003,2122200,75.980003
"614",75.519997,77.07,75.220001,76.989998,1407000,76.989998
"615",77.25,77.32,76.110001,76.610001,1233600,76.610001
"616",76.529999,77.129997,75.690002,75.709999,1221400,75.709999
"617",75.540001,76.690002,74.440002,74.529999,1145900,74.529999
"618",75.739998,75.769997,74.650002,74.949997,1168100,74.949997
"619",75.32,77.129997,74.5,76.959999,1168200,76.959999
"620",77.870003,79.32,76.400002,76.940002,1589400,76.940002
"621",76.93,77.389999,74.980003,76.129997,2731100,76.129997
"622",79.040001,79.190002,75.690002,75.839996,1685500,75.839996
"623",76.099998,76.480003,74.669998,74.870003,1525300,74.870003
"624",75.18,76.279999,74.82,75.25,1411600,75.25
"625",75.790001,77.110001,74.870003,76.75,926900,76.75
"626",77.089996,77.620003,76.010002,76.830002,2056400,76.830002
"627",78.110001,78.629997,76.879997,77.190002,1263400,77.190002
"628",77.440002,78.449997,77.199997,78.110001,1167100,78.110001
"629",78.480003,79.449997,78.040001,78.839996,1089100,78.839996
"630",78.389999,78.940002,77.190002,78.889999,635200,78.889999
"631",77.970001,79.480003,77.870003,78.550003,950700,78.550003
"632",78.449997,80.699997,78.010002,80.550003,1718400,80.550003
"633",80.980003,81.459999,80.410004,81.050003,1710200,81.050003
"634",81.589996,84.199997,81.18,84.059998,2341700,84.059998
"635",84.300003,84.760002,83.029999,84.709999,1751200,84.709999
"636",84.940002,85.230003,83.639999,85.019997,1819700,85.019997
"637",85.019997,85.639999,83.949997,84.769997,1215500,84.769997
"638",84.68,86.830002,84.459999,86.550003,1292100,86.550003
"639",86.019997,86.730003,85.389999,86.449997,1266500,86.449997
"640",87.059998,88.650002,86.970001,87.360001,1768700,87.360001
"641",87.559998,88.150002,86.870003,87.550003,868600,87.550003
"642",88.290001,88.32,86.32,87.610001,1024200,87.610001
"643",87.139999,87.239998,86.160004,86.580002,1607100,86.580002
"644",86.040001,86.660004,85.089996,85.339996,1012400,85.339996
"645",85.82,86.190002,85.260002,85.360001,1033900,85.360001
"646",85.339996,85.339996,81.209999,82.959999,1924700,82.959999
"647",82.129997,83.360001,82.099998,82.440002,1148800,82.440002
"648",82.43,82.550003,79.379997,80.309998,1758200,80.309998
"649",80.440002,81.410004,78.849998,79.019997,1826200,79.019997
"650",88,92.790001,85.889999,86.050003,5660100,86.050003
"651",83.370003,83.379997,78.830002,80.860001,2952600,80.860001
"652",81.459999,82.489998,80.540001,82.059998,1976200,82.059998
"653",80.489998,81.809998,79.050003,81.459999,1990200,81.459999
"654",82.099998,84.660004,82.099998,84.370003,1702000,84.370003
"655",84.25,85.300003,83.080002,83.529999,1549900,83.529999
"656",83,83.379997,81.419998,82.190002,1226700,82.190002
"657",81.540001,84.449997,81.459999,83.910004,1656800,83.910004
"658",82.199997,82.5,79.129997,80.709999,1563500,80.709999
"659",80.800003,81.660004,79.790001,80.099998,1526800,80.099998
"660",80.839996,81.989998,80.360001,80.660004,1072100,80.660004
"661",81.940002,82.139999,81.080002,81.160004,783700,81.160004
"662",80.720001,81.110001,79.459999,79.669998,1067100,79.669998
"663",80.669998,82.540001,79.199997,81.970001,1335200,81.970001
"664",82,82.349998,80.900002,81.75,750900,81.75
"665",81.75,82.849998,80.050003,80.349998,1644800,80.349998
"666",80.830002,81.540001,80.5,81.129997,1329900,81.129997
"667",81.519997,81.830002,80.400002,80.860001,1363000,80.860001
"668",80.080002,80.580002,77.110001,77.849998,2050400,77.849998
"669",78.93,79.190002,77.169998,77.970001,1821400,77.970001
"670",78.589996,79.739998,78.25,79.18,1258800,79.18
"671",78.510002,79.300003,77.330002,78.029999,1276600,78.029999
"672",79.239998,79.389999,77.669998,78.220001,1122700,78.220001
"673",79.57,80.610001,78.809998,80.389999,1557300,80.389999
"674",80.5,81.410004,79.839996,80.099998,980300,80.099998
"675",80.589996,81.029999,78.260002,79.010002,1365000,79.010002
"676",78.330002,79.550003,77.360001,79.209999,1086800,79.209999
"677",79.779999,80.879997,78.830002,79.849998,1139200,79.849998
"678",80.07,80.669998,78.260002,78.370003,1458500,78.370003
"679",78.699997,79.199997,77.769997,78.110001,1015800,78.110001
"680",77.43,79.900002,76.839996,79.669998,969000,79.669998
"681",79.900002,80.25,78.599998,79.449997,1175200,79.449997
"682",79.300003,79.370003,77.760002,78.870003,857700,78.870003
"683",79,79.599998,77.889999,78.419998,1093200,78.419998
"684",79.25,80.199997,78.089996,78.230003,2106800,78.230003
"685",78.25,79.980003,78.050003,79.260002,1176600,79.260002
"686",79.93,79.949997,78.160004,79.279999,1348400,79.279999
"687",79.010002,79.599998,77.339996,79.290001,1011500,79.290001
"688",79.110001,79.650002,78.510002,78.860001,775700,78.860001
"689",79.129997,79.419998,75.860001,76.220001,1105600,76.220001
"690",76.220001,77.279999,75.559998,76.760002,1231500,76.760002
"691",77.580002,78.089996,76.790001,77.050003,809400,77.050003
"692",76.400002,76.400002,74.550003,75.650002,1057800,75.650002
"693",75.580002,77.809998,75.440002,77.370003,1260000,77.370003
"694",77.910004,78.190002,76.75,77.489998,857000,77.489998
"695",77.489998,78.360001,77,77.809998,1275000,77.809998
"696",76.980003,77.400002,75.129997,76.330002,1012000,76.330002
"697",77.230003,78.489998,76.800003,77.889999,917500,77.889999
"698",77.150002,78.059998,76.57,77.599998,881100,77.599998
"699",78.25,80,78.160004,79.160004,1207100,79.160004
"700",79.25,79.709999,78.910004,79.309998,1102500,79.309998
"701",79.790001,79.959999,78.629997,78.68,877200,78.68
"702",77.160004,78.110001,75.699997,77.769997,1270500,77.769997
"703",77.870003,79.089996,77.57,78.910004,795900,78.910004
"704",78.769997,78.790001,75.800003,76.559998,1362700,76.559998
"705",77,77.190002,76.029999,76.279999,856500,76.279999
"706",76.459999,78.199997,76.330002,77.040001,759300,77.040001
"707",76.639999,78.660004,76.199997,78.059998,1186200,78.059998
"708",78.870003,81.040001,78.699997,80.959999,1417200,80.959999
"709",80.650002,80.650002,79.370003,80.480003,1039600,80.480003
"710",80.720001,81.459999,80.040001,80.309998,893300,80.309998
"711",80.239998,81.260002,79.550003,80.75,893100,80.75
"712",81.040001,82.68,80.440002,82.620003,876700,82.620003
"713",82.209999,83.470001,80.93,81.559998,3089000,81.559998
"714",88.660004,91.900002,87.25,90.129997,4326900,90.129997
"715",90.75,92.739998,90.5,91.889999,2109500,91.889999
"716",91.489998,92.57,91.019997,91.639999,2006600,91.639999
"717",91.639999,93.580002,90.75,93.110001,1955100,93.110001
"718",93.620003,94.949997,92.220001,94.169998,1732300,94.169998
"719",94.419998,96.589996,94.110001,96.230003,1814200,96.230003
"720",95.519997,98.209999,95.220001,95.949997,1987400,95.949997
"721",97.059998,100.080002,96.769997,99.989998,2451200,99.989998
"722",99.220001,100.330002,98.769997,99.669998,1056100,99.669998
"723",99.330002,100.849998,99.080002,100.120003,1115800,100.120003
"724",101.32,101.639999,99.82,101.540001,1316800,101.540001
"725",101.050003,104.349998,100.650002,103.839996,1950600,103.839996
"726",104.43,105.519997,104.040001,105.07,1365600,105.07
"727",104.949997,106,102.080002,102.449997,2091200,102.449997
"728",102.720001,103.519997,102.360001,103.019997,1334200,103.019997
"729",103.360001,104.330002,102.910004,103.809998,1500400,103.809998
"730",104.290001,105.32,103.949997,105.139999,1020300,105.139999
"731",104.089996,105.379997,104.019997,104.370003,1764600,104.370003
"732",104.949997,105.269997,103.93,105.230003,650700,105.230003
"733",104.860001,105.5,104.410004,105.110001,486600,105.110001
"734",105.220001,105.440002,102.339996,103.919998,1193500,103.919998
"735",101.949997,104.059998,99.779999,103.800003,1799800,103.800003
"736",104.089996,104.5,103.290001,103.57,1107100,103.57
"737",103.669998,104.970001,103.050003,104.910004,1394300,104.910004
"738",105.470001,105.660004,103.309998,103.589996,1035100,103.589996
"739",103.529999,104.559998,103.07,103.849998,840000,103.849998
"740",104.199997,104.739998,103.360001,103.550003,817700,103.550003
"741",103.790001,104.370003,103.199997,104.139999,691600,104.139999
"742",104.209999,105.019997,103.25,104.400002,721200,104.400002
"743",104.32,106.650002,104.010002,105.639999,1173600,105.639999
"744",106.5,107.769997,106.330002,107.239998,1157700,107.239998
"745",107.260002,107.470001,105.040001,106.349998,1688500,106.349998
"746",106.400002,108.540001,106.150002,108,1469400,108
"747",108,109.790001,107.779999,109.529999,1316100,109.529999
"748",110.279999,110.279999,106.860001,106.919998,2242300,106.919998
"749",107.309998,108.290001,107.099998,107.82,1163500,107.82
"750",107.889999,108.309998,107.660004,107.779999,310600,107.779999
"751",107.629997,109.449997,107.629997,108.239998,413000,108.239998
"752",108.629997,108.699997,107.080002,107.449997,728300,107.449997
"753",107.449997,107.889999,105.220001,106.949997,594900,106.949997
"754",106.580002,107.650002,106.290001,106.760002,729700,106.760002
"755",107.599998,110.290001,107.379997,109.68,1108200,109.68
"756",108.419998,111.529999,108.099998,111.209999,1328200,111.209999
"757",110.610001,112.360001,109.529999,112,1473800,112
"758",112.330002,112.510002,111.07,111.889999,759300,111.889999
"759",111.949997,114.400002,111.800003,113.669998,1390600,113.669998
"760",115.010002,115.779999,113.440002,114.480003,1095300,114.480003
"761",114.849998,115.300003,113.860001,114.32,696600,114.32
"762",116.199997,116.75,114.839996,116.690002,843300,116.690002
"763",117.519997,117.669998,116.32,116.720001,796200,116.720001
"764",116.959999,117.739998,116.610001,117.050003,851000,117.050003
"765",117.400002,119.230003,117.089996,119.089996,866100,119.089996
"766",119.309998,119.5,116.959999,117.489998,1121200,117.489998
"767",117.769997,118.309998,117,117.639999,858400,117.639999
"768",120,120.440002,117.699997,117.790001,999200,117.790001
"769",117.75,119.550003,117.239998,119.07,1465600,119.07
"770",119.510002,120.279999,117.360001,117.989998,1090200,117.989998
"771",114.879997,115.800003,112.059998,114.43,1243900,114.43
"772",115,117.720001,114.949997,117.540001,1072100,117.540001
"773",118,118.839996,117.089996,117.269997,884700,117.269997
"774",116.410004,118.389999,116.050003,118.330002,802400,118.330002
"775",118.510002,118.720001,114.57,115.360001,2848700,115.360001
"776",115.849998,117.480003,115.510002,116.489998,865600,116.489998
"777",119.559998,120.349998,117.220001,120.080002,1048400,120.080002
"778",121.059998,121.480003,118.830002,119.779999,1283700,119.779999
"779",119.940002,121.82,118.779999,121.330002,1886800,121.330002
"780",118.010002,119.940002,112.629997,117.110001,2127100,117.110001
"781",116.480003,118.980003,115,118.730003,1373400,118.730003
"782",119.760002,120.18,116.400002,117.32,1097600,117.32
"783",117.5,118.519997,115.779999,117.400002,859200,117.400002
"784",116.470001,119.239998,116,119.099998,826000,119.099998
"785",119.339996,119.620003,117.949997,119.190002,974300,119.190002
"786",118.870003,121.269997,118.75,119.449997,2827700,119.449997
"787",120,120.870003,119.099998,119.199997,703600,119.199997
"788",119.25,119.940002,116.080002,118,1171000,118
"789",117.760002,117.809998,113.75,114.480003,896700,114.480003
"790",108.550003,110.610001,105.900002,108.699997,1703800,108.699997
"791",109,109.739998,104.190002,105.050003,2790300,105.050003
"792",105.540001,108.239998,105.540001,106.260002,1775800,106.260002
"793",103.360001,106.529999,101.260002,102.639999,3553600,102.639999
"794",98.879997,104.07,98.089996,102.059998,3566300,102.059998
"795",103.620003,110.190002,103.470001,110.099998,2890800,110.099998
"796",110.089996,110.480003,102.209999,103.529999,2281000,103.529999
"797",105,107.169998,103.790001,107.050003,1490200,107.050003
"798",104.660004,107.389999,103.43,104,1302900,104
"799",101.010002,102.860001,97.68,99.5,3417900,99.5
"800",93.269997,97.599998,85.300003,87.139999,3880200,87.139999
"801",90.459999,93.360001,87.610001,90.720001,3447100,90.720001
"802",88.970001,91.970001,86.669998,87.949997,2547700,87.949997
"803",82.199997,85.290001,75.809998,75.809998,2832200,75.809998
"804",80.510002,84.489998,76.040001,82.639999,2803700,82.639999
"805",72.540001,81.739998,70.199997,75.699997,3199500,75.699997
"806",77.089996,79.910004,75.059998,78.019997,3619900,78.019997
"807",72.830002,82.099998,72.019997,76.519997,3456100,76.519997
"808",75.830002,91.230003,75.830002,86.160004,4690800,86.160004
"809",87.68,93.919998,84.620003,84.910004,4041900,84.910004
"810",85.559998,90.5,85.010002,85.900002,3578800,85.900002
"811",90.510002,100.800003,90.510002,99.779999,5226500,99.779999
"812",99.480003,102.57,96.529999,96.940002,3020400,96.940002
"813",96.970001,101.480003,96.970001,99.440002,2713200,99.440002
"814",96.529999,99.889999,94.550003,97.279999,2888700,97.279999
"815",99.330002,101.849998,98,100.949997,2095900,100.949997
"816",100.110001,104,99.639999,101.169998,2964500,101.169998
"817",96.940002,102.410004,96.010002,100.470001,3089100,100.470001
"818",100.040001,102.019997,98.790001,100.919998,3458500,100.919998
"819",100.809998,102.349998,99.610001,101.440002,1974700,101.440002
"820",104.290001,108.610001,102.010002,107.879997,2707300,107.879997
"821",110.910004,111.989998,105.400002,106.690002,3859300,106.690002
"822",108.120003,110.18,106.690002,109.18,1211900,109.18
"823",109.790001,109.790001,100.650002,101.93,2473500,101.93
"824",102,105.129997,100.029999,104.639999,2157400,104.639999
"825",107.400002,109.849998,105.050003,109.349998,1703900,109.349998
"826",107.540001,110.760002,106.959999,109.849998,1739800,109.849998
"827",111.269997,111.739998,108.199997,110.25,1459600,110.25
"828",111.510002,113.059998,109.029999,112.959999,1587000,112.959999
"829",112.949997,114.980003,111.790001,112.349998,1529600,112.349998
"830",110.290001,110.459999,99.610001,101.18,3585000,101.18
"831",103.800003,105.209999,102.5,104.309998,1279600,104.309998
"832",104.25,104.709999,99.760002,100.589996,2372200,100.589996
"833",101,103.510002,99.839996,103.269997,1295600,103.269997
"834",104.800003,106.129997,103.25,105.639999,1131900,105.639999
"835",107.519997,107.870003,104.739998,105.440002,2313100,105.440002
"836",107,109.230003,105.120003,108.519997,1108300,108.519997
"837",108,109.169998,107.220001,107.739998,967700,107.739998
"838",105.639999,106.910004,103.760002,104.339996,805400,104.339996
"839",104.230003,106.599998,104.029999,105.699997,975500,105.699997
"840",105.699997,110.129997,105.699997,108.559998,1164000,108.559998
"841",109.889999,112.199997,109.050003,111.459999,1758400,111.459999
"842",120.93,136.850006,120.43,135.119995,5359600,135.119995
"843",134.229996,137.080002,128.649994,136.839996,2568100,136.839996
"844",135.440002,142.360001,134.789993,140.460007,2616900,140.460007
"845",141.910004,143.410004,138.389999,138.389999,1910200,138.389999
"846",139.309998,139.860001,133.910004,137.160004,1524300,137.160004
"847",135.100006,138.440002,134.779999,138.059998,1455000,138.059998
"848",136.789993,144.029999,136.009995,143.429993,1430600,143.429993
"849",148.850006,148.850006,144.050003,144.669998,2511200,144.669998
"850",144,147.570007,144,144.820007,1075500,144.820007
"851",147.619995,149.690002,143.490005,145.619995,2170300,145.619995
"852",144.830002,146,142.5,143.380005,1234100,143.380005
"853",143.369995,144.509995,141.229996,142.639999,1711400,142.639999
"854",144.360001,145.479996,137.100006,137.529999,2020600,137.529999
"855",137.25,138.360001,128.309998,131.149994,3360200,131.149994
"856",131.460007,137.479996,129.929993,134.669998,1781200,134.669998
"857",135.779999,139.490005,135.289993,139.199997,1692500,139.199997
"858",139.809998,146.630005,139.210007,144.75,2063800,144.75
"859",145.320007,145.839996,139.949997,143.940002,1386700,143.940002
"860",145,145.690002,141.660004,142.889999,1008100,142.889999
"861",141.910004,143.289993,137.880005,139.580002,1087900,139.580002
"862",137.960007,141.639999,135.490005,140.479996,1524400,140.479996
"863",138.080002,139.229996,135.360001,137.509995,1488900,137.509995
"864",137.5,137.699997,135.039993,135.919998,1280700,135.919998
"865",137.350006,139.990005,137.350006,137.639999,1138600,137.639999
"866",136.389999,137.970001,131.339996,131.729996,1240300,131.729996
"867",133.860001,135.770004,128.25,130.339996,1151100,130.339996
"868",128.399994,137.309998,126.879997,135.910004,2042000,135.910004
"869",139.309998,140,135.360001,136.729996,1260100,136.729996
"870",137.770004,138.839996,134.789993,135.479996,1194400,135.479996
"871",135.220001,136.979996,134.539993,135.639999,1195200,135.639999
"872",137.210007,138.369995,133.460007,136.710007,3516500,136.710007
"873",137.660004,144.240005,136.589996,142.869995,2416400,142.869995
"874",144.289993,144.5,136.679993,137.070007,2010300,137.070007
"875",137.720001,140.820007,133,134.330002,1937900,134.330002
"876",134.649994,136.809998,133.279999,135.830002,1126500,135.830002
"877",136,136.490005,133.110001,134.550003,1360800,134.550003
"878",134.009995,134.399994,128.309998,133.470001,1490800,133.470001
"879",134.119995,137.660004,133.690002,137.270004,1221700,137.270004
"880",137.270004,139.860001,136.210007,139.220001,1239200,139.220001
"881",140.320007,140.940002,137.789993,138.440002,979600,138.440002
"882",139.669998,142.660004,138.660004,139.699997,1235600,139.699997
"883",136.990005,140.759995,136.070007,137.960007,1473300,137.960007
"884",139.190002,146.759995,138.5,146.350006,2517000,146.350006
"885",148.690002,151.949997,145.419998,149.600006,2694600,149.600006
"886",150.970001,150.970001,145.410004,145.800003,1394200,145.800003
"887",145.889999,146.619995,130.440002,131.119995,3378900,131.119995
"888",132.809998,136.380005,128.630005,134.479996,2799600,134.479996
"889",131.399994,131.550003,124.239998,129.320007,2828900,129.320007
"890",127.690002,128.5,124.82,127.349998,1637900,127.349998
"891",127.620003,129.649994,125.419998,129.119995,1375700,129.119995
"892",129.309998,135.130005,128.869995,134.789993,1301600,134.789993
"893",136,136.199997,131.550003,133.660004,1275400,133.660004
"894",135.880005,137.389999,133.679993,134.289993,1712900,134.289993
"895",134.389999,138.389999,133.75,135.160004,1514300,135.160004
"896",133.080002,134.330002,130.350006,133.039993,914800,133.039993
"897",134.589996,136.979996,133.649994,136.649994,696200,136.649994
"898",136.119995,136.919998,133.270004,133.419998,938400,133.419998
"899",134.860001,137.860001,134.179993,136.839996,708500,136.839996
"900",135.059998,138.229996,133.330002,136.75,912100,136.75
"901",138.399994,138.520004,135.410004,138.300003,856300,138.300003
"902",140,141.389999,136.520004,138.220001,1532000,138.220001
"903",137.320007,138.860001,136.199997,138.830002,1029800,138.830002
"904",140.119995,140.800003,137.649994,140.119995,1341000,140.119995
"905",140,140.789993,137.240005,139.509995,1650900,139.509995
"906",130.929993,131.679993,125.580002,131,4196300,131
"907",131.169998,132.820007,125.709999,126.879997,1631100,126.879997
"908",126,128.169998,123.059998,126.589996,2168800,126.589996
"909",127.309998,128.25,125.779999,126.699997,1154600,126.699997
