"","POOL.Open","POOL.High","POOL.Low","POOL.Close","POOL.Volume","POOL.Adjusted"
"584",181.479996,184.009995,181.039993,183.740005,237700,179.358398
"585",184,184.309998,181.479996,181.600006,206700,177.269455
"586",181.490005,186.490005,181.059998,184.960007,345500,180.549362
"587",184.770004,185.919998,183.899994,184.440002,228500,180.041733
"588",182.539993,186.179993,182.539993,185.880005,354100,181.447388
"589",184.929993,186.5,181.360001,182.669998,118000,178.313919
"590",182.339996,184.529999,181.369995,183.059998,107900,178.694641
"591",182.100006,183.199997,180,182.320007,139000,177.972275
"592",182.350006,184.800003,180.740005,184.169998,124300,179.778168
"593",181.740005,182.350006,179.889999,180.610001,122600,176.30307
"594",181.029999,182.460007,179.779999,180.350006,146100,176.049271
"595",179.679993,183.419998,178.979996,182.110001,136400,177.767288
"596",182.100006,184,180.300003,181.919998,154100,178.119766
"597",181.380005,186.410004,181.380005,184.279999,246000,180.430481
"598",182.830002,186.210007,182.570007,185.050003,249700,181.184372
"599",185.660004,186.460007,183.429993,183.880005,222700,180.038849
"600",183.580002,185.860001,182.699997,183.210007,175900,179.382813
"601",182,182.369995,180.119995,180.839996,131200,177.062332
"602",181.589996,183.070007,180.529999,181.690002,182400,177.894577
"603",182.330002,183.490005,179.330002,179.360001,200800,175.613266
"604",179.190002,180.160004,176.580002,177.190002,143400,173.488602
"605",177.25,182.850006,174.029999,178.929993,170500,175.192245
"606",177.710007,181.5,177.160004,179.779999,162100,176.02449
"607",179.339996,181.309998,178.130005,179.360001,178500,175.613266
"608",180.160004,186.419998,180.160004,186.179993,231900,182.290756
"609",186.919998,188.919998,186.110001,186.660004,174300,182.760742
"610",184.5,189.149994,184.229996,188.389999,140500,184.45462
"611",190.029999,190.160004,187.949997,189.479996,120700,185.521835
"612",190.429993,190.929993,186.970001,187.960007,119700,184.033615
"613",188.970001,189.259995,184.229996,185.830002,208300,181.948074
"614",186.089996,188.610001,185.039993,188.339996,144000,184.405655
"615",188.679993,193.029999,187.779999,191.020004,132700,187.029678
"616",191.130005,191.539993,189.020004,189.639999,119300,185.678528
"617",190.089996,190.089996,186.779999,187.490005,151500,183.57341
"618",186.860001,189.009995,185.470001,187.270004,137200,183.358002
"619",187.320007,189.160004,184.020004,187.720001,169700,183.798615
"620",189.410004,191.020004,187.649994,190.440002,192800,186.461792
"621",190.330002,190.929993,186.529999,186.960007,320900,183.054489
"622",187.649994,190.289993,185.149994,185.369995,126100,181.497681
"623",185.139999,186.770004,183.779999,184.259995,217700,180.410904
"624",184.470001,186.089996,183.020004,185.449997,157200,181.576035
"625",185.990005,188.080002,184.869995,187.899994,153500,183.974854
"626",187.589996,192.059998,187.589996,191,420100,187.010101
"627",191.270004,192.979996,189.380005,191.339996,189900,187.342972
"628",191.539993,191.919998,189.610001,189.850006,203200,185.884109
"629",190.100006,193.429993,190.100006,193.330002,85700,189.291443
"630",193.259995,193.259995,189.490005,192.580002,132800,188.557098
"631",192.820007,192.820007,190.910004,191.759995,130400,187.754196
"632",189.880005,190.339996,179.929993,184.529999,465400,180.675247
"633",185.119995,185.520004,181.339996,183.029999,354600,179.206573
"634",183.169998,183.970001,180.229996,182.369995,176200,178.560364
"635",181.139999,185.080002,181.139999,184.940002,189300,181.076675
"636",185.25,187.960007,184.330002,185.429993,235800,181.556442
"637",185.25,187.619995,185.080002,186.759995,229300,182.858658
"638",186.679993,187.669998,183.779999,183.899994,266400,180.058411
"639",178.669998,196,175.910004,188.660004,865800,184.718979
"640",188.649994,193.589996,188.649994,191.240005,426600,187.245102
"641",191.679993,191.679993,187.619995,187.770004,199400,183.84758
"642",187.270004,189.070007,186.460007,188.259995,306600,184.327316
"643",188.179993,190.070007,187.009995,187.399994,141400,183.485291
"644",187.669998,191.229996,187.660004,189.940002,139800,185.97226
"645",190.660004,193,187.440002,192.520004,174800,188.498352
"646",192.550003,192.850006,190.809998,191.259995,138600,187.264648
"647",190.910004,194.360001,190.710007,191.149994,152100,187.156952
"648",191.210007,192.949997,188.160004,189.369995,173100,185.414139
"649",189.520004,192.75,188.639999,189.050003,223600,185.100815
"650",188.449997,189.639999,187.020004,188.910004,160800,184.96376
"651",186.179993,187.789993,184.089996,184.919998,191400,181.057114
"652",184.669998,191.990005,184.669998,191.440002,147900,187.440918
"653",192.380005,195.559998,189.649994,194.639999,190200,190.574066
"654",195,199.949997,195,197.479996,369000,193.354721
"655",196.029999,200,195.699997,199.350006,167500,195.185669
"656",199.020004,199.020004,194.259995,195.050003,200900,190.975494
"657",195.600006,199.660004,193.75,197.020004,236900,192.904358
"658",193.899994,196.339996,192.360001,193.509995,221400,189.998062
"659",194.460007,196.100006,191.520004,193.089996,249000,189.585678
"660",193.589996,196.240005,193.589996,194.949997,238700,191.411911
"661",197.309998,198.539993,195.160004,198.229996,346800,194.632385
"662",198.220001,198.220001,194.830002,197.100006,153800,193.522934
"663",198.740005,199.949997,196.190002,197.009995,156500,193.43454
"664",197.559998,199.860001,196.259995,199.460007,166900,195.840073
"665",196.039993,198.199997,192.850006,193.279999,170700,189.772232
"666",193.789993,196.410004,193.009995,195.919998,156600,192.364319
"667",197.339996,198.470001,195.679993,197.679993,232000,194.092361
"668",197.679993,198.669998,195.899994,197.5,211100,193.915649
"669",199,199.970001,196.649994,198.330002,156000,194.730576
"670",199,199.479996,195.869995,196.380005,150500,192.815948
"671",195.75,196.970001,192.899994,194.889999,267600,191.352997
"672",196.5,198.350006,195.649994,197.850006,201000,194.259293
"673",199.520004,203.630005,199.009995,202.919998,175900,199.237274
"674",202.929993,204.970001,200.979996,201.570007,207700,197.911789
"675",201.940002,201.940002,194.690002,194.910004,268400,191.372635
"676",194.410004,194.410004,186.679993,187.779999,257300,184.37204
"677",188.720001,188.720001,185.119995,187.419998,375700,184.018585
"678",188.470001,192.470001,187.720001,191.110001,245700,187.641602
"679",192.039993,192.960007,188.410004,190,236800,186.551773
"680",189.509995,190.679993,186.169998,186.279999,203400,182.899277
"681",186.270004,190.660004,185.610001,189.949997,193000,186.502655
"682",190.380005,192.630005,187.210007,189.229996,176200,185.795746
"683",190.179993,192.869995,188.520004,191.940002,154800,188.456528
"684",193.360001,197.369995,193.360001,196,517500,192.442856
"685",196.360001,200.169998,195.389999,198.660004,188000,195.054596
"686",200.009995,200.940002,196.940002,199.029999,180300,195.417877
"687",198.600006,200.910004,196.630005,200.529999,200900,196.890625
"688",200.149994,202.580002,198.300003,198.350006,133700,194.750214
"689",199.009995,200.479996,197.649994,199.520004,136700,195.898972
"690",198.990005,201.839996,198.220001,201.699997,181100,198.039398
"691",202.399994,203.479996,198.589996,199.199997,209400,195.584793
"692",199.309998,199.690002,196,198.740005,189600,195.133133
"693",198.720001,199.199997,195.990005,197.100006,151000,193.522934
"694",197.240005,202.059998,197.240005,201.660004,125500,198.000137
"695",201.770004,202.449997,199.970001,201.649994,133300,197.990311
"696",201.350006,203.539993,199.699997,200.710007,164900,197.067383
"697",200.759995,203.679993,200.380005,201.669998,124300,198.009949
"698",201.75,202.419998,200.100006,201.449997,93400,197.79393
"699",202.839996,205.779999,202.839996,203.259995,115000,199.571106
"700",203,203.759995,200.619995,202.240005,134800,198.569611
"701",203.119995,205.190002,202.289993,204.960007,171300,201.240265
"702",204.850006,205.089996,194.729996,200.740005,442700,197.096878
"703",228.190002,228.190002,206.139999,212.970001,817100,209.104889
"704",214.029999,218,211.869995,217.460007,613900,213.513382
"705",214.839996,216.910004,209.300003,210.479996,385800,206.66008
"706",212.259995,215.580002,209.410004,212.899994,326200,209.036118
"707",212.910004,212.910004,204.720001,205.910004,318500,202.172974
"708",206.130005,208.139999,202.880005,203.669998,241100,199.973679
"709",202.960007,204.360001,200.050003,200.110001,244200,196.478271
"710",200.949997,202.399994,199.279999,199.539993,216800,195.918625
"711",199.029999,203.479996,199.029999,201.610001,213000,197.951035
"712",202.070007,207.179993,201.699997,206.970001,251500,203.213776
"713",207.940002,209.850006,206.399994,207.399994,260400,203.635971
"714",208.690002,209.559998,206.419998,207.210007,208600,203.449417
"715",206.710007,208.580002,203.259995,203.850006,189800,200.150421
"716",203.720001,205.720001,199.130005,199.529999,171100,195.908783
"717",200.199997,202.679993,198.649994,202.309998,160000,198.638351
"718",203.110001,203.690002,200.289993,200.990005,309500,197.3423
"719",201.820007,202.740005,200,202.089996,125600,198.422333
"720",200.550003,205.399994,200.449997,203.75,174000,200.0522
"721",204.289993,208.190002,204.110001,204.360001,211500,200.651138
"722",203.559998,206.360001,203.100006,204.630005,216100,201.458435
"723",204.970001,206.919998,203.860001,205.339996,150000,202.15741
"724",206.229996,209.190002,204.910004,207.320007,546400,204.106766
"725",207.369995,209.449997,206.710007,208.529999,197200,205.297974
"726",208.800003,210.149994,206.119995,208.080002,204800,204.854965
"727",208.910004,212.490005,208.470001,210.759995,300300,207.493408
"728",211.770004,211.770004,204.360001,204.740005,271800,201.566742
"729",204.75,208.259995,203.929993,207.449997,130700,204.234711
"730",207.979996,209.800003,204.690002,205.300003,166300,202.118042
"731",205.229996,210.309998,204.479996,210.259995,164600,207.00116
"732",211.389999,211.639999,208.350006,209.75,210900,206.499054
"733",209.399994,209.809998,206.229996,206.449997,82600,203.250214
"734",206.470001,209.229996,205.630005,206.009995,149300,202.817047
"735",205.5,206.259995,204.160004,204.779999,150200,201.60611
"736",205.080002,207.960007,205.029999,206.320007,254100,203.122238
"737",207.270004,210.529999,207.119995,210.089996,137700,206.833817
"738",210,211.139999,208.389999,210.639999,180200,207.375259
"739",210.139999,211.619995,207.789993,208.610001,125700,205.37674
"740",207.710007,208.649994,206.860001,207.350006,106000,204.136292
"741",207.360001,208.639999,206.610001,207.759995,256100,204.539917
"742",207.75,209.350006,206.660004,207.490005,185400,204.274109
"743",207.029999,207.059998,203.910004,205.429993,199400,202.246033
"744",206.289993,208.940002,205.600006,208.320007,138100,205.091232
"745",208.919998,212,208.139999,211.830002,171900,208.546829
"746",212,212,208.800003,209.979996,181500,206.72551
"747",210.179993,212.559998,208.020004,212.259995,241700,208.970169
"748",213.339996,216.080002,213.070007,215.110001,341700,211.776016
"749",215.539993,215.539993,210.089996,210.279999,153500,207.020874
"750",210.059998,213.949997,210,213.309998,85600,210.00386
"751",213.100006,213.479996,209.589996,212.699997,110200,209.403351
"752",213.25,214.330002,212.169998,213.339996,124900,210.033432
"753",213.270004,215.570007,211.839996,214.940002,120100,211.608627
"754",214.630005,215.479996,211.949997,212.380005,167200,209.088318
"755",212.240005,213.880005,210.339996,213.809998,157000,210.496155
"756",212.649994,215.679993,211.929993,215.039993,193300,211.707062
"757",214.809998,215.339996,211.869995,215.080002,137200,211.746475
"758",213.429993,214.679993,212.960007,213.020004,267000,209.718384
"759",213.529999,215.270004,213.270004,214.100006,220100,210.781662
"760",214.740005,216.589996,214.029999,214.509995,170400,211.185303
"761",214.830002,217.929993,213.830002,217.039993,188400,213.676086
"762",217.429993,219.320007,214.309998,216.610001,236900,213.252747
"763",216.470001,217.449997,215.009995,215.619995,152000,212.278091
"764",214.830002,219.110001,214.830002,217.029999,164200,213.666229
"765",217.479996,218.910004,216.800003,218.449997,123300,215.064209
"766",218.539993,220.869995,218.009995,219.820007,158400,216.412994
"767",219.639999,220.240005,218.339996,219.289993,186300,215.891205
"768",219.779999,221.380005,219.380005,220.589996,159000,217.171051
"769",220.570007,222.779999,219.860001,220.779999,213300,217.358124
"770",221.449997,223.380005,219.679993,219.949997,167700,216.54097
"771",218.199997,223.380005,218.199997,221.580002,176100,218.145721
"772",221.220001,222.869995,219.770004,221.460007,103800,218.027603
"773",221.919998,226.839996,221.330002,225.520004,215000,222.024643
"774",224.570007,225.210007,221.979996,223.970001,177700,220.498688
"775",224.020004,224.399994,218.800003,219.300003,187800,215.901062
"776",219.770004,222.279999,219.210007,220.919998,187700,217.495941
"777",223.509995,223.979996,219.759995,222.850006,127100,219.396042
"778",224.199997,224.199997,221.270004,223.820007,140200,220.351013
"779",223.210007,226.300003,222.440002,225.800003,116100,222.300339
"780",225.410004,227.449997,225.119995,226.910004,156100,223.393127
"781",226.699997,228.470001,225.630005,227.550003,180500,224.023178
"782",224.369995,229.889999,224.369995,229.289993,251700,225.736206
"783",229.369995,230,226.25,227.179993,243900,223.65892
"784",220.589996,233.929993,220.009995,228.139999,386400,224.604034
"785",228.270004,233.809998,226.229996,233.550003,310500,229.930191
"786",232.75,236.919998,232.309998,236,287700,232.342224
"787",237.339996,238.229996,233.289993,233.470001,229600,229.85144
"788",233.020004,234.440002,230.660004,232.369995,203700,228.768478
"789",231.690002,231.690002,228.660004,229.199997,106800,225.647614
"790",225.550003,227.479996,220.199997,224.570007,161800,221.089371
"791",225.729996,227.669998,217.25,217.509995,196800,214.138809
"792",218.300003,224.080002,217.820007,220.009995,242300,216.600037
"793",217.550003,222.639999,216.139999,216.389999,324000,213.036148
"794",211.179993,213.320007,201.360001,210.960007,462300,207.690323
"795",210.610001,212.520004,203.490005,210.919998,366200,207.650955
"796",210.979996,217.169998,210.070007,215.350006,257000,212.012283
"797",218.690002,227.949997,217.710007,227.539993,341100,224.013336
"798",223.880005,227.779999,221.009995,226.639999,290000,223.127319
"799",222.220001,225.899994,218.199997,224.910004,254800,221.424118
"800",212.850006,222.050003,210.5,213.020004,325500,209.718384
"801",216.259995,218.320007,201.710007,216.690002,323400,213.331512
"802",211.660004,214.979996,204.850006,207.350006,447800,204.655716
"803",194.330002,198.009995,185.199997,186.929993,390200,184.501053
"804",191.490005,206.330002,187.300003,206.139999,380700,203.461472
"805",174.630005,187.009995,169.350006,171.529999,563900,169.301178
"806",172.869995,183.240005,171.710007,181.220001,486200,178.865265
"807",168.589996,191.869995,165.850006,187.419998,619900,184.984695
"808",187.479996,202.160004,178.059998,193.869995,561400,191.350891
"809",193.259995,197.970001,167.649994,167.779999,648500,165.599884
"810",168.410004,178.199997,160.350006,169.309998,546700,167.110031
"811",175.669998,184.449997,172.559998,181.050003,449200,178.697464
"812",181.149994,185.889999,169.110001,175.039993,383800,172.765564
"813",170.800003,185.710007,170.800003,185,329700,182.596146
"814",180.020004,190.270004,180.020004,186.979996,343600,184.55043
"815",188,199.130005,187.039993,198.350006,242100,195.77269
"816",196.330002,197.649994,191.949997,196.770004,273100,194.213226
"817",190.009995,197.580002,188.059998,195.009995,337600,192.476059
"818",192.309998,194.729996,183.130005,193.119995,306900,190.610626
"819",190.619995,190.619995,176.190002,178.270004,314800,175.953568
"820",181.25,197.850006,181.25,195.979996,346300,193.433456
"821",202.820007,205,191.279999,191.580002,246800,189.090637
"822",192.649994,201.610001,191.600006,199.110001,328100,196.522797
"823",200.479996,204.970001,196.490005,199.470001,309400,196.878113
"824",198.880005,198.880005,190.119995,190.509995,147000,188.034546
"825",195.089996,196.220001,192.649994,195.339996,314800,192.801773
"826",192.550003,196.119995,190.020004,191.479996,333000,188.991928
"827",193.309998,197.970001,192.270004,196.350006,238700,193.798676
"828",199.630005,199.839996,191.380005,198.779999,357400,196.197083
"829",196.259995,196.259995,188.449997,191.600006,301000,189.110382
"830",189.449997,190,183.190002,184.759995,218600,182.359253
"831",185.580002,193.389999,183.020004,190.419998,339400,187.945709
"832",200,211.639999,191.610001,204.399994,635200,201.744049
"833",207.910004,216.039993,203.229996,213.5,428000,210.72583
"834",214.229996,223.800003,212.229996,222.619995,436100,219.727295
"835",227.509995,229.889999,220.149994,220.690002,304600,217.822403
"836",223.529999,223.529999,216.520004,217.710007,318300,214.881134
"837",212.600006,215.289993,211.210007,211.660004,361300,208.909729
"838",208.809998,217.410004,207,216.020004,310900,213.213074
"839",215.529999,216.919998,211.850006,214.809998,371400,212.018814
"840",219.809998,225.360001,214.600006,221.860001,459100,218.977203
"841",223.830002,225.949997,222.25,222.320007,240400,219.431229
"842",223,224.720001,217.889999,218.699997,159900,215.858246
"843",222.199997,225.240005,220.830002,224.649994,207500,221.730927
"844",224.389999,229.729996,222.649994,227.729996,399800,224.770905
"845",228.600006,229.830002,221.220001,221.589996,234000,218.710693
"846",220.809998,220.869995,214.050003,216.360001,274100,213.54866
"847",213.940002,219.289993,212.630005,217.710007,240000,215.45871
"848",214.770004,224.289993,214.770004,222.970001,365500,220.664307
"849",228.639999,234.759995,227,229.559998,525400,227.186142
"850",233.050003,233.970001,228.919998,229.009995,190900,226.641846
"851",232.490005,234.389999,229.179993,230.789993,187100,228.403442
"852",231,239.169998,231,238.350006,567100,235.885284
"853",238,239.179993,234.550003,238.179993,370800,235.717026
"854",247.820007,248,241.100006,242.820007,372700,240.309021
"855",243.059998,255.419998,240.009995,254.470001,369200,251.838547
"856",261.839996,266.670013,257.049988,259.130005,562300,256.450348
"857",255.940002,270.570007,255.940002,269.019989,601600,266.238068
"858",271.160004,271.160004,264.98999,267.76001,331100,264.99115
"859",268.51001,269.5,261.26001,265.829987,473900,263.081116
"860",267.410004,270.420013,266.160004,269.48999,223600,266.703247
"861",267.440002,269.480011,260.230011,262.790009,188800,260.07254
"862",262.190002,264.040009,254.75,258.839996,429100,256.163361
"863",259.649994,259.649994,251.259995,255.360001,357700,252.719376
"864",254.490005,265.619995,254.110001,262.48999,328900,259.775635
"865",264.299988,265.269989,261.399994,262.350006,260600,259.637085
"866",260,263.570007,251.220001,251.630005,239900,249.027939
"867",256.339996,259.160004,249.389999,252.669998,216200,250.057159
"868",245.910004,256.290009,244.910004,255.130005,271200,252.49176
"869",262.290009,265.519989,256.880005,263.380005,244400,260.656433
"870",265.950012,268.23999,263.190002,265.410004,210100,262.665466
"871",264.670013,267.399994,262.380005,265.149994,168900,262.408142
"872",267.619995,269.200012,265.480011,266.600006,388600,263.84314
"873",266.880005,272.76001,264.829987,270.76001,256300,267.960144
"874",273.450012,273.450012,265.769989,266.079987,225400,263.328491
"875",264.679993,267.890015,256.850006,261.290009,289100,258.588043
"876",261.540009,264.269989,259.040009,263.910004,212100,261.180969
"877",262.779999,267.910004,259.720001,260.940002,397400,258.241638
"878",260.890015,267.899994,259.309998,265.790009,190100,263.041504
"879",265.459991,273.100006,265.059998,271.869995,260200,269.058655
"880",271.850006,274.459991,267.76001,272.910004,244500,270.087891
"881",274.450012,276,268.5,270.220001,203900,267.42572
"882",274.040009,274.640015,268.630005,269.26001,166100,266.475616
"883",270.220001,274.519989,268.5,271.890015,152500,269.07843
"884",271.329987,273.5,268.529999,270.799988,392500,267.999695
"885",271.029999,280.549988,269.899994,279.130005,302700,276.243561
"886",273.369995,279.850006,273.369995,278.48999,191700,275.610138
"887",281.019989,285.73999,276.070007,276.279999,321900,273.423035
"888",275.100006,283.329987,275.059998,281.380005,245000,278.470337
"889",286.359985,288.529999,282.359985,287.549988,255300,284.576477
"890",287.480011,289.470001,280.450012,283.600006,318700,280.667358
"891",286.089996,294.940002,283.73999,294.390015,311600,291.345795
"892",295.839996,302.579987,292.149994,301.350006,340300,298.233795
"893",304.630005,304.660004,295.690002,296.420013,320200,293.354767
"894",297.070007,303.959991,297.019989,301.899994,426700,298.778137
"895",312,318.709991,297.170013,300.579987,826500,297.471741
"896",298,306.690002,295.089996,304.269989,468200,301.123566
"897",306.670013,311.480011,305.089996,310.329987,286100,307.120911
"898",311,311,305.230011,306.630005,240600,303.459167
"899",307.549988,314.589996,307.549988,313.950012,317700,310.703522
"900",310.850006,316.720001,310.23999,314.940002,371900,311.683258
"901",315.730011,316.769989,312.170013,316.700012,284100,313.425079
"902",317.869995,327.609985,317.869995,322.220001,307200,318.88797
"903",321.48999,326.190002,320.209991,324.809998,230800,321.451172
"904",324.029999,328,321.559998,327.98999,166400,324.598267
"905",327.730011,329.160004,324.329987,328.549988,130500,325.152496
"906",327.23999,331.119995,326.040009,328.600006,156800,325.202057
"907",329.779999,329.779999,321.609985,325.48999,197400,322.124176
"908",324.899994,324.899994,314.899994,316.179993,475500,312.9104
"909",317.73999,325.859985,314.779999,324.359985,337100,321.595764
"910",322.769989,329.529999,319.850006,320.109985,203300,317.382019
"911",319.869995,322.75,317.01001,319.320007,130100,316.598724
"912",321.179993,329.950012,319.799988,326.029999,213900,323.251526
"913",328.130005,332.170013,324.410004,328.049988,255200,325.254333
"914",329.170013,329.700012,324.309998,325.529999,152000,322.755829
"915",325.399994,328.630005,323.700012,325.5,229000,322.726044
"916",325,333.589996,324.329987,333.369995,259400,330.529022
"917",335.709991,336.549988,332.980011,334.720001,265700,331.867462
"918",333.75,336.410004,332.429993,335.399994,177000,332.541718
"919",335.959991,337.880005,333.790009,335.850006,177400,332.987854
"920",337.799988,342.149994,334.670013,336.670013,233600,333.800903
"921",337.350006,338.75,329.230011,330.899994,185900,328.080048
"922",330.73999,334.320007,326.649994,327.839996,233900,325.046143
"923",329.709991,331.910004,328.549988,329.920013,314600,327.108368
"924",332.209991,334.299988,325.220001,329.880005,252000,327.068726
"925",328.070007,328.899994,307.880005,309.679993,316700,307.040924
"926",308.269989,313.829987,291.369995,295,667500,292.485992
"927",289.720001,298.089996,285.929993,293.119995,350900,290.622009
"928",297.459991,304.549988,296.869995,302.420013,271100,299.842773
"929",303.940002,305.220001,298.23999,300.179993,253800,297.621826
"930",302.829987,305.5,299.350006,300.320007,206000,297.760681
"931",303.51001,309.73999,300.890015,308.380005,361600,305.751953
"932",312.73999,313.549988,307.25,308.480011,237400,305.851105
"933",309.790009,311.709991,300.089996,300.220001,262900,297.661499
"934",297.350006,304.5,293.380005,304.290009,258600,301.696838
"935",303.390015,305.709991,297.369995,301.26001,534600,298.692688
"936",295.119995,301.230011,294.559998,300.48999,258200,297.92923
"937",303.290009,309.589996,301.809998,307.899994,286200,305.276031
"938",306.980011,310.059998,305.01001,307.279999,244900,304.661346
"939",306.220001,313.73999,304.429993,310.100006,231600,307.457306
"940",308.790009,316.570007,306.579987,315.100006,204000,312.414734
"941",320.670013,325.959991,315.48999,325.200012,308400,322.42865
"942",325.609985,330.450012,324.76001,328.540009,319200,325.740173
"943",328.559998,338.880005,328.559998,334.540009,336800,331.689026
"944",338.279999,338.570007,325.929993,328.279999,380600,325.482361
"945",319.880005,327.290009,319.079987,322.790009,729800,320.039185
"946",323.01001,329.429993,321.299988,327.75,670600,324.956879
"947",327.630005,331.609985,321.119995,328.01001,8139000,325.214691
"948",329.049988,334,327.75,331.640015,547600,328.813782
"949",333.01001,342.880005,333.01001,340.850006,410400,337.945251
"950",347.470001,350.040009,343.570007,346.549988,454100,343.596619
"951",349.98999,353.470001,347,352.690002,281300,349.684357
"952",353.910004,355.5,348.98999,351.98999,389000,348.990265
"953",353.149994,363.440002,352.450012,360.309998,382300,357.23941
"954",355.269989,363.359985,353.179993,360.380005,330500,357.308807
"955",361.049988,363.980011,356.709991,359.440002,291000,356.376862
"956",360.209991,361.769989,351.660004,353.549988,281500,350.537018
"957",353.640015,360.25,353.26001,355.630005,267300,352.599304
"958",358.890015,360,353.910004,355.970001,411300,352.936401
"959",365.98999,371.170013,346.950012,350.26001,511500,347.275116
"960",353.519989,362.959991,353.01001,361.709991,314500,358.627472
"961",358.570007,362.75,356.959991,362.549988,357800,359.460327
"962",367,370.119995,361.98999,366.98999,333500,363.862488
"963",363.029999,366.600006,357.609985,362.850006,306800,359.757782
"964",361.109985,367.380005,359.75,360.640015,350500,357.566589
"965",357.619995,359.5,344.73999,349.829987,326500,346.848755
"966",353.48999,360.470001,349.630005,357.290009,337300,354.245178
"967",360.179993,367.709991,357.920013,364.179993,256000,361.076416
"968",368.529999,381.149994,365,377.170013,433000,373.95575
"969",380.950012,391.109985,379.399994,383.920013,326600,380.648224
"970",386.269989,391.5,380.890015,382.890015,440100,379.626984
"971",373.170013,376.5,320.920013,322.299988,975500,319.553314
"972",322.679993,340.799988,322.48999,339.709991,566100,337.42215
"973",340.579987,349.720001,336.029999,346.070007,496600,343.739349
"974",349.359985,350.73999,336.970001,339.529999,272500,337.243408
"975",340.410004,344.790009,338.23999,340.630005,265200,338.335999
"976",338.160004,341.26001,333.540009,340.799988,381100,338.504822
"977",341.720001,344.619995,327.149994,329.450012,420800,327.231323
"978",330.160004,332.179993,321.570007,322.440002,552300,320.268463
"979",326.429993,340.359985,326.429993,338.649994,546000,336.369293
"980",336.519989,341.179993,330.880005,339.869995,431900,337.581085
"981",339.220001,343.820007,333.209991,334.130005,541300,331.879761
"982",332.649994,337.709991,325.380005,328.279999,417600,326.069183
"983",330.369995,337.679993,329.5,333.589996,449100,331.343414
"984",336.549988,344.220001,333.75,343.119995,310800,340.809204
"985",343.98999,346.820007,337.570007,346.109985,3029300,343.779083
"986",346.109985,353.769989,342.130005,353.100006,744300,350.722046
"987",350.700012,352.5,335.600006,339.130005,413100,336.846069
"988",337.070007,340.420013,328.549988,330.23999,486300,328.01593
"989",329.519989,329.519989,318.890015,324.269989,467800,322.086151
"990",325.279999,335.019989,324.420013,332.589996,344000,330.350128
"991",334.589996,339.48999,330.040009,339.119995,355000,336.836182
"992",337.970001,342.290009,334.179993,334.899994,307100,332.644562
"993",333.980011,336.5,330.109985,331.399994,324000,329.168121
"994",331.369995,339.519989,330.279999,337.790009,292200,335.515106
"995",339.459991,348.220001,338.309998,346.579987,354100,344.245911
"996",347,353.190002,345.920013,348.790009,276000,346.44104
"997",348.089996,355.549988,347.190002,352.940002,288700,350.56308
"998",352.630005,357.26001,350.350006,356.149994,294800,353.751465
"999",358.200012,366.350006,356.609985,364.369995,637400,361.916077
"1000",360.429993,365,352.790009,362.01001,309700,359.572021
"1001",362.01001,370.880005,362,369.730011,204400,367.240021
"1002",371.459991,371.690002,363.019989,365.519989,138900,363.05838
"1003",364.950012,366.869995,361.190002,364.730011,83200,362.273712
"1004",368.75,369.950012,360.920013,362.76001,153400,360.316956
"1005",363.910004,367.350006,357.600006,364.040009,187300,361.588318
"1006",366.160004,369.070007,362.829987,367.279999,147300,364.806519
"1007",368.470001,373.070007,364.670013,372.5,272600,369.991394
