"","CB.Open","CB.High","CB.Low","CB.Close","CB.Volume","CB.Adjusted"
"310",137.410004,138.649994,136.039993,136.699997,1621800,126.069199
"311",136.539993,138.990005,135.520004,138.259995,1599300,128.173584
"312",138.529999,138.759995,136.740005,136.770004,1664600,126.79229
"313",136.639999,137,131.139999,133.300003,3329800,123.575447
"314",133.460007,135.270004,133.100006,135.080002,1589000,125.225594
"315",133.279999,136.429993,132.309998,136.179993,1565400,126.245331
"316",136.610001,137.149994,135.410004,135.770004,1573300,125.865257
"317",134.979996,136.690002,133.419998,134.130005,1721800,124.344894
"318",134.539993,136.350006,133.529999,134.160004,1115300,124.372681
"319",135.509995,136.169998,134.509995,135.179993,1566200,125.318283
"320",134.139999,135,133.539993,134.059998,1484700,124.280006
"321",134.800003,135.800003,134.139999,134.779999,1126400,124.947464
"322",135.789993,135.910004,133.389999,134,1194200,124.224396
"323",135,136.789993,134.410004,135.789993,1272700,125.883759
"324",136.490005,137.679993,136,136.350006,1536800,126.402924
"325",136.449997,136.789993,135.190002,136.509995,1944400,126.551254
"326",136.759995,137.960007,136.179993,137.619995,1892800,127.580276
"327",138.220001,138.279999,136.490005,137.679993,1957900,127.635902
"328",137.990005,138.369995,136.820007,138.289993,1357800,128.201416
"329",136.309998,138.300003,135,136.100006,2451900,126.171165
"330",137.529999,139.009995,136.679993,137.259995,2880600,127.246544
"331",137.110001,137.759995,136.139999,136.399994,1809300,126.44931
"332",136.279999,137.660004,135.5,137.309998,1505000,127.292915
"333",137.589996,138.320007,135.669998,135.669998,1255600,125.772537
"334",135.679993,136.210007,134.399994,135.929993,1047800,126.013588
"335",135.429993,135.889999,131.899994,132.720001,1977600,123.037758
"336",131.800003,132.289993,128.820007,130.190002,2858000,120.692337
"337",130.740005,133.380005,129.190002,132.75,1919400,123.065575
"338",132.809998,133.070007,131.869995,132.710007,1473500,123.028496
"339",132,133.5,132,132.839996,1555600,123.148994
"340",133.380005,134.860001,132.850006,134.690002,1834500,124.864029
"341",134.470001,135.899994,133.690002,135.539993,1246600,125.652008
"342",135.899994,136.570007,135.25,136.169998,1566500,126.236084
"343",136.289993,136.820007,134.820007,135.050003,1295500,125.197769
"344",134.559998,136.130005,134,134.479996,1824600,124.669342
"345",134.449997,135.190002,133.820007,134.570007,1077900,124.752792
"346",134.160004,135.050003,133.929993,134.449997,1211800,124.641541
"347",134.199997,134.300003,133.309998,133.539993,1976600,123.797913
"348",134.050003,134.610001,133.309998,133.889999,1490200,124.122391
"349",133.860001,136.009995,133.639999,135.220001,1509600,125.355354
"350",134.720001,135.330002,132.899994,133.809998,1316200,124.048248
"351",133.729996,133.850006,132.110001,133.440002,1149100,123.705231
"352",132.970001,134.070007,132.869995,133.479996,1094200,123.742302
"353",131.979996,132,129.190002,129.919998,1844100,120.442017
"354",130.570007,132.770004,130.449997,132.309998,1257000,122.657661
"355",132.759995,132.759995,130.059998,130.690002,1972200,121.155861
"356",131.759995,132.100006,130.470001,130.779999,1339400,121.239265
"357",130.550003,132,130.550003,131.779999,994400,122.166313
"358",131.539993,131.589996,129.800003,130.949997,1310900,121.396889
"359",131.100006,131.990005,129.139999,131.350006,1408800,121.7677
"360",131.470001,132.509995,129.949997,132.229996,2225500,122.583481
"361",132.679993,133.740005,132.270004,133.520004,1848200,123.779388
"362",133.520004,133.729996,132.770004,133,1651800,123.297333
"363",133.25,134,131.770004,132.320007,1259800,122.666931
"364",132.610001,133.619995,132.050003,132.720001,1803300,123.037758
"365",132.75,132.75,129.630005,130.100006,2356500,120.608917
"366",129.960007,131.270004,129.630005,130.880005,3670300,121.331993
"367",129.330002,129.580002,127.949997,129.440002,1923100,119.997032
"368",128.669998,129.889999,128.660004,129.649994,2130000,120.191727
"369",129.990005,130.039993,126.580002,126.709999,2091200,117.466202
"370",125.190002,126.43,124.669998,124.940002,2327600,116.496483
"371",125.360001,126.690002,125.010002,125.379997,2458700,116.906731
"372",125.400002,126.230003,123.959999,125.110001,2345700,116.655006
"373",125.239998,125.580002,124.160004,124.57,1547700,116.151482
"374",124.809998,126.129997,124.010002,125.199997,2193100,116.738914
"375",124.959999,127.220001,124.959999,126.660004,2216500,118.100243
"376",126.879997,128.660004,126.419998,127.019997,3039400,118.435913
"377",126.629997,127.389999,126.300003,126.809998,1195100,118.240105
"378",127.059998,128.570007,127.059998,127.580002,1171200,118.958061
"379",128.149994,128.539993,127.07,128.25,1642500,119.582787
"380",128.169998,130.139999,127.790001,129.190002,1393300,120.459259
"381",128.75,132.139999,128.75,132.089996,1882400,123.163261
"382",132.789993,133.660004,132.360001,133.509995,2781900,124.48732
"383",133.119995,133.589996,131.729996,131.850006,2476800,122.939507
"384",132.25,132.610001,131.550003,132.520004,1707600,123.564224
"385",132.179993,132.5,131.509995,132.139999,1134200,123.209915
"386",132.160004,133.509995,132.160004,133.369995,1388400,124.356781
"387",133.75,133.949997,132.809998,133.380005,1332200,124.366119
"388",133.509995,135.100006,133.149994,135,1439100,125.876625
"389",134,135,132.880005,133.110001,2104100,124.114334
"390",132.740005,133.419998,132.190002,133.229996,1371700,124.226219
"391",133.160004,133.979996,132.699997,133.940002,1703400,124.888245
"392",133.889999,135.300003,133.690002,134.559998,1506200,125.466354
"393",132,135.75,132,135.619995,2341200,126.45472
"394",136.350006,137.899994,135.759995,137.259995,2133600,127.983879
"395",137.399994,138.839996,137.330002,137.889999,1817600,128.571304
"396",137.669998,140.029999,137.630005,139.850006,2249100,130.39888
"397",140.039993,140.240005,138.630005,139.720001,2368700,130.277649
"398",139.669998,140.399994,138.350006,138.449997,1325200,129.093491
"399",137.779999,138.210007,136.699997,137.639999,1213500,128.338211
"400",137.619995,138.820007,136.690002,138.809998,1115100,129.429123
"401",138.830002,139.169998,138.240005,138.699997,893100,129.326569
"402",138.820007,139.360001,137.899994,138.649994,1081600,129.279922
"403",138.539993,138.639999,137.460007,137.479996,1052300,128.189026
"404",137.419998,137.740005,137.029999,137.080002,1142600,127.816063
"405",136.25,136.399994,135.350006,135.889999,1527100,126.706467
"406",135.75,135.940002,134.710007,134.979996,1363700,125.857956
"407",132.809998,133.820007,132.5,133.110001,2080500,124.114334
"408",132.619995,133.300003,131.809998,132.679993,2140800,123.713402
"409",133.110001,135.160004,133.110001,134.410004,1371700,125.3265
"410",134.020004,134.699997,133.559998,134.039993,1124700,124.981483
"411",134.380005,135.160004,134.050003,134.850006,954200,125.736763
"412",134.75,135.490005,134.449997,135.029999,1327800,125.904572
"413",134.570007,135.160004,132.850006,133.130005,1265300,124.133011
"414",133.259995,133.550003,132.919998,133.330002,929300,124.319489
"415",133.429993,135.229996,133.429993,135.119995,1174000,125.988525
"416",135.490005,136.919998,135.309998,136.509995,973000,127.284561
"417",136.580002,137.25,136.220001,136.360001,1039200,127.14473
"418",136.350006,137.059998,135.610001,136.389999,850700,127.172691
"419",136.389999,136.630005,134.589996,135.149994,1007600,126.016487
"420",134.619995,135.399994,133.979996,135.240005,1478500,126.10041
"421",135.179993,136.210007,134.899994,136.199997,1066700,126.995529
"422",136.25,137.809998,135.889999,137.279999,1055500,128.002548
"423",137.25,137.770004,136.800003,137.339996,1140100,128.058456
"424",136.880005,137.660004,136.179993,136.610001,1036100,127.377846
"425",136.649994,136.649994,134.919998,135.460007,1164300,126.305511
"426",134.440002,136.110001,134.139999,135.559998,1154800,126.398758
"427",135.600006,136.020004,134.399994,134.660004,1270300,125.559578
"428",135.660004,136.539993,135.220001,136.270004,1060800,127.060791
"429",136.5,138.199997,136.320007,138.110001,1195600,128.776459
"430",138.449997,138.830002,137.929993,138.339996,1248600,128.990906
"431",138.690002,139.029999,137.479996,138.639999,1072200,129.270599
"432",138.990005,141.220001,138.990005,140.119995,1665000,130.650604
"433",139.889999,140.470001,138.990005,140,1443800,131.222366
"434",140.279999,140.470001,139.089996,139.860001,2027500,131.091141
"435",139.869995,140.119995,136.940002,137.080002,1391200,128.485443
"436",137.089996,137.440002,135.130005,135.419998,1286700,126.929512
"437",135.919998,135.960007,133.520004,133.800003,1682800,125.411087
"438",133.789993,134.350006,133.210007,133.369995,1239600,125.008041
"439",132.970001,133.910004,132.259995,133.639999,1193600,125.261124
"440",134.229996,134.490005,132.809998,133.169998,1377000,124.82058
"441",133.279999,133.679993,132.610001,133.570007,1161500,125.195511
"442",134.009995,134.809998,133.119995,133.429993,848400,125.064278
"443",133.389999,134.589996,133.070007,134.470001,990400,126.039047
"444",134.470001,135.570007,134.169998,134.460007,796200,126.029724
"445",134.339996,136.940002,133.880005,136.160004,1197100,127.623138
"446",135.75,136.899994,134.259995,136.589996,1414800,128.026138
"447",134.949997,136.080002,132.380005,132.440002,2117700,124.136345
"448",132.059998,132.059998,125.839996,126.82,3161100,118.868721
"449",127.040001,127.870003,123.230003,126.25,2764800,118.334442
"450",126.169998,127.519997,124.620003,124.639999,1625900,116.825394
"451",125.099998,125.339996,124.260002,124.889999,2430800,117.059715
"452",124.830002,128.039993,124.610001,127.129997,1716000,119.159279
"453",128.679993,129.649994,126.75,127.489998,4130300,119.496704
"454",126.5,129.479996,126.5,128.279999,2094800,120.237175
"455",128.149994,128.919998,126.769997,127.129997,2138300,119.159279
"456",126.110001,127.860001,125.230003,126.75,2583000,118.803093
"457",120.580002,126.889999,120.5,125,3877500,117.162819
"458",125.940002,126.239998,122.459999,123.68,3406600,115.925591
"459",123.190002,124.660004,121.290001,123.440002,2558700,115.70063
"460",124.349998,125.510002,122.080002,123.019997,1939800,115.306961
"461",123.849998,125.529999,122.889999,125.370003,1967300,117.509621
"462",125.699997,126.5,124.760002,124.910004,2566600,117.078461
"463",125.290001,126.43,124.339996,125.519997,1745000,117.6502
"464",126.620003,127.089996,124.75,126.230003,1365800,118.315712
"465",127.379997,129.139999,127.089996,128.589996,1611700,120.527733
"466",128.399994,130.470001,127.809998,130.389999,1410400,122.21489
"467",130.979996,131.910004,129.679993,131.690002,1406100,123.43338
"468",131.419998,132.389999,130.910004,131.759995,1021200,123.49897
"469",131.789993,132.360001,130.679993,131.169998,1388700,122.945976
"470",130.720001,130.820007,127.120003,127.190002,2099800,119.215523
"471",127.339996,129.419998,127,127.57,1275400,119.571701
"472",127.919998,128.740005,125.790001,126.720001,1378600,118.774994
"473",126.059998,130.779999,125.339996,130.100006,1918000,121.943092
"474",129.729996,132.940002,128.910004,132.539993,2100500,124.23008
"475",132.580002,134.470001,132.089996,134.330002,1924200,125.907845
"476",134.240005,134.699997,131.979996,132.949997,2008300,124.614403
"477",132.860001,133.789993,131.759995,132.399994,1338500,124.098877
"478",131.350006,132.759995,130.889999,131.309998,507600,123.077171
"479",131.990005,133.960007,131.990005,133.429993,1047100,125.064278
"480",132.929993,133.740005,131.990005,133.259995,971900,124.904922
"481",133.139999,135.270004,132.759995,135.25,1470300,126.770195
"482",134.529999,135.240005,133.639999,134.210007,1013900,125.79538
"483",134.229996,134.720001,133.009995,133.740005,2956000,125.354851
"484",134.179993,135.119995,132.509995,133.509995,1893500,125.139267
"485",133.990005,135.169998,131.720001,132.330002,2730800,124.033241
"486",130.910004,131.660004,128.220001,131.479996,2458100,123.236526
"487",131.419998,133.229996,129.449997,130.960007,1552400,122.749161
"488",130.949997,131.020004,127.709999,130.240005,1623200,122.074303
"489",131.25,132.119995,127.75,127.919998,1982400,119.899742
"490",129.619995,130.149994,127.690002,128.649994,2224400,120.583984
"491",128.679993,129.759995,127.190002,129.149994,1698100,121.052628
"492",128.059998,128.75,127.449997,128.119995,1594200,120.087204
"493",128.119995,129.910004,127.199997,127.629997,1847500,119.627937
"494",128.279999,129.029999,125.25,125.809998,1798600,117.922035
"495",126,128.949997,125.050003,126.650002,1885100,118.709366
"496",125.150002,126.459999,123.290001,124.230003,2373900,117.116142
"497",124.669998,127.720001,124.110001,124.889999,3973200,117.73835
"498",124.080002,124.260002,120.120003,120.190002,1283600,113.307487
"499",120.610001,125.080002,119.540001,125.029999,1971000,117.870338
"500",123.510002,128.179993,123.040001,128.179993,1918500,120.839943
"501",128.850006,129.360001,127.260002,127.809998,1312400,120.491127
"502",128,129.509995,127.68,129.179993,1616000,121.782692
"503",127.650002,128.610001,126.07,127.290001,1391900,120.000931
"504",126.440002,127.25,124.449997,124.669998,1746200,117.53093
"505",126.419998,128.910004,126.419998,128.399994,1977800,121.047356
"506",127.849998,128.779999,126.790001,127.360001,1398900,120.06691
"507",127.910004,128.339996,125.480003,126.379997,1627500,119.143036
"508",127.480003,128.389999,126.93,127.959999,2402000,120.632545
"509",128.429993,129.630005,127.779999,129.529999,1307300,122.112656
"510",129,129.940002,128.240005,129.520004,1300400,122.103249
"511",129.100006,131,128.660004,130.839996,1877700,123.347641
"512",131.690002,133.130005,130.330002,132.449997,2143900,124.865463
"513",133.479996,133.910004,132.229996,132.960007,1803600,125.346237
"514",133.020004,133.669998,132.199997,132.860001,2090800,125.251961
"515",133.529999,134.210007,132.929993,133.589996,2240700,125.940132
"516",133.119995,133.490005,130.649994,131.149994,2432100,123.63987
"517",131.179993,132.360001,130.169998,132.059998,1212600,124.49778
"518",131.679993,132.729996,130.860001,132.410004,1270100,124.827728
"519",133.110001,134.429993,132,132.289993,1579400,124.714569
"520",131.710007,132.5,130.720001,131.990005,1323200,124.431808
"521",131.630005,132.100006,130.710007,131.399994,1128000,123.875549
"522",131.600006,133.039993,130.860001,132.800003,1317600,125.195389
"523",132.339996,133.270004,131.490005,133.050003,2602500,125.431068
"524",133.199997,133.800003,132.520004,133.570007,1331300,125.921318
"525",133.169998,133.940002,132.529999,133.929993,1560500,126.260681
"526",134,134.509995,132.899994,134.509995,1903100,126.807472
"527",131.619995,132,129.570007,129.880005,3748800,122.442596
"528",129.929993,131.169998,129.360001,130.619995,2226000,123.140213
"529",130.119995,130.460007,128.580002,130.350006,1883200,122.885696
"530",130.75,130.940002,129.320007,130.570007,1444300,123.093102
"531",131.270004,132.570007,130.570007,132.240005,1425200,124.66748
"532",132.449997,133.660004,132.160004,132.509995,1490100,124.922005
"533",131.690002,131.690002,129.889999,130.720001,1787000,123.23452
"534",131.899994,133.240005,131.899994,133.210007,1420100,125.581924
"535",132.990005,134.070007,132.410004,133.759995,1070600,126.100426
"536",133.990005,134.820007,133.190002,134.809998,1166500,127.090279
"537",134.869995,135.710007,134.220001,134.710007,1499800,126.996025
"538",135.190002,135.350006,134.220001,134.509995,1414400,126.807472
"539",135.059998,135.940002,134.589996,135.369995,1339600,127.618217
"540",134.940002,136.070007,134.550003,135.169998,1290100,127.429672
"541",134.309998,135.029999,133.029999,133.029999,1505200,125.412224
"542",133.110001,133.919998,133,133.899994,2090400,126.232407
"543",134.710007,135.399994,134.029999,134.119995,1670900,126.439796
"544",134.360001,134.830002,132.460007,133.570007,1301400,125.921318
"545",133.759995,134.070007,132.779999,133.539993,1314600,125.893013
"546",133.389999,134.559998,133,133.289993,922700,125.657318
"547",132.779999,133.160004,132,132.679993,1245200,125.082245
"548",132.009995,132.850006,131.630005,132.360001,1048000,124.780594
"549",133.029999,133.690002,132.649994,133.410004,1367900,125.770477
"550",133.839996,134.710007,133.699997,134.100006,1128100,126.420967
"551",134.350006,135.220001,133.899994,134.520004,1501000,126.816917
"552",134.940002,135.949997,134.389999,135.399994,1408000,127.6465
"553",135.039993,136.919998,135.039993,136.350006,2307700,128.542099
"554",136.690002,137.880005,136.380005,137.380005,1679400,129.513123
"555",136.910004,138.039993,135.660004,135.699997,1679900,127.929344
"556",135.970001,136.589996,134.690002,134.720001,1451000,127.00544
"557",133.449997,136.419998,133.350006,136.169998,1154900,129.071793
"558",135.350006,138.059998,135,136.619995,1558500,129.498352
"559",136.809998,137.279999,136.089996,136.669998,1159900,129.545746
"560",137.179993,137.75,136.690002,137.330002,1369900,130.171356
"561",137.589996,139.830002,137.460007,138.839996,1818600,131.602615
"562",138.899994,139.539993,137.789993,139.080002,1325900,131.830139
"563",139.600006,140.179993,139.169998,140.080002,2007500,132.777969
"564",140.610001,141.589996,140.339996,141.460007,1445700,134.086075
"565",141.460007,141.559998,139.720001,139.910004,1372100,132.616852
"566",139.789993,139.990005,137.179993,137.839996,1937000,130.65477
"567",137.600006,137.619995,136.179993,136.770004,2271700,129.640533
"568",137,137.800003,136.639999,137.589996,1391200,130.41777
"569",137.320007,137.5,136.470001,137.160004,1065900,130.010239
"570",136.5,136.570007,135.720001,136.570007,1099200,129.450958
"571",136.600006,137.559998,136.440002,137.410004,1003400,130.247177
"572",137.710007,138.380005,137.399994,137.990005,1111000,130.796951
"573",138.479996,139.410004,137.880005,139.169998,1544000,131.915436
"574",139.080002,139.429993,138.649994,138.960007,1155800,131.71637
"575",139.410004,140.279999,139.369995,140.210007,1172400,132.901245
"576",138.649994,139.600006,137.350006,137.789993,1417100,130.607361
"577",137.800003,140.460007,137.800003,138.660004,1302200,131.432037
"578",138.020004,138.139999,137.160004,138.039993,855000,130.844345
"579",138.259995,139.020004,137.869995,138.600006,993200,131.375153
"580",139,141.410004,138.449997,140.550003,1882700,133.223495
"581",139.990005,142.009995,139.279999,141.710007,1314900,134.323029
"582",141.880005,143.059998,141.710007,142.979996,1207800,135.526825
"583",142.970001,144.399994,142.639999,143.630005,1162800,136.142929
"584",144.059998,145.240005,143.199997,145.199997,2025900,137.631104
"585",142.369995,145.600006,142,144.229996,1930800,136.71167
"586",144.490005,145.339996,143.309998,144.330002,1327700,136.806458
"587",144.770004,145.759995,143.970001,145.050003,1196900,137.488922
"588",143.759995,145.339996,143.509995,144.830002,936500,137.280396
"589",145.759995,145.759995,142.199997,142.789993,1524600,135.346741
"590",142.850006,143.899994,142.169998,142.779999,1041200,135.337265
"591",141.75,143.279999,141.410004,142.649994,1112500,135.21405
"592",142.089996,144.960007,141.800003,144.729996,1162000,137.185593
"593",143.039993,144.360001,142.389999,143.350006,1314700,135.877533
"594",143.119995,145.399994,143.119995,143.880005,1213100,136.379929
"595",142.830002,144.720001,142.830002,143.669998,967900,136.180862
"596",143.940002,146.050003,143.309998,145.619995,957400,138.029205
"597",144.5,146.190002,144.419998,144.990005,1440700,137.432068
"598",144.990005,146.309998,144.509995,145.75,1306400,138.152451
"599",145.869995,146.649994,145.770004,146.210007,1249000,138.58847
"600",146.210007,148.389999,145.75,148.020004,1155600,140.304092
"601",147.039993,147.389999,145.800003,147.070007,1305700,139.403641
"602",147.470001,148.380005,146.830002,148.169998,939500,140.446259
"603",148.139999,148.699997,146.419998,146.460007,1106100,138.825439
"604",145.639999,146.059998,144.460007,145.960007,1414400,138.351486
"605",146.5,146.949997,144.789993,145.779999,1187100,138.180862
"606",145.110001,146.259995,144.759995,146.070007,1265700,138.45575
"607",144.970001,147.940002,144.970001,147.809998,1393100,140.105042
"608",148.570007,148.889999,147.169998,147.350006,2151000,139.669037
"609",147.399994,149.639999,147.139999,149.419998,1459200,141.631088
"610",149.880005,149.949997,148.429993,148.660004,1459400,140.910751
"611",148.729996,150.320007,148.449997,149.440002,1795900,141.65007
"612",150,150.089996,148.559998,148.990005,1397200,141.223526
"613",149.429993,149.639999,148.339996,148.610001,1028700,140.863342
"614",148.940002,149.779999,148.520004,148.770004,1158000,141.014984
"615",148.949997,148.990005,147.919998,148.839996,1190700,141.081375
"616",149.169998,150.529999,148.550003,150.259995,1161300,142.427353
"617",150.759995,152,148.149994,148.389999,1198100,140.654831
"618",148.619995,149.520004,147.899994,148.119995,1608300,140.398911
"619",148.509995,149.679993,148.300003,149.449997,1768500,141.659561
"620",147.550003,149.580002,147.550003,149.360001,1836000,142.288315
"621",148,150.460007,148,149.639999,2185400,142.555069
"622",148.520004,151.139999,148.520004,150.080002,1371600,142.974228
"623",150.5,151.339996,149.949997,150.940002,1637300,143.793488
"624",150.889999,150.889999,146.940002,147,1453700,140.04007
"625",146.979996,147.600006,146.470001,147.160004,1521100,140.19249
"626",147.860001,147.929993,146.839996,147.289993,2769700,140.31633
"627",148.410004,148.479996,147.080002,147.839996,2115900,140.840271
"628",147.5,148.740005,147.110001,148.419998,2103700,141.392822
"629",149,150.639999,148.880005,150.25,1287100,143.136169
"630",150.199997,150.300003,148.899994,149.619995,1051000,142.535995
"631",149.5,149.929993,149.020004,149.429993,1173200,142.354996
"632",148.259995,149.880005,147.979996,149.25,1117800,142.183517
"633",149.389999,149.960007,148.830002,149.149994,1161400,142.088242
"634",149.229996,149.399994,148.199997,148.800003,1039500,141.754837
"635",149.100006,149.429993,148.139999,149.369995,979900,142.297836
"636",149.600006,151.369995,149.009995,151.360001,1240900,144.193619
"637",151.610001,152.289993,150.649994,151.440002,1484200,144.269821
"638",151.300003,151.699997,150.350006,150.449997,1271800,143.326691
"639",150.539993,150.800003,149.399994,150.630005,820100,143.498184
"640",150.830002,150.830002,148.229996,148.279999,1235800,141.25946
"641",148.190002,148.729996,147.119995,147.789993,1096400,140.792633
"642",147.649994,147.970001,145.369995,146.740005,2007300,139.792389
"643",146.509995,151.630005,146.190002,151.580002,2302900,144.403214
"644",152.160004,152.259995,150.600006,151.009995,1521500,143.860184
"645",150.779999,153.059998,149.970001,152.970001,1639600,145.727386
"646",152.949997,154.050003,152.559998,153.279999,1987100,146.022705
"647",152.820007,153.699997,152.520004,153.309998,1522200,146.0513
"648",153.75,154.259995,152.050003,152.839996,2501800,145.603561
"649",152.389999,152.929993,150.630005,151.160004,1814000,144.003098
"650",151.789993,153.039993,150.270004,152.270004,1815200,145.060562
"651",151.190002,151.919998,147.889999,148.490005,2077100,141.459518
"652",148.059998,152.429993,147.479996,152.089996,2039400,144.889069
"653",150.770004,155.210007,149.070007,154.149994,2415100,146.851547
"654",154.550003,157.970001,154.539993,157.779999,2250100,150.309662
"655",157.550003,160.229996,157,159.619995,2115500,152.062546
"656",157.490005,159.880005,155.809998,157.039993,1600900,149.60466
"657",156.860001,159.710007,156.179993,158.830002,1777000,151.309937
"658",157.020004,158.330002,152.380005,152.690002,2624700,145.460663
"659",152.75,154.479996,152.179993,153.929993,1325400,146.641937
"660",154.210007,155.949997,152.179993,155.399994,1268200,148.042343
"661",156.649994,156.679993,155.509995,155.740005,1413800,148.366241
"662",155.880005,156.509995,154.5,154.679993,983700,147.35643
"663",154.800003,155.419998,154.179993,154.949997,1033300,147.613617
"664",155.449997,156,154.179993,155.220001,1367700,147.870865
"665",155,156.479996,152.520004,153.220001,1334300,145.965546
"666",154,155.289993,153.270004,155.210007,890000,147.861343
"667",155.889999,156.470001,154.75,155.529999,1721900,148.166183
"668",155.149994,157.399994,154.820007,157,1605200,149.566589
"669",157.960007,158.229996,156.029999,157.369995,1413800,149.919052
"670",158,158,155.259995,156.279999,1931600,148.880661
"671",155.529999,158.740005,155.529999,158.559998,1472600,151.052734
"672",159.160004,160.679993,158.630005,159.850006,1399100,152.281662
"673",161.339996,162.190002,159.839996,160.630005,1016300,153.024719
"674",160.550003,161.919998,160.309998,161.029999,856900,153.405777
"675",162.119995,162.119995,159.490005,160.259995,1025300,152.672226
"676",160.429993,160.429993,157.880005,159.320007,1286100,151.776749
"677",159.070007,160.080002,158.199997,159.740005,1455200,152.176849
"678",160.740005,161.130005,158.169998,160.100006,2226000,152.519821
"679",160.330002,160.5,158.460007,158.970001,1864200,151.443314
"680",158.679993,159,157.679993,158.550003,1281800,151.043198
"681",158.710007,159.759995,157.869995,159.720001,1587100,152.157806
"682",159.699997,160.720001,158.460007,159.490005,1343100,151.938705
"683",159.009995,159.949997,158.25,158.5,1426300,151.708969
"684",157.929993,158.75,156.940002,157.679993,2138600,150.924118
"685",157.25,158.889999,157.059998,157.710007,1329500,150.95282
"686",158.160004,160.300003,157.949997,158.839996,1678600,152.034378
"687",158.979996,159.240005,157.940002,158.789993,1071700,151.986557
"688",158.330002,161.139999,158.330002,160.460007,1074300,153.585022
"689",160.889999,161,159.520004,160.509995,842900,153.632858
"690",160.880005,162.080002,160.320007,161.440002,1221200,154.52301
"691",161.830002,161.990005,158.559998,158.630005,1029000,151.833389
"692",157.850006,158.460007,155.979996,156.809998,1390800,150.0914
"693",156.740005,157.300003,155.419998,156.449997,1132700,149.746811
"694",156.639999,162.440002,156.589996,162.059998,2491200,155.11647
"695",161.589996,161.990005,159.490005,159.660004,1592700,152.81929
"696",158.669998,159.039993,155.470001,155.479996,1768600,148.81839
"697",156.369995,157.529999,155.830002,156.800003,1080900,150.081833
"698",156.660004,157.460007,155.020004,155.389999,2208400,148.732224
"699",156.990005,156.990005,155.029999,155.100006,2543700,148.454651
"700",155.050003,156.059998,154.369995,155.440002,1050200,148.780106
"701",155.910004,156.649994,155.119995,155.210007,1138900,148.559967
"702",155.179993,155.619995,153.630005,154.649994,1474800,148.023926
"703",154.779999,155,152.960007,153.020004,1252500,146.463776
"704",153.410004,153.660004,152.589996,152.690002,1607700,146.147919
"705",153.410004,153.690002,152.660004,153.300003,1265400,146.731766
"706",152.110001,152.110001,148.050003,148.5,2646900,142.137421
"707",148.520004,150.360001,148.520004,150.160004,1445000,143.726318
"708",150.199997,151.399994,149.529999,151.119995,1404900,144.645187
"709",150.800003,150.800003,147.539993,149.139999,2201800,142.750015
"710",149.429993,149.949997,148.210007,148.240005,2020900,141.888565
"711",147.740005,149.25,147.380005,148.630005,2590300,142.261841
"712",149.369995,154.080002,148.850006,153.369995,2710800,146.798767
"713",152.779999,153.369995,150.720001,152.419998,1638000,145.889481
"714",152.960007,153.190002,150.070007,150.440002,1634100,143.994308
"715",151.520004,151.520004,147.339996,147.720001,1946100,141.390854
"716",148.080002,149.740005,147.479996,148.830002,3638200,142.453293
"717",149.039993,152.229996,148.75,152.179993,2324200,145.659744
"718",152.539993,154.139999,152.279999,152.919998,2360200,146.368057
"719",152.639999,153.160004,151.210007,151.509995,1161800,145.018478
"720",150.639999,151.729996,150.330002,151.320007,940700,144.836624
"721",151.059998,152.339996,150.660004,151.399994,1117400,144.913177
"722",150.889999,152.75,150.809998,152.309998,975200,145.78418
"723",152.020004,152.619995,151.080002,151.350006,1469000,144.865326
"724",151.740005,151.889999,150.449997,151.289993,1710700,144.807907
"725",151.419998,153.149994,151.050003,152.820007,1243900,146.272354
"726",152.440002,153.639999,151.830002,152.830002,1142100,146.281921
"727",152.440002,153.130005,151.130005,152.509995,1206600,145.975601
"728",153.139999,153.149994,149.630005,149.970001,1631300,143.544464
"729",150.050003,151.75,150.050003,151.130005,1183900,144.654755
"730",151.330002,152.320007,149.470001,149.970001,1437600,143.544464
"731",150.380005,151.949997,149.919998,151.770004,1426300,145.267319
"732",151.809998,152.529999,151.410004,152.080002,845700,145.564041
"733",152.289993,152.669998,151.070007,151.479996,678400,144.989746
"734",151.850006,152.25,149.690002,149.779999,1091200,143.36261
"735",148.880005,150.740005,147.919998,149.380005,1425600,142.979736
"736",149.419998,151.520004,149.009995,151.059998,1438700,144.587738
"737",150.929993,151.160004,149.419998,150.289993,1266800,143.850723
"738",151.449997,152.5,150.289993,152.199997,1200800,145.678909
"739",152.259995,153.529999,151.660004,153,1786100,146.444626
"740",152.979996,153.279999,152.399994,152.960007,1270300,146.406342
"741",152.309998,153.089996,151.669998,151.970001,1200500,145.458755
"742",151.830002,153.970001,151.229996,153.679993,1131500,147.09549
"743",153.229996,154.919998,153.070007,154.639999,1107900,148.014359
"744",155.240005,155.839996,154.979996,155.529999,1531000,148.866226
"745",155.389999,156.479996,155.300003,156.199997,1703800,149.507523
"746",156,156.369995,153.679993,154.610001,1922700,147.985657
"747",153.690002,154.550003,153.080002,154.5,2717400,148.601227
"748",155.679993,156.979996,154.809998,155.539993,2553600,149.601501
"749",155.559998,155.770004,153.369995,154.199997,1367400,148.312668
"750",154.179993,154.479996,153.770004,153.940002,567700,148.062622
"751",154.279999,155.070007,154.130005,154.75,1044800,148.84166
"752",154.970001,155.929993,154.830002,155.820007,903400,149.870834
"753",156,156,154.839996,155.309998,677300,149.380295
