"","MCHP.Open","MCHP.High","MCHP.Low","MCHP.Close","MCHP.Volume","MCHP.Adjusted"
"64",36.880001,37.299999,36.619999,36.724998,4397800,34.268951
"65",36.764999,37.235001,36.404999,36.509998,3890800,34.068333
"66",36.450001,36.904999,36.060001,36.759998,4130000,34.301601
"67",36.779999,37.130001,36.634998,37.029999,4978000,34.553547
"68",37.029999,37.185001,36.639999,36.705002,3816600,34.250294
"69",36.52,36.564999,35.700001,36.330002,7022000,33.900368
"70",36.314999,36.349998,35.855,36.075001,6462800,33.662426
"71",36.009998,36.445,35.955002,36.119999,5444000,33.704414
"72",36.275002,36.59,36.18,36.509998,2862200,34.068333
"73",36.299999,37.154999,36.279999,37.064999,4660800,34.586205
"74",37.27,37.715,37.235001,37.43,6558200,34.926807
"75",37.755001,37.98,37.575001,37.814999,6418400,35.286057
"76",37.380001,37.5,36.935001,37.215,5927800,34.726181
"77",37.740002,38.049999,37.555,37.974998,3223800,35.435356
"78",38,38.400002,37.880001,38.365002,5482400,35.799274
"79",38.365002,38.404999,37.875,38.075001,4638400,35.528671
"80",38.275002,38.66,38.23,38.375,4140800,35.808598
"81",38.360001,38.360001,37.705002,37.790001,4434800,35.262726
"82",37.959999,38.130001,37.525002,38.080002,2480400,35.533337
"83",38.049999,38.075001,37.560001,37.845001,4387800,35.31406
"84",37.764999,37.880001,37.485001,37.625,4904200,35.108772
"85",37.669998,37.825001,37.415001,37.505001,4613800,34.996784
"86",37.685001,37.685001,37.275002,37.584999,4296000,35.071438
"87",37.665001,37.915001,37.43,37.73,4429000,35.206753
"88",37.73,38.240002,37.59,38.224998,7676600,35.66864
"89",39.945,40.099998,38.834999,39.255001,13076600,36.629757
"90",39.195,39.779999,38.985001,39.52,7412000,36.877029
"91",39.5,39.634998,39.310001,39.5,3844600,36.858372
"92",39.529999,40.07,39.485001,40.064999,4538800,37.385578
"93",39.959999,40.865002,39.855,40.814999,5177800,38.085426
"94",40.450001,40.610001,39.119999,39.169998,5799200,36.550438
"95",39.195,39.875,38.939999,39.669998,5232600,37.016994
"96",39.740002,40.209999,39.685001,40.09,3533400,37.580387
"97",40.145,40.66,40.09,40.555,3380000,38.01627
"98",40.634998,40.970001,40.32,40.674999,3845000,38.128754
"99",40.764999,40.904999,40.540001,40.830002,3742400,38.274052
"100",41,41.18,40.790001,40.884998,4767000,38.325615
"101",40.744999,40.895,40.529999,40.849998,3613200,38.292801
"102",40.91,41.43,40.849998,41.255001,4985400,38.672451
"103",41.544998,42,41.240002,41.650002,5153000,39.042721
"104",41.810001,41.990002,41.610001,41.715,4030800,39.103657
"105",41.869999,42.314999,41.445,42.169998,4600400,39.53017
"106",42.275002,42.775002,42.205002,42.255001,5237000,39.609852
"107",42.16,42.799999,41.779999,42.595001,6482600,39.928574
"108",42.779999,43.255001,42.66,43.150002,5534600,40.44883
"109",43.290001,43.450001,42.82,43.43,3471800,40.711285
"110",43.625,43.744999,40.860001,41.740002,8614800,39.12709
"111",40.915001,41.549999,40.150002,41.540001,8241600,38.939606
"112",41.814999,42.25,41.025002,41.764999,6534400,39.150528
"113",41.950001,42.049999,40.689999,41.150002,4520000,38.57402
"114",40.529999,40.919998,40.355,40.785,4930200,38.231865
"115",40.904999,41.09,40.384998,40.615002,8133600,38.07251
"116",40.98,41.52,40.904999,41.305,4948200,38.719318
"117",41.355,41.419998,40.134998,40.174999,4661600,37.660053
"118",40.334999,40.59,39.945,40.415001,9588400,37.885036
"119",40.389999,40.555,40.009998,40.035,5496600,37.528816
"120",40.110001,40.855,39.900002,40.794998,5425600,38.241249
"121",40.799999,41.355,40.110001,40.150002,3350200,37.636623
"122",40.025002,40.209999,39.330002,39.355,4958800,36.891392
"123",39.525002,39.990002,38.775002,39.915001,6462000,37.416336
"124",39.625,39.669998,38.154999,38.689999,6508200,36.268017
"125",38.915001,39.134998,38.48,38.59,4849600,36.174286
"126",38.865002,38.994999,37.900002,37.904999,2264800,35.53215
"127",38.009998,39.055,38.009998,38.970001,6206400,36.530487
"128",38.549999,39.09,38.25,38.560001,3314000,36.146156
"129",38.740002,39.505001,38.605,39.18,3702400,36.727341
"130",39.195,39.540001,38.974998,39.380001,3534600,36.914825
"131",39.380001,39.814999,39.305,39.555,2765800,37.078869
"132",39.965,40.625,39.77,40.080002,6263400,37.571011
"133",40.189999,40.290001,39.674999,39.744999,4478000,37.256977
"134",39.939999,40.509998,39.865002,40.419998,2835000,37.889721
"135",40.450001,40.674999,40.18,40.514999,2911200,37.978775
"136",40.404999,40.805,40.195,40.785,2386600,38.231865
"137",41.035,41.240002,40.855,41.154999,4198600,38.578712
"138",41.255001,41.689999,41.025002,41.52,3423200,38.92086
"139",41,41.025002,40.330002,40.439999,5266800,37.908466
"140",40.5,40.619999,40.189999,40.275002,3605200,37.753799
"141",40.25,40.695,40.060001,40.470001,3005000,37.936592
"142",40.775002,41.619999,40.700001,41.345001,4457400,38.756817
"143",41.490002,41.595001,39.900002,40.465,4167200,37.931908
"144",40.334999,40.450001,40.035,40.349998,2504400,37.824108
"145",40.5,40.68,39.974998,40.02,3707800,37.514759
"146",40.305,40.400002,40.014999,40.165001,2395000,37.650684
"147",40.34,40.549999,39.57,39.91,3678800,37.411644
"148",39.935001,40.5,39.785,40.34,6185200,37.81472
"149",40.715,41.915001,40.404999,41.744999,10037400,39.131771
"150",41.790001,42.52,41.509998,42.490002,4677800,39.830143
"151",42.465,42.970001,42.115002,42.310001,5263600,39.6614
"152",41.959999,42.105,41.555,41.799999,2762400,39.183327
"153",41.474998,41.630001,40.555,40.619999,4574000,38.077206
"154",40.700001,41.360001,40.685001,41.105,2814400,38.531837
"155",41.689999,42.235001,41.509998,42.009998,4129800,39.380188
"156",42.029999,42.220001,41.645,42.145,3376200,39.506737
"157",42.195,42.384998,41.830002,42.080002,2672600,39.445808
"158",41.695,41.77,40.799999,40.825001,3590600,38.434681
"159",40.959999,41.185001,40.665001,40.790001,2698000,38.40173
"160",40.924999,40.959999,40.459999,40.764999,1824800,38.378201
"161",40.945,41.465,40.945,41.355,2659200,38.933655
"162",41.005001,41.560001,40.900002,41.450001,2485000,39.02309
"163",41.474998,41.744999,41.174999,41.345001,2913400,38.92424
"164",41.41,41.610001,41.224998,41.314999,1540600,38.895992
"165",41.529999,41.965,41.355,41.880001,2312400,39.427917
"166",41.445,42,41.43,41.915001,3039800,39.460861
"167",42,42.875,41.994999,42.84,5708800,40.331711
"168",42.919998,43.485001,42.775002,43.400002,4217000,40.858917
"169",43.48,44,43.355,43.924999,3401800,41.35318
"170",43.494999,43.884998,42.740002,43.244999,4230000,40.712994
"171",43.075001,43.27,42.5,43.060001,4308600,40.53883
"172",43.095001,43.75,42.855,43.695,3018600,41.13665
"173",43.650002,43.805,43.185001,43.285,3243600,40.750656
"174",43.900002,44.240002,43.439999,44.189999,3892000,41.602661
"175",44.310001,44.445,43.875,44.224998,3091800,41.635612
"176",44.014999,44.27,43.915001,44.169998,2878200,41.583828
"177",44.105,44.865002,44.09,44.619999,6377800,42.007492
"178",44.889999,45.285,44.665001,44.810001,8153800,42.186363
"179",45,45.619999,44.965,45.505001,4656800,42.840664
"180",45.555,45.915001,45.200001,45.490002,4393200,42.82655
"181",45.41,45.455002,43.384998,44.16,6607800,41.574417
"182",44.235001,44.384998,43.695,44.189999,3543200,41.602661
"183",44.044998,44.895,44.044998,44.845001,2593000,42.219315
"184",44.525002,44.689999,43.794998,44.035,3210200,41.456745
"185",44.400002,44.645,43.595001,43.880001,3562600,41.310818
"186",44.244999,44.759998,44.119999,44.459999,3540200,41.856853
"187",44.314999,44.639999,44.145,44.57,3871200,41.960415
"188",44.555,44.994999,44.435001,44.889999,4388200,42.261681
"189",45.185001,45.615002,45.075001,45.275002,3909400,42.624146
"190",45.275002,45.474998,45.130001,45.360001,3441800,42.704163
"191",45.334999,45.805,45.009998,45.799999,5118400,43.118397
"192",45.904999,45.91,45.375,45.650002,3668200,42.97718
"193",45.455002,45.794998,45.145,45.775002,2699000,43.09486
"194",45.924999,45.994999,45.630001,45.744999,2197000,43.066616
"195",46,46.165001,45.549999,45.959999,2194200,43.26902
"196",45.865002,46.064999,45.685001,45.965,2244000,43.273735
"197",45.735001,46.200001,45.735001,45.889999,2239000,43.203125
"198",46.119999,46.255001,45.705002,45.880001,2105600,43.19371
"199",46.115002,46.145,45.799999,45.945,1667600,43.254902
"200",45.895,45.935001,45.584999,45.849998,1920000,43.165462
"201",45.794998,46.18,45.195,46.060001,3325400,43.363174
"202",45.799999,46.555,45.275002,46.525002,3082800,43.800953
"203",46.945,47.330002,46.25,46.365002,3618000,43.650318
"204",46.555,46.695,46.145,46.305,3374200,43.59383
"205",46.314999,46.705002,46.264999,46.654999,1754200,43.923336
"206",46.435001,46.599998,45.785,46.16,3275200,43.457321
"207",46.419998,46.82,46.419998,46.560001,2510400,43.8339
"208",46.904999,47.404999,46.365002,47.360001,3938800,44.587059
"209",47.105,47.744999,46.98,47.605,3971800,44.817722
"210",47.615002,47.845001,47.310001,47.400002,2465800,44.62471
"211",47.150002,47.57,46.259998,46.494999,5893000,43.772709
"212",46.189999,46.955002,46.064999,46.73,2799800,43.993946
"213",46.860001,47.009998,46.264999,46.830002,2785000,44.088097
"214",47.154999,47.810001,47.084999,47.68,6139800,44.888317
"215",47.5,47.959999,45.25,45.720001,9491400,43.043087
"216",45.674999,46.560001,45.455002,46.404999,9210200,43.687977
"217",46.165001,46.220001,44.790001,45.404999,6634200,42.746529
"218",45.439999,45.834999,45.18,45.779999,3653600,43.099571
"219",45.505001,45.665001,45.235001,45.509998,2797600,42.845371
"220",45.334999,45.560001,45.005001,45.505001,3018400,42.840664
"221",45.23,45.349998,44.639999,44.794998,2982800,42.172237
"222",44.880001,45.529999,44.814999,45.389999,3571600,42.732399
"223",45.509998,45.794998,45.32,45.650002,4198400,42.97718
"224",45.740002,45.945,45.57,45.695,2921000,43.191261
"225",45.970001,46.310001,45.805,45.935001,3136000,43.418118
"226",45.830002,46.130001,45.195,45.200001,3269400,42.7234
"227",45.145,45.52,45.110001,45.485001,1455800,42.992779
"228",45.235001,45.310001,44.314999,44.465,5142800,42.028667
"229",44.575001,45.34,44.424999,45.290001,4336200,42.808468
"230",45.105,45.150002,42.974998,43.290001,8779600,40.918045
"231",43.595001,44.375,43.334999,43.494999,7330800,41.111809
"232",43.200001,43.654999,42.549999,43.5,6198800,41.116539
"233",43.715,43.970001,42.855,43.150002,5029000,40.785725
"234",42.985001,44.310001,42.779999,43.105,4868000,40.743183
"235",43.040001,43.415001,42.645,43.154999,3023400,40.790447
"236",43.205002,43.825001,43.064999,43.695,3661000,41.300858
"237",44.049999,44.240002,43.630001,43.705002,3713800,41.310307
"238",43.73,44.215,43.459999,43.695,3252600,41.300858
"239",43.395,43.52,42.830002,42.919998,3796400,40.568325
"240",43.205002,43.470001,42.970001,43.200001,2965000,40.832977
"241",43.224998,43.32,42.685001,42.735001,3963400,40.393459
"242",43.115002,43.625,42.68,43.375,6469000,40.99839
"243",43.645,44.695,43.645,44.485001,4364400,42.047569
"244",44.610001,44.919998,44.209999,44.794998,3517800,42.34058
"245",45.029999,45.445,44.735001,45.110001,3587200,42.638321
"246",45.16,45.325001,44.689999,44.73,2829800,42.279144
"247",44.665001,44.805,44.060001,44.459999,1858600,42.023941
"248",44.095001,44.459999,43.884998,44.314999,1175200,41.886883
"249",44.474998,44.560001,44.145,44.200001,1638400,41.778187
"250",44.450001,44.5,44.09,44.305,2322400,41.877438
"251",44.349998,44.5,43.915001,43.939999,1808000,41.532433
"252",44.290001,45.27,44.130001,45.205002,3266200,42.728123
"253",45.255001,46.09,45.189999,45.884998,5060000,43.370857
"254",46.115002,46.424999,45.720001,45.994999,3292600,43.474831
"255",46.290001,46.439999,45.785,46.130001,2962000,43.602444
"256",45.970001,46.435001,45.669998,46.310001,2168600,43.772587
"257",46.365002,46.514999,45.84,46.255001,4446600,43.720581
"258",45.974998,46.130001,45.040001,45.474998,3984400,42.983326
"259",45.59,46.169998,45.360001,46.055,2155200,43.531555
"260",46.165001,46.825001,45.895,46.720001,2542600,44.160114
"261",47.014999,47.185001,46.34,46.665001,3517000,44.108124
"262",47.189999,48.189999,46.959999,48.009998,5706600,45.379429
"263",48.009998,48.799999,47.935001,48.645,4833200,45.979633
"264",48.924999,49.07,48.470001,48.724998,7529800,46.055252
"265",48.805,49.355,48.615002,49.345001,3495600,46.641281
"266",49.345001,49.584999,49.035,49.259998,3262000,46.560936
"267",48.43,48.900002,47.445,47.68,6566800,45.067505
"268",48.154999,48.174999,46.125,46.240002,5448800,43.706417
"269",46.959999,48.535,46.740002,48.455002,6504400,45.800045
"270",48.07,48.645,47.689999,48.439999,3917400,45.785866
"271",48.174999,48.255001,47.445,47.494999,4091200,44.892647
"272",47.895,48.105,47.259998,47.610001,3888000,45.001347
"273",47.455002,47.945,47.055,47.27,3865000,44.679974
"274",47,47.470001,46.619999,46.654999,3890600,44.098663
"275",46.549999,47.025002,44.735001,44.75,7048200,42.298054
"276",44.07,45.959999,43.950001,45.959999,10956200,43.441742
"277",43.775002,44.5,41.404999,41.455002,27250400,39.183594
"278",41.5,41.605,39.619999,39.950001,16232400,37.761047
"279",40.384998,40.990002,39.165001,40.52,11433600,38.299816
"280",40.755001,41.755001,40.755001,41.509998,10039800,39.235577
"281",41.055,41.355,40.064999,40.404999,8593000,38.19112
"282",40.02,41.189999,40,41.105,7374200,38.852768
"283",41.555,41.639999,40.5,41.244999,7161000,38.9851
"284",41.115002,41.91,41.115002,41.705002,7107200,39.419891
"285",41.32,43.259998,41.32,42.43,8053000,40.280464
"286",42.615002,42.919998,41.799999,42.075001,6471600,39.943451
"287",42.09,42.814999,41.625,41.959999,4396400,39.834286
"288",42.404999,42.610001,41.834999,42.580002,4127600,40.422871
"289",42.724998,43.23,42.625,43.189999,4429200,41.001976
"290",43.880001,46.134998,43.805,44.275002,12217000,42.03199
"291",44.709999,45.255001,44.349998,44.465,8231000,42.212372
"292",44.509998,45,43.779999,44.509998,7676800,42.255093
"293",46.195,46.875,44.5,45.645,17057200,43.332592
"294",45.865002,47.455002,45.544998,47.235001,7874800,44.842041
"295",47.494999,48.380001,46.869999,48.285,9563000,45.838852
"296",47.540001,48.040001,47.110001,47.785,6008200,45.364174
"297",48.5,48.580002,47.279999,47.669998,7787800,45.255001
"298",48.455002,49.564999,48.224998,49.485001,8548800,46.978058
"299",49.764999,50.25,49.650002,50.119999,5845800,47.580891
"300",50.494999,50.740002,48.740002,49.014999,7340800,46.531868
"301",49.264999,49.349998,48.380001,48.625,4691200,46.161621
"302",48.720001,48.91,48.43,48.764999,3396800,46.294533
"303",48.799999,49.400002,48.619999,49.09,5334600,46.603073
"304",48.619999,48.735001,47.445,48.485001,5297400,46.028713
"305",48.665001,49.455002,48.505001,49.27,4514600,46.773952
"306",49.029999,50.134998,49.025002,49.605,5029400,47.09198
"307",48.825001,49.415001,48.25,48.275002,4391400,45.829357
"308",48.349998,48.465,47.005001,47.005001,7190800,44.623695
"309",47.994999,49.040001,47.305,48.994999,3415600,46.512878
"310",49.334999,49.544998,46.865002,47.200001,5599600,44.808819
"311",47.035,47.195,45.465,45.580002,7351000,43.270885
"312",45.965,46.305,45.224998,45.68,8538800,43.365818
"313",45.494999,45.75,43.615002,43.814999,8732200,41.595295
"314",44.195,44.599998,43.674999,44.514999,4797200,42.259834
"315",43.580002,45.205002,43.455002,45.09,4231000,42.805702
"316",45.310001,45.459999,44.220001,44.810001,3983800,42.539898
"317",44.195,44.855,42.939999,43.134998,4923400,40.949749
"318",43.564999,44.514999,43.060001,43.099998,7409000,40.916519
"319",44.035,44.619999,43.48,44.365002,4582400,42.117432
"320",43.810001,45,43.735001,44.25,4221200,42.008263
"321",44.580002,44.955002,44.27,44.529999,6104000,42.274082
"322",44.785,44.84,43.5,43.665001,4903400,41.4529
"323",44.099998,44.099998,42.98,43.115002,7588600,40.930763
"324",43.419998,44.814999,43.375,44.535,5950400,42.278831
"325",44.334999,44.625,43.75,44,4493400,41.770931
"326",43.150002,43.360001,42.235001,42.57,6391000,40.41338
"327",43.25,43.799999,42.224998,42.84,7182400,40.669701
"328",42.915001,43.305,42.165001,42.200001,6629400,40.062126
"329",42.669998,42.755001,40.639999,41.220001,8681800,39.131763
"330",41.330002,42.044998,40.779999,41.490002,5411400,39.388092
"331",41.950001,42.68,41.66,42.450001,4950800,40.299458
"332",42.790001,43.025002,41.764999,42.330002,3114200,40.185539
"333",42.375,42.665001,41.709999,41.830002,3582800,39.710865
"334",41.595001,42.555,41.5,42.509998,3376400,40.356411
"335",42.580002,42.82,42.014999,42.389999,4647600,40.242493
"336",41.990002,43.154999,41.32,43.055,6321200,40.873806
"337",42.735001,43.880001,42.735001,43.755001,4377600,41.538345
"338",44.255001,44.855,43.825001,44.369999,7332800,42.122185
"339",44.950001,45.48,43.259998,45.325001,8977600,43.028809
"340",45.5,45.959999,44.549999,45.93,5472800,43.603153
"341",45.82,46.625,45.82,46.580002,3539800,44.22023
"342",46.75,47.110001,46.255001,46.474998,2881600,44.120544
"343",47.049999,47.349998,46.595001,46.73,3318000,44.362621
"344",47.345001,47.365002,46.174999,46.68,5983400,44.315159
"345",46.544998,46.985001,46.529999,46.755001,2941200,44.386353
"346",46.605,47,46.32,46.685001,3268600,44.319912
"347",46.25,46.779999,45.965,46.400002,2869800,44.221741
"348",46.959999,47.314999,46.490002,46.904999,2610000,44.703033
"349",46.775002,47.5,46.705002,47.165001,3407000,44.950825
"350",46.619999,47.07,46.365002,47.040001,3125800,44.831696
"351",46.990002,47.485001,46.724998,47.424999,2732600,45.19862
"352",47.404999,47.970001,47.395,47.904999,2756000,45.656097
"353",47.43,47.990002,47.174999,47.615002,3792200,45.379704
"354",48.32,49.544998,47.645,48.755001,6312600,46.46619
"355",48.615002,49.369999,48.509998,48.689999,5184600,46.404232
"356",49.18,50.544998,48.830002,50.525002,5899400,48.153088
"357",50.525002,50.865002,50.195,50.705002,8583000,48.324638
"358",51.375,51.400002,50.705002,51.07,3981400,48.672501
"359",51.139999,51.685001,50.845001,51.654999,4407400,49.230042
"360",51.509998,51.709999,50.634998,51.110001,4916800,48.710629
"361",50.685001,52.099998,50.395,51.075001,3072200,48.67728
"362",51.025002,51.465,50.860001,51.200001,2502800,48.796406
"363",51.259998,51.509998,50.915001,51.345001,6230800,48.934597
"364",51.445,51.544998,50.880001,51.040001,5326400,48.643917
"365",51.32,51.634998,51.040001,51.285,3172600,48.877411
"366",51.264999,51.264999,50.415001,50.990002,5110200,48.596268
"367",50.619999,50.939999,50.25,50.82,3287800,48.434238
"368",50.075001,50.705002,49.77,50.200001,3626000,47.843353
"369",50.615002,50.790001,50.174999,50.615002,2706400,48.238865
"370",50.845001,50.845001,49.314999,49.349998,2933200,47.033253
"371",49.490002,49.700001,48.185001,48.459999,5691200,46.185036
"372",48.005001,48.150002,46.360001,46.619999,6389200,44.431412
"373",46.880001,47.130001,46.349998,46.57,3536400,44.383762
"374",46.66,47.16,45.09,45.150002,5619600,43.030422
"375",44.965,45.630001,44.965,45.220001,5163400,43.097134
"376",45.365002,45.98,45.205002,45.474998,6352000,43.340168
"377",45.110001,45.764999,44.599998,45.735001,3264400,43.587963
"378",45.91,45.91,44.965,45.049999,2120000,42.935116
"379",45.615002,46.169998,45.415001,46.064999,3441600,43.90247
"380",45.845001,46.935001,45.695,46.705002,3344000,44.512424
"381",46.875,47.005001,46.18,46.689999,2926400,44.498127
"382",46.880001,47.380001,46.619999,47.299999,3115000,45.079491
"383",46.700001,47.105,45.794998,46.005001,4490800,43.845272
"384",46.384998,47.185001,46.119999,47.139999,4392200,44.926991
"385",47.169998,47.264999,46.82,47.014999,2968000,44.807877
"386",47,47.415001,46.924999,47.055,2161000,44.846001
"387",46.630001,47.564999,46.564999,47.525002,2985800,45.293926
"388",47.360001,47.98,47.360001,47.880001,2220400,45.632259
"389",47.82,47.935001,47.084999,47.400002,2272200,45.174789
"390",47.41,47.535,46.869999,47.185001,2762200,44.969894
"391",46.945,47.299999,46.369999,47.099998,2219000,44.888874
"392",47.435001,47.810001,46.5,46.630001,2899800,44.440948
"393",46.465,46.889999,45.419998,46.465,5637600,44.283691
"394",46.810001,47.365002,46.474998,47.334999,4337800,45.112843
"395",47.794998,48.455002,47.435001,47.654999,4724000,45.41782
"396",47.68,47.799999,46.404999,46.605,4012800,44.417114
"397",46.945,47.490002,46.654999,46.715,3518800,44.521954
"398",46.700001,47.195,46.540001,46.794998,2723800,44.598194
"399",46.349998,47.474998,46.290001,47.305,2476800,45.084259
"400",47.290001,47.580002,47,47.544998,3382400,45.312984
"401",47.355,48.064999,47.235001,47.799999,8112800,45.556019
"402",48.029999,48.740002,47.755001,48.630001,5529600,46.347054
"403",48.695,48.955002,48.41,48.880001,3700800,46.58532
"404",48.474998,49.130001,48.290001,49.040001,6251400,46.737816
"405",44.200001,44.935001,42.384998,43.705002,38479000,41.653255
"406",43.84,44.299999,43.43,43.514999,10821200,41.472176
"407",43.509998,43.900002,41.75,42.040001,14471200,40.066422
"408",41.950001,42.400002,40.674999,41.169998,9769400,39.237259
"409",41.555,42.125,40.785,40.895,7668800,38.975178
"410",40.75,41.610001,39.880001,41.505001,9127600,39.556541
"411",41.435001,41.599998,40.709999,41.25,8978800,39.486664
"412",41.560001,43.005001,41.560001,42.509998,10125600,40.692791
"413",42.115002,42.73,41.700001,42.709999,5461200,40.884247
"414",42.755001,43.564999,42.645,42.834999,5882200,41.003895
"415",43.209999,43.549999,42.919998,43.490002,4979600,41.630901
"416",43.755001,44.419998,43.630001,44.185001,5525400,42.296196
"417",44.5,44.5,43.549999,43.75,5742600,41.879795
"418",43.474998,43.735001,43.064999,43.41,5558000,41.554325
"419",43.209999,43.740002,42.615002,42.775002,5781400,40.946465
"420",42.834999,43.099998,42.52,43.014999,4496800,41.176201
"421",42.580002,43.080002,42.435001,43.044998,4314000,41.204918
"422",42.919998,43.044998,42.435001,42.57,4665200,40.750233
"423",42.375,42.5,41.305,41.950001,8450600,40.156738
"424",41.799999,42.514999,41.334999,41.525002,7008600,39.749908
"425",41.834999,42.035,41.349998,42.009998,3666000,40.214169
"426",41.775002,41.965,41.165001,41.615002,7363800,39.836056
"427",41.029999,41.830002,40.514999,41.735001,10794200,39.950928
"428",42.125,42.705002,41.625,41.884998,7187400,40.094513
"429",42.145,42.610001,41.724998,41.799999,6226400,40.013142
"430",41.224998,41.400002,40.43,40.439999,7492600,38.711281
"431",40.514999,40.98,40.189999,40.195,5605400,38.476757
"432",40.389999,40.794998,40.235001,40.685001,4632000,38.945808
"433",41.150002,41.974998,40.860001,41.689999,5453400,39.907852
"434",41.810001,41.855,41.185001,41.375,8202600,39.606312
"435",40.935001,41.299999,40.66,41.150002,3490800,39.390934
"436",40.360001,40.544998,39.290001,39.384998,10137400,37.701378
"437",39.32,39.869999,39.314999,39.395,7343800,37.71096
"438",39.380001,39.669998,39.174999,39.305,5018000,37.624798
"439",39.209999,39.560001,38.935001,39.455002,9762600,37.768391
"440",39.650002,39.849998,38.57,38.580002,10320800,36.930798
"441",38.900002,39.345001,38.68,38.825001,8353000,37.165321
"442",38.735001,38.825001,37.514999,37.560001,10387000,35.954399
"443",37.529999,37.645,35.314999,35.715,19029200,34.188263
"444",35.724998,35.915001,34.299999,34.639999,12238000,33.159218
"445",34.310001,34.794998,33.41,33.849998,9690200,32.402992
"446",33.650002,33.935001,33.130001,33.689999,13803600,32.249832
"447",33.189999,33.325001,32.564999,33.220001,19449800,31.799931
"448",33.665001,34.685001,33.259998,33.849998,15483000,32.402992
"449",34.915001,35.110001,33.639999,34.130001,10817000,32.671024
"450",33.869999,34.355,33.555,34.110001,8467200,32.651875
"451",34.509998,34.790001,34.154999,34.575001,6254800,33.097
