"","PNC.Open","PNC.High","PNC.Low","PNC.Close","PNC.Volume","PNC.Adjusted"
"443",138.300003,140.759995,137.759995,139.169998,2299600,125.13929
"444",139.809998,140.270004,138.229996,138.520004,1598600,124.55484
"445",138.220001,140.699997,137.830002,139.75,1891100,125.66082
"446",139.220001,140.050003,138,138.699997,1770500,124.71666
"447",139.100006,140.139999,136.050003,136.199997,2589300,122.468712
"448",135.589996,135.970001,131.279999,131.610001,3436300,118.341461
"449",128.300003,128.729996,121.610001,124.260002,7617900,111.73246
"450",125.290001,126.779999,123.459999,125.599998,4652800,112.937378
"451",124.919998,125.18,122.169998,124.849998,3598000,113.118576
"452",124.589996,127.910004,123.610001,127.330002,5148800,115.365555
"453",126.739998,127.639999,123.949997,124.220001,3051800,112.547783
"454",124.339996,126.389999,123.199997,125.160004,3019700,113.39946
"455",125.040001,125.370003,121.339996,121.459999,2083500,110.047127
"456",119.519997,120.860001,118.400002,120.300003,3771400,108.996124
"457",119.870003,119.93,116.550003,116.900002,3425600,105.915619
"458",117.889999,120.839996,117.410004,119.629997,2121300,108.389069
"459",118.330002,120.699997,117.699997,119.449997,2537400,108.225998
"460",120.959999,123.989998,120.599998,122.160004,2397700,110.681358
"461",122.82,125.010002,121.889999,124.760002,3431800,113.037041
"462",125.449997,129.779999,125.360001,128.490005,3822700,116.416557
"463",129.279999,130.080002,128.100006,129.740005,4090900,117.54911
"464",130.830002,131.479996,127.82,129.880005,2686100,117.675957
"465",129.639999,131.679993,129.449997,130.580002,2362700,118.310188
"466",130.210007,132.110001,129.779999,131.759995,2303300,119.379288
"467",131.910004,133.460007,129.589996,133.279999,2625100,120.756485
"468",132.570007,134.759995,132.490005,134.240005,2167100,121.626266
"469",134.089996,135.589996,133.789993,134.229996,2323400,121.617195
"470",134.199997,134.770004,132.649994,132.770004,3674700,120.294388
"471",132.820007,135.839996,132.559998,135.589996,4139000,122.849411
"472",136,137.130005,132.190002,134.130005,3314600,121.526619
"473",133.490005,136.729996,132.199997,136.690002,2752900,123.846062
"474",135.880005,137.470001,135.619995,136.389999,2456300,123.574242
"475",135.699997,136.889999,133.940002,135.300003,3082800,122.58667
"476",134.320007,135.100006,132.199997,133.080002,2656600,120.575264
"477",133.559998,134.630005,131.710007,132.710007,1330100,120.240036
"478",131.919998,133.75,131.149994,132.619995,568100,120.15847
"479",134.330002,136.5,134.070007,135.550003,1925100,122.813171
"480",134.5,135.830002,133.350006,133.899994,1799600,121.318222
"481",133.880005,135.130005,131.779999,134.210007,2326900,121.599091
"482",133.410004,134.800003,133.009995,133.649994,2792600,121.091682
"483",133.369995,136.729996,133.25,135.779999,3194300,123.021553
"484",137.330002,138.240005,134.630005,135.899994,3493500,123.13028
"485",135.089996,135.389999,127.93,129.509995,3353100,117.340706
"486",127.019997,129.509995,125.389999,129.309998,3241300,117.1595
"487",128.809998,130.820007,125.650002,126.559998,2754200,114.6679
"488",126.449997,126.449997,122.120003,124.260002,3145000,112.58403
"489",125.330002,126.790001,122.360001,122.459999,2932100,110.953148
"490",123.940002,124.940002,121.809998,122.739998,3138500,111.206841
"491",123.190002,123.559998,119.239998,119.900002,2365500,108.63372
"492",118.830002,120.940002,118.290001,118.5,2758300,107.365265
"493",118.300003,120.440002,117.639999,118.32,2666800,107.202171
"494",118.540001,119.620003,115.900002,116.589996,2532100,105.634735
"495",116.730003,118.220001,113.349998,114.029999,3033300,103.315277
"496",113.349998,115.449997,112.660004,113.580002,4100800,102.907555
"497",113.129997,115.699997,111.330002,111.489998,7403100,101.013939
"498",111,112.669998,109.599998,109.709999,2359600,99.401192
"499",110.269997,114.849998,108.449997,114.839996,3046200,104.049171
"500",113.339996,115.75,111.620003,115.75,2510300,104.873672
"501",116.209999,117.120003,114.849998,115.370003,1803100,104.529373
"502",115.879997,117.230003,115.150002,116.910004,1887600,105.92466
"503",115.150002,119.120003,114.849998,118.809998,1912000,107.646133
"504",118.059998,120,117.290001,118.269997,2789600,107.15686
"505",120.480003,121.739998,119.730003,121.230003,2703800,109.838753
"506",120.25,121.940002,119.800003,120.959999,2145600,109.594124
"507",121.260002,121.800003,119.309998,121.150002,3952800,109.766251
"508",121.110001,121.669998,119.449997,120.809998,3755800,109.458206
"509",120.370003,120.800003,118.370003,119.580002,3531600,108.343765
"510",118.82,120.519997,117.940002,120.050003,2984800,108.769615
"511",119.279999,121.470001,118.809998,120.550003,2893900,109.222633
"512",120.010002,121.239998,118.309998,121.120003,4171300,109.739075
"513",120.419998,121.919998,117.169998,121.209999,6131000,110.688782
"514",121.110001,122.43,119.800003,121.889999,4314200,111.309776
"515",122.510002,125.690002,121.919998,125.25,3014100,114.37812
"516",124.309998,125.839996,123.669998,124.580002,2614400,113.766273
"517",124.93,125.5,123.410004,124.389999,1993500,113.592773
"518",123.559998,124.900002,122.800003,123.809998,2572900,113.063118
"519",124.449997,125.599998,123.639999,124.919998,1890600,114.076752
"520",124.260002,125.220001,123.400002,124.870003,1644100,114.031097
"521",124.639999,125.690002,124.209999,124.330002,1372000,113.537979
"522",124.269997,125.040001,123.199997,123.660004,1896100,112.92614
"523",122.830002,123.410004,120.5,122.669998,2099300,112.022072
"524",123.120003,123.93,122.379997,122.730003,2390500,112.076859
"525",123.349998,124.639999,122.830002,124.629997,2105000,113.811928
"526",124.629997,124.879997,122.330002,123.019997,2345500,112.341698
"527",122.629997,123.940002,121.809998,122.610001,2199000,111.96727
"528",123.059998,125.290001,121.699997,122.839996,2247600,112.177307
"529",122.300003,123.230003,119.690002,121.239998,1471400,110.716194
"530",121.739998,122.5,121,121.57,1700800,111.017548
"531",122.529999,123.690002,122.370003,123.150002,1730300,112.460411
"532",123.459999,123.769997,121.370003,121.480003,2331600,110.935364
"533",120.489998,121.260002,119.370003,120.610001,2110300,110.140877
"534",122.029999,124.349998,121.550003,124.150002,2321300,113.373611
"535",122.809998,125.389999,122.809998,124.949997,2674500,114.104164
"536",124.949997,126.589996,124.559998,126.519997,1787800,115.537895
"537",126.190002,126.589996,124.529999,124.910004,2270800,114.067635
"538",125.050003,125.449997,123.739998,124.150002,1663600,113.373611
"539",124.959999,125.940002,123.620003,123.690002,2553300,112.953522
"540",123.209999,124.57,122.440002,123.209999,2920900,112.51519
"541",123.459999,125.769997,122.879997,125.720001,1949500,114.80732
"542",126.059998,126.720001,125.480003,126.019997,2189400,115.081284
"543",126.599998,127.82,125.57,126.620003,1963800,115.629204
"544",126.709999,128.649994,125.330002,126.330002,1928800,115.36438
"545",126.190002,128.130005,124.660004,127.82,3160100,116.725044
"546",128.130005,129.270004,127.349998,127.440002,2748500,116.378021
"547",126.639999,126.870003,124.459999,125.989998,2983900,115.053886
"548",124.669998,126.779999,124.519997,126.699997,2997600,115.702263
"549",127.150002,128.940002,126.959999,128.559998,2546500,117.40081
"550",128.800003,129.199997,127.370003,127.709999,3195900,116.62458
"551",128.419998,129.229996,127.360001,128.929993,1741600,117.738678
"552",129.009995,130.020004,128.479996,129.600006,1608500,118.350548
"553",129.009995,130.25,128.759995,129.860001,3687600,118.587959
"554",130.440002,132.389999,130.130005,131.880005,1913000,120.432632
"555",132.5,132.5,129.130005,129.479996,2285300,118.240929
"556",129.399994,129.820007,125.360001,125.459999,2991800,114.569901
"557",124.769997,124.879997,122.790001,122.900002,2804100,112.232094
"558",121.5,122.199997,118.699997,119.18,3464500,108.834991
"559",119.489998,120.900002,118.779999,119.18,2118500,108.834991
"560",120.269997,121.720001,119.620003,121.459999,1976900,110.917091
"561",121.290001,121.93,120.379997,121.269997,1773200,110.743591
"562",121.629997,122.959999,120.959999,122.860001,1619200,112.195572
"563",123.910004,124,122.169998,122.660004,1951100,112.012924
"564",123.980003,127.169998,123.839996,126.910004,1837000,115.894028
"565",126.550003,128.029999,126.160004,126.760002,1698200,115.75705
"566",127.989998,129.240005,126.089996,126.809998,2081400,115.802711
"567",126.800003,129.229996,126.800003,128.419998,1639700,117.272949
"568",128.490005,129.25,127.360001,127.910004,1331900,116.807228
"569",127.910004,128.550003,127.339996,128.240005,1460700,117.108589
"570",127.360001,127.690002,126.220001,126.800003,1572800,115.793579
"571",126.57,127.529999,125.779999,127.290001,1806300,116.241028
"572",128,128.910004,127.5,128.720001,2051700,117.546921
"573",129.440002,133.570007,129.179993,132.699997,4293600,121.18145
"574",131.979996,132.410004,130.5,131.059998,2006100,120.546776
"575",131.490005,134.029999,131.490005,133.149994,2375400,122.469116
"576",133.369995,134.520004,132.309998,133.869995,1752300,123.131378
"577",133.75,134.410004,132.759995,133.190002,2392400,122.505936
"578",133.279999,134.350006,132.479996,133.889999,1469800,123.149796
"579",133.410004,134.740005,131.720001,134.199997,3319000,123.434914
"580",133.850006,134.740005,132.860001,134.169998,1681400,123.407326
"581",133.330002,135.270004,133.039993,134.240005,1335700,123.471703
"582",134.009995,136.100006,134.009995,136.089996,1337100,125.173309
"583",136.800003,138.080002,136.179993,137.009995,1151900,126.019501
"584",136.929993,137.419998,135.669998,136.929993,1432400,125.9459
"585",136.720001,138.039993,134.880005,135.210007,1264400,124.363892
"586",135.539993,136.720001,135.399994,135.940002,1235900,125.035347
"587",135.990005,137.470001,135.699997,137.100006,1055200,126.10228
"588",135.350006,136.949997,134.139999,136.270004,1314000,125.338852
"589",134.779999,134.830002,132.259995,132.949997,1821500,122.285156
"590",132.470001,132.929993,131.789993,131.990005,1694200,121.402176
"591",130.029999,132.220001,129.470001,131.940002,1504100,121.356216
"592",131.410004,133.020004,129.550003,132.440002,1354300,121.816109
"593",130.039993,131.089996,128.139999,128.449997,2367500,118.146156
"594",128.210007,131.080002,128.009995,129.759995,1088500,119.351059
"595",128.839996,130.419998,127.589996,128.679993,1609200,118.357704
"596",129.610001,131.710007,129.279999,131.100006,1508900,120.58358
"597",129.460007,132.199997,129.419998,130.220001,1351600,119.774178
"598",130.220001,132.080002,130.089996,131.339996,1153200,120.804352
"599",131.119995,132.389999,131.039993,132.080002,988700,121.48497
"600",131.610001,132.369995,130.899994,132.020004,1166400,121.429802
"601",130.990005,130.990005,128.990005,129.970001,2026800,119.544228
"602",130.339996,132.380005,130.240005,131.970001,1162300,121.383797
"603",131.740005,132.339996,129.639999,129.639999,1944900,119.240707
"604",128.699997,130.119995,127.989998,130.029999,1640400,119.599419
"605",130.289993,131.059998,127.489998,128.610001,1185400,118.29332
"606",127.379997,128.320007,126.339996,127.260002,1543100,117.05162
"607",126.980003,129.779999,126.519997,128.970001,1711300,118.624443
"608",130.789993,133.470001,130.440002,133.399994,1502900,122.699074
"609",133.410004,134.440002,131.789993,134.25,1620400,123.480911
"610",133.889999,134.580002,132.990005,133.75,1251000,123.021004
"611",133.350006,133.850006,132.309998,132.880005,1619800,122.220825
"612",134.330002,135.639999,133.880005,134.380005,1015500,123.600487
"613",134.779999,136.350006,134.240005,135.179993,1248700,124.336288
"614",135.089996,135.75,133.679993,134.100006,1172900,123.342934
"615",134.360001,135.169998,132.889999,133.729996,2019500,123.002609
"616",134.070007,135.75,133.429993,135.210007,1757900,124.363892
"617",135.210007,136.179993,132.309998,132.539993,1710400,121.908066
"618",132.460007,135.449997,131.570007,134.429993,1781100,123.646454
"619",135.25,136.270004,132.990005,133.25,1521800,122.561111
"620",133.559998,133.779999,130.059998,132.899994,2128600,122.239189
"621",132.880005,134.679993,132.880005,133.169998,2480200,122.487526
"622",132.410004,134.580002,132.259995,133.669998,1515300,122.947449
"623",133.589996,134.169998,131.570007,133.360001,1446800,122.6623
"624",133.860001,134.839996,132.910004,133.639999,1387500,122.919846
"625",133.990005,135.880005,133.759995,134.660004,1504300,123.858025
"626",136.110001,137.389999,135.110001,137.279999,3171700,126.267845
"627",138.380005,139.929993,138.210007,139.800003,2128300,128.585709
"628",139.270004,140.399994,138.589996,139.589996,1828200,128.392548
"629",140,140.770004,139.210007,140.669998,892400,129.385925
"630",141.399994,143.089996,141.169998,141.570007,1281000,130.21373
"631",140.610001,141.449997,140.190002,140.740005,1568600,129.450317
"632",139.910004,141.600006,139.460007,140.789993,1838400,129.496262
"633",140.889999,141.789993,139.880005,140.050003,1466200,128.815659
"634",140.520004,142.070007,140.130005,141.460007,1505700,130.112534
"635",142.089996,142.479996,140.570007,142.190002,1569200,130.783997
"636",142.570007,142.570007,139.740005,140.199997,2534900,128.953629
"637",140,140.300003,137.960007,138.759995,3338400,127.62912
"638",138.789993,142.380005,138.75,139.679993,2901800,128.475311
"639",138.539993,139.949997,137.830002,138.880005,2004800,128.799942
"640",139.259995,139.949997,138.550003,138.830002,1853900,128.753571
"641",138.259995,139.940002,137.970001,139.570007,1671200,129.43985
"642",139.759995,141.119995,139,140.679993,1995600,130.469269
"643",139.729996,141.889999,139.729996,141.330002,1981200,131.072098
"644",142.039993,142.320007,140.289993,140.839996,1557000,130.617676
"645",140.949997,143.179993,140.919998,142.800003,1233100,132.43541
"646",142.259995,144.320007,141.880005,141.960007,1273100,131.656372
"647",140.839996,142.639999,140.690002,141.919998,1063600,131.619278
"648",141.990005,143.839996,141.080002,142.899994,2394600,132.528152
"649",142.410004,143.539993,138.009995,138.259995,2973900,128.22493
"650",138.330002,138.699997,135.429993,137.960007,1859000,127.946709
"651",135.100006,135.630005,131.839996,132.919998,2306100,123.272499
"652",134.460007,134.639999,132.080002,134.380005,1380300,124.626564
"653",131.130005,131.949997,128.119995,129.759995,4324200,120.341866
"654",131.240005,132.339996,130.259995,131.589996,2033500,122.039024
"655",131.210007,133.169998,129.839996,132.339996,2066300,122.734612
"656",130.910004,131.029999,128.440002,128.639999,2657300,119.303154
"657",128.869995,132.149994,127.830002,130.75,2218200,121.259995
"658",126.93,128.309998,124.160004,124.620003,3142000,115.574944
"659",125.370003,126.099998,123.339996,124.739998,2354900,115.686226
"660",125.879997,127.410004,125.370003,127,1850200,117.782188
"661",129.119995,129.669998,127.660004,128.360001,2481400,119.043495
"662",127.080002,127.769997,126.099998,126.199997,1888000,117.040253
"663",127.440002,127.480003,125.730003,126,1547000,116.854782
"664",127.169998,127.610001,125.739998,126.419998,1321400,117.244293
"665",126.129997,126.989998,122.370003,123.089996,1912900,114.155983
"666",123.949997,124.25,123.269997,124.099998,2431800,115.092682
"667",124.660004,125.120003,123.400002,124.129997,1744600,115.120499
"668",123.18,127.230003,123.18,126.559998,1462800,117.37413
"669",127.519997,129.259995,127.5,128.300003,1568900,118.987831
"670",129.289993,130.669998,128.740005,128.929993,1457900,119.572105
"671",127.610001,127.769997,125.230003,126.760002,2002900,117.559616
"672",128.100006,129,127.5,128.570007,1662500,119.238243
"673",130.889999,132.940002,130.679993,131.559998,1185300,122.01123
"674",131.460007,132.190002,130.669998,131.720001,1357400,122.159615
"675",132.949997,136.929993,132.339996,136.289993,2027800,126.397926
"676",137.25,138.960007,136.710007,137.889999,1893200,127.88179
"677",138,138.050003,135.479996,136,3444900,126.12896
"678",134.850006,137.380005,133.539993,137.169998,3076900,127.214043
"679",139,140.289993,138.020004,139.279999,2902800,129.170914
"680",137.949997,140.520004,137.360001,140.5,2180200,130.302353
"681",139.600006,140.039993,138,139.240005,2290300,129.133789
"682",138.75,141.309998,138.080002,141.199997,2073200,130.951538
"683",139.759995,142.089996,139.759995,141,2248500,130.766068
"684",141.279999,142.259995,140.25,140.880005,4212400,130.654739
"685",139.710007,141.75,139.679993,141.199997,2475700,130.951538
"686",140.75,141.830002,139.649994,140.270004,2842500,130.08905
"687",140.910004,141.690002,139.710007,140.309998,1454800,130.126129
"688",139.919998,140.649994,139.570007,140.100006,1041600,129.931381
"689",141.509995,142.229996,139.779999,140.389999,1368600,130.200317
"690",141.169998,141.169998,139.360001,140.160004,1726300,129.98703
"691",141.149994,141.550003,137.070007,137.199997,1518100,127.241859
"692",136.470001,136.649994,134.779999,135.699997,1776200,125.850739
"693",134.820007,136.75,133.369995,136.729996,2057200,126.805984
"694",136.880005,140.690002,136.75,140.470001,2087400,130.274506
"695",140.690002,141.720001,139.100006,139.949997,1778100,129.792252
"696",138.179993,138.460007,136.039993,136.179993,2221100,126.295868
"697",137.330002,137.679993,136.330002,136.559998,1459400,126.648315
"698",137.139999,139.619995,136.880005,138.419998,1283600,128.373337
"699",140.860001,142.479996,140.270004,140.399994,2416300,130.209595
"700",139.699997,140.770004,139.360001,140.520004,1444200,130.320892
"701",140.669998,142.850006,140.039993,141.869995,2297700,131.572922
"702",142.660004,143.270004,139.919998,141.460007,2692800,132.264816
"703",142.449997,144.100006,142.050003,142.660004,1748700,133.38681
"704",142.449997,144.699997,142.089996,143.520004,1901000,134.190918
"705",145,146.389999,144.710007,145.529999,1747100,136.070236
"706",145.550003,146.880005,144.539993,145.460007,1697700,136.004807
"707",144.979996,146.429993,144.699997,146.369995,1106400,136.855637
"708",146.199997,146.690002,144.690002,145.600006,1143800,136.135712
"709",145.289993,147.860001,145.289993,146.669998,1072500,137.136154
"710",147.720001,148.5,147.190002,147.770004,1250700,138.164673
"711",147.119995,149.389999,147.119995,148.289993,1411700,138.650818
"712",147.850006,148.770004,146.520004,147.75,1168000,138.14592
"713",146.669998,147.75,145.039993,146.699997,1266900,137.164185
"714",148.320007,148.910004,147.309998,148.809998,1109500,139.137024
"715",150.389999,150.729996,149.690002,150.009995,1192900,140.259033
"716",150.630005,152.139999,150,151.029999,1382700,141.212738
"717",150.550003,151.759995,149.949997,151.710007,1650300,141.848572
"718",152.949997,154.75,152.520004,153.070007,1565000,143.120148
"719",152.570007,152.919998,151.630005,152.199997,1845800,142.306686
"720",151.5,153.229996,151.380005,152.460007,1354800,142.549774
"721",152.139999,153.169998,151.110001,152.300003,1182200,142.400177
"722",150.639999,151.75,150.070007,150.820007,1677500,141.016418
"723",150.160004,150.860001,148.479996,149.020004,1973000,139.33342
"724",150.110001,150.919998,149.410004,150.860001,1773000,141.053772
"725",150.520004,152.429993,150.490005,151.710007,1616600,141.848572
"726",152,153.100006,150.75,151.720001,1647000,141.857895
"727",151.270004,152.660004,150.440002,151.779999,1456400,141.913986
"728",152.669998,153.529999,151.309998,151.690002,1404600,141.829819
"729",151.360001,153.720001,150.940002,152.850006,1080600,142.914429
"730",153.550003,154.419998,152.729996,153.399994,2438300,143.42868
"731",153.139999,153.470001,152.339996,152.889999,1570700,142.951813
"732",153.669998,154.149994,152.529999,153.289993,1315300,143.325821
"733",153.639999,154.449997,152.940002,153.210007,736300,143.251053
"734",153.929993,154.440002,151.940002,151.979996,1234300,142.100983
"735",150.270004,150.289993,148.089996,149.740005,2358000,140.006577
"736",149.740005,151.839996,149.639999,151.350006,1703200,141.511932
"737",152.279999,152.630005,151.589996,152.199997,2087100,142.306686
"738",154.080002,154.820007,153.5,153.809998,2701000,143.812027
"739",152.199997,154.059998,152.039993,153.699997,1699600,143.709152
"740",153.699997,156.830002,152.740005,155.600006,2606500,145.485687
"741",155.830002,156.119995,154.899994,155,1795100,144.924698
"742",155.660004,159.639999,155.119995,159,3113600,148.664658
"743",158.160004,160.080002,157.389999,158.639999,2472600,148.328079
"744",160.300003,160.869995,158.889999,159,1644400,148.664658
"745",158.970001,160.910004,158.479996,160.360001,1527800,149.936264
"746",160.809998,160.910004,159.380005,160.050003,1621200,149.646439
"747",160.270004,160.949997,158.720001,159.529999,1577600,149.160202
"748",161.199997,161.369995,159.369995,159.820007,3340300,149.431396
"749",160.080002,160.639999,158.919998,159.529999,1253600,149.160202
"750",159.839996,160.559998,159.580002,160.419998,1230000,149.99234
"751",160.479996,161.270004,160.289993,161.149994,798000,150.674911
"752",161.550003,161.720001,160.559998,160.809998,1051800,150.356995
"753",161.589996,161.789993,159.880005,160.020004,1401100,149.618362
"754",159.850006,160.369995,158.990005,159.630005,1499800,149.253723
"755",159.75,160.369995,158.899994,160.369995,1881300,149.945618
"756",158.410004,159.589996,157.429993,158.830002,1374400,148.505722
"757",158.100006,158.679993,157.449997,158.509995,1335500,148.206512
"758",157.429993,158.399994,156.610001,157.259995,1936300,147.037781
"759",158,159.910004,157.300003,158.889999,1958400,148.561829
"760",160.380005,161.25,159.839996,160.809998,1652000,150.356995
"761",160.979996,160.979996,158.470001,158.570007,2182500,148.262634
"762",158.880005,159.539993,157.820007,159.440002,2391100,149.07608
"763",159.169998,160.949997,158.809998,159.880005,3333900,149.487473
"764",158.309998,158.309998,153.330002,154.080002,4078500,144.064484
"765",153.580002,153.699997,149.949997,152.619995,3831600,143.772446
"766",153.050003,154.050003,152.850006,153.360001,2515600,144.469559
"767",152.139999,153.330002,151.460007,151.649994,2036200,142.858688
"768",151.960007,153.020004,151.649994,152.259995,2637300,143.433304
"769",151.389999,153.25,149.929993,152.710007,2118100,143.857239
"770",152.479996,152.479996,149.520004,150.380005,3152900,141.662323
"771",147.940002,150,147.320007,148.529999,2343400,139.919556
"772",149.320007,150.970001,148.880005,149.690002,1636200,141.012299
"773",149.910004,150.759995,148.330002,148.589996,1091200,139.976089
"774",147.130005,151.100006,147.130005,150.960007,2277500,142.208694
"775",149.270004,150.690002,148.240005,148.550003,2808400,139.938385
"776",150.039993,151.149994,149.259995,149.539993,1969300,140.870987
"777",151.949997,152.229996,150.429993,150.660004,1502500,141.926071
"778",152.520004,153.850006,152.300003,153.789993,1451900,144.874603
"779",154.820007,154.949997,152.679993,152.850006,1484300,143.989105
"780",151.820007,153.639999,151.380005,153.350006,1547200,144.460129
"781",152.490005,153.860001,152.309998,153.860001,1206400,144.940567
"782",154.339996,155.690002,154.190002,154.789993,1224400,145.81662
"783",156,156.919998,154.839996,155.210007,956100,146.212311
"784",154.759995,155.550003,154.130005,155.320007,1388000,146.315918
"785",155.160004,155.440002,153.179993,154.130005,1832400,145.194901
"786",153.490005,154.130005,150,151.389999,2121900,142.613739
"787",152.149994,153.899994,151.889999,153.350006,1317400,144.460129
"788",152.75,154.940002,152.270004,154.479996,1426400,145.524612
"789",153.600006,154.070007,151.779999,153.800003,1547500,144.884033
"790",149.309998,150.220001,148.080002,148.809998,2234700,140.183319
"791",148.899994,149.339996,141.009995,141.339996,2828000,133.146362
"792",142.550003,143.080002,138.679993,138.710007,2734800,130.668823
"793",136.009995,136.809998,130.529999,130.619995,3668800,123.047821
"794",126.309998,127.949997,122.550003,126.400002,4900400,119.072456
"795",126.82,132.759995,124.650002,132.639999,2965200,124.950714
"796",132,133.639999,124.050003,125.489998,3545500,118.215195
"797",127.160004,129.610001,124.610001,129.399994,2598600,121.898529
"798",124.660004,124.809998,118.449997,120.690002,3561500,113.693474
"799",115.379997,118.489998,112.120003,114.230003,3704000,107.607971
"800",102.599998,107.209999,97.550003,98.75,4702300,93.025352
"801",104.050003,108.980003,100.300003,108.040001,4757100,101.77681
"802",104.290001,106.080002,100.129997,101.940002,5605500,96.030434
"803",93.480003,104,90.889999,94.720001,5347700,89.228981
"804",103.309998,107.18,99.459999,106.980003,6420100,100.778252
"805",91.18,103.290001,89.260002,89.970001,5318400,84.754341
"806",91.300003,96.190002,87.540001,96,4486800,90.434769
"807",88.779999,91.190002,81.029999,87.529999,5107400,82.455788
"808",85.43,96.5,84.57,92.419998,3370800,87.062309
"809",94.080002,95.370003,86.599998,89.489998,3939900,84.302162
"810",86.349998,88.440002,79.410004,80.639999,3848300,75.96521
"811",86.550003,90.989998,84.660004,90.18,5137300,84.952164
"812",91.519997,97.169998,86.900002,92.050003,3793100,86.71376
"813",92.580002,103.730003,92.050003,102.919998,3735700,96.953613
"814",97.480003,103.290001,96.980003,100.129997,2535500,94.32534
"815",99.269997,101.68,97.82,100.970001,2707400,95.116661
"816",98.730003,100.540001,94.239998,95.720001,3563600,90.171013
"817",90,90.760002,86.519997,87.349998,4024600,82.286232
"818",87.330002,91.970001,85.860001,90.730003,3063500,85.470284
"819",89.389999,91.120003,84.019997,85.190002,3118600,80.25145
"820",90.169998,96.150002,89.559998,95.309998,3169700,89.784767
"821",101.349998,103.330002,94.43,94.919998,2962500,89.417381
"822",95.870003,100.349998,94.620003,99.5,2900300,93.73188
"823",101.57,106.769997,101,105.419998,4331400,99.308685
"824",105.139999,105.269997,100.419998,100.959999,2802100,95.107231
"825",103.220001,104.150002,97.699997,99.470001,3377000,93.703613
"826",94.550003,96.599998,91.099998,92.43,3934200,88.090164
"827",92.830002,93.330002,89.129997,90.540001,3104200,86.288902
"828",94.279999,101.860001,94.120003,101.5,4058200,96.734299
"829",98.370003,103.989998,97.290001,102.550003,4165200,97.735001
"830",98.169998,99.93,96.959999,99,4106700,94.351685
"831",101.410004,101.839996,98.349998,98.900002,2577200,94.256378
"832",99.190002,102.199997,99.190002,99.43,2034900,94.761497
"833",99.970001,101.779999,98.459999,100.730003,2122700,96.000458
"834",102.169998,106.080002,101.129997,105.489998,1953400,100.536964
"835",109.970001,110.68,105.330002,105.989998,2400100,101.013481
"836",110.650002,112.900002,108.629997,110.989998,2332300,105.778717
"837",107.669998,108.470001,105.169998,106.669998,2111000,101.661568
"838",103.410004,105.959999,101.730003,102.970001,2350600,98.135292
"839",100,101.93,98.68,101.610001,2175900,96.839149
"840",103.57,104.169998,99.589996,99.769997,1275200,95.085533
"841",101,101.349998,98.190002,98.5,2457900,93.875153
"842",99.959999,104.400002,99.959999,101.290001,1703800,96.534164
"843",104.169998,105.480003,103.110001,105.029999,1330900,100.098572
"844",103,103,100.699997,102.120003,2527900,97.325203
"845",102.290001,103.150002,98.449997,100,9921300,95.304733
"846",99.5,99.660004,94.830002,96.790001,6206100,92.245453
"847",94.480003,99,93.269997,97.839996,5234200,93.24614
"848",96.980003,98.910004,95.889999,97.25,2649600,92.683861
"849",101,104.839996,100.110001,104.059998,3579100,99.174103
"850",103.449997,104.5,101,101.129997,3238000,96.381676
"851",102.989998,105.43,102.709999,104.400002,2671900,99.498138
"852",102.970001,105.470001,102.669998,103.190002,2463200,98.344955
"853",103.540001,104.860001,102.589996,104.610001,3242200,99.69828
"854",109.400002,111.650002,108.93,109.559998,4167400,104.415855
"855",118,118,112.300003,116.599998,4416500,111.12532
"856",117.599998,117.650002,114.309998,115.800003,2998500,110.362885
"857",113.540001,116.139999,113.269997,114.040001,3666600,108.685509
"858",114.790001,116,113.610001,114.669998,1837300,109.285934
"859",116.209999,116.5,113.43,114.860001,3016600,109.467018
"860",119.160004,121.480003,118.379997,119.709999,4601000,114.089294
"861",119.580002,123.260002,118.07,122.720001,3553100,116.957977
"862",130.990005,132.580002,126.029999,128.029999,4804700,122.018654
"863",130.649994,132.369995,129.759995,131.130005,4019600,124.973091
"864",126.190002,127.760002,124.629997,126.190002,3455900,120.265045
"865",125.07,125.690002,118.599998,118.93,3630800,113.345917
"866",112.169998,114.230003,107.290001,107.510002,4163100,102.462112
"867",113.010002,113.209999,107.760002,110.760002,3730900,105.559532
"868",106.389999,113.32,105.940002,112.970001,2606600,107.665756
"869",117.610001,117.709999,112.360001,114.940002,2629100,109.543259
"870",114.93,115.379997,111.449997,111.800003,1811300,106.550697
"871",110.839996,113.519997,109.980003,110.730003,2322700,105.53093
"872",112.339996,113.120003,107.120003,108.230003,6735000,103.148323
"873",107.43,109.980003,106.139999,108.559998,2178100,103.462814
"874",110.660004,111.830002,107.690002,107.730003,2060800,102.671799
"875",106.489998,106.489998,102.269997,103.379997,3971100,98.526031
"876",102.980003,106.910004,102.57,106.449997,2238300,101.451874
"877",104.150002,104.620003,100.110001,100.93,4043300,96.191078
"878",102.389999,103.620003,101.550003,102.830002,2907700,98.001862
"879",101.989998,106.040001,101.849998,105.209999,3350900,100.270103
"880",105.769997,105.790001,102.489998,102.830002,2120800,98.001862
"881",105.349998,106.290001,101.809998,102.150002,3087200,97.35379
"882",104.25,105.699997,102.669998,103.349998,2327100,98.497437
"883",102.230003,102.620003,99.209999,99.709999,2515900,95.028343
"884",99.57,100.849998,98.260002,100.139999,2911100,95.438156
"885",99.470001,99.989998,97.089996,98.849998,3432000,94.208725
