"","ROL.Open","ROL.High","ROL.Low","ROL.Close","ROL.Volume","ROL.Adjusted"
"124",18.235556,18.235556,17.808889,17.964443,1814625,17.039875
"125",18.031111,18.177778,18,18.093332,1501650,17.162138
"126",18.191111,18.191111,17.897778,17.902222,1038150,16.980864
"127",17.902222,18.217777,17.733334,18.164444,2305800,17.229588
"128",18.013332,18.151112,17.866667,17.902222,2099475,16.980864
"129",17.955557,18.253332,17.875557,18.186666,1040850,17.250666
"130",18.155556,18.186666,18.044443,18.142221,1260900,17.208511
"131",18.115557,18.217777,18.013332,18.115557,893925,17.183212
"132",18.217777,18.404444,18.217777,18.315556,1061550,17.372921
"133",18.311111,18.311111,18.08,18.168888,632475,17.233801
"134",18.182222,18.275557,18.128889,18.133333,524025,17.200081
"135",18.133333,18.208889,18.035557,18.155556,947925,17.221155
"136",18.133333,18.377777,18.102222,18.373333,963675,17.427727
"137",18.155556,18.43111,18.155556,18.391111,747450,17.444588
"138",18.404444,18.444445,18.311111,18.337778,571950,17.393999
"139",18.288889,18.493334,18.235556,18.386667,443025,17.440372
"140",18.391111,18.564444,18.355556,18.453333,756225,17.503609
"141",18.48889,18.595556,18.35111,18.493334,1779975,17.541546
"142",18.559999,19.506666,18.502222,19.32889,1834650,18.334105
"143",19.426666,19.497778,19.08,19.231112,1311075,18.241358
"144",19.231112,19.395555,19.226667,19.346666,807750,18.350965
"145",19.43111,19.484444,19.293333,19.293333,1079100,18.300379
"146",19.40889,19.448889,19.306667,19.315556,965250,18.321459
"147",19.360001,19.360001,19.151112,19.32889,1329075,18.334105
"148",19.333332,19.573334,19.324444,19.555555,1061325,18.549101
"149",19.555555,19.617779,19.471111,19.51111,841050,18.506945
"150",19.555555,19.688889,19.493334,19.617779,1070550,18.608122
"151",19.604445,19.84,19.56889,19.693333,1372050,18.728582
"152",19.697779,19.697779,19.564444,19.595556,1274175,18.635593
"153",19.528889,19.542221,19.266666,19.360001,875700,18.411581
"154",19.231112,19.542221,19.066668,19.315556,1302975,18.369312
"155",19.48889,19.67111,19.444445,19.555555,1357875,18.597557
"156",19.555555,19.626667,19.386667,19.533333,938925,18.576424
"157",19.559999,19.724443,19.559999,19.639999,907200,18.677866
"158",19.6,19.75111,19.546667,19.551111,821475,18.593327
"159",19.528889,19.577778,19.4,19.4,1007775,18.449623
"160",19.417778,19.626667,19.382221,19.622223,660375,18.660961
"161",19.666668,19.897778,19.653334,19.893333,608175,18.918785
"162",19.813334,19.897778,19.755556,19.822222,546750,18.85116
"163",19.959999,19.977777,19.799999,19.844444,459675,18.87229
"164",19.893333,19.991112,19.822222,19.893333,559575,18.918785
"165",19.982222,19.982222,19.853333,19.92,1317825,18.944145
"166",19.826668,19.924444,19.662222,19.684444,1192050,18.720129
"167",19.64889,19.653334,19.311111,19.457779,1379700,18.50457
"168",19.506666,19.746668,19.391111,19.737778,1240425,18.770851
"169",19.773333,19.791111,19.662222,19.75111,1072125,18.783525
"170",19.719999,19.791111,19.617779,19.697779,1011600,18.732811
"171",19.75111,19.755556,19.537779,19.746668,1139625,18.779308
"172",19.737778,19.817778,19.64889,19.777779,913500,18.808893
"173",19.733334,19.862223,19.586666,19.84,1028700,18.868063
"174",19.924444,19.959999,19.76,19.804443,1122300,18.834249
"175",19.817778,19.817778,19.662222,19.68,834075,18.715904
"176",19.688889,19.697779,19.506666,19.515556,1135350,18.559521
"177",19.515556,19.777779,19.475555,19.76,1134675,18.79199
"178",19.662222,19.773333,19.52,19.559999,1336950,18.601784
"179",19.6,19.6,19.40889,19.475555,819225,18.521475
"180",19.475555,19.67111,19.43111,19.639999,983025,18.677866
"181",19.626667,19.76,19.626667,19.742222,861300,18.775078
"182",19.733334,19.795555,19.697779,19.755556,571275,18.78776
"183",19.777779,19.982222,19.777779,19.875557,938925,18.901884
"184",19.906668,19.964443,19.831112,19.955557,699975,18.977959
"185",19.955557,20.324444,19.955557,20.266666,1046025,19.27383
"186",20.288889,20.440001,20.142221,20.235556,967050,19.244246
"187",20.182222,20.342222,20.040001,20.342222,1161000,19.345686
"188",20.297777,20.542221,20.280001,20.506666,1276200,19.502073
"189",20.533333,20.56889,20.235556,20.32,1160775,19.324554
"190",20.355556,20.51111,20.280001,20.502222,1020150,19.497849
"191",20.475555,20.604445,20.364445,20.542221,1460700,19.535885
"192",20.573334,20.595556,20.462221,20.506666,715275,19.502073
"193",20.471111,20.84,20.368889,20.831112,1752075,19.810625
"194",20.875557,20.915556,20.773333,20.902222,535275,19.87825
"195",21.004444,21.057777,20.875557,21.035557,901125,20.005054
"196",21.048889,21.191111,21.022223,21.102222,1256400,20.068449
"197",21.097778,21.302221,21.097778,21.151112,975375,20.114944
"198",21.217777,21.275557,21.093332,21.16,862650,20.123404
"199",21.137777,21.462221,21.026667,21.186666,816300,20.148762
"200",21.200001,21.288889,21.16,21.24889,1166400,20.207939
"201",21.280001,21.315556,21.16,21.182222,952650,20.144531
"202",21.146667,21.204445,21.057777,21.182222,1017450,20.144531
"203",21.217777,21.244444,21.164444,21.200001,1002150,20.161446
"204",21.222221,21.284445,21.137777,21.164444,1300275,20.127626
"205",21.133333,21.186666,20.844444,20.955557,1464975,19.92897
"206",20.746668,20.746668,19.48,19.6,3606300,18.639826
"207",19.6,19.64889,19.515556,19.573334,2692350,18.61446
"208",19.595556,19.604445,19.253332,19.306667,1820700,18.360857
"209",19.377777,19.475555,19.191111,19.213333,1572525,18.272099
"210",19.191111,19.537779,19.031111,19.515556,1653525,18.559521
"211",19.564444,19.622223,19.24889,19.422222,1533825,18.470755
"212",19.43111,19.871111,19.43111,19.866667,1137825,18.893423
"213",19.897778,20.177778,19.879999,20.124443,1112850,19.138575
"214",20.075556,20.195557,19.946667,20.048889,1179450,19.066721
"215",20.106667,20.293333,20.044443,20.164444,1553850,19.176615
"216",20.200001,20.200001,20.008888,20.106667,669825,19.121668
"217",19.946667,20.08,19.746668,19.875557,667800,18.992138
"218",19.848888,20,19.835556,19.995556,693900,19.106804
"219",19.942223,20.173332,19.835556,20.151112,1151550,19.255449
"220",20.128889,20.333332,20.040001,20.128889,877725,19.234213
"221",20.053333,20.115557,19.951111,19.968889,1001025,19.081324
"222",20.035557,20.235556,19.946667,20.137777,1096875,19.242706
"223",20.120001,20.226667,19.977777,20.004444,1092375,19.115301
"224",20.057777,20.111111,19.964443,20.084444,631575,19.19174
"225",20.146667,20.191111,20.013332,20.177778,1085625,19.28093
"226",20.186666,20.208889,20.022223,20.142221,689850,19.246952
"227",20.191111,20.244444,20.044443,20.097778,318600,19.204487
"228",20.097778,20.32,20.097778,20.106667,906525,19.212975
"229",20.128889,20.231112,20.066668,20.155556,1707975,19.259691
"230",20.124443,20.524445,20.071112,20.493334,1322550,19.582457
"231",20.462221,20.768888,20.373333,20.6,1820700,19.68438
"232",20.59111,20.773333,20.311111,20.755556,891225,19.833027
"233",20.888889,20.959999,20.48,20.48889,1591200,19.578211
"234",20.559999,20.59111,20.253332,20.262222,1192725,19.361618
"235",20.537779,20.586666,20.182222,20.52,1609200,19.607941
"236",20.51111,20.786667,20.395555,20.64889,1227825,19.731102
"237",20.657778,20.68,20.426666,20.444445,950175,19.535744
"238",20.457779,20.502222,20.062222,20.151112,2088225,19.255449
"239",20.155556,20.275557,20.008888,20.133333,3511350,19.238459
"240",20.106667,20.533333,20.040001,20.35111,1502775,19.446558
"241",20.360001,20.493334,20.280001,20.311111,1415925,19.408335
"242",20.382221,20.928888,20.382221,20.808889,2891025,19.883987
"243",20.804443,20.937778,20.608889,20.822222,1231650,19.896729
"244",20.746668,20.942223,20.719999,20.853333,1444050,19.926455
"245",20.879999,21.017778,20.786667,20.955557,996750,20.024137
"246",20.995556,21.08,20.817778,20.831112,798975,19.905222
"247",20.857779,20.857779,20.559999,20.644444,1019700,19.726849
"248",20.635555,20.862223,20.582222,20.742222,407250,19.820286
"249",20.76,20.875557,20.702223,20.799999,696150,19.875494
"250",20.893333,20.924444,20.64889,20.702223,711900,19.782061
"251",20.711111,20.844444,20.622223,20.68,1283400,19.76083
"252",20.822222,20.831112,20.533333,20.733334,1621575,19.811794
"253",20.644444,20.844444,20.573334,20.657778,1378350,19.739594
"254",20.737778,21.08,20.67111,21.044443,2834775,20.109072
"255",21.053333,21.084444,20.786667,20.937778,1163700,20.007147
"256",20.893333,21.186666,20.822222,21.146667,1878750,20.206751
"257",21.142221,21.208889,21.013332,21.173332,1320075,20.232231
"258",21.088888,21.133333,20.888889,20.973333,1100475,20.041122
"259",20.982222,21.204445,20.946667,21.195557,794475,20.253468
"260",21.266666,21.266666,21.128889,21.164444,958725,20.223738
"261",21.284445,21.444445,21.084444,21.106667,1428975,20.16853
"262",21.128889,21.280001,21.120001,21.195557,1167300,20.253468
"263",21.200001,21.302221,21.115557,21.155556,883575,20.215252
"264",21.208889,21.337778,21.128889,21.280001,863550,20.33416
"265",21.280001,21.4,21.164444,21.280001,1296225,20.33416
"266",21.244444,21.346666,21.075556,21.280001,1178550,20.33416
"267",21.675556,23.017778,21.675556,22.440001,3173400,21.442602
"268",22.639999,22.653334,22.044443,22.440001,1599300,21.442602
"269",22.533333,22.533333,22.302221,22.493334,1374075,21.493563
"270",22.444445,22.586666,22.324444,22.32889,1120725,21.336426
"271",22.262222,22.417778,21.911112,22.088888,1581300,21.107094
"272",22.222221,22.355556,21.875557,21.928888,2220525,20.954206
"273",21.915556,21.955557,21.653334,21.848888,1203075,20.877758
"274",21.711111,21.75111,21.413334,21.422222,1577925,20.470058
"275",21.4,21.440001,20.786667,20.799999,1907100,19.875494
"276",20.528889,20.973333,20.257778,20.826668,1850850,19.900972
"277",20.777779,21.360001,20.666668,21.173332,1556325,20.232231
"278",21.195557,21.195557,20.200001,20.204445,1757250,19.363312
"279",20.417778,20.64889,19.871111,20.373333,1984050,19.525171
"280",20.582222,21.008888,20.533333,20.924444,2464875,20.053339
"281",20.911112,21.08,20.817778,20.968889,1511325,20.095932
"282",20.911112,21.484444,20.853333,21.422222,1576575,20.530392
"283",21.559999,21.684444,21.457779,21.666668,1864350,20.764662
"284",21.635555,22.271111,21.635555,22.173332,1686825,21.250233
"285",22.031111,22.311111,21.893333,22.200001,1982700,21.275793
"286",22.186666,22.333332,22.022223,22.213333,2920500,21.288568
"287",22.222221,22.537779,22.222221,22.391111,2099700,21.458946
"288",22.453333,22.746668,22.208889,22.746668,2311425,21.799696
"289",22.848888,22.853333,22.59111,22.853333,1261575,21.901926
"290",22.84,22.884443,22.506666,22.631111,2081250,21.688955
"291",22.626667,22.702223,22.342222,22.342222,2287800,21.41209
"292",22.360001,22.382221,21.857779,21.977777,1606500,21.06282
"293",21.866667,22.097778,21.786667,22.071112,1118025,21.152266
"294",21.995556,22.413334,21.902222,22.333332,1427625,21.40357
"295",22.355556,22.773333,22.333332,22.773333,2930400,21.825254
"296",22.577778,23.226667,22.564444,23.204445,2740050,22.238419
"297",23.275557,23.440001,22.991112,23.213333,1126125,22.246937
"298",23.253332,23.524445,23.231112,23.497778,967725,22.519543
"299",23.555555,23.555555,23.35111,23.475555,844875,22.498243
"300",23.48,23.555555,23.168888,23.213333,819000,22.246937
"301",23.24889,23.266666,22.915556,22.982222,1047150,22.025448
"302",22.942223,23.057777,22.737778,22.813334,786150,21.86359
"303",22.84,22.942223,22.67111,22.871111,2377350,21.918962
"304",22.879999,23.088888,22.773333,22.875557,1117575,21.923223
"305",22.862223,23.137777,22.862223,23.097778,562275,22.136194
"306",23.093332,23.235556,22.942223,23.022223,825975,22.063782
"307",22.897778,23.026667,22.533333,22.542221,1056150,21.60376
"308",22.426666,22.551111,22.231112,22.24,931950,21.314125
"309",22.528889,22.991112,22.462221,22.942223,1180800,21.987116
"310",23,23.08,22.306667,22.40889,1156275,21.475986
"311",22.40889,22.608889,22.244444,22.43111,754650,21.497278
"312",22.56889,22.866667,22.40889,22.68,1254150,21.735806
"313",22.67111,22.817778,22.040001,22.226667,976725,21.301346
"314",22.360001,22.688889,22.35111,22.59111,1373850,21.650618
"315",22.346666,22.911112,22.342222,22.853333,2318850,21.901926
"316",22.986668,23,22.755556,22.795555,860400,21.846552
"317",22.666668,22.773333,22.128889,22.32889,1258425,21.399315
"318",22.457779,22.755556,22.422222,22.528889,1839375,21.59099
"319",22.791111,22.951111,22.64889,22.808889,2380275,21.859333
"320",22.693333,22.826668,22.573334,22.706667,835425,21.761368
"321",22.755556,22.906668,22.728889,22.808889,668475,21.859333
"322",22.924444,22.928888,22.684444,22.799999,656775,21.850811
"323",23.004444,23.395555,22.902222,23.395555,2300400,22.421576
"324",23.555555,24.111111,23.435556,23.977777,3778875,22.979555
"325",23.995556,24.066668,23.59111,23.844444,1177425,22.851772
"326",23.799999,23.826668,23.471111,23.484444,1327725,22.506762
"327",23.4,23.448889,23.102222,23.182222,1685925,22.217119
"328",23.182222,23.315556,22.951111,22.995556,1654650,22.038229
"329",23.111111,23.191111,22.391111,22.524445,1933650,21.586729
"330",22.368889,22.506666,21.657778,21.933332,2338875,21.020224
"331",21.831112,22.066668,21.733334,21.84,1434150,20.930775
"332",21.835556,21.928888,21.706667,21.804443,815850,20.8967
"333",21.844444,22.013332,21.559999,21.564444,1310850,20.666693
"334",21.524445,21.737778,21.404444,21.702223,922050,20.798735
"335",21.719999,21.728889,21.48889,21.564444,1269675,20.666693
"336",21.551111,21.768888,21.386667,21.59111,1236375,20.692247
"337",21.537779,22.08,21.435556,22.017778,846450,21.101156
"338",22.048889,22.32889,21.946667,22.253332,1116675,21.326906
"339",22.195557,22.284445,22.088888,22.182222,1028700,21.258753
"340",22.151112,22.271111,21.92,22.062222,1152900,21.20322
"341",22.097778,22.217777,22.057777,22.097778,887400,21.237394
"342",22.071112,22.577778,22.071112,22.466667,2096775,21.591923
"343",22.475555,22.524445,22.311111,22.35111,975825,21.480864
"344",22.213333,22.324444,22.093332,22.284445,750150,21.416794
"345",22.315556,22.422222,22.217777,22.24889,690750,21.382622
"346",22.306667,22.355556,22.155556,22.222221,924750,21.356995
"347",22.257778,22.422222,22.244444,22.271111,1372500,21.40398
"348",22.422222,22.604445,22.413334,22.586666,703800,21.707249
"349",22.644444,22.644444,22.226667,22.253332,783225,21.38689
"350",22.191111,22.275557,22.062222,22.266666,931500,21.399702
"351",22.271111,22.404444,22.208889,22.364445,649800,21.493681
"352",22.35111,22.444445,22.253332,22.275557,572625,21.408253
"353",22.137777,22.586666,22.066668,22.373333,1128825,21.50222
"354",22.484444,22.884443,22.484444,22.706667,1904400,21.822578
"355",22.675556,22.737778,22.120001,22.120001,1314000,21.258755
"356",22.257778,22.368889,22.044443,22.226667,1204200,21.361267
"357",22.582222,23.008888,22.582222,22.84,1948950,21.95072
"358",22.866667,23.106667,22.817778,23.040001,849600,22.142929
"359",23.084444,23.364445,23.053333,23.355556,1059975,22.446203
"360",23.404444,23.59111,23.377777,23.466667,1200600,22.552986
"361",23.524445,23.64889,23.324444,23.471111,978300,22.557255
"362",23.466667,23.59111,23.155556,23.217777,1032750,22.313786
"363",23.253332,23.462221,23.244444,23.462221,957150,22.548714
"364",23.515556,23.622223,23.040001,23.044443,1083375,22.147202
"365",23.115557,23.253332,22.959999,23.231112,955800,22.326601
"366",23.222221,23.440001,23.004444,23.386667,1670625,22.476101
"367",23.24,23.59111,23.040001,23.524445,1505925,22.608515
"368",23.364445,23.475555,23.155556,23.43111,1023300,22.518816
"369",23.43111,23.542221,23.284445,23.306667,570825,22.399216
"370",23.311111,23.4,23.142221,23.302221,480600,22.394947
"371",23.373333,23.466667,23.133333,23.293333,1194075,22.3864
"372",23.271111,23.280001,22.964443,23.173332,846000,22.271074
"373",23.217777,23.43111,23.124443,23.133333,720675,22.232632
"374",23.231112,23.275557,23,23.022223,827550,22.125849
"375",23.048889,23.40889,22.959999,23.32,1500300,22.412029
"376",23.471111,23.528889,23.346666,23.368889,1212075,22.459015
"377",23.35111,23.635555,23.151112,23.608889,1060425,22.689672
"378",23.653334,23.67111,23.391111,23.48,497250,22.5658
"379",23.595556,23.64889,23.315556,23.617779,1766475,22.698215
"380",23.622223,24.124443,23.617779,23.973333,769500,23.03993
"381",24.048889,24.502222,24.048889,24.435556,1265175,23.484156
"382",24.471111,24.471111,24.288889,24.444445,1116675,23.492695
"383",24.32889,24.657778,24.271111,24.484444,1054575,23.531139
"384",24.622223,24.871111,24.502222,24.817778,940725,23.851494
"385",24.817778,24.937778,24.542221,24.551111,960975,23.595207
"386",24.524445,24.635555,24.395555,24.457779,919800,23.505512
"387",24.426666,24.502222,24.257778,24.413334,822375,23.462791
"388",24.4,24.68,24.311111,24.666668,822825,23.706264
"389",24.6,24.799999,24.577778,24.666668,931275,23.706264
"390",24.617779,24.893333,24.551111,24.831112,763425,23.864307
"391",24.799999,25.102222,24.786667,24.911112,1022850,23.941191
"392",24.911112,24.959999,24.448889,24.626667,1164150,23.667822
"393",24.466667,24.897778,24.168888,24.817778,1360575,23.851494
"394",24.808889,24.973333,24.64889,24.928888,1343025,23.958275
"395",24.986668,25.093332,24.626667,24.804443,919350,23.838675
"396",24.777779,24.817778,24.173332,24.222221,1013400,23.279123
"397",24.311111,24.617779,24.231112,24.417778,1006425,23.467068
"398",24.426666,24.933332,24.426666,24.906668,830925,23.936916
"399",24.853333,25.426666,24.853333,25.151112,960300,24.171844
"400",25.137777,25.208889,24.813334,25.053333,866025,24.077877
"401",25.084444,25.43111,24.884443,25.280001,1106100,24.295717
"402",25.333332,25.426666,25.008888,25.048889,698625,24.073606
"403",25.048889,25.102222,24.911112,25,572175,24.026621
"404",24.982222,25.111111,24.871111,24.888889,601650,23.979515
"405",24.826668,25.191111,24.75111,24.991112,397575,24.078005
"406",25.035557,25.391111,24.888889,24.959999,515925,24.048029
"407",25.053333,25.311111,24.973333,25.222221,456075,24.300669
"408",25.093332,25.235556,24.959999,25.191111,567675,24.270697
"409",25.333332,25.48889,25.164444,25.40889,577125,24.480515
"410",25.413334,25.555555,25.311111,25.417778,847575,24.48908
"411",25.497778,25.617779,25.422222,25.542221,685125,24.608974
"412",25.551111,25.768888,25.502222,25.644444,1003050,24.707462
"413",25.595556,25.831112,25.546667,25.706667,747000,24.767416
"414",25.684444,25.848888,25.56889,25.835556,865575,24.891594
"415",25.879999,26.106667,25.853333,26.031111,714825,25.080004
"416",26.115557,26.453333,26.111111,26.444445,1151325,25.478237
"417",26.573334,26.657778,26.333332,26.475555,964800,25.508209
"418",26.48889,26.64889,26.422222,26.555555,713475,25.585285
"419",26.577778,26.768888,26.497778,26.68,887400,25.705185
"420",26.626667,26.764444,26.559999,26.702223,982575,25.726599
"421",26.675556,26.897778,26.6,26.888889,734850,25.906445
"422",26.822222,26.937778,26.617779,26.853333,1028700,25.872185
"423",26.844444,27.253332,26.844444,27.168888,728775,26.17621
"424",27.142221,27.484444,27.124443,27.346666,908550,26.347494
"425",27.466667,27.684444,27.40889,27.635555,1024200,26.625828
"426",27.684444,27.973333,27.573334,27.84,1756575,26.8228
"427",27.879999,28.355556,27.844444,28.213333,1581975,27.182489
"428",28.355556,28.435556,28.146667,28.32,1177200,27.285261
"429",28.324444,28.382221,28.08,28.186666,1996200,27.156803
"430",28.200001,28.266666,27.937778,28.115557,1493550,27.088293
"431",28.133333,28.617779,28.133333,28.515556,1549350,27.473673
"432",28.444445,28.444445,27.67111,27.755556,2978550,26.741442
"433",27.902222,27.937778,27.715555,27.888889,1906425,26.869905
"434",27.986668,28.124443,27.755556,27.782223,5266800,26.767136
"435",27.782223,27.782223,27.4,27.435556,2317500,26.433136
"436",27.533333,27.786667,27.337778,27.768888,2414250,26.754284
"437",27.564444,27.573334,26.746668,26.808889,4913550,25.829365
"438",26.879999,26.884443,26.284445,26.337778,4365675,25.375465
"439",26.253332,27.013332,26.053333,26.973333,57655350,25.987799
"440",27.066668,27.111111,26.128889,26.231112,3356325,25.272697
"441",26.355556,26.688889,26.293333,26.422222,3246750,25.456825
"442",26.466667,26.595556,26.124443,26.137777,2610450,25.182774
