"","PFG.Open","PFG.High","PFG.Low","PFG.Close","PFG.Volume","PFG.Adjusted"
"455",53.709999,53.990002,52.43,52.540001,2259500,46.135326
"456",51.470001,52.040001,50.93,51.389999,2740800,45.125511
"457",51.419998,51.419998,48.779999,48.93,1982700,42.965393
"458",49.189999,50.07,49.080002,49.43,3481700,43.404442
"459",49.439999,49.860001,45.849998,45.98,3215400,40.375004
"460",46.549999,47.360001,45.200001,45.799999,2302700,40.216946
"461",46.09,46.630001,45.389999,46.25,2952500,40.612087
"462",46.799999,47.900002,46.470001,47.07,2518000,41.33213
"463",47.450001,48.48,47.43,48.169998,2777300,42.298031
"464",48.599998,49.419998,47.139999,47.560001,2202300,41.762394
"465",47.549999,48.540001,47.549999,48.040001,1652100,42.183884
"466",47.860001,48.580002,47.810001,48.279999,1360700,42.394623
"467",49.040001,49.52,48.439999,49.41,1998900,43.386875
"468",49.07,49.990002,49,49.529999,1695000,43.492249
"469",49.32,49.970001,48.669998,49.299999,2887500,43.290291
"470",49.18,49.509998,48.48,48.580002,2233900,42.658054
"471",48.66,49.880001,48.66,49,1586400,43.026859
"472",49.630001,49.869999,47.900002,48.32,1934900,42.429752
"473",47.889999,48.639999,47.43,48.52,1550100,42.605373
"474",48.290001,48.619999,47.68,48.240002,2004800,42.359505
"475",48.34,49.630001,48.060001,49.02,2476100,43.044422
"476",48.459999,48.68,47.66,48,2576300,42.148758
"477",48.07,49.32,47.66,48.470001,2062100,42.56147
"478",48.25,49.110001,47.869999,48.310001,668300,42.420971
"479",49.009998,49.580002,48.630001,48.990002,1574300,43.018078
"480",48.939999,49.189999,48.580002,48.880001,1404900,42.921486
"481",49.009998,50.369999,48.68,50.360001,1597400,44.221073
"482",50.009998,50.450001,49.5,49.68,1334600,43.623966
"483",49.09,49.48,48.799999,49.32,2815700,43.783764
"484",49.82,50.029999,47.799999,48.310001,3282200,42.887138
"485",47.810001,48.02,45.560001,45.869999,2160200,40.721031
"486",44.950001,45.310001,43.77,45.029999,2191300,39.975319
"487",45.02,46,44.200001,44.400002,1661100,39.416035
"488",44.25,44.360001,42.450001,42.93,1900200,38.11105
"489",43.419998,43.880001,41.950001,42.07,2043200,37.347588
"490",42.84,43.619999,42.540001,42.779999,2121600,37.977875
"491",43,43.41,42.66,43.25,1472500,38.395126
"492",42.830002,43.73,42.830002,43.619999,2430700,38.723591
"493",43.509998,44.959999,43.299999,43.77,2433700,38.856758
"494",43.939999,44.880001,43.389999,43.66,1865200,38.759106
"495",43.490002,45.049999,43.049999,43.259998,2236100,38.404007
"496",42.990002,44.389999,42.82,43.130001,2250300,38.288593
"497",43.07,44.02,41.599998,41.599998,4703200,36.930344
"498",41.360001,42.290001,41.040001,41.080002,813300,36.468712
"499",41.400002,43.369999,40.419998,43.369999,1705900,38.501656
"500",42.639999,43.98,42.32,43.98,1986500,39.043186
"501",44.169998,44.5,43.310001,43.560001,1834300,38.67033
"502",43.68,44.259998,43.48,44.169998,1666700,39.211857
"503",43.290001,44.68,43.25,44.360001,1778700,39.380527
"504",44.029999,44.369999,43.290001,43.389999,1366100,38.519409
"505",44.23,45.389999,44.23,45.299999,1650500,40.215008
"506",45.060001,46.049999,44.689999,45.630001,1249000,40.507977
"507",45.75,45.950001,44.34,45.139999,1951300,40.072968
"508",45.16,45.779999,44.779999,45.599998,2022400,40.481339
"509",45.450001,46.02,45.290001,45.919998,1483200,40.765415
"510",45.700001,46.169998,45.07,46.02,1776300,40.854191
"511",45.59,46.990002,45.52,46.84,1286700,41.582134
"512",46.700001,47.450001,46.41,47.419998,1681100,42.097038
"513",47.700001,48.619999,47.549999,48.27,1482300,42.851616
"514",47.970001,49.150002,47.549999,49.009998,1373700,43.508553
"515",49.5,50.25,49.009998,50.099998,2378200,44.476204
"516",49.75,49.970001,49.189999,49.52,1551700,43.961315
"517",49.860001,49.939999,48.380001,48.919998,1591800,43.428661
"518",48.889999,49.57,48.740002,49.099998,1246600,43.588459
"519",49.700001,50.299999,49.470001,50.080002,1690400,44.45845
"520",49.740002,50.150002,49.459999,49.790001,1596000,44.201
"521",49.959999,50.049999,49.259998,49.619999,1599000,44.050079
"522",47.099998,48.459999,46.75,48.139999,3652500,42.736221
"523",47.889999,50.169998,47.07,50.07,4620900,44.44957
"524",50.169998,50.43,49.290001,49.610001,2106700,44.04121
"525",49.540001,49.759998,49.34,49.700001,1994000,44.121109
"526",49.400002,49.549999,48.580002,48.849998,1907400,43.366524
"527",48.619999,49.200001,48.400002,48.77,1437000,43.295506
"528",48.630001,48.73,47.439999,47.959999,1663900,42.576424
"529",47.580002,48.099998,46.560001,47.830002,1659200,42.461018
"530",48.060001,48.509998,47.599998,48.380001,1216700,42.949284
"531",48.82,49.41,48.599998,48.799999,1712000,43.322132
"532",49.09,49.630001,49,49.209999,1688200,43.686111
"533",48.799999,49.209999,48.310001,48.849998,1303000,43.366524
"534",49.389999,50.799999,49.169998,50.790001,2072000,45.088749
"535",50.599998,51.560001,50.209999,51.360001,1601700,45.594769
"536",51.32,52.220001,51.32,52.220001,1416900,46.358234
"537",52.34,52.75,51.830002,52.049999,1596000,46.207314
"538",52.34,53.119999,52.27,52.869999,1896700,46.935272
"539",53.23,53.43,53,53.09,1271200,47.130573
"540",52.93,53.48,52.57,52.580002,1400200,46.677818
"541",52.470001,52.630001,52.040001,52.419998,1738800,46.535782
"542",52.34,52.73,52.150002,52.639999,1519700,46.731091
"543",52.380001,52.790001,51.240002,51.400002,2335300,46.103222
"544",51.439999,52.080002,50.740002,51.360001,2302300,46.067345
"545",51.5,51.82,50.599998,51.580002,1428900,46.264671
"546",51.439999,51.700001,50.93,50.950001,878500,45.6996
"547",50.639999,50.790001,49.82,50,1815400,44.847496
"548",49.459999,50.150002,49.049999,49.91,1616700,44.766769
"549",50.189999,50.84,49.91,50.59,1790500,45.376698
"550",50.810001,51.32,50.669998,50.759998,1805700,45.529167
"551",50.939999,51.400002,50.560001,51.110001,2157500,45.843105
"552",51.029999,51.900002,50.549999,51.689999,2565300,46.363335
"553",51.689999,52.43,51.48,52.169998,8344700,46.793869
"554",52.419998,52.939999,52.240002,52.790001,1931500,47.349979
"555",53.060001,53.240002,51.799999,51.93,1709900,46.578609
"556",51.919998,52.049999,50.580002,50.689999,2384500,45.466389
"557",50.459999,51.57,49.779999,51.43,1900400,46.130135
"558",50.919998,50.98,49.080002,49.450001,2018900,44.354164
"559",49.5,50.040001,48.84,49.009998,1494800,43.959507
"560",49.400002,50.259998,49.400002,50.150002,1295700,44.982037
"561",50.139999,50.360001,49.689999,49.91,1325800,44.766769
"562",49.91,50.330002,49.650002,50.009998,981600,44.856457
"563",50.5,50.610001,49.889999,50.189999,1481800,45.01791
"564",50.740002,52.060001,50.68,51.98,1417200,46.623451
"565",51.939999,52.57,51.630001,51.720001,1195400,46.390251
"566",52.240002,52.66,51.209999,52.259998,1388200,46.874603
"567",52.23,52.939999,52.23,52.610001,812700,47.188526
"568",52.610001,53.52,52.389999,53.189999,1674300,47.708759
"569",53.099998,53.400002,52.900002,53.32,802300,47.825367
"570",53.099998,53.099998,51.630001,51.799999,1813300,46.461998
"571",51.84,52.830002,51.599998,52.75,1069300,47.314098
"572",53.029999,53.720001,52.75,53.459999,1038300,47.950939
"573",54.32,55.060001,54.259998,54.869999,1227300,49.215637
"574",54.84,55.169998,54.139999,54.290001,827400,48.695412
"575",54.380001,55.529999,54.290001,55.419998,1322100,49.708958
"576",55.669998,55.919998,55.380001,55.669998,1379200,49.933193
"577",55.619999,55.779999,55.07,55.220001,1894900,49.529579
"578",55.029999,55.41,54.779999,55.029999,1243000,49.359154
"579",55.220001,55.709999,54.860001,55.549999,1203600,49.825565
"580",55.25,55.389999,54.860001,55.09,1169500,49.412964
"581",54.810001,55.919998,54.610001,55.779999,1679000,50.03186
"582",56.240002,57.470001,56.220001,57.380001,1629300,51.46698
"583",57.509998,57.939999,57.189999,57.43,989700,51.511829
"584",57.48,57.48,56.75,57.16,1562000,51.269653
"585",57.25,57.669998,56.43,56.880001,1641300,51.018505
"586",56.73,57.48,56.040001,56.540001,1618400,50.713543
"587",56.82,57.610001,56.759998,57.580002,961000,51.646374
"588",56.540001,57.5,56.150002,57.299999,748200,51.395229
"589",56.599998,56.98,56.040001,56.450001,1301100,50.63282
"590",56.279999,56.740002,55.849998,56.029999,923100,50.256104
"591",55.330002,55.93,54.970001,55.889999,949200,50.130524
"592",55.619999,56.540001,54.849998,56.48,861500,50.659725
"593",55.220001,56.18,53.900002,54.240002,1124600,48.650562
"594",54.400002,55.82,54.009998,55.279999,887900,49.583385
"595",54.610001,55.060001,54.169998,54.779999,1179900,49.134911
"596",55.130001,56.119999,55.049999,55.52,1164100,49.798656
"597",54.84,55.419998,54.5,54.75,1270900,49.108006
"598",54.34,55.330002,54.34,54.869999,909800,49.215637
"599",55.34,55.490002,55.009998,55.32,1062100,49.619267
"600",55,55.040001,54.669998,54.919998,1263600,49.260483
"601",54.400002,54.400002,53,53.59,1446900,48.067543
"602",54.009998,55.119999,53.669998,54.220001,1310900,48.632626
"603",54.169998,54.490002,53.869999,54.119999,3924500,48.542931
"604",53.68,54.23,53.540001,54.040001,1154200,48.471176
"605",54.259998,54.669998,53.860001,54.119999,1365900,48.542931
"606",52.950001,52.990002,51.419998,51.57,1784100,46.721889
"607",51.5,53.07,51.360001,53.009998,1422300,48.026512
"608",53.950001,54.950001,53.560001,54.799999,1785600,49.648232
"609",54.869999,55,53.959999,54.540001,935100,49.412674
"610",54.48,55.240002,54.34,55.139999,978700,49.956264
"611",55.110001,55.66,55.110001,55.369999,1252000,50.16465
"612",55.720001,56.369999,54.509998,54.689999,1864500,49.548569
"613",55.290001,55.48,54.73,54.779999,1095000,49.630112
"614",54.68,54.779999,54.139999,54.419998,954700,49.303959
"615",54.75,55.459999,54.330002,55.450001,1202900,50.237122
"616",55.459999,56.02,54.959999,55.91,594200,50.653885
"617",55.889999,56.029999,54.779999,54.860001,709200,49.702599
"618",55.169998,56.169998,54.869999,55.990002,716900,50.72636
"619",56.16,56.799999,55.93,56.169998,1568600,50.889439
"620",56.830002,57.889999,56.349998,57.720001,1317700,52.293724
"621",57.880001,58.560001,57.599998,57.630001,2330700,52.212185
"622",57.610001,58.029999,57.189999,57.509998,1194400,52.103466
"623",57.5,57.540001,56.240002,56.43,1081500,51.124989
"624",56.759998,56.950001,56.07,56.16,1208500,50.880379
"625",56.389999,57.049999,56.299999,56.799999,565600,51.460209
"626",57.349998,58.110001,57.07,57.919998,1890500,52.474922
"627",58.540001,59.209999,58.080002,58.720001,1713800,53.199715
"628",58.490002,58.650002,57.310001,57.77,1213400,52.33902
"629",58,58.759998,57.369999,58.650002,525000,53.136288
"630",58.709999,58.91,58.130001,58.810001,927300,53.28125
"631",58.290001,58.73,58.009998,58.25,936300,52.773899
"632",58.110001,58.619999,57.93,58.470001,1162800,52.973217
"633",58.470001,58.959999,57.810001,58.080002,788500,52.619881
"634",58.279999,58.639999,57.75,58.220001,1071500,52.746712
"635",58.630001,59.209999,58.310001,59.119999,789900,53.562103
"636",59.07,59.139999,58.48,58.689999,560700,53.172531
"637",58.720001,59.25,58.220001,58.990002,1152200,53.444332
"638",58.799999,58.799999,58.029999,58.400002,999900,52.909794
"639",58.5,59.779999,58.310001,59.700001,1442200,54.087585
"640",59.439999,60.220001,59.34,59.369999,1675100,53.788605
"641",59.25,59.509998,58.73,58.84,1191900,53.308426
"642",59.34,59.84,59.200001,59.82,1124800,54.196297
"643",59.560001,60.639999,59.48,60.580002,1128300,54.884853
"644",60.630001,60.639999,59.810001,60.09,1706100,54.440918
"645",59.93,60.810001,59.099998,60.68,1670600,54.975452
"646",60.540001,60.580002,59.34,59.509998,1451500,53.915443
"647",59,59.450001,58.610001,59.43,1133800,53.842968
"648",59.32,59.34,57.599998,58.040001,2188200,52.583637
"649",57.990002,58.009998,55.220001,55.700001,1960800,50.463627
"650",55.619999,56.18,54.529999,55.290001,1784200,50.092167
"651",53.869999,54.490002,52.959999,53.720001,1730700,48.669769
"652",53.970001,54.639999,53.200001,54.330002,1305900,49.222416
"653",53.200001,54.009998,52.48,53.84,1306500,48.778484
"654",54.439999,55.73,54.080002,55.689999,1425700,50.454559
"655",55.16,55.5,54.490002,54.990002,836800,49.82037
"656",54.41,54.57,52.720001,52.880001,1445600,47.908737
"657",52.810001,54.900002,52.700001,54.060001,1195100,48.977802
"658",53.080002,53.080002,52.25,52.43,1060900,47.501041
"659",52.57,52.919998,52.049999,52.18,1337000,47.27454
"660",52.25,53.57,52.099998,53.290001,1606300,48.28019
"661",54.41,54.439999,53.700001,53.880001,1162300,48.81472
"662",53.439999,54,53.009998,53.27,854900,48.26207
"663",53.830002,54.029999,53.59,53.740002,683400,48.687885
"664",54.18,54.490002,53.639999,54.09,860200,49.004978
"665",53.720001,54.220001,51.990002,52.310001,1154800,47.392315
"666",52.900002,53.290001,52.580002,53.080002,857500,48.089931
"667",53.43,53.68,52.299999,52.509998,1049200,47.573521
"668",51.970001,52.709999,51.959999,52.509998,1039600,47.573521
"669",53.150002,53.419998,52.849998,53.200001,1050500,48.19865
"670",53.580002,53.98,53.110001,53.220001,1199400,48.21677
"671",52.950001,52.959999,52.029999,52.669998,1136900,47.718472
"672",52.73,52.93,52.419998,52.560001,1115600,48.121319
"673",53.23,54.25,53.23,53.900002,1081500,49.34816
"674",53.91,54.720001,53.650002,54.5,1152700,49.897488
"675",54.91,56.07,54.68,56.009998,1335600,51.279964
"676",55.970001,56.68,55.779999,56.650002,1015500,51.865925
"677",56.490002,56.709999,55.580002,56.68,1054200,51.893387
"678",56.41,57.540001,55.919998,57.360001,1194000,52.515957
"679",57.91,58.279999,57.43,57.830002,1096100,52.946266
"680",57.439999,57.700001,56.689999,56.919998,984200,52.113117
"681",56.540001,57.200001,56.450001,57.169998,1100100,52.342003
"682",56.900002,57.34,56.630001,57.150002,1080000,52.323689
"683",57.099998,57.720001,56.869999,56.900002,638800,52.094807
"684",57.099998,57.360001,56.41,56.560001,1511000,51.783524
"685",55.84,57.41,55.709999,57.119999,685800,52.296223
"686",57.439999,57.439999,56.18,56.549999,1110600,51.774361
"687",56.619999,57,56.240002,56.779999,725300,51.984932
"688",56.619999,56.970001,56.139999,56.720001,716800,51.930008
"689",57.23,57.450001,56.900002,57.369999,654600,52.52512
"690",57.43,57.720001,56.990002,57.139999,951500,52.314533
"691",57.560001,57.560001,55.139999,55.18,765500,50.520054
"692",54.889999,54.889999,53.59,53.709999,1110000,49.174198
"693",53.380001,53.560001,52.369999,53.360001,1088500,48.853756
"694",53.32,54.790001,53.32,54.75,878900,50.126373
"695",54.619999,54.919998,54.290001,54.290001,748700,49.705219
"696",53.450001,53.57,52.34,52.369999,914000,47.947357
"697",53.139999,53.630001,52.799999,53.299999,1181100,48.79882
"698",53.5,54.27,53.299999,53.950001,894200,49.393929
"699",54.939999,56.110001,54.939999,55.349998,903300,50.675701
"700",54.759998,55.360001,54.59,55.259998,729700,50.593304
"701",55.41,56.119999,55.240002,55.830002,676200,51.115166
"702",55.720001,56.02,55.029999,55.400002,810400,50.721485
"703",55.799999,56.09,55.349998,55.490002,539700,50.803883
"704",55.330002,56.23,55.330002,56,687100,51.270809
"705",56.43,56.919998,56.43,56.830002,617100,52.03072
"706",56.619999,57.060001,55.610001,56.77,819200,51.975784
"707",56.68,57.400002,56.68,57.330002,589100,52.488491
"708",57.400002,57.73,56.93,57.400002,1052700,52.552586
"709",53,55.34,53,54.509998,2210000,49.906639
"710",54.700001,55.700001,54.700001,55.080002,947200,50.428509
"711",54.880001,55.529999,54.790001,55,873200,50.355255
"712",54.799999,54.830002,53.939999,54.32,979200,49.732689
"713",54.07,54.259998,53.060001,53.380001,1411900,48.87207
"714",53.939999,54.610001,53.939999,54.549999,929700,49.94326
"715",55.169998,55.459999,55.009998,55.419998,962400,50.739788
"716",55.48,56.400002,55.41,56.27,1406800,51.518009
"717",56.32,56.580002,55.91,56.310001,1249100,51.554626
"718",56.68,57.029999,55.720001,55.860001,1415600,51.142632
"719",55.759998,55.82,54.450001,55.299999,1185500,50.629921
"720",54.740002,55.889999,54.740002,55.560001,819100,50.867973
"721",55.450001,56.09,55.310001,55.869999,980300,51.151787
"722",55.25,55.25,54.369999,54.400002,818100,49.805931
"723",54.27,54.75,54.209999,54.59,690700,49.979889
"724",54.919998,55.040001,54.34,54.619999,980400,50.007351
"725",54.330002,54.459999,53.630001,54.279999,630700,49.696056
"726",54.66,55.139999,54.5,54.790001,901300,50.162998
"727",54.330002,54.57,53.689999,54.279999,727500,49.696056
"728",54.360001,54.610001,54.040001,54.34,695200,49.750992
"729",54.639999,55.23,54.490002,54.619999,679400,50.007351
"730",54.580002,55.02,54.400002,54.849998,949300,50.217926
"731",54.540001,54.799999,54.25,54.639999,845900,50.025654
"732",54.68,55.259998,54.68,55.209999,777200,50.547523
"733",55.209999,55.41,54.98,55.099998,468400,50.446812
"734",54.630001,55.049999,53.790001,53.849998,942600,49.799461
"735",52.889999,53.700001,52.169998,52.349998,1145000,48.412292
"736",52.48,53.349998,52.400002,52.799999,764300,48.828449
"737",52.799999,53.169998,52.52,52.790001,1189400,48.819202
"738",53.77,53.970001,53.389999,53.66,782800,49.623764
"739",53.52,53.75,53.169998,53.25,749000,49.244602
"740",53.360001,53.639999,53.119999,53.240002,933100,49.235359
"741",52.950001,53.77,52.740002,53.52,1098100,49.494293
"742",53.619999,55.009998,53.470001,54.860001,1122400,50.733501
"743",54.57,55.139999,53.959999,54.290001,1046700,50.206371
"744",54.709999,55.02,54.299999,54.380001,1051700,50.2896
"745",54.400002,54.919998,54.240002,54.66,868400,50.54855
"746",54.830002,55.310001,54.57,54.740002,1118900,50.622524
"747",54.880001,55.18,54.5,55.099998,1016600,50.955444
"748",55.490002,55.880001,54.639999,55.049999,2725100,50.909206
"749",55.029999,55.029999,54.529999,54.790001,734400,50.668762
"750",55.029999,55.130001,54.599998,54.720001,252500,50.604027
"751",54.790001,55.139999,54.610001,54.970001,412900,50.835224
"752",54.849998,55.07,54.470001,54.759998,686300,50.641022
"753",54.950001,54.950001,54.580002,54.650002,505500,50.539295
"754",54.549999,55.110001,54.549999,55,673900,50.862972
"755",55.43,55.889999,55.099998,55.73,1164500,51.538055
"756",54.66,55.060001,54.23,54.91,896100,50.779736
"757",54.360001,55.029999,54.189999,55,849900,50.862972
"758",54.889999,55.650002,54.389999,55.349998,868300,51.186642
"759",55.290001,56.049999,55.209999,55.59,1176900,51.408592
"760",55.91,56.23,55.619999,56.18,945300,51.954212
"761",56.240002,56.48,55.68,55.700001,1122100,51.510319
"762",55.84,56.200001,55.68,56.049999,1420900,51.833992
"763",56.080002,56.299999,55.619999,55.75,1703900,51.556553
"764",55.580002,55.68,55.040001,55.209999,1604800,51.057163
"765",55.709999,56.369999,55.630001,56.099998,1425600,51.880226
"766",56.099998,57.16,56.099998,57.080002,1848300,52.786514
"767",56.619999,56.810001,55.470001,55.619999,1608700,51.436329
"768",55.849998,56.150002,55.57,55.610001,1014700,51.427082
"769",55.360001,55.580002,54.290001,55.330002,1073800,51.168144
"770",55.330002,55.34,54,54.360001,1186300,50.271107
"771",53.099998,53.650002,52.799999,52.91,1150800,48.930172
"772",53.509998,54.34,53.279999,53.849998,1605100,49.799461
"773",55.900002,55.900002,54.209999,54.48,1638000,50.382076
"774",53.900002,54.459999,53.580002,54.43,1162100,50.335842
"775",53.990002,54.080002,52.919998,52.950001,2459400,48.967167
"776",53.509998,54.52,53.349998,53.869999,1299400,49.817963
"777",54.619999,55.049999,54.540001,54.580002,738200,50.474556
"778",55.560001,56.369999,55.349998,56.139999,989800,51.91721
"779",56.549999,56.560001,55.900002,56.119999,1058700,51.89872
"780",55.650002,55.98,55.310001,55.59,733600,51.408592
"781",55.349998,55.799999,55.240002,55.799999,592900,51.602787
"782",55.939999,56.889999,55.830002,56.34,748700,52.102169
"783",56.400002,57,56.369999,56.52,758600,52.268635
"784",56.119999,56.509998,55.639999,55.990002,1276300,51.778503
"785",55.91,56.389999,55.91,56.360001,766500,52.12067
"786",56.02,56.650002,54.68,55.259998,1325000,51.103405
"787",55.560001,56,55.310001,55.91,726100,51.704514
"788",55.68,56.369999,55.580002,55.98,929400,51.769253
"789",55.59,55.650002,54.369999,54.41,1123400,50.317345
"790",52.759998,53.439999,51.25,51.73,1299500,47.838932
"791",52.049999,52.34,49.119999,49.48,1427500,45.758179
"792",50.139999,50.560001,48.900002,48.950001,1491900,45.26804
"793",48.049999,48.900002,46.459999,46.810001,1721800,43.289009
"794",45.200001,45.580002,43.099998,44.389999,3159800,41.548084
"795",44.599998,47.110001,43.970001,47.080002,2399100,44.065872
"796",46.970001,47.630001,44.560001,44.75,2615200,41.885036
"797",45.610001,46.34,44.150002,46.240002,2419200,43.279648
"798",44.450001,44.790001,43.439999,43.889999,1824300,41.080097
"799",41.560001,43.830002,41.209999,42.279999,3041000,39.573174
"800",38.419998,40.259998,35.27,35.41,3157300,33.143002
"801",37.369999,38.68,34.720001,37.57,4202400,35.164719
"802",36.110001,36.970001,35.029999,35.919998,3553600,33.620346
"803",32.720001,33.779999,30.860001,30.98,4020900,28.996613
"804",33.360001,35.619999,31.59,35.549999,3880400,33.274033
"805",29.51,32.689999,29.17,29.309999,2457800,27.433531
"806",30.110001,30.780001,27.6,28.66,3726900,26.825146
"807",26.4,27.5,25.34,27.209999,2941400,25.467978
"808",26.530001,29.01,25.51,26.889999,2373500,25.168465
"809",27.049999,28.040001,25.139999,25.68,3215400,24.035931
"810",25.309999,25.84,23.309999,24.16,2243000,22.613241
"811",25.99,29.73,25.84,29.610001,2697100,27.714327
"812",30.23,34.860001,29.780001,32.59,2908800,30.50354
"813",33,34.66,32.25,33.849998,2493700,31.682877
"814",32,34.049999,31.51,32.599998,2035100,30.512901
"815",32.200001,33.439999,30.959999,33.209999,2070300,31.083849
"816",32.919998,33.119999,30.879999,31.34,2277700,29.333569
"817",29.370001,29.75,27.02,27.4,2325800,25.645811
"818",27.01,28.139999,26.09,26.6,2529400,24.89703
"819",26.33,27.1,25.799999,26.41,1790900,24.719193
"820",28.360001,28.620001,27.57,28.26,2556700,26.450754
"821",30.610001,31.34,28.709999,28.809999,2163200,26.965542
"822",29.32,30.93,28.67,30.440001,3185400,28.491188
"823",31.85,34.5,31.35,32.599998,2436600,30.512901
"824",32.709999,32.75,31.09,31.5,2120500,29.483324
"825",32.110001,32.57,31.26,31.58,2019800,29.558203
"826",30.040001,30.33,29.219999,29.629999,1740100,27.733044
"827",29.34,29.610001,28.4,28.629999,1586400,26.797064
"828",30.120001,30.870001,29.91,30.540001,2239200,28.584785
"829",29.6,30.51,29.049999,29.790001,1428400,27.882803
"830",28.5,29.42,28.110001,28.43,1346400,26.609873
"831",29.389999,29.5,28.85,29.049999,1379200,27.190174
"832",30.17,30.17,29,29.469999,1652200,27.583288
"833",29.809999,30.33,28.76,29.98,2461900,28.060637
"834",30.309999,31.92,30.26,31.690001,2469800,29.661161
"835",34.279999,35.130001,32.810001,33.610001,3168200,31.458242
"836",35.040001,36.799999,34.700001,36.549999,3426800,34.210014
"837",35.66,36.689999,35.25,36.41,3790000,34.078983
"838",35.279999,35.540001,34.639999,35.099998,2575300,32.852844
"839",34.34,35.150002,33.889999,34.970001,1755200,32.731174
"840",35.57,35.84,34.669998,34.860001,1950400,32.628216
"841",35.34,35.439999,33.709999,33.959999,2082700,31.78583
"842",34.189999,36.66,34.189999,36.290001,2184900,33.966663
"843",37.240002,38.310001,36.580002,38.209999,1830000,35.763737
"844",37.220001,37.529999,36.52,36.610001,1404800,34.266174
"845",37.009998,37.330002,34.919998,34.93,1365200,32.693729
"846",34.02,34.759998,32.259998,32.509998,1582300,30.428663
"847",31.59,33.73,30.74,33.619999,1860600,31.4676
"848",33.27,34.25,32.709999,33.849998,1473900,31.682877
"849",35.619999,37.18,35.27,36.77,1677600,34.415932
"850",36.310001,36.48,35.27,35.299999,1129300,33.040039
"851",36.119999,36.700001,35.93,36.119999,897400,33.807545
"852",35.849998,37.099998,35.529999,37,1196300,34.63121
"853",37.189999,37.200001,36.23,36.93,1630300,34.565685
"854",38.740002,39.709999,38.509998,39.130001,2049900,36.624844
"855",40.959999,41.580002,40.07,40.990002,1474900,38.365765
"856",41.619999,41.790001,40.360001,40.799999,2148400,38.187927
"857",38.98,40.509998,38.060001,38.619999,2718100,36.650539
"858",38.619999,39.860001,37.950001,39.52,1896900,37.504646
"859",40.139999,40.610001,39.48,39.709999,1431900,37.684956
"860",40.68,43.169998,40.34,43.029999,1697200,40.835648
"861",42.330002,44.639999,42.080002,44.639999,1753200,42.363544
"862",47.259998,48.41,46.57,47.049999,1931100,44.650642
"863",48,49.34,47.610001,48.720001,2680700,46.235481
"864",46.529999,47.650002,46.040001,47.27,1342300,44.859425
"865",46.580002,46.66,44.310001,44.34,1805100,42.078842
"866",41.299999,42.700001,39.93,40.049999,2198100,38.007614
"867",42.32,42.380001,40.290001,41.880001,1514100,39.744293
"868",39.82,43.459999,39.599998,43.009998,1706900,40.816669
"869",45.400002,45.400002,42.779999,44.200001,1883600,41.945984
"870",43.91,44.189999,42.790001,42.849998,1225000,40.664825
"871",40.700001,42.75,40.700001,42.25,1741600,40.095425
"872",43.52,43.59,41.110001,42.169998,3805800,40.019497
"873",41.990002,41.990002,41,41.25,1336600,39.14642
"874",41.200001,42.490002,41.200001,41.889999,1762100,39.753784
"875",41.439999,41.439999,39.220001,39.540001,1696600,37.523624
"876",39.299999,40.259998,38.880001,40,2557400,37.960171
"877",39.560001,39.650002,38.66,39.139999,2283500,37.14402
"878",40.009998,40.369999,39.200001,40.349998,1215300,38.292316
"879",39.869999,41.779999,39.869999,41.540001,2169100,39.421635
"880",41.900002,42.310001,39.91,40.16,1643100,38.112007
"881",41.48,42.389999,40.66,40.790001,1495300,38.709881
"882",42.02,43.27,41.889999,42.259998,2066400,40.104912
"883",41.630001,42.009998,40.939999,41.009998,1088400,38.918659
"884",41.169998,41.889999,41,41.869999,1406900,39.734802
"885",41.880001,41.880001,39.73,39.849998,1727700,37.81781
"886",40.049999,41.93,40.049999,41.889999,1354900,39.753784
"887",42.400002,42.849998,41.630001,41.860001,1376800,39.725315
"888",42.040001,42.68,41.41,42.529999,1088600,40.361145
"889",43.599998,44.799999,43.080002,44.560001,1819300,42.287624
"890",44.02,45.32,43.509998,44.759998,1265400,42.477425
"891",44.73,44.73,43.990002,44.509998,1200000,42.240173
"892",43.849998,44.389999,43.560001,43.860001,1073300,41.623322
"893",44.110001,45.200001,44.110001,44.799999,1085800,42.515385
"894",44.779999,45.25,44.279999,44.98,967100,42.686207
"895",44.84,45.380001,44.59,45.02,959600,42.724167
"896",44.950001,45.279999,44.459999,44.77,1280900,42.486916
"897",44.43,44.880001,43.709999,44.709999,1382300,42.429974
"898",46.990002,47,43.299999,43.43,2650800,41.215252
"899",43.330002,43.970001,42.77,43.880001,1828500,41.6423
"900",42.580002,42.599998,41.630001,42.450001,1889300,40.285233
"901",42.43,42.5,41.529999,42.43,4589800,40.266251
"902",42.759998,43.700001,42.189999,42.970001,1788000,40.778706
"903",42.619999,43.490002,42.509998,43.240002,1587300,41.034943
"904",43.700001,44.990002,43.310001,44.650002,1706900,42.373039
"905",44.130001,44.349998,42.889999,42.950001,1541500,40.759727
"906",42.650002,44.34,42.599998,44.32,1614100,42.059864
"907",44.720001,45.810001,44.43,45.560001,1139400,43.236626
"908",46.599998,47.400002,46.119999,46.18,1821900,43.825012
"909",46.93,47,45.049999,45.43,1183700,43.113255
"910",44.810001,45.439999,44.580002,44.889999,801100,42.6008
"911",44.599998,45.529999,44.540001,45.220001,1086000,42.913971
"912",45.220001,45.299999,44.310001,44.400002,973800,42.135784
