"","OKE.Open","OKE.High","OKE.Low","OKE.Close","OKE.Volume","OKE.Adjusted"
"951",29.02,29.299999,28.719999,29.17,2916000,26.286324
"952",28.76,29.57,28.559999,29.450001,3796500,26.538647
"953",29.48,30.65,29.43,29.950001,4564200,26.989216
"954",28.559999,29.84,28.49,29.82,5486300,26.872068
"955",29.83,29.93,28.889999,28.9,3849900,26.043016
"956",29.049999,29.49,28.24,28.290001,3966700,25.49332
"957",28.799999,29.379999,28.48,28.92,3753600,26.061039
"958",28.629999,28.860001,28.370001,28.43,3035200,25.61948
"959",28.6,30.799999,28.57,30.67,5228700,27.638039
"960",31,31.030001,30.08,30.549999,5381500,27.529902
"961",30.129999,30.17,29.1,29.51,5358200,26.592714
"962",29.459999,29.950001,29.25,29.32,4699500,26.421495
"963",30.34,30.620001,28.129999,29.09,8053700,26.214231
"964",28.9,30.530001,28.01,30.4,6073000,27.39473
"965",29.4,29.74,28.26,29,5618600,26.962402
"966",29.15,29.559999,28.6,29.23,4531100,27.176243
"967",29.59,29.950001,28.870001,28.92,4369900,26.888023
"968",29,29.459999,28.139999,28.6,6195600,26.590508
"969",28.59,29.1,28.26,28.540001,4462700,26.534723
"970",28.42,29.280001,26.76,26.889999,5948400,25.000654
"971",29.75,31.959999,29.5,31.35,10360900,29.147287
"972",31.91,32.650002,31.01,32.540001,6096500,30.253677
"973",33,33.150002,31.809999,32.119999,4145200,29.863184
"974",31.49,32,30.15,30.77,4237400,28.60804
"975",31.370001,31.93,30.85,31.66,3616600,29.435505
"976",32.720001,33.34,31.969999,32.349998,4764700,30.077024
"977",31.91,33.32,31.719999,33.310001,3777600,30.969576
"978",33.23,34.189999,32.299999,32.310001,4443100,30.039835
"979",31.92,33.439999,31.620001,33.299999,3363600,30.960278
"980",33.18,33.529999,32.669998,32.959999,2743400,30.644165
"981",33.509998,35.220001,33.439999,35.18,3369100,32.708183
"982",36.91,37.889999,36.34,37.66,5659300,35.013935
"983",37.299999,38.439999,36.599998,37.540001,4082700,34.902367
"984",37.18,37.700001,36.82,37.23,1554300,34.614147
"985",36.810001,37.209999,35.599998,35.869999,5533100,33.349705
"986",37,37.189999,36.080002,36.470001,3278500,33.907547
"987",36.130001,37.950001,36.099998,37.470001,3113000,34.837288
"988",37.549999,39.07,37.169998,38.490002,3526800,35.785618
"989",39.470001,40.709999,39.43,40.630001,3932000,37.775261
"990",40.16,40.610001,39.220001,40.310001,4464400,37.477737
"991",39.93,41.560001,39.810001,40.790001,3292300,37.924015
"992",41.459999,41.939999,39.650002,40.220001,3292900,37.394066
"993",40.330002,41.950001,40.259998,41.75,4082400,38.816563
"994",41.080002,41.66,40.740002,41.57,2691900,38.649212
"995",42,42.16,39.93,40.139999,4106900,37.319683
"996",40.610001,41.459999,39.93,41.310001,3601600,38.407478
"997",41.299999,41.380001,40.299999,40.650002,3013300,37.79385
"998",41.009998,41.23,40.080002,40.73,3289300,37.868229
"999",40.68,40.91,39.630001,39.869999,7019800,37.068653
"1000",38.369999,39.810001,38.029999,39.389999,3845900,36.622375
"1001",39.419998,39.950001,38.599998,38.630001,2767200,35.915783
"1002",39,39.580002,38.470001,38.799999,2321600,36.073837
"1003",38.82,38.849998,37.900002,38.799999,1344100,36.073837
"1004",38.880001,39.259998,38.009998,38.41,2945700,35.711239
"1005",38.650002,38.740002,37.669998,38.130001,2752400,35.450909
"1006",38.02,38.740002,37.950001,38.119999,2462900,35.441616
"1007",37.91,38.470001,37.66,38.380001,2191000,35.683346
