"","COO.Open","COO.High","COO.Low","COO.Close","COO.Volume","COO.Adjusted"
"630",333.869995,334.98999,329.299988,332.730011,278600,332.587616
"631",330.859985,332.970001,328.079987,330.48999,489300,330.348511
"632",328.480011,333.279999,328.480011,332.920013,227700,332.777496
"633",334.600006,335.799988,330.470001,330.970001,165600,330.828339
"634",331.929993,334.799988,329.850006,334.049988,351700,333.906982
"635",334.299988,334.299988,327.630005,330.940002,197900,330.79837
"636",330.450012,332.589996,328.890015,331.940002,321800,331.797913
"637",331.980011,333.73999,327.890015,328.190002,249500,328.0495
"638",326.899994,333.940002,326.899994,331.359985,275000,331.21817
"639",331.359985,334.100006,330.609985,331.910004,192100,331.767914
"640",333.23999,333.279999,330.079987,331.519989,176300,331.378082
"641",331.359985,334.48999,330.209991,332.959991,207500,332.847595
"642",333.380005,335.130005,329.519989,335,141500,334.886902
"643",334.529999,336.720001,332.059998,336.619995,169800,336.506317
"644",336.359985,338.929993,335.910004,337.700012,181800,337.586029
"645",338.929993,338.929993,335.850006,337.980011,165900,337.865906
"646",338.459991,341.549988,336.51001,341.48999,202300,341.374725
"647",340.359985,342.209991,337.579987,341.089996,179100,340.974854
"648",340.579987,341.850006,336.910004,337.399994,210900,337.286072
"649",336.809998,342.790009,335.769989,337.98999,235000,337.875885
"650",338.429993,338.429993,331.619995,334.859985,198200,334.746948
"651",331.559998,334.040009,324.049988,325.679993,278300,325.570038
"652",326.769989,329.630005,322.220001,328.75,618800,328.639008
"653",326.070007,331.119995,322.940002,330.619995,332300,330.508423
"654",330.440002,334.890015,329.420013,334.140015,255700,334.027222
"655",333.579987,338.579987,333.579987,336.869995,260700,336.756256
"656",335.420013,337.269989,332.269989,333.049988,155800,332.937531
"657",334.880005,344.320007,334.880005,340.179993,230000,340.065125
"658",338.220001,343.600006,332.600006,332.73999,176600,332.627655
"659",334.119995,337.589996,332.450012,335.959991,174200,335.846588
"660",338.029999,341.850006,332.170013,335.380005,221500,335.266724
"661",337.920013,339.170013,334.589996,335.380005,228200,335.266724
"662",335.75,338.679993,332.089996,332.329987,249200,332.217804
"663",333,335.149994,327.220001,332.609985,389200,332.497711
"664",333.119995,334.559998,329.459991,329.820007,270200,329.708679
"665",330.029999,332.119995,320.309998,321.670013,306500,321.561401
"666",323.399994,325,322.179993,324.23999,206500,324.130524
"667",325.200012,327.959991,323.23999,326.390015,190700,326.279816
"668",324,325.690002,318.200012,320.970001,343300,320.861633
"669",322.899994,332.700012,322.899994,328.589996,430400,328.479065
"670",303.809998,309.899994,295.25,309.75,771800,309.645447
"671",308.779999,309.690002,296.01001,299.540009,523800,299.438873
"672",300.720001,302.399994,298.480011,301.230011,368400,301.128326
"673",304.769989,307.980011,303.209991,307.730011,457800,307.626129
"674",307.799988,309.869995,302.549988,302.839996,300500,302.737762
"675",302.350006,302.350006,296.600006,297.679993,401100,297.579529
"676",296.73999,299.519989,290.859985,296.890015,404800,296.789795
"677",297,300.149994,297,299.170013,313200,299.069031
"678",302.019989,305.320007,300.73999,305,512200,304.897034
"679",304.029999,306.720001,299.850006,301.51001,408500,301.408203
"680",300.01001,305.100006,298.519989,303.089996,266300,302.987671
"681",302.649994,307,302.200012,305.549988,349700,305.446838
"682",306.380005,307.390015,300.600006,303.100006,412300,302.997681
"683",302.920013,304.700012,301.040009,301.25,186100,301.148315
"684",301.709991,306.369995,301.350006,302.320007,373900,302.217926
"685",301.390015,303.690002,299.299988,302.190002,251600,302.087952
"686",302.980011,305.880005,297.559998,298.940002,391300,298.839081
"687",299.980011,299.980011,294.730011,297.279999,355300,297.179657
"688",298.589996,301.920013,297.269989,298.880005,279900,298.779144
"689",300.820007,301.730011,292.679993,294.25,254300,294.150635
"690",294.320007,299.170013,294.25,297,272800,296.899719
"691",297.540009,298.98999,292.559998,292.839996,288000,292.741119
"692",291.220001,292.809998,286.959991,288.929993,319500,288.832458
"693",289.390015,294.149994,285.049988,293.75,523500,293.650848
"694",294.869995,297.880005,294,296.869995,420300,296.769775
"695",294.880005,296.720001,293.380005,293.940002,423700,293.840759
"696",292.029999,292.029999,285.970001,286.070007,440600,285.973419
"697",287.320007,290.309998,286.519989,288.980011,388700,288.882446
"698",287.820007,292.98999,287.799988,290.809998,344000,290.711823
"699",293.470001,298.269989,289.720001,293.890015,327100,293.790771
"700",294.059998,294.309998,291.440002,292.51001,139600,292.411255
"701",295.23999,297.209991,291.779999,295.149994,262000,295.050354
"702",294.440002,295.019989,290.75,291.529999,322700,291.431549
"703",292.619995,295,291.320007,292.25,213100,292.151367
"704",292.190002,293.390015,287.600006,287.809998,308300,287.71283
"705",289.279999,289.73999,286.480011,287.339996,305200,287.24295
"706",288.959991,290.5,280.26001,281.179993,322100,281.085052
"707",281.109985,284.320007,280.769989,282.200012,218300,282.104736
"708",283.540009,283.559998,280.23999,282.720001,232100,282.624542
"709",282.26001,286.420013,281.01001,281.75,239000,281.654877
"710",283.109985,286.160004,282.859985,284.019989,249500,283.924103
"711",284.200012,291.410004,283.51001,290.700012,309400,290.601868
"712",290.839996,292.459991,289.5,292.100006,193500,292.001373
"713",292.079987,294.880005,287.619995,291,188900,290.901764
"714",292.380005,295.450012,291.459991,291.829987,189300,291.731476
"715",293.01001,294.529999,289.660004,290.140015,204000,290.042084
"716",288.890015,292.230011,288.890015,290.940002,197600,290.841766
"717",291.320007,293.670013,289.609985,291.48999,204000,291.391571
"718",292.929993,295.690002,292.929993,294.75,164800,294.650482
"719",294.829987,294.829987,289.75,291.399994,224300,291.301636
"720",290.5,293.029999,288.700012,292.929993,243200,292.831116
"721",292.98999,296.880005,292.98999,294.529999,231400,294.430542
"722",293.890015,297.730011,292.570007,296.769989,302800,296.6698
"723",296.769989,299.630005,295.619995,299.600006,195900,299.498871
"724",299.660004,302.209991,297.5,301.980011,219000,301.878052
"725",303.059998,307.019989,302.630005,305.690002,395700,305.586792
"726",306.26001,310.730011,305,309.070007,384900,308.965668
"727",306.589996,309.380005,300.109985,304.470001,329100,304.367188
"728",303.829987,306.859985,301.209991,306.48999,234200,306.386536
"729",306.809998,308.679993,304.559998,307.809998,140200,307.706055
"730",308.76001,313.459991,306.25,312.420013,312300,312.314514
"731",312.190002,314.399994,312.190002,313.179993,364500,313.074219
"732",314.709991,318.25,313.26001,316.970001,243300,316.862976
"733",314.480011,315.730011,312.48999,313.089996,161200,312.984314
"734",313.529999,314.200012,309.529999,311.779999,305300,311.674744
"735",309.019989,312.470001,308.829987,311.420013,304200,311.31488
"736",311.179993,314.880005,310.730011,312.089996,362100,311.984619
"737",312.829987,314.940002,311.109985,312.859985,328900,312.754333
"738",308.100006,312.609985,301.160004,307.190002,738900,307.086304
"739",306.170013,306.859985,302,302.26001,452000,302.157959
"740",303.75,306.390015,303.100006,304.540009,263700,304.437164
"741",304.579987,307.040009,303.429993,306.679993,315000,306.576447
"742",306.859985,315.48999,305.73999,314.549988,457800,314.443817
"743",313.890015,318.470001,313.640015,316.920013,278700,316.813049
"744",320.980011,321.579987,317.320007,318.970001,326800,318.862305
"745",319.149994,319.149994,316.51001,318.269989,296100,318.162506
"746",318.75,320.399994,317.899994,319.839996,313700,319.732025
"747",320,320.609985,316.959991,319.670013,208300,319.562103
"748",321.109985,322.700012,316.899994,319.089996,388000,318.982239
"749",319.549988,322.459991,316.079987,320.670013,286200,320.561768
"750",320.779999,322.350006,318.75,322.049988,62600,321.941223
"751",321.730011,321.730011,317.820007,320.01001,171500,319.901978
"752",320.5,322.220001,318.73999,321.109985,183100,321.001587
"753",320.399994,321.670013,318.26001,319.450012,137400,319.342133
"754",318.480011,321.559998,318.019989,321.290009,242100,321.181519
"755",323.220001,323.850006,318.769989,323.320007,317000,323.210846
"756",318.480011,322.959991,318.26001,322.299988,197300,322.191193
"757",321.470001,323.76001,319.829987,323.170013,185100,323.060944
"758",322.959991,324.679993,320.309998,324.049988,212400,323.940582
"759",324.98999,328.23999,324.339996,327.649994,335800,327.539398
"760",328.859985,333.519989,327.73999,333.25,372200,333.137482
"761",333.899994,334.329987,330.369995,333.649994,218900,333.537323
"762",333.640015,334.98999,332.920013,333.549988,235900,333.437408
"763",332.670013,336.390015,331.190002,336.070007,289400,335.956573
"764",336.459991,344.290009,336.459991,343.850006,364900,343.733917
"765",345.880005,349.790009,343.769989,349.059998,350600,348.942108
"766",350,355.410004,348.26001,355.309998,397900,355.190063
"767",354.410004,359.769989,352.670013,358.559998,597500,358.438934
"768",361.880005,365.679993,359.040009,359.980011,432300,359.888611
"769",358.660004,358.820007,353.149994,357,304400,356.909332
"770",356.700012,356.920013,351.029999,352.359985,342800,352.270508
"771",347.450012,357,347.190002,354.209991,232600,354.120026
"772",354.929993,357.859985,352.920013,355.040009,338500,354.949829
"773",355,358.309998,354.119995,354.320007,244400,354.230042
"774",351.640015,353.73999,349.049988,353.399994,268900,353.310242
"775",351.98999,353.410004,345.040009,346.890015,400500,346.801941
"776",348.869995,349.970001,345.269989,346.23999,299400,346.152069
"777",350.299988,353.149994,348.679993,350.149994,313000,350.061096
"778",353.109985,357.089996,352.790009,353.570007,251200,353.480225
"779",354.070007,354.859985,351.910004,353.019989,208100,352.930328
"780",351.790009,353.829987,347.720001,348.200012,170200,348.111603
"781",346.48999,350.109985,345.720001,349.390015,150600,349.3013
"782",351.040009,354.910004,349.690002,351.390015,250600,351.300781
"783",351.75,355.720001,351.01001,353.089996,190100,353.000336
"784",350.910004,354.75,349.959991,352.970001,171400,352.880341
"785",353.320007,356.23999,352.399994,353.309998,199300,353.220276
"786",352.26001,356.929993,350.700012,356.350006,168800,356.259521
"787",357.48999,360,355.320007,356.559998,137900,356.469452
"788",355.529999,357.059998,351.540009,354.829987,134300,354.739899
"789",353.980011,357.579987,353.899994,355.670013,159900,355.579712
"790",349.190002,351.230011,343.220001,347.119995,348400,347.03183
"791",348.339996,349.950012,334.690002,336.450012,316600,336.364594
"792",338.660004,344.529999,335.269989,335.320007,288300,335.234863
"793",331.549988,338.899994,328,328.269989,321700,328.186615
"794",321.059998,325.600006,311,324.570007,567900,324.487579
"795",328.029999,335.519989,324.149994,335.450012,282100,335.364807
"796",335.209991,345.059998,325.049988,329.980011,422700,329.89621
"797",335.089996,339.440002,331.290009,338.140015,308000,338.054138
"798",329.850006,335.220001,321.470001,325.269989,466700,325.187378
"799",328.720001,338.420013,313.540009,333.809998,551900,333.72522
"800",330,330,312.480011,317.5,472200,317.419373
"801",323.799988,335.100006,313.410004,334.950012,446100,334.864929
"802",326.640015,335.890015,319.73999,323.890015,674700,323.80777
"803",303.829987,309.98999,279.970001,280.049988,827400,279.978882
"804",291.829987,292.480011,272.779999,291.040009,601900,290.966125
"805",256.600006,280.709991,251.5,259.429993,496300,259.364105
"806",263.109985,275.869995,251.070007,275.170013,478200,275.100128
"807",259.429993,265.459991,236.679993,251.110001,488600,251.046219
"808",249.75,286.929993,239.220001,273.149994,413300,273.080597
"809",278.179993,279.910004,246.710007,250.649994,516600,250.586349
"810",252.660004,259.26001,237.710007,243.440002,425600,243.378174
"811",255.039993,262.670013,243.220001,255.889999,323100,255.825027
"812",253.929993,265.690002,246.960007,256.890015,443100,256.824768
"813",261.339996,282.049988,256.089996,282.049988,513700,281.978363
"814",273.040009,280.309998,260.850006,273.230011,325500,273.160614
"815",274.959991,282.660004,274.829987,280.149994,272300,280.078857
"816",280.959991,286.070007,275.059998,275.670013,356000,275.600006
"817",268.799988,279.630005,264.01001,273.049988,425000,272.980682
"818",270.609985,284.339996,269.799988,283.829987,309000,283.757904
"819",282.26001,288,278.5,279.679993,314200,279.608978
"820",289.029999,298.600006,287.839996,296.679993,240200,296.604645
"821",305.220001,306.75,292.049988,292.640015,302500,292.565735
"822",293.559998,299.299988,285.859985,297.429993,347400,297.354431
"823",295.200012,300.25,289.290009,296.570007,429900,296.494659
"824",296.619995,299.5,292.140015,299.029999,475500,298.954041
"825",304.100006,312.230011,298.529999,300.48999,342200,300.413666
"826",293.269989,301.25,292.660004,298.700012,436900,298.624146
"827",300.26001,300.26001,292.790009,296.950012,242100,296.874603
"828",302.470001,307.709991,299.25,306.279999,288300,306.20224
"829",303.600006,307.230011,300.559998,304.700012,163900,304.62265
"830",299.839996,300.839996,287.540009,288.529999,248200,288.456726
"831",293.130005,295.690002,286.170013,294.100006,185300,294.02533
"832",296.01001,297.540009,289.100006,290.269989,300100,290.196289
"833",291.059998,294.25,285.26001,293.209991,351200,293.135529
"834",295,298.079987,289.320007,293.649994,297200,293.575409
"835",297.049988,297.049988,288.619995,291.100006,330600,291.026062
"836",294.369995,299.5,290.73999,291.820007,305500,291.745911
"837",289.98999,291.76001,285.730011,286.700012,318900,286.627228
"838",283.790009,285.140015,279.420013,280.309998,188000,280.2388
"839",280.959991,288.26001,278.609985,287.089996,261000,287.01709
"840",290.609985,294.820007,288.019989,290.880005,221400,290.806122
"841",293.23999,299.809998,290.029999,294.959991,261200,294.885101
"842",298.600006,304.920013,297,303.899994,279300,303.822845
"843",307.640015,308.929993,302.309998,304.519989,253300,304.442657
"844",301.809998,309.799988,301.809998,307.820007,250300,307.741821
"845",308.609985,313.839996,303.48999,303.519989,235800,303.442932
"846",302.850006,303.730011,292.880005,296.420013,3e+05,296.344757
"847",293.450012,297.329987,290.820007,296.540009,255800,296.464691
"848",294.779999,303.26001,294.25,296.519989,679200,296.444672
"849",302.070007,307.019989,301.410004,302.170013,304200,302.093262
"850",301.720001,305.48999,297.910004,298.359985,206100,298.28421
"851",301.369995,301.369995,293.720001,296.309998,361600,296.234741
"852",295,295,283.700012,287.799988,416200,287.726898
"853",287.640015,288.339996,285.23999,287.420013,298400,287.347015
"854",292.589996,300.459991,292.130005,297.899994,329500,297.824341
"855",302.589996,308.959991,300.350006,308.540009,339300,308.46167
"856",311.75,322.390015,311.109985,316.630005,409400,316.549591
"857",317.26001,320.450012,310.459991,316.980011,501800,316.899506
"858",317.279999,319.570007,312.959991,315.179993,242100,315.099976
"859",314.119995,317.640015,310.839996,316.350006,256700,316.269684
"860",319.98999,322.070007,317.709991,319.220001,284600,319.138947
"861",318.140015,320.420013,311.720001,313.859985,352600,313.780273
"862",313.649994,324.410004,303.450012,318.540009,811000,318.459106
"863",318.440002,324.23999,317.380005,320.299988,445200,320.218628
"864",318.329987,320.5,302.51001,303.230011,330800,303.152985
"865",303.230011,308.480011,297.709991,298.630005,418800,298.554138
"866",294.23999,294.399994,278.420013,278.549988,419900,278.479248
"867",284.380005,289.200012,276.880005,288.399994,476000,288.326752
"868",283.589996,292.019989,275.730011,290.350006,575600,290.276245
"869",299.48999,306.859985,296.940002,300.100006,453200,300.023773
"870",301.980011,304.959991,298.059998,302.529999,293500,302.453156
"871",300.950012,304.410004,300.299988,301.899994,320900,301.823334
"872",306.640015,309.01001,297.940002,299.119995,629500,299.044037
"873",298.570007,299.040009,292.73999,296.470001,337900,296.394745
"874",297,304.640015,296.5,299.980011,268400,299.903839
"875",297.76001,298.730011,279.5,281.390015,651600,281.318542
"876",281.019989,281.019989,271.570007,276.609985,564500,276.539734
"877",276.170013,277.98999,269.630005,272.980011,533100,272.910706
"878",273.859985,276.070007,268.920013,270.929993,414200,270.861206
"879",272.190002,286.320007,269.679993,283.640015,841500,283.567993
"880",282.920013,289.119995,282.820007,287.51001,382000,287.437012
"881",291.529999,293.700012,285.700012,290.070007,392400,289.996338
"882",289.559998,293.299988,283.26001,285.200012,750300,285.127625
"883",283.579987,286.839996,281.790009,282.26001,469300,282.188354
"884",282.910004,283.809998,277.600006,280.079987,462300,280.008881
"885",280.929993,292.98999,278.100006,289.730011,541200,289.656433
"886",288.779999,292.98999,285.230011,289.399994,320900,289.326477
"887",291.209991,291.209991,285.209991,285.640015,320200,285.567444
"888",285.859985,288.320007,281.880005,287.899994,378700,287.826904
"889",291.399994,299,290.720001,296.839996,466600,296.764618
"890",295.130005,295.589996,287.980011,288.929993,421700,288.856628
"891",290.290009,293.070007,287.089996,291.369995,302200,291.296021
"892",291.970001,292.019989,284.959991,289.309998,273400,289.236542
"893",290.320007,293.369995,289.140015,291.570007,235500,291.495941
"894",292.910004,294.790009,287.230011,289.76001,232500,289.716248
"895",290.070007,292.149994,283.450012,284.679993,289700,284.636993
"896",284.100006,285.709991,280.119995,283.579987,292200,283.53714
"897",283.820007,288.859985,283.820007,286.380005,175200,286.336731
"898",285.690002,285.799988,281.390015,281.51001,194700,281.467468
"899",281.589996,289.049988,281.589996,286.920013,260000,286.876648
"900",282.940002,284.309998,277.829987,282.700012,247000,282.657318
"901",282.690002,284.130005,278.570007,282.929993,286300,282.887238
"902",284.339996,296,282.709991,295.359985,400600,295.315369
"903",293.790009,299.380005,291.200012,296.910004,406100,296.865143
"904",298.570007,301.75,296.799988,299.149994,270700,299.104797
"905",298.450012,300.529999,292.890015,300.380005,246000,300.334625
"906",300.660004,304,300.119995,303.920013,269300,303.874115
"907",304.679993,308.049988,302.519989,306.829987,346800,306.78363
"908",308.329987,308.570007,299.179993,300.309998,320500,300.264618
"909",302.230011,309.529999,302.230011,305.320007,243300,305.273865
"910",305.029999,306.25,303.399994,304.899994,234500,304.853912
"911",304.25,306.23999,301.600006,303.820007,206900,303.774109
"912",304.529999,306.459991,302.589996,305,381400,304.953918
"913",305.869995,308.440002,301.410004,307.23999,321500,307.193573
"914",307,308.609985,302.649994,305.5,271900,305.453857
"915",301.440002,304.179993,298.390015,299.26001,275100,299.214813
"916",299.589996,301.820007,294.940002,301.600006,370000,301.554443
"917",303.420013,303.420013,299.779999,301.910004,232200,301.86438
"918",303.429993,305.100006,301.649994,305.029999,248900,304.983917
"919",303.5,307.899994,301.850006,305.450012,196500,305.40387
"920",305,314.5,302.5,312.429993,292300,312.382782
"921",312.75,316.51001,309.369995,315.890015,253900,315.842285
"922",315.269989,317.709991,313.429993,314.380005,413800,314.33252
"923",314.980011,315.019989,307.959991,309.399994,355500,309.353271
"924",310.019989,317.679993,309.380005,317.209991,312600,317.162079
"925",316.230011,316.48999,304.920013,306.809998,362700,306.763641
"926",320,336,313.480011,323.48999,918100,323.441132
"927",320.670013,323.070007,311.940002,318.200012,426600,318.151917
"928",320.089996,323.720001,317.070007,319.200012,269400,319.151794
"929",321.470001,326.01001,319.079987,324.519989,307300,324.470947
"930",325.350006,332.380005,323.660004,326.829987,400400,326.780609
"931",328.359985,337.850006,327.899994,334.549988,315700,334.49942
"932",335.720001,340.170013,334.75,336.059998,233900,336.009247
"933",336.559998,344.51001,336.559998,342.309998,343500,342.258301
"934",340.079987,348.869995,335.700012,347.779999,376200,347.727478
"935",345.670013,352.399994,343.950012,346.429993,508400,346.377655
"936",341.570007,343.570007,335.980011,341.859985,309300,341.80835
"937",343.660004,343.660004,334.48999,339.25,250400,339.19873
"938",338.690002,340.320007,332.850006,333.630005,213500,333.57959
"939",331.040009,332.5,326.790009,329.029999,182500,328.980255
"940",327.220001,334.420013,326.75,333.23999,198700,333.189636
"941",337.609985,340.679993,333.709991,334.119995,182800,334.069489
"942",335.48999,339.929993,333.26001,333.589996,185800,333.539612
"943",334.869995,340.540009,334.5,337.119995,265700,337.069061
"944",339.970001,341.609985,336.670013,338.769989,211800,338.718811
"945",335.269989,337.98999,329.299988,335.429993,180300,335.379303
"946",338,343.720001,338,342.820007,206300,342.768188
"947",341.75,349.829987,340.809998,342.019989,221100,341.968292
"948",343.100006,351.73999,343.100006,350.869995,189400,350.816986
"949",350,356.609985,349.160004,354.75,142700,354.696411
"950",356.850006,359.399994,354.779999,357.850006,136300,357.795929
"951",359.130005,364.049988,356.970001,360.630005,174100,360.575531
"952",360.070007,361.970001,354.230011,356.23999,157100,356.186157
"953",356,358.859985,351.660004,353.869995,173500,353.816528
"954",350,354.929993,348.76001,353.420013,163500,353.366608
"955",355.76001,358.299988,351.829987,353.700012,145100,353.646545
"956",353.579987,357.320007,347.5,348.420013,154200,348.367371
"957",351.279999,353.709991,346.470001,347.459991,160400,347.407471
"958",348.450012,352.290009,346.320007,348.790009,149000,348.737305
"959",349.279999,354.76001,348.850006,353.179993,112500,353.126648
"960",354.029999,356.880005,351.420013,356.450012,144100,356.396149
"961",352.119995,352.220001,345.279999,348.170013,193000,348.117432
"962",349.079987,351.899994,345.190002,346.350006,154600,346.297668
"963",340.959991,340.959991,332.809998,333.570007,203600,333.519623
"964",332.390015,332.390015,324.01001,324.140015,278100,324.091034
"965",323.970001,327.359985,314.290009,319.049988,353000,319.00177
"966",323.829987,329.070007,319.51001,320.519989,263000,320.471558
"967",325.399994,332.059998,323.829987,323.959991,158400,323.911041
"968",328.709991,336.040009,325.290009,331.420013,204600,331.369934
"969",335.040009,337.660004,331.679993,332,180200,331.949829
"970",333.470001,336.880005,333.390015,333.910004,113800,333.859558
"971",344.709991,371.589996,344.709991,351.73999,410100,351.686829
"972",351.179993,352.559998,341.429993,346.390015,261500,346.337677
"973",348.359985,349.470001,340.640015,343.299988,246700,343.248108
"974",342.279999,343.299988,332.619995,336.98999,252300,336.939056
"975",338.640015,342.420013,338.640015,341.350006,206500,341.298431
"976",345.630005,347.48999,338.679993,340.700012,186400,340.64856
"977",338.25,338.25,331.720001,332.450012,226900,332.39978
"978",332.709991,334.390015,327.829987,329.589996,344900,329.540192
"979",329.029999,333.040009,328.829987,332.230011,425400,332.17981
"980",332.929993,339.420013,331.170013,331.369995,450800,331.319946
"981",334.059998,337.779999,327.670013,329.890015,274900,329.840149
"982",331.320007,333.670013,324.709991,325.459991,305500,325.410828
"983",325.630005,333.089996,324.339996,329.01001,252900,328.960327
"984",331.470001,340.720001,330.26001,340.709991,182500,340.658508
"985",339.619995,339.720001,329.309998,335.220001,566400,335.169373
"986",338.369995,339.320007,333.790009,334.040009,223700,333.989532
"987",332.73999,335.790009,331.119995,334.609985,206600,334.559418
"988",336.380005,344.399994,332.230011,337.980011,308200,337.928955
"989",335,346.679993,327.440002,345.709991,454700,345.657776
"990",345.709991,348,340.970001,342.059998,215000,342.008301
"991",341.820007,346.109985,340.76001,345.73999,228300,345.687744
"992",344.859985,348.109985,341.600006,342.579987,256800,342.528229
"993",342.309998,348.609985,341.5,347.799988,289200,347.747467
"994",347.209991,347.209991,338.519989,339.160004,214300,339.108765
"995",342.279999,349.190002,341.059998,342.850006,245600,342.798187
"996",343.480011,346.309998,341.75,342.450012,223700,342.398254
"997",341.410004,344.869995,339.459991,343.940002,177500,343.888031
"998",344.76001,352.529999,343.440002,351.519989,305600,351.466888
"999",352.839996,354.089996,346.609985,349.630005,496100,349.577179
"1000",345.600006,349.23999,337.399994,348.559998,185500,348.507355
"1001",350.200012,356.339996,346.76001,352.690002,248400,352.636719
"1002",354.950012,357.720001,353.459991,356,159300,355.946228
"1003",358.609985,360.429993,356.209991,358.369995,77100,358.315857
"1004",360.799988,363.399994,358.339996,359.959991,122000,359.905579
"1005",361.26001,361.450012,355.600006,357.269989,105100,357.216003
"1006",357.209991,360.640015,355.410004,356.450012,113100,356.396149
"1007",357.269989,363.5,354.470001,363.320007,158500,363.265106
