"","NVDA.Open","NVDA.High","NVDA.Low","NVDA.Close","NVDA.Volume","NVDA.Adjusted"
"119",39.950001,40.084999,39.349998,39.592499,46913200,39.17276
"120",39.669998,39.830002,38.305,38.4575,108858800,38.049786
"121",38.790001,39.150002,37.0825,38.037498,106396000,37.634232
"122",37.860001,37.947498,36.587502,36.645,99949200,36.256508
"123",37.330002,37.985001,36.4375,37.9375,99494800,37.535297
"124",37.650002,37.68,36.02,36.669998,106442400,36.281239
"125",36.845001,36.982498,35.875,36.139999,73106000,35.756859
"126",36.262501,36.412498,34.645,34.8325,70907200,34.463215
"127",35.474998,36.055,35.282501,35.762501,82018800,35.383369
"128",35.467499,36.345001,34.939999,35.869999,74628400,35.489727
"129",36.445,36.875,36.212502,36.689999,65497200,36.301022
"130",37.435001,38.5,37.169998,38.424999,95849200,38.017635
"131",38.462502,39.047501,38.037498,38.970001,75795600,38.55685
"132",39.575001,40.75,39.139999,40.627499,114520800,40.196785
"133",40.75,41.575001,39.6875,40.157501,136913200,39.731766
"134",40.322498,41.252499,40.252499,41.237499,94194800,40.800316
"135",41.5825,41.875,40.4375,41.0625,93079200,40.627167
"136",40.445,41.637501,40.325001,41.490002,77664000,41.050152
"137",41.5825,41.849998,41.1525,41.275002,68704400,40.837425
"138",41.482498,41.877499,40.977501,41.875,69959600,41.431061
"139",41.6675,42.325001,41.522499,42.025002,64833200,41.579479
"140",42.0975,42.195,41.43,41.537498,65252400,41.097134
"141",41.305,41.482498,40.895,41.337502,49655600,40.899261
"142",41.919998,42.482498,41.462502,41.814999,64040400,41.3717
"143",42.067501,42.185001,39.389999,40.435001,78285600,40.006336
"144",40.072498,41.345001,39.82,41.0975,51334800,40.661804
"145",41.235001,41.599998,40.154999,40.627499,55967200,40.196785
"146",40.532501,41.139999,40.25,41.122501,43138400,40.686546
"147",41.4375,41.477501,40.317501,41.0975,47844400,40.661804
"148",41.092499,41.657501,40.919998,41.619999,44242000,41.178768
"149",41.849998,42.517502,41.619999,41.802502,58909600,41.359325
"150",42.0975,43.092499,42,43.087502,71741200,42.630703
"151",43.4725,43.639999,42.177502,42.575001,75533600,42.123646
"152",42.107498,43.052502,41.9175,43.0275,53078400,42.571342
"153",43.040001,43.165001,41.0825,41.185001,132808800,40.748375
"154",39.285,39.75,38.227501,38.990002,149719600,38.576649
"155",39.9175,42.137501,39.799999,42.099998,127902000,41.653671
"156",42.1525,42.4175,41.397499,41.744999,76453200,41.302437
"157",41.897499,42.134998,40.959999,41.287498,59663200,40.849785
"158",41.202499,41.375,40.345001,40.3675,52544400,39.939545
"159",40.9175,41.09,39.91,40.375,60120400,39.94696
"160",40.622501,40.737499,39.342499,39.787498,62367200,39.365696
"161",40.122501,40.697498,39.927502,40.637501,45045600,40.242073
"162",40.299999,41.5625,40.212502,41.450001,57952000,41.046669
"163",41.775002,41.82,41.029999,41.297501,46970000,40.89566
"164",41.5425,41.645,40.887501,40.952499,35720000,40.554016
"165",41.145,41.275002,40.5825,41.2425,38949600,40.84119
"166",40.647499,41.395,40.564999,41.174999,32409600,40.774349
"167",41.375,41.532501,41.067501,41.419998,38440000,41.016964
"168",41.625,42.400002,41.549999,42.360001,61268400,41.947819
"169",42.487499,42.974998,42.400002,42.615002,44543200,42.200333
"170",42.095001,42.145,40.889999,41.477501,69536400,41.07391
"171",41.810001,41.950001,41.099998,41.452499,39767200,41.049149
"172",41.622501,41.9725,41.237499,41.645,35286800,41.239784
"173",41.5275,41.677502,40.677502,40.922501,49885600,40.524307
"174",41.384998,42.357498,41.330002,42.25,56744400,41.83889
"175",42.5,42.5,41.7425,42.4025,41148800,41.989906
"176",42.147499,42.884998,41.82,42.592499,58096000,42.178059
"177",42.197498,43.139999,41.950001,42.349998,51371200,41.937916
"178",43.215,45.0275,43.162498,45.0275,136479200,44.589363
"179",46.285,47.799999,46.215,46.887501,168446000,46.431263
"180",46.377499,47.462502,46.154999,46.837502,87428000,46.381752
"181",46.875,47.355,46.052502,46.459999,72492000,46.007923
"182",45.41,45.674999,44.4025,45.189999,107560000,44.750275
"183",45.075001,45.577499,44.650002,44.75,49123200,44.314564
"184",44.4375,44.450001,42.540001,42.75,87458000,42.334019
"185",44.112499,44.669998,42.587502,42.990002,112562000,42.571693
"186",43.904999,44.067501,43.1875,43.932499,71372000,43.50502
"187",44.005001,44.044998,43.439999,43.919998,43524400,43.492638
"188",44.77,44.932499,44.3125,44.692501,61909200,44.257622
"189",45.200001,45.494999,44.25,44.75,50348000,44.314564
"190",44.8125,45.145,44.395,44.842499,39033200,44.406162
"191",44.904999,45.442501,44.535,45.217499,42784800,44.777508
"192",45.465,45.5,44.889999,45.192501,43736400,44.752766
"193",44.912498,45.459999,44.75,45.325001,31880000,44.883976
"194",45.697498,46.682499,45.5075,46.3475,56349200,45.896526
"195",47.857498,48.237499,46.814999,47.232498,97487600,46.7729
"196",47.400002,47.75,46.935001,47.735001,52950800,47.270512
"197",47.77,48.272499,47.482498,47.7575,52829200,47.292801
"198",48.387501,48.75,47.912498,48.647499,62872800,48.174129
"199",48.950001,49.512501,48.310001,49.482498,57664000,49.001011
"200",49.272499,49.724998,49.087502,49.4375,47859600,48.956451
"201",49.5275,49.535,48.330002,49.395,56731600,48.914368
"202",48.610001,49.5,48.112499,49.450001,57077200,48.96883
"203",49.622501,49.897499,49.134998,49.224998,45162000,48.746014
"204",49.445,49.712502,48.950001,49.154999,42869600,48.676701
"205",49.247501,49.6875,48.985001,49.669998,40724400,49.186684
"206",49.27,49.805,47.7925,48.415001,82816000,47.943897
"207",48.695,49.040001,48.452499,48.922501,32274400,48.446472
"208",49.450001,50.467499,49.1875,50.465,57219200,49.973953
"209",50.465,51.522499,50.305,50.959999,50405600,50.464127
"210",51.282501,51.9725,51.224998,51.702499,41190800,51.199417
"211",52.337502,52.4925,51.150002,51.799999,50257600,51.295959
"212",51.5,51.952499,50.912498,51.485001,34230800,50.984032
"213",51.799999,52.172501,51.334999,52.172501,35364000,51.664841
"214",51.799999,52.494999,51.674999,52.407501,38994400,51.897556
"215",52.637501,53.224998,52.514999,53.0075,42770000,52.491718
"216",52.962502,53,51.810001,52.290001,52298800,51.7812
"217",51.317501,51.5825,50.092499,51.330002,97856400,50.830532
"218",53.27,54.6675,52.907501,54.035,125325600,53.50922
"219",54.035,54.2925,53.002499,53.157501,58237600,52.640255
"220",53.25,53.700001,52.807499,53.544998,52929200,53.023983
"221",52.987499,53,51.950001,52.494999,50194800,51.9842
"222",53.244999,53.549999,52.8125,52.9025,44176800,52.387741
"223",53.48,53.837502,52.6875,52.84,51566400,52.325848
"224",52.997501,53.642502,52.625,53.52,39610000,52.999229
"225",53.922501,54.130001,53.599998,54.012501,39917600,53.486938
"226",54.25,54.25,53.4025,53.732498,35664000,53.246632
"227",53.897499,54.25,53.650002,54.240002,18075200,53.749538
"228",54.327499,54.34,53.502499,53.535,42289600,53.050911
"229",53.587502,53.682499,52.060001,52.677502,51275200,52.201176
"230",52.502499,52.529999,47.807499,49.105,139678800,48.660976
"231",49.799999,50.669998,49.162498,50.177502,82376800,49.723778
"232",49.827499,50.032501,48.1175,49.419998,81154800,48.973125
"233",50.012501,50.075001,46.125,46.665001,124084400,46.243038
"234",45.599998,48.174999,45.145,46.935001,98148800,46.510593
"235",46.424999,47.535,46.209999,47.314999,46703200,46.887157
"236",47.990002,48.400002,47.529999,47.997501,54260000,47.563488
"237",48.502499,48.695,47.787498,47.872501,46687600,47.439621
"238",48.014999,48.695,47.855,48.665001,37274800,48.224953
"239",48.224998,48.459999,47.4725,47.709999,45501600,47.278587
"240",48.125,48.137501,46.470001,46.544998,55428000,46.124111
"241",46.48,47.334999,46.150002,46.6175,43816400,46.195965
"242",47.0625,48.095001,46.404999,47.889999,67003600,47.456959
"243",48.299999,49.505001,48,49.474998,47770400,49.027622
"244",49.380001,49.432499,48.740002,49.0275,37310000,48.584167
"245",49.424999,49.517502,48.637501,49.200001,28882000,48.755104
"246",49.235001,49.487499,48.887501,48.9725,30090400,48.529675
"247",48.599998,48.912498,47.8125,48.817501,46627600,48.376072
"248",48.2575,49.4375,47.955002,49.360001,35508000,48.91367
"249",49.224998,49.9925,49.077499,49.2925,32948800,48.846771
"250",49.532501,49.845001,49.287498,49.349998,24024800,48.903759
"251",49.615002,49.615002,48.375,48.375,27996400,47.937572
"252",48.945,49.875,48.625,49.837502,35561600,49.386841
"253",51.025002,53.424999,50.9375,53.1175,91470400,52.637192
"254",53.939999,54.512501,53.172501,53.397499,58326800,52.914658
"255",53.547501,54.227501,52.77,53.849998,58012400,53.363068
"256",55.099998,56.25,54.645,55.5,88121600,54.998146
"257",55.555,55.955002,54.66,55.485001,49700000,54.983284
"258",54.549999,55.955002,54,55.919998,58266400,55.414349
"259",56.25,56.567501,55.802502,56.02,40603200,55.513443
"260",55.900002,56.247501,55.334999,55.744999,35991600,55.240932
"261",56.012501,56.877499,54.172501,55.0275,70234800,54.529922
"262",55.174999,56.279999,54.224998,56.18,53840800,55.672001
"263",55.985001,56.66,55.669998,56.110001,40863200,55.602634
"264",57.022499,57.772499,56.75,57.5275,60938000,57.007317
"265",57.607498,58.439999,57.025002,58.422501,55094400,57.894218
"266",58.962502,59.9575,58.775002,59.727501,47522800,59.18742
"267",59.759998,60.122501,58.387501,58.950001,57997200,58.416954
"268",59.5,59.9375,58.9375,59.087502,40988400,58.553204
"269",59.529999,60.834999,59.400002,60.8325,51635600,60.282421
"270",60.685001,62.0275,60.1525,61.712502,45511600,61.154465
"271",60.2775,61.605,59.602501,60.68,57083200,60.131298
"272",61.442501,62.317501,61.112499,61.450001,47857600,60.894341
"273",59.630001,61.724998,59.514999,60.125,51922400,59.581326
"274",59.25,59.4925,57.7925,58.380001,71846400,57.852112
"275",56.75,58.307499,51.25,53.424999,116520400,52.941902
"276",51.099998,56.424999,51,56.395,111480000,55.885052
"277",57.395,58.7425,56.674999,57.200001,80293200,56.682777
"278",58.470001,58.805,54.377499,54.380001,114400000,53.888271
"279",59.5625,59.7225,54.380001,58.02,167460400,57.495358
"280",58.84,58.869999,56.2575,57.0075,109317200,56.492016
"281",56.639999,58.625,56.3125,58.157501,62552400,57.631615
"282",57.75,60.647499,57.637501,60.355,74498800,59.809242
"283",61.197498,62.092499,60.380001,61.625,69890000,61.067764
"284",61.349998,62.5,60.8675,60.959999,63765600,60.408772
"285",61.1875,62.967499,61.150002,62.27,68624000,61.706932
"286",62.922501,62.9925,60.34,60.377499,89229200,59.831532
"287",60.682499,61.407501,59.875,60.537498,53436400,60.027374
"288",61.142502,61.482498,60.630001,61.482498,41530000,60.964405
"289",61.950001,61.994999,61.014999,61.645,46931200,61.125546
"290",61.375,62.227501,61.282501,61.514999,45543600,60.996639
"291",61.625,62.025002,60.3825,60.5,52311600,59.990189
"292",60.477501,61.022499,57.029999,58.052502,104012000,57.56332
"293",56.965,59.200001,55.462502,59.134998,91342800,58.636696
"294",58.627499,59.3125,57.380001,58.912498,62077600,58.416069
"295",59.775002,60.735001,59.34,60.540001,63680800,60.029854
"296",59.5,60.987499,59.487499,60.459999,58120800,59.950527
"297",60.737499,60.737499,59.8475,60.294998,41191200,59.786919
"298",60.775002,61.462502,60.612499,61.3325,50552400,60.815678
"299",61.75,63.25,61.6675,62.439999,60506000,61.913837
"300",62.872501,63.625,61.509998,61.927502,61977200,61.405663
"301",62.362499,62.637501,61.555,62.185001,50549600,61.660988
"302",62.322498,63.154999,61.91,62.334999,40195200,61.809727
"303",62.5,62.8125,62.119999,62.619999,39945600,62.092319
"304",62.044998,62.337502,59.25,60.25,71377200,59.742298
"305",60.279999,62.787498,60.279999,62.395,55469600,61.869221
"306",62.330002,63,61.8325,62.139999,43868800,61.616371
"307",61.5,61.970001,60.084999,60.462502,55119600,59.953003
"308",60.599998,60.625,58.130001,58.2425,73562000,57.751713
"309",59.5,61.1325,58.974998,61.119999,61142400,60.604969
"310",61.9375,62.5,54.962502,56.380001,140900000,55.904907
"311",56.032501,57.3475,54.25,55.337502,94590400,54.871197
"312",56.0275,58.875,55.174999,57.897499,91662800,57.409626
"313",57.185001,58.662498,54.375,55.262501,92209200,54.796822
"314",56.950001,57.587502,55.337502,56.337502,66743200,55.86277
"315",53.752499,56.665001,53.5,56.560001,78916800,56.083393
"316",57.150002,57.282501,54.622501,55.345001,70124000,54.878635
"317",54.307499,55.400002,53.267502,53.5625,66298800,53.111149
"318",54.200001,55.4925,53.650002,53.852501,49952400,53.398716
"319",56.18,57.25,55.602501,56.977501,76167600,56.497379
"320",56.827499,57.244999,56.23,56.560001,46024400,56.083393
"321",57.5,58.830002,57.052502,58.650002,59392000,58.155781
"322",59.2925,59.377499,57.387501,57.875,50303600,57.387314
"323",57.942501,58.209999,56.919998,57.872501,35079200,57.384827
"324",58.400002,59.599998,57.837502,59.384998,44722400,58.884586
"325",58.875,59.8125,58.192501,59.092499,39136400,58.594559
"326",57.9375,58.275002,56.700001,57.259998,47199600,56.777493
"327",57.172501,58.025002,56.862499,57.177502,38620000,56.695686
"328",57.357498,57.875,55.7075,55.970001,42750800,55.498363
"329",56.23,57.200001,54.639999,55.299999,41459600,54.834015
"330",55,55.395,52.575001,54.165001,58849200,53.708572
"331",55.799999,56.387501,55.1325,56.305,37582400,55.83054
"332",57.375,57.575001,56.154999,56.5825,40084800,56.105709
"333",56.747501,57.25,56.029999,56.224998,32784400,55.751209
"334",56.142502,56.8125,55.549999,56.785,25378800,56.306488
"335",56.75,57.200001,56.3125,56.577499,26824800,56.100742
"336",56.900002,58.512501,56.442501,58.247501,44314400,57.756676
"337",57.9575,59.797501,57.782501,59.764999,40066000,59.261387
"338",60.822498,62.747501,60.7225,62.169998,68761600,61.646122
"339",62.172501,62.627499,61.677502,62.599998,50661600,62.072495
"340",62.802502,63.967499,62.5275,63.945,59676000,63.406155
"341",64.480003,65.125,64.300003,65.032501,99408000,64.484505
"342",63.195,64.947502,62.634998,63.6325,121445600,63.096298
"343",64.017502,64.622498,63.599998,63.84,52314000,63.302048
"344",63.197498,63.224998,60.375,61.389999,96352800,60.8727
"345",61,62.130001,60.627499,61.502499,55382800,60.984245
"346",61.52,62.875,61.357498,61.927502,51978400,61.405663
"347",62.452499,63.092499,61.435001,61.485001,48371600,60.966881
"348",62.470001,62.5075,60.122501,61.060001,64062400,60.545479
"349",61.195,61.450001,60.0625,60.674999,51826400,60.163723
"350",60.07,61.897499,60.0625,61.884998,44295600,61.40147
"351",61.8475,62.349998,61.310001,61.922501,43737200,61.438679
"352",62.049999,62.485001,61.689999,62.32,29211200,61.833069
"353",62.137501,62.834999,61.674999,62.147499,35268400,61.661915
"354",62.487499,63.334999,62.237499,63.247501,39099600,62.753323
"355",62.924999,63.799999,62.817501,63.047501,49386800,62.554886
"356",63.5,64.467499,63.412498,64.404999,42196800,63.901772
"357",64.75,66.434998,64.425003,66.212502,64202400,65.695168
"358",66.245003,66.647499,65.792503,66.267502,39171200,65.749733
"359",65.357498,66.32,65.192497,66.287498,37135600,65.769562
"360",66.25,66.370003,64.8125,65.724998,36944800,65.211472
"361",64.989998,66,64.800003,65.57,36045600,65.057686
"362",65.442497,65.862503,65.025002,65.154999,26537200,64.645912
"363",65.422501,65.767502,64.915001,65.644997,31916000,65.132088
"364",65.660004,66.417503,65.5075,65.599998,33820800,65.08744
"365",66.055,67.300003,65.904999,66.727501,43001600,66.206131
"366",66.150002,66.870003,65.837502,66.315002,43226000,65.796852
"367",65.870003,66.449997,65.595001,66.272499,35626800,65.754692
"368",65.230003,65.910004,63.755001,65.042503,59493200,64.534302
"369",65.457497,66.112503,65.07,65.577499,36978000,65.065125
"370",65.900002,66.084999,64.199997,64.277496,35951600,63.775272
"371",64.487503,64.622498,62.5825,62.737499,43416000,62.247303
"372",61.662498,61.700001,58.884998,59.779999,66581600,59.312923
"373",60.924999,61.412498,59.977501,60.497501,47888400,60.024811
"374",60.9375,61.607498,58.875,58.93,45389200,58.469563
"375",58.830002,60.334999,58.752499,60.215,33801200,59.744522
"376",60.872501,61,59.212502,59.224998,39230000,58.762253
"377",58.522499,60.5975,58.314999,60.560001,35757200,60.08683
"378",60.91,60.970001,59.125,59.209999,22273200,58.747375
"379",59.767502,60.732498,59.375,60.682499,30621600,60.208363
"380",60.435001,61.9175,60.220001,61.8325,29635200,61.34938
"381",62.5825,62.68,61.517502,62.3125,30388000,61.825623
"382",62.4375,63.535,62.029999,63.3125,36001600,62.817814
"383",62.375,62.724998,61.775002,61.8825,36750800,61.398991
"384",62.34,63.2925,62.240002,62.807499,34550800,62.316769
"385",62.994999,62.994999,61.904999,62.330002,24698800,61.842999
"386",62.049999,62.584999,61.924999,62.049999,19703600,61.565178
"387",61.552502,63.575001,61.294998,63.422501,36213600,62.926952
"388",63.3475,63.487499,62.41,62.924999,27764000,62.433338
"389",62.735001,63.3475,62.5825,63.0075,23575200,62.515202
"390",62.982498,63.375,62.612499,62.7225,22235200,62.232418
"391",62.455002,62.4725,60.82,62.352501,30158400,61.865314
"392",62.837502,63.712502,62,62.177502,35462000,61.691681
"393",62.272499,63.095001,61.6875,62.967499,31911200,62.475513
"394",62.764999,64.082497,62.595001,63.709999,32512400,63.212208
"395",64.080002,64.150002,62.459999,63.005001,29542000,62.512722
"396",63.147499,63.2075,60.68,61.032501,34034000,60.555634
"397",60.927502,61.970001,60.535,61.215,28398800,60.736698
"398",61.532501,62.09,60.9725,61.6175,28355600,61.136059
"399",60.897499,62.695,60.302502,62.654999,26966800,62.165455
"400",62.9025,63.264999,62.732498,63.025002,21428800,62.532566
"401",62.897499,63.5425,62.427502,63.5075,20750800,63.011292
"402",64,64.425003,63.73,64.237503,25813200,63.735584
"403",64.25,65.059998,63.897499,64.605003,26210000,64.10022
"404",64.785004,64.8125,64.037498,64.114998,20428000,63.61404
"405",63.287498,64.025002,63.174999,63.697498,25639600,63.19981
"406",63.785,65.25,63.767502,64.029999,37520800,63.529709
"407",65.095001,65.5,64.254997,65.357498,46622000,64.846825
"408",65.567497,65.910004,63.974998,64.769997,59113600,64.263931
"409",65.474998,65.5,63.752499,64.360001,80126000,63.857128
"410",63.235001,63.2425,60.932499,61.205002,114318800,60.726784
"411",60.794998,63.299999,59.68,61.959999,85438800,61.475887
"412",62.125,63.375,61.924999,63.330002,67398800,62.835182
"413",63,65.754997,62.965,65.705002,74985600,65.191635
"414",65.315002,67.370003,65.175003,66.709999,72068400,66.188774
"415",66.794998,68.202499,66.75,68.055,53151200,67.523254
"416",68.355003,69.724998,68.037498,68.974998,50577600,68.436081
"417",68.915001,69.144997,67.3825,68.595001,47538400,68.059036
"418",68.480003,69.875,68.269997,69.622498,42010800,69.116302
"419",69.307503,70.43,69.080002,69.452499,34660800,68.947533
"420",69.25,70.300003,69.150002,70.169998,30659200,69.659813
"421",70.037498,71.305,69.75,70.925003,39172000,70.409325
"422",70.747498,71.105003,68.787498,69.605003,39315600,69.098938
"423",69.440002,69.464996,67.847504,68.18,32279600,67.684296
"424",67.25,69.232498,66.797501,67.964996,29542000,67.470848
"425",68.192497,68.982498,67.75,68.682503,22014000,68.183136
"426",68.214996,69.099998,68.004997,68.199997,24311200,67.704147
"427",67.797501,67.995003,65.480003,67.050003,41909200,66.562508
"428",67.714996,68.75,67.540001,67.834999,30553600,67.341789
"429",68.747498,69.775002,68.375,69.107498,38693600,68.605034
"430",68.849998,69.345001,68.287498,68.482498,20552800,67.984581
"431",68.522499,69.559998,67.6875,67.754997,29952000,67.262367
"432",67.567497,68.175003,67.0625,67.995003,22486000,67.500633
"433",66.762497,67.190002,66.025002,66.57,43058400,66.085999
"434",66.690002,67.150002,65.527496,65.862503,43512800,65.383636
"435",65.550003,66.459999,64.669998,66.425003,29391200,65.942062
"436",67.092499,67.355003,66.227501,67.102501,28038800,66.614632
"437",67.152496,67.559998,66.57,66.730003,26854800,66.244827
"438",67.084999,67.300003,66.532501,66.849998,21442800,66.363953
"439",68.182503,70.480003,67.900002,70.254997,70939600,69.744202
"440",71.040001,73.014999,70.650002,72.339996,62206000,71.814049
"441",72.0625,73.190002,71.394997,71.620003,38396400,71.099274
"442",72.330002,72.404999,70.6325,71.682503,32055200,71.161324
"443",71.317497,71.5625,69.044998,69.822502,39122000,69.31485
"444",69.572502,70.199997,66.885002,67.464996,42663600,66.974487
"445",66.625,67.790001,65.019997,66.442497,40861200,65.959412
"446",66.235001,67.190002,65.699997,66.385002,27350000,65.902344
