"","ALGN.Open","ALGN.High","ALGN.Low","ALGN.Close","ALGN.Volume","ALGN.Adjusted"
"490",225.080002,226.899994,219.130005,219.289993,749600,219.289993
"491",218.820007,221.460007,212.940002,217.229996,884500,217.229996
"492",214.270004,217.449997,212.009995,215.570007,1206800,215.570007
"493",213.029999,213.979996,205.220001,206.970001,981000,206.970001
"494",209.839996,213.320007,206.509995,209.5,981700,209.5
"495",209.139999,212.880005,198.509995,201.559998,1019900,201.559998
"496",201.190002,204.699997,191.240005,197.779999,1787700,197.779999
"497",199.139999,201.050003,193.279999,199.169998,1983800,199.169998
"498",196.570007,198.190002,190.75,193.720001,504800,193.720001
"499",194.710007,212.300003,194.240005,210.990005,1274600,210.990005
"500",207,211.330002,201.490005,211.330002,894600,211.330002
"501",212.860001,212.860001,206,208.289993,875800,208.289993
"502",209.889999,214.179993,206.679993,209.429993,809300,209.429993
"503",205.320007,207.160004,200.539993,202.119995,1126800,202.119995
"504",200.029999,200.770004,183.619995,184.779999,2414200,184.779999
"505",181.679993,190.389999,177.929993,186.710007,2518200,186.710007
"506",187.410004,190.770004,184.509995,189.919998,1311200,189.919998
"507",191.350006,194.990005,187.589996,192.949997,1001500,192.949997
"508",194.259995,207,194.259995,200.320007,1666300,200.320007
"509",198.990005,205.990005,194.119995,202.639999,1247500,202.639999
"510",201.600006,201.600006,195.630005,198.25,1084800,198.25
"511",196.539993,198.339996,193.229996,193.940002,1816900,193.940002
"512",194.899994,197.5,191.929993,195.050003,1927600,195.050003
"513",197.070007,208.509995,195.380005,206.789993,2213800,206.789993
"514",206.869995,215.850006,206.779999,212.669998,1798700,212.669998
"515",216,223.600006,212.889999,220.089996,2433200,220.089996
"516",220.679993,221.649994,213.899994,216.160004,1107900,216.160004
"517",217,221.210007,215.139999,217.220001,1111000,217.220001
"518",218.25,224.080002,218.25,220.669998,970000,220.669998
"519",222.610001,228.970001,221.479996,227.220001,1344100,227.220001
"520",224.5,225.919998,220.149994,221.490005,1421200,221.490005
"521",222.160004,223.839996,216.520004,222.029999,1928000,222.029999
"522",208.740005,234.440002,207.990005,232.830002,4375400,232.830002
"523",233.570007,249.240005,231.759995,248.949997,3182600,248.949997
"524",248.080002,248.75,239,244,1569900,244
"525",243.910004,245.229996,239.699997,244.539993,943900,244.539993
"526",241.850006,246.199997,241.419998,243.509995,1175700,243.509995
"527",244,246.460007,240.699997,244.039993,988000,244.039993
"528",241.889999,244.550003,238.259995,239.449997,904500,239.449997
"529",236.779999,241.410004,234.229996,241.259995,831200,241.259995
"530",242.860001,247.539993,242.070007,244.570007,873500,244.570007
"531",246.800003,256.769989,246.360001,254.320007,1601100,254.320007
"532",256.98999,259.929993,248.839996,251.850006,1137700,251.850006
"533",247.039993,252.910004,246.470001,250.75,1120700,250.75
"534",253.039993,255.679993,251.389999,254.960007,851700,254.960007
"535",254.960007,257.589996,254.009995,255.240005,830300,255.240005
"536",255.229996,256.48999,250.910004,253.789993,1191300,253.789993
"537",252.979996,252.979996,247.460007,250.229996,1073900,250.229996
"538",251.520004,254.240005,248.850006,253.990005,803100,253.990005
"539",255.520004,263.640015,255.520004,262.350006,1442100,262.350006
"540",261.130005,262.350006,256.329987,259.790009,1298700,259.790009
"541",258.230011,262.160004,257.290009,258.25,1182200,258.25
"542",258.079987,259.75,254.550003,258.970001,1076500,258.970001
"543",261.23999,264.459991,258.959991,263.350006,1417400,263.350006
"544",264.369995,266.209991,252.300003,256.309998,1930200,256.309998
"545",244.940002,244.940002,233.899994,239.220001,3432900,239.220001
"546",237.789993,240.5,229.619995,231.449997,2318500,231.449997
"547",231,233.080002,227.259995,230.75,1645200,230.75
"548",228.639999,231.729996,224.580002,230.839996,1357800,230.839996
"549",231.559998,243.940002,231.559998,243.360001,1528700,243.360001
"550",243.960007,251.669998,243,250.839996,1592500,250.839996
"551",251.279999,254.029999,247.490005,252.130005,1085800,252.130005
"552",249.929993,251.399994,244.550003,247.589996,2026600,247.589996
"553",248.479996,256.829987,247.940002,252.330002,1542900,252.330002
"554",252.699997,254.119995,248.169998,253.729996,1212700,253.729996
"555",256.429993,260.929993,256.029999,259.290009,1455800,259.290009
"556",258.929993,266.059998,258.01001,265.679993,1245200,265.679993
"557",265.450012,281.630005,265.350006,280.730011,2020400,280.730011
"558",279.640015,279.640015,269.230011,269.619995,1240400,269.619995
"559",269.75,274.320007,266,271.019989,1004400,271.019989
"560",275.25,277.450012,272.769989,274.269989,629100,274.269989
"561",274.269989,276.040009,262.869995,268.959991,1242600,268.959991
"562",270.23999,274.700012,266.540009,273.910004,1073800,273.910004
"563",281.359985,284.609985,277.790009,284.329987,1182400,284.329987
"564",287.440002,290.890015,281.519989,285.149994,966500,285.149994
"565",285.75,292.690002,284.100006,292.029999,907600,292.029999
"566",293.440002,296,288.619995,289.269989,1270600,289.269989
"567",289.920013,291.109985,283.190002,287.959991,550400,287.959991
"568",291,301.089996,291,295.880005,1386200,295.880005
"569",295.549988,295.700012,289.75,292.709991,752400,292.709991
"570",290,290,283.01001,285.25,1086600,285.25
"571",286.390015,291.820007,286.290009,290.119995,831200,290.119995
"572",290.920013,292.200012,286.679993,289.660004,498400,289.660004
"573",290.619995,297.869995,290.619995,293.079987,746500,293.079987
"574",293.829987,299.040009,291.160004,292.549988,1064700,292.549988
"575",293.589996,295.630005,285.040009,288.380005,732900,288.380005
"576",290.089996,290.799988,271.660004,273.679993,1823800,273.679993
"577",276.329987,281.5,272.359985,281.48999,1140300,281.48999
"578",279.380005,292.329987,278.149994,290.630005,1462700,290.630005
"579",292.100006,298.850006,289.01001,296.079987,1572200,296.079987
"580",296,298.320007,291.730011,297.079987,1373100,297.079987
"581",294.100006,316,286.609985,296.73999,3274200,296.73999
"582",298.75,318.190002,297.899994,317.980011,1802100,317.980011
"583",318.23999,321.350006,315.619995,317.5,1213400,317.5
"584",318.519989,325.369995,318,324.679993,920500,324.679993
"585",325.26001,327.859985,320.51001,321.339996,1006500,321.339996
"586",320.700012,332,318.559998,325.880005,1128900,325.880005
"587",328.859985,333.170013,327.269989,331.079987,885600,331.079987
"588",320.799988,329.589996,317.200012,329.459991,1377200,329.459991
"589",324.190002,328.440002,320.679993,325.51001,846500,325.51001
"590",324.269989,325,318.519989,322.869995,751500,322.869995
"591",318.549988,325.570007,313.730011,323.25,784900,323.25
"592",322.149994,324.769989,314,321.929993,704000,321.929993
"593",312.269989,317.940002,308.149994,310.149994,947300,310.149994
"594",312.25,323.179993,312.079987,320.089996,918700,320.089996
"595",319,328.660004,316.01001,325.709991,727200,325.709991
"596",326,334.640015,326,330.869995,865800,330.869995
"597",328.200012,330.720001,321.709991,322.609985,826200,322.609985
"598",319.549988,322.690002,313.579987,319.679993,716700,319.679993
"599",322.5,326.209991,319.140015,319.679993,575600,319.679993
"600",321.040009,323,315.890015,318.820007,560300,318.820007
"601",315.130005,315.820007,305.589996,307.850006,1150100,307.850006
"602",309.589996,312.899994,306.820007,311.470001,545200,311.470001
"603",311.070007,317.339996,304.309998,304.809998,964000,304.809998
"604",302.369995,302.369995,293.820007,297.410004,1354100,297.410004
"605",297.890015,303.899994,293.779999,296.679993,653500,296.679993
"606",277.880005,289.609985,272.600006,284.350006,2509600,284.350006
"607",282.859985,285.269989,276.049988,283.320007,1349900,283.320007
"608",288.160004,298.079987,286.630005,297.23999,1088100,297.23999
"609",301.920013,303.73999,295.320007,302.570007,870000,302.570007
"610",302.029999,308.589996,298.480011,306.359985,603900,306.359985
"611",309.429993,314,306.630005,307.660004,780200,307.660004
"612",309.339996,319.170013,309.339996,315.029999,747100,315.029999
"613",315.410004,316.709991,304.549988,308.880005,818100,308.880005
"614",309.299988,312.170013,304.649994,312,439100,312
"615",312.820007,313.880005,307.26001,311.070007,483300,311.070007
"616",312.079987,312.079987,305.019989,305.700012,482700,305.700012
"617",306.660004,306.660004,282.399994,288.679993,2348600,288.679993
"618",293.230011,297.049988,288.950012,290.059998,1099300,290.059998
"619",290.299988,298.170013,287.130005,296.839996,988800,296.839996
"620",302.029999,302.029999,294.299988,295.670013,768600,295.670013
"621",294.910004,294.910004,283.149994,283.559998,1497400,283.559998
"622",283.5,286.75,279.459991,282.160004,1074200,282.160004
"623",282.269989,283.869995,274.859985,276.019989,991000,276.019989
"624",277.23999,277.23999,267.359985,268.079987,1563500,268.079987
"625",269.079987,273.420013,268.290009,269.950012,1001200,269.950012
"626",270.049988,274.170013,263.700012,273.700012,1413700,273.700012
"627",280.640015,283.329987,271.25,271.679993,1230700,271.679993
"628",272.649994,276.220001,269.570007,270.899994,897800,270.899994
"629",272.329987,277.470001,271.380005,275,588000,275
"630",274.109985,276.940002,268.660004,273.290009,661400,273.290009
"631",270.5,273.890015,268.890015,272.23999,573400,272.23999
"632",269.630005,275.920013,269.630005,275.410004,509800,275.410004
"633",278.200012,287.950012,278.200012,286.649994,1010800,286.649994
"634",290,290.779999,280.149994,282.589996,610800,282.589996
"635",284.019989,285.170013,278.730011,283.910004,524200,283.910004
"636",283.570007,286.910004,280.559998,284.299988,490200,284.299988
"637",284.649994,284.899994,279.98999,281.070007,366600,281.070007
"638",281.679993,286.279999,281,283.910004,525600,283.910004
"639",283.470001,288.809998,281.51001,283.369995,1346000,283.369995
"640",284.570007,288.359985,280,281.209991,951900,281.209991
"641",281.429993,283.26001,274.01001,274.470001,799400,274.470001
"642",274.880005,276.140015,269.290009,272.959991,900400,272.959991
"643",272,279.950012,270.109985,275.160004,2407700,275.160004
"644",219.279999,219.710007,197.110001,200.899994,9535000,200.899994
"645",203.259995,203.520004,195.710007,198.839996,2954100,198.839996
"646",199.179993,199.639999,189.600006,196.050003,3145500,196.050003
"647",194.649994,204.050003,194.020004,203.25,2281300,203.25
"648",208,214.5,206.270004,209.080002,2984700,209.080002
"649",209.089996,209.990005,200.259995,202.350006,1859000,202.350006
"650",201.550003,205.399994,198.679993,199.380005,1715800,199.380005
"651",194.399994,194.399994,186.289993,188.369995,2319800,188.369995
"652",189.070007,192.330002,186.509995,188.440002,1216300,188.440002
"653",186.130005,186.130005,181.949997,183.899994,2025100,183.899994
"654",185.199997,189.75,185.199997,188.279999,1137800,188.279999
"655",186.139999,189.369995,183.059998,183.330002,1079600,183.330002
"656",181.259995,182.770004,178.600006,179.679993,1121300,179.679993
"657",178.970001,183.800003,178.630005,182,862000,182
"658",179.220001,179.860001,174.089996,174.289993,1149500,174.289993
"659",175.610001,176.779999,172.619995,174.369995,950800,174.369995
"660",175.929993,178.339996,175.460007,177.289993,1047200,177.289993
"661",180,181.330002,176.589996,177.619995,1070200,177.619995
"662",177.240005,178.160004,174.300003,174.5,774500,174.5
"663",176.070007,177.520004,175.020004,176.389999,620200,176.389999
"664",177.910004,181.410004,177.449997,178.970001,972700,178.970001
"665",177.839996,179.149994,173.800003,175.039993,1146600,175.039993
"666",177.169998,179.080002,173.300003,175.190002,784400,175.190002
"667",175.919998,177.240005,173.059998,173.800003,874000,173.800003
"668",172.5,178.830002,172.110001,177.309998,989500,177.309998
"669",178.460007,181.25,178.300003,179.949997,1028100,179.949997
"670",182,186.210007,180.550003,183.110001,1679300,183.110001
"671",182.229996,182.5,177.25,177.910004,1890200,177.910004
"672",180.350006,180.720001,174.240005,176.380005,1283900,176.380005
"673",178.729996,182.360001,176.860001,177.110001,1222200,177.110001
"674",178.649994,179.130005,174.380005,175.059998,1554900,175.059998
"675",175.929993,176.199997,169.839996,173.160004,2014900,173.160004
"676",172.889999,179.350006,171.320007,177.800003,2024500,177.800003
"677",177.899994,181.850006,175.270004,179.770004,1278000,179.770004
"678",181.649994,184.550003,174.059998,174.619995,1616800,174.619995
"679",176.009995,179.490005,175,177.470001,1210100,177.470001
"680",176.460007,179.539993,176.160004,179.369995,1032000,179.369995
"681",179.369995,180.649994,177.389999,177.649994,575500,177.649994
"682",177.589996,178.020004,171.850006,175.800003,952700,175.800003
"683",176,180.889999,175.75,180.360001,1119900,180.360001
"684",180.800003,188.160004,179.5,186.539993,2782000,186.539993
"685",186.369995,186.830002,182.509995,183.889999,1224800,183.889999
"686",185.179993,186.570007,182.240005,183.050003,1810200,183.050003
"687",184.509995,184.509995,180.369995,183.630005,854500,183.630005
"688",183.270004,185,176.630005,178.990005,1160700,178.990005
"689",179.589996,181.839996,175.179993,175.839996,687000,175.839996
"690",176.509995,181.850006,176.509995,180.919998,948100,180.919998
"691",181.220001,183.339996,179.529999,182.300003,1110800,182.300003
"692",181.440002,182,176.360001,179.75,973200,179.75
"693",179.899994,184.860001,175.520004,184.770004,777200,184.770004
"694",184.589996,187.669998,180.119995,181.589996,862500,181.589996
"695",177.850006,186.490005,177.179993,184.509995,850600,184.509995
"696",183.429993,186.070007,181.259995,184.300003,1057300,184.300003
"697",186.080002,191.559998,185.649994,189.210007,1215500,189.210007
"698",189.25,194.190002,189.169998,194.169998,949300,194.169998
"699",195.509995,202.520004,194,200.160004,1754000,200.160004
"700",200.160004,206.699997,199.800003,205.149994,1077900,205.149994
"701",208.020004,209.479996,205.059998,209.25,1024400,209.25
"702",208.979996,212.649994,208.100006,211.559998,827400,211.559998
"703",212.229996,215.199997,209.220001,213.919998,838400,213.919998
"704",214.679993,216.429993,210.279999,213.880005,1027800,213.880005
"705",214.880005,215.600006,209.600006,210.039993,1393600,210.039993
"706",210.979996,215.600006,207.029999,213.600006,1157400,213.600006
"707",213.190002,218.169998,210.729996,217.5,1186500,217.5
"708",237.300003,251.699997,233.410004,249.470001,4091100,249.470001
"709",245.839996,246.399994,240.229996,243.380005,1127000,243.380005
"710",243.360001,253.449997,241.759995,250.419998,1163500,250.419998
"711",250.039993,257.630005,248.259995,256.119995,1104200,256.119995
"712",255.649994,255.649994,247.539993,252.710007,812400,252.710007
"713",251.320007,253.410004,246.160004,252.289993,702700,252.289993
"714",254.309998,261.869995,253.020004,257.040009,935400,257.040009
"715",258.25,260.170013,255.110001,258.769989,815800,258.769989
"716",258.869995,260.200012,255.149994,257.910004,833900,257.910004
"717",257.829987,260.48999,255.110001,256.160004,931100,256.160004
"718",257.920013,261.600006,253.330002,258.940002,844700,258.940002
"719",258.179993,261.279999,255.649994,259.920013,685500,259.920013
"720",258.690002,260.720001,257.51001,258.600006,527300,258.600006
"721",258.420013,262.5,257.070007,258.970001,548200,258.970001
"722",257.320007,261,255.270004,259.630005,382800,259.630005
"723",260.26001,262.019989,259,260.440002,392300,260.440002
"724",260.480011,265.23999,259.200012,263.920013,602200,263.920013
"725",266.600006,269.429993,265,268.51001,801600,268.51001
"726",269.600006,272.859985,266.220001,271.600006,605900,271.600006
"727",269.839996,271.390015,264.959991,268.769989,601900,268.769989
"728",269,273,267.429993,272.140015,500400,272.140015
"729",271.070007,275.73999,268.700012,274.399994,639200,274.399994
"730",276,279.880005,275.029999,278.070007,655600,278.070007
"731",277.670013,281.570007,277.200012,277.700012,647300,277.700012
"732",279.01001,280.720001,278.079987,279.619995,442800,279.619995
"733",278.850006,279.799988,276.019989,277.339996,266200,277.339996
"734",276.540009,278.98999,269.540009,274.339996,616000,274.339996
"735",271.119995,276.600006,266.109985,276.359985,500100,276.359985
"736",277.26001,279.5,275.820007,277.709991,486100,277.709991
"737",279.019989,279.049988,273.570007,274.529999,434600,274.529999
"738",276.450012,278.48999,274.109985,275.720001,585500,275.720001
"739",275.209991,277.209991,273.179993,273.459991,456400,273.459991
"740",273.049988,274.160004,269.5,273.649994,490800,273.649994
"741",273.850006,278.929993,273.130005,275.230011,539700,275.230011
"742",275.899994,276.339996,266.290009,268.390015,915300,268.390015
"743",268.149994,268.149994,257.429993,266.059998,1011700,266.059998
"744",267.339996,271.980011,267.339996,270.01001,726400,270.01001
"745",269.679993,270.290009,266.75,268.290009,637200,268.290009
"746",269.480011,274.029999,268.850006,272.609985,745000,272.609985
"747",272.179993,276.940002,271.01001,273.75,589400,273.75
"748",275.320007,275.320007,270.149994,272.890015,1270400,272.890015
"749",273.380005,278.809998,272.070007,278.140015,543800,278.140015
"750",276.920013,278.820007,274.619995,277.890015,2e+05,277.890015
"751",277.429993,279.540009,276.160004,278.26001,258500,278.26001
"752",278.75,279.899994,275.209991,277.640015,332200,277.640015
"753",277.829987,279.329987,274.709991,275.630005,429500,275.630005
"754",275.170013,280.679993,275.170013,279.040009,548700,279.040009
"755",281.200012,284.140015,278.609985,283.679993,789700,283.679993
"756",279.100006,282.019989,278.679993,280.440002,488800,280.440002
"757",276.679993,286.179993,276.399994,285.880005,775700,285.880005
"758",285.920013,286.450012,281.470001,283.059998,522900,283.059998
"759",284.140015,287.690002,281,286,602600,286
"760",290.769989,301.649994,290,296.540009,1331300,296.540009
"761",297.209991,299.070007,292.630005,293.329987,589200,293.329987
"762",295.649994,299.869995,293.070007,298.070007,468100,298.070007
"763",286.179993,294.910004,282.01001,287.609985,1082300,287.609985
"764",285.690002,287.26001,269.459991,274.100006,1571500,274.100006
"765",271.839996,285.23999,271.839996,285.029999,959300,285.029999
"766",285.690002,287.769989,278.640015,280.700012,793400,280.700012
"767",280.559998,282,272.290009,273.170013,858200,273.170013
"768",274.890015,281.799988,274.890015,279.309998,832500,279.309998
"769",280.01001,280.01001,269.609985,270.779999,982100,270.779999
"770",272.109985,278.390015,269.429993,269.980011,964400,269.980011
"771",264,264.420013,252.5,260.910004,1025300,260.910004
"772",265.809998,268.679993,262.559998,267.820007,690400,267.820007
"773",266.190002,268.920013,261.51001,261.600006,1391600,261.600006
"774",248.740005,264.450012,248.350006,262.890015,1833100,262.890015
"775",260.959991,261.48999,251.520004,257.100006,1207300,257.100006
"776",257.5,259.619995,251.880005,253.020004,1142900,253.020004
"777",256.929993,257.859985,254.119995,256.519989,994200,256.519989
"778",260.049988,269.339996,258,267.5,1128300,267.5
"779",267.98999,267.98999,261.440002,266.76001,714100,266.76001
"780",265,265,258.089996,258.670013,609900,258.670013
"781",257.75,259.350006,253.210007,259.029999,766800,259.029999
"782",259.51001,265.850006,259.290009,264.459991,591200,264.459991
"783",265.179993,276.109985,265.179993,273.609985,863000,273.609985
"784",271.109985,275.200012,265.470001,272.970001,545800,272.970001
"785",274.25,277.480011,270.029999,274.950012,732900,274.950012
"786",273,273.5,264.700012,269.929993,639300,269.929993
"787",271.26001,277.679993,271.26001,277.149994,524100,277.149994
"788",277.23999,277.23999,270,272.48999,584400,272.48999
"789",270.799988,270.799988,258.5,260.26001,791700,260.26001
"790",245.360001,248.990005,238.5,240.110001,1367700,240.110001
"791",241.449997,242.509995,229.25,229.610001,1134900,229.610001
"792",232.690002,236.690002,226.75,227.539993,720200,227.539993
"793",222.25,234.399994,217.070007,223.970001,1049800,223.970001
"794",215.330002,220.470001,211.009995,218.350006,1738800,218.350006
"795",218.910004,230.490005,212.940002,230.220001,1325200,230.220001
"796",229.440002,238.679993,222,224.559998,1065000,224.559998
"797",228.320007,234.990005,225.139999,234.699997,924300,234.699997
"798",229.539993,236.580002,226.520004,230.690002,1101100,230.690002
"799",219.770004,226.580002,218.800003,225.169998,1061000,225.169998
"800",209.259995,221.5,202.949997,216.839996,1313600,216.839996
"801",221.559998,229.669998,216.850006,228.160004,1006500,228.160004
"802",221.429993,223.149994,199.460007,202.179993,1588000,202.179993
"803",182.229996,194.399994,174.570007,180.119995,1874800,180.119995
"804",190,195.970001,179.050003,195.880005,1240400,195.880005
"805",170.649994,172.899994,161.380005,161.720001,1513400,161.720001
"806",165.429993,171.679993,147.080002,169.25,1882700,169.25
"807",158.789993,163.820007,135,145.759995,1614000,145.759995
"808",141.289993,146.789993,127.879997,142.229996,1832200,142.229996
"809",144.949997,157.940002,142.619995,144.820007,1759400,144.820007
"810",146.25,148.660004,133,137.720001,1631500,137.720001
"811",149.529999,165.800003,146.539993,165.279999,1477900,165.279999
"812",170.369995,194.479996,168.009995,183.679993,2143400,183.679993
"813",182.899994,200.619995,182.5,191.639999,1528800,191.639999
"814",180.5,182.009995,173.389999,177.039993,1168200,177.039993
"815",174.690002,180.789993,170.330002,179.919998,1222500,179.919998
"816",177.990005,182.539993,169.759995,173.949997,1270500,173.949997
"817",164.089996,170.619995,153.190002,157.199997,1513100,157.199997
"818",155.070007,160.699997,150.380005,152.070007,1316700,152.070007
"819",151.369995,158.960007,151.369995,154.199997,1464400,154.199997
"820",167.050003,177.880005,164.039993,176.740005,1574900,176.740005
"821",189.699997,194.75,172.440002,174.550003,1496900,174.550003
"822",176.839996,185.940002,174.429993,184.410004,1805200,184.410004
"823",183.869995,197.990005,181.860001,193.190002,1765500,193.190002
"824",189.339996,190.429993,178.899994,185.720001,1071300,185.720001
"825",189.110001,193.440002,187.039993,190,885300,190
"826",182.110001,186.869995,181.169998,183.830002,920400,183.830002
"827",185.770004,187.570007,178.699997,180.339996,1110700,180.339996
"828",188.369995,193.380005,183.990005,193,1340500,193
"829",189.770004,205,188.389999,196.710007,1388100,196.710007
"830",191.080002,193.820007,184.669998,187.259995,1051100,187.259995
"831",190.899994,197.259995,187.639999,190.029999,1122400,190.029999
"832",190.339996,195.990005,187.759995,188.570007,1013800,188.570007
"833",189.710007,194.220001,186.649994,191.970001,829400,191.970001
"834",193.449997,196.990005,192.410004,196.669998,1009300,196.669998
"835",201.520004,208,198.25,203.509995,1446000,203.509995
"836",206.410004,227.440002,205.600006,220.580002,2182400,220.580002
"837",215,219.940002,206.399994,214.850006,2504300,214.850006
"838",208.080002,209.020004,201.009995,203.259995,1341800,203.259995
"839",199.399994,210.309998,197.139999,210.139999,1158200,210.139999
"840",214.809998,219.990005,207.580002,208.610001,1337100,208.610001
"841",210.309998,218.580002,209.020004,215.929993,1125800,215.929993
"842",218.410004,221.990005,210.5,213.5,1263500,213.5
"843",217.289993,217.759995,207.020004,210.029999,844200,210.029999
"844",207.710007,217.649994,206.429993,214.300003,941500,214.300003
"845",216.369995,216.639999,206.440002,206.449997,1067000,206.449997
"846",204.190002,205.070007,197.539993,200.979996,1169600,200.979996
"847",196.660004,206.259995,195.559998,206.089996,883800,206.089996
"848",201.080002,205.649994,199.559998,203.669998,950600,203.669998
"849",213.25,234.339996,210,229.419998,1829100,229.419998
"850",229.419998,229.979996,224.289993,224.369995,1159400,224.369995
"851",227.979996,240.720001,226.149994,236.020004,1382400,236.020004
"852",235,240.089996,232.229996,235.960007,879400,235.960007
"853",237.229996,245.5,235.350006,243.740005,967900,243.740005
"854",252.300003,255.649994,244.649994,247.899994,1220900,247.899994
"855",251.360001,252.360001,238.440002,251.410004,1101000,251.410004
"856",253.080002,254.979996,248.009995,249.179993,854800,249.179993
"857",247.669998,252.850006,242.600006,245.619995,1461300,245.619995
"858",247.339996,250.850006,243.800003,250.550003,806400,250.550003
"859",253.089996,263.829987,251,263.790009,1248600,263.790009
"860",265,272.940002,263.130005,268.350006,877600,268.350006
"861",268.109985,271,258.829987,260.070007,913900,260.070007
"862",267.850006,288.880005,267.049988,288.209991,1900000,288.209991
"863",286.309998,292.040009,285.209991,289.75,1205800,289.75
"864",286,287.51001,279.420013,279.709991,1316300,279.709991
"865",280,283.910004,266.609985,267.559998,1277900,267.559998
"866",254.440002,255,237.240005,238.279999,1583200,238.279999
"867",250.639999,257.339996,243.940002,251.399994,1305800,251.399994
"868",244.960007,259.829987,241.570007,258.799988,738400,258.799988
"869",268.230011,273.829987,260.019989,264.790009,804400,264.790009
"870",269.100006,269.100006,261.119995,262.209991,499600,262.209991
"871",261.089996,268,258.390015,264.609985,774800,264.609985
"872",269.059998,271.059998,257.049988,260.910004,1062400,260.910004
"873",261.850006,262.429993,255.789993,260.5,641300,260.5
"874",263.109985,268.880005,262.959991,267.410004,735500,267.410004
"875",261.970001,265.570007,253.289993,257.649994,988800,257.649994
"876",255.440002,258.309998,251.110001,257.429993,693500,257.429993
"877",258.029999,265.899994,254.690002,263.140015,1452500,263.140015
"878",265.339996,268,259.160004,266.480011,595200,266.480011
"879",266.670013,275.809998,264.369995,274.440002,862500,274.440002
"880",275.950012,280.609985,272.559998,273.839996,690200,273.839996
"881",279.149994,285.600006,276.649994,279.929993,696300,279.929993
"882",284.149994,288.130005,279.940002,282.440002,787700,282.440002
"883",281.880005,284.48999,274.410004,274.709991,449400,274.709991
"884",274.350006,279.290009,272.25,278.390015,551600,278.390015
"885",278.670013,279.809998,268.769989,274.079987,592400,274.079987
"886",273.600006,274,269.929993,273.290009,764200,273.290009
"887",274.929993,279.459991,269.450012,270.23999,647900,270.23999
"888",269.040009,299.959991,267.630005,299.619995,1604400,299.619995
"889",303.519989,321.48999,302,314.299988,1867200,314.299988
"890",308.809998,313.769989,305.869995,309,665900,309
"891",312.829987,326.359985,310.329987,322.299988,1002700,322.299988
"892",310.470001,315.459991,309.040009,312.970001,931100,312.970001
"893",316.119995,319.200012,312.190002,315.329987,694100,315.329987
"894",315,319.5,312.48999,317.970001,840500,317.970001
"895",305.5,314.399994,296.730011,299.049988,2345100,299.049988
"896",298.059998,303.299988,293.929993,298.140015,796300,298.140015
"897",296.399994,309.459991,294.570007,308.75,649300,308.75
"898",307.869995,308.470001,299.059998,299.109985,448500,299.109985
"899",299.070007,306.48999,299.070007,300.23999,816900,300.23999
"900",296.829987,296.829987,289.730011,296.130005,755000,296.130005
"901",297.429993,297.600006,288.529999,293.820007,579000,293.820007
"902",296.01001,297.75,287,287.359985,627400,287.359985
"903",286.649994,289.290009,279.829987,288.269989,824700,288.269989
"904",289.700012,299.660004,287.230011,298.51001,719800,298.51001
"905",294.519989,301.899994,292.339996,301.799988,633000,301.799988
"906",301.100006,309.100006,299.98999,305.809998,818600,305.809998
"907",305.369995,307.209991,298.859985,302.899994,552000,302.899994
"908",304.950012,311.429993,302.600006,304.130005,699900,304.130005
"909",306.269989,309.75,303.880005,307.980011,360600,307.980011
"910",308.559998,316.279999,306.98999,312.220001,443600,312.220001
"911",311.01001,312.890015,305.709991,306.959991,334100,306.959991
"912",310.670013,314.890015,308.820007,309.519989,590200,309.519989
"913",310.869995,311,304.579987,306.070007,431200,306.070007
"914",307.480011,308.450012,301.070007,301.51001,398200,301.51001
"915",300,302.100006,295.230011,297.25,449200,297.25
"916",296.269989,299.839996,293.630005,294.290009,464000,294.290009
"917",297.309998,303.350006,293.130005,295.079987,624300,295.079987
"918",296.029999,297.269989,289.519989,296.679993,580500,296.679993
"919",294.119995,301.929993,291.230011,300.700012,673800,300.700012
"920",300.269989,310.350006,299.26001,305.640015,739000,305.640015
"921",306,306.23999,299.799988,300.579987,418700,300.579987
"922",300.209991,300.940002,295.029999,296.980011,575000,296.980011
"923",297.100006,307.25,293.329987,305.429993,714000,305.429993
"924",307.720001,324.880005,306.640015,324.429993,870900,324.429993
"925",324.450012,325,310.679993,314.519989,810700,314.519989
"926",318,318,299.329987,309,837500,309
"927",299.98999,313.809998,299.029999,309.220001,916300,309.220001
"928",310.070007,328.839996,310.070007,323.920013,946100,323.920013
"929",324.059998,333.070007,324,327.950012,1093200,327.950012
"930",328.950012,333,314,317.660004,746200,317.660004
"931",319.48999,326.600006,319.48999,323.459991,454100,323.459991
"932",326.929993,339.730011,324.730011,335.23999,796000,335.23999
"933",338.230011,340.290009,328.73999,329.859985,610600,329.859985
"934",323.369995,329.26001,319.019989,328.029999,620500,328.029999
"935",329.600006,333.130005,314.970001,320.970001,909200,320.970001
"936",314.790009,322.559998,302.040009,322.299988,642600,322.299988
"937",326.76001,327.019989,313.980011,322.570007,492700,322.570007
"938",322.040009,325,307.380005,308.320007,578800,308.320007
"939",306.149994,316.429993,297.440002,311.880005,734200,311.880005
"940",310.029999,320.950012,307.170013,317.929993,479800,317.929993
"941",324.929993,328.779999,320.98999,322.859985,522100,322.859985
"942",323.899994,328.920013,320,320.170013,452400,320.170013
"943",322.559998,332.880005,320.290009,327.359985,687000,327.359985
"944",333.640015,333.640015,313.859985,317.609985,856900,317.609985
"945",312.019989,319.130005,310.029999,314.890015,544600,314.890015
