"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"170",85.919998,86.68,85.260002,85.870003,2655100,78.922623
"171",86.720001,87.970001,86.459999,87.849998,2600300,80.742424
"172",87.75,88.739998,87.400002,88.599998,2788600,81.431732
"173",87.870003,88.07,86.080002,86.779999,2687200,79.758987
"174",87.110001,87.989998,86.480003,87.93,2865300,80.815948
"175",87.849998,88.75,87.43,88.470001,2922900,81.312263
"176",89.32,91.110001,89.07,91.099998,3158300,83.729485
"177",91.5,92.949997,91.169998,91.779999,3428400,84.354469
"178",92.43,93.290001,91.860001,93.220001,4057800,85.677971
"179",92.769997,93.379997,92.379997,93.050003,2388300,85.521713
"180",93.080002,93.639999,92.709999,93.129997,2074600,85.595238
"181",93.580002,94.279999,92.82,94.18,3774300,86.56031
"182",93.660004,94.440002,93.139999,93.889999,2678700,86.293762
"183",93.769997,94.650002,93.449997,94.550003,2290400,86.900383
"184",95,96.800003,94.739998,96.290001,3143400,88.499588
"185",95.989998,97.5,95.470001,96.870003,2951100,89.032669
"186",96.900002,97.510002,96.279999,97.32,2123000,89.446243
"187",97.449997,98.370003,96.809998,96.82,2983000,88.986717
"188",96.730003,97.449997,96.050003,96.739998,2010900,88.913177
"189",95.519997,97.18,94.870003,97.18,2115200,89.317589
"190",96.980003,97.709999,96.480003,96.5,2134500,88.692596
"191",96.650002,96.980003,95.980003,96.330002,1508000,88.536362
"192",96.5,97.07,96.150002,96.550003,2097600,88.738571
"193",95.790001,96.339996,95.459999,96.190002,1587300,88.407677
"194",96.529999,97.019997,96.110001,96.5,1880200,88.692596
"195",97.099998,97.830002,96.699997,96.779999,2200900,88.949936
"196",96.769997,97.120003,96.040001,96.93,2156500,89.087799
"197",96.080002,96.889999,95.720001,96.650002,2173700,88.830475
"198",97.5,97.629997,96.300003,96.620003,1953600,88.802887
"199",97.129997,97.480003,96.739998,97.209999,2074900,89.500771
"200",97.25,97.769997,96.559998,97.449997,1695300,89.721733
"201",97.540001,98.459999,96.57,96.660004,2040400,88.9944
"202",95.690002,96.690002,95.360001,95.760002,1875100,88.165779
"203",95.779999,97.040001,95.419998,96.839996,2194500,89.16011
"204",97.07,97.489998,96.669998,96.970001,2395800,89.279808
"205",97.699997,97.970001,96.230003,96.480003,2190400,88.828667
"206",96.32,96.870003,95.669998,96.150002,1959000,88.524826
"207",96.449997,97.190002,95.739998,96.919998,1980200,89.233788
"208",96.209999,98.559998,95.839996,98.470001,2911200,90.660843
"209",98.660004,99.690002,98.279999,99.529999,3505400,91.636795
"210",99.25,100.410004,99.059998,99.870003,3272500,91.949837
"211",100.790001,102.470001,96.709999,102.290001,3953400,94.177902
"212",101.370003,102.989998,101.370003,102.949997,2970900,94.785568
"213",103.800003,105.07,103.309998,104.5,4080200,96.212639
"214",105.150002,107.190002,105.059998,106.959999,4709600,98.47757
"215",107.349998,107.949997,105.550003,106.089996,4021300,97.676552
"216",105.510002,105.790001,103.800003,104.330002,3426200,96.056129
"217",103.830002,105.440002,103.559998,104.779999,3053100,96.470436
"218",104.529999,105.120003,103.209999,104.580002,3383200,96.286301
"219",104.199997,105,103.739998,104.459999,1822900,96.175819
"220",103.849998,104.059998,102.360001,102.470001,2428400,94.343628
"221",101.18,102.330002,100.080002,101.360001,3357700,93.321663
"222",101.290001,102.160004,100.809998,101.43,2027500,93.386108
"223",101.760002,102.209999,101.110001,101.639999,2596800,93.579453
"224",101.379997,102,100.699997,101.440002,1659100,93.395317
"225",102.300003,102.620003,101.339996,101.660004,4058400,93.597862
"226",102.410004,102.82,101.540001,101.589996,2654800,93.533417
"227",102.089996,102.550003,101.379997,101.660004,913500,93.597862
"228",101.57,101.790001,99.220001,99.82,2947600,91.903778
"229",99.75,100.18,99.110001,99.839996,2037200,91.922211
"230",99.559998,100.529999,99.25,100.5,2721600,92.529869
"231",101,102.730003,101,102.32,4183700,94.205544
"232",103.32,104.419998,101.660004,102.910004,3445800,94.748749
"233",102.690002,103.029999,100.989998,101.050003,2423500,93.036247
"234",100.690002,101.769997,100.519997,100.900002,2046000,92.898155
"235",100.43,100.449997,98.489998,98.860001,2768400,91.01992
"236",98.889999,99.830002,98.510002,99.720001,1687600,91.811714
"237",100.279999,100.739998,99.75,100.389999,1512400,92.428604
"238",100.489998,102.339996,100.400002,101.209999,1946800,93.183571
"239",101.370003,101.419998,99.440002,100.279999,2127600,92.327301
"240",100.459999,100.720001,99.709999,99.940002,1426900,92.014267
"241",99.760002,100.830002,99.550003,99.639999,2425000,91.738083
"242",100.540001,100.639999,98.470001,98.550003,4633000,90.734512
"243",98.699997,100.169998,98.68,99.910004,2670300,91.986671
"244",100.339996,101.800003,99.68,101.43,2374400,93.386108
"245",102.050003,103.82,101.209999,103.540001,2651800,95.328789
"246",103.730003,106.75,103.239998,106.349998,3330300,97.915939
"247",106.699997,107.879997,105.879997,107.110001,2028700,98.615654
"248",107.239998,109.660004,107,109.410004,2071500,100.733253
"249",109.059998,109.300003,107.720001,108.360001,1802000,99.766525
"250",108.5,108.629997,107.860001,108.449997,1250500,99.849388
"251",109.110001,109.110001,107.879997,107.910004,1778200,99.352219
"252",108.669998,109.389999,108.220001,109.300003,1899800,100.631996
"253",110.139999,111.830002,109.82,110.93,3068400,102.132713
"254",110.389999,111.209999,109.75,110.949997,2125000,102.151138
"255",110.660004,112.300003,110.120003,112.169998,2221200,103.274384
"256",112.440002,113.220001,111.650002,112.709999,1934400,103.771553
"257",112.93,113.099998,111.540001,111.709999,1944100,102.850861
"258",111.940002,113.75,111.860001,112.010002,4750900,103.12706
"259",112.790001,115.720001,112.459999,115.139999,3828100,106.00885
"260",114.949997,116.470001,114.790001,115.699997,2025300,106.524437
"261",115.82,116.440002,113.080002,113.389999,4835600,104.549438
"262",113.709999,114.349998,112.139999,113.529999,3324300,104.67852
"263",113.360001,115.160004,112.82,114.239998,4564600,105.33316
"264",113.949997,114.760002,113.470001,114.370003,2920600,105.453026
"265",114.529999,116.860001,114.410004,116.82,2233200,107.712006
"266",117.050003,118.599998,116.879997,117.839996,3150700,108.652481
"267",117.989998,118.900002,117.199997,118.470001,2463900,109.233368
"268",118.919998,119,117.029999,117.449997,2061200,108.292892
"269",117.059998,118.059998,116.800003,117.760002,2170900,108.578728
"270",117.120003,118.129997,116.419998,116.580002,1584900,107.49073
"271",115.980003,115.980003,113.900002,115.169998,3589100,106.190651
"272",115.32,115.730003,114.43,115,2409800,106.033897
"273",115.279999,116.57,114.580002,116.519997,2507600,107.435394
"274",115.010002,115.190002,112.410004,112.830002,2549400,104.033073
"275",111.699997,113.879997,109,109.559998,3175900,101.018044
"276",107.760002,110.900002,106.089996,108.269997,4635500,99.828613
"277",108.419998,109.709999,105.760002,105.779999,4666000,97.532768
"278",106.019997,106.5,100.980003,101.040001,4675600,93.162323
"279",101.889999,102.599998,96.540001,100.07,5335700,92.267952
"280",101.540001,104.029999,101.330002,103.139999,3551500,95.098587
"281",102.489998,103.239998,101.610001,102.470001,1735300,94.480812
"282",101.580002,107.059998,101.5,106.760002,4089200,98.436348
"283",106.599998,108.059998,105.010002,107.690002,3495500,99.293861
"284",107.139999,108.739998,106.599998,107.639999,2973500,99.247742
"285",107.779999,109.029999,106.150002,107.959999,3381600,99.542786
"286",107.650002,108.739998,105.779999,105.809998,4119300,97.560402
"287",106.699997,109.110001,105.940002,107.089996,3165900,98.740623
"288",107.730003,108.879997,107.330002,108.830002,2063900,100.344963
"289",109.559998,110.160004,108.57,109.489998,4474300,100.953499
"290",109.279999,109.529999,106.739998,106.940002,3581300,98.602318
"291",101.629997,106.400002,101.309998,101.419998,7738700,93.51268
"292",101.790001,102.110001,99.839996,101.18,4604900,93.291397
"293",100.540001,102.209999,99.400002,101.449997,4040000,93.540337
"294",100.910004,102.760002,100.400002,101.809998,3129500,93.872276
"295",102.709999,102.940002,100.739998,101.010002,3421300,93.134644
"296",99.980003,101.099998,99.330002,100.870003,3331400,93.005577
"297",101.529999,101.599998,99.660004,100.589996,2525900,92.747383
"298",101.580002,102.900002,101.279999,102.800003,2910200,94.78511
"299",102.5,102.82,100.489998,100.650002,5209100,92.802727
"300",101.370003,101.769997,99.68,100.050003,3210400,92.249496
"301",100.800003,100.900002,99.639999,99.889999,2189300,92.101982
"302",100.389999,100.720001,98.18,98.650002,3843000,90.958656
"303",98.870003,100.860001,98.550003,100.449997,4950800,92.618324
"304",99.879997,100.400002,97.440002,98.470001,2605100,90.792686
"305",99.349998,101.669998,99.239998,101.330002,4555100,93.429703
"306",101.720001,105.830002,101.639999,104.779999,5288900,96.610703
"307",103.519997,105.080002,103.160004,104.290001,6672800,96.158928
"308",104.75,106.730003,104.699997,105.860001,6576400,97.606522
"309",106.870003,107.650002,105.720001,107.57,4818100,99.183189
"310",107.459999,107.910004,105.489998,106.330002,5199900,98.039879
"311",105.800003,107.199997,103.260002,103.82,5512400,95.725571
"312",104.650002,105.860001,104.169998,105.269997,3393000,97.062508
"313",104.940002,105.139999,100.239998,102.93,3757700,94.904961
"314",103.480003,105.309998,101.790001,105.07,3477100,96.878113
"315",103.550003,104.559998,103.050003,104.169998,4241900,96.048286
"316",104.599998,105.379997,103.779999,104.379997,3842500,96.241905
"317",104.07,104.07,98.800003,101.93,6473900,93.982933
"318",102.480003,105.32,101.830002,103.379997,4634300,95.319862
"319",105.089996,109.080002,105,107.660004,5435600,99.266182
"320",107.43,110.139999,106.940002,109.400002,3466500,100.870506
"321",109.470001,110.839996,108.209999,109.980003,4378400,101.405312
"322",110.449997,111.25,109.620003,111.019997,3338200,102.536697
"323",111.650002,111.690002,110.699997,111.019997,2745000,102.536697
"324",111.160004,111.860001,110.360001,111.150002,3720100,102.656746
"325",112.110001,114.18,111.599998,112.849998,5109500,104.226852
"326",113.410004,114.709999,112.480003,114.040001,4963200,105.325928
"327",113.529999,114.57,112.660004,113.970001,3112400,105.261276
"328",113.650002,114.959999,112.809998,114.839996,2146900,106.064781
"329",115.32,116.43,113.370003,114.589996,3632300,105.833893
"330",113.93,115.839996,113.07,115.400002,3506900,106.582008
"331",116.410004,117.800003,115.870003,117.620003,3439900,108.63237
"332",116.75,117.809998,116.129997,116.790001,1822100,107.865799
"333",116.589996,119.709999,116.330002,118.169998,3315500,109.140343
"334",117.660004,117.949997,116.18,117.559998,2364900,108.576935
"335",117.540001,118.589996,116.120003,116.650002,4779500,107.736496
"336",115.900002,116.129997,114.099998,116.010002,4269500,107.145393
"337",115,115.980003,111.480003,114.660004,5725000,105.898575
"338",115.809998,117.120003,113.199997,113.889999,5991300,105.187363
"339",113.660004,115.589996,112.190002,115.290001,3886200,106.480423
"340",117.160004,118.809998,115.900002,117.790001,6104700,108.789391
"341",118.75,119.459999,118.449997,118.949997,4093100,109.860741
"342",119.019997,120,117.010002,117.410004,2951200,108.438416
"343",118.110001,119.599998,118.089996,118.68,2645100,109.611374
"344",118.480003,120.410004,118.349998,120.230003,3191200,111.042938
"345",119.800003,121.870003,119.580002,121.5,2900200,112.215889
"346",122,126.449997,122,126.150002,5721400,116.510574
"347",126.279999,126.480003,124.279999,125.790001,4064400,116.178078
"348",126.879997,128.029999,126,127.449997,2573300,117.711227
"349",127.300003,127.959999,123.080002,123.760002,2397200,114.3032
"350",123.239998,124.220001,121.68,122.980003,4382900,113.582794
"351",121.25,121.699997,119.669998,119.980003,3176200,110.812042
"352",117.440002,117.940002,115.309998,117.760002,3935600,108.761681
"353",116.099998,117.620003,115.160004,116.209999,3255200,107.330109
"354",117.540001,120.220001,117.160004,119.760002,2894000,110.608849
"355",118.849998,120.220001,117.730003,117.809998,3544200,108.807838
"356",118.480003,118.559998,117.089996,118.349998,2919400,109.306587
"357",120.059998,121.050003,117.790001,118.669998,3756500,109.602142
"358",118.019997,118.239998,114.800003,116.580002,4158700,107.671837
"359",116.300003,117.410004,114.860001,116.139999,4361100,107.265457
"360",117.419998,119.269997,116.620003,117.93,3737100,108.918663
"361",118.160004,118.720001,116.650002,117.669998,2413500,108.678551
"362",117.959999,118.690002,116.5,118.010002,2374900,108.992569
"363",117.910004,119.110001,117.309998,118.470001,3396800,109.417412
"364",118.489998,119.730003,117.769997,118.25,2364900,109.214226
"365",119.349998,119.489998,117.410004,117.529999,2856600,108.54924
"366",116.910004,117.099998,113.93,114.18,5028600,105.455223
"367",114.400002,117.870003,114,116.620003,3180900,107.708778
"368",115.019997,117.769997,114.099998,117.080002,2448000,108.133636
"369",118.25,119.82,117.400002,119.43,2383600,110.304062
"370",118.389999,118.389999,116.010002,116.599998,3003600,107.690315
"371",120.050003,120.949997,118.199997,118.510002,3173100,109.454346
"372",118.839996,118.949997,115.910004,116.830002,1946300,107.90274
"373",117.040001,120.459999,117.040001,119.68,2472600,110.53495
"374",121.629997,124.779999,120.809998,123.93,4708800,114.460197
"375",124.169998,125.5,122.510002,123.5,2679500,114.063049
"376",123.43,126.32,123.290001,124.43,3020200,114.921997
"377",123.809998,123.860001,121.110001,122.400002,2310800,113.047127
"378",124.019997,125.400002,122.010002,122.43,1382800,113.074814
"379",123.650002,125.040001,122.709999,123.220001,2483900,113.804459
"380",122.18,124.949997,122.010002,124.349998,1443700,114.848106
"381",125,126.459999,124.510002,126.129997,1671900,116.492096
"382",127.269997,127.959999,126.059998,126.970001,1996200,117.267921
"383",126.059998,126.82,123.629997,124.660004,1963800,115.13443
"384",124.910004,125.669998,123.099998,124.139999,1971200,114.654167
"385",124.389999,127.010002,124.129997,125.959999,1820000,116.335091
"386",124.769997,125.440002,122.900002,124.610001,3210200,115.25753
"387",124.199997,124.989998,122.110001,124.32,3869200,114.989288
"388",123.339996,124.209999,121.160004,123.580002,3280200,114.304832
"389",122.739998,123.580002,122.190002,122.389999,2889300,113.204147
"390",122.68,123.309998,121.440002,122.349998,1540000,113.16716
"391",123.160004,123.459999,122.290001,122.860001,1746300,113.63887
"392",123.690002,127.120003,122.980003,125.620003,2850900,116.191719
"393",125.629997,128.669998,125.32,128.380005,2602300,118.744583
"394",128.940002,129.75,128.360001,128.860001,2860300,119.18856
"395",128.320007,130.490005,127.760002,129.149994,2423600,119.456787
"396",130.449997,131.600006,129.529999,129.899994,2053300,120.15049
"397",130.289993,131.399994,128.320007,128.940002,2467900,119.26255
"398",127.57,128.550003,124.919998,125.57,3525500,116.145493
"399",124.559998,126.309998,123.510002,125.93,3510600,116.478447
"400",122.75,125.010002,120.839996,122.410004,4117700,113.222656
"401",123.18,125.099998,122,123.900002,2396000,114.600815
"402",125,126.290001,124.309998,124.43,1774000,115.091034
"403",123.300003,124.379997,121.5,122.769997,3146000,113.555634
"404",123.199997,123.900002,121.879997,122.309998,1874800,113.130142
"405",122.199997,122.889999,121.370003,122.769997,2268000,113.555634
"406",122.790001,123.5,121.139999,121.5,1581900,112.380943
"407",122.900002,123.57,122.040001,123.07,1469900,113.833099
"408",121.470001,121.730003,114.709999,115.440002,4184000,106.77578
"409",116.110001,117.07,115.669998,115.910004,3702300,107.210487
"410",116.510002,116.75,114.050003,114.769997,4492900,106.156044
"411",115.220001,115.739998,114.629997,114.769997,4020600,106.156044
"412",115.919998,116.620003,115.290001,115.489998,2548800,106.822014
"413",116.239998,117.919998,116.239998,117.32,2104200,108.514671
"414",116.709999,116.800003,115.739998,116.400002,2074800,107.663719
"415",117.639999,118.989998,117.349998,117.459999,2147100,108.644157
"416",117.589996,118.970001,117.269997,118.650002,1816500,109.74485
"417",118.629997,119.730003,117.769997,117.970001,1970700,109.115875
"418",119.040001,119.5,118.050003,118.779999,2070900,109.865097
"419",118.139999,119.470001,118.139999,118.910004,2096800,109.985329
"420",118.57,118.809998,117.669998,118.230003,2020100,109.356369
"421",119.040001,119.349998,116.75,117.68,1703100,108.847649
"422",116.809998,118.260002,116.220001,117.889999,2081600,109.041885
"423",117.779999,118.129997,115.209999,115.5,1982400,106.831268
"424",114.980003,115.32,113.699997,114.470001,3288600,105.878586
"425",115,115.519997,114.199997,114.32,1778700,105.739815
"426",114.389999,117.169998,114.080002,116.220001,2370900,107.497231
"427",117.290001,119.089996,116.879997,116.940002,2236000,108.1632
"428",116.800003,117.129997,115.029999,116.620003,2336000,107.86721
"429",116.57,118.529999,116.57,117.82,1536600,108.977135
"430",118.32,118.75,117.07,117.540001,2537200,108.718163
"431",118.75,120.300003,118.459999,119.449997,1868100,110.484802
"432",119.449997,120.57,119.129997,120.169998,1767300,111.150764
"433",120.43,120.989998,118.769997,119.209999,1997500,110.262817
"434",118.519997,120.610001,118.040001,119.459999,4784400,110.494049
"435",121.419998,124.190002,121.169998,123.989998,3593400,114.684067
"436",124.580002,126.5,124.260002,125.639999,3873600,116.21022
"437",125.449997,126.379997,125.010002,125.309998,3106200,115.904999
"438",126.57,127.650002,125.720001,127,2925500,117.46814
"439",126.550003,129.089996,126.550003,127.57,2724600,117.995361
"440",127.93,129.809998,127.779999,129.490005,2024600,119.771278
"441",129.75,130.059998,128.740005,130,3278200,120.242981
"442",130.169998,130.539993,129.25,130.380005,3172400,120.594467
"443",129.919998,130.5,129.130005,130.229996,3223200,120.455727
"444",130.339996,131.100006,129.600006,131.050003,2244000,121.214172
"445",129.979996,131.339996,129.229996,129.830002,2115500,120.085754
