"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"43",151.070007,152.699997,151.039993,152.429993,839900,134.511292
"44",152.100006,152.679993,150.940002,152.100006,907500,134.220108
"45",151.970001,152.690002,150.929993,151.169998,810400,133.399384
"46",150.690002,151.75,147.789993,148.839996,1829900,131.343277
"47",150.119995,151.630005,149.5,151.5,1017700,133.690613
"48",151.779999,152.919998,151.509995,152.800003,1082500,134.837799
"49",151.389999,151.660004,149.240005,150.880005,760700,133.143509
"50",151.889999,155.279999,151.449997,154.350006,1014300,136.205597
"51",154.860001,155.460007,153.779999,153.990005,976800,135.887924
"52",154.949997,155.509995,153.809998,154.509995,1779800,136.346756
"53",154.509995,155.220001,153.919998,154.289993,945100,136.152634
"54",154.699997,155.190002,150.360001,150.710007,1020200,132.993484
"55",150.440002,152.320007,150.220001,151.860001,816100,134.00827
"56",151.660004,153.270004,151.050003,152.220001,802500,134.325943
"57",152.240005,152.869995,150.139999,150.770004,966700,133.046402
"58",148.669998,150.100006,147.470001,149.660004,1214500,132.066895
"59",149.669998,152.179993,149.130005,151.690002,1424700,133.858246
"60",151.389999,152.350006,151.169998,151.710007,777200,133.875931
"61",151.669998,152.339996,151.020004,151.960007,659500,134.096512
"62",151.240005,152.380005,150.839996,151.199997,849400,133.425873
"63",151.550003,151.720001,148.509995,149.720001,1022900,132.119827
"64",149.720001,150.389999,148.830002,150.110001,987600,132.463974
"65",151.380005,153.029999,149.360001,149.820007,1201400,132.208054
"66",150.029999,150.809998,149.149994,149.979996,778600,132.349258
"67",149.619995,151.039993,149.399994,149.440002,671100,131.872726
"68",149.910004,151.559998,149.100006,149.139999,1234600,131.608032
"69",149.100006,150.639999,146.529999,150.479996,1449400,132.790527
"70",150.460007,150.460007,146.559998,146.919998,1536100,129.649002
"71",147.5,148.509995,144.539993,144.570007,1553700,127.575264
"72",146.009995,147.070007,145.279999,147,1097800,129.719574
"73",145.229996,146.320007,144.029999,145.070007,1376800,128.016479
"74",145.919998,146.240005,143.830002,144.339996,1610600,127.372246
"75",145.339996,146.839996,144.979996,146.139999,1118500,128.960709
"76",146.139999,147,144.460007,145.559998,1337900,128.448853
"77",148,149.460007,147.919998,149.100006,1500200,131.572708
"78",150.259995,153.649994,150.259995,152.110001,2131000,134.228897
"79",151.839996,153.130005,151,152.070007,1102100,134.193619
"80",152.460007,152.580002,150.220001,151.059998,1002100,133.302322
"81",151.460007,152.229996,150.369995,150.940002,1100900,133.196442
"82",151.809998,152.470001,149.850006,151.330002,1998500,133.540604
"83",162.75,163.360001,159.460007,160.559998,4157200,141.685577
"84",159.449997,160.179993,157.399994,158.630005,1896900,139.982422
"85",159.160004,159.619995,155.410004,156.039993,2153300,137.696915
"86",156.309998,156.619995,154.809998,155.479996,1342100,137.202728
"87",155.330002,156.289993,154.710007,156.289993,1919200,137.917511
"88",156.509995,158.110001,156.25,157.75,1351900,139.205872
"89",157.75,159.690002,157.300003,159.240005,2158600,140.520737
"90",158.580002,159.809998,156.429993,158.850006,2162600,140.17659
"91",158.270004,159.149994,156.460007,156.979996,1744900,138.526398
"92",157.949997,158.369995,156.289993,156.600006,1665200,138.191071
"93",156.75,157.490005,155.380005,157.419998,1224200,138.914673
"94",156.399994,156.399994,153.240005,153.309998,1272400,136.1745
"95",152.270004,152.710007,150.070007,151.839996,1378800,134.86879
"96",152.830002,155.809998,152.389999,154.899994,1689100,137.586761
"97",155.649994,156.889999,155.039993,155.389999,1306100,138.022003
"98",155.559998,155.990005,154.820007,155.300003,1158600,137.942093
"99",155.160004,155.979996,154.100006,155.080002,1195500,137.746658
"100",155.710007,156.669998,155.259995,155.860001,1491300,138.439499
"101",155.800003,157.25,155.729996,156.639999,630000,139.132309
"102",156.240005,157.970001,156.059998,157.339996,1231700,139.754059
"103",157.389999,158.119995,155.860001,157.699997,1462800,140.073822
"104",158.529999,161.630005,157.75,160.630005,1413300,142.676361
"105",160.380005,161.869995,157.970001,158.139999,2053900,140.464661
"106",158,158.179993,155.929993,156.100006,1498400,138.652649
"107",155.779999,157.919998,155.009995,157.160004,1351800,139.594177
"108",157.479996,157.5,155.179993,156.279999,1403600,138.8125
"109",156.279999,159.119995,155.800003,158.369995,1066800,140.66893
"110",158.149994,160.380005,158.089996,159.229996,972200,141.432816
"111",159.229996,160.710007,158.289993,160.449997,1198800,142.516449
"112",160.460007,160.869995,159.169998,160.389999,993300,142.46315
"113",161.089996,161.089996,158.399994,159.490005,977600,141.663757
"114",158.009995,162.320007,158,161.699997,1508700,143.626755
"115",161.779999,162.190002,160.720001,161.559998,1282000,143.502396
"116",162.130005,164.229996,161.75,164.100006,1598500,145.758514
"117",163.089996,163.850006,161.449997,162.490005,1389400,144.32843
"118",163.619995,163.619995,158.539993,159.190002,1194200,141.397308
"119",160.130005,160.149994,158.759995,158.960007,716300,141.193008
"120",158.850006,159.869995,158.5,159.139999,2139700,141.352859
"121",159.160004,160.320007,158.070007,158.899994,847300,141.139664
"122",159.039993,160.039993,157.779999,158.199997,1278700,140.517929
"123",159.600006,161.869995,158.789993,161.570007,1028400,143.511276
"124",161.809998,162.240005,159.199997,160.119995,944800,142.223373
"125",160.720001,163.279999,160.130005,162.220001,985300,144.088654
"126",162.149994,163.889999,161.369995,163.360001,963900,145.101196
"127",163.380005,164.440002,162.779999,164.100006,1162500,145.758514
"128",163.979996,165.949997,163.220001,164.210007,1457100,145.856216
"129",165,165.710007,162.649994,164.699997,1037200,146.291443
"130",164.449997,166.300003,164.229996,165.080002,991200,146.628967
"131",165.029999,165.210007,163.860001,164.770004,1006800,146.353592
"132",165.970001,166.839996,165.190002,165.320007,907800,146.842148
"133",165.880005,166.210007,164.649994,165.169998,1326900,146.708908
"134",165.479996,166.539993,164.509995,165.860001,904700,147.321777
"135",165.589996,167.169998,165.589996,166.139999,1046200,147.57045
"136",165.630005,166.130005,163.759995,164.820007,876500,146.398026
"137",164.830002,165.050003,164.039993,164.639999,1261500,146.238144
"138",164.919998,165.589996,163.850006,164.429993,1365500,146.05159
"139",163.850006,165.410004,163.389999,165.220001,1181700,146.753326
"140",165.360001,166.910004,164.949997,166.470001,1316000,147.863586
"141",168.350006,170.679993,167.009995,167.699997,1574800,148.9561
"142",168.380005,168.380005,165.839996,165.970001,1075300,147.419479
"143",166.270004,167.339996,165.339996,165.779999,1210700,147.250687
"144",165.559998,167.529999,165.179993,167.220001,858100,148.529785
"145",168.110001,169.740005,167.470001,167.899994,1730700,149.133743
"146",159.880005,161.089996,154,157.479996,5480100,139.878403
"147",157.679993,158.830002,156.419998,157.779999,2115500,140.144897
"148",158.360001,158.770004,156.149994,157.740005,1514100,140.109344
"149",158.270004,160.589996,157.800003,160.160004,1523500,142.258865
"150",159.350006,160.720001,159.100006,160.029999,968600,142.143387
"151",159.729996,161.050003,159.330002,159.820007,1294400,141.956894
"152",159.320007,160.339996,158.559998,159.399994,1126800,141.583801
"153",158.309998,158.759995,155.550003,155.830002,1728800,138.412827
"154",155.100006,155.899994,154.669998,155.649994,1554800,138.252945
"155",157.210007,157.229996,155.75,156.240005,1672400,138.777008
"156",156.470001,156.699997,155.220001,155.589996,1308400,138.199661
"157",155.25,155.5,154.110001,154.380005,1184500,138.08342
"158",154.050003,154.429993,151.199997,151.279999,2170200,135.310593
"159",151.059998,152.639999,150.25,150.789993,1467300,134.872345
"160",151,152.5,150.630005,152.059998,1129400,136.008255
"161",152.520004,153.710007,152.520004,153.100006,1220200,136.938507
"162",152.479996,153.270004,151.789993,152.380005,957900,136.29451
"163",152.509995,152.770004,150.889999,151.800003,1074800,135.775726
"164",152.289993,153.029999,151.740005,152.100006,808800,136.044098
"165",152.910004,153.110001,152.509995,152.710007,702500,136.589661
"166",152,155.029999,152,154.839996,1601000,138.494812
"167",155,157.979996,154.479996,157.789993,1580100,141.133438
"168",158.240005,159.990005,157.899994,159.380005,1405100,142.555603
"169",159.270004,160.419998,159.199997,159.360001,756300,142.537689
"170",159.410004,160.600006,158.419998,159.070007,1429600,142.27832
"171",159.820007,160.369995,159.070007,159.479996,1358200,142.644989
"172",160.080002,162.100006,159.199997,161.850006,1288400,144.764832
"173",161.339996,164.240005,160.979996,162.820007,1007300,145.632446
"174",161.580002,164.970001,161.570007,164.669998,1173400,147.287155
"175",165,166.080002,164.669998,165.509995,856000,148.038483
"176",164.710007,166.759995,164.710007,166.509995,869900,148.932907
"177",166.160004,167.419998,165.800003,166.679993,1045700,149.084991
"178",164.089996,165.710007,163.759995,165.229996,2322100,147.78804
"179",165.830002,168.380005,165.309998,166.940002,1462100,149.317535
"180",167.440002,167.820007,166.830002,167.5,1119900,149.818405
"181",167.350006,168.5,166.550003,167.220001,891200,149.567978
"182",166.630005,167.029999,165.869995,166.479996,1021700,148.906082
"183",166.889999,168.660004,166.699997,167.979996,925000,150.247726
"184",168.080002,168.399994,165.789993,167.779999,987400,150.068863
"185",168.199997,169.279999,167.649994,167.800003,774200,150.086731
"186",168.690002,169.009995,167.009995,168.350006,771100,150.57869
"187",167.820007,168.899994,167.710007,168.330002,731900,150.560806
"188",168.270004,169.300003,167.809998,168.029999,755300,150.29245
"189",168.449997,169.360001,167.399994,169.330002,953100,151.455231
"190",169.369995,170.869995,169.350006,170.820007,1027600,152.787933
"191",171,172.720001,170.830002,171.75,1170100,153.619766
"192",171.460007,172.160004,170.800003,171.710007,740600,153.584
"193",171.619995,172.509995,170.919998,172.110001,903000,153.941788
"194",172.520004,172.740005,171.369995,171.740005,688700,153.61084
"195",172.800003,173.149994,171.369995,172.960007,819200,154.702042
"196",172.960007,172.960007,171.699997,172.330002,672000,154.13855
"197",171,172.759995,170.949997,171.910004,619300,153.762863
"198",172.850006,174.169998,172.380005,172.619995,709800,154.397934
"199",173.410004,174.360001,172.589996,174.130005,966600,155.74855
"200",174.100006,175.320007,173.889999,174.720001,684100,156.276291
"201",174.720001,175.710007,173.759995,175.020004,798200,156.544617
"202",175.100006,175.429993,173.550003,175.309998,947500,156.803955
"203",176.229996,177.300003,175.639999,177.100006,668900,158.404968
"204",177.5,178.809998,176.880005,177.229996,1075500,158.521271
"205",178.899994,180.320007,177.449997,178.399994,1483700,159.567764
"206",177.970001,178.339996,175.740005,176.919998,945300,158.244019
"207",177.399994,179.270004,176.850006,178.639999,782300,159.782455
"208",178.229996,179.529999,177.389999,179.5,1001900,160.551682
"209",178.820007,180.860001,178.520004,180.350006,1701100,161.311935
"210",176.559998,177.949997,172.110001,176.880005,2881600,158.208237
"211",179.259995,181.789993,172.570007,172.830002,2147400,154.58577
"212",173.009995,173.309998,171.039993,173.289993,2837700,154.997208
"213",173.779999,174.649994,172.740005,173.070007,1465000,154.80043
"214",173.25,173.649994,172.570007,172.589996,844500,154.371094
"215",172.600006,173.220001,171.559998,171.860001,1139600,153.71814
"216",171.860001,172.070007,170.539993,171.380005,1214700,153.288879
"217",170.550003,170.740005,166.509995,167.960007,1867200,150.229874
"218",167.289993,169.080002,166.800003,168.949997,1350900,151.115372
"219",168.75,169.910004,168.119995,169.199997,1602200,151.338928
"220",168.830002,170.399994,168.669998,169.119995,1431000,151.267426
"221",168.630005,168.800003,166.149994,166.839996,1808800,149.228088
"222",167.429993,168.690002,165.759995,167.130005,2264200,150.461441
"223",163,163.960007,158.75,159.410004,3529900,143.511398
"224",160.470001,161.619995,159.169998,159.800003,2484600,143.862473
"225",161.199997,161.660004,160.059998,160.639999,1521800,144.618744
"226",161.449997,163.949997,161.130005,163.389999,1803000,147.094467
"227",163.460007,163.850006,160.070007,160.660004,942400,144.636719
"228",160.660004,162.100006,160.649994,161.160004,1149200,145.086853
"229",162.529999,164.979996,161.779999,164.520004,1474900,148.111786
"230",164.5,165.220001,163.020004,164.520004,1362600,148.111786
"231",165.029999,167.75,165,167.399994,1913000,150.704529
"232",166.729996,167.089996,161.25,165.009995,1912300,148.552872
"233",166.160004,168.449997,164.960007,164.960007,1589600,148.507889
"234",164.649994,166.220001,164.309998,164.839996,1147400,148.399826
"235",164.919998,166.380005,164.080002,165.380005,1333600,148.885956
"236",166.089996,169.820007,166,169.300003,1883800,152.415009
"237",169.380005,170.880005,169.100006,170.880005,1115100,153.837418
"238",170.949997,171.559998,170.050003,170.770004,1209600,153.738419
"239",170.910004,171.020004,168.940002,169.220001,1854200,152.343002
"240",169,170.880005,168.210007,169.580002,1185400,152.667068
"241",170.149994,170.5,168.100006,168.550003,1136400,151.739822
"242",169.649994,171,169.009995,169.630005,1768400,152.712112
"243",170.929993,173.460007,170.490005,172.039993,1184900,154.881714
"244",173.240005,174.380005,172.339996,174,1163900,156.646286
"245",174.990005,175.660004,173.410004,175.149994,1072200,157.681564
"246",174.990005,175.139999,172.559998,174.660004,1087500,157.240448
"247",175.119995,176.169998,174.369995,175.759995,504400,158.230743
"248",175.949997,176.630005,175.649994,176.139999,383400,158.57283
"249",176.5,177.309998,175.630005,176.240005,664000,158.662857
"250",176.240005,177.289993,175.690002,177.199997,678200,159.5271
"251",177.729996,177.919998,176.5,176.639999,553300,159.022934
"252",177.509995,178.220001,176.300003,177.059998,1047400,159.401077
"253",177.339996,179.199997,176.869995,179.009995,932600,161.15657
"254",179.619995,181.850006,179.229996,181.75,1433800,163.623322
"255",182.020004,182.300003,180.110001,181.460007,1123000,163.362259
"256",181.130005,182.380005,180.259995,182.119995,1435000,163.95639
"257",182.479996,183.339996,181.660004,181.960007,1610400,163.812378
"258",181.860001,182.179993,180.070007,180.559998,910800,162.552002
"259",181.240005,184.509995,180.649994,183.899994,1216900,165.558899
"260",183.889999,185.100006,183.5,184.179993,1469200,165.810974
"261",184.809998,184.910004,181.389999,182.550003,1449200,164.343521
"262",182.740005,184.339996,182.399994,183.690002,1049400,165.369858
"263",183.369995,185.279999,183.300003,183.720001,873700,165.396866
"264",187.160004,189.570007,186.669998,189.080002,1807400,170.222275
"265",188.800003,189.600006,187.600006,189.580002,1237600,170.67244
"266",189.990005,190.339996,188.020004,188.429993,1031300,169.637115
"267",189.220001,191.020004,188.059998,188.350006,1352800,169.565079
"268",189.979996,189.979996,186.649994,189.399994,1430300,170.51033
"269",190.279999,192.529999,189.110001,192.5,1120200,173.301178
"270",192.050003,194.179993,190.070007,190.809998,1289500,171.779755
"271",189.220001,189.240005,185.460007,187.25,1427500,168.574783
"272",188.899994,191.210007,187.320007,188,1466800,169.249985
"273",187.669998,190.25,185.940002,189.169998,927600,170.303314
"274",188.289993,189,184.020004,184.309998,1574500,165.928009
"275",183.240005,187.360001,179.009995,179.009995,2188500,161.15657
"276",173.600006,180.869995,169.240005,174.830002,3500800,157.393494
"277",175.899994,179.669998,172.570007,172.740005,2542200,155.511932
"278",172.850006,173.5,165.699997,165.729996,2393300,149.201065
"279",168.880005,168.880005,159.360001,164.050003,2808700,147.688629
"280",165.529999,167.600006,164.490005,165.770004,1912300,149.237091
"281",165.460007,166.029999,164.100006,165.630005,1176400,149.111053
"282",164.229996,166.830002,163.100006,166,1933000,149.444138
"283",167.550003,167.979996,163.339996,165.020004,1881200,148.561874
"284",164.929993,167.559998,164.389999,165.600006,1421100,149.08403
"285",166.339996,167.830002,165.270004,166.820007,1540700,150.182373
"286",167.509995,169.210007,166.240005,166.279999,1602900,149.696228
"287",166.220001,168.720001,166.039993,167.020004,1151500,151.345444
"288",168.449997,169.789993,167.550003,169.529999,1775600,153.619873
"289",170.479996,172.119995,169.229996,171.639999,1386400,155.531815
"290",171.720001,173.320007,170.039993,170.059998,1528800,154.100067
"291",171.080002,172.009995,167.600006,168.169998,1747500,152.387482
"292",168,168.399994,160.179993,160.889999,2848100,145.790695
"293",159.940002,160.139999,154.580002,158.940002,3080800,144.023712
"294",158,161.139999,157.399994,160.940002,1937100,145.836014
"295",162.399994,163.860001,160.529999,160.649994,1609900,145.573227
"296",158.339996,160.660004,157.130005,159.25,2416700,144.304611
"297",159.460007,160.600006,157.990005,159.199997,1987400,144.259293
"298",160.509995,163.520004,159.830002,162.369995,1646700,147.13179
"299",162.360001,162.699997,159.080002,160.059998,1694400,145.038589
"300",161,162.979996,159.919998,160.350006,1768400,145.301376
"301",161.220001,161.600006,159.089996,159.610001,1185800,144.630844
"302",159.929993,160.970001,159.149994,160.160004,1090200,145.129227
"303",160.210007,163.729996,159.740005,162.570007,4145000,147.313034
"304",162.850006,163.220001,158.449997,159.610001,2374900,144.630844
"305",160.259995,162.479996,159.759995,161,1189200,145.890381
"306",160.929993,163.070007,160.25,161.479996,1553600,146.325333
"307",159.740005,160.279999,157.529999,157.550003,2015300,142.764145
"308",158.169998,159.190002,155.270004,155.419998,1468100,140.834045
"309",159.130005,161.119995,156.949997,160.720001,1550600,145.636642
"310",161.130005,162.229996,158.360001,158.75,1905900,143.851532
"311",158.449997,161.660004,158.449997,159.669998,1554500,144.685196
"312",160.770004,163.710007,160.770004,162.089996,1495700,146.878082
"313",161.509995,162,156,158.729996,1300800,143.833389
"314",159.479996,160.630005,157.550003,160.100006,1475200,145.07486
"315",155.580002,161.289993,155.580002,160.949997,1476700,145.845078
"316",162.149994,163.639999,161.520004,162.419998,1910000,147.177109
"317",161.309998,161.949997,156.199997,157.899994,1397900,143.081284
"318",158.020004,159.610001,156.279999,156.5,1306900,141.812683
"319",158.889999,162.839996,158.559998,161.919998,1697800,146.72403
"320",160.479996,161.729996,158.419998,158.860001,1342000,143.951218
"321",160,162.770004,159.600006,161.789993,1464500,146.606247
"322",162.990005,163.850006,161.869995,162.389999,1123900,147.149918
"323",164.429993,167.899994,164.100006,166.669998,1774200,151.02829
"324",168.440002,169.270004,167.160004,167.470001,1252400,151.753174
"325",168.479996,172.080002,167.710007,170.830002,1719500,154.797852
"326",170.610001,171.270004,168.190002,169.520004,1598300,153.610809
"327",169.919998,170.229996,168,168.770004,825700,152.931213
"328",168.949997,170.039993,167.949997,169.020004,1070700,153.1577
"329",170.470001,171.899994,157.210007,161.330002,2623300,146.189407
"330",160.850006,163.350006,159.399994,162.139999,1672500,146.923386
"331",162.25,163.339996,160.210007,161.990005,1229300,146.787491
"332",161.479996,162.899994,159.220001,160.820007,2119200,145.72728
"333",161.720001,163.460007,159.070007,159.860001,1950100,144.857361
"334",153.940002,155,149.100006,153.279999,4037300,138.894897
"335",150.270004,151.550003,145.470001,146.119995,3582600,132.40683
"336",144.630005,145.429993,140.600006,143.550003,3231600,130.078049
"337",142.429993,145.470001,142.039993,144.550003,2146900,130.984177
"338",145.320007,146.710007,144.839996,144.960007,2078200,131.355713
"339",145.429993,147.740005,144.580002,145.990005,1380300,132.289047
"340",146.229996,147.630005,145.210007,146.520004,1291700,132.769302
"341",146.869995,147.279999,145.369995,146.119995,1325800,132.40683
"342",146.160004,148.990005,145.5,146.25,1516300,132.524643
"343",146.300003,147.199997,144.360001,144.869995,1434700,131.274155
"344",144.009995,146.520004,143.779999,146.440002,1498600,132.696838
"345",146.520004,147.970001,146.520004,147.179993,1084900,133.367355
"346",146.059998,147.800003,145.479996,146.360001,930300,133.604721
"347",146.139999,149.539993,146.139999,148.899994,1643100,135.92334
"348",150,151.5,149.800003,151,1278400,137.840332
"349",151.029999,151.419998,149.050003,149.059998,653000,136.069397
"350",148.5,149.259995,147.070007,149.059998,1323100,136.069397
"351",148.929993,149.699997,147.779999,148.380005,821800,135.448669
"352",147.770004,148.279999,145.800003,146.539993,1057300,133.768982
"353",146.020004,146.100006,142.630005,144.5,1873600,131.906815
"354",145,146.009995,143.660004,145.479996,1573500,132.801392
"355",145.5,145.929993,141.860001,142.389999,1382200,129.980698
"356",143.589996,144.809998,142.850006,143.580002,1034000,131.066956
"357",144.320007,144.589996,141.940002,142.300003,830500,129.898514
"358",142.25,142.770004,140.729996,141.570007,1751000,129.232162
"359",142.020004,143.630005,141.429993,143.550003,1796000,131.039581
"360",144,144.570007,143.380005,143.860001,1152000,131.322586
"361",143.479996,144.5,142.289993,143.679993,1337700,131.158264
"362",143.559998,145.190002,143.559998,144.559998,759600,131.961578
"363",144.690002,145.179993,143.380005,143.589996,1230700,131.076111
"364",143.339996,143.470001,141.25,141.559998,1204000,129.223038
"365",141.600006,143.229996,141.279999,141.889999,906500,129.524261
"366",141.100006,143.229996,139.679993,143.130005,1733500,130.656204
"367",141.910004,142.860001,140.679993,142.410004,1194700,129.998978
"368",140.970001,141.690002,139.130005,139.770004,1569200,127.589027
"369",139.809998,139.880005,137.660004,138.580002,1366000,126.502731
"370",137.809998,138.009995,135.020004,135.240005,1712600,123.453835
"371",136.559998,137.520004,135.550003,136.050003,1666700,124.19323
"372",134.789993,135.669998,132.880005,134.149994,1527600,122.458786
"373",134.770004,136.690002,133.339996,133.940002,1555100,122.267097
"374",134.199997,136.570007,132.25,132.320007,1340800,120.788307
"375",131.649994,133.949997,131.580002,133.240005,1002200,121.628113
"376",133.720001,134.970001,132.899994,133,1094100,121.40905
"377",131.580002,132.589996,130.839996,132.25,1177100,120.724388
"378",132.910004,133.300003,130.960007,131.050003,715200,119.628967
"379",131.839996,131.960007,130.600006,131.460007,1624700,120.00325
"380",131.240005,132.029999,129.899994,131.399994,1543700,119.948479
"381",132.199997,135.479996,132.050003,135.149994,2028000,123.371651
"382",137.770004,138.389999,136,137.190002,1719900,125.233879
"383",135.809998,135.949997,133.919998,134.089996,1202900,122.404045
"384",135.050003,135.160004,133.360001,134.490005,1150800,122.769196
"385",134.75,137.539993,134.710007,136.860001,963200,124.932625
"386",136.860001,136.860001,134.479996,134.679993,781400,122.942604
"387",134.179993,136.070007,134.169998,135.880005,824000,124.03804
"388",135.990005,138.669998,135.589996,137.729996,931400,125.726776
"389",136.529999,138.380005,136.039993,137.820007,988700,125.808968
"390",136.720001,136.899994,135.009995,135.809998,1510000,123.974129
"391",134.889999,135.710007,134.5,134.720001,1206500,122.979126
"392",136,137.5,135.020004,135.589996,2157900,123.773323
"393",135.009995,136.029999,133.440002,135.809998,1167600,123.974129
"394",136.259995,138.949997,136.059998,137.600006,1185600,125.608124
"395",137.729996,139.139999,136.979996,138.960007,1426000,126.849586
"396",140.5,141.690002,136.899994,137.210007,1585900,125.252136
"397",136.899994,144.270004,134.600006,142.809998,4313600,130.364105
"398",141.380005,142.570007,138.940002,139.720001,1915400,127.543396
"399",138.830002,140.610001,137.339996,139.789993,1220000,127.607254
"400",140.649994,141.919998,139.619995,141.610001,1649100,129.268692
"401",141.699997,142.479996,140.759995,141.850006,1008800,129.487762
"402",142.710007,144.470001,142.369995,143.580002,995800,131.066956
"403",143.619995,144.389999,142.149994,142.229996,1121900,129.834625
"404",142.410004,142.759995,141.550003,142.020004,861200,129.642944
"405",141.360001,141.75,139.820007,140.289993,876300,128.063705
"406",140.669998,141.220001,138.690002,139.699997,1111000,127.525101
"407",139.899994,140.490005,138.699997,138.990005,1280500,126.876999
"408",138.199997,138.419998,135.619995,138.039993,1648100,126.009781
"409",138.740005,141.279999,138.720001,140.759995,1141500,128.492752
"410",140.570007,143.850006,140.570007,143.350006,987500,130.85701
"411",144,145.960007,144,145.389999,1247800,132.719208
"412",144.029999,145.940002,144.029999,145.289993,1603100,133.676102
"413",145,145.529999,144.199997,144.809998,1435500,133.234467
"414",144.5,144.809998,141.169998,141.429993,1421200,130.124634
"415",138.529999,141.190002,137.630005,140.990005,1265000,129.719849
"416",141.830002,144.740005,141.820007,144.029999,1066200,132.516815
"417",145.009995,145.979996,144.339996,144.770004,1463400,133.197678
"418",145.089996,145.270004,142.5,143.910004,1110400,132.406433
"419",143.690002,143.940002,141.229996,141.559998,1340500,130.244232
"420",141.100006,142.220001,140.789993,141.800003,1285900,130.465103
"421",141.179993,141.979996,139.039993,139.990005,1618500,128.799759
"422",139.669998,142.580002,139.149994,142.440002,1994500,131.053925
"423",141.610001,143.539993,140.169998,140.910004,1304000,129.646225
"424",140.759995,142.759995,139.289993,141.029999,1322100,129.756622
"425",141.220001,144,141.199997,142.410004,890200,131.026321
"426",141.490005,143.539993,140.300003,143.050003,1006800,131.615158
"427",141.75,142.649994,139.279999,142.070007,1557900,130.713516
"428",143.149994,144,141.229996,142.259995,1436100,130.88829
"429",142.399994,143.389999,141.559998,143.199997,1026600,131.753143
"430",143.199997,145.669998,143.199997,144.490005,1084800,132.940048
"431",144.449997,145.919998,143.089996,145.580002,1240300,133.942917
"432",145.869995,149.419998,145.339996,148.330002,1251900,136.473114
"433",149.529999,151.869995,149.289993,150.839996,1547200,138.782455
"434",151.279999,151.830002,150,151.020004,2175000,138.948074
"435",150.520004,150.669998,148.619995,149.080002,1922100,137.163162
"436",149.070007,149.720001,147.690002,148.220001,1477800,136.371918
"437",148.020004,148.75,146.830002,147.029999,987200,135.277039
"438",147.25,148.339996,146.130005,147.190002,920800,135.42421
"439",146.5,146.779999,145.589996,146.070007,1880900,134.393753
"440",147.770004,149.020004,147.25,147.990005,1207200,136.160294
"441",148.350006,149.809998,147.610001,148.949997,1025000,137.043518
"442",149.130005,151.860001,148.660004,150.589996,1082700,138.552429
"443",152.669998,153.470001,151.360001,152.490005,1578900,140.300583
"444",152.320007,152.940002,150.229996,151.279999,1280500,139.187241
