"","UNP.Open","UNP.High","UNP.Low","UNP.Close","UNP.Volume","UNP.Adjusted"
"60",104.809998,106.169998,104.410004,105.580002,2905000,95.982315
"61",105.739998,107.459999,105.32,106.940002,2961000,97.218658
"62",106.980003,107.089996,105.900002,105.919998,2888300,96.291382
"63",106.160004,106.779999,105.080002,105.5,2889000,95.909569
"64",105.709999,107.239998,105.129997,107.199997,3445400,97.455025
"65",107.949997,109.540001,106.57,106.760002,2938100,97.055008
"66",104.790001,107.389999,104.769997,107.07,4556100,97.336845
"67",107.330002,107.779999,106.57,107.029999,2205000,97.300484
"68",107.57,108.389999,107.449997,107.620003,2631700,97.836853
"69",107.209999,107.769997,106.260002,107.610001,2298800,97.827759
"70",108.080002,108.129997,105.480003,105.57,3046400,95.973221
"71",105.5,106.07,104.779999,104.779999,2372700,95.255005
"72",104.900002,106.010002,104.120003,105.980003,2773900,96.345932
"73",105.480003,106.68,105.190002,106.239998,2767000,96.582298
"74",106.790001,107.779999,106.269997,106.790001,3344300,97.082298
"75",108.169998,109.349998,107.870003,107.900002,4201600,98.0914
"76",108.199997,108.779999,107.629997,108.279999,3144000,98.436836
"77",109.5,109.980003,109.160004,109.330002,3218000,99.391426
"78",109.330002,110.760002,109.059998,110.480003,3990700,100.436874
"79",110.550003,111.959999,109.830002,110.169998,6303700,100.155037
"80",112.019997,115.150002,111.889999,113.529999,5156600,103.209618
"81",113.529999,113.949997,111.309998,111.959999,3554700,101.782333
"82",112.43,112.68,111.599998,111.599998,2888300,101.455063
"83",111.75,112.279999,110.940002,111.089996,3820300,100.991402
"84",110.660004,111.209999,110.339996,110.879997,2696500,100.800491
"85",111.209999,111.599998,110.120003,110.330002,2627800,100.300507
"86",110.589996,110.75,110.120003,110.720001,3078900,100.655045
"87",110.389999,110.790001,109.75,110.019997,3426100,100.018661
"88",109.860001,110.620003,109.519997,109.959999,2423600,99.964127
"89",110.120003,110.120003,108.970001,109.32,3551200,99.382317
"90",108.989998,110.620003,108.739998,110.099998,3837700,100.091393
"91",109.650002,110.790001,109.650002,110.480003,3609900,100.436874
"92",110.559998,111.529999,110.5,111.279999,2477500,101.164131
"93",111.720001,111.830002,110.599998,111,2567900,100.909607
"94",111,111,106.379997,106.559998,4445100,96.873222
"95",106.129997,108.620003,105.5,107.139999,4642300,97.40049
"96",107.400002,108.129997,106.839996,107.050003,3600700,97.318665
"97",107.529999,108.099998,106.809998,107.830002,3023400,98.027763
"98",107.959999,108.449997,107.290001,108,2732500,98.182297
"99",107.900002,108.639999,107.440002,108.050003,2931700,98.22776
"100",108.620003,109.959999,108.18,109.699997,3872700,99.727776
"101",108.809998,110.75,108.540001,110.57,3901900,101.076134
"102",110.07,111.040001,109.800003,110.809998,2958300,101.295509
"103",110.980003,111,109.360001,110.300003,4994300,100.829308
"104",110.580002,111.190002,110,110.589996,2783500,101.094391
"105",110.889999,112.260002,110.25,111.199997,3435500,101.652023
"106",111.400002,111.470001,110.029999,110.190002,2825000,100.728752
"107",109.690002,110.120003,108.910004,108.959999,2922500,99.604362
"108",109.199997,109.480003,108.480003,109.110001,2537200,99.74147
"109",109.110001,110.019997,108.760002,109.839996,3169400,100.408798
"110",110,110.290001,108.510002,109.75,2496500,100.326515
"111",109.730003,110.239998,109.290001,110.129997,3543400,100.673904
"112",110.190002,111.660004,110,111.540001,2384700,101.962822
"113",111.699997,111.720001,109.349998,109.800003,3033400,100.372246
"114",109.029999,110.809998,108.82,110.669998,2826800,101.167534
"115",110.860001,111.379997,109.940002,111.379997,4136300,101.816559
"116",111.699997,112.110001,110.760002,111.830002,3238200,102.227928
"117",111.25,111.540001,108.269997,108.349998,4406900,99.046745
"118",108.519997,108.540001,107.580002,107.620003,3723600,98.379417
"119",107.900002,107.900002,106.589996,107.389999,3098700,98.169159
"120",107.190002,109.040001,106.809998,108.099998,14115500,98.818207
"121",108.43,109.139999,107.470001,108.029999,3001900,98.754219
"122",108.139999,108.400002,107.330002,107.349998,3173100,98.132599
"123",108.279999,108.959999,107.699997,108.769997,3568600,99.430672
"124",109.160004,109.339996,107.809998,107.889999,2404900,98.626228
"125",108.199997,109.550003,107.860001,108.910004,3479200,99.558647
"126",109.019997,110.379997,109.019997,110.040001,1806600,100.591629
"127",110.129997,110.139999,108.239998,108.25,2668100,98.955322
"128",107.75,108.459999,107.32,107.760002,2984200,98.507401
"129",107.889999,108.559998,106.839996,108.349998,2803200,99.046745
"130",108,109.480003,107.849998,108.5,3467100,99.183861
"131",108.709999,109.040001,107.699997,108.589996,2356900,99.266113
"132",109.059998,110.220001,108.849998,109.209999,2490200,99.832886
"133",109.239998,109.559998,108.389999,108.849998,2155100,99.503815
"134",109.139999,109.720001,108.730003,109.529999,2106700,100.125412
"135",109.389999,109.440002,108.660004,109.050003,2431400,99.68663
"136",108.989998,109.57,108.519997,109.25,2349600,99.869461
"137",108.209999,108.970001,106.870003,107.839996,4192400,98.580521
"138",108.769997,109.050003,104.269997,106.139999,6779600,97.026489
"139",105.089996,105.75,104.699997,104.849998,5562600,95.847237
"140",104.760002,105.419998,103.650002,103.660004,5340800,94.759438
"141",104.290001,105.339996,103.699997,104.959999,3923400,95.947807
"142",105.089996,105.269997,103.870003,104.419998,3263600,95.454178
"143",103.970001,103.989998,101.059998,101.400002,6443800,92.693474
"144",101.410004,103.389999,101.410004,103.300003,4471000,94.430344
"145",103.459999,103.970001,102.910004,102.959999,4266500,94.11953
"146",102.959999,102.989998,101.730003,101.980003,4379700,93.223679
"147",101.830002,102.75,101.720001,102.330002,4470800,93.543633
"148",102.57,103.029999,102.269997,102.550003,4750200,93.744743
"149",102.690002,103.419998,102,102.480003,4142600,93.680763
"150",102.349998,102.739998,102,102.57,2543400,93.763031
"151",102.199997,104.32,101.900002,103.059998,3282400,94.210953
"152",102.629997,103.82,102.510002,103.769997,3063800,94.859993
"153",103.400002,104.440002,102.639999,102.690002,3509100,93.872719
"154",103.209999,104.589996,102.900002,103.57,3340900,94.677155
"155",104.309998,105.169998,104.199997,104.730003,3189800,95.737556
"156",104.949997,104.970001,104.309998,104.849998,2652300,95.847237
"157",105.110001,106.129997,104.720001,105.849998,2915500,96.761398
"158",105.370003,105.639999,103.160004,103.18,3266800,94.320648
"159",103.360001,104.610001,102.870003,103.900002,3243600,94.978806
"160",104.029999,104.449997,103.370003,104.309998,2274500,95.35363
"161",104.760002,106.449997,104.760002,106.209999,2993600,97.0905
"162",105.779999,106.379997,104.910004,105.040001,2844000,96.020943
"163",105.389999,105.5,104.43,104.57,2768700,95.591286
"164",105.300003,106.25,105.129997,105.25,2473300,96.212921
"165",105.400002,105.650002,104.32,104.550003,2764600,95.573021
"166",103.769997,105.209999,103.410004,104.970001,3191600,96.515472
"167",105,105.580002,104.790001,104.940002,2592700,96.487885
"168",105.309998,105.790001,104.839996,105.300003,2744400,96.818886
"169",105.639999,106.269997,104.779999,105.470001,2347700,96.975197
"170",105.089996,105.349998,103.849998,104.099998,2598700,95.715546
"171",104.650002,106.269997,104.510002,105.010002,4378700,96.552254
"172",105.209999,105.739998,104.800003,105.489998,3622900,96.993584
"173",105.639999,107.290001,104.970001,107.209999,3228200,98.575035
"174",107.300003,108.110001,107.199997,108.099998,3818100,99.393364
"175",107.910004,108.940002,107.779999,108.480003,2321800,99.742752
"176",108.220001,108.690002,107.889999,108.660004,2106100,99.908287
"177",108.68,110.879997,108.309998,110.860001,4272300,101.931068
"178",111.800003,113.400002,111.110001,113.400002,8269900,104.266479
"179",113.199997,113.279999,111.93,112.029999,3669200,103.006821
"180",112.389999,113.18,112.110001,113,4168900,103.89872
"181",113,115.029999,112.809998,115,3958800,105.73761
"182",114.989998,115.68,113.75,115.440002,3002200,106.142197
"183",115.199997,115.580002,114.650002,115.339996,2297600,106.05024
"184",115.449997,115.959999,114.730003,115.790001,2783000,106.464012
"185",115.900002,115.900002,115.089996,115.43,2976900,106.132988
"186",115.720001,116.739998,114.949997,116.639999,2619200,107.245537
"187",116.290001,116.93,115.900002,115.970001,1982800,106.629501
"188",115.919998,116.260002,115.629997,115.970001,2317200,106.629501
"189",115.379997,115.550003,114.330002,115.260002,3222200,105.976685
"190",115.019997,115.220001,114.370003,114.889999,2783900,105.636475
"191",114.150002,114.459999,113.379997,113.769997,3229600,104.606697
"192",113.57,114.07,112.879997,114.019997,2811500,104.836548
"193",113.940002,114.720001,113.040001,113.949997,2200100,104.772186
"194",113.790001,114.360001,113.370003,113.879997,1741900,104.707825
"195",114,114.309998,112.489998,112.629997,2772200,103.558502
"196",112.690002,113.220001,112.559998,113.050003,2867200,103.944672
"197",113.160004,113.980003,112.949997,113.690002,2561700,104.533119
"198",114.349998,114.739998,112.169998,112.279999,2079800,103.236702
"199",112.519997,112.690002,111.760002,112.089996,2310600,103.061996
"200",109.339996,111.629997,108.709999,110.57,3975300,101.664436
"201",110.790001,111.379997,110.32,110.379997,4152000,101.489738
"202",110.029999,112.110001,109.379997,112.010002,4080300,102.988434
"203",112.949997,113.290001,112.279999,112.989998,4982700,103.889503
"204",113,113.599998,112.239998,113.190002,3059000,104.07341
"205",113.419998,114.260002,112.68,112.900002,4016200,103.80677
"206",113.080002,113.489998,109.830002,110.269997,6487200,101.388588
"207",111.720001,116.800003,110.82,116.470001,6288800,107.089218
"208",116.5,119.709999,116.480003,117.080002,7139300,107.650078
"209",116.959999,117.980003,116.300003,116.370003,3461300,106.997284
"210",116.860001,116.879997,115.339996,115.790001,2981300,106.464012
"211",116.589996,117.239998,116.089996,117,2787200,107.576515
"212",116.470001,118.699997,116.349998,118.389999,2903900,108.854584
"213",118.230003,118.300003,116.75,117.18,1936000,107.742035
"214",117.339996,117.699997,116.489998,117.330002,1682900,107.879951
"215",117.050003,117.610001,116.610001,117.040001,1732900,107.613312
"216",116.620003,118.169998,116.050003,117.800003,3226100,108.312119
"217",116.919998,117.790001,116.5,117.07,2335000,107.640907
"218",116.75,117.300003,116.339996,116.699997,1840100,107.300697
"219",115.629997,116.550003,115.190002,116.480003,2689000,107.098419
"220",116.169998,116.889999,115.900002,116.230003,3073900,106.868553
"221",115.900002,116.940002,115.480003,115.699997,3228300,106.381233
"222",115.989998,117.129997,115.389999,116.57,2437200,107.18116
"223",116.07,116.839996,115.5,115.629997,2129300,106.316879
"224",115.940002,116.099998,115.160004,116.010002,2579500,106.666275
"225",116.110001,117.199997,115.93,117.120003,3134300,107.686867
"226",117.330002,118.059998,116.959999,117.860001,2466600,108.367264
"227",118.029999,118.870003,117.790001,118.25,1302800,108.725853
"228",118.089996,118.449997,115.690002,117.160004,3398900,107.723648
"229",117.25,119.050003,116.510002,118.800003,4024800,109.231567
"230",118.599998,123.190002,118.129997,122.940002,7206800,113.674423
"231",122.949997,127.860001,122.949997,126.5,9350700,116.966103
"232",126.389999,126.93,123.809998,124.620003,4793700,115.227814
"233",126.080002,132,125.559998,130.080002,9092500,120.276306
"234",129.490005,129.960007,127.199997,128.009995,4953200,118.36232
"235",127.470001,128.199997,127.190002,127.949997,3817900,118.306847
"236",128,128.889999,127.419998,128.460007,4695700,118.778404
"237",128.800003,130.039993,128.539993,129.110001,3628500,119.37941
"238",129.520004,129.550003,128.059998,129.050003,4923700,119.323936
"239",129.350006,131.009995,128.610001,130.699997,5334100,120.849564
"240",130.699997,132.389999,129.75,130.309998,5696100,120.488968
"241",130.669998,131.339996,128.789993,129.169998,4570400,119.434891
"242",129.850006,131.619995,129.339996,130.600006,8768100,120.757126
"243",131.350006,133.25,131.100006,132.470001,5829000,122.486183
"244",133.649994,133.669998,131.309998,133.240005,4538300,123.198158
"245",134.339996,135.300003,133.089996,134.679993,6825400,124.529633
"246",135,135,133.380005,133.729996,4143200,123.651222
"247",133.800003,134.699997,132.779999,134.470001,2765000,124.335442
"248",135,135.759995,134.330002,134.649994,2305900,124.501869
"249",134.589996,136.320007,134.039993,136.320007,7473600,126.046013
"250",136.039993,136.169998,134.610001,135.119995,2617700,124.936455
"251",135.279999,135.639999,134.100006,134.100006,2334300,123.993355
"252",134.710007,135.779999,134.179993,135.779999,4298000,125.546722
"253",136.110001,136.600006,135.259995,136.539993,4653700,126.249413
"254",136.839996,137.880005,135.520004,135.800003,4384900,125.565224
"255",137.649994,139.720001,136.059998,137.529999,5381200,127.164833
"256",137.479996,139.630005,137.460007,139.440002,5472300,128.930893
"257",139.809998,141.169998,139.220001,141,6390800,130.373306
"258",140.169998,141.399994,138.729996,139.699997,9513700,129.171265
"259",140.589996,140.990005,139.490005,140.350006,3103200,129.772324
"260",140.800003,141.809998,140.470001,141.169998,3268800,130.530487
"261",142.070007,142.190002,139.820007,140.309998,5793300,129.735291
"262",140.309998,141.710007,139.759995,140.460007,3376700,129.874008
"263",140.679993,140.880005,139.610001,140.429993,3882100,129.846268
"264",141,141.619995,139.800003,141.25,4592100,130.604492
"265",141.350006,142.080002,140.119995,141.970001,3277400,131.270187
"266",141.399994,142.399994,139.339996,141.360001,6179400,130.706223
"267",141.419998,143.050003,139.910004,141.190002,5229100,130.548996
"268",134.570007,134.990005,131.820007,133.600006,13806700,123.531029
"269",133.809998,134.630005,132.720001,134.229996,5843300,124.113541
"270",134.199997,136.759995,134.110001,136.050003,5754200,125.796364
"271",135.289993,137.080002,135.149994,135.360001,5383600,125.158379
"272",135.690002,136.979996,133.009995,133.5,5699900,123.43856
"273",132.509995,133.740005,131.860001,132.380005,5597600,122.402969
"274",131.660004,131.729996,127.220001,129.360001,8181200,119.610565
"275",128.589996,131.779999,124.129997,124.139999,6744400,114.783974
"276",122.279999,131.5,121.5,131.149994,15734300,121.265648
"277",130.339996,131.820007,128.940002,128.960007,5053000,119.240707
"278",128.699997,128.699997,124.809998,124.860001,6325100,115.449715
"279",126.440002,128.330002,121.220001,127.279999,9156000,117.68734
"280",127.75,129.839996,126.150002,128.639999,4162000,118.944824
"281",127.75,128.970001,126.779999,128.300003,5078100,118.63047
"282",128.800003,133.539993,128.300003,133.190002,4782100,123.151886
"283",133.850006,134.110001,131.350006,133.889999,3454400,123.799156
"284",133.440002,135.529999,133.089996,134.270004,3595800,124.15052
"285",133.139999,133.75,129.929993,130.229996,3412000,120.415001
"286",130.479996,135.399994,130.479996,132.5,3900700,122.513924
"287",133.399994,134.229996,131.660004,133.600006,3585900,123.531029
"288",134.5,135.169998,133.600006,134.970001,2515500,124.79776
"289",135.899994,139.860001,135.589996,138.789993,5433900,128.329849
"290",138.330002,139.169998,133.720001,133.740005,10917200,124.314316
"291",134.089996,134.529999,130.080002,130.25,5271900,121.070305
"292",130.389999,133.130005,127.57,128.410004,5894300,119.359978
"293",127.349998,129.160004,125.309998,128.5,6923000,119.443626
"294",127.75,130.529999,125.360001,130.320007,5573100,121.135368
"295",130.690002,131.699997,129.270004,131.289993,3021300,122.036987
"296",129.669998,131.949997,129.130005,131.110001,3339900,121.86969
"297",131.800003,133.320007,130.360001,132.279999,3429400,122.957245
"298",133.809998,137.380005,133.490005,137.279999,6572100,127.604828
"299",137.029999,137.820007,136.520004,136.660004,3279100,127.028564
"300",135.919998,139.550003,135.919998,136.830002,4170300,127.186562
"301",137.229996,137.949997,134.289993,134.830002,3960500,125.327507
"302",135.100006,137,134.479996,136.259995,3380900,126.656723
"303",136.720001,139.509995,136.389999,137.160004,8320600,127.493317
"304",136.800003,137.300003,135.699997,136.979996,4154100,127.325996
"305",137.399994,138.199997,136.399994,137.770004,4640400,128.060287
"306",138.110001,140.25,137.449997,138.559998,3465500,128.794632
"307",137.229996,137.869995,134.399994,134.869995,3713900,125.364685
"308",137.229996,137.229996,131.610001,131.940002,3955300,122.64119
"309",133.610001,133.820007,130.929993,133,4874000,123.626488
"310",133.910004,134.649994,130.630005,131.300003,4077500,122.046288
"311",131.330002,133.089996,129.800003,130.759995,3775400,121.544357
"312",131.649994,135.679993,131.059998,134.429993,4360300,124.955696
"313",135.279999,136.389999,131.550003,133.100006,5229600,123.719444
"314",134.130005,135.289993,132.919998,134.380005,4495100,124.909233
"315",132.529999,133.220001,130.449997,132.899994,5738000,123.533524
"316",133.729996,133.880005,131.889999,133.100006,4850500,123.719444
"317",132,133.350006,128.660004,130.279999,3120000,121.098167
"318",131.009995,132.059998,129.759995,130.020004,3007200,120.856529
"319",131.470001,132.080002,129.309998,130.119995,5454900,120.949463
"320",129.050003,131.830002,128.440002,131.199997,3394300,121.953354
"321",132.050003,135.119995,131.570007,134.419998,3603300,124.946411
"322",134.789993,135.289993,133.589996,134.320007,3027300,124.853439
"323",135.669998,137.820007,135.029999,137.080002,3289400,127.418938
"324",137.820007,138.470001,136.619995,137.690002,3265800,127.985931
"325",139.080002,141.100006,138.630005,138.960007,5439800,129.166458
"326",138.529999,138.729996,137.169998,137.990005,3174800,128.264816
"327",137.259995,137.940002,135.289993,135.660004,4246800,126.098991
"328",135.410004,136.410004,135.300003,136.029999,3546900,126.442924
"329",137.070007,137.300003,131.460007,132.830002,4430400,123.46846
"330",132.809998,136.399994,132.220001,136.059998,4724200,126.470802
"331",129.470001,133.559998,126.370003,132.179993,8308300,122.864258
"332",131.669998,135.240005,130.699997,135.199997,3631500,125.671417
"333",135.529999,136.520004,133.600006,133.630005,3835600,124.212074
"334",134.160004,134.160004,131.509995,132.729996,3214100,123.375511
"335",132.679993,133.630005,131.130005,131.270004,3490400,122.018394
"336",131.630005,132.449997,129.449997,131.729996,5288800,122.445999
"337",131.339996,135.020004,130.770004,134.130005,2737800,124.676842
"338",134.440002,135.660004,134.229996,134.899994,3057600,125.39257
"339",134.460007,137.75,134.210007,137.089996,3473000,127.428238
"340",137.080002,140.220001,136.970001,139.899994,3092200,130.040131
"341",140.320007,142,139.550003,141.259995,3073000,131.304306
"342",141.399994,142.740005,140.960007,142.360001,3085300,132.326782
"343",142.809998,143.259995,140.5,140.710007,2919500,130.793106
"344",140.240005,141.350006,139.369995,140.289993,2911300,130.402695
"345",140.509995,142.240005,140.509995,141.360001,2251000,131.397324
"346",141.360001,143.350006,141.059998,142.490005,2742500,132.447693
"347",142.309998,144.449997,142,143.800003,2764000,133.665314
"348",144.410004,146.729996,144.320007,145.080002,2673800,134.855103
"349",145.080002,146.389999,142.800003,142.919998,2459000,132.847336
"350",141.860001,144.610001,141.199997,144.270004,3455200,134.102188
"351",144.25,146.300003,143.559998,145.660004,3562900,135.394226
"352",145.199997,145.399994,144.199997,145.059998,2200000,134.836502
"353",143.679993,144.559998,142.440002,144.050003,4091500,133.897705
"354",144.399994,147.070007,144.270004,146.139999,3925700,136.532318
"355",146.169998,146.809998,142.460007,142.759995,4408500,133.374527
"356",144.699997,148.029999,144.679993,146.919998,4504200,137.261047
"357",147.789993,147.949997,142.220001,142.960007,6466600,133.561371
"358",142.460007,143.279999,140.160004,142.440002,4724500,133.075577
"359",143.570007,143.660004,141.339996,142.360001,3783500,133.000793
"360",142.440002,142.690002,141.380005,142.199997,3654200,132.851334
"361",142.360001,144.850006,142.130005,144.520004,4804800,135.018814
"362",144.330002,147.190002,144.089996,146.110001,3201600,136.504288
"363",146.830002,147.789993,145.580002,146.100006,2962000,136.494919
"364",146.089996,147.300003,143.979996,144.279999,3007500,134.794571
"365",145.270004,145.770004,143.919998,144.940002,2832600,135.411209
"366",145.410004,148.330002,144.600006,147.020004,7915700,137.354492
"367",145.699997,148.270004,145.149994,146.550003,3222600,136.915359
"368",144.729996,145.070007,142.410004,142.809998,4280800,133.421234
"369",143.330002,143.990005,142.440002,143.360001,3767900,133.935074
"370",143.580002,143.979996,141.649994,143.100006,3276600,133.692184
"371",144,144.919998,143.580002,143.949997,3066300,134.486267
"372",143.179993,143.830002,140.229996,141.229996,3589900,131.945114
"373",142.240005,142.259995,140.830002,141.259995,2663100,131.973129
"374",141.789993,143.270004,139.759995,139.809998,3085400,130.618439
"375",139.630005,141.330002,138.869995,140.710007,3265100,131.45929
"376",141.509995,143.320007,141.479996,141.679993,3629400,132.365509
"377",140.960007,143.289993,140.479996,143.070007,2569400,133.664185
"378",143.619995,143.800003,140.899994,141.229996,1311000,131.945114
"379",142.080002,142.479996,141,142.25,2889100,132.898056
"380",142.690002,144.070007,142.130005,143.059998,3335800,133.6548
"381",143.990005,145.389999,143.009995,145.050003,4379600,135.513977
"382",145,145.630005,142.929993,144.110001,3085000,134.635773
"383",142.660004,142.800003,139.350006,140.699997,3994100,131.449966
"384",141.869995,142.190002,139.759995,140.270004,2814500,131.048203
"385",139.580002,140.440002,139.130005,139.940002,3852200,130.739914
"386",140.979996,141.800003,137.509995,138.889999,5221300,129.758972
"387",138.369995,139.029999,137.509995,138.259995,5107700,129.170349
"388",139.979996,141.990005,139.470001,141.25,5221600,131.963806
"389",137.380005,141.809998,136.660004,140.410004,6186100,131.179062
"390",139.589996,142.130005,139.339996,141.410004,4988700,132.113266
"391",141.600006,144.899994,141.399994,144.850006,5786400,135.327133
"392",145.949997,146.570007,142,142.389999,4122600,133.028839
"393",142.619995,146.240005,141.520004,146.039993,3861800,136.438873
"394",145.929993,149.039993,145.600006,147.720001,5378200,138.008453
"395",147.820007,148.779999,147,148.559998,3021700,138.793213
"396",148.029999,150.479996,148.029999,148.520004,2812000,138.755844
"397",149.550003,151.5,148.539993,149.889999,4396500,140.035751
"398",149.270004,150.399994,148.029999,148.369995,2822600,138.615677
"399",147.729996,150.389999,147,149.940002,2513100,140.082504
"400",149.809998,150.130005,148.740005,149.779999,1739000,139.933014
"401",149.5,150.330002,148.25,149.110001,2959200,139.307053
"402",149.779999,150.300003,149.039993,149.880005,2188400,140.026428
"403",149.520004,150.839996,149.520004,149.979996,1907400,140.119843
"404",149.759995,150.389999,148.520004,148.759995,1946300,138.980057
"405",148.009995,149.399994,147.460007,148.839996,2308600,139.05481
"406",148.839996,149.820007,147.919998,148.630005,2735100,138.858612
"407",148.850006,151.100006,148.850006,150.190002,3304300,140.316071
"408",148.320007,149.619995,147.520004,148.979996,4189000,139.185593
"409",149.5,150.259995,148.509995,149.25,3630000,139.437866
"410",149.070007,150.169998,148.789993,149.460007,2783100,139.634064
"411",150.220001,151.789993,150.139999,150.850006,3275000,140.932648
"412",150.789993,151.970001,150.619995,151.559998,3061300,141.595963
"413",151.130005,151.440002,150.210007,150.320007,2395700,140.4375
"414",150.429993,150.740005,149.570007,150.240005,2012700,140.362762
"415",151.279999,151.460007,149.919998,150.130005,2806900,140.259995
"416",151.350006,153.039993,151.169998,152.779999,3140000,142.735779
"417",153.339996,153.720001,151.009995,151.240005,4010000,141.297012
"418",151.380005,152,150.630005,150.820007,2618500,140.904633
"419",149.699997,150.279999,149.050003,149.720001,3122700,140.622833
"420",149.389999,150.809998,149,150.619995,3622100,141.468155
"421",149.809998,151.710007,149.710007,151.270004,6145800,142.078705
"422",151,154.289993,150.429993,154.169998,5658000,144.802475
"423",154.809998,155.960007,154.25,154.649994,3924900,145.253296
"424",154.179993,156.600006,154.059998,155.100006,5445900,145.67598
"425",155.940002,156.910004,155.910004,155.960007,4210200,146.483734
"426",155.960007,156.809998,154.820007,156.300003,3608100,146.80307
"427",156.460007,157.690002,156.059998,156.990005,4142700,147.451126
"428",157.619995,157.949997,156.070007,156.630005,3328700,147.113007
"429",157.100006,157.800003,156.149994,157.410004,2585000,147.845612
"430",157.5,157.850006,156.270004,156.710007,2685700,147.188156
"431",164,164.580002,162.850006,163.699997,10399300,153.753403
"432",163.550003,163.699997,161.899994,162.800003,6318300,152.908112
"433",163.580002,165.110001,162.529999,164.009995,6496700,154.044601
"434",164.710007,165.630005,164.550003,164.990005,13247500,154.965042
"435",164.479996,164.839996,163.050003,163.179993,4956200,153.264984
"436",164.210007,164.639999,162.869995,163.220001,5815900,153.302582
"437",163.009995,164.539993,162.600006,162.789993,3497300,152.898727
"438",163.110001,164.320007,162.509995,163.800003,2893000,153.847366
"439",163.5,164.149994,162.300003,162.830002,3666300,152.936264
"440",164.410004,164.979996,164.089996,164.300003,3176400,154.31694
"441",164.539993,164.539993,162.410004,163.149994,3833100,153.236832
"442",163.809998,164.770004,162.660004,163.059998,3362900,153.152328
"443",163.839996,164.649994,162.479996,164.440002,3177000,154.448441
