"","UHS.Open","UHS.High","UHS.Low","UHS.Close","UHS.Volume","UHS.Adjusted"
"42",123.040001,125.610001,122.860001,125.580002,791500,123.594833
"43",125.650002,127.150002,125.18,126.559998,1082300,124.559334
"44",125.529999,125.959999,122.970001,123.75,834100,121.793755
"45",123.889999,124.809998,123.419998,123.809998,507100,121.852791
"46",123.860001,125.059998,122.660004,123.940002,703900,121.980751
"47",123.82,124.089996,121.279999,121.82,855300,119.894264
"48",122.099998,122.529999,121.110001,121.980003,525000,120.051743
"49",120.75,121.160004,119.300003,120.050003,789100,118.152237
"50",120.279999,121.82,120.050003,121.470001,638700,119.549789
"51",121.760002,121.760002,119.230003,120.699997,449600,118.791969
"52",120.949997,121.099998,119.559998,120.080002,821000,118.18177
"53",120.239998,120.620003,118.760002,119.5,471100,117.610931
"54",119.629997,120.279999,117.800003,118.07,726400,116.203552
"55",118.379997,118.980003,117.510002,118.720001,534000,116.843269
"56",118.779999,120.25,118.5,118.830002,628800,116.951515
"57",119.57,122.889999,119.290001,121.889999,1428400,119.96315
"58",122.620003,128.490005,122.620003,125.970001,2173200,123.978661
"59",125.339996,125.730003,123.279999,125.470001,1355700,123.486565
"60",125.089996,125.989998,124.43,124.559998,619400,122.59095
"61",124.150002,126.25,123.779999,125.660004,585200,123.673561
"62",125.599998,126.080002,124.169998,124.449997,782100,122.482689
"63",124.660004,125.360001,123.989998,125.07,581200,123.09288
"64",124.93,125.07,121.849998,123.040001,874800,121.094971
"65",123.620003,126.489998,123.239998,123.650002,595500,121.695343
"66",123.650002,124.129997,122.410004,123.980003,411900,122.020126
"67",123.82,123.839996,122.629997,123.260002,320600,121.311501
"68",123.089996,123.980003,122.629997,123.449997,453700,121.498489
"69",122.779999,123.410004,120.669998,122.870003,702300,120.927681
"70",123.139999,123.309998,121.68,123.059998,280600,121.114662
"71",123.279999,123.279999,121.669998,121.809998,381600,119.884422
"72",121.010002,122.029999,120.559998,122,407200,120.071411
"73",121.599998,122,117.25,119.889999,1396400,117.994766
"74",120.330002,120.989998,119.949997,120.089996,495900,118.19162
"75",120,120,116.849998,119.129997,1164400,117.246788
"76",119.010002,119.309998,118.160004,118.839996,468500,116.961357
"77",120.220001,121.110001,119.709999,120.900002,564800,118.988815
"78",121.18,121.93,120.529999,121.419998,781100,119.500587
"79",120.519997,123.410004,116.290001,118.470001,1501700,116.597206
"80",118.660004,119.349998,117.879997,118.209999,678200,116.341331
"81",118.190002,120.870003,118.190002,120.760002,761200,118.851021
"82",120.720001,121.400002,119.900002,120.440002,604500,118.536087
"83",120.900002,125.400002,120.900002,124.400002,1050700,122.433479
"84",124.360001,125.5,122.589996,123.709999,1176000,121.754387
"85",123.18,123.910004,121.269997,122.5,1683300,120.563522
"86",122.720001,122.900002,121.449997,121.989998,656700,120.061577
"87",121.980003,122.690002,120.769997,121.32,624200,119.402176
"88",121.449997,123.230003,121.389999,122.5,509400,120.563522
"89",122.449997,123.989998,122.389999,123.610001,428100,121.655975
"90",123.110001,123.739998,121.559998,122.830002,467900,120.88829
"91",122.720001,122.949997,121.379997,122.290001,281400,120.356834
"92",121.959999,122.769997,121.470001,121.849998,474000,119.92379
"93",122.550003,122.769997,120.82,120.860001,269300,118.94944
"94",120.860001,121,118.599998,118.599998,536200,116.725159
"95",118.660004,119.32,118.279999,118.419998,603400,116.548012
"96",119.470001,119.760002,118.279999,118.68,518700,116.803894
"97",118.459999,120.190002,118.459999,119.879997,438100,117.984924
"98",120.019997,120.440002,118.669998,118.839996,291800,116.961357
"99",117.150002,117.639999,115,116.059998,1423600,114.225311
"100",116.559998,117.949997,116.230003,117.309998,585500,115.455559
"101",117.519997,117.519997,115.440002,116.07,579100,114.235168
"102",116,116.230003,115.099998,115.129997,537200,113.407722
"103",115.07,115.169998,113.120003,113.660004,911800,111.959724
"104",113.849998,116.169998,113.839996,115.800003,771200,114.067696
"105",116.120003,116.610001,113.639999,114.150002,696600,112.442398
"106",113.870003,115.330002,113.57,114.839996,684500,113.122086
"107",114.860001,115,113.389999,113.5,506200,111.802101
"108",113.379997,114.510002,112.220001,112.940002,552200,111.250488
"109",112.940002,113.260002,110.5,112.330002,1020100,110.649605
"110",112.080002,113.68,111.849998,113.43,573300,111.733147
"111",113.459999,115.860001,113.459999,115.589996,997900,113.86084
"112",116.199997,116.809998,115.470001,115.839996,635300,114.107086
"113",116.519997,117,115.550003,116.889999,440600,115.141388
"114",116.889999,117.18,114.93,116.029999,473300,114.29425
"115",116.150002,116.349998,114.650002,115.07,879900,113.348625
"116",114.970001,115.959999,113.959999,115.519997,989400,113.791893
"117",115.220001,115.629997,114,114.129997,575600,112.422691
"118",114.529999,115.379997,112.489998,113.220001,726700,111.526291
"119",113.230003,116.540001,112.93,115.209999,841500,113.486526
"120",115.639999,115.790001,114.360001,115.43,1087700,113.703232
"121",115.599998,116.93,115.080002,115.879997,380000,114.1465
"122",115.870003,118.800003,115.870003,118.040001,9e+05,116.2742
"123",118.699997,121.489998,118.650002,120.419998,970300,118.618584
"124",120.629997,122.529999,119.809998,121.879997,1123500,120.05674
"125",122.32,122.599998,120.980003,122.080002,698700,120.253761
"126",122.339996,122.440002,121.449997,121.540001,314300,119.721848
"127",121.709999,122.510002,121.279999,122.32,509200,120.49015
"128",121.639999,121.790001,119.349998,119.739998,511400,117.948761
"129",120.260002,122.230003,119.550003,122.040001,675500,120.214355
"130",121.790001,122.120003,120.57,121.75,472300,119.928703
"131",121.870003,122.529999,121.129997,122.139999,559700,120.312859
"132",122.849998,123.440002,122.190002,122.809998,715600,120.972832
"133",123.099998,123.519997,122.050003,123.07,588400,121.228943
"134",122.949997,124.25,121.019997,124.160004,409400,122.302628
"135",124.120003,124.540001,123.050003,124.099998,710900,122.24353
"136",124.449997,124.639999,122.599998,123.459999,524600,121.613106
"137",123.370003,124.309998,122.980003,123.68,550700,121.829819
"138",123.730003,126.099998,123.639999,125,865000,123.130074
"139",124.82,125.099998,124,124.419998,443500,122.558746
"140",124.389999,124.989998,123.910004,124.330002,663500,122.4701
"141",123.400002,124.220001,120.709999,122.900002,1195800,121.061485
"142",118.839996,118.839996,111.169998,112.879997,3510700,111.191391
"143",111.93,112.43,109.720001,110.360001,1495400,108.709084
"144",110.349998,112.110001,109.699997,111.5,1413300,109.832024
"145",111.769997,111.769997,109.260002,110.830002,980200,109.172058
"146",110.879997,112.669998,110.879997,111.18,1142400,109.516792
"147",110.870003,111.050003,108.419998,108.639999,1043200,107.014809
"148",108.5,109.309998,107.760002,108.379997,840700,106.758698
"149",108.800003,108.800003,107.730003,108.089996,587500,106.473038
"150",108.019997,108.379997,107.040001,107.25,734300,105.645622
"151",106.830002,108.459999,105.910004,107.360001,673300,105.75396
"152",107.610001,107.639999,105.940002,106.849998,1025300,105.251595
"153",106.480003,106.830002,104.93,105.370003,1270500,103.793724
"154",105.779999,108.32,105.160004,107.589996,852200,105.980515
"155",108.110001,108.519997,107.529999,107.690002,857200,106.079025
"156",108.32,108.730003,107.580002,108.25,659500,106.630653
"157",108.160004,108.760002,108.160004,108.68,421000,107.054207
"158",108.190002,109.209999,106.669998,107.18,1159700,105.576645
"159",106.989998,109.010002,106.57,107.989998,765200,106.374535
"160",108.150002,108.919998,107.639999,107.839996,610600,106.226776
"161",107.910004,108.620003,107.419998,108.480003,401200,106.857201
"162",108.120003,108.389999,107.389999,107.970001,290300,106.354836
"163",108.339996,109.360001,107.940002,108.620003,320900,106.995102
"164",108.809998,109.629997,108.129997,108.940002,286300,107.310318
"165",109.18,109.790001,108.57,109.07,748900,107.43837
"166",108.389999,108.389999,106.610001,106.93,694200,105.330391
"167",106.830002,107.230003,105.889999,106.540001,790300,105.044464
"168",107.099998,108.779999,106.779999,108.129997,529600,106.612144
"169",108.220001,109.379997,107.779999,109.099998,767500,107.56852
"170",109.019997,109.57,107.860001,108.050003,604500,106.533257
"171",108.580002,108.580002,106.519997,107.470001,540000,105.961418
"172",107.459999,110.769997,107.459999,110.050003,1235600,108.505188
"173",109.519997,110.830002,109.18,110.5,439500,108.94886
"174",111.440002,112.769997,110.440002,112.589996,803200,111.009521
"175",112.489998,112.690002,111.690002,112.459999,470700,110.881371
"176",112.470001,112.599998,111.25,111.559998,291300,109.993996
"177",111.5,111.839996,110.459999,111.559998,414600,109.993996
"178",111.559998,111.699997,110.160004,110.669998,661300,109.116478
"179",110.889999,110.989998,108.230003,108.919998,726000,107.391037
"180",108.93,109.040001,106.82,107.989998,650000,106.474106
"181",107.910004,110.169998,107.629997,110.150002,533700,108.60379
"182",110.25,110.25,108.269997,108.43,540100,106.907928
"183",108.870003,109.989998,108.379997,109.290001,525100,107.755852
"184",108.910004,109.980003,107.589996,107.889999,579900,106.375511
"185",108.360001,109.279999,107.919998,109.010002,679100,107.479797
"186",109.300003,110.089996,108.300003,109.779999,640100,108.238976
"187",109.620003,109.989998,108.699997,109.730003,547900,108.189682
"188",109.529999,111.139999,109.529999,110.940002,621900,109.38269
"189",111.07,112.75,111.07,112.230003,973600,110.654579
"190",112.25,112.739998,110.93,112.610001,424600,111.029259
"191",112.900002,113.989998,111.699997,112.099998,570200,110.526413
"192",111.919998,112.860001,111.860001,112.139999,626100,110.565857
"193",111.790001,112.57,109.940002,110.139999,667500,108.593925
"194",109.989998,109.989998,106.730003,107.129997,795400,105.626183
"195",107.400002,108.489998,105.57,106.580002,727900,105.083908
"196",106.489998,107.860001,106.489998,107.75,810700,106.23748
"197",107.449997,107.489998,105.220001,105.919998,1057600,104.433151
"198",102.900002,106.080002,101.260002,105.550003,1203800,104.068359
"199",105.260002,106.07,104.800003,105.599998,1003900,104.117661
"200",106.129997,109.099998,105.510002,108.459999,1400100,106.9375
"201",108.760002,110.339996,108.410004,108.519997,814600,106.996666
"202",108.190002,110.910004,107.699997,110.540001,805400,108.988319
"203",111.080002,113.059998,110.419998,112.849998,1359400,111.265884
"204",113.07,113.860001,112.669998,112.959999,464100,111.374336
"205",112.760002,113.169998,111.190002,111.5,1038400,109.934845
"206",110.5,110.769997,106.559998,110.75,2069800,109.195358
"207",109.389999,109.580002,103.029999,103.860001,2763000,102.402092
"208",103.860001,105.07,102.519997,103.489998,1249700,102.037277
"209",103.129997,103.919998,101.309998,102.279999,1116100,100.844269
"210",102.160004,104.059998,101.82,102.699997,778000,101.258369
"211",102.449997,103.110001,100.779999,102.120003,1338500,100.686493
"212",101.660004,103.449997,101.660004,102.400002,941700,100.962578
"213",102.82,102.82,101.419998,101.610001,656500,100.18367
"214",101.919998,102.599998,101.25,101.75,591300,100.321693
"215",101.989998,102.900002,100.650002,101.050003,576300,99.631531
"216",100.550003,101.239998,99.559998,100.739998,715700,99.325882
"217",100.589996,101.129997,99.089996,99.790001,1149800,98.389214
"218",99.309998,99.650002,96.839996,97.709999,1507400,96.338417
"219",97.370003,98.75,95.589996,97.760002,1763500,96.387711
"220",97.379997,97.580002,96,97,1121000,95.63839
"221",96.510002,96.699997,95.260002,95.769997,1029100,94.425636
"222",96.5,98.660004,96.489998,98.379997,1043200,96.999008
"223",98.239998,98.739998,97.169998,97.220001,688500,95.855309
"224",97.230003,97.25,95.919998,96.879997,824600,95.520058
"225",97.089996,98.949997,96.230003,98.769997,866800,97.38353
"226",98.510002,101.599998,98.349998,100.580002,757600,99.168121
"227",100.339996,100.589996,99.07,100.480003,384300,99.069527
"228",100.370003,101.43,99.839996,100.739998,747100,99.325882
"229",101.089996,102.510002,100.360001,102.330002,555800,100.893555
"230",102.709999,108.370003,102.629997,107.470001,1747300,105.961418
"231",107.739998,110.959999,106.959999,108.349998,1618200,106.928558
"232",108.470001,108.989998,105.099998,108.059998,1055300,106.642342
"233",108.300003,110.400002,106.199997,106.260002,876400,104.865974
"234",106.099998,106.93,104.040001,105.949997,1014800,104.560036
"235",105.949997,107.889999,105.269997,107.660004,1113000,106.247604
"236",107.599998,111.529999,107,110.339996,1556200,108.892441
"237",110.5,111.650002,109.809998,111.559998,1492700,110.096443
"238",112.029999,112.589996,110.629997,110.980003,1015600,109.524055
"239",112.970001,114.129997,111.870003,112.440002,1025200,110.964897
"240",112.68,114.980003,111.730003,113.879997,1101600,112.385986
"241",113.919998,114.889999,112.809998,112.93,1046500,111.448463
"242",113.57,114.230003,112.68,113.440002,1335900,111.951767
"243",113.870003,114.790001,112.559998,113.120003,875100,111.635979
"244",113.18,113.959999,111.660004,113.040001,926100,111.557037
"245",112.959999,113.040001,111.349998,112.779999,668800,111.300415
"246",113.199997,115.57,112.800003,114.769997,1157400,113.264313
"247",114.370003,115.279999,114.120003,115.059998,714300,113.550514
"248",115.260002,116.209999,113.760002,114.379997,484200,112.879433
"249",114.199997,114.720001,113.419998,114.160004,368800,112.662323
"250",114.68,114.900002,113.839996,114.370003,299100,112.869576
"251",114.589996,115.120003,113.32,113.349998,507300,111.862968
"252",114.160004,115.720001,113.349998,115.599998,754000,114.08345
"253",115.169998,115.169998,112.309998,113.389999,845900,111.902428
"254",114.150002,114.150002,112.160004,112.790001,689000,111.31031
"255",113.43,113.43,110.730003,111.970001,1201800,110.501053
"256",111.790001,111.800003,109.25,110.150002,1543500,108.704941
"257",110.379997,111.370003,108.620003,110.790001,1228600,109.33654
"258",110.760002,111.559998,109.93,110.360001,732800,108.912186
"259",110.470001,114.970001,110.470001,114.93,982300,113.422234
"260",115,116.82,114.82,116.650002,1637300,115.119667
"261",116.660004,117,115.25,116.419998,620400,114.892677
"262",116.809998,116.970001,115.730003,116.050003,642500,114.527534
"263",116.68,117.410004,115.620003,117.32,803300,115.780869
"264",118.040001,120.199997,116.900002,118.089996,1839900,116.540771
"265",118.209999,118.209999,116.230003,117.809998,710200,116.264442
"266",117.910004,118.120003,115.82,117.25,410300,115.711784
"267",117.970001,118.099998,116.800003,117.989998,684000,116.442078
"268",118.620003,119.269997,117.470001,119.129997,359800,117.567139
"269",119.279999,121.349998,118.699997,121.230003,991000,119.639587
"270",121.309998,121.889999,120.120003,120.269997,632800,118.692162
"271",119.709999,125.809998,117.720001,122.529999,905300,120.922516
"272",122.699997,122.849998,117.959999,121.5,1124900,119.906052
"273",120.989998,122.57,119.239998,121.290001,594000,119.698792
"274",120.419998,121.290001,118.349998,119.300003,637800,117.734901
"275",119.150002,119.940002,113.540001,113.540001,1045600,112.050476
"276",112.080002,117.459999,111.510002,116.860001,1034500,115.326904
"277",116.339996,118.709999,115.75,117.120003,497700,115.583496
"278",116.980003,119.379997,114.870003,114.870003,669700,113.363022
"279",116.010002,116.269997,111.440002,115.279999,917600,113.767632
"280",115.610001,116.75,113.940002,115.610001,430100,114.093315
"281",114.639999,116.459999,114,116.199997,386800,114.675568
"282",115.639999,117.57,114.849998,116.849998,739300,115.317032
"283",117.190002,118.57,115.220001,118.5,552000,116.945389
"284",117.970001,119.099998,117.440002,117.900002,563900,116.353271
"285",117.650002,118.139999,116.580002,117.18,622400,115.642715
"286",117.360001,118.339996,115.400002,115.470001,666900,113.955139
"287",115.449997,118.419998,115.449997,116.709999,1066200,115.178871
"288",117.150002,117.309998,115.550003,116.410004,412000,114.882813
"289",116.400002,117.389999,114.470001,116.720001,643000,115.188736
"290",117.150002,119.769997,116.269997,117.599998,613100,116.057198
"291",117.620003,118.540001,114.120003,114.199997,1159500,112.797707
"292",115.510002,119.739998,113.660004,116.019997,1468100,114.595375
"293",115.919998,125.419998,115.910004,123.839996,2302300,122.319336
"294",123.940002,124,121.739998,123.849998,1288700,122.329216
"295",124.269997,125.93,123.660004,124.949997,976800,123.415703
"296",123.93,126.879997,123.639999,126.199997,721800,124.650368
"297",126.809998,127.68,126.099998,127.269997,768100,125.707222
"298",127.650002,127.82,126.150002,126.660004,674800,125.104721
"299",126.650002,128.149994,125.720001,126.279999,849100,124.729393
"300",126.800003,126.800003,123.730003,123.889999,810600,122.368729
"301",124.120003,125.050003,122.400002,123.260002,873700,121.74646
"302",123.730003,126,123.379997,123.830002,713100,122.309471
"303",123.699997,124.160004,122.57,123.510002,928300,121.993401
"304",123.620003,123.870003,121.620003,123.07,609900,121.5588
"305",123.57,123.739998,122.080002,122.900002,657200,121.390884
"306",123.239998,125.360001,122.849998,124.220001,858200,122.694695
"307",123.709999,126.209999,122.980003,123.029999,578000,121.519287
"308",123.650002,124.389999,121.040001,121.169998,744000,119.682121
"309",122.120003,122.209999,118.25,120.230003,813100,118.753685
"310",121.040001,121.910004,119.760002,120.440002,787300,118.961098
"311",120.629997,122.269997,119.860001,121.379997,640300,119.889542
"312",121.389999,121.459999,117.830002,118.410004,964400,116.956032
"313",118.410004,119.360001,115.489998,116.379997,758000,114.950951
"314",116.800003,118.330002,115.809998,118.040001,719000,116.590576
"315",117.129997,119.610001,117.040001,119.349998,1178600,117.884483
"316",119.82,122.610001,119.410004,121.669998,595300,120.175995
"317",120.720001,120.959999,117.580002,118.5,560700,117.044914
"318",118.730003,120.610001,118.669998,119.150002,473600,117.686943
"319",120.580002,121.129997,119.620003,120.07,674600,118.595634
"320",119.029999,120.220001,118.720001,119.07,677100,117.607925
"321",119.860001,120.730003,118.989998,120.099998,876700,118.625267
"322",120.410004,120.410004,118.879997,119.639999,616400,118.170914
"323",120.419998,121,119.379997,120.550003,460200,119.06974
"324",121.010002,121.910004,119.559998,120.830002,1465700,119.346298
"325",121.330002,122.989998,120.650002,121.5,1216500,120.008087
"326",121.470001,122.379997,120.650002,121.510002,686300,120.01796
"327",121.720001,122.120003,120.220001,120.519997,657700,119.040108
"328",120.699997,120.839996,118.150002,120.139999,979900,118.66478
"329",120.790001,121.870003,119.669998,120.510002,770400,119.030235
"330",120.510002,122.150002,118.800003,122.040001,754600,120.541451
"331",113.040001,115.419998,111.339996,115.019997,3026700,113.607643
"332",114.449997,115.18,113.290001,114.339996,1281700,112.935989
"333",114.32,115.010002,113.959999,114.199997,1070000,112.797707
"334",114.489998,115.160004,112.610001,115.010002,1180600,113.597771
"335",114.989998,118.709999,114.989998,117.699997,1227300,116.25473
"336",117.050003,117.790001,115.209999,117.360001,1253600,115.918907
"337",117.360001,118.099998,116.239998,117.769997,802200,116.323875
"338",117.900002,118.419998,117.040001,117.379997,513500,115.93866
"339",117.5,117.830002,115.419998,115.949997,947800,114.526237
"340",115.660004,117.309998,115.220001,117.269997,833800,115.830009
"341",117.809998,118.400002,116.980003,117.769997,644000,116.323875
"342",117.610001,118.769997,117.230003,118.360001,695700,116.906631
"343",118.470001,118.849998,118.300003,118.709999,640100,117.252335
"344",118.260002,118.470001,117.080002,117.410004,839300,115.968307
"345",117.68,119.269997,117.339996,118.480003,345000,117.025162
"346",118.5,120.029999,118.199997,118.699997,953300,117.24247
"347",118.970001,119.169998,117.779999,117.860001,506400,116.412781
"348",118.639999,119.669998,118.279999,118.739998,815100,117.28196
"349",119.220001,119.790001,118.529999,118.690002,397400,117.232582
"350",118.339996,118.540001,115.32,116.529999,897800,115.099106
"351",116.470001,116.800003,115.199997,115.949997,703900,114.526237
"352",115.529999,116.889999,115.480003,116.690002,565000,115.257149
"353",116,116.300003,114.93,115.610001,768400,114.190407
"354",115.849998,117.760002,115.849998,116.989998,392900,115.553452
"355",117,117,114.459999,114.980003,1094800,113.665306
"356",115.540001,115.550003,113.959999,114.150002,689100,112.844795
"357",114.370003,115.660004,114.300003,115.489998,996300,114.169464
"358",115.800003,116.540001,115.709999,116.129997,974800,114.802147
"359",116.099998,116.459999,114.93,116.040001,653800,114.713188
"360",116.389999,116.849998,115.860001,116.540001,909000,115.207474
"361",116.519997,117.029999,114.32,115.300003,854900,113.981636
"362",115.519997,117.599998,115.519997,116.739998,736400,115.405174
"363",116.970001,117.389999,115.589996,116.010002,1189700,114.683533
"364",116.5,117.349998,114.970001,115.18,1102900,113.863022
"365",115.339996,115.849998,114.470001,114.589996,1219300,113.279747
"366",114.260002,115.699997,114.059998,115.480003,1279700,114.159576
"367",115,115.779999,114.720001,115.160004,731100,113.843246
"368",114.519997,115.440002,114.519997,115.080002,715400,113.76416
"369",115.410004,116.919998,115.089996,116.410004,777500,115.078949
"370",117.040001,117.860001,115.279999,115.529999,638400,114.209
"371",115.660004,115.720001,114.900002,115.010002,664000,113.694954
"372",115.029999,115.089996,113.980003,114.610001,600900,113.299522
"373",114.419998,114.889999,114.370003,114.57,394300,113.259987
"374",114.519997,115.059998,113.029999,113.5,708000,112.202225
"375",112.940002,113.029999,111.779999,112.139999,988400,110.857773
"376",111.779999,112.470001,110.620003,111.440002,880600,110.165787
"377",111.339996,111.339996,109.370003,110.980003,716600,109.711037
"378",110.980003,111.879997,110.379997,111.400002,331500,110.126244
"379",111.669998,111.970001,111.099998,111.379997,1030600,110.106461
"380",111.5,112.610001,111.029999,112.080002,805600,110.798454
"381",112.279999,114.5,112.279999,113.830002,976900,112.528458
"382",114.099998,115.360001,113.720001,115.239998,653400,113.922325
"383",115.110001,115.5,114.5,114.830002,447200,113.517006
"384",115.589996,115.970001,114.220001,114.529999,622800,113.220428
"385",114.690002,115.419998,114.440002,114.739998,649800,113.42804
"386",114.989998,115.029999,114.370003,114.709999,738600,113.398392
"387",114.610001,115.300003,114.010002,114.970001,413100,113.655418
"388",113.099998,114.059998,112.470001,112.68,605500,111.391609
"389",112.419998,113.669998,111.68,112.769997,553900,111.480568
"390",112.419998,113.080002,111.790001,112.669998,432600,111.381721
"391",115,116.650002,113.419998,115.5,1121000,114.179352
"392",115.260002,115.400002,114.18,114.330002,1012800,113.02272
"393",115.339996,118.559998,114.330002,118.120003,1423600,116.769409
"394",118.470001,126.5,117.150002,124.919998,2094300,123.491646
"395",125.279999,125.610001,123.230003,124.980003,1062500,123.550957
"396",124.970001,126.400002,124.779999,124.959999,806500,123.531189
"397",125.019997,125.129997,120.239998,122.099998,1120000,120.70388
"398",119.959999,122.610001,119.120003,121.419998,875300,120.03167
"399",121,122.769997,120.669998,122.610001,658700,121.208061
"400",122.599998,124.220001,122.230003,124.190002,686200,122.769997
"401",123.82,125.25,123.269997,124.360001,678800,122.938034
"402",124,124.93,123.480003,124.739998,721600,123.313683
"403",125.139999,125.470001,122.68,122.849998,421800,121.445313
"404",123.029999,123.879997,122.489998,123.669998,620100,122.255943
"405",123.050003,124.699997,123.050003,124.410004,701500,122.98748
"406",124.480003,124.839996,123.940002,124.419998,572900,122.99736
"407",125,125.730003,124.010002,125.110001,571900,123.679482
"408",125.160004,126.809998,124.279999,125.459999,872600,124.025459
"409",125.529999,126.370003,125.010002,125.370003,659700,123.936501
"410",125.370003,128.169998,125.370003,127.800003,541900,126.338722
"411",127.68,128.149994,126.790001,127.290001,424300,125.834541
"412",127.510002,128.449997,127.25,128.399994,639400,126.931862
"413",128.350006,129.320007,127.940002,128.970001,536000,127.495323
"414",128.820007,128.820007,126.989998,127.709999,539300,126.249748
"415",127.720001,128.570007,127.459999,128.100006,396800,126.635292
"416",128.380005,128.440002,127.169998,127.440002,530600,125.982841
"417",127.279999,127.779999,127,127.419998,478300,125.963058
"418",127.629997,128.970001,127.260002,128.389999,350500,126.921974
"419",128.029999,129.429993,127.169998,129.240005,594700,127.762291
"420",128.789993,130.25,128.419998,130.160004,660400,128.771378
"421",129.990005,130.179993,127.910004,128.139999,735200,126.772911
"422",128.149994,128.179993,126.18,127.110001,545600,125.753906
"423",127.32,127.550003,125.720001,126.720001,555000,125.368073
"424",126.449997,127.330002,125.760002,126.919998,555000,125.565926
"425",127.290001,127.290001,125.139999,125.379997,623400,124.042366
"426",125.150002,125.449997,123.830002,123.949997,692600,122.627609
"427",123.989998,124.400002,123.050003,124.040001,557100,122.71666
"428",124.610001,126.129997,124.269997,126.010002,807200,124.665642
"429",126.169998,127.120003,125.760002,125.860001,488600,124.517242
"430",126.18,126.18,124.910004,126.029999,450500,124.685432
"431",128.520004,132.639999,127.610001,127.769997,1215000,126.406853
"432",127.5,127.5,126.029999,126.150002,554500,124.804138
"433",126.75,127.040001,125.910004,126.75,470600,125.397751
"434",126.800003,128.089996,126.32,126.739998,726300,125.387848
"435",126.699997,127.099998,125.360001,127.010002,384700,125.654976
"436",126.919998,127.239998,125.389999,125.989998,407400,124.645844
"437",125.989998,127.330002,124.82,126.360001,538400,125.011902
"438",126.540001,128.380005,126.089996,126.330002,426800,124.982224
"439",125.989998,127.919998,125.650002,127.839996,877400,126.476105
"440",128.860001,129.039993,128.050003,128.690002,493200,127.317055
"441",128.809998,128.820007,125.290001,125.5,584300,124.161087
"442",126.040001,126.129997,124.870003,124.970001,813100,123.636742
"443",124.919998,125.879997,124.75,125.110001,399900,123.775253
"444",125.529999,126.860001,124.769997,125.300003,405900,123.963211
"445",125.080002,126.730003,124.349998,126.330002,353800,124.982224
"446",126.370003,128.089996,125.910004,127.57,401700,126.208984
"447",127.82,128.830002,125.790001,125.860001,848700,124.517242
"448",125.860001,125.959999,120.730003,120.849998,929500,119.560677
"449",121.779999,122.860001,120.889999,122.540001,918600,121.232674
"450",122.129997,123.699997,121.949997,122.910004,560800,121.598717
"451",123.190002,124.970001,121.900002,124.620003,554000,123.290482
"452",124.940002,126.220001,123.389999,125.639999,490600,124.299591
"453",126.050003,128.169998,125.620003,126.379997,924600,125.031685
"454",126.720001,127.5,125.040001,125.790001,757900,124.447983
"455",125.910004,127.25,124.900002,126.190002,1197100,124.843712
