"","NEE.Open","NEE.High","NEE.Low","NEE.Close","NEE.Volume","NEE.Adjusted"
"110",35.275002,35.435001,34.987499,35.060001,7172800,31.756256
"111",35.060001,35.215,34.537498,34.855,8946400,31.570574
"112",34.855,35.087502,34.740002,34.987499,6944400,31.69058
"113",35.287498,35.547501,35.150002,35.287498,5689200,31.96232
"114",35.302502,35.5275,35.165001,35.467499,11065600,32.125355
"115",35.547501,35.7925,35.48,35.709999,10408800,32.344986
"116",35.762501,35.797501,35.532501,35.5975,9268400,32.243107
"117",35.610001,35.7075,35.48,35.490002,8612800,32.145729
"118",35.529999,35.59,35.105,35.264999,6520800,31.941929
"119",35.2225,35.552502,35.169998,35.397499,7685600,32.061943
"120",35.397499,36.0825,35.342499,35.785,11007600,32.412933
"121",35.8475,36.217499,35.779999,36.057499,7911200,32.659748
"122",35.892502,36.087502,35.505001,35.567501,9662800,32.215931
"123",35.73,35.807499,35.1875,35.255001,8363600,31.932869
"124",35.047501,35.095001,34.740002,34.9925,11584000,31.695108
"125",35.057499,35.404999,35.017502,35.032501,8531600,31.731337
"126",35.212502,35.450001,34.904999,34.904999,4121200,31.615858
"127",34.895,34.947498,34.5625,34.705002,7705600,31.434694
"128",34.634998,34.952499,34.5,34.892502,6964400,31.604532
"129",34.892502,35.290001,34.845001,35.119999,5514000,31.810593
"130",35.157501,35.452499,35.067501,35.2575,6750400,31.935141
"131",35.380001,35.380001,34.8825,35.1875,7593600,31.871733
"132",35.465,35.560001,35.165001,35.195,6771600,31.878527
"133",35.305,35.3325,35.047501,35.145,5557200,31.833239
"134",35.412498,35.532501,35.330002,35.415001,5052800,32.077797
"135",35.352501,35.432499,35.1875,35.2425,11244400,31.921555
"136",35.317501,35.529999,35.247501,35.372501,5471600,32.039295
"137",35.485001,35.514999,35.3325,35.450001,3773600,32.109505
"138",35.580002,35.967499,35.5,35.869999,6280000,32.48991
"139",35.790001,36.107498,35.642502,36.092499,5413600,32.691452
"140",36.102501,36.102501,35.779999,35.787498,8410400,32.415192
"141",35.842499,35.862499,35.529999,35.7775,5401200,32.406136
"142",35.654999,36.395,35.572498,36.372501,7041600,32.945065
"143",36.237499,36.337502,35.990002,36.162498,5680000,32.75486
"144",36.150002,36.439999,36.112499,36.279999,4625200,32.86129
"145",36.3325,36.720001,36.314999,36.522499,6780400,33.080929
"146",36.470001,36.805,36.459999,36.642502,6042000,33.189625
"147",36.540001,36.744999,36.345001,36.685001,6688000,33.228123
"148",36.637501,36.959999,36.584999,36.884998,5674400,33.409275
"149",36.737499,36.8325,36.52,36.6875,5915600,33.230385
"150",36.7075,36.872501,36.622501,36.772499,4819200,33.307384
"151",36.75,36.895,36.674999,36.837502,4750800,33.366257
"152",36.970001,37.047501,36.737499,36.810001,11042000,33.341343
"153",36.717499,37.075001,36.705002,36.93,5367600,33.450039
"154",36.91,37.012501,36.662498,36.794998,5086000,33.327763
"155",36.9025,37.092499,36.845001,37.014999,3908000,33.527023
"156",36.872501,37.334999,36.872501,37.262501,4777200,33.751209
"157",37.247501,37.544998,37.195,37.494999,5415200,33.961792
"158",37.357498,37.580002,37.084999,37.1525,5450800,33.651573
"159",37.125,37.650002,37.012501,37.482498,5754800,33.950474
"160",37.5,37.709999,37.419998,37.612499,3898000,34.068222
"161",37.642502,37.797501,37.505001,37.709999,5402400,34.156532
"162",37.407501,37.587502,37.1875,37.41,5781200,34.107071
"163",37.5,37.5,37.235001,37.327499,5164400,34.031864
"164",37.415001,37.612499,37.25,37.525002,5036400,34.211922
"165",37.575001,37.724998,37.509998,37.720001,3499600,34.389709
"166",37.7575,37.82,37.535,37.68,5597200,34.353241
"167",37.605,37.709999,37.5425,37.654999,4246000,34.330441
"168",37.75,37.755001,37.552502,37.627499,6826000,34.305378
"169",37.75,37.825001,37.415001,37.540001,4287200,34.225601
"170",37.544998,37.612499,37.325001,37.564999,4299200,34.248383
"171",37.650002,37.677502,37.0625,37.0625,9138400,33.790253
"172",37.112499,37.724998,37.110001,37.372501,7742400,34.072895
"173",37.302502,37.369999,36.764999,37.064999,11796800,33.792534
"174",37.064999,37.900002,37.002499,37.849998,9118000,34.508232
"175",37.77,37.837502,36.982498,37.282501,7717200,33.990837
"176",37.262501,37.297501,37.012501,37.044998,5824800,33.774296
"177",37,37.455002,36.912498,37.387501,4588000,34.086559
"178",37.5275,37.595001,37.299999,37.522499,9065600,34.209641
"179",37.5,37.5,36.845001,37.075001,6562000,33.801655
"180",37.115002,37.232498,36.93,36.98,7026800,33.715038
"181",37.102501,37.1525,36.474998,36.685001,5489600,33.446083
"182",36.685001,36.9575,36.6175,36.695,5647600,33.4552
"183",36.759998,36.814999,36.549999,36.59,4904800,33.359474
"184",36.552502,36.827499,36.4575,36.705002,6024800,33.464314
"185",36.727501,37.060001,36.727501,36.924999,5562000,33.664898
"186",36.712502,36.849998,36.427502,36.5625,6888800,33.3344
"187",36.372501,36.845001,36.174999,36.747501,5395600,33.503067
"188",36.737499,36.810001,36.5825,36.637501,5267200,33.402779
"189",36.842499,36.919998,36.587502,36.685001,4581200,33.446083
"190",36.592499,36.7425,36.404999,36.7225,4008400,33.480274
"191",36.75,37.1525,36.650002,37.142502,4390400,33.863194
"192",37.134998,37.142502,36.764999,36.939999,6817600,33.678566
"193",36.799999,36.9175,36.567501,36.8675,5110800,33.61248
"194",36.990002,37.0975,36.922501,36.974998,4396400,33.710472
"195",36.974998,37.285,36.860001,37.2575,3512000,33.968029
"196",37.157501,37.6875,37.157501,37.467499,5319600,34.159492
"197",37.5275,37.735001,37.349998,37.674999,5221600,34.348682
"198",37.8475,38.067501,37.610001,37.637501,4461200,34.314491
"199",37.810001,37.950001,37.474998,37.880001,5396400,34.53558
"200",37.875,38.215,37.7575,38.1675,5164400,34.797695
"201",38.057499,38.195,37.9175,38.134998,4298800,34.768059
"202",38.1675,38.487499,38.049999,38.467499,5249600,35.071205
"203",38.435001,38.560001,38.244999,38.540001,5750800,35.137314
"204",38.494999,38.674999,38.3325,38.595001,4873200,35.187443
"205",38.529999,38.599998,38.297501,38.555,5718400,35.15099
"206",38.485001,38.547501,37.84,38.465,7509200,35.068928
"207",38.700001,39,38.34,38.3475,5894000,34.961807
"208",38.3475,39.200001,38.345001,38.959999,5807200,35.520222
"209",38.827499,39.047501,38.7225,38.84,5413600,35.41082
"210",38.772499,38.889999,38.577499,38.767502,5310800,35.344719
"211",38.9175,38.93,38.272499,38.345001,5747600,34.959526
"212",38.372501,38.6875,37.092499,37.465,15917200,34.157223
"213",37.435001,38.287498,37.375,38.162498,12337600,34.793137
"214",38.224998,38.282501,37.912498,37.965,5631600,34.613079
"215",38.0825,38.955002,37.98,38.872501,7872000,35.440449
"216",38.747501,38.935001,38.477501,38.73,7970800,35.310528
"217",38.584999,38.9025,38.525002,38.8125,4779600,35.38575
"218",38.645,38.855,38.462502,38.790001,5143200,35.365234
"219",38.834999,39.25,38.709999,39.195,4e+06,35.734474
"220",39.127499,39.637501,39.0625,39.599998,6055200,36.10371
"221",39.712502,39.82,39.2575,39.34,5320000,35.866684
"222",39.349998,39.427502,39.087502,39.322498,5458800,35.850712
"223",39.25,39.322498,38.9725,39.009998,4312000,35.565811
"224",39.052502,39.1675,38.827499,38.98,5787600,35.53846
"225",39.122501,39.2225,38.939999,39.052502,5325200,35.604568
"226",38.807499,38.987499,38.639999,38.794998,7773600,35.593769
"227",38.900002,39.099998,38.869999,39.0075,2544400,35.788746
"228",39.0625,39.389999,38.977501,39.25,6070800,36.011238
"229",39.375,39.599998,39.267502,39.447498,4949200,36.192436
"230",39.325001,39.572498,39.125,39.442501,8354400,36.18784
"231",39.522499,39.720001,39.342499,39.509998,13614800,36.249779
"232",39.5975,39.797501,39.107498,39.3675,5712400,36.119045
"233",39.412498,39.490002,38.880001,38.9925,5603600,35.774979
"234",39.107498,39.2075,38.612499,38.91,6810000,35.699287
"235",39.130001,39.592499,38.947498,39.445,7935600,36.190147
"236",39.432499,39.544998,39.252499,39.544998,5808400,36.281898
"237",39.619999,39.7575,39.3475,39.7575,5248000,36.476852
"238",39.747501,39.837502,39.360001,39.8125,6435600,36.527321
"239",39.709999,39.849998,39.205002,39.267502,7953600,36.027287
"240",39.407501,39.509998,38.950001,39.1175,14412000,35.889664
"241",39.182499,39.810001,38.892502,39.494999,8908000,36.236019
"242",39.669998,39.759998,39.307499,39.607498,13972000,36.339237
"243",39.654999,39.7925,39.0275,39.087502,7763200,35.862141
"244",39.125,39.247501,38.509998,38.525002,6260000,35.346062
"245",38.525002,38.834999,38.372501,38.41,8838800,35.24054
"246",38.4575,38.817501,38.169998,38.619999,7148800,35.43322
"247",38.727501,38.842499,38.575001,38.634998,4315200,35.44698
"248",38.674999,38.837502,38.497501,38.5,2894000,35.32312
"249",38.657501,38.837502,38.529999,38.822498,4305200,35.619007
"250",38.799999,39.105,38.787498,39.087502,3426800,35.862141
"251",39.212502,39.32,39.002499,39.047501,4746400,35.825443
"252",39.107498,39.1675,38.605,38.772499,4766400,35.573132
"253",38.522499,38.9575,37.945,37.950001,11008000,34.818504
"254",37.877499,38.2575,37.657501,37.755001,13629200,34.639591
"255",37.845001,37.985001,37.650002,37.927502,10318000,34.797867
"256",37.927502,38.310001,37.877499,38.240002,7225200,35.084583
"257",38.387501,38.387501,37.827499,37.959999,6527600,34.827682
"258",37.7225,37.9025,37.540001,37.647499,7042800,34.54097
"259",37.625,37.775002,37.442501,37.625,7550400,34.520321
"260",37.532501,37.8675,37.314999,37.580002,6386400,34.479042
"261",37.610001,37.77,37.267502,37.634998,7471600,34.529499
"262",37.737499,38.1875,37.645,37.970001,9304400,34.836853
"263",38.014999,38.014999,37.555,37.695,7951200,34.584549
"264",37.77,37.817501,37.485001,37.540001,8988000,34.442341
"265",37.615002,37.825001,37.400002,37.505001,7438800,34.410217
"266",37.5,38.275002,37.5,38.18,10592400,35.029522
"267",37.982498,38.057499,37.52,37.712502,7874400,34.600605
"268",37.7075,38.337502,37.5,38.272499,9845200,35.114395
"269",38.715,39.807499,38.674999,39.422501,14587200,36.169498
"270",39.299999,39.325001,38.872501,38.919998,10057200,35.70845
"271",38.875,39.119999,38.572498,38.775002,7823200,35.575439
"272",38.807499,39.695,38.654999,39.605,12930800,36.336937
"273",39.6525,39.91,38.9175,39.084999,8848000,35.859844
"274",38.869999,39.355,38.77,38.98,9291200,35.763512
"275",39.009998,39.57,38.462502,38.572498,14612400,35.389637
"276",37.9575,38.34,36.787498,37.389999,16941200,34.30471
"277",37.4025,37.669998,36.9725,37.022499,11514800,33.967541
"278",36.919998,37.2775,36.317501,36.322498,9683600,33.325298
"279",36.494999,37.287498,36.275002,37.025002,9090800,33.96983
"280",37.055,37.787498,36.715,37.5,8123200,34.405636
"281",37.445,37.955002,37.0625,37.767502,6312400,34.651062
"282",37.52,37.8825,37.197498,37.52,6436800,34.423992
"283",37.557499,38.610001,37.459999,38.607498,8742000,35.421749
"284",38.6675,39.139999,38.395,39.012501,6546800,35.793335
"285",38.895,39.0275,38.310001,38.452499,7792000,35.279537
"286",38.452499,38.797501,37.900002,37.939999,8582000,34.809326
"287",38.127499,38.372501,37.830002,38.077499,5802400,34.935482
"288",38.119999,39.162498,38.095001,39.064999,7286800,35.841496
"289",38.935001,39.080002,38.532501,38.662498,7758800,35.725994
"290",38.68,38.8675,37.919998,37.919998,8176400,35.039886
"291",38.0825,38.377499,37.939999,38.037498,10905200,35.148468
"292",38.174999,38.595001,37.994999,38.307499,12315600,35.397949
"293",38.299999,38.645,37.834999,38.212502,8696800,35.310177
"294",38.174999,38.807499,38.017502,38.755001,6870800,35.811466
"295",38.645,38.895,38.212502,38.314999,10504800,35.404888
"296",38.185001,38.422501,38.014999,38.262501,8304000,35.356377
"297",38.392502,38.669998,38.235001,38.577499,6678800,35.647449
"298",38.587502,38.7225,38.32,38.702499,6500800,35.762951
"299",38.674999,38.747501,38.384998,38.5975,8162400,35.665928
"300",38.805,39.0975,38.5075,38.6675,6522400,35.730614
"301",39.025002,39.610001,39.009998,39.502499,12254000,36.502186
"302",39.5,39.77,39.224998,39.535,9372800,36.532223
"303",39.605,40.419998,39.564999,40.259998,31720000,37.20216
"304",40.259998,40.422501,39.700001,39.982498,9596000,36.94574
"305",40.025002,40.182499,39.877499,40.105,6401600,37.058933
"306",40.105,40.490002,39.9175,40.02,6814800,36.980392
"307",40.077499,41.0625,39.950001,40.4725,14222400,37.398518
"308",40.494999,40.895,39.797501,39.872501,12314400,36.84409
"309",40.0075,40.517502,39.9725,40.357498,6942000,37.292255
"310",40.4375,41.102501,40.25,40.647499,9727600,37.56023
"311",40.787498,40.862499,40.009998,40.567501,13328400,37.486309
"312",40.8825,41.029999,40.68,40.8325,7818800,37.731178
"313",40.985001,41.177502,40.2575,40.592499,8113200,37.509403
"314",40.592499,40.799999,40.182499,40.5,9571200,37.423931
"315",40.424999,40.674999,40.112499,40.5825,6724400,37.50016
"316",40.567501,41.107498,40.1875,41,6187200,37.885952
"317",40.884998,41.040001,40.557499,40.6875,5771200,37.597187
"318",40.575001,40.855,40.34,40.532501,7316000,37.453976
"319",40.232498,40.685001,40.232498,40.450001,7605200,37.37772
"320",40.325001,40.435001,40.0625,40.259998,5022400,37.20216
"321",40.2575,40.432499,39.662498,39.767502,6236400,36.747074
"322",39.9175,40.2225,39.875,40.055,5483200,37.01273
"323",40.252499,40.662498,40.18,40.529999,6602800,37.451649
"324",40.560001,40.9025,40.287498,40.805,5316400,37.705761
"325",40.982498,41.287498,40.697498,40.715,4332800,37.622604
"326",40.669998,40.779999,40.264999,40.634998,6535600,37.548683
"327",40.68,40.855,40.035,40.197498,6915200,37.144405
"328",40.2925,40.369999,40.075001,40.282501,6576000,37.22295
"329",40.5,40.962502,39.9025,40.5425,11652000,37.463207
"330",40.389999,40.692501,39.974998,40.0825,7904400,37.038136
"331",40.209999,40.970001,40.147499,40.802502,7402400,37.703461
"332",40.677502,41.102501,40.580002,40.990002,5682000,37.876717
"333",41.072498,41.237499,40.950001,40.977501,9057600,37.865166
"334",40.922501,40.9375,40.692501,40.805,5028400,37.705761
"335",40.865002,41.040001,40.712502,40.862499,10694000,37.758907
"336",40.7075,41.025002,40.380001,40.764999,10460400,37.668804
"337",40.799999,41.282501,40.767502,41.022499,6462400,37.906742
"338",41.07,41.084999,40.7225,40.837502,7877200,37.735794
"339",40.6525,40.654999,39.884998,39.977501,8817600,36.941113
"340",40.035,40.072498,39.465,39.572498,8864800,36.566864
"341",39.935001,40.067501,39.625,40.057499,7849600,37.015041
"342",40.182499,40.3325,39.987499,40.185001,4292800,37.132854
"343",40.262501,40.282501,39.842499,40.049999,4741600,37.008114
"344",39.8125,39.977501,39.387501,39.712502,6076400,36.696236
"345",39.6525,39.752499,39.165001,39.2925,6155200,36.308147
"346",39.384998,39.455002,39.0075,39.105,5956400,36.134892
"347",39.1175,39.34,38.805,39.112499,6256800,36.141811
"348",39.262501,40.134998,39.25,40.055,8385200,37.01273
"349",40.165001,40.3325,39.7925,39.857498,6550000,36.830227
"350",40.02,40.2225,39.8475,40.07,9017200,37.026596
"351",40.032501,40.419998,39.994999,40.299999,6408800,37.239124
"352",40.302502,40.747501,40.27,40.605,6498000,37.520954
"353",40.412498,41.122501,40.412498,40.932499,7674000,37.823582
"354",40.84,41.4175,40.762501,41.317501,8811600,38.17934
"355",41.195,41.654999,41.060001,41.452499,10660000,38.304085
"356",41.4175,41.4175,40.505001,40.77,7797200,37.67342
"357",40.627499,40.772499,40.172501,40.2925,7173600,37.487347
"358",40.3475,40.355,39.737499,39.825001,8493200,37.052402
"359",39.830002,39.997501,38.945,39.032501,10116800,36.315067
"360",39.047501,39.412498,38.865002,39.095001,7104400,36.373222
"361",39.1675,39.34,39.049999,39.200001,7227600,36.470913
"362",39.255001,39.2925,38.764999,38.849998,6426000,36.145279
"363",38.849998,39.387501,38.817501,39.352501,7450800,36.612785
"364",39.407501,39.672501,39.18,39.285,6272000,36.549992
"365",39.290001,39.790001,39.057499,39.705002,8846000,36.940754
"366",39.645,39.912498,39.212502,39.884998,16682000,37.108215
"367",39.904999,40.192501,39.787498,40.102501,6415600,37.310574
"368",40.16,40.775002,40.16,40.75,9922400,37.912994
"369",40.8825,40.8825,40.540001,40.674999,5251600,37.843212
"370",40.662498,41.142502,40.625,40.842499,7038000,37.999054
"371",40.91,41.107498,40.695,41.075001,8840800,38.215374
"372",41.235001,41.712502,41.099998,41.599998,7033200,38.703827
"373",41.5825,42.080002,41.5825,41.692501,7905200,38.789875
"374",41.834999,42.162498,41.740002,42.02,8846000,39.094582
"375",42.055,42.3825,41.639999,41.702499,7838400,38.799191
"376",41.66,42.047501,41.467499,41.7575,6784400,38.850357
"377",41.91,42.305,41.752499,42.252499,6444400,39.310898
"378",42.247501,42.3125,41.904999,42.139999,5366400,39.206226
"379",42.172501,42.202499,41.857498,42.134998,9321200,39.201572
"380",42.217499,42.662498,42.1525,42.577499,6277600,39.61327
"381",42.532501,42.5975,41.182499,41.330002,9356000,38.452621
"382",41.080002,42.072498,40.877499,41.860001,7404400,38.945713
"383",41.924999,42.322498,41.849998,42.102501,5583200,39.171337
"384",42.122501,42.287498,41.845001,42.122501,7370000,39.189941
"385",42.1675,42.404999,41.974998,42.380001,6308800,39.429516
"386",42.380001,42.512501,42.18,42.375,5545600,39.424866
"387",42.422501,42.674999,42.407501,42.552502,5195200,39.590008
"388",42.522499,42.580002,42.252499,42.355,4843600,39.406261
"389",42.497501,42.875,42.424999,42.5625,6447200,39.599312
"390",42.474998,42.557499,42.087502,42.4925,4944800,39.534184
"391",42.592499,42.639999,42.072498,42.2075,6605600,39.269024
"392",41.955002,42.615002,41.555,42.552502,9324000,39.590008
"393",42.255001,42.397499,41.627499,41.9375,10608800,39.017822
"394",42.0975,42.352501,41.842499,42.040001,7826800,39.113182
"395",41.965,42.119999,41.555,41.744999,6894800,38.838734
"396",41.68,41.794998,41.4375,41.557499,6059200,38.664284
"397",41.764999,41.932499,41.485001,41.884998,6672400,38.968979
"398",41.767502,42.067501,41.362499,41.974998,8429600,39.052708
"399",42.130001,42.404999,41.705002,42.362499,7048800,39.413235
"400",42.327499,42.982498,42.212502,42.787498,5184000,39.808647
"401",42.665001,43.017502,42.642502,42.752499,3531200,39.776093
"402",42.744999,42.744999,42.387501,42.657501,4073600,39.687695
"403",42.525002,42.735001,42.297501,42.52,3776000,39.559772
"404",42.5425,42.755001,42.397499,42.712502,3419600,39.738865
"405",42.8675,43.264999,42.700001,42.732498,4484000,39.757469
"406",42.787498,43.0975,42.75,42.825001,6452000,39.843544
"407",42.865002,43.134998,42.822498,42.985001,4366800,39.992397
"408",43.075001,43.48,43.005001,43.192501,6485600,40.185459
"409",43.142502,43.764999,42.965,43.697498,6614400,40.655293
"410",43.764999,43.912498,43.459999,43.7925,5126000,40.743671
"411",43.787498,43.9025,43.470001,43.575001,4678800,40.541317
"412",43.622501,43.622501,43.040001,43.157501,4931600,40.152885
"413",43.232498,43.294998,42.779999,42.927502,5132800,39.938908
"414",43.005001,43.259998,42.852501,42.907501,4972400,39.920288
"415",43.040001,43.209999,42.77,43.174999,5074800,40.169167
"416",43.327499,43.450001,42.650002,42.865002,5547600,39.880753
"417",42.825001,42.8675,42.43,42.639999,6960800,39.671413
"418",42.502499,42.715,42.474998,42.6325,5860000,39.924263
"419",42.59,42.880001,42.57,42.7075,6477200,39.994499
"420",42.73,42.950001,42.349998,42.525002,7193600,39.823589
"421",42.560001,42.6875,42.302502,42.5075,6797200,39.807209
"422",42.5,42.965,42.412498,42.904999,7756400,40.179451
"423",43.105,43.702499,43.044998,43.455002,8914800,40.694519
"424",43.067501,43.375,42.872501,43.025002,7582000,40.291828
"425",43.189999,43.247501,42.912498,43.0075,6013200,40.27544
"426",43.029999,43.34,43.025002,43.037498,8125200,40.303535
"427",43.060001,43.259998,42.93,43.125,7226000,40.385479
"428",43.195,43.672501,42.977501,43.650002,8164800,40.877125
"429",43.532501,43.592499,43.002499,43.412498,6674800,40.654713
"430",43.195,43.514999,43.105,43.465,6198800,40.703884
"431",43.459999,43.557499,43.205002,43.360001,4172400,40.605549
"432",43.3325,43.389999,41.932499,42.2925,9291600,39.605865
"433",42.169998,42.3825,41.605,42.317501,8137200,39.629276
"434",42.407501,42.845001,41.985001,42.689999,16923200,39.978107
"435",42.625,42.630001,42.110001,42.202499,8995600,39.52158
"436",42.2925,42.2925,41.532501,41.712502,7246400,39.062714
"437",41.837502,41.837502,41.067501,41.112499,8836800,38.500824
"438",41.165001,41.642502,41.0625,41.397499,9672400,38.767723
"439",41.52,41.907501,41.52,41.900002,9424800,39.238297
"440",41.8475,41.855,41.577499,41.747501,5196000,39.095486
"441",41.91,42.439999,41.880001,42.334999,5572400,39.645657
"442",42.2425,42.775002,41.634998,42.060001,9156000,39.388134
"443",42.0425,42.325001,41.547501,42.3125,9448000,39.624592
"444",42.3475,43.192501,42.3475,43.092499,8373200,40.355042
