"","KEYS.Open","KEYS.High","KEYS.Low","KEYS.Close","KEYS.Volume","KEYS.Adjusted"
"191",42.169998,42.599998,42.060001,42.549999,1436000,42.549999
"192",42.650002,42.650002,41.950001,42.009998,477900,42.009998
"193",41.810001,42.099998,41.685001,41.799999,489900,41.799999
"194",41.799999,41.884998,41.459999,41.759998,349800,41.759998
"195",41.790001,42.294998,41.759998,42.169998,403900,42.169998
"196",42.119999,42.369999,41.869999,42.369999,344400,42.369999
"197",42.32,42.639999,42.220001,42.529999,378200,42.529999
"198",42.52,42.849998,42.389999,42.720001,492300,42.720001
"199",42.810001,42.82,42.285,42.5,676600,42.5
"200",42.48,42.990002,42.279999,42.5,841400,42.5
"201",42.639999,42.959999,42.5,42.849998,455100,42.849998
"202",42.650002,42.860001,42.400002,42.75,292400,42.75
"203",43.02,43.189999,42.84,42.860001,436900,42.860001
"204",42.939999,42.990002,42.5,42.529999,314400,42.529999
"205",42.52,43,42.43,42.990002,354600,42.990002
"206",43,43.240002,42.529999,43.07,806700,43.07
"207",43.16,43.32,42.790001,42.990002,631200,42.990002
"208",42.990002,44.290001,42.93,44.290001,854000,44.290001
"209",44,44.330002,43.740002,44.25,788900,44.25
"210",44.310001,44.790001,44.280998,44.669998,759900,44.669998
"211",44.84,44.939999,44.549999,44.57,519400,44.57
"212",44.43,44.759998,44.040001,44.360001,578900,44.360001
"213",44.369999,44.860001,44.330002,44.779999,821600,44.779999
"214",44.759998,45.105,44.110001,45.080002,700400,45.080002
"215",44.98,45.650002,44.900002,45.41,827100,45.41
"216",45.18,45.509998,45.18,45.389999,830400,45.389999
"217",45.09,45.189999,44.240002,44.48,517100,44.48
"218",44.279999,44.705002,44.189999,44.560001,417800,44.560001
"219",44.279999,44.5,44.185001,44.32,883900,44.32
"220",44.110001,44.299999,43.869999,44,456400,44
"221",43.720001,43.759998,43.470001,43.580002,527400,43.580002
"222",43.73,44.040001,43.57,43.900002,549900,43.900002
"223",43.830002,44.009998,43.610001,43.619999,435300,43.619999
"224",43.68,44.040001,43.68,44.009998,997000,44.009998
"225",44.169998,45.150002,44.169998,45.150002,578500,45.150002
"226",45.330002,45.355,45.044998,45.189999,379800,45.189999
"227",45.299999,45.459999,45.16,45.34,154000,45.34
"228",45.220001,45.32,44.810001,44.880001,694100,44.880001
"229",45.029999,45.035,44.650002,44.709999,1309000,44.709999
"230",44.639999,44.689999,43.02,43.099998,921500,43.099998
"231",43.16,43.939999,42.73,43.5,1440600,43.5
"232",43.369999,43.470001,42.5,43.459999,584500,43.459999
"233",43.700001,43.869999,41.84,41.900002,787400,41.900002
"234",42,42.59,41.959999,42.189999,949100,42.189999
"235",42.060001,42.23,41.68,42.080002,1149900,42.080002
"236",44.5,45.080002,42.279999,42.720001,2120700,42.720001
"237",42.790001,43.560001,42.259998,43.349998,1803100,43.349998
"238",43.220001,43.349998,42.139999,42.23,799900,42.23
"239",42.34,42.34,41.84,42.029999,720800,42.029999
"240",41.82,42.369999,41.75,41.82,606300,41.82
"241",41.84,42.450001,41.84,42.23,1227500,42.23
"242",41.77,42.880001,41.77,42.68,1652900,42.68
"243",42.919998,43.18,42.77,43.049999,600100,43.049999
"244",43.02,43.41,42.98,43,740600,43
"245",43.23,43.299999,42.689999,42.93,490600,42.93
"246",42.91,43.110001,42.59,42.619999,554100,42.619999
"247",42.57,42.599998,41.669998,42.07,443600,42.07
"248",41.860001,42,41.57,41.599998,237800,41.599998
"249",41.560001,41.75,41.330002,41.540001,337400,41.540001
"250",41.75,42.240002,41.529999,42.18,580900,42.18
"251",42.18,42.479,41.529999,41.599998,634400,41.599998
"252",41.900002,42.290001,41.595001,42.150002,656000,42.150002
"253",42.150002,42.830002,42.040001,42.75,606400,42.75
"254",42.919998,43.200001,42.509998,42.959999,779300,42.959999
"255",43.310001,44.119999,43.029999,43.919998,1200200,43.919998
"256",44.049999,44.709999,43.98,44.57,869700,44.57
"257",44.700001,45.779999,44.634998,45.150002,1105400,45.150002
"258",45.049999,45.099998,44.290001,44.34,846400,44.34
"259",44.400002,44.939999,44.279999,44.919998,482300,44.919998
"260",44.970001,45.080002,44.639999,44.82,505300,44.82
"261",45.040001,45.16,44.470001,44.75,695100,44.75
"262",44.970001,46.02,44.860001,46.009998,752400,46.009998
"263",45.919998,46.119999,45.639999,45.77,450800,45.77
"264",45.830002,46.43,45.810001,46.330002,732100,46.330002
"265",46.240002,46.490002,45.919998,46.48,549800,46.48
"266",46.5,46.630001,46.380001,46.549999,759600,46.549999
"267",46.529999,46.900002,45.98,46.029999,780100,46.029999
"268",46.360001,46.459999,45.549999,45.740002,414800,45.740002
"269",46.02,46.580002,45.82,46.580002,410100,46.580002
"270",46.799999,48.029999,46.799999,47.650002,1233100,47.650002
"271",46.98,47.66,46.849998,47.200001,997800,47.200001
"272",47.5,47.950001,46.639999,46.720001,799700,46.720001
"273",46.529999,47.23,46.459999,47.150002,628100,47.150002
"274",46.700001,46.919998,46.119999,46.380001,561600,46.380001
"275",45.759998,46.654999,44.830002,44.84,974400,44.84
"276",43.939999,45.310001,43.02,45.150002,1114000,45.150002
"277",44.939999,45.59,44.709999,45.23,994100,45.23
"278",45.279999,45.279999,43.810001,43.810001,792400,43.810001
"279",44.27,44.549999,42.130001,43.259998,992500,43.259998
"280",43.549999,44.299999,43.490002,44.029999,573800,44.029999
"281",43.790001,44.59,43.639999,44.470001,433500,44.470001
"282",44.049999,45.549999,43.959999,45.369999,623400,45.369999
"283",45.549999,46.040001,45.099998,45.98,548200,45.98
"284",45.91,46.060001,45.52,45.869999,257900,45.869999
"285",45.59,46.029999,45.540001,45.700001,402500,45.700001
"286",45.880001,46.285,45.57,45.57,393800,45.57
"287",45.82,46.060001,45.310001,45.57,604500,45.57
"288",45.830002,46.34,45.560001,46.290001,580600,46.290001
"289",46.549999,47.943001,46.490002,47.75,818700,47.75
"290",47.599998,48.16,47.324001,47.43,1150400,47.43
"291",47.540001,47.790001,46.950001,47.009998,647900,47.009998
"292",47.040001,47.200001,45.98,46.580002,801500,46.580002
"293",47.049999,50.040001,47.049999,49.419998,2951300,49.419998
"294",48.990002,50.715,48.91,50.540001,1894400,50.540001
"295",51.209999,52.860001,51.200001,52.549999,2284400,52.549999
"296",52.27,52.869999,51.84,52.610001,1811300,52.610001
"297",53,53.328999,52.41,52.59,933400,52.59
"298",53.080002,54.110001,52.84,54.07,1178500,54.07
"299",54.189999,55.209999,54.099998,54.619999,919400,54.619999
"300",54.650002,55.189999,53.779999,53.869999,670100,53.869999
"301",54.02,54.139999,53.369999,53.580002,966400,53.580002
"302",53.82,53.970001,53.240002,53.380001,1044000,53.380001
"303",53.400002,53.709999,53.279999,53.389999,2121900,53.389999
"304",53.150002,53.360001,52.139999,52.689999,809200,52.689999
"305",52.619999,53.07,52.450001,52.700001,811800,52.700001
"306",52.689999,53.68,52.689999,53.16,1246400,53.16
"307",52.709999,53.150002,51.869999,51.889999,691200,51.889999
"308",51.82,52.080002,50.77,50.810001,654000,50.810001
"309",51.68,52.299999,50.900002,52.189999,704200,52.189999
"310",52.450001,53.09,51.110001,51.34,843300,51.34
"311",51.34,51.580002,50.389999,51.23,795400,51.23
"312",51.360001,52.779999,51.264999,52.389999,602100,52.389999
"313",51.990002,52.32,50.66,51.139999,771200,51.139999
"314",51.43,51.990002,51.150002,51.630001,966300,51.630001
"315",50.709999,52.125,50.549999,52.02,767100,52.02
"316",52.330002,52.41,51.610001,52.049999,726500,52.049999
"317",51.720001,52.259998,50.25,50.57,758200,50.57
"318",51.080002,52.23,51.005001,51.290001,681200,51.290001
"319",52.110001,53.25,52.060001,52.830002,909800,52.830002
"320",52.59,53.189999,52.560001,53.110001,673500,53.110001
"321",53.27,54.060001,53.27,53.84,795300,53.84
"322",54.080002,54.700001,53.834999,53.889999,1198500,53.889999
"323",54.279999,54.389999,53.610001,53.799999,849400,53.799999
"324",53.950001,54.84,53.779999,54.509998,734100,54.509998
"325",54.610001,55.02,54.389999,54.57,592300,54.57
"326",54.330002,54.52,53.77,54.110001,543300,54.110001
"327",54.02,54.439999,53.549999,53.560001,616700,53.560001
"328",53.720001,54.580002,53.720001,54.23,910000,54.23
"329",54.34,54.830002,53.200001,53.610001,554500,53.610001
"330",53.389999,53.790001,52.632999,53.529999,683000,53.529999
"331",53.549999,54.205002,53.259998,53.790001,561700,53.790001
"332",53.790001,54,52.310001,52.32,1460900,52.32
"333",52.130001,52.490002,51.66,51.68,1736500,51.68
"334",51.470001,51.759998,50.880001,51.349998,1757300,51.349998
"335",51.470001,51.720001,51.029999,51.209999,1734000,51.209999
"336",51.080002,51.75,50.59,51.630001,1155000,51.630001
"337",51.599998,52.59,51.23,52.43,1048300,52.43
"338",52.509998,52.75,52.220001,52.240002,790300,52.240002
"339",52.240002,52.959999,52.240002,52.73,764500,52.73
"340",52.860001,53.25,52.59,53.150002,754600,53.150002
"341",53.310001,53.73,53.080002,53.09,890700,53.09
"342",53.099998,53.790001,52.91,53.639999,1800600,53.639999
"343",53.84,54.240002,53.279999,53.41,1428500,53.41
"344",52.98,53.810001,52.553001,53.450001,1730900,53.450001
"345",53.509998,53.974998,53.380001,53.529999,1066300,53.529999
"346",53.509998,53.91,53.43,53.759998,979500,53.759998
"347",53.849998,54.455002,53.75,53.830002,925700,53.830002
"348",54.099998,54.509998,53.77,54,891400,54
"349",54.200001,54.380001,53.779999,53.830002,710600,53.830002
"350",53.529999,53.740002,53.235001,53.59,1114000,53.59
"351",53.610001,53.955002,53.139999,53.439999,1201100,53.439999
"352",53.459999,53.689999,53.139999,53.299999,943100,53.299999
"353",53.009998,53.75,52.669998,53.029999,1315700,53.029999
"354",53.360001,53.720001,52.959999,52.990002,2803400,52.990002
"355",59.139999,62.41,56.509998,58.740002,14763800,58.740002
"356",59.419998,59.82,58.509998,59.810001,3214200,59.810001
"357",59.990002,61.110001,59.66,61.110001,2658600,61.110001
"358",61.259998,61.790001,61.110001,61.360001,1148600,61.360001
"359",61.549999,62.189999,61.380001,61.919998,1561700,61.919998
"360",61.98,62.040001,60.07,60.400002,1466000,60.400002
"361",60.240002,61.110001,60.105,60.990002,981800,60.990002
"362",60.98,61.799999,60.84,61.689999,646600,61.689999
"363",61.689999,61.860001,61.32,61.599998,714400,61.599998
"364",61.610001,62.209999,61.189999,61.400002,1956500,61.400002
"365",61.540001,61.740002,61.02,61.220001,1275300,61.220001
"366",61.080002,61.310001,60.759998,61.23,2147600,61.23
"367",60.619999,61.509998,60.200001,61.5,779500,61.5
"368",61.200001,61.360001,60.18,61.240002,1179700,61.240002
"369",61.57,61.790001,60.84,60.98,800200,60.98
"370",60.790001,60.970001,60.27,60.529999,892600,60.529999
"371",60.650002,60.650002,60.075001,60.099998,1324900,60.099998
"372",59.799999,59.811001,58.34,58.740002,962300,58.740002
"373",58.869999,59.889999,58.869999,59.360001,1013800,59.360001
"374",59.549999,59.73,58.529999,58.549999,682300,58.549999
"375",58.290001,59.240002,58.169998,59.07,761800,59.07
"376",59.200001,59.849998,59.009998,59.029999,869000,59.029999
"377",58.549999,59.779999,58.509998,59.68,648000,59.68
"378",59.919998,59.919998,59.205002,59.450001,461800,59.450001
"379",59.639999,59.68,58.93,59.5,774100,59.5
"380",59.5,60.02,59.48,59.830002,686000,59.830002
"381",60,60.360001,59.73,60.139999,982200,60.139999
"382",60.389999,60.82,60.189999,60.419998,606900,60.419998
"383",60.189999,60.41,59.639999,59.740002,1123400,59.740002
"384",59.950001,60.310001,59.830002,60.080002,792000,60.080002
"385",60.169998,60.509998,59.77,59.970001,489100,59.970001
"386",60,60.164001,59.439999,59.619999,446500,59.619999
"387",59.580002,60.470001,59.209999,60.299999,290500,60.299999
"388",60.540001,61.25,60.139999,60.709999,454600,60.709999
"389",60.799999,61.18,60.650002,60.919998,679900,60.919998
"390",61.02,61.169998,60.450001,60.59,424600,60.59
"391",60.400002,60.400002,59.424999,59.610001,768800,59.610001
"392",60.150002,60.389999,58.779999,59.16,525900,59.16
"393",59.209999,59.93,59.169998,59.630001,913200,59.630001
"394",59.630001,60.490002,59.57,60.41,898500,60.41
"395",60.560001,60.869999,58.950001,59.16,559400,59.16
"396",59.119999,59.470001,57.380001,57.459999,846800,57.459999
"397",57.73,58.66,57.009998,58,830000,58
"398",58,58.869999,58,58.740002,657800,58.740002
"399",58.400002,59.900002,58.240002,59.689999,624800,59.689999
"400",59.66,59.830002,58.720001,59.310001,664700,59.310001
"401",59.43,60.345001,59.43,60.130001,685400,60.130001
"402",60.169998,60.580002,60.150002,60.389999,591700,60.389999
"403",60.529999,60.57,59.880001,60.459999,489000,60.459999
"404",60.450001,61.200001,60.150002,60.25,884800,60.25
"405",60,60.220001,59.66,59.93,543800,59.93
"406",59.900002,60.639999,59.705002,59.790001,996600,59.790001
"407",60,61.07,59.450001,60.490002,1262000,60.490002
"408",60.240002,60.439999,58.889999,58.93,1462200,58.93
"409",59.150002,60.360001,59.119999,59.639999,1152700,59.639999
"410",59.689999,59.895,59.049999,59.82,830600,59.82
"411",59.950001,60.509998,59.830002,60.189999,1299200,60.189999
"412",60.299999,60.700001,60,60.439999,1393400,60.439999
"413",69.510002,70.400002,63.860001,64.169998,4895400,64.169998
"414",64.349998,65.040001,62.889999,62.970001,1743100,62.970001
"415",62.990002,63.5,62.59,62.889999,1719900,62.889999
"416",63.23,64.540001,63.23,64.519997,1002400,64.519997
"417",64.529999,64.800003,63.66,64.110001,906300,64.110001
"418",64.330002,64.720001,64.040001,64.449997,608800,64.449997
"419",64.400002,64.959999,64.139999,64.32,800500,64.32
"420",64.389999,65.014999,64.339996,64.889999,761100,64.889999
"421",64.900002,65.629997,64.349998,65.480003,1160100,65.480003
"422",65.519997,65.779999,64.75,65.550003,1376300,65.550003
"423",65.599998,66.330002,65.345001,65.739998,960700,65.739998
"424",65.540001,66.080002,65.330002,65.650002,852300,65.650002
"425",66,66.300003,65.665001,66.089996,753300,66.089996
"426",65.919998,66.57,65.845001,66.5,665500,66.5
"427",66.550003,66.625,65.110001,66.129997,1051600,66.129997
"428",66.489998,67.080002,66.18,66.400002,1091200,66.400002
"429",66.400002,66.669998,65.370003,65.800003,1171200,65.800003
"430",65.800003,65.949997,64.089996,64.139999,893300,64.139999
"431",64.220001,65.43,64.220001,65.199997,1405700,65.199997
"432",65.389999,65.68,64.559998,64.93,1388400,64.93
"433",65.400002,65.440002,64.809998,64.860001,1479900,64.860001
"434",64.959999,65.900002,64.589996,64.629997,1815500,64.629997
"435",64.389999,64.919998,63.900002,64.910004,1855100,64.910004
"436",64.949997,65.800003,64.875,65.510002,1289100,65.510002
"437",65.889999,66.370003,64.800003,64.949997,696800,64.949997
"438",65.050003,65.709999,65.050003,65.650002,817000,65.650002
"439",65.690002,66.830002,65.690002,66.279999,1161900,66.279999
"440",66.699997,67,65.82,66.110001,920700,66.110001
"441",65.949997,66.290001,65.330002,65.790001,798500,65.790001
"442",66.110001,66.279999,65.699997,66.110001,549300,66.110001
"443",66.010002,66.019997,64.75,65.489998,1332700,65.489998
"444",65.489998,66.5,64.68,65.199997,1233700,65.199997
"445",64.870003,64.870003,62.82,63.970001,587300,63.970001
"446",63.77,64.639999,63.439999,64.459999,767500,64.459999
"447",64.459999,64.489998,61.310001,61.389999,1211700,61.389999
"448",60.630001,61.880001,60.200001,60.439999,1047200,60.439999
"449",61.830002,62.330002,60.59,62.02,1418800,62.02
"450",62,62.040001,61.130001,61.470001,787800,61.470001
"451",62,63.119999,61.490002,63.080002,1670800,63.080002
"452",63.130001,63.419998,61.349998,63.23,1657300,63.23
"453",64.5,65.040001,62.639999,63.07,1051700,63.07
"454",63.439999,63.68,61.66,61.779999,888300,61.779999
"455",62.02,62.564999,61.419998,61.939999,921200,61.939999
"456",61.169998,62.060001,60.101002,61.610001,684200,61.610001
"457",61.57,61.740002,58.380001,58.490002,890800,58.490002
"458",58.150002,59.73,58.150002,59.380001,1513000,59.380001
"459",58.240002,59.740002,57.369999,58.529999,1058900,58.529999
"460",59.450001,59.650002,55.630001,56.509998,833100,56.509998
"461",56.41,57.549999,55.880001,57.130001,1104000,57.130001
"462",55.32,57.700001,54.759998,57.080002,5419600,57.080002
"463",57.639999,57.799999,56.049999,57.560001,3626000,57.560001
"464",57.84,58.080002,56.220001,57.18,2954200,57.18
"465",57.189999,58.700001,56.349998,58.34,47677800,58.34
"466",58.200001,59.137001,58.200001,58.700001,2699500,58.700001
"467",59.049999,60.799999,58.549999,60.669998,3037900,60.669998
"468",60.889999,61.48,60.52,60.810001,1621800,60.810001
"469",60.400002,60.509998,58.279999,59.189999,1992000,59.189999
"470",58.799999,58.990002,57.939999,58.150002,1414600,58.150002
"471",58.16,59.169998,57.720001,57.849998,1121700,57.849998
"472",58.470001,58.900002,57.080002,57.459999,1421600,57.459999
"473",57.349998,58.82,57.139999,58.73,1239100,58.73
"474",58.369999,58.799999,57.764999,57.990002,1655600,57.990002
"475",57.93,58.130001,55.540001,55.57,2814700,55.57
"476",54.720001,55.279999,53.209999,54.349998,3043000,54.349998
"477",57.52,59,56.849998,57.330002,4279300,57.330002
"478",56.57,57.34,56.470001,56.580002,818900,56.580002
"479",57.279999,58.619999,56.849998,58.529999,2070600,58.529999
"480",58.290001,59.790001,58.040001,59.400002,2611800,59.400002
"481",59.509998,61.580002,59.150002,61.5,1822700,61.5
"482",61.380001,61.880001,60.98,61.52,1793500,61.52
"483",61.52,61.869999,61.029999,61.82,1765100,61.82
"484",62.689999,63.09,61.950001,62.41,1259500,62.41
"485",62.189999,62.48,60.57,60.98,1536900,60.98
"486",59.790001,60.849998,59.490002,60.709999,1446600,60.709999
"487",60.650002,60.935001,58.25,58.68,1296000,58.68
"488",58.59,60,58.169998,59.610001,1128300,59.610001
"489",60.66,60.77,59.200001,59.529999,968000,59.529999
"490",60.549999,61.369999,60.23,60.669998,1270100,60.669998
"491",60.77,61.169998,59.709999,60.619999,1565700,60.619999
"492",60.130001,61.540001,60.040001,61.490002,2596400,61.490002
"493",61.330002,61.330002,59.57,59.900002,1914600,59.900002
"494",60.380001,61.349998,60.27,60.720001,2051700,60.720001
"495",60.939999,61.919998,59.41,60.07,2197400,60.07
"496",59.98,60.509998,57.73,58.57,1802600,58.57
"497",58.919998,59.990002,57.040001,57.130001,3179400,57.130001
"498",56.84,57.060001,55.914001,56.040001,779700,56.040001
"499",56.360001,58.709999,56.110001,58.700001,1026500,58.700001
"500",57.98,59.450001,57.150002,59.450001,1095200,59.450001
"501",59.830002,60.845001,59.240002,60.130001,1097600,60.130001
"502",60.73,62.080002,60.709999,62.080002,1547100,62.080002
"503",61.169998,61.91,60.630001,61.419998,1021000,61.419998
"504",60.68,61.48,58.240002,58.32,1216400,58.32
"505",59.360001,61.950001,59.02,61.950001,1737000,61.950001
"506",61.990002,64.660004,61.869999,64.489998,2224800,64.489998
"507",65.040001,65.879997,64.129997,65.650002,1448700,65.650002
"508",65.989998,67.279999,65.510002,67.07,1029200,67.07
"509",66.849998,67.290001,66.300003,67.260002,1136800,67.260002
"510",66.889999,67.589996,66.620003,67.239998,1168100,67.239998
"511",67.18,67.709999,66.550003,67.309998,1421900,67.309998
"512",67.410004,68.519997,67.290001,68.510002,1193800,68.510002
"513",68.510002,69.400002,67.879997,69.050003,1514100,69.050003
"514",69.050003,69.288002,67.82,69.220001,2160900,69.220001
"515",69.519997,70.199997,68.870003,69.580002,2418500,69.580002
"516",69.32,69.389999,67.419998,67.800003,2487600,67.800003
"517",68.230003,68.504997,66.959999,67.620003,1933900,67.620003
"518",67.940002,71.18,67.934998,70.650002,3327600,70.650002
"519",71.540001,71.830002,70.699997,71.07,2493400,71.07
"520",71.129997,72.290001,70.709999,72.290001,2081600,72.290001
"521",72.559998,72.790001,71.599998,71.650002,1440500,71.650002
"522",72.099998,73.559998,71.269997,73.300003,1737700,73.300003
"523",73.410004,74.106003,73.199997,74.019997,2316200,74.019997
"524",74.349998,75.580002,74.139999,75.18,3211700,75.18
"525",75.260002,75.616997,74.620003,75.389999,1570200,75.389999
"526",75.849998,75.940002,74.879997,75.639999,1713400,75.639999
"527",75.639999,77.084999,74.720001,77.050003,1796700,77.050003
"528",76.510002,76.769997,75.260002,76.300003,1124300,76.300003
"529",75.800003,77.07,75.540001,76.860001,1897200,76.860001
"530",77.129997,78.290001,77,78.010002,1873500,78.010002
"531",78.449997,78.910004,78.110001,78.32,1895300,78.32
"532",78.980003,79.830002,78.730003,78.900002,1444500,78.900002
"533",78.860001,79.470001,78.470001,79.019997,2388100,79.019997
"534",79.889999,80.489998,79.400002,80.379997,1694300,80.379997
"535",81.330002,81.480003,80.509003,80.660004,1807600,80.660004
"536",81,81.650002,80.779999,81.080002,1883400,81.080002
"537",81.459999,82,80.040001,81.75,2878300,81.75
"538",84.139999,86.010002,81.599998,82.459999,4069900,82.459999
"539",83.32,84.709999,83,83.080002,2405200,83.080002
"540",83.199997,84.849998,83.110001,84.639999,2164700,84.639999
"541",84.5,85.470001,84.169998,84.82,1594800,84.82
"542",84.599998,84.949997,83.980003,84.410004,1650000,84.410004
"543",85,85.989998,84.709999,85.900002,1679400,85.900002
"544",86.150002,86.589996,84.290001,85.230003,1850000,85.230003
"545",85.5,85.5,84.529999,85.260002,1713700,85.260002
"546",85.349998,85.489998,84.510002,85.25,1967900,85.25
"547",85,85.25,84.001999,84.580002,1556700,84.580002
"548",83.669998,84.199997,83.150002,83.989998,957300,83.989998
"549",84.300003,85.110001,84.18,85,1257000,85
"550",85.040001,85.369003,84.260002,84.889999,1307200,84.889999
"551",85.209999,85.709999,84.165001,84.209999,3057800,84.209999
"552",84.410004,85.5,84,85.330002,2090500,85.330002
"553",85.360001,86.512001,85.059998,85.980003,3138900,85.980003
"554",85.980003,86.550003,85.269997,85.739998,2537100,85.739998
"555",86.220001,86.75,85.709999,86.290001,1924800,86.290001
"556",86.400002,87.199997,85.599998,86.360001,1054400,86.360001
"557",86.25,88,86,87.529999,993800,87.529999
"558",87.080002,88.089996,84.68,84.760002,1596500,84.760002
"559",84.75,85.014999,83.790001,84.779999,1306300,84.779999
"560",85.5,86.209999,84.57,85.360001,1221200,85.360001
"561",85.629997,86.190002,84.330002,85.32,1103800,85.32
"562",85.620003,87.120003,85.370003,86.510002,1414800,86.510002
"563",87,87.57,86.599998,87.199997,1208500,87.199997
"564",88,89.559998,87.970001,89.139999,1405000,89.139999
"565",89.269997,89.599998,88.389999,89.290001,1471500,89.290001
"566",89.68,90.348,88.949997,89.989998,1192500,89.989998
"567",90,90.345001,88.110001,88.970001,1277300,88.970001
"568",89.370003,89.925003,89.099998,89.440002,1045900,89.440002
"569",89.190002,89.900002,88.519997,89.849998,1182900,89.849998
"570",89.440002,90.93,89.339996,90.120003,1296200,90.120003
"571",90.120003,90.889999,89.931,90.620003,1048600,90.620003
"572",90.839996,91.419998,90.300003,91.370003,1462700,91.370003
"573",91.779999,92,90.870003,91.839996,1184300,91.839996
"574",92,92.989998,91.110001,91.699997,1305700,91.699997
"575",92,92.129997,90.379997,90.519997,1360100,90.519997
"576",91,91.470001,88.160004,88.300003,2337800,88.300003
"577",88.489998,89.849998,88.07,89.839996,1339600,89.839996
"578",90,91.25,89.599998,90.589996,1220400,90.589996
"579",90.849998,92.839996,90.839996,92.269997,1864400,92.269997
"580",92.370003,93.769997,92.150002,92.790001,1482700,92.790001
"581",92.019997,92.080002,87.029999,87.739998,2614100,87.739998
"582",87.230003,87.489998,84.07,85.879997,4195700,85.879997
"583",86.279999,86.839996,85.239998,86.730003,1745900,86.730003
"584",86.5,87.099998,86.014999,87.029999,1331400,87.029999
"585",88,88.470001,85.790001,85.860001,1891000,85.860001
"586",85.75,87.690002,85.599998,87.349998,1303400,87.349998
"587",88,88.220001,87.254997,88.18,908600,88.18
"588",86.150002,88.334999,85.690002,88.139999,968100,88.139999
"589",87.199997,87.629997,85.620003,86.419998,1219800,86.419998
"590",86.400002,87.540001,86.220001,86.75,1177900,86.75
"591",85.839996,87.269997,84.830002,86.300003,956300,86.300003
"592",85.800003,86.660004,84.300003,85.830002,866900,85.830002
"593",84.120003,84.18,82.359001,82.620003,1523300,82.620003
"594",82.900002,84.099998,82.830002,83.790001,1512700,83.790001
"595",83.5,84.919998,82.900002,84.410004,962500,84.410004
"596",84.480003,85.830002,84.260002,85.190002,1169100,85.190002
"597",83.980003,84.050003,81.650002,81.860001,2187200,81.860001
"598",77.809998,77.809998,72.639999,74.559998,4709800,74.559998
"599",75.470001,75.969002,75.110001,75.360001,2392600,75.360001
"600",75,76.720001,74.360001,75.760002,1489500,75.760002
"601",74.669998,74.709999,72.970001,73.559998,2287300,73.559998
"602",74.150002,74.540001,73.5,73.690002,1231400,73.690002
"603",74.089996,74.556999,72.889999,73.129997,2782200,73.129997
"604",72.540001,72.739998,71.029999,71.419998,2425800,71.419998
"605",79.760002,81.779999,77.011002,79.489998,6986400,79.489998
"606",78.580002,78.959999,74.940002,75.129997,2882400,75.129997
"607",75.150002,75.93,73.610001,74.209999,3018100,74.209999
"608",75.25,78.370003,75.150002,78.160004,2413400,78.160004
"609",78.739998,79.535004,78,79.080002,2514100,79.080002
"610",79.349998,80.080002,77.769997,79.919998,2314900,79.919998
"611",80.099998,82.339996,79.940002,82.129997,1954700,82.129997
"612",82.809998,83.580002,82.220001,82.360001,1641600,82.360001
"613",82.93,83.769997,82.57,83.669998,2451500,83.669998
"614",83.669998,84.459999,83.129997,84.360001,1424900,84.360001
"615",84.410004,85.324997,84.285004,84.830002,2098200,84.830002
"616",84.239998,84.43,82.919998,83.830002,1726500,83.830002
"617",83.800003,84.809998,83.220001,83.339996,1331500,83.339996
"618",83.809998,86.059998,83.650002,86,1319900,86
"619",86,86.940002,85.779999,86.790001,1393800,86.790001
"620",87.620003,88.599998,87.57,88.400002,1863800,88.400002
"621",88,88,86.300003,86.419998,2073600,86.419998
"622",86.269997,86.660004,85.610001,86.449997,1277200,86.449997
"623",86.120003,86.25,84.775002,85.220001,1404200,85.220001
"624",86.010002,88.010002,85.849998,87.230003,1494000,87.230003
"625",87.580002,88.105003,87.050003,87.120003,1313800,87.120003
"626",87.32,89.989998,86.559998,89.809998,7290000,89.809998
"627",91.900002,94.519997,91.5,92.830002,3007900,92.830002
"628",92.5,92.5,89.580002,90.849998,2096300,90.849998
"629",90.849998,91.440002,89.93,91.360001,756500,91.360001
"630",90.5,91.5,89.010002,91.470001,1032900,91.470001
"631",90.519997,90.809998,89.660004,89.830002,1162200,89.830002
"632",89.699997,90.389999,89.019997,90.050003,1739800,90.050003
"633",90.470001,91.730003,88.919998,88.949997,1813700,88.949997
"634",89.25,89.879997,88.550003,89.760002,1345000,89.760002
"635",89.68,91.550003,89.349998,91.370003,938700,91.370003
"636",91.5,91.608002,90.18,91.010002,772000,91.010002
"637",90.830002,90.93,89.160004,89.419998,815600,89.419998
"638",89.199997,89.375,88.074997,88.220001,1139000,88.220001
"639",87.75,87.940002,86.510002,87.379997,914600,87.379997
"640",87.739998,88.290001,87.419998,87.459999,892200,87.459999
"641",85.620003,87.940002,85.620003,87.43,956200,87.43
"642",87.669998,89,87.389999,88.779999,665500,88.779999
"643",89.389999,93.860001,89.199997,93.709999,2063500,93.709999
"644",93,93,90.469002,90.75,1798400,90.75
"645",91.449997,91.919998,90.440002,90.800003,965300,90.800003
"646",91,91,89.410004,90.260002,572400,90.260002
"647",89.849998,91.650002,89.510002,91.209999,827500,91.209999
"648",91.169998,91.279999,88.410004,89.519997,1431800,89.519997
"649",89.339996,92.790001,89.160004,89.589996,1129500,89.589996
"650",89,89,86.029999,88.099998,1149000,88.099998
"651",85.290001,86,82.720001,83.540001,1454100,83.540001
"652",84.589996,86.019997,83.980003,85.879997,950100,85.879997
"653",84.449997,85.459999,83.690002,85.230003,1054800,85.230003
