"","D.Open","D.High","D.Low","D.Close","D.Volume","D.Adjusted"
"446",73.419998,73.879997,73.010002,73.360001,3694300,64.718689
"447",73.419998,74.050003,72.959999,73.209999,3663000,64.586357
"448",73.489998,73.5,71.589996,71.779999,3424000,63.324791
"449",71.650002,72,70.790001,71.370003,3111700,62.963093
"450",71.309998,71.900002,71.019997,71.610001,3378200,63.174835
"451",71.519997,72.629997,71.5,72.300003,2163500,63.783566
"452",72.139999,72.559998,71.690002,72.300003,2153400,63.783566
"453",72.32,72.790001,71.959999,72.230003,2239100,63.721802
"454",72.169998,73.989998,72.169998,73.5,4303900,64.842216
"455",73.779999,73.900002,72.870003,73.269997,3175400,64.639297
"456",73.459999,73.989998,72.790001,72.910004,3225500,64.321701
"457",73.209999,74.650002,72.879997,74.190002,3834500,65.450928
"458",74.059998,74.110001,72.489998,72.730003,2758100,64.162903
"459",73.089996,73.580002,71.010002,71.669998,3841200,63.227757
"460",71.849998,72.790001,71.68,72.199997,3443000,63.695328
"461",72.519997,72.940002,71.720001,72.839996,3824400,64.259949
"462",72.389999,72.610001,71.309998,71.419998,3774800,63.007202
"463",71.809998,72.440002,69.980003,70.330002,5079500,62.045605
"464",70.400002,70.650002,68.699997,69.889999,4719200,61.657436
"465",70,70.730003,69.699997,70.230003,3363200,61.957394
"466",70.349998,70.790001,70.010002,70.669998,2464300,62.345551
"467",70.889999,71.260002,70.43,71.18,2829600,62.795486
"468",71.279999,71.620003,70.32,71.220001,2045600,62.830772
"469",71.260002,72.440002,71.110001,72.25,2682900,63.739441
"470",72.339996,74.269997,72.339996,73.43,4031700,64.780457
"471",73.419998,74.169998,72.949997,74.019997,2821900,65.300941
"472",73.720001,74.650002,73.260002,73.650002,4401100,64.974541
"473",73.190002,73.589996,72.43,73.449997,4769600,64.798096
"474",74.110001,74.330002,73.25,73.610001,3683300,64.93924
"475",73.510002,74.440002,73.349998,74.419998,3159500,65.653824
"476",74.720001,75.239998,73.910004,74.660004,4930500,65.865562
"477",74.5,74.519997,73.230003,73.349998,2795200,64.709877
"478",73.360001,73.459999,72.769997,73.099998,1316500,64.489319
"479",73.059998,74.029999,73.010002,73.989998,3143000,65.274498
"480",73.830002,74.309998,73.410004,74.110001,4646700,65.380356
"481",73.900002,74.080002,72.809998,73.32,3555700,64.683395
"482",73.949997,74,73.129997,73.75,3841200,65.062752
"483",73.790001,74.529999,73.57,74.5,5397600,65.724403
"484",74.120003,75.209999,73.639999,75.129997,4425400,66.280197
"485",75.370003,76.449997,75.029999,75.32,5453000,66.447815
"486",74.75,74.900002,73.360001,74.779999,5493500,66.710983
"487",74.970001,76.360001,74.480003,75.610001,5232800,67.451431
"488",75.75,76.339996,73.849998,76.269997,5784400,68.040207
"489",76.190002,76.620003,75.959999,76.25,3991700,68.022377
"490",76.389999,76.669998,75.190002,75.260002,5076300,67.139191
"491",75.43,76.43,75.43,76.050003,4938400,67.843956
"492",76.139999,77.190002,75.550003,76.919998,9081600,68.620064
"493",76.989998,77.139999,73.650002,74,8619700,66.01516
"494",74.599998,75.360001,73.440002,73.589996,5676100,65.649391
"495",74.239998,74.540001,73.5,74.110001,7216000,66.113289
"496",74.459999,75.660004,73.769997,74.82,8028100,66.746666
"497",75.550003,76.900002,74.540001,74.889999,9307300,66.80912
"498",74.900002,75.480003,70.809998,71.120003,3515200,63.445908
"499",71.300003,72.300003,70.160004,72.300003,4576100,64.498589
"500",72.300003,73.25,71.379997,73.25,9444000,65.346077
"501",73.400002,74.029999,72.940002,73.260002,4643500,65.355011
"502",73.32,73.599998,71.089996,71.459999,11807900,63.749233
"503",71.400002,71.480003,70.230003,71.18,6378000,63.499432
"504",71.139999,71.57,70.279999,70.839996,6264700,63.196125
"505",70.669998,72.440002,70.639999,72.209999,4567300,64.418297
"506",71.889999,72.389999,71.050003,71.510002,5009200,63.793835
"507",71.510002,72.389999,71.18,72.339996,5453500,64.534279
"508",72.260002,72.75,71.709999,72.220001,3986300,64.427216
"509",72.339996,72.900002,70.660004,71.900002,7266500,64.141747
"510",71.18,71.449997,69.419998,69.849998,5615400,62.312946
"511",69.360001,69.370003,67.720001,67.970001,7249500,60.635792
"512",67.519997,68.949997,67.410004,68.879997,5780900,61.44762
"513",68.690002,69.029999,68.120003,68.970001,5575000,61.527905
"514",68.760002,69.25,68.540001,68.940002,4184300,61.50116
"515",69.139999,69.199997,68.300003,68.769997,4149700,61.349491
"516",68.690002,68.980003,68.029999,68.589996,5481900,61.188911
"517",68.599998,69.480003,68.580002,69.43,5005600,61.938263
"518",69.57,69.709999,68.489998,69.129997,4967200,61.670643
"519",68.82,69.529999,68.82,69.160004,5621600,61.697395
"520",68.980003,69.230003,68.279999,68.370003,7980300,60.992653
"521",68.800003,68.949997,67.470001,68.690002,6100500,61.278118
"522",68.5,69.709999,68.5,69.440002,5566000,61.947197
"523",69.440002,70.599998,69.040001,70.239998,8457000,62.660862
"524",70.419998,71.360001,70.019997,70.970001,5090100,63.312103
"525",70.860001,71.709999,70.510002,71.449997,6226500,63.740314
"526",71.309998,72,71.040001,71.93,4041200,64.168518
"527",71.779999,71.970001,71.269997,71.790001,2893800,64.043625
"528",71.809998,72.669998,71.389999,72.669998,3397700,64.828659
"529",72.610001,73.07,72.349998,73.050003,4160900,65.167664
"530",72.870003,73.360001,72.5,72.809998,3481000,64.953552
"531",72.949997,73.589996,72.400002,73.199997,3938600,65.301476
"532",72.989998,73.410004,72.699997,73.25,7234100,65.346077
"533",73.260002,73.690002,72.809998,72.900002,3642100,65.033859
"534",73.239998,73.57,73.010002,73.260002,4662400,65.355011
"535",73.269997,73.68,73.010002,73.540001,6081000,65.60479
"536",73.5,73.779999,73.230003,73.540001,5685700,65.60479
"537",73.349998,74.440002,73.309998,74.339996,3966400,66.318474
"538",74.540001,75.050003,74.07,75.050003,3219100,66.951859
"539",75.110001,75.239998,74.339996,75.120003,3751100,67.014305
"540",75,75.110001,73.32,73.889999,4357300,65.917015
"541",73.739998,74.400002,73.709999,74.330002,3596900,66.30954
"542",73.529999,74.32,73.300003,74.089996,6208800,66.921936
"543",74.129997,74.879997,73.769997,74.790001,3917700,67.55423
"544",74.919998,75.269997,74.129997,75.269997,4604200,67.987778
"545",75.269997,75.959999,75.120003,75.449997,6087400,68.150368
"546",75.559998,76.099998,75.25,75.830002,4963000,68.493614
"547",76.110001,76.470001,75.849998,76.120003,4242900,68.755547
"548",76.230003,76.349998,75.139999,75.730003,3754500,68.40329
"549",75.620003,76.489998,75.620003,76.32,3727000,68.936195
"550",76.5,76.669998,76.040001,76.330002,4095200,68.945236
"551",76.349998,76.529999,76.139999,76.300003,4801400,68.918137
"552",76.599998,76.739998,76.07,76.639999,5120600,69.225243
"553",76.440002,77.220001,76.239998,77.040001,13410800,69.586525
"554",77.099998,77.160004,76.269997,76.610001,3797600,69.198151
"555",76.669998,76.720001,75,75.190002,5730500,67.91552
"556",75.449997,75.449997,74.769997,74.940002,4656000,67.68972
"557",75.110001,75.489998,74.910004,75.110001,4049400,67.843269
"558",75.190002,75.889999,75.050003,75.519997,5324200,68.213593
"559",75.720001,76.040001,75.199997,75.940002,3770600,68.592979
"560",76.050003,76.93,75.790001,76.879997,2658300,69.442017
"561",76.720001,76.919998,76.300003,76.839996,4460700,69.405891
"562",76.809998,77.050003,75.589996,75.669998,4236300,68.349083
"563",75.510002,76.769997,75.220001,76.660004,5008300,69.243301
"564",76.57,76.839996,75.769997,76.690002,3488800,69.270401
"565",76.800003,77,76.029999,76.970001,3934700,69.523323
"566",76.849998,77.269997,76.239998,76.959999,3358700,69.514275
"567",77.099998,77.120003,76.290001,76.900002,2701600,69.460091
"568",76.910004,77.5,76.440002,77.470001,4478300,69.974937
"569",77.269997,77.300003,76.400002,76.669998,3525700,69.252342
"570",76.599998,76.830002,76.010002,76.389999,3272300,68.999428
"571",76.5,76.879997,75.540001,75.830002,4466000,68.493614
"572",75.879997,76.309998,75.690002,76.300003,2169900,68.918137
"573",76.150002,76.5,75.620003,76.440002,2063000,69.044586
"574",76.550003,76.919998,76.18,76.669998,3362600,69.252342
"575",76.480003,76.989998,75.029999,75.120003,3079300,67.852303
"576",75.220001,75.690002,74.669998,75.269997,3023000,67.987778
"577",75.269997,75.669998,74.889999,74.919998,3307700,67.671638
"578",74.82,75.059998,74.410004,74.699997,2351400,67.472923
"579",74.75,75.589996,74.599998,75.449997,2922900,68.150368
"580",75.540001,76.379997,75.379997,76.290001,2836500,68.909096
"581",75.949997,76.830002,75.75,76.550003,2215800,69.143951
"582",76.809998,77.300003,76.660004,76.790001,1702300,69.360733
"583",76.510002,76.610001,75.790001,76.169998,2598700,68.80072
"584",76.290001,77.910004,76.199997,77.870003,3359900,70.33625
"585",77.5,77.849998,76.919998,77.139999,2878300,69.676872
"586",77.279999,77.389999,76.459999,76.980003,2450300,69.532349
"587",75.760002,77.029999,75.589996,76.790001,3126300,69.360733
"588",76.790001,76.790001,75.400002,75.489998,3725900,68.186501
"589",75.389999,75.480003,74.639999,75.040001,3684500,67.780052
"590",75,75.199997,73.75,73.809998,3180300,66.669029
"591",73.75,73.989998,72.610001,73.309998,3652200,66.217415
"592",73.260002,74.589996,73.07,74.559998,2336000,67.346474
"593",74.309998,75.769997,74.309998,75.599998,3522200,68.285866
"594",75.480003,75.620003,74.470001,74.589996,2907600,67.373566
"595",74.790001,74.919998,74.290001,74.290001,2870900,67.102592
"596",74.230003,75.400002,74.07,75.32,2659500,68.032936
"597",74.720001,75.790001,74.669998,75.599998,2474300,68.285866
"598",75.790001,76.400002,75.550003,76.050003,2702500,68.692329
"599",76.129997,77.080002,75.75,76.730003,3505100,69.306534
"600",76.730003,77.550003,76.580002,77.330002,2832300,69.848488
"601",77.43,78.139999,77.220001,78.050003,3302000,70.498825
"602",78.150002,78.309998,77.68,77.720001,2101800,70.20076
"603",77.910004,77.910004,76.220001,76.25,5757300,68.872971
"604",76.519997,76.650002,75.120003,75.220001,3159000,67.942612
"605",75.169998,75.599998,74.040001,74.309998,3663600,67.120674
"606",74.459999,75.300003,74.209999,75.18,3256300,67.906487
"607",75.32,76.07,74.910004,75.959999,2833800,68.611031
"608",75.879997,76.160004,74.480003,75.970001,2951400,68.620056
"609",76.230003,78.110001,75.800003,77.610001,3738000,70.101387
"610",76.610001,76.790001,76.029999,76.349998,5094200,69.788795
"611",76.940002,77.639999,75.779999,75.790001,5142900,69.276909
"612",75.669998,75.75,75.050003,75.419998,3520100,68.938698
"613",75.339996,75.400002,73.540001,73.910004,9242000,67.558472
"614",74.199997,75.349998,74.150002,75.080002,11598100,68.627914
"615",75.389999,76.080002,75.190002,76.07,7525100,69.532845
"616",76.150002,76.830002,75.879997,76.660004,3964100,70.072144
"617",76.849998,77.330002,75.639999,76.419998,3638800,69.85276
"618",76.919998,76.919998,75.760002,76.43,3410100,69.861908
"619",76.199997,77.480003,76.160004,77.169998,4075200,70.538322
"620",77.5,78.080002,76.760002,77.410004,3340500,70.75769
"621",77.660004,78.440002,76.709999,78.349998,8070500,71.61692
"622",78.449997,79.470001,78.139999,79.220001,5455600,72.412148
"623",79.160004,79.360001,78.510002,78.699997,3563300,71.936829
"624",78.540001,78.610001,76.43,76.459999,4253500,69.889336
"625",76.519997,76.879997,76.199997,76.720001,3452700,70.126991
"626",76.730003,77.540001,76.660004,77.32,6014400,70.67543
"627",77.18,77.550003,76.32,77.050003,4652300,70.428642
"628",77.379997,77.860001,77.099998,77.379997,3407500,70.73027
"629",77.709999,78.720001,77.5,78.110001,2323500,71.39753
"630",77.68,78.080002,76.870003,77.900002,2535300,71.205582
"631",78.110001,78.510002,77.669998,78.160004,3181700,71.443245
"632",78.260002,78.269997,77.510002,78.220001,2554500,71.498085
"633",78.260002,78.559998,77.849998,78.129997,3665300,71.415817
"634",78.040001,78.269997,77.07,77.910004,2750200,71.214722
"635",78.029999,78.089996,77.169998,77.5,3009700,70.839951
"636",77.5,78.220001,77.25,78.089996,2695700,71.379265
"637",77.940002,78.160004,77.059998,77.480003,2599000,70.821686
"638",77.800003,78.139999,77.32,77.370003,3254700,70.721138
"639",77.290001,77.480003,76.470001,77.419998,3089500,70.766823
"640",77.190002,77.620003,76.669998,76.849998,3115000,70.245819
"641",76.879997,76.93,75.779999,76.260002,2956500,69.706528
"642",76.099998,76.199997,75.269997,75.43,3175600,68.947838
"643",75.660004,75.720001,74.889999,75.18,3101900,68.71933
"644",75.150002,75.43,74.610001,74.860001,3417200,68.426819
"645",74.730003,75.349998,74.610001,75.150002,3076500,68.69191
"646",75.470001,75.529999,74.599998,75.050003,2818300,68.60051
"647",74.900002,75.57,74.440002,75.029999,4195300,68.58223
"648",74.550003,75.519997,73.459999,74.290001,6681100,67.9058
"649",74.610001,76.559998,74.400002,75.910004,5513800,69.386597
"650",76.349998,77.099998,75.860001,76.019997,4318900,69.487144
"651",76.239998,76.360001,74.32,74.669998,4972400,68.253151
"652",74.959999,75.540001,73.760002,75.220001,7842100,68.75589
"653",75.010002,75.120003,73.889999,74.43,4843300,68.033783
"654",74.389999,75.519997,73.809998,75.330002,4467900,68.856453
"655",75.370003,75.75,74.620003,74.839996,4607100,68.408554
"656",74.940002,75.099998,73.849998,74.370003,3925900,67.978943
"657",74.300003,75.470001,74.220001,75.379997,3436400,68.902138
"658",75.57,76.480003,75.160004,75.330002,7296300,68.856453
"659",75.25,77.349998,75.120003,77.050003,4899000,70.428642
"660",77.32,77.459999,76.790001,76.860001,3594300,70.254967
"661",76.800003,78.080002,76.610001,77.790001,3665600,71.105042
"662",77.650002,77.739998,76.809998,76.910004,3206700,70.300667
"663",77.029999,77.370003,76.790001,76.989998,3300300,70.373779
"664",77.129997,77.209999,76.160004,76.519997,3569300,69.944183
"665",76.839996,77.25,75.519997,75.940002,3525200,69.414032
"666",76.260002,76.860001,75.769997,76.82,1731700,70.218391
"667",77.190002,77.529999,76.809998,77.150002,3499700,70.520035
"668",77.290001,77.349998,76.5,76.889999,2133900,70.282372
"669",77.419998,77.800003,76.93,77.760002,3071700,71.077621
"670",77.68,78,77.129997,77.629997,3623600,70.958778
"671",77.620003,78.860001,77.510002,78.800003,3118400,72.028244
"672",79.089996,79.290001,78.620003,79.150002,2718000,72.348167
"673",77.910004,78.099998,77.150002,77.43,3943100,71.606491
"674",77.650002,77.839996,76.269997,76.370003,3740300,70.626205
"675",76.370003,76.889999,76.050003,76.669998,3848800,70.903656
"676",76.419998,77.080002,76.360001,77.010002,3233300,71.218071
"677",77,78.43,76.690002,78.43,4484300,72.531281
"678",78.779999,79.080002,77.919998,78.540001,3063900,72.633003
"679",78.169998,79,77.940002,78.519997,3669200,72.614502
"680",78.540001,78.720001,77.919998,78.489998,2517600,72.586761
"681",78.889999,79.43,78.529999,79.029999,3281200,73.086151
"682",79.389999,80.510002,79.349998,80.059998,4502700,74.038673
"683",80.349998,81.040001,79.93,80.919998,3032700,74.834007
"684",81.239998,81.239998,80.330002,80.839996,8128700,74.760017
"685",80.730003,81.169998,80.529999,80.849998,3247600,74.769264
"686",80.879997,81.43,80.610001,80.839996,4284000,74.760017
"687",80.839996,80.889999,79.830002,80.389999,3663700,74.343857
"688",80.699997,81.050003,80.18,80.760002,2497400,74.686043
"689",80.970001,81.019997,80.449997,80.989998,2793900,74.898735
"690",81.029999,81.389999,80.720001,81.040001,2711100,74.944977
"691",80.860001,81.260002,80.550003,81.220001,3095100,75.111443
"692",80.989998,81.18,79.809998,79.970001,3561500,73.955452
"693",80.010002,80.040001,78.949997,79.620003,4008200,73.631783
"694",79.790001,81.760002,79.730003,81.699997,4538100,75.555328
"695",81.510002,81.620003,80.879997,81.18,2731700,75.074448
"696",81.059998,81.220001,80.449997,80.720001,2742700,74.649048
"697",80.940002,81.639999,80.800003,81.339996,2764000,75.222412
"698",81.129997,81.839996,80.449997,81.779999,3258100,75.629318
"699",81.980003,82.589996,81.349998,81.900002,3088600,75.740288
"700",82.089996,82.190002,81.07,81.239998,3246500,75.129944
"701",81.300003,81.550003,80.949997,81.379997,2383600,75.259399
"702",81.290001,81.889999,81.019997,81.800003,2585200,75.64782
"703",81.860001,82.68,81.660004,82.379997,2369600,76.184196
"704",82.059998,82.440002,81.720001,82.160004,3210300,75.980743
"705",82.269997,82.470001,81.860001,82.419998,2087900,76.221184
"706",82.580002,83.230003,82.330002,82.82,2570700,76.591095
"707",82.82,83.190002,82.139999,82.720001,2685100,76.498619
"708",82.709999,83.129997,82.550003,82.720001,2265700,76.498619
"709",82.940002,83,81.410004,81.889999,2697800,75.731049
"710",81.519997,81.970001,81.089996,81.330002,2224900,75.213158
"711",81.110001,81.830002,81.07,81.739998,2544600,75.592316
"712",81.800003,82.279999,81.410004,81.809998,2382500,75.657066
"713",82.029999,82.589996,81.699997,82.550003,2424100,76.341408
"714",83.25,83.730003,82.57,83.269997,3169600,77.007256
"715",83.040001,83.459999,82.550003,83.050003,2936900,76.803795
"716",82.760002,82.870003,81.330002,81.349998,3525800,75.231659
"717",81.360001,81.440002,80.809998,80.940002,3984200,74.852493
"718",80.620003,81,79.940002,80.309998,3592400,74.269882
"719",80.300003,80.970001,79.949997,80.279999,3361100,74.242126
"720",80.080002,80.230003,79.519997,79.620003,2311600,73.631783
"721",79.980003,80.080002,79.529999,79.720001,2170100,73.724251
"722",80.019997,81.029999,79.910004,80.839996,1950400,74.760017
"723",80.879997,81.809998,80.839996,81.559998,3297000,75.425858
"724",81.510002,82.160004,81.389999,82.110001,2859500,75.934502
"725",82.260002,83.160004,82.220001,82.580002,3707900,76.369164
"726",82.330002,82.68,81.739998,82.419998,2383300,76.221184
"727",82.550003,83.059998,82.290001,82.900002,2722500,76.665092
"728",82.989998,83.160004,82.610001,83.019997,2555400,76.776054
"729",83.199997,83.349998,82.360001,83.239998,2383900,76.979507
"730",83.550003,83.93,82.970001,83.230003,2687700,76.970276
"731",83.349998,83.849998,83.029999,83.459999,4119600,77.182968
"732",83.480003,83.699997,83.010002,83.080002,2145800,76.831543
"733",83.389999,83.650002,82.790001,83.110001,1872600,76.859299
"734",82.870003,82.949997,81.989998,82,3602900,75.832779
"735",82.220001,82.580002,81.510002,81.940002,4842700,75.77729
"736",81.709999,82.489998,81.610001,82.25,4844400,76.063972
"737",81.169998,81.339996,80.599998,81.190002,3606700,75.931175
"738",80.940002,81.489998,80.879997,81,3275600,75.753479
"739",80.980003,81.120003,79.769997,79.919998,4341700,74.743431
"740",79.919998,80.43,79.790001,80.089996,3081500,74.902412
"741",80.480003,80.989998,80.309998,80.900002,3455200,75.659958
"742",80.790001,81.18,80.360001,80.690002,3370800,75.463554
"743",80.5,81.209999,80.279999,80.879997,3413400,75.641258
"744",81.050003,81.639999,80.669998,81.639999,3767000,76.352036
"745",81.709999,82.230003,81.510002,81.559998,3863500,76.277199
"746",81.839996,82.150002,80.559998,81.449997,4609800,76.174332
"747",81.550003,81.970001,81.010002,81.800003,3947500,76.501663
"748",82.290001,82.389999,81.339996,82.32,7757300,76.987976
"749",82.300003,82.400002,81.029999,81.43,3486000,76.155624
"750",81.489998,81.489998,80.730003,81.360001,1027700,76.090157
"751",81.370003,81.470001,81.080002,81.459999,1481200,76.18367
"752",81.449997,82.019997,81.25,82,1989300,76.688705
"753",81.760002,82.080002,81.610001,82.080002,1845300,76.763519
"754",82.269997,82.860001,82.059998,82.82,2856600,77.455582
"755",82.879997,82.940002,81.510002,81.959999,3004200,76.651291
"756",81.809998,82.550003,81.730003,81.760002,2840700,76.464249
"757",81.849998,82.650002,81.849998,82.389999,2164400,77.053444
"758",82.18,82.480003,81.959999,82.209999,2555100,76.885094
"759",82.419998,82.480003,81.559998,81.690002,2591100,76.398781
"760",81.529999,82.059998,81.510002,81.919998,2206500,76.613884
"761",82.059998,82.629997,81.970001,82.07,2420200,76.754173
"762",82.080002,82.410004,81.940002,82.050003,1726600,76.735474
"763",81.980003,82.190002,81.260002,81.949997,2872000,76.641937
"764",82.160004,82.989998,82.129997,82.989998,2749400,77.614578
"765",83,83.739998,82.809998,83.510002,2657700,78.100899
"766",83.739998,84.089996,82.839996,84.050003,3610800,78.605919
"767",84,84.300003,83.040001,84.029999,4520000,78.587212
"768",84.260002,84.419998,83.669998,83.690002,2279400,78.269234
"769",83.690002,84.139999,83.400002,84.07,2270900,78.624626
"770",84.040001,84.339996,83.470001,84,2640800,78.559151
"771",83.949997,84.199997,83.190002,83.32,2226000,77.923195
"772",83.449997,84.620003,83.43,84.519997,2718800,79.045479
"773",84.589996,85.459999,84.440002,85.389999,2973100,79.859123
"774",85.339996,86.690002,84.93,86.480003,3380500,80.878532
"775",86.360001,86.610001,85.230003,85.75,3968300,80.195808
"776",85.949997,86.139999,85.629997,85.839996,2030300,80.279968
"777",85.989998,86.050003,84.529999,84.559998,3025800,79.082886
"778",84.440002,85.220001,84.120003,84.919998,2604600,79.419571
"779",85.099998,85.690002,84.769997,85.269997,1594300,79.746895
"780",85.440002,85.629997,84.760002,84.809998,2276700,79.316696
"781",84.809998,85,84.209999,84.589996,2329800,79.110939
"782",85.25,86.220001,84.860001,85.220001,3759800,79.700134
"783",85,86.18,84.849998,85.779999,3463800,80.223877
"784",85.75,86.910004,85.75,86.239998,3571400,80.654068
"785",86.389999,87.610001,86.199997,87.459999,2881300,81.795044
"786",87.889999,89.010002,87.309998,88.980003,3419500,83.216606
"787",88.980003,89.199997,87.660004,87.839996,2665800,82.150436
"788",87.800003,89.32,87.720001,89.25,3034800,83.469101
"789",89.050003,89.75,88.910004,89.379997,3126400,83.590691
"790",89.040001,90.889999,88.849998,89.800003,4665600,83.983482
"791",89.800003,90.139999,87.550003,87.790001,3879900,82.103668
"792",88.199997,88.800003,86.720001,86.769997,3902100,81.149734
"793",85.419998,85.720001,81.190002,81.279999,4549200,76.847855
"794",79.800003,79.800003,76.389999,78.18,8245700,73.916893
"795",78.669998,84.32,78.449997,84.18,5612300,79.589714
"796",83.760002,85.940002,82.93,83.379997,5624500,78.833336
"797",84.230003,89.059998,84.230003,89.029999,4571600,84.17524
"798",87.370003,88.790001,86.169998,87.169998,3880800,82.416672
"799",84.900002,87.089996,83.529999,86.699997,4520400,81.972305
"800",82.360001,84.419998,79.550003,81.330002,6171300,76.895126
"801",83.07,84.120003,79.059998,83.220001,4869600,78.682068
"802",81.25,81.449997,77.919998,78.949997,4258300,74.64489
"803",74.5,76.989998,69.800003,71.309998,6777600,67.421509
"804",76,78.360001,71.32,78.290001,7362700,74.020889
"805",71.279999,77,67.879997,68.650002,6506700,64.906563
"806",70.260002,82.699997,70.190002,80.480003,8190800,76.091484
"807",75.18,80.650002,73.480003,80.260002,6562700,75.883484
"808",79.93,80.019997,71.07,71.849998,7855600,67.932068
"809",72.019997,72.040001,66.349998,67.220001,9964200,63.554535
"810",67.110001,67.110001,57.790001,59.389999,8042700,56.151497
"811",62.82,67.410004,62.02,65.669998,6514400,62.089054
"812",64.830002,70.809998,64.029999,67.339996,4987600,63.667988
"813",67.309998,73.5,67.010002,72.440002,4741300,68.489891
"814",70.099998,75.919998,69.400002,73.07,4217000,69.085548
"815",74.290001,78.019997,74.25,76.809998,5701400,72.621597
"816",75.660004,76.220001,71.900002,72.190002,4531400,68.253532
"817",69.050003,70.82,67.839996,69.93,4381200,66.11676
"818",68.849998,72.580002,68.550003,71.059998,3533000,67.185127
"819",70.459999,71.440002,68.620003,69.550003,3388500,65.757477
"820",71.559998,75.110001,71.559998,74.110001,5060900,70.068832
"821",75.629997,76.239998,73.150002,73.440002,4259300,69.435356
"822",74.080002,78.900002,73.580002,78.220001,3891800,73.954712
"823",78.629997,82.639999,78.629997,81.589996,5479200,77.140945
"824",80.599998,81.160004,78.419998,79.529999,2740600,75.193275
"825",81.599998,82.169998,80.339996,82.019997,3390800,77.547493
"826",80.790001,80.980003,79.400002,79.790001,2972700,75.43911
"827",80.470001,80.879997,78.029999,78.07,3623700,73.812889
"828",79.760002,81.949997,78.889999,81.510002,2828400,77.065308
"829",80.889999,81.309998,78.910004,79.110001,3369200,74.796181
"830",77.900002,78.32,76.099998,76.610001,2962100,72.432495
"831",78.080002,79.5,77.620003,78.739998,2892700,74.44635
"832",78.510002,78.82,76.540001,76.910004,2532000,72.716148
"833",77.690002,78.32,76.57,77.919998,2410900,73.671074
"834",78.230003,79.080002,78,78.519997,2412300,74.23835
"835",79.660004,80.779999,78.870003,79.269997,2567700,74.947456
"836",80.57,80.57,77.989998,78.669998,2737000,74.380165
"837",78,78.160004,76.449997,77.129997,3145000,72.924141
"838",76.290001,76.620003,75.169998,75.610001,2679700,71.48703
"839",75.57,76.169998,74.550003,75.800003,2234400,71.666672
"840",76.489998,78.980003,76.400002,77.940002,3862600,73.68998
"841",77.940002,78.739998,77.449997,77.730003,5276300,73.491432
"842",78.550003,78.959999,77.660004,78.099998,4363700,73.841255
"843",78.720001,78.900002,77.57,78.400002,3236100,74.124901
"844",77.699997,79.690002,77.330002,79.239998,2791000,74.91909
"845",79.290001,80.120003,78.860001,78.949997,4554600,74.64489
"846",78.489998,79.139999,77.410004,79.010002,4172800,74.701637
"847",78.540001,80.379997,76.739998,79.629997,4005900,75.287819
"848",79.25,79.480003,77.410004,78.220001,8694600,73.954712
"849",79.989998,80.449997,79.290001,79.849998,3394200,75.495827
"850",79.440002,79.940002,78.809998,78.830002,2743100,74.531448
"851",79.150002,79.910004,78.309998,78.75,2115200,74.455803
"852",78.459999,79.139999,78.209999,78.599998,2387200,74.313988
"853",78.519997,80.519997,78.260002,80.510002,2977600,76.119835
"854",81.910004,82.739998,80.489998,80.82,4157600,76.412926
"855",82.050003,82.660004,80.949997,81.559998,3575500,77.112579
"856",82.660004,84.389999,82.419998,83.699997,3402500,79.135887
"857",82.919998,85.120003,82.589996,85.010002,5577800,80.374458
"858",84.809998,86.660004,84.099998,85.889999,3799900,81.206474
"859",86.349998,86.349998,85.150002,86.230003,3407600,81.527946
"860",86.940002,87.339996,85.879997,86.480003,3229300,81.764305
"861",85.029999,85.370003,83.639999,84.959999,3960700,81.209892
"862",85.489998,85.93,84.129997,84.290001,4573900,80.569473
"863",83.860001,86.690002,83.209999,86.400002,3138600,82.586334
"864",85.800003,85.989998,84.580002,85.849998,2526300,82.060608
"865",85.919998,87.290001,85.919998,87,4694000,83.159859
"866",85.760002,86.190002,83.769997,84.010002,6670500,80.301842
"867",85.699997,85.870003,82.379997,83.150002,5337100,79.47979
"868",82.059998,84.559998,80.970001,84.050003,5261100,80.340057
"869",85.82,86.389999,84.459999,84.919998,4685200,81.171661
"870",85.120003,85.129997,83.660004,84.150002,2527000,80.435661
"871",83.589996,84.709999,83.5,84.529999,3255700,80.798874
"872",85.660004,85.790001,81.720001,81.720001,10713700,78.112915
"873",82.129997,84.220001,81.639999,83.25,3036300,79.575378
"874",84.059998,84.120003,82.400002,82.800003,4537700,79.145256
"875",82.129997,82.919998,81.800003,82.580002,5071200,78.934952
"876",82.540001,82.540001,80.529999,81.139999,3180600,77.558517
"877",81.099998,81.699997,79.290001,79.68,4495800,76.162964
"878",80.220001,80.629997,79.290001,80.610001,2346300,77.05191
"879",80.540001,81.459999,80.459999,81.18,3627600,77.596741
"880",81.139999,82.82,81.050003,82.349998,2989200,78.715111
"881",82.849998,83.5,82.510002,82.690002,1552500,79.040092
"882",79.389999,80.879997,73.309998,73.589996,26851600,70.341766
"883",71.760002,74.650002,71.5,74.220001,12917200,70.943962
"884",74.019997,75.709999,73.809998,75.220001,6569000,71.899811
"885",74.620003,74.669998,73.059998,73.769997,6023500,70.513817
"886",73.360001,74.389999,72.989998,73.580002,4969200,70.332207
"887",73.620003,74.339996,73.239998,73.68,5048300,70.427788
"888",74,74.480003,73.339996,73.919998,4871600,70.657196
"889",74.650002,75.830002,73.910004,75.449997,5791900,72.119667
