"","D.Open","D.High","D.Low","D.Close","D.Volume","D.Adjusted"
"39",76.669998,78.040001,76.669998,77.639999,2920400,63.624676
"40",75.879997,76.650002,75.580002,76.25,2663200,63.099197
"41",75.989998,77.809998,75.910004,77.220001,2604400,63.901897
"42",77.190002,77.209999,75.980003,76.559998,2956000,63.355709
"43",76.300003,76.540001,76.019997,76.239998,1948100,63.090927
"44",75.980003,76.379997,75.959999,76.120003,2479700,62.991623
"45",75.519997,75.650002,74.589996,75.129997,1878500,62.172371
"46",75.209999,75.699997,74.849998,74.900002,1381800,61.982033
"47",75.25,75.75,75.110001,75.669998,1623600,62.619217
"48",75.620003,76.190002,75.459999,76.089996,2728600,62.966785
"49",75.93,76.720001,75.82,76.330002,2089000,63.165401
"50",76.599998,78.209999,76.440002,77.849998,2779700,64.423256
"51",78.040001,78.040001,76.480003,76.800003,2652300,63.55434
"52",77.089996,77.480003,76.620003,77.120003,3797800,63.819149
"53",77.57,77.760002,76.510002,76.830002,2149300,63.57917
"54",76.830002,78.610001,76.830002,78.209999,3246700,64.721169
"55",78.529999,79.360001,78.370003,78.650002,3122700,65.085274
"56",78.540001,78.900002,78,78.260002,2617700,64.76252
"57",78.290001,78.620003,78.059998,78.260002,2367300,64.76252
"58",78.629997,78.730003,77.559998,77.919998,2548700,64.481171
"59",77.980003,78.18,77.599998,78.059998,2869000,64.597015
"60",77.839996,77.93,77.440002,77.669998,1791500,64.274277
"61",77.480003,77.489998,76.989998,77.410004,1520200,64.059135
"62",77.529999,77.970001,77.400002,77.57,2050500,64.191551
"63",77.139999,77.769997,76.25,77.739998,1991000,64.332207
"64",77.769997,78.010002,77.300003,77.620003,1985600,64.23291
"65",77.730003,78.080002,77.379997,77.959999,1840000,64.514275
"66",78,78.360001,77.75,78.209999,2781700,64.721169
"67",78.360001,78.459999,77.540001,77.589996,2160500,64.208084
"68",77.639999,77.980003,77.160004,77.910004,1809500,64.472908
"69",77.629997,77.919998,77.32,77.480003,1814200,64.117058
"70",77.379997,77.980003,77.010002,77.93,2246700,64.489449
"71",78,78,77.190002,77.529999,2637200,64.15844
"72",77.660004,78.050003,77.559998,77.940002,2751500,64.497719
"73",77.900002,78.230003,77.629997,77.989998,2540600,64.539101
"74",77.839996,77.959999,77.029999,77.339996,1883900,64.001198
"75",77.339996,77.410004,76.639999,77.360001,2603600,64.017761
"76",77.470001,78.120003,77.43,77.540001,3471900,64.166702
"77",77.639999,78.220001,77.059998,78.07,2543300,64.605309
"78",77.669998,77.900002,77.349998,77.699997,1787700,64.299118
"79",77.620003,78.010002,77.449997,77.489998,1505800,64.125336
"80",77.510002,77.940002,77.43,77.690002,1593300,64.290848
"81",77.660004,77.839996,77.300003,77.43,2001600,64.075684
"82",77.449997,77.550003,76.900002,76.940002,1641400,63.670197
"83",77.099998,77.330002,76.93,77.220001,1251800,63.901897
"84",77.07,77.230003,76.440002,76.57,2251200,63.364002
"85",76.650002,77.389999,76.389999,77.300003,2445400,63.968098
"86",77.529999,78.529999,77.529999,78.230003,2291200,64.737709
"87",78.25,78.599998,77.800003,78.529999,2064900,64.98597
"88",78.32,78.470001,77.32,77.480003,1554000,64.117058
"89",77.529999,77.900002,77.290001,77.730003,1921400,64.323944
"90",77.580002,77.709999,77.07,77.610001,1423300,64.224625
"91",77.790001,78.279999,77.580002,77.93,1469700,64.489449
"92",77.800003,78.160004,77.550003,77.970001,1826900,64.522552
"93",78.019997,78.160004,77.150002,77.209999,2254800,63.893627
"94",77.209999,77.93,76.949997,77.480003,2542400,64.117058
"95",77.620003,78.589996,77.190002,78.32,3371600,64.81218
"96",78.480003,78.599998,77.580002,78.589996,2718600,65.035606
"97",78.150002,79.830002,78.150002,79.699997,2354200,65.954178
"98",79.690002,80.360001,79.559998,79.709999,2119300,65.962463
"99",79.82,80.339996,79.699997,80.290001,1520400,66.442436
"100",80.190002,81.07,80.089996,80.970001,1875600,67.005142
"101",80.849998,81.190002,80.760002,81.029999,2080700,67.054802
"102",80.940002,81.300003,80.690002,81.019997,1877900,67.046516
"103",80.269997,81.129997,80.269997,80.769997,2416800,67.468338
"104",80.769997,81.410004,80.330002,81.410004,2271500,68.002968
"105",81.489998,81.650002,81.010002,81.199997,2530100,67.827522
"106",81.209999,81.209999,80.559998,80.68,2377400,67.393173
"107",80.809998,80.879997,80.190002,80.300003,2305000,67.075768
"108",80.5,80.599998,80.239998,80.459999,3376100,67.209389
"109",80.459999,80.459999,79.050003,79.669998,2955300,66.549507
"110",79.470001,79.580002,78.720001,79.279999,3854600,66.223724
"111",79.440002,79.730003,78.889999,79.459999,1990500,66.374092
"112",79.309998,79.470001,78.919998,79.370003,2483500,66.29892
"113",80,80.43,79.650002,79.989998,3192300,66.816803
"114",79.769997,80.230003,79.610001,80.18,2610700,66.97551
"115",80.279999,81,80.25,80.709999,4581800,67.418236
"116",80.709999,80.709999,80.089996,80.370003,2931600,67.134239
"117",80.510002,80.550003,80.089996,80.199997,2382000,66.99221
"118",80.199997,80.209999,78.730003,79.160004,2542400,66.123497
"119",78.910004,79.330002,78.75,78.93,2518300,65.931366
"120",78.919998,79.160004,78.099998,78.389999,3807100,65.480293
"121",78.489998,79.459999,78.18,78.650002,4213700,65.697487
"122",78.43,78.589996,77.769997,77.900002,3296800,65.070992
"123",78.139999,78.150002,76.970001,77.050003,3125000,64.360985
"124",76.639999,77.43,76.169998,77.059998,3798200,64.369339
"125",77.129997,77.610001,76.620003,76.629997,2944900,64.010147
"126",76.940002,77.169998,76.029999,76.099998,1375200,63.56744
"127",76.139999,76.25,75.720001,75.800003,3349600,63.316845
"128",75.709999,75.959999,75.43,75.720001,2033500,63.250015
"129",75.800003,76.029999,75.57,75.790001,1687000,63.308498
"130",75.849998,75.980003,75.5,75.599998,3585400,63.149773
"131",75.599998,76.07,75.400002,76.029999,2651000,63.508976
"132",76.739998,77,76.5,76.580002,2345700,63.968384
"133",76.470001,76.510002,76.07,76.110001,1561600,63.575787
"134",76.589996,76.900002,76.5,76.550003,1729900,63.943329
"135",76.550003,76.690002,76.349998,76.620003,1314700,64.001808
"136",76.75,77.080002,76.5,76.860001,1568700,64.202271
"137",76.919998,77.019997,76.739998,76.980003,1407300,64.302521
"138",77.25,77.25,76.669998,76.949997,2211900,64.277428
"139",76.860001,77.57,76.75,77.57,2312200,64.795341
"140",77.559998,77.559998,76.629997,76.769997,1827800,64.12709
"141",76.849998,77.029999,76.400002,76.790001,1783100,64.143806
"142",76.699997,77.099998,76.599998,77.050003,1395400,64.360985
"143",76.860001,77.230003,76.779999,77.120003,1553300,64.419456
"144",77.129997,77.309998,76.769997,76.989998,1232800,64.310875
"145",77,77.339996,76.720001,77.18,1936600,64.469582
"146",77.269997,77.5,77.059998,77.300003,1967700,64.569801
"147",77.150002,77.870003,76.559998,77.860001,1674600,65.03759
"148",77.690002,78.470001,77.620003,78.400002,2583700,65.488663
"149",78.080002,78.330002,77.410004,78.080002,2025900,65.221359
"150",78.010002,78.220001,77.779999,77.919998,1629400,65.0877
"151",77.75,78.019997,77.610001,77.959999,1266800,65.121109
"152",78.32,78.32,77.699997,77.839996,1596500,65.020882
"153",77.739998,78.019997,77.470001,77.82,1581500,65.004173
"154",77.949997,77.949997,77.050003,77.389999,1462500,64.644997
"155",77.489998,77.860001,77.419998,77.68,1534100,64.887245
"156",77.440002,78.059998,77.400002,77.900002,3282800,65.070992
"157",77.919998,78.339996,77.760002,78.239998,3045700,65.354996
"158",78.120003,78.650002,78.019997,78.120003,1740600,65.254768
"159",78.010002,78.870003,77.870003,78.690002,2303000,65.730904
"160",78.809998,78.910004,78.440002,78.739998,1325300,65.772644
"161",78.739998,78.980003,78.529999,78.970001,1420900,65.964783
"162",78.959999,79.269997,78.550003,79.220001,1588800,66.173622
"163",79.220001,79.629997,79.059998,79.449997,2056000,66.365746
"164",79.68,80.5,79.459999,80.080002,2475900,66.891998
"165",80.220001,80.339996,79.809998,80.139999,1700900,66.942116
"166",80.199997,80.669998,80.169998,80.239998,2065000,67.02562
"167",79.449997,79.580002,78.730003,78.82,1726900,66.464867
"168",78.889999,79.120003,78.629997,78.769997,2010300,66.422714
"169",78.900002,79.059998,78.199997,78.330002,1547500,66.051689
"170",78.5,78.550003,77.970001,78.190002,2603100,65.933617
"171",78.389999,78.470001,77.870003,77.989998,2120300,65.764977
"172",77.989998,78.57,77.720001,78.25,3107800,65.98423
"173",78.449997,79.360001,78.260002,79.239998,2208500,66.819046
"174",79.199997,79.949997,78.620003,79.919998,2393100,67.392456
"175",79.790001,79.82,77.870003,78.18,2746800,65.925179
"176",78.150002,78.559998,78.010002,78.07,2061400,65.832428
"177",78,79.260002,77.849998,79.169998,3021000,66.760017
"178",79.370003,79.739998,79.18,79.5,6853100,67.038277
"179",79.5,79.629997,77.82,78.550003,2470900,66.237206
"180",78.690002,78.739998,78.059998,78.330002,2463700,66.051689
"181",78.470001,78.720001,77.309998,77.620003,2095400,65.45298
"182",77.720001,77.93,77.290001,77.300003,1256300,65.183144
"183",77.540001,77.599998,76.910004,77.040001,1839000,64.963882
"184",77.300003,78.040001,77.150002,78.019997,2325700,65.790276
"185",77.93,78.489998,77.75,78.209999,2131100,65.9505
"186",77.779999,77.970001,76.510002,76.779999,3640600,64.744644
"187",76.599998,77.18,76.230003,77.029999,1933300,64.955452
"188",76.839996,77.099998,76.57,76.93,2434500,64.871132
"189",77.199997,77.260002,76.610001,76.739998,2131400,64.710922
"190",76.720001,76.720001,75.830002,75.949997,2254600,64.044746
"191",76.029999,76.910004,75.75,76.870003,2275800,64.820549
"192",76.839996,77.019997,76.480003,76.809998,1913100,64.769958
"193",76.599998,76.889999,76.230003,76.809998,1497300,64.769958
"194",77.169998,77.169998,76.559998,76.639999,1304100,64.626587
"195",76.870003,77.760002,76.589996,77.739998,2005100,65.554169
"196",77.5,78.470001,77.5,78.010002,2255900,65.781853
"197",77.910004,78.709999,77.760002,78.629997,1841400,66.304657
"198",78.839996,79.25,78.440002,78.620003,1725300,66.296227
"199",79.150002,79.300003,78.339996,79.029999,2365500,66.641953
"200",79.029999,79.199997,78.239998,78.959999,1955500,66.582939
"201",78.82,78.970001,78.389999,78.879997,2065400,66.51548
"202",78.980003,80.010002,78.970001,79.949997,2609100,67.417763
"203",79.870003,80.230003,79.370003,80,2198200,67.459908
"204",79.989998,80.510002,79.730003,80.379997,2016200,67.780327
"205",80.43,80.440002,79.800003,80.349998,1858500,67.755035
"206",80.080002,80.080002,78.720001,79.68,2416100,67.190056
"207",79.989998,80.940002,79.610001,80.410004,3390500,67.805641
"208",80.18,80.739998,79.809998,80.510002,2161400,67.889977
"209",81,82.050003,80.349998,81.480003,2577900,68.707939
"210",81.550003,82.129997,81.050003,81.139999,2827700,68.421204
"211",81.410004,81.410004,80.43,80.489998,2118300,67.873085
"212",80.669998,80.910004,80.010002,80.839996,2239400,68.168236
"213",80.68,81.300003,80.470001,80.669998,2183200,68.024879
"214",80.669998,80.779999,80.129997,80.559998,1701000,67.932121
"215",80.739998,81.620003,80.349998,81.389999,1698100,68.632011
"216",81.389999,81.610001,80.330002,80.879997,1974000,68.201958
"217",80.720001,81.360001,80.470001,81.239998,1430700,68.505531
"218",80.800003,81.080002,80.629997,80.809998,1735500,68.142937
"219",81,81.889999,80.93,81.849998,1631300,69.019913
"220",81.669998,83.040001,81.550003,82.839996,2454100,69.854721
"221",83.089996,83.639999,82.029999,82.230003,1828000,69.340363
"222",82.139999,82.279999,81.699997,81.959999,1288300,69.112671
"223",81.660004,82,81.25,81.32,1705400,68.572998
"224",81.400002,81.519997,81.099998,81.150002,1485600,68.429642
"225",81.190002,81.540001,81.010002,81.370003,2315000,68.615158
"226",81.940002,82.199997,81.550003,82.160004,1744900,69.281319
"227",82.43,82.720001,82.089996,82.209999,797400,69.323486
"228",82.300003,83.129997,82.110001,82.959999,2305400,69.955917
"229",83.07,83.949997,83.059998,83.940002,2255600,70.782303
"230",83.620003,84.339996,83.309998,84,2603200,70.832916
"231",83.389999,84.300003,83.150002,84.129997,3120900,71.598854
"232",84.379997,84.470001,83.239998,83.57,2566100,71.122261
"233",83.480003,83.980003,83.160004,83.550003,2036000,71.10524
"234",83.650002,83.709999,82.470001,83.120003,1986300,70.739288
"235",83.330002,83.699997,82.980003,83.529999,1709800,71.088203
"236",83.639999,83.760002,82.919998,83.68,1979600,71.215858
"237",83.470001,83.879997,83.199997,83.879997,1477700,71.386078
"238",83.690002,84.209999,83.269997,84.139999,1988900,71.607353
"239",83.620003,84.839996,83.389999,83.43,2409700,71.00312
"240",83.739998,84.730003,83.43,84.110001,2460900,71.581818
"241",84.339996,84.730003,83.730003,84.379997,2202700,71.811607
"242",84.529999,85.260002,83.900002,84.910004,5872700,72.262672
"243",85.110001,85.300003,82.699997,82.75,3343900,70.4244
"244",82.959999,83.220001,81.269997,81.339996,2445600,69.224411
"245",81.68,81.690002,80.57,80.589996,2241400,68.586128
"246",80.5,81.25,80.110001,80.650002,2516300,68.637184
"247",80.800003,81.010002,80.440002,80.440002,1755300,68.458481
"248",80.650002,81.150002,80.260002,80.330002,1581600,68.364868
"249",80.400002,80.839996,80.300003,80.660004,1742800,68.645699
"250",80.919998,81.110001,80.650002,81.07,1338300,68.994644
"251",81.260002,81.610001,80.889999,81.059998,3347400,68.986122
"252",81.199997,81.669998,80.010002,80.279999,2163600,68.322311
"253",77,78.449997,76.25,77.190002,14587400,65.692574
"254",77.300003,78.139999,76.440002,76.830002,7146600,65.3862
"255",77.400002,77.699997,76.43,76.839996,5758300,65.394691
"256",77.110001,78.559998,76.760002,78.019997,5570000,66.398926
"257",78.050003,78.150002,77.080002,77.209999,3484800,65.709564
"258",76.980003,77.050003,75.75,76.209999,3978200,64.858528
"259",76.589996,76.900002,75.949997,76.209999,3545900,64.858528
"260",76.160004,76.440002,75.629997,75.940002,4350900,64.628746
"261",76.110001,76.339996,75,75.269997,9056800,64.058548
"262",75.5,75.75,75.010002,75.5,4976800,64.254295
"263",75.519997,75.610001,74.32,74.889999,6801100,63.735138
"264",75.040001,75.160004,74.43,74.989998,6529900,63.820251
"265",75.010002,75.580002,74.769997,74.889999,4394000,63.735138
"266",75,76.029999,74.919998,75.709999,5204200,64.432991
"267",75.669998,76,75.309998,75.559998,5278100,64.305336
"268",75.599998,76.779999,75.550003,76.690002,3915500,65.267036
"269",76.540001,76.760002,75.110001,75.5,5245200,64.254295
"270",75.610001,75.970001,74.620003,75.089996,4829500,63.905361
"271",74.720001,75.919998,74.699997,75.32,4798300,64.101105
"272",75.629997,76.599998,75.139999,76.440002,7018400,65.054276
"273",76.459999,76.589996,75.190002,75.900002,4069500,64.594696
"274",75.589996,76.720001,75.239998,75.68,3528900,64.407478
"275",75.650002,76.650002,74.599998,74.690002,4693400,63.564949
"276",74.199997,74.440002,72.800003,74.110001,6910200,63.071327
"277",73.980003,74.849998,73.400002,73.760002,4913900,62.773453
"278",73.400002,74.449997,73.080002,73.309998,4101300,62.390491
"279",73.419998,75.050003,73.050003,74.379997,4629100,63.301109
"280",74.400002,75.580002,73.610001,75.260002,4418600,64.050034
"281",75.010002,75.5,74.169998,75.07,3395200,63.888329
"282",74.730003,74.919998,74.040001,74.339996,2885800,63.267067
"283",74.480003,75.419998,74.190002,75.419998,3122400,64.186188
"284",75.309998,76,75.010002,75.800003,3529500,64.509605
"285",75.510002,75.809998,74.389999,74.75,4264800,63.615997
"286",74.669998,75.290001,73.510002,73.540001,3822600,62.586235
"287",73.800003,74.339996,73.360001,73.580002,2449100,62.62027
"288",73.650002,75.580002,73.510002,75.519997,2055800,64.271301
"289",75.650002,76.160004,75.400002,75.989998,2970600,64.671288
"290",75.940002,76.239998,74.25,74.260002,4134600,63.198978
"291",74.599998,75.269997,74.029999,74.07,4717800,63.037285
"292",73.269997,74.019997,72.080002,72.349998,4832600,62.27552
"293",72.370003,73.150002,71.910004,72.5,3535800,62.40464
"294",72.620003,73.900002,72.220001,73.699997,3391900,63.437523
"295",73.580002,73.709999,72.739998,72.919998,2554000,62.766148
"296",72.730003,73.120003,72.32,72.889999,2368300,62.740326
"297",72.5,73.050003,72.379997,72.830002,4543900,62.688663
"298",72.900002,73.019997,72.419998,72.870003,4149900,62.723106
"299",72.879997,73.309998,72.739998,72.970001,4782900,62.809177
"300",73.199997,73.269997,72.779999,73,4093200,62.834995
"301",73.150002,73.639999,72.769997,73.519997,3367500,63.282585
"302",73.580002,74.349998,70.910004,71.239998,8084700,61.320072
"303",70.760002,70.959999,69.940002,70.610001,12427600,60.777813
"304",70.129997,70.459999,68.650002,69.150002,8224400,59.521103
"305",68.839996,69.360001,68.220001,68.449997,5464800,58.918583
"306",68.449997,68.900002,67.610001,67.639999,6006100,58.221371
"307",67.57,68.669998,67.32,67.870003,6912500,58.419342
"308",67.830002,69.010002,67.169998,67.300003,4956600,57.928711
"309",67.519997,68.190002,67.389999,68.099998,3149400,58.61731
"310",68.129997,70.050003,67.940002,69.220001,4286400,59.581356
"311",67,68.43,66.989998,67.790001,12337300,58.350483
"312",67.989998,68.120003,67.169998,67.43,9174500,58.040604
"313",67.629997,68.059998,66.68,67.089996,6679600,57.747955
"314",67.18,67.620003,66.900002,67.330002,6092700,57.954548
"315",67.230003,67.540001,66.449997,66.949997,4291300,57.627441
"316",66.949997,67.690002,66.370003,67.339996,4751200,57.963142
"317",67.32,67.550003,66.099998,66.220001,5215800,56.999092
"318",66.199997,67.059998,66.050003,66.370003,4602000,57.128208
"319",66.379997,66.519997,65.349998,65.5,5273800,56.379349
"320",65.400002,65.620003,64.760002,64.879997,4882800,55.845688
"321",65.050003,65.129997,63.91,64.07,4657900,55.148476
"322",64.07,64.5,63.880001,63.939999,5483400,55.036572
"323",64.080002,64.900002,63.919998,64.730003,5019300,55.716576
"324",64.93,66.110001,64.699997,65.690002,4728300,56.542904
"325",65.879997,66.790001,65.830002,66.07,4606200,56.869984
"326",65.779999,66.809998,65.620003,66.059998,5002400,56.861374
"327",66.18,66.18,65.099998,65.330002,4399300,56.233028
"328",65.25,65.510002,64.75,64.889999,3636300,55.854301
"329",64.989998,65.120003,64.209999,64.779999,4819300,55.759609
"330",64.650002,65.129997,64.300003,64.800003,3424400,55.776821
"331",64.760002,65.190002,64.139999,65,4622500,55.948986
"332",65.029999,66.650002,64.989998,66.349998,5518900,57.111
"333",66.529999,66.800003,66.330002,66.559998,3664300,57.291748
"334",66.559998,66.690002,66.080002,66.269997,3849800,57.04213
"335",66.360001,66.599998,65.889999,66.190002,2597000,56.973274
"336",66.099998,66.099998,65,65.529999,2957500,56.405174
"337",65.779999,66.43,65.470001,65.57,2396500,56.439606
"338",65.589996,65.870003,64.989998,65.080002,2707700,56.017841
"339",65.010002,65.010002,63,63.139999,3440600,54.347977
"340",63.299999,63.34,62.310001,62.669998,3636600,53.943424
"341",62.970001,64.139999,62.889999,64.059998,3682600,55.139874
"342",64.07,64.790001,64.010002,64.699997,2935700,55.69075
"343",64.809998,64.889999,63.959999,64.230003,4293700,55.286201
"344",64.110001,64.559998,63.799999,64.519997,4600700,55.535812
"345",64.370003,64.580002,63.349998,63.77,4408000,54.890255
"346",63.889999,63.970001,63.48,63.68,2781100,54.812782
"347",63.830002,63.970001,62.91,63.290001,4195300,54.477097
"348",63.400002,63.84,63.23,63.720001,3566000,54.847221
"349",63.720001,64.400002,63.57,63.82,3357100,54.933296
"350",63.830002,64.230003,63.630001,63.91,5109400,55.010757
"351",63.900002,64.110001,63.630001,64,4346900,55.088223
"352",64.160004,64.489998,64.059998,64.169998,2991200,55.234554
"353",64.099998,64.660004,63.860001,64.339996,4846400,55.380882
"354",64.489998,64.690002,63.939999,64.519997,4618200,55.535812
"355",63.41,64.43,63.16,64.190002,4432700,55.976204
"356",64.120003,64.360001,63.060001,63.360001,3405200,55.252407
"357",63.5,63.860001,62.57,62.639999,2799400,54.624535
"358",62.599998,62.959999,62.380001,62.77,3495900,54.7379
"359",62.849998,62.869999,61.529999,61.75,4396500,53.848419
"360",61.790001,63.189999,61.759998,62.389999,4229800,54.406528
"361",62.509998,62.84,62.330002,62.599998,3168500,54.589649
"362",62.799999,63.470001,62.669998,63.209999,5354800,55.121593
"363",63.130001,65.050003,63.049999,64.889999,7543100,56.586624
"364",64.809998,65.150002,64.07,64.309998,5017300,56.080841
"365",64.440002,65.669998,64.199997,65.519997,5608500,57.136005
"366",65.410004,66.370003,65.010002,66.309998,9724700,57.824909
"367",66.489998,66.529999,65.889999,66,5133300,57.554588
"368",66.040001,66.980003,66,66.940002,6769100,58.374317
"369",67,67.099998,66.220001,66.43,5238600,57.929562
"370",66.419998,67.010002,66.330002,66.599998,3989900,58.077805
"371",66.790001,67.07,66.57,66.940002,3356200,58.374317
"372",67.080002,67.980003,67.059998,67.879997,3538700,59.194012
"373",67.699997,68.040001,67.309998,67.540001,3700600,58.897533
"374",67.440002,68.220001,67.230003,68.029999,2873700,59.324829
"375",68.160004,68.75,68,68.470001,3679500,59.708523
"376",68.389999,68.510002,67.720001,68.18,3106700,59.455627
"377",68.230003,68.610001,67.550003,68.449997,2628700,59.691082
"378",68.400002,69.480003,68.190002,69.309998,2246600,60.441029
"379",69.489998,69.75,68.989998,69.739998,3496700,60.816013
"380",69.720001,70.089996,69.580002,70.019997,2583600,61.060184
"381",70.029999,70.099998,67.849998,68.080002,3252300,59.368435
"382",67.889999,69.349998,67.300003,69.080002,3590200,60.240475
"383",69.110001,69.720001,69.029999,69.559998,3603000,60.659039
"384",69.709999,70.169998,69.540001,70.059998,4705000,61.095062
"385",70.18,70.660004,69.559998,69.989998,2574800,61.034027
"386",69.989998,70.050003,69.5,69.879997,2744900,60.938099
"387",70,70.559998,69.760002,70.379997,3020100,61.374115
"388",70.150002,70.349998,69.580002,69.949997,1979100,60.999142
"389",71.940002,72.400002,71.510002,72,6345200,62.786827
"390",71.709999,72.089996,71.099998,71.269997,4128300,62.15023
"391",71.400002,71.5,70.519997,70.989998,2911300,61.906063
"392",70.580002,71.110001,69.879997,70.910004,3273400,61.836311
"393",70.93,71.5,70.480003,71.029999,2272600,61.940952
"394",71.459999,71.589996,70.980003,71.5,3292900,62.350803
"395",71.550003,71.720001,70.830002,71.260002,2588000,62.14151
"396",71.18,71.43,70.620003,71.190002,2908400,62.080479
"397",71.360001,71.760002,70.769997,71.709999,4510800,62.533924
"398",70.959999,71.199997,69.690002,70.32,4736100,61.3218
"399",70.220001,71.209999,70.080002,71.139999,2893700,62.036873
"400",71.110001,72.379997,70.870003,72.120003,2555100,62.89146
"401",72.059998,72.489998,71.5,71.75,2425700,62.568825
"402",71.480003,71.480003,70.559998,71.07,2988100,61.975819
"403",71.010002,71.169998,70.379997,70.720001,2774000,61.67062
"404",70.720001,71.129997,70.470001,71.029999,1484300,61.940952
"405",71.370003,71.769997,70.589996,70.690002,2573900,61.644459
"406",70.599998,70.599998,69.730003,69.82,5385500,60.885777
"407",69.889999,69.980003,69.5,69.660004,4524300,60.746258
"408",69.849998,70.879997,69.800003,70.25,4535900,61.260761
"409",70.260002,71.190002,69.940002,71.129997,2838300,62.028145
"410",71.269997,72.040001,71.190002,71.75,2850600,62.568825
"411",71.919998,72.099998,71.580002,71.779999,2071900,62.594967
"412",71.800003,71.989998,71.360001,71.620003,1956800,62.455448
"413",71.610001,71.650002,70.970001,71.290001,2088600,62.167679
"414",71.139999,71.449997,70.910004,71.07,1602900,61.975819
"415",71.269997,71.669998,70.93,71.639999,1423300,62.472889
"416",71.68,71.739998,70.849998,71.25,1517500,62.13279
"417",71.25,71.290001,70.730003,70.849998,1820900,61.783974
"418",71.120003,71.279999,70.720001,71.160004,2693900,62.054325
"419",71.25,71.639999,70.709999,70.980003,2994500,61.89735
"420",70.849998,71.449997,70.43,70.769997,2687800,61.714218
"421",70.769997,71.349998,70.75,71.230003,1995300,62.115353
"422",71.220001,72.519997,71.169998,72.449997,3156000,63.179237
"423",71.339996,72.550003,71.209999,72.25,2972800,63.739441
"424",71.720001,71.940002,71.029999,71.459999,2142500,63.042488
"425",71.75,72.370003,71.68,72.279999,2017900,63.765915
"426",72.239998,72.519997,71.589996,71.599998,3059700,63.165997
"427",71.540001,72.25,71.370003,71.57,2033100,63.139545
"428",71.650002,72.260002,71.360001,72.18,2694800,63.677692
"429",71.959999,72.120003,71.18,71.860001,2280800,63.395367
"430",71.809998,72.160004,71.379997,71.989998,2393700,63.510056
"431",72.120003,72.290001,71.540001,71.919998,2379200,63.448322
"432",72.449997,72.449997,70.379997,70.620003,2964000,62.301464
"433",70.449997,70.470001,69.230003,70.32,5144200,62.036793
"434",70.449997,71.07,70.050003,70.849998,5587200,62.504349
"435",70.709999,70.959999,70.029999,70.080002,3196700,61.82505
"436",70.199997,70.309998,69.43,69.550003,3672000,61.357483
"437",69.760002,70.010002,68.720001,68.82,2960500,60.71347
"438",68.839996,69.489998,68.559998,69.139999,4478400,60.995781
"439",69.190002,70.290001,69.139999,70.279999,3095800,62.001503
"440",70.120003,70.400002,69.800003,70.099998,1725100,61.842701
"441",70.349998,70.989998,70.230003,70.879997,1905100,62.530823
"442",70.849998,71.139999,69.690002,70.290001,3053900,62.010323
"443",70.169998,70.910004,69.589996,70.690002,2421300,62.363201
"444",70.709999,72.150002,70.589996,71.849998,3557700,63.38657
"445",72.050003,73.699997,71.919998,72.989998,3755300,64.392281
