"","GNRC.Open","GNRC.High","GNRC.Low","GNRC.Close","GNRC.Volume","GNRC.Adjusted"
"325",48.099998,48.25,47.860001,47.900002,565700,47.900002
"326",47.889999,48,46.98,47.189999,373700,47.189999
"327",47.080002,47.209999,45.529999,45.77,561800,45.77
"328",45.93,47.09,45.93,46.59,530400,46.59
"329",46.880001,46.970001,45.07,45.630001,314300,45.630001
"330",45.459999,46.02,45.459999,45.84,350000,45.84
"331",45.919998,45.919998,44.700001,45.299999,506300,45.299999
"332",45.209999,45.549999,44.790001,45.029999,623800,45.029999
"333",45.02,45.48,44.84,45.009998,643400,45.009998
"334",44.779999,45.09,44.209999,44.970001,555600,44.970001
"335",47.369999,48.540001,43.650002,45.349998,1318300,45.349998
"336",45.18,45.75,44.759998,44.939999,433400,44.939999
"337",44.849998,46.330002,44.25,46.029999,574500,46.029999
"338",46.459999,47.279999,45.990002,47.029999,412300,47.029999
"339",47.02,47.759998,46.970001,47.509998,342300,47.509998
"340",47.619999,48.599998,47.5,48.450001,493000,48.450001
"341",48.5,48.98,48.360001,48.66,401400,48.66
"342",48.759998,49.330002,48.66,49.25,431700,49.25
"343",49.27,49.43,48.59,48.639999,206200,48.639999
"344",48.450001,48.830002,48.25,48.549999,274400,48.549999
"345",48.52,49.360001,48.380001,48.939999,286500,48.939999
"346",49.02,49.709999,48.98,49.330002,188800,49.330002
"347",49.529999,50.23,49.209999,49.709999,356600,49.709999
"348",50.029999,50.799999,49.73,50.400002,328900,50.400002
"349",50.599998,50.98,50.09,50.119999,232000,50.119999
"350",49.939999,50.59,49.849998,50.540001,292200,50.540001
"351",49.849998,49.970001,48.84,49.330002,413700,49.330002
"352",49.040001,49.16,48.459999,49.040001,317900,49.040001
"353",48.849998,49.400002,48.790001,49.380001,355100,49.380001
"354",49.759998,50.560001,49.740002,50.52,274300,50.52
"355",50.540001,50.580002,50,50.09,251100,50.09
"356",50.459999,50.700001,50.259998,50.439999,362000,50.439999
"357",50.540001,50.619999,50.279999,50.389999,226700,50.389999
"358",50.360001,50.459999,50,50.25,333000,50.25
"359",50.400002,51.240002,50.290001,51.040001,380000,51.040001
"360",51.150002,51.310001,50.759998,51.029999,217400,51.029999
"361",50.970001,51.259998,50.759998,51.060001,250000,51.060001
"362",51.049999,51.360001,50.939999,51.220001,185600,51.220001
"363",51.349998,51.669998,51.060001,51.139999,287300,51.139999
"364",51.360001,51.490002,50.900002,51.279999,303400,51.279999
"365",51.360001,52.099998,50.869999,52.080002,614900,52.080002
"366",51.950001,52.59,51.34,52.560001,447200,52.560001
"367",52.130001,53.139999,52.130001,52.82,450900,52.82
"368",52.290001,52.299999,51.529999,52.25,479500,52.25
"369",52.5,52.5,51.07,51.509998,443900,51.509998
"370",51.560001,51.560001,49.75,50.209999,416100,50.209999
"371",50.669998,50.77,50.209999,50.459999,352800,50.459999
"372",50.27,50.450001,49.599998,50.029999,272400,50.029999
"373",50.25,50.860001,49.830002,50.720001,316300,50.720001
"374",50.73,51.77,50.689999,50.759998,410700,50.759998
"375",50.759998,51.419998,50.310001,51.299999,277700,51.299999
"376",51.400002,51.880001,51.360001,51.73,452800,51.73
"377",51.389999,51.830002,50.560001,51.5,418900,51.5
"378",51.990002,52.240002,51.419998,51.639999,178600,51.639999
"379",52.09,52.990002,52.080002,52.970001,327000,52.970001
"380",52.93,53.57,52.75,53.220001,368500,53.220001
"381",53.599998,54.150002,53.34,53.669998,339800,53.669998
"382",53.599998,54.189999,53.439999,53.57,317300,53.57
"383",53.169998,53.43,52.630001,52.900002,350300,52.900002
"384",53.43,53.560001,52.459999,52.759998,234100,52.759998
"385",52.759998,53.299999,52.73,53.009998,188300,53.009998
"386",52.959999,53.16,52.060001,52.380001,254000,52.380001
"387",50.650002,50.91,49.639999,50.419998,1057700,50.419998
"388",50.700001,51.09,50.490002,51.02,421100,51.02
"389",50.919998,51.419998,50.310001,51.41,279800,51.41
"390",51.189999,51.48,50.73,50.869999,187500,50.869999
"391",50.939999,51.639999,50.150002,51.349998,339200,51.349998
"392",51.439999,52.16,51.400002,51.610001,366800,51.610001
"393",51.5,51.93,50.860001,51.869999,330200,51.869999
"394",52,53.470001,52,53.279999,272900,53.279999
"395",53.380001,53.5,52.639999,52.810001,457100,52.810001
"396",52.93,53.330002,52.84,52.900002,433700,52.900002
"397",53.119999,53.919998,52.900002,53.75,560300,53.75
"398",55.529999,56.639999,52.93,54.470001,1450900,54.470001
"399",55.02,55.869999,54.330002,55.389999,1086900,55.389999
"400",55.619999,55.830002,55.360001,55.759998,701500,55.759998
"401",55.860001,55.860001,55.029999,55.139999,652400,55.139999
"402",55.400002,55.900002,55.200001,55.68,503000,55.68
"403",55.720001,56.060001,55.41,55.540001,783700,55.540001
"404",55.560001,55.93,55.220001,55.27,302300,55.27
"405",54.970001,55.150002,54.349998,54.689999,190600,54.689999
"406",54.93,55.040001,53.860001,53.900002,227200,53.900002
"407",53.98,54.970001,53.849998,54.869999,390200,54.869999
"408",54.560001,54.560001,53.540001,54.130001,387000,54.130001
"409",54.349998,55.099998,54.349998,54.799999,311600,54.799999
"410",54.68,56.400002,54.630001,54.799999,402600,54.799999
"411",54.970001,55.349998,54.610001,54.66,333600,54.66
"412",54.77,55.959999,54.630001,55.740002,786600,55.740002
"413",55.650002,56.610001,55.650002,56.110001,666200,56.110001
"414",56.02,56.450001,54.09,54.259998,419800,54.259998
"415",54.389999,54.560001,53.77,54.360001,354100,54.360001
"416",54.549999,54.91,54.48,54.790001,270500,54.790001
"417",54.93,55.240002,54.740002,55.07,382800,55.07
"418",55.290001,55.470001,54.810001,55.32,370000,55.32
"419",55.080002,55.41,54.630001,54.93,300800,54.93
"420",54.689999,55.560001,54.689999,55.490002,333700,55.490002
"421",55.419998,55.419998,54.380001,54.939999,450900,54.939999
"422",54.939999,55.07,54.459999,54.900002,444800,54.900002
"423",55,56,55,55.5,443000,55.5
"424",55.279999,55.93,54.740002,55.720001,466800,55.720001
"425",57.110001,59.630001,57.110001,58.830002,2563800,58.830002
"426",60.299999,60.700001,58.639999,59.439999,1367800,59.439999
"427",59.599998,59.599998,57.16,58.139999,1166000,58.139999
"428",57.77,58.34,56.599998,57.66,664100,57.66
"429",57.360001,57.73,56.68,57.5,547300,57.5
"430",57.68,58.639999,57,58.150002,535500,58.150002
"431",58.259998,58.639999,57.759998,58.459999,443500,58.459999
"432",58.349998,58.889999,57.099998,57.32,388800,57.32
"433",57.759998,58.380001,57.439999,58.02,359800,58.02
"434",58.32,58.610001,57.709999,57.970001,554400,57.970001
"435",57.959999,58.349998,57.360001,58.189999,282200,58.189999
"436",58.360001,58.360001,57.779999,58,268900,58
"437",58.189999,58.189999,57.130001,57.169998,270200,57.169998
"438",57.330002,57.700001,56.110001,56.299999,488500,56.299999
"439",56.34,57.439999,56.16,56.41,446500,56.41
"440",56.75,57.099998,55.860001,56.490002,367500,56.490002
"441",55.549999,55.66,54.509998,55.209999,700700,55.209999
"442",55.23,55.490002,54.740002,55.41,350400,55.41
"443",55.34,56.080002,54.959999,56.029999,405800,56.029999
"444",55.98,56.450001,55.540001,56.130001,1148100,56.130001
"445",56,57.169998,56,57.040001,475000,57.040001
"446",57.57,57.75,57,57.049999,1178600,57.049999
"447",58.029999,58.669998,56.5,57.049999,1918600,57.049999
"448",56.869999,57,54.419998,54.470001,1313100,54.470001
"449",55,55.189999,53.07,54.630001,944100,54.630001
"450",54.490002,56.18,54.400002,55.509998,678600,55.509998
"451",55.73,57.259998,55.099998,57.18,458100,57.18
"452",56.93,56.93,55.790001,56.299999,349100,56.299999
"453",57.57,57.68,56.189999,56.5,512200,56.5
"454",56.509998,57.209999,55.560001,55.950001,415800,55.950001
"455",56.09,56.09,55.07,55.130001,376900,55.130001
"456",54.099998,54.439999,52.73,53.240002,539200,53.240002
"457",53.110001,53.23,50.310001,50.330002,757600,50.330002
"458",50.599998,51.240002,50.130001,50.849998,584800,50.849998
"459",50.209999,50.529999,49.23,49.73,377200,49.73
"460",50.580002,51.299999,48.529999,49.189999,551200,49.189999
"461",48.950001,50.459999,48.950001,50.34,320200,50.34
"462",50.91,51.389999,50.34,50.73,788300,50.73
"463",53.209999,54.07,50,53.720001,1191100,53.720001
"464",54.43,54.52,51.950001,52.27,634000,52.27
"465",52.419998,53.439999,51.84,52.650002,550000,52.650002
"466",52.59,54.130001,52.43,54.110001,328200,54.110001
"467",54.34,56.16,53.919998,56.130001,582600,56.130001
"468",55.810001,56.110001,54.700001,54.75,247500,54.75
"469",54.299999,54.77,53.82,54.509998,369300,54.509998
"470",54.400002,54.790001,53.509998,53.580002,314700,53.580002
"471",53.880001,55.75,53.709999,54.900002,488900,54.900002
"472",55.549999,56.68,54.720001,55.549999,380200,55.549999
