"","O.Open","O.High","O.Low","O.Close","O.Volume","O.Adjusted"
"172",56.647285,57.189922,56.375969,56.889534,1183188,47.445786
"173",56.986435,57.887596,56.792637,57.490311,1305996,47.946835
"174",57.742249,58.187984,57.403103,57.60659,1231382,48.043812
"175",57.490311,58.062016,56.957363,57.093021,1310743,47.615498
"176",57.21899,57.354652,56.637596,56.967052,1374934,47.510433
"177",56.986435,57.55814,56.753876,57.55814,2509824,48.003418
"178",57.732559,58.062016,57.093021,58.042637,2265962,48.407467
"179",57.965115,58.129845,57.44186,57.713177,1325914,48.132706
"180",57.732559,57.800388,56.850777,56.976746,1702903,47.518536
"181",57.112404,57.315891,56.007751,56.53101,2201875,47.146778
"182",56.589146,56.841084,56.114342,56.114342,1316935,46.799267
"183",56.25,56.686047,55.620155,55.784885,1139328,46.524513
"184",55.901161,56.327518,55.474808,56.13372,4604474,46.815437
"185",56.13372,56.792637,55.930233,56.53101,1348411,47.146778
"186",56.25,56.259689,54.990311,55.532948,1619518,46.314396
"187",55.494186,56.065891,55.339146,56.02713,1120752,46.726543
"188",55.717052,55.813953,55.087208,55.416668,2842541,46.387489
"189",55.416668,55.649223,55.125969,55.300388,2239130,46.290169
"190",55.329456,55.571705,55.067829,55.28101,1495058,46.27396
"191",55.348839,55.436047,55.019379,55.377907,1344490,46.355053
"192",55.532948,55.639534,55.174419,55.261627,1878756,46.257717
"193",55.05814,55.05814,54.176357,54.728683,2110646,45.811604
"194",54.786823,54.961239,54.622093,54.77713,1015901,45.852158
"195",54.95155,55.290699,54.496124,54.854652,1580611,45.917061
"196",54.844959,55.22287,54.796513,54.912792,1675968,45.965729
"197",54.89341,55.16473,54.699612,54.990311,1417968,46.030598
"198",55.16473,55.436047,54.961239,55.10659,1455120,46.127941
"199",55.096897,55.251938,54.806202,55.135658,1287833,46.152283
"200",55.04845,55.397285,54.95155,55.319767,1298256,46.306393
"201",55.232559,55.368217,54.331394,54.544575,1747279,45.657497
"202",54.728683,54.854652,54.292637,54.467052,1506410,45.592613
"203",54.554264,54.554264,53.720928,53.817829,1744286,45.049168
"204",54.03101,54.03101,53.565891,53.75,1199906,44.99239
"205",53.720928,53.846897,53.081394,53.255814,2010439,44.578728
"206",53.120155,53.236435,52.39341,52.78101,2571022,44.181282
"207",53.032948,53.275192,51.695736,51.782948,3096413,43.345833
"208",51.724808,52.412792,51.36628,52.257751,1870190,43.743267
"209",52.344959,52.965115,52.27713,52.490311,1762243,43.937946
"210",52.325581,52.422482,51.550388,52.005814,2245735,43.703423
"211",52.093021,52.54845,51.734497,52.257751,1292580,43.915138
"212",52.38372,53.79845,52.364342,53.217052,2027158,44.721298
"213",53.100777,53.779072,52.868217,53.46899,1603625,44.933006
"214",53.517441,54.234497,53.459301,53.546513,1610539,44.998158
"215",53.536823,54.71899,53.536823,54.476746,1746866,45.779877
"216",54.554264,55.077518,54.282948,54.428295,1209710,45.739166
"217",54.263565,55.10659,54.127907,54.515503,1019410,45.81245
"218",54.292637,54.94186,54.118217,54.525192,1341600,45.820602
"219",54.748062,55.029072,54.602715,54.912792,1605689,46.14632
"220",54.922482,55.203487,54.563953,55.135658,1543975,46.333599
"221",55.009689,55.455425,54.71899,54.71899,1645730,45.983459
"222",54.709301,55.087208,54.370155,54.738373,1243870,45.999741
"223",54.631783,54.970928,54.573643,54.728683,1111877,45.991596
"224",54.738373,54.874031,54.282948,54.379845,1068223,45.69846
"225",54.505814,54.844959,54.263565,54.786823,1344799,46.040455
"226",54.622093,54.88372,54.505814,54.544575,1257079,45.836884
"227",54.631783,54.767441,54.418606,54.641472,429828,45.918316
"228",54.651161,54.786823,54.370155,54.476746,1494439,45.779877
"229",54.447674,54.476746,54.050388,54.147285,1428701,45.503029
"230",54.011627,54.166668,53.478683,53.75,2142742,45.169159
"231",53.682171,53.905041,53.381783,53.58527,2067406,45.203503
"232",53.75,54.108528,53.372093,53.827518,3032429,45.407852
"233",53.837208,54.156979,53.565891,53.624031,2586914,45.236191
"234",53.672482,53.943798,53.439922,53.507751,1791655,45.138073
"235",53.58527,53.759689,52.713177,53.003876,2369782,44.713047
"236",52.955425,53.439922,52.916668,53.129845,1683708,44.819302
"237",53.226746,53.85659,53.226746,53.85659,1400527,45.432373
"238",53.885658,54.079456,53.614342,53.70155,2193310,45.301575
"239",53.943798,54.108528,53.556202,54.011627,1548206,45.56316
"240",54.156979,55.387596,54.156979,55.10659,2499194,46.486855
"241",55.096897,55.406979,54.844959,55.203487,2110750,46.568584
"242",55.445736,55.784885,55.300388,55.620155,5423573,46.920086
"243",55.717052,56.424419,55.717052,56.007751,1871945,47.247055
"244",55.833332,55.96899,54.525192,54.602715,1588042,46.061783
"245",54.670544,54.844959,53.885658,53.885658,1601767,45.456894
"246",54.156979,54.176357,53.459301,53.536823,1258524,45.162605
"247",53.69186,54.166668,53.58527,54.118217,1016933,45.65308
"248",54.195736,54.738373,54.011627,54.486435,977923,45.963696
"249",54.631783,55.213177,54.379845,54.961239,1302281,46.364239
"250",54.980621,55.377907,54.757751,55.348839,1350888,46.691204
"251",55.16473,55.397285,54.932171,55.251938,1499702,46.783909
"252",55.251938,55.290699,54.670544,54.864342,1672872,46.455723
"253",54.94186,55.067829,54.573643,54.71899,1593408,46.332645
"254",54.534885,54.583332,53.536823,53.536823,1939334,45.331654
"255",53.58527,53.653103,53.207363,53.498062,1471219,45.298847
"256",53.536823,53.672482,53.313953,53.565891,1133342,45.356274
"257",53.498062,53.556202,52.509689,52.567829,1985258,44.511177
"258",52.325581,52.364342,51.162792,51.41473,3772682,43.534794
"259",51.598839,52.083332,51.501938,51.627907,2310958,43.715324
"260",51.550388,51.569767,50.998062,51.08527,2132525,43.255848
"261",51.35659,51.850777,51.279072,51.29845,2066477,43.436348
"262",51.550388,51.841084,51.30814,51.589146,1718590,43.682487
"263",51.405041,51.540699,50.988373,51.114342,1982988,43.280449
"264",51.240311,51.501938,50.96899,51.492249,2040780,43.600437
"265",51.521317,52.228683,51.521317,52.189922,1760076,44.191193
"266",52.27713,52.868217,52.27713,52.839146,1692274,44.740917
"267",52.732559,52.887596,52.189922,52.33527,1719931,44.314259
"268",52.33527,52.771317,52.257751,52.751938,1690829,44.667076
"269",52.810078,52.839146,52.306202,52.529072,1726123,44.478363
"270",52.325581,52.490311,51.017441,51.405041,2185879,43.5266
"271",51.30814,51.35659,50.658916,50.833332,2155332,43.042519
"272",50.707363,51.792637,50.591084,51.540699,3748534,43.824406
"273",51.443798,51.560078,49.815891,49.990311,3291048,42.506138
"274",49.515503,49.854652,48.85659,49.660854,2595067,42.226013
"275",49.312016,50.184109,48.498062,48.546513,3214474,41.2785
"276",48.217052,49.089146,47.490311,48.517441,3945542,41.253769
"277",48.546513,49.370155,47.374031,47.403103,6054847,40.306274
"278",47.325581,47.800388,46.065891,46.08527,4539149,39.185726
"279",46.385658,47.751938,45.949612,47.38372,3337075,40.289783
"280",47.538761,47.703487,45.784885,47.170544,4427899,40.10854
"281",47.141472,47.655041,46.47287,47.470928,2945122,40.363937
"282",47.044575,47.141472,46.29845,46.608528,2815812,39.630646
"283",46.773254,47.839146,46.647285,47.751938,3099509,40.602879
"284",47.800388,48.478683,47.78101,48.410854,3000437,41.163147
"285",48.352715,48.69186,47.858528,47.868217,3075360,40.701748
"286",47.751938,48.032948,46.841084,46.889534,3612310,39.869591
"287",47.054264,48.207363,46.763565,47.771317,3034596,40.619347
"288",47.926357,48.682171,47.810078,48.64341,2451619,41.360893
"289",48.817829,49.205425,48.604652,49.03101,2905802,41.690456
"290",49.108528,49.263565,47.819767,47.839146,3318912,40.677032
"291",47.965115,48.255814,47.625969,47.655041,3509006,40.701038
"292",47.645348,48.304264,47.325581,48.071705,2577833,41.056889
"293",47.916668,48.236435,47.625969,48.187984,2082163,41.156216
"294",48.042637,49.069767,48.042637,48.75,1864308,41.636215
"295",48.594959,49.001938,48.362404,48.97287,1872770,41.826553
"296",48.837208,49.321705,48.575581,49.273254,1491343,42.083103
"297",49.302326,49.563953,48.769379,49.011627,1643563,41.859657
"298",49.021317,49.292637,48.546513,49.292637,1530353,42.099659
"299",49.321705,49.786823,49.127907,49.660854,1746970,42.414154
"300",49.854652,50.397285,49.738373,49.854652,1493407,42.579678
"301",49.854652,50.184109,49.699612,49.796513,1762553,42.530029
"302",49.95155,50.04845,49.331394,49.554264,1435202,42.32312
"303",49.554264,50.11628,49.282948,49.874031,2727060,42.59623
"304",49.854652,49.990311,49.011627,49.321705,1796299,42.1245
"305",49.370155,49.689922,48.653103,48.91473,1784741,41.776901
"306",48.982559,49.069767,48.042637,48.352715,2388667,41.296898
"307",48.275192,49.118217,48.275192,48.323643,1957085,41.272076
"308",48.381783,48.536823,47.596897,47.800388,2054196,40.825161
"309",48.120155,48.439922,47.819767,48.401161,1675865,41.338276
"310",48.420544,49.360466,47.897285,48.759689,1596091,41.644489
"311",49.108528,50.484497,48.992249,50.155041,2101255,42.836224
"312",50.377907,50.523254,49.854652,50.125969,2586811,42.994144
"313",50.019379,50.329456,49.282948,49.583332,2245219,42.528717
"314",49.651161,50.310078,49.069767,50.135658,1969882,43.002457
"315",49.912792,51.065891,49.641472,50.823643,1715081,43.592541
"316",50.726746,50.813953,50.261627,50.746124,1199287,43.526062
"317",50.872093,51.53101,50.377907,50.465115,1624884,43.285034
"318",50.474808,50.833332,50.11628,50.28101,1395264,43.127113
"319",50.513565,50.523254,50.077518,50.11628,1305067,42.985832
"320",50.11628,50.697674,50.04845,50.22287,952226,43.077255
"321",50.232559,50.310078,49.001938,49.127907,1392271,42.138081
"322",49.147285,49.282948,48.817829,49.234497,1336646,42.229511
"323",49.360466,49.641472,48.943798,49.496124,1236955,42.453911
"324",49.554264,50.28101,49.282948,50.009689,1268122,42.894398
"325",50.04845,50.310078,49.806202,49.83527,1224158,42.744801
"326",49.583332,49.641472,48.507751,48.614342,1738404,41.697575
"327",48.711239,48.885658,47.790699,47.994186,2036446,41.165672
"328",47.994186,48.071705,47.33527,47.60659,1625606,40.833199
"329",47.790699,48.120155,47.286823,47.945736,1975145,41.124111
"330",47.839146,48.091084,47.490311,48.071705,1528082,41.232147
"331",48.265503,49.108528,48.081394,48.827518,1224571,41.880436
"332",48.779072,50.203487,48.779072,49.854652,2019005,42.761425
"333",49.757751,49.83527,48.943798,48.943798,3025102,42.160431
"334",48.934109,49.728683,48.682171,49.593021,1988354,42.719681
"335",49.379845,49.525192,48.69186,49.234497,1454088,42.410862
"336",49.147285,49.932171,49.03101,49.699612,1371115,42.811512
"337",49.660854,50.804264,49.641472,50.649223,1911883,43.629509
"338",50.833332,51.036823,50.552326,51.036823,1783399,43.96339
"339",50.872093,51.017441,50.436047,50.833332,1732006,43.788105
"340",50.494186,51.41473,50.145348,51.230621,2008272,44.130325
"341",51.47287,52.034885,51.35659,51.860466,1422199,44.672878
"342",51.937984,52.199612,51.240311,51.346897,1290929,44.230484
"343",51.182171,51.453487,50.668606,51.14341,1481436,44.055199
"344",50.678295,50.697674,49.593021,50.11628,2597647,43.170429
"345",50.300388,50.629845,50.145348,50.290699,1935206,43.320679
"346",50.368217,50.610466,49.903103,50.11628,1244179,43.170429
"347",50.096897,50.348839,49.767441,50.05814,4136669,43.120338
"348",50.310078,50.930233,49.796513,50.687984,1770086,43.662895
"349",50.562016,50.804264,50.494186,50.658916,1568227,43.637848
"350",50.833332,51.560078,50.726746,51.337208,1695266,44.22213
"351",51.453487,51.647285,50.784885,51.153103,1413014,44.06356
"352",51.19186,51.47287,51.007751,51.20155,984115,44.105289
"353",51.20155,51.773254,50.96899,51.666668,1880614,44.505939
"354",51.453487,52.344959,51.08527,52.063953,1853472,44.848171
"355",51.715115,51.821705,51.30814,51.647285,2134795,44.672146
"356",51.753876,51.976746,51.30814,51.395348,2135930,44.45425
"357",51.579456,51.618217,51.056202,51.511627,2132628,44.554813
"358",51.637596,51.870155,51.337208,51.35659,1980614,44.420708
"359",51.35659,51.627907,51.094959,51.618217,1535410,44.647015
"360",51.608528,51.996124,51.443798,51.695736,1205479,44.714054
"361",51.744186,51.937984,51.569767,51.618217,1072867,44.647015
"362",51.656979,51.821705,51.463177,51.734497,1029110,44.747574
"363",51.686047,52.432171,51.647285,52.296513,2079583,45.2337
"364",52.422482,52.422482,50.746124,50.775192,2533973,43.917831
"365",50.930233,51.686047,50.930233,51.346897,2063897,44.412334
"366",51.35659,51.802326,51.25,51.327518,3025411,44.395569
"367",51.30814,51.550388,51.036823,51.259689,1844390,44.336884
"368",51.182171,51.492249,51.046513,51.220928,2215601,44.303375
"369",51.327518,51.889534,51.13372,51.831394,2839032,44.831402
"370",51.831394,52.122093,51.676357,51.860466,1692170,44.856544
"371",51.889534,52.267441,51.695736,52.112404,2806214,45.074459
"372",52.209301,52.761627,51.986435,52.55814,3152141,45.459991
"373",52.567829,53.187984,52.354652,52.66473,3304361,45.552189
"374",52.955425,53.284885,52.645348,52.839146,2506212,45.703045
"375",52.587208,52.761627,51.870155,52.61628,2997754,45.510277
"376",52.209301,52.655041,51.782948,52.122093,2496305,45.266235
"377",52.083332,52.422482,51.104652,51.627907,3329232,44.837051
"378",51.676357,52.655041,51.385658,52.470928,1246656,45.56918
"379",52.625969,53.498062,52.354652,53.449612,2122308,46.41914
"380",53.63372,54.050388,53.459301,53.85659,2148727,46.772583
"381",53.85659,53.85659,52.810078,53.178295,1548000,46.183514
"382",53.556202,53.905041,53.255814,53.75,1869365,46.680019
"383",53.740311,54.001938,53.391472,53.430233,1040978,46.402306
"384",53.517441,53.827518,53.255814,53.70155,1287626,46.637928
"385",53.817829,54.079456,53.372093,53.439922,939017,46.410728
"386",53.323643,53.391472,52.732559,53.207363,1522200,46.208763
"387",53.255814,53.362404,52.897285,53.023254,1454604,46.04887
"388",53.023254,53.323643,52.790699,53.265503,1798054,46.259247
"389",53.265503,54.186047,53.062016,54.079456,1965444,46.966133
"390",53.97287,54.108528,53.52713,53.769379,1642325,46.696842
"391",53.80814,53.885658,53.313953,53.75,1811882,46.680019
"392",53.63372,53.653103,53.197674,53.246124,1639951,46.242416
"393",53.362404,54.156979,53.217052,54.021317,1722408,46.915653
"394",54.021317,54.428295,53.953487,54.03101,1294231,46.924072
"395",54.215115,54.253876,53.149223,53.333332,1529837,46.318153
"396",53.313953,53.779072,52.984497,53.653103,1506926,46.595867
"397",53.58527,54.447674,53.488373,54.040699,3767316,47.119705
"398",53.614342,54.331394,53.304264,54.244186,2109408,47.297127
"399",54.147285,55.406979,54.001938,55.145348,2336861,48.082867
"400",55.193798,55.949612,55.145348,55.881783,1515286,48.724995
"401",55.998062,56.08527,55.600777,55.823643,1706825,48.674301
"402",55.823643,55.823643,55.16473,55.474808,1577515,48.370136
"403",55.523254,55.600777,55.184109,55.377907,1223746,48.285641
"404",55.445736,55.532948,55.125969,55.213177,1332106,48.142014
"405",55.145348,55.455425,54.757751,54.757751,1001659,47.744904
"406",54.854652,55.038761,54.728683,54.961239,989894,47.92234
"407",55.019379,55.465115,54.83527,55.310078,1376482,48.226509
"408",55.310078,55.881783,55.22287,55.823643,1287317,48.674301
"409",55.852715,56.434109,55.717052,56.395348,1245108,49.172775
"410",56.35659,57.073643,56.14341,57.025192,1566782,49.721962
"411",57.112404,57.403103,56.879845,56.957363,1111567,49.662823
"412",56.918606,56.928295,56.453487,56.782948,1398154,49.510738
"413",56.860466,56.976746,56.346897,56.666668,904342,49.409359
"414",56.686047,56.821705,56.453487,56.637596,975653,49.38401
"415",56.47287,56.879845,56.337208,56.782948,759242,49.510738
"416",56.908916,56.947674,56.162792,56.560078,1233962,49.316418
"417",56.647285,57.248062,56.47287,57.238373,1177409,49.907841
"418",57.073643,57.073643,56.560078,56.705425,1414562,49.443146
"419",56.918606,56.957363,56.492249,56.608528,932206,49.358665
"420",56.589146,56.802326,56.375969,56.753876,1290929,49.672459
"421",56.724808,57.005814,56.317829,56.560078,1358938,49.502831
"422",56.385658,57.083332,56.182171,56.812016,1492891,49.723347
"423",56.937984,57.170544,56.821705,56.967052,1525606,49.859032
"424",56.560078,56.666668,56.182171,56.337208,1665958,49.30777
"425",56.540699,56.879845,56.424419,56.540699,1022299,49.485874
"426",56.385658,56.647285,56.114342,56.211239,1205273,49.197533
"427",56.269379,56.647285,56.094959,56.30814,971318,49.282337
"428",56.550388,56.676357,56.259689,56.337208,1552954,49.30777
"429",56.104652,56.104652,55.193798,55.872093,2150172,48.900684
"430",55.920544,56.375969,55.523254,56.36628,5237090,49.333214
"431",56.29845,56.41473,55.436047,55.726746,1874628,48.773487
"432",55.872093,55.901161,54.757751,54.89341,2118077,48.044132
"433",54.88372,55.552326,54.534885,55.494186,1492891,48.569946
"434",55.474808,55.726746,55.145348,55.22287,3785170,48.332474
"435",55.232559,55.251938,54.244186,54.389534,1810850,47.603119
"436",54.612404,55.038761,54.360466,54.709301,1589383,47.883003
