"","JBHT.Open","JBHT.High","JBHT.Low","JBHT.Close","JBHT.Volume","JBHT.Adjusted"
"452",113.839996,113.860001,111.760002,112.199997,1299700,109.047722
"453",111.919998,111.919998,109.230003,109.879997,1257700,106.792892
"454",110.300003,111.889999,109.470001,111.629997,1332000,108.493736
"455",111.309998,112.150002,110.110001,111.07,917800,107.949463
"456",109.68,109.989998,107.150002,108.980003,1003000,105.91819
"457",108.970001,110.089996,106.480003,106.669998,826900,103.67308
"458",107.330002,109.629997,106.959999,107.400002,815800,104.382584
"459",105.720001,107.089996,104.239998,106.510002,854900,103.51757
"460",108.050003,109.620003,105.589996,107.099998,706300,104.091003
"461",107.239998,110.459999,107.239998,109.760002,917800,106.67627
"462",110.75,111.989998,110.209999,110.610001,853400,107.502388
"463",110.599998,111.68,109.139999,110.900002,951400,107.784264
"464",111.290001,111.839996,109.160004,110.010002,709000,106.919243
"465",109.82,109.82,106.370003,108.82,1132900,105.762695
"466",108.540001,110.309998,108.169998,108.830002,798800,105.772408
"467",109.43,111.309998,108.300003,111.059998,532100,107.939743
"468",110.260002,111.339996,108.480003,109.25,540100,106.410545
"469",108.559998,109.010002,106.269997,106.720001,975500,103.946304
"470",106.709999,107.559998,106.040001,106.199997,931200,103.439812
"471",106.540001,108.080002,105.059998,105.419998,964100,102.680092
"472",106,107.449997,104.489998,105.220001,771800,102.485298
"473",104.760002,107.709999,104.349998,106.559998,1110800,103.790466
"474",106.489998,107.82,105.800003,107.019997,764900,104.238495
"475",106.690002,109.040001,106.440002,108.510002,893500,105.689789
"476",107.629997,108.230003,104.019997,104.370003,726400,101.657387
"477",104.82,106.449997,103.519997,105.650002,448700,102.904114
"478",105.110001,105.800003,104.709999,105.410004,189400,102.670349
"479",106.360001,108.059998,105.93,107.980003,1441600,105.173561
"480",107.410004,108.290001,105.120003,105.940002,647400,103.186577
"481",106.169998,108.650002,105.279999,108.639999,457100,105.816422
"482",108.269997,108.82,105.779999,106.239998,1177200,103.478775
"483",106.389999,108.25,106.129997,106.360001,1280300,103.595665
"484",107.75,108.760002,104.730003,105.010002,931900,102.280731
"485",104.790001,105.669998,99.629997,100.629997,1700000,98.014572
"486",99.389999,103.709999,98.900002,103.43,1356500,100.741806
"487",103.379997,104.139999,99.510002,99.839996,887300,97.24511
"488",100.089996,100.220001,98.129997,99.910004,667000,97.313309
"489",101.25,101.959999,98.239998,98.660004,663800,96.095787
"490",100.050003,100.68,98.199997,98.300003,892500,95.745155
"491",98.620003,98.620003,95.410004,95.870003,752000,93.378311
"492",94.160004,94.93,92.470001,92.690002,1294700,90.28096
"493",92.699997,94.120003,91.879997,93.68,970200,91.245232
"494",94.239998,94.75,93.169998,93.57,916000,91.138077
"495",93.290001,94.82,91.389999,91.889999,986200,89.501755
"496",91.82,93.43,91.589996,92.43,1089000,90.02771
"497",93.07,94.599998,90.730003,90.849998,1888600,88.488762
"498",90.839996,91.029999,88.379997,88.669998,454500,86.36544
"499",89.129997,92.730003,88.620003,92.660004,1184300,90.25174
"500",91.639999,93.800003,90.830002,93.800003,566000,91.362099
"501",94.019997,94.690002,92.809998,93.230003,690100,90.806931
"502",93.730003,93.949997,91.970001,93.040001,973000,90.621857
"503",91.5,94.269997,91.330002,93.239998,937000,90.816666
"504",92.379997,92.860001,90.599998,90.889999,662200,88.527733
"505",92.059998,94.540001,92.059998,93.360001,833600,90.933533
"506",93.139999,94.589996,92.18,93.239998,1316900,90.816666
"507",94.040001,95.949997,93.709999,95.879997,1358500,93.388031
"508",96.349998,97.139999,95.559998,96.970001,1037900,94.449715
"509",96.529999,97.370003,95.879997,97.099998,646300,94.576324
"510",96.400002,97.699997,96.080002,97.480003,611700,94.946449
"511",96.699997,98.269997,96.25,98.010002,789000,95.462692
"512",97.910004,98.139999,96.639999,97.080002,789300,94.556854
"513",97.290001,98.32,96.760002,96.949997,757600,94.430222
"514",98.25,100.519997,98.050003,99.919998,1287300,97.323044
"515",108.800003,109.410004,105,106.110001,2007200,103.352158
"516",105.559998,105.919998,103.110001,103.800003,1271600,101.102188
"517",103.809998,104.18,100.68,101.889999,1234500,99.241844
"518",102.370003,103.769997,101.889999,102.709999,1e+06,100.04052
"519",103.419998,104.809998,102.879997,104.360001,991200,101.647644
"520",102.879997,104.809998,101.889999,104.449997,1027300,101.735298
"521",104.550003,105.519997,104.419998,105.290001,585200,102.553474
"522",105.239998,107.510002,104.599998,106.980003,964600,104.199554
"523",107.18,107.370003,106.169998,107.040001,1228900,104.257988
"524",107.089996,108.010002,106.599998,107.830002,769400,105.027458
"525",108.010002,108.660004,106.690002,108.639999,656700,105.816422
"526",108.639999,109.989998,108.019997,109.519997,824000,106.673538
"527",109.290001,110.239998,108.099998,108.639999,1440900,105.816422
"528",107.970001,109.169998,107.470001,108.870003,1723000,106.294815
"529",108.540001,109.449997,106.540001,109.279999,1596000,106.695114
"530",109.389999,109.769997,108.660004,109.629997,1022900,107.036842
"531",110.120003,111.650002,110.080002,111.489998,845400,108.852837
"532",109.029999,111.290001,108.739998,111.07,979900,108.44278
"533",110.290001,112.589996,109.93,112.110001,1021900,109.458168
"534",112.959999,113.879997,112.440002,113.589996,1545500,110.903175
"535",113.379997,114.400002,112.589996,113.809998,1054300,111.117966
"536",113.809998,114.459999,113.230003,113.790001,732700,111.09845
"537",113.790001,113.790001,110.769997,111.449997,999400,108.813797
"538",111.629997,111.629997,108.589996,109.110001,1464900,106.529137
"539",109.639999,110.379997,107.309998,107.389999,936000,104.849823
"540",107.489998,108.959999,107.190002,108,757800,105.445396
"541",107.660004,108.089996,106.879997,107.010002,461100,104.478821
"542",106.849998,107.830002,105.879997,107.669998,807700,105.123199
"543",107.790001,108.68,106.900002,107.220001,685900,104.683846
"544",108.099998,108.790001,105.43,106.089996,883500,103.580559
"545",105.730003,106.269997,102.730003,102.849998,1435500,100.417213
"546",102.730003,103.900002,102.230003,103.239998,1078800,100.797981
"547",102.980003,103.379997,101.449997,101.900002,916700,99.489693
"548",101.209999,101.949997,99.620003,101.779999,1357600,99.372513
"549",101.589996,104.800003,101.339996,104.610001,1049900,102.135574
"550",104.620003,105.269997,102.980003,103.889999,712700,101.432602
"551",104.309998,106.470001,103.989998,105.419998,809600,102.926422
"552",105.160004,105.720001,104.019997,104.139999,667100,101.676704
"553",104.199997,105.18,103.099998,103.300003,824700,100.856567
"554",103.050003,104.25,102.779999,104.129997,773800,101.666931
"555",104.099998,104.099998,100.32,100.5,815300,98.122803
"556",100.190002,101.089996,98.809998,99.690002,1067800,97.33197
"557",99.370003,100.440002,99.18,100.059998,1074300,97.693207
"558",99.800003,99.809998,97.43,97.540001,1079400,95.232803
"559",97.629997,98.519997,96.370003,96.589996,1377100,94.305298
"560",96.839996,98.190002,96.809998,98.089996,776400,95.769806
"561",98.080002,99.720001,97.970001,99.099998,863400,96.755905
"562",99.169998,101.400002,99.169998,100.980003,681800,98.591454
"563",101.440002,101.68,100.980003,101.290001,746100,98.894112
"564",102.230003,103.879997,102.18,103.449997,727100,101.003014
"565",103.449997,104.029999,102.650002,103.220001,723800,100.778465
"566",103.709999,105.209999,103.239998,103.540001,483200,101.090897
"567",103.540001,105.790001,103.540001,104.279999,494500,101.8134
"568",104.43,105.260002,104.099998,104.68,675800,102.203926
"569",104.5,105,103.739998,104.010002,629600,101.549782
"570",103.010002,103.639999,102.330002,103,544200,100.56366
"571",102.860001,102.910004,101.290001,102.379997,1012700,99.958328
"572",102.760002,104.910004,102.269997,104.699997,1173600,102.22345
"573",105.25,107.010002,105.18,106.68,1131900,104.156616
"574",106.830002,107.330002,104.650002,105.5,1424500,103.004532
"575",100,103,99.279999,100.279999,3611200,97.908005
"576",100.139999,101.230003,97.839996,98.510002,2121000,96.179871
"577",96.849998,99.379997,96.540001,97.209999,3040800,94.910629
"578",96.889999,99.059998,96.489998,98.620003,1507700,96.287262
"579",98.879997,98.900002,97.589996,97.989998,1606700,95.67218
"580",98.110001,99.260002,98.110001,98.5,1235900,96.170105
"581",98.080002,98.620003,96.400002,96.849998,937900,94.559143
"582",97.059998,98.760002,97.010002,98.32,716100,95.994362
"583",98.269997,98.75,94.209999,95.610001,1935100,93.34848
"584",95.300003,95.610001,93.230003,94.480003,1482900,92.245193
"585",94.360001,94.360001,91.5,91.809998,1345100,89.638351
"586",91.809998,94.849998,91.419998,94.480003,1797100,92.507172
"587",95.129997,96.239998,94.669998,95.959999,1043400,93.956261
"588",94.309998,97.040001,94,96.669998,983900,94.651443
"589",95.650002,96.389999,94.730003,95.989998,1081200,93.985641
"590",95.720001,96.860001,95.160004,95.279999,952600,93.290451
"591",94.599998,95.800003,94.550003,95.400002,1001700,93.407974
"592",95.18,95.209999,93.510002,95.059998,792400,93.075058
"593",93.099998,93.980003,91.489998,93.540001,2062800,91.5868
"594",93.760002,96.190002,93.629997,95.629997,1136400,93.633148
"595",95.059998,95.910004,94.480003,95.540001,831700,93.545036
"596",95.620003,96.809998,95.239998,96.550003,846100,94.533943
"597",96.07,97.940002,95.660004,96.019997,1604800,94.015007
"598",95.709999,98.699997,95.32,97.480003,1133400,95.444527
"599",97.629997,98.190002,95.559998,95.75,1367900,93.750648
"600",95.540001,95.639999,92.169998,92.93,1707700,90.989532
"601",92.279999,92.339996,89.75,91.029999,1733100,89.129211
"602",91.379997,91.57,88.709999,89.260002,1463700,87.396156
"603",86.279999,87.889999,85.709999,85.760002,2297800,83.969254
"604",85.470001,86.010002,84.459999,84.839996,1213300,83.068459
"605",84.949997,85.529999,83.639999,85.5,756700,83.714676
"606",84.610001,85.919998,84.110001,85.139999,853500,83.36219
"607",85.190002,87.029999,84.93,85.290001,1202700,83.509071
"608",86.370003,88.620003,86.019997,88.489998,1091800,86.64225
"609",88.860001,89.650002,88.199997,88.470001,913900,86.622658
"610",88.269997,88.269997,86.18,87.739998,704900,85.907898
"611",87.910004,89.040001,87.330002,87.389999,898200,85.565208
"612",88.010002,89.43,87.879997,88.639999,856600,86.789116
"613",89.239998,89.279999,87.849998,87.910004,549200,86.074356
"614",87.900002,88.849998,87.510002,88.709999,702400,86.857643
"615",89.110001,90.629997,88.760002,90.059998,963300,88.179466
"616",90.07,91.209999,88.730003,90.849998,1083000,88.952972
"617",90.879997,90.940002,89.389999,90.07,728900,88.189255
"618",85.099998,91.800003,85.050003,89.879997,1389500,88.00322
"619",90.32,90.940002,88.860001,89.5,759900,87.631157
"620",90.589996,91.330002,90.290001,90.870003,730500,88.972549
"621",89.75,90.580002,88.239998,88.910004,1530100,87.053482
"622",89,89.260002,87.279999,87.330002,872300,85.50647
"623",87.139999,88.599998,86.769997,87.809998,765100,85.97644
"624",88.190002,88.57,87.43,88.349998,484700,86.505165
"625",88.779999,90.360001,88.68,89.690002,650200,87.817184
"626",90.07,92.230003,90.07,91.410004,1912000,89.501274
"627",92.18,93.190002,90.489998,91.239998,839600,89.334824
"628",91.239998,91.860001,89.879997,90.269997,635600,88.385063
"629",90.550003,91.699997,90.550003,91.410004,337400,89.501274
"630",90.860001,91.449997,89.970001,90.860001,449400,88.962753
"631",90.389999,90.75,88.940002,89.220001,858400,87.357002
"632",88.980003,89.110001,88.019997,88.860001,1342100,87.004517
"633",89.699997,89.940002,87.279999,87.629997,945500,85.800186
"634",85.379997,88.790001,85.160004,87.760002,1459300,85.92749
"635",87.790001,93.519997,87.790001,92.940002,1492300,90.999321
"636",93,93.550003,91.620003,92.580002,2020300,90.646851
"637",99.629997,101.169998,97.330002,97.730003,5993600,95.689308
"638",97.230003,98.18,93.879997,97.769997,3210500,95.728462
"639",97.75,99.300003,97.239998,99.230003,2031200,97.157982
"640",99.639999,103.870003,99.050003,103.739998,2519900,101.573807
"641",103.779999,104,102.059998,103.089996,1701600,100.937378
"642",103.5,104.550003,103.309998,104.190002,968000,102.014412
"643",104.300003,106.620003,102.449997,102.75,1598300,100.604485
"644",102.5,102.839996,101.32,102.139999,1229200,100.007225
"645",102.349998,103.110001,101.610001,102.940002,540700,100.790512
"646",102.410004,102.889999,101.139999,101.849998,710700,99.723267
"647",100.849998,102.699997,99.82,102.639999,639800,100.496788
"648",102.5,103.330002,100.800003,102.370003,702800,100.232407
"649",102.029999,103.43,101.099998,101.220001,1336200,99.35878
"650",100.650002,102.449997,99.849998,101.669998,1467000,99.800522
"651",100.580002,100.580002,96.169998,96.900002,1144900,95.118233
"652",97.5,98.220001,95.790001,97.93,923800,96.129272
"653",96.709999,97.57,95.370003,97.410004,840300,95.618835
"654",98.029999,99.349998,97.559998,99.279999,934500,97.454445
"655",99.059998,99.489998,96.370003,98.709999,571900,96.894928
"656",98.550003,98.879997,97.269997,98.419998,775500,96.610268
"657",98.660004,102.199997,97.82,101.089996,893700,99.231155
"658",99.629997,100.75,97.5,97.5,978000,95.707184
"659",97.879997,97.879997,93.650002,95.360001,1693900,93.606529
"660",96.440002,98.279999,95.739998,98.019997,764600,96.217613
"661",99.120003,100.410004,99.120003,99.510002,419100,97.680222
"662",99.550003,100.629997,99.160004,100.18,658400,98.337891
"663",101.120003,102.349998,100.529999,101.93,619700,100.055725
"664",102.550003,102.550003,100.940002,101.790001,547300,99.918297
"665",101.550003,101.620003,98.339996,99.139999,1160600,97.317024
"666",99.769997,101.080002,98.650002,100.75,800700,98.89743
"667",101.400002,102.470001,100.029999,100.660004,1247100,98.80909
"668",100.220001,104.370003,99.330002,103.970001,1069500,102.058212
"669",105.599998,107.910004,105.269997,106.900002,1063300,104.934326
"670",107.220001,109,107.220001,108.040001,1004900,106.053383
"671",106.93,107.870003,105.550003,106.650002,933400,104.688942
"672",107.739998,109.120003,107.269997,108.830002,933400,106.828857
"673",110.43,112.970001,110.080002,112.440002,1157700,110.372482
"674",112.669998,113.230003,110.529999,110.739998,989400,108.70372
"675",111.550003,114.050003,111.239998,113.870003,1014300,111.776192
"676",113.25,116.25,111.779999,116.239998,1249000,114.102592
"677",115.699997,115.959999,112.82,115.75,1056500,113.621605
"678",115.400002,115.419998,113.419998,114.5,835300,112.3946
"679",115.25,115.82,113.68,114.959999,508500,112.84613
"680",114.379997,116.07,113.709999,115,517200,112.885391
"681",114.379997,115.120003,113.209999,114.919998,578000,112.806862
"682",113.949997,114.860001,112.419998,114.639999,746300,112.532021
"683",114.910004,115.190002,112.879997,113.099998,715300,111.020332
"684",112.980003,114.720001,112.419998,114.150002,1209600,112.051033
"685",113.919998,115,113,113.449997,847100,111.363892
"686",114.360001,114.480003,111.699997,112.510002,573700,110.441193
"687",112.440002,114.459999,112.059998,113.900002,914800,111.805634
"688",113.839996,114.239998,112.970001,113.699997,537500,111.609299
"689",114.099998,114.290001,110.400002,111.040001,1017200,108.998215
"690",111.440002,112.389999,110.169998,110.650002,943000,108.615387
"691",111.110001,112.110001,107.519997,108.410004,827700,106.416573
"692",107.970001,109.230003,106.25,106.68,873400,104.718376
"693",106.959999,108.830002,105.239998,108.779999,751800,106.77977
"694",108.489998,109.260002,107.32,108.580002,532900,106.583458
"695",108.379997,109.120003,106.870003,108.110001,725700,106.122086
"696",104.910004,107.5,104.910004,105.989998,743000,104.041061
"697",106.57,107.449997,105.900002,106.029999,709600,104.080338
"698",105.68,108.010002,105.410004,107.580002,590900,105.601822
"699",109.5,111.160004,108.989998,110.349998,786000,108.320908
"700",109.93,110.239998,109.089996,109.580002,890100,107.565063
"701",109,112,108.559998,111.599998,1408000,109.547913
"702",113.629997,117.18,110.690002,115.650002,2444900,113.523445
"703",115.610001,117.150002,115.610001,116.18,1004400,114.043694
"704",116.550003,117.25,115.040001,115.580002,863700,113.454735
"705",116.160004,117.150002,115,115.379997,760600,113.2584
"706",115.080002,117.550003,114.540001,117.339996,1055600,115.182381
"707",116.75,117.330002,115.089996,116.849998,817600,114.701378
"708",116.639999,116.75,115.120003,115.760002,778300,113.631424
"709",115.82,116.870003,115.400002,116.75,763900,114.603226
"710",117.169998,117.660004,116.190002,116.790001,779600,114.642487
"711",116.309998,119.389999,116.150002,119.010002,944000,116.821671
"712",118.720001,118.720001,116.449997,117.699997,729400,115.535744
"713",116.470001,117.699997,116,117.559998,699700,115.398315
"714",117.559998,120,116.330002,119.900002,812300,117.695297
"715",120.519997,121.830002,120.050003,120.660004,1128100,118.44133
"716",120.68,121.209999,118.949997,119.889999,907900,117.685493
"717",119.690002,120.040001,117.940002,119.919998,997800,117.714928
"718",119.989998,122.290001,119.190002,120.610001,488400,118.64949
"719",120.610001,121.330002,119.809998,119.980003,634600,118.029732
"720",119.57,119.57,117.300003,118.18,638700,116.258987
"721",118.089996,119.43,117.879997,118.529999,534000,116.603294
"722",117.370003,117.980003,116.290001,116.519997,608300,114.625961
"723",116.410004,116.870003,115.459999,116.870003,583600,114.970291
"724",117.400002,117.779999,115.589996,115.739998,512500,113.858635
"725",114.790001,116.959999,114.790001,116.139999,464000,114.252159
"726",116.900002,116.900002,115.290001,116.139999,566200,114.252159
"727",115.980003,116.150002,114.629997,115.389999,621800,113.514351
"728",115.449997,116.199997,114.57,115.809998,550300,113.927521
"729",116.010002,116.730003,115.519997,116.32,465200,114.42923
"730",116.559998,118.18,116.370003,117.360001,515600,115.452309
"731",117.68,118.360001,116.779999,117.480003,557300,115.570366
"732",117.510002,117.889999,115.919998,116.639999,387500,114.744011
"733",116.610001,117.059998,115.360001,115.620003,271700,113.740601
"734",115.949997,116.900002,114.25,114.32,883800,112.461731
"735",112.879997,113.300003,111.400002,111.610001,991300,109.795792
"736",111.349998,112.889999,111.349998,111.790001,1017600,109.972847
"737",112.209999,113.519997,111.690002,113.459999,980700,111.615707
"738",114.169998,115.889999,114.019997,114.449997,529100,112.589615
"739",115,115.419998,114.25,114.489998,653000,112.628967
"740",114.589996,114.589996,112.739998,112.970001,571900,111.13369
"741",113.059998,113.730003,111.389999,111.389999,1019200,109.579376
"742",111.400002,113.290001,110.809998,112.449997,1581400,110.622124
"743",112.669998,115.919998,112.230003,113,826100,111.1632
"744",112.959999,114.650002,112.449997,114.489998,1377800,112.628967
"745",114.730003,115.480003,112.5,114.599998,1024800,112.737175
"746",114.529999,115.699997,113.559998,115.519997,751300,113.642227
"747",115.580002,116.110001,114.949997,115.519997,741300,113.642227
"748",116.099998,117.190002,114.980003,116.720001,3995000,114.822723
"749",117.379997,117.379997,115.800003,116.389999,623800,114.498077
"750",116.370003,117.010002,115.870003,116.559998,164100,114.665321
"751",116.949997,117.129997,115.910004,116.75,252800,114.852242
"752",116.75,117.110001,116.290001,116.68,333500,114.783363
"753",116.639999,116.970001,114.389999,116.580002,295600,114.685005
"754",116.330002,117.199997,115.739998,116.779999,448200,114.88176
"755",117.900002,117.989998,116.440002,117.519997,623100,115.609703
"756",115.849998,117.209999,115.849998,117.029999,535200,115.127686
"757",111.220001,116.199997,111.220001,115,928700,113.130676
"758",114.849998,117.860001,113.989998,117.650002,614500,115.737602
"759",117.769997,119.410004,117.290001,118.760002,652300,116.829575
"760",119.370003,120.129997,118.5,119.029999,1058500,117.095177
"761",119.419998,120.110001,118.790001,119.080002,558600,117.144363
"762",118.790001,119.330002,117.730003,118.5,566800,116.573784
"763",118.75,119.769997,118.389999,118.989998,613800,117.055824
"764",118.839996,120.440002,118.529999,119.040001,654100,117.105019
"765",119.760002,120.839996,119.139999,119.760002,1119400,117.813316
"766",114.57,119,112.790001,114.68,3945800,112.815872
"767",115.169998,118.379997,114.760002,115.860001,1869100,113.976692
"768",114.519997,116.190002,113.629997,114.300003,1323500,112.442047
"769",114.540001,116.760002,113.910004,116.5,982700,114.606293
"770",116.910004,116.949997,114,115.709999,561500,113.829132
"771",113.669998,115.419998,113.459999,114.809998,837300,112.943756
"772",115.029999,115.629997,112.769997,112.860001,702900,111.025459
"773",113.099998,114.160004,111.82,111.93,784300,110.11058
"774",111.309998,111.919998,110.239998,111.68,537500,109.864647
"775",111.199997,111.790001,107.519997,107.93,921300,106.175598
"776",108.550003,111.129997,107.800003,110.440002,735700,108.644798
"777",111.459999,114.029999,110.550003,113.290001,814600,111.448479
"778",114.139999,115.139999,111.779999,112.129997,549100,110.307335
"779",112.25,112.669998,110.339996,112.029999,574200,110.47496
"780",111.220001,113.010002,110.879997,112.519997,768500,110.95816
"781",112.199997,113.529999,110.830002,112.07,523500,110.514412
"782",112.919998,113.910004,112.230003,112.410004,435500,110.849693
"783",112.690002,116.419998,112.599998,113.959999,451600,112.378181
"784",113.18,114.709999,112.730003,114.230003,583100,112.644432
"785",114.25,114.339996,109.949997,110.07,923100,108.542168
"786",110.07,110.739998,107.919998,109.610001,670200,108.088562
"787",110.099998,110.720001,109.5,110.110001,348000,108.581619
"788",109.93,110.459999,108.760002,109.959999,615400,108.433701
"789",109.540001,110.029999,108.449997,109.699997,439000,108.177299
"790",107.779999,107.779999,103.93,105.349998,1038900,103.887688
"791",105.550003,106.050003,100.910004,101.269997,1091300,99.864326
"792",101.809998,102.889999,100.370003,100.669998,907500,99.272652
"793",98.989998,101.540001,96.269997,96.790001,1246300,95.44651
"794",93.760002,96.449997,92.010002,96.440002,1358400,95.101372
"795",96.650002,97.449997,93.940002,96.559998,816700,95.219704
"796",96.040001,98.139999,93.010002,94.540001,933200,93.227745
"797",94.150002,98.150002,93.970001,98.050003,1125700,96.689026
"798",95.760002,96.610001,92.290001,93.089996,771000,91.797852
"799",90.029999,93.559998,88.760002,93.230003,782600,91.935921
"800",86.660004,88.489998,85.559998,85.730003,1271200,84.540039
"801",87.919998,92.339996,86,92.139999,1548300,90.861046
"802",89.599998,91.050003,87.419998,88.32,883900,87.094078
"803",86,86.150002,81.260002,83.389999,1434600,82.232513
"804",86.050003,88.790001,83.919998,87.889999,1162300,86.670052
"805",79.110001,81.669998,75.290001,75.379997,1022300,74.333687
"806",77.389999,87.349998,75.559998,85.290001,1132100,84.106133
"807",81.599998,85.160004,78.790001,84.669998,1117700,83.494736
"808",85.099998,87.699997,81.860001,84.089996,826500,82.922791
"809",84,86.860001,80.199997,80.629997,1049500,79.510811
"810",81.089996,82.239998,77.769997,79.040001,904800,77.942886
"811",82.110001,86.489998,80.769997,85.980003,953200,84.78656
"812",86.139999,94.910004,84.389999,91.620003,1445400,90.348274
"813",91.639999,94.93,88.93,93.730003,1015600,92.428993
"814",89.639999,92.68,87.339996,90.059998,963700,88.809921
"815",89.949997,95,89.389999,93.559998,700500,92.26133
"816",92.43,94.540001,91.099998,92.230003,1063600,90.949806
"817",88.910004,93.160004,88.059998,90.5,809200,89.24382
"818",89.230003,91.389999,88.029999,90.879997,910000,89.618538
"819",90.389999,92.050003,88.690002,89.760002,845800,88.514091
"820",92.980003,97.709999,92.059998,96.93,1205400,95.584564
"821",99.709999,101.120003,97.25,98.449997,1672400,97.083458
"822",99.199997,99.790001,98.040001,98.830002,1089500,97.458191
"823",100.220001,103.040001,97.519997,99.190002,1020200,97.813202
"824",99.290001,99.300003,94.379997,94.93,905700,93.612328
"825",96.860001,99.510002,96.230003,97.889999,1731500,96.53125
"826",100.279999,102.290001,97.599998,100.82,1603500,99.42057
"827",100.379997,104.120003,99.5,103.75,1196500,102.309898
"828",106.010002,108.139999,105.010002,107.580002,930600,106.086723
"829",106.139999,107.239998,100.610001,100.889999,1035300,99.489601
"830",97.019997,100.940002,97.019997,99.879997,761900,98.493614
"831",101.830002,101.830002,98.879997,100.25,605500,98.858482
"832",100.230003,101.910004,99.459999,100.870003,1016800,99.469879
"833",101.660004,102.139999,100.150002,101.599998,882400,100.189728
"834",102.379997,105.800003,101.720001,104.650002,640100,103.197411
"835",106.709999,107.589996,105.160004,105.419998,736900,103.956718
"836",107.639999,107.790001,104.470001,105.690002,963500,104.222969
"837",105,105.150002,100.800003,101.120003,1023800,99.716408
"838",99.589996,101.989998,98.919998,100.870003,749400,99.469879
"839",100.519997,100.519997,96.660004,100.379997,950000,98.986679
"840",102.199997,102.199997,100.459999,101.040001,706300,99.637512
"841",101.449997,101.550003,99.529999,99.800003,532100,98.414734
"842",100.739998,101.800003,99.699997,100.099998,540300,98.97834
"843",100.730003,103.360001,100.690002,103.25,485100,102.09304
"844",102.150002,103.940002,101.260002,103.199997,432600,102.043587
"845",103.769997,104.800003,99.650002,99.82,579600,98.701477
"846",99.910004,100.339996,96.489998,97.970001,512200,96.872208
"847",96.43,98.980003,95.300003,98.690002,724400,97.584145
"848",97.300003,99.120003,96.82,98.139999,846800,97.040298
"849",101.489998,103.379997,100.690002,102.639999,655200,101.489876
"850",101.93,104.57,101.900002,102.080002,468100,100.936157
"851",103.830002,105.910004,103.699997,105.010002,575700,103.833328
"852",105.379997,106.589996,104.720001,106.110001,641500,104.92099
"853",105.970001,108.57,105.07,108.459999,843700,107.244652
"854",112.989998,114.68,111.980003,114.540001,1319000,113.256538
"855",115.459999,119.529999,114.620003,119.519997,1275700,118.180725
"856",119.690002,120.730003,118.040001,118.879997,929600,117.54789
"857",118.389999,120.209999,118.019997,119.669998,1009400,118.329041
"858",119.010002,119.519997,115.489998,115.559998,946800,114.265099
"859",115.290001,119.129997,115.290001,117.779999,1034300,116.46022
"860",119.629997,119.809998,115.699997,115.959999,979100,114.660614
"861",116.230003,117.610001,115.5,117.599998,898300,116.282249
"862",119.57,120.940002,118.410004,120.739998,1018200,119.387054
"863",122.129997,122.389999,120.25,122.010002,614200,120.64283
"864",119.93,120.5,118.82,119.809998,635400,118.467468
"865",119.720001,121.610001,118.82,118.989998,763400,117.656662
"866",116.529999,117.25,112.239998,112.739998,766400,111.476707
"867",115.300003,115.870003,111.459999,114.099998,817000,112.821457
"868",111.370003,116.129997,110.290001,115.68,574700,114.383759
"869",118.510002,119.099998,116.110001,116.690002,1025000,115.382439
"870",119.809998,121.510002,118.169998,119.82,892000,118.477371
"871",118.769997,119.739998,118.230003,119.300003,664900,117.963203
"872",121.25,121.25,116.459999,117.599998,1114400,116.282249
"873",116.949997,117.93,115.400002,117.129997,593100,115.817505
"874",120.32,121.220001,118.610001,119.849998,814100,118.507034
"875",118.349998,119.900002,116.860001,117.040001,604600,115.728516
"876",116.459999,118.540001,115.470001,118.389999,517100,117.063385
"877",117.489998,119.93,116.989998,119.300003,1224000,117.963203
"878",120.239998,121.120003,118.650002,120.080002,756300,118.734444
"879",119.860001,121.239998,119.330002,120.339996,649800,118.991539
"880",120.959999,121.389999,117.25,117.650002,604900,116.331673
"881",118.870003,119.739998,117.889999,118.260002,563200,116.934853
"882",119.199997,121.580002,118.769997,120.839996,650400,119.485939
"883",120.040001,125.18,119.720001,124.040001,935600,122.650078
"884",124.199997,127.220001,123.910004,125.910004,775200,124.49913
"885",125.830002,126.160004,123.269997,125,874800,123.599319
"886",125.459999,127.760002,125.209999,127.639999,1083000,126.209747
"887",128.660004,130.279999,125.220001,125.650002,1093100,124.242043
"888",126.650002,129.029999,125.650002,128.690002,676000,127.247993
"889",129.160004,131.139999,128,130.339996,943900,128.879471
"890",129.979996,133,129.360001,132.550003,1268000,131.064713
"891",137,138.759995,135.199997,136.820007,2292300,135.28688
"892",135.529999,137.399994,133.679993,134.399994,1491600,132.893982
"893",135,136.199997,132.070007,133.029999,869000,131.539322
"894",132.800003,135.149994,131.279999,132.160004,1147200,130.679092
"895",131.410004,133.5,131.050003,131.470001,718300,129.996826
"896",131.050003,132.190002,130.199997,130.789993,912200,129.324432
"897",131.100006,132.669998,129.759995,130.350006,981300,128.889374
"898",130.160004,130.949997,127.709999,127.980003,854500,126.545937
"899",129.130005,131.669998,128.860001,130.210007,853700,128.750961
"900",128.539993,129.449997,127.580002,129.039993,532800,127.594048
"901",128.630005,129.610001,125.540001,129.399994,990300,127.950012
"902",130.119995,132.279999,130.100006,130.619995,847300,129.156342
"903",130.570007,132.240005,129.940002,132.169998,832200,130.688965
"904",132.399994,133.600006,131.330002,131.839996,785600,130.362671
"905",132.449997,134.089996,131.029999,133.889999,758200,132.661392
