"","MDT.Open","MDT.High","MDT.Low","MDT.Close","MDT.Volume","MDT.Adjusted"
"445",96.75,97.169998,95.139999,95.970001,4650300,89.952972
"446",95.68,96.5,95.370003,96.190002,3179100,90.159164
"447",96.099998,96.809998,94.910004,95.07,5841100,89.109406
"448",95.029999,95.629997,92.650002,93.110001,7177300,87.27227
"449",94.43,95.160004,93.5,94.690002,4814700,88.753235
"450",93.849998,94.82,93.230003,93.82,4107200,87.937759
"451",94.93,96.919998,94.830002,96.550003,4982400,90.496605
"452",95.629997,97.400002,95.330002,97.290001,5105500,91.190201
"453",97.169998,97.43,95.029999,95.919998,4298800,89.906105
"454",95.660004,95.800003,93.690002,93.940002,6750100,88.050247
"455",93.940002,94.349998,92.980003,93.620003,3991300,87.75032
"456",92.5,93.550003,91.900002,93.089996,5530000,87.253532
"457",93.120003,93.949997,91.260002,91.470001,4918900,85.735107
"458",91.800003,92.410004,90.790001,91.760002,4622300,86.006927
"459",91.029999,91.730003,89.080002,89.75,6725600,84.122948
"460",91.089996,91.480003,88.440002,89.449997,6266400,83.841751
"461",89.650002,90.620003,89.160004,90.269997,5582200,84.610336
"462",91,91.360001,89.75,89.82,8496800,84.188553
"463",90.129997,91.949997,90,91.550003,5213700,85.810089
"464",91.889999,92.849998,90.68,91.419998,5054100,85.688232
"465",91.949997,92.32,91.190002,91.610001,3955800,85.866318
"466",91.540001,92.610001,91.25,92.510002,3927000,86.709915
"467",93.239998,94.199997,92.910004,94.120003,5484100,88.218956
"468",94,94.75,93.599998,94.739998,5330100,88.800079
"469",94.690002,94.860001,93.849998,94.360001,4306400,88.443909
"470",94.480003,94.629997,92.230003,92.639999,4276800,86.831741
"471",92.599998,93.089996,91.739998,92.07,4953900,86.297485
"472",92.860001,93.529999,91.540001,92.110001,4291900,86.334984
"473",91.540001,92.790001,89.860001,92.769997,6575200,86.953598
"474",92.720001,94.599998,92.720001,93.699997,7922000,87.825294
"475",94.010002,94.230003,90.040001,90.370003,6780900,84.704071
"476",94.870003,94.889999,91.339996,92.160004,8270800,86.381851
"477",92.760002,93.309998,91.650002,92.970001,6829400,87.14106
"478",92.5,93,91.709999,92.010002,2560300,86.241249
"479",90.620003,92.580002,90.510002,92.059998,4957600,86.288109
"480",91.690002,93.160004,91.290001,93.129997,6094800,87.291031
"481",93.389999,95.57,93.309998,95.370003,6589400,89.390587
"482",95.379997,97.309998,95.309998,96.599998,6013900,90.54348
"483",96.809998,97.589996,96.760002,97.529999,6581400,91.415169
"484",98,99.139999,97.919998,98.75,6258400,92.55867
"485",98.580002,99.410004,96.099998,96.489998,7123000,90.440369
"486",95.209999,96.239998,93.660004,96.239998,8221600,90.206032
"487",95.919998,96.220001,93.5,94.239998,5902900,88.331429
"488",94,95.910004,92.910004,95.480003,5092500,89.493683
"489",96.480003,97.410004,94.989998,95.470001,4765000,89.484314
"490",96.400002,97.120003,95.68,95.709999,6047000,89.709274
"491",96.580002,96.910004,94.970001,95.5,4952900,89.512444
"492",94.400002,94.760002,93.120003,93.720001,6337800,87.84404
"493",93.470001,93.470001,91.169998,91.849998,7224100,86.091286
"494",92.959999,93.279999,91.199997,92,5655200,86.231873
"495",93.720001,93.940002,90.300003,91.260002,7639700,85.538269
"496",91.150002,91.879997,89.110001,89.900002,7693800,84.263535
"497",89.110001,91.239998,88.309998,88.599998,10918500,83.045044
"498",88.230003,88.589996,85.800003,85.800003,3748100,80.420601
"499",86.389999,88.68,85.300003,88.660004,5816600,83.101288
"500",87.449997,89.660004,86.379997,89.650002,6015400,84.505791
"501",90.209999,90.639999,88.949997,89.260002,4508100,84.138168
"502",89.919998,91.209999,89.599998,90.959999,5436400,85.740623
"503",89.529999,90.139999,87.089996,87.919998,7099100,82.875038
"504",87.620003,87.730003,85.18,85.449997,6099800,80.546776
"505",86.839996,88.709999,86.739998,88.129997,6275400,83.072998
"506",88.370003,89.080002,82.239998,82.449997,17462700,77.718933
"507",83.279999,83.959999,81.660004,83.029999,14472200,78.265656
"508",83.790001,85.5,83.449997,84.300003,7894300,79.462761
"509",83.860001,84.910004,83.339996,84.839996,5279200,79.971802
"510",84.169998,84.879997,83.449997,84.839996,5054300,79.971802
"511",84.349998,84.980003,84.110001,84.75,5294700,79.886948
"512",85.269997,86.57,85.029999,86.029999,6323400,81.093498
"513",86.580002,87.32,86.199997,86.989998,5066800,81.998413
"514",86.970001,88.190002,86.790001,87.599998,7521700,82.573418
"515",88.519997,88.620003,86.309998,87.300003,8549300,82.290627
"516",86.82,87.019997,86,87,6567000,82.007851
"517",87.080002,87.290001,85.910004,87.160004,4642900,82.158669
"518",87.260002,87.32,86.43,87.230003,4515400,82.224625
"519",87.68,87.910004,86.699997,87.019997,5283500,82.026703
"520",86.519997,87,85.660004,86.419998,5143400,81.461121
"521",85.959999,87.080002,85.959999,86.470001,3670600,81.50824
"522",86.489998,87.970001,86.260002,87.830002,5385700,82.790222
"523",87.739998,89.32,87.510002,88.389999,9536200,83.318077
"524",88.870003,89.449997,87.730003,88.309998,5727400,83.242676
"525",88.309998,88.459999,86.839996,87.809998,4970900,82.77137
"526",88.260002,88.620003,87.75,88.029999,5640800,82.978745
"527",88.279999,89.099998,87.809998,88.860001,3417400,83.761116
"528",88.410004,89.360001,88.129997,88.900002,4304900,83.798828
"529",88.43,89.510002,88.169998,89.010002,3982200,83.902512
"530",89.480003,89.900002,89.139999,89.599998,4020000,84.458649
"531",90,90.519997,89.269997,90.25,3713900,85.07135
"532",90.760002,90.949997,90.199997,90.669998,3483500,85.467255
"533",90.839996,91.629997,90.540001,91.230003,4644100,85.995125
"534",91.959999,92.339996,91.529999,92.269997,5622500,86.975441
"535",93.220001,94.589996,92.230003,92.330002,6891400,87.03199
"536",92.449997,93,92.209999,92.800003,4924800,87.475037
"537",92.669998,92.889999,92.120003,92.610001,4222600,87.295944
"538",93,93.830002,92.940002,93.769997,4551300,88.389366
"539",93.919998,94.059998,92.169998,92.220001,7216800,86.928307
"540",92.25,92.449997,91.209999,91.290001,4541800,86.051674
"541",91,91.389999,90.57,90.889999,7327200,85.674622
"542",90.93,91.269997,90.389999,90.5,12189600,85.307014
"543",91.18,92.169998,90.949997,92.089996,8021400,86.805779
"544",92.510002,93.160004,91.260002,92.290001,5620100,86.994293
"545",92.010002,93.029999,91.449997,92.720001,6073900,87.39962
"546",92.879997,93.019997,91.980003,92.080002,4070700,86.796349
"547",91.809998,92.129997,90.860001,91.080002,4876100,85.853737
"548",90.980003,91.279999,89.5,90.519997,4113900,85.325851
"549",90.970001,92.110001,90.879997,92,4639100,86.720924
"550",92.239998,92.809998,91.900002,92.440002,6149100,87.135696
"551",92.860001,93.639999,92.639999,93.019997,6638200,87.682404
"552",93.099998,93.529999,92.440002,93.330002,5578600,87.974625
"553",93.360001,94.199997,93.290001,93.790001,9493800,88.408218
"554",93.260002,93.620003,91.209999,91.889999,8347700,86.617249
"555",92.059998,92.879997,91.419998,92.660004,5909400,87.343063
"556",92.389999,92.550003,91.540001,91.720001,4772600,86.457001
"557",90.970001,92.900002,90.629997,92.099998,4217000,87.291054
"558",91.629997,92.120003,90.370003,90.389999,4291700,85.670341
"559",90.379997,90.970001,90.010002,90.620003,3336900,85.888336
"560",91.360001,92.169998,90.610001,91.07,4463300,86.314835
"561",91.07,91.290001,89.510002,90.260002,4822400,85.547127
"562",90.300003,90.660004,89.470001,89.959999,6534900,85.262794
"563",90.220001,91.190002,89.800003,91.080002,4742700,86.324318
"564",91.629997,91.870003,90.400002,90.690002,4467100,85.954697
"565",90.949997,91.019997,90.160004,90.400002,3684700,85.679817
"566",90.839996,90.860001,88.309998,88.449997,7633200,83.831635
"567",88.5,89.470001,88.080002,89.230003,6085300,84.5709
"568",89.720001,90.040001,88.739998,88.93,6211900,84.286575
"569",89.169998,89.169998,88,88.989998,5464500,84.343445
"570",88.68,89.120003,88.470001,88.720001,4938700,84.08754
"571",88.720001,89.349998,88.489998,88.629997,5031400,84.002243
"572",89.199997,89.199997,87.25,87.599998,7878900,83.026016
"573",88,88.07,86.620003,86.75,7324200,82.220406
"574",87.129997,87.290001,86.669998,86.870003,5815900,82.334137
"575",87.510002,87.550003,86.050003,86.150002,8424600,81.651733
"576",86.239998,86.419998,84.550003,84.730003,9388300,80.305878
"577",84.540001,84.639999,82.769997,84.220001,6798000,79.82251
"578",83.760002,84.690002,83.650002,84.150002,3878400,79.756157
"579",84.470001,85.779999,84.400002,85.099998,6415800,80.656548
"580",84.889999,86.269997,84.360001,85.639999,4389200,81.168358
"581",85.75,86.940002,85.360001,86.860001,5928200,82.324661
"582",87.25,87.489998,86.739998,87.349998,3435200,82.789063
"583",87.230003,87.650002,86.919998,87.440002,4069000,82.874374
"584",87.610001,89.099998,87.400002,88.809998,7380700,84.172844
"585",88.82,89.080002,87.410004,88.309998,4685200,83.698944
"586",88.290001,89.169998,88.029999,89.139999,4761900,84.485603
"587",89.550003,89.860001,89.129997,89.580002,3705100,84.902641
"588",88.5,90.349998,88.239998,90.150002,5504700,85.442871
"589",89.75,90.300003,88.739998,89.269997,6455600,84.608826
"590",89.019997,89.470001,88.790001,89,4556400,84.352921
"591",88.339996,88.339996,86.690002,88.139999,6844200,83.537834
"592",87.529999,88.650002,86.089996,88.330002,4239900,83.717903
"593",87.260002,87.57,86.620003,87.330002,3823500,82.770126
"594",87.449997,88.309998,87.309998,87.660004,3194600,83.082893
"595",87.230003,88.610001,86.760002,88.269997,3696200,83.661018
"596",88.669998,89.260002,88.07,88.110001,5013100,83.509392
"597",87.220001,88.580002,87.150002,87.730003,4735800,83.149239
"598",87.510002,88,86.889999,87.57,4677400,82.997574
"599",88.019997,88.690002,87.709999,87.769997,6403400,83.187134
"600",87.720001,89.120003,87.419998,88.760002,7391300,84.12545
"601",91.080002,91.790001,90.120003,91.639999,12993200,86.855072
"602",92.400002,93.919998,92.010002,93.029999,7341200,88.172493
"603",92.889999,93.5,91.25,91.309998,8852200,86.542297
"604",91.18,91.779999,90.25,91.519997,5830300,86.741341
"605",91.870003,93.370003,91.580002,92.580002,4400700,87.745995
"606",92.120003,92.93,91.830002,92.580002,5949900,87.745995
"607",92.779999,94,92.360001,93.330002,8489100,88.456841
"608",94,94.720001,93.379997,94.410004,6871300,89.480446
"609",95.699997,96.860001,95,96.550003,7867800,91.508713
"610",96.510002,97.230003,95.699997,96.5,6495100,91.461311
"611",96.940002,97.470001,96.889999,97.110001,4848500,92.039452
"612",97.029999,97.830002,96.82,97.75,3975900,92.646042
"613",98,98.739998,97.139999,97.559998,3621500,92.465965
"614",97.529999,97.980003,97.190002,97.529999,3108800,92.437531
"615",97.5,97.769997,96.980003,97.5,4281400,92.409088
"616",97.599998,98.160004,97.370003,97.5,3056900,92.409088
"617",97.510002,97.739998,97.050003,97.32,2749500,92.238495
"618",97.82,98.389999,97.449997,97.959999,3654000,92.845078
"619",97.629997,99.059998,97.589996,98.75,4307100,93.593842
"620",99.309998,99.900002,98.449997,99.260002,4887200,94.077202
"621",99.209999,99.769997,98.440002,99.379997,7027600,94.190941
"622",99.290001,99.870003,98.900002,99.160004,4037900,93.982422
"623",99.150002,99.699997,98.839996,98.900002,4416100,93.736
"624",98.459999,98.489998,96.849998,97.220001,4315000,92.143723
"625",97.839996,98.050003,96.519997,97.480003,7428000,92.390144
"626",97.900002,97.980003,96.879997,97.389999,5539400,92.304848
"627",98.290001,98.559998,97.379997,98.099998,3326900,92.977768
"628",98.099998,98.599998,97.650002,98.050003,3380300,92.930382
"629",98.059998,98.809998,97.870003,98.809998,2326000,93.650703
"630",97.910004,98.349998,97.440002,98.110001,2319800,93.498222
"631",98.160004,98.389999,97.5,98.019997,4384800,93.412453
"632",98.400002,99.110001,98.120003,98.440002,5665300,93.812706
"633",98.5,98.949997,98.010002,98.849998,3482100,94.20343
"634",99.599998,100,98.949997,100,3981500,95.299377
"635",99.870003,100,98.459999,99.25,3545600,94.584618
"636",99.290001,99.870003,98.959999,99.82,3075700,95.127846
"637",99.980003,100.260002,99.540001,99.870003,3632800,95.175491
"638",100.269997,101.32,99.849998,100.919998,5579100,96.176132
"639",100.599998,101.839996,100.589996,101.339996,3922900,96.576385
"640",102.080002,102.739998,100.790001,100.800003,5292400,96.061775
"641",101.120003,101.860001,100.959999,101.239998,3061400,96.481087
"642",101.559998,101.949997,101.110001,101.610001,3304500,96.833694
"643",101.849998,102.370003,101.279999,102.330002,3429900,97.519852
"644",102.089996,102.260002,101.480003,102.089996,3007500,97.291122
"645",102.5,103.290001,101.900002,102.550003,3515600,97.729515
"646",102.57,103.459999,102.199997,103.260002,3131300,98.406143
"647",102.970001,103.870003,102.510002,103.75,3892300,98.8731
"648",103.529999,103.949997,101.239998,101.940002,6937100,97.148193
"649",101.860001,103.709999,101.550003,102.370003,4287800,97.557983
"650",102.019997,102.760002,101.449997,102.330002,3632200,97.519852
"651",100.309998,101.519997,98.43,99.510002,4598700,94.832413
"652",100,101.290001,99.339996,101.239998,4786400,96.481087
"653",100.360001,101.839996,99.129997,101.389999,3954100,96.624031
"654",101.529999,102.599998,100.93,102.279999,4951200,97.472198
"655",101.879997,102.989998,101.459999,101.669998,6602100,96.890884
"656",101.669998,102.010002,100.660004,101,2668900,96.252373
"657",101.269997,102.699997,101,102.400002,3687500,97.586563
"658",101.5,102.260002,100.809998,100.93,4715100,96.185654
"659",100.790001,102.120003,100.629997,101.75,4366000,96.96711
"660",102.510002,103.040001,101.919998,102.760002,4758100,97.929626
"661",103.5,104.43,103.019997,104.18,6106800,99.282898
"662",107.980003,109.699997,106.739998,106.910004,11295400,101.884552
"663",106.610001,108.010002,106.470001,107.790001,6549300,102.723206
"664",108,108.309998,107.230003,107.830002,4402600,102.761322
"665",107.660004,108.029999,105.550003,106.050003,5316000,101.064987
"666",106.610001,106.959999,106.169998,106.889999,3092600,101.865494
"667",106.970001,107.830002,106.949997,107.540001,4429500,102.484947
"668",106.980003,108.459999,106.970001,108,3924300,102.923309
"669",108.440002,108.699997,107.300003,107.800003,3992900,102.732727
"670",108.43,108.449997,107.32,107.889999,3776500,102.818504
"671",107.239998,107.650002,106.790001,107.470001,4360100,102.418243
"672",107.889999,108.099998,107.160004,107.660004,4320900,102.599304
"673",108.760002,108.760002,107.230003,107.720001,4148200,102.656494
"674",107.870003,108.75,107.419998,108.690002,4484900,103.580887
"675",108.800003,109.25,107.550003,107.93,4652700,102.856621
"676",107.220001,107.580002,106.080002,107.480003,5063900,102.427757
"677",108.199997,109.370003,107.5,108.629997,6209100,103.523705
"678",109.5,111.239998,109.389999,110.379997,5203200,105.191444
"679",110,110.480003,109.300003,109.669998,6828600,104.514832
"680",109.5,109.790001,108.830002,109.050003,3402100,103.923965
"681",109.050003,110.029999,108.959999,109.339996,4290900,104.20034
"682",109.5,110.32,108.870003,110,5486000,104.829315
"683",110.330002,111.730003,110.129997,111.010002,3646400,105.79184
"684",111.459999,111.599998,110.650002,111.18,7342900,105.953857
"685",110.790001,111.379997,110.699997,110.839996,3268200,105.629829
"686",111.139999,112.050003,109.480003,109.760002,6023400,104.600594
"687",109.540001,109.760002,106.730003,107.620003,6715100,102.561195
"688",107.940002,107.980003,106.279999,107.400002,4042500,102.867683
"689",107.900002,108.519997,106.5,107.32,3111800,102.791061
"690",107.610001,109.059998,107.459999,108.620003,3627500,104.036209
"691",108.839996,109.699997,108.050003,108.220001,3539600,103.653084
"692",108.120003,108.449997,105.239998,105.940002,4413800,101.469292
"693",105.870003,107.260002,105.199997,106.93,2955200,102.417511
"694",107.540001,108.650002,107.379997,108.559998,3421500,103.978722
"695",107.919998,108.360001,107.169998,107.260002,3991000,102.733604
"696",106.5,106.739998,105,105.010002,4633800,100.578545
"697",105.800003,107.019997,105.449997,106.75,2901200,102.245102
"698",105.870003,107.610001,105.779999,107.419998,2797200,102.886833
"699",108.519997,108.739998,107.440002,107.580002,3652800,103.040085
"700",107.940002,108.209999,107.309998,107.57,1906900,103.03051
"701",108.110001,108.480003,107.529999,108.190002,2720500,103.624352
"702",108.169998,108.739998,107.419998,108.5,2986200,103.921265
"703",108.629997,108.980003,108.089996,108.510002,2332700,103.930847
"704",108.470001,108.910004,107.959999,108.120003,3155100,103.557304
"705",108.449997,108.610001,106.459999,106.620003,4169000,102.120598
"706",106.93,107.410004,104.279999,104.489998,6141000,100.080482
"707",105.379997,106.07,104.809998,105.220001,4543500,100.779686
"708",105.730003,106.190002,104.449997,105.290001,3482500,100.846733
"709",105.589996,105.699997,104.639999,105.440002,2671900,100.990402
"710",105.449997,106.339996,105.110001,106.220001,2651100,101.737473
"711",105.919998,107.919998,105.599998,107.550003,3587000,103.01136
"712",107.550003,108.739998,106.910004,108.550003,3065100,103.969154
"713",108.389999,109.25,107.720001,108.900002,3999200,104.304382
"714",109.199997,110.199997,108.410004,108.57,3844200,103.988304
"715",109,109,106.970001,107.150002,3524800,102.628242
"716",106.940002,106.959999,104.860001,105.529999,4135700,101.076599
"717",105.760002,107.279999,105.529999,106.870003,3654000,102.360054
"718",107.349998,107.480003,106.019997,106.800003,2630200,102.292999
"719",107.120003,107.589996,106.660004,107.029999,2312800,102.51329
"720",107.720001,108.739998,107.059998,107.959999,3090400,103.404045
"721",108.519997,108.989998,108.129997,108.629997,2413500,104.045769
"722",108.699997,109.25,108.339996,109.010002,2230800,104.409737
"723",109.949997,109.989998,108.239998,109.209999,3400600,104.601295
"724",109.940002,112.150002,109.900002,112.059998,6223500,107.331024
"725",113.279999,114.459999,111.129997,111.25,7547200,106.555199
"726",112.489998,112.559998,109.489998,111.07,7542100,106.382805
"727",111.410004,112.989998,111.239998,111.790001,6029500,107.072426
"728",111.57,112.269997,109.669998,110.489998,7026200,105.827278
"729",110.849998,111.459999,110.650002,110.82,5567600,106.143356
"730",111.230003,111.860001,110.669998,111.779999,5652600,107.062843
"731",112,112.150002,110.830002,111.330002,9385400,106.631836
"732",111.379997,112.709999,111.230003,112.470001,3367200,107.72374
"733",112.239998,112.379997,110.900002,111.389999,2786600,106.689301
"734",111.199997,111.620003,109.690002,110.910004,3429800,106.229553
"735",110.050003,111.529999,110.010002,110.989998,3573500,106.30619
"736",111.150002,112.139999,110.989998,111.940002,3003400,107.216095
"737",111.940002,112.309998,111.220001,112.199997,3205700,107.465118
"738",112.5,113.620003,112.080002,113.089996,3623000,108.317566
"739",112.830002,112.980003,111.010002,111.129997,3403400,106.440277
"740",111.360001,111.889999,110.900002,111.040001,3850700,106.354065
"741",111.540001,111.839996,111.169998,111.720001,2897200,107.005379
"742",111.43,113.080002,111.220001,112.379997,3741400,107.637512
"743",112.059998,113.889999,111.839996,113.519997,4180300,108.729416
"744",114.07,114.970001,114.010002,114.540001,4304000,109.706367
"745",114.970001,115.650002,114.139999,114.349998,3864300,109.524391
"746",114.110001,114.550003,113.699997,113.800003,4895100,108.997604
"747",113.900002,114.300003,112.769997,113.489998,5116600,108.700684
"748",115.25,115.940002,113.360001,113.739998,10323900,108.940132
"749",113.779999,114.139999,113.389999,113.889999,3726500,109.083801
"750",114.07,114.300003,113.480003,113.769997,1281400,108.968864
"751",113.209999,113.339996,112.150002,112.580002,2942500,108.343323
"752",112.900002,113.589996,112.480003,113.349998,2458900,109.084351
"753",113.769997,113.889999,112.540001,112.93,2112800,108.680168
"754",113,113.459999,112.199997,113.449997,2806400,109.180588
"755",114.459999,114.910004,113.099998,114.559998,3917000,110.248817
"756",113.160004,114.410004,113.050003,113.879997,2764600,109.594398
"757",113.269997,114.949997,113.099998,114.889999,3332000,110.566391
"758",114.339996,115.300003,114.139999,114.489998,4443800,110.18145
"759",115.309998,116.889999,115.25,116.5,5482800,112.115822
"760",117.050003,118.669998,116.949997,118.389999,5120900,113.934677
"761",118.709999,118.959999,117.919998,118.639999,3180900,114.17527
"762",118.309998,118.730003,117.160004,118.010002,3367100,113.568993
"763",117.379997,117.669998,116.160004,117.040001,5694200,112.63549
"764",117.169998,118.410004,116.959999,117.330002,3683200,112.914574
"765",118.120003,119.300003,117.779999,118.860001,4019400,114.387001
"766",118.949997,119.839996,118.559998,119.029999,4906100,114.550598
"767",119,120.510002,118.809998,120.32,5596900,115.792061
"768",121.589996,122.150002,120.360001,121.089996,4169400,116.533066
"769",120.739998,121.290001,119.639999,120.970001,4125900,116.417603
"770",120.889999,121.029999,118.870003,119.260002,3382500,114.77195
"771",118.5,120.059998,118.209999,119.230003,4192100,114.74308
"772",119.209999,120.050003,119.160004,119.18,3422700,114.694954
"773",119.75,120.150002,118.32,118.370003,3019500,113.915436
"774",117.43,118.5,116.690002,118.150002,5056200,113.70372
"775",117.760002,118.150002,115,115.440002,6067800,111.095703
"776",115.949997,118.330002,115.889999,117.989998,5618400,113.549736
"777",119.449997,120.470001,119.169998,119.989998,4000300,115.474464
"778",120.629997,121.410004,120.120003,120.620003,3811000,116.080765
"779",120.629997,121.360001,119.809998,121.300003,3763700,116.735176
"780",120.629997,120.910004,118.760002,118.949997,3946900,114.47361
"781",118.32,119.489998,118.209999,119.379997,4056800,114.887421
"782",119.93,120.18,118.43,118.949997,3959300,114.47361
"783",118.889999,118.889999,116.290001,116.489998,7629200,112.106186
"784",115,117.510002,114,116.830002,5639900,112.433403
"785",116.849998,117.529999,116,117.330002,3815600,112.914574
"786",114.230003,115,111.949997,112.660004,12050300,108.420319
"787",113.900002,114.940002,113.199997,113.769997,5198400,109.488541
"788",115.029999,115.410004,113.220001,113.860001,4914900,109.575157
"789",113.589996,113.860001,112.68,113.279999,5493800,109.016975
"790",111.900002,112.870003,110.699997,111.349998,5334300,107.159615
"791",111.599998,111.910004,108.260002,108.529999,7074400,104.44574
"792",109.43,110.089996,106.029999,106.150002,5426300,102.155304
"793",104.839996,105.550003,100.940002,100.980003,7263500,97.179863
"794",98.970001,101,96.559998,100.669998,11686600,96.881546
"795",101.629997,102.879997,99.5,102.620003,8358000,98.758156
"796",103.190002,104.669998,98.790001,100.400002,8371600,96.621696
"797",102.550003,103.980003,100.949997,103.589996,8935200,99.69165
"798",102.779999,102.830002,99.040001,100.18,5881600,96.409966
"799",97.279999,99.43,96.790001,99.059998,6843100,95.332123
"800",94.019997,95.470001,91.709999,92.400002,9053800,88.922768
"801",95.199997,96.370003,91.389999,96.360001,9725800,92.733727
"802",93.690002,94.580002,90.849998,92.440002,7893800,88.96125
"803",88.300003,90.400002,83.849998,84.400002,11417400,81.223816
"804",88.93,89.879997,81.459999,88.82,13456400,85.477478
"805",80.529999,83.440002,76.300003,77.43,10210000,74.516113
"806",79.07,81.449997,76.580002,80.209999,11584600,77.19149
"807",77,78.410004,72.129997,74.540001,10468300,71.734863
"808",78.040001,80.5,73.300003,79.220001,11112000,76.238754
"809",80.970001,81.660004,75.790001,77.459999,11355200,74.544991
"810",75.68,77.120003,72.160004,72.919998,11494600,70.175842
"811",77.370003,82.220001,76.559998,80.349998,9955900,77.326218
"812",82,90.040001,80.620003,86.82,16273700,83.55275
"813",89.040001,93.769997,89.040001,91.940002,12537800,89.033836
"814",88.559998,92.410004,88,89.889999,10665800,87.048645
"815",90.75,93.120003,90.5,92.050003,8248200,89.14035
"816",91.68,92.510002,89.519997,90.18,14088100,87.329468
"817",87.110001,87.690002,82.980003,84.110001,8110000,81.451332
"818",82.790001,86.5,81.330002,86.150002,7152600,83.426849
"819",86.029999,87.489998,84.779999,86.269997,5625700,83.543045
"820",89.349998,95,88.050003,94.089996,8952300,91.115868
"821",97.260002,101,94.32,94.459999,7688400,91.474174
"822",95.169998,99.839996,94.639999,99.279999,7655400,96.141815
"823",99.5,102.480003,99.269997,101.029999,8079400,97.836502
"824",100.230003,100.480003,97.239998,99.519997,5355500,96.374229
"825",101.220001,101.790001,99.830002,101.199997,5013600,98.001122
"826",97.360001,98.160004,95.860001,97.32,7727300,94.243774
"827",98.110001,98.190002,95.470001,95.699997,7944400,92.674973
"828",97.860001,103.550003,97.839996,103.330002,9559900,100.063805
"829",102.050003,103.059998,101.519997,101.540001,4729700,98.330383
"830",99.5,100.68,97.300003,97.610001,5472900,94.524612
"831",98.57,98.589996,93.720001,96.080002,7696500,93.042969
"832",96.5,97.440002,95.739998,95.830002,5854900,92.800865
"833",97.599998,99.529999,96.5,99.300003,4631500,96.161194
"834",100.029999,101.480003,99.25,100.760002,5019000,97.575043
"835",102.360001,102.489998,97.82,98.040001,4501000,94.941017
"836",99.5,100.790001,98.730003,99.139999,5393600,96.006248
"837",98.129997,99.440002,96.849998,97.629997,5497000,94.543983
"838",97,97.18,94.599998,95.139999,4172000,92.132683
"839",94.529999,95.699997,93.610001,95.260002,4717600,92.248886
"840",96.790001,98.919998,96.68,97.900002,4200200,94.80545
"841",98.309998,98.739998,96.57,96.760002,3605900,93.701477
"842",98.379997,99.75,97.839996,98.940002,4403500,95.812576
"843",100.419998,100.650002,98.129997,99.029999,4277800,95.899719
"844",97.839996,99.309998,96.959999,98.739998,3490400,95.618889
"845",99.099998,99.260002,95.169998,95.199997,4411800,92.190788
"846",95,95.43,92.980003,93.279999,7111000,90.331474
"847",92.199997,93.879997,89.650002,93.82,6355800,90.854401
"848",92.980003,94.230003,92,93.889999,8591500,90.922195
"849",96.82,100.150002,96.550003,98.900002,7047500,95.773842
"850",99,99.879997,96.949997,97.029999,4801700,93.962944
"851",97.889999,99.190002,96.949997,98.080002,4270900,94.979759
"852",95.099998,97.300003,94.07,95.410004,7021400,92.394157
"853",95.519997,95.879997,92.790001,94.720001,6518300,91.725967
"854",97.580002,98.089996,94.82,97.150002,7086300,94.079147
"855",97.43,98.139999,94.910004,96,6163700,92.9655
"856",97.519997,99.730003,97.199997,98.139999,5444200,95.037849
"857",99.099998,99.099998,96.220001,98.580002,8956300,95.463951
"858",97.730003,98.5,96.910004,97.110001,4860000,94.040421
"859",97.199997,97.669998,96.470001,97.25,8363300,94.17598
"860",97.510002,98.040001,96.970001,97.099998,7508900,94.030731
"861",96.75,97.669998,96.419998,96.989998,8785200,93.924202
"862",98.75,103.080002,98.07,102.040001,10060400,98.814575
"863",101.720001,103.230003,100.860001,101.330002,6929600,98.127029
"864",102.010002,103.059998,99,99.110001,5622500,95.977203
"865",99.209999,99.669998,97.150002,97.550003,6098300,94.466515
"866",95.849998,95.919998,90.790001,90.870003,8829600,87.997658
"867",93.849998,95.300003,91.75,93.209999,7333400,90.263687
"868",91.370003,94,90.68,93.620003,6026000,90.660728
"869",96.5,96.900002,94.629997,95.550003,6500100,92.529724
"870",95.650002,96.489998,95,95.480003,5360900,92.461945
"871",94.739998,95.57,93.949997,94.43,3692600,91.445129
"872",96.040001,96.379997,93.339996,93.910004,7084200,90.941566
"873",93.029999,93.720001,91.690002,93.330002,5370200,90.379898
"874",94.379997,95.129997,93.290001,93.389999,5160200,90.438004
"875",92.510002,92.610001,88.870003,88.93,10928600,86.11898
"876",88.199997,89.080002,87.68,88.860001,5671100,86.616104
"877",89,89.599998,88.190002,88.769997,9108200,86.528366
"878",89.480003,90.300003,88.459999,90.260002,5241600,87.980743
"879",90.199997,92.169998,89.010002,91.699997,5463800,89.384369
"880",91.779999,92.730003,91.459999,92.32,4328700,89.988731
"881",93.309998,94.419998,92.970001,93.160004,3937800,90.807526
"882",94.120003,94.82,92.5,93.209999,4366400,90.856255
"883",92.07,93.089996,91.449997,91.669998,4045600,89.355141
"884",91.620003,92.010002,90.639999,91.610001,3956300,89.296661
"885",91.440002,91.790001,89.220001,90.129997,4061100,87.854019
"886",89.68,90.970001,89.370003,90.809998,4933900,88.516853
"887",91.309998,94.669998,91.040001,92.769997,7442300,90.427361
"888",92.739998,94.669998,91.980003,94.650002,5421900,92.259895
"889",95.610001,98.220001,95.610001,97.160004,5644600,94.706505
"890",96.599998,96.830002,95.25,95.75,4123800,93.332108
"891",96.239998,98.959999,96.110001,98.580002,5557700,96.090645
