"","MCO.Open","MCO.High","MCO.Low","MCO.Close","MCO.Volume","MCO.Adjusted"
"70",112.639999,113.339996,111.940002,112.980003,748700,108.134193
"71",112.699997,113.550003,112.410004,112.43,515000,107.607788
"72",113.139999,114.419998,112.849998,114.269997,709500,109.368858
"73",113.870003,114.75,113.290001,114.139999,677700,109.244446
"74",114.43,114.900002,114.150002,114.379997,556500,109.474136
"75",114.709999,115.910004,114.470001,115.360001,563600,110.412109
"76",115.389999,115.82,114.279999,115.019997,682100,110.08667
"77",116.610001,118.120003,116.449997,117.699997,1097000,112.651756
"78",116.760002,118.879997,116.57,118.07,823500,113.005875
"79",117.970001,119.089996,117.970001,118.75,567500,113.656723
"80",119,119.669998,118.82,119.43,416900,114.307564
"81",119.260002,119.330002,118.220001,118.32,669000,113.24514
"82",118.309998,119.169998,117.540001,117.900002,802200,112.843163
"83",118.029999,119.279999,117.800003,118.849998,872300,113.752411
"84",118.739998,118.830002,118.040001,118.650002,614500,113.560989
"85",118.790001,119.870003,118.5,119.400002,1205100,114.278847
"86",119.889999,119.989998,116.540001,118.230003,1168400,113.159019
"87",118.019997,118.089996,116.309998,116.68,762000,111.675476
"88",116.75,117.410004,116.519997,116.709999,730100,111.704216
"89",116.459999,117.519997,115.529999,116.610001,594200,111.608505
"90",116.220001,116.589996,114.620003,115.57,786800,110.613113
"91",115.480003,115.989998,114.239998,114.769997,773600,109.847427
"92",114.5,116.870003,113.959999,116.110001,1168800,111.129959
"93",116.110001,116.339996,114.809998,115.230003,981600,110.287682
"94",115.230003,115.230003,112.550003,112.949997,1178200,108.105476
"95",112.959999,113.980003,112.800003,113.389999,909600,108.892952
"96",113.620003,115.150002,113.349998,114.75,739300,110.199028
"97",114.980003,115.580002,114.699997,114.970001,541900,110.410294
"98",115.010002,115.190002,114.480003,114.889999,386700,110.333473
"99",115.07,115.769997,114.889999,115.050003,762600,110.487137
"100",115.650002,116.910004,115.300003,116.540001,590500,111.91803
"101",116.540001,117.230003,116.25,117.110001,448600,112.465416
"102",116.900002,117.459999,116.519997,116.760002,565500,112.129295
"103",117,118.510002,116.300003,118.449997,1040000,113.752289
"104",118.57,119,117.43,119,698000,114.280464
"105",119.050003,119.440002,118.209999,118.82,595300,114.10762
"106",118.919998,119.449997,118.620003,118.860001,509600,114.146019
"107",118.339996,118.370003,117.400002,117.769997,712900,113.099236
"108",117.980003,118.110001,117.080002,117.669998,676500,113.003204
"109",117.669998,118.040001,117.220001,117.379997,750100,112.724709
"110",117.610001,118.089996,116.07,116.82,545800,112.186928
"111",116.550003,117.220001,115.589996,117.190002,588600,112.542244
"112",117.199997,119.199997,117.040001,118.919998,701600,114.203636
"113",118.739998,120.82,118.730003,120.010002,736900,115.250389
"114",119.489998,121.120003,119.220001,121.080002,517700,116.277962
"115",121.32,122.540001,121.139999,122.25,1160000,117.401588
"116",122.32,122.989998,121.260002,122.18,863400,117.334335
"117",122.120003,122.5,121.190002,121.190002,547800,116.383606
"118",121.25,121.25,118.599998,118.940002,892900,114.222855
"119",118.769997,119.440002,118.330002,118.720001,722100,114.011581
"120",118.739998,120.669998,118.620003,120.059998,1298400,115.298416
"121",120.889999,121.519997,120.440002,120.620003,609500,115.83622
"122",120.589996,121.260002,119.779999,120.419998,548300,115.644157
"123",121.25,122.489998,120.440002,122.220001,579400,117.372749
"124",122.550003,122.699997,120.900002,121.370003,786700,116.556458
"125",121.639999,122.199997,121.290001,121.68,628600,116.854179
"126",122.07,122.849998,121.660004,122.019997,399200,117.180702
"127",122.25,124.400002,121.529999,123.980003,819900,119.062958
"128",123.489998,123.650002,122.050003,122.169998,714800,117.324738
"129",122.510002,123.68,122.269997,123.419998,598500,118.525169
"130",123.089996,123.440002,122.529999,123.029999,515700,118.150635
"131",123.18,123.459999,122.059998,122.610001,586800,117.747299
"132",123.18,124.720001,123.120003,124.279999,480800,119.351059
"133",124.510002,124.849998,123.089996,124.68,820500,119.735191
"134",124.519997,125.589996,123.940002,125.099998,403000,120.138542
"135",124.800003,125.580002,124.389999,125.370003,492900,120.397827
"136",124.900002,125.989998,124.620003,125.849998,663100,120.858803
"137",126.059998,126.629997,125.07,126.599998,845600,121.579056
"138",126.610001,127.650002,126.07,127.169998,1248500,122.12645
"139",130.5,133.619995,130.149994,132.570007,2559400,127.312286
"140",133.149994,135.199997,133.029999,133.570007,1630700,128.272614
"141",134.710007,134.889999,132.330002,132.75,1016500,127.485138
"142",132.789993,133.839996,132.740005,133.279999,661400,127.994133
"143",133.589996,133.589996,130.630005,131.889999,799300,126.659256
"144",131.889999,132.449997,131.199997,132.210007,677400,126.966545
"145",132.720001,132.880005,131.440002,131.630005,894200,126.409554
"146",131.759995,132.509995,131.470001,131.589996,1082600,126.371117
"147",131.309998,131.479996,128.509995,129.369995,1200800,124.239166
"148",129.460007,129.729996,128.070007,128.720001,1273300,123.61496
"149",129.110001,129.589996,128.300003,129.289993,878000,124.162354
"150",129.740005,129.770004,128.589996,129.070007,772800,123.951111
"151",128.660004,128.880005,127.349998,127.699997,817400,122.635429
"152",127.050003,128.059998,126.279999,128.020004,1401100,122.942719
"153",127.480003,128.860001,126.860001,126.910004,719700,121.876762
"154",127.480003,129,127.43,127.760002,1159500,122.693047
"155",128.649994,130.75,128.169998,130.529999,1214500,125.35321
"156",130.929993,132.369995,130.639999,132.199997,827100,126.956963
"157",132.529999,133.160004,131.690002,132.089996,732000,126.851311
"158",131.220001,132.779999,130.179993,130.220001,971900,125.055481
"159",130.089996,130.860001,129.029999,130.490005,1479100,125.681549
"160",130.470001,131.309998,130.009995,130.809998,655000,125.989731
"161",131.119995,132.850006,131.119995,132.580002,555200,127.694527
"162",131.929993,132.380005,131.309998,132.020004,422700,127.155151
"163",132.529999,132.970001,131.470001,132.199997,430600,127.328514
"164",132.830002,133.110001,132.240005,132.389999,597500,127.511505
"165",132.5,132.740005,132,132.679993,410800,127.790802
"166",131.990005,133.240005,131.669998,133.029999,455100,128.127899
"167",132.970001,134.449997,132.410004,134.440002,467400,129.485992
"168",134.729996,135.039993,133.580002,134.029999,1020000,129.09108
"169",134.639999,134.679993,133.429993,133.759995,672600,128.831009
"170",133.100006,133.589996,132.279999,133.059998,879200,128.15683
"171",133.800003,134.740005,133.330002,134.240005,750200,129.293335
"172",134.190002,134.529999,133.729996,134.220001,492600,129.274109
"173",134.25,135.759995,133.850006,135.350006,427300,130.362473
"174",136.479996,136.789993,135.350006,135.720001,1097800,130.718811
"175",135.949997,136.190002,134.820007,136.160004,388900,131.142593
"176",136.190002,136.509995,135.210007,135.369995,488900,130.381714
"177",135.169998,135.839996,134.419998,134.960007,523300,129.986832
"178",135.009995,136.820007,134.940002,136.330002,936900,131.306335
"179",136.419998,136.990005,136.039993,136.759995,523800,131.720459
"180",137.169998,137.229996,136.520004,136.740005,480700,131.701202
"181",136.800003,137.320007,135.710007,136.770004,633700,131.730103
"182",136.610001,136.929993,135.820007,136.649994,421200,131.614548
"183",136.809998,138.279999,136.809998,138.029999,704300,132.943695
"184",138.199997,139.029999,136.820007,138.779999,1075600,133.666031
"185",138.740005,138.929993,137.770004,138.350006,556200,133.251923
"186",139.119995,139.940002,138.350006,138.710007,581600,133.598633
"187",138.5,138.639999,137.679993,138.610001,459800,133.502304
"188",138.410004,139.300003,138.050003,139.210007,623700,134.0802
"189",139.520004,140.270004,139.330002,140.210007,868200,135.043381
"190",140.009995,141.279999,139.5,141,554800,135.80423
"191",141,141.75,140.660004,141.710007,634200,136.488068
"192",141.880005,142.679993,141.350006,142.100006,607600,136.863708
"193",142.429993,143.979996,142.160004,142.490005,819800,137.239334
"194",142.440002,142.830002,141.460007,141.949997,547600,136.719223
"195",142.270004,142.630005,141.639999,142.139999,562200,136.902252
"196",142.220001,142.800003,141.830002,142.550003,536400,137.297134
"197",142.339996,143.929993,142.029999,143.929993,739700,138.626266
"198",144.059998,144.809998,143.779999,144.240005,703900,138.92482
"199",144.300003,144.839996,143.770004,144.75,492400,139.416061
"200",144.830002,144.839996,143.350006,144.130005,503200,138.818878
"201",144.440002,145.830002,144.190002,145.199997,619000,139.849472
"202",144.759995,145.100006,143.220001,144.190002,515200,138.876694
"203",144.990005,145.690002,144.210007,145.660004,476400,140.292526
"204",145.619995,146.220001,145.279999,146.059998,597300,140.677795
"205",146.070007,147.690002,145.199997,147,714600,141.583145
"206",146.979996,147.270004,144.449997,145.580002,938300,140.215469
"207",146.490005,148,146.460007,147.380005,912900,141.949158
"208",147.979996,147.979996,145.960007,146.399994,863600,141.005264
"209",145.850006,145.880005,141.369995,142.979996,808800,137.711288
"210",142.990005,143.410004,141.589996,142.410004,985900,137.162292
"211",143.789993,144.270004,142.5,143.490005,543300,138.202499
"212",143.210007,144.029999,142.149994,143.529999,823700,138.241043
"213",144.389999,147.679993,140.149994,146.289993,1953500,140.899307
"214",146.449997,146.630005,144.300003,144.509995,851700,139.184875
"215",144.679993,145.669998,143.179993,143.770004,549200,138.472168
"216",143.639999,144.979996,143.169998,144.929993,552400,139.589417
"217",144.470001,144.770004,141.899994,143.089996,572600,137.81723
"218",142.649994,143.380005,141.679993,142.190002,546400,136.950394
"219",141.539993,142.619995,141.089996,142.149994,492300,136.911865
"220",141.759995,143.889999,141.309998,143.139999,424900,137.865402
"221",142.610001,143.119995,141.490005,141.960007,619300,136.728882
"222",142.75,144.979996,142.75,144.089996,789100,138.78038
"223",144.669998,147.330002,143.610001,146.789993,941900,141.380844
"224",146.860001,148.550003,146.710007,148.309998,831700,143.215591
"225",149,149.630005,148.770004,149.460007,804900,144.326111
"226",149.399994,149.889999,148.5,149.399994,685000,144.268158
"227",149.350006,150.729996,149.350006,150.229996,291000,145.069687
"228",150.240005,151.410004,149.720001,149.869995,609100,144.722015
"229",150.440002,151.080002,149.309998,150.880005,1098300,145.697388
"230",151.580002,153.419998,149.410004,149.839996,626500,144.693039
"231",150.710007,152.080002,148.309998,151.820007,1178200,146.605042
"232",151.820007,151.830002,147.809998,151.300003,769700,146.102905
"233",153.309998,153.860001,151.410004,151.75,740100,146.53746
"234",152.339996,153.660004,151.5,152.080002,724600,146.85614
"235",152.080002,152.429993,150.880005,152.270004,605800,147.039581
"236",152.050003,152.949997,151.600006,151.729996,801900,146.518127
"237",152.25,152.839996,151.309998,152.389999,519100,147.155487
"238",152.190002,153.270004,151.669998,152.389999,869900,147.155487
"239",152.559998,153.550003,151.979996,152.570007,438400,147.329285
"240",152.729996,152.919998,150.130005,150.169998,825300,145.011749
"241",150.229996,150.789993,149.470001,149.5,573500,144.364746
"242",150.679993,151.220001,149.770004,150.570007,1559200,145.397995
"243",151.389999,151.839996,149.830002,150.470001,1034900,145.301437
"244",150.970001,151.660004,149.869995,150.149994,707700,144.992447
"245",150.190002,150.5,148.130005,148.470001,626000,143.370117
"246",148.839996,149.149994,147.369995,147.479996,504900,142.414108
"247",148,148,146.429993,146.990005,479400,141.940964
"248",146.619995,146.940002,145.300003,145.869995,485300,140.859421
"249",146.220001,147.330002,145.119995,146.630005,536700,141.593338
"250",146.940002,148.039993,146.320007,147.820007,479700,142.742462
"251",147.929993,148.990005,147.610001,147.610001,410900,142.539642
"252",147.960007,148.339996,145.660004,146.130005,571600,141.110535
"253",145.550003,148.960007,145.5,148.860001,1007600,143.746735
"254",149.25,152.759995,149.25,151.600006,778200,146.392593
"255",151.970001,154.279999,151.699997,154.119995,1275200,148.826035
"256",154.389999,155.440002,153.779999,155.070007,566200,149.743454
"257",155.199997,156.320007,154.970001,156.119995,626200,150.757339
"258",156.130005,156.429993,154.350006,154.809998,627000,149.492371
"259",155.570007,155.789993,154.600006,155.720001,521800,150.371094
"260",156.559998,157.559998,155.720001,157.25,564900,151.848511
"261",157.809998,158.509995,154.960007,155.529999,588700,150.187607
"262",156.910004,158.039993,155.809998,157.410004,680800,152.003036
"263",156.869995,157.919998,156.360001,157.580002,780700,152.167206
"264",158.289993,160.130005,157.850006,159.179993,786800,153.712234
"265",159.589996,160.479996,157.199997,160.470001,491100,154.957947
"266",160.220001,161.110001,159.059998,160.839996,518400,155.315262
"267",161.520004,163.419998,161.139999,162.190002,509000,156.618896
"268",162.830002,163.699997,162.100006,162.789993,470200,157.198227
"269",163.720001,167.229996,163.070007,167.229996,838700,161.485718
"270",166.139999,166.639999,161.720001,161.75,964200,156.19397
"271",161.050003,162.699997,160.130005,161.630005,778900,156.078064
"272",161.619995,162.770004,160.630005,161.789993,668000,156.232605
"273",161.669998,164.100006,160.820007,163.570007,576600,157.951447
"274",162.080002,162.839996,158.240005,158.610001,786700,153.161804
"275",157.869995,158.710007,151.080002,151.309998,1363100,146.112579
"276",150.869995,157.970001,147.339996,157.940002,1982000,152.514847
"277",157.020004,161.25,156.429993,157.979996,1034000,152.553436
"278",157.949997,160.119995,151.850006,152.139999,1665200,146.914047
"279",154.669998,158.550003,149.289993,154.639999,2309600,149.328171
"280",156.800003,161.380005,155.720001,159.279999,1214600,153.808762
"281",157.669998,161.770004,156.720001,161.600006,754000,156.049103
"282",160.940002,164.220001,159.800003,163.550003,1356900,157.932129
"283",165.050003,166.990005,163.25,166.990005,934100,161.253983
"284",166.259995,169.059998,165.929993,168.210007,765600,162.861191
"285",167.440002,169.509995,166.350006,168.130005,661000,162.783737
"286",168.059998,170.619995,166.869995,166.990005,804100,161.679993
"287",167.880005,168.75,166.339996,167.169998,593900,161.854248
"288",167.220001,169.300003,166.369995,169.300003,669000,163.916519
"289",170.399994,170.800003,168.619995,170.199997,739500,164.787918
"290",169.899994,171.649994,168.369995,168.369995,742300,163.016113
"291",169.399994,171.070007,166.860001,166.880005,1068000,161.573456
"292",166.720001,168.830002,164.800003,166.520004,836700,161.22493
"293",164.589996,167.210007,162.940002,166.940002,780900,161.631577
"294",161.75,168.309998,160.789993,167.5,880300,162.173767
"295",168,168.5,164.240005,166.059998,1095100,160.779526
"296",164,167.350006,163.809998,166.759995,773300,161.457321
"297",167.149994,168.789993,166.710007,168.369995,757100,163.016113
"298",169.770004,171.679993,168.169998,170.050003,826000,164.642685
"299",170.009995,170.800003,168.889999,169.860001,636600,164.45874
"300",170.729996,171.050003,168.690002,169.080002,551900,163.703537
"301",169.470001,169.470001,166.160004,166.690002,689800,161.389511
"302",167.149994,167.479996,165.429993,166.479996,574700,161.186203
"303",166.619995,168.309998,165.539993,167.300003,907600,161.980118
"304",167,167.660004,164.279999,165.389999,494300,160.130859
"305",166.020004,168.380005,165.300003,167.460007,463500,162.13504
"306",167.720001,169.429993,167.149994,167.210007,535100,161.89299
"307",165.589996,166.309998,160.699997,160.910004,770100,155.793274
"308",161.160004,162.070007,158.389999,158.419998,990300,153.382507
"309",161.539993,163.639999,159.910004,163.300003,552400,158.107346
"310",164.130005,164.130005,158.429993,159.539993,789100,154.466873
"311",159.940002,160.740005,156.320007,158.940002,784100,153.885956
"312",159.800003,162.479996,158.490005,161.300003,856900,156.170914
"313",160.960007,161.25,156.240005,158.660004,969700,153.614899
"314",159.880005,161.080002,158.110001,160.869995,862300,155.754593
"315",159.009995,162.740005,157.770004,162.259995,722900,157.100388
"316",163.220001,163.220001,161.339996,162.229996,437700,157.07135
"317",160.279999,161.75,157.229996,158.990005,684300,153.934402
"318",160.410004,162.669998,159.289993,159.460007,501800,154.389404
"319",161.820007,163.850006,160.429993,162.639999,681600,157.468292
"320",161.410004,163.149994,160.149994,162.399994,671400,157.235901
"321",164.029999,165.279999,162.979996,163.949997,599100,158.736633
"322",164.029999,165.399994,161.830002,162.889999,420600,157.710358
"323",164.539993,165.309998,163.050003,164.380005,466300,159.152985
"324",165.320007,166.5,164.600006,165.940002,674600,160.663376
"325",166.199997,166.889999,165.029999,166.470001,516100,161.176514
"326",166,166.199997,164.509995,165.720001,596200,160.450363
"327",165.610001,166.630005,163.360001,164.020004,671100,158.804398
"328",164,164.320007,161.860001,162.479996,671200,157.31337
"329",163.169998,163.619995,159.119995,160.460007,817100,155.357635
"330",161,163.369995,159.679993,162.539993,1049500,157.37146
"331",163.089996,165.779999,161.220001,164.679993,1904000,159.44342
"332",164.899994,164.899994,162.460007,163.029999,1318400,157.845932
"333",164.020004,164.800003,162.179993,162.199997,742800,157.042267
"334",161.479996,164.389999,160.770004,164.160004,804500,158.940002
"335",163.589996,164.360001,162.389999,162.710007,787200,157.536087
"336",162.240005,163.559998,160.479996,163.119995,781500,157.933044
"337",162.330002,167.399994,161.289993,166.309998,621100,161.021576
"338",166.619995,168.119995,166.059998,167.389999,450000,162.067245
"339",166.889999,168.160004,166.149994,167.889999,579200,162.551407
"340",168.190002,171.059998,167.179993,170.550003,585000,165.126816
"341",170.720001,174.130005,170.360001,173.779999,752600,168.254044
"342",173.649994,174.75,172.860001,174.050003,871900,168.515503
"343",174.600006,174.800003,171.039993,172,617800,166.530655
"344",171.210007,171.610001,169.850006,170.889999,540500,165.455963
"345",171.169998,173.070007,170.729996,172.240005,742000,166.763077
"346",172.149994,172.660004,170.570007,171.539993,463700,166.085266
"347",171.300003,172.869995,171.070007,172.520004,694000,167.463684
"348",173.360001,175.580002,173.350006,175.089996,1059200,169.958359
"349",175.210007,175.600006,173.630005,174.360001,773400,169.249756
"350",173.119995,174.070007,171.979996,174.050003,824400,168.948868
"351",173.850006,174.410004,171.440002,173.949997,705600,168.851776
"352",173.460007,174.309998,172.550003,174.029999,531300,168.929443
"353",172.479996,173.309998,169.039993,170.809998,898100,165.803787
"354",172.050003,173.639999,170.880005,173.419998,740000,168.337311
"355",173.419998,173.720001,170.490005,170.570007,1027700,165.570831
"356",172.440002,173.710007,172.020004,172.960007,588700,167.890793
"357",173.839996,175.240005,172.919998,175.229996,532000,170.094284
"358",175.270004,176.669998,175.009995,176.220001,671500,171.055222
"359",176.720001,178.320007,176.110001,178.309998,528400,173.083969
"360",178.619995,178.720001,176.419998,177.759995,616300,172.55011
"361",177.759995,179.289993,177.389999,179.210007,477700,173.957611
"362",179.100006,179.839996,177.410004,177.820007,592000,172.608368
"363",177.350006,178.179993,176.199997,178.050003,535400,172.831619
"364",178.320007,179,176.820007,176.869995,560200,171.686218
"365",177.919998,178.5,175.440002,175.929993,740500,170.773697
"366",175.580002,176.990005,174.679993,176.800003,947800,171.61821
"367",175.830002,175.830002,174.720001,175.160004,839600,170.026321
"368",173.350006,174.100006,172.509995,173.229996,822400,168.152863
"369",174,174.850006,173.25,173.470001,683500,168.385818
"370",173.699997,173.899994,172.190002,172.429993,515100,167.376328
"371",173.429993,173.610001,172.179993,172.410004,752100,167.356888
"372",171.669998,172.169998,168.449997,169.600006,793600,164.629272
"373",169.869995,171.880005,169.210007,169.470001,596900,164.503082
"374",169.770004,170.550003,168.440002,168.470001,665900,163.53241
"375",168.470001,171.149994,168.389999,170.580002,711100,165.580536
"376",171.520004,172.100006,170.529999,170.559998,888900,165.561096
"377",169.710007,171.199997,169.309998,170.970001,1040100,165.959106
"378",171.839996,172.100006,169.619995,169.759995,437100,164.784561
"379",170.5,172.089996,169.509995,171.059998,681700,166.046463
"380",171.270004,175.050003,171.130005,172.809998,682500,167.745193
"381",173.399994,175.589996,173.369995,175.449997,639200,170.307816
"382",175.350006,176.929993,174.880005,176.690002,768700,171.511475
"383",175.970001,178.490005,174.5,178.029999,770600,172.812225
"384",178.979996,181.800003,177.839996,181.509995,1181000,176.190201
"385",181.639999,182.309998,180.619995,181.960007,604300,176.627014
"386",182.020004,183.080002,181.720001,182.320007,509500,176.976486
"387",181.800003,182.919998,180.720001,182.690002,534500,177.335617
"388",183.080002,184.960007,183.059998,184.490005,787400,179.082855
"389",183.580002,184.360001,182.029999,182.350006,541900,177.005554
"390",182.229996,185.649994,182.229996,185.419998,679000,179.985596
"391",185.619995,187.550003,185.199997,186.119995,642700,180.6651
"392",186.5,186.919998,185.240005,185.630005,554600,180.189468
"393",185.539993,187.110001,185.020004,187.020004,657300,181.538712
"394",187.619995,187.979996,184.660004,185.720001,787900,180.27681
"395",182,183.820007,176.119995,176.600006,2120000,171.424149
"396",176.380005,176.380005,169.869995,170.809998,1692100,165.803787
"397",171.490005,171.639999,168.300003,171.119995,1527700,166.104691
"398",171.179993,173.869995,170.690002,171.149994,888200,166.133835
"399",169.729996,172.330002,169.550003,171.889999,884200,166.852127
"400",173,173.520004,171.360001,172.679993,854200,167.619019
"401",172.089996,172.550003,171.479996,171.570007,741400,166.54155
"402",172.089996,174.139999,171.649994,173.25,740300,168.172287
"403",173.139999,173.630005,172.270004,172.600006,371800,167.541336
"404",173.419998,173.610001,171.820007,172.039993,651300,166.997711
"405",170.970001,171.880005,169.589996,170.990005,751300,165.978516
"406",171.119995,171.850006,169.309998,169.369995,675400,164.406021
"407",169.979996,171.300003,169.839996,170.919998,494700,165.910583
"408",170,170.539993,168.639999,169.470001,571700,164.503082
"409",170.529999,172.470001,170.380005,171.570007,804700,166.54155
"410",171.699997,172.410004,170.839996,171.5,593000,166.901611
"411",171.75,172.479996,170.770004,171.220001,596300,166.62912
"412",171.199997,172.440002,171.169998,171.910004,1253100,167.300629
"413",171.600006,172.820007,171.240005,171.820007,772600,167.213058
"414",171.929993,172.520004,171.130005,171.309998,541600,166.71669
"415",172.229996,173.669998,171.679993,173.199997,451100,168.556015
"416",173.199997,175.509995,173.130005,175.389999,727000,170.687332
"417",175.860001,177.759995,175.860001,176.270004,827900,171.543701
"418",176.080002,176.649994,175.210007,176.320007,723400,171.592392
"419",176.220001,177.229996,175.970001,176.75,718800,172.010864
"420",176.029999,178.240005,176.029999,178.020004,592500,173.246796
"421",177.910004,178.619995,177.240005,178.130005,861900,173.353821
"422",177.970001,178.570007,175.279999,176.100006,713500,171.378281
"423",176.410004,177.160004,176.100006,176.649994,501700,171.913498
"424",176.25,178.639999,176.25,176.800003,785600,172.059464
"425",178.050003,178.970001,176.820007,177.160004,477300,172.409866
"426",176.589996,178.169998,176.029999,177.720001,783900,172.954834
"427",177.910004,179.429993,177.009995,178.899994,548100,174.103195
"428",178.800003,179.800003,178.270004,179.259995,418300,174.453552
"429",179.839996,181.690002,177.509995,181.550003,535300,176.682159
"430",181.869995,181.970001,176.589996,176.910004,988200,172.16658
"431",177.080002,178.300003,176.679993,177.850006,887800,173.081345
"432",177.910004,178.350006,176.759995,177.800003,691600,173.032684
"433",178.869995,179.259995,176.899994,178.75,719900,173.957214
"434",178.440002,178.490005,173.570007,174.589996,2384500,169.908737
"435",173.800003,175.860001,172.779999,175.550003,804600,170.843018
"436",175.539993,175.910004,172.229996,172.910004,831000,168.273788
"437",173.100006,174.509995,172.320007,172.809998,677500,168.176483
"438",173.360001,174.889999,173.009995,173.460007,526600,168.809052
"439",172.259995,173.380005,167.089996,167.199997,1366900,162.716888
"440",168.119995,169.919998,167.960007,169.559998,745900,165.013611
"441",167.279999,168.529999,166.559998,166.580002,779100,162.113541
"442",167.779999,168.470001,166.169998,166.240005,747200,161.782669
"443",166,166.179993,161.509995,163.039993,1340900,158.668442
"444",162.740005,163.339996,159.839996,161.360001,1124700,157.033508
"445",160.479996,161.800003,159.110001,161.649994,1185400,157.315704
"446",161.229996,162.639999,159.070007,161.649994,780700,157.315704
"447",161.190002,162.449997,155.880005,156.039993,1314900,151.85611
"448",155.199997,158.339996,152.600006,153.309998,1582000,149.19931
"449",156.630005,158.720001,154.059998,155.929993,1643700,151.749069
"450",155.539993,157.529999,154.800003,156.460007,1680700,152.264893
"451",158.089996,159.970001,157.160004,159.690002,888400,155.408264
"452",159.070007,162.389999,158.279999,161.830002,928900,157.49086
