"","SYK.Open","SYK.High","SYK.Low","SYK.Close","SYK.Volume","SYK.Adjusted"
"447",176,176.699997,170.800003,171.149994,2092700,165.519638
"448",170.539993,171.710007,167.179993,168.720001,1354200,163.16954
"449",171.059998,172.529999,168.889999,171.039993,1161500,165.413269
"450",170.660004,171.350006,169.020004,169.410004,790700,163.836853
"451",171.160004,175.5,171.119995,175.100006,1359700,169.339661
"452",174.320007,176.479996,173.529999,176.229996,1108700,170.432495
"453",176.419998,176.5,171.429993,173.100006,1203600,167.405457
"454",173.339996,173.339996,168.580002,168.940002,1707500,163.382355
"455",169.259995,169.539993,166.940002,167.759995,1920200,162.24115
"456",165.899994,167.690002,164.059998,166.630005,1460500,161.148331
"457",166.350006,168.529999,163,163.199997,1841700,157.831161
"458",164.419998,166.309998,162.380005,165.270004,2080000,159.833084
"459",164,164,156.669998,160.380005,3169900,155.103912
"460",162.639999,164.009995,159.710007,161.75,1661700,156.428864
"461",162.190002,164.5,160.130005,162.039993,1356300,156.709305
"462",163.529999,164.080002,161.770004,162.220001,1597400,156.883408
"463",163.119995,167.460007,162.830002,166.570007,1741600,161.090317
"464",167.470001,168.460007,163.669998,165.369995,1100600,159.929764
"465",165.929993,167.149994,165.270004,166.330002,974700,160.85817
"466",165.839996,166.869995,165.210007,166.729996,990600,161.245041
"467",168.089996,169.850006,167.380005,169.75,1261900,164.16568
"468",169.589996,171.460007,169.009995,171.289993,855200,165.654999
"469",171,173.259995,170.020004,171.25,1423400,165.616318
"470",171.380005,172.729996,168.949997,170.009995,1254500,164.41713
"471",170.119995,171.050003,167.039993,167.820007,1173500,162.299164
"472",168.449997,168.789993,165.100006,166,1376900,160.539047
"473",164.940002,168.740005,162.289993,168.720001,1187300,163.16954
"474",167.869995,172.520004,167.809998,172.160004,1747800,166.496384
"475",171.979996,171.979996,166.300003,167.720001,962400,162.202469
"476",166.710007,167.649994,165.25,165.949997,1474300,160.490677
"477",165.970001,166.960007,162.860001,164.339996,1294700,158.93364
"478",163.770004,166.070007,163.770004,164.800003,570300,159.37851
"479",165.070007,166.339996,163.809998,165.910004,1631700,160.452011
"480",165.539993,167.160004,164.529999,167.070007,1001500,161.573853
"481",167.199997,171.869995,167.080002,171.679993,1364700,166.032196
"482",170.800003,172.839996,170.220001,170.910004,1530900,165.287521
"483",171.360001,175.509995,171.160004,175.460007,2590300,169.687866
"484",175.649994,176,172.869995,173.889999,1880500,168.169479
"485",173.800003,175.240005,171.75,172.25,1703200,166.583435
"486",170.419998,172.440002,167.149994,172.440002,1594900,166.767181
"487",172.020004,172.259995,167.690002,168.850006,1268400,163.295303
"488",169.440002,171.869995,167.009995,171.220001,1106000,165.587357
"489",172.779999,174.169998,171.279999,171.660004,1385600,166.012848
"490",172.669998,174.919998,171.75,172.610001,1477000,166.931595
"491",173.259995,174.850006,172.259995,172.860001,904700,167.17337
"492",171.889999,171.990005,165.949997,166.559998,1463500,161.080627
"493",165.529999,165.529999,159.149994,160.110001,2355100,154.842804
"494",163.550003,163.550003,159.809998,161.479996,1394000,156.167725
"495",161.809998,162.350006,156,158,1276400,152.802216
"496",157.160004,157.910004,152.630005,153.789993,1778200,148.730713
"497",153.789993,156.649994,150.630005,150.729996,2747300,145.771362
"498",150.039993,150.580002,144.949997,145,998300,140.229889
"499",145.470001,150.830002,144.75,150.830002,1937900,145.868088
"500",149.279999,154.600006,148.009995,154.600006,1623500,149.514099
"501",155,156.619995,153.610001,154.800003,1245900,150.212723
"502",155.300003,158.039993,155.279999,156.75,1186200,152.10495
"503",155.869995,157.720001,153.429993,154.5,1750000,149.921631
"504",155.020004,155.779999,151.630005,152.460007,2320100,147.942093
"505",154.240005,158.860001,154.240005,157.059998,1785200,152.405746
"506",156.779999,159.679993,156.350006,157,1617600,152.347534
"507",158.050003,159.470001,156.539993,158.899994,1499800,154.191238
"508",160.029999,161.880005,159.429993,159.800003,1216200,155.06456
"509",159.009995,161.449997,158.210007,161.339996,1015700,156.558899
"510",160.059998,160.619995,158.899994,159.490005,1116100,154.763748
"511",158.229996,159.410004,157.550003,157.660004,1327200,152.987991
"512",157.520004,162.220001,157.429993,162.139999,1700700,157.335236
"513",161.839996,164.339996,161.520004,163.399994,1792600,158.557907
"514",162.75,164.910004,162.729996,164.410004,1164200,159.537949
"515",165.75,168.190002,164.820007,167.550003,2022000,162.584915
"516",166.860001,167.720001,164.520004,165.880005,2400500,160.964386
"517",165.979996,167.350006,164.339996,165.779999,1177000,160.867355
"518",166.080002,167.449997,165.369995,167.300003,1209900,162.342331
"519",168.080002,168.119995,165.440002,165.759995,1467200,160.847931
"520",164.720001,165.210007,161.889999,162,1927300,157.199356
"521",162.130005,163.429993,160.789993,161.070007,1823100,156.296906
"522",176.009995,181.179993,174.789993,179.389999,5426200,174.074036
"523",178.339996,179.479996,176.850006,177.570007,2909600,172.307983
"524",177.889999,178.990005,176.470001,177.309998,1546800,172.055695
"525",176.979996,177.720001,175.740005,177.139999,1376800,171.890717
"526",177.899994,179.850006,177.479996,179.350006,1261800,174.035233
"527",179.139999,180.800003,178.5,180.699997,950200,175.345215
"528",179.240005,180.809998,179.050003,180.75,1351900,175.393723
"529",179.619995,182.690002,179.559998,182.660004,1317700,177.247147
"530",183.610001,183.960007,182.550003,183.529999,1480400,178.09137
"531",184.860001,185.809998,183.119995,185.660004,1372200,180.158234
"532",185.899994,186.169998,183.419998,185.289993,1257000,179.799179
"533",185,186.75,184.360001,185.539993,866900,180.041779
"534",187.399994,187.690002,186.330002,186.830002,1802800,181.293579
"535",186.839996,187.399994,185.729996,186.110001,1356900,180.59491
"536",186.240005,188.089996,186.110001,187.639999,1157300,182.079575
"537",186.940002,188.270004,186.539993,187.580002,1010500,182.021347
"538",187.850006,188.789993,187.419998,188.669998,813100,183.079056
"539",189.139999,189.690002,186.229996,187.479996,1869000,181.924332
"540",187.320007,187.320007,184.179993,185.240005,2152800,179.750702
"541",184.330002,187.559998,184.330002,186.770004,1140400,181.235367
"542",186.479996,189.570007,186.070007,188.509995,1358500,182.923782
"543",189.619995,191.839996,189.089996,191.580002,1344200,185.902802
"544",192.630005,193,187.449997,190.669998,1111500,185.019806
"545",190.559998,190.669998,188.699997,189.929993,828600,184.301697
"546",190.009995,190.330002,187.470001,188.339996,764400,182.758804
"547",188.330002,188.960007,186.580002,187.059998,1168700,181.516769
"548",186.110001,187.339996,184.5,187.229996,968800,181.681686
"549",188.389999,189.460007,187.259995,189.220001,819700,183.612762
"550",189.779999,191.229996,189.330002,190.800003,891400,185.145935
"551",191.5,192.949997,191.050003,191.839996,842800,186.15509
"552",192.839996,193.350006,191.119995,193.350006,998300,187.620377
"553",193.070007,194.800003,192.910004,194.039993,1734300,188.289917
"554",194.610001,194.610001,192.5,193.580002,1801100,187.843552
"555",194.880005,196.270004,193.279999,196.119995,1212600,190.308273
"556",196.130005,198.75,195.389999,197.139999,1265200,191.298035
"557",196.059998,198.710007,196.059998,198,896900,192.132553
"558",197.130005,197.710007,194.399994,194.440002,932700,188.67807
"559",194.729996,195.399994,193.320007,195.169998,916100,189.386429
"560",196.759995,197.320007,195.360001,196.080002,800600,190.26947
"561",195.899994,196.779999,193.570007,196.199997,917400,190.38591
"562",196.210007,196.429993,194.360001,196.119995,555200,190.813995
"563",197.009995,197.869995,195.860001,197.520004,1023800,192.176147
"564",199.25,199.850006,195.460007,196.100006,1625900,190.79454
"565",196,196.419998,194.830002,195.169998,919700,189.889709
"566",196.270004,196.880005,194.089996,194.839996,1154700,189.568619
"567",195.190002,195.449997,193.320007,193.710007,729200,188.469208
"568",194.300003,196,193.779999,195.240005,640100,189.957825
"569",195.429993,196.039993,192.789993,195.740005,1162100,190.44429
"570",195.070007,196.690002,194.509995,195.970001,701900,190.66806
"571",195.649994,197.830002,194.830002,196.139999,774500,190.833481
"572",196.259995,196.259995,194.699997,195.330002,667200,190.045364
"573",196.220001,196.369995,192.520004,192.669998,1457700,187.457336
"574",193.130005,193.899994,192.399994,193.419998,1445600,188.187057
"575",194.720001,194.869995,187.889999,189.039993,1683600,183.925537
"576",189.419998,189.5,180,180.240005,3369100,175.363647
"577",180.080002,180.830002,174.839996,180.259995,3396700,175.383087
"578",180.289993,183.690002,179.449997,182.160004,1896300,177.231674
"579",183,187.330002,182.020004,186.960007,2931400,181.90184
"580",183.619995,188.889999,181.929993,185.039993,2735900,180.033783
"581",183.600006,187.820007,183.600006,187.169998,1493200,182.106155
"582",187.899994,188.669998,185.679993,188.279999,890300,183.186096
"583",187.830002,188.160004,185.949997,187.289993,898000,182.222885
"584",187.539993,189.149994,186.75,188.910004,1063300,183.799072
"585",188.75,188.899994,186.080002,186.699997,972000,181.648865
"586",186.919998,189.110001,186.520004,188.850006,1126300,183.740707
"587",191.149994,191.149994,188.899994,190.710007,878600,185.550354
"588",187.330002,191.259995,187.330002,191.020004,1111400,185.851974
"589",189.240005,190.300003,185.539993,187.529999,1502400,182.45639
"590",187.740005,189.009995,186.289993,188.050003,910500,182.962326
"591",186.149994,188.169998,184.25,188.009995,922000,182.923401
"592",186.860001,187.820007,181.869995,187.300003,958200,182.232651
"593",184.309998,185.559998,183,184.199997,956300,179.216507
"594",184.490005,186.389999,184.080002,184.179993,625100,179.197021
"595",183.5,186.509995,182.210007,185.669998,778300,180.646744
"596",186.630005,187.649994,184.770004,185.630005,1172400,180.607819
"597",183.809998,186.429993,183.649994,184.139999,998100,179.158112
"598",183.339996,184.899994,182.690002,184.309998,811500,179.323532
"599",185.589996,186.839996,185.389999,185.449997,922100,180.432678
"600",185.720001,186.479996,185.059998,185.949997,878500,180.919144
"601",185.410004,185.610001,182.800003,184.5,798900,179.508377
"602",184.990005,185.669998,183.639999,184.770004,708000,179.771072
"603",184.940002,186.619995,181.520004,181.979996,2393200,177.056549
"604",181.529999,181.970001,180.050003,181.380005,1053300,176.472794
"605",181.669998,183.899994,181.550003,183.75,1192000,178.778671
"606",182.850006,184.979996,182,183.240005,1324100,178.282486
"607",183.699997,185.300003,182.089996,183.020004,1124200,178.068451
"608",186,186.990005,183.080002,186.449997,1375000,181.40564
"609",188.029999,189.619995,186.779999,189.139999,1194500,184.022842
"610",189.550003,193.089996,188.880005,191.820007,1037700,186.630356
"611",193.169998,194.929993,192.820007,194.300003,904200,189.043228
"612",195.410004,196.940002,194.960007,196.119995,708200,190.813995
"613",197.229996,197.899994,193.460007,194.809998,815100,189.539444
"614",195.25,197.179993,195,197.149994,651500,191.816132
"615",197.699997,197.699997,195.539993,196.779999,736300,191.456161
"616",197.369995,197.639999,195.419998,195.470001,744800,190.18158
"617",195.649994,196.820007,195.160004,196.389999,579100,191.076706
"618",197.050003,198.360001,196.300003,198.179993,1112700,192.818283
"619",198.179993,200.75,197.559998,200.490005,1189800,195.065765
"620",202.529999,204.110001,201.389999,203.279999,1113100,197.780243
"621",203.149994,203.910004,201.210007,202.720001,1840100,197.235443
"622",203.589996,204.979996,203,204.479996,902700,198.947815
"623",204.490005,205.330002,203.160004,203.800003,1213000,198.286194
"624",203.520004,204.699997,200.820007,202.369995,1326600,196.894928
"625",202.830002,203.130005,201.529999,202.539993,758100,197.567963
"626",203,205.720001,202.279999,205.580002,1206200,200.53334
"627",207.639999,207.949997,204.320007,206.539993,889800,201.469772
"628",206,207.070007,204.639999,205.800003,790900,200.747955
"629",206.479996,208.339996,205.449997,208.149994,547000,203.040283
"630",206.350006,209.160004,205.100006,208.559998,961800,203.440186
"631",207.850006,208.470001,206.100006,208.070007,849900,202.962204
"632",207.490005,209.460007,207.199997,208.970001,760200,203.840118
"633",208.729996,210.050003,208.610001,209.059998,559300,203.927902
"634",208.809998,210.850006,208.440002,210.839996,681900,205.664215
"635",210.830002,210.830002,205.850006,206.399994,1704600,201.333206
"636",207.100006,207.830002,205.039993,205.490005,1254600,200.445526
"637",206.270004,206.910004,205.080002,205.399994,815000,200.357758
"638",206.309998,208.539993,206.199997,207.949997,975400,202.845184
"639",206.779999,210.529999,206.020004,210.449997,932800,205.283783
"640",210.929993,211.130005,207.979996,208.020004,1355200,202.913467
"641",208.369995,209.869995,207.800003,208.490005,836100,203.371918
"642",208.429993,209.649994,207.539993,209.369995,808600,204.230301
"643",210,213.720001,208.710007,213.570007,1145600,208.327209
"644",213.190002,214.690002,212.100006,212.660004,1145100,207.439545
"645",221.309998,222.589996,213.850006,214.449997,1575000,209.185577
"646",214.820007,215.410004,213.320007,215.320007,1216000,210.034271
"647",213.990005,215.520004,213.270004,213.610001,980900,208.366226
"648",213.220001,214.369995,208.509995,209.779999,1218400,204.630264
"649",210.770004,215.139999,210.770004,212.919998,1444600,207.693146
"650",212.919998,212.919998,209.610001,211.619995,1158900,206.425064
"651",209.660004,210.389999,204.25,205.660004,1544400,200.611374
"652",207.160004,211.330002,206.399994,211.210007,1134100,206.025131
"653",209.240005,211.979996,206.580002,211.740005,883900,206.54213
"654",211.910004,217.990005,211.809998,217.789993,1196600,212.443588
"655",217,219.970001,216.429993,218.740005,934200,213.370285
"656",218.139999,219.710007,215.860001,217.190002,518500,211.858337
"657",218.669998,221,217.179993,219.110001,844900,213.731216
"658",216.190002,218.160004,211.889999,212.059998,924800,206.854263
"659",212.529999,216.210007,211.5,215.300003,764400,210.014725
"660",217.240005,218.210007,216.389999,217,1237100,211.672989
"661",219.25,219.820007,216.869995,218.639999,1416300,213.272736
"662",219.440002,220.679993,217.789993,217.940002,919000,212.58992
"663",219.300003,220.199997,217.559998,219.020004,732600,213.643402
"664",219.020004,220.440002,217.350006,218.270004,614600,212.911819
"665",218.199997,219.600006,212.800003,214.100006,1043900,208.844177
"666",215.860001,217.240005,214.539993,217.139999,642900,211.80957
"667",218.5,220.229996,217.600006,218.509995,915500,213.14592
"668",216.860001,219.979996,216.639999,219.490005,701700,214.101898
"669",221.179993,222.279999,219.880005,221.820007,669400,216.37468
"670",223.199997,223.449997,219.820007,220.660004,1038600,215.243179
"671",219.119995,220.350006,215.910004,218.119995,1102200,212.765518
"672",219.139999,220.149994,217.410004,219,624500,213.623917
"673",220.940002,221.220001,219.350006,220.220001,721200,214.81398
"674",220.110001,222.25,219.699997,221.399994,745500,215.964981
"675",221.929993,221.929993,216.460007,217.179993,1337500,211.848572
"676",215.940002,216.289993,210.429993,213.690002,1733600,208.44426
"677",213.389999,218.169998,213.029999,217.949997,925800,212.599655
"678",220.130005,221.919998,219.860001,220.039993,1059700,214.638382
"679",220.360001,220.710007,217.479996,218.179993,721800,212.824051
"680",217,217.910004,215,215.289993,845700,210.004974
"681",216,219.619995,215.960007,218.399994,815900,213.038605
"682",218.660004,220.649994,217.419998,220.479996,983300,215.067566
"683",220.910004,222.729996,220.259995,221.050003,997100,215.623596
"684",221.820007,222.419998,219.190002,221.199997,3744300,215.769897
"685",219.770004,221.460007,218.789993,220.190002,1089500,214.784698
"686",221.360001,223.009995,216.839996,217.990005,1114200,212.638702
"687",217.509995,218.380005,214.919998,217.949997,918800,212.599655
"688",219.039993,219.520004,214.820007,216.389999,875200,211.078003
"689",217.169998,217.169998,212.699997,213.610001,945500,208.868149
"690",214.210007,217.470001,213.990005,216.300003,1338800,211.498428
"691",216.5,217.139999,212.169998,212.720001,1140700,207.99791
"692",210.990005,211.699997,207.190002,209.100006,1388100,204.458298
"693",208.399994,213.369995,207.490005,213.130005,789500,208.398804
"694",213.970001,215.929993,213.970001,215.490005,709700,210.706421
"695",214.449997,215.130005,212.679993,212.940002,673100,208.213043
"696",211.649994,211.649994,207.809998,207.880005,1037500,203.265366
"697",209.669998,211.070007,207.520004,210.869995,1512600,206.18898
"698",209.559998,211.960007,208.600006,211.289993,920200,206.59964
"699",213.869995,215.539993,212.509995,213.809998,934900,209.063705
"700",214.089996,214.479996,212.220001,212.660004,682600,207.93924
"701",214.350006,216.119995,213.619995,214.949997,556000,210.178406
"702",214.399994,216.139999,213.119995,215.75,1086000,210.960632
"703",215.75,217,215.080002,215.559998,715200,210.774887
"704",215.699997,215.979996,214.279999,215.320007,903900,210.540207
"705",216.25,216.25,214.529999,215.070007,680600,210.295746
"706",215.600006,216.389999,209.419998,209.759995,675200,205.103607
"707",210.740005,211.369995,209.669998,210.460007,594800,205.788101
"708",210.910004,211.800003,209.880005,211.410004,710800,206.716995
"709",211.369995,212.169998,209.619995,211.619995,672900,206.922302
"710",211.639999,214.419998,211.029999,213.720001,1754200,208.975723
"711",213.149994,221.490005,213.149994,220.529999,1834600,215.634552
"712",214.990005,220.509995,214.190002,217.089996,1937600,212.270889
"713",216.619995,218.589996,214.369995,216.270004,1082500,211.469101
"714",217.889999,218.899994,212.720001,212.770004,1443700,208.046829
"715",206,206.970001,202,205.169998,4457200,200.615494
"716",205.270004,206.149994,197.929993,198.369995,4224600,193.966446
"717",200.009995,201.589996,198.679993,201.009995,3056400,196.547836
"718",202.259995,203.369995,198.729996,200.779999,1986900,196.322952
"719",200.770004,201.800003,199.619995,199.779999,1420600,195.345154
"720",199.570007,200.610001,197.710007,198.419998,1333000,194.01535
"721",199.649994,201.130005,198.919998,200.179993,1365500,195.736267
"722",200.009995,202.279999,199.600006,201.729996,1129800,197.251862
"723",201.720001,203.839996,201.199997,203.160004,1405300,198.650146
"724",204.380005,206.470001,203.5,206.25,1767300,201.671539
"725",206.25,207.649994,204.679993,205.059998,1274600,200.50795
"726",205.660004,207.539993,204.779999,207.119995,1415700,202.522217
"727",207.059998,208.5,203.529999,204.300003,1442200,199.764816
"728",204,204.169998,200.509995,201.279999,1584800,196.811874
"729",202.529999,202.860001,199.75,201.589996,1200000,197.11496
"730",202.360001,203.490005,201.440002,203.100006,1294100,198.591461
"731",204.089996,204.089996,201.960007,202.460007,1268200,197.965668
"732",202.479996,205.440002,202.479996,204.940002,1430700,200.39061
"733",205,205.550003,203.759995,204.860001,507600,200.312408
"734",205,205.539993,201.539993,202.330002,780300,197.838562
"735",201.419998,203.210007,201.100006,203.070007,735900,198.562149
"736",203.320007,204.570007,202.460007,204.369995,1078300,199.833282
"737",204.449997,204.449997,202.360001,203.210007,902700,198.699005
"738",204.699997,205.190002,203.610001,203.990005,1457600,199.4617
"739",204.020004,204.800003,199.199997,200.399994,1612000,195.951401
"740",200.440002,201.080002,197.979996,198.130005,1646200,193.731812
"741",198.720001,198.910004,197.160004,197.979996,2567800,193.585114
"742",197.809998,200.649994,197.809998,199.770004,1804200,195.335373
"743",199.169998,202.970001,199.169998,202.929993,1038400,198.425217
"744",203.899994,205.039993,203.550003,204.25,1605400,199.715927
"745",205.720001,205.720001,203.460007,203.460007,1878200,198.943451
"746",204.580002,208.889999,203.580002,208.520004,2402200,203.891144
"747",208.919998,210.669998,207.649994,208.080002,2118300,203.460938
"748",209.649994,210.369995,208.199997,210,2819800,205.338272
"749",211.220001,212.990005,209.820007,212.539993,1656700,207.821899
"750",212.619995,212.960007,211.059998,211.580002,436300,206.883224
"751",211.759995,212.279999,208.100006,209.75,829800,205.093811
"752",210.149994,211.770004,209.389999,210.550003,1057100,205.876083
"753",210.979996,211.330002,208.059998,208.729996,705000,204.655365
"754",208.5,210.020004,207.699997,209.940002,879100,205.841766
"755",210.940002,211,208.210007,210.449997,1092600,206.341797
"756",207,210.570007,207,209.589996,801600,205.498581
"757",209.199997,213.070007,208.229996,212.220001,1294500,208.077255
"758",210.029999,210.850006,207.110001,209.619995,1077500,205.528015
"759",210.559998,212.009995,209.220001,210.690002,1019100,206.577118
"760",211.830002,212.979996,211.289993,211.630005,744400,207.498795
"761",212.679993,212.880005,209.460007,209.649994,1232700,205.557419
"762",209.5,209.770004,206.839996,206.889999,1398600,202.851288
"763",206.389999,209.149994,205.600006,207.960007,1680500,203.900421
"764",208.470001,209.419998,206.600006,206.75,1323600,202.71405
"765",207.729996,209.470001,206.770004,209.460007,2617100,205.37114
"766",209.940002,216.529999,209.190002,212.169998,3742000,208.028229
"767",212.059998,214.649994,211.600006,214.649994,1605100,210.459808
"768",215.839996,217.880005,215.470001,217.070007,1528000,212.832581
"769",216.979996,218.399994,215.149994,216.220001,1415400,211.999176
"770",217.029999,217.580002,213.479996,214.229996,1558900,210.048035
"771",212.410004,217.179993,212.410004,214.600006,1553600,210.410812
"772",214.880005,215.419998,213.570007,214.199997,1702900,210.0186
"773",216.389999,216.389999,208.160004,210.679993,2871100,206.567307
"774",210,214.149994,209.350006,213.830002,2130700,209.655823
"775",213.449997,214,209.360001,210.699997,1511200,206.586929
"776",210.570007,212.990005,210.570007,211.639999,1148500,207.508591
"777",214.600006,217.710007,213.899994,216.350006,1248900,212.126648
"778",217.639999,218.779999,216.449997,217.729996,1160200,213.479706
"779",218.710007,219.350006,217.169998,218.240005,790200,213.979736
"780",218.190002,219,214.600006,214.809998,942200,210.616714
"781",214.869995,217.479996,214.820007,217.229996,650200,212.989471
"782",218.059998,218.990005,216.699997,218.139999,834500,213.881699
"783",218.529999,219.270004,216.039993,216.080002,871500,211.861923
"784",216.360001,218.229996,215.360001,217.410004,1055200,213.165955
"785",217.789993,221.619995,216.520004,221.539993,1447400,217.215332
"786",221,221.949997,218.779999,221.929993,1533300,217.597702
"787",222.570007,226.300003,222.050003,225.100006,1243700,220.705841
"788",225.100006,225.949997,222.279999,224.470001,1006300,220.088135
"789",223.380005,224.490005,222.279999,224.300003,1733000,219.921448
"790",219.100006,219.899994,214.229996,215.550003,1617000,211.342224
"791",215.559998,216.270004,205.25,206.309998,1995300,202.282639
"792",207.550003,210.990005,201.600006,201.660004,1993400,197.723404
"793",198.419998,202.160004,194.850006,194.850006,2090700,191.046371
"794",188.139999,191.960007,185.029999,190.589996,3091100,186.869492
"795",192.440002,197.25,190.570007,197.220001,2503900,193.370071
"796",198.699997,201.509995,185.660004,188.830002,3061000,185.14386
"797",194.580002,198.5,189.970001,198.399994,2532600,194.527039
"798",197.190002,197.190002,185.880005,189.600006,2797800,185.898834
"799",185.649994,187.699997,183.979996,185.880005,2798600,182.25145
"800",175.320007,177.839996,171.330002,172.630005,3095900,169.260117
"801",179.729996,183.789993,173.330002,183.559998,2987200,179.976746
"802",178.720001,179.220001,171.809998,175.619995,2881100,172.191727
"803",166,170.550003,153.919998,154.25,4075100,151.238907
"804",165,165.949997,152,164.300003,4716900,161.092697
"805",147.869995,150.820007,138.240005,143.830002,5757500,141.022293
"806",146.710007,146.830002,137,140.160004,3902400,137.42395
"807",133.279999,139.25,126.050003,139,5096300,136.286591
"808",136.759995,153.399994,131.009995,149.5,3485700,146.581619
"809",153.259995,156.880005,139.080002,139.380005,5222000,136.659164
"810",136.169998,136.600006,124.540001,126.5,5261800,124.030602
"811",136,144.699997,131.660004,143.440002,3529500,140.639908
"812",145.75,158.220001,141.589996,153.050003,3657400,150.062317
"813",155.130005,165.880005,153.050003,163.330002,3278200,160.141647
"814",156.199997,164.119995,153.690002,159.220001,3398900,156.111893
"815",161.229996,163.529999,154.429993,162.960007,2325900,160.357971
"816",162.779999,170.949997,162.509995,166.490005,2876200,163.831604
"817",153.5,155.460007,143.75,144.669998,3238100,142.360001
"818",142.619995,150.5,142,149.580002,2140100,147.191605
"819",149.389999,151.830002,146.550003,148.070007,2061500,145.705719
"820",158.570007,167.089996,157.949997,165.660004,3188400,163.014862
"821",174.610001,179.630005,164.649994,165.789993,3462800,163.142761
"822",167.309998,177.610001,166.509995,176.429993,2471400,173.612885
"823",176.5,184.279999,175.880005,182.720001,2572300,179.802475
"824",179.479996,180.440002,169.559998,172.080002,2421000,169.332336
"825",175.740005,178.240005,174.059998,175.389999,2122000,172.589493
"826",169.899994,172.850006,168.490005,172.539993,1757200,169.784988
"827",174.119995,176,171.279999,174.809998,1353100,172.018738
"828",178.779999,189.580002,178.779999,189.509995,2538900,186.484055
"829",187.070007,190.720001,184.720001,184.720001,2238700,181.770523
"830",180.940002,183.190002,178.270004,178.910004,1890100,176.053284
"831",182.429993,183.289993,179.770004,181.919998,1207000,179.015213
"832",183.5,186.330002,181.899994,182.479996,1567400,179.566299
"833",184.029999,188.649994,182.259995,188.119995,1230800,185.116226
"834",190,192.779999,188.899994,191.960007,1549100,188.894928
"835",193.729996,195.990005,184.610001,185.009995,1557800,182.055893
"836",188.589996,194.639999,185.639999,192.679993,1817000,189.603409
"837",190.630005,191.300003,186.029999,186.429993,1947100,183.453201
"838",193,193,176.449997,180.619995,2118200,177.735992
"839",179.850006,180.289993,177,178.570007,1590800,175.718719
"840",181,191.440002,180.960007,187.929993,2119300,184.929245
"841",188.240005,190.220001,185.600006,185.839996,1474600,182.872635
"842",189.759995,193.660004,188.100006,192.190002,2222900,189.121231
"843",194.389999,196.320007,191.429993,192.080002,1991300,189.013
"844",190,194.169998,188.889999,193.639999,1260400,190.548096
"845",194.360001,195.690002,188.070007,188.169998,1295400,185.165436
"846",187.110001,187.270004,178.809998,181.139999,1808000,178.247665
"847",178.270004,179.399994,174.460007,179.380005,2226700,176.515808
"848",177.75,180.419998,175.470001,180.270004,2898800,177.391571
"849",185.949997,193.759995,185,191.919998,1937000,188.855545
"850",191.080002,192.550003,188.160004,188.259995,1136600,185.253998
"851",190.839996,192.220001,189.229996,190.979996,1510400,187.930573
"852",189.789993,190.009995,184.460007,185.089996,1663400,182.134598
"853",185.369995,185.559998,182.610001,184.139999,1669900,181.199783
"854",191.050003,191.050003,185.75,186.300003,2878500,183.325287
"855",188.679993,191.869995,186.300003,191.619995,1907700,188.560349
"856",193.880005,200,193.119995,195.350006,1696100,192.230789
"857",195.960007,196.889999,191.330002,195.729996,1741800,192.604706
"858",195.119995,198.309998,194.630005,197.25,978300,194.100433
"859",197.25,198.399994,195.339996,198.389999,866800,195.222244
"860",199.309998,202.699997,198.529999,200.699997,1186700,197.495361
"861",198.789993,201.860001,195.399994,198.080002,1113800,194.917191
"862",201.929993,209.929993,201.380005,207.029999,2081400,203.724274
"863",206.470001,208.339996,204.529999,206,975700,202.710724
"864",204.839996,205.5,200.270004,200.699997,1297700,197.495361
"865",201.699997,203.949997,199.940002,201.149994,1141200,197.938156
"866",195.289993,195.589996,182.649994,183.539993,2691200,180.60936
"867",188.949997,191.5,182.850006,187.789993,1938500,184.791504
"868",183.130005,190.089996,181.240005,188.479996,1296400,185.470474
"869",195.149994,196.169998,189.5,191.470001,1362000,188.412735
"870",192.149994,192.539993,188.539993,189.559998,1099200,186.533234
"871",188.440002,191.050003,187.279999,190.020004,1053400,186.985901
"872",193.589996,194,187.059998,187.110001,2121500,184.122345
"873",186.440002,187,183.460007,185.089996,1446200,182.134598
"874",187.169998,189.509995,186.419998,186.800003,1441000,183.817322
"875",184.960007,184.960007,174.559998,176.300003,2180400,173.484955
"876",175.479996,177.199997,171.75,175.610001,2447200,172.805969
"877",175.380005,177.270004,172.5,173.759995,5415300,170.985519
"878",174.339996,177.619995,172.350006,177.520004,2223900,175.265472
"879",176.860001,181.509995,175.410004,180.190002,1442900,177.90155
"880",180.990005,184.320007,180.520004,183.839996,1610400,181.505203
"881",185.669998,187.610001,183.630005,183.940002,1084000,181.603958
"882",186.380005,187.610001,182.649994,183.899994,1068000,181.564453
"883",182,185.330002,180.25,180.339996,1262700,178.049667
"884",180.820007,182.600006,178.919998,181.770004,1038600,179.461487
"885",181.240005,181.729996,176.070007,177.770004,1304500,175.512299
"886",177.899994,179.139999,176.199997,177.889999,1133400,175.630768
"887",179.080002,181.410004,177.139999,177.860001,1949300,175.601151
"888",177.240005,182.949997,176.559998,182.710007,1103100,180.389572
"889",187.699997,189.449997,186.460007,188.619995,1521300,186.224487
"890",187.270004,187.270004,184.580002,186.589996,1253300,184.220276
"891",187.970001,193.679993,186.759995,193.050003,2183600,190.598236
"892",192.460007,193.830002,190.070007,190.679993,1456500,188.258331
"893",191.729996,195.720001,191.309998,192.509995,904700,190.065094
"894",192,195.559998,191.860001,194.869995,1286300,192.395111
