"","BA.Open","BA.High","BA.Low","BA.Close","BA.Volume","BA.Adjusted"
"43",181.399994,182.300003,180.429993,180.929993,4244000,169.190948
"44",180.639999,182.839996,180.619995,182.020004,2452000,170.210251
"45",182.399994,182.690002,181.490005,181.740005,2321700,169.948441
"46",181.429993,182.589996,179.580002,180.570007,3100500,168.854355
"47",181.899994,181.970001,177.919998,178.699997,4595600,167.105637
"48",177.160004,179.190002,177.070007,179.050003,3499000,167.432953
"49",178.539993,179.690002,177.710007,178.729996,2346700,167.133713
"50",179,179.240005,177.970001,178.710007,3569000,167.11499
"51",179.820007,180,177.639999,178.190002,3100700,166.628738
"52",178.309998,180.380005,178.169998,180.100006,5037400,168.414841
"53",180.100006,180.149994,179.139999,179.389999,2062200,167.7509
"54",179.990005,180.25,175.5,175.960007,3239600,164.543457
"55",175.960007,177.100006,175.5,176.979996,2505700,165.497284
"56",177.339996,177.850006,176.589996,177.259995,2006400,165.759064
"57",176.850006,177.529999,174.770004,175.820007,2386800,164.412521
"58",174.369995,176.440002,173.75,176.100006,2750700,164.674347
"59",176.289993,177.679993,175,177.360001,2412600,165.852615
"60",177.399994,177.990005,176.970001,177.630005,1640600,166.105087
"61",177.25,178.490005,177.220001,177.979996,1737200,166.432388
"62",178.020004,178.179993,176.809998,176.860001,2032700,165.38504
"63",177.080002,177.729996,175.5,176.649994,2934800,165.18866
"64",176.880005,178.789993,176.759995,178.699997,2326500,167.105637
"65",179,180.179993,176.889999,177.080002,2567200,165.590759
"66",177.559998,178.220001,177.119995,177.369995,2343600,165.861954
"67",178.389999,179.089996,177.259995,178.850006,2806900,167.245941
"68",179,179.970001,177.479996,177.559998,2309300,166.039642
"69",177.5,178.600006,176.960007,178.570007,2266300,166.984116
"70",178.25,178.25,175.940002,176.050003,2922700,164.627609
"71",175.740005,176.880005,175.559998,175.619995,2024100,164.225494
"72",175.839996,179.080002,175.649994,179.020004,2450200,167.404922
"73",178.589996,179.970001,177.119995,177.850006,2960200,166.310776
"74",178.470001,179.899994,178.160004,178.399994,2124500,166.825119
"75",178.740005,179.820007,178.350006,179.300003,2335200,167.666718
"76",179.419998,180.929993,179.419998,180.380005,3146600,168.676651
"77",181.75,182.460007,181.610001,182.059998,3141900,170.24765
"78",182.529999,183.850006,182.529999,183.509995,3735400,171.603561
"79",182.309998,183,180.110001,181.710007,4471600,169.92038
"80",182.589996,183.759995,182.589996,183.220001,3129100,171.332382
"81",183.419998,184.929993,183.020004,184.830002,2181600,172.837936
"82",184.229996,184.490005,181.800003,182.389999,3516700,170.556259
"83",182.539993,183.910004,182.529999,183.440002,1979800,171.538116
"84",183.449997,183.75,182.25,183.389999,2983200,171.491364
"85",183.330002,184.25,182.179993,183.070007,2289300,171.192139
"86",183.160004,185.070007,183.160004,185.009995,2636900,173.006256
"87",185.380005,186.389999,185,186.020004,1963400,173.950745
"88",186.110001,187.210007,186.050003,186.910004,3004000,174.782974
"89",185.139999,185.649994,178.179993,183.179993,7060100,172.606323
"90",182.899994,184.330002,182.169998,183.940002,2883800,173.322449
"91",183.710007,183.979996,182.630005,183.25,3479200,172.672287
"92",183.300003,184.110001,182.279999,182.389999,3365000,171.861938
"93",182.729996,183.149994,182.039993,182.699997,2156100,172.154053
"94",182.699997,182.699997,178.679993,178.779999,2535700,168.460297
"95",178.479996,178.5,175.470001,177.399994,3118100,167.159958
"96",177.729996,181.419998,176.770004,180.759995,4038900,170.325989
"97",183.779999,185.320007,182.520004,183.669998,2946800,173.068039
"98",184,184.460007,182.860001,183.490005,2123800,172.898422
"99",183.460007,185.399994,183.460007,185.25,2424700,174.556839
"100",185.630005,187.419998,185.589996,187.070007,2363300,176.27179
"101",186.729996,187.610001,186.270004,186.589996,1735800,175.819473
"102",186.759995,187.419998,186.190002,186.880005,2231600,176.092758
"103",187.369995,188.259995,186.720001,187.630005,5186700,176.799438
"104",187.410004,187.910004,184.529999,187.320007,2870200,176.50737
"105",187.820007,191.699997,187.649994,190.229996,3034300,179.24939
"106",190.070007,190.740005,188.809998,188.949997,2522100,178.043274
"107",188.410004,188.860001,186.690002,186.75,2725000,175.970261
"108",186.850006,188.539993,186.389999,188.100006,2383500,177.242325
"109",188.100006,191.070007,187.699997,189.929993,2340300,178.966705
"110",190,190.990005,189.25,190.029999,3344900,179.060944
"111",190.300003,190.529999,188.050003,190,2730100,179.032684
"112",190.050003,191.559998,189.350006,191.089996,1882700,180.059723
"113",191.050003,193.380005,190.820007,192.380005,2210000,181.275269
"114",191.429993,195.550003,191.369995,195.449997,2894100,184.16803
"115",196.009995,197.949997,195.809998,196.440002,6939100,185.100937
"116",197.880005,199.470001,197,199.080002,2726400,187.588562
"117",198.75,201.240005,198.309998,198.330002,3077400,186.881821
"118",199.580002,199.710007,197.559998,199.169998,3151100,187.67334
"119",199.25,200.410004,199.179993,199.440002,3339300,187.92775
"120",199.259995,202.350006,198.679993,202.229996,4310100,190.556717
"121",202.770004,204.389999,199.940002,199.979996,3077600,188.436554
"122",199.800003,200.919998,198.889999,198.889999,2296900,187.409515
"123",199.5,200.949997,199.300003,199.619995,2096800,188.097336
"124",199.619995,199.759995,196.449997,197.460007,2428900,186.062042
"125",198.5,199.440002,197.389999,197.75,2225600,186.335297
"126",198.070007,199.440002,197.75,198.589996,1511200,187.126785
"127",199.300003,202.139999,198.860001,201.809998,2716700,190.160934
"128",201.639999,202.490005,200.779999,201.479996,2737400,189.849991
"129",202.240005,203.279999,201.259995,202.369995,3090400,190.688629
"130",202.320007,204.580002,202.190002,203.960007,2701900,192.186859
"131",204,206.660004,204,206.270004,2815800,194.363495
"132",206.949997,208.610001,206.320007,206.440002,2817400,194.523682
"133",206.800003,207,205.350006,206.229996,1943600,194.325806
"134",206.800003,208.729996,206.740005,208.509995,3229000,196.474213
"135",208.729996,209.720001,208.559998,209,2416000,196.935928
"136",209.110001,209.190002,207.529999,208.240005,1942300,196.219803
"137",209.429993,210.929993,208.990005,210.880005,2258400,198.707397
"138",211.100006,211.25,209.919998,210.279999,2235100,198.142059
"139",209.990005,212.199997,209.410004,212.139999,2098400,199.894669
"140",212,212.639999,211.399994,212.179993,2392700,199.932327
"141",213.220001,214,211.949997,212.460007,2889000,200.196228
"142",223.479996,233.979996,223.020004,233.449997,14140000,219.974609
"143",237.130005,242.679993,236.699997,241,10860600,227.088776
"144",240.820007,242,238.550003,241.270004,4602400,227.343216
"145",241.850006,246.490005,241.820007,242.460007,5777300,228.464539
"146",243.380005,243.990005,239.160004,239.440002,5018400,225.61882
"147",239.059998,241.559998,237.880005,237.949997,5119900,224.214813
"148",237.059998,239.589996,236.039993,238.25,5112700,224.497528
"149",238.580002,239.729996,236.380005,237.710007,5590500,223.988708
"150",237.600006,241.429993,237.210007,240.229996,3674700,226.363235
"151",239.910004,240.520004,238.929993,239.5,4871500,225.675354
"152",238.009995,238.699997,234.100006,234.309998,5680400,222.101791
"153",234.029999,236.160004,231.910004,232.880005,6817700,220.746307
"154",232.759995,235.399994,230.940002,234.880005,3461700,222.64212
"155",236.009995,237.479996,235.720001,237.149994,2953500,224.793823
"156",237.210007,239.639999,236.009995,239.169998,2851100,226.708557
"157",239.699997,240.259995,237.410004,237.589996,3012700,225.210907
"158",237.380005,237.600006,235.25,235.589996,2810900,223.315125
"159",235,237.259995,234.570007,235.770004,2939500,223.485703
"160",235.770004,236.940002,234.350006,235.679993,2545400,223.400406
"161",236.160004,239.889999,236.110001,239.75,2915700,227.258347
"162",239.360001,239.360001,237.190002,238.089996,2518300,225.684845
"163",238.520004,238.899994,236.600006,238.740005,2553100,226.30098
"164",239,239.089996,235.600006,235.889999,2270300,223.599472
"165",236.220001,237.550003,234.610001,237.179993,2395000,224.82225
"166",237.210007,241.169998,236.080002,240.490005,3535500,227.959793
"167",240.990005,241.440002,239,240.460007,2801100,227.931396
"168",241,241.100006,238.410004,239.660004,3075800,227.173035
"169",239.660004,242.529999,239.169998,240.330002,3270700,227.808121
"170",240.300003,240.360001,236.229996,237,3866600,224.651642
"171",237.529999,237.860001,234.339996,234.619995,4252700,222.39566
"172",234.75,236.539993,234.289993,236.309998,2994500,223.997574
"173",235.75,239.389999,235.210007,238.779999,3404200,226.338913
"174",239.5,241.850006,239.309998,240.589996,3628100,228.054596
"175",240.589996,241.710007,238.949997,240.580002,2702700,228.04512
"176",240,243.479996,237.089996,241.929993,4529100,229.324783
"177",243,245.610001,242.5,245.229996,4995200,232.45285
"178",247.360001,249.949997,246.210007,249,9033300,236.026413
"179",249.970001,253.789993,248.910004,253.080002,5193000,239.893829
"180",253.080002,255.169998,251.630005,252.460007,4124700,239.306137
"181",253.259995,256.690002,252.25,255.460007,3853200,242.149826
"182",256.130005,256.98999,254.419998,256.040009,2809400,242.6996
"183",256.309998,259.299988,256.130005,256.450012,3475600,243.088272
"184",256.970001,256.970001,251.5,254.320007,3479200,241.069244
"185",254.600006,256.480011,253.539993,253.699997,2173600,240.481537
"186",255.270004,258.769989,253.970001,255.279999,3840100,241.979202
"187",254.110001,255.800003,251.169998,254.270004,2586100,241.021835
"188",253.850006,255.259995,252.589996,254.210007,2531100,240.964935
"189",254.649994,255.990005,253.529999,255.990005,2685100,242.652191
"190",255.990005,258.26001,254.690002,255.460007,3163400,242.149826
"191",256.119995,257.130005,254.070007,255.759995,3031000,242.434189
"192",255.279999,258.98999,254.779999,258.890015,3940200,245.401108
"193",258,258.899994,257.059998,258.579987,2736400,245.107254
"194",259,259,257.109985,258.390015,2146100,244.9272
"195",259.73999,261.059998,257.200012,260.929993,2740700,247.334778
"196",261.320007,261.649994,259.019989,261.440002,2890300,247.818283
"197",260.950012,262.980011,260,261.910004,2577900,248.263794
"198",262.899994,263.790009,260.73999,260.73999,2243900,247.154709
"199",261.5,262,259.690002,259.75,1818900,246.216293
"200",256.48999,259.049988,256.26001,258.619995,2515900,245.145187
"201",258.470001,260.730011,256.660004,260.040009,2051700,246.491211
"202",258.980011,259.100006,256.029999,259.040009,2589200,245.543304
"203",260.359985,264.829987,259.440002,264.75,3955900,250.955765
"204",265.130005,265.980011,262.140015,262.320007,3302400,248.65242
"205",263.23999,267.209991,263.23999,266,4401600,252.14064
"206",264.779999,266,254.5,258.420013,7895300,244.955612
"207",259.720001,261.440002,257.309998,259.269989,3419100,245.761307
"208",258.26001,259.5,255.800003,256.459991,2899200,243.097717
"209",255.449997,260.410004,255.330002,259.25,3025900,245.742386
"210",259.339996,259.929993,257.470001,257.980011,2742800,244.538544
"211",258.290009,259.410004,256.23999,258.5,2929500,245.031433
"212",258.309998,263.23999,258,262.630005,2529900,248.946243
"213",262.420013,263.790009,260.079987,261.75,2610800,248.112122
"214",262.619995,265.839996,262.529999,264.070007,2911600,250.311203
"215",264.070007,267.279999,264.070007,266.130005,3205400,252.26387
"216",266.140015,267.619995,265.290009,265.570007,2841800,251.733063
"217",265.01001,266.75,259.559998,262.700012,3215900,250.351242
"218",262.109985,262.5,259.600006,260.850006,1740600,248.588226
"219",261.670013,263.359985,260.48999,262.420013,2604100,250.084412
"220",262,262.399994,260.200012,261.76001,2358200,249.455414
"221",261.420013,264.769989,260.149994,262.859985,2510500,250.503723
"222",263.76001,265.040009,263.339996,263.700012,2710200,251.30423
"223",262.820007,263.73999,262.029999,262.26001,1724800,249.931931
"224",263,265.619995,262.76001,264.630005,2447400,252.190521
"225",266.23999,267,264.709991,266.98999,2267100,254.439575
"226",267,267.480011,264.529999,265.149994,1471400,252.686066
"227",265.26001,266.570007,264.529999,265.880005,788900,253.381729
"228",265.380005,266.839996,264.720001,265.579987,1772200,253.095856
"229",267,268.01001,265.230011,267.98999,2262100,255.392593
"230",269.480011,269.679993,266.149994,269.299988,3029100,256.640961
"231",269.910004,277.040009,269.429993,276.799988,4820300,263.788391
"232",277.51001,278.730011,270.600006,271.380005,4592500,258.623199
"233",276.160004,281.829987,276,277.970001,5523000,264.903442
"234",279.01001,279.440002,274.859985,275.540009,2806100,262.587738
"235",276.579987,279.140015,274,278.269989,2538100,265.189331
"236",282.809998,284.790009,277.799988,281.970001,4264400,268.715393
"237",285.01001,287.320007,283.559998,285.899994,4440500,272.460693
"238",286.209991,286.48999,279.899994,283.160004,4065200,269.849487
"239",291.339996,292.799988,287.720001,289.940002,5517600,276.31076
"240",290.5,295.850006,289.700012,291.839996,5003300,278.12146
"241",293.350006,296.820007,292.600006,293.880005,3913400,280.065552
"242",295.869995,297.369995,293.019989,293.940002,6933500,280.122711
"243",296,297.140015,294.519989,296.140015,2901600,282.21936
"244",296.5,297.579987,294.179993,297.25,2728400,283.27713
"245",298.700012,299.329987,297.109985,297.899994,2533700,283.896606
"246",298.049988,298.390015,294.130005,295.029999,5398300,281.161469
"247",296.329987,296.519989,293.01001,295.100006,2257400,281.22818
"248",295.540009,297.440002,294.649994,295.359985,1394700,281.475983
"249",296.410004,296.799988,294.799988,295.619995,1447800,281.723785
"250",295.809998,296.98999,294.73999,296.350006,1436800,282.419464
"251",296.940002,297.299988,294.829987,294.910004,1824600,281.04715
"252",295.75,296.98999,295.399994,296.839996,2978900,282.886414
"253",295.940002,298.5,295.470001,297.799988,3211200,283.80127
"254",297.940002,298.420013,295.470001,296.670013,4171700,282.724426
"255",296.769989,308.890015,296.720001,308.839996,6177700,294.322327
"256",308.660004,310.859985,305.75,310.149994,4124900,295.570679
"257",310.589996,319.910004,310.48999,318.429993,5641300,303.461456
"258",317.48999,322.149994,315.5,320.26001,4479300,305.205475
"259",322.130005,328.399994,321.190002,328.119995,4635300,312.695984
"260",330.380005,336.880005,330.380005,336.209991,6559300,320.405731
"261",339.899994,347.730011,331.329987,335.160004,12305500,319.405121
"262",337.730011,352.230011,336.410004,351.01001,9699900,334.51001
"263",350.700012,350.829987,339.149994,340.160004,9458600,324.170074
"264",341.670013,344,335.75,337.730011,7264400,321.85434
"265",335.290009,341.380005,332.040009,338,6792900,322.111542
"266",338.339996,338.940002,334.809998,335.589996,4537800,319.81485
"267",336.200012,338.98999,334.140015,334.690002,4205400,318.957214
"268",336.209991,343.619995,335.299988,343.109985,4747500,326.981415
"269",344.329987,345.980011,341.25,343.220001,5236300,327.086182
"270",341.230011,344.480011,340.100006,340.820007,3324900,324.799072
"271",339.170013,339.980011,334.160004,337.709991,4983100,321.835266
"272",360.5,360.970001,351.619995,354.369995,11409600,337.712067
"273",352.950012,361.450012,352.040009,356.940002,6067600,340.161255
"274",354,355.200012,348.700012,348.910004,5486100,332.508789
"275",342.670013,350,317.390015,328.880005,10511300,313.420288
"276",320,341.670013,317.649994,340.910004,11935100,324.884796
"277",340.519989,353.589996,339.869995,348.119995,7946700,331.755859
"278",348,349,329.399994,329.660004,8295900,315.714447
"279",333.549988,337.809998,319.25,332.829987,8833000,318.750305
"280",336.570007,347.75,335.130005,343.799988,6885000,329.256317
"281",340.450012,347.880005,340.290009,343.160004,4030200,328.643341
"282",341.339996,347.429993,341.170013,344.850006,4340200,330.261871
"283",348.470001,356.549988,348.049988,356.459991,5827500,341.380707
"284",356.589996,359.5,353.51001,355.040009,5211600,340.020844
"285",352,357.790009,351.399994,353.350006,4303400,338.402313
"286",352.559998,360.809998,351.75,352.369995,5258600,337.463776
"287",354.649994,358.070007,352.640015,355.920013,3414300,340.863586
"288",358.179993,358.769989,353.070007,356.660004,3355400,341.572235
"289",359.5,364.049988,358.209991,363.480011,4148100,348.10376
"290",364.600006,369.890015,363.299988,364.640015,4774100,349.214691
"291",366.799988,371.600006,362.209991,362.209991,5472900,346.887482
"292",362.329987,362.73999,346.399994,349.690002,8978000,334.897125
"293",341.820007,346.089996,335.299988,344.670013,10021300,330.089508
"294",338,354.769989,336.609985,352.75,8140200,337.827698
"295",354.23999,355.209991,346.019989,348.920013,4888300,334.159698
"296",341.519989,348.410004,339.5,347.040009,4575700,332.359222
"297",349.51001,352.5,343.950012,348.730011,4319900,333.977783
"298",352.649994,354.890015,350.230011,354.519989,3538300,339.522766
"299",355.200012,355.230011,343.26001,344.190002,6088800,329.629791
"300",345.320007,347.880005,337.609985,338.670013,5443800,324.343323
"301",339.790009,340.519989,322.299988,330.26001,13057900,316.289093
"302",332.299988,332.920013,322.910004,329.980011,8766000,316.020905
"303",329.820007,330.829987,325.630005,330.470001,9329000,316.490143
"304",327.450012,333.329987,326.779999,331.76001,6328900,317.725616
"305",331.839996,339.700012,331,337.630005,6500500,323.347351
"306",337.070007,341.910004,335.170013,337.100006,4056300,322.839722
"307",330.109985,332.679993,319.01001,319.609985,7282200,306.08963
"308",320.149994,331.140015,318.320007,321,7237500,307.420715
"309",330.480011,331.940002,323.589996,328.970001,5392900,315.053619
"310",331.51001,334.880005,319,321.119995,5355500,307.535736
"311",321.850006,323.23999,311.170013,320.019989,5634700,306.482269
"312",323.380005,330.480011,322,327.880005,3652100,314.009796
"313",325.200012,329.940002,317.170013,322.440002,5024900,308.799866
"314",324.76001,331.100006,323.089996,330.820007,4783100,316.825348
"315",312.299988,327.809998,311.880005,327.440002,8235700,313.588348
"316",330.589996,338.959991,330.26001,336.399994,6220000,322.169312
"317",330.609985,334.589996,322.209991,326.119995,5713600,312.324158
"318",332.25,334.880005,322.049988,322.480011,4931700,308.838196
"319",331.350006,336.690002,329.549988,334.829987,5552000,320.665771
"320",331.600006,337.570007,326.309998,327.359985,4573500,313.511749
"321",331.980011,338.350006,330.459991,337.480011,4325000,323.203674
"322",338.98999,339.670013,326.600006,329.279999,4733500,315.350494
"323",332.339996,333.220001,327.630005,331.769989,3901400,317.735138
"324",334.730011,339.73999,333.649994,336.720001,3381800,322.4758
"325",338.329987,342.399994,337.179993,341,3117500,326.574707
"326",340.190002,342.410004,337.5,340.640015,3006800,326.22998
"327",340.730011,341.399994,335.049988,338.670013,3038000,324.343323
"328",339.549988,341.26001,336,338.839996,2765600,324.506073
"329",343.170013,347.670013,323.279999,329.059998,7051800,315.139862
"330",338.119995,344.910004,330.519989,342.859985,11023600,328.356018
"331",344.01001,345.649994,338.329987,342.790009,5273600,328.289001
"332",341.25,342.920013,337.769989,340.880005,3390400,326.459808
"333",341.170013,342.579987,333.399994,333.559998,3721600,319.449463
"334",332.5,333.910004,324.179993,329.540009,4313100,315.599548
"335",329.5,330.709991,323.980011,324.190002,3436100,310.475861
"336",322.970001,332.630005,319.130005,330.690002,6383200,316.700867
"337",328.040009,335.890015,328.040009,334.429993,3655100,320.282623
"338",335.230011,342.980011,335.209991,340.429993,4192200,326.028809
"339",339.769989,341.940002,336.609985,338.369995,4014100,324.056
"340",339.48999,346.929993,338.579987,344.5,4347000,329.926697
"341",343.98999,348.570007,342.410004,344.070007,3920400,331.158661
"342",343.769989,345.420013,341.049988,342.459991,2332200,329.609039
"343",344,347.73999,343.890015,344.589996,2520300,331.659119
"344",343,343.850006,340.26001,342.119995,3009100,329.28183
"345",342,343.559998,340.299988,340.970001,2230100,328.174957
"346",340.470001,344.769989,340.25,344.140015,2483300,331.226013
"347",345.600006,352.049988,345.190002,351.230011,4327700,338.049957
"348",358.459991,365,358.450012,363.920013,6785400,350.263824
"349",364,364.850006,354.519989,355.019989,5389400,341.697723
"350",352.279999,359.600006,351.619995,359.209991,4497500,345.73053
"351",358.450012,360.660004,354.369995,359,3932100,345.528351
"352",358.119995,360.600006,357.049988,360.089996,2463700,346.577454
"353",357.709991,360.970001,350.660004,352.480011,4249600,339.253021
"354",355.649994,358.920013,354.100006,358.190002,2825200,344.74881
"355",356.829987,356.829987,351.619995,352.160004,4406300,338.945068
"356",355.790009,358.149994,354.459991,356.720001,2657800,343.333893
"357",358.970001,363.390015,358.850006,360.730011,2950300,347.193512
"358",360.5,363.369995,358.850006,360.100006,2567800,346.587128
"359",362.459991,371.600006,360.98999,371.559998,4488400,357.617065
"360",372,374.480011,366.049988,368.529999,4517800,354.700775
"361",368.140015,371.420013,365.459991,369.5,3292900,355.634369
"362",371,373.329987,368.799988,370.940002,2468500,357.020325
"363",371.23999,372.730011,367.98999,370.619995,2440400,356.712311
"364",370.670013,371,363.290009,363.850006,3867600,350.196411
"365",366.149994,367.640015,358.829987,362.420013,4039500,348.820038
"366",358.149994,361.660004,353.470001,357.880005,9946000,344.450409
"367",353.190002,357.649994,352.369995,354.73999,3363200,341.428253
"368",347.170013,347.170013,338.570007,341.119995,6857300,328.319336
"369",346,346.980011,340.459991,342.690002,4540000,329.830383
"370",341.149994,341.149994,336.200012,337.660004,4048300,324.989166
"371",340.429993,340.940002,336.600006,338.910004,3192000,326.19223
"372",332.519989,333.850006,327.600006,331.200012,5006200,318.771606
"373",332.390015,334.399994,330.480011,331.299988,3112400,318.867798
"374",334.850006,341.420013,329.76001,329.820007,4578900,317.44339
"375",330,337.540009,327.290009,334.649994,3348000,322.092133
"376",337.190002,340,335.359985,335.51001,3108500,322.919861
"377",330.690002,336.329987,329.320007,336.079987,2820700,323.468475
"378",338.179993,339.690002,332,332.929993,1464400,320.436646
"379",336.149994,337.279999,329.100006,333.179993,2427900,320.677307
"380",332.839996,336.100006,330.450012,334.640015,2105100,322.082489
"381",337.5,343.040009,336.51001,341.920013,3128700,329.089325
"382",342.779999,348,342.779999,347.160004,3278300,334.13266
"383",341.730011,344.390015,339.190002,340.600006,3056900,327.818878
"384",345.279999,346.600006,342.73999,346.029999,2030700,333.045074
"385",347,351.23999,346.200012,350.790009,2272300,337.626495
"386",353.970001,356.339996,352.350006,356.100006,2889000,342.737213
"387",357.609985,359,355.040009,356.880005,2730500,343.487915
"388",359,361.859985,354.26001,360.230011,3090100,346.712219
"389",357.690002,359.390015,355.26001,355.329987,2711700,341.996094
"390",353.040009,356.98999,353,354.899994,1816700,341.582245
"391",355,355,352.390015,353.269989,1943700,340.013367
"392",356.75,359.470001,354.640015,358.269989,3182000,344.825775
"393",351.519989,356.299988,345.5,355.920013,7378100,342.563934
"394",355.380005,360.200012,355.269989,359.320007,3191200,345.836365
"395",361.059998,364.540009,359.470001,360.649994,2914700,347.116455
"396",361.98999,362.450012,350.470001,351.059998,3080400,337.886322
"397",354.380005,359.019989,354.059998,356.299988,2728400,342.929718
"398",354.089996,357.910004,350.5,352.76001,2717800,339.522522
"399",348.619995,350.730011,346.029999,349.730011,2655900,336.606293
"400",349.5,350.98999,345.670013,348.440002,2285200,335.364655
"401",347.369995,347.369995,343.119995,346.570007,3251100,333.56488
"402",348.049988,352.119995,345.5,350.76001,2267400,337.597595
"403",350.5,351.619995,346.25,347.779999,2333600,334.729401
"404",346.070007,346.839996,343.119995,343.720001,2301800,332.456421
"405",341,341,336.450012,339.410004,2745700,328.287659
"406",339.600006,342.149994,337.339996,338.359985,1877200,327.272095
"407",339.119995,340.149994,337.619995,339.140015,2017300,328.02655
"408",336.570007,337.140015,328.029999,331.76001,3798600,320.888336
"409",339.059998,347.720001,338.299988,345.980011,5867900,334.642395
"410",346,348.5,341.670013,346.399994,3069200,335.048584
"411",348.600006,352.609985,347.100006,350.73999,3018200,339.246368
"412",351,354.450012,349.630005,353.769989,2967200,342.177063
"413",354.320007,355.869995,349.839996,350.029999,2682900,338.559601
"414",349.149994,350.279999,345.459991,347.480011,1833400,336.093231
"415",348.769989,350.630005,348.100006,349.380005,1954100,337.930969
"416",352.109985,355,351.01001,353.73999,2279500,342.148102
"417",355,355.679993,350.609985,351.209991,2475100,339.700989
"418",352.26001,352.350006,349.209991,350.190002,1850100,338.714417
"419",350.350006,350.950012,345.75,346.899994,3257700,335.532227
"420",345.049988,345.850006,341.579987,342.790009,3462700,331.556915
"421",341.600006,346.320007,339.279999,346.25,2699400,334.903503
"422",345.769989,347.25,343.160004,346.679993,2959000,335.319458
"423",347.549988,353.350006,346.579987,351.269989,3585900,339.758972
"424",348.820007,350.01001,344.459991,349.279999,3921900,337.834259
"425",349.48999,350.75,341.679993,341.859985,3065500,330.657349
"426",339.01001,346.619995,337.309998,345.25,2731800,333.936249
"427",345,355.040009,344.609985,353.410004,4003800,341.828888
"428",356.359985,360.420013,354.299988,355.459991,3166500,343.811707
"429",356.440002,362.26001,356.100006,359.799988,2835800,348.00946
"430",359.279999,361.299988,354.540009,355.959991,2554500,344.295288
"431",357.299988,365.809998,356.100006,363.579987,3003500,351.665619
"432",363.579987,371.230011,363.190002,365.220001,4753400,353.251862
"433",368.73999,371.730011,365.670013,367.459991,4011100,355.418488
"434",369.399994,372.570007,366.049988,372.230011,7144000,360.032196
"435",371,371.890015,367.329987,367.98999,2800200,355.931122
"436",369.079987,370.459991,366.880005,367.230011,2969200,355.196014
"437",367.5,368.559998,364.320007,365.029999,2368600,353.068115
"438",368.399994,368.970001,364.399994,367.390015,2355900,355.350769
"439",368.630005,374.220001,366.220001,371.899994,3600500,359.712982
"440",375.160004,383.209991,375,382.290009,4755700,369.762512
"441",380.850006,388.619995,379.769989,386.369995,4622600,373.708801
"442",388.899994,394.279999,386.690002,392.299988,4794300,379.444458
"443",390.73999,391.089996,385.290009,389.98999,3822300,377.210205
"444",389,392.390015,383.029999,386.470001,2899700,373.805542
"445",383.839996,386.730011,377.350006,385.769989,3324000,373.128479
"446",384.369995,386.820007,381.140015,385.440002,2862700,372.809265
"447",382.959991,383.799988,367.089996,367.470001,6033100,355.428162
