"","ED.Open","ED.High","ED.Low","ED.Close","ED.Volume","ED.Adjusted"
"167",84.32,84.360001,83.989998,84.080002,708900,71.738876
"168",84.080002,84.379997,83.870003,84.269997,1328900,71.900978
"169",84.440002,84.489998,83.760002,83.989998,853800,71.662086
"170",84.129997,84.410004,83.900002,84.370003,1130100,71.98632
"171",84.519997,84.529999,83.82,84.050003,1414900,71.713272
"172",84.279999,84.849998,84.040001,84.739998,1658200,72.301987
"173",84.739998,85.68,84.559998,85.529999,1505500,72.976059
"174",85.449997,86.160004,85.220001,86.050003,1109800,73.419731
"175",86,86.010002,83.910004,84.209999,1614000,71.849792
"176",84.160004,84.279999,83.730003,83.760002,1424400,71.465843
"177",83.699997,84.510002,83.440002,84.510002,1531300,72.105759
"178",84.730003,84.889999,84.199997,84.440002,2472200,72.046036
"179",84.540001,84.550003,82.93,83.57,1271300,71.303719
"180",83.669998,83.709999,83.199997,83.410004,1305200,71.167221
"181",83.599998,83.730003,82.290001,82.599998,1431700,70.476112
"182",82.639999,83.129997,82.300003,82.43,1086100,70.331062
"183",82.75,82.75,81.580002,81.589996,1140700,69.614349
"184",81.720001,82.349998,81.510002,82.239998,1354800,70.168938
"185",81.199997,82.139999,81.199997,81.839996,1505300,69.827675
"186",81.309998,81.650002,80.169998,80.620003,1496900,68.786736
"187",80.449997,80.980003,80.019997,80.709999,1619500,68.863533
"188",80.68,80.889999,80.279999,80.68,1848500,68.837914
"189",80.889999,81.669998,80.639999,81.110001,1973700,69.204811
"190",81.040001,81.059998,80.260002,80.900002,1181100,69.025642
"191",80.970001,81.790001,80.620003,81.779999,1136700,69.776474
"192",81.790001,81.93,81.330002,81.769997,1444600,69.767937
"193",81.330002,81.75,81.089996,81.559998,1095700,69.58876
"194",81.660004,81.910004,81.419998,81.489998,1224300,69.529022
"195",81.550003,82.410004,81.400002,82.400002,1557100,70.305466
"196",82.199997,83.129997,82.199997,82.839996,1352500,70.680885
"197",82.800003,83.57,82.800003,83.529999,1227900,71.269592
"198",83.760002,84.089996,82.93,83.080002,1558500,70.885643
"199",83.019997,83.379997,82.279999,82.849998,1582800,70.689407
"200",83.019997,83.650002,82.660004,83.559998,1144400,71.295197
"201",83.389999,83.889999,82.970001,83.779999,1530700,71.482918
"202",83.910004,84.860001,83.760002,84.839996,1320800,72.387321
"203",84.589996,85.080002,84.5,84.860001,1358200,72.404396
"204",84.870003,85.18,84.529999,85.099998,1611100,72.609169
"205",85.489998,85.790001,85.139999,85.760002,1950200,73.172295
"206",85.330002,85.440002,84.239998,85.330002,1637300,72.805397
"207",85.739998,86.120003,85.199997,85.5,1354900,72.950447
"208",85.300003,86.330002,85.279999,85.919998,1125200,73.3088
"209",85.800003,86.010002,85.550003,85.900002,1490500,73.291748
"210",85.809998,86.190002,85.699997,86.050003,1398500,73.419731
"211",85.849998,86.529999,85.269997,85.800003,1305300,73.206421
"212",86.040001,86.82,85.730003,86.800003,1690100,74.059647
"213",86.800003,87.580002,86.440002,87.040001,1629400,74.264404
"214",87.099998,87.239998,86.269997,86.32,1372600,73.650093
"215",86.540001,87.699997,86.120003,87.690002,1487400,74.819
"216",87.589996,88.080002,87.239998,87.860001,1799400,74.964058
"217",87.580002,88.080002,87.360001,87.660004,1134700,74.793404
"218",87.169998,87.43,86.82,87.190002,1578200,74.392403
"219",87.440002,88.660004,87.400002,88.309998,1370100,75.348
"220",87.5,89.010002,87.339996,88.959999,1583900,76.500328
"221",89.120003,89.580002,88,88.019997,1311900,75.691971
"222",88.07,88.129997,87.169998,87.360001,2826300,75.124413
"223",87.080002,87.360001,86.220001,86.529999,3068900,74.41066
"224",86.660004,86.989998,85.860001,86,2553500,73.95491
"225",86.18,86.849998,85.860001,86.480003,3014600,74.367683
"226",86.580002,86.690002,86.279999,86.660004,1024500,74.522469
"227",86.849998,87.25,86.699997,86.900002,603900,74.728851
"228",87,87.709999,86.82,87.5,1140800,75.244812
"229",87.82,88.139999,87.660004,87.980003,1365300,75.657593
"230",87.639999,88.849998,87.470001,88.400002,1474300,76.018761
"231",88.540001,89.209999,88.279999,89.040001,2608700,76.56913
"232",89.339996,89.57,88.300003,88.82,1803800,76.379936
"233",88.68,89.260002,88.300003,88.480003,1374500,76.087563
"234",88.669998,88.669998,87.300003,88.019997,2147100,75.691971
"235",88.230003,88.650002,87.989998,88.470001,1088600,76.078964
"236",88.529999,88.529999,87.93,88.489998,1107500,76.096146
"237",88.300003,88.949997,88.080002,88.919998,1628700,76.46595
"238",88.779999,89.699997,88.470001,89.660004,1923900,77.102287
"239",89.529999,89.650002,88.040001,88.089996,1729400,75.752174
"240",88.459999,88.809998,87.699997,87.980003,2109300,75.657593
"241",87.959999,88.190002,86.93,87.589996,1596100,75.322205
"242",87.839996,88.620003,87.790001,88.239998,3595300,75.881157
"243",88.209999,88.269997,87.080002,87.32,2190500,75.090019
"244",87.330002,87.459999,85.519997,85.559998,1415000,73.576523
"245",85.5,85.860001,84.870003,84.910004,1244300,73.017586
"246",84.699997,85.18,84.349998,84.790001,1461300,72.914368
"247",85,85.139999,84.669998,84.75,968700,72.879967
"248",84.769997,85.120003,84.18,84.199997,701400,72.407005
"249",84.459999,84.760002,84.269997,84.660004,743300,72.802582
"250",84.82,85.120003,84.730003,85.089996,815400,73.172348
"251",85.370003,85.449997,84.82,84.949997,1346800,73.051956
"252",84.75,84.940002,83.230003,83.580002,1998200,71.87384
"253",83.400002,83.980003,82.459999,82.790001,1884300,71.194496
"254",82.669998,82.82,81.519997,81.82,2289700,70.360352
"255",82.110001,82.199997,81.029999,81.739998,1748700,70.29155
"256",81.870003,82.910004,81.589996,82.889999,1848100,71.280487
"257",82.669998,82.790001,81.690002,82.010002,1712900,70.523758
"258",81.510002,81.779999,80.709999,80.919998,1461200,69.586403
"259",81.040001,81.279999,80.080002,80.389999,1513600,69.130623
"260",80.139999,80.190002,79.18,79.489998,1899700,68.356689
"261",79.660004,79.860001,78.57,79.019997,2754200,67.952507
"262",79.230003,79.540001,78.849998,79.269997,1951600,68.167511
"263",78.889999,79.059998,77.769997,78.279999,2487700,67.316154
"264",78.440002,78.93,78.089996,78.269997,2584100,67.307571
"265",78.580002,79.389999,78.370003,78.529999,3095700,67.531136
"266",78.68,80.139999,78.68,79.660004,2066000,68.502869
"267",79.529999,79.650002,79.080002,79.419998,1773800,68.296494
"268",79.419998,80.510002,79.419998,80.379997,2728000,69.122017
"269",80.510002,80.610001,79.300003,80.400002,2505200,69.139221
"270",79.290001,80.029999,79.110001,79.129997,3332500,68.047112
"271",79.169998,79.910004,79.050003,79.589996,2082400,68.442673
"272",79.690002,80.410004,79.040001,80.360001,3505400,69.104843
"273",80.389999,80.650002,78.57,78.75,2924600,67.720322
"274",78.480003,79.040001,77.889999,77.959999,2621600,67.040985
"275",77.879997,78.720001,76.949997,77.129997,2953000,66.327232
"276",76.099998,76.730003,74.57,75.879997,3234400,65.252296
"277",75.790001,76.610001,75.25,75.260002,2643100,64.719139
"278",75.199997,76.709999,74.699997,74.730003,3054800,64.263367
"279",74.949997,77.5,74.93,76.889999,2788800,66.120834
"280",77.019997,77.800003,76.370003,77.400002,2442900,66.55941
"281",76.400002,77.199997,75.769997,77.029999,2193000,66.858856
"282",76.309998,76.669998,75.75,75.889999,2825400,65.869385
"283",75.889999,77.230003,75.660004,77.110001,2234000,66.928291
"284",76.839996,77.980003,75.75,77.769997,3347100,67.501137
"285",77.57,77.93,75.889999,76.360001,2512100,66.277321
"286",76.410004,77.07,75.459999,75.470001,2210000,65.504829
"287",75.709999,76.510002,75.480003,75.790001,1901600,65.782585
"288",75.870003,77.709999,75.760002,77.629997,1422300,67.379631
"289",77.690002,78.040001,76.82,76.959999,1774800,66.798088
"290",77.059998,77.379997,75.650002,75.660004,2417700,65.669754
"291",75.940002,76.239998,74.889999,74.889999,1799400,65.001434
"292",74.910004,75.989998,74.169998,74.589996,2626700,64.741028
"293",74.529999,75.410004,73.730003,74.349998,1723000,64.532722
"294",74.25,76.339996,73.980003,76.089996,2363400,66.042969
"295",75.989998,76,74.720001,75.139999,2266600,65.218422
"296",75,75.25,74.160004,74.480003,1849400,64.645546
"297",74.599998,75.360001,74.440002,75.309998,1739100,65.365974
"298",75.32,75.370003,74.699997,75.239998,1844700,65.305206
"299",75.300003,75.910004,75.190002,75.690002,1764800,65.695801
"300",75.839996,76.410004,75.18,75.489998,2134100,65.522194
"301",75.75,76.440002,75.449997,75.970001,1679600,65.93882
"302",76.129997,76.919998,75.910004,76.580002,1855500,66.468277
"303",76.720001,77.580002,76.559998,77.449997,3479000,67.223373
"304",77.449997,77.989998,76.639999,77.050003,2177100,66.876228
"305",77.080002,77.449997,76.660004,76.889999,1429500,66.737343
"306",76.93,77.629997,76.330002,76.669998,1440900,66.546394
"307",76.699997,78.220001,76.589996,76.760002,2187100,66.624519
"308",77.010002,77.199997,75.410004,75.580002,1592700,65.600327
"309",75.75,76.540001,75.620003,76.419998,1526500,66.329399
"310",76.449997,78.32,76.18,77.620003,2044500,67.370956
"311",77.639999,77.970001,77.029999,77.559998,1976200,67.318863
"312",77.739998,78.400002,77.650002,77.940002,1745300,67.648705
"313",78.169998,78.470001,76.669998,77.07,1699500,66.89357
"314",77.07,78.010002,76.860001,77.660004,2116100,67.40567
"315",77.599998,78.650002,77.18,78.269997,2431200,67.935127
"316",78.269997,79.120003,77.160004,78.889999,2032300,68.473244
"317",79.150002,79.389999,78.290001,78.559998,1646100,68.186844
"318",78.690002,79.120003,78.279999,78.459999,2282600,68.100037
"319",78.419998,78.589996,77.459999,77.599998,1892100,67.353584
"320",77.459999,77.970001,77.169998,77.510002,1435100,67.275475
"321",77.660004,77.720001,76.07,76.309998,1838000,66.233932
"322",76.489998,77.18,76.419998,76.690002,1412100,66.563759
"323",77.050003,77.910004,76.949997,77.790001,1318000,67.518517
"324",77.870003,78.709999,77.57,78.459999,1336900,68.100037
"325",78.559998,79.190002,77.970001,78.010002,1573900,67.709457
"326",77.879997,78.419998,77.589996,78.110001,1574400,67.796249
"327",78.099998,78.339996,77.269997,77.599998,1640200,67.353584
"328",77.82,78.139999,77.400002,77.699997,1451700,67.440384
"329",77.910004,78.720001,77.550003,78.309998,1441400,67.969849
"330",77.989998,78.709999,77.769997,78.389999,1284900,68.039276
"331",78.449997,79.510002,78.099998,79.449997,1238100,68.959297
"332",79.25,80.779999,79.209999,80.43,1551500,69.809906
"333",80.699997,80.82,79.989998,80.129997,1587500,69.549538
"334",80.239998,80.239998,79.75,79.949997,977500,69.393295
"335",80,80.209999,79.010002,79.25,1782000,68.785721
"336",79.239998,79.349998,78.010002,79,1322200,68.568733
"337",78.989998,79.849998,78.629997,79.25,1921300,68.785721
"338",79.18,79.389999,78.260002,78.360001,1471900,68.013237
"339",78.129997,78.129997,76.089996,76.230003,2204900,66.16449
"340",76.25,76.370003,74.879997,75.43,2281900,65.470116
"341",76,76.599998,75.489998,76.57,1928400,66.459595
"342",76.559998,77.059998,76.389999,76.830002,1702700,66.685249
"343",77.040001,77.18,76.160004,76.629997,1886200,66.511673
"344",75.410004,75.739998,74.480003,74.900002,1720700,65.622391
"345",74.900002,75.040001,74.099998,74.559998,1746500,65.324524
"346",74.709999,74.760002,73.860001,73.940002,1361700,64.781311
"347",74.169998,74.449997,73.349998,73.970001,1728500,64.807594
"348",74.110001,74.110001,73.379997,73.839996,1410500,64.693687
"349",73.800003,74.620003,73.650002,74.139999,1410700,64.95652
"350",74.199997,75.18,74.099998,75.099998,1941100,65.797607
"351",75.25,75.970001,75.050003,75.879997,1474900,66.481003
"352",75.989998,76.389999,75.849998,75.910004,1474100,66.507294
"353",75.849998,76.440002,75.510002,75.989998,2012800,66.577385
"354",75.870003,76.459999,75.620003,76.330002,2287600,66.875275
"355",76.330002,76.989998,75.900002,76.730003,2786200,67.225716
"356",76.669998,76.669998,75.220001,75.540001,1590300,66.183121
"357",75.809998,76.059998,74.849998,74.949997,1405400,65.666206
"358",74.800003,74.940002,73.769997,74.010002,1970800,64.842644
"359",73.970001,74.120003,72.209999,72.389999,2162400,63.423294
"360",72.360001,73.449997,72.010002,72.790001,2286100,63.773746
"361",73.019997,73.150002,72.43,72.75,1509600,63.738708
"362",72.809998,72.93,71.25,71.389999,2385900,62.547173
"363",71.300003,72.580002,71.120003,72.480003,2015900,63.502155
"364",72.629997,72.949997,72.080002,72.43,2382300,63.45834
"365",72.5,73.400002,72.349998,73.25,2323700,64.176796
"366",73.269997,73.779999,72.629997,73.730003,3218700,64.597328
"367",73.75,74.25,73.410004,73.900002,1769700,64.746262
"368",73.949997,74.959999,73.949997,74.860001,2047100,65.587349
"369",74.839996,75.059998,74.349998,75.029999,2559800,65.736298
"370",74.889999,75.769997,74.730003,75.449997,1968700,66.104263
"371",75.459999,75.980003,75.209999,75.760002,2427500,66.37587
"372",76,77.57,75.970001,77.419998,1800700,67.830246
"373",77.199997,77.879997,77.029999,77.480003,1763000,67.88282
"374",77.32,78.089996,77.129997,77.900002,1423900,68.250793
"375",78.230003,78.910004,77.809998,77.940002,1363800,68.285843
"376",77.860001,78.550003,77.260002,77.980003,1961800,68.320892
"377",77.989998,78.43,77.550003,78.339996,1543900,68.636292
"378",78.349998,78.970001,77.959999,78.459999,1008800,68.741425
"379",78.599998,78.989998,78.209999,78.989998,1734000,69.205772
"380",79,79.57,78.910004,79.5,1322700,69.652618
"381",79.5,79.5,76.519997,76.860001,2460900,67.339615
"382",76.400002,78.160004,75.93,77.860001,2177200,68.215759
"383",78.019997,79.150002,77.900002,79.029999,2018100,69.240822
"384",79.040001,79.389999,78.790001,79.220001,2095100,69.40728
"385",79.360001,79.660004,78.779999,79.459999,1412700,69.617569
"386",79.279999,79.480003,78.849998,79.199997,1353400,69.389763
"387",79.419998,79.459999,78.889999,78.959999,1375100,69.179489
"388",79.080002,79.110001,78.279999,78.540001,1559000,68.811516
"389",78.650002,79.269997,78.410004,78.779999,1953200,69.021782
"390",78.449997,78.82,77.459999,78.050003,1438600,68.382225
"391",78.129997,78.220001,77.099998,77.459999,992200,67.865295
"392",77.239998,77.800003,76.010002,77.610001,1802100,67.996727
"393",77.360001,77.879997,77.160004,77.389999,1296800,67.803986
"394",77.870003,78.739998,77.849998,78.300003,1836700,68.601265
"395",78.300003,78.980003,78.160004,78.550003,1483900,68.820297
"396",78.279999,78.550003,77.699997,78.160004,1031800,68.478584
"397",78.620003,79.099998,78.019997,78.93,2439500,69.153229
"398",78.419998,78.480003,77.25,77.779999,1856100,68.145645
"399",77.75,78.440002,77.089996,78.190002,1763800,68.504875
"400",78.25,79.580002,77.669998,79.110001,1775200,69.310905
"401",79.040001,79.559998,78.690002,78.93,1650700,69.153229
"402",78.779999,78.889999,77.860001,78.519997,1567500,68.793999
"403",78.339996,78.610001,78,78.510002,1069700,68.78524
"404",78.650002,79,78.32,78.949997,710800,69.170738
"405",79.18,79.610001,78.57,78.669998,1108000,68.925415
"406",78.559998,79.120003,78.389999,79.050003,1684500,69.258369
"407",78.279999,78.980003,78.120003,78.519997,1532000,69.421906
"408",78.769997,80.309998,78.669998,79.790001,2081700,70.544754
"409",79.699997,80.809998,79.400002,80.709999,2286900,71.358162
"410",80.620003,81.269997,80.269997,81.169998,1986100,71.764862
"411",81.349998,81.529999,80.269997,80.300003,1611900,70.995674
"412",80.169998,80.269997,79.220001,79.620003,1497500,70.394447
"413",79.82,79.870003,78.629997,78.93,1224800,69.784416
"414",78.989998,79.599998,78.75,79.019997,1382500,69.863991
"415",79.029999,79.589996,78.730003,79.449997,908500,70.244133
"416",79.599998,79.669998,78.510002,78.919998,1011800,69.775581
"417",78.800003,78.959999,78.290001,78.449997,1220900,69.360023
"418",78.650002,79.290001,78.43,79.209999,1391500,70.031967
"419",79.309998,79.769997,79.080002,79.389999,1510300,70.191109
"420",79.389999,79.779999,78.720001,78.93,1623300,69.784416
"421",79.190002,79.93,79.059998,79.559998,1495100,70.341415
"422",79.629997,80.730003,79.550003,80.690002,2623000,71.340477
"423",80.629997,81.550003,80.190002,81.349998,1780000,71.923996
"424",80.800003,81.080002,79.919998,80.080002,1765200,70.801147
"425",80.389999,80.800003,79.989998,80.540001,1129400,71.207855
"426",80.550003,80.93,80.110001,80.199997,1500200,70.907249
"427",80.199997,80.75,79.949997,80.150002,1194100,70.86306
"428",80.230003,80.760002,79.660004,80.75,1337900,71.393524
"429",80.370003,80.370003,79.220001,80.290001,1551800,70.986832
"430",80.330002,80.529999,79.809998,80.349998,1208100,71.039886
"431",80.330002,80.589996,79.629997,80.080002,1455500,70.801147
"432",79.970001,80.120003,77.830002,78.32,1480500,69.245079
"433",78.230003,78.470001,77.410004,78.440002,1607600,69.351189
"434",78,78.190002,76.970001,77.889999,4717500,68.864914
"435",77.769997,77.769997,76.519997,76.610001,2004800,67.733223
"436",76.419998,76.510002,75.239998,75.699997,1628300,66.928665
"437",75.730003,75.849998,74.360001,74.410004,2120200,65.788139
"438",74.580002,75.440002,74.309998,75.199997,1726100,66.486603
"439",75.43,76.239998,75.18,76.190002,3163300,67.3619
"440",76.040001,76.040001,75.449997,75.769997,1735900,66.990555
"441",76,77.269997,75.860001,77.080002,1788800,68.148766
"442",76.870003,77.360001,75.349998,76.110001,2454000,67.291168
"443",76.019997,76.760002,75.370003,76.599998,1329100,67.72438
"444",76.559998,77.879997,76.440002,77.660004,2420500,68.661568
