"","CTAS.Open","CTAS.High","CTAS.Low","CTAS.Close","CTAS.Volume","CTAS.Adjusted"
"63",126.860001,126.970001,124.720001,124.75,689100,118.506126
"64",124.519997,125.089996,123.919998,124.839996,439300,118.591629
"65",124.959999,125.709999,123.639999,123.769997,451400,117.57518
"66",123.660004,123.830002,122.839996,123.209999,517100,117.043213
"67",123.07,123.480003,122.400002,122.559998,706100,116.425743
"68",122.370003,123.790001,121.959999,122.660004,604200,116.520737
"69",122.040001,122.959999,121.669998,122.959999,480700,116.805733
"70",123.290001,123.739998,121.720001,122.379997,314100,116.254761
"71",122.519997,122.839996,121.480003,121.68,304000,115.58979
"72",122.139999,122.989998,121.970001,122.980003,309700,116.824738
"73",122.690002,123.050003,121.699997,122.370003,345800,116.245262
"74",122.370003,123.209999,122.150002,122.650002,331900,116.511246
"75",123.370003,123.559998,122.639999,123.099998,378100,116.938721
"76",123.199997,123.879997,122.940002,123.139999,617800,116.976707
"77",124.209999,125.510002,124.040001,125.449997,550700,119.171097
"78",125.690002,126.269997,124.830002,125.110001,503200,118.848114
"79",125.169998,125.379997,124.220001,124.230003,525200,118.012161
"80",124.160004,125.040001,123.660004,123.940002,433900,117.736671
"81",124.019997,124.019997,122.410004,122.470001,659300,116.340271
"82",121.599998,122.730003,120.849998,121.580002,734300,115.494797
"83",121.660004,122.779999,121.209999,121.809998,433200,115.713287
"84",121.769997,121.919998,119.949997,120.879997,510500,114.829834
"85",121.169998,121.949997,120.739998,121.940002,345500,115.836777
"86",122.379997,123,121.699997,122.989998,321100,116.834221
"87",122.68,122.839996,120.739998,120.910004,464700,114.85833
"88",120.760002,121.660004,120.550003,121.5,352800,115.418808
"89",121.459999,121.839996,120.870003,121.440002,423400,115.361809
"90",121.209999,122.559998,120.720001,122.540001,452700,116.406761
"91",122.18,122.580002,121.470001,122.300003,389200,116.178757
"92",122.209999,122.830002,121.32,122.370003,310800,116.245262
"93",122.239998,122.589996,121.75,122.57,480100,116.435249
"94",121.669998,122.080002,120.120003,120.169998,518400,114.155373
"95",120.360001,121.169998,119.540001,120.580002,498500,114.544853
"96",120.660004,121.400002,119.730003,121.019997,1787600,114.962822
"97",121.139999,121.910004,120.830002,121.739998,414900,115.64679
"98",121.949997,122.529999,121.410004,122.389999,363200,116.264252
"99",122.75,124.870003,122.400002,124.690002,471200,118.449142
"100",125.080002,125.889999,124.639999,125.550003,296400,119.266098
"101",125.150002,125.589996,124.5,125.160004,278000,118.895615
"102",124.589996,124.949997,123.769997,124.75,333900,118.506126
"103",125.050003,125.940002,124.529999,125.879997,671300,119.579575
"104",126.120003,126.93,124.779999,126.93,391400,120.577034
"105",127.209999,128.720001,127,128.279999,319000,121.859451
"106",128.5,128.539993,126.5,126.610001,360200,120.273033
"107",126.5,126.790001,124.57,124.629997,358300,118.392143
"108",125.050003,125.360001,124.010002,124.489998,334500,118.259148
"109",124.349998,124.440002,123,123.669998,513800,117.480186
"110",123.760002,124.050003,123.260002,123.699997,411100,117.50869
"111",123.510002,126.370003,123.510002,126.300003,471000,119.978569
"112",126.25,127.650002,125.989998,127.25,376700,120.880997
"113",127.879997,128.669998,126.860001,127.959999,445200,121.555466
"114",127.410004,128.050003,126.440002,127.790001,326700,121.393982
"115",127.019997,130.460007,127.019997,130.449997,974500,123.920837
"116",130.809998,131.410004,129.610001,131.350006,516300,124.775803
"117",131.380005,131.380005,129.809998,130.070007,319300,123.559875
"118",129.990005,130.190002,128.899994,129.610001,298700,123.122894
"119",129.729996,129.729996,129.070007,129.160004,306900,122.695412
"120",129.309998,130.289993,129.029999,129.410004,373800,122.932899
"121",130.009995,130.479996,129.130005,129.5,190000,123.01841
"122",128,128.860001,125.739998,125.82,629900,119.522598
"123",126.830002,127.519997,125.809998,126.760002,334800,120.415535
"124",126.5,126.5,123.629997,124.349998,454500,118.12616
"125",125.300003,126.529999,125.089996,126.040001,468400,119.731575
"126",126.769997,127.110001,125.940002,125.989998,276200,119.684067
"127",126.089996,128.259995,125.459999,126.120003,729900,119.807571
"128",125.410004,125.480003,123.419998,123.730003,610300,117.537201
"129",124.040001,126.629997,124.040001,126.129997,511600,119.817062
"130",125.800003,126.989998,125.470001,126.540001,546100,120.206543
"131",126.019997,126.459999,124.849998,125.830002,337200,119.532082
"132",126.949997,127.440002,126.400002,127.160004,308900,120.795509
"133",127.349998,127.879997,125.790001,126.470001,284500,120.140053
"134",126.739998,126.93,126.269997,126.43,430600,120.102051
"135",126.379997,126.589996,125.599998,126.190002,390200,119.874062
"136",126.169998,126.309998,125.339996,125.419998,339200,119.142593
"137",125.620003,126.160004,125.050003,126.080002,484900,119.769577
"138",126.550003,126.949997,125.360001,126.779999,496500,120.43454
"139",131.240005,139.389999,131.130005,138.429993,2340900,131.501419
"140",138.389999,139.25,136.490005,138.190002,1116200,131.273468
"141",138.699997,138.699997,136.710007,137.300003,823500,130.427994
"142",137.210007,137.970001,136.690002,137.110001,523200,130.247513
"143",137.039993,137.039993,135.199997,135.820007,629700,129.022079
"144",135.839996,136.320007,135.100006,135.610001,569800,128.822586
"145",135.699997,135.899994,134.539993,134.850006,637100,128.100632
"146",137.699997,139.740005,134.350006,135.520004,592000,128.737106
"147",135.110001,135.589996,133.770004,135,660400,128.243103
"148",135.029999,135.589996,133.660004,134.139999,484700,127.426147
"149",134.639999,135.279999,133.479996,135,355800,128.243103
"150",134.839996,135.360001,134.160004,134.449997,443300,127.720642
"151",134.399994,134.949997,133.070007,133.389999,762600,126.713692
"152",133.259995,133.729996,132.529999,133.300003,552500,126.628204
"153",132.869995,133.089996,130.679993,130.809998,703700,124.262833
"154",131.320007,131.729996,130.089996,130.330002,474600,123.806862
"155",131.399994,133.339996,131.199997,132.949997,400600,126.2957
"156",132.779999,133.789993,132.220001,133.149994,425500,126.485718
"157",133.309998,134.139999,133.169998,133.339996,327700,126.666183
"158",133.169998,133.169998,130.919998,131.190002,434900,124.623817
"159",130.910004,132.880005,130.169998,132.610001,925800,125.97274
"160",132.600006,134.869995,132.059998,133.869995,880600,127.169662
"161",133.919998,135.429993,133.919998,135.259995,371900,128.490082
"162",134.949997,134.949997,134,134.050003,579300,127.340675
"163",134.089996,134.100006,131.619995,133.199997,590800,126.533211
"164",133.899994,135.100006,133.339996,133.820007,454400,127.122192
"165",134.350006,134.729996,133.199997,133.860001,413700,127.160187
"166",133.130005,133.610001,132.589996,132.970001,396500,126.31472
"167",132.880005,134,132.490005,133.770004,301800,127.074684
"168",133.910004,135.279999,133.570007,135.009995,466600,128.252609
"169",135.639999,135.639999,134.289993,134.559998,320800,127.825134
"170",134.220001,134.710007,132.600006,133.289993,428300,126.618698
"171",133.740005,134.160004,132.830002,133.399994,524300,126.72319
"172",133.559998,133.559998,132.149994,133.139999,399100,126.476196
"173",132.710007,133.830002,131.75,133.720001,325500,127.027184
"174",133.949997,135.25,133.520004,135,319800,128.243103
"175",134.919998,135.610001,134.410004,134.679993,422700,127.93911
"176",134.610001,135.320007,133.570007,135.25,360000,128.480591
"177",134.820007,134.820007,133.520004,134.610001,392800,127.872635
"178",134.580002,135.089996,133.720001,134.149994,882300,127.435654
"179",134.220001,134.509995,133.699997,134.300003,432800,127.578171
"180",134.429993,134.800003,133.940002,134.75,481800,128.005646
"181",135,136.729996,134.830002,136.520004,619400,129.687012
"182",136.419998,137.630005,135.509995,137.449997,485900,130.570496
"183",137.369995,139,136.479996,136.649994,563000,129.810532
"184",136.850006,137.470001,136.300003,136.869995,819200,130.019501
"185",136.940002,137.130005,136.070007,136.100006,759200,129.288055
"186",143.410004,145,142.360001,144.009995,2727000,136.80217
"187",143.669998,143.860001,141.759995,142.770004,846100,135.624207
"188",142.5,144.660004,142.289993,144.279999,938200,137.05864
"189",144.5,145.619995,144.029999,145.429993,746900,138.151077
"190",145.479996,147.440002,145.320007,147.380005,788400,140.003494
"191",146.869995,147.639999,146.199997,147.199997,770100,139.832474
"192",147.460007,148.220001,146.479996,148.009995,609300,140.601944
"193",148,149.479996,147.460007,149.080002,614700,141.618393
"194",149.289993,149.960007,149.080002,149.600006,400200,142.112396
"195",149.529999,150.429993,149.529999,150.240005,576100,142.720337
"196",150.020004,150.720001,149.610001,150.669998,408000,143.12883
"197",150.5,151.75,150.490005,151.509995,597800,143.926788
"198",151.869995,152.479996,151.410004,151.940002,522500,144.335266
"199",152.5,152.5,150.860001,151.220001,368400,143.651291
"200",151.75,152.410004,150.330002,151.050003,400100,143.489792
"201",151.399994,151.820007,151.070007,151.160004,430700,143.594299
"202",150.5,150.970001,149.440002,150.949997,704500,143.394775
"203",151.789993,152.830002,151.039993,152.199997,467300,144.58223
"204",152.110001,152.199997,151.360001,151.490005,262000,143.907776
"205",151.529999,151.929993,150.399994,150.850006,393600,143.29982
"206",150.679993,151.080002,149.5,150.160004,471100,142.644333
"207",150.869995,151.699997,150.639999,151.550003,384800,143.964767
"208",150.839996,151.660004,150.110001,151.559998,375900,143.974274
"209",151.240005,151.240005,149.179993,149.220001,307100,141.751404
"210",149.940002,150.25,148.919998,149.039993,475900,141.580399
"211",148.850006,149.050003,145.580002,147.119995,694400,139.7565
"212",147.059998,148.339996,146.130005,147.550003,509900,140.164978
"213",147.610001,148.509995,147.089996,148.369995,375300,140.943909
"214",148.050003,148.360001,146.960007,147.570007,579600,140.18396
"215",148.059998,148.440002,147.320007,147.869995,335900,140.468948
"216",147.429993,149.660004,147.320007,149.610001,404200,142.121857
"217",147.479996,147.720001,144.399994,145.429993,532900,139.663376
"218",144.820007,146.139999,144.820007,146.100006,415200,140.306793
"219",145.869995,147.770004,145.75,147.350006,659500,141.507233
"220",146.570007,149.460007,146.570007,149.199997,603200,143.283905
"221",148.399994,149.649994,147.630005,149.5,702300,143.572006
"222",149.529999,150.619995,149.25,150.110001,523600,144.157806
"223",149.779999,150.080002,148.330002,148.919998,380800,143.014969
"224",148.740005,149.160004,148.050003,148.25,480300,142.371567
"225",148.770004,148.860001,147.210007,147.580002,585000,141.728134
"226",147.559998,147.710007,146.559998,147.360001,427600,141.516846
"227",147.929993,148.220001,147.490005,147.710007,273500,141.852982
"228",147.910004,149.100006,147.610001,147.960007,524700,142.093063
"229",148.190002,152.179993,147.779999,152.029999,574400,146.001663
"230",151.979996,153.869995,151.539993,153.729996,706200,147.634247
"231",153.350006,157.809998,153.009995,157.440002,2193200,151.197144
"232",157.190002,158.429993,155.029999,157.5,749600,151.254776
"233",158.410004,159.679993,157.539993,158.710007,797100,152.416794
"234",158.880005,159.529999,156.100006,156.279999,612100,150.083145
"235",156.880005,157.600006,156.139999,156.5,370500,150.294418
"236",156.039993,158.860001,155.990005,158,396400,151.734955
"237",158.539993,159.210007,157.850006,159.179993,327100,152.868149
"238",158.979996,159.830002,157.949997,158.330002,460300,152.051865
"239",158.309998,158.389999,156.960007,157.190002,317800,150.957062
"240",157.600006,158.860001,157.029999,157.289993,506800,151.053116
"241",158.020004,158.110001,156.899994,157.179993,512600,150.947464
"242",157.889999,158.919998,156.699997,158,1188300,151.734955
"243",159,160.210007,158.589996,159.880005,859700,153.540405
"244",161,161,158.399994,158.990005,669900,152.685699
"245",159.330002,160.050003,158.889999,159.089996,512200,152.781723
"246",160.529999,160.589996,157.669998,159.649994,936400,153.319504
"247",162,163.449997,153.009995,156.850006,2266900,150.630554
"248",156.539993,157.639999,155.410004,155.520004,502900,149.353271
"249",155.960007,156.479996,155.259995,156.020004,381800,149.833435
"250",155.979996,156.720001,154.809998,156.619995,440700,150.409683
"251",156.990005,157.100006,155.809998,155.830002,416800,149.650986
"252",157.259995,157.529999,155.940002,156.850006,478100,150.630554
"253",156.210007,158.669998,156.210007,158.419998,529800,152.13829
"254",158.690002,161.289993,158.419998,161.169998,567800,154.779266
"255",161.320007,161.770004,160.669998,161.639999,587800,155.230621
"256",161.380005,162.580002,159.830002,161.899994,652200,155.480316
"257",162,162.220001,161.149994,161.220001,449200,154.827286
"258",160.979996,161.320007,159.789993,160.330002,403100,153.972565
"259",160.300003,162.240005,159.850006,162.050003,529900,155.624359
"260",161.809998,162.25,160.059998,160.460007,449100,154.097412
"261",161.110001,162.110001,160.809998,161.220001,760900,154.827286
"262",161.330002,163.050003,161.330002,162.669998,777300,156.219772
"263",160.889999,162.970001,160,161.800003,578200,155.384277
"264",161.940002,164.169998,161.270004,164.059998,447400,157.554642
"265",164,165.199997,163.220001,165.139999,474000,158.591843
"266",164.889999,165.279999,163.460007,164.899994,419100,158.361328
"267",165.339996,165.809998,164.639999,164.979996,395000,158.438171
"268",165.910004,167.559998,165.800003,166.580002,496100,159.974716
"269",166.830002,167.800003,166.020004,167.770004,372400,161.117538
"270",167.360001,167.580002,165.570007,166,483500,159.41774
"271",166.130005,166.979996,165.110001,165.820007,437000,159.244873
"272",166.300003,169.960007,166.259995,168.449997,1032500,161.770584
"273",167.869995,168.330002,164,165.179993,607000,158.630264
"274",164.380005,164.970001,161.669998,161.820007,446700,155.403503
"275",162.309998,163.380005,156.429993,156.460007,764700,150.256027
"276",154.419998,157.309998,151.919998,156.350006,1057100,150.150406
"277",155.720001,159.460007,155.490005,156.600006,664100,150.390457
"278",156.389999,156.789993,149.25,149.320007,719400,143.399139
"279",150.809998,154.089996,147.380005,152.729996,991300,146.673904
"280",153.440002,155.639999,152.429993,154.399994,484200,148.277695
"281",153.660004,156.600006,152.990005,156.070007,275900,149.88147
"282",154.889999,164.479996,154.559998,164.360001,1252800,157.842743
"283",165.229996,167.089996,163.259995,166.940002,649100,160.320465
"284",167.350006,167.869995,166.320007,167.119995,587700,160.493317
"285",166.350006,168.539993,165.5,166.649994,543100,160.041931
"286",166.440002,169.720001,166.25,167.339996,505900,160.704605
"287",167.179993,169.089996,166.619995,167.080002,497100,160.454895
"288",168.440002,170.130005,166.630005,169.990005,475800,163.249542
"289",170.699997,171,169,170.789993,765000,164.017807
"290",171,171.570007,170.309998,171,775500,164.219482
"291",171.830002,172.910004,170.660004,170.660004,849200,163.892975
"292",171.270004,172.669998,168.380005,169.559998,723300,162.836548
"293",168.179993,170.660004,167.080002,169.940002,561300,163.201508
"294",168.610001,171.75,167.190002,171.410004,383800,164.61322
"295",171.649994,172.119995,170.330002,172,472000,165.17981
"296",171.160004,172.779999,171.160004,172.190002,558300,165.362289
"297",172.25,172.770004,170.75,172.229996,463300,165.400696
"298",173.059998,178.339996,172.490005,178.300003,456800,171.230011
"299",177.919998,177.919998,174.800003,176.610001,635700,169.607025
"300",178,178.279999,175.740005,176.130005,348800,169.146072
"301",176.649994,176.649994,173.399994,173.610001,377300,166.725983
"302",174.110001,174.479996,172.660004,173.300003,371500,166.428284
"303",174.050003,174.850006,172.550003,173.279999,988900,166.409058
"304",172.970001,173.320007,171.25,172.990005,561000,166.130554
"305",173.169998,174.539993,172.440002,172.520004,444000,165.679199
"306",172.889999,175.399994,172.589996,173.289993,519100,166.41864
"307",170.960007,172.059998,162.110001,163.110001,1124100,156.642349
"308",166.729996,174.699997,165.009995,167.850006,1453500,161.194366
"309",170.589996,172.820007,168.229996,170.979996,877200,164.200256
"310",174.270004,174.899994,168.630005,169.589996,614000,162.865387
"311",169.649994,171.070007,168.5,169.050003,568600,162.346786
"312",169.529999,172.119995,168.559998,170.580002,575500,163.816132
"313",170.110001,170.990005,165.479996,167.460007,584100,160.819855
"314",168.470001,170.059998,167.690002,169.830002,640500,163.095856
"315",167.979996,170.240005,166.880005,169.460007,545700,162.740555
"316",170.550003,172.619995,169.600006,171.699997,509200,164.891708
"317",170.089996,171.169998,165.330002,166.740005,349300,160.128403
"318",168.029999,170.259995,167.509995,167.669998,393500,161.0215
"319",170,171.470001,169.289993,170.330002,503700,163.57605
"320",169.229996,170.759995,168.880005,170.139999,422000,163.393555
"321",170.630005,173.039993,170.630005,172.169998,421900,165.343079
"322",172.75,172.75,169.580002,170.160004,403900,163.412781
"323",171.630005,173.050003,170.710007,172.910004,344900,166.053741
"324",173.720001,175.100006,173.529999,173.949997,441700,167.052505
"325",174.270004,174.759995,172.080002,174.380005,300600,167.465439
"326",174.190002,174.800003,172.929993,174.160004,256300,167.254181
"327",173.740005,174.639999,172.289993,173.119995,337000,166.255402
"328",173.919998,174.089996,172.360001,173.119995,351100,166.255402
"329",174.5,175,169.880005,171.5,413500,164.699646
"330",171.089996,172.270004,169.740005,171.190002,358100,164.401962
"331",171.929993,173.490005,170.649994,172.889999,348500,166.034515
"332",172.910004,173.830002,171.910004,173.309998,294000,166.437866
"333",173.229996,174.660004,170.25,170.300003,765300,163.547241
"334",169.589996,172.660004,169,172.339996,481700,165.506317
"335",172.270004,173.130005,170.139999,170.860001,375000,164.085022
"336",170.039993,174.389999,170,173.009995,553700,166.14975
"337",172.300003,175.630005,171.889999,175.229996,416900,168.281754
"338",175.639999,176.460007,174.539993,175.75,611400,168.781113
"339",175.600006,176.740005,175,176.639999,384400,169.635834
"340",176.660004,179,175.440002,178.880005,321300,171.787003
"341",179.740005,182.169998,179.160004,181.960007,302400,174.744888
"342",181.440002,183.990005,181.309998,183.910004,338100,176.617569
"343",183.639999,184.220001,182.660004,183.270004,337000,176.002945
"344",182.339996,183.259995,181.639999,183.149994,337400,175.88768
"345",182.850006,183.639999,181.710007,182.149994,312300,174.927322
"346",182.429993,183.479996,181.839996,182.25,387100,175.023376
"347",182.570007,183.369995,181.339996,182.850006,343200,175.599594
"348",183,183.630005,182.600006,183.429993,425700,176.15657
"349",183.5,183.660004,180.630005,180.869995,384200,173.69812
"350",180.309998,180.869995,179.149994,180.759995,402400,173.592453
"351",181.149994,182,179.940002,181.649994,319700,174.447159
"352",181.080002,181.970001,180.100006,180.839996,295300,173.669281
"353",179.789993,181.600006,179.089996,180.619995,355900,173.458023
"354",181.240005,183.220001,180.580002,183.149994,325900,175.88768
"355",183.229996,184.039993,181.660004,182.25,1160600,175.023376
"356",182.869995,184.679993,182.199997,184.559998,459500,177.241791
"357",184.990005,187.179993,184.970001,186.809998,389800,179.402557
"358",187.350006,189.899994,187.300003,189.830002,427000,182.302826
"359",189.949997,191.339996,189.520004,190.929993,427400,183.359177
"360",190.800003,191.210007,187.820007,189.070007,419600,181.572952
"361",189.179993,191.580002,188.679993,191.479996,289700,183.88739
"362",191.259995,191.910004,189.970001,190.520004,328800,182.965469
"363",191.240005,192.770004,191.160004,192.300003,298200,184.674881
"364",192.149994,194.089996,192.149994,192.300003,355400,184.674881
"365",193.100006,193.100006,190.800003,191.559998,487000,183.964233
"366",191.720001,191.729996,189.309998,190.509995,930500,182.955856
"367",190.630005,191.449997,189.320007,191.029999,399700,183.455231
"368",189.75,190.740005,187.860001,190.550003,347000,182.994278
"369",191.020004,191.369995,189.539993,190.279999,339000,182.734985
"370",190.110001,190.600006,188.009995,189.460007,313400,181.947479
"371",190.440002,190.990005,188.369995,188.630005,477500,181.150406
"372",188.380005,188.850006,184.699997,185.580002,586800,178.221329
"373",185.949997,187.410004,185.839996,186.589996,425400,179.191284
"374",186.039993,187.979996,184.160004,184.350006,393900,177.040115
"375",184.479996,186.270004,184.190002,185.559998,251100,178.202133
"376",185.789993,188.169998,185.039993,185.070007,438300,177.731567
"377",184.240005,188.869995,183.199997,188.649994,451200,181.169617
"378",188.979996,189.820007,186.949997,187.080002,242300,179.661865
"379",187.830002,189.610001,187.210007,189.399994,408400,181.889877
"380",189.330002,191.889999,188.699997,191.270004,276400,183.685715
"381",191.910004,192.990005,191.5,192.910004,576500,185.260681
"382",193.070007,194.320007,192.389999,193.289993,420500,185.625626
"383",192.070007,194.309998,191.949997,193.559998,477500,185.884903
"384",194.559998,195.179993,193.100006,195.059998,356500,187.325424
"385",195.600006,196.270004,194.970001,195.710007,320000,187.949677
"386",195.779999,196.020004,192.169998,192.5,512100,184.866943
"387",193.660004,194.589996,192.610001,194.259995,499600,186.557159
"388",193.889999,194.990005,192.169998,192.529999,539400,184.895767
"389",192.600006,193.940002,191.479996,193.679993,673300,186.000153
"390",196.5,204.279999,195.059998,203.570007,1306200,195.498016
"391",203.740005,207.979996,203.440002,205.119995,1040500,196.986526
"392",204.570007,207.979996,204.570007,206.990005,828100,198.782379
"393",206.639999,209.389999,206.139999,209.25,614600,200.952774
"394",209.960007,210.380005,207.429993,208.789993,520800,200.510986
"395",208.960007,209.220001,203.419998,205.029999,513100,196.900101
"396",204.919998,204.990005,201.369995,202.729996,650600,194.691299
"397",203.880005,204.960007,202.729996,204.479996,757800,196.371902
"398",204,206.619995,204,205.970001,621400,197.802826
"399",205.389999,208.470001,205.130005,208.179993,535200,199.925186
"400",208.080002,208.630005,205.149994,206.919998,382600,198.715149
"401",207.110001,211.009995,207.029999,210.190002,435000,201.855515
"402",210.899994,212.270004,210.509995,211.229996,360700,202.854279
"403",211.199997,212.020004,210.449997,210.800003,417100,202.441315
"404",211.289993,212.589996,211.020004,211.399994,467200,203.017532
"405",209.199997,211.800003,209.160004,210.990005,369300,202.623779
"406",211.130005,211.919998,209.139999,209.679993,274600,201.365707
"407",209.699997,211.570007,208.460007,210.279999,550600,201.941925
"408",209.529999,211.639999,208.690002,211.410004,483900,203.02713
"409",212.199997,213.020004,211.300003,211.929993,318900,203.526505
"410",212.679993,213.100006,211.619995,212.779999,424100,204.342789
"411",213.619995,213.970001,212.320007,212.869995,467700,204.42923
"412",213.110001,213.839996,211.860001,211.940002,489100,203.536102
"413",211.570007,213.710007,211.009995,212.419998,285500,203.997086
"414",211.960007,212.800003,211.110001,212.389999,248200,203.968262
"415",212.699997,213.690002,211.5,212.630005,228400,204.198746
"416",213.380005,213.929993,211.699997,212.039993,359800,203.632141
"417",212.690002,213.509995,212.119995,213.089996,254600,204.640518
"418",213.539993,214.75,212.399994,214.270004,295200,205.773727
"419",213.690002,214.270004,212.339996,213.309998,208500,204.851791
"420",212.899994,213.720001,212.570007,213.369995,390600,204.909393
"421",213.220001,216.169998,213.220001,215.539993,409800,206.993332
"422",214.460007,216.839996,213.419998,214.630005,514900,206.119461
"423",214.589996,216.649994,214.240005,216.399994,276900,207.81926
"424",215.699997,217.339996,214.440002,216.229996,289300,207.656021
"425",216.389999,216.389999,214.080002,214.440002,393800,205.936981
"426",213.699997,216.880005,212.490005,215.190002,332400,206.657242
"427",213.229996,215.380005,211.960007,212.910004,471000,204.467651
"428",214.259995,214.389999,212.929993,213.369995,449000,204.909393
"429",213.350006,215.059998,212.669998,214.479996,312700,205.975372
"430",214.5,214.5,211.729996,212.470001,421100,204.04509
"431",213.169998,215.449997,212.759995,214.880005,567800,206.359528
"432",214.729996,214.839996,209.850006,210.820007,441900,202.46051
"433",211.5,212.25,209.820007,211.690002,418500,203.296005
"434",212.289993,213.940002,211.149994,211.699997,848700,203.305634
"435",212,212.419998,210.100006,211.110001,471300,202.739029
"436",212.139999,213.649994,211.320007,212.960007,822000,204.515686
"437",206.179993,208.990005,200.110001,201.160004,2323200,193.183563
"438",201.380005,202,196.830002,197.589996,1174000,189.755112
"439",196.660004,198.220001,195.080002,197.809998,1107400,189.96637
"440",198.990005,199.649994,197.029999,198.020004,1162500,190.168076
"441",197.110001,198.339996,195.580002,195.850006,1042700,188.084137
"442",196.669998,197.389999,195.270004,196.039993,1043100,188.266556
"443",195.899994,196.910004,194.289993,194.880005,878600,187.152588
"444",195.270004,197.25,194.020004,195.899994,856000,188.132111
"445",195.690002,196.490005,192.479996,194.460007,406500,186.749237
"446",194.639999,196.520004,194.169998,195.320007,669400,187.575134
"447",195.350006,195.350006,186.860001,187.130005,858600,179.709885
"448",186.889999,189.270004,183.470001,184.020004,1210600,176.723206
"449",185.660004,188.029999,184.529999,186.970001,815100,179.556213
"450",186.740005,186.740005,183.990005,184.389999,549100,177.078522
"451",185.190002,190.520004,185.009995,189.910004,543500,182.379654
"452",190.720001,190.720001,185.410004,186.199997,718200,178.816742
"453",186.300003,186.990005,179.679993,180.960007,792300,173.784531
"454",181.820007,182.059998,177.809998,178.660004,642300,171.575745
