"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"201",78.160004,78.610001,77.940002,77.970001,2249400,70.456963
"202",77.370003,78.190002,77.339996,78.019997,2168500,70.502151
"203",78.470001,79.040001,78.190002,78.93,2559800,71.324463
"204",79.029999,79.089996,78.43,78.480003,2196900,70.917831
"205",78.919998,80.139999,78.910004,79.580002,3107900,71.911835
"206",79.440002,79.690002,78.330002,78.980003,2311200,71.369637
"207",79.5,79.940002,79.199997,79.5,1642700,71.839539
"208",79.470001,79.989998,79.139999,79.769997,1987600,72.083519
"209",79.650002,80.43,79.18,79.230003,3740800,71.595566
"210",77.940002,81.5,77.620003,80.019997,4955400,72.309448
"211",80.879997,82.339996,80.800003,81.510002,3680500,73.655861
"212",81.050003,81.339996,79.330002,79.379997,3227100,72.263023
"213",79.150002,79.239998,77.080002,78.099998,4477300,71.097809
"214",78.099998,78.639999,77.639999,78.309998,2239800,71.288971
"215",78.400002,78.980003,78.160004,78.669998,1454300,71.616676
"216",78.410004,79.209999,77.940002,79.050003,2281800,71.962631
"217",78.720001,79.489998,77.800003,77.860001,2957100,70.879326
"218",77.900002,78.080002,77.480003,77.919998,1380400,70.933945
"219",77.699997,78.160004,77.510002,77.940002,1393600,70.952164
"220",77.489998,77.669998,76.889999,76.889999,1844800,69.996277
"221",76.470001,76.599998,75.599998,75.870003,2029900,69.067734
"222",76.139999,76.800003,76.139999,76.440002,1824800,69.586632
"223",75.989998,76,75.419998,75.639999,2965300,68.858353
"224",75.860001,75.980003,75.5,75.690002,2933700,68.903862
"225",76.089996,76.330002,75.830002,76.300003,1801800,69.459183
"226",76.330002,76.669998,76.18,76.220001,995300,69.386353
"227",76.370003,76.370003,75.830002,75.919998,698900,69.113251
"228",75.940002,76.050003,75.529999,75.529999,1493900,68.758209
"229",75.669998,77.040001,75.559998,76.849998,2029100,69.959877
"230",77.019997,77.290001,76.360001,76.839996,1839600,69.950775
"231",76.980003,77.989998,76.919998,77.779999,2725300,70.806488
"232",77.989998,78.419998,76.400002,77.699997,2264000,70.733658
"233",78.309998,78.610001,76.400002,76.410004,2329200,69.559319
"234",76.370003,76.620003,74.940002,74.949997,3000600,68.230217
"235",76.010002,76.260002,74.900002,75.790001,3000800,68.994911
"236",75.650002,77.470001,75.620003,77.260002,3538500,70.333122
"237",77.489998,77.860001,77.010002,77.290001,2363700,70.36042
"238",77.610001,78.110001,77.110001,77.769997,3755100,70.797371
"239",77.839996,78.449997,77.730003,77.760002,2189300,70.788284
"240",77.959999,78.489998,77.540001,77.57,2148100,70.615318
"241",77.669998,77.769997,76.410004,76.440002,1719700,69.586632
"242",76.610001,77.779999,76.580002,77.290001,3503700,70.36042
"243",78.110001,78.43,76.980003,77.059998,2747400,70.151039
"244",77.269997,77.32,76.739998,76.860001,1930800,69.968971
"245",77.360001,77.540001,77.010002,77.150002,2318300,70.232986
"246",77.480003,78.379997,77.160004,78.099998,2076900,71.097809
"247",78.279999,78.279999,77.510002,77.510002,1362100,70.560692
"248",77.599998,77.709999,77.209999,77.32,676300,70.387726
"249",77.400002,77.68,77.010002,77.419998,1135500,70.478775
"250",77.57,78.190002,77.43,78.160004,1083200,71.152428
"251",78.910004,79.650002,78.559998,79.010002,3245900,71.926208
"252",79.230003,79.519997,77.519997,78.860001,2814900,71.789665
"253",79.260002,81.669998,78.860001,81.639999,4255900,74.320412
"254",81.690002,81.989998,80.459999,80.769997,3936400,73.528404
"255",80.879997,81.419998,80.25,81.389999,2398900,74.092834
"256",81.370003,82.300003,81,82.029999,1818200,74.675453
"257",81.870003,82.489998,80.309998,81.980003,2216000,74.629944
"258",81.669998,82.68,81.32,82.470001,2126800,75.075996
"259",82.660004,83.989998,82.330002,83.989998,1897900,76.459709
"260",84.160004,84.349998,83.470001,84.239998,2417500,76.687309
"261",84.440002,84.5,82.699997,83.349998,2198500,75.877113
"262",83.489998,83.989998,83.279999,83.599998,1379400,76.104675
"263",83.690002,84,83.019997,83.559998,2001600,76.068275
"264",83.900002,84.410004,83.550003,83.949997,3215000,76.423302
"265",83.93,84.419998,83.510002,84.360001,2413400,76.796524
"266",83.959999,85.32,83.830002,85.120003,2393700,77.488411
"267",85.599998,85.610001,84.339996,84.5,2862200,76.923988
"268",85.089996,85.669998,83.93,85.220001,2592200,77.579445
"269",85.5,86.510002,85.040001,86.489998,1863300,78.735573
"270",86.209999,86.82,85.370003,85.589996,1883800,77.916267
"271",84.910004,85.629997,84.330002,84.739998,2478800,77.142471
"272",85.330002,85.529999,83.43,83.970001,2901000,76.441505
"273",86.93,89.849998,86.650002,87.860001,6112700,79.98275
"274",87.120003,87.400002,84.900002,85.089996,6100300,77.46109
"275",85.669998,85.68,81.580002,81.580002,5528400,74.265793
"276",80.239998,83.279999,79.5,82.68,4994500,75.267166
"277",82.32,84.379997,81.589996,81.620003,3908800,74.302208
"278",81.809998,82.309998,79.400002,79.410004,3150900,72.290352
"279",80.699997,81.599998,78.989998,80.769997,4925800,73.528404
"280",81.449997,82.57,81.239998,82.019997,2789800,74.666328
"281",81.459999,82.139999,80.989998,81.830002,1332500,74.49337
"282",81.239998,82.860001,81.019997,82.669998,2399600,75.258064
"283",83.110001,83.419998,81.779999,82.760002,1516400,75.339989
"284",82.660004,83.910004,82.199997,82.790001,2200200,75.36731
"285",82.43,83.040001,81.449997,81.709999,3344600,74.384125
"286",81.720001,82.650002,81.260002,81.559998,2219300,74.247581
"287",82.029999,82.650002,81.68,81.879997,1778900,74.538895
"288",82.5,82.660004,81.57,82.220001,2204900,74.848404
"289",82.360001,82.550003,81.540001,82.279999,2854900,74.903015
"290",82.190002,83.099998,81.93,81.959999,2514800,74.611725
"291",82.160004,82.510002,80.68,80.699997,2323500,73.464684
"292",81.099998,81.709999,79.209999,79.589996,3527400,72.454208
"293",79.160004,80.089996,78.389999,79.699997,3251000,72.554352
"294",79.18,80.32,78.400002,80.220001,2983500,73.027725
"295",80.790001,80.970001,79.720001,80.940002,2658700,73.683189
"296",79.989998,81.190002,79.769997,81.029999,2741700,73.765099
"297",81.93,81.959999,80.489998,81.139999,5636000,73.865242
"298",81.07,83.160004,80.709999,83.139999,3155000,76.306625
"299",83.089996,83.239998,81.209999,81.529999,3666100,74.828949
"300",81.709999,82.669998,81.139999,81.279999,2869600,74.59948
"301",81.889999,81.919998,79.959999,80.089996,2395900,73.507309
"302",80.25,80.68,79.879997,80.269997,2840700,73.672501
"303",80.43,81.300003,80.230003,80.980003,4651900,74.32415
"304",80.75,80.989998,79.82,80.459999,1709100,73.84687
"305",80.699997,81.870003,80.5,81.160004,1783200,74.489342
"306",81.330002,82.099998,80.93,81.480003,1847300,74.783066
"307",80.639999,81.360001,79.279999,79.43,2650400,72.901527
"308",79.68,79.68,78.089996,78.18,3332200,71.754288
"309",80.18,81.43,79.510002,81.099998,4143100,74.43428
"310",81.239998,81.599998,79.199997,79.709999,3678000,73.158524
"311",79.809998,79.870003,78.57,79.050003,2858400,72.552788
"312",79.610001,80.650002,79.25,79.910004,2902700,73.342087
"313",79.470001,79.629997,76.510002,77.690002,2401500,71.304558
"314",78,78.279999,76.389999,77.860001,4515400,71.460579
"315",76.480003,78.669998,76.139999,78.580002,3064100,72.121407
"316",79.32,79.519997,78.620003,79.25,2434600,72.736336
"317",78.349998,78.919998,75.660004,75.970001,4025900,69.725929
"318",76.720001,77.169998,75.779999,75.93,2922000,69.689209
"319",77.900002,78.449997,77.410004,77.589996,2786300,71.212769
"320",76.900002,77.510002,76.620003,77.169998,2279900,70.827286
"321",77.5,78.059998,77.360001,77.440002,3177000,71.075104
"322",78.059998,78.339996,76.980003,77.260002,3313400,70.909897
"323",77.889999,78.139999,77.260002,77.449997,3675900,71.084267
"324",78.230003,78.720001,77.830002,77.949997,2536300,71.543175
"325",78.419998,79.400002,78.110001,79.190002,2337700,72.681259
"326",79.150002,79.669998,78.559998,79.150002,3317100,72.644562
"327",79.32,79.599998,78.470001,79.059998,2259400,72.561943
"328",79.239998,79.629997,78.330002,78.529999,2085900,72.075508
"329",79.120003,79.510002,74.709999,75.93,3013000,69.689209
"330",75.739998,76.93,74.809998,76.730003,2744200,70.423462
"331",76.690002,76.839996,75,75.910004,3276500,69.670868
"332",75.650002,76.230003,75.260002,76.150002,3401900,69.891121
"333",76.199997,76.580002,75.029999,75.029999,3824700,68.86319
"334",74.379997,74.68,72.349998,73.860001,6034200,67.789337
"335",73.510002,74.260002,72.629997,72.82,4618000,66.834831
"336",71.919998,73.559998,71.620003,73.07,4229500,67.677658
"337",72.559998,75.300003,72.309998,74.870003,3871800,69.344833
"338",75.010002,75.07,74.080002,74.699997,6020100,69.187378
"339",74.800003,74.989998,74.290001,74.82,3044100,69.298538
"340",75.110001,75.720001,74.720001,75.660004,1596100,70.07653
"341",75.82,76.580002,75.449997,76.449997,2775100,70.808228
"342",76.449997,77.32,76.059998,76.470001,2188800,70.826752
"343",76.760002,76.949997,76.269997,76.580002,2042300,70.928642
"344",76.18,76.809998,76.029999,76.730003,2588200,71.067581
"345",76.709999,77.889999,76.610001,77.330002,2174800,71.623283
"346",77.239998,78.050003,77.120003,77.669998,1607100,71.93821
"347",78.519997,79.050003,78.43,78.589996,2587500,72.790314
"348",79.18,80.269997,79.07,79.889999,3375500,73.994377
"349",80.099998,80.5,79.110001,79.160004,1734100,73.318253
"350",78.720001,79.099998,78.300003,79,2805600,73.170059
"351",78.980003,79.43,78,78.910004,3276800,73.0867
"352",78.360001,78.639999,77.849998,78.269997,1688400,72.493919
"353",77.480003,77.610001,76.239998,76.940002,2014600,71.262085
"354",77.440002,78.209999,77.080002,77.910004,1575400,72.160507
"355",78.209999,78.209999,76.309998,76.580002,2802300,70.928642
"356",77.220001,77.449997,76.839996,76.900002,2043600,71.225029
"357",77.25,77.68,76.779999,76.970001,2188800,71.289871
"358",77.269997,79.580002,77.190002,79.449997,5141400,73.586853
"359",79.809998,80.279999,79,80.279999,3051600,74.355598
"360",80.379997,80.589996,79.910004,80.339996,2362200,74.411163
"361",80.080002,80.400002,79.739998,80.349998,1681500,74.420433
"362",80.419998,80.940002,79.959999,80.809998,2111500,74.846481
"363",80.839996,81.18,80.139999,80.410004,2133600,74.475998
"364",80.459999,80.629997,80.010002,80.050003,2598600,74.14257
"365",80.209999,80.540001,79.080002,79.279999,1620700,73.429382
"366",78.93,79.260002,77.940002,79.25,3581000,73.401604
"367",78.510002,79.279999,78.169998,79.230003,2707900,73.38308
"368",78.330002,78.330002,77.529999,78.209999,2510900,72.438354
"369",78.669998,78.760002,77.730003,77.940002,1723000,72.188293
"370",77.639999,77.639999,76.150002,76.360001,4231700,70.724884
"371",77.029999,77.260002,76.5,76.589996,2342400,70.937897
"372",76.339996,76.690002,75.43,75.940002,3283900,70.335876
"373",76.129997,76.400002,75.410004,75.510002,2615100,69.937607
"374",75.860001,76.839996,75.25,75.260002,3630600,69.706062
"375",75.220001,75.5,73.480003,74.440002,5594900,68.946556
"376",74.870003,75.599998,74.639999,74.739998,3533800,69.224426
"377",74.190002,75.089996,74.110001,74.93,2660100,69.400414
"378",75.779999,76.660004,75.279999,75.449997,1378100,69.882034
"379",75.839996,76,75.150002,75.839996,1565200,70.243256
"380",75.690002,76.349998,75.220001,76.019997,1737000,70.409966
"381",76.150002,77.82,76.07,77.800003,1565400,72.058609
"382",78.57,78.660004,77.879997,78.309998,2027400,72.530975
"383",77.470001,77.470001,75.440002,75.760002,2856000,70.169167
"384",77.040001,77.730003,76.089996,76.870003,1875900,71.197235
"385",76.639999,77.800003,76.540001,77.760002,1431900,72.021553
"386",77.940002,77.959999,77.139999,77.339996,1975700,71.632553
"387",77.120003,78.040001,76.959999,77.82,2431700,72.077141
"388",77.919998,78.959999,77.739998,78.370003,1944300,72.58654
"389",77.900002,78.349998,77.580002,78.209999,2152600,72.438354
"390",77.800003,78.010002,77.43,77.639999,2211800,71.910423
"391",77.620003,77.779999,76.699997,76.870003,3315900,71.197235
"392",77.68,78.419998,77.089996,77.449997,3754400,71.734428
"393",77.360001,79.080002,77.129997,78.980003,3136500,73.151527
"394",78.940002,80.300003,78.940002,79.959999,3256400,74.059204
"395",80.120003,80.910004,79.959999,80.57,2096700,74.624191
"396",81,81.489998,79.690002,79.860001,2813000,73.966591
"397",80.199997,83.550003,80.129997,83.169998,4753400,77.032318
"398",83.220001,83.629997,82.32,82.370003,3613800,76.291359
"399",81.230003,81.699997,80.779999,81.169998,2317100,75.179893
"400",81.309998,81.739998,80.739998,81.57,1861800,75.550392
"401",81.720001,81.900002,81.080002,81.190002,1830800,75.198441
"402",81.349998,82.82,81.339996,82.580002,2823800,76.485863
"403",82.5,82.620003,81.699997,81.910004,1499900,75.865311
"404",81.910004,82.610001,81.470001,81.709999,2096100,75.680077
"405",81.160004,81.239998,80.260002,80.550003,2144500,74.605667
"406",81.519997,81.519997,79.870003,80.120003,3273700,74.207405
"407",80.269997,80.650002,79.830002,80.139999,2878800,74.225929
"408",79.400002,79.739998,78.75,79.629997,2158200,73.753563
"409",80.220001,80.989998,80.18,80.510002,2360400,74.568626
"410",80.610001,81.190002,80.309998,81,1664300,75.022453
"411",81.269997,81.849998,81.150002,81.349998,1741700,75.346626
"412",81.440002,82.370003,81.379997,82.029999,2936600,75.97644
"413",81.93,81.989998,81.169998,81.489998,2307600,75.476295
"414",81.349998,81.660004,80.470001,80.919998,1846600,74.948357
"415",81.349998,81.709999,80.959999,81.68,1139000,75.652275
"416",82,83.18,81.839996,83.089996,2144700,76.958214
"417",83.419998,83.879997,83.349998,83.57,2764000,77.402794
"418",83.540001,83.839996,83.07,83.57,2092700,77.402794
"419",83.279999,83.480003,82.709999,82.830002,1418500,76.717407
"420",82.550003,83.25,82.540001,83.139999,1887900,77.004547
"421",83.089996,83.129997,81.910004,82.769997,2861400,76.661835
"422",82.620003,84.660004,82.410004,84.559998,2506600,78.31974
"423",84.550003,84.919998,84.209999,84.669998,1631200,78.421631
"424",84.389999,84.389999,83.239998,83.809998,3133400,77.625092
"425",84.559998,85.68,84.559998,85.25,2214100,78.958824
"426",84.860001,85.489998,84.349998,85.059998,2259900,78.782845
"427",85.099998,86.169998,84.690002,85.970001,2872900,79.625694
"428",86.43,87.330002,86.300003,86.699997,2016100,80.301819
"429",86.900002,87.410004,86.57,87.150002,1544100,80.718613
"430",87.160004,87.639999,86.849998,87.129997,2562800,80.700066
"431",87.239998,87.529999,86.029999,86.93,2353800,80.514832
"432",87.169998,88.349998,86.900002,88.010002,1798300,81.515144
"433",88.510002,88.839996,87.209999,88.32,2787600,81.802269
"434",87.709999,89.459999,87.309998,88.5,3942700,81.968987
"435",88.25,88.389999,87.169998,87.449997,2157900,80.99646
"436",87.730003,87.800003,86.870003,87.150002,2542100,80.718613
"437",87.339996,87.760002,86.790001,86.910004,2315900,80.496315
"438",87.330002,87.330002,86.550003,86.760002,1694100,80.357391
"439",86.849998,87.089996,86.449997,86.730003,2304900,80.329605
"440",87.470001,87.709999,86.790001,87.449997,1960100,80.99646
"441",87.449997,87.93,87.190002,87.849998,1903300,81.366951
"442",88.269997,89.019997,87.389999,87.720001,2880600,81.246544
"443",87.559998,88.57,86.980003,87.699997,1936900,81.22802
