"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"444",87.809998,88.209999,86.309998,86.669998,2365600,80.274025
"445",86.43,86.839996,85.540001,86.669998,1750700,80.274025
"446",86.459999,86.739998,84.75,84.93,3364500,78.662437
"447",84.720001,84.839996,81.690002,81.75,3974100,75.717117
"448",81.690002,82.089996,79.260002,79.529999,3285400,73.660927
"449",81.199997,81.709999,78.690002,79.769997,3586800,73.883224
"450",79.800003,80.040001,79.040001,79.160004,2135700,73.318253
"451",79.760002,80.349998,79.199997,80.260002,1911500,74.337074
"452",80.730003,80.739998,78.889999,79.809998,1806000,73.920265
"453",79.209999,79.68,77.879997,78.379997,1952300,72.595802
"454",78.220001,78.720001,77.080002,77.290001,2107500,71.58625
"455",77.57,77.940002,76.480003,76.559998,3526500,70.910118
"456",74.57,74.769997,73.239998,73.510002,4793000,68.08519
"457",73.510002,73.849998,70.199997,70.389999,4325800,65.195442
"458",71.230003,72.790001,70.849998,72.199997,4193500,66.871872
"459",71.370003,72.949997,70.580002,72.010002,4471600,66.695892
"460",73.449997,73.68,69.970001,71.029999,3191500,65.788208
"461",68.43,70.879997,67.699997,70.349998,7647900,65.158394
"462",71.360001,73.120003,71.150002,71.669998,5767100,66.380981
"463",71.790001,74.110001,71.269997,73.75,3604600,68.307487
"464",74.419998,74.580002,72.889999,73.239998,3366600,67.835129
"465",73.639999,74.279999,73.279999,73.75,3648800,68.307487
"466",73.57,75.349998,73.5,75.279999,2897900,69.724571
"467",75.959999,76.160004,74.669998,75.419998,3514300,69.85424
"468",75.129997,75.68,73.849998,74.239998,4239800,68.76133
"469",73.669998,74.050003,72.75,73.43,3027400,68.011108
"470",73.5,73.610001,72.400002,72.510002,2161200,67.158997
"471",72.519997,73.800003,72.010002,72.309998,2402900,66.973755
"472",72.970001,73.919998,71.900002,72.360001,2843500,67.020065
"473",72,74.330002,71.639999,73.980003,2648700,68.520523
"474",73.639999,74.529999,73.43,74.239998,2379900,68.76133
"475",73.93,74.480003,73.07,73.480003,1911000,68.057411
"476",72.660004,73.32,72.339996,72.949997,2043300,67.566521
"477",73.349998,74.769997,73.050003,74.080002,3035900,68.613136
"478",73.370003,74.82,73.370003,74.089996,1260600,68.622391
"479",74.910004,75.559998,74.290001,75.089996,2784400,69.548599
"480",74.580002,75.410004,74.260002,75.349998,2316100,69.789413
"481",75.629997,76.629997,74.400002,76.57,2207800,70.919373
"482",76.300003,76.690002,75.589996,76.010002,1716400,70.400703
"483",75.57,77,75.25,76.940002,3137800,71.262085
"484",78.760002,79.169998,77.32,78.010002,2002200,72.25312
"485",77.989998,78.199997,74.839996,74.989998,2632900,69.455971
"486",73.5,73.5,71.169998,73.290001,3913000,67.881432
"487",73.419998,74.389999,70.989998,71.25,3322200,65.991989
"488",71.190002,71.669998,69.449997,71.330002,2213600,66.066071
"489",72.800003,72.870003,70.5,70.919998,1597200,65.686325
"490",72.019997,72.400002,71.07,71.110001,2304300,65.862297
"491",71.57,71.75,70.389999,70.800003,2180700,65.575188
"492",70.029999,71.25,69.93,70.580002,2818600,65.371422
"493",70.389999,70.790001,68.699997,69.18,3079400,64.074745
"494",69.879997,70.139999,68.300003,68.879997,3025700,63.796879
"495",68.940002,70.120003,67.449997,68.010002,4465400,62.991093
"496",67.589996,68.57,66.459999,67.110001,3873000,62.15749
"497",67.25,68.690002,66.190002,66.370003,5798100,61.472111
"498",65.940002,66.230003,64.57,64.860001,2060700,60.073547
"499",65.32,67.82,64.459999,67.790001,2643400,62.787308
"500",66.660004,68.730003,66.269997,68.730003,3272000,63.657955
"501",69.25,69.260002,68.040001,68.239998,2190600,63.204105
"502",68.519997,68.830002,67.980003,68.660004,2281300,63.593105
"503",67.720001,68.959999,67.599998,68.610001,2766600,63.54681
"504",68.239998,68.239998,66.220001,66.629997,2803500,61.712914
"505",67.699997,68.540001,67,68.529999,3801600,63.472702
"506",68.75,69.629997,68.160004,68.730003,2342300,63.657955
"507",69.330002,69.75,67.75,68.18,4316500,63.14854
"508",68.959999,69.599998,68.849998,69.059998,3184000,63.963596
"509",68.589996,70.349998,68.440002,70.190002,2261300,65.010201
"510",69.629997,70.370003,69.629997,70.220001,1676700,65.03801
"511",69.730003,70.540001,69.269997,70.379997,1858800,65.186188
"512",70.540001,70.540001,69.220001,69.879997,1814900,64.723076
"513",69.800003,70.360001,69.730003,70.099998,1791900,64.926857
"514",69.580002,71.309998,69.580002,70.970001,1440300,65.732651
"515",71.440002,72.540001,71.260002,71.870003,2472300,66.566223
"516",71.449997,71.449997,69.709999,70.440002,4081800,65.241753
"517",70.540001,70.800003,69.550003,70.150002,2593400,64.97316
"518",70.129997,70.629997,69.860001,70.160004,2997500,64.982422
"519",71,71.419998,70.75,71.07,2733600,65.825264
"520",69.800003,69.839996,67.970001,69.110001,4635700,64.009911
"521",69.849998,71.25,69.440002,71.110001,3605200,65.862297
"522",72,73.040001,70.949997,72.879997,3652000,67.501686
"523",75.209999,76.519997,74.459999,76.25,6272200,70.622993
"524",76.290001,76.580002,75.269997,76.480003,4160700,70.836029
"525",76.730003,77.150002,76.010002,77.099998,2862300,71.410255
"526",77.110001,77.209999,76.5,77.150002,2497000,71.456581
"527",76.440002,77.459999,76.440002,76.940002,2475000,71.262085
"528",76.629997,77.129997,75.699997,76.360001,2465900,70.724884
"529",75.860001,76.089996,75.120003,75.830002,1903400,70.233986
"530",75.889999,75.980003,75.330002,75.629997,1785400,70.048737
"531",76.150002,76.849998,76.050003,76.669998,2658200,71.011993
"532",77.07,77.830002,76.860001,77.669998,2120400,71.93821
"533",77.139999,77.839996,76.68,77.199997,1898600,71.502892
"534",77.970001,78.809998,77.779999,78.730003,2233300,72.919975
"535",78.309998,79.019997,78.050003,78.800003,2001100,72.984825
"536",78.970001,79.779999,78.769997,79.720001,2320500,73.836922
"537",79.620003,79.809998,79.139999,79.690002,1935200,73.809143
"538",80,80.870003,79.75,80.790001,2584200,74.82795
"539",81.510002,81.510002,80.709999,80.919998,2233700,74.948357
"540",80.540001,81.199997,80.449997,80.489998,1560200,74.550087
"541",80.379997,80.68,79.699997,80.639999,2082700,74.689011
"542",80.660004,80.690002,79.699997,79.769997,2560100,73.883224
"543",81.25,81.360001,79.040001,80.230003,4037800,74.30928
"544",81.269997,82.080002,80.199997,81.300003,4052900,75.300339
"545",81.150002,81.440002,80.68,80.800003,3225500,74.837234
"546",80.730003,81.339996,80.540001,80.949997,3900100,74.976158
"547",80.120003,80.120003,78.739998,79.93,2853500,74.686493
"548",78.860001,79.699997,78.760002,79.379997,2249600,74.172569
"549",79.199997,80.370003,79.150002,80.309998,2394200,75.041565
"550",81.089996,81.099998,80.139999,80.360001,3430100,75.08828
"551",80.709999,81.190002,80.279999,80.589996,2225100,75.303185
"552",80.43,81.199997,79.93,80.989998,2476700,75.676956
"553",80.940002,81.419998,80.43,80.580002,4940000,75.293846
"554",80.82,82.25,80.75,82.099998,2971400,76.714134
"555",82.589996,82.839996,81.830002,82.220001,2232100,76.826248
"556",82.150002,82.150002,80.879997,81.230003,3261900,75.901199
"557",80.809998,82.300003,80.779999,82.010002,1891200,76.630043
"558",81.510002,81.709999,78.860001,79.019997,3797700,73.836174
"559",79,79.57,78.620003,78.959999,2801500,73.780106
"560",79.75,79.919998,79.080002,79.519997,2062400,74.303383
"561",79.540001,80.059998,78.949997,79.370003,2136200,74.163231
"562",79.849998,80.349998,79.239998,79.860001,1767000,74.621086
"563",80.650002,80.669998,80.25,80.559998,2173100,75.275154
"564",81.559998,82.389999,81.260002,82.239998,2124600,76.844963
"565",82.489998,82.940002,82.129997,82.639999,1699200,77.218704
"566",83.150002,83.669998,82.470001,82.870003,2080300,77.433624
"567",82.239998,83.239998,82.239998,83.18,1917400,77.723289
"568",83.290001,83.68,83.099998,83.25,1542900,77.788673
"569",83,83.690002,82.519997,83.68,1417900,78.190483
"570",83.230003,83.230003,82.230003,82.349998,1984000,76.947731
"571",82.440002,82.75,81.980003,82.419998,1407800,77.013145
"572",82.739998,83.18,82.5,82.980003,1349700,77.5364
"573",83.589996,83.900002,83.080002,83.879997,1510400,78.377357
"574",83.879997,84,83.269997,83.610001,876500,78.125069
"575",84,84.239998,83.559998,84.150002,1822000,78.629646
"576",84.730003,85.25,84.139999,84.43,1685100,78.891281
"577",84.93,85.489998,84.75,85.209999,1637700,79.62011
"578",84.68,85.07,84.449997,84.940002,1222900,79.367813
"579",84.800003,86.080002,84.730003,85.589996,2058900,79.975182
"580",85.440002,85.870003,85.209999,85.339996,1569500,79.741577
"581",84.480003,84.769997,83.639999,83.800003,1599000,78.30262
"582",83.959999,84.019997,83.07,83.769997,2454800,78.274567
"583",84.199997,84.470001,83.559998,83.989998,2426500,78.480141
"584",82.489998,83.519997,80.68,82.82,4759300,77.386909
"585",83.269997,84.199997,81.830002,81.910004,3525600,76.536591
"586",81.169998,82.050003,80.769997,81.419998,3072200,76.743965
"587",81.82,82.82,81.790001,82.800003,1982200,78.044708
"588",81.529999,82.300003,80.760002,82.040001,1828500,77.328362
"589",80.940002,81.239998,80.419998,81.029999,2654600,76.376366
"590",80.879997,81.690002,80.760002,80.959999,2822500,76.310379
"591",80.160004,81.089996,79.830002,80.959999,1957800,76.310379
"592",80.769997,81.830002,79.43,81.489998,1833200,76.809937
"593",79.629997,79.949997,78.220001,78.5,2729600,73.991661
"594",78.879997,79.650002,78.699997,79.150002,1853500,74.60434
"595",78.660004,79.860001,78.419998,79.540001,1315300,74.971924
"596",79.739998,80.309998,79.510002,80.010002,1419900,75.414948
"597",79.110001,79.900002,78.629997,78.75,1607800,74.227295
"598",78.120003,78.82,77.919998,78.419998,1332800,73.91626
"599",78.970001,80.150002,78.910004,79.919998,2048100,75.330101
"600",79.519997,79.809998,78.860001,78.93,1915400,74.396973
"601",78.029999,78.059998,76.709999,77.029999,2020000,72.606087
"602",77.650002,77.849998,77.029999,77.389999,1661500,72.945404
"603",77.360001,77.559998,76.120003,76.190002,1958100,71.814331
"604",75.75,76.349998,75.209999,75.589996,2337900,71.248787
"605",75.709999,76.32,75.540001,75.849998,1265700,71.493858
"606",74.870003,74.870003,74.290001,74.489998,1840100,70.21196
"607",74.57,76.010002,74.419998,75.379997,2132100,71.05085
"608",76.269997,78.040001,76.059998,77.769997,2419000,73.303581
"609",78.470001,78.709999,77.550003,78.220001,1747500,73.727745
"610",78.639999,78.779999,77.589996,78.300003,1626300,73.803146
"611",78.910004,79.400002,78.709999,79.080002,1739400,74.538353
"612",79.540001,80.120003,79.110001,79.32,1424000,74.764572
"613",80,80.559998,79.029999,79.209999,1724900,74.660881
"614",79.110001,79.260002,78.339996,78.669998,1328200,74.151886
"615",79.269997,79.400002,78.629997,79.290001,1487100,74.73629
"616",78.760002,79.080002,77.739998,78.370003,1380700,73.869118
"617",78.199997,78.470001,77.459999,77.639999,1315700,73.181046
"618",78.120003,79.760002,78.080002,79.470001,1732100,74.905952
"619",79.769997,80.230003,79.400002,79.949997,2498600,75.358383
"620",81.400002,82.919998,81.18,82.639999,4201200,77.893898
"621",82.860001,83.739998,82.230003,83.220001,4828400,78.44059
"622",82.919998,83.309998,81.849998,82.269997,2754800,77.545143
"623",82.370003,82.669998,81.940002,82.080002,3184200,77.366051
"624",82.349998,82.889999,82.160004,82.629997,1859200,77.884468
"625",82.830002,83.389999,81.940002,82.720001,2214700,77.969307
"626",82.870003,83.480003,82.720001,83.279999,3083500,78.497139
"627",84.550003,84.699997,82.900002,83.18,2299900,78.402885
"628",82.879997,82.879997,80.989998,81.739998,2848200,77.045578
"629",81.75,82.370003,81.330002,82.32,1082000,77.59227
"630",81.660004,81.839996,80.480003,81.809998,1322700,77.111565
"631",81.220001,82.220001,80.860001,81.260002,1339000,76.593155
"632",80.599998,80.830002,79.910004,80.25,3711800,75.641151
"633",80.589996,81.059998,78.980003,79.040001,2177500,74.500641
"634",79.290001,79.339996,78.239998,79.150002,2869200,74.60434
"635",79.620003,81.550003,79.300003,81.209999,2058500,76.546028
"636",81.220001,81.410004,80.32,80.690002,1988400,76.055893
"637",80.610001,81.410004,80.199997,81.150002,2163100,76.489464
"638",81.050003,81.139999,79.32,79.349998,1705900,74.792839
"639",79.269997,79.43,78.699997,79.059998,2721600,74.519501
"640",79.629997,80.480003,79.379997,79.860001,2380400,75.27356
"641",80.040001,80.480003,79.459999,79.559998,1699500,74.990791
"642",80.129997,81.870003,79.650002,81.809998,2702600,77.111565
"643",81.230003,82.860001,80.910004,82.730003,2009900,77.978737
"644",82.559998,82.760002,81.57,81.980003,2180300,77.271797
"645",81.620003,82.099998,81.129997,81.57,1783700,76.88533
"646",81.449997,81.650002,80.669998,81.07,2472500,76.414078
"647",80.589996,83.940002,79.739998,83.120003,3136800,78.346329
"648",83.080002,83.379997,81.330002,82.190002,4566400,77.469749
"649",81.230003,82.839996,79.68,79.970001,3125000,76.034058
"650",79.57,80.029999,78.980003,79.300003,2683500,75.397034
"651",77.910004,78.029999,76.459999,76.830002,3098500,73.048607
"652",78.279999,79.080002,77.099998,78.889999,2404300,75.00721
"653",77.720001,78.459999,76.330002,78.089996,3220400,74.246582
"654",78.709999,80.019997,78.709999,79.760002,1879000,75.834396
"655",79.300003,79.709999,78.260002,79.029999,2388300,75.140327
"656",78.550003,78.839996,77.769997,77.949997,2286200,74.113472
"657",78.019997,80.370003,77.620003,79.410004,2343500,75.501617
"658",77.599998,77.940002,74.949997,75.190002,5155700,71.489304
"659",75.279999,76.07,74.860001,75.910004,2479600,72.173889
"660",76.370003,77.68,76.300003,77.32,1655200,73.514481
"661",78.910004,79.360001,78.440002,79.139999,2158600,75.244896
"662",79,79,77.980003,78.160004,1610000,74.313148
"663",79.260002,79.300003,78.260002,78.650002,1483000,74.77903
"664",78.980003,79.080002,77.730003,78.370003,1631500,74.512802
"665",77.889999,78.169998,76.089996,76.589996,4322800,72.820404
"666",77.160004,77.400002,76.050003,76.830002,1670000,73.048607
"667",77.43,77.43,76.489998,76.860001,1854000,73.077118
"668",76.5,77.989998,76.120003,77.870003,1347000,74.037415
"669",78.949997,79.779999,78.800003,79.639999,1646900,75.720299
"670",80.440002,81.290001,80.290001,80.720001,2715700,76.747139
"671",79.519997,79.599998,77.620003,78.489998,3527600,74.626884
"672",79.300003,79.760002,78.919998,79.169998,1660100,75.27343
"673",80.43,82.419998,80.279999,81.949997,2243600,77.916611
"674",81.980003,83.489998,81.709999,83.25,1983900,79.152618
"675",83.82,84.93,83.489998,84.849998,2055200,80.673866
"676",85,86.860001,85,86.839996,3290300,82.565933
"677",86.889999,88.07,85.82,88.029999,1999300,83.697357
"678",88.010002,88.099998,86.699997,87.300003,2330300,83.003288
"679",87.910004,89.07,87.139999,87.470001,3175600,83.164932
"680",86.970001,86.989998,85.860001,86.459999,1563400,82.204636
"681",85.540001,86.209999,85.050003,86.099998,1500900,81.862358
"682",85.43,85.860001,84.050003,84.980003,2518800,80.797485
"683",85.339996,85.720001,84.379997,84.510002,1835700,80.350609
"684",84.800003,85.309998,83.489998,83.57,3040700,79.456879
"685",82.970001,84.43,82.709999,83.910004,2207600,79.780136
"686",84.139999,84.290001,81.800003,82.32,2784500,78.268387
"687",82.040001,83.18,81.800003,82.669998,2382600,78.601166
"688",82.629997,82.830002,82,82.489998,1900800,78.430016
"689",82.889999,83.290001,81.779999,83.010002,1503800,78.924431
"690",83.349998,83.559998,82.769997,83.150002,1749300,79.057533
"691",83.919998,84.050003,80.410004,80.800003,1806500,76.823212
"692",79.68,79.68,76.860001,77.760002,2757700,73.932831
"693",77.57,78.650002,76.43,78.470001,1550000,74.607887
"694",78.540001,79.419998,78.43,79.32,1500600,75.416039
"695",79.129997,79.550003,78.089996,78.300003,1929500,74.446259
"696",77.379997,77.389999,76.199997,76.25,1756800,72.497147
"697",76.690002,77.669998,76.110001,77.389999,2219000,73.581032
"698",77.650002,79.199997,77.5,78.599998,1888500,74.731476
"699",80.220001,82.809998,80.099998,81.360001,2704700,77.355644
"700",80.910004,81.269997,80.400002,80.860001,1591700,76.880257
"701",80.879997,82.489998,80.099998,82.120003,1915700,78.078247
"702",80.809998,82.870003,80.809998,81.07,2590600,77.079926
"703",81.800003,82.519997,81.040001,81.410004,4678300,77.403183
"704",81.470001,82.910004,81.389999,82.559998,1981800,78.496574
"705",83,84.040001,82.970001,83.5,1869500,79.39032
"706",83.709999,85.160004,83.18,84.720001,1617000,80.550278
"707",84.75,84.919998,84.019997,84.660004,1542800,80.493233
"708",84.989998,85.169998,83.870003,84.25,1546900,80.103394
"709",84.849998,85.910004,84.269997,85.620003,2083400,81.405975
"710",86.480003,87.629997,86.480003,87.220001,3246400,82.927231
"711",86.489998,89.449997,85.629997,88.959999,3551800,84.581581
"712",88.980003,88.980003,87.220001,88.25,2327000,83.906525
"713",87.410004,87.540001,85.93,87.110001,1953400,83.494385
"714",87.610001,88.639999,86.889999,88.610001,2250100,84.932129
"715",89.5,91.199997,89.190002,91.160004,2523100,87.376289
"716",90.870003,91.650002,89.889999,90.639999,2242100,86.877861
"717",90.75,91.220001,90.010002,91.199997,2097400,87.414612
"718",91.889999,92.150002,90.68,90.900002,1885900,87.127068
"719",90.669998,92.370003,90.459999,92.220001,1981000,88.392281
"720",90.980003,92,90.980003,91.879997,1110000,88.066383
"721",91.599998,92.959999,91.540001,92.349998,3600200,88.516884
"722",91.480003,91.849998,90.57,90.779999,2115900,87.012047
"723",90.610001,91.18,90.489998,90.889999,1166800,87.117485
"724",91.699997,92.160004,91.360001,91.790001,1914000,87.980133
"725",90.910004,91.669998,90.199997,90.730003,2306800,86.964127
"726",90.730003,90.860001,89.870003,90.209999,2873800,86.465714
"727",89.900002,90.230003,89.150002,89.82,1855700,86.091904
"728",89.980003,90.190002,89.360001,90.160004,1609900,86.417786
"729",90.68,91.07,90.25,90.739998,1652300,86.973709
"730",91.370003,92.529999,90.709999,92.150002,3961100,88.32518
"731",91.959999,92.769997,91.699997,92.699997,2510300,88.852356
"732",92.669998,93.120003,91.839996,93,1477500,89.139893
"733",92.970001,92.970001,92.290001,92.5,1032400,88.66066
"734",92.980003,93.379997,91.940002,91.980003,2387800,88.162247
"735",90.959999,91.790001,90.349998,91.400002,2899100,87.606323
"736",90.860001,92.639999,90.860001,91.120003,2832600,87.337936
"737",91.919998,91.980003,90.93,91.860001,2982800,88.047226
"738",93.339996,93.760002,92.57,93.080002,1562300,89.216583
"739",92.910004,93.050003,92.510002,92.760002,3366900,88.909874
"740",92.760002,93.370003,92.18,92.68,1574100,88.833199
"741",93.089996,93.5,92.160004,93.389999,2135000,89.513718
"742",93.5,94.639999,93.07,94.449997,2735100,90.529716
"743",94.190002,94.959999,93.209999,93.599998,1844900,89.714996
"744",94.050003,94.830002,93.900002,94.080002,1891500,90.175079
"745",94.669998,94.959999,94.150002,94.230003,1693600,90.318855
"746",94.209999,94.480003,93.440002,94.43,2008400,90.510544
"747",94.519997,94.75,93.870003,94.239998,3015800,90.328438
"748",94.989998,95.459999,94.080002,94.400002,5245700,90.481796
"749",94.720001,95.279999,94.160004,95.129997,2332400,91.181503
"750",95.360001,95.360001,94.300003,94.480003,664200,90.558487
"751",94.660004,95.050003,94.260002,95.040001,1264600,91.095238
"752",95.339996,95.389999,94.830002,94.989998,1004300,91.047302
"753",94.949997,95.480003,94.559998,94.93,1451900,90.989807
"754",94.779999,95.290001,94.410004,94.720001,1461800,90.788506
"755",95.239998,95.879997,94.239998,95.870003,2380800,91.890785
"756",94.230003,95.239998,93.709999,95.160004,1557900,91.210258
"757",94.540001,95.43,94.269997,95.339996,3665200,91.382782
"758",94.160004,95,94.010002,94.839996,2631000,90.903526
"759",94.839996,95.559998,94.650002,95.129997,2480500,91.181503
"760",95.610001,95.639999,94.82,95.190002,2736900,91.239014
"761",95.519997,95.610001,94.699997,94.980003,2213000,91.037727
"762",94.629997,95.029999,94.25,94.860001,1638300,90.922707
"763",95.050003,95.190002,93.989998,94.099998,2349900,90.194244
"764",93.550003,94.290001,93.339996,93.900002,2653200,90.002556
"765",94.709999,94.839996,93.980003,94.82,1677000,90.884369
"766",94.790001,95.949997,94.620003,95.68,2978600,91.708679
"767",95.349998,95.489998,94.32,94.519997,3505200,90.596817
"768",98.32,99.82,96.589996,97.160004,5604100,93.127243
"769",96.330002,97.970001,95.410004,97.900002,3081300,93.836525
"770",98.260002,98.309998,96.43,96.839996,2626000,92.820518
"771",94.860001,95.150002,93.959999,94.639999,2194200,90.711838
"772",94.839996,97.019997,94.68,96.269997,3394200,92.274178
"773",96.870003,97.480003,96.120003,96.870003,2108100,92.849281
"774",95.620003,97.410004,95.489998,97.230003,2680500,93.194336
"775",96.379997,96.860001,94.029999,94.470001,4701800,90.548897
"776",95.059998,96.809998,94.949997,95.489998,2745100,91.526558
"777",97.970001,101.540001,97.860001,100.910004,4735400,96.721596
"778",102.32,103.209999,101.68,102.339996,3339400,98.092239
"779",103.5,103.5,101.860001,102.480003,2507900,98.226433
"780",101.900002,102.940002,101.129997,101.959999,3064000,97.728012
"781",101.839996,102.93,101.5,102.910004,2039600,98.638596
"782",103.419998,104.389999,103.010002,103.529999,2481300,99.232841
"783",104.5,104.970001,103.800003,104.029999,2006200,99.712105
"784",103.410004,103.980003,102.82,102.889999,2059500,98.6194
"785",102.959999,103.599998,102.510002,103.550003,1991900,99.252014
"786",104.029999,104.639999,103.519997,104.470001,2298400,100.133827
"787",104.5,104.980003,104.160004,104.309998,1873100,99.980469
"788",104.260002,105.779999,104.099998,105.099998,1755700,100.737671
"789",104.230003,105.139999,103.809998,104.93,2465700,100.57473
"790",101.669998,102.650002,101.120003,101.650002,4177700,97.430885
"791",101.949997,102.459999,98.099998,98.209999,4140900,94.133659
"792",98.889999,99.739998,96.580002,96.580002,4108600,92.57132
"793",94.339996,96.629997,92.629997,93.239998,5546400,89.369949
"794",90.82,92.099998,89.080002,90.720001,6789600,86.954536
"795",91.5,95.75,91.010002,95.68,5188800,91.708679
"796",96.269997,99.260002,92.489998,92.849998,5114600,88.99614
"797",94.709999,98.199997,94.43,98.120003,4269000,94.047394
"798",94.919998,96.400002,93.32,93.660004,3980400,89.772514
"799",90.309998,93.93,90.080002,92.769997,4760000,88.919456
"800",85.089996,86.470001,78,83.129997,5205800,79.679581
"801",86.230003,89.519997,84.629997,89.059998,4974000,85.363449
"802",86.410004,87.5,83.110001,84.370003,4422800,80.868103
"803",78.25,80.489998,75.010002,75.919998,5814900,73.403954
"804",80.82,87.040001,78.190002,85.559998,5711900,82.72448
"805",75.809998,81.279999,74.870003,75.32,4825300,72.823845
"806",76.900002,77.980003,70.279999,73.739998,5774000,71.296204
"807",68.129997,69.440002,58.720001,68.82,5784500,66.539261
"808",67.519997,72.68,62.099998,72.449997,4599000,70.04895
"809",73.860001,73.860001,64.470001,64.93,4540900,62.778172
"810",63.830002,64.309998,56.419998,57.77,6096900,55.855461
"811",61.639999,72.410004,61.169998,71.209999,5155900,68.850052
"812",72.089996,79.309998,69.410004,74.599998,5259100,72.127701
"813",76.290001,78.959999,73.82,78.25,3073400,75.656738
"814",73.029999,76.510002,71.919998,74.540001,2621400,72.069687
"815",74.419998,78.709999,74,78.32,2873400,75.724419
"816",77.669998,79.040001,75.870003,77.690002,5641200,75.115303
"817",72.57,74.040001,71.129997,73.139999,3769700,70.716087
"818",72.440002,75.089996,71.580002,73.589996,3162500,71.151169
"819",74.120003,74.120003,70.339996,71.25,2606700,68.888733
"820",75.209999,77.889999,75.129997,77.400002,3109300,74.834908
"821",81.169998,82.25,75.940002,76.160004,3372100,73.635994
"822",77.239998,80.699997,76.129997,80.139999,3272800,77.484108
"823",80.690002,84.839996,80.5,81.440002,4472100,78.74102
"824",79.400002,79.93,76.739998,78.389999,2238200,75.792099
"825",80.510002,81.239998,78.68,79.839996,1943400,77.194038
"826",77.760002,78.010002,75.389999,75.739998,2040500,73.229919
"827",75.599998,76.239998,74.349998,75.82,2961000,73.307274
"828",78.580002,80.879997,78.120003,79.260002,2450900,76.63327
"829",77.529999,79.449997,76.709999,77.889999,2181200,75.30867
"830",76.709999,77.860001,75.800003,76.910004,2400300,74.361153
"831",78.919998,79.68,77.5,77.650002,2639300,75.076622
"832",78.779999,80.290001,78.029999,78.150002,2289100,75.560051
"833",78.980003,79.379997,77.699997,78.860001,2083600,76.246529
"834",79.290001,83.230003,79.290001,82.540001,1992300,79.804573
"835",84.529999,85.449997,82.629997,83.099998,2249200,80.346001
"836",84.989998,86.769997,84.300003,85.779999,2563300,82.937195
"837",85.309998,85.489998,82.669998,83.5,3597600,80.73275
"838",82,82.889999,79.870003,82.07,2505800,79.350136
"839",80.470001,81.139999,78.099998,79.32,2839900,76.691277
"840",81.050003,82.360001,80.5,80.800003,2260100,78.122231
"841",80.769997,81.650002,79.919998,79.919998,1825500,77.271393
"842",81.260002,81.57,79.870003,80.260002,2219300,77.600128
"843",81.5,82.400002,81.089996,82.25,1555100,79.52417
"844",81.440002,81.790001,80.190002,81.080002,1786800,78.392952
"845",81.470001,82.089996,77.269997,77.459999,1996200,74.892914
"846",76.43,76.599998,73.059998,73.870003,2336600,71.421898
"847",71.910004,74.989998,70.540001,74.910004,2734000,72.427437
"848",74.220001,75.220001,73.120003,73.709999,2661200,71.267197
"849",77,79,76.639999,78.269997,1916500,75.676086
"850",77.769997,78.459999,76.260002,76.339996,2356200,73.810028
"851",77.68,78.620003,76.559998,77.93,1905100,75.347343
"852",77.639999,78.669998,77.470001,78.290001,2130100,75.695419
"853",78.410004,78.760002,77.059998,78.669998,1784400,76.062813
"854",80.230003,82.449997,80.169998,81.919998,2683100,79.205109
"855",84.279999,86.470001,83.910004,86.279999,3190800,83.420616
"856",86.959999,87.099998,84.639999,85.129997,3491100,82.308723
"857",84.309998,85.160004,83.059998,84.900002,3361600,82.086357
"858",84.669998,85.360001,84.18,84.660004,1584000,81.854324
"859",85.139999,85.620003,84.239998,85.620003,1741300,82.782494
"860",86.900002,89.550003,86.650002,89.330002,1819500,86.369537
"861",88.470001,92.040001,87.940002,91.989998,3069600,88.941376
"862",96.589996,98.459999,95.160004,95.43,3398100,92.267387
"863",94.760002,96.309998,94.660004,95.669998,2574200,92.499428
"864",93.870003,96.489998,93.25,95.419998,2260600,92.257706
"865",95,95.419998,91.980003,91.980003,2023600,88.931717
"866",88.160004,88.419998,84.970001,85.129997,2069800,82.308723
"867",88.449997,88.660004,83.949997,86.010002,1788100,83.159561
"868",83.330002,87.860001,82.980003,86.690002,2651500,83.817032
"869",90.010002,90.970001,87.25,88.940002,2000300,85.99247
"870",89.629997,89.629997,87.660004,88.839996,2027500,85.895775
"871",88.099998,88.830002,87.160004,87.529999,1932000,84.629196
"872",89.480003,89.480003,86.800003,89.339996,6552500,86.379204
"873",88.75,88.75,86.43,87.080002,2600300,84.194115
"874",88,88.209999,87.089996,87.120003,1841400,84.232773
"875",86.309998,86.449997,83.879997,84.010002,2500900,81.225853
"876",83.57,85.639999,82.440002,85.470001,2502000,82.637466
"877",85.239998,85.959999,84.669998,85.5,3696000,82.666458
"878",86.339996,87.739998,85.75,86.910004,1690800,84.029739
"879",86.470001,87.93,86.120003,87.480003,1910100,84.580856
"880",87.910004,88.300003,86.540001,87.099998,2183200,84.21344
"881",88.720001,89.980003,88.089996,88.239998,1587700,85.315659
"882",89.82,90.150002,88.199997,88.879997,1516400,85.934448
"883",88.370003,88.580002,87.120003,87.400002,1499500,84.50351
"884",87.620003,88.379997,86.540001,87.339996,1561800,84.445488
"885",87.099998,87.519997,85.050003,85.639999,2132400,82.801834
"886",85.860001,86.5,84.870003,86.440002,1380100,83.575317
"887",87.010002,89.169998,86.629997,87.43,1557000,84.532501
"888",87.519997,90.980003,86.75,90.669998,2221700,87.665131
