"","SBUX.Open","SBUX.High","SBUX.Low","SBUX.Close","SBUX.Volume","SBUX.Adjusted"
"121",60.02,60.150002,59.330002,59.639999,5674600,54.609501
"122",59.540001,59.689999,58.810001,58.959999,5652400,53.986862
"123",59.060001,59.25,58.799999,59.18,5419200,54.188305
"124",59.169998,59.18,57.959999,58.360001,7421200,53.437481
"125",58.68,58.950001,58.290001,58.310001,8117100,53.391697
"126",58.900002,58.990002,58.25,58.25,4575300,53.33675
"127",58.43,58.5,57.799999,57.939999,7773600,53.052895
"128",57.799999,57.919998,57.400002,57.599998,8886600,52.741566
"129",57.790001,58.360001,57.540001,58.040001,7278300,53.144463
"130",58.18,58.349998,57.75,57.810001,4832100,52.933868
"131",57.91,58.080002,57.529999,57.900002,5422300,53.016273
"132",58.209999,58.709999,58.02,58.540001,7141900,53.602287
"133",58.799999,58.869999,58.119999,58.380001,8460200,53.45578
"134",58.400002,58.919998,58.279999,58.759998,5441400,53.803738
"135",58.73,58.869999,58.279999,58.330002,6774500,53.41
"136",58.119999,58.580002,57.689999,58.209999,7857500,53.300125
"137",58.150002,58.41,57.900002,58.110001,8203600,53.208561
"138",58.41,58.84,58,58.029999,10546700,53.135307
"139",57.919998,58.259998,57.830002,57.98,6717200,53.089523
"140",58,58.25,57.93,58.02,7442600,53.126148
"141",58.220001,58.84,57.98,58.549999,7933100,53.611446
"142",58.799999,58.84,57.779999,57.939999,8775900,53.052895
"143",58.25,59.66,57.93,59.5,23286700,54.481316
"144",55.23,55.959999,53.41,54,53454800,49.445229
"145",54.48,54.68,53.950001,53.98,20299400,49.426918
"146",54.57,54.790001,53.970001,54.73,18120900,50.113647
"147",54.75,55.450001,54.669998,55.43,14764900,50.754612
"148",55.639999,56.119999,55.5,55.68,13331500,50.983521
"149",55.970001,56.049999,55.09,55.439999,9179800,50.763763
"150",55.599998,55.93,55.419998,55.630001,7253900,50.937748
"151",55.549999,55.580002,54.360001,54.52,11095300,50.146729
"152",54.43,54.43,53.299999,53.740002,16717700,49.429295
"153",53.52,53.75,52.990002,53.07,13235300,48.813038
"154",53.049999,53.400002,53.049999,53.18,9235000,48.914204
"155",53.599998,53.599998,53.18,53.220001,7426500,48.951008
"156",53.41,53.419998,52.889999,53.150002,6674600,48.886616
"157",53.259998,53.919998,53.25,53.5,7667100,49.208546
"158",53.32,53.779999,52.990002,53.040001,7451700,48.785442
"159",52.919998,53.09,52.580002,52.700001,10370500,48.472713
"160",53.139999,53.52,52.799999,53.150002,12753200,48.886616
"161",53.490002,54.740002,53.389999,54.450001,14547600,50.082336
"162",53.959999,54.099998,53.650002,54.080002,11838500,49.74202
"163",54.259998,54.450001,53.77,53.939999,8716700,49.613255
"164",54.619999,54.689999,54.189999,54.360001,8601100,49.999565
"165",54.540001,54.580002,54.02,54.400002,6643700,50.03635
"166",54.040001,54.290001,54,54.099998,6212400,49.76041
"167",54.040001,54.619999,54.040001,54.52,5596600,50.146729
"168",54.68,54.990002,54.57,54.860001,8245300,50.459446
"169",54.900002,55.16,54.880001,54.93,7696300,50.52383
"170",54.950001,55.200001,54.599998,55.130001,9160500,50.707794
"171",55.119999,55.279999,54.130001,54.310001,11372300,49.953564
"172",54.419998,54.68,53.25,53.470001,13801900,49.18095
"173",53.389999,53.779999,53.049999,53.490002,11774500,49.199356
"174",53.790001,54.130001,53.610001,54.02,9314100,49.686836
"175",53.98,54.049999,53.330002,53.540001,10339400,49.245335
"176",53.549999,54.720001,53.490002,54.290001,12787900,49.935173
"177",54.380001,54.709999,54.099998,54.529999,8260800,50.155922
"178",54.439999,54.790001,54.16,54.669998,10744800,50.284695
"179",54.799999,54.970001,54.57,54.689999,6348400,50.303089
"180",54.84,54.880001,54.560001,54.619999,5187100,50.238705
"181",54.580002,55.18,54.580002,55.150002,7080000,50.7262
"182",55.049999,55.169998,54.860001,55.009998,7178500,50.597416
"183",55.049999,55.200001,54.860001,55.09,6950000,50.671001
"184",54.98,55.220001,54.700001,54.950001,10242700,50.542233
"185",55.060001,55.220001,54.799999,55.130001,8021900,50.707794
"186",55.25,55.599998,54.959999,54.990002,8671300,50.579025
"187",54.810001,55.080002,54.450001,54.5,7607500,50.128326
"188",54.310001,54.470001,53.360001,53.709999,11944400,49.401699
"189",53.860001,54.040001,53.75,53.810001,5956000,49.493679
"190",54,54.34,53.900002,53.990002,6137100,49.659241
"191",54.119999,54.200001,53.689999,53.93,5569100,49.604053
"192",54.060001,54.970001,53.919998,54.599998,7994300,50.220314
"193",54.509998,55.450001,54.25,55.169998,10576300,50.744587
"194",55.369999,55.490002,54.959999,55.02,5822900,50.606613
"195",55.099998,55.849998,55.080002,55.419998,6573900,50.974529
"196",55.459999,55.799999,55.259998,55.639999,8881900,51.176884
"197",55.669998,56.27,55.310001,55.970001,7234300,51.480419
"198",56,56.43,55.610001,55.720001,6231100,51.250473
"199",55.669998,55.799999,54.889999,54.91,7256900,50.505447
"200",54.860001,55.23,54.290001,54.509998,11227300,50.137524
"201",54.459999,55.43,54.220001,55.209999,8299500,50.781376
"202",55.080002,55.540001,54.900002,55.400002,5720200,50.956135
"203",55.310001,55.400002,54.18,54.57,11741100,50.192707
"204",54.77,54.939999,54.18,54.27,10111100,49.916775
"205",54.369999,54.560001,54.02,54.279999,7818500,49.925976
"206",54.240002,54.389999,53.66,54.16,8281200,49.815605
"207",54.5,55.75,54.5,54.91,12211400,50.505447
"208",54.830002,55.119999,54.68,54.880001,9922600,50.477848
"209",54.790001,55.23,54.400002,55.169998,6430900,50.744587
"210",55.16,55.310001,54.700001,54.84,8857800,50.441055
"211",55.099998,55.59,54.939999,55.130001,7189800,50.707794
"212",55.150002,55.389999,54.77,54.869999,16879000,50.468647
"213",54.16,56.939999,54.049999,56.029999,28773800,51.535606
"214",55.990002,56.689999,55.630001,56.57,10835700,52.03228
"215",56.330002,57.290001,56.330002,57.220001,11167400,52.63015
"216",57.029999,58.009998,57,57.91,13533700,53.264801
"217",57.200001,57.66,56.790001,57.360001,14778900,52.758911
"218",57.360001,57.389999,56.540001,57.040001,7930300,52.464584
"219",56.810001,57.139999,56.549999,56.639999,7648200,52.096664
"220",56.470001,57,56.41,56.93,7758200,52.363419
"221",56.82,57.060001,56.509998,56.700001,8880500,52.428139
"222",56.919998,57.419998,56.75,57.240002,8310200,52.927456
"223",57.240002,57.43,56.84,56.93,6310800,52.64082
"224",56.669998,57.049999,56.580002,56.810001,6360100,52.529846
"225",56.959999,57.560001,56.880001,57.259998,6284300,52.945946
"226",57.07,57.18,56.799999,57.139999,7308500,52.83498
"227",57.189999,57.189999,56.709999,56.799999,3479000,52.520596
"228",56.830002,56.919998,55.75,55.91,10580300,51.697647
"229",56.029999,56.720001,55.91,56.66,9734400,52.391151
"230",56.709999,57.68,56.700001,57.509998,10017900,53.177105
"231",57.639999,58.139999,57.470001,57.82,11509200,53.463764
"232",57.5,57.709999,56.459999,57.32,12756400,53.001423
"233",57.540001,59.189999,57.5,58.759998,13302100,54.332932
"234",59.25,59.68,58.91,59.34,11295600,54.869236
"235",59.380001,59.830002,59.23,59.279999,8458200,54.813747
"236",59.119999,59.279999,58.759998,59.139999,6033800,54.684303
"237",58.52,58.849998,58.099998,58.610001,9950500,54.194237
"238",58.389999,59.349998,58.290001,59.07,10286600,54.619587
"239",58.990002,59.360001,58.869999,59.27,6042900,54.804512
"240",59.439999,59.889999,59.299999,59.490002,7726300,55.007935
"241",59.73,60.049999,59.439999,59.700001,8945900,55.20211
"242",59.25,59.369999,58.16,58.290001,22595000,53.898346
"243",58.439999,58.790001,57.889999,58.029999,8751600,53.657928
"244",58.130001,58.580002,57.93,58.009998,7945700,53.639435
"245",58.220001,58.290001,57.689999,57.73,7188700,53.380539
"246",57.939999,58.150002,57.490002,57.580002,5974500,53.241837
"247",57.57,57.91,57.119999,57.299999,7148700,52.982933
"248",57.27,57.580002,57.049999,57.139999,5546200,52.83498
"249",57.189999,57.650002,57.18,57.27,4812200,52.955189
"250",57.470001,58,57.299999,57.810001,5044500,53.45451
"251",57.740002,57.970001,57.419998,57.43,5365600,53.103138
"252",57.950001,58.209999,57.48,57.630001,7216000,53.288074
"253",57.93,58.959999,57.799999,58.709999,7478400,54.286705
"254",58.990002,59.41,58.73,58.93,5775900,54.49012
"255",59.25,59.689999,59.07,59.610001,6047700,55.118889
"256",59.48,59.669998,58.560001,59.310001,6335800,54.841492
"257",59.200001,59.470001,58.860001,59.18,5233400,54.721291
"258",60,60.130001,58.860001,59.82,8656500,55.313076
"259",59.52,60.02,59.450001,60,5806300,55.479511
"260",60.400002,60.509998,59.650002,60.400002,6989100,55.849377
"261",60.330002,61.099998,60.299999,60.560001,8040700,55.997318
"262",61,61.330002,60.52,60.66,8433800,56.089775
"263",61.43,61.439999,60.740002,61.09,9170900,56.487385
"264",61.209999,61.459999,60.950001,61.259998,8361900,56.644581
"265",61.040001,61.470001,60.77,61.41,11945800,56.783283
"266",61.32,61.91,61.139999,61.689999,10806800,57.042171
"267",61.509998,61.939999,60.23,60.830002,11911900,56.246975
"268",61.029999,61.200001,60.400002,60.549999,16225600,55.988071
"269",57.939999,58.169998,56.549999,57.990002,51851700,53.620945
"270",57.549999,58.349998,56.91,57.02,18899900,52.724022
"271",56.959999,57.540001,56.740002,57.189999,14341200,52.881218
"272",57.23,57.450001,56.700001,56.810001,13118400,52.529846
"273",56.279999,56.419998,55.889999,56,14690100,51.780876
"274",55.900002,56.32,55.700001,55.77,15358900,51.568207
"275",55.529999,56.259998,54.57,54.689999,16060000,50.569572
"276",53.689999,56.060001,53.560001,55.610001,17415100,51.420261
"277",55.080002,55.43,54.439999,54.459999,13927000,50.630028
"278",54.5,54.790001,53.75,53.77,17736700,49.98856
"279",54.200001,55.060001,53.650002,54.580002,19382000,50.741604
"280",54.860001,55.73,54.549999,55.380001,10969000,51.48534
"281",55.25,55.720001,55.02,55.669998,10416400,51.754936
"282",55.470001,56.700001,55.290001,55.990002,14190300,52.052437
"283",56.360001,56.830002,55.900002,56.580002,10294900,52.600945
"284",56.650002,57.049999,56.34,56.48,10151300,52.507973
"285",56.290001,56.540001,55.830002,55.970001,9450900,52.033844
"286",55.93,56.740002,55.860001,56.099998,7851000,52.154701
"287",55.950001,56.139999,55.259998,55.400002,10172400,51.503929
"288",55.650002,56.150002,54.799999,56.139999,11394400,52.191883
"289",56.419998,57.349998,56.32,57.169998,8713800,53.149445
"290",57.290001,57.639999,56.560001,56.57,8821400,52.591644
"291",56.84,57.919998,56.830002,57.099998,11541100,53.084362
"292",57,57.560001,55.830002,56.169998,11127600,52.219769
"293",55.720001,57.200001,55.68,56.93,11555100,52.926327
"294",56.830002,57.419998,56.68,56.990002,7835400,52.982113
"295",57.25,57.25,56.540001,57.029999,8046800,53.019295
"296",56.619999,57.169998,56.619999,57.029999,7044100,53.019295
"297",57.290001,57.799999,57.130001,57.470001,7434700,53.428364
"298",57.669998,58.630001,57.669998,58.459999,9539600,54.348732
"299",58.669998,59.68,58.48,59.400002,10550300,55.222626
"300",59.700001,60.700001,58.889999,59.049999,10411400,54.89724
"301",59.279999,59.720001,58.709999,58.830002,6488500,54.692719
"302",58.93,60.07,58.82,59.369999,7377000,55.194733
"303",59.380001,59.650002,58.939999,59,13030900,54.850758
"304",58.700001,58.849998,57.799999,58.299999,9350600,54.199986
"305",58.450001,58.98,58.450001,58.66,5888400,54.534672
"306",58.75,59.549999,58.389999,58.470001,6569100,54.358025
"307",58.029999,58.720001,57.75,57.77,6846500,53.707256
"308",57.779999,57.93,56.310001,56.310001,9476800,52.349922
"309",56.959999,58,56.549999,57.799999,8444900,53.735146
"310",58.099998,58.5,57.139999,57.459999,7562900,53.419056
"311",57.5,58.099998,57.220001,57.900002,9301900,53.828114
"312",57.259998,58.139999,56.830002,57.889999,12015200,53.818813
"313",57.52,57.73,55.380001,56.240002,16778300,52.284851
"314",56.549999,58.049999,56.450001,58,10908200,53.921074
"315",57.25,58.970001,57.209999,58.830002,7893100,54.692719
"316",59,59.27,58.860001,59.139999,6305100,54.980907
"317",58.779999,59.139999,58.09,58.34,8264500,54.237167
"318",58.540001,59.369999,58.419998,58.700001,8023800,54.571854
"319",59.110001,59.490002,58.869999,59.41,6545000,55.231926
"320",59.189999,59.709999,59,59.419998,5508000,55.241211
"321",59.66,60.119999,59.419998,59.43,6088200,55.250511
"322",59,59.549999,58.959999,59.240002,6689800,55.073875
"323",59.130001,59.689999,58.84,59.43,6119200,55.250511
"324",59.75,60,59.400002,59.830002,6139600,55.622383
"325",59.73,59.830002,59.439999,59.5,5914200,55.315594
"326",59.419998,59.490002,58.73,59.220001,6280100,55.055283
"327",59.029999,59.18,57.799999,58,12037600,53.921074
"328",58.009998,58.73,57.689999,58.16,8444400,54.069824
"329",58.48,58.66,57.650002,57.810001,7793600,53.744446
"330",58.27,58.27,57.290001,57.709999,8367400,53.65147
"331",58.110001,60.18,57.849998,59.380001,14516600,55.204025
"332",58.07,58.98,57.5,58.360001,11975200,54.255764
"333",58.389999,58.509998,57.459999,57.57,7854600,53.521324
"334",57.669998,58.25,57.439999,58.130001,7257500,54.041939
"335",58.060001,58.09,56.529999,56.700001,7299100,52.712509
"336",56.52,56.57,55.540001,56.130001,7152400,52.182594
"337",56.540001,57.93,56.490002,57.68,9279200,53.623581
"338",58.990002,59.040001,57.27,57.450001,10630600,53.40976
"339",57.450001,57.709999,57,57.669998,7234000,53.614273
"340",57.43,57.619999,56.790001,57.040001,7015300,53.305893
"341",57.18,57.700001,57.02,57.650002,6565800,53.875954
"342",57.720001,57.860001,57.07,57.27,5843400,53.520832
"343",57.360001,57.509998,56.990002,57.130001,5871800,53.390003
"344",57,57.099998,56.349998,56.639999,7415800,52.932072
"345",56.830002,57.330002,56.790001,57.150002,4843900,53.408695
"346",57.200001,57.349998,56.98,57.200001,6110100,53.455414
"347",57.27,57.389999,56.860001,57.16,7786000,53.418034
"348",57.400002,57.82,57.259998,57.34,5379300,53.58625
"349",57.5,57.619999,56.91,56.959999,5355600,53.231133
"350",56.799999,57.57,56.759998,57.490002,5339900,53.726437
"351",57.439999,57.740002,57.119999,57.68,5681600,53.903992
"352",57.68,58.380001,57.580002,57.919998,6783800,54.128273
"353",57.700001,57.880001,57.009998,57.23,6475900,53.483452
"354",57.43,57.66,57.150002,57.48,5762400,53.717091
"355",57.18,57.470001,56.549999,56.669998,9433000,52.960106
"356",56.84,57.029999,56.610001,56.91,4967700,53.184399
"357",57.099998,57.200001,56.799999,57.07,7484100,53.33392
"358",56.689999,56.700001,55.279999,55.68,18278800,52.034924
"359",55.84,57.18,55.619999,57.169998,13709800,53.427376
"360",57.290001,57.939999,57.09,57.139999,7919800,53.399345
"361",56.919998,57.060001,56.52,56.599998,8433500,52.894691
"362",56.610001,56.740002,56.27,56.48,7181700,52.782543
"363",56.599998,56.900002,56.299999,56.48,8249700,52.782543
"364",56.509998,56.700001,56.18,56.209999,8283200,52.530224
"365",56.459999,57.07,56.310001,57.02,11049700,53.287205
"366",57.040001,57.209999,56.459999,57.110001,12408300,53.371307
"367",56.77,57.32,56.110001,57.220001,9676900,53.474106
"368",56.650002,57.5,56.34,57.43,9965500,53.670357
"369",54.830002,55.009998,51.580002,52.220001,62091100,48.801437
"370",52.290001,52.630001,50.360001,50.619999,30723000,47.306175
"371",51,51.720001,50.82,51.240002,24429600,47.885586
"372",51.16,51.439999,50.209999,50.66,15578600,47.343559
"373",50.509998,50.630001,50.110001,50.380001,12930600,47.081882
"374",50.52,50.529999,49.84,49.84,14576900,46.577232
"375",49.450001,49.48,47.369999,48.540001,33210100,45.362343
"376",48.080002,49.259998,48.080002,48.849998,17413000,45.65205
"377",48.639999,49.099998,48.549999,49.060001,9870900,45.848305
"378",49.150002,49.299999,48.759998,48.77,7517500,45.577278
"379",48.919998,49.029999,48.400002,48.610001,9630500,45.427757
"380",48.900002,49.189999,48.580002,48.98,10712000,45.773537
"381",49.209999,50.049999,49.209999,49.900002,12811700,46.633308
"382",50.080002,50.509998,49.959999,50.419998,9038000,47.119259
"383",50.220001,50.48,50.02,50.139999,9542400,46.857601
"384",50.360001,50.66,50.200001,50.25,9339200,46.960396
"385",50.259998,51.650002,50.259998,51.619999,21718400,48.240711
"386",51.549999,51.549999,50.689999,50.939999,16974900,47.605225
"387",50.66,51.299999,50.599998,51.279999,11421300,47.922962
"388",51.34,51.619999,51,51.150002,13549500,47.801479
"389",51.110001,51.490002,51,51.34,11415600,47.979031
"390",51.060001,51.240002,50.75,50.91,11024100,47.577187
"391",50.759998,51.27,50.759998,51.189999,8406800,47.838848
"392",51.299999,51.720001,51.060001,51.169998,9921500,47.820164
"393",51.009998,51.720001,51.009998,51.619999,11368000,48.240711
"394",51.68,51.84,51.34,51.450001,11114800,48.081841
"395",51.5,52.599998,50.209999,52.150002,15770300,48.736015
"396",52.200001,52.849998,51.759998,51.900002,14448400,48.502377
"397",52.029999,52.689999,51.849998,52.389999,9228200,48.960308
"398",52.240002,52.240002,51.25,51.93,11952400,48.530415
"399",52.099998,52.349998,51.43,51.68,13636400,48.296783
"400",51.700001,52.450001,51.580002,52.23,8246100,48.810776
"401",52.099998,52.27,51.799999,52.07,6505800,48.661251
"402",52.080002,52.209999,51.799999,52.07,5869400,48.661251
"403",51.830002,51.93,51.360001,51.549999,7257200,48.510685
"404",51.529999,52.02,51.32,51.919998,7175400,48.858875
"405",51.59,51.630001,51.200001,51.509998,10539300,48.473038
"406",51.619999,51.959999,51.470001,51.810001,7911300,48.755348
"407",51.849998,52.740002,51.790001,52.59,9385400,49.489368
"408",52.310001,52.939999,52.299999,52.75,9566000,49.639927
"409",52.98,53.360001,52.919998,53.040001,8721200,49.912842
"410",52.950001,53.610001,52.950001,53.560001,8166900,50.402172
"411",53.709999,54.16,53.700001,53.919998,9791200,50.740948
"412",54.169998,54.439999,53.950001,54,7990000,50.816235
"413",53.549999,53.639999,52.66,52.82,10369600,49.705811
"414",52.759998,53.189999,52.560001,52.66,8567600,49.555241
"415",52.82,52.919998,52.419998,52.75,9849800,49.639927
"416",52.990002,53.18,52.810001,52.970001,6443200,49.846966
"417",53.02,53.470001,52.98,53.049999,7171900,49.922249
"418",53.07,53.439999,52.720001,53.25,6604900,50.110455
"419",53.119999,53.41,52.970001,53.099998,5576400,49.969296
"420",52.459999,53.709999,52.450001,53.450001,10892800,50.298664
"421",53.439999,53.689999,53.209999,53.529999,8235200,50.37394
"422",53.470001,53.98,53.290001,53.790001,7966300,50.618618
"423",53.66,54.349998,53.650002,54.209999,7803400,51.013855
"424",54.200001,54.959999,54.16,54.860001,10231700,51.625523
"425",54.939999,55.110001,54.57,54.970001,8621000,51.729053
"426",54.830002,55.400002,54.77,55.119999,7873900,51.870201
"427",55.200001,55.200001,54.330002,54.970001,7297300,51.729053
"428",55.119999,55.57,54.740002,54.889999,8566600,51.653763
"429",55,55,54.610001,54.75,6827700,51.522018
"430",54.700001,54.860001,54.279999,54.57,9277200,51.352631
"431",54.48,55.279999,54.099998,55.07,7569600,51.823154
"432",55.220001,55.790001,54.900002,55.43,7451600,52.161922
"433",55.599998,56.73,55.599998,56.43,10582600,53.102966
"434",56.549999,57.57,56.52,57.450001,25800500,54.062836
"435",56.939999,57.360001,56.580002,56.689999,10616000,53.347641
"436",56.98,57.290001,56.830002,56.900002,9445500,53.545254
"437",56.77,57.84,56.75,57.27,7757300,53.893436
"438",57.099998,57.790001,57.099998,57.34,6606200,53.959312
"439",57.389999,57.389999,56.779999,56.84,8975900,53.488792
"440",56.91,56.950001,55.529999,55.580002,12726900,52.303082
"441",55.549999,56.009998,55.290001,55.59,12680800,52.312492
"442",55.799999,56.110001,55.459999,55.470001,7383500,52.199574
"443",55.779999,56.080002,55.5,55.889999,9722000,52.594803
"444",55.950001,55.950001,55.310001,55.759998,9734000,52.472466
"445",55.82,56.75,55.450001,56.540001,9623900,53.206482
"446",56.830002,59.700001,56.810001,57.709999,24855700,54.307499
"447",57.669998,57.869999,55.939999,56.009998,14190500,52.707729
"448",55.700001,56.27,54.709999,54.860001,15316900,51.625523
"449",55.709999,56.779999,55.279999,56.450001,13980500,53.121784
"450",56.369999,57.189999,56.310001,56.75,10175100,53.404095
"451",56.939999,58.009998,56.77,57.810001,11731400,54.401608
"452",57.900002,59.400002,57.779999,59.099998,14631000,55.615551
