"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"444",216.449997,217.190002,211.850006,213.259995,4268300,209.912903
"445",211.699997,211.800003,203.25,208.259995,5611000,204.991394
"446",208.059998,210.990005,206.690002,209.759995,5659400,206.467834
"447",209.330002,209.330002,196.009995,196.690002,8455000,193.602966
"448",194.649994,199.729996,192.910004,194.509995,9185200,191.457184
"449",200.570007,204.839996,199.539993,204.220001,6160300,201.014801
"450",203.720001,203.800003,199.529999,200.320007,3969200,197.175995
"451",202.679993,208.119995,202.529999,207.779999,4694900,204.518906
"452",207.630005,208,204.690002,207.380005,4431200,204.125214
"453",206.970001,207.220001,202.259995,203.619995,6264500,200.42421
"454",203.869995,207.440002,203,203.059998,4832500,199.872986
"455",203.720001,206.259995,201.880005,204.5,4045100,201.290405
"456",199.490005,203.729996,196.600006,202.429993,5076800,199.252869
"457",202.639999,203.470001,195.380005,195.690002,4415900,192.618652
"458",197,205.100006,195.710007,204.199997,4940700,200.995117
"459",199.199997,202.410004,195.729996,197.490005,6523600,194.390411
"460",200.350006,202.339996,187.630005,191.039993,6623800,188.041641
"461",192.580002,193.630005,183.75,187.729996,9239200,184.783569
"462",193.25,199.960007,193.25,197.669998,7683500,194.567581
"463",198.889999,200,195.009995,199.710007,4439000,196.575577
"464",198.919998,200.990005,195.25,197.720001,4261500,194.616791
"465",198.199997,199.130005,194.289993,197.979996,3110800,194.872711
"466",198.5,200.669998,197.529999,199.149994,2916000,196.024323
"467",202.190002,208.380005,201.740005,208.240005,4922800,204.971695
"468",207.360001,208.860001,206,208.860001,3922200,205.581955
"469",207.380005,207.979996,203.419998,205.619995,3229700,202.392838
"470",204.619995,205.25,198.729996,199.139999,3507300,196.014511
"471",199.779999,202.25,197.550003,198.169998,2852000,195.059753
"472",200.559998,202.229996,195.610001,197.580002,3218600,194.479004
"473",197.020004,201.149994,194.330002,200.710007,3424600,197.559906
"474",199,200.910004,197.449997,199.039993,2939500,195.916092
"475",199.039993,199.399994,188.550003,189.279999,4488100,186.309265
"476",181.979996,188.800003,177.399994,187.059998,7892900,184.124115
"477",188.539993,190.089996,186.240005,187.660004,3950200,184.714706
"478",184.880005,186.229996,182.259995,182.600006,2601000,179.734131
"479",185.580002,192.229996,183.679993,191.850006,6917200,188.838959
"480",190.75,193.039993,189.449997,192.979996,3976300,189.951172
"481",195,202.470001,193.270004,202.279999,6203000,199.105225
"482",202.050003,202.050003,196.309998,196.660004,5447700,193.573441
"483",196.589996,201.669998,195.800003,201.070007,7944700,197.914215
"484",206.009995,209.910004,205.940002,209.860001,6599900,206.566254
"485",207.389999,209.520004,199.619995,200.490005,6628600,197.343338
"486",194.800003,203.369995,194.220001,202.990005,6558900,199.804092
"487",203.779999,206.520004,194.899994,196.5,4968100,193.415955
"488",194.649994,198.720001,193,198.059998,4101000,194.951447
"489",201.080002,201.399994,196.059998,197.740005,3582400,194.636475
"490",200.460007,205.960007,200.259995,200.289993,5160100,197.146454
"491",200.800003,202.199997,195.309998,198.960007,5246200,195.837357
"492",196.600006,197.240005,193.190002,195.330002,3801700,192.264313
"493",193.5,193.539993,188.770004,190.449997,5459900,187.460922
"494",192.059998,194.350006,190.100006,191.610001,4345200,188.602692
"495",190.929993,194.350006,184.759995,187.119995,6100600,184.183167
"496",185.600006,188.339996,180.229996,182.710007,6562600,179.842392
"497",181.199997,185.270004,175,175.190002,8374300,172.440399
"498",173.149994,177.979996,171.889999,174.649994,4351900,171.908875
"499",176,186.5,176,186.429993,5261400,183.504013
"500",183.979996,188.699997,180.160004,188.690002,4695200,185.728516
"501",189.710007,190.100006,184.179993,186.160004,4830300,183.238251
"502",186.919998,189,186.360001,188.649994,3658500,185.689148
"503",185.830002,190.820007,185.309998,189.740005,4294000,186.762039
"504",187.5,187.509995,180.979996,181.179993,5070900,178.336395
"505",184.850006,191.25,184.440002,189.759995,4452900,186.781723
"506",190.630005,193.020004,189.710007,191.220001,4219200,188.218826
"507",189.899994,192.490005,188.5,192.279999,5069700,189.589355
"508",194.300003,196.550003,193.279999,195.770004,5471500,193.030518
"509",193.029999,197.240005,191.320007,196.949997,3693600,194.194
"510",196.070007,196.699997,194.710007,195.899994,2500100,193.158722
"511",194.380005,197,194,195.429993,3336500,192.695251
"512",195.220001,197.350006,193.100006,196.520004,3783000,193.770035
"513",197.509995,198.410004,196.5,197.770004,3546300,195.002548
"514",197.449997,200.399994,197.100006,199.309998,2764100,196.520981
"515",201.179993,202.529999,200.020004,202,4866600,199.173355
"516",199.789993,201,197.649994,199.460007,4457700,196.6689
"517",201.050003,201.059998,196.600006,198.350006,3086100,195.574417
"518",198.419998,200.199997,197.929993,199.789993,2792000,196.994247
"519",202.190002,203.889999,199.789993,202.940002,4677500,200.10022
"520",200.740005,200.979996,198.059998,200.160004,3277200,197.3591
"521",200.190002,200.669998,197.660004,199.240005,3661900,196.451965
"522",200.419998,204.830002,199.899994,204.020004,4079500,201.16507
"523",209.800003,212.970001,208,211.130005,11316200,208.175598
"524",211.990005,214.639999,211.199997,213.770004,6470100,210.778625
"525",214.350006,214.949997,213.199997,214.910004,4397500,211.902695
"526",215,216.699997,214.949997,215.860001,3091500,212.839386
"527",215.25,215.899994,213.679993,215.300003,2698000,212.287216
"528",213.460007,214.449997,211.600006,213.970001,2742900,210.975861
"529",212,216.630005,212,216.580002,3248400,213.549316
"530",216.990005,218.649994,216.339996,217.100006,2974400,214.062042
"531",218.559998,219.490005,217.639999,218.910004,3411400,215.846741
"532",219.789993,221.279999,219.440002,220.539993,2996600,217.453903
"533",219.509995,220.979996,218.619995,219.809998,2875600,216.734146
"534",222.190002,222.350006,220.479996,222.110001,2758500,219.001923
"535",221.429993,221.960007,220.360001,220.589996,2836700,217.503204
"536",221.220001,221.830002,219.399994,221.110001,3103600,218.01593
"537",220.210007,221.029999,218.619995,219.309998,3528800,216.241119
"538",220,223.630005,219.699997,223.320007,3295300,220.195007
"539",225,225.399994,223,223.320007,3359200,220.195007
"540",222.160004,225.179993,222.050003,224,2852300,220.865463
"541",223.039993,224.610001,221.740005,224.570007,2119500,221.427536
"542",224.089996,225.600006,223.660004,224.770004,3240400,221.624725
"543",226.880005,228.149994,225.360001,227.25,3001400,224.070007
"544",227.309998,228.5,223.669998,226.289993,2977700,223.123444
"545",226.229996,226.919998,225.289993,226.220001,2779100,223.054428
"546",225.850006,226.509995,223.949997,224.470001,2849300,221.328934
"547",223.619995,224.440002,220.740005,222.410004,3879600,219.297729
"548",218.380005,222.190002,215.929993,221.869995,2691800,218.765305
"549",222.940002,226.130005,222.839996,225.639999,2670100,222.482559
"550",226.589996,228.199997,226.220001,226.940002,2478700,223.764343
"551",228.369995,231.330002,227.800003,228.5,2690400,225.302536
"552",228.699997,230.210007,227.410004,229.509995,2838700,226.298386
"553",228.820007,232.759995,228.809998,231.169998,3894200,227.93515
"554",232.289993,232.5,229.110001,230.389999,2734100,227.166077
"555",231.539993,232.100006,230.330002,231.009995,3212000,227.77739
"556",229.729996,231.940002,227.839996,229.889999,3747400,226.67308
"557",228.199997,237.080002,228.179993,235.869995,4441100,232.569382
"558",234.839996,236,230.679993,230.759995,3709400,227.530899
"559",230.389999,231.940002,228.550003,230.419998,3506500,227.195663
"560",232.960007,233.630005,231.449997,233.289993,3046900,230.025482
"561",233.919998,234.199997,229.649994,232.520004,2640700,229.266235
"562",233.419998,235.330002,232.369995,234.860001,2712100,231.573532
"563",236.490005,236.639999,233.970001,235.449997,3453900,232.155273
"564",238.300003,239.75,236.940002,239.050003,3475900,235.70491
"565",239.229996,239.869995,238.070007,239.259995,3386400,235.911942
"566",240.279999,240.929993,237.820007,238.929993,2911700,235.586548
"567",238.699997,238.770004,233.759995,236.059998,3096300,232.75676
"568",237.210007,237.960007,236.110001,236.630005,2590000,233.318756
"569",235.720001,236.279999,233.119995,236.270004,2714500,233.289139
"570",235.289993,237.25,235,235.910004,2491300,232.933685
"571",237,237.949997,236.110001,237.059998,1984200,234.069122
"572",238,238,235.039993,236.039993,1908200,233.062027
"573",237.029999,239,236.080002,238.830002,3452100,235.816849
"574",239.520004,239.860001,237.190002,239.149994,3437500,236.132797
"575",240,240.970001,238.949997,240.089996,2564300,237.060944
"576",240.669998,241.240005,238.949997,241,2829200,237.959473
"577",242.529999,242.649994,240.460007,240.889999,3016800,237.850845
"578",239.800003,243.139999,239.070007,243.050003,2217700,239.983582
"579",243.899994,244.5,242.449997,243.490005,3108400,240.418045
"580",243.630005,246.080002,242.809998,245.289993,3255200,242.195343
"581",244.699997,246.850006,244.020004,245.610001,3152400,242.511292
"582",246.050003,247.149994,243.220001,246.679993,3349300,243.56781
"583",246.880005,248.210007,245.860001,247.130005,3274900,244.012115
"584",251.089996,257.429993,250.509995,254.240005,7179600,251.03241
"585",254.899994,256.25,248.669998,248.75,5146000,245.611679
"586",247.559998,248.270004,244.279999,247.190002,4747300,244.071365
"587",248.610001,249.850006,247.460007,247.949997,3194200,244.821777
"588",241.490005,249.080002,240.050003,248.639999,3022000,245.503052
"589",247.270004,247.729996,242.600006,245.059998,4257500,241.968216
"590",244.539993,247.550003,243.75,245.330002,3050700,242.234833
"591",241.889999,245.529999,239.960007,245.309998,3891000,242.215057
"592",243.869995,248.720001,241.330002,247.429993,2816200,244.308304
"593",241.509995,243.910004,240.360001,241.380005,4136900,238.334686
"594",242.119995,247.440002,241.899994,245.940002,3862100,242.837128
"595",244.330002,251.039993,244.210007,249.149994,4186900,246.006622
"596",250.440002,255.149994,250.330002,253.419998,4911900,250.222794
"597",251.110001,254.289993,250.839996,252.550003,3129800,249.36377
"598",250.490005,254.389999,249.330002,253.490005,2951500,250.29187
"599",255,255.949997,253.789993,255.360001,2881600,252.13829
"600",254.75,258.859985,254.5,256.899994,2936000,253.658875
"601",254.75,255.699997,248.330002,249.729996,5072500,246.579315
"602",253.139999,253.369995,250.330002,251.479996,2710800,248.307236
"603",252.660004,257.76001,252.649994,253.429993,6252100,250.232651
"604",252.25,254.25,251.270004,253.559998,4014300,250.361023
"605",254.270004,256.059998,252.789993,254.190002,2817400,250.983047
"606",251.979996,253.660004,250.839996,251.490005,5041400,248.317123
"607",251.800003,252.979996,240.25,242.259995,5452100,239.203568
"608",245.130005,249.369995,241.720001,249.179993,4862200,246.03624
"609",251.470001,256.970001,250.149994,256.26001,4742400,253.026932
"610",256.359985,258.700012,254.860001,257.829987,3443500,254.577118
"611",260,266.869995,259.619995,265.799988,3691800,262.446625
"612",269,269.850006,265.279999,266.100006,4469000,262.742767
"613",267.470001,267.890015,259.179993,263.660004,3119600,260.333557
"614",262.450012,264.209991,261.359985,263.850006,2295300,260.52121
"615",265,265.230011,260.25,261.200012,4331000,257.904633
"616",259.98999,261.980011,259.420013,260.100006,3158200,256.818512
"617",261,261.709991,258.049988,259.200012,3332200,255.92984
"618",261.700012,262.25,255.070007,258.809998,3921300,255.544785
"619",258.829987,260.619995,258.299988,259.869995,4326500,256.5914
"620",263.48999,267.700012,262.5,266.790009,4667300,263.424072
"621",265.820007,268.149994,264.420013,264.470001,4285800,261.133362
"622",265.850006,267.100006,265.130005,265.299988,2538100,261.952881
"623",266.040009,266.309998,259.119995,259.730011,3138000,256.453125
"624",260.880005,262.649994,259.98999,261.299988,3869400,258.003326
"625",262.440002,263.579987,260.399994,261.100006,2186900,257.805878
"626",263.089996,264.839996,261.329987,264.529999,4400300,261.192596
"627",269.98999,269.98999,264.869995,266.769989,2646800,263.404327
"628",266.880005,270.600006,266.429993,270.570007,2649100,267.156403
"629",271,273.079987,270.779999,273.079987,1896800,269.634705
"630",271.5,272.769989,269.089996,272.140015,2561000,268.706635
"631",270.100006,272.070007,269.459991,271.230011,2291700,268.133209
"632",269.820007,273.649994,269.5,273.339996,2477400,270.219086
"633",274.170013,277.100006,274.149994,275.380005,2323000,272.23584
"634",277.600006,278.649994,276.079987,278.320007,2583900,275.142273
"635",279.23999,279.73999,276.26001,279.540009,2299700,276.348328
"636",280.459991,280.589996,278.549988,279.369995,3349500,276.180237
"637",279,280.630005,275.309998,276.619995,2976000,273.461609
"638",277.390015,278.470001,275.269989,275.279999,2318900,272.136932
"639",275,277.25,274.73999,276.779999,3241000,273.619843
"640",279.429993,279.480011,275.420013,275.600006,3048200,272.453278
"641",276.910004,279.359985,276.070007,278.609985,2092400,275.428894
"642",280,280.420013,276.899994,278.970001,2275400,275.784821
"643",278.170013,280.299988,276.380005,280.25,2805200,277.050232
"644",280,280.899994,277.549988,279.350006,2312200,276.160492
"645",280.600006,282.290009,280.079987,282.070007,2942100,278.849457
"646",283.119995,283.329987,280.429993,281.440002,3677700,278.226654
"647",279.339996,282.369995,275.450012,278.160004,3957900,274.984131
"648",278.670013,278.980011,265.690002,272.269989,5513100,269.161346
"649",273.929993,279.309998,271.640015,274.160004,4988100,271.029755
"650",272,272.5,265.679993,269.450012,4438000,266.373535
"651",260,262.649994,253.899994,256.839996,6861300,253.907486
"652",261.799988,265.149994,260.179993,264.679993,4918500,261.65799
"653",263.399994,270,260.25,269.309998,4476000,266.235107
"654",272,278.079987,271.600006,278.040009,4135500,274.865448
"655",275.51001,276.899994,273.079987,274.950012,3410500,271.81076
"656",272.850006,274.980011,268.890015,270,3322600,266.917206
"657",269.829987,275.369995,268,274.529999,3899800,271.395508
"658",269.820007,272.470001,265.850006,267.149994,3750300,264.099792
"659",269.279999,273.149994,268.089996,271.890015,3364300,268.785706
"660",274.980011,275.959991,273.790009,274.359985,2718100,271.227478
"661",277,278.570007,275.209991,278.070007,2502300,274.895111
"662",278.399994,279.559998,275.850006,277.040009,2583600,273.876831
"663",279.640015,282.100006,279.290009,282.01001,2492200,278.7901
"664",282.109985,282.890015,276.76001,280.769989,2975800,277.564209
"665",280,282.089996,270.209991,271.890015,4415000,268.785706
"666",274.880005,276.429993,272.980011,276.429993,2184400,273.273804
"667",276.73999,279.089996,274.910004,276.640015,2169400,273.481445
"668",275.230011,278.649994,273.369995,278.23999,2306900,275.063141
"669",281,281.980011,278.880005,281.380005,2297200,278.167297
"670",282.589996,282.959991,278.730011,281.369995,2600300,278.157471
"671",279.98999,282.839996,278.5,280.109985,2350800,276.911804
"672",282.769989,286.209991,282.149994,286.100006,2631000,282.833435
"673",290.290009,293.459991,289.600006,292.079987,3808300,288.745117
"674",291.940002,293.070007,290.049988,291.380005,2783300,288.053131
"675",293.48999,293.690002,280.100006,283.359985,4795900,280.124695
"676",281.339996,281.5,270.339996,272.329987,8683800,269.220612
"677",274.920013,276,269.200012,269.950012,6342300,266.867859
"678",273.390015,278.769989,273.190002,276.399994,5497900,273.244171
"679",277.98999,278.149994,273.040009,276.320007,4631100,273.1651
"680",273.470001,275.76001,272.709991,274.079987,2755100,270.950684
"681",274.549988,278.630005,273.950012,276.25,2929500,273.095886
"682",276.769989,276.850006,270.440002,275.100006,2975900,271.959015
"683",275.959991,278.149994,274.850006,275.910004,2623800,272.759766
"684",277.790009,278.589996,270.910004,271.170013,5540800,268.073853
"685",270.299988,273.73999,270,273.149994,3092000,270.03125
"686",275.630005,277.440002,269.059998,271.119995,4120300,268.024414
"687",270.25,272.98999,266.609985,272.75,4083600,269.635834
"688",273.230011,275.440002,272.630005,273.890015,2924600,270.762817
"689",275.390015,275.630005,267.690002,269.130005,3175700,266.057129
"690",270.98999,272.070007,269.320007,271.570007,3128700,268.46936
"691",271.48999,273.649994,270.040009,270.940002,3066400,267.846497
"692",268.160004,268.940002,262.519989,264.480011,4308900,261.460297
"693",264.25,268.540009,260.410004,268.290009,3948100,265.226776
"694",269.51001,274.480011,269.160004,274.059998,2671400,270.930908
"695",271.309998,273.5,270.410004,272.190002,2861900,269.082245
"696",269.820007,271.079987,266.589996,267.070007,2818900,264.341156
"697",269.959991,273.140015,269.5,272.23999,2169600,269.458344
"698",271.559998,274.709991,271.26001,273.829987,2194700,271.032074
"699",276.200012,280,275.119995,275.910004,3493000,273.090881
"700",277.559998,278.559998,275.559998,276.380005,2042500,273.556061
"701",277.209991,279.959991,275.959991,278.559998,3006600,275.713715
"702",277.100006,279.029999,274.799988,278.269989,2689400,275.426727
"703",279.350006,280.440002,275.929993,276.51001,2396600,273.684784
"704",275.23999,276.679993,269.899994,270.630005,4052300,267.864807
"705",271.929993,274.359985,269.5,274.299988,2921200,271.497284
"706",274.899994,275.350006,261.01001,261.26001,5619500,258.590576
"707",262.679993,264.190002,258.51001,260.850006,5367000,258.184753
"708",263.559998,269.329987,263.559998,268.75,3791900,266.004028
"709",266.26001,272.179993,265.559998,270.190002,2760200,267.429321
"710",273.26001,275.929993,271.369995,275.929993,3796600,273.110657
"711",277.600006,278.290009,273.079987,274.290009,4706700,271.487427
"712",274.640015,277.470001,273,277.149994,3485500,274.318207
"713",276.380005,279.089996,275.059998,276.809998,5356000,273.981689
"714",279,280.390015,276.119995,279.049988,2880000,276.198792
"715",280.640015,282.23999,275.809998,276.329987,3726600,273.506561
"716",276.5,276.950012,268.420013,269,4717500,266.251495
"717",270.299988,271.670013,268.880005,269.859985,3742900,267.102661
"718",270.019989,275.079987,269.859985,272.790009,4277800,270.002777
"719",271.700012,274.950012,271.700012,274.890015,2241300,272.081268
"720",273.079987,277.130005,273.059998,277,2132600,274.169708
"721",277.600006,279.5,275.769989,277.140015,2217200,274.308289
"722",276.51001,280.459991,275,278.070007,3320600,275.22879
"723",277.450012,279.630005,276.700012,279.630005,2365900,276.772827
"724",280.640015,280.899994,278.130005,280.779999,2544200,277.911102
"725",280,281.769989,278.399994,280.859985,2715900,277.990295
"726",281.519989,286.579987,280.940002,285.309998,3013800,282.394806
"727",285,287.730011,282.859985,285.380005,2903900,282.464111
"728",284.600006,286.519989,283.589996,284.450012,2777000,281.54361
"729",284.829987,285.359985,281.209991,282.570007,2968100,279.6828
"730",284,288.98999,283.700012,287.609985,3760200,284.671326
"731",288.5,290.649994,287.820007,289.380005,5712800,286.423218
"732",289.029999,292,288.910004,291.700012,2163500,288.719543
"733",290.230011,293,290.230011,292.230011,1754400,289.244141
"734",290.589996,290.75,283.890015,286.470001,3062300,283.542938
"735",282.200012,287.600006,281.5,287.089996,2528300,284.156586
"736",288.5,289.619995,286.119995,286.839996,2743300,283.90918
"737",287.950012,290.950012,286.399994,289.850006,2580300,286.888428
"738",292.309998,292.5,289.679993,290.399994,2425200,287.4328
"739",289.190002,290.959991,288.26001,289.059998,1903000,286.106476
"740",289,290.170013,287.709991,288.609985,2514300,285.661041
"741",289.76001,290.320007,288.109985,290.049988,2298100,287.086395
"742",289.899994,292.75,288.269989,292.209991,2746400,289.224365
"743",290.790009,296.529999,289.799988,296.089996,3565400,293.064697
"744",298.109985,299.480011,296.859985,296.959991,4210700,293.925751
"745",298.5,298.5,293.769989,296,3354500,292.975616
"746",295.200012,297.299988,294.73999,294.73999,2902700,291.728455
"747",294.48999,298.179993,294.109985,297.529999,2536900,294.48996
"748",300.549988,300.549988,296.809998,298.570007,5099400,295.519379
"749",298.73999,299.829987,297.100006,297.269989,3590500,294.232574
"750",297.959991,298.309998,296.600006,297.480011,641100,294.44043
"751",298.109985,299.369995,297.799988,299.200012,1369200,296.142914
"752",300,301.529999,298.179993,300.73999,2042600,297.667145
"753",300.829987,301.049988,295.279999,297.720001,2717600,294.67804
"754",296.100006,298.929993,295.769989,298.589996,2478600,295.539124
"755",300.459991,303.529999,299.5,303.390015,3272400,300.290131
"756",299.459991,302.420013,298.600006,300.429993,2501300,297.360352
"757",297.359985,301.329987,296.019989,301.230011,3307200,298.152191
"758",301.73999,303.380005,299.880005,300.209991,3182000,297.142548
"759",300.779999,306.950012,300.51001,305.100006,3224400,302.385529
"760",308.279999,310.940002,308.019989,309.100006,3292600,306.349915
"761",311.579987,311.950012,308.73999,311.170013,2948000,308.40152
"762",313.26001,315.640015,312.899994,315.209991,3236400,312.405548
"763",316.179993,316.420013,309.859985,310.640015,4951400,307.876251
"764",312.190002,315.730011,311.040009,314.25,4664200,311.454132
"765",317.5,320.329987,314.98999,320.299988,3323300,317.450256
"766",321.429993,324.029999,319.23999,323.660004,4821000,320.780396
"767",322.410004,325.660004,321.48999,321.929993,5998600,319.065796
"768",324.950012,326.790009,324.119995,324.309998,3518500,321.424622
"769",325,325.25,322.320007,324.980011,4188300,322.088654
"770",326.570007,327.089996,321.660004,323.670013,3634700,320.790314
"771",315.100006,319.359985,312.5,315.769989,4367500,312.960571
"772",315.799988,321.519989,315.459991,320.269989,3486200,317.420502
"773",323,324.440002,316.769989,320.320007,4389400,317.470093
"774",319,324.700012,318.01001,324.459991,3512100,321.573242
"775",323.140015,324.459991,314.5,315.940002,5586800,313.129059
"776",318.799988,325.480011,318.429993,324.519989,4240100,321.632751
"777",328.23999,331.73999,326.290009,329.119995,4158200,326.191772
"778",335,335,324.170013,328.320007,3868000,325.398895
"779",329.320007,331.230011,327.679993,329.299988,3422000,326.370209
"780",328,329.850006,325.869995,327,2584200,324.090698
"781",325.619995,330.279999,325.51001,330.279999,3848100,327.341461
"782",335,335.519989,329.660004,330.920013,3449300,327.97583
"783",330.820007,334.450012,329.220001,334.160004,2451000,331.186951
"784",332.309998,337.829987,332.130005,335.839996,3001000,332.852051
"785",337.459991,341.040009,337.029999,340.950012,2716300,337.916595
"786",341.619995,343.100006,340.390015,341.23999,3597300,338.20401
"787",343.98999,347.23999,342.630005,344.559998,3040300,341.494446
"788",345.73999,347.25,338.170013,344.450012,4316000,341.385406
"789",342.549988,343.890015,335.609985,339.700012,4997100,336.677643
"790",317.51001,329.339996,313.839996,324.670013,7816000,321.781403
"791",321.339996,323.230011,300.76001,302.890015,12715700,300.19519
"792",302,307.890015,297.890015,298.040009,9403300,295.388336
"793",285.029999,297.450012,280.940002,285.820007,13814600,283.277039
"794",274.890015,290.390015,273.549988,290.25,12846000,287.667633
"795",298.890015,306.959991,289.440002,306.73999,9688100,304.010956
"796",314.589996,314.589996,290.829987,292,8051100,289.402069
"797",299.109985,302.799988,292.75,302.359985,6463800,299.669922
"798",295.709991,298.709991,288.23999,290.730011,6621300,288.143402
"799",282.690002,288.850006,278.619995,287.01001,7061500,284.456482
"800",265,279.23999,261.179993,262.01001,8498300,259.678864
"801",276.420013,280.869995,262.859985,280.570007,8131400,278.07373
"802",272.950012,274.040009,263.309998,269.76001,8366800,267.359955
"803",244.529999,262.48999,240.929993,241.5,15031500,239.351379
"804",258.779999,270.029999,245.5,270.01001,9934900,267.607697
"805",234.490005,257.730011,229.259995,235.649994,12111500,233.553421
"806",240.479996,250.5,231.960007,237.880005,12665200,235.76358
"807",222.339996,229.100006,213.220001,227.929993,11352800,225.902084
"808",224.009995,238.5,211.550003,227.149994,9126400,225.129044
"809",236.020004,236.020004,210,211.419998,10518600,209.538986
"810",203.279999,215.679993,199.990005,203.300003,11588700,201.491241
"811",215.919998,238.440002,215,237.070007,11654800,234.9608
"812",247.899994,266.299988,240.360001,256.480011,12642700,254.198074
"813",257.899994,265.809998,252.619995,263.179993,9957900,260.838501
"814",250.240005,256.070007,244.699997,247.649994,7819300,245.446655
"815",245.850006,254.25,244.649994,253.25,5765800,250.996811
"816",252.460007,253.419998,241.080002,241.559998,10373900,239.410843
"817",230.940002,237.100006,227.100006,228.610001,6646200,226.576065
"818",228.389999,239.369995,227.350006,238.880005,6446600,236.754669
"819",236.979996,239.880005,230.309998,237.029999,4163000,234.921127
"820",252,267.109985,250.009995,265.940002,8636700,263.573944
"821",281.609985,282.869995,258.480011,259.079987,8627300,256.774933
"822",262.51001,271.880005,258.910004,270.950012,5690100,268.95462
"823",275.130005,276,267.720001,269.399994,6662900,267.415985
"824",268.200012,268.700012,255.75,263.339996,7114400,261.400635
"825",269.880005,275.640015,269.200012,270.720001,6354400,268.726318
"826",260.51001,262.950012,255.619995,257.140015,10240700,255.246323
"827",258.390015,258.390015,244.710007,246.759995,11455400,244.942734
"828",258.25,260.700012,251.509995,259.970001,10412100,258.05545
"829",254.509995,256.630005,249.669998,251.729996,6042700,249.876144
"830",246.649994,249.389999,244.100006,245.350006,5964600,243.543137
"831",251.460007,258.600006,251,256.910004,5083200,255.01799
"832",259.390015,262.420013,255.270004,255.860001,4270600,253.975708
"833",258.429993,259.829987,252.830002,258.76001,3824200,256.85434
"834",260.220001,265.720001,259.51001,265.119995,4099900,263.167542
"835",270.399994,272.649994,262.959991,264.600006,4344000,262.651367
"836",278.450012,285,276.26001,283.690002,8505000,281.600769
"837",278.429993,281.630005,273.410004,274.970001,5898900,272.944977
"838",268.700012,273.98999,267.209991,268.73999,5067800,266.760895
"839",265.5,270.070007,263.01001,269.26001,3747100,267.277008
"840",276.839996,277.850006,273.299988,273.980011,3926200,271.96228
"841",276.959991,276.959991,271.549988,272.440002,3261900,270.433624
"842",277.809998,282.450012,277.23999,278.470001,4371400,276.41922
"843",283.399994,283.420013,279.5,282.440002,3215400,280.359985
"844",279.5,282.809998,277.630005,281.230011,4056900,279.158875
"845",280.450012,282.329987,272.109985,272.109985,4031400,270.106049
"846",272.299988,276.070007,264.190002,269.160004,4802100,267.177765
"847",270.200012,277.559998,263.959991,277.309998,6294200,275.267792
"848",276.040009,279.140015,273.290009,278.940002,3813300,276.885712
"849",285.459991,292.089996,285,289.899994,6037800,287.765015
"850",289.170013,297.820007,287.48999,290.730011,5211800,288.588928
"851",295.75,301.149994,295.390015,298.799988,4592200,296.599518
"852",299.369995,299.929993,292.75,294.26001,3944100,292.092926
"853",295.059998,296.799988,293.01001,294.910004,2897000,292.738129
"854",304.619995,305,301.940002,303.329987,5246900,301.096161
"855",304,304.730011,292.119995,299.769989,5147900,297.562347
"856",300.980011,310,298.839996,302.299988,4520800,300.07373
"857",302,304.429993,298.869995,300.890015,4930100,298.674103
"858",300.799988,303.059998,297.899994,301.399994,2841800,299.180328
"859",304.98999,306.109985,301.690002,303.589996,4131300,301.354248
"860",305.480011,308.109985,302.209991,307.070007,3429700,304.808563
"861",305.440002,306.619995,299.339996,301.369995,4147700,299.150574
"862",306.809998,312.179993,305.649994,311.880005,5058200,309.583191
"863",311.059998,313.579987,307.049988,310.410004,3724300,308.123993
"864",309.779999,313.470001,308.200012,311.48999,3314800,309.196045
"865",312.390015,316.059998,310.290009,313.149994,4089000,310.843781
"866",305.01001,306.48999,291.059998,291.25,6505300,289.105042
"867",298.790009,299.98999,290.890015,297.790009,4512200,295.596954
"868",290,298.920013,288.75,297.170013,5932900,294.981537
"869",305.910004,309.089996,300.109985,304.480011,4013100,302.23764
"870",305,307.480011,303.079987,303.76001,2566400,301.52298
"871",301.829987,305.100006,300.5,304.850006,2776600,302.60495
"872",309.5,309.5,296.5,296.5,4533500,294.316437
"873",299.600006,304.950012,297.730011,304.440002,3489200,302.197968
"874",307.029999,310.429993,304.420013,306.880005,3801500,304.619934
"875",305,305.519989,293.059998,294.01001,5086000,291.844788
"876",294.160004,298.390015,290.670013,298.01001,3294800,295.815308
"877",296.880005,298.109985,289.170013,289.339996,4922500,287.209167
"878",291.339996,293.149994,285.149994,292.929993,3642200,290.772705
"879",293.089996,296.600006,291.01001,295.700012,4283500,293.522369
"880",295.959991,303.269989,295.119995,301.170013,3801300,298.952087
"881",304.329987,306.890015,301.309998,302.420013,3290100,300.19281
"882",306.649994,307.320007,303.170013,305.570007,3013300,303.319641
"883",303.190002,307.790009,299.399994,299.910004,3633100,297.701355
"884",300.910004,301.540009,297.399994,300.149994,4115000,298.337433
"885",299.619995,300.720001,290.559998,294.589996,5042800,292.810974
"886",294,296.959991,291.5,295.679993,3030900,293.894409
"887",297.859985,298.619995,290.019989,290.179993,4853700,288.427643
"888",292,299.100006,288.649994,298.950012,4795900,297.144714
"889",303,306.769989,301.390015,305.720001,5257300,303.87381
"890",302.970001,303.529999,298.910004,299.350006,3312100,297.542297
"891",301.730011,305.23999,299.410004,304.059998,3169800,302.223846
