"","SRE.Open","SRE.High","SRE.Low","SRE.Close","SRE.Volume","SRE.Adjusted"
"117",116,116.239998,115.440002,115.519997,850500,100.046852
"118",115.639999,115.639999,113.43,113.879997,1909900,98.626534
"119",113.860001,114.019997,113.290001,113.370003,870100,98.184845
"120",113.209999,113.75,112.709999,112.809998,1294800,97.699829
"121",112.830002,114.220001,112.559998,114.040001,1561800,98.765099
"122",113.589996,114.720001,113.169998,113.720001,2038200,98.48793
"123",114.389999,114.849998,113.110001,113.18,1122100,98.020279
"124",112.580002,113.620003,112.110001,112.989998,1141400,97.855736
"125",113.089996,114.07,112.739998,112.75,1008600,97.647873
"126",113.129997,113.129997,112.029999,112.18,456800,97.154228
"127",111.43,111.699997,110.68,111.139999,862200,96.964897
"128",110.879997,111.290001,110.580002,110.919998,729300,96.772957
"129",111.129997,111.160004,110.349998,110.529999,848200,96.432709
"130",111.019997,111.379997,110.589996,110.769997,842500,96.642097
"131",111.059998,111.139999,110.459999,110.870003,1136400,96.72934
"132",111.900002,112.209999,111.330002,111.5,1146300,97.278984
"133",111.440002,112.459999,110.980003,111.610001,968300,97.374947
"134",112.370003,112.690002,111.839996,112.150002,792900,97.846092
"135",112.220001,112.220001,111.599998,112.029999,998300,97.741386
"136",112.330002,112.5,111.940002,112.199997,600600,97.889709
"137",112.370003,112.940002,111.800003,112.940002,646400,98.535324
"138",113.290001,114.07,112.93,114.059998,707700,99.512474
"139",113.989998,114.93,113.339996,114.93,845900,100.271523
"140",114.919998,114.949997,113.239998,113.330002,927500,98.875595
"141",113.370003,113.370003,112.580002,112.760002,692100,98.378281
"142",112.690002,113.339996,112.400002,113.330002,884900,98.875595
"143",113.209999,113.209999,112.290001,113.080002,998900,98.657471
"144",112.970001,113.720001,112.529999,113.040001,772800,98.622574
"145",113.150002,113.589996,112.650002,113.010002,1652900,98.596405
"146",113.010002,114.93,112.849998,114.489998,1319800,99.887627
"147",114,115.080002,113.760002,115.040001,629600,100.367493
"148",114.779999,116.269997,114.690002,116.029999,1207800,101.231224
"149",116.290001,117.370003,115.300003,117.190002,999100,102.243263
"150",117.190002,117.589996,116.639999,117.120003,955700,102.182198
"151",117.029999,117.580002,116.82,117.489998,869200,102.504997
"152",117.550003,117.550003,116.279999,116.730003,821700,101.841934
"153",116.339996,116.400002,115.040001,116.059998,1347100,101.257393
"154",116.199997,116.199997,115.239998,115.610001,518000,100.864777
"155",115.650002,116.440002,115.32,116.43,1021500,101.5802
"156",115.699997,116.949997,115.699997,116.800003,1133000,101.903015
"157",116.889999,117.199997,116.589996,116.959999,566700,102.042603
"158",117.080002,117.410004,115.739998,115.790001,720100,101.021828
"159",115.629997,116.629997,115.339996,116.550003,848000,101.684914
"160",116.769997,118.779999,116.650002,118.400002,1847400,103.298927
"161",118.43,118.769997,117.900002,118.279999,1169200,103.194252
"162",118.230003,118.690002,117.040001,118.629997,1078900,103.499603
"163",118.449997,119.199997,118.260002,119.07,897300,103.883492
"164",119.07,119.660004,119,119.029999,996800,103.848579
"165",119.57,119.57,118.690002,119.209999,742700,104.005623
"166",119.269997,119.459999,118.730003,118.779999,639700,103.630478
"167",118.489998,118.669998,117.519997,117.75,645300,102.73185
"168",117.970001,118.220001,117.730003,117.93,829300,102.888878
"169",118.309998,118.559998,117.529999,117.940002,439300,102.897606
"170",118.059998,118.32,117.309998,117.639999,848800,102.63588
"171",117.870003,117.870003,116.720001,117.199997,776900,102.251991
"172",117.400002,119.190002,116.75,118.970001,1000300,103.796234
"173",118.949997,119.190002,118.440002,119.160004,568800,103.961998
"174",118.959999,120.099998,118.800003,120.059998,956300,104.747223
"175",119.900002,120.169998,117.589996,118.339996,960100,103.24659
"176",118.059998,118.690002,117.980003,118.120003,1102300,103.054634
"177",118.150002,119.419998,117.639999,119.089996,1360700,103.900932
"178",119.669998,119.709999,118.849998,119.290001,1662300,104.075424
"179",119.209999,119.419998,117.160004,117.660004,1258300,102.65332
"180",117.75,118.169998,117.269997,117.580002,796300,102.583527
"181",117.599998,118.110001,116.410004,116.580002,1408400,101.71106
"182",116,116.860001,115.889999,115.910004,1248200,101.845505
"183",116.379997,116.379997,115.720001,115.940002,1194700,101.871857
"184",116.110001,117.010002,115.709999,116.879997,1098600,102.6978
"185",116.860001,117.040001,116.18,116.260002,879900,102.153023
"186",115.849998,115.959999,114.019997,114.5,923400,100.606583
"187",114.050003,114.599998,113.550003,114.580002,970700,100.676872
"188",114.440002,114.75,113.900002,114.129997,886700,100.281479
"189",114.559998,115.18,113.919998,113.980003,870000,100.149681
"190",114.019997,114.169998,113.550003,113.870003,1123900,100.053047
"191",113.879997,114.620003,113.760002,114.559998,1166700,100.659302
"192",114,114,111.269997,112.019997,2225700,98.427513
"193",111.610001,111.980003,110,111.949997,1373000,98.366005
"194",112.199997,113.260002,112.199997,112.629997,1024600,98.963501
"195",112.949997,114.510002,112.760002,113.809998,1710000,100.000313
"196",114.57,115.510002,114.169998,114.940002,1432200,100.993217
"197",114.93,116.169998,114.510002,115.959999,1161000,101.88945
"198",116.260002,116.489998,114.110001,114.870003,1237800,100.931709
"199",114.559998,114.889999,114.139999,114.459999,712800,100.571434
"200",114.279999,114.589996,113.57,114.040001,1121500,100.202423
"201",113.440002,114.059998,112.849998,113.050003,798300,99.332535
"202",113.260002,114.349998,113.239998,114.089996,2185600,100.246323
"203",113.970001,114.290001,113.599998,114.129997,1235500,100.281479
"204",114.330002,114.68,114.050003,114.43,1520200,100.545082
"205",114.25,115.029999,114.010002,114.959999,1125500,101.010773
"206",114.629997,114.699997,113.269997,114.309998,1748400,100.439629
"207",115.220001,115.760002,114.550003,115.110001,1197300,101.14257
"208",114.82,116.190002,114.779999,115.639999,1167400,101.608269
"209",115.440002,117.720001,114.099998,117.449997,2481100,103.198624
"210",117.599998,117.970001,116.809998,117.5,1348800,103.242577
"211",116.970001,117.269997,115.910004,116.629997,1447600,102.478134
"212",116.760002,117.860001,116.459999,117.809998,1405700,103.514946
"213",117.540001,119.339996,117.540001,118.980003,1271400,104.542992
"214",119.32,119.440002,118.550003,118.870003,995100,104.446335
"215",118.989998,120.860001,118.550003,120.519997,1108100,105.896126
"216",120.25,121.379997,120.129997,121.029999,1632600,106.344238
"217",120.589996,121.699997,120.580002,121.379997,824600,106.651772
"218",120.629997,121.360001,120.349998,121.129997,1239000,106.432114
"219",121.379997,122.309998,121.010002,121.959999,794300,107.161385
"220",121.639999,122.620003,121.559998,122.230003,1513800,107.398643
"221",122.68,122.980003,120.410004,120.410004,1900600,105.799461
"222",120.360001,120.610001,119.559998,119.860001,1339300,105.316216
"223",119.620003,120.18,119.160004,119.510002,1701700,105.00869
"224",119.550003,119.889999,118.699997,118.800003,1321700,104.384842
"225",119.019997,119.330002,118.449997,118.82,1360300,104.402405
"226",118.949997,119.599998,118.220001,118.660004,974700,104.261818
"227",118.959999,119.32,118.449997,118.699997,306600,104.296974
"228",118.959999,119.650002,118.529999,119.43,886500,104.938393
"229",119.599998,120.470001,119.459999,119.580002,1313400,105.07019
"230",119.099998,120.400002,118.660004,120.260002,1053000,105.667664
"231",120.25,121.559998,120.150002,120.989998,1738000,106.30909
"232",121.339996,121.730003,119.720001,120.480003,1195300,105.860985
"233",120.269997,121.589996,120.019997,120.489998,908800,105.869766
"234",120.5,120.540001,115.660004,116.220001,3136500,102.117889
"235",116.220001,116.650002,115.379997,116.309998,1703300,102.196953
"236",116.040001,116.629997,115.309998,116.43,1933500,102.302391
"237",116.129997,116.730003,114,116.690002,1921400,102.530861
"238",116.529999,118.080002,116.129997,118.029999,1640800,103.708275
"239",117.07,117.07,114.540001,114.690002,1608700,100.773537
"240",115.309998,115.93,114.669998,115.239998,1867800,101.256798
"241",114.589996,115.910004,114.050003,115.779999,1191700,101.731277
"242",116.489998,117.550003,115.300003,116.529999,1944000,102.390266
"243",116.480003,116.809998,114.459999,115.07,1170600,101.10743
"244",115.110001,115.599998,112.169998,112.190002,1162000,98.576881
"245",112.360001,112.650002,111.519997,111.93,1426200,98.348427
"246",110.809998,111.25,106.699997,106.910004,4550300,93.937553
"247",105.860001,108.769997,105.029999,108.309998,2239600,95.167694
"248",108.209999,108.860001,107.669998,107.940002,961600,94.842575
"249",108.32,108.919998,107.540001,107.830002,1071100,94.745926
"250",107.360001,107.849998,106.720001,107.080002,1274000,94.810562
"251",107.279999,107.580002,106.540001,106.919998,872700,94.668892
"252",107.239998,107.480003,105.279999,105.349998,2285500,93.278793
"253",102.989998,108.5,102.989998,108.139999,3571400,95.749115
"254",108.089996,109.690002,106.849998,107.419998,3502700,95.111603
"255",108.839996,109.739998,107.599998,108.449997,12607600,96.023582
"256",108.449997,108.529999,107.620003,108.480003,3887800,96.050163
"257",108.559998,108.699997,107.519997,107.620003,4307000,95.288681
"258",106.849998,107.5,106.730003,107.190002,2579400,94.907974
"259",107.269997,107.550003,106.389999,106.699997,1839100,94.474098
"260",106.339996,107.440002,106.129997,106.889999,2561900,94.642319
"261",107.779999,107.809998,106.5,107.059998,3808700,94.792854
"262",106.959999,107.089996,106.029999,106.589996,2153300,94.376709
"263",106.209999,106.580002,104.93,106.019997,3442400,93.872009
"264",106.129997,106.529999,105.68,105.989998,2167800,93.845459
"265",106.660004,106.959999,104.830002,105.050003,2748500,93.013161
"266",105.139999,107.099998,105.080002,106.220001,2601500,94.049103
"267",106.230003,106.459999,105.459999,105.68,3445400,93.570984
"268",105.949997,106.470001,105.57,106.400002,1835100,94.208473
"269",106.720001,106.739998,104.620003,105.529999,3059400,93.438148
"270",105.099998,105.419998,103.660004,104.449997,2433100,92.481911
"271",104.5,106.18,104.400002,105.830002,2633500,93.703796
"272",106,107.169998,105.550003,107.019997,2787200,94.757439
"273",107.099998,109.190002,105.839996,106.529999,2977200,94.323586
"274",105.900002,106.720001,105.18,105.580002,2005600,93.482422
"275",105.459999,107.110001,103.940002,104.25,3137200,92.304825
"276",103.360001,103.779999,100.629997,103.400002,3161400,91.552223
"277",103.410004,105.110001,103.019997,104.089996,3910500,92.163155
"278",103.790001,104.970001,102.93,103.360001,3074000,91.516808
"279",103.730003,106.809998,102.919998,106.110001,3397300,93.951714
"280",106.169998,107.209999,105.339996,106.620003,1698100,94.403282
"281",106.389999,107.220001,105.059998,106.809998,1470600,94.571487
"282",106.050003,106.300003,105.160004,105.470001,1146000,93.38504
"283",106.080002,108,105.32,107.980003,2222800,95.607445
"284",107.730003,109.309998,107.540001,109.010002,1328500,96.519417
"285",108.610001,109.209999,106.709999,107.540001,2287500,95.217865
"286",107.519997,108.18,105.379997,105.43,2563200,93.349609
"287",105.959999,107.489998,105.059998,106.639999,1990600,94.420982
"288",106.879997,109.639999,106.879997,109.57,1514100,97.015251
"289",109.459999,110.010002,108.800003,109.510002,4028800,96.962143
"290",110.989998,111.309998,108.370003,110.040001,3101800,97.431396
"291",110.330002,110.599998,108.709999,108.980003,1693300,96.492859
"292",109.080002,110.120003,107.209999,107.639999,1903100,95.306381
"293",107.57,108.709999,105.839996,107.089996,1284400,94.819405
"294",107.139999,111.129997,106.639999,110.690002,1955300,98.006927
"295",110.68,111.849998,108.970001,109.360001,1478800,96.829323
"296",109.019997,109.730003,107.779999,108.559998,1335100,96.120979
"297",108.709999,110.199997,108.57,109.790001,1845100,97.210037
"298",110.019997,110.379997,108.290001,109.080002,2497800,96.581413
"299",108.870003,109.949997,108.339996,109.75,2270500,97.174629
"300",110.279999,110.949997,109.550003,110.699997,1504400,98.015793
"301",111.07,113.110001,111.029999,112.860001,1970100,99.928268
"302",112.599998,113.540001,111.199997,112.199997,1818900,99.343903
"303",112.010002,113.139999,111.269997,113.019997,4184900,100.069954
"304",112.779999,113.339996,111.839996,112.43,1662700,99.547554
"305",112.169998,112.870003,110.559998,110.599998,2200300,97.927246
"306",110.919998,111.699997,109.959999,110.410004,1923600,97.75901
"307",109.720001,112.279999,109.260002,110.510002,1303500,98.647194
"308",110.459999,111.82,108.720001,108.970001,1142700,97.272514
"309",109.010002,110.220001,108.290001,109.980003,1185600,98.174088
"310",110.029999,112.480003,109.629997,111.18,1940100,99.245277
"311",111.400002,111.629997,109.970001,110.330002,1837900,98.486519
"312",110.669998,111.669998,109.889999,111.220001,1107900,99.280991
"313",111.400002,111.690002,109.190002,110.129997,1515800,98.307961
"314",109.919998,110.129997,108.870003,109.379997,2030400,97.638519
"315",109.400002,110.639999,109.080002,110.339996,1899900,98.495445
"316",110.209999,111.830002,108.959999,111.529999,1788100,99.557701
"317",111.959999,112,110.639999,111.129997,2084300,99.200638
"318",111.080002,112.349998,110.489998,111.779999,1245300,99.780876
"319",111.849998,112.269997,111.470001,111.68,1635800,99.691597
"320",111.519997,112.099998,110.82,110.989998,1145100,99.075661
"321",111.300003,111.690002,110.050003,110.269997,1781200,98.432968
"322",110.129997,111.339996,110.129997,110.620003,2170500,98.745399
"323",111.150002,111.970001,110.760002,111.790001,1930500,99.789795
"324",111.910004,112.940002,111.43,112.599998,1738400,100.51284
"325",112.660004,113.370003,111.540001,111.599998,1862700,99.620186
"326",111.099998,111.830002,109.639999,110.370003,1882200,98.52224
"327",110.559998,111.389999,109.349998,109.809998,2167900,98.022339
"328",109.650002,110.230003,108.790001,109.300003,1924600,97.567085
"329",109.610001,110.300003,108.830002,109.889999,4483700,98.093758
"330",109.739998,110.82,108.989998,109.309998,1384700,97.576012
"331",109.169998,110.519997,108.730003,110.379997,1573200,98.531158
"332",110.370003,112.019997,110.099998,111.629997,2688000,99.646965
"333",111.860001,112.510002,111.720001,111.800003,1951800,99.798721
"334",111.889999,112.089996,111.25,111.660004,1437200,99.673759
"335",111.32,111.919998,110.839996,111.160004,1365700,99.227425
"336",110.870003,111.419998,109.550003,111.410004,1034000,99.450584
"337",111.160004,112.349998,111.160004,111.800003,2598100,99.798721
"338",109.889999,112.32,108.839996,110.68,2878300,98.79895
"339",110.110001,110.349998,106.129997,106.440002,3056600,95.014099
"340",106.25,106.25,104.599998,105.139999,1971200,93.853645
"341",105.75,106.529999,105.139999,106.389999,1991100,94.969467
"342",106.620003,107.589996,106.400002,107.080002,1834500,95.585396
"343",107.050003,107.620003,106.080002,106.510002,1754700,95.076599
"344",105.43,106.040001,104.410004,105.239998,2568600,93.942909
"345",105.410004,105.43,103.18,103.339996,2426200,92.24688
"346",103.550003,103.589996,101.989998,102.18,1821300,91.211403
"347",102.25,102.639999,100.900002,101.970001,1991300,91.023933
"348",102.849998,103.019997,101.300003,102.639999,1534300,91.622009
"349",103,103.739998,102.720001,103.43,2436600,92.327209
"350",103.510002,105,102.879997,104.860001,2340500,93.603706
"351",104.650002,105.5,103.720001,105.209999,1511500,93.916138
"352",104.910004,105.529999,104.800003,105.190002,1475700,93.898293
"353",105.029999,106.010002,103.82,105.790001,2307300,94.433868
"354",105.129997,106.32,104.610001,106.239998,3144400,94.835564
"355",105.93,107.269997,105.110001,106.529999,3027600,95.094437
"356",105.779999,106.629997,104.059998,104.300003,2170300,93.103828
"357",104.279999,104.650002,103.040001,103.400002,2347000,92.300423
"358",103.410004,103.709999,102.510002,102.809998,1860000,91.773758
"359",102.949997,103.230003,100.489998,100.709999,1713300,89.899185
"360",100.919998,102.129997,100.5,100.760002,2240400,89.943832
"361",101.290001,101.5,100.660004,101.43,1181200,90.541901
"362",114.779999,119.779999,114.080002,117.190002,11968800,104.610138
"363",116.089996,117.919998,115.580002,117.129997,3976400,104.556557
"364",117.230003,117.519997,113.919998,114.010002,3360500,101.771484
"365",114.739998,114.739998,113.190002,113.32,3009700,101.155563
"366",112.82,113.309998,110.459999,111.910004,6617800,99.896904
"367",111.739998,113.18,111.5,112.669998,3744200,100.575325
"368",112.809998,114.279999,112.449997,113.269997,1954900,101.110916
"369",113.089996,113.120003,112.360001,112.559998,4563800,100.477135
"370",112.389999,114.93,111.220001,113.089996,2938100,100.950233
"371",113.510002,115.410004,112.830002,115.139999,2454200,102.780182
"372",115.18,116.800003,115.18,116.610001,1570900,104.0924
"373",115.669998,117.25,115.440002,115.730003,2554500,103.306854
"374",115.239998,117.339996,115.239998,115.93,2358500,103.48539
"375",116.910004,117.629997,114.769997,115.110001,4601300,102.753395
"376",113.889999,116.849998,113.120003,116.110001,2500500,104.458244
"377",115.260002,116.370003,114.629997,115.540001,1563900,103.945442
"378",115.919998,117.029999,114.849998,116.120003,687800,104.467239
"379",116.43,117.360001,115.839996,117.300003,1602200,105.528824
"380",117.32,118.18,117.050003,117.779999,1318500,105.960655
"381",118,118.360001,115.160004,115.629997,1572200,104.026405
"382",114.970001,117.68,114.5,117.300003,1260800,105.528824
"383",113.949997,116.190002,113.949997,115.68,6886800,104.071404
"384",115.709999,116.690002,115.25,115.629997,2379100,104.026405
"385",116,116.779999,115.629997,116.510002,1707000,104.818108
"386",116.540001,116.629997,115.139999,115.760002,1621600,104.143356
"387",116.279999,116.330002,115.330002,115.610001,1056800,104.008423
"388",115.199997,115.599998,114,114.32,1486300,102.84787
"389",114.18,115.93,113.360001,115.309998,2012700,103.738518
"390",114.720001,116.5,113.43,114.260002,2554200,102.793892
"391",114.400002,115.339996,113.480003,113.57,1438900,102.173149
"392",113.57,114.860001,112.57,114.5,3968300,103.009796
"393",114.68,115.589996,114.010002,115.470001,1364700,103.882462
"394",115.910004,116.400002,114.699997,115.769997,1369500,104.152374
"395",115.800003,116.440002,114.540001,114.970001,2038800,103.432648
"396",115.040001,115.290001,114.199997,114.480003,1234700,102.991806
"397",115,115.68,114.379997,115.589996,1686800,103.990417
"398",114.68,115.099998,113.389999,114.900002,1119900,103.369667
"399",114.910004,116.230003,114.379997,116.029999,1164900,104.386276
"400",115.720001,117.900002,115.169998,116.790001,2228600,105.07
"401",116.260002,116.949997,114,115.349998,2383900,103.774498
"402",114.970001,116.099998,113.769997,115.970001,1194900,104.332291
"403",115.57,116.019997,114.949997,115.07,931900,103.522606
"404",115.169998,115.769997,114.599998,114.730003,1133100,103.216728
"405",114.720001,115.720001,114.150002,114.440002,1456400,102.955818
"406",114.599998,115.010002,114.059998,114.889999,2084500,103.360657
"407",114.870003,115.580002,114.120003,114.239998,1274000,102.775887
"408",114.269997,115.440002,113.68,114.449997,1656700,102.964821
"409",114.459999,116.120003,113.910004,116.019997,1323300,104.377274
"410",115.449997,118.059998,115.449997,116.849998,3142500,105.123978
"411",118,118.019997,116.510002,116.949997,1355800,105.213951
"412",117.110001,117.220001,115.75,116.230003,1290500,104.566208
"413",116.300003,116.650002,115.089996,115.480003,1007100,103.891464
"414",115.160004,116.32,115.150002,115.68,917900,104.071404
"415",115.800003,116.519997,115.410004,116.400002,736300,104.719139
"416",116.75,116.800003,114.919998,115.639999,996100,104.035416
"417",115.400002,116.300003,115.150002,115.57,2672200,103.972435
"418",115.809998,116.870003,115.43,116.669998,2152600,104.962059
"419",116.699997,117.599998,116.18,116.599998,999000,104.899048
"420",116.449997,117.349998,115.699997,116.080002,1455900,104.431244
"421",116.370003,117.449997,116.099998,116.989998,2142900,105.249924
"422",117.010002,118.279999,116.690002,118.139999,1856300,106.284523
"423",118.279999,118.970001,117.699997,118.029999,1203800,106.185562
"424",117.139999,117.589996,116.379997,116.849998,1216500,105.123978
"425",117.309998,118.199997,116.910004,117.599998,1072000,105.798714
"426",117.690002,118.199997,116.080002,117.220001,1965100,105.456863
"427",117.169998,118.290001,116.900002,117.779999,1946500,105.960655
"428",117.839996,119.059998,117.190002,118.669998,1375700,106.761337
"429",118.120003,127.220001,117.129997,118.730003,2627100,106.815331
"430",118.940002,119.720001,117.970001,118.870003,1105900,106.941277
"431",120,120,117.019997,117.269997,2651600,105.501831
"432",117.339996,117.339996,114.269997,115.139999,2157100,103.585579
"433",114.75,114.860001,113.540001,114.32,1771300,103.653587
"434",114.5,115.980003,114.5,115.209999,5306900,104.460541
"435",114.809998,115.300003,113.190002,113.580002,1648200,102.982635
"436",113.279999,113.510002,112.32,112.470001,2476300,101.976196
"437",112.57,113.370003,111.019997,111.059998,2072500,100.697754
"438",111.190002,112.769997,110.989998,112,2265500,101.550041
"439",112.339996,113.959999,112.339996,113.75,2690200,103.136772
"440",113.489998,114.32,113.080002,113.830002,1801000,103.209312
"441",114.339996,115.82,113.989998,115.739998,1421600,104.941101
"442",115.849998,116.550003,113.669998,114.620003,1530900,103.925598
"443",114.230003,114.959999,113.199997,114.889999,1283400,104.170395
"444",115,116.540001,114.980003,116.199997,1338800,105.358177
"445",116.790001,117.279999,115.959999,116.550003,1163600,105.675529
"446",116.790001,117.150002,115.349998,116.400002,2005400,105.539513
"447",116.18,117.889999,115.389999,115.459999,2087500,104.687218
