"","HSIC.Open","HSIC.High","HSIC.Low","HSIC.Close","HSIC.Volume","HSIC.Adjusted"
"255",57.160786,57.694118,56.752941,57.513725,1656735,57.513725
"256",57.341175,58.376472,57.152943,58.305882,1505903,58.305882
"257",58.305882,58.35294,57.411766,57.607841,1799152,57.607841
"258",57.55294,57.568626,55.803921,57.090195,2071365,57.090195
"259",57.043137,57.545097,56.517647,57.490196,1596173,57.490196
"260",57.803921,58.823528,57.30196,58.69804,1333013,58.69804
"261",58.823528,59.898041,58.611767,59.639217,2646390,59.639217
"262",60.07843,60.588234,59.294117,59.882355,5290868,59.882355
"263",59.513725,59.952942,58.392159,58.52549,2267333,58.52549
"264",58.549019,59.592155,58.337254,59.576469,1461660,59.576469
"265",59.709805,59.960785,59.341175,59.929413,1323450,59.929413
"266",59.819607,60.337254,59.192158,59.843136,1532550,59.843136
"267",60.094116,60.933334,59.874512,60.713726,1983517,60.713726
"268",60.972549,61.568626,60.360783,61.286274,1825672,61.286274
"269",61.254902,61.960785,60.823528,61.905884,1936087,61.905884
"270",61.890198,62.384315,61.694118,62.282352,1570928,62.282352
"271",61.843136,62.305882,61.207844,61.231373,2884943,61.231373
"272",61.262745,61.262745,58.862743,59.356861,2457690,59.356861
"273",58.996078,59.22353,57.882355,59.043137,1567995,59.043137
"274",58.815685,59.38039,58.17255,58.313725,1714365,58.313725
"275",58.243137,58.823528,56.305882,56.313725,2451825,56.313725
"276",55.733334,58.015686,55.176472,57.670589,3379387,57.670589
"277",57.317646,58.431374,57.184315,57.231373,2249738,57.231373
"278",57.168629,57.30196,55.545097,55.568626,2364105,55.568626
"279",55.929413,56.729412,55.105881,56.274509,2378385,56.274509
"280",56.690197,57.403923,55.992157,56.611767,2926635,56.611767
"281",51.294117,53.30196,49.419609,52.8549,15740130,52.8549
"282",52.494118,53.882355,52.478432,53.670589,3278790,53.670589
"283",53.874512,53.874512,52.713726,53.631374,2737298,53.631374
"284",53.505882,55.819607,53.333332,54.52549,3658102,54.52549
"285",57.678432,57.811764,52.988235,53.309803,5738138,53.309803
"286",53.435295,55.247059,52.909805,53.866669,3999420,53.866669
"287",54.313725,54.729412,53.200001,53.309803,2412045,53.309803
"288",53.458824,53.701962,51.92157,53.372547,2489055,53.372547
"289",53.294117,53.803921,52.439217,53.090195,1692690,53.090195
"290",53.043137,53.599998,52.69804,52.713726,2042550,52.713726
"291",52.972549,53.121571,51.898041,51.913727,1735657,51.913727
"292",50.972549,51.568626,49.286274,49.756863,5571878,49.756863
"293",49.411766,51.278431,49.066666,51.129414,3064718,51.129414
"294",50.972549,52.133331,50.627453,51.796078,1888402,51.796078
"295",51.905884,51.992157,51.137257,51.788235,1555245,51.788235
"296",51.537254,52.674511,51.466667,52.650982,2149013,52.650982
"297",52.721569,53.113724,52.086273,52.650982,1686442,52.650982
"298",52.831371,53.913727,52.572548,53.670589,1541475,53.670589
"299",53.631374,53.929413,52.415688,53.215687,2026867,53.215687
"300",53.662746,53.788235,53.027451,53.364704,1309680,53.364704
"301",53.772549,53.811764,53.129414,53.568626,1718700,53.568626
"302",53.450981,53.615685,53.043137,53.325489,1902427,53.325489
"303",53.545097,53.843136,53.160786,53.372547,2532150,53.372547
"304",53.30196,53.670589,52.266666,53.200001,4803308,53.200001
"305",53.333332,53.803921,51.035294,51.545097,3111765,51.545097
"306",51.466667,52.039215,51.129414,51.505882,1145588,51.505882
"307",51.294117,52.219608,51.168629,51.709805,2964885,51.709805
"308",51.772549,52.415688,50.635296,50.658825,2195423,50.658825
"309",51.443138,51.788235,50.431374,51.403923,2025975,51.403923
"310",51.709805,51.890198,50.768627,51.043137,2010420,51.043137
"311",51.207844,52.470589,51.043137,51.976471,2210978,51.976471
"312",52.282352,53.098038,52.133331,52.713726,1706460,52.713726
"313",52.494118,53.082352,51.207844,51.631374,2144805,51.631374
"314",51.835293,52.478432,51.090195,52.423531,1157318,52.423531
"315",52.431374,54.360783,52.400002,53.733334,2581238,53.733334
"316",53.92157,53.92157,52.878429,53.192158,1725075,53.192158
"317",52.760784,53.231373,51.968628,52.376472,1639778,52.376472
"318",52.556862,53.286274,52.062744,52.44706,1474538,52.44706
"319",52.941177,55.537254,52.941177,54.384315,3189795,54.384315
"320",53.811764,54.486275,53.694118,54.17255,1404285,54.17255
"321",54.400002,54.862743,53.678432,54.682354,2247570,54.682354
"322",54.886276,55.05098,53.686275,54.101959,1254728,54.101959
"323",54.329411,55.576469,53.968628,54.8549,1621928,54.8549
"324",55.215687,55.843136,54.752941,55.701962,1077248,55.701962
"325",55.725491,55.960785,55.207844,55.631374,1423665,55.631374
"326",55.427452,55.607841,54.274509,54.705883,1314270,54.705883
"327",54.807842,54.807842,53.835293,54.17255,1472498,54.17255
"328",56.486275,58.180393,55.866669,57.874512,4512863,57.874512
"329",57.035294,58.729412,56.878429,57.905884,4554045,57.905884
"330",57.764706,58.462746,56.862743,58.423531,2286968,58.423531
"331",58.368626,59.905884,58.07843,59.803921,1962352,59.803921
"332",60.023529,60.329411,59.639217,60.235294,1868257,60.235294
"333",60.415688,60.478432,59.450981,59.607841,2107958,59.607841
"334",59.443138,60.415688,58.956863,60.290195,1863157,60.290195
"335",59.92157,60.478432,59.22353,60.070587,2790720,60.070587
"336",59.654903,59.654903,57.858826,58.839214,2559945,58.839214
"337",58.564705,59.47451,58.007843,59.254902,1934047,59.254902
"338",59.498039,60.376472,59.396076,59.819607,3878677,59.819607
"339",58.925491,59.466667,55.64706,55.74902,5290485,55.74902
"340",55.592155,56.77647,54.52549,56.141174,2501423,56.141174
"341",56.494118,57.254902,56.415688,56.956863,1637610,56.956863
"342",57.05098,57.592155,56.44706,57.207844,1473135,57.207844
"343",57.035294,57.521568,56.611767,57.505882,1554608,57.505882
"344",57.239216,57.309803,56.486275,56.823528,1497488,56.823528
"345",56.862743,57.168629,56.580391,56.784313,1164458,56.784313
"346",56.682354,56.77647,56.015686,56.690197,1482315,56.690197
"347",56.713726,57.035294,56.298038,56.423531,1584315,56.423531
"348",56.792156,57.066666,55.803921,56.047058,1304453,56.047058
"349",56.117645,56.227451,55.725491,55.92157,1093185,55.92157
"350",55.678432,55.74902,54.870586,55.388233,1809225,55.388233
"351",55.47451,55.584312,54.69804,55.30196,1156170,55.30196
"352",55.498039,56.415688,55.066666,55.239216,1094715,55.239216
"353",54.878429,55.152943,54.25098,54.901962,1828222,54.901962
"354",55.176472,56.313725,54.917648,56.156864,2366400,56.156864
"355",55.960785,56.054901,53.913727,54.274509,4575720,54.274509
"356",54.713726,55.317646,54.290195,54.533333,1333905,54.533333
"357",54.486275,55.498039,54.400002,55.090195,1127228,55.090195
"358",55.121571,55.670589,54.996078,55.160786,1534590,55.160786
"359",55.231373,56.156864,55.200001,55.82745,1375598,55.82745
"360",55.74902,56.415688,55.568626,55.835293,1361445,55.835293
"361",55.898041,56.61961,55.866669,56.564705,1333013,56.564705
"362",56.549019,57.788235,56.549019,57.098038,1372283,57.098038
"363",57.105881,57.427452,56.666668,57.231373,1053405,57.231373
"364",57.733334,57.733334,56.690197,56.729412,1187790,56.729412
"365",56.768627,57.262745,56.470589,57.160786,1231395,57.160786
"366",56.745098,57.576469,56.533333,57.482353,2128103,57.482353
"367",57.200001,57.317646,57.019608,57.176472,1222725,57.176472
"368",56.650982,57.035294,56.486275,56.784313,1210485,56.784313
"369",56.815685,57.082352,56.313725,56.400002,1415378,56.400002
"370",56.682354,57.003922,56.298038,56.517647,1946415,56.517647
"371",56.823528,58.799999,55.960785,58.580391,5502773,58.580391
"372",58.572548,59.066666,58.015686,58.462746,2300483,58.462746
"373",58.360783,59.419609,58.17255,58.713726,2236605,58.713726
"374",58.666668,59.098038,57.772549,57.882355,1968855,57.882355
"375",57.780392,57.835293,55.435295,56.988235,2203328,56.988235
"376",57.011765,57.443138,56.541176,56.972549,1770975,56.972549
"377",56.870586,57.576469,56.541176,57.521568,1573223,57.521568
"378",57.803921,58.462746,57.64706,58.054901,765255,58.054901
"379",58.345097,58.862743,58.031372,58.815685,1714237,58.815685
"380",58.933334,59.890198,58.901962,59.450981,1256003,59.450981
"381",59.670589,61.137257,59.38039,59.850979,3877657,59.850979
"382",59.929413,60.368626,58.972549,59.498039,1278060,59.498039
"383",57.874512,59.411766,57.874512,58.501961,1589160,58.501961
"384",58.682354,59.160786,58.17255,58.650982,1136663,58.650982
"385",58.847057,59.160786,58.643139,58.713726,872992,58.713726
"386",58.847057,58.847057,57.92157,58.101959,881662,58.101959
"387",57.843136,58.627453,57.756863,58.564705,837420,58.564705
"388",58.509804,58.784313,57.560783,57.835293,1176443,57.835293
"389",58.039215,59.184315,57.427452,58.650982,1873995,58.650982
"390",58.627453,59.098038,58.117645,59.066666,919275,59.066666
"391",59.152943,60.509804,59.027451,60.094116,1262505,60.094116
"392",60.109802,60.886276,59.874512,60.25098,1096500,60.25098
"393",60.243137,60.650982,59.709805,60.501961,889185,60.501961
"394",60.650982,61.098038,60.125488,60.494118,880770,60.494118
"395",60.25098,61.278431,59.976471,60.847057,1071383,60.847057
"396",60.792156,62.227451,60.603924,62.039215,1880752,62.039215
"397",62.094116,62.627453,61.521568,62.282352,1867875,62.282352
"398",62.054901,62.549019,61.505882,61.654903,1325363,61.654903
"399",61.654903,61.952942,60.415688,61.811764,857947,61.811764
"400",61.796078,63.270588,61.639217,62.925491,3092768,62.925491
"401",64.290199,67.066666,63.435295,64.44706,4289355,64.44706
"402",63.247059,63.247059,61.192158,62.588234,2586720,62.588234
"403",62.549019,62.894119,61.498039,61.803921,1373685,61.803921
"404",62.101959,62.274509,61.22353,61.592155,1421115,61.592155
"405",61.341175,61.372547,60.486275,60.682354,1312868,60.682354
"406",60.729412,61.325489,60.486275,61.035294,1425578,61.035294
"407",61.152943,61.631374,60.799999,61.372547,1705695,61.372547
"408",61.137257,61.654903,60.486275,61.529411,1651508,61.529411
"409",61.529411,62.549019,61.152943,62.094116,1103895,62.094116
"410",61.976471,63.333332,61.976471,63.011765,1925887,63.011765
"411",62.909805,64.227448,62.909805,64.054901,1165478,64.054901
"412",64.282356,64.52549,63.701962,64.282356,946942,64.282356
"413",64.047058,64.886276,63.592155,64.258827,1475685,64.258827
"414",64.141174,64.219604,63.639217,63.803921,743708,63.803921
"415",63.764706,63.764706,63.137257,63.64706,1225530,63.64706
"416",63.92157,64.26667,63.599998,63.654903,1194038,63.654903
"417",63.772549,63.835293,63.058823,63.309803,1487798,63.309803
"418",63.427452,63.890198,63.215687,63.607841,1412445,63.607841
"419",61.176472,61.529411,60.211765,60.392159,2995613,60.392159
"420",60.392159,61.176472,60.133331,60.925491,1769827,60.925491
"421",60.603924,61.521568,59.670589,61.090195,1530510,61.090195
"422",60.015686,63.286274,60.015686,63.254902,2589015,63.254902
"423",63.286274,64.101959,62.792156,63.168629,1926270,63.168629
"424",63.152943,63.568626,62.752941,62.886276,1477215,62.886276
"425",63.098038,63.247059,62.643139,62.77647,561383,62.77647
"426",62.674511,63.592155,62.141174,63.498039,1022422,63.498039
"427",63.55294,65.152939,63.364704,64.996078,1303433,64.996078
"428",65.254906,65.388237,64.800003,65.23922,1120215,65.23922
"429",65.333336,65.599998,64.94902,65.403923,1134623,65.403923
"430",65.505882,66.886276,65.223526,66.188232,1113968,66.188232
"431",66,66.352943,65.498039,66.133331,1330463,66.133331
"432",66.211761,66.588234,65.709801,66.258827,924630,66.258827
"433",66.290199,67.458824,66.290199,67.356865,1222853,67.356865
"434",67.584312,67.92157,66.831375,67.192154,2058105,67.192154
"435",66.60392,66.745094,64.933334,65.623528,1607393,65.623528
"436",65.772552,66.235291,65.560783,66.149017,1074315,66.149017
"437",67.47451,68.556862,65.84314,66.60392,3145170,66.60392
