"","MAA.Open","MAA.High","MAA.Low","MAA.Close","MAA.Volume","MAA.Adjusted"
"62",101.540001,102.589996,101.220001,101.739998,534700,86.914841
"63",101.699997,102.029999,101.129997,101.769997,489900,86.940468
"64",101.75,103.550003,101.57,102.550003,638900,87.606819
"65",102.32,102.889999,101.769997,102.730003,505900,87.760582
"66",102.610001,103.099998,101.970001,102.790001,380000,87.811829
"67",102.900002,103.370003,101.900002,101.93,535900,87.077148
"68",101.860001,102.809998,101.400002,102.739998,564200,87.769119
"69",102.089996,103.080002,101.739998,102.849998,872000,88.613464
"70",102.690002,103.489998,101.629997,101.830002,1128300,87.734665
"71",101.809998,102.050003,100.800003,101.089996,727800,87.097076
"72",101.379997,101.730003,101.209999,101.720001,1130400,87.639893
"73",101.669998,102.389999,101.540001,101.900002,746700,87.794975
"74",101.93,102.050003,101.07,101.389999,541500,87.35556
"75",101.620003,101.690002,101.019997,101.559998,511300,87.502022
"76",101.489998,101.82,101.089996,101.269997,450100,87.252159
"77",101.93,102.650002,99.800003,101.330002,586300,87.303848
"78",101.419998,101.629997,100.910004,101.470001,670600,87.424492
"79",101.540001,101.910004,100.650002,101,960000,87.019554
"80",101,101,96.199997,98,1624600,84.434792
"81",97.290001,99.25,97.290001,99.209999,1085700,85.477303
"82",99.589996,100.010002,98.68,99.610001,650700,85.821945
"83",99.589996,100.309998,99.199997,99.57,559100,85.787483
"84",99.43,99.760002,98.139999,98.440002,391700,84.813889
"85",98.330002,99.099998,97.489998,99.019997,592300,85.313599
"86",99.120003,100.080002,98.839996,100.050003,540400,86.201042
"87",100.190002,100.220001,98.949997,99.410004,427200,85.649628
"88",99.25,99.290001,98.589996,98.760002,425900,85.0896
"89",98.57,99.230003,98.25,98.699997,469300,85.03791
"90",98.379997,99.339996,97.690002,98.790001,487900,85.115456
"91",98.830002,99.059998,98.040001,98.339996,576200,84.727753
"92",98.389999,99.400002,98.199997,99.150002,461700,85.425613
"93",98.93,99.480003,98.160004,98.699997,550700,85.03791
"94",98.510002,100.550003,98.510002,99.330002,569600,85.580704
"95",99.639999,100.400002,99.010002,99.889999,633600,86.063187
"96",100.110001,100.43,98.959999,100,642200,86.157974
"97",100.029999,100.849998,99.660004,100.059998,438400,86.209663
"98",100.279999,100.800003,99.760002,100.110001,336200,86.252739
"99",100.360001,100.779999,99.970001,100.529999,309300,86.614601
"100",100.839996,101.330002,99.75,100.790001,286700,86.8386
"101",101,101.940002,100.690002,101.129997,544500,87.131546
"102",101,101.480003,100.839996,101.050003,394900,87.06263
"103",101.080002,102.190002,101.080002,101.940002,1012500,87.829437
"104",101.82,102.25,101.120003,102.199997,904400,88.053444
"105",102.779999,104.709999,101.769997,104.290001,900100,89.854141
"106",104.139999,105.970001,103.760002,105.57,745400,90.956947
"107",105.650002,105.779999,104.599998,105.019997,576000,90.483109
"108",105.300003,106.839996,105.059998,106.790001,999700,92.008102
"109",106.790001,107.629997,105.959999,107.370003,750300,92.50782
"110",107.290001,107.940002,106.760002,107.199997,859200,92.361336
"111",107.040001,107.900002,106.830002,107.400002,754000,92.533669
"112",107.32,108.160004,107.209999,108.160004,674900,93.188469
"113",108.580002,109.360001,108.519997,108.879997,844800,93.808792
"114",108.720001,110.949997,108.720001,110,1082600,94.773758
"115",110.099998,110.129997,109.209999,110.040001,902000,94.80822
"116",110,110.790001,109.68,110.32,357000,95.049469
"117",110.269997,110.690002,108.620003,109.870003,618400,94.661743
"118",109.860001,110.230003,109.199997,110.190002,584100,94.937462
"119",110.099998,110.099998,108.970001,109.300003,585800,94.170662
"120",109.300003,110.389999,108.93,109.18,1314100,94.067268
"121",109.220001,109.839996,108.459999,108.599998,561600,93.567543
"122",108.379997,108.639999,106.639999,106.720001,1055900,91.947792
"123",106.830002,107.129997,106.07,106.25,662600,91.542839
"124",105.360001,106.209999,105.040001,105.599998,446500,90.982811
"125",105.440002,106.089996,104.720001,105.379997,683300,90.793251
"126",105.879997,106.129997,105.230003,105.900002,348400,91.24128
"127",105.910004,106.220001,104.589996,105.32,752700,90.74157
"128",104.199997,104.980003,101.540001,101.550003,937600,87.493431
"129",101.660004,102.830002,101.290001,102.370003,682100,88.199921
"130",102.370003,102.370003,100.540001,100.629997,682900,86.700752
"131",100.730003,100.739998,99.279999,99.589996,857700,85.80471
"132",99.639999,100.269997,99.300003,99.830002,935300,86.769501
"133",99.959999,100.059998,99.160004,99.739998,570800,86.691277
"134",100.059998,100.830002,99.940002,100.410004,571400,87.273621
"135",100.459999,101.57,100.160004,101.239998,666200,87.995033
"136",101.239998,101.559998,100.559998,100.919998,869000,87.716896
"137",101,101.559998,100.870003,101.300003,783300,88.047195
"138",101.610001,102.129997,100.940002,101.010002,693600,87.795128
"139",100.970001,101.410004,100.540001,101.190002,901700,87.951584
"140",101.489998,102.349998,101.019997,102.110001,804800,88.751228
"141",102.269997,102.269997,100.589996,101.410004,588300,88.142799
"142",101.400002,102.379997,101.129997,102.239998,416100,88.864197
"143",101.230003,103.470001,99.059998,102.900002,968700,89.437866
"144",103,104.639999,102.910004,103.709999,699300,90.141899
"145",103.75,103.889999,103.080002,103.529999,837500,89.985428
"146",103.800003,104.360001,103.360001,103.879997,460100,90.289642
"147",103.610001,104.010002,103.190002,103.849998,469100,90.263565
"148",103.860001,104.559998,102.910004,103.940002,409600,90.341805
"149",103.940002,104.650002,103.620003,103.760002,399000,90.185349
"150",103.830002,104.230003,103.239998,104.019997,374200,90.411346
"151",103.919998,104.400002,103.660004,104.360001,485800,90.706848
"152",104.360001,105.269997,104.150002,105.089996,546200,91.341339
"153",104.889999,105.279999,104.440002,104.480003,396000,90.811172
"154",104.800003,104.800003,103.809998,104.019997,392700,90.411346
"155",104.470001,106.349998,104.129997,106.199997,502400,92.306114
"156",106.07,107.190002,105.050003,107.099998,677100,93.088394
"157",107.410004,107.790001,106.5,106.690002,591300,92.732018
"158",106.550003,107.120003,106.230003,106.519997,472100,92.584274
"159",106.150002,106.150002,105.260002,105.769997,507600,91.932396
"160",105.849998,107.75,105.550003,107.449997,501100,93.392586
"161",107.449997,107.75,106.230003,106.889999,411800,92.905853
"162",106.769997,107.949997,106.769997,107.620003,311300,93.540367
"163",107.75,108.269997,107.370003,107.470001,563500,93.409988
"164",107.559998,108.120003,106.919998,107.089996,374700,93.079704
"165",107.089996,107.190002,105.300003,106.330002,529100,92.419128
"166",106.239998,107.099998,105.489998,105.779999,453100,91.941078
"167",105.650002,106.620003,105.110001,106.620003,327500,92.671188
"168",106.790001,107.239998,106.290001,106.459999,501000,92.532112
"169",106.629997,107.199997,106.199997,106.220001,311000,92.323524
"170",106.190002,106.879997,105.5,106.489998,542900,92.558205
"171",106.690002,106.870003,106.089996,106.370003,514200,92.453888
"172",106.519997,107.470001,106.449997,107.029999,558700,93.02755
"173",107.300003,108.440002,106.910004,107.940002,845600,93.818504
"174",108.169998,109.25,107.809998,109.110001,575400,94.835411
"175",108.860001,108.879997,106.559998,107.059998,508000,93.053612
"176",106.900002,106.93,105.889999,106.25,452300,92.349594
"177",106.040001,107.230003,105.370003,107.010002,406000,93.01017
"178",107.199997,108.220001,106.769997,108.220001,1412300,94.061859
"179",108.279999,108.660004,107.82,108.260002,753500,94.096619
"180",108.279999,108.419998,107.029999,107.699997,962300,93.609879
"181",107.620003,108.029999,106.82,107.300003,730300,93.26223
"182",107.209999,107.809998,107.120003,107.269997,690500,93.236145
"183",107.400002,107.730003,106.830002,107.160004,760100,93.140533
"184",107.260002,107.580002,106.839996,106.910004,446400,92.923248
"185",106.849998,107.5,106.769997,107.110001,513700,93.097084
"186",106.699997,107.059998,105.919998,106.050003,455100,92.175751
"187",105.949997,106.330002,105.489998,105.989998,419500,92.123604
"188",105.75,106.879997,105.629997,106.879997,537800,92.897171
"189",107.089996,107.400002,106.620003,107.199997,647200,93.175285
"190",107.269997,107.480003,106.43,107.18,541500,93.157936
"191",107.160004,107.989998,106.839996,107.879997,422500,93.766342
"192",108.18,109.059998,107.889999,108.260002,516900,94.096619
"193",107.849998,108.169998,106.809998,107.93,356800,93.809814
"194",107.82,108.660004,107.82,108.339996,525600,94.166168
"195",108.660004,109.300003,107.769997,108.519997,899400,94.322601
"196",108.5,109.190002,108.400002,108.800003,505600,94.565979
"197",108,108.669998,107.510002,108.660004,566300,95.205605
"198",109.699997,110.239998,108.610001,108.779999,513900,95.310722
"199",108.839996,109.050003,107.300003,107.550003,669600,94.23304
"200",107.349998,107.739998,106.900002,107.160004,703200,93.891327
"201",107.050003,107.230003,105.709999,105.82,818400,92.717247
"202",105.480003,106.150002,105.029999,105.089996,738100,92.077629
"203",105.120003,105.360001,104.449997,104.809998,749900,91.832314
"204",105.220001,105.220001,103.940002,104.410004,759200,91.481827
"205",104.300003,104.519997,103.099998,104.160004,684800,91.262794
"206",104.010002,104.839996,103.690002,104.220001,596300,91.315361
"207",102.75,102.75,99.610001,99.720001,1698300,87.372543
"208",99.5,100.580002,98.730003,100.550003,947500,88.099785
"209",100.809998,102.260002,100.660004,101.989998,950700,89.361473
"210",101.93,102.440002,101.540001,102.349998,709900,89.676895
"211",102.730003,103.389999,102.050003,103.110001,563800,90.342812
"212",103.089996,103.879997,101.980003,102.169998,587900,89.51918
"213",101.769997,103.970001,101.529999,103.389999,461700,90.58812
"214",103.580002,105.290001,103.529999,104.279999,452300,91.36792
"215",104.25,105.75,104.010002,105.029999,482200,92.025047
"216",105.199997,105.910004,105.199997,105.610001,389400,92.533249
"217",105.510002,106.209999,104.93,105.610001,341400,92.533249
"218",105.099998,106.059998,105.099998,105.470001,377500,92.410576
"219",105.739998,106.769997,105.139999,106.029999,583000,92.901222
"220",105.989998,105.989998,103.910004,103.940002,1180000,91.07003
"221",104.019997,104.220001,102.18,102.199997,973500,89.545486
"222",102.389999,103.57,101.879997,103.139999,635200,90.36908
"223",102.800003,103.230003,101.650002,102.360001,948700,89.685669
"224",102.669998,103.169998,102.050003,102.779999,709900,90.05365
"225",102.760002,104.660004,102.760002,104.589996,736700,91.639534
"226",104.290001,104.800003,103.629997,104.120003,430900,91.227737
"227",104.510002,104.75,104.099998,104.160004,207800,91.262794
"228",103.599998,104.089996,103.269997,103.290001,534000,90.500519
"229",103.239998,103.580002,102.489998,102.870003,524000,90.1325
"230",101.5,102.550003,100.699997,102.25,754200,89.589294
"231",102.309998,103,102.029999,102.440002,1160500,89.75576
"232",102.800003,103.400002,101.900002,102.839996,722300,90.106216
"233",102.800003,103.459999,101.849998,102.519997,624300,89.825829
"234",102.32,102.75,101.330002,101.410004,627900,88.853302
"235",101.730003,102.68,101.349998,102.330002,472500,89.65937
"236",102.089996,102.75,101.839996,102.269997,527600,89.606804
"237",102.190002,103.139999,101.879997,103.129997,493900,90.360336
"238",102.940002,103.279999,102.099998,102.879997,442300,90.141273
"239",103.150002,104.07,101.830002,103.879997,967400,91.017448
"240",103.900002,104.220001,102.349998,102.57,833100,89.869659
"241",102.080002,102.519997,101.43,102.449997,663000,89.764511
"242",103.040001,103.739998,102.809998,103.099998,1155700,90.334045
"243",103.169998,103.769997,102.82,102.949997,520200,90.202599
"244",102.769997,103.010002,99.010002,99.5,573500,87.179794
"245",99.43,100.760002,98.870003,99.480003,1056700,87.16227
"246",99.690002,100.18,98.540001,98.769997,438900,86.540199
"247",98.800003,100.040001,98.75,99.75,636800,87.398834
"248",100.010002,100.370003,99.610001,100.150002,296200,87.749313
"249",100.300003,100.559998,99.650002,100.07,287400,87.679207
"250",100.099998,100.699997,99.800003,100.559998,382200,88.108528
"251",100.860001,101.07,100.089996,100.559998,462300,88.108528
"252",100.599998,100.599998,99.480003,99.599998,901600,87.267418
"253",99.370003,100.169998,98.309998,99.489998,939900,87.171036
"254",99.110001,99.449997,96.510002,96.580002,735500,84.621353
"255",96.580002,96.989998,95.639999,96.150002,960100,84.244598
"256",96.160004,96.970001,96.07,96.480003,556600,84.53373
"257",96.389999,96.870003,94.839996,95.010002,643500,83.245758
"258",94.5,94.690002,93.389999,93.910004,7e+05,82.281967
"259",93.379997,93.830002,91.980003,92.07,605300,81.470512
"260",92,92.290001,90.879997,91.32,856700,80.806862
"261",91.629997,93.639999,91.629997,92.199997,885500,81.585548
"262",92.739998,93.209999,92.080002,92.870003,878200,82.178436
"263",92.470001,92.610001,91.129997,91.540001,672900,81.001526
"264",92.43,93.349998,91.82,92.519997,711600,81.868706
"265",92.5,93.25,92.230003,93.25,563800,82.514671
"266",93.400002,95.080002,93.089996,95,697300,84.063202
"267",94.849998,95.18,94.290001,94.610001,781800,83.718117
"268",94.620003,94.620003,93.800003,94.5,580700,83.620773
"269",94.769997,94.82,93.339996,94.510002,555200,83.629631
"270",94.230003,94.370003,93.07,93.25,580800,82.514671
"271",93,93.690002,92.779999,92.959999,705800,82.258072
"272",92.82,95.400002,92.589996,95.370003,1157500,84.39061
"273",94.5,95,91.110001,91.75,1467200,81.187363
"274",90.959999,92.129997,90.050003,91.690002,875100,81.134277
"275",91.730003,93.489998,88.900002,88.900002,1021800,78.665474
"276",87.889999,89.910004,86.949997,89.190002,1072800,78.922081
"277",88.800003,90.199997,87.849998,87.93,845600,77.807137
"278",87.540001,89.470001,85.300003,85.389999,982700,75.559547
"279",85.75,88.519997,85.75,87.75,1500900,77.647865
"280",88.32,88.720001,85.639999,87.739998,1059800,77.639
"281",87.830002,88.339996,87.190002,87.989998,769900,77.860237
"282",87.220001,87.910004,86.220001,87.849998,751800,77.736343
"283",88.089996,89.150002,87.629997,88.980003,645200,78.736259
"284",88.949997,89.879997,88.330002,88.75,1765600,78.532738
"285",88.269997,89.720001,87.029999,88.25,830500,78.090294
"286",88.059998,88.529999,85.480003,85.510002,875000,75.665741
"287",85.709999,86.75,85.309998,85.910004,846800,76.019684
"288",86.440002,88.110001,85.959999,88.050003,513100,77.91333
"289",88.339996,88.470001,87.279999,87.769997,610800,77.665543
"290",87.870003,88.260002,85.57,85.589996,699400,75.736534
"291",86.080002,87.480003,85.809998,85.82,1053200,75.940041
"292",85.510002,87.050003,85.269997,85.910004,968100,76.019684
"293",85.419998,86.089996,85.160004,85.68,836200,75.81617
"294",85.580002,87.440002,85.43,86.75,913300,76.762978
"295",86.68,86.860001,85.809998,86.220001,867900,76.293991
"296",86.029999,87.300003,86,86.699997,1502900,76.718727
"297",86.919998,87.480003,86.480003,87.029999,1072900,77.010735
"298",87.309998,89.370003,86.660004,89.360001,1060600,79.07251
"299",89.160004,89.760002,88.779999,89.339996,680600,79.05481
"300",89.830002,90.389999,89.209999,89.470001,616700,79.169846
"301",89.650002,90.5,88.910004,90.379997,855600,79.975082
"302",90.559998,91.349998,90.279999,90.849998,889400,80.390976
"303",91.129997,92.050003,90.82,91.900002,1075900,81.320091
"304",91.699997,91.699997,90.260002,91.029999,633000,80.550247
"305",91.110001,91.769997,89.449997,89.849998,745900,79.506088
"306",89.889999,90.580002,89.019997,89.470001,524900,79.169846
"307",89.110001,90.559998,88.129997,88.160004,742600,78.010651
"308",88.129997,88.339996,86.610001,86.830002,803200,76.833786
"309",87.540001,88.019997,87.129997,87.849998,600700,77.736343
"310",87.809998,89.440002,86.959999,88.199997,774100,78.046051
"311",88.669998,91.139999,88.639999,90.940002,716500,80.470627
"312",91.32,91.540001,90.489998,91.239998,990700,80.736076
"313",91.339996,91.339996,89.720001,90.279999,834100,79.886597
"314",90.589996,92.230003,90.040001,91.639999,872600,81.090027
"315",91.080002,92.739998,91.080002,92.5,691300,81.851021
"316",92.629997,92.629997,91.599998,92.440002,337200,81.797928
"317",92.599998,93.080002,91.779999,91.980003,732300,81.390884
"318",92.059998,92.599998,91.400002,91.889999,833900,81.311234
"319",92.309998,92.690002,91.790001,92.18,564300,81.567848
"320",91.989998,93.110001,91.720001,92.269997,671200,81.647484
"321",91.769997,91.769997,89.959999,90.43,745400,80.827873
"322",90.57,91.629997,90.440002,91.5,836300,81.784248
"323",91.699997,92.339996,91.010002,91.690002,708900,81.954086
"324",91.940002,93.160004,91.599998,92.650002,841800,82.812141
"325",92.809998,92.849998,91.910004,92,531900,82.231171
"326",91.739998,92.150002,89.849998,90.339996,579700,80.747429
"327",90.360001,90.760002,89.470001,89.610001,453000,80.09494
"328",89.940002,90.709999,89.360001,89.82,518900,80.282631
"329",89.919998,90.400002,89.260002,89.870003,567000,80.327332
"330",89.580002,90.190002,88.730003,89.720001,400400,80.19326
"331",89.989998,91.269997,89.550003,90.690002,504600,81.060272
"332",90.57,92.5,90.190002,91.910004,629800,82.150726
"333",92.110001,92.5,91.379997,91.459999,515800,81.748505
"334",91.57,92.769997,90.769997,92.519997,645200,82.695946
"335",92.209999,92.919998,91.199997,92.019997,916000,82.249023
"336",90.330002,92.690002,89.82,91.769997,870900,82.025581
"337",91.540001,92.589996,91.199997,92.339996,665200,82.535057
"338",92.720001,93.139999,92.360001,93.050003,413900,83.169678
"339",92.900002,92.900002,91.690002,92.029999,702200,82.257973
"340",92.190002,92.779999,91.989998,92.5,376500,82.67807
"341",93.150002,93.519997,92.519997,93.010002,467400,83.133919
"342",93.339996,93.82,91.889999,91.980003,544200,82.21328
"343",91.879997,92.300003,90.709999,91.529999,502700,81.811058
"344",90.879997,90.940002,88.790001,89.230003,553500,79.755295
"345",89.25,89.43,88.510002,88.900002,549500,79.460335
"346",88.949997,89.260002,87.940002,88.239998,419500,78.870407
"347",88.220001,88.470001,87.470001,87.93,516800,78.59333
"348",88.199997,88.879997,87.510002,88.589996,313600,79.183228
"349",88.980003,90.059998,88.470001,89.830002,892800,80.291588
"350",90.050003,92.239998,90.050003,91.650002,910400,81.918327
"351",91.5,91.699997,90.150002,90.879997,585400,81.23008
"352",91.07,92.199997,91.07,91.540001,534700,81.82
"353",91.260002,91.800003,90.529999,91.739998,627800,81.998772
"354",91.650002,94.080002,91.379997,93.989998,607300,84.009857
"355",93.220001,93.760002,92.510002,93.559998,724400,83.625519
"356",93.720001,94.779999,91.910004,94.550003,750200,84.510399
"357",94.870003,95.82,94.220001,95.550003,720700,85.404228
"358",95.779999,95.870003,94.949997,95.290001,784600,85.171814
"359",94.940002,95.419998,94.309998,95.309998,507400,85.189705
"360",95.309998,95.769997,94.809998,95.349998,525900,85.225441
"361",95.470001,96.589996,95.379997,96.290001,555000,86.065628
"362",96.199997,96.599998,95.779999,96.300003,626000,86.074585
"363",96.290001,97.470001,95.629997,97.089996,671400,86.780678
"364",97.300003,97.580002,95.220001,96,714100,85.806442
"365",96.239998,97.93,96.190002,96.870003,825800,86.584053
"366",96.989998,97.559998,96.339996,96.5,850100,86.253334
"367",96.349998,96.589996,95.419998,96.019997,604100,85.824303
"368",95.410004,97.120003,95.410004,96.290001,782400,86.065628
"369",96.139999,98.010002,95.730003,97.879997,1047000,87.486794
"370",98,98.970001,97.339996,98.830002,902500,88.335915
"371",98.900002,99.82,98.150002,99.580002,846200,89.006302
"372",99.650002,100.239998,99.18,99.779999,668900,89.185059
"373",99.830002,100.900002,99.32,100.050003,1467900,89.426384
"374",100.550003,101.349998,99.610001,99.889999,1288100,89.283379
"375",99.980003,101.459999,99.980003,101.25,757200,90.498962
"376",100.910004,101.730003,99.459999,100.669998,1019200,89.980545
"377",100.559998,100.980003,98.690002,99.419998,862600,88.863289
"378",99.400002,100.360001,98.870003,99.440002,541900,88.881157
"379",99.639999,99.75,98.93,99.650002,666600,89.068855
"380",99.970001,100.529999,99.669998,100.260002,653000,89.614098
"381",100.279999,100.279999,98.629997,99.050003,845600,88.532578
"382",99.050003,100.080002,98.580002,99.809998,730700,89.211868
"383",99.730003,100.43,99.290001,100.190002,580100,89.551514
"384",99.339996,99.839996,98.550003,99.68,318400,89.924103
"385",99.830002,100.110001,99.099998,99.449997,325500,89.716599
"386",99.160004,99.459999,98.400002,99.139999,430600,89.436951
"387",99.349998,99.410004,98.080002,98.449997,496200,88.814491
"388",98.389999,98.849998,97.699997,98.419998,353600,88.787422
"389",98.160004,100.169998,98.160004,99.519997,338700,89.779762
"390",99.239998,99.349998,97.480003,97.900002,531900,88.318306
"391",97.860001,98.010002,97.050003,97.889999,394200,88.309296
"392",97.860001,97.900002,96.949997,97.599998,466400,88.047668
"393",97.870003,99.169998,97.790001,98.519997,461600,88.877632
"394",98.959999,99.370003,98.489998,99.110001,281400,89.409889
"395",99.370003,99.470001,98.110001,98.660004,304600,89.003929
"396",98.660004,99.010002,98.040001,98.650002,238100,88.994911
"397",99.059998,101.389999,97.830002,100.779999,459600,90.916443
"398",99.989998,101.279999,99.32,101.120003,502000,91.22316
"399",99.790001,100.309998,98.300003,99.910004,864700,90.131577
"400",99.790001,102.110001,99.139999,101.849998,510100,91.881721
"401",101.809998,102.459999,101.160004,101.330002,380000,91.412621
"402",101.239998,101.239998,100.239998,101.029999,661500,91.141968
"403",101.239998,101.410004,100.269997,100.480003,353000,90.645821
"404",100.580002,101.279999,100.419998,101.209999,311300,91.304367
"405",101,101.480003,99.790001,99.849998,289300,90.077454
"406",99.75,100.910004,99.709999,100.720001,461800,90.86232
"407",100.660004,101.739998,100.470001,101.150002,294900,91.250214
"408",100.849998,101.889999,100.589996,101.690002,307500,91.737381
"409",101.900002,102.489998,101.400002,102.440002,362300,92.413963
"410",102.459999,103.150002,102.25,103.089996,331900,93.000351
"411",103.480003,104.040001,103.010002,103.129997,371100,93.036423
"412",102.910004,103.510002,101.809998,102.040001,340800,92.053131
"413",101.860001,102.360001,101.550003,102.089996,303400,92.098221
"414",102.260002,102.580002,101.730003,102.239998,269000,92.233536
"415",102,103.800003,102,103.529999,467400,93.397278
"416",103.809998,103.93,103.139999,103.57,579400,93.43338
"417",103.470001,104.589996,103.059998,104.489998,467400,94.263321
"418",104.730003,104.769997,103.870003,104.010002,350400,93.830299
"419",104.32,104.32,103.230003,103.43,304600,93.307083
"420",103.349998,103.879997,103,103.559998,391000,93.424362
"421",103.209999,104.089996,102.400002,103.010002,347900,92.9282
"422",102.669998,103.959999,102.32,103.510002,591900,93.379257
"423",103.82,104.510002,103.580002,103.660004,517400,93.514572
"424",103.169998,103.260002,102.379997,102.75,530000,92.693611
"425",103.169998,104.660004,103.169998,104.010002,475300,93.830299
"426",103.669998,104.980003,103.279999,104.029999,482200,93.848358
"427",104.059998,104.18,103.459999,103.720001,335400,93.568703
"428",104.32,104.349998,103.580002,103.75,598100,93.595764
"429",103.459999,103.489998,101.599998,102.279999,913500,92.269646
"430",102.300003,103.480003,101.860001,103.120003,934400,93.027428
"431",103.120003,103.199997,102.410004,103,457600,92.919159
"432",103.139999,103.230003,101.470001,101.790001,461000,91.827583
"433",101.860001,102.540001,101.309998,102.489998,533300,92.459076
"434",102.389999,103.970001,101.75,103.050003,1001600,92.964264
"435",102.809998,102.809998,100.330002,100.629997,697600,90.781113
"436",100.599998,101.330002,100.160004,100.940002,525800,91.060783
"437",100.989998,101.610001,99.5,99.589996,528600,89.842903
"438",99.489998,100.300003,98.879997,98.910004,893800,89.229477
"439",99.07,100.209999,99.07,100.18,964000,90.37516
"440",100.230003,100.309998,99.339996,99.559998,511800,89.815834
"441",99.699997,100.339996,99.309998,99.830002,471200,90.059418
"442",99.82,100.110001,97.769997,98.639999,463700,88.985886
"443",98.129997,98.540001,96.970001,98.040001,520800,88.444618
"444",98.230003,99.019997,98.089996,98.239998,565500,88.625046
"445",98.440002,100.389999,98.440002,99.849998,596100,90.077454
"446",99.860001,100.129997,98.919998,99.989998,753800,90.203751
"447",99.68,100.360001,98.32,98.470001,705300,88.832527
"448",98.760002,98.830002,95.580002,95.790001,1163800,86.414825
"449",95.690002,96.18,94.019997,94.610001,707500,86.180733
"450",94.470001,97.370003,94.269997,96.32,780500,87.738373
"451",96.580002,98.550003,95.82,98.239998,717300,89.487312
"452",97.949997,98.620003,97.099998,98.110001,465200,89.368881
"453",98.099998,98.790001,97.910004,98.239998,463600,89.487312
"454",98.129997,99.769997,98.129997,99.410004,441600,90.553078
"455",99.5,99.739998,96.980003,97,551900,88.357788
"456",96.419998,98.089996,95.970001,97.529999,454600,88.840553
