"","SIVB.Open","SIVB.High","SIVB.Low","SIVB.Close","SIVB.Volume","SIVB.Adjusted"
"144",178,178,172,176.990005,755500,176.990005
"145",178.470001,179.169998,177.419998,178.440002,591500,178.440002
"146",180.199997,184.720001,179.279999,183.389999,675500,183.389999
"147",182.979996,184.169998,181.75,183.330002,347400,183.330002
"148",183.5,184.740005,181.149994,181.440002,426600,181.440002
"149",184.009995,186.800003,182.199997,184.889999,440000,184.889999
"150",185.830002,187.710007,182.679993,182.850006,318600,182.850006
"151",183.139999,187.259995,182.759995,184.009995,505100,184.009995
"152",182.130005,183.940002,178.789993,179.550003,291200,179.550003
"153",177.779999,178.309998,172.550003,172.820007,360200,172.820007
"154",172.259995,174.619995,170.270004,172.029999,513100,172.029999
"155",175.160004,176.770004,173.190002,174.330002,397400,174.330002
"156",175.889999,177.039993,174.570007,174.660004,330000,174.660004
"157",175.240005,176.490005,173.279999,174.130005,378400,174.130005
"158",173.429993,174.639999,165.410004,166.300003,447800,166.300003
"159",165.649994,168.259995,163.690002,166.589996,428500,166.589996
"160",166.669998,167.630005,163.910004,164.839996,345300,164.839996
"161",165.960007,168.520004,165.419998,168.339996,266200,168.339996
"162",166.309998,170.899994,165.020004,168.429993,362000,168.429993
"163",169.570007,169.960007,167.960007,169.339996,239100,169.339996
"164",169.679993,171.490005,168.529999,169.639999,303300,169.639999
"165",169.789993,170.880005,167.539993,167.949997,190900,167.949997
"166",165.779999,166.630005,163.75,165.910004,356500,165.910004
"167",166.570007,170.649994,165.800003,169.630005,387700,169.630005
"168",169.830002,171.669998,169,169.339996,381600,169.339996
"169",169.710007,173.139999,169.309998,172.529999,267900,172.529999
"170",170.809998,171.660004,165.309998,167.179993,386500,167.179993
"171",168.029999,169.339996,166.979996,167.839996,269500,167.839996
"172",167.639999,167.75,159.440002,160.720001,625000,160.720001
"173",160.520004,164.440002,159.679993,162.460007,311100,162.460007
"174",165.229996,169.990005,162.940002,168.570007,363000,168.570007
"175",169.520004,172.610001,168.080002,171.240005,387500,171.240005
"176",171.539993,172.029999,170.100006,171.419998,318400,171.419998
"177",171.759995,172.229996,168.899994,168.979996,251500,168.979996
"178",168.759995,171.009995,167.990005,170.589996,978900,170.589996
"179",170.830002,173.259995,169.979996,172.649994,587700,172.649994
"180",173.009995,175.270004,172.309998,172.880005,458800,172.880005
"181",172.419998,177.600006,170.139999,177.220001,509200,177.220001
"182",177.25,179.5,176.160004,179.059998,299000,179.059998
"183",177.720001,180.369995,177.720001,179.820007,316100,179.820007
"184",178.940002,182.179993,178.610001,179.929993,302300,179.929993
"185",179.509995,181.580002,179.339996,180.679993,357600,180.679993
"186",183.619995,187.009995,182.710007,186.419998,484100,186.419998
"187",187,187.550003,183.669998,186.589996,308800,186.589996
"188",186.580002,191.380005,186.580002,187.089996,409800,187.089996
"189",186.539993,188.470001,184.75,187.960007,527600,187.960007
"190",188.910004,189.619995,185.259995,186.130005,279600,186.130005
"191",184.889999,186.149994,182.410004,182.690002,301100,182.690002
"192",183.600006,187.669998,183.600006,187.259995,354700,187.259995
"193",188.440002,191.470001,187.240005,189.100006,427700,189.100006
"194",189.229996,189.229996,186.899994,188,222500,188
"195",189.160004,189.710007,187.419998,188.929993,376400,188.929993
"196",188.919998,189.220001,186.770004,188.070007,513000,188.070007
"197",188.380005,189.429993,186.970001,187.429993,347100,187.429993
"198",186.160004,186.160004,183.509995,184.160004,376400,184.160004
"199",184.630005,186.5,184.429993,185.199997,194000,185.199997
"200",185.740005,185.949997,181.509995,181.639999,257500,181.639999
"201",182.300003,183.5,181.380005,182.699997,264300,182.699997
"202",181,186.610001,180.330002,185.179993,252100,185.179993
"203",189.389999,190.990005,188.770004,189.470001,416800,189.470001
"204",189.589996,189.630005,186.740005,186.800003,209400,186.800003
"205",188.529999,191.490005,187.949997,188.990005,273500,188.990005
"206",189.490005,190.100006,185.410004,188.580002,399500,188.580002
"207",188.729996,192.940002,186.160004,192.369995,390900,192.369995
"208",209.979996,223.820007,206.979996,216.690002,1875500,216.690002
"209",217.460007,222.520004,216.759995,220.940002,962000,220.940002
"210",221.860001,221.860001,218.009995,219.279999,556100,219.279999
"211",220.449997,221.820007,217.850006,218.729996,514800,218.729996
"212",218.419998,220.610001,215.779999,218.919998,433000,218.919998
"213",217.339996,220.399994,215.570007,219.520004,363600,219.520004
"214",219.490005,220.100006,217.100006,217.690002,305900,217.690002
"215",218.029999,218.119995,212.449997,215.059998,554200,215.059998
"216",214.539993,215.919998,208.309998,209.559998,587000,209.559998
"217",208.039993,212.119995,204.320007,208.229996,393000,208.229996
"218",208.809998,210.229996,207.809998,208.880005,278800,208.880005
"219",206.720001,212.720001,204.789993,212.259995,524600,212.259995
"220",210.399994,214.070007,210.399994,213.279999,354700,213.279999
"221",210,215.029999,208.229996,213.740005,342000,213.740005
"222",215,216.839996,212.029999,214.229996,353400,214.229996
"223",213.130005,216.529999,211.910004,215.220001,263300,215.220001
"224",215.070007,216.839996,214.080002,215.149994,305900,215.149994
"225",216.020004,216.440002,212.710007,214.919998,326700,214.919998
"226",215.610001,215.75,212.770004,214.080002,179900,214.080002
"227",215.110001,216.300003,213,213.100006,113600,213.100006
"228",213,215.610001,212.300003,213.410004,219400,213.410004
"229",214.600006,221.699997,214.309998,221.330002,262600,221.330002
"230",222.800003,229.669998,222.169998,226.979996,642200,226.979996
"231",229.220001,233.460007,226.009995,227.639999,567300,227.639999
"232",227.039993,230.800003,219.559998,228.169998,400900,228.169998
"233",232,236.179993,230.820007,231.270004,446300,231.270004
"234",233.410004,235.270004,226.110001,227.529999,385400,227.529999
"235",226.059998,231.029999,225.940002,228.660004,315200,228.660004
"236",228.279999,232.070007,226.210007,229.789993,425600,229.789993
"237",232.190002,233.649994,228.990005,232.270004,316100,232.270004
"238",232.259995,233.919998,230.410004,232.389999,562300,232.389999
"239",235.059998,235.919998,230.779999,234.899994,419900,234.899994
"240",234.619995,236.860001,230.869995,231.289993,664300,231.289993
"241",233.289993,234.789993,227.460007,229.669998,731300,229.669998
"242",228,239.399994,228,237.550003,1821000,237.550003
"243",240.699997,242.919998,237.589996,240.649994,712200,240.649994
"244",241.169998,242.559998,237.910004,238.229996,554500,238.229996
"245",240.490005,242.410004,232.410004,236.300003,459600,236.300003
"246",238.449997,242.479996,237.119995,241.669998,261300,241.669998
"247",241.919998,241.919998,235.410004,241.699997,284200,241.699997
"248",241,241,235.059998,236.169998,304800,236.169998
"249",235.839996,236.199997,234.110001,234.889999,368600,234.889999
"250",235.389999,237.899994,234.300003,237.710007,259500,237.710007
"251",238.789993,238.789993,233,233.770004,243000,233.770004
"252",235.889999,237.550003,233.350006,237.380005,395800,237.380005
"253",236.960007,238.339996,234.360001,237.669998,341900,237.669998
"254",239.570007,241.779999,238.179993,239.940002,721800,239.940002
"255",241.860001,244.440002,240.050003,243.850006,402400,243.850006
"256",243.889999,244.050003,241.160004,243.580002,409200,243.580002
"257",245.759995,249.449997,244.809998,246.889999,298700,246.889999
"258",247.220001,254.100006,247.220001,249.649994,299800,249.649994
"259",251.139999,253.199997,247.889999,250.649994,268500,250.649994
"260",252.139999,253.410004,250.179993,253.179993,346900,253.179993
"261",255.009995,257.23999,250.119995,251.699997,418800,251.699997
"262",253.710007,254.910004,249.729996,254.619995,270000,254.619995
"263",254.800003,257.109985,253.259995,253.990005,327500,253.990005
"264",253.610001,256.649994,253.509995,256.320007,379900,256.320007
"265",256.779999,259.459991,255.440002,259.350006,310500,259.350006
"266",258.890015,262.869995,257.049988,261.339996,440400,261.339996
"267",262.640015,263.089996,258.720001,260.720001,399800,260.720001
"268",262.790009,262.790009,258.220001,261.130005,479700,261.130005
"269",250,258.98999,250,257.829987,755000,257.829987
"270",257.73999,260.929993,249.820007,250.259995,415500,250.259995
"271",247.589996,252.570007,246,247.020004,456200,247.020004
"272",248.110001,254.839996,245.309998,246.550003,373700,246.550003
"273",245.279999,253.490005,243.690002,253.380005,352600,253.380005
"274",254,256.929993,247.869995,249.100006,398400,249.100006
"275",244.679993,248.740005,232.100006,235.779999,466500,235.779999
"276",233.960007,245.889999,226.610001,243.429993,815800,243.429993
"277",242.949997,247.100006,240.130005,240.520004,329000,240.520004
"278",241.210007,242.5,226.949997,227.080002,439700,227.080002
"279",231.850006,240.229996,226.75,238.649994,944000,238.649994
"280",239.899994,244.300003,236.460007,239.860001,388400,239.860001
"281",237.369995,242,237.059998,239.449997,370700,239.449997
"282",238.289993,249.5,232.410004,247.490005,482100,247.490005
"283",250.270004,254.380005,244.960007,248.869995,395600,248.869995
"284",247.080002,252.360001,240,248.809998,382300,248.809998
"285",248.080002,252.460007,246.149994,249.410004,343900,249.410004
"286",250.009995,254.839996,250.009995,252.570007,371900,252.570007
"287",254.570007,254.570007,243,243.820007,361800,243.820007
"288",244.679993,248.25,243.669998,248.080002,236700,248.080002
"289",249.259995,251.75,246.589996,251.710007,277700,251.710007
"290",250.399994,254.330002,247.479996,247.669998,319800,247.669998
"291",248.860001,257.299988,248.860001,248.979996,488500,248.979996
"292",249.710007,254.869995,247.830002,250.179993,382000,250.179993
"293",247.490005,256.940002,244.850006,255.860001,502700,255.860001
"294",253.449997,261.859985,248.970001,260.119995,422600,260.119995
"295",261.649994,266.230011,257.149994,266.109985,516900,266.109985
"296",261.690002,267.070007,260.079987,266.429993,423300,266.429993
"297",267.769989,270,261.26001,265.160004,299100,265.160004
"298",268.630005,271.790009,266.339996,270.720001,408400,270.720001
"299",269,271.480011,265.329987,267.480011,901900,267.480011
"300",269,271.480011,262.190002,262.190002,723900,262.190002
"301",263.040009,263.350006,258.130005,259.529999,591700,259.529999
"302",261.190002,262.730011,258.130005,259.769989,630400,259.769989
"303",261.470001,266.799988,259.799988,263.799988,11017300,263.799988
"304",265.51001,268.970001,258.26001,260.589996,648800,260.589996
"305",263.329987,265.160004,261,264.589996,577700,264.589996
"306",265.529999,268.730011,261.630005,265.040009,514000,265.040009
"307",260.540009,262.230011,250.289993,250.669998,752200,250.669998
"308",252.389999,253.630005,238.5,239.550003,813300,239.550003
"309",244.820007,249.929993,243.25,249.470001,602100,249.470001
"310",249.919998,250.929993,237.440002,239.210007,622100,239.210007
"311",238.869995,239.929993,232.270004,235.809998,1027000,235.809998
"312",238.100006,243.190002,235.830002,240.009995,717300,240.009995
"313",240,240.940002,227.779999,233.419998,793400,233.419998
"314",235.720001,238.649994,231.600006,236.490005,549800,236.490005
"315",231.139999,241.720001,231.009995,240.809998,587700,240.809998
"316",242.410004,244.979996,240.289993,242.279999,422500,242.279999
"317",239.289993,241.600006,232.639999,236.059998,707400,236.059998
"318",238.429993,243.320007,236.860001,237.110001,436000,237.110001
"319",241.800003,246.619995,239.660004,245.660004,659900,245.660004
"320",243.119995,245.759995,241.789993,243.589996,357100,243.589996
"321",245.910004,252.389999,244,250.559998,363000,250.559998
"322",253.899994,253.899994,245.389999,247.029999,620600,247.029999
"323",249.509995,252.009995,245.460007,246.570007,288200,246.570007
"324",249.199997,249.199997,243.679993,244.610001,400800,244.610001
"325",245.529999,247,241.830002,242.720001,576900,242.720001
"326",241.300003,251.160004,241.300003,249.139999,587100,249.139999
"327",250.539993,253.740005,248.759995,250.830002,476300,250.830002
"328",252.149994,255.830002,250.240005,254.229996,304300,254.229996
"329",257.23999,262.679993,253.210007,257.609985,697300,257.609985
"330",258.269989,259.839996,254.800003,257.579987,484300,257.579987
"331",257.790009,260.190002,256,257.369995,535600,257.369995
"332",300,306.940002,297.029999,305.609985,2129500,305.609985
"333",305.920013,306.809998,299.609985,299.609985,939500,299.609985
"334",295,308.369995,294.720001,305.459991,832300,305.459991
"335",304.220001,309.399994,299.779999,306.01001,846600,306.01001
"336",303,306.089996,294.230011,303.480011,639300,303.480011
"337",302.130005,309.230011,297.959991,305.820007,509000,305.820007
"338",306,309.480011,303.100006,307.320007,363800,307.320007
"339",306.51001,313.929993,306.51001,312.730011,538200,312.730011
"340",313.440002,318.709991,310.440002,317.119995,387600,317.119995
"341",317.839996,323.700012,315.839996,320.279999,401800,320.279999
"342",321.5,324.769989,319.579987,321.019989,343300,321.019989
"343",321.200012,322.559998,318.049988,319.200012,481600,319.200012
"344",317.959991,323,317.920013,321.290009,445500,321.290009
"345",319.920013,325.380005,318.140015,322.089996,361400,322.089996
"346",321.970001,325.350006,319.630005,323.359985,675500,323.359985
"347",324,325.929993,320,321.779999,386000,321.779999
"348",324.630005,326.230011,321.26001,322.200012,469300,322.200012
"349",323.670013,327.910004,322.859985,324.309998,284200,324.309998
"350",320.809998,324.470001,319.369995,323.700012,443300,323.700012
"351",322.700012,323.76001,317.600006,322.290009,356100,322.290009
"352",320.230011,322.209991,318.390015,319.459991,337200,319.459991
"353",315.769989,316.579987,305.160004,306.98999,877400,306.98999
"354",312.089996,317.769989,310.660004,314.980011,695300,314.980011
"355",314.920013,316.670013,310.200012,312.130005,517900,312.130005
"356",316.929993,319.700012,315.959991,317.730011,677100,317.730011
"357",318.519989,319.98999,316.25,319.519989,443400,319.519989
"358",320.209991,321.829987,317.619995,318.700012,374500,318.700012
"359",320.209991,325.720001,318.950012,323.589996,453500,323.589996
"360",325,326.570007,319.410004,322.399994,456100,322.399994
"361",322.209991,326.209991,319.869995,325.720001,384100,325.720001
"362",327.910004,329.649994,319.25,321.109985,371200,321.109985
"363",322.720001,323.380005,317.359985,320.140015,298000,320.140015
"364",320.529999,325.410004,316.850006,320.329987,360800,320.329987
"365",320.589996,320.600006,314.48999,316.48999,416900,316.48999
"366",314,318.309998,311.380005,315.820007,935500,315.820007
"367",312.929993,319.380005,312.029999,318.269989,260200,318.269989
"368",313.23999,317.019989,310.119995,316.779999,557100,316.779999
"369",319.980011,320.980011,317.649994,318.480011,254500,318.480011
"370",317.25,321.100006,312.130005,316.079987,318400,316.079987
"371",319.079987,319.279999,309.649994,310.170013,778200,310.170013
"372",308.48999,308.48999,297.480011,302.160004,756400,302.160004
"373",301.369995,302.890015,298.570007,299.309998,773500,299.309998
"374",300.380005,302.179993,288.980011,289.329987,806500,289.329987
"375",290.23999,293.140015,287.570007,291.649994,654300,291.649994
"376",293.230011,298.420013,288.559998,288.76001,472600,288.76001
"377",285.450012,294.420013,284.420013,292.23999,443000,292.23999
"378",293.399994,296.869995,287.880005,289.019989,222000,289.019989
"379",291.940002,292.630005,288.5,291.450012,450700,291.450012
"380",289.799988,296.980011,288.200012,295.420013,408000,295.420013
"381",296.649994,305.399994,296.649994,304.25,444100,304.25
"382",304.25,307.459991,299.450012,301.920013,399300,301.920013
"383",300.929993,305.450012,295.059998,300.920013,308000,300.920013
"384",303.230011,303.230011,296.76001,300.48999,386200,300.48999
"385",299.76001,300.48999,294.029999,295.299988,433700,295.299988
"386",296.609985,304.190002,296.609985,302.390015,411500,302.390015
"387",302.059998,310.100006,301.399994,308.190002,521400,308.190002
"388",309.459991,312.130005,307.579987,308.73999,469000,308.73999
"389",307.470001,308.290009,302.769989,307.019989,306500,307.019989
"390",307.670013,310.769989,305.179993,308.720001,291800,308.720001
"391",308.850006,316.269989,308.140015,315.480011,345800,315.480011
"392",317.589996,317.640015,310.420013,311.920013,379200,311.920013
"393",311.720001,313.98999,308.660004,310.76001,416700,310.76001
"394",311.769989,316.179993,310.790009,311.230011,627100,311.230011
"395",320.029999,333.73999,314.700012,317.320007,1088700,317.320007
"396",317.690002,321.070007,301.029999,301.600006,930300,301.600006
"397",302.970001,308.98999,301.5,307.880005,754400,307.880005
"398",308.23999,315.880005,308.23999,313.540009,494800,313.540009
"399",310.589996,321.369995,309.320007,320.809998,370000,320.809998
"400",321.940002,324.859985,319.73999,321.660004,544700,321.660004
"401",322.709991,328.76001,318.380005,324.769989,460500,324.769989
"402",324.769989,328.170013,319.76001,322.070007,331100,322.070007
"403",321.5,323.470001,320.200012,321.950012,251500,321.950012
"404",321.149994,322.309998,316.76001,319,287400,319
"405",315.589996,318.690002,313.829987,316.75,297200,316.75
"406",317.23999,321.799988,314.799988,315.290009,345600,315.290009
"407",317.329987,320.679993,314.660004,320.230011,245100,320.230011
"408",318,319.98999,314.459991,315.920013,357700,315.920013
"409",318.769989,325.940002,316.079987,321.410004,327600,321.410004
"410",321.160004,322.269989,319.390015,320.76001,595100,320.76001
"411",320.350006,324.910004,318.5,324.309998,402100,324.309998
"412",325.190002,330.269989,324.5,328.730011,391800,328.730011
"413",326.899994,330,325.950012,326.160004,193200,326.160004
"414",326.970001,329.339996,321.850006,325.75,348600,325.75
"415",327,329.179993,325.140015,326.529999,435000,326.529999
"416",328.160004,332.899994,327.119995,331.23999,263700,331.23999
"417",332.079987,332.899994,323.950012,326.589996,585600,326.589996
"418",327.299988,327.890015,320.350006,323.459991,314800,323.459991
"419",322.73999,323.5,320.429993,320.880005,242600,320.880005
"420",320.299988,323.170013,318.470001,322.75,283300,322.75
"421",322.329987,327.799988,322.119995,326.209991,362500,326.209991
"422",325.23999,327.579987,322.779999,325.730011,351400,325.730011
"423",325.730011,327.480011,319.670013,320.470001,326900,320.470001
"424",322.98999,325.25,320.290009,322.720001,366900,322.720001
"425",324.070007,327.649994,322.399994,324.130005,258500,324.130005
"426",324,326.950012,323.01001,325.380005,223600,325.380005
"427",323.910004,326.51001,315.320007,317.410004,429100,317.410004
"428",319.359985,321.980011,314.029999,314.809998,284400,314.809998
"429",318.339996,321.320007,314.529999,319.290009,332200,319.290009
"430",319.730011,323.73999,314.170013,318.570007,302200,318.570007
"431",318.73999,320.029999,316.350006,316.720001,332500,316.720001
"432",317,322.48999,316.480011,319.220001,471900,319.220001
"433",320.48999,329.450012,320.48999,327.670013,518600,327.670013
"434",327.779999,329.880005,322.920013,324.089996,628800,324.089996
"435",324.100006,324.910004,318.980011,320.829987,268700,320.829987
"436",321.649994,323.540009,320.410004,321.209991,250700,321.209991
"437",322.609985,322.609985,315.410004,316.640015,462800,316.640015
"438",316.23999,319.130005,312.049988,313.130005,379600,313.130005
"439",311.959991,313.140015,310.160004,310.829987,456900,310.829987
"440",313.070007,315.809998,311.119995,312.200012,356000,312.200012
"441",311.670013,313.630005,304.209991,306.950012,504800,306.950012
"442",310.290009,322.320007,310.200012,321.390015,489100,321.390015
"443",324.160004,330.5,317.440002,320.609985,503300,320.609985
"444",321.190002,322.910004,316.369995,319.709991,353700,319.709991
"445",319.380005,320,312.920013,318.369995,357600,318.369995
"446",317.410004,318.480011,314.920013,316.049988,276500,316.049988
"447",317.290009,317.290009,301.079987,301.140015,755200,301.140015
"448",298.640015,302.880005,291.799988,292.890015,867300,292.890015
"449",298.920013,303.549988,282.619995,290.01001,1117800,290.01001
"450",289.540009,292.170013,281.529999,287.149994,621200,287.149994
"451",289.98999,295.299988,285.23999,294.549988,545400,294.549988
"452",292.73999,298.420013,289.26001,296.980011,373000,296.980011
"453",296.269989,297.929993,288.220001,289.209991,513000,289.209991
"454",290.200012,295.950012,281.790009,281.839996,791900,281.839996
"455",283.769989,286.049988,276.200012,277.059998,660300,277.059998
"456",271.160004,275.5,265.429993,273.309998,1032300,273.309998
