"","INTU.Open","INTU.High","INTU.Low","INTU.Close","INTU.Volume","INTU.Adjusted"
"184",145.529999,145.990005,143.759995,144.740005,1324800,140.123947
"185",145.229996,145.610001,144.100006,144.770004,1166300,140.152969
"186",144.199997,145.679993,143.679993,144.360001,1567300,139.756042
"187",143.460007,144.020004,141.600006,142.309998,1935400,137.771454
"188",142.179993,142.919998,140.369995,142.139999,2566400,137.606873
"189",142.259995,143.289993,141.179993,141.740005,1583900,137.219635
"190",141.770004,142.300003,141.309998,141.850006,1244900,137.326096
"191",141.75,142.889999,140.210007,142.669998,1612200,138.119919
"192",142.990005,143.130005,142.020004,142.860001,1068900,138.303894
"193",142.350006,144.240005,142.039993,144.179993,992700,139.963882
"194",144.339996,144.339996,143.410004,143.960007,786900,139.75032
"195",143.949997,144.720001,143.460007,144.179993,778200,139.963882
"196",144.169998,144.679993,143.179993,143.660004,1217000,139.459091
"197",143.649994,145.929993,143.460007,145.860001,1094500,141.594788
"198",146.809998,146.990005,145.25,145.649994,1029700,141.3909
"199",146,146,144.639999,144.740005,743100,140.507523
"200",144.779999,145.639999,144.529999,145.5,1143900,141.245285
"201",145.610001,146.460007,145.139999,145.770004,888100,141.50737
"202",145.399994,146.649994,145.380005,146.619995,873600,142.33252
"203",146.460007,148.419998,146.460007,147.970001,1175300,143.643066
"204",148.529999,148.889999,146.960007,147.320007,810300,143.012085
"205",147.089996,148.619995,145.830002,148.619995,1144700,144.274048
"206",148.350006,149.740005,147.970001,149.460007,1460600,145.089539
"207",150.050003,151.949997,149.429993,151.330002,1124800,146.9048
"208",151.399994,153.860001,150.820007,153.460007,1173100,148.972504
"209",153.220001,153.259995,150.389999,151.449997,953900,147.021286
"210",151.779999,151.990005,150.509995,151.020004,858900,146.603867
"211",151.850006,152.220001,150.550003,151.360001,892400,146.933929
"212",151.339996,152.320007,150.600006,152.149994,925500,147.700821
"213",151.889999,154.039993,151.039993,153.639999,962400,149.147263
"214",153.860001,154.190002,152.039993,152.679993,671100,148.215317
"215",153.25,153.330002,151.580002,152.509995,662900,148.050293
"216",152.610001,153.190002,151.669998,152.960007,734300,148.487137
"217",152.009995,152.589996,150.580002,152.410004,954700,147.953232
"218",151.660004,153.449997,151.559998,153.300003,712000,148.817184
"219",153.009995,155.369995,153.009995,154.889999,1091400,150.360687
"220",154.050003,155.779999,153.520004,155.210007,946500,150.671326
"221",155.220001,156.460007,153.360001,153.860001,1659000,149.360855
"222",154.089996,156.039993,153.589996,155.649994,1143700,151.098495
"223",155.990005,156.710007,155.270004,156.550003,1247700,151.972183
"224",157.220001,158.899994,156.529999,157.779999,1871100,153.166199
"225",152.5,156.389999,151.179993,151.789993,2533400,147.351349
"226",151.940002,152.380005,150.720001,151.630005,1821500,147.196045
"227",151.100006,153.979996,151.020004,153.910004,1055000,149.409332
"228",153.809998,155.119995,153.350006,154.770004,1609600,150.244232
"229",154.919998,155.889999,154.330002,155.789993,1359000,151.234406
"230",155.869995,155.960007,153.179993,154.220001,2266600,149.710281
"231",154.759995,157.800003,153.910004,157.220001,3417500,152.622559
"232",156.139999,158,152.580002,156.440002,1645600,151.865356
"233",156.699997,156.880005,154.210007,154.539993,1691400,150.020966
"234",154.699997,156.320007,154.190002,154.470001,961200,149.952972
"235",154.460007,156.25,153.559998,156.190002,946600,151.622696
"236",155.710007,155.990005,154.289993,155.559998,1606900,151.011108
"237",156.050003,156.389999,154.149994,155.229996,1637900,150.690765
"238",155.089996,155.830002,153.940002,155.679993,1378800,151.127594
"239",155.330002,156.410004,154.529999,155.850006,1021100,151.292648
"240",156.350006,157.759995,156.009995,156.479996,1426000,151.90419
"241",156.830002,157.479996,155.610001,156.190002,1044400,151.622696
"242",156.990005,159.770004,156.039993,159.649994,2382900,154.981491
"243",160,161.440002,159.800003,161.130005,1382700,156.418243
"244",160.860001,161.300003,158.699997,159.880005,1740200,155.204773
"245",160.300003,160.460007,158.110001,159.350006,1393800,154.690277
"246",159.389999,159.850006,158.020004,158.619995,1511900,153.981644
"247",158.240005,158.679993,157.669998,158.5,679100,153.865128
"248",157.410004,159.220001,157.410004,158.929993,618100,154.282547
"249",158.970001,159.429993,158.449997,158.729996,547900,154.088394
"250",159.490005,159.490005,158.050003,158.580002,636300,153.942795
"251",158.429993,159.419998,157.740005,157.779999,690200,153.166199
"252",158.220001,158.850006,157.009995,158.720001,1436100,154.078735
"253",158.229996,159.330002,157.740005,159.160004,1410900,154.505844
"254",159.460007,163.820007,159.460007,162.009995,1695000,157.272552
"255",162.800003,164.550003,162.5,164.110001,1071900,159.311096
"256",164.029999,164.529999,163.339996,164.210007,1185800,159.408203
"257",164.139999,165.130005,162.770004,164.850006,1098300,160.410446
"258",164.380005,164.580002,162.550003,163.509995,1095400,159.106506
"259",163.520004,164.279999,162.25,163,813700,158.610291
"260",163.080002,164.940002,162.929993,164.509995,651800,160.079575
"261",165,166.490005,161.830002,162.289993,1385000,157.919357
"262",163.880005,164.679993,162.929993,164.289993,903200,159.865494
"263",163.889999,164.960007,163.610001,164.399994,980800,159.972565
"264",164.940002,167.820007,164.619995,167.740005,1555400,163.22261
"265",167.75,168.800003,167.139999,168.669998,1042600,164.127533
"266",169,169.789993,167.75,168.460007,1058800,163.923218
"267",168.639999,169.580002,166.889999,167.550003,860600,163.03772
"268",168.029999,168.779999,166.279999,167.820007,740000,163.300446
"269",168.539993,170.589996,168.190002,170.440002,751700,165.849899
"270",169.960007,170.429993,168.270004,169.210007,939800,164.652969
"271",169.710007,170,167.330002,168.5,1189200,163.962112
"272",168.600006,168.979996,166.970001,167.899994,1314500,163.378265
"273",167.559998,168.449997,164.919998,165.649994,1499900,161.188904
"274",164.490005,166.410004,163.410004,163.419998,1412900,159.018951
"275",162.660004,163.990005,157.639999,157.649994,1678300,153.404343
"276",155.210007,160.910004,152.610001,160.869995,2205500,156.537598
"277",159.75,165.309998,159.139999,161.289993,1673500,156.946259
"278",161.279999,161.279999,152.660004,152.75,1615100,148.636276
"279",152.720001,158.380005,150.429993,157.059998,2175700,152.830215
"280",159.210007,160.779999,157.5,159.380005,1484900,155.087738
"281",156.929993,160.199997,155.020004,159.360001,1264500,155.068283
"282",158.850006,164.059998,158.130005,163.899994,1235400,159.486008
"283",164.729996,169.320007,163.380005,169.309998,1237600,164.75032
"284",169.020004,173,168.809998,171.690002,1700500,167.066223
"285",171,174.550003,170.550003,173.570007,1819800,168.895599
"286",174.5,176.259995,173.210007,173.320007,1460400,168.652313
"287",173.889999,177.509995,171.580002,172.100006,2068800,167.465195
"288",167.899994,172.300003,164.850006,171.779999,3189900,167.153793
"289",171.75,172.860001,169.929993,172.669998,2290700,168.019852
"290",172.360001,173.160004,170.259995,170.350006,1740400,165.762299
"291",171.380005,172.110001,166.800003,166.860001,1672300,162.366272
"292",167.399994,168.139999,163.240005,164.339996,1794300,159.914169
"293",162.839996,169.210007,162.589996,168.839996,1896100,164.292969
"294",167.589996,171.410004,167,170.179993,1301800,165.596893
"295",170.899994,171.089996,168.789993,169.460007,1262600,164.896286
"296",168.580002,171.160004,168.259995,170.660004,1352300,166.063919
"297",171.039993,171.619995,169.820007,171.470001,817700,166.852142
"298",172.380005,177.259995,172.020004,177.169998,1761600,172.398666
"299",177.429993,178.610001,176.539993,177.330002,1990600,172.554398
"300",177.669998,179.169998,176.570007,177.679993,1679200,172.894897
"301",178.800003,178.990005,176.259995,177.289993,1021600,172.515427
"302",177.270004,178.419998,176.720001,177.929993,1230900,173.138184
"303",178.160004,179.300003,177.509995,178.589996,1654800,173.780411
"304",177.339996,177.570007,173.479996,175.740005,1292900,171.007172
"305",176.139999,178.990005,175.240005,178.149994,1451000,173.352219
"306",177.600006,178.880005,175.809998,176.660004,1256500,171.902359
"307",174.779999,177.089996,174,174.830002,1531700,170.121704
"308",174.800003,176.669998,169.839996,169.869995,1751500,165.295227
"309",173.009995,174.660004,171.639999,174.529999,2560700,169.829727
"310",176.119995,177.089996,172.160004,173.25,1746500,168.584198
"311",173.440002,174.059998,170.380005,170.929993,1592700,166.326691
"312",172.309998,175.149994,169.880005,173.350006,1244000,168.681534
"313",173.009995,173.869995,167.710007,169.880005,1797200,165.304993
"314",170.770004,170.770004,167.669998,170.470001,1400100,165.879044
"315",168.389999,173.789993,167.429993,173.050003,2024000,168.389603
"316",174.190002,174.610001,171.059998,171.830002,2026800,167.202438
"317",169.919998,171.229996,166.520004,167.679993,1995800,163.1642
"318",168.770004,172.160004,168,169.389999,1684200,165.212402
"319",172.139999,172.139999,169.820007,171.309998,1663100,167.085068
"320",169.699997,172.889999,169.110001,171.589996,812300,167.358139
"321",172.179993,174.169998,171.059998,173.630005,708200,169.347839
"322",174.660004,174.660004,171.110001,171.990005,678300,167.748306
"323",173.350006,175.740005,172.740005,175.300003,852300,170.976669
"324",176.610001,181.5,175.570007,181,1909100,176.536118
"325",181.130005,181.970001,177.649994,181.190002,1775000,176.72139
"326",180.759995,181.970001,178.940002,179.410004,1150500,174.985321
"327",178.330002,179.949997,177.070007,178.130005,1264700,173.736877
"328",179.100006,181.850006,178.649994,180.300003,943700,175.853363
"329",181.190002,182.929993,176.770004,178.570007,1220300,174.166031
"330",178.169998,179.779999,174.360001,176.369995,1505000,172.020248
"331",180.779999,186.389999,180.75,185.179993,2036400,180.612976
"332",185.449997,186.839996,184.179993,186.589996,1110300,181.988205
"333",187.199997,188.559998,184.720001,184.789993,1444300,180.232605
"334",184.820007,187.509995,184.369995,187.240005,1001200,182.622177
"335",187.179993,188.050003,185.25,185.929993,1190400,181.344498
"336",184.899994,187.610001,183.020004,186.380005,1245200,181.783417
"337",185.979996,190.490005,185.339996,189.449997,1191100,184.777695
"338",190.529999,191.300003,188.699997,189.559998,1103000,184.884933
"339",188.279999,190.399994,188.149994,190.169998,1108700,185.47995
"340",190.649994,193.679993,189.850006,192.669998,932800,187.918274
"341",194.539993,194.740005,192.75,194.300003,924400,189.508087
"342",194.190002,196.279999,193.460007,194.199997,1208100,189.410553
"343",194.630005,195.990005,191.960007,192.589996,1090000,187.84024
"344",190.470001,190.880005,188.610001,189.770004,2066200,185.089783
"345",190.380005,191.429993,188.800003,190.410004,1572700,185.71402
"346",189.809998,191.199997,188.470001,189.779999,991100,185.099564
"347",189.279999,191.039993,188.25,190.539993,1305400,185.84082
"348",192.210007,192.75,190.889999,191.690002,1297200,186.962448
"349",192.580002,192.660004,189.729996,190.539993,1934100,185.84082
"350",187.259995,196.970001,187.210007,196.229996,2200300,191.390472
"351",195.5,198.199997,194.660004,197.789993,2051000,192.912003
"352",197.179993,199.479996,196.529999,197.089996,1399600,192.229263
"353",195.669998,198.350006,194.820007,196.699997,1850500,191.848892
"354",198.050003,201.589996,197.830002,201.100006,1532200,196.14035
"355",200.899994,203.440002,200.160004,201.600006,2822900,196.628036
"356",202.279999,204.25,201,204.080002,1296400,199.046875
"357",204.229996,207.139999,203.949997,207,1548300,201.894882
"358",207.25,208.5,206.220001,208.229996,1344700,203.094498
"359",208.289993,209.539993,206.910004,209.5,1722200,204.333206
"360",209.369995,209.369995,203.350006,206.259995,1231000,201.173111
"361",206.100006,207.190002,204.5,206.259995,1108100,201.173111
"362",206.729996,206.979996,205.830002,206.360001,766000,201.270645
"363",206.789993,207.740005,205.979996,207.490005,1093300,202.372787
"364",207.270004,209.429993,207.050003,207.789993,1090800,202.66539
"365",208.830002,210.130005,207.75,209.080002,797600,203.923538
"366",208.639999,210.190002,206.710007,208.960007,2175400,203.806519
"367",207.679993,209.830002,205.800003,209.160004,1205400,204.001587
"368",209.820007,210.850006,207.119995,210.610001,1824100,205.415833
"369",210.850006,213.759995,210.160004,213.520004,1235800,208.254089
"370",214.25,216.630005,209.429993,209.800003,1693500,204.625793
"371",209.770004,210.470001,205.830002,205.979996,2316100,200.90004
"372",204.869995,205,200.009995,201.740005,2058200,196.764603
"373",201.940002,203.410004,201.5,202.110001,1638000,197.125458
"374",202.429993,203.970001,198.029999,198.220001,1276400,193.33139
"375",198.449997,204.75,198.449997,204.020004,1467800,198.988342
"376",204.360001,206.520004,203.309998,204.309998,1268100,199.271179
"377",203.009995,206.190002,201.710007,205.440002,1974400,200.373337
"378",206.949997,206.949997,204.360001,204.759995,776700,199.710068
"379",206.550003,207.940002,203.800003,205.059998,1341800,200.002686
"380",205.679993,208.389999,204.470001,208.149994,1384200,203.016495
"381",209.220001,209.789993,206.509995,207.729996,1109400,202.987152
"382",208.130005,209.300003,207.559998,208.460007,998300,203.700516
"383",207.600006,209.529999,207.550003,209.190002,966800,204.413879
"384",210.699997,213.860001,209.949997,213.720001,1656900,208.840469
"385",213.919998,214.360001,212.240005,213.710007,870300,208.830673
"386",213.550003,214.919998,213.429993,214.460007,623300,209.563553
"387",213.539993,216.990005,210.929993,216.479996,725800,211.537415
"388",216,218.610001,215.080002,218.309998,878500,213.325623
"389",217.509995,218.169998,215.139999,215.990005,1136000,211.058609
"390",216.039993,216.589996,215.110001,215.279999,776100,210.364807
"391",215.289993,217.75,215.020004,217.389999,770200,212.426651
"392",218.149994,219.460007,215.339996,215.800003,966500,210.87294
"393",216,217.5,215.429993,217.25,1338700,212.289841
"394",217.610001,219.339996,216.25,216.639999,1062900,211.693756
"395",217.5,218.190002,209.320007,212.309998,1284100,207.462616
"396",208.059998,212.160004,202.399994,202.679993,1780000,198.05249
"397",204.199997,206.419998,201.850006,204.240005,2225500,199.576874
"398",203.910004,205.619995,203.309998,204.259995,1264700,199.59642
"399",202.699997,205.809998,202.389999,205.729996,1427900,201.032867
"400",206.789993,206.990005,203.919998,205.149994,936100,200.46611
"401",204.539993,207.990005,204.350006,207.479996,936000,202.742889
"402",207.740005,210.160004,207.710007,209.479996,1221400,204.69722
"403",209.699997,210.580002,208.110001,210.039993,808900,205.244461
"404",212.610001,212.839996,210.619995,211.190002,812900,206.368195
"405",209.589996,212.710007,209.110001,211.009995,918100,206.192291
"406",211.389999,212.740005,209.300003,209.570007,995500,204.785202
"407",210,211.5,208.610001,210.690002,1065400,205.879623
"408",209.509995,211.589996,207.100006,209.470001,952100,204.687469
"409",210.690002,211.169998,208.869995,209.690002,958300,204.902451
"410",209.050003,210.5,206.210007,207.889999,2001200,203.143555
"411",208.820007,208.820007,207.070007,207.399994,2210600,202.664734
"412",208.410004,210.389999,208.020004,209.009995,2091500,204.237961
"413",209.009995,210.389999,208.589996,209.690002,1797400,204.902451
"414",210.309998,213.460007,210.009995,212.449997,2073500,207.599396
"415",212.850006,217.360001,211.460007,216.630005,2736600,211.684006
"416",216.639999,217.460007,210.220001,211.970001,2418600,207.130386
"417",212.320007,216.029999,212.210007,215.929993,1618900,210.999969
"418",215.600006,218.75,215.440002,217.899994,1517100,212.924973
"419",217.169998,219.210007,216.350006,218.630005,1246800,213.638321
"420",217.970001,219.779999,217.600006,219.470001,1341100,214.459152
"421",219.940002,221.119995,218.059998,220.740005,1200600,215.700165
"422",220.600006,221.089996,214.710007,218.690002,1837100,213.696945
"423",218.410004,220.800003,216.610001,219.860001,1456700,214.840271
"424",218.279999,221.580002,217.179993,220.320007,1604600,215.289719
"425",220.619995,225.119995,220.070007,224.720001,1567400,219.589264
"426",224.110001,226.789993,223.710007,226.020004,1595300,220.859589
"427",226.210007,226.929993,223.089996,225.679993,1001000,220.527374
"428",226.339996,228.380005,225.929993,227.779999,1543200,222.579453
"429",228.729996,229.860001,226.830002,227.539993,1434400,222.34491
"430",227.509995,228.220001,225.210007,225.470001,1515300,220.322159
"431",225.789993,229.619995,225.210007,228.179993,1331100,222.970276
"432",227.759995,228.410004,219.059998,220.880005,2072200,215.83696
"433",222.020004,222.429993,220.470001,221.449997,1366000,216.393936
"434",222.509995,223.520004,219.759995,220.440002,5539700,215.407028
"435",219.479996,221.970001,217.690002,218.899994,1505500,213.90213
"436",219,221.979996,219,221.960007,2041500,216.892288
"437",222.649994,224.600006,221.059998,222.179993,1452500,217.107269
"438",222.679993,224.309998,222.490005,222.820007,890700,217.732666
"439",223.889999,227.929993,223.5,227.399994,1593400,222.208054
"440",228.850006,229.800003,226.619995,227.720001,1110400,222.520798
"441",227.869995,228.570007,224.570007,227.619995,1276100,222.42308
"442",230,231.839996,228.529999,231.320007,1646400,226.03862
"443",230.270004,230.770004,223.399994,224.669998,1533700,219.540421
"444",225.039993,226.759995,220.339996,222.309998,1343000,217.234299
