"","ABBV.Open","ABBV.High","ABBV.Low","ABBV.Close","ABBV.Volume","ABBV.Adjusted"
"758",88.93,89.540001,88.260002,88.889999,7242500,80.372162
"759",89.150002,90.059998,88.870003,89.519997,7696800,80.94178
"760",90.010002,90.230003,89.050003,90.209999,7518000,81.565666
"761",90.230003,90.290001,88.830002,89.059998,8581400,80.525864
"762",89.5,89.5,87.919998,88.519997,9292200,80.037621
"763",87.099998,88.440002,86.769997,88.199997,8876900,80.825714
"764",88.18,89.879997,88.18,89.260002,8490100,81.797081
"765",89.309998,89.800003,88.919998,89.260002,7073200,81.797081
"766",89.129997,89.269997,87.790001,88,10122300,80.642441
"767",87.68,88.529999,87.57,87.989998,13552000,80.633263
"768",88.029999,88.169998,87.150002,87.209999,6438900,79.918495
"769",87.050003,87.07,84.989998,85.269997,12266800,78.140686
"770",85.43,85.480003,82.760002,83.540001,13215400,76.555328
"771",85.050003,85.93,84,84.019997,13832000,76.995193
"772",84.989998,84.989998,83.639999,83.769997,8614400,76.766106
"773",83.800003,84,83.129997,83.199997,5703200,76.243752
"774",82.580002,82.790001,81.18,81.779999,10870000,74.942482
"775",81.540001,81.720001,80.410004,81.019997,13870100,74.246017
"776",81.309998,82.599998,80.919998,82.300003,10143700,75.418999
"777",83.589996,84.709999,83.589996,84.360001,8251500,77.306763
"778",85.059998,87.139999,84.879997,86.629997,10020600,79.386978
"779",87.889999,87.959999,86.220001,87.18,7769700,79.890991
"780",89.739998,92.980003,88.879997,92.290001,19090300,84.573753
"781",92.360001,95.5,92.110001,94.75,13998300,86.828064
"782",95.260002,97.080002,95.010002,96,10682800,87.973564
"783",95.980003,97.860001,95.709999,97.790001,10591000,89.613899
"784",96.849998,97.360001,95.230003,95.349998,10613000,87.377914
"785",95.230003,95.300003,93.769997,94.050003,11175800,86.1866
"786",93.669998,94.5,93.260002,93.610001,9406300,85.783394
"787",93.769997,94.790001,93.019997,94.139999,6349100,86.269073
"788",93.93,94.389999,92.589996,94.230003,5446200,86.351563
"789",93.959999,95.519997,93.379997,94.959999,6676000,87.020515
"790",92.169998,93.870003,92.150002,93.139999,10705100,85.352676
"791",93.32,93.459999,88.110001,89.18,11366400,81.72377
"792",88.620003,91.18,88.190002,88.410004,9786900,81.018158
"793",86.190002,89.449997,84.199997,85.419998,14184100,78.278145
"794",82.790001,85.709999,81.580002,85.709999,18450000,78.543892
"795",86,88.779999,83.550003,88.690002,12171100,81.27475
"796",89.440002,90.900002,85.660004,87.57,12660900,80.248375
"797",89.269997,91.860001,88.949997,91.75,16590400,84.078896
"798",90.059998,91.709999,89.43,90.610001,9688400,83.034218
"799",88.730003,89.760002,87.260002,88.82,12664600,81.393875
"800",84,87.339996,82.43,85.269997,15806200,78.140686
"801",88.190002,88.220001,83.760002,87.529999,12965800,80.211731
"802",85.800003,86.639999,83.57,84.849998,10382200,77.755791
"803",78.849998,81.290001,77.059998,78.610001,19935700,72.037514
"804",83.360001,86.32,80.690002,85.370003,21867700,78.23233
"805",79,82.18,73.580002,74.269997,20916000,68.060387
"806",75.709999,77.709999,69.989998,73.019997,23205000,66.914894
"807",70,71.389999,64.690002,71.029999,23712800,65.09127
"808",69.099998,74.849998,65.330002,71.059998,19739900,65.118767
"809",73,73,66.809998,68.82,18844500,63.066044
"810",67.379997,67.75,62.549999,64.5,19219000,59.107239
"811",68.160004,71.82,67.089996,67.489998,18376300,61.84724
"812",67.919998,70.68,65.550003,67.910004,20017300,62.23214
"813",68.82,74.309998,68.760002,73.830002,15979400,67.657173
"814",71.629997,75.059998,70.709999,72.669998,12293300,66.594162
"815",73.519997,76.239998,73.470001,75.239998,10671600,68.94928
"816",75.400002,77.919998,74.440002,76.190002,20474400,69.819855
"817",72.120003,73.989998,71.43,73.419998,12948000,67.281441
"818",72.779999,75.5,71.459999,75.129997,8077800,68.84848
"819",74.650002,75.440002,72.550003,73.370003,8062700,67.235634
"820",75.739998,77.260002,74.029999,75.730003,10266500,69.398315
"821",78.379997,78.580002,75.25,75.389999,11591700,69.086746
"822",76.440002,78.980003,74.779999,78.559998,12218500,71.991699
"823",78.559998,80.080002,78.559998,79.75,9425900,73.082207
"824",80.660004,81.330002,78.660004,80.300003,9293500,73.586227
"825",80.620003,82.849998,80.290001,82.129997,11072700,76.385696
"826",80.510002,83.040001,79.620003,81.82,8977300,76.097382
"827",82.730003,83.720001,81.580002,81.860001,10326900,76.134575
"828",84,84.790001,82.5,83.449997,10734800,77.613373
"829",83.540001,85.330002,82.629997,83.989998,9126300,78.115601
"830",82.510002,82.970001,80.019997,80.360001,9627500,74.739487
"831",81.230003,82.449997,80.730003,81.470001,7033300,75.771858
"832",82.18,83.830002,81.959999,82.040001,7869600,76.301994
"833",82.870003,83.669998,82.349998,83.589996,6770700,77.743584
"834",84.029999,84.919998,83.779999,84.690002,9209700,78.766647
"835",85.699997,85.970001,82.370003,82.760002,8341000,76.971626
"836",83.720001,84.75,82.139999,83.760002,8231700,77.901688
"837",82.970001,83.260002,81.230003,82.199997,15535800,76.45079
"838",81.949997,84.230003,80.5,82.839996,12705300,77.046028
"839",82.220001,82.839996,81.120003,81.860001,6833000,76.134575
"840",82.949997,86.480003,82.599998,85.370003,10927000,79.399078
"841",86.279999,88.150002,85.25,85.419998,17042600,79.445572
"842",86.519997,86.839996,83.559998,84.220001,11941800,78.329521
"843",84.419998,84.660004,82.449997,83.959999,20188100,78.0877
"844",85.080002,88.459999,83.980003,87.900002,19219800,81.752136
"845",90,92.230003,88.470001,90.459999,23492300,84.13308
"846",90.739998,92.239998,87.730003,88.870003,23562600,82.654282
"847",87.620003,90.480003,87.43,89.940002,13379500,83.649452
"848",90.010002,91.150002,89.419998,90.709999,14071200,84.365585
"849",92,93.660004,91.309998,91.470001,16300200,85.072449
"850",91.260002,91.650002,89.559998,91.199997,9892500,84.82132
"851",92.129997,92.540001,89.900002,91.190002,10661500,84.812027
"852",91.279999,93.129997,90.349998,93.019997,10393200,86.51403
"853",92.870003,93.010002,91.730003,92.099998,5507000,85.658379
"854",93.449997,93.57,90.309998,90.709999,11869800,84.365585
"855",90.540001,91,88.559998,89.980003,12529500,83.686653
"856",90.870003,91.190002,90,90.029999,8765900,83.733154
"857",91,92.889999,89.599998,92.669998,13758800,86.188507
"858",92.050003,93.059998,90.690002,90.699997,8486500,84.356293
"859",90.970001,91.699997,90.050003,91.040001,9413300,84.672516
"860",91.470001,91.5,89.599998,90.889999,8588400,84.533005
"861",90.279999,93.480003,90.25,93.040001,9525700,86.532623
"862",93.5,95.540001,92.809998,93.849998,9630100,87.28598
"863",92.910004,95.010002,92.809998,94.589996,6621400,87.97422
"864",94.949997,96.660004,94.760002,96.169998,9555900,89.44371
"865",96.989998,99.349998,96.800003,96.900002,11138300,90.122658
"866",95.690002,96.889999,92.029999,92.260002,12584800,85.807182
"867",93.739998,94.739998,91.029999,92.459999,8010100,85.993195
"868",91.269997,94.029999,90.779999,93.080002,7120200,86.569832
"869",94.860001,96.199997,93.480003,96.059998,9366100,89.341408
"870",96.849998,97.099998,95.269997,95.739998,6212200,89.043785
"871",95.559998,96.449997,95.260002,96.230003,4571600,89.499519
"872",97.720001,98.199997,95.75,96.709999,9210900,89.945946
"873",96.639999,97.300003,95.82,97.269997,6004300,90.466774
"874",98.419998,99.099998,97.050003,97.309998,6715600,90.503983
"875",96.459999,97.160004,94.349998,95.139999,9025100,88.485756
"876",95.18,97.07,94.32,96.989998,6411700,90.20636
"877",96.889999,97.029999,95.040001,96.129997,14568400,89.406509
"878",96.5,97.330002,95.68,96.440002,6676400,89.694832
"879",95.970001,98.879997,95.830002,98.18,8112500,91.313126
"880",98.5,99.660004,97.5,99.139999,6522900,92.205978
"881",99.449997,99.989998,97.860001,98.879997,6158800,91.964165
"882",99.639999,99.800003,97.949997,99.010002,7039000,92.085075
"883",98.68,100.690002,98.559998,99.349998,6345600,92.401299
"884",99.75,100.57,98.550003,99.279999,6154400,92.336197
"885",99.080002,99.779999,96.809998,97.940002,5817300,91.08992
"886",98.059998,98.330002,96.360001,96.830002,6202500,90.057549
"887",97.360001,99.559998,96.919998,97.860001,8507400,91.015511
"888",96.970001,99.099998,95.940002,98.870003,6765600,93.077202
"889",100,100.480003,98.82,100.480003,5661600,94.592873
"890",99.690002,100.230003,98.809998,99.919998,4269200,94.065681
"891",100.290001,101.279999,99.919998,100.830002,6890900,94.922371
"892",100.760002,101.25,99.260002,99.540001,4823300,93.707939
"893",99.809998,99.809998,97.169998,97.400002,8239000,91.693336
"894",97.800003,98.279999,96.93,97.699997,4441800,91.975746
"895",98.239998,98.919998,97.449997,98.029999,5127200,92.286407
"896",98.050003,98.190002,96.459999,97.110001,5169400,91.420326
"897",96.349998,97.889999,96.260002,97.160004,5030700,91.467392
"898",97,97.620003,96.459999,96.709999,5941800,91.043755
"899",96.870003,97.400002,96.639999,97.010002,5512000,91.32618
"900",96.309998,96.739998,95.410004,96.040001,6411500,90.41301
"901",95.540001,97.25,93.550003,94.910004,14613000,89.34922
"902",95.190002,97.169998,95.059998,95.940002,6919000,90.318871
"903",95.919998,96.029999,94.059998,94.290001,7865100,88.765541
"904",94.470001,94.800003,93.129997,93.25,6918900,87.786484
"905",93.32,93.650002,91.779999,92.57,7269300,87.146317
"906",92.690002,93,92.199997,92.919998,5226600,87.475815
"907",92.629997,93.669998,92.150002,92.379997,7623600,86.967445
"908",92.309998,93.290001,92.129997,92.669998,7208400,87.240456
"909",93.449997,95.580002,93.330002,95.510002,7705600,89.914063
"910",95.139999,95.5,94.010002,94.68,6004200,89.13269
"911",95.379997,95.669998,94.540001,95.07,5488100,89.49984
"912",95.290001,97.260002,95.260002,96.349998,7251400,90.704842
"913",96.620003,96.699997,95.150002,95.650002,4557400,90.045868
"914",97.110001,97.419998,95.849998,96.099998,7672000,90.469482
"915",95.489998,96.029999,94.68,95.199997,6798000,89.622215
"916",95.199997,95.32,94.32,94.860001,5269000,89.302139
"917",94.900002,95.239998,94.18,94.510002,4103600,88.972656
"918",94.209999,94.790001,93.910004,94.059998,6710000,88.549011
"919",93.5,94.410004,92.940002,94.349998,5682800,88.822021
"920",94.330002,95.059998,93.669998,94.300003,5271500,88.774956
"921",94.519997,94.650002,93.529999,94.169998,4938300,88.652565
"922",94.120003,96.010002,94.010002,95.769997,9932300,90.158829
"923",95.519997,95.919998,91.290001,92.239998,15783600,86.835648
"924",92.07,94.239998,91.900002,93.949997,9139200,88.445457
"925",93.879997,94.309998,91.089996,91.870003,8921900,86.487335
"926",92.080002,93.129997,90.580002,91.870003,9444800,86.487335
"927",91.519997,91.860001,89.449997,90.220001,8563900,84.934013
"928",90.860001,92.43,90.510002,91.629997,5373500,86.261391
"929",91.07,91.410004,89.480003,89.650002,10403600,84.3974
"930",89.809998,90.339996,89.040001,89.699997,8385800,84.444473
"931",90.050003,91.260002,89.459999,90.489998,5212300,85.188187
"932",91.400002,91.980003,90.639999,90.910004,3851300,85.583572
"933",91.019997,91.269997,89.690002,89.779999,6304400,84.519775
"934",89.300003,90.809998,89.18,89.629997,5604700,84.378563
"935",89.489998,90.5,88.860001,90.110001,10076300,84.830444
"936",89.139999,89.43,87.169998,89.089996,7328300,83.870216
"937",88.900002,88.949997,87.93,88.599998,5306100,83.40892
"938",89,89.269997,87.120003,87.139999,6253000,82.034454
"939",87,87,85.32,85.910004,9980800,80.876526
"940",86,86.860001,85.459999,86.230003,9935600,81.17778
"941",87.290001,88.199997,86.870003,87.279999,6306900,82.16626
"942",87.110001,87.279999,86.309998,86.889999,5508900,81.799103
"943",87,88.440002,86.809998,87.589996,8209300,82.458092
"944",88.169998,88.169998,86.730003,87.139999,8777300,82.034454
"945",86.5,87.349998,86.050003,86.120003,5554300,81.074226
"946",86.489998,88.18,86.209999,87.93,5984200,82.778168
"947",87.970001,88.059998,85.709999,85.889999,8743800,80.857704
"948",86.160004,87.300003,86.029999,87.07,5899700,81.968567
"949",87.269997,88.580002,86.919998,87.339996,5535100,82.22274
"950",87.410004,88.699997,87.349998,87.699997,6005800,82.561646
"951",88.169998,88.599998,87.32,88.32,7314900,83.145325
"952",88.010002,88.800003,87.470001,87.830002,7851700,82.684036
"953",86.830002,87.110001,85.900002,86.07,5863900,82.130577
"954",85.410004,85.739998,84.959999,85.230003,6190900,81.329033
"955",85.889999,87.150002,85.760002,86.269997,5358500,82.321426
"956",86.589996,86.790001,84.129997,84.309998,10288000,80.451134
"957",84.190002,84.830002,83.419998,84.25,6932100,80.393883
"958",83.580002,84.139999,82.559998,82.889999,9776900,79.096123
"959",83.019997,84.889999,82.919998,84.309998,8080100,80.451134
"960",84.639999,85.150002,83.940002,84.339996,4238700,80.479759
"961",84.089996,84.32,82.809998,83.919998,7986300,80.078987
"962",84,84.260002,82.68,82.709999,6705600,78.924362
"963",81.349998,82.209999,80.239998,80.489998,11480200,76.805977
"964",80.5,81.370003,79.110001,80.669998,8876700,76.977737
"965",83.199997,86.139999,83,85.099998,18089100,81.204979
"966",86.029999,88.540001,86,88.25,10781400,84.2108
"967",89.139999,89.389999,87.43,87.959999,8518800,83.934074
"968",93.139999,97.489998,92.669998,94.5,25849000,90.174736
"969",95.360001,95.519997,93,93.690002,8013000,89.401817
"970",92.980003,93.650002,91.709999,92.849998,7006900,88.600266
"971",95.739998,96.949997,94.669998,95.120003,11028900,90.766365
"972",96.010002,99.129997,95.629997,98.870003,12267200,94.344734
"973",99.150002,99.870003,97.769997,98.150002,9476500,93.657684
"974",97.5,97.75,96.279999,97.599998,7646600,93.132851
"975",97.410004,99.550003,97.400002,99.040001,6888600,94.50695
"976",99.959999,100.540001,98.330002,98.360001,8611300,93.85807
"977",99.370003,100.260002,98.739998,99.209999,11593500,94.669159
"978",100,100.290001,98.68,98.720001,8880600,94.201591
"979",98.760002,100.150002,98.589996,99.669998,7550300,95.108101
"980",99.949997,101.830002,98.620003,100.839996,9682500,96.224548
"981",101.940002,102.760002,101.07,102.18,7541500,97.503235
"982",102.879997,104.82,102.580002,103.959999,9322200,99.201759
"983",103.82,104.459999,103.389999,104.199997,6368100,99.430771
"984",104.980003,105.800003,104.300003,104.889999,4418800,100.089195
"985",105.120003,105.419998,103.650002,104.580002,20726500,99.793381
"986",105.050003,106.379997,104.040001,104.040001,7623500,99.278091
"987",104,105.379997,103.32,104.989998,5492200,100.184616
"988",105,105.699997,104.300003,104.739998,4693600,99.946053
"989",105.019997,107.309998,105.019997,107.279999,7235800,102.369797
"990",107.040001,107.209999,104.959999,105.839996,6532500,100.995705
"991",105.699997,108.349998,105.599998,107.690002,6688200,102.76104
"992",107.900002,109.150002,107.629997,108.669998,7350700,103.696182
"993",109.059998,109.07,106.669998,107.489998,6285700,102.570183
"994",107.010002,107.419998,105.580002,106.339996,5205200,101.472824
"995",107.43,108.07,104.089996,104.199997,8272700,99.430771
"996",105.440002,105.449997,102.32,102.82,12101000,98.11393
"997",102.5,105.410004,101.900002,104.639999,9182100,99.850632
"998",104.860001,105.5,104.110001,104.889999,6360600,100.089195
"999",105.029999,105.059998,103.199997,104.449997,13906800,99.669327
"1000",102.760002,103.919998,101.550003,103.709999,6664600,98.963203
"1001",103.410004,103.5,102.010002,102.800003,4002900,98.094849
"1002",103.059998,103.93,102.910004,103.279999,3659100,98.552879
"1003",103.110001,103.389999,102.599998,103.260002,1378600,98.533798
"1004",103.650002,103.879997,102.720001,103.449997,3948900,98.715103
"1005",103.949997,105.370003,103.949997,104.699997,5096400,99.907883
"1006",105.110001,106.230003,105.099998,105.269997,5328400,100.451797
"1007",105.260002,107.279999,104.849998,107.150002,6148100,102.245758
