"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"445",181.429993,181.630005,179.850006,180.910004,1227900,166.018997
"446",180,182.089996,179.809998,181.160004,1543700,166.248444
"447",181.910004,182.479996,179.479996,180.25,2406400,165.413315
"448",179.860001,180.570007,174.360001,176.029999,3358700,161.54068
"449",176.419998,177.550003,173.279999,176.5,1766700,161.972
"450",175.830002,176.179993,173.550003,173.820007,1534400,159.512604
"451",174.449997,178.270004,174.009995,178.059998,1626600,163.403641
"452",178.889999,181.600006,177.100006,181.320007,1748600,166.395279
"453",181.279999,183.199997,180.75,181.919998,1497100,166.945877
"454",180.850006,183.789993,180.619995,182.649994,1735600,167.615768
"455",183.270004,183.270004,180.789993,181.220001,1477900,166.303482
"456",178.259995,181.869995,178.259995,180.800003,1534900,165.918076
"457",180.100006,183.669998,179.369995,181.080002,1810600,166.175034
"458",182.320007,182.320007,175.270004,177.470001,2932600,162.862213
"459",176.830002,180.880005,176.220001,178.639999,2027000,163.935867
"460",180.429993,181.979996,177.050003,179.389999,1518700,164.624115
"461",180.509995,182.710007,179.559998,182.470001,1750900,167.450592
"462",183,185.110001,182.080002,183.240005,3117800,168.157242
"463",183.759995,186.589996,183.059998,183.75,3398300,168.625229
"464",184.610001,186.660004,182.970001,183.860001,1795800,168.726181
"465",184.539993,186.759995,184.220001,185.5,3390200,170.231201
"466",186.229996,188.490005,185.990005,186.399994,2595400,171.057114
"467",187.759995,188.740005,185.979996,188.690002,3069300,173.158661
"468",188.619995,189.809998,187.869995,189.429993,2188000,173.837692
"469",189.600006,190.429993,187.259995,189.740005,2460000,174.122208
"470",189.130005,190.190002,186.229996,186.449997,2446300,171.103012
"471",187.199997,187.889999,185.600006,187.330002,2683500,171.910568
"472",188.169998,190.210007,185.690002,188.059998,3257400,172.580475
"473",187.100006,191.639999,186.669998,191.559998,3680000,175.792419
"474",191.089996,196.169998,190.809998,195.610001,2286900,179.509033
"475",195.600006,197.080002,194.410004,195.610001,2029700,179.509033
"476",194.5,194.820007,190.619995,192.160004,2652900,176.343033
"477",192.729996,193.089996,190,190.009995,1834000,174.369965
"478",189.419998,189.860001,188.210007,189.309998,1084900,173.727631
"479",190,192.139999,189.949997,191.520004,1742200,175.755707
"480",191.149994,194.479996,191.080002,194.149994,1684100,178.169205
"481",192.580002,192.929993,186.300003,187.110001,3366200,171.708725
"482",186.449997,189.399994,184.100006,188.910004,2697500,173.360519
"483",187.619995,190.770004,187.410004,190.080002,3245900,174.43425
"484",190.100006,191.960007,186.320007,188.110001,2571300,172.626373
"485",188.729996,189.279999,186.509995,188.199997,2626200,172.708954
"486",188,189.160004,183.429993,189.020004,2886000,173.461502
"487",188.809998,191.389999,186.190002,187.110001,1821000,172.34697
"488",186.699997,190.740005,185.210007,190.350006,1946900,175.331299
"489",192.139999,192.660004,188.509995,189.509995,2745600,174.557571
"490",191.429993,192.889999,188.410004,188.570007,2265700,173.691742
"491",188.080002,188.919998,185.869995,187.940002,1908300,173.111435
"492",186.869995,188.369995,185.639999,187.639999,1606900,172.835083
"493",187.309998,188.800003,184.899994,185.589996,1925300,170.946869
"494",186.410004,187.990005,181.490005,182.789993,2152000,168.367752
"495",182.550003,188.550003,181.720001,185.529999,2850700,170.891571
"496",185.509995,187.960007,183.889999,184.899994,2657900,170.311279
"497",184.089996,189.330002,181.679993,182.649994,4926700,168.2388
"498",181.460007,183,176.600006,176.619995,1211000,162.684616
"499",177.119995,182.419998,174.5,182.320007,1827700,167.934875
"500",179.5,184.570007,178.089996,184.320007,1847200,171.42247
"501",185.720001,188.080002,183.710007,186.110001,1315400,173.087234
"502",186.809998,188.449997,185.809998,188.119995,1459600,174.956543
"503",186.460007,187.830002,184.720001,185.580002,1771500,172.594284
"504",185.300003,187.619995,181.149994,181.5,2274100,168.799774
"505",183.520004,185.309998,181.160004,184.679993,2250800,171.757263
"506",183.130005,185.330002,182.899994,183.75,1544400,170.892319
"507",185.119995,185.350006,180.559998,182.660004,1596000,169.878632
"508",182.080002,182.5,177.75,178.559998,2993000,166.065521
"509",177.639999,180.259995,177.210007,179.850006,2585100,167.265244
"510",178.050003,180.619995,177.350006,180.550003,1326500,167.91626
"511",178.880005,180.220001,177.850006,178.669998,1688400,166.167816
"512",177.490005,182.729996,177.490005,181.960007,1486800,169.227585
"513",182.699997,183.720001,181.770004,182.289993,1097200,169.534515
"514",182.029999,182.929993,180.839996,181.259995,1543400,168.576584
"515",182.259995,184,180.809998,183.429993,1528300,170.594742
"516",183.169998,186.940002,182.940002,186.330002,1677500,173.291809
"517",186.539993,188.039993,185.610001,187.820007,1317400,174.677567
"518",187.570007,187.589996,185.649994,186.320007,1466900,173.282532
"519",187.149994,188.080002,185.520004,185.940002,1508500,172.929123
"520",185.520004,186.479996,184.600006,184.960007,1100300,172.017685
"521",184.809998,185.089996,180.240005,181.190002,1345400,168.51149
"522",181.259995,182.839996,179.809998,180.369995,1547300,167.74881
"523",179.729996,182.539993,179.029999,182.279999,1824200,169.525208
"524",182.979996,185.220001,182.300003,183.440002,1495900,170.604034
"525",183.139999,183.770004,175.580002,181.539993,2399200,168.83696
"526",179.580002,180.130005,176.479996,178.779999,2605300,166.270126
"527",178.139999,178.600006,176.809998,177.759995,1643300,165.321487
"528",176.360001,177.240005,173.699997,177.229996,1732200,164.828583
"529",176.949997,179.119995,176.509995,178.199997,1360000,165.730728
"530",178.550003,179.149994,177.199997,177.320007,1086000,164.912277
"531",178.029999,180.660004,177.550003,178.929993,1414800,166.409592
"532",179.169998,181.410004,179.009995,180.399994,2249500,167.776749
"533",181,181.039993,176.619995,177.399994,2898300,164.986679
"534",176.600006,177.800003,173.899994,175.399994,3069600,163.126617
"535",175.259995,176.5,174.080002,174.300003,1611000,162.103607
"536",174.300003,175.759995,172.759995,175.589996,2197700,163.303329
"537",175.410004,176.570007,175.039993,176.490005,1955100,164.140381
"538",176.509995,178.160004,176.080002,178.059998,1350100,165.600525
"539",178.830002,180.419998,177.350006,177.490005,1935900,165.070389
"540",177.600006,179.490005,177.119995,178.110001,1742500,165.647018
"541",177.850006,180.25,177.320007,179.860001,1762300,167.274536
"542",180.449997,183.119995,180.429993,181.910004,2130800,169.181107
"543",182.449997,183.970001,182.009995,182.589996,1896600,169.813522
"544",183.410004,183.660004,179.070007,180.300003,2357400,167.683762
"545",181.009995,181.800003,175.320007,175.990005,2014100,163.675323
"546",176.169998,176.619995,173.960007,174.25,1840000,162.057098
"547",173.190002,173.779999,171.389999,172.5,2612400,161.123062
"548",171.369995,171.979996,170.449997,171.539993,1833000,160.226379
"549",171.520004,172.740005,170.600006,170.820007,1727500,159.553833
"550",171.270004,171.520004,170.110001,170.369995,2022700,159.133499
"551",170.889999,171.809998,168.110001,169.690002,2159200,158.498367
"552",169.5,169.690002,166.880005,168.429993,2421800,157.321472
"553",167.949997,170.899994,167.429993,170.139999,2967700,158.918716
"554",170.580002,171.369995,169.509995,169.889999,1834000,158.685196
"555",169.940002,170.830002,168,168.729996,1816400,157.601685
"556",168.389999,168.600006,164.580002,164.789993,2300100,153.921555
"557",164.449997,165.539993,163.020004,164.330002,1839500,153.491898
"558",162.149994,164.440002,161.399994,163.320007,2894900,152.548523
"559",163.080002,164.800003,162.919998,164.169998,1532500,153.342453
"560",164.940002,165.580002,163.690002,164.149994,1850400,153.323776
"561",163.729996,164,162,162.580002,1335300,151.857346
"562",162.720001,163.050003,161.050003,162.759995,1557600,152.025436
"563",163.789993,164.910004,162.910004,164.580002,1485200,153.725403
"564",165.660004,166.789993,164.75,166.550003,1346700,155.565491
"565",166.960007,168.479996,166.100006,168.070007,1473700,156.985245
"566",168.270004,170.610001,167.820007,168.440002,1767300,157.330811
"567",167.809998,169.589996,167.809998,169.360001,1270600,158.19017
"568",169.699997,170.600006,168.990005,170.089996,1668100,158.871979
"569",170.029999,172.559998,169.350006,172.389999,1630300,161.020279
"570",171.479996,172.479996,169.399994,170.759995,1639600,159.497833
"571",170.759995,171.149994,169.369995,170.059998,1596900,158.843964
"572",170.770004,171.5,170.050003,170.539993,1081900,159.292282
"573",172.149994,173.600006,171.860001,172.919998,1528200,161.515366
"574",172.940002,174.440002,172.559998,173.399994,1149200,161.963669
"575",174.289993,174.619995,173.089996,173.919998,1281800,162.449387
"576",173.919998,177.139999,173.919998,176.919998,2247400,165.251511
"577",177.729996,179.139999,175.929993,176.360001,2021800,164.72847
"578",175.410004,176,174.360001,174.779999,1498400,163.252686
"579",174.800003,175.449997,173.559998,174.789993,1403500,163.262039
"580",174.350006,176.259995,174.25,176.210007,1537500,164.588379
"581",175.509995,178.229996,175.179993,178.009995,1210100,166.269638
"582",177.740005,179.979996,177.740005,179.009995,1658400,167.203674
"583",178.610001,179.570007,176.600006,177.529999,2537100,165.821289
"584",177.830002,178.979996,177.089996,178.899994,1828400,167.100922
"585",174.710007,176.330002,171.5,175.300003,2580900,163.738373
"586",174.919998,174.919998,172.559998,172.800003,2503900,161.40329
"587",172.970001,174.300003,172.309998,173.910004,1872700,162.440048
"588",171.009995,178.449997,171.009995,178.149994,1617900,166.400406
"589",177.100006,180.960007,177.100006,178.110001,2517800,166.363052
"590",178.470001,179.809998,177.179993,178.220001,1549300,166.465805
"591",176.779999,181.130005,176.529999,180.009995,1563600,168.137772
"592",179.899994,183.029999,179.389999,182.940002,1533000,170.874496
"593",181,183.630005,180.800003,182.300003,1720500,170.276718
"594",182.479996,184.869995,182.110001,183.289993,1621900,171.201401
"595",181.899994,183.710007,181.259995,181.830002,995600,169.837708
"596",182.639999,183.660004,181.529999,182.789993,1061200,170.734375
"597",182.190002,184.740005,182.190002,183.850006,1223700,171.724487
"598",183.929993,186.190002,183.880005,185.639999,1250500,173.396408
"599",186.380005,187.789993,185.880005,186.570007,1121400,174.265091
"600",186.229996,187.130005,185.039993,185.820007,773700,173.56456
"601",185,187.490005,184.919998,186.800003,1189700,174.479904
"602",187.669998,188.259995,185.550003,187.919998,800700,175.526047
"603",187.460007,190.940002,186.979996,187.259995,2557700,174.909561
"604",187.320007,190.779999,187.320007,190.520004,2018000,177.95459
"605",190.690002,193.270004,190.470001,192.360001,1183500,179.673233
"606",190.059998,192.710007,190.059998,192.119995,1782500,179.44902
"607",192.449997,193.220001,190.970001,193,1745800,180.271011
"608",194.389999,195.679993,192.5,194.960007,1344800,182.101746
"609",195.110001,200,195.020004,199.880005,1630200,186.69725
"610",199.940002,201.429993,197.039993,200.889999,1296300,187.640625
"611",199.710007,202.979996,199.710007,202.110001,1104500,189.48761
"612",203.259995,204.559998,202.690002,203.179993,1294700,190.490753
"613",203.580002,204.300003,197.5,198.75,2506100,186.337448
"614",198.440002,200.270004,197.809998,198.880005,1161900,186.459335
"615",198.770004,198.880005,194.5,196.740005,1609000,184.452988
"616",197.350006,197.809998,195.660004,197.100006,1147600,184.790497
"617",197.070007,198.089996,194.410004,194.770004,1174700,182.606003
"618",194.960007,196.839996,194.789993,195.820007,1364700,183.590439
"619",195.809998,197.729996,195.300003,197.320007,1071300,184.996765
"620",198.830002,199.979996,196.550003,198.820007,1163700,186.403107
"621",197.869995,200.940002,197.220001,197.460007,2699900,185.128021
"622",197.990005,199.160004,197.479996,198.419998,1200800,186.028046
"623",198.910004,199.110001,197.360001,198.320007,1174200,185.934326
"624",198.369995,198.369995,191.960007,192.029999,1488000,180.03714
"625",192.639999,195.389999,192.529999,193.899994,1252000,181.790344
"626",194.740005,194.990005,193.050003,194.110001,2138900,181.987228
"627",195.470001,196.990005,193.380005,196.589996,1403500,184.312363
"628",196.300003,200.360001,195.360001,199.770004,1031500,187.293747
"629",200,201.699997,199.199997,201.669998,865100,189.075089
"630",201.830002,203.350006,200.589996,202.809998,884600,190.14389
"631",202.509995,203.529999,201.220001,201.990005,718200,189.375107
"632",201.300003,202.119995,200.470001,201.990005,971000,189.375107
"633",202.160004,204.360001,201.919998,203.169998,1099100,190.481369
"634",203.669998,206.479996,202.5,206.410004,1168800,193.519058
"635",207.009995,207.839996,205.130005,207.470001,1425700,194.512863
"636",207.509995,207.509995,205.029999,206.020004,1221900,193.153412
"637",206.669998,207.179993,203.300003,203.479996,1214000,190.772064
"638",203.449997,205,203.410004,204.089996,972700,191.343964
"639",203.860001,206.559998,203.389999,206.259995,811300,193.378403
"640",206.470001,207.399994,204.759995,204.850006,823700,192.056488
"641",205.619995,206.720001,204.009995,206.139999,962200,193.265915
"642",204.789993,205.779999,203.929993,205.350006,1007300,192.525269
"643",206.020004,206.649994,198.210007,201.639999,1764800,189.046967
"644",201.880005,203.649994,201.270004,201.660004,838900,189.065704
"645",201.440002,202.169998,200.339996,201.070007,1189900,188.512558
"646",201.550003,202.149994,198.919998,199.639999,1295600,187.171875
"647",199.029999,200.630005,196.820007,197.309998,1181400,184.987381
"648",194.660004,195.979996,193.089996,194.419998,2187500,182.277878
"649",194.050003,201.919998,193.649994,200.600006,2524700,188.071899
"650",201.179993,206.369995,199.580002,205.160004,1788300,192.347153
"651",203.289993,205.410004,199.199997,201.880005,1767800,189.271973
"652",202.380005,209.149994,202.130005,208.380005,1431800,195.366028
"653",206.740005,210.169998,204.800003,208.889999,1869800,195.844177
"654",209.729996,211.240005,207.070007,211.100006,1050000,197.916153
"655",212.380005,216.729996,211.679993,215.720001,1051900,202.24762
"656",213.199997,216.699997,211.789993,212.25,1122600,198.994339
"657",212.399994,214.779999,208.699997,213.300003,986300,199.978775
"658",211.089996,213.220001,208.240005,208.339996,1455300,195.328522
"659",210.770004,213.289993,209.020004,212.710007,1293200,199.425598
"660",214.339996,214.339996,211.929993,213.580002,1168700,200.241257
"661",215,217.240005,213.929993,216.699997,754400,203.166428
"662",216.740005,217.649994,213.610001,213.850006,871800,200.494431
"663",215.070007,215.199997,211.990005,213.490005,1089500,200.156921
"664",214.520004,214.789993,213.139999,213.240005,755400,199.922531
"665",212.529999,213.75,210.399994,211.220001,1547500,198.028656
"666",211.820007,214.809998,211.820007,214.639999,798600,201.235062
"667",215.440002,217.509995,214.809998,216.220001,993500,202.716415
"668",216.570007,217.220001,214.309998,215.759995,817900,202.285141
"669",216.830002,216.869995,213.089996,215.690002,667200,202.219482
"670",215.910004,217.740005,214.669998,217.289993,947300,203.719559
"671",216.070007,218.100006,215.669998,217.759995,1045300,204.160202
"672",217.619995,221.759995,217.539993,221.059998,1131700,207.254105
"673",224.029999,224.860001,220.550003,221.179993,1185100,207.366608
"674",221.520004,224.910004,221.320007,223.070007,1093900,209.13858
"675",223.990005,224,214.850006,215.580002,1343200,202.798203
"676",215.380005,216.649994,204.509995,205.429993,2569700,193.25
"677",206,206.699997,201.940002,202.580002,2564200,190.568985
"678",201.979996,205.770004,201.779999,205.380005,1764800,193.202957
"679",206.130005,206.539993,202.539993,205.800003,1122600,193.598068
"680",205.570007,209.190002,205.130005,207,1244700,194.726929
"681",207.020004,214.860001,205.630005,214.729996,2497000,201.998581
"682",215.100006,216.470001,212.990005,216.169998,1166000,203.353241
"683",214.059998,216.149994,210.940002,211.949997,1362700,199.383423
"684",212.889999,212.889999,209.779999,211.149994,2050100,198.630859
"685",209.770004,213,209.580002,212.279999,835200,199.693863
"686",213.059998,216.669998,211.990005,212.910004,1125800,200.286514
"687",213.419998,214.059998,211.179993,213.279999,1119500,200.634567
"688",214.820007,216.690002,214.220001,215.990005,1248300,203.183899
"689",217.179993,217.880005,213.220001,213.889999,1030800,201.208405
"690",214.800003,214.830002,210.589996,211.339996,1119700,198.809601
"691",211.339996,211.880005,208.320007,210.720001,1106400,198.226364
"692",210.050003,211.809998,206.880005,207.839996,1260600,195.51712
"693",208.419998,210.970001,207.699997,209.429993,1007600,197.012833
"694",210.25,216.190002,209.960007,216.020004,1036900,203.212112
"695",214.570007,215.600006,212.679993,213.330002,916900,200.681625
"696",212.509995,213.809998,211.259995,212.139999,1264500,199.562164
"697",214.25,215.419998,212.520004,215.130005,768700,202.374893
"698",214.220001,217.240005,214.020004,215.889999,673100,203.089828
"699",217.789993,217.789993,211.75,212.830002,1193900,200.211258
"700",213.429993,214.889999,212.009995,212.350006,774000,199.75972
"701",213.130005,214,211.399994,212.570007,721700,199.96669
"702",211.25,212.059998,208.669998,212.009995,1166600,199.439865
"703",211.949997,213.220001,210.300003,213.009995,1420900,200.380615
"704",213.580002,214.119995,211.610001,213.169998,1245100,200.531097
"705",212.210007,212.940002,205.789993,206.070007,1274400,193.852051
"706",206.229996,207.470001,201.5,202.020004,1584800,190.042206
"707",201.899994,204.119995,200.119995,202.229996,1043100,190.239746
"708",202.919998,204.419998,201.440002,203.25,1197400,191.19928
"709",203.520004,204.399994,200.399994,200.460007,1396400,188.574692
"710",201.630005,201.720001,196.949997,200.660004,2563000,188.762833
"711",200.990005,203.539993,199.949997,201,2497500,189.082672
"712",203.889999,207.419998,202.110001,204.970001,1595000,192.817291
"713",204.199997,209.350006,203.949997,205.75,1541000,193.551041
"714",206.910004,207.789993,200.529999,201.509995,1358300,189.562424
"715",201.75,202.369995,196.710007,197.020004,1377800,185.338638
"716",197.020004,197.970001,195.789993,196.949997,1178800,185.272781
"717",196.809998,198.860001,196.509995,198.589996,976800,186.815552
"718",199.020004,199.089996,196.740005,199,1023400,187.201233
"719",198.940002,200.5,197.539993,198.169998,1172300,186.420456
"720",197.490005,199.75,197.190002,198.649994,773000,186.871994
"721",198.970001,201.839996,198.220001,201.490005,1009300,189.543625
"722",202.600006,205.960007,202.399994,204.619995,1076600,192.488037
"723",204.440002,206.339996,203.360001,206.050003,1059600,193.833221
"724",206.779999,206.779999,203.919998,204.199997,1182700,192.092926
"725",204.850006,205.600006,203.059998,205.330002,1070300,193.15593
"726",204.289993,206.720001,204.110001,206.179993,832900,193.955551
"727",206.389999,208.770004,205.130005,206.639999,1187300,194.38826
"728",207.380005,208,205.160004,205.490005,955400,193.306473
"729",205.360001,207.160004,204.860001,206.899994,851100,194.632843
"730",207.5,208.779999,205.550003,206.800003,967200,194.538773
"731",206.960007,207.5,204.369995,205.869995,2469800,193.66391
"732",205.839996,205.899994,200.559998,200.979996,1722300,189.063843
"733",200,203.520004,199.509995,202.729996,1155100,190.710083
"734",202.800003,205.399994,202.020004,203.320007,1404200,191.265091
"735",203.399994,206.679993,202.580002,204.119995,1250700,192.01767
"736",202.679993,205.399994,202.679993,204.779999,1042100,192.638535
"737",204.860001,207.690002,204.360001,207.429993,1201900,195.131409
"738",206.979996,207.960007,205.119995,205.960007,1629200,193.748581
"739",205.309998,205.550003,204.119995,204.990005,994400,193.540894
"740",205.149994,206.600006,204.089996,205.100006,1168700,193.64473
"741",205.389999,206.050003,204.419998,204.710007,1189700,193.276489
"742",204.190002,205.600006,201.979996,203.139999,1651200,191.794189
"743",203.100006,205.339996,201.669998,204.589996,900400,193.163239
"744",204.589996,206.520004,202.630005,203.179993,1544500,191.83194
"745",203.809998,205.080002,202.25,203.570007,1245000,192.20018
"746",203.970001,204.179993,199.539993,200.490005,1191100,189.292236
"747",200.880005,204.789993,200.490005,204.720001,1229300,193.285934
"748",205,206.649994,202.429993,202.520004,3423900,191.208801
"749",203.880005,204.460007,202.259995,203.279999,1368900,191.926376
"750",202.509995,203.740005,201.509995,203.360001,750000,192.001907
"751",201,202.360001,200.350006,201.350006,970700,192.470306
"752",201.279999,203.029999,200.320007,202.779999,1001100,193.837219
"753",202.789993,203.529999,198.759995,199.179993,1012400,190.395981
"754",199.199997,200.830002,198.350006,200.720001,1016700,191.868073
"755",201.110001,202.050003,200.580002,201.850006,1464900,192.948257
"756",201.160004,205.050003,201.100006,204.550003,1184900,195.529175
"757",205.089996,206.289993,203.669998,205.389999,1329800,196.332123
"758",205.5,206.009995,202.940002,204.990005,968000,195.949799
"759",205.559998,208.380005,205.559998,206.100006,1512300,197.010834
"760",206.190002,210.25,205.580002,208.470001,1667200,199.276306
"761",208.399994,208.889999,204.690002,205.089996,1838200,196.045364
"762",204.600006,205.119995,202.839996,204.139999,1245700,195.137253
"763",204.529999,204.949997,203.029999,203.559998,1260600,194.582809
"764",204.660004,206.779999,203.009995,205.009995,1185000,195.968903
"765",205.380005,207.220001,205.289993,207.149994,1008400,198.014511
"766",207.279999,208.600006,205.770004,206.860001,1263000,197.737305
"767",207.460007,209.279999,206.580002,206.860001,1183900,197.737305
"768",207.389999,208.479996,206.369995,207.550003,952500,198.396851
"769",207.690002,209.139999,206.589996,208.240005,1101600,199.056442
"770",208.789993,209.789993,208.190002,209.240005,1245500,200.012344
"771",208.880005,214.190002,208.369995,212.990005,1719900,203.596985
"772",213.009995,213.860001,211.929993,213.210007,1406700,203.807266
"773",213.779999,215.169998,211.649994,213.580002,921100,204.16095
"774",213.160004,218.880005,213.050003,218.779999,1559200,209.131607
"775",218.039993,220.350006,216.179993,217.110001,1634600,207.535233
"776",218,218.440002,214.160004,214.570007,1661800,205.1073
"777",216.479996,218.440002,214.789993,215.539993,1649300,206.034485
"778",216.220001,216.899994,211.389999,213.429993,1870400,204.017578
"779",213.169998,214.570007,210.279999,212.630005,1280000,203.252838
"780",212.75,215.259995,212.660004,213.199997,1163100,203.797668
"781",213.699997,215,212.139999,213.369995,1042700,203.96022
"782",213.589996,215.139999,211.300003,211.649994,1269900,202.316025
"783",208.100006,210,204.009995,207.639999,2374400,198.482895
"784",207.699997,210.25,206.869995,208.309998,1094200,199.123337
"785",208.220001,213.240005,208.020004,213.130005,1054500,203.730789
"786",210.149994,214.149994,210.149994,213.369995,1240400,203.96022
"787",213.5,214.320007,207.350006,207.5,1854500,198.34906
"788",207.979996,209.289993,204.690002,209,1604200,199.782928
"789",208.779999,210.639999,207.5,208.830002,2869500,199.620407
"790",207.279999,212.220001,206.25,209.300003,2604800,200.069687
"791",209.660004,211.220001,206.889999,208.320007,2754000,199.132904
"792",212.960007,222.289993,211.660004,220.179993,4404600,210.469864
"793",220.399994,225.360001,210.229996,210.389999,3940600,201.111603
"794",206.160004,208.830002,195.929993,198.820007,4751200,190.05188
"795",198.460007,210.330002,198.369995,209.399994,3768500,200.165298
"796",209.389999,218.789993,208.710007,216.070007,3753700,206.541122
"797",217.699997,224.559998,214.809998,223.630005,2348400,213.767715
"798",219,223.820007,216.660004,221.820007,2800800,212.037537
"799",217.460007,220.490005,212.740005,216.259995,2771300,206.722733
"800",203.440002,212.860001,202.309998,204.910004,3294200,196.64621
"801",208.399994,212.479996,199.720001,207.009995,2730800,198.661514
"802",201.399994,203.039993,192.360001,194.679993,2816900,186.828781
"803",178.410004,187.850006,171.25,172.309998,4187500,165.360916
"804",180.270004,184.160004,164.759995,182.009995,4385600,174.669724
"805",163,168.460007,148.369995,148.539993,5752400,142.549545
"806",153.770004,168.429993,149.899994,166.020004,3602600,159.324615
"807",156,159.100006,137.490005,142.970001,4677300,137.204193
"808",145.460007,158.330002,131.800003,155.220001,4223800,148.960144
"809",155.160004,163.869995,140.190002,158.410004,5123400,152.021515
"810",157.820007,157.820007,136.720001,139.539993,3848600,133.912491
"811",147.199997,153.259995,144.669998,152.259995,3172100,146.119522
"812",152,160.589996,146.350006,156.330002,4155600,150.025391
"813",158,176.979996,157.009995,174.839996,3594300,167.788895
"814",167,178.330002,164.160004,171.339996,2339200,164.430038
"815",174.899994,176.899994,170.880005,173.990005,2299700,166.973175
"816",172.139999,174.809998,166.860001,172.910004,2546300,165.936722
"817",164.470001,167.619995,162.550003,166.199997,2333300,159.49733
"818",166.529999,169.479996,162.809998,168.570007,2335300,161.771759
"819",167.020004,174.880005,166.100006,173.740005,1747200,166.733246
"820",179.770004,184,178.380005,182.440002,2359700,175.082382
"821",187.330002,189.479996,176.220001,176.809998,2448700,169.679474
"822",179.869995,181.860001,176.179993,180.970001,1685000,173.671677
"823",181.869995,191.039993,181.869995,190.160004,3187700,182.491058
"824",187.580002,188.580002,181.220001,182.679993,1290300,175.312714
"825",183.720001,189.149994,183.720001,188.070007,1905500,180.485367
"826",183.940002,186.990005,183.440002,184.979996,1648000,177.519958
"827",186.5,188.240005,184.210007,187.339996,1200600,179.784775
"828",189.470001,192.259995,188,191.619995,1597100,183.892151
"829",192.139999,192.270004,180.169998,184.619995,2660200,177.174469
"830",179.5,182.589996,170.929993,178.020004,2532600,170.840668
"831",181.410004,182.419998,177.330002,179.389999,1794300,172.155411
"832",178.789993,181.979996,177.660004,178.479996,1348500,171.282089
"833",181.289993,183.619995,179.240005,182.720001,1483600,175.351105
"834",184.580002,188.820007,183.449997,187.75,2104600,180.178238
"835",188.5,192,183.179993,184.320007,2140200,176.886581
"836",186.669998,190.759995,181.119995,181.470001,2394400,174.15152
"837",180.330002,180.729996,174.460007,178.210007,2413200,171.022995
"838",175.449997,176.949997,171.710007,173.649994,2457100,166.646896
"839",174.550003,175,170.669998,172.559998,2274600,165.600845
"840",175.089996,180.699997,173.389999,178.509995,1678200,171.310883
"841",179.529999,180.399994,173.410004,173.699997,1575700,166.694839
"842",176.589996,182.479996,174.809998,178.490005,1716900,171.291718
"843",180.460007,181.809998,179.740005,181.529999,1445600,174.209091
"844",178.970001,185.110001,178.380005,184.169998,1950200,176.74263
"845",185.630005,186.389999,179.139999,179.179993,1307700,171.953857
"846",175.660004,179.059998,174.449997,177.960007,1508700,170.783066
"847",176.550003,180.899994,175.630005,180.520004,1505500,173.239838
"848",179.639999,181.949997,177.619995,181.070007,1802900,173.767654
"849",185.309998,187.229996,183.690002,185.800003,1338800,178.3069
"850",184.860001,185.990005,179.330002,179.759995,1044600,172.510468
"851",181.050003,182.539993,180.240005,180.820007,950700,173.527725
"852",179.339996,181.380005,177.630005,178.179993,1807500,170.994202
"853",177.919998,178.979996,176.020004,178.800003,999000,171.589203
"854",182.139999,184.919998,180.720001,182.470001,1595700,175.111191
"855",184.710007,185.880005,172.059998,176.529999,3862800,169.410721
"856",178.050003,182.279999,176.080002,180.490005,2497200,173.211029
"857",177.789993,182.770004,177.789993,182.600006,1761100,175.235931
"858",181.929993,185.470001,181.850006,182.320007,1442600,174.967239
"859",181.949997,182.259995,176.350006,178.779999,2287800,171.569992
"860",180.380005,186.880005,179.020004,186.259995,2197000,178.748352
"861",185.770004,186.179993,181.770004,184.509995,1634300,177.068909
"862",188.139999,193.929993,187.619995,192.139999,3033100,184.39122
"863",192.300003,192.860001,188.039993,191.75,2022500,184.016922
"864",188.490005,192.289993,188.110001,191.100006,3099000,184.209717
"865",190.130005,190.990005,187.940002,188.699997,2409400,181.896271
"866",185.610001,185.75,174.020004,174.179993,2928600,167.899765
"867",177.729996,177.929993,172.080002,174.720001,3020300,168.420334
"868",171.550003,175.800003,171.179993,174.649994,1967500,168.352829
"869",178.5,179.139999,174.220001,176.110001,2311100,169.760193
"870",177.300003,179.389999,175.229996,178.360001,1857200,171.929077
"871",177.619995,179.119995,175.720001,176.320007,1177600,169.962631
"872",178.690002,179.860001,174.300003,175.520004,3059600,169.191467
"873",174.5,175.580002,172.610001,175.089996,1603300,168.776978
"874",176.990005,176.990005,172.809998,173.550003,1770900,167.292511
"875",171.289993,171.949997,165.929993,167.470001,2343300,161.431717
"876",166.679993,168.880005,164.550003,168.690002,2982200,162.607742
"877",167.929993,168.220001,161.240005,162.449997,3176000,156.592728
"878",164.080002,164.110001,161.110001,162.009995,2464700,156.168594
"879",163.449997,163.490005,161.350006,162.539993,2676100,156.679459
"880",161.75,170.119995,161.559998,168.899994,2910800,162.810135
"881",170.740005,171.339996,164.880005,165.270004,1573900,159.311066
"882",166.330002,167.800003,164.399994,165.800003,2149400,159.82193
"883",164.240005,166.75,163.889999,165.610001,1630000,159.638779
"884",165.089996,169.169998,165.020004,168.080002,1521300,162.019745
"885",167.039993,167.960007,164.229996,165.529999,1338000,159.561661
"886",166.410004,166.889999,164.029999,164.589996,1955200,158.655563
"887",165.729996,169.039993,164.860001,165.199997,1512500,159.243576
