"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"213",139.529999,141.070007,139.410004,140.059998,1720400,123.447754
"214",139.679993,139.899994,137.669998,138.160004,1079900,121.773094
"215",138.389999,139.440002,136.850006,137.550003,755500,121.235451
"216",137.559998,138.149994,137.240005,137.600006,796800,121.279541
"217",137.339996,138.160004,136.350006,138.039993,764000,121.66732
"218",138.179993,139,137.559998,137.880005,750200,121.526314
"219",137.720001,140.350006,137.509995,140.149994,1142100,123.527054
"220",139.679993,141.039993,138.929993,140.199997,1267500,123.571144
"221",139.720001,141.440002,139.509995,139.669998,1017300,123.104019
"222",140.380005,140.610001,139.259995,140.089996,740800,123.47422
"223",139.570007,140.130005,139.039993,139.490005,924200,122.945358
"224",140.110001,142.639999,139.75,141.899994,1137800,125.069496
"225",142.720001,143.990005,141.639999,142.580002,1077700,125.668869
"226",143.289993,143.289993,140.509995,141.869995,1040100,125.043083
"227",142.289993,142.949997,141.639999,141.860001,312200,125.034248
"228",142.279999,143.419998,141.990005,142.070007,1060100,125.219368
"229",142.449997,145.210007,141.710007,145.119995,1371700,127.907585
"230",145.850006,149.289993,145.759995,147.830002,2558000,130.296188
"231",148.259995,151.850006,147.839996,149.539993,2434800,131.80336
"232",151.460007,152.139999,148.399994,150.789993,2808000,132.905045
"233",153.5,154.029999,150.979996,153.410004,2446300,135.214371
"234",153.520004,155.289993,151.580002,152.110001,2130100,134.068542
"235",152.380005,153.199997,149.690002,152.75,1431900,134.632584
"236",152.5,153.490005,150.289993,152.070007,1489500,134.614899
"237",152.669998,153.020004,151.009995,152.820007,1494400,135.278854
"238",153.199997,153.679993,152.220001,152.710007,1019900,135.181442
"239",152.559998,153.649994,152.199997,153.029999,1327000,135.464706
"240",153.100006,153.550003,151.350006,151.610001,1285900,134.207703
"241",152.259995,152.600006,150.039993,150.419998,2215300,133.154282
"242",150.690002,151.800003,150,151.070007,2241300,133.729721
"243",152.279999,152.669998,150.800003,151.279999,1400300,133.915588
"244",151.960007,152.100006,150.070007,150.160004,1176200,132.924149
"245",150.770004,150.910004,148.119995,149.440002,1523000,132.286804
"246",150.020004,151.220001,149.550003,150.880005,1759000,133.561493
"247",151.119995,151.309998,148.729996,148.979996,1164000,131.879578
"248",148.630005,149.289993,147.850006,148.940002,1545000,131.844177
"249",145.729996,146.830002,144.839996,145.949997,1267600,132.306503
"250",146.460007,146.479996,145.550003,146.309998,848500,132.632828
"251",146.470001,148.070007,146.009995,146.050003,879500,132.397141
"252",146.119995,146.660004,144.419998,144.789993,1080900,131.254913
"253",144.339996,147.309998,143.679993,147.110001,1340500,133.358078
"254",148.289993,150.339996,147.619995,148.679993,1551000,134.781281
"255",148.490005,149.770004,148.25,149.649994,953900,135.660629
"256",150.729996,152.710007,150.259995,151.729996,1118100,137.546234
"257",151.5,153.160004,151.320007,152.630005,944800,138.362061
"258",152.960007,154.339996,151.899994,152.899994,1182900,138.606857
"259",153.089996,153.350006,151.509995,152.809998,1056100,138.525223
"260",153.020004,153.320007,151.929993,152.729996,1108900,138.452698
"261",154.139999,155.149994,151.399994,152.199997,1304100,137.972244
"262",153.240005,153.979996,151.259995,151.449997,1470000,137.292374
"263",152.039993,152.779999,151.720001,152.210007,1140900,137.981339
"264",153.009995,154.440002,152.5,154.279999,1558800,139.857803
"265",154.059998,155.449997,153.710007,155.449997,910700,140.918457
"266",155.699997,156.020004,153.839996,154.25,842700,139.830627
"267",154.300003,155.860001,153.169998,154.990005,1048400,140.50145
"268",154.990005,155.190002,153.279999,154.169998,1228100,139.758148
"269",154.559998,155.539993,153.710007,155.160004,1131300,140.655533
"270",155.279999,156.490005,153.380005,153.449997,1223400,139.105392
"271",153,154.520004,152.229996,153.330002,1506100,138.996613
"272",152.910004,155.320007,152.910004,153.479996,2947700,139.132629
"273",155.399994,159.089996,153.860001,158.910004,2357300,144.054993
"274",160.119995,163,158.949997,159.110001,3012900,144.236282
"275",158.990005,160.789993,153.880005,153.960007,3687700,139.567719
"276",153.199997,157.759995,149.380005,157.649994,4348400,142.912796
"277",158.669998,162,156.850006,159.929993,2725600,144.979645
"278",160.25,160.869995,152.929993,153.039993,2739600,138.733719
"279",154.259995,157.919998,152.5,156.850006,2623800,142.187531
"280",157.330002,161.289993,157.25,160.130005,1991400,145.16098
"281",159,161.169998,158.160004,160.160004,1238300,145.188141
"282",159.070007,162.550003,158.770004,162.149994,1789600,146.992126
"283",162.770004,165.210007,161.610001,165.110001,1595400,149.67543
"284",164.679993,165.350006,161.779999,162.380005,1449000,147.200623
"285",161.729996,164.660004,161.520004,163.350006,1435400,148.079941
"286",163.110001,164.809998,161.729996,161.779999,1120500,146.656693
"287",162.460007,163.380005,160.029999,160.529999,1224100,145.523529
"288",161.199997,164.080002,161.149994,164.020004,972300,148.687332
"289",164.520004,166.949997,163.600006,166.899994,1213900,151.29808
"290",167.240005,169.520004,166.5,166.690002,1583600,151.107697
"291",166.779999,168.820007,165.630005,166.160004,1620000,150.627274
"292",166.369995,166.990005,161.279999,162.259995,1415400,147.091812
"293",161.559998,166.389999,161.559998,166.259995,1605000,150.717911
"294",165.350006,170.130005,164.899994,168.490005,1946000,152.739441
"295",169.070007,170.300003,166.460007,169.589996,1610300,153.736618
"296",168.020004,168.830002,166.039993,168.580002,1358100,152.821045
"297",168.690002,169.229996,166.929993,168.440002,1560000,153.330795
"298",169.759995,171.710007,168.809998,171.419998,1949100,156.043503
"299",171.130005,171.649994,167.850006,169.179993,1774800,154.00441
"300",169.059998,169.860001,164.229996,164.809998,2304000,150.026428
"301",165.649994,165.990005,162.389999,162.949997,2255200,148.333237
"302",163.009995,167.380005,160.820007,165.389999,2200400,150.554398
"303",165.399994,166.899994,163.610001,165.119995,7742200,150.308609
"304",165.070007,165.570007,162.089996,163.539993,1381300,148.870331
"305",164.289993,165.820007,163.979996,164.179993,964300,149.452927
"306",164.309998,166.970001,163.630005,164.5,1186100,149.744217
"307",163.5,165.509995,159.729996,160.160004,1562900,145.793533
"308",160.490005,161.639999,157.979996,158.119995,2120400,143.936462
"309",159.880005,162.580002,159.570007,161.710007,1936800,147.204483
"310",161.770004,163.850006,157.600006,159,1835600,144.737595
"311",159,167.360001,156.429993,158.839996,2043800,144.591934
"312",158.520004,162,156.679993,161.740005,3926300,147.231781
"313",161.619995,161.619995,155.399994,157.699997,1795400,143.554169
"314",157.259995,160.970001,156.729996,160.570007,1932000,146.166748
"315",158.020004,161.039993,157.039993,160.490005,1519800,146.093933
"316",161.910004,164.110001,160.759995,162.990005,1810100,148.369675
"317",161.830002,162.029999,157.169998,158.259995,1313800,144.06395
"318",158.720001,162.429993,158.110001,159.179993,1449700,144.901428
"319",161.020004,164.580002,160.929993,163.589996,1939300,148.915848
"320",162.020004,162.529999,160.490005,161.259995,1301200,146.794861
"321",162.449997,166.169998,162.020004,164.210007,1796500,149.48024
"322",165.380005,165.460007,162.300003,163.419998,1025600,148.761078
"323",164.940002,165.929993,163.970001,164.020004,1022400,149.307312
"324",164.800003,166.649994,164.559998,164.759995,1590000,149.980911
"325",164.940002,165.889999,163.710007,165.199997,1026400,150.381424
"326",165.619995,166.550003,163.910004,164.470001,1336600,149.716919
"327",165.220001,165.910004,163.009995,165.080002,1598100,150.272217
"328",164.960007,165.320007,163.190002,164.199997,1342600,149.471115
"329",164.979996,165.410004,160.270004,161.600006,1534600,147.104355
"330",161.75,162.110001,159.850006,161.080002,1447500,146.631012
"331",159.889999,162.279999,155.600006,159.449997,3048800,145.147232
"332",157.910004,159.309998,155.660004,157.360001,1590700,143.24469
"333",158.369995,160.570007,157.669998,157.679993,1412900,143.535965
"334",157.559998,158.339996,154.399994,156.5,1962600,142.461792
"335",156.449997,158.199997,155.649994,156.380005,1700500,142.3526
"336",155.699997,158.399994,153.899994,157.020004,2097000,142.935181
"337",156.809998,160.300003,155.75,159.160004,1406100,144.883209
"338",159.410004,160.080002,158.350006,159.220001,1231900,144.937836
"339",159.059998,159.710007,157.649994,158.460007,1299100,144.246033
"340",158.740005,161.839996,157.399994,161.470001,1307300,146.986038
"341",160.440002,160.990005,159.139999,159.960007,1532500,145.611481
"342",159.830002,160,158.5,159.289993,1194900,145.001556
"343",159.940002,161.199997,158.5,161.029999,1336100,146.585464
"344",160.729996,161.369995,159.270004,160.449997,1232100,146.057495
"345",160.600006,161.020004,159.369995,160.669998,911200,146.257782
"346",160.330002,160.910004,159.399994,160.699997,1090900,146.28511
"347",160.619995,160.880005,159.300003,159.779999,1923800,145.447647
"348",160.149994,161.869995,160.009995,161.380005,982500,146.904099
"349",161.270004,161.460007,158.809998,160.860001,1387500,146.430756
"350",159.830002,160.190002,158.139999,160.110001,1026700,145.748001
"351",158.679993,160.119995,157.210007,160.009995,1473300,145.656967
"352",159.399994,159.990005,158.5,159.600006,1106700,145.283783
"353",158.470001,159.539993,157.350006,158.679993,1862200,144.446259
"354",159.600006,166.139999,158.699997,165.490005,2422500,150.645447
"355",165.039993,165.779999,162.5,162.899994,3657500,148.287766
"356",164.410004,167.800003,163.770004,167.529999,1690200,152.502426
"357",167.669998,170.479996,167.520004,170.300003,1984800,155.023972
"358",169.080002,170.789993,169.080002,170.460007,2619300,155.169617
"359",171.210007,174.360001,170.720001,173.539993,2257300,157.973312
"360",173.490005,173.759995,170.800003,171.740005,1926900,156.967926
"361",171.410004,171.690002,169.690002,170.970001,1428100,156.264206
"362",171.25,171.429993,169.639999,170.630005,1449900,155.95343
"363",170.339996,170.899994,168.660004,170.220001,1217600,155.57869
"364",170.279999,171.669998,169.119995,170.479996,1547600,155.81633
"365",170.789993,172.210007,168.169998,168.860001,1684600,154.335663
"366",168.100006,170.399994,167.210007,169.830002,2074800,155.222244
"367",169,169.720001,168.380005,169.199997,1117200,154.646454
"368",167.850006,168.720001,166.399994,166.960007,2017400,152.599106
"369",167.869995,168.869995,167.089996,167.210007,1231600,152.827591
"370",167.029999,168.770004,165.119995,168.220001,1408000,153.750702
"371",168.839996,169.970001,167.789993,168.419998,1967000,153.933517
"372",168.199997,168.199997,165.149994,166.490005,1327000,152.169525
"373",166.860001,168.550003,165.199997,165.550003,1646300,151.310394
"374",163.020004,166.440002,162.509995,163.190002,1406900,149.153366
"375",163.619995,165,162.389999,163.860001,1100000,149.765793
"376",164.669998,165.929993,163.850006,163.919998,1686700,149.820602
"377",163.479996,164.059998,162.979996,163.990005,917800,149.884552
"378",164,165.649994,160.759995,161.119995,512000,147.261414
"379",161.440002,161.880005,159.360001,160.300003,1334500,146.511932
"380",160.080002,161.529999,159.509995,160.429993,1574300,146.630768
"381",161.210007,163.800003,161,163.529999,1651900,149.464127
"382",163.639999,164.889999,162.550003,164.169998,1399700,150.049072
"383",162.869995,165.789993,162.169998,165.429993,1407600,151.200684
"384",166.440002,167.399994,164.990005,166.699997,1236300,152.36145
"385",166.960007,167.179993,165.130005,166.910004,1021100,152.553421
"386",166.830002,168.470001,166.149994,168.220001,721000,153.750702
"387",168.220001,169.179993,167.320007,169.020004,889000,154.481888
"388",169.460007,171.490005,169.100006,171.020004,1029200,156.309891
"389",170.789993,171.479996,168.789993,168.850006,1290600,154.326523
"390",168.380005,169.149994,167.330002,169,979400,154.463623
"391",169,169.729996,168.029999,169.300003,1314700,154.737839
"392",168.960007,169.529999,167.669998,168.460007,1403300,153.970093
"393",168,169.910004,167.850006,169.520004,1657000,154.938889
"394",171.889999,171.990005,166.259995,166.460007,2283100,152.142105
"395",166,166.899994,165.389999,165.490005,1530500,151.255539
"396",165.5,165.770004,160.789993,161.210007,1267200,147.343658
"397",161.490005,161.880005,158.350006,159.119995,1547400,145.433426
"398",159.860001,163.589996,159.070007,161.429993,1529900,147.544754
"399",161.429993,162.199997,158.860001,161.039993,1350500,147.188293
"400",161.169998,162.350006,159.990005,161.630005,959300,147.727554
"401",161.630005,162.570007,161.320007,161.869995,1106600,147.946899
"402",162.649994,163.850006,162.089996,163.419998,1011800,149.363556
"403",163.399994,164.179993,162.070007,163.740005,1187800,149.656113
"404",163.690002,163.880005,162.710007,162.970001,886900,148.952301
"405",162.259995,164.199997,161.770004,163.919998,1146200,149.820602
"406",163.990005,166.080002,163.619995,163.949997,1161900,149.847992
"407",164,166.539993,163.970001,166.309998,1208100,152.00499
"408",165.860001,167.940002,165.630005,167.669998,1651000,153.248016
"409",168.860001,169.550003,168.009995,168.479996,1311300,153.988358
"410",168.679993,170.110001,167.699997,169.380005,1729300,154.810913
"411",169.350006,170.490005,169.210007,169.679993,900700,155.085144
"412",169.399994,169.880005,167,167.360001,1439500,152.964676
"413",166.559998,167.710007,166.399994,166.889999,707300,152.535141
"414",166.899994,168.699997,166.899994,167.669998,1048200,153.248016
"415",168.029999,169.460007,167.199997,169.320007,909000,154.756088
"416",169.979996,171.960007,169.929993,170.580002,1337500,155.9077
"417",170.639999,171.139999,169.289993,169.600006,1046900,155.012009
"418",169.449997,172.220001,169.279999,172.169998,1638800,157.360977
"419",171.880005,173.479996,171.520004,173.309998,1229600,158.402924
"420",172.979996,175,172.75,174.729996,1391700,159.700775
"421",174.729996,177.070007,174.729996,177.050003,1721900,161.821228
"422",176.949997,177.360001,170.850006,171.289993,2587500,156.556641
"423",172.080002,174.059998,171.300003,173.5,1470700,158.576569
"424",172.570007,174.259995,172.350006,173.779999,1399100,159.475876
"425",174.619995,175.580002,174.089996,174.100006,1071100,159.769577
"426",174.490005,174.619995,172.869995,173.029999,1082200,158.787628
"427",172.440002,173,170.309998,171.649994,1010800,157.52124
"428",171.740005,173.369995,171.580002,172.309998,1101400,158.126907
"429",172.830002,173.919998,172.449997,173.149994,886200,158.897766
"430",172.679993,173.25,171.649994,171.839996,944900,157.695557
"431",171.529999,172.970001,171.529999,172.399994,1122500,158.209473
"432",173,173.860001,171.960007,173.610001,1156600,159.319901
"433",174.490005,174.940002,173.369995,174.380005,912400,160.026505
"434",174.710007,175.360001,173.649994,175.119995,2100200,160.705597
"435",174.949997,175.860001,174.130005,174.75,1247000,160.366043
"436",175.110001,175.399994,173.130005,173.600006,1459400,159.31073
"437",173.600006,174.380005,172.399994,173,1403600,158.760086
"438",173.119995,174.039993,171.850006,171.929993,1017100,157.778168
"439",171.199997,172.169998,170.039993,170.210007,1439800,156.199753
"440",171.350006,174.289993,170.490005,174.25,1041900,159.907196
"441",174.139999,174.740005,172.550003,174.5,1704200,160.136642
"442",175.570007,176.130005,174.479996,175.449997,1128200,161.008408
"443",175.720001,181.729996,175.449997,180.509995,2360800,165.651932
"444",180.949997,182.970001,180.949997,181.690002,1672400,166.734802
