"","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"110",138.009995,140.240005,137.970001,139.990005,1127900,129.768661
"111",139.490005,140.169998,138.649994,138.669998,900200,128.545044
"112",138.860001,141.880005,138.860001,141.580002,1105800,131.242569
"113",141.889999,142.059998,141.119995,141.580002,1188600,131.242569
"114",140.460007,141.270004,139.929993,140.960007,876400,130.667862
"115",141.259995,141.759995,140.339996,141.210007,1043900,130.899597
"116",141.929993,142.229996,141,142.110001,968100,131.733871
"117",141.460007,143.539993,141.110001,142.889999,1122500,132.456924
"118",143.339996,143.850006,142.490005,142.899994,1014100,132.466187
"119",142.679993,143.110001,142.020004,142.139999,845000,131.761688
"120",142.289993,143.100006,141.820007,143.050003,975500,132.60524
"121",142.940002,143.649994,142.440002,142.479996,758000,132.076874
"122",142.710007,143.360001,140.490005,140.490005,1258800,130.232132
"123",141.009995,142.5,140.729996,141.429993,1001000,131.103516
"124",141.490005,141.490005,138.699997,139.630005,1011900,129.434967
"125",140.059998,141.399994,139.960007,140.729996,1164300,130.454605
"126",141.320007,142.429993,140.869995,141.779999,763500,131.427963
"127",142,143.089996,141.789993,143.020004,953600,132.577438
"128",142.679993,142.789993,141.940002,142.289993,848500,131.900726
"129",142.830002,145.979996,142.5,144.910004,1210700,134.329422
"130",144.880005,146.509995,144.460007,145.880005,892600,135.228622
"131",146.039993,146.130005,144.860001,145.229996,696700,134.626068
"132",145.429993,146.910004,145.429993,146.179993,625800,135.506729
"133",146.460007,146.839996,146.160004,146.369995,594600,135.682861
"134",146.589996,146.850006,145.600006,146.240005,713500,135.562317
"135",146.330002,147.070007,146.119995,146.649994,552300,135.942383
"136",146.399994,146.960007,145.929993,146.25,623100,135.571609
"137",146.990005,148,146.440002,147.800003,780400,137.008453
"138",147.779999,148.320007,146.320007,146.660004,999900,135.95166
"139",146.050003,147.029999,145.759995,146.789993,1273900,136.072189
"140",145.75,146.190002,139.350006,143.699997,3167400,133.207718
"141",143.929993,144.240005,141.619995,142.25,1829900,131.863678
"142",142.460007,142.580002,140.059998,140.279999,1247700,130.03746
"143",140.399994,141.389999,139.600006,141.139999,1152600,130.834671
"144",141,141.259995,139.550003,139.880005,919100,129.666687
"145",140.220001,141.050003,139.600006,140.690002,987100,130.417572
"146",141.360001,141.669998,139.289993,139.470001,994400,129.286621
"147",139.440002,141.710007,139.440002,141.619995,893400,131.279648
"148",141.589996,142.350006,140.240005,142.270004,1096200,131.882217
"149",142.600006,142.729996,141.679993,142.350006,743600,131.956345
"150",141.779999,142.279999,141.389999,142.130005,650700,131.752426
"151",142.029999,142.5,140.639999,140.960007,636500,130.667862
"152",140.419998,140.929993,139.710007,140.339996,910600,130.093109
"153",140.110001,140.179993,138.270004,138.300003,919900,128.202072
"154",138.559998,139.679993,138.119995,139.149994,903800,128.990021
"155",140.160004,141.279999,139.589996,140.75,679200,130.47319
"156",141,141.350006,139.380005,139.419998,864000,129.240295
"157",139.479996,140.759995,139,140.660004,878900,130.389786
"158",140.229996,141.360001,137.910004,138.119995,741700,128.035217
"159",137.589996,138.339996,136.460007,137.5,1526500,127.460464
"160",137.449997,137.960007,136.330002,137.070007,551000,127.06189
"161",137.570007,138.889999,137.449997,138.710007,7e+05,128.582138
"162",138.229996,138.429993,137,137.139999,596500,127.126755
"163",137.399994,138.149994,136.639999,137.160004,547900,127.145309
"164",137.820007,139.179993,137.779999,138.830002,636300,128.69339
"165",138.949997,139.300003,137.960007,138.669998,702900,128.545044
"166",138.210007,139.289993,137.75,139.009995,611500,128.860214
"167",138.25,139.970001,138.119995,139.779999,693600,130.16391
"168",140.720001,144.240005,140.5,144,1705300,134.093567
"169",144.509995,145.869995,142.619995,142.639999,934400,132.827194
"170",142.179993,143,141.169998,141.699997,862600,131.951813
"171",142,142.759995,141.610001,142.529999,920300,132.724701
"172",142.839996,144.740005,141.839996,144.679993,1027200,134.726807
"173",144.600006,148.139999,144.539993,147.050003,1458600,136.933762
"174",147,148.059998,146,147.460007,1200100,137.315582
"175",147.889999,148.169998,147.139999,147.5,776700,137.352829
"176",147.220001,148.360001,146.839996,147.029999,1254000,136.915146
"177",146.880005,148.210007,146.259995,147.720001,871500,137.557663
"178",147.600006,148.339996,146.880005,148.039993,1231200,137.855652
"179",148.5,149.830002,148.25,149.809998,817900,139.503906
"180",150,151.380005,149.740005,151.25,1164300,140.844849
"181",151.160004,152.360001,150.779999,152.300003,1021200,141.822586
"182",152.179993,152.429993,151.679993,151.970001,611100,141.515274
"183",151.940002,151.940002,150.960007,151.220001,745500,140.816895
"184",151.25,151.699997,150.330002,150.399994,732600,140.053329
"185",150.679993,150.839996,148.899994,149.020004,1207800,138.768265
"186",149.639999,149.979996,148.350006,148.649994,1215100,138.423691
"187",148.460007,149.559998,147.800003,149.520004,1156000,139.233856
"188",149.740005,151.220001,149.360001,150.970001,684000,140.584106
"189",152.380005,155,151.800003,154.529999,1220400,143.8992
"190",154.669998,155.580002,153.960007,155.429993,939400,144.737289
"191",155.410004,157.25,155.210007,156.710007,940300,145.929214
"192",157.029999,157.679993,155.179993,156.130005,1142900,145.389114
"193",155.490005,156.330002,154.559998,155.490005,1039700,144.793167
"194",156.130005,157.050003,155.509995,156.669998,604500,145.891983
"195",156.860001,156.860001,155.110001,155.820007,498000,145.100479
"196",156.039993,156.860001,155.119995,156.490005,656200,145.724365
"197",156.630005,158.369995,156.509995,158.279999,680100,147.391205
"198",159.210007,159.789993,158.559998,158.710007,1286500,147.791626
"199",158.979996,159.410004,158.399994,158.649994,648600,147.735779
"200",158.589996,158.610001,156.550003,156.639999,655400,145.864029
"201",157.839996,158.259995,156.779999,156.850006,812900,146.059601
"202",156.869995,157.800003,156.080002,157.160004,761000,146.348251
"203",158.070007,160.149994,157.240005,160.119995,1070500,149.104645
"204",160.190002,160.190002,158.029999,158.190002,1155400,147.307388
"205",165,166.699997,163.029999,165.740005,2325800,154.338028
"206",165,165.110001,162.050003,163.529999,1126500,152.28006
"207",164.899994,165.610001,164.320007,164.699997,949600,153.369537
"208",164.979996,165.059998,163.289993,164.710007,619400,153.378845
"209",164.389999,164.589996,161.479996,161.630005,961100,150.510727
"210",162.520004,163.259995,161.360001,161.550003,1263400,150.436279
"211",162.080002,162.539993,160.619995,161.039993,959200,149.961349
"212",161.660004,162.559998,160.449997,161.809998,930500,150.678345
"213",162.259995,163.380005,161.669998,163.130005,866200,151.907578
"214",162.960007,163.990005,162.850006,163.559998,1504300,152.307999
"215",165.190002,168.25,164.289993,165.199997,1606600,153.835159
"216",164.229996,166.380005,164.039993,165.720001,1062300,154.319382
"217",164.190002,164.570007,161.830002,162.850006,742500,151.64682
"218",161.770004,164.330002,161.770004,162.970001,632100,151.758575
"219",162.070007,164.070007,161.759995,163.970001,609800,152.689758
"220",163.580002,164.669998,163.300003,164.110001,921500,152.82016
"221",163.080002,163.869995,161.940002,163.440002,643400,152.196259
"222",163.490005,164.449997,162.880005,162.990005,939800,151.777222
"223",162.979996,164.350006,162.190002,163.270004,825800,152.037903
"224",163.759995,164.649994,163.369995,164.509995,650100,153.192612
"225",165.300003,166.289993,164.779999,165.990005,664800,154.570801
"226",166.190002,166.949997,165.539993,165.990005,659900,154.570801
"227",166.479996,166.710007,165.580002,165.990005,228200,154.570801
"228",166.279999,166.699997,165.679993,165.889999,613900,154.477692
"229",166,169.190002,165.860001,169.100006,847100,157.466873
"230",169.179993,169.229996,166.830002,167.610001,1046100,156.079361
"231",167.539993,169.860001,167.009995,169.630005,1187000,158.556351
"232",169.440002,170.330002,166.139999,168.729996,879400,157.715103
"233",169.800003,170.899994,169.199997,169.809998,1296200,158.724594
"234",169.589996,170.490005,168.220001,168.339996,1152100,157.350571
"235",168.690002,169.009995,167.490005,168.470001,584300,157.472122
"236",168.240005,169.660004,167.899994,168.360001,931600,157.369293
"237",169.270004,169.270004,166.580002,167.660004,1094800,156.714966
"238",167.820007,167.949997,166.779999,166.899994,837400,156.004593
"239",166.869995,168.009995,165.809998,165.949997,842500,155.116623
"240",165.949997,167.25,165.729996,166.050003,986800,155.210052
"241",166.5,166.880005,164.889999,164.940002,661300,154.172531
"242",165.970001,167.009995,165.520004,165.710007,1267200,154.892273
"243",166.75,168.080002,165.610001,167.610001,1124400,156.668243
"244",167.800003,169.050003,166.979996,168.649994,1002500,157.64035
"245",169.440002,169.580002,168.649994,169.009995,862600,157.976807
"246",169.490005,169.490005,168.229996,169.059998,469100,158.023621
"247",169.410004,169.679993,167.220001,167.460007,501100,156.52803
"248",168.009995,168.399994,167.360001,167.809998,523700,156.855194
"249",168.050003,169.199997,168,168.679993,362100,157.668396
"250",169.529999,170.070007,168.490005,170.029999,534700,158.930252
"251",170.210007,170.809998,169.690002,169.690002,555800,158.612427
"252",170.520004,170.690002,168.059998,168.509995,875300,157.509445
"253",168,169.270004,167.029999,169.130005,838200,158.088974
"254",169.440002,171.179993,169.369995,169.789993,840100,158.705917
"255",170.350006,171.029999,169.160004,170.580002,1536500,159.444366
"256",170.419998,172.880005,170.25,172.660004,808900,161.38855
"257",173.229996,174.869995,173.059998,173.610001,671900,162.276535
"258",173.190002,173.520004,170.570007,171.039993,772500,159.874298
"259",171.720001,172.580002,171.039993,172.529999,467100,161.267044
"260",173.339996,173.949997,172.559998,173.419998,590800,162.098969
"261",174.399994,174.399994,170.479996,171.009995,866300,159.846268
"262",171.990005,174.119995,171.740005,173.759995,878000,162.416718
"263",174.279999,175.720001,173.979996,174.75,851000,163.342117
"264",175.600006,176.270004,175.020004,175.910004,1095500,164.426392
"265",176.050003,176.619995,173.300003,175.229996,880400,163.790787
"266",176.089996,176.240005,173.139999,173.889999,1443900,162.538284
"267",174.520004,175.889999,170.369995,170.589996,2200700,159.45369
"268",170.869995,171.029999,167.270004,169.160004,2027900,158.117035
"269",169.639999,170.960007,169.270004,169.720001,1754000,158.640488
"270",169.309998,169.75,167.660004,168.5,1199400,157.500122
"271",167.690002,168.309998,166.199997,166.360001,1079400,155.499817
"272",167.410004,167.990005,165.699997,166.229996,1483700,155.378311
"273",165.020004,167.759995,164.119995,166.770004,1296700,155.883072
"274",166.160004,166.160004,163.149994,163.839996,1309300,153.144333
"275",163.410004,164.669998,157.630005,158.149994,2073000,147.82579
"276",155.529999,161.990005,153.75,161.619995,1902900,151.069275
"277",161.660004,163.029999,159.649994,159.740005,1305000,149.312012
"278",159.5,159.770004,152.699997,152.860001,1889500,142.881134
"279",154.449997,155.449997,149.369995,154.229996,2035200,144.161697
"280",155.130005,159.240005,154.699997,158.039993,1254500,147.722977
"281",157.330002,157.929993,156.139999,157.070007,926300,146.816284
"282",156.309998,159.580002,155.919998,159.270004,1143100,148.872665
"283",160.779999,160.899994,159.089996,160.130005,956000,149.676544
"284",159.949997,161.350006,159.25,159.770004,1084700,149.340042
"285",158.910004,160.229996,158.490005,159.210007,923700,148.816589
"286",158.929993,162.729996,158.929993,160.339996,1176400,149.872803
"287",160.839996,162.029999,159.289993,159.75,651100,149.32135
"288",160.729996,161.039993,158.809998,160.940002,897400,150.433655
"289",160.850006,163.429993,160.850006,163,876100,152.359177
"290",162.919998,164.940002,161.639999,161.649994,962900,151.097321
"291",162.850006,162.850006,159.059998,159.190002,1113600,148.797897
"292",159.029999,160.190002,152.809998,152.949997,1881700,142.965256
"293",151.860001,153.270004,149.75,152.559998,1540600,142.600677
"294",151.440002,152.979996,149.940002,152.220001,1868800,142.282913
"295",152.929993,153.979996,151.5,153.490005,1710900,143.470001
"296",151.960007,157.559998,150.960007,156.630005,1785400,146.405029
"297",156.649994,157.470001,155.610001,156.919998,904100,147.268433
"298",157.75,160.509995,157.369995,159.979996,1613800,150.140228
"299",160.350006,160.350006,157.289993,157.820007,1085500,148.113113
"300",157.889999,159.190002,156.089996,156.630005,1042000,146.996277
"301",157.910004,159.149994,156.050003,156.809998,962600,147.165192
"302",157.240005,158.240005,156.509995,157.809998,808000,148.103683
"303",157.899994,159.490005,156.949997,159.039993,1496800,149.258057
"304",158.589996,158.850006,154.610001,157.350006,1113800,147.671982
"305",157.589996,159.259995,157.110001,158.529999,1029900,148.779404
"306",158.509995,161.910004,158.339996,160.240005,1389100,150.384232
"307",158.460007,159.330002,154.020004,154.460007,1086100,144.959717
"308",154.75,155.740005,151.070007,151.309998,997400,142.003479
"309",153.580002,156.800003,152.949997,156.479996,1037800,146.855515
"310",156.539993,156.600006,151.600006,152.399994,1112500,143.026428
"311",152.009995,152.789993,150.160004,150.839996,1185300,141.562378
"312",152.050003,155.009995,151.449997,153.199997,1062000,143.777237
"313",153.179993,153.389999,148.309998,150.270004,1201400,141.027435
"314",150.919998,151.839996,149.240005,151.789993,1152900,142.453964
"315",148.850006,154.369995,147.509995,153.869995,1202200,144.406036
"316",154.929993,155.470001,153.339996,154.289993,895900,144.800201
"317",152.889999,153.970001,147.460007,149.669998,1194900,140.46434
"318",150.889999,152.320007,149.179993,149.529999,656600,140.332962
"319",151.360001,153.759995,150.990005,151.809998,1075900,142.472702
"320",150.309998,151.589996,149.850006,150.699997,867500,141.431015
"321",151.490005,152.660004,151.059998,151.270004,979600,141.965958
"322",152.419998,152.630005,151.110001,151.860001,622000,142.519669
"323",153.100006,154.039993,152.059998,153.139999,786100,143.720886
"324",153.970001,155.679993,153.669998,154.839996,1600500,145.316345
"325",155.630005,158.470001,155.089996,157.380005,1186300,147.700134
"326",157.350006,157.759995,152.610001,154.570007,2012000,145.062943
"327",148.789993,150.110001,143.600006,144.210007,3442300,135.340179
"328",144,144.869995,141.460007,142.460007,2894000,133.697815
"329",143.410004,145.490005,139.139999,141.610001,3423400,132.900101
"330",141.360001,143.630005,140.25,143.210007,2217200,134.401672
"331",143.240005,144.729996,141.259995,144.039993,2106100,135.180618
"332",143.899994,145.100006,142.300003,144.550003,1637700,135.659256
"333",145.330002,145.330002,141.300003,141.589996,1658500,132.881317
"334",140.279999,140.889999,137.520004,140.639999,2166300,131.989792
"335",140.419998,141.470001,139.550003,139.699997,1185600,131.107605
"336",139.139999,140.199997,137.809998,139.350006,984300,130.779114
"337",138.679993,140.880005,137.949997,140.350006,1076100,131.71759
"338",140.949997,141.020004,138.940002,139.130005,1413000,130.572632
"339",139.309998,140.910004,138.600006,140.850006,1349700,132.186874
"340",141.130005,142.039993,139.850006,141.919998,1121100,133.19104
"341",142.820007,143.419998,141.839996,143.139999,1159900,134.336014
"342",142.919998,143.820007,142.309998,143.699997,564600,134.861526
"343",144,144.479996,142.720001,143.460007,628200,134.636307
"344",142.889999,142.899994,141.649994,142.179993,878300,133.435043
"345",142.490005,143.110001,141.179993,141.410004,941000,132.712387
"346",141.369995,143.289993,140.869995,143.160004,1015100,134.354736
"347",143.160004,145.520004,143.160004,144.820007,2113000,135.912643
"348",145.770004,148.880005,145.600006,148.070007,1552100,138.962784
"349",148.020004,148.479996,147.279999,147.539993,1045500,138.465378
"350",146.550003,146.729996,145.179993,146.710007,1210700,137.686401
"351",146.25,146.690002,144.339996,146.369995,869200,137.36734
"352",145.660004,146.759995,144.300003,146.639999,1405200,137.620728
"353",145.139999,145.850006,141.539993,142.360001,1090600,133.603989
"354",143.059998,144.419998,142.710007,144.020004,744000,135.161896
"355",144.210007,144.210007,139.210007,139.240005,1545800,130.675888
"356",140.529999,142.809998,140.339996,141.580002,887400,132.871948
"357",142.380005,142.759995,140.929993,142.089996,1033800,133.350555
"358",141.460007,142.649994,141.119995,141.779999,1109100,133.652237
"359",142.179993,142.889999,141.339996,142.699997,915300,134.519516
"360",143.380005,145.589996,143.259995,144.800003,1622600,136.499115
"361",144.949997,145.570007,144,145.369995,840400,137.036438
"362",145.539993,146.679993,144.039993,144.419998,766000,136.140884
"363",144.960007,145.610001,144.139999,144.490005,856600,136.206894
"364",144.360001,144.639999,142.839996,142.889999,1016900,134.698593
"365",143.5,144.100006,142.039993,142.289993,1210800,134.132965
"366",141.339996,142.059998,139.190002,141.949997,2203700,133.812485
"367",140.649994,141.75,140.330002,141.229996,703100,133.133743
"368",139.679993,139.899994,137.179993,137.759995,1564600,129.862686
"369",138.289993,138.320007,136.539993,136.779999,1286500,128.938873
"370",136.690002,136.690002,133.119995,133.600006,1634200,125.941154
"371",135.149994,135.910004,134,135,1398100,127.260902
"372",134.520004,134.600006,132.440002,133.929993,1201400,126.252235
"373",135.130005,136.419998,134.429993,134.910004,1390800,127.176071
"374",135.429993,136.399994,134.169998,134.389999,1575400,126.685852
"375",134.600006,135.179993,133.169998,134.289993,1517800,126.591621
"376",135.070007,135.949997,132.669998,132.809998,1354800,125.196426
"377",131.850006,133,130.559998,132.460007,1244100,124.866508
"378",132.970001,133.289993,131.639999,131.839996,410500,124.282059
"379",132.399994,134,131.600006,133.910004,1159500,126.233398
"380",133.429993,134.139999,132.350006,133.139999,731600,125.507545
"381",133.419998,136.869995,133.289993,135.740005,1482400,127.958473
"382",136.330002,138.490005,135.160004,137.029999,1097400,129.174545
"383",134.679993,135.160004,132.169998,133.559998,1355300,125.903465
"384",134.619995,135.289993,132.940002,134.619995,984000,126.902695
"385",134.100006,136.289993,134.100006,135.570007,824500,127.798233
"386",135.5,135.919998,133.729996,134.509995,695500,126.799004
"387",133.779999,135.75,132.910004,135.710007,1319600,127.930191
"388",136.289993,138.779999,135.360001,138.270004,1908800,130.34346
"389",137.449997,139.990005,136.539993,139.649994,2384100,131.644348
"390",143.339996,145.320007,140.149994,144.229996,4131700,135.961792
"391",143.5,144.110001,137.820007,138.690002,2928100,130.73938
"392",139.539993,140.830002,138.860001,140.139999,2260900,132.106262
"393",139.860001,140.75,138.100006,140.399994,1934300,132.351318
"394",141.100006,144.899994,140.660004,144.550003,2135900,136.263428
"395",144.529999,146.059998,144.410004,145.899994,1874600,137.536057
"396",145.460007,147.009995,144.75,145.039993,1991700,136.725342
"397",146.009995,149.820007,145.460007,149.470001,2334600,140.901382
"398",148.779999,149.449997,144.710007,144.710007,1378500,136.414276
"399",144,144.589996,142.610001,143.830002,875200,135.584732
"400",144.220001,144.880005,143.229996,144.509995,905100,136.225723
"401",144.899994,145.229996,144.070007,145,715700,136.687637
"402",145.580002,146.509995,144.910004,145.089996,927500,136.772446
"403",145.009995,145.179993,142.979996,143.240005,1056300,135.028534
"404",143.429993,143.429993,141.559998,141.850006,1317200,133.718216
"405",141.300003,141.300003,138.630005,139.240005,883500,131.257858
"406",139.25,139.710007,136.320007,137.110001,1006500,129.249939
"407",137.740005,138.679993,137.289993,137.990005,918000,130.079498
"408",136.949997,138.639999,135.759995,138.350006,957800,130.418854
"409",139.220001,140.759995,138.899994,140.190002,876800,132.153381
"410",140.389999,141.660004,140.389999,141.389999,901100,133.284607
"411",141.809998,143.220001,141.809998,142.339996,698600,134.180099
"412",142.449997,145.860001,142.419998,145,970000,136.687637
"413",144.619995,144.729996,141.820007,142.039993,1133500,133.897308
"414",142,142,139.229996,139.600006,1219900,131.597214
"415",140.389999,141.029999,139.25,140.970001,736800,132.888641
"416",141.610001,144.449997,141.610001,144.339996,1050000,136.065475
"417",144.800003,145.449997,144.139999,145.100006,1171800,136.781921
"418",145,145.729996,144.309998,144.399994,1191700,136.12204
"419",144.309998,144.910004,140.720001,141.039993,1083000,132.954666
"420",140.520004,141.039993,139.809998,140.529999,1166000,132.473892
"421",140,140.389999,138.100006,140.020004,1311100,131.993149
"422",140,142.649994,139.669998,142.350006,1035800,134.189575
"423",141.470001,142.710007,139.809998,140.919998,1070300,133.460312
"424",140.160004,140.279999,138.080002,139.199997,847000,131.83136
"425",140.160004,142.970001,140.160004,142.339996,941900,134.80513
"426",141.899994,142.600006,140.25,141.839996,606800,134.331589
"427",142.029999,146.039993,141.339996,145.860001,1482300,138.138794
"428",146.710007,147.789993,146.169998,147.360001,1229900,139.559402
"429",147.350006,149.399994,147.350006,148.339996,1589100,140.487534
"430",148.970001,149.570007,147.899994,149.190002,1355700,141.292542
"431",149.630005,150.949997,148.149994,150.759995,1334500,142.779419
"432",150.919998,152.839996,150.630005,151.800003,1626400,143.764389
"433",152.559998,154.160004,151.990005,153.830002,1736300,145.686935
"434",154.669998,155.220001,153.059998,154.360001,1660700,146.188828
"435",154.020004,154.130005,150.449997,151.490005,2334600,143.470795
"436",151.5,151.679993,148.910004,149.169998,2134600,141.273605
"437",149.080002,149.979996,148.169998,148.929993,1234400,141.046265
"438",149.25,149.5,147.270004,147.460007,805800,139.65416
"439",147.320007,147.800003,146.149994,146.440002,907700,138.68811
"440",147.179993,148.350006,146.399994,147.270004,1204400,139.474182
"441",147.029999,147.720001,146.190002,147.509995,843700,139.701492
"442",148.160004,148.830002,146.470001,146.75,920300,138.981705
"443",146.399994,146.539993,144.149994,145.289993,1037800,137.598984
"444",145.470001,145.75,141.550003,142.720001,1098400,135.165039
"445",142.039993,142.440002,139.449997,141.199997,1181600,133.72551
"446",140.330002,140.949997,134.360001,134.679993,1893700,127.550629
"447",134.679993,134.770004,129.960007,130.229996,1914600,123.336197
"448",130.229996,136.100006,129.740005,130.919998,2626100,123.989655
