"","ODFL.Open","ODFL.High","ODFL.Low","ODFL.Close","ODFL.Volume","ODFL.Adjusted"
"56",56.733334,57.52,56.393333,56.853333,794400,55.907574
"57",56.893333,57.233334,55.993332,56.486668,477600,55.547009
"58",55.880001,56.466667,55.286667,56.360001,668850,55.42244
"59",56.200001,57.82,55.986668,57.34,791400,56.386147
"60",57.299999,57.299999,56.16,56.946667,626250,55.999352
"61",57.040001,57.400002,56.860001,57.259998,421800,56.307465
"62",57.106667,57.473331,56.959999,57.046665,502800,56.097691
"63",57.026669,57.406666,56.299999,56.32,714300,55.38311
"64",56.213333,56.759998,56.16,56.386665,607800,55.448658
"65",56.813332,57.040001,55.66,55.779999,1124850,54.852093
"66",55.84,56.126667,55.459999,55.959999,621000,55.029099
"67",55.633331,55.986668,55.353333,55.493332,454500,54.570194
"68",55.693333,56.753334,55.693333,56.313332,746850,55.376556
"69",56.166668,56.313332,55.166668,55.973331,565650,55.042206
"70",55.886665,55.886665,54.599998,54.706669,546900,53.796604
"71",54.453335,54.853333,53.706669,53.733334,913650,52.839458
"72",54.153332,54.866669,53.880001,54.806667,673650,53.894951
"73",54.553333,54.673332,54.200001,54.459999,450750,53.554043
"74",54.706669,55.073334,54.439999,54.540001,440850,53.632717
"75",54.853333,55.826668,54.700001,55.686668,620700,54.760303
"76",55.906666,56.373333,55.606667,56.220001,677850,55.284771
"77",57.273335,57.846668,57.02,57.526669,717150,56.569698
"78",57.753334,58.026669,56.513332,57.373333,567900,56.418919
"79",57.453335,58.220001,57.073334,58.086666,918750,57.120384
"80",59.860001,60.726665,59.033333,60.146667,1069500,59.146114
"81",60.046665,60.5,59,59.013332,659700,58.031631
"82",59.386665,59.386665,58.700001,58.82,575400,57.841518
"83",58.82,59.073334,58.119999,58.893333,402900,57.913631
"84",58.766666,58.799999,58.033333,58.486668,384900,57.513729
"85",58.653332,59.053333,57.906666,58.16,447600,57.192497
"86",58.380001,58.380001,57.380001,57.619999,656250,56.661484
"87",57.533333,57.613335,56.82,56.933334,556500,55.98624
"88",57.086666,57.346668,56.613335,56.766666,543000,55.82235
"89",56.639999,56.786667,56.133331,56.586666,526350,55.645344
"90",56.373333,56.406666,55.586666,56,382050,55.068424
"91",55.753334,56.226665,55.493332,55.993332,757500,55.061878
"92",56.066666,56.653332,56.066666,56.34,391800,55.402767
"93",56.259998,56.913334,56.099998,56.866669,444600,55.920677
"94",56.099998,56.533333,55,55.573334,1432350,54.648849
"95",55.326668,57.513332,55.166668,56.786667,731400,55.84201
"96",56.913334,57.880001,56.580002,57.326668,1071900,56.373032
"97",57.913334,58.080002,57.093334,57.860001,583500,56.897499
"98",58.18,58.66,57.52,58.540001,582600,57.566177
"99",58.786667,59.639999,58.493332,59.306667,754950,58.320087
"100",59.493332,59.973331,59.233334,59.833332,810300,58.83799
"101",59.806667,59.873333,59.18,59.373333,417450,58.385654
"102",59.333332,59.993332,58.98,59.666668,528150,58.674107
"103",60,60,59.193333,59.546665,683850,58.556091
"104",59.686668,60,59.279999,60,501600,59.001888
"105",60,61,59.886665,60.186668,476250,59.251293
"106",60.733334,61.126667,60.206669,60.919998,646350,59.973221
"107",62.213333,62.213333,60.353333,61.279999,667200,60.327618
"108",61.353333,62.493332,61.313332,62.380001,867600,61.410526
"109",62.5,63.226665,62.32,62.5,612150,61.528664
"110",62.720001,62.886665,61.740002,62.593334,602850,61.620548
"111",62.613335,63.740002,62.613335,63.273335,698550,62.289982
"112",63.419998,64.306664,63.313332,63.639999,643650,62.65094
"113",63.68,63.68,62.193333,62.786667,613200,61.810883
"114",62.186668,62.826668,61.826668,62.813332,519750,61.837135
"115",62.813332,63.193333,62.513332,63.133331,1052250,62.152161
"116",63.506668,63.560001,62.626667,63.273335,562500,62.289982
"117",63.139999,63.139999,61.646667,61.779999,482550,60.819855
"118",62.013332,62.253334,61.240002,61.433334,463050,60.478588
"119",61.433334,61.766666,60.413334,60.959999,536400,60.012596
"120",61.033333,61.646667,60.82,61.426666,1248600,60.472015
"121",61.580002,61.919998,61.433334,61.646667,367500,60.688595
"122",61.566666,62.506668,61.426666,61.906666,561300,60.944546
"123",62.32,63.926666,62.32,63.826668,834600,62.834713
"124",64.013336,64.226669,62.773335,63.34,779400,62.355614
"125",63.533333,63.779999,62.266666,63.493332,589350,62.506565
"126",63.786667,64.866669,63.639999,64.533333,285300,63.530407
"127",64.526665,65.480003,63.993332,65.073334,694650,64.062004
"128",64.866669,65.246666,64.339996,64.580002,657000,63.576336
"129",64.58667,65.379997,63.506668,65.226669,711000,64.212967
"130",65.346664,66.026665,65.293335,65.433334,688650,64.416405
"131",65.426666,65.580002,64.706665,65.053329,476100,64.042305
"132",65.339996,66.193336,65.339996,66.013336,399150,64.987404
"133",66.246666,66.32,65.419998,66.160004,467550,65.13179
"134",66.26667,66.926666,66.186668,66.660004,391350,65.624008
"135",66.433334,67.073334,66.040001,66.246666,393300,65.217102
"136",66.09333,66.173332,65.486664,65.540001,431250,64.521423
"137",65.526665,65.653336,64.926666,65.419998,295800,64.403297
"138",65.59333,65.59333,64.720001,64.760002,732300,63.753551
"139",64.546669,65.139999,64.26667,64.966667,703800,63.956993
"140",65.026665,66.099998,64.91333,65.760002,783150,64.738007
"141",66.366669,67.139999,66.193336,66.613335,1770750,65.578072
"142",66.666664,67.08667,66.573334,66.933334,1173600,65.893105
"143",68.366669,69.006668,63.82,64.26667,1157850,63.267883
"144",64.279999,65.599998,64.279999,65.366669,768900,64.350792
"145",65.113335,65.360001,63.393333,63.939999,765900,62.946289
"146",64.173332,64.173332,62.486668,62.959999,665100,61.981514
"147",62.98,63.306667,62.306667,62.853333,513900,61.876507
"148",62.919998,63.433334,62.66,63.060001,397950,62.079971
"149",63.333332,64.559998,63.200001,64.146667,733200,63.149742
"150",64.120003,64.393333,63.366669,64.26667,438300,63.267883
"151",64.313332,65.153336,63.900002,64.5,702450,63.497574
"152",64.26667,64.773331,63.653332,64.706665,360450,63.701035
"153",64.300003,64.76667,63.433334,63.52,462450,62.532814
"154",63.653332,64.473335,63.506668,64.186668,567900,63.189125
"155",64.646667,65.519997,64.5,65.160004,435150,64.147331
"156",65.173332,65.753334,65.026665,65.066666,435150,64.055435
"157",65.300003,66.23333,64.540001,64.58667,878850,63.582909
"158",64.333336,64.513336,63.573334,63.619999,546150,62.631256
"159",63.606667,63.693333,63.146667,63.193333,484950,62.211224
"160",63.126667,63.373333,62.206669,62.546665,864150,61.574615
"161",62.613335,63.513332,62.406666,63.373333,602100,62.388424
"162",63.119999,63.139999,62.493332,62.506668,485400,61.535225
"163",62.826668,62.993332,62.193333,62.393333,493950,61.423656
"164",62.733334,64.053329,62.646667,63.613335,506550,62.624691
"165",63.919998,64.873337,63.599998,64.813332,738750,63.806042
"166",64.599998,66.333336,64.220001,66.099998,881100,65.072716
"167",66.226669,67.313332,66.08667,66.760002,1041750,65.722443
"168",66.986664,66.986664,65.933334,66.599998,753300,65.564941
"169",66.773331,67.160004,66.273331,66.800003,541350,65.827744
"170",66.453331,67.040001,66.213333,66.826668,660750,65.853996
"171",66.966667,67.400002,66.300003,66.739998,567000,65.7686
"172",66.893333,67.273331,66.493332,66.813332,432150,65.840866
"173",66.813332,68.239998,66.260002,67.953331,648900,66.964264
"174",68.006668,68.326668,67.660004,67.980003,536850,66.990555
"175",68,68.286667,67.59333,67.879997,627900,66.891991
"176",67.91333,67.91333,66.773331,67.080002,535800,66.103661
"177",67.273331,67.273331,66.459999,66.653336,609750,65.683197
"178",66.333336,67.153336,66.333336,66.886665,1059300,65.913124
"179",67.126663,67.879997,67.080002,67.653336,621150,66.668625
"180",67.986664,68.606667,67.693336,68.300003,798750,67.305901
"181",68.433334,70.18,68.433334,69.273331,904650,68.265068
"182",69.18,69.806664,69.006668,69.59333,579900,68.580406
"183",69.639999,70.573334,69.506668,70.533333,630750,69.506721
"184",70.786667,71.300003,70.426666,71.193336,733050,70.15712
"185",71.193336,71.866669,70.993332,71.699997,508650,70.656403
"186",72,72.873337,71.666664,72.559998,729450,71.503891
"187",72.446671,72.746666,72.166664,72.5,570900,71.444771
"188",72.613335,73.633331,72.613335,73.40667,874050,72.338249
"189",73.40667,73.633331,72.573334,73.113335,677550,72.049179
"190",73.286667,73.559998,72.400002,72.660004,626550,71.60244
"191",72.886665,72.886665,71.966667,72.026665,814950,70.978333
"192",71.713333,72.026665,70.966667,71.993332,891900,70.945488
"193",72.059998,72.760002,72.059998,72.519997,656250,71.464485
"194",73.033333,73.199997,72,72.533333,614850,71.477608
"195",71.90667,72.366669,71.666664,72.246666,1173900,71.195137
"196",72.253334,72.720001,72.133331,72.273331,674100,71.221397
"197",72.853333,73.186668,72.220001,72.940002,1018050,71.878372
"198",72.933334,73.040001,71.493332,71.653336,842400,70.610435
"199",71.726669,72.246666,70.800003,72.166664,925650,71.116287
"200",71.919998,72.326668,71.786667,71.966667,647400,70.919197
"201",72.260002,73.260002,72.206665,73.099998,628500,72.036026
"202",72.646667,73.873337,72.113335,73.753334,620100,72.679871
"203",74.126663,75,73.940002,75,592200,73.908379
"204",75.306664,75.306664,74.40667,74.533333,609600,73.448502
"205",74.953331,75.426666,74.73333,74.873337,625650,73.783554
"206",74.900002,75.573334,73.126663,74.019997,1245600,72.942642
"207",74.666664,78.606667,74.273331,78.153336,1642950,77.015823
"208",78.660004,82.753334,78.046669,82.559998,1600950,81.358337
"209",81.919998,82.5,80.260002,80.40667,1065450,79.236359
"210",80.620003,81.066666,80.153336,80.753334,1091400,79.577988
"211",81.32,81.726669,79.633331,79.980003,869400,78.815918
"212",79.666664,81.313332,78.773331,80.953331,766500,79.775055
"213",80.90667,81.213333,80.286667,80.686668,481200,79.512276
"214",80.893333,81.106667,80.173332,80.426666,608400,79.256073
"215",80.713333,80.973335,79.879997,80.813332,551250,79.637093
"216",80.666664,80.926666,79.639999,80.633331,1343700,79.459724
"217",80.226669,80.606667,78.946671,79.40667,690900,78.250916
"218",79.073334,79.739998,78.82,79.26667,868950,78.112953
"219",79.040001,79.573334,78.526665,78.826668,1195350,77.679352
"220",78.940002,79.660004,77.739998,79.353333,1117650,78.198341
"221",78.860001,79.286667,77.91333,78.213333,719400,77.074944
"222",78.206665,79.753334,78.206665,79.393333,498750,78.237778
"223",79.373337,79.739998,78.580002,79.313332,933450,78.158928
"224",79.239998,80.32,79.239998,80.286667,413850,79.118118
"225",80.453331,82.18,80.306664,82.146667,847500,80.951019
"226",82.073334,82.480003,81.466667,82.173332,574350,80.977303
"227",82.506668,83.040001,81.713333,82.040001,284250,80.845917
"228",82.033333,82.660004,81.686668,82.226669,722550,81.029854
"229",83.059998,83.326668,81.980003,83.246666,919800,82.035011
"230",83.333336,84.753334,83.300003,84.699997,1167300,83.467178
"231",85.553329,86.573334,83.993332,86.160004,5382600,84.905968
"232",86.32,86.379997,82.526665,84.940002,1027050,83.703705
"233",83.866669,87.139999,83.866669,85.160004,1168650,83.920509
"234",83.866669,86.646667,83.866669,84.866669,1082100,83.69696
"235",85.26667,86.026665,84.666664,85.726669,1459350,84.545113
"236",85.980003,86.493332,85.360001,86.419998,1619400,85.228874
"237",86.666664,87.59333,86.326668,87,1147200,85.800888
"238",86.90667,87.080002,85.366669,85.739998,839400,84.55825
"239",86.026665,86.379997,85.59333,86.046669,690300,84.860718
"240",86.053329,87.026665,85.90667,86,970800,84.814674
"241",86.273331,86.599998,85.126663,85.40667,751500,84.229523
"242",85.446671,86.973335,85.446671,86.286667,1057200,85.097382
"243",86.339996,87.120003,85.639999,86.206665,933150,85.018494
"244",86.300003,86.573334,85.379997,86.519997,714450,85.327507
"245",86.953331,87.040001,86.133331,86.226669,1128000,85.038216
"246",86.826668,86.826668,84.91333,86.379997,1256100,85.189438
"247",86.653336,88.806664,86.08667,88.453331,1118700,87.234184
"248",88.660004,88.660004,88.033333,88.400002,662400,87.181595
"249",88.813332,89.379997,88.486664,89.073334,696450,87.84565
"250",89,89.09333,87.513336,88.526665,637200,87.306534
"251",88.660004,88.986664,87.613335,87.699997,464250,86.491241
"252",87.826668,89.660004,87.699997,89.626663,793800,88.391357
"253",89.760002,90,89.333336,89.720001,940200,88.483398
"254",90,90.76667,89.466667,90.246666,1038300,89.0028
"255",90.493332,91.260002,90.133331,91.066666,528600,89.811501
"256",91.186668,92.166664,91.006668,91.973335,822000,90.705673
"257",92.026665,93.386665,91.846664,92.980003,960600,91.698479
"258",92.82,92.839996,91.360001,91.926666,1390500,90.65966
"259",92.286667,94,91.940002,93.866669,661500,92.572922
"260",94.599998,95.160004,93.599998,95.053329,553650,93.743225
"261",95.426666,96.286667,94.273331,94.786667,1342800,93.480225
"262",95.473335,96.486664,95.099998,96.400002,703800,95.071327
"263",96.58667,97.580002,96.08667,97.253334,730350,95.912903
"264",97.639999,98.693336,97.23333,98.646667,649950,97.287041
"265",98.893333,99.400002,97.573334,99.400002,960300,98.029984
"266",99.599998,100,98.826668,99.486664,732900,98.115463
"267",99.800003,99.826668,98.220001,98.866669,1247400,97.504005
"268",99.366669,99.986664,98.300003,99.106667,792600,97.7407
"269",99.440002,100.113335,98.506668,99.946671,567750,98.569107
"270",99.333336,100.206665,98.300003,98.646667,798750,97.287041
"271",97.846664,98.466667,96.753334,97.866669,605700,96.517784
"272",98.653336,99.973335,97.373337,97.633331,852450,96.287659
"273",97.433334,98.546669,96.473335,98.166664,704700,96.813652
"274",97.41333,98.58667,95.893333,96.726669,905850,95.393509
"275",95.779999,97.339996,92.333336,92.839996,1411200,91.560387
"276",90.860001,93.873337,88.673332,93.59333,2456400,92.303345
"277",93.32,95.26667,92.993332,94.673332,891300,93.368454
"278",92.553329,94.660004,87.653336,87.806664,1750350,86.596436
"279",89.519997,89.959999,85.653336,86.760002,2384700,85.564201
"280",87.786667,88.626663,86.400002,88.040001,877350,86.826553
"281",87.760002,90.573334,86.973335,90.400002,1012350,89.154015
"282",90.126663,92.660004,89.273331,92.346664,904800,91.07386
"283",92.940002,93.199997,89.613335,90.966667,903900,89.712891
"284",90.82,91.800003,90.26667,91.09333,706650,89.837814
"285",90.559998,91.660004,89.946671,90.153336,762000,88.910767
"286",90.513336,92.760002,90.153336,91.066666,999900,89.811501
"287",91.660004,93.953331,91.146667,92.753334,707400,91.474937
"288",92.853333,93.446671,90.160004,93.006668,616200,91.724762
"289",93.926666,94.26667,93.426666,93.866669,740400,92.572922
"290",94.146667,95.059998,92.506668,92.559998,528900,91.284264
"291",92.646667,94.173332,92.473335,92.613335,1033200,91.336853
"292",92.873337,93.980003,90.813332,91.886665,894000,90.620216
"293",91.26667,92.686668,89.553329,92.526665,1088850,91.251381
"294",92.126663,92.760002,90.606667,92.199997,884400,91.014473
"295",92.873337,94.019997,92.386665,92.980003,962250,91.784439
"296",92.546669,94.826668,92.019997,94.686668,1331250,93.469162
"297",95.120003,95.606667,93.666664,95.006668,830400,93.785057
"298",95.953331,99.026665,95.953331,98.393333,913500,97.128174
"299",98.666664,100.360001,98.059998,98.59333,572100,97.325592
"300",98.353333,99.959999,98.353333,98.966667,1123650,97.694145
"301",99.260002,99.633331,97.220001,97.300003,716100,96.048904
"302",97.58667,98.773331,96.933334,98.080002,852750,96.818871
"303",97.933334,99.166664,97.82,98.053329,1690950,96.792534
"304",97.893333,99.139999,97.540001,98.580002,899550,97.312439
"305",98.466667,100.926666,98.466667,99.973335,894150,98.687859
"306",99.886665,101.666664,99.393333,100.379997,792600,99.089287
"307",99.286667,100.339996,97.653336,97.760002,742200,96.502991
"308",97.866669,97.866669,95.566666,95.826668,728700,94.59449
"309",97.626663,98.833336,96.153336,98.433334,846450,97.167648
"310",99.160004,99.160004,94.853333,95.166664,852900,93.942993
"311",95.160004,95.806664,92.879997,94.739998,784200,93.521805
"312",95.006668,98.926666,95.006668,97.980003,800100,96.720146
"313",97.739998,98.973335,93.519997,94.379997,925200,93.166435
"314",95.666664,97.273331,94.980003,96.366669,1088700,95.127571
"315",94.753334,97.686668,94.126663,97.513336,1135800,96.259483
"316",98.139999,98.139999,95.220001,96.693336,942900,95.450027
"317",95.91333,96.300003,92.853333,93.893333,839100,92.68605
"318",94.919998,95.453331,93.253334,93.446671,863850,92.245125
"319",94.693336,95.993332,94.293335,95.046669,867750,93.824547
"320",94.553329,95.866669,94.440002,95.26667,488100,94.04171
"321",95.480003,97.186668,95.059998,96.926666,841650,95.680374
"322",97.720001,97.806664,95.599998,96.033333,541350,94.798515
"323",96.953331,98.966667,96.160004,98.453331,773250,97.187408
"324",99.326668,100,98.26667,99.713333,549600,98.431198
"325",100,101.206665,99.886665,100.660004,562050,99.3657
"326",100.673332,100.673332,99.526665,99.926666,274950,98.641785
"327",100.26667,100.26667,98.546669,99.006668,616800,97.733627
"328",99.480003,99.900002,98.686668,98.986664,629850,97.713867
"329",99.693336,100.826668,94.273331,94.90667,1230300,93.68634
"330",94.660004,96,93.346664,94.540001,1312950,93.324387
"331",93.599998,93.599998,86.599998,88.620003,2249700,87.480515
"332",88.753334,89.599998,87.339996,89.326668,907200,88.178085
"333",90.486664,91.106667,89.213333,89.239998,1228500,88.092545
"334",89.226669,89.58667,87.260002,87.833336,1103850,86.703972
"335",87.40667,89.639999,86.839996,88.693336,1080600,87.552895
"336",88.459999,89.333336,87.23333,88.779999,1098150,87.638435
"337",88.173332,90.273331,88.053329,89.540001,643200,88.388672
"338",90.053329,92.379997,90.040001,91.953331,960750,90.770988
"339",92.213333,96.90667,92.166664,94.279999,3130050,93.067726
"340",94.286667,96.553329,94.246666,96.513336,1143000,95.272362
"341",97.153336,97.293335,96.433334,96.713333,807750,95.469765
"342",97.053329,98.633331,97.053329,98.059998,725850,96.799126
"343",98.326668,98.879997,97.300003,97.519997,658500,96.26606
"344",96.879997,97.633331,96.113335,96.440002,797850,95.199959
"345",96.533333,97.926666,96.493332,97.09333,549150,95.844864
"346",96.800003,98.59333,96.800003,97.573334,573900,96.318718
"347",97.566666,98.540001,97.373337,98.173332,868800,96.910995
"348",99.059998,101.160004,98.713333,100.739998,803400,99.444656
"349",101.120003,101.239998,98.746666,98.853333,432000,97.582275
"350",99.046669,100.019997,97.486664,99.940002,658500,98.654953
"351",100.113335,102.760002,100.113335,102.360001,998100,101.043839
"352",101.893333,103.326668,101.333336,102.793335,617550,101.471588
"353",102.626663,103.546669,101.90667,103.133331,847200,101.807213
"354",103.580002,106.506668,103.580002,105.613335,922350,104.255333
"355",105.573334,106.433334,103.446671,103.973335,878850,102.636429
"356",105.059998,106.426666,104.23333,106.239998,872400,104.873962
"357",106.440002,106.90667,102.273331,102.746666,984150,101.425514
"358",102.473335,105.253334,100.68,102.926666,962400,101.688995
"359",103.673332,105.139999,101.926666,105.033333,801450,103.77034
"360",105.493332,105.933334,104,105.466667,540450,104.198448
"361",105.599998,107.360001,105.173332,107.09333,616200,105.80555
"362",107.453331,108.68,107.18,107.793335,861300,106.497147
"363",108.186668,109.400002,107.833336,108.806664,647550,107.498268
"364",109,109.253334,107.926666,107.966667,892800,106.668388
"365",108.213333,108.213333,105.699997,106.853333,1148850,105.568451
"366",106.279999,108.026665,105.293335,107.739998,1514400,106.44445
"367",106.886665,108.713333,106.526665,107.32,897600,106.029495
"368",106.813332,107,104.73333,106.400002,1043400,105.120567
"369",106.019997,108.900002,105.673332,108.713333,634200,107.406075
"370",106.506668,108.779999,106.353333,107.199997,489600,105.910927
"371",108.166664,108.300003,105.106667,105.199997,1776000,103.934982
"372",104.666664,104.666664,101.486664,102.186668,923700,100.957909
"373",102.32,103.120003,101.379997,101.933334,915450,100.707611
"374",102.333336,102.973335,99.966667,100.080002,664050,98.876564
"375",99.846664,100.393333,98.486664,99.933334,645300,98.731659
"376",100.980003,101.706665,99.213333,99.306664,952200,98.112518
"377",99.046669,100.246666,98.273331,99.41333,1250700,98.217888
"378",99.606667,100.673332,97.919998,98.293335,475050,97.111389
"379",98.486664,99.826668,96.480003,97.553329,977850,96.38028
"380",98.113335,99.839996,97.300003,98.260002,624150,97.078461
"381",98.90667,101.326668,98.826668,101.273331,699750,100.055542
"382",101.646667,102.739998,98.006668,98.68,932850,97.493393
"383",97.686668,97.779999,95.946671,97.260002,1278900,96.090454
"384",98.366669,98.573334,96.893333,98.313332,782700,97.131134
"385",97.973335,99.660004,97.940002,98.860001,825450,97.671227
"386",99.786667,99.91333,93.606667,95.300003,1544400,94.15403
"387",95.226669,97.706665,94.82,97.186668,991350,96.018005
"388",97.426666,99.666664,97.059998,98.846664,1264500,97.658051
"389",98.220001,100.26667,97.066666,99.433334,1048650,98.237663
"390",99.239998,100.253334,98.68,99.400002,799650,98.204727
"391",99.453331,101.373337,99.306664,100.673332,674250,99.462761
"392",101.5,101.653336,93.120003,95.013336,1785750,93.870804
"393",96.940002,98.873337,94.713333,98.639999,1259400,97.453857
"394",97.953331,99.613335,89.279999,96.113335,2736000,94.957596
"395",96.846664,98.966667,94.32,95.900002,1075500,94.746826
"396",96.120003,96.813332,94.953331,95.326668,649650,94.180374
"397",95.526665,98.540001,95.419998,97.866669,711750,96.689835
"398",98.006668,98.573334,94.620003,96.166664,956100,95.010269
"399",95.639999,98.826668,95.639999,98.559998,813900,97.374825
"400",98.706665,98.726669,96.333336,97.160004,754200,95.991669
"401",97.279999,97.860001,96.313332,97.653336,810450,96.479073
"402",97.986664,98.440002,96.973335,97.706665,795300,96.531754
"403",97.466667,98.419998,96.666664,98.133331,582000,96.9533
"404",98.146667,99.32,97.260002,98.066666,405450,96.887421
"405",97.446671,98.513336,96.76667,97.720001,324300,96.544952
"406",97.933334,97.933334,95.980003,96.173332,538650,95.016869
"407",96.573334,97.660004,96.120003,96.879997,643350,95.715027
"408",96.120003,97.139999,93.673332,96.626663,711600,95.464752
"409",97.206665,99.133331,96.973335,97.453331,480600,96.281471
"410",97.386665,98.040001,96.393333,97.866669,601800,96.689835
"411",97.90667,99.639999,97.333336,99.053329,729300,97.862228
"412",99,100.813332,99,99.720001,641550,98.520882
"413",99.466667,99.786667,98.839996,99.286667,388500,98.092758
"414",99.293335,99.58667,98.120003,98.493332,408450,97.308968
"415",98.726669,99.099998,97.73333,97.773331,501600,96.597618
"416",98.360001,99.873337,98.26667,99.453331,1012200,98.257423
"417",99.826668,100.32,99.059998,99.453331,588600,98.257423
"418",99.926666,102.393333,99.166664,101.973335,855750,100.747139
"419",101.993332,103.139999,101.326668,102.113335,608250,100.885437
"420",100.666664,102.213333,98.066666,101.599998,1023450,100.378265
"421",101.113335,103.346664,101.113335,102.993332,675750,101.754868
"422",102.779999,106.253334,102.606667,105.853333,1140450,104.668541
"423",106.026665,110.59333,102.133331,110.23333,1562250,108.999519
"424",110,112.626663,109.279999,110.120003,958950,108.887459
"425",111.019997,113.353333,110.91333,111.720001,1279650,110.469551
"426",111.706665,113.480003,110.926666,112.019997,1157550,110.766182
"427",111.666664,112.080002,108.76667,111.073334,788550,109.830124
"428",111.739998,112.013336,109.393333,110.919998,602700,109.67849
"429",111.306664,112.466667,109.786667,110.59333,847800,109.355492
"430",110.58667,113.300003,106.706665,108.08667,1060350,106.876869
"431",109.220001,109.513336,107.080002,108.566666,894600,107.351517
"432",108.826668,109.346664,106.453331,107.440002,1158000,106.23745
"433",107.839996,107.90667,105.186668,105.459999,1309800,104.27961
"434",105.806664,106.120003,103.846664,104.513336,2026350,103.343529
"435",104.519997,105.513336,102.713333,105.426666,1277850,104.246651
"436",105.58667,106.773331,104.400002,106.666664,1379400,105.472778
"437",106.940002,109.120003,106.059998,107.673332,666300,106.468163
"438",108.386665,108.580002,106.73333,107.113335,554550,105.914444
"439",107.099998,107.779999,106.273331,107.506668,514950,106.30336
"440",108.339996,109.006668,107.120003,107.726669,528450,106.520897
"441",107.606667,107.606667,104.146667,104.213333,726000,103.046913
"442",104.493332,105.473335,103.886665,104.526665,625950,103.35672
"443",104.239998,105.273331,102.26667,102.980003,565500,101.827377
"444",103.213333,103.213333,99.386665,101.246666,1020600,100.113441
"445",100.853333,101.646667,99.106667,100.5,731250,99.37513
"446",100.580002,101.333336,98.68,98.933334,876300,97.825996
"447",99.013336,99.213333,92.426666,92.666664,2085750,91.629471
"448",92,93.90667,90.746666,90.873337,991950,89.856209
"449",92.866669,93.173332,90.006668,91.046669,1197150,90.027603
"450",90.573334,91.860001,89.686668,90.386665,1011300,89.374992
"451",91.753334,92.786667,90.41333,92.666664,1135950,91.629471
