"","CE.Open","CE.High","CE.Low","CE.Close","CE.Volume","CE.Adjusted"
"55",89.540001,90.150002,88.68,90.139999,1251500,81.590935
"56",89.870003,90.93,88.529999,90.300003,964800,81.735756
"57",90.260002,90.610001,89.059998,89.470001,728500,80.984474
"58",88.169998,90.129997,88.040001,89.949997,654200,81.418953
"59",90.220001,91.209999,89.849998,89.919998,1999900,81.391792
"60",89.959999,90.029999,88.300003,88.650002,1914500,80.242256
"61",88.900002,90.589996,88.800003,89.889999,1259500,81.364655
"62",89.449997,90.529999,89.32,89.849998,959900,81.328438
"63",90.269997,90.75,88.940002,89.739998,893100,81.228874
"64",90.18,91.910004,90.169998,91.739998,1223600,83.039185
"65",92.349998,93.059998,91.269997,91.459999,1494700,82.785744
"66",91.449997,92.209999,90.709999,91.529999,937000,82.849113
"67",91.419998,92.610001,91.019997,92.220001,766700,83.473671
"68",92.199997,92.889999,92.050003,92.309998,652500,83.555122
"69",92.25,92.540001,91.25,92.290001,603300,83.537041
"70",92.809998,92.809998,90.480003,90.610001,833300,82.016373
"71",90.5,91.239998,89,89.160004,1022800,80.703873
"72",89,90.760002,88.720001,90.5,1805400,81.916794
"73",89.269997,90.940002,86.739998,89.099998,2247500,80.649567
"74",89.330002,89.860001,87.07,87.779999,1942500,79.454773
"75",88.199997,90.309998,88.199997,89.5,1259600,81.011642
"76",89.449997,90.5,88.389999,88.400002,1173600,80.015945
"77",89.629997,90,89.059998,89.300003,1111400,80.830612
"78",89.940002,90.389999,89.110001,89.110001,1064700,80.658615
"79",89.059998,89.589996,88.57,88.589996,1013700,80.187943
"80",88.269997,88.639999,87.57,87.910004,771400,79.987785
"81",87.769997,88.220001,86.769997,87.040001,1427100,79.196159
"82",86.980003,88.059998,86.760002,87.669998,916500,79.769394
"83",87.529999,88.400002,86.660004,87.019997,1232000,79.177971
"84",86.599998,87.110001,85.599998,85.629997,1021500,77.913231
"85",85.129997,85.519997,84.580002,85.309998,1474500,77.622063
"86",85.5,86.510002,85.5,86.400002,797000,78.613831
"87",86.489998,86.709999,85.610001,86.18,1057400,78.413666
"88",86.389999,86.949997,85.860001,86.650002,834100,78.841316
"89",86.779999,87.400002,86.459999,86.540001,645700,78.741241
"90",86.260002,86.650002,85.470001,86,596000,78.249893
"91",86.019997,86.349998,85.059998,85.32,601000,77.631157
"92",86.099998,87.440002,85.779999,86.620003,712100,78.814018
"93",86.959999,87.980003,86.32,87.599998,789400,79.705696
"94",86.580002,86.620003,83.860001,83.879997,813600,76.320938
"95",83.839996,84.43,83.339996,83.790001,747200,76.239059
"96",84.379997,85.68,84.220001,84.43,690800,76.821365
"97",87.959999,87.959999,84.529999,85.230003,776200,77.549278
"98",85.709999,87.309998,85.150002,87.199997,1408400,79.341759
"99",87.540001,88.459999,87.160004,87.589996,1123200,79.696602
"100",87.839996,88.220001,86.639999,87.309998,652700,79.441841
"101",87,87.32,86.389999,87.110001,532600,79.259872
"102",87.099998,87.330002,86.360001,86.550003,942900,78.750328
"103",86.43,86.980003,85.050003,86.550003,1499900,78.750328
"104",87,88.779999,87,87.769997,1411000,79.860374
"105",87.720001,88.139999,87.089996,88.040001,962600,80.106056
"106",88.120003,88.300003,86.510002,86.839996,2155600,79.014191
"107",86.589996,88.639999,85.760002,88,796100,80.069664
"108",87.889999,88.550003,87.57,88.260002,807500,80.306229
"109",88.050003,88.959999,87.839996,88.18,785200,80.233429
"110",88.470001,90.190002,88.389999,90.120003,785700,81.998596
"111",89.989998,90.93,89.080002,89.489998,699900,81.425369
"112",89.660004,90.830002,89.620003,90.739998,687600,82.562721
"113",91,91,89.449997,90.040001,485800,81.925797
"114",89.410004,90.709999,89.089996,90.089996,929100,81.971291
"115",90.099998,90.620003,89.239998,90.519997,813200,82.362556
"116",92.989998,96.970001,92.699997,95.629997,2143500,87.012047
"117",95.150002,95.730003,93.769997,94.339996,1122400,85.838303
"118",94.57,94.82,94.019997,94.489998,1190100,85.974777
"119",94.68,94.989998,93.639999,93.800003,904800,85.346977
"120",94.160004,94.309998,93.040001,93.559998,2331500,85.128593
"121",94.019997,94.459999,93.309998,93.760002,533400,85.310577
"122",94.709999,94.709999,92.459999,92.800003,767300,84.437103
"123",93.559998,94.050003,92.980003,93.419998,1045900,85.001205
"124",93.760002,94.370003,92.980003,93.589996,598900,85.155884
"125",94.129997,95.379997,93.760002,94.940002,817100,86.384239
"126",95.699997,96.580002,95.550003,96.199997,491600,87.530685
"127",96.089996,96.279999,94.43,94.919998,651600,86.366043
"128",94.779999,95.540001,94.779999,95.07,672400,86.50251
"129",95.07,96.57,94.489998,96.139999,579600,87.476089
"130",95.540001,96.360001,95.309998,96.150002,612400,87.485199
"131",96.379997,97.169998,96.07,96.389999,1129200,87.703568
"132",97.029999,97.839996,96.75,97.790001,595000,88.977394
"133",97.730003,98.25,97.099998,97.800003,602900,88.986488
"134",97.910004,99.040001,97.830002,98.68,647000,89.787209
"135",98.900002,99.120003,98.339996,98.860001,777800,89.950974
"136",99.290001,99.970001,98.540001,98.889999,876000,89.978279
"137",99.360001,99.900002,98.699997,99.790001,846100,90.797157
"138",99.800003,99.800003,98.029999,98.300003,839200,89.441437
"139",98.150002,98.860001,97.160004,97.660004,733500,88.859123
"140",97.660004,98.400002,96.970001,97.75,768500,88.94101
"141",96.25,97.739998,95,96.25,1345200,87.576172
"142",95.949997,96.580002,91.150002,94.739998,2427500,86.616211
"143",94.769997,94.769997,92.940002,93.360001,585700,85.354546
"144",93.300003,94.900002,92.660004,94.580002,1291500,86.469933
"145",95.050003,96.440002,94.830002,96.169998,1357400,87.923584
"146",96.480003,96.790001,95.559998,96.120003,964400,87.877884
"147",95.809998,97.32,95.699997,96.809998,795100,88.508713
"148",96.800003,97.480003,96.5,96.830002,1009300,88.527
"149",97.110001,97.93,96.989998,97.639999,637800,89.26754
"150",97.739998,99.360001,97.739998,98.779999,829600,90.309799
"151",98.809998,99.110001,98.010002,98.489998,834900,90.044647
"152",98.239998,99.199997,97.519997,97.690002,999200,89.313278
"153",97.120003,97.459999,95.779999,96.139999,1043000,87.896172
"154",95.260002,97.160004,95.260002,96.709999,784500,88.417297
"155",97.129997,98.040001,97.129997,97.599998,593100,89.23098
"156",97.940002,98.910004,97.599998,97.980003,818900,89.5784
"157",98.449997,98.709999,97.760002,98.160004,788900,89.74295
"158",97.860001,98.360001,96.529999,96.589996,521500,88.307579
"159",96.599998,96.610001,95.32,95.769997,1105600,87.557892
"160",95.860001,96.870003,95.860001,96.68,526500,88.389862
"161",97,97.529999,96.68,97.400002,476800,89.048126
"162",96.970001,98.059998,96.610001,98.019997,652500,89.614967
"163",98.300003,98.860001,97.370003,98.620003,625700,90.163528
"164",98.809998,98.839996,97.980003,98,916800,89.596687
"165",98.230003,98.330002,96.830002,97.550003,508000,89.185265
"166",96.949997,97.339996,96.440002,97.199997,405100,88.865265
"167",96.889999,96.889999,94.379997,94.75,1597300,86.625359
"168",95.309998,97.169998,95.010002,97.019997,848500,88.700706
"169",97.43,98.290001,96.82,98.050003,506800,89.642387
"170",98.080002,98.730003,96.580002,96.720001,759200,88.426437
"171",97.059998,97.279999,96.010002,97.050003,1154700,88.728165
"172",97.230003,97.629997,96.800003,96.970001,535300,88.655014
"173",96.849998,96.919998,96.059998,96.790001,502200,88.490433
"174",97.589996,98.519997,97.129997,98.260002,886200,89.834381
"175",98.790001,99.860001,98.529999,99.080002,731000,90.584076
"176",99.400002,99.510002,98.650002,99.269997,735200,90.757774
"177",99.07,100.419998,98.779999,99.970001,779000,91.397774
"178",99.800003,100.769997,99.400002,100.089996,1482400,91.507477
"179",100.290001,101.760002,99.93,101.57,902600,92.86055
"180",101.720001,102.709999,101.32,102.459999,680900,93.674248
"181",103.080002,104.75,102.919998,103.940002,756300,95.027344
"182",103.629997,104.110001,103.239998,103.900002,458000,94.990768
"183",103.730003,104.550003,103.57,104.190002,355800,95.255898
"184",104.099998,104.099998,102.559998,103.110001,821200,94.268509
"185",103.279999,103.769997,102.879997,103.169998,355600,94.323372
"186",103.529999,104.580002,102.669998,104.32,574700,95.374748
"187",104.089996,104.5,103.32,104.339996,560200,95.393028
"188",104.220001,104.57,103.470001,104.269997,664800,95.329033
"189",104.720001,106.089996,104.110001,105.43,1003600,96.389572
"190",105.550003,107.239998,105.5,107.110001,754600,97.925514
"191",107.120003,108.150002,106.739998,107.080002,1303900,97.898094
"192",107.550003,108.290001,107.290001,108.220001,701300,98.940331
"193",107.470001,108.050003,107.370003,107.919998,535900,98.666054
"194",108.010002,109.089996,107.309998,107.540001,873700,98.318649
"195",107.760002,108.110001,106.769997,106.900002,890300,97.733528
"196",107.089996,107.230003,105.550003,106.559998,904100,97.422676
"197",106.519997,107.970001,106.099998,107.029999,752900,97.852386
"198",107.769997,107.980003,107.309998,107.349998,531300,98.144943
"199",108.099998,109.110001,106.669998,107.099998,1199600,97.916389
"200",107.099998,108.080002,101.879997,104.269997,1749900,95.329033
"201",104.760002,104.760002,102.82,104.029999,1054500,95.109612
"202",103.169998,105.290001,103.050003,105.290001,872500,96.261559
"203",105.300003,105.93,105.129997,105.599998,490100,96.544998
"204",105.639999,105.82,105.139999,105.169998,616400,96.151863
"205",105.620003,106.199997,104.940002,105.75,644600,96.682152
"206",105.559998,105.720001,103.82,104.459999,619700,95.502754
"207",105.019997,106.550003,105.019997,106.050003,814300,96.956421
"208",105.5,105.860001,104.599998,105.029999,763800,96.442207
"209",104.68,105.040001,103.919998,104.839996,747100,96.267715
"210",104.669998,104.839996,104.080002,104.309998,492000,95.781044
"211",105.099998,105.849998,104.650002,105.360001,843300,96.745216
"212",105.5,107.080002,105.279999,106.769997,931400,98.039925
"213",106.470001,107.339996,105.779999,106.129997,483000,97.452263
"214",106.089996,106.360001,105.540001,106.300003,702100,97.608345
"215",106.309998,107.309998,106.220001,106.860001,548800,98.122566
"216",106.849998,106.989998,106.059998,106.279999,424400,97.589989
"217",105.470001,105.739998,104.589996,104.93,295600,96.350357
"218",104.919998,105.800003,104.910004,105.720001,805700,97.075783
"219",104.870003,106.089996,104.639999,105.800003,431800,97.149239
"220",105.669998,105.809998,104.669998,104.889999,548000,96.313637
"221",104.559998,104.559998,102.860001,103.129997,858400,94.697556
"222",103.150002,104.809998,103.120003,104.230003,499800,95.707588
"223",104.269997,104.860001,103.809998,104.690002,409700,96.129982
"224",104.529999,106.029999,104.489998,105.760002,428900,97.112495
"225",106.449997,107.309998,106.050003,107.080002,461000,98.32457
"226",107.339996,107.339996,105.559998,105.93,363000,97.268593
"227",106.209999,107.139999,106.040001,106.720001,171000,97.994011
"228",106.5,107.510002,106.309998,106.830002,434700,98.095016
"229",106.879997,108.239998,106.68,107.699997,509100,98.893883
"230",107.919998,108.010002,106.360001,106.879997,512500,98.140938
"231",106.849998,108.080002,106.169998,107.239998,502000,98.471489
"232",107.800003,107.800003,105.230003,106.489998,429500,97.782814
"233",107.809998,108.040001,106.559998,106.800003,446500,98.067482
"234",106.910004,107.25,105.709999,105.860001,628000,97.204315
"235",105.980003,106.089996,105.230003,105.610001,1107400,96.97477
"236",105.550003,106.139999,105.239998,105.849998,662500,97.195145
"237",106.089996,106.849998,105.449997,106.540001,780700,97.82872
"238",106.309998,106.959999,105.550003,105.660004,323300,97.020691
"239",105.660004,107.519997,105.449997,106.970001,734200,98.223557
"240",107.230003,108.559998,106.82,108.309998,780400,99.453995
"241",108.360001,108.779999,105.25,105.730003,953400,97.084961
"242",105.900002,106.830002,105.480003,106.540001,689300,97.82872
"243",107.599998,109.449997,107.300003,108.5,655200,99.628479
"244",108.540001,109.699997,107.970001,107.980003,610100,99.150993
"245",108.68,108.769997,107.68,107.720001,434700,98.912231
"246",107.830002,108.230003,106.389999,106.440002,539700,97.736916
"247",106.349998,106.779999,105.720001,106.540001,233900,97.82872
"248",106.620003,106.940002,106.089996,106.440002,161800,97.736916
"249",106.800003,107.269997,106.300003,106.900002,210200,98.159294
"250",107.190002,108.379997,106.470001,108.239998,528600,99.389748
"251",108.360001,108.870003,106.970001,107.080002,402300,98.32457
"252",107.400002,107.519997,106.040001,106.760002,669000,98.030731
"253",107.080002,107.330002,106.599998,107.18,558200,98.416405
"254",107.93,107.949997,107.139999,107.239998,671700,98.471489
"255",107.980003,108.419998,107.459999,108.25,482600,99.398918
"256",108.470001,109.260002,108.349998,108.730003,456300,99.839668
"257",109.370003,109.370003,108.410004,108.480003,368400,99.610107
"258",108.290001,108.650002,106.870003,108.169998,434000,99.325447
"259",108.449997,111.480003,108.449997,111.269997,552000,102.171989
"260",111.5,112.440002,110.949997,111.339996,452600,102.236252
"261",111.739998,111.860001,108.879997,109.669998,675200,100.702805
"262",110.43,111.459999,110.010002,110.760002,469900,101.70369
"263",110.360001,111.330002,109.709999,111.029999,668500,101.951614
"264",111.360001,113.330002,110.809998,112.959999,699500,103.723801
"265",112.690002,112.75,110.519997,111.120003,690600,102.034248
"266",110.720001,111,108.870003,110.419998,670900,101.391479
"267",110.629997,111.449997,109.57,110.099998,689900,101.097633
"268",110.809998,112.860001,110.040001,112.339996,1256700,103.154488
"269",112.870003,114,110.32,111.360001,1319400,102.254631
"270",111.650002,112.010002,110.349998,111.099998,941900,102.015877
"271",110.540001,111.199997,108.830002,109.809998,803400,100.83136
"272",110.660004,110.760002,107.650002,108.160004,865900,99.316284
"273",107.510002,108.510002,106.32,106.809998,507500,98.076653
"274",106,106.559998,104.690002,105.089996,862600,96.497276
"275",104.839996,106.279999,100.519997,100.669998,939500,92.438675
"276",99.400002,104.120003,98,103.260002,1415200,94.816933
"277",102.980003,104.459999,101.830002,101.879997,472300,93.549744
"278",101.690002,101.910004,97.720001,97.739998,634500,89.748268
"279",99.230003,100.75,96.379997,100.209999,1080800,92.016304
"280",101.400002,102.620003,100.120003,101.040001,584100,92.778442
"281",101.010002,101.57,100.080002,101.150002,494500,92.87944
"282",100.269997,103.5,99.849998,102.779999,748800,94.376175
"283",103.610001,103.610001,101.730003,103.110001,531800,94.679192
"284",102.470001,103.360001,101.5,102.489998,363600,94.531609
"285",102.099998,102.779999,101.580002,102.379997,589600,94.430153
"286",102.699997,103.980003,102.290001,102.43,400300,94.476265
"287",103.040001,103.730003,102.169998,102.540001,543800,94.577728
"288",103.260002,104.139999,102.599998,103.949997,317600,95.878235
"289",104.010002,104.330002,102.480003,103.93,443500,95.859787
"290",103.980003,104.419998,102.830002,102.830002,439700,94.845215
"291",102.900002,104.029999,100.839996,100.860001,510800,93.028168
"292",101.050003,104.209999,100.839996,103.279999,1235200,95.260262
"293",102.459999,104.959999,102.07,104.629997,858700,96.505432
"294",104.029999,106.470001,103.5,106.220001,664200,97.971962
"295",106.389999,108.449997,105.059998,107.459999,723400,99.115685
"296",106.440002,107.860001,106.239998,107.349998,496600,99.014221
"297",107.93,107.93,105.860001,106.760002,585900,98.470039
"298",107.730003,108.760002,107.260002,108.550003,584800,100.12104
"299",108.730003,109.169998,107.529999,107.610001,490600,99.254036
"300",108.220001,109.25,107.459999,107.830002,795300,99.45697
"301",108.099998,108.309998,105.529999,106.07,406700,97.833626
"302",106.169998,106.849998,105.660004,105.730003,448000,97.520027
"303",105.730003,107.050003,105.089996,106.730003,670700,98.442368
"304",106.099998,106.370003,105.309998,105.709999,593600,97.501564
"305",101.900002,103.730003,100.129997,101.440002,1901300,93.563148
"306",101.790001,105.059998,101.330002,104.080002,1131300,95.998138
"307",102.57,103.800003,99.970001,100.379997,846000,92.585434
"308",100.739998,101.099998,96.489998,96.720001,900500,89.209633
"309",98.690002,99.389999,96.839996,98.470001,1072200,90.823761
"310",98.959999,100.07,98.010002,98.75,1036000,91.082008
"311",99.599998,101.629997,99.080002,99.739998,1303300,91.99514
"312",100.510002,101.410004,100.050003,100.209999,1437300,92.428642
"313",100.019997,100.110001,97.410004,98.559998,995900,90.906754
"314",98.57,99.190002,96.949997,98.230003,1158200,90.602394
"315",96.5,98.919998,95.449997,98.849998,1048600,91.17424
"316",99.510002,102.669998,99.510002,102.309998,1065500,94.36557
"317",101.370003,102.489998,98.720001,99.919998,1511900,92.161163
"318",100.709999,101.980003,100.029999,100.970001,647500,93.129623
"319",102.639999,104.970001,101.980003,104.419998,843600,96.311737
"320",103.360001,104.139999,102.209999,103.059998,745600,95.05735
"321",103.519997,104.919998,103.050003,104.370003,750300,96.265633
"322",104.919998,104.959999,103.440002,104.160004,801300,96.071938
"323",105.099998,106.900002,104.610001,106.419998,1204000,98.156441
"324",112.07,113.220001,109.150002,110.379997,1825900,101.808937
"325",110.720001,113.160004,110.669998,111.43,1398800,102.777405
"326",111.550003,111.93,110.32,111.190002,960000,102.556053
"327",111.199997,112.110001,110.639999,111.699997,867700,103.026436
"328",112.169998,112.959999,111.190002,111.639999,666100,102.971107
"329",111.769997,112.550003,107.629997,109.360001,1e+06,100.868141
"330",109.110001,110.260002,108.220001,109.559998,640000,101.05262
"331",109.540001,111.169998,109.220001,111.010002,587000,102.390022
"332",110.599998,110.839996,108.610001,109.290001,977500,101.296333
"333",109.620003,109.910004,108.5,108.669998,793400,100.721664
"334",107.949997,108.5,103.279999,105.419998,1590700,97.709389
"335",106.019997,108.199997,106.019997,107.080002,1132600,99.247986
"336",106.870003,107.68,105.150002,106.309998,903100,98.534302
"337",105.559998,108.919998,105.480003,108.410004,718700,100.480698
"338",108.57,109.599998,108.139999,108.540001,892500,100.601181
"339",108.370003,109.900002,108.050003,108.709999,726800,100.758759
"340",109.309998,110.25,108.809998,109.190002,957100,101.203651
"341",109.309998,110.300003,109.309998,109.599998,503700,101.583672
"342",109.339996,110,107.959999,108.050003,923100,100.147018
"343",108.580002,109.209999,107.400002,108.199997,1001300,100.286057
"344",107.349998,108.529999,106.230003,108.25,755000,100.332397
"345",108.510002,112.099998,108.510002,111.110001,1175500,102.983215
"346",113.239998,114.580002,112,113.900002,1916100,105.569153
"347",114,115.480003,113.599998,114.07,866200,105.726723
"348",114.599998,115.550003,114.459999,114.779999,574300,106.384781
"349",115.709999,116.339996,113.699997,113.879997,893000,105.550613
"350",112.889999,113.910004,112.379997,113.839996,810800,105.513542
"351",113.860001,114.809998,113.720001,113.870003,555600,105.541336
"352",113.139999,114.870003,112.980003,114.43,715800,106.060394
"353",113.480003,115.209999,113.290001,114.099998,945700,105.754517
"354",114.660004,115.510002,114.32,114.949997,763700,106.542358
"355",114.75,115.400002,112.839996,112.919998,1770500,104.660843
"356",114.120003,115.760002,113.989998,115.190002,773200,106.764801
"357",115.440002,115.93,114.849998,115.349998,844300,106.913094
"358",115.160004,115.800003,114.43,114.970001,1292100,106.560875
"359",115.68,118.010002,115.099998,117.970001,1294800,109.341454
"360",117.709999,118.400002,116.470001,117.029999,739900,108.470207
"361",116.720001,117.360001,116.050003,117.110001,584100,108.544373
"362",117.110001,117.589996,116.699997,117.059998,433900,108.498032
"363",116.910004,117.5,115.669998,116.029999,774200,107.543358
"364",116.269997,117.400002,115.489998,115.669998,1257600,107.209679
"365",115.82,116.349998,114.360001,115.099998,718900,106.681374
"366",115.129997,116.980003,114.400002,116.959999,1209300,108.405319
"367",116.220001,116.370003,114.239998,114.57,956500,106.190155
"368",113.589996,113.589996,111.419998,112.129997,1426200,103.928619
"369",112.75,112.809998,110.959999,111.919998,774300,103.733963
"370",112,112.199997,110.989998,111.300003,582600,103.159325
"371",112.370003,114.160004,112.07,114,1264400,105.661835
"372",113.699997,113.699997,110,111.110001,969100,102.983215
"373",111.269997,112.449997,110.25,111.089996,687300,102.964684
"374",111.389999,113.330002,110.050003,110.269997,754800,102.204643
"375",110.379997,111.120003,107.910004,110.690002,992200,102.593933
"376",111.190002,113.050003,111.029999,111.059998,700100,102.936874
"377",110.07,111.540001,109.169998,111.410004,621200,103.261276
"378",112.290001,112.970001,110.610001,111.019997,479100,102.899788
"379",111.709999,112.57,111.260002,112.120003,725400,103.91935
"380",111.860001,112.949997,110.849998,112.43,611300,104.206673
"381",112.75,114.160004,112.75,113.699997,783600,105.383774
"382",113.599998,114.769997,113.010002,114.099998,628600,105.754517
"383",113.129997,113.760002,111.57,112.349998,712200,104.132515
"384",113.150002,113.309998,111.150002,111.660004,817300,103.492996
"385",111.279999,111.790001,110.660004,110.769997,756800,102.668076
"386",110.82,111.190002,108.07,108.57,1221300,100.628983
"387",108.57,110.470001,108.190002,110.139999,1452800,102.084137
"388",110.349998,111.519997,110.199997,110.959999,1020000,102.844193
"389",110.379997,111.43,108.940002,109.980003,1051000,101.935867
"390",114.5,114.790001,111.139999,113.330002,2901200,105.04084
"391",113.839996,114.459999,112.440002,113.059998,1525800,104.790573
"392",113.760002,115.769997,113.32,114.129997,1557100,105.78231
"393",114.169998,114.239998,112.68,113.980003,1167500,105.643303
"394",113.489998,116.330002,113.279999,116.029999,1131000,108.05529
"395",116.419998,116.449997,114.940002,115.629997,582000,107.682785
"396",115.639999,116.910004,115.019997,115.239998,921700,107.319588
"397",116.709999,118.239998,115.709999,118.110001,1102100,109.992325
"398",117.540001,118.510002,115.120003,117.169998,1133600,109.116936
"399",116.690002,116.690002,114.760002,115.190002,857500,107.273026
"400",115.400002,116.260002,115.040001,115.900002,1153300,107.934219
"401",115.830002,117.370003,115.589996,116.599998,877900,108.586113
"402",116.910004,117.970001,116.68,116.860001,650500,108.828239
"403",116.93,117.800003,116.550003,117.080002,887200,109.033119
"404",117.07,118.470001,116.879997,117.650002,883100,109.56395
"405",117,117.279999,114.839996,116.510002,674100,108.502312
"406",116.360001,117.580002,115.480003,115.949997,627500,107.980774
"407",116.300003,117.18,116.029999,116.709999,634900,108.688545
"408",115.75,115.839996,112.980003,114.510002,1166700,106.639763
"409",115.459999,116.129997,114.970001,115.230003,685400,107.31028
"410",114.660004,116.040001,114.470001,115.690002,567500,107.738655
"411",116.25,116.980003,115.57,115.739998,501100,107.785225
"412",115.919998,117.300003,115.919998,116.839996,695700,108.809608
"413",117.25,117.459999,116.379997,116.75,494900,108.725807
"414",116.559998,116.559998,114.900002,115.389999,894900,107.459274
"415",116,116.510002,115.529999,116.160004,940200,108.176346
"416",116.599998,118.169998,116.599998,117.769997,747800,109.67569
"417",118.269997,119.290001,116.900002,117.43,711200,109.359062
"418",117.07,117.959999,116.160004,117.18,595600,109.126251
"419",116.760002,117,115.709999,116.82,696400,108.790977
"420",116.559998,117.410004,116.309998,116.830002,551100,108.800301
"421",116.349998,116.349998,113.849998,114.589996,893800,106.714264
"422",114.529999,116.040001,114.339996,114.980003,773100,107.077461
"423",115.330002,116.349998,114.169998,115.309998,619300,107.384766
"424",114.879997,115.910004,114.150002,115.019997,966300,107.114708
"425",115.589996,116.260002,114.029999,114.32,481300,106.462814
"426",113.839996,115.309998,113.120003,114.860001,959100,106.965714
"427",114.730003,114.779999,112.400002,112.489998,767500,104.758575
"428",113.110001,113.699997,112.260002,113.18,645400,105.401184
"429",113.010002,113.860001,112.209999,113.169998,645900,105.391853
"430",113.300003,114.050003,112.449997,113.389999,1068300,105.596748
"431",113.510002,114.010002,112.190002,113.459999,754400,105.661919
"432",113.260002,115.650002,113.199997,114.629997,919700,106.751511
"433",115.620003,117.75,115.300003,116.860001,1061600,108.828239
"434",117.360001,117.970001,115.75,116.220001,828900,108.232231
"435",116.419998,117.139999,115.949997,116.639999,887200,108.62336
"436",116.699997,116.730003,115.830002,116,868900,108.027336
"437",115.639999,115.639999,114.150002,114.160004,847600,106.313828
"438",114.57,114.849998,113.220001,113.93,976800,106.099625
"439",113.529999,114.599998,113.260002,114,796400,106.16481
"440",114.879997,115.68,113.580002,114.089996,631800,106.248611
"441",114.059998,114.370003,112.879997,113.529999,768100,105.727112
"442",113.870003,114.93,112.410004,114.139999,1127600,106.295197
"443",114.139999,114.510002,112.849998,113.639999,879400,105.829544
"444",113.260002,113.860001,109.660004,110.099998,1466800,102.532852
"445",110.089996,111.199997,109.099998,109.209999,1499200,101.704018
"446",108.220001,108.489998,101.959999,102,2282400,94.989563
"447",101.839996,102.650002,99.410004,100.489998,2517000,93.583351
"448",99.769997,102.300003,97.809998,98.309998,1516400,91.553177
"449",100,101.040001,97.669998,98.68,1033300,91.897758
"450",98.309998,98.839996,97.849998,97.949997,1386300,91.217911
"451",98.470001,100.470001,97.970001,100.029999,1370100,93.154953
"452",101.330002,101.330002,99.559998,99.75,1111000,92.894203
"453",99.370003,100.720001,97,97.169998,2185400,90.491531
"454",102.010002,103.120003,98.339996,99.620003,2740400,92.773155
