"","TSCO.Open","TSCO.High","TSCO.Low","TSCO.Close","TSCO.Volume","TSCO.Adjusted"
"450",86.610001,87.470001,86.150002,86.57,1207100,83.327248
"451",86.879997,89.129997,86.360001,88.879997,1052200,85.550728
"452",88.980003,89,86.910004,88.059998,1118200,84.761452
"453",87.650002,88.480003,86.910004,87.650002,1473700,84.366798
"454",88.370003,88.769997,86.57,86.860001,1947200,83.606384
"455",87.160004,88.199997,85.949997,87.389999,2082600,84.116539
"456",86.360001,87.870003,86.029999,87.489998,1359900,84.212784
"457",87.339996,88.480003,83.709999,84.18,2063500,81.026779
"458",84.290001,91.779999,83.910004,89.07,3502700,85.733612
"459",89.790001,91.410004,87.550003,90.839996,3068000,87.437294
"460",91.860001,95.169998,91.779999,93.959999,1931600,90.440453
"461",93.589996,95,92.029999,93.400002,1452300,89.901428
"462",94.160004,94.5,91.690002,91.889999,1500900,88.447983
"463",91.949997,93.739998,90.900002,92.419998,1440500,88.95813
"464",93.730003,94.459999,92.459999,93.809998,1742000,90.296082
"465",93.739998,94,92.269997,93.849998,1032600,90.334557
"466",93.68,94.379997,92.879997,93.18,1764500,89.689667
"467",93.919998,95.970001,93.099998,95.75,1488400,92.163399
"468",95.779999,97.57,95.150002,96.620003,961100,93.000816
"469",96.349998,97.650002,96.269997,97.129997,1358500,93.491692
"470",97.040001,97.650002,95.669998,96.190002,2069300,92.586914
"471",96.199997,96.589996,94.559998,95.769997,1132500,92.18264
"472",96.389999,96.68,93.720001,94.190002,1778500,90.661827
"473",94.029999,95.099998,91.699997,93.300003,1275500,89.805168
"474",92.82,93.510002,92,92.660004,1849800,89.18914
"475",92.480003,94.18,92.120003,92.260002,858300,88.804115
"476",90.32,91,87.269997,87.790001,1703600,84.501556
"477",88.160004,89.879997,87.870003,89,1185400,85.666237
"478",88.510002,89.800003,88.389999,89.300003,769400,86.25544
"479",89.730003,90.260002,88.480003,88.849998,1571800,85.82077
"480",88.849998,91.349998,88.849998,90.75,1840500,87.655991
"481",91.220001,95.300003,90.760002,95.050003,1547300,91.809395
"482",94.650002,95.639999,94.199997,94.669998,1182100,91.442345
"483",94.910004,95.580002,93.949997,95.129997,1633800,91.886665
"484",95.830002,96.669998,93.720001,95.739998,1514400,92.475868
"485",95.949997,96.739998,92.339996,92.989998,1160900,89.819626
"486",91.669998,92.389999,88.860001,92.370003,1830700,89.220772
"487",92.150002,92.370003,88.540001,88.790001,1579400,85.762833
"488",89.709999,90.620003,87.699997,90.120003,1234500,87.047485
"489",91.080002,92.849998,89.800003,90.330002,1247500,87.250313
"490",91.32,92.480003,90.5,91.75,977200,88.621895
"491",93.220001,93.629997,91.32,92.010002,1371800,88.873062
"492",90.949997,92.709999,88.57,89.190002,1491300,86.149185
"493",88.889999,89.599998,86.360001,87.019997,1438400,84.053162
"494",87.349998,88.879997,85.980003,86.18,1461400,83.241814
"495",86.650002,88.900002,85.519997,86.019997,1024100,83.08725
"496",85.449997,85.849998,81.620003,82.919998,1690800,80.092957
"497",82.589996,83.989998,80.260002,80.330002,2869800,77.591263
"498",79.949997,81,78.669998,78.709999,629500,76.026489
"499",79.199997,82.93,79.199997,82.879997,1133200,80.054298
"500",81.779999,83.690002,80.779999,83.68,1300400,80.827049
"501",83.949997,84.879997,82.730003,83.209999,904400,80.373055
"502",83.580002,83.910004,82.809998,83.440002,1044100,80.595222
"503",81.809998,84.010002,80.860001,82.230003,1517100,79.426476
"504",82.080002,82.410004,80.309998,80.68,2161900,77.929321
"505",82,83.43,80.900002,82.339996,2043500,79.532715
"506",82.239998,84.510002,82.029999,83.550003,2540100,80.701477
"507",84.129997,84.559998,82.43,83.5,2002800,80.653175
"508",84.080002,86.099998,84.080002,84.620003,1308900,81.734978
"509",83.580002,84.699997,82.32,84.669998,1266200,81.783287
"510",84.599998,86.309998,84.389999,85.309998,1204600,82.401466
"511",84.690002,87.519997,84.529999,85.910004,2405100,82.981018
"512",85.849998,87.440002,85.080002,86.949997,1663800,83.985558
"513",86.910004,88.150002,86.800003,87.129997,1292200,84.159416
"514",86.419998,88.589996,85.709999,88.5,1215500,85.482704
"515",89.029999,90.139999,88.709999,89.480003,1255400,86.429306
"516",89.110001,90.5,88.919998,89.360001,1169500,86.313385
"517",90,90.089996,88.019997,89.019997,1025900,85.984978
"518",88.43,88.910004,86.199997,87.589996,1323700,84.603729
"519",88.379997,89.639999,88.139999,89.599998,1490300,86.545197
"520",88.919998,89.360001,88.050003,89.110001,1192400,86.071915
"521",89.5,90.25,88.449997,89.900002,1059000,86.834969
"522",90.220001,90.660004,89.339996,89.620003,1774300,86.564522
"523",86.440002,87.57,82.620003,85.400002,6677000,82.488411
"524",85.970001,88.480003,84.690002,86.970001,2541100,84.004883
"525",86.919998,88.889999,86,88.860001,1441400,85.830429
"526",88.980003,90.129997,88.519997,89.589996,1542600,86.535538
"527",89.589996,91.129997,88.540001,91.029999,1233500,87.92646
"528",90.599998,90.760002,89.190002,90.75,1573200,87.655991
"529",90.199997,92.650002,89.949997,92.32,1880300,89.172462
"530",93,94.809998,92.699997,94.190002,1835500,90.978722
"531",94.529999,95.739998,94.25,95.559998,1639300,92.30201
"532",95.580002,96.18,94.489998,95.830002,1643600,92.562805
"533",95.25,96.300003,94.5,95.779999,1470600,92.514503
"534",96.190002,97.639999,95.610001,97.580002,1457600,94.253136
"535",96.599998,97.360001,95.349998,97.07,1246800,93.760521
"536",96.760002,98.029999,96.760002,97.550003,1204700,94.224144
"537",97.459999,98.029999,96.660004,97.010002,871800,93.702576
"538",97.050003,97.300003,95.540001,96.040001,1315000,93.063026
"539",96.529999,96.720001,94.559998,94.800003,948700,91.861465
"540",94.459999,95.230003,94.290001,94.800003,1045700,91.861465
"541",94.720001,95.910004,94.339996,95.360001,1165000,92.404114
"542",94.980003,95.82,94.309998,95.349998,1357600,92.394417
"543",95.870003,96.360001,93.510002,94.959999,1289600,92.016502
"544",95.25,95.889999,92.849998,93.879997,1581300,90.969986
"545",94.010002,94.93,93.459999,93.510002,748300,90.611443
"546",93.809998,94.800003,91.970001,92.190002,922100,89.332367
"547",92.07,92.580002,91.599998,92.230003,866300,89.371132
"548",91.730003,92.349998,89.860001,90.389999,1175300,87.588165
"549",90.889999,90.910004,88.699997,89.519997,1450300,86.745117
"550",89.370003,91.459999,89.370003,90.57,1181500,87.762581
"551",90.879997,91.889999,90.650002,91.519997,1147500,88.683128
"552",91.419998,91.419998,90.260002,90.400002,950700,87.597862
"553",90.400002,90.849998,89.199997,89.459999,2004400,86.686989
"554",89.43,90.050003,89.019997,89.839996,1620000,87.055206
"555",90.330002,92.169998,90.019997,91.160004,1049100,88.33429
"556",91.190002,92.400002,90.709999,91.080002,1408900,88.256775
"557",91.849998,94.550003,91.260002,94.349998,1204100,91.425407
"558",93.910004,94.400002,92.470001,92.68,896000,89.807182
"559",92.410004,95,92.410004,94.050003,977800,91.134705
"560",94.589996,95.68,94.540001,94.940002,1042900,91.997124
"561",94.93,95.800003,93.980003,94.809998,1234600,91.87114
"562",94.860001,95.849998,94.860001,95.239998,1111700,92.287819
"563",95.879997,98.580002,95.389999,97.760002,1958600,94.729713
"564",98.160004,99.239998,96.610001,97.489998,1979000,94.468079
"565",97.510002,97.720001,96.68,97.160004,1084600,94.148315
"566",97.559998,99.139999,97.040001,98.080002,1362400,95.039803
"567",98.099998,99.599998,97.870003,99.589996,1123900,96.502991
"568",99.699997,101.470001,99.639999,101.129997,1756000,97.995239
"569",100.699997,101.910004,100.150002,101.669998,1244800,98.518509
"570",101.379997,101.949997,100.739998,100.93,935200,97.801445
"571",101.199997,101.349998,100.029999,101.169998,975800,98.034004
"572",101.949997,103.010002,101.400002,102.949997,1158300,99.75882
"573",103.260002,104.739998,103.110001,104.25,1286100,101.018547
"574",103.970001,104.919998,103.389999,104.489998,1542200,101.251099
"575",104.260002,105.82,104.260002,105.18,1623600,101.919708
"576",105.610001,106.080002,103.849998,103.900002,1247800,100.67939
"577",103.75,104.449997,102.43,103.089996,1407400,99.894493
"578",103.040001,103.199997,101.279999,101.629997,915800,98.479744
"579",102.220001,103.559998,101.790001,103.169998,1183600,99.972015
"580",103.389999,105.089996,103.25,104.059998,1498500,100.834435
"581",104.800003,107.980003,103.93,105.059998,3831400,101.803421
"582",105.099998,105.669998,102.519997,105.129997,1860100,101.871254
"583",105.260002,105.849998,103.93,104.690002,1193000,101.444908
"584",104.199997,104.610001,102.559998,103.5,1383900,100.291786
"585",103.599998,103.800003,100.610001,100.970001,910300,97.84021
"586",100.949997,103.040001,100.68,103.029999,1469600,99.836342
"587",103.220001,104.760002,102.980003,103.870003,1573200,100.650314
"588",102.190002,103.470001,101.82,103.089996,892700,99.894493
"589",101.959999,102.279999,99.940002,100.650002,1107000,97.530136
"590",100.370003,102.339996,99.519997,101.489998,1325700,98.344093
"591",100.879997,102.889999,100.010002,102.480003,1164900,99.303406
"592",102.099998,103.059998,101.040001,102.720001,1507700,99.535973
"593",100.959999,101.610001,98.610001,99.279999,1440000,96.202591
"594",99.620003,100.949997,98.669998,100.660004,1204100,97.539818
"595",99.800003,100,98.099998,99.260002,1450000,96.183212
"596",100.019997,101.709999,99.440002,101.040001,1085200,97.908043
"597",100.540001,101.800003,100.25,100.68,1070100,97.559196
"598",99.949997,101.410004,99.559998,101.269997,1439000,98.130905
"599",101.629997,104.139999,101.540001,103.529999,1100100,100.320847
"600",102.839996,103.620003,102.339996,102.900002,1056000,99.710381
"601",101.93,103.089996,101.059998,102.029999,1193600,98.867355
"602",102.029999,102.529999,100.480003,101.139999,1205500,98.342278
"603",101.339996,102.849998,100.150002,100.199997,1469300,97.428291
"604",99.599998,100.139999,98.209999,99.269997,1196500,96.524025
"605",99.620003,100.889999,99.620003,100.769997,607800,97.982521
"606",99.660004,101.07,98.550003,100.779999,1228300,97.992249
"607",100.709999,102,100.099998,101.230003,1036700,98.429802
"608",102.260002,104.18,102.260002,104.139999,1118800,101.2593
"609",104.989998,105.529999,103.580002,104.68,1008500,101.784363
"610",104.970001,107.879997,104.610001,107.269997,1419700,104.302727
"611",107.639999,109.669998,107.410004,108.57,1091100,105.566757
"612",109.519997,109.669998,107.010002,107.139999,1061200,104.176323
"613",107.68,108.080002,106.449997,107.330002,1052700,104.361069
"614",107.489998,108.349998,106.690002,107.279999,715800,104.312454
"615",108.010002,108.949997,107.510002,108.160004,745500,105.168114
"616",108.25,108.629997,105.980003,106.139999,1686000,103.203979
"617",105.720001,105.900002,103,104.120003,1321300,101.239861
"618",104.779999,105.720001,103.940002,105.07,919000,102.163582
"619",104.089996,106.790001,104.089996,106.239998,1201600,103.301208
"620",106.550003,107.290001,105.239998,106.769997,1031500,103.816551
"621",106.949997,107.160004,105.769997,106.760002,1061100,103.806839
"622",107.68,107.970001,106.599998,106.860001,839700,103.904053
"623",106.970001,107.459999,105.970001,106.629997,858000,103.680412
"624",106.839996,107.889999,106.440002,106.699997,815100,103.748489
"625",106.790001,108.75,106,108.199997,1172900,105.206993
"626",108.489998,109.160004,107.650002,108.800003,1132800,105.790413
"627",109.93,112.379997,109.400002,110.610001,974700,107.550346
"628",110.75,111.389999,109.959999,110.519997,1054800,107.462814
"629",109.410004,110.029999,108.410004,110,970900,106.957207
"630",109.470001,110.779999,109.019997,110.470001,812600,107.414207
"631",110.029999,110.849998,110.010002,110.370003,666600,107.316971
"632",110.309998,111.050003,109.339996,110.099998,813500,107.054428
"633",110.290001,110.300003,108.279999,109.32,761500,106.296013
"634",110.620003,111.25,109.599998,110.519997,1167200,107.462814
"635",111.139999,113.540001,110.93,112.970001,895500,109.845039
"636",112.919998,113.139999,110.720001,111.459999,833500,108.376823
"637",113,113.220001,112.169998,112.309998,976200,109.2033
"638",112.160004,112.18,110.959999,111.110001,868900,108.036507
"639",111.029999,112.660004,110,112.230003,1386000,109.125519
"640",112.910004,114.25,111.739998,112.470001,1273800,109.358894
"641",112.650002,114.190002,112.019997,112.75,1150100,109.631134
"642",112.980003,113.18,109.830002,111.349998,1454400,108.269867
"643",111.18,113.019997,110.910004,112.489998,1401000,109.378319
"644",105,111.830002,105,111.470001,2819400,108.386551
"645",112.029999,112.300003,109.43,109.949997,1455900,106.908585
"646",109.879997,110.949997,109.209999,110.449997,1097400,107.39476
"647",109.900002,110.650002,108.959999,109.25,815500,106.227951
"648",109.080002,110.419998,107.949997,108.809998,1287200,105.800125
"649",109.040001,109.879997,106.580002,107.959999,1354200,104.97364
"650",107.690002,108.099998,106.57,107.059998,1066900,104.098526
"651",105.589996,105.730003,101.949997,102.75,1520500,99.907753
"652",103.169998,105.93,102.690002,105.709999,1140300,102.785881
"653",104.519997,106.050003,103.709999,105.68,926400,102.756706
"654",105.93,109.519997,105.690002,109.080002,1092800,106.06266
"655",108.519997,110.419998,107.43,107.580002,932300,104.604141
"656",106.860001,106.860001,102.110001,102.519997,1492200,99.684113
"657",102.839996,106.050003,101.309998,104.239998,1243200,101.356537
"658",102.209999,102.889999,99.760002,99.839996,1241500,97.078239
"659",99.989998,100.779999,98.599998,99.360001,1371500,96.611534
"660",100.129997,101.25,99.699997,100.550003,1078600,97.768623
"661",101.75,102.120003,99.669998,101.209999,1375100,98.410355
"662",100.919998,102.370003,100.529999,100.870003,865900,98.079765
"663",101.980003,102.720001,101.190002,101.32,915000,98.517303
"664",101.43,102.330002,100.610001,101.449997,842000,98.643723
"665",100.089996,100.099998,95.93,96.860001,2027700,94.506729
"666",97.599998,98.900002,97.029999,98.860001,1123600,96.458138
"667",99.279999,99.889999,98.949997,99.400002,1270900,96.985016
"668",98.980003,102.480003,98.82,102.230003,1397300,99.746269
"669",103.580002,104.5,102.830002,104.120003,1000100,101.590347
"670",105.449997,105.5,101.410004,101.879997,960400,99.404755
"671",100.699997,102,99.239998,100.190002,1287900,97.755829
"672",100.599998,101.010002,99.169998,100.300003,1124500,97.863159
"673",101.449997,103.410004,100.650002,102.980003,1466100,100.47805
"674",103.720001,104.989998,103.330002,103.540001,2036300,101.024429
"675",103.82,104.349998,101.889999,102.580002,1756000,100.087769
"676",102.440002,106.410004,101.760002,106.389999,1262700,103.805191
"677",106.089996,106.110001,103.580002,103.849998,982200,101.326897
"678",104.389999,104.5,98.769997,99.339996,2116000,96.926468
"679",100.040001,100.190002,96.919998,97.099998,2245700,94.740898
"680",96.830002,97.910004,95.349998,95.660004,1609300,93.335892
"681",95.610001,97.269997,94.650002,96.18,1253600,93.843254
"682",96.010002,96.699997,92.529999,93.550003,2234800,91.277145
"683",93.690002,93.849998,91.800003,92.080002,1744600,89.842865
"684",91.349998,92.510002,90.25,90.389999,2174000,88.193924
"685",90.099998,93.459999,90.089996,92.160004,1473400,89.920929
"686",91.839996,92.910004,90.910004,91.379997,928100,89.159874
"687",91.370003,91.699997,89.839996,90.610001,1151200,88.408569
"688",89.849998,90.470001,88.410004,88.959999,1796700,86.798668
"689",89.629997,90,88.68,89.010002,1375700,86.84745
"690",89.330002,91,89.330002,90.440002,1760300,88.242706
"691",91.809998,92.019997,89.160004,89.800003,1456200,87.618256
"692",90.150002,91.059998,89.07,90.57,2713400,88.369545
"693",90.709999,93.309998,90.279999,93.160004,2802500,90.896622
"694",93.010002,94.339996,92.5,93.110001,1353400,90.847847
"695",93.07,93.970001,91.870003,92.050003,1696600,89.813576
"696",92.269997,93.550003,90.650002,92.07,2287900,89.833107
"697",92.379997,93.949997,92.379997,92.989998,1245000,90.730759
"698",92.550003,93.510002,92.459999,93.120003,1081700,90.857597
"699",94.269997,95.32,93.5,94.309998,1744300,92.018677
"700",94.059998,94.540001,92.849998,93.75,718400,91.47229
"701",93.309998,94.089996,92.660004,93.790001,1101400,91.511307
"702",93.730003,94.739998,93.389999,93.449997,1245100,91.179565
"703",94.120003,94.290001,92.699997,92.900002,1492300,90.642952
"704",92.400002,93.889999,92.089996,93.32,2214300,91.052727
"705",93.989998,93.989998,92.209999,92.440002,1478000,90.194115
"706",92.470001,94.650002,91.989998,94.139999,1183500,91.852821
"707",94.010002,95.300003,93.150002,95.120003,2775600,92.809006
"708",97.959999,98.849998,94.93,98,3820400,95.619034
"709",97.050003,97.690002,95.599998,96.459999,1910900,94.11644
"710",96.959999,97.650002,95.519997,95.709999,995500,93.384674
"711",95.230003,95.519997,93.93,95.459999,1433300,93.140732
"712",95.290001,97.129997,95.260002,97.010002,1112900,94.653084
"713",96.68,96.769997,94.459999,95.019997,1168000,92.711426
"714",95.709999,95.889999,95.129997,95.779999,825800,93.452965
"715",96.209999,97.440002,95.860001,96.599998,1152500,94.253044
"716",96.959999,98.199997,96.510002,97.57,968000,95.199471
"717",97.349998,97.559998,95.089996,95.93,994600,93.599319
"718",96.029999,97.029999,94.760002,94.900002,1082600,92.594345
"719",94.760002,95.190002,94.029999,94.82,796600,92.516296
"720",94.720001,96.519997,94.300003,96.449997,857000,94.106682
"721",96.129997,96.669998,95.110001,96.629997,887400,94.282318
"722",96.18,98.089996,95.160004,96.93,1031900,94.575027
"723",97.019997,98.279999,95.199997,97.559998,856500,95.189728
"724",97.5,98.720001,97.5,98.489998,1342600,96.097122
"725",98.309998,98.980003,96.650002,97.800003,1055300,95.423897
"726",97.669998,97.739998,96.370003,96.540001,1275200,94.194504
"727",96.510002,96.970001,95.400002,96.860001,911300,94.506729
"728",96.769997,98,96.610001,96.800003,1202600,94.448196
"729",96.660004,97.349998,96.160004,97.209999,910900,95.192413
"730",97.900002,98.209999,95.440002,95.709999,2001300,93.723541
"731",95.5,97.300003,95.309998,95.900002,1700100,93.909599
"732",96,96.300003,95.059998,95.489998,571100,93.50811
"733",95.309998,95.440002,94.209999,94.440002,779700,92.479904
"734",94.900002,96.190002,94.529999,95.779999,1241000,93.792084
"735",94.639999,95.830002,93.559998,94.650002,1141200,92.685539
"736",94.900002,96.540001,94.900002,95.720001,841300,93.733322
"737",96.529999,98.559998,96.269997,96.440002,1206000,94.4384
"738",97.550003,98.309998,96.190002,97.5,943600,95.476387
"739",97.07,99.370003,97.07,97.529999,1298200,95.505768
"740",98.07,98.220001,97.080002,97.199997,848600,95.18261
"741",97.150002,97.980003,96.620003,97.029999,660400,95.016144
"742",97.019997,98.620003,96.550003,98.269997,956100,96.230408
"743",98.220001,98.480003,94.919998,94.93,1095000,92.959724
"744",95.25,95.610001,93.629997,93.720001,1386000,91.774841
"745",93.440002,94.43,93.059998,93.449997,2015900,91.510452
"746",93.93,94.089996,92.010002,93.110001,1341800,91.177513
"747",92.519997,92.970001,91.650002,91.809998,1299800,89.90448
"748",92.519997,93.330002,91.639999,92.169998,2534900,90.257004
"749",92.360001,93.07,91.849998,92.139999,854100,90.227646
"750",92.360001,93.949997,92.260002,93.559998,410800,91.618164
"751",93.650002,94.059998,92.169998,92.480003,1123100,90.560585
"752",93.089996,93.620003,92.169998,92.300003,1146200,90.384315
"753",92.32,93.459999,91.870003,92.900002,1214500,90.97187
"754",92.709999,93.760002,92.519997,93.440002,894100,91.500648
"755",93.690002,94.089996,92.470001,93.110001,1068900,91.177513
"756",92.620003,92.870003,91.760002,91.959999,1527300,90.051369
"757",91.129997,91.650002,90.160004,91.650002,1393400,89.74781
"758",90.769997,91.639999,88.279999,90.010002,2721700,88.141838
"759",90.019997,92.190002,90.019997,91.709999,1449500,89.806564
"760",91.5,91.959999,90.5,90.809998,1116600,88.92524
"761",91,91.730003,90.510002,91.269997,1345000,89.375694
"762",91.110001,91.120003,90.190002,90.389999,970000,88.513962
"763",90.330002,91.389999,89.870003,90.18,1312500,88.308319
"764",89.919998,91.040001,89.849998,90.389999,1324900,88.513962
"765",90.940002,92.059998,90.540001,91.089996,1176800,89.199425
"766",91.139999,92.910004,90.599998,92.790001,1370700,90.864143
"767",93.559998,94.989998,93.389999,93.639999,2176400,91.69651
"768",93.82,93.980003,92.739998,92.870003,997800,90.94249
"769",92.349998,93.690002,91.459999,93.660004,1082800,91.716095
"770",93.540001,94.199997,92.849998,93.57,1935600,91.62796
"771",92.300003,94.309998,92.120003,93.989998,1462000,92.039238
"772",93.93,96.300003,93.75,94.989998,2644700,93.018486
"773",95.050003,96.230003,94.800003,95.019997,2129900,93.047867
"774",88.800003,96.32,88.019997,93.830002,4613900,91.882576
"775",94.900002,96,90.540001,92.949997,2800900,91.020828
"776",93.980003,95.989998,93.980003,94.410004,2263600,92.450531
"777",95.309998,96.410004,90.959999,91.099998,2623700,89.209206
"778",92.010002,93.980003,91.620003,93.970001,2094600,92.019653
"779",94.849998,96.779999,94.099998,96.589996,1665500,94.585281
"780",95.910004,96.599998,95.400002,96.550003,1010700,94.546112
"781",96.169998,99.120003,96.169998,97.529999,2112900,95.505768
"782",97.82,97.82,96.160004,97.57,1224800,95.544937
"783",97.629997,99.129997,97.43,98.529999,907800,96.485016
"784",98.349998,98.669998,97.330002,98.260002,950700,96.220604
"785",98.059998,98.599998,97.580002,98.169998,675700,96.132484
"786",98.550003,99,97.029999,97.830002,768900,95.799538
"787",98.419998,99.599998,97.989998,98.639999,881700,96.592728
"788",98.32,99.199997,96.879997,99,979100,96.945244
"789",98.269997,100.160004,98.169998,99.779999,1349600,98.055725
"790",97.830002,98.980003,96.330002,96.459999,1563500,94.793098
"791",96.959999,97.75,92.900002,93.150002,1335600,91.540306
"792",93.75,95.480003,91.440002,91.489998,1384700,89.908997
"793",90.389999,94.349998,88.760002,90.43,1941400,88.86731
"794",88.269997,90.260002,86.620003,88.510002,3316300,86.980492
"795",88.5,91.529999,87.68,91.480003,1659800,89.899155
"796",91.080002,94.800003,90.800003,93.139999,2324800,91.530479
"797",94.529999,96.379997,93.040001,96.349998,1611200,94.684998
"798",94.580002,95.900002,92.459999,93.650002,1179200,92.031662
"799",91.900002,92.870003,89.519997,91.480003,1761000,89.899155
"800",86.510002,86.639999,77.5,80.839996,4000600,79.443024
"801",83.330002,87.150002,80.349998,86.949997,2606900,85.447426
"802",83.43,85.110001,82,83.300003,2439900,81.860527
"803",77.07,81.879997,71.790001,76.510002,2929200,75.187851
"804",79.959999,81.18,71.089996,76.209999,2399700,74.893036
"805",70.68,74.699997,66.870003,67.360001,2245300,66.195976
"806",68.660004,71.059998,63.889999,70.580002,3537800,69.360329
"807",66.93,72.959999,64.190002,72.510002,2190000,71.256981
"808",71.809998,80.279999,71.5,76.389999,2291000,75.069916
"809",75.82,79.489998,74.540001,75.910004,2447300,74.598221
"810",76.370003,79.900002,74.809998,78.059998,2057700,76.711075
"811",80.650002,84.639999,78.669998,80.019997,2012000,78.637192
"812",80.080002,82.730003,75.839996,76.93,1648600,75.600594
"813",77.699997,83.879997,77.699997,83.480003,1529600,82.037415
"814",83,85.730003,82.410004,83.099998,1578400,81.663971
"815",84.089996,86.5,82.150002,85.550003,1234800,84.07164
"816",84.779999,86.790001,84.089996,84.550003,1663900,83.088913
"817",82.699997,87.25,81.010002,84,1752700,82.548416
"818",83.010002,86.709999,82.239998,84.150002,1537000,82.695824
"819",83.82,84.919998,79.220001,79.5,1471700,78.126183
"820",82.589996,88.370003,82.040001,87.959999,2515700,86.439987
"821",90.019997,90.75,85.709999,86.489998,2934800,84.995384
"822",87.110001,91.209999,85.220001,90.699997,2432200,89.132629
"823",92.290001,92.290001,87.830002,88.230003,1986800,86.70533
"824",88.160004,89.889999,86.43,89.669998,1417500,88.120438
"825",89.580002,93.559998,89.440002,92.959999,1361100,91.353577
"826",88.800003,91.949997,88.300003,90.739998,1341100,89.171944
"827",91.959999,92.129997,89.660004,91.199997,1355400,89.623993
"828",93.120003,93.989998,90.410004,92.720001,1311200,91.117737
"829",91.419998,94.360001,90.440002,93.43,1581800,91.815468
"830",91.440002,94.440002,91.419998,93.129997,1511900,91.520653
"831",94.110001,96.400002,92.629997,95.43,2054900,93.780907
"832",95.400002,97.260002,93.110001,95.080002,2374900,93.436951
"833",97,102.010002,96.059998,101.980003,3173400,100.217712
"834",103.18,105,101.400002,103.089996,2162000,101.308525
"835",104.760002,105,102.739998,102.940002,1775300,101.161125
"836",102.989998,104.080002,100.949997,101.120003,1766300,99.372574
"837",100,102,99.040001,101.43,1393200,99.677216
"838",99.639999,102.470001,99.540001,102.089996,1055900,100.325813
"839",102.139999,103.489998,101.599998,102.440002,889500,100.669769
"840",103.699997,105.440002,103.360001,105.099998,1956200,103.283798
"841",106.110001,106.230003,104.809998,105.050003,996600,103.234665
"842",106.059998,107.459999,104.980003,105.169998,1145000,103.352592
"843",106.540001,107.82,105.480003,107.209999,933100,105.35733
"844",107.190002,109.790001,106.309998,109.080002,1259600,107.195015
"845",109.82,110.099998,107.690002,107.730003,992400,105.868355
"846",107.389999,108.419998,104.949997,106.5,1563200,104.659607
"847",105.760002,106.989998,104.900002,106.830002,1156000,104.983894
"848",107.110001,111.980003,106.760002,111.720001,3365900,109.789398
"849",112.949997,113.889999,109.290001,109.760002,1746100,107.863274
"850",109.199997,111.57,107.290001,109.059998,1559300,107.175362
"851",109.690002,110.660004,107.010002,107.790001,1556400,105.927322
"852",108.32,109.410004,107.599998,108.949997,1120100,107.067268
"853",109.650002,112.040001,108.949997,111.849998,1383700,110.271393
"854",113.160004,113.360001,110.900002,111.209999,1477200,109.640434
"855",115.800003,120.339996,112.68,119.760002,4116000,118.069756
"856",120.650002,121.75,118.25,118.980003,2258500,117.300774
"857",118.900002,122.519997,118.330002,122.019997,2553400,120.297859
"858",122.050003,124.43,122.050003,122.660004,1563500,120.928833
"859",121.290001,123.919998,121.089996,123.760002,1291100,122.013306
"860",124,124.010002,121.199997,122.870003,1426300,121.135872
"861",122.75,124.139999,120.800003,122.379997,1601000,120.652779
"862",123.989998,124.199997,120.849998,122.129997,1556100,120.406303
"863",120.290001,122.239998,119.489998,122.239998,1417500,120.514763
"864",122,123.029999,121.260002,122.440002,987500,120.711945
"865",123.389999,124.110001,120.599998,121.290001,792000,119.578178
"866",120.260002,123.32,118.610001,119.209999,1482200,117.527519
"867",120.25,121.830002,117.139999,118.449997,937000,116.778252
"868",116.669998,122.040001,116.129997,121.470001,1266400,119.75563
"869",122.900002,123.980003,120.959999,123.839996,1211700,122.092171
"870",124.660004,125.949997,124,124.800003,1200900,123.038635
"871",125,126.089996,124.230003,125.639999,1146100,123.866776
"872",127.57,128.380005,123.839996,127.669998,2536000,125.868118
"873",126.739998,130.789993,126.230003,130.100006,1233700,128.263824
"874",130.210007,131.889999,129.020004,129.259995,1795100,127.435669
"875",126.699997,131.699997,126.699997,131.339996,1704700,129.486328
"876",131.440002,131.440002,128.610001,130.820007,831200,128.973663
"877",130.990005,132.350006,129.020004,129.979996,1646800,128.145493
"878",130,132.699997,129.449997,131.610001,1071800,129.752502
"879",132.429993,132.789993,130.410004,131.789993,979000,129.929977
"880",132.160004,133.460007,130.690002,132.679993,905100,130.807404
"881",134.300003,134.899994,131.889999,132.449997,721000,130.580688
"882",134.259995,134.5,132.919998,133.759995,588400,131.872177
"883",133.179993,135.429993,132.899994,134.229996,823400,132.335526
"884",134.149994,135.699997,132.960007,135.610001,734600,133.69606
"885",136.5,138.059998,135.160004,137.699997,976500,135.756577
"886",137.699997,138.649994,136,138.419998,651400,136.466385
"887",139.289993,141,135.199997,135.580002,857800,133.666473
"888",135.580002,139.740005,134.570007,139.660004,921100,137.688904
"889",141.490005,141.850006,138.360001,139.199997,1411900,137.235382
"890",139.089996,142.580002,139.089996,142.149994,1538200,140.143753
"891",143.550003,143.690002,140.220001,140.770004,1325600,138.783264
"892",142,145.669998,141.139999,144.690002,1374500,142.647919
"893",144.119995,144.960007,140.050003,144.020004,1768900,141.987366
"894",144.449997,146.389999,144.020004,145.949997,1683600,143.890121
"895",152.639999,154.479996,144.259995,146,3307600,143.939423
"896",143.360001,146.740005,141.910004,146.529999,1662800,144.461929
"897",147.850006,147.929993,142.5,143,1618300,140.981766
"898",142.75,144.529999,141.800003,143.070007,1320100,141.050797
