"","MCK.Open","MCK.High","MCK.Low","MCK.Close","MCK.Volume","MCK.Adjusted"
"446",135.979996,137.080002,134.309998,136.839996,2200400,132.460541
"447",136.800003,138.940002,135.399994,135.5,1238100,131.163437
"448",135.350006,135.350006,129.139999,129.240005,1921900,125.103806
"449",130,131.770004,128.860001,130.789993,1428700,126.604202
"450",130.380005,132.440002,129.899994,131.369995,1515700,127.165657
"451",132.039993,133.869995,131.039993,133.440002,1071800,129.169342
"452",133.429993,137.119995,132.809998,135.039993,1377600,130.718155
"453",135,135.380005,131.949997,132.699997,1905300,128.453049
"454",132.949997,135.050003,132.199997,132.389999,1919400,128.152985
"455",129.630005,131.600006,125.43,126.730003,1842200,122.674118
"456",125.25,127.889999,124.690002,127.290001,1185300,123.216202
"457",126.809998,128.429993,121.389999,121.580002,2444700,117.68895
"458",120.019997,123.629997,117.760002,121.989998,3269400,118.085808
"459",120.970001,121,117.190002,118.389999,2650500,114.601028
"460",120.25,122.230003,119.459999,120.769997,1665500,116.904854
"461",121.25,124.199997,120.209999,124.120003,1608400,120.147644
"462",124.889999,125.980003,123.629997,124.760002,1360100,120.767166
"463",125.480003,129.199997,125.410004,129.089996,1399400,124.958588
"464",129.660004,130,123.690002,125.410004,1601400,121.396362
"465",125.660004,127.900002,125.449997,127.120003,1275500,123.051636
"466",126.669998,129.839996,124.199997,128.600006,1120500,124.484268
"467",129.059998,132.850006,129.059998,132.720001,1754900,128.472397
"468",132.029999,135.119995,131.429993,132.570007,1431500,128.32724
"469",132.580002,132.949997,129.699997,130.809998,886000,126.623543
"470",130.839996,131.820007,130.240005,130.470001,834500,126.294434
"471",130.770004,131.529999,129.220001,130.149994,1194100,125.984642
"472",130.619995,131.860001,127.910004,128.889999,1656500,124.764992
"473",128.179993,128.429993,124.120003,127.470001,1349500,123.390434
"474",127.099998,128.169998,123.709999,123.889999,1961300,119.925018
"475",123.93,127.480003,123.800003,126.190002,2477900,122.151398
"476",125.730003,126.379997,122.32,122.550003,1385000,118.627899
"477",122.440002,123.150002,121.470001,121.809998,1258700,117.911575
"478",121.089996,121.489998,119,121.160004,631000,117.282379
"479",122.290001,122.349998,119.690002,120.639999,1392400,116.779022
"480",120.43,125.790001,120.32,125.690002,1994500,121.667412
"481",125.720001,127.160004,124.470001,127.160004,2941100,123.090355
"482",126.989998,127.980003,125.459999,127.010002,1331600,122.945152
"483",126.940002,126.959999,123.169998,124.5,2585900,120.886703
"484",123.029999,127.190002,123.029999,127.160004,1785600,123.469498
"485",126.5,127.82,124.559998,125.050003,2472800,121.420723
"486",124,126.480003,120.019997,126.400002,3005900,122.731552
"487",125.639999,127.720001,124.699997,124.940002,2137900,121.313927
"488",124.839996,124.919998,120.720001,123.099998,1579300,119.527328
"489",123.839996,125.459999,120.669998,122.150002,1458700,118.604897
"490",121.989998,126.120003,121.959999,123.330002,1402500,119.750641
"491",123.330002,124.480003,121.300003,122.860001,1288500,119.294281
"492",121.290001,121.900002,116.220001,116.660004,1698900,113.274216
"493",115.25,115.949997,111.269997,111.900002,2722500,108.652374
"494",113.129997,113.389999,108.550003,109.190002,2286900,106.021034
"495",108.970001,113,107.970001,110.629997,2401400,107.419228
"496",111.989998,114.410004,108.699997,109.860001,3307400,106.67157
"497",108.440002,112.050003,107.790001,108.339996,2888900,105.195686
"498",108.32,109.739998,106.110001,108.230003,1353600,105.088882
"499",108.32,110.870003,106.610001,110.779999,1837400,107.56488
"500",109.769997,111.120003,107.760002,111.059998,2251700,107.836754
"501",111.449997,111.910004,109.129997,110.040001,1584000,106.846359
"502",110.370003,111.269997,109.540001,110.470001,962300,107.263885
"503",109.860001,114.190002,109.160004,113.07,2151100,109.788414
"504",112.449997,114.440002,111.889999,112.940002,3595500,109.662209
"505",113.559998,114.980003,112.029999,114.330002,1532600,111.011856
"506",114.480003,117.480003,114.300003,115.360001,1378500,112.011963
"507",116.059998,118.650002,116.059998,117.709999,1956600,114.293732
"508",118.07,118.910004,117.290001,118.260002,1610600,114.827774
"509",118.080002,122.589996,117.449997,122.040001,2183500,118.498085
"510",121.300003,122.459999,120.199997,122.160004,1259600,118.614609
"511",121.019997,122.550003,120.360001,121.690002,1529800,118.158234
"512",121.769997,123.120003,121.010002,123.050003,1196200,119.47879
"513",122.959999,124.809998,122.519997,123.599998,1164100,120.012817
"514",123.449997,125.139999,123.339996,124.389999,1199300,120.779884
"515",125.040001,127.330002,125.010002,126.669998,1839000,122.993721
"516",125.889999,126.040001,124.150002,125.870003,1135600,122.216934
"517",126.080002,126.849998,124.489998,126.120003,1319900,122.459679
"518",125.900002,126.800003,124.459999,125.470001,1960900,121.828537
"519",126.860001,128.610001,126.57,127.050003,1093300,123.362686
"520",126.419998,126.839996,124.690002,125.769997,1178800,122.119843
"521",126.169998,126.190002,124.419998,125.290001,1335100,121.653778
"522",125.300003,126.080002,124.309998,124.970001,1274600,121.343056
"523",125.230003,129.979996,125.230003,128.25,2962500,124.527863
"524",123.559998,127.730003,122.459999,127.330002,3215700,123.63456
"525",127.690002,132.259995,127.650002,132.259995,2496400,128.421478
"526",132.559998,133.75,131.539993,131.770004,2354400,127.945694
"527",131.339996,133.220001,131,132.619995,1387400,128.771057
"528",132.809998,133.490005,130.289993,130.600006,1257000,126.809654
"529",130.149994,130.580002,127.540001,128.490005,1447200,124.760887
"530",128.740005,130.889999,128.210007,130.429993,1437700,126.644569
"531",131.660004,134.490005,128.869995,134,2794700,130.110977
"532",134.300003,135.300003,133.630005,134.169998,1170000,130.276031
"533",133.559998,135.509995,132.210007,134.389999,1071100,130.48967
"534",135.320007,136.160004,134.460007,135.559998,1072400,131.625687
"535",135.369995,137.160004,134.539993,136.300003,1260400,132.344208
"536",135.190002,135.899994,133.869995,134.039993,1149500,130.149811
"537",134.089996,134.229996,131.490005,131.949997,1372000,128.120468
"538",131.949997,132.419998,130.809998,131.490005,1303700,127.673813
"539",132.410004,132.410004,129.910004,130.179993,1437100,126.401833
"540",130.089996,130.330002,126.980003,127.150002,2037900,123.459785
"541",126.980003,127.440002,125.800003,127.419998,1432200,123.721939
"542",127.279999,128.460007,126.589996,127.160004,1268200,123.848564
"543",127.610001,128.5,124.040001,124.529999,1549100,121.287048
"544",124.529999,124.709999,119.75,120.099998,2225400,116.972412
"545",120.400002,120.93,116.839996,117.160004,2954300,114.108978
"546",116.970001,117.379997,113.080002,113.510002,1582600,110.554024
"547",113.339996,113.959999,111.699997,112.279999,2450000,109.356056
"548",112.129997,112.470001,110.519997,111.860001,1389200,108.946991
"549",112.290001,113.599998,112.089996,113.480003,1231400,110.524811
"550",113.989998,115.919998,113.989998,115.610001,1285600,112.599335
"551",116.279999,118.110001,115.790001,117.470001,1186800,114.410896
"552",117.459999,118.32,116.519997,117.720001,1064300,114.654388
"553",118.040001,119.650002,117.739998,119.260002,2296700,116.154282
"554",119.809998,121.449997,119.720001,121.370003,1516800,118.209343
"555",121.57,123.25,121.400002,122.519997,1302600,119.329384
"556",122.690002,122.690002,120.419998,120.650002,1512600,117.508102
"557",120.32,122.349998,119.510002,122.230003,818500,119.046936
"558",121.809998,122,118.510002,118.540001,1115800,115.453041
"559",118.760002,118.760002,115.139999,115.650002,1335900,112.638306
"560",115.849998,116.940002,114.970001,115.849998,961000,112.833092
"561",115.419998,116.669998,114.459999,115.709999,831000,112.696732
"562",116.120003,117.059998,115.029999,115.290001,668800,112.287682
"563",116.019997,117.25,115.190002,117.059998,1115900,114.011581
"564",118,118.93,117.379997,118.839996,1155400,115.745224
"565",116.739998,118.209999,114.709999,114.790001,2709300,111.80069
"566",115.800003,117.790001,113.879997,115.080002,1753000,112.083153
"567",115.349998,115.660004,113.199997,115.010002,1746900,112.014961
"568",115.510002,117.82,115.089996,116.699997,2471000,113.66095
"569",116.709999,117.809998,115.830002,116.82,1161100,113.77784
"570",116.279999,116.970001,114.610001,115.800003,917100,112.784409
"571",116.07,116.480003,113.419998,115.269997,1127000,112.268173
"572",115.669998,115.919998,113.480003,114.190002,989700,111.216324
"573",114.870003,117.110001,114.379997,116.050003,1343100,113.027893
"574",116.489998,118.540001,116.089996,117.209999,1059600,114.157669
"575",118.010002,118.910004,115.209999,116.610001,992700,113.573296
"576",117.169998,117.25,111.709999,112.489998,1441600,109.560585
"577",112.559998,114.610001,111.910004,114.099998,1193600,111.128662
"578",113.779999,114.860001,111.900002,112.470001,707200,109.541107
"579",112.519997,116.379997,112.230003,115.199997,1089800,112.20002
"580",115.230003,116.029999,114.07,115.330002,958000,112.32663
"581",115.080002,115.900002,113.690002,115.209999,652400,112.209747
"582",115.779999,117.870003,115.779999,117.580002,1458400,114.518044
"583",117.699997,118.989998,117.480003,118.370003,1059100,115.287453
"584",119.040001,120.339996,117.849998,119.25,1105700,116.144554
"585",119.660004,120.589996,118.650002,119.010002,1007200,115.910805
"586",119.080002,122.650002,119.07,122.629997,1244500,119.436516
"587",122.940002,125.339996,122.489998,123.480003,1759200,120.264397
"588",122.239998,125.199997,121.330002,124.919998,1370800,121.666893
"589",123.669998,125.919998,123.459999,125.68,2539700,122.407112
"590",127,133.220001,123.870003,131.699997,3147800,128.27034
"591",131.470001,135.509995,130.160004,134.600006,2057900,131.094818
"592",133.589996,134.830002,128.919998,130.860001,1281100,127.452194
"593",129.389999,129.800003,125.300003,126.449997,1447600,123.157051
"594",126.610001,127.519997,125.559998,125.610001,1469700,122.338928
"595",125.57,126.690002,123.120003,126.309998,1016100,123.020699
"596",127,128,125.169998,125.580002,2189600,122.309715
"597",124.389999,126.900002,124.370003,125,1720500,121.74482
"598",124.290001,126.57,123.599998,126.400002,2175700,123.108353
"599",126.559998,130.440002,126.400002,128.330002,1819900,124.988091
"600",128.25,130.070007,127.879997,129.630005,1312600,126.254242
"601",129.119995,130.720001,128.179993,129.089996,1420400,125.728302
"602",129.169998,130.580002,128.740005,129.919998,1283800,126.536697
"603",129.479996,131.630005,129.339996,130.100006,1502000,126.712021
"604",129.619995,129.899994,125.190002,125.389999,2021500,122.124657
"605",125.489998,126.510002,122.760002,123.849998,1674500,120.624771
"606",122.379997,123.529999,121.169998,122.139999,1584900,119.33506
"607",122.279999,125.25,122.269997,124.559998,1050900,121.699501
"608",126.139999,128.610001,125.849998,127.559998,1675500,124.6306
"609",128.410004,129.600006,126.150002,127.370003,1013300,124.444962
"610",127.040001,129.429993,127.040001,128.149994,1274500,125.207047
"611",128.899994,131.210007,128.600006,130.279999,1042700,127.288132
"612",131.139999,133.910004,130.279999,132.75,1212100,129.701416
"613",133.389999,134,131.669998,132.600006,1456900,129.554871
"614",132.210007,134.190002,131.919998,134.020004,1133400,130.942261
"615",134.470001,134.889999,133.009995,134.839996,735700,131.743408
"616",135,135.009995,133.020004,133.130005,1056500,130.072708
"617",133.839996,134.089996,132.199997,133.830002,950000,130.756607
"618",135.169998,135.169998,132.949997,133.470001,1126800,130.404877
"619",133.770004,135.350006,133.119995,134.929993,1125200,131.831345
"620",135.75,135.75,132.960007,134.449997,1072600,131.362366
"621",134.449997,134.449997,132.350006,133.059998,1957000,130.004288
"622",133.270004,133.419998,130.259995,131.130005,924600,128.118607
"623",131.809998,133.270004,130.360001,131.800003,1050900,128.773224
"624",131.75,131.929993,129.470001,130.190002,1330000,127.200211
"625",131.029999,134.070007,130.839996,133.919998,1080400,130.844543
"626",133.839996,134.960007,132.729996,134.389999,3192300,131.303741
"627",135,135.419998,133.240005,134.240005,818200,131.157196
"628",133.949997,136.270004,132.139999,135.860001,1154300,132.739975
"629",136.990005,142.309998,136.130005,140.740005,1574200,137.507935
"630",140.600006,143.75,139.039993,140.029999,991900,136.81424
"631",139.529999,140.740005,137.679993,140.479996,1040000,137.253906
"632",139.570007,141.220001,139,139.240005,1152800,136.042374
"633",139.860001,141.050003,138.289993,141.009995,671700,137.771729
"634",145.910004,148.229996,141.740005,143.820007,2206700,140.517197
"635",144.029999,146.350006,142.830002,144.600006,1521200,141.279312
"636",144.850006,144.990005,141.429993,142.720001,1329700,139.44249
"637",142.770004,143.220001,139.350006,142.960007,1535000,139.676941
"638",141.830002,142.240005,138.169998,138.630005,1517900,135.446396
"639",137.839996,139.889999,136.509995,139.679993,906100,136.472244
"640",139.929993,140.119995,137.910004,138.899994,818500,135.710175
"641",139.429993,140.289993,137.960007,138.759995,627900,135.573395
"642",138.830002,139.059998,137.279999,138.110001,876700,134.938309
"643",138.5,140.899994,137.919998,140.369995,945200,137.146423
"644",140.369995,141.360001,137.75,138.119995,1098200,134.948074
"645",138.740005,139.300003,137.600006,138.949997,842400,135.759048
"646",138.940002,141.490005,138.800003,141.279999,983400,138.035522
"647",140,143.25,139.100006,142.520004,904700,139.24704
"648",142.080002,142.559998,137.75,138.949997,1735800,135.759048
"649",144.729996,149.990005,143.270004,148.25,2892300,144.845459
"650",148,148.410004,145.179993,148.130005,1268600,144.728226
"651",146.520004,147.240005,144.169998,144.660004,1605600,141.337936
"652",144.660004,147.949997,134.119995,139,4835800,135.807892
"653",137.619995,139.570007,133.059998,139.210007,2695300,136.013062
"654",139.529999,141.679993,138.520004,140.5,2031000,137.273422
"655",140.5,141.619995,139.179993,140.190002,1500800,136.970566
"656",139.910004,143.270004,139.300003,142.710007,1375400,139.432663
"657",143.050003,147.610001,142.240005,146.309998,1833400,142.949997
"658",144.639999,145.669998,141.130005,141.860001,1496400,138.602188
"659",141.860001,142.600006,140.779999,141.270004,1318400,138.025742
"660",142.119995,145.740005,140.779999,145.289993,1208300,141.953445
"661",146.679993,148.509995,145.860001,145.960007,1506900,142.608063
"662",146,147.949997,144.479996,144.779999,2009500,141.45517
"663",144.990005,148.660004,144.860001,146.490005,2168300,143.125885
"664",147.770004,150.199997,147.380005,147.759995,1859900,144.36673
"665",146.850006,150.820007,143.970001,144.850006,2141500,141.523514
"666",146.139999,147.699997,145.619995,147.080002,1200600,143.702316
"667",147.259995,147.990005,138.309998,138.75,2663900,135.563629
"668",138.100006,139,136.940002,138.100006,1378600,134.928558
"669",139.289993,139.699997,137.240005,137.960007,1561500,134.791779
"670",138.669998,138.990005,136.630005,138.270004,1358500,135.49733
"671",137.589996,139.589996,135.779999,139.149994,2228500,136.359695
"672",140.610001,141.660004,139.029999,140.539993,799900,137.721802
"673",142.220001,143.220001,141.220001,141.369995,1056900,138.535156
"674",142.039993,144.039993,141.509995,143.600006,1213100,140.720459
"675",143.789993,145.210007,142.259995,143.789993,1463700,140.906631
"676",143.149994,143.25,139.589996,142.839996,2081600,139.975677
"677",143.860001,149.199997,141.759995,148.529999,2000600,145.551575
"678",148.580002,149.149994,145.919998,146.100006,1100100,143.170303
"679",146.210007,147.589996,142.75,143.529999,1913500,140.65184
"680",142,144.320007,140.899994,144.160004,1101000,141.269211
"681",144.660004,145.679993,143.679993,143.75,825600,140.867462
"682",143.570007,144.039993,142.399994,143.720001,992200,140.838028
"683",144.630005,147.279999,144.289993,145.699997,896900,142.778336
"684",147.070007,148.639999,146.229996,146.820007,2924700,143.875885
"685",146.529999,146.529999,139.929993,142.929993,1502600,140.063889
"686",143.600006,144.970001,140.190002,140.309998,1498700,137.496399
"687",140.029999,144.779999,139.679993,142.300003,1696700,139.446518
"688",142.880005,143.130005,137.720001,139.169998,1361900,136.379303
"689",139.710007,139.710007,131.389999,135.529999,3544600,132.812271
"690",135,137.990005,134.970001,136.660004,1905900,133.919601
"691",137.440002,138.399994,135.369995,135.800003,1342300,133.076859
"692",134.630005,135.610001,130.539993,131.089996,2246200,128.461304
"693",131.070007,132.270004,128.550003,131.100006,1522400,128.471115
"694",130.360001,131.399994,128.259995,130.679993,1740800,128.059509
"695",130.580002,130.940002,129.279999,130.229996,1957000,127.618553
"696",129.570007,131.470001,128.970001,130.270004,1347700,127.657753
"697",130.869995,132.740005,130.020004,132.229996,999200,129.578445
"698",132.050003,134.429993,131.220001,132.809998,883600,130.146805
"699",133.779999,136.179993,133.410004,134.740005,904600,132.038116
"700",134.729996,135.190002,133.699997,134.100006,1164900,131.410934
"701",135.910004,138.630005,135.149994,138.169998,1288400,135.399338
"702",145.580002,148.559998,142,144.839996,3978200,141.935577
"703",145.179993,151.059998,145.070007,150.509995,2492100,147.491882
"704",149.639999,152.529999,149.330002,152.259995,3241900,149.206787
"705",149.789993,153.300003,144.399994,147.350006,3618700,144.395264
"706",146.619995,148.100006,144.850006,146.919998,1043800,143.973862
"707",145.740005,147.449997,144.720001,146.059998,1409600,143.131104
"708",146.779999,146.949997,143.899994,145.600006,1583100,142.680359
"709",145.009995,146.809998,144.020004,145.960007,1163700,143.033142
"710",146.220001,146.869995,145.259995,145.479996,1124600,142.562775
"711",145.639999,149.5,144.830002,149.399994,1335700,146.404129
"712",142.429993,145,135.949997,136.789993,3098500,134.046997
"713",135.449997,136.789993,131.460007,133,2387100,130.333008
"714",134.020004,137.550003,133.809998,137.110001,2377400,134.360596
"715",137.279999,138.270004,134.100006,137.600006,1325200,134.840775
"716",138.169998,142.679993,137.649994,137.770004,3066500,135.007355
"717",138.029999,138.789993,135.289993,135.649994,1199200,132.929855
"718",137.910004,140.509995,136.830002,137.309998,1130300,134.556564
"719",136.770004,140.350006,136.410004,140.199997,939800,137.388641
"720",138.949997,140.389999,137.809998,140.339996,1325300,137.525818
"721",141.460007,145.960007,141.100006,144.830002,2309600,141.925797
"722",143.820007,147.210007,142.679993,145.699997,1569300,142.778336
"723",145.699997,146.740005,144.059998,144.649994,1664300,141.74939
"724",144.479996,148.830002,144.270004,148.320007,1065000,145.345825
"725",148.339996,149.919998,148,149.589996,1309400,146.590332
"726",149.75,151.279999,149.369995,150.25,1025300,147.237106
"727",149.720001,152.059998,149.130005,150.699997,1808400,147.678085
"728",150.610001,152.809998,149.789993,152.259995,1447800,149.206787
"729",152.850006,154.789993,151.479996,152.610001,1536700,149.549774
"730",152.880005,153.770004,151.740005,153.270004,1252000,150.196564
"731",152.830002,153.100006,145.169998,145.800003,2215200,142.876343
"732",145.160004,146.759995,144.050003,146.289993,1185900,143.356506
"733",145.210007,145.899994,144.470001,144.639999,513100,142.137955
"734",144.410004,144.509995,142.460007,143.509995,1128300,141.027496
"735",142.139999,142.889999,140.610001,141.789993,1624200,139.33725
"736",142,143.509995,140.699997,142.960007,1364600,140.487015
"737",142.820007,143.839996,140.369995,140.610001,1730300,138.177673
"738",141.740005,143.100006,141.529999,142.270004,1438400,139.80896
"739",142.350006,144.419998,142.110001,142.880005,1151900,140.408401
"740",142.669998,142.940002,140.679993,142.75,797800,140.280655
"741",143.149994,143.830002,142.020004,143.360001,921300,140.880112
"742",143.449997,144.979996,142.559998,143.929993,773300,141.440247
"743",143.070007,144.100006,140.029999,140.600006,749200,138.167862
"744",140.970001,143.419998,140.020004,142.199997,1096500,139.740158
"745",142,142.179993,137.059998,137.899994,1662700,135.514542
"746",137.75,140.059998,136.919998,136.990005,1652900,134.6203
"747",137.199997,137.919998,134.660004,135.610001,1541900,133.264175
"748",136.539993,137.929993,135.410004,137.639999,2440400,135.259064
"749",137.970001,138.869995,136.960007,137.600006,1022200,135.219757
"750",137.240005,138.860001,137.059998,138.809998,320200,136.408829
"751",139.509995,139.639999,138.330002,139.309998,626700,136.900146
"752",139.339996,139.919998,137.860001,139.440002,570300,137.027924
"753",139.520004,139.690002,137.080002,137.169998,606900,134.797165
"754",136.699997,138.399994,136.300003,138.320007,626700,135.927307
"755",139.110001,139.850006,137.520004,138.690002,976500,136.290894
"756",136.529999,137.630005,135.570007,136.720001,746600,134.35495
"757",136.039993,138.169998,135.220001,138.160004,1225200,135.77005
"758",137.020004,137.880005,135.800003,137.850006,681100,135.465408
"759",138,140.740005,137.350006,140.559998,845600,138.128555
"760",140.630005,142.029999,140,141.300003,802900,138.855728
"761",144.520004,145.419998,143.25,143.809998,1157500,141.322311
"762",143.529999,144.970001,142.380005,143.649994,936900,141.165085
"763",148.490005,151.330002,147.960007,150.669998,2318600,148.063644
"764",150.679993,155.929993,150.339996,154.029999,1385800,151.36554
"765",154.990005,156.320007,153.940002,156.259995,921500,153.556931
"766",156.800003,156.970001,155.039993,156.330002,1687000,153.625778
"767",155.800003,156.110001,154.240005,155.270004,1267000,152.584091
"768",155.669998,156.449997,154.539993,155.740005,1681700,153.045975
"769",155.169998,155.460007,152.539993,155.110001,1137500,152.426849
"770",155.5,155.5,149.559998,152.619995,1135900,149.979904
"771",149.940002,151.300003,148.839996,150.630005,1200700,148.024338
"772",151.110001,153.559998,150.809998,152.119995,699700,149.488571
"773",152.320007,152.869995,149.270004,149.339996,1129000,146.756653
"774",148.5,149.600006,144.740005,147.199997,1330600,144.653687
"775",146.869995,147.119995,141.910004,142.610001,1473800,140.143066
"776",143.029999,146.830002,142.839996,143.899994,1361100,141.410736
"777",148.009995,152.800003,147.75,149.25,2440400,146.668213
"778",150.009995,156.119995,149.729996,152.149994,1615300,149.518036
"779",154.779999,159.100006,154.490005,158.320007,2128200,155.581329
"780",160.149994,161.929993,155.770004,156.320007,1792300,153.615891
"781",161.610001,164.839996,159.779999,162.139999,6018500,159.335251
"782",162.339996,165.410004,160.75,164.649994,3337100,161.801819
"783",165.210007,168.380005,164.039993,168.020004,3604400,165.113541
"784",166.270004,169.669998,166.020004,167.910004,5000500,165.005417
"785",167.089996,168.5,164.25,168.029999,6157600,165.123337
"786",168.380005,169.029999,166.759995,167.630005,5202300,164.730301
"787",167.919998,168.350006,166.169998,168.009995,4262400,165.103683
"788",168.199997,171.220001,167,170.779999,3313600,167.825775
"789",169.75,172.179993,168.479996,170.960007,3727200,168.002686
"790",167.029999,169.259995,165.289993,165.559998,6332900,162.696075
"791",167.199997,167.369995,160.190002,160.850006,5059200,158.067551
"792",161.839996,163.139999,157.710007,158.979996,5578100,156.229904
"793",156,157.100006,147.660004,147.710007,5900100,145.154861
"794",143.369995,146.860001,137.940002,139.860001,9285800,137.823227
"795",141.570007,150.490005,139.25,150.410004,11921100,148.219574
"796",150.559998,154.789993,145.770004,147.800003,18003100,145.647568
"797",153.070007,153.619995,149.169998,152.259995,18687000,150.042618
"798",149.479996,151.199997,141.119995,145.119995,16884200,143.006607
"799",140,145.210007,137.100006,141.490005,22272500,139.429474
"800",132.270004,137.309998,121.309998,131.970001,25015700,130.048111
"801",134.570007,138.070007,129.009995,138,17595400,135.990295
"802",134.139999,139.869995,133.380005,135.169998,9719600,133.201523
"803",128.710007,132,120.519997,124.029999,10738600,122.223732
"804",131.710007,132.960007,124.019997,132.570007,9345300,130.639389
"805",119.389999,129.990005,112.599998,121.279999,9402600,119.513794
"806",124.5,140.059998,120,139.470001,6674700,137.438904
"807",131.559998,147.110001,124.800003,135.899994,5796000,133.920868
"808",132.779999,139.990005,126.32,127.400002,3531600,125.54467
"809",127.879997,131.490005,119.510002,124.970001,2993800,123.150055
"810",123.230003,123.940002,113.709999,115.75,2754100,114.064331
"811",122.360001,126.900002,118.650002,126.309998,3116500,124.470535
"812",126.209999,130.130005,120.120003,121.239998,2491400,119.474373
"813",123.300003,132.029999,121.379997,131.660004,2282200,129.74263
"814",126.129997,128.639999,122.959999,125.699997,9223000,123.869423
"815",127.239998,139.639999,127.220001,138.020004,2538400,136.009995
"816",133.270004,138.630005,132.330002,135.259995,3114200,133.290207
"817",130.460007,134.570007,129.149994,133.059998,1902600,131.122223
"818",128.880005,130.759995,121.150002,129.199997,2926000,127.318443
"819",128.009995,129.990005,123.239998,125.489998,2268000,123.662476
"820",131.119995,135.880005,128.130005,135.199997,2327100,133.231079
"821",140,141.570007,131.539993,132.080002,1988200,130.156509
"822",131.350006,134.210007,128.809998,131.559998,2106500,129.644089
"823",132.160004,135.839996,130.610001,133.320007,1857000,131.378464
"824",132.949997,133.970001,129.160004,131.020004,1604200,129.111954
"825",136.139999,137.770004,133.080002,137.660004,2701700,135.655258
"826",136.949997,139.240005,133.399994,137.979996,2131800,135.970566
"827",136.679993,139.630005,135.119995,138.110001,2213100,136.098694
"828",141.470001,141.759995,137.410004,141.610001,1558300,139.547729
"829",140.190002,142.25,138.259995,140.490005,899100,138.444031
"830",138.5,138.5,131.270004,132.440002,2193100,130.511261
"831",134.289993,136.589996,134.289993,135.220001,1395700,133.250778
"832",135.779999,139.360001,134.399994,136.570007,1023900,134.581131
"833",136.899994,140.190002,135.320007,139.940002,2660500,137.902054
"834",141.550003,144.190002,139.410004,143.279999,1264800,141.193405
"835",145,145.410004,139.940002,140.360001,1966800,138.315918
"836",142,142.490005,139.279999,140.259995,1252800,138.217392
"837",139.509995,142.449997,138.050003,141.25,2536400,139.192963
"838",139.130005,139.130005,132.979996,134.699997,1071500,132.738342
"839",134,136.229996,132.809998,135.679993,908900,133.704071
"840",137.479996,138.220001,132.940002,133.550003,1705000,131.605087
"841",134.509995,135.160004,131.350006,131.860001,1096000,129.939713
"842",133.440002,136.039993,133.020004,134.580002,1421400,132.620102
"843",136.470001,137.419998,134.470001,135.970001,943100,133.989868
"844",138,141.789993,137.110001,140.259995,1571800,138.217392
"845",141.179993,141.699997,134.720001,134.770004,1627000,132.807327
"846",133.779999,134.029999,128.880005,129.630005,2064200,127.742188
"847",127.989998,129.929993,125.650002,129.419998,1909000,127.535248
"848",130.869995,136.570007,130.369995,136.449997,2173300,134.462875
"849",140.139999,143.850006,139.169998,142.679993,1730600,140.602142
"850",143.020004,146.050003,142.550003,144.630005,1877800,142.523743
"851",140.100006,151.320007,139.220001,146.360001,3224100,144.228546
"852",145,149.399994,144.520004,145.820007,1598100,143.696426
"853",145.910004,150,145.889999,149.419998,902900,147.243973
"854",152.449997,153.710007,148.820007,149.190002,1259700,147.017334
"855",149.600006,155.380005,149.600006,155.339996,1561600,153.077759
"856",156.729996,159.309998,155.630005,156.860001,1573700,154.575638
"857",157.089996,159.070007,155.100006,158.669998,1642300,156.769028
"858",158.330002,160.580002,157.630005,158.940002,991800,157.035812
"859",158.899994,163.350006,156.419998,163.190002,3981800,161.234879
"860",164.649994,164.649994,161.119995,161.720001,1147200,159.782501
"861",160.380005,162.25,158.389999,159.520004,1558100,157.608856
"862",161.080002,165.039993,160.699997,161.619995,1518200,159.683685
"863",161.210007,165.130005,161.050003,164.679993,1272200,162.707031
"864",163.419998,163.419998,160.429993,161.190002,787100,159.258835
"865",161.630005,161.880005,154.369995,154.389999,1435600,152.540314
"866",151.479996,151.809998,144.559998,146.559998,1570400,144.804123
"867",150.429993,151.100006,144.740005,148.25,894600,146.473877
"868",145.839996,152.350006,144.399994,151.720001,1856800,149.902298
"869",155.820007,157.610001,153.300003,156.320007,1067500,154.447205
"870",156.820007,156.970001,154.179993,154.449997,780500,152.599579
"871",153.240005,154.240005,151.839996,153.419998,771300,151.581924
"872",156.160004,158.440002,154.770004,156.699997,1502300,154.822632
"873",156.429993,157.479996,153.970001,154.889999,1001200,153.034332
"874",156.270004,156.410004,153.419998,153.669998,1132500,151.828934
"875",152.550003,154.330002,148.669998,150.559998,1008500,148.756195
"876",150.429993,151.779999,149.100006,151.289993,877900,149.477432
"877",150.600006,152.300003,147.199997,148.210007,3726300,146.434357
"878",149.350006,152.320007,149.059998,151.770004,817200,149.951706
"879",150.830002,154.490005,149.960007,153.419998,1038800,151.581924
"880",153.419998,154.889999,150.399994,150.910004,1168600,149.102005
"881",152.130005,155.830002,152.130005,152.729996,841000,150.900208
"882",154.429993,154.820007,150.380005,151.509995,706400,149.694809
"883",148.210007,149.619995,145.759995,145.800003,1571300,144.053223
"884",146.270004,147.440002,143.529999,144.570007,1190300,142.837967
"885",144.740005,145.460007,139.759995,140.889999,1141100,139.202057
"886",141,143.880005,140.850006,143.020004,958400,141.306534
"887",143.919998,146.970001,142.389999,144.979996,1078500,143.243042
"888",144.050003,148.300003,143.070007,147.839996,1259000,146.068787
"889",149.910004,153.869995,149.5,153.5,1339100,151.66098
"890",153,155.399994,151.940002,153.369995,635400,151.532516
