"","LLY.Open","LLY.High","LLY.Low","LLY.Close","LLY.Volume","LLY.Adjusted"
"64",84.529999,86.389999,84.290001,86.089996,4624600,77.809433
"65",85.919998,86.720001,85.57,85.629997,4056300,77.393669
"66",85.470001,85.900002,85.120003,85.360001,2684600,77.149643
"67",85.339996,85.660004,84.910004,85.32,2808500,77.113495
"68",85.459999,85.849998,85.230003,85.470001,1994900,77.249077
"69",85.470001,86.139999,85.32,85.93,2699200,77.664818
"70",85.739998,86.339996,85.669998,86.25,2545100,77.954048
"71",86.029999,86.32,85.779999,85.879997,2172500,77.619644
"72",81.300003,82.989998,81.110001,82.379997,12424500,74.456291
"73",81.910004,82.099998,80.889999,81.199997,8210800,73.389771
"74",81.120003,81.709999,79.879997,80.889999,5504500,73.109589
"75",81.190002,82.199997,80.75,81.940002,3267200,74.058601
"76",81.82,82.239998,81.669998,81.889999,3204000,74.013405
"77",82.82,83.730003,82.720001,83.419998,4813600,75.396255
"78",82.709999,82.709999,80.5,81.199997,9221100,73.389771
"79",81.339996,81.709999,80.93,80.959999,4421700,73.172859
"80",80.970001,81.599998,80.690002,81.330002,3219200,73.507278
"81",81.370003,82.25,81.199997,82.059998,3161800,74.167053
"82",82.089996,82.220001,81.75,81.82,2397200,73.950142
"83",81.980003,81.980003,81.5,81.699997,3626500,73.841682
"84",81.260002,81.559998,81.239998,81.25,3373200,73.434967
"85",81.349998,83.099998,81.290001,83.040001,3567100,75.052803
"86",83.059998,83.110001,82.07,82.510002,3135600,74.573776
"87",82.360001,82.410004,80.360001,80.669998,4712900,72.910744
"88",80.82,80.940002,80.349998,80.790001,3988100,73.019226
"89",80.839996,81.110001,80.190002,81.050003,4018500,73.254196
"90",80.720001,81,79.910004,80.220001,3920500,72.972206
"91",80.330002,80.610001,79.739998,80.190002,2935200,72.944939
"92",80.190002,80.489998,79.43,80.300003,2559100,73.044983
"93",80.230003,80.300003,78.400002,78.989998,7170100,71.85334
"94",78.989998,79.029999,77.919998,78.139999,4486000,71.080147
"95",78.57,78.940002,78.040001,78.300003,2928200,71.225685
"96",78.5,78.709999,77.730003,77.800003,5091800,70.770874
"97",77.900002,78.010002,76.849998,76.980003,6936500,70.02494
"98",77.190002,78.360001,77.019997,77.989998,5884800,70.943695
"99",77.989998,78.279999,77.800003,77.959999,2253800,70.916405
"100",78.309998,78.459999,77.760002,78.339996,1736700,71.26207
"101",78.120003,78.349998,77.720001,78.050003,2238900,70.998268
"102",77.949997,78.669998,77.75,78.349998,3244900,71.271156
"103",78.480003,79.910004,78.480003,79.57,5163900,72.380943
"104",79.599998,80.230003,79.379997,79.989998,3093100,72.762985
"105",80.470001,81.059998,79.900002,80.129997,4005700,72.890343
"106",80,80.07,78.980003,79.349998,2814800,72.180801
"107",79.410004,79.459999,78.75,79.089996,2688000,71.94429
"108",79.160004,79.540001,79.089996,79.389999,2899900,72.217201
"109",79.389999,80.459999,79.339996,80.099998,4610400,72.863052
"110",80.099998,81.190002,79.699997,81.040001,4599300,73.718132
"111",80.959999,81.290001,80.839996,80.900002,2842400,73.59079
"112",81.209999,81.290001,80.239998,81.25,4492900,73.909149
"113",80.900002,81.610001,80.769997,81.599998,4025600,74.227524
"114",81.389999,82.150002,80.959999,82.050003,3484800,74.636894
"115",82.239998,82.559998,81.660004,81.879997,4903200,74.482231
"116",82.019997,82.760002,81.870003,82.339996,2538000,74.900665
"117",82.220001,83.68,82.220001,82.75,3694700,75.273628
"118",83.099998,83.410004,82.379997,82.639999,3781400,75.173569
"119",82.839996,84.760002,82.839996,84.309998,4891600,76.692688
"120",84.120003,84.339996,83.709999,83.889999,3928000,76.310623
"121",84.089996,84.449997,83.660004,84.279999,2952800,76.665398
"122",84.18,84.330002,83.040001,83.040001,2365800,75.53743
"123",83.449997,83.919998,82.900002,83.099998,3035300,75.59201
"124",83.089996,83.220001,82.309998,82.699997,2366800,75.228149
"125",82.970001,83.129997,82,82.300003,5713900,74.864281
"126",82.410004,82.910004,82.32,82.699997,1464700,75.228149
"127",82.629997,82.760002,82.029999,82.699997,2263600,75.228149
"128",82.32,82.57,81.370003,81.599998,3391000,74.227524
"129",81.620003,82.349998,81.43,82.290001,1803700,74.855186
"130",82.330002,82.57,81.889999,82.279999,2269700,74.846092
"131",82.389999,82.839996,81.879997,82.349998,2708900,74.909767
"132",82.730003,84.019997,82.610001,83.5,3527000,75.955856
"133",83.559998,84.230003,83.160004,84.019997,2944100,76.428902
"134",84.110001,84.580002,83.809998,84.349998,2005700,76.729073
"135",84.309998,84.529999,83.419998,83.639999,1989100,76.083229
"136",83.510002,83.769997,83.220001,83.699997,1704500,76.137787
"137",83.519997,84.279999,83.519997,84.230003,2297400,76.619904
"138",84.529999,85.120003,84.410004,84.75,2980600,77.092934
"139",84.620003,84.959999,84.309998,84.660004,3064400,77.01107
"140",84.660004,85.529999,84.510002,84.739998,3952200,77.083847
"141",83.739998,84.400002,80.769997,82.190002,13319900,74.764236
"142",81.57,81.879997,81.040001,81.839996,7030500,74.445847
"143",81.760002,83.050003,81.459999,83.019997,5577400,75.519226
"144",82.870003,83.220001,82.5,83.099998,3820100,75.59201
"145",83.339996,83.760002,82.629997,82.660004,4083000,75.191765
"146",82.860001,83.150002,82.120003,82.370003,3439400,74.927963
"147",82.059998,82.169998,81.07,81.82,4574400,74.427658
"148",81.580002,82.279999,81.5,81.93,3688300,74.527718
"149",81.900002,82.32,81.760002,82.309998,2802600,74.87339
"150",82.309998,82.400002,81.720001,82.07,2769700,74.655075
"151",81.870003,82.720001,81.629997,81.970001,3292600,74.56411
"152",82.129997,82.739998,81.970001,82.57,2392100,75.109894
"153",82.540001,82.540001,81.660004,82.050003,3367500,74.636894
"154",81.800003,81.970001,81.120003,81.150002,2446400,74.289009
"155",81.339996,81.68,81.18,81.489998,1879600,74.600266
"156",81.5,82.339996,81.5,81.709999,1949500,74.801666
"157",82.139999,82.199997,80.019997,80.690002,3970500,73.867889
"158",80.400002,80.57,77.699997,77.800003,7318200,71.222244
"159",77.699997,77.699997,76.940002,77.07,4061300,70.553955
"160",77.120003,77.639999,76.889999,77.379997,3638100,70.837746
"161",77.529999,78.650002,77.529999,78.260002,2131900,71.643349
"162",78.199997,78.519997,78.050003,78.150002,1801500,71.542641
"163",78.330002,79.239998,78.260002,78.860001,4188400,72.192619
"164",78.959999,79.529999,78.739998,78.790001,2171500,72.12854
"165",79.099998,79.43,78.629997,78.839996,1923200,72.174294
"166",78.540001,78.839996,78.120003,78.550003,2154300,71.908836
"167",79.099998,80.769997,78.75,80.489998,5036900,73.684807
"168",80.769997,81.349998,80.339996,81.290001,3939500,74.417175
"169",81.540001,81.709999,79.43,80.080002,4345000,73.309456
"170",79.470001,80.050003,79.050003,79.82,3384000,73.071434
"171",80.209999,80.669998,79.860001,80.510002,2689200,73.703102
"172",80.620003,82.75,80.370003,81.540001,6249300,74.646049
"173",81.610001,83.120003,81.540001,82.919998,3961300,75.909348
"174",82.940002,83.349998,81.769997,82.629997,4389200,75.643875
"175",82.599998,82.730003,81.93,82.169998,2566400,75.222755
"176",81.959999,82.580002,81.879997,82.43,2454900,75.460777
"177",82.330002,83.989998,82.120003,83.07,3370300,76.046669
"178",83.300003,83.57,82.18,82.440002,5374500,75.46994
"179",82.550003,82.669998,82.07,82.519997,2200000,75.543175
"180",82.639999,82.839996,81.550003,81.730003,2259200,74.819969
"181",82.059998,82.419998,81.389999,82.019997,2849900,75.085449
"182",82.010002,83.699997,81.879997,83.330002,4426700,76.284691
"183",83.339996,84.029999,82.739998,83.910004,3148700,76.815666
"184",83.870003,84.650002,83.800003,84.639999,4223800,77.483932
"185",84.43,85.129997,84.010002,84.220001,2347200,77.099426
"186",84.339996,84.800003,83.970001,84.650002,3085200,77.493095
"187",84.589996,85.580002,84.150002,85,2841000,77.813477
"188",85.169998,85.610001,84.389999,85.540001,3506100,78.307831
"189",85.779999,86.68,85.739998,86.349998,3071100,79.049355
"190",86.239998,86.559998,85.93,86.449997,2128800,79.140907
"191",86.5,87.160004,86.279999,86.959999,2317700,79.607788
"192",86.769997,89.089996,86.389999,87.650002,5221000,80.239449
"193",87.309998,87.489998,86.639999,87.080002,2297200,79.717636
"194",87.139999,87.279999,86.459999,87.050003,1701400,79.690186
"195",85.379997,86.699997,85.25,86.160004,4943700,78.875427
"196",86.349998,86.660004,85.449997,86.059998,3433200,78.783859
"197",86.099998,86.449997,85.910004,86.43,1941100,79.122597
"198",86.400002,86.699997,85.709999,86.550003,3026500,79.23246
"199",86.480003,86.739998,85.779999,85.949997,3800700,78.683182
"200",85.940002,86.5,85.419998,86.059998,3643700,78.783859
"201",86.330002,86.559998,85.519997,85.730003,4002200,78.481781
"202",85.690002,86.379997,85.510002,86.360001,3233400,79.058525
"203",86.519997,87.379997,86.330002,87.230003,3223200,79.854965
"204",87.470001,88.190002,87.120003,87.18,4909800,79.809189
"205",87.419998,88.330002,83.75,85.169998,8696100,77.969116
"206",85.910004,86.370003,84.68,84.849998,3916000,77.67617
"207",84.669998,85.110001,83.830002,84.160004,3820700,77.044525
"208",84.07,84.809998,83.589996,83.860001,2892900,76.76989
"209",83.760002,83.760002,82.43,82.650002,4667200,75.662186
"210",82.760002,83.099998,81.720001,81.940002,3853300,75.012215
"211",82.169998,83.82,82,82.889999,3309300,75.881882
"212",82.550003,83.919998,82.309998,83.129997,2716100,76.101593
"213",82.709999,83.589996,82.660004,83.510002,1534800,76.449486
"214",83.290001,83.43,82.919998,82.940002,1861700,75.927681
"215",83.040001,83.419998,82.769997,83.279999,2851900,76.238922
"216",83,84.389999,83,84.010002,2328700,76.907204
"217",83.82,84.260002,83.629997,83.989998,2098600,76.888893
"218",83.669998,83.870003,82.57,83.290001,2692500,76.248093
"219",83.330002,83.330002,82.529999,82.860001,2478700,75.854439
"220",82.690002,83.110001,82.209999,82.489998,2684800,75.992599
"221",82.510002,83.139999,81.419998,82.190002,1838100,75.716255
"222",82.410004,83.629997,81.839996,83.440002,2599700,76.867798
"223",83,83.480003,82.800003,82.889999,4097800,76.361099
"224",83.089996,83.32,82.82,83.18,2205900,76.62825
"225",83.650002,84.529999,83.370003,83.510002,3529900,76.932281
"226",83.669998,84.260002,83.480003,83.68,2230900,77.088898
"227",83.870003,84.169998,83.580002,84.029999,817600,77.411324
"228",84.150002,85.25,84.029999,84.809998,2980900,78.129875
"229",85.07,85.360001,84.739998,85.050003,2659400,78.350975
"230",84.790001,85.239998,84.449997,84.959999,2316000,78.268066
"231",85.25,85.480003,84.32,84.639999,5002100,77.973259
"232",84.980003,85.410004,84.18,85.32,2736300,78.599709
"233",85.489998,86.779999,85.360001,85.580002,4228300,78.839226
"234",85.589996,86.580002,85.209999,86.059998,3876800,79.281403
"235",86.040001,86.389999,84.529999,85.32,3130900,78.599709
"236",85.209999,85.870003,84.650002,85.870003,4344900,79.106392
"237",85.660004,86.459999,85.470001,86.449997,3777100,79.640701
"238",86.610001,86.839996,86.07,86.669998,3336800,79.843384
"239",86.489998,86.900002,85.989998,86.709999,4252500,79.880211
"240",86.410004,89.089996,86.339996,87.889999,5786800,80.967262
"241",88.220001,88.330002,86.120003,86.5,4388400,79.686768
"242",86.889999,87.610001,86.269997,86.540001,7346400,79.72361
"243",86.760002,87.449997,85.989998,86.080002,3796000,79.299843
"244",86.040001,86.769997,85.849998,86.709999,4027600,79.880211
"245",86.68,86.940002,85.639999,85.739998,3016900,78.986641
"246",86.029999,86.18,85.440002,85.610001,2024300,78.866867
"247",85.599998,85.779999,84.75,85.07,1834800,78.369392
"248",85.290001,85.43,84.959999,84.989998,1099900,78.295692
"249",85.190002,85.459999,84.980003,85.139999,1332800,78.433891
"250",85.300003,85.440002,84.889999,85.050003,1731700,78.350975
"251",85.120003,85.440002,84.459999,84.459999,2563800,77.807449
"252",84.459999,85,84.059998,84.68,3456700,78.010117
"253",84.739998,85.419998,84.269997,85.139999,3078400,78.433891
"254",85.279999,85.800003,84.739998,85.519997,2462500,78.783958
"255",86.089996,86.75,85.93,86.57,2946300,79.751236
"256",86.690002,86.709999,85.400002,86.129997,3251400,79.345894
"257",86.199997,86.419998,85.739998,86.059998,2426000,79.281403
"258",85.610001,86.169998,85.489998,86.099998,1674600,79.318268
"259",86.169998,86.589996,85.870003,86.389999,2647500,79.585442
"260",86.519997,87.410004,86.029999,86.980003,2728900,80.128967
"261",85.93,86.589996,85.150002,85.290001,4878300,78.572067
"262",85.800003,86.360001,85.470001,86.209999,4083300,79.419609
"263",86.040001,86.139999,85.269997,85.82,4445800,79.060318
"264",86.169998,86.279999,85.32,85.489998,5826900,78.756317
"265",83.25,85.57,82.400002,85.440002,6374000,78.710266
"266",85.18,85.919998,84.239998,84.419998,5728100,77.770584
"267",84.860001,85.160004,84.279999,84.300003,5977700,77.660049
"268",84.809998,85.400002,84.559998,85.010002,5201600,78.314133
"269",84.760002,87.470001,84.760002,87.080002,6394100,80.221077
"270",86.769997,88.330002,86.650002,87.599998,5324500,80.700119
"271",86.639999,86.940002,85.209999,86.089996,5388400,79.309052
"272",86.5,86.730003,81.269997,81.449997,10558500,75.034531
"273",81.540001,82.870003,81.290001,82.410004,8410700,75.918922
"274",81.879997,83.029999,81.120003,81.18,5152500,74.785797
"275",80.889999,81.610001,76.550003,77.489998,8145200,71.386436
"276",76.559998,79.110001,75.709999,77.989998,10558800,71.847061
"277",77.760002,78.559998,76.709999,76.720001,8240300,70.677071
"278",77.190002,77.650002,74.190002,74.209999,8059600,68.364807
"279",75.059998,76.82,73.690002,76.230003,8939700,70.225685
"280",76.68,77.099998,75.199997,76.25,6454200,70.244102
"281",76.019997,76.589996,75.75,76.209999,4041200,70.207275
"282",75.410004,77.190002,75.339996,77.029999,4361100,71.490814
"283",77.75,78.150002,77.029999,78.019997,4810700,72.409615
"284",77.949997,79.650002,77.910004,78.970001,4699600,73.291306
"285",78.18,78.699997,77.18,77.550003,3195000,71.973412
"286",77.589996,78.75,77.550003,77.550003,3871100,71.973412
"287",77.190002,78.089996,76.519997,77.190002,7687400,71.639305
"288",77.730003,78.860001,77.639999,78.75,5170300,73.087128
"289",78.989998,80.470001,78.970001,80.18,6015900,74.414307
"290",80.150002,80.209999,78.690002,78.699997,4860400,73.04071
"291",78.779999,79.18,77.010002,77.019997,6123400,71.481529
"292",77.059998,77.370003,75.529999,76.5,6258400,70.998924
"293",76.379997,77.599998,76.32,77.230003,3216700,71.676414
"294",76.900002,78.080002,76.709999,77.699997,3816600,72.112625
"295",77.860001,78,76.879997,77.190002,2962700,71.639305
"296",76.580002,77.610001,76.540001,77.440002,2266500,71.87133
"297",77.650002,79.019997,77.470001,78.889999,3497200,73.217072
"298",79.279999,79.959999,78.879997,79.610001,4399500,73.885292
"299",79.830002,79.970001,78.610001,79.040001,5059600,73.35627
"300",79.080002,79.870003,78.769997,79.150002,4863200,73.458359
"301",79.389999,79.559998,78.019997,78.489998,3167900,72.845825
"302",78.580002,79.860001,78.459999,78.75,3910100,73.087128
"303",79.199997,80.489998,79.120003,80.489998,8326300,74.701988
"304",80.120003,80.199997,78.160004,78.730003,5117000,73.068558
"305",79.040001,79.199997,77.849998,78.370003,3943800,72.734451
"306",78.459999,79,78.029999,78.239998,4052000,72.613792
"307",77.559998,78.010002,76.410004,76.529999,3816900,71.026764
"308",76.769997,76.800003,74.510002,74.760002,4298100,69.384041
"309",75.610001,76.230003,74.650002,76.18,3488700,70.70192
"310",76.089996,76.599998,75.139999,75.660004,4070600,70.21933
"311",76.059998,77.660004,76.040001,77.010002,4257500,71.472237
"312",77.459999,77.800003,76.610001,77.370003,3424000,71.806374
"313",76.879997,77.309998,75.400002,75.699997,6282600,70.256447
"314",76.25,77.599998,75.860001,77.540001,3610600,71.964134
"315",76.82,78.82,76.709999,78.599998,3022200,72.947906
"316",78.519997,78.849998,78.089996,78.620003,2213100,72.966469
"317",78.18,78.25,76.300003,76.849998,4012800,71.323746
"318",77.269997,78.349998,76.330002,77.339996,5377500,71.778511
"319",78.089996,79.68,78.07,79.220001,3657200,73.523308
"320",78.349998,78.900002,78.120003,78.730003,2830000,73.068558
"321",79.190002,79.68,78.809998,79.290001,2121100,73.588303
"322",79.879997,80.449997,79.239998,79.720001,2652400,73.987396
"323",80.459999,80.75,79.669998,80.120003,2743000,74.358597
"324",80.57,80.639999,79.489998,79.919998,3782400,74.172997
"325",79.959999,80.239998,79.589996,79.720001,4261000,73.987396
"326",78.959999,79.75,78.550003,79.75,4989400,74.015221
"327",79.639999,79.910004,78.82,79.059998,5424100,73.374825
"328",79.43,80.290001,79.169998,80.199997,4015900,74.432846
"329",81.169998,81.5,78.919998,80.089996,6394900,74.330757
"330",80.269997,82.32,80.010002,81.139999,5379000,75.30526
"331",81.419998,83.559998,81.419998,82.550003,5058700,76.613876
"332",82.5,83.239998,82.379997,82.730003,3209600,76.780937
"333",83.089996,83.209999,81.059998,81.07,5483500,75.240288
"334",80.68,80.93,78.690002,79.07,6306100,73.384117
"335",78.68,79.389999,78.459999,78.830002,5166300,73.161385
"336",78.650002,78.699997,77.440002,78.040001,4469300,72.428192
"337",77.419998,78.620003,77.089996,78.400002,3367500,72.762299
"338",78.410004,79.260002,78.230003,78.629997,3722600,72.975739
"339",78.480003,78.900002,78.169998,78.879997,4591700,73.207779
"340",78.959999,79.650002,78.449997,79.269997,3325200,73.569733
"341",79.459999,81.169998,79.410004,80.860001,3718400,75.045387
"342",81.150002,82.449997,81.019997,82.449997,4393800,76.521057
"343",82.599998,83.32,82.5,83.07,4739700,77.096466
"344",82.720001,82.940002,81.830002,82.209999,3662700,76.298317
"345",81.800003,81.949997,80.959999,81.18,3614500,75.861908
"346",81.040001,81.839996,81.029999,81.660004,2808400,76.310471
"347",81.489998,82.290001,81.489998,82.07,4002300,76.693619
"348",82.290001,82.540001,81.669998,81.830002,2505900,76.469337
"349",82.139999,82.889999,81.809998,82.220001,2620700,76.833794
"350",81.709999,82.919998,81.610001,82.68,2516900,77.263649
"351",82.709999,82.790001,82.099998,82.709999,2481800,77.291679
"352",82.790001,83.470001,82.589996,82.769997,2338100,77.347763
"353",82.110001,82.620003,81.650002,82.440002,3459300,77.039375
"354",82.919998,84.019997,82.910004,83.860001,3475400,78.366356
"355",83.879997,85.110001,83.68,85.040001,9526400,79.46904
"356",85.199997,85.68,84.559998,84.849998,4057700,79.291473
"357",84.650002,85.519997,84.360001,85.07,4263100,79.49707
"358",85.25,85.699997,84.540001,84.82,3667600,79.263466
"359",84.879997,85.93,84.660004,85.93,2720100,80.300758
"360",86.199997,86.32,85.32,85.879997,3123600,80.254013
"361",85.830002,86.419998,85.43,86.080002,3172300,80.440918
"362",86.309998,86.779999,85.809998,85.860001,3506900,80.235336
"363",85.760002,86.019997,85.449997,85.489998,3016900,79.889549
"364",85.760002,86.379997,85.599998,85.720001,3052100,80.104492
"365",85.669998,86.459999,85.169998,86.349998,3115100,80.69323
"366",86.129997,87.269997,86.099998,86.879997,5575200,81.188499
"367",85.980003,86.150002,85.010002,86.110001,2903900,80.468948
"368",85.889999,86.870003,85.669998,86.82,3044500,81.132454
"369",86.739998,87.160004,86.199997,86.279999,4675500,80.627808
"370",85.82,86.279999,85.190002,86.07,2856400,80.431572
"371",86.019997,86.400002,85.809998,85.919998,3769500,80.291397
"372",86,86.610001,85.120003,85.769997,3414100,80.151215
"373",85.540001,86,84.959999,85.110001,2840600,79.534462
"374",84.910004,85.599998,84.639999,84.669998,3005400,79.123283
"375",84.849998,85.959999,84.809998,85.489998,2564600,79.889549
"376",85.839996,86.099998,85.129997,85.330002,2964000,79.740051
"377",85.059998,85.93,84.709999,85.860001,2347000,80.235336
"378",85.809998,87.019997,85.809998,86.510002,2163500,80.842743
"379",86.910004,87.190002,86.129997,86.559998,2675500,80.889473
"380",86.830002,87.709999,86.82,87.389999,2290500,81.665092
"381",87.599998,88.330002,87.519997,87.870003,2718300,82.113647
"382",88.080002,88.230003,87.669998,88.050003,2227200,82.28186
"383",87.769997,88.07,87.199997,87.559998,2449500,81.823959
"384",88.099998,88.989998,87.919998,88.910004,2604500,83.085518
"385",88.830002,89.870003,88.540001,89.709999,3335000,83.833122
"386",89.629997,89.839996,88.839996,89.07,3175200,83.235054
"387",89.360001,89.970001,89.339996,89.57,2179400,83.702286
"388",89.599998,90.129997,89.07,90.029999,3021400,84.132156
"389",89.830002,89.980003,88.870003,89.43,3171000,83.571457
"390",89.019997,89.370003,88.260002,88.470001,3829800,82.674339
"391",88.300003,89.160004,88.169998,88.879997,3145300,83.057487
"392",91.059998,93.760002,90,93.349998,9910000,87.234657
"393",93.160004,96.650002,93.029999,96.43,8476800,90.112885
"394",96.639999,96.959999,94.830002,95.18,4826100,88.944778
"395",95.650002,96.959999,95.019997,96.599998,3975500,90.271751
"396",96.379997,98.120003,96.25,98.019997,5356000,91.598717
"397",98.25,99.199997,97.529999,98.809998,4957800,92.336975
"398",98.739998,99.349998,98.440002,98.699997,4971800,92.234177
"399",97.949997,100.389999,97.839996,99.470001,4321000,92.953728
"400",99.18,100.690002,98.879997,100.580002,4572100,93.991013
"401",100.400002,102.589996,100.220001,102,5090900,95.318008
"402",101.790001,103.809998,101.68,101.940002,5095100,95.261932
"403",101.849998,102.669998,101.43,102.269997,3901600,95.570297
"404",102.059998,102.720001,101.919998,102.190002,3298100,95.495552
"405",102.150002,103.190002,101.989998,102.25,2783800,95.55162
"406",102.449997,102.68,102.120003,102.440002,2816400,95.729172
"407",101.769997,102.839996,101.269997,102.440002,3283900,96.258202
"408",102.279999,103.440002,102.080002,103.330002,3143200,97.094498
"409",103.25,104.940002,103.25,104.360001,4427200,98.06234
"410",104.43,105.919998,103.959999,105.550003,3824300,99.180527
"411",105.580002,106.379997,105.580002,105.82,2765500,99.434227
"412",106.019997,106.129997,104.720001,105.07,2775500,98.729492
"413",104.800003,105.629997,104.150002,105.029999,1964400,98.691917
"414",104.989998,105.25,104.389999,104.82,2043400,98.49456
"415",105.57,106.040001,104.529999,105.769997,3089900,99.38723
"416",106.150002,106.489998,104.940002,105.110001,2452500,98.767082
"417",105.029999,105.589996,104.589996,105.18,2516800,98.832855
"418",104.400002,105.589996,104.279999,105.330002,2949500,98.973793
"419",105.18,105.739998,104.940002,105.480003,2928600,99.114746
"420",105.139999,105.860001,104.470001,105.650002,3278900,99.274483
"421",105.309998,105.699997,104.379997,104.620003,3107000,98.306648
"422",104.849998,106.110001,104.699997,105.720001,3366600,99.340263
"423",105.669998,105.75,103.660004,105.370003,3180700,99.011391
"424",105.150002,107.239998,104.800003,107.029999,3822900,100.571228
"425",107.5,107.839996,106.389999,106.419998,2950800,99.998024
"426",106.410004,106.620003,105.519997,105.639999,3516400,99.265091
"427",105.809998,106.489998,105.510002,105.970001,3926000,99.57518
"428",106.160004,106.709999,105.82,106.580002,5167400,100.148361
"429",106.57,106.690002,105.400002,105.769997,3103100,99.38723
"430",105.610001,106.769997,105.050003,105.709999,4972200,99.330849
"431",105.870003,107.190002,105.110001,106.879997,3668800,100.430267
"432",106.879997,107.07,105.5,105.739998,3270400,99.35907
"433",105.720001,106.110001,104.220001,106.07,3762000,99.669144
"434",106.230003,106.870003,105.349998,106.330002,5333700,99.91346
"435",105.949997,106.669998,105.589996,105.589996,3095500,99.218094
"436",106.010002,106.760002,105.540001,105.699997,3775700,99.321465
"437",106.059998,107.370003,106.010002,106.309998,3707300,99.894646
"438",106.489998,107.169998,106.209999,106.690002,2093700,100.25174
"439",106.769997,107.739998,106.300003,107.309998,2812300,100.834328
"440",107.669998,107.709999,107.029999,107.599998,2707500,101.106827
"441",107.5,108.139999,107.190002,107.959999,3787900,101.445091
"442",108.470001,109.610001,108.239998,108.620003,5097200,102.065262
"443",113.620003,115.68,111.040001,112.989998,10940700,106.171562
